geo,time,sh_xpd_pvtd_ch_zs
gha,2000,60.20686
gha,2001,53.57209
gha,2002,61.33931
gha,2003,58.34386
gha,2004,55.58069
gha,2005,44.49798
gha,2006,45.1442
gha,2007,44.7303
gha,2008,43.68737
gha,2009,38.66759
gha,2010,34.36111
gha,2011,40.45545
gha,2012,42.37619
gha,2013,42.97641
gha,2014,49.2333
gha,2015,39.98604
gha,2016,48.84697
gha,2017,54.10626
gha,2018,49.52198
gha,2019,48.48458
gin,2000,65.7662
gin,2001,63.79899
gin,2002,59.76649
gin,2003,62.90099
gin,2004,69.87622
gin,2005,70.56399
gin,2006,71.52389
gin,2007,72.27887
gin,2008,71.73
gin,2009,73.24303
gin,2010,69.9839
gin,2011,60.63143
gin,2012,63.33568
gin,2013,63.29857
gin,2014,68.72945
gin,2015,69.14717
gin,2016,60.46854
gin,2017,75.16259
gin,2018,72.69209
gin,2019,66.67957
gmb,2000,16.47605
gmb,2001,16.11369
gmb,2002,16.37359
gmb,2003,15.28246
gmb,2004,14.54632
gmb,2005,15.56631
gmb,2006,15.68955
gmb,2007,17.72141
gmb,2008,18.64773
gmb,2009,19.25665
gmb,2010,19.09011
gmb,2011,19.4402
gmb,2012,20.17093
gmb,2013,26.29425
gmb,2014,24.83497
gmb,2015,33.61744
gmb,2016,28.55385
gmb,2017,25.57302
gmb,2018,21.95144
gmb,2019,27.48451
gnb,2000,42.14237
gnb,2001,43.65183
gnb,2002,42.65742
gnb,2003,38.29586
gnb,2004,34.3933
gnb,2005,37.04926
gnb,2006,39.99863
gnb,2007,36.28026
gnb,2008,40.47294
gnb,2009,39.31512
gnb,2010,41.78114
gnb,2011,40.03805
gnb,2012,63.26926
gnb,2013,68.09895
gnb,2014,57.94045
gnb,2015,69.92348
gnb,2016,67.48637
gnb,2017,71.71472
gnb,2018,66.99184
gnb,2019,68.29945
gnq,2000,81.94788
gnq,2001,81.80192
gnq,2002,87.67033
gnq,2003,86.69643
gnq,2004,87.21877
gnq,2005,83.1028
gnq,2006,77.26822
gnq,2007,75.99731
gnq,2008,81.20323
gnq,2009,62.20121
gnq,2010,70.69768
gnq,2011,69.61487
gnq,2012,55.13596
gnq,2013,76.03075
gnq,2014,78.16776
gnq,2015,79.73846
gnq,2016,76.72086
gnq,2017,77.93711
gnq,2018,77.53333
gnq,2019,77.83176
grc,2000,38.37357
grc,2001,36.79362
grc,2002,39.54231
grc,2003,40.13594
grc,2004,41.3754
grc,2005,39.16576
grc,2006,38.39123
grc,2007,36.66304
grc,2008,34.66463
grc,2009,31.67105
grc,2010,31.07613
grc,2011,34.1108
grc,2012,36.25056
grc,2013,38.14159
grc,2014,41.7141
grc,2015,41.49456
grc,2016,47.6185
grc,2017,47.71498
grc,2018,48.20226
grc,2019,51.73661
grd,2000,63.76616
grd,2001,60.34008
grd,2002,54.82457
grd,2003,57.74962
grd,2004,50.78053
grd,2005,52.23836
grd,2006,56.79022
grd,2007,59.53724
grd,2008,59.35589
grd,2009,58.68645
grd,2010,60.82925
grd,2011,58.36457
grd,2012,58.8864
grd,2013,59.274
grd,2014,55.79726
grd,2015,58.04142
grd,2016,59.93927
grd,2017,59.2581
grd,2018,59.04361
grd,2019,58.51716
gtm,2000,61.86061
gtm,2001,65.45026
gtm,2002,65.50616
gtm,2003,64.23289
gtm,2004,64.60441
gtm,2005,67.06768
gtm,2006,64.24184
gtm,2007,65.05258
gtm,2008,64.00728
gtm,2009,60.63449
gtm,2010,63.67878
gtm,2011,63.31357
gtm,2012,62.61981
gtm,2013,58.99893
gtm,2014,59.20525
gtm,2015,60.39052
gtm,2016,60.66624
gtm,2017,63.07294
gtm,2018,62.30888
gtm,2019,60.70774
guy,2000,43.75164
guy,2001,45.93526
guy,2002,43.81149
guy,2003,41.80724
guy,2004,40.37705
guy,2005,38.17236
guy,2006,38.36195
guy,2007,35.85983
guy,2008,38.39974
guy,2009,35.70731
guy,2010,37.76996
guy,2011,37.84277
guy,2012,42.28038
guy,2013,41.25962
guy,2014,39.08172
guy,2015,36.64801
guy,2016,32.53943
guy,2017,31.34977
guy,2018,36.66505
guy,2019,37.86108
hnd,2000,48.99342
hnd,2001,56.13753
hnd,2002,55.04674
hnd,2003,52.55166
hnd,2004,54.48573
hnd,2005,52.58927
hnd,2006,53.18813
hnd,2007,52.94242
hnd,2008,54.25917
hnd,2009,47.56278
hnd,2010,50.10341
hnd,2011,49.57762
hnd,2012,53.85296
hnd,2013,53.52211
hnd,2014,53.40188
hnd,2015,55.58289
hnd,2016,55.05362
hnd,2017,55.70734
hnd,2018,57.80697
hnd,2019,58.18896
hrv,2000,14.97479
hrv,2001,17.80027
hrv,2002,20.98831
hrv,2003,18.66982
hrv,2004,20.18116
hrv,2005,15.01113
hrv,2006,15.34055
hrv,2007,13.56823
hrv,2008,16.16957
hrv,2009,17.16977
hrv,2010,16.59098
hrv,2011,18.02869
hrv,2012,17.3478
hrv,2013,14.94449
hrv,2014,15.95567
hrv,2015,16.90019
hrv,2016,17.22815
hrv,2017,17.15277
hrv,2018,16.78622
hrv,2019,18.44829
hti,2000,46.69159
hti,2001,47.60056
hti,2002,50.88784
hti,2003,51.00587
hti,2004,49.49686
hti,2005,49.33516
hti,2006,46.45662
hti,2007,43.3788
hti,2008,42.02285
hti,2009,42.54766
hti,2010,35.98209
hti,2011,28.18361
hti,2012,31.03732
hti,2013,40.02383
hti,2014,34.69729
hti,2015,38.06923
hti,2016,39.54848
hti,2017,44.76166
hti,2018,49.69759
hti,2019,48.51953
hun,2000,31.15368
hun,2001,33.09775
hun,2002,30.75987
hun,2003,30.01811
hun,2004,30.37527
hun,2005,29.84217
hun,2006,29.64627
hun,2007,32.21143
hun,2008,32.25332
hun,2009,32.01831
hun,2010,33.37443
hun,2011,33.78293
hun,2012,35.15967
hun,2013,33.7902
hun,2014,33.27834
hun,2015,32.21472
hun,2016,32.28891
hun,2017,31.65679
hun,2018,30.44232
hun,2019,32.01778
idn,2000,67.40991
idn,2001,59.51456
idn,2002,64.58785
idn,2003,62.37354
idn,2004,62.73161
idn,2005,69.45801
idn,2006,66.92236
idn,2007,62.26916
idn,2008,63.59497
idn,2009,63.25576
idn,2010,75.45696
idn,2011,75.56676
idn,2012,72.71174
idn,2013,70.38718
idn,2014,64.48093
idn,2015,59.91054
idn,2016,53.94569
idn,2017,52.83429
idn,2018,50.91792
idn,2019,50.50719
ind,2000,76.63829
ind,2001,78.79404
ind,2002,79.38268
ind,2003,79.76471
ind,2004,79.78323
ind,2005,78.34147
ind,2006,78.05872
ind,2007,77.58826
ind,2008,75.50202
ind,2009,73.3713
ind,2010,72.82318
ind,2011,70.25713
ind,2012,71.06796
ind,2013,76.65865
ind,2014,75.58838
ind,2015,73.64811
ind,2016,72.51978
ind,2017,66.46324
ind,2018,69.08189
ind,2019,66.3777
irl,2000,22.48553
irl,2001,21.56138
irl,2002,21.00879
irl,2003,21.23682
irl,2004,21.08355
irl,2005,21.13215
irl,2006,22.17467
irl,2007,20.76661
irl,2008,20.67852
irl,2009,22.92829
irl,2010,23.82225
irl,2011,28.10568
irl,2012,28.25457
irl,2013,29.40829
irl,2014,28.99467
irl,2015,27.99103
irl,2016,27.27871
irl,2017,27.02088
irl,2018,25.87393
irl,2019,25.42202
irn,2000,62.29025
irn,2001,61.73264
irn,2002,60.73616
irn,2003,60.59364
irn,2004,63.56676
irn,2005,63.12947
irn,2006,58.3228
irn,2007,60.17312
irn,2008,62.92229
irn,2009,63.34779
irn,2010,67.6432
irn,2011,66.64272
irn,2012,65.69027
irn,2013,61.50859
irn,2014,49.62742
irn,2015,48.10627
irn,2016,49.35779
irn,2017,48.40556
irn,2018,54.0514
irn,2019,50.48119
irq,2003,54.66624
irq,2004,29.07126
irq,2005,30.27173
irq,2006,33.58485
irq,2007,30.61043
irq,2008,21.55923
irq,2009,22.41642
irq,2010,26.12301
irq,2011,25.15662
irq,2012,61.75955
irq,2013,58.60851
irq,2014,62.16715
irq,2015,76.48974
irq,2016,79.1503
irq,2017,58.05634
irq,2018,51.36503
irq,2019,50.09697
isl,2000,19.42707
isl,2001,19.47369
isl,2002,18.56656
isl,2003,18.72434
isl,2004,19.05083
isl,2005,18.99816
isl,2006,18.41727
isl,2007,17.9824
isl,2008,17.78685
isl,2009,18.36163
isl,2010,20.1394
isl,2011,19.99361
isl,2012,20.07931
isl,2013,19.76711
isl,2014,19.50592
isl,2015,19.19012
isl,2016,18.49124
isl,2017,18.03311
isl,2018,17.53437
isl,2019,17.11121
isr,2000,34.56971
isr,2001,35.31237
isr,2002,33.76769
isr,2003,35.474
isr,2004,35.96281
isr,2005,38.02627
isr,2006,36.24099
isr,2007,38.10841
isr,2008,37.32371
isr,2009,37.47962
isr,2010,35.9065
isr,2011,36.06482
isr,2012,35.98135
isr,2013,35.19378
isr,2014,35.5348
isr,2015,35.17883
isr,2016,35.34525
isr,2017,34.7407
isr,2018,33.46009
isr,2019,33.13676
ita,2000,27.36185
ita,2001,25.37806
ita,2002,25.04142
ita,2003,24.66635
ita,2004,23.756
ita,2005,22.51142
ita,2006,22.24953
ita,2007,22.51229
ita,2008,22.32471
ita,2009,21.69488
ita,2010,21.54641
ita,2011,22.98722
ita,2012,24.12319
ita,2013,24.24148
ita,2014,24.57507
ita,2015,25.56458
ita,2016,25.59897
ita,2017,26.26462
ita,2018,26.15675
ita,2019,26.08068
jam,2000,43.29117
jam,2001,52.92988
jam,2002,41.12428
jam,2003,50.78745
jam,2004,46.69749
jam,2005,49.49801
jam,2006,50.85508
jam,2007,48.10863
jam,2008,45.79704
jam,2009,40.28724
jam,2010,40.28027
jam,2011,38.61472
jam,2012,39.79473
jam,2013,38.99633
jam,2014,39.32259
jam,2015,35.32679
jam,2016,34.82899
jam,2017,32.45111
jam,2018,33.33841
jam,2019,33.15736
jor,2000,52.42215
jor,2001,51.66932
jor,2002,50.45732
jor,2003,49.77238
jor,2004,46.43836
jor,2005,45.38559
jor,2006,43.72093
jor,2007,40.01986
jor,2008,38.09524
jor,2009,29.06036
jor,2010,28.78018
jor,2011,28.80562
jor,2012,29.44191
jor,2013,32.11637
jor,2014,29.63945
jor,2015,45.65897
jor,2016,47.27803
jor,2017,45.89821
jor,2018,47.08252
jor,2019,45.69065
jpn,2000,19.56947
jpn,2001,19.03592
jpn,2002,19.24702
jpn,2003,20.03619
jpn,2004,19.7258
jpn,2005,18.83204
jpn,2006,19.67846
jpn,2007,18.75072
jpn,2008,18.82938
jpn,2009,18.70582
jpn,2010,18.07275
jpn,2011,16.25938
jpn,2012,16.06931
jpn,2013,15.73909
jpn,2014,15.88214
jpn,2015,15.91702
jpn,2016,15.96279
jpn,2017,15.78531
jpn,2018,16.22905
jpn,2019,16.14325
kaz,2000,49.05228
kaz,2001,43.35438
kaz,2002,46.52375
kaz,2003,45.13945
kaz,2004,41.59087
kaz,2005,34.96822
kaz,2006,31.71055
kaz,2007,33.56391
kaz,2008,25.32135
kaz,2009,23.78026
kaz,2010,31.54311
kaz,2011,28.69092
kaz,2012,31.6979
kaz,2013,30.45618
kaz,2014,28.1651
kaz,2015,36.7729
kaz,2016,40.20116
kaz,2017,37.81248
kaz,2018,39.00835
kaz,2019,40.06172
ken,2000,58.97836
ken,2001,58.15977
ken,2002,55.49165
ken,2003,55.61623
ken,2004,54.17926
ken,2005,54.79054
ken,2006,46.73098
ken,2007,45.46989
ken,2008,44.17657
ken,2009,42.96788
ken,2010,42.23287
ken,2011,42.81203
ken,2012,43.28137
ken,2013,43.66942
ken,2014,42.57377
ken,2015,41.69891
ken,2016,40.98428
ken,2017,35.9736
ken,2018,34.73562
ken,2019,35.51104
kgz,2000,51.64645
kgz,2001,53.16456
kgz,2002,51.66137
kgz,2003,51.07937
kgz,2004,46.59614
kgz,2005,42.5697
kgz,2006,39.18015
kgz,2007,42.91151
kgz,2008,48.67649
kgz,2009,38.58998
kgz,2010,43.0915
kgz,2011,43.54014
kgz,2012,43.24369
kgz,2013,46.41521
kgz,2014,56.32426
kgz,2015,54.56788
kgz,2016,57.22209
kgz,2017,56.4058
kgz,2018,46.6603
kgz,2019,46.25528
khm,2000,78.08964
khm,2001,75.93197
khm,2002,72.70651
khm,2003,67.92338
khm,2004,64.49497
khm,2005,67.76489
khm,2006,64.5571
khm,2007,49.8418
khm,2008,68.20852
khm,2009,67.69052
khm,2010,66.35612
khm,2011,71.83302
khm,2012,61.24113
khm,2013,61.29593
khm,2014,58.78769
khm,2015,57.93456
khm,2016,59.24326
khm,2017,64.29043
khm,2018,66.61172
khm,2019,69.18743
kir,2000,3.31964
kir,2001,2.19921
kir,2002,2.40323
kir,2003,2.5441
kir,2004,2.13448
kir,2005,2.60636
kir,2006,2.27699
kir,2007,2.26192
kir,2008,2.36795
kir,2009,2.44441
kir,2010,3.41483
kir,2011,3.72453
kir,2012,4.01514
kir,2013,3.36894
kir,2014,3.27422
kir,2015,4.06896
kir,2016,3.42527
kir,2017,3.10771
kir,2018,2.67172
kir,2019,2.91084
kna,2000,58.07799
kna,2001,56.34655
kna,2002,56.65088
kna,2003,55.87848
kna,2004,50.89441
kna,2005,52.94104
kna,2006,55.22057
kna,2007,56.36956
kna,2008,62.73705
kna,2009,60.33302
kna,2010,60.92031
kna,2011,61.27672
kna,2012,60.83057
kna,2013,61.70816
kna,2014,59.08171
kna,2015,62.16568
kna,2016,59.86155
kna,2017,58.42835
kna,2018,54.04255
kna,2019,50.74451
kor,2000,49.67245
kor,2001,44.0643
kor,2002,43.49355
kor,2003,43.98643
kor,2004,43.28049
kor,2005,42.95068
kor,2006,40.99736
kor,2007,41.05598
kor,2008,42.7572
kor,2009,40.82156
kor,2010,40.65202
kor,2011,41.43557
kor,2012,42.33361
kor,2013,42.16247
kor,2014,42.67533
kor,2015,42.64444
kor,2016,42.47815
kor,2017,42.08643
kor,2018,41.54321
kor,2019,40.4715
kwt,2000,27.45529
kwt,2001,21.11251
kwt,2002,23.19673
kwt,2003,23.10642
kwt,2004,23.73571
kwt,2005,23.78947
kwt,2006,23.47505
kwt,2007,23.57626
kwt,2008,21.90767
kwt,2009,18.41665
kwt,2010,15.79921
kwt,2011,15.52701
kwt,2012,16.53852
kwt,2013,16.03164
kwt,2014,15.41117
kwt,2015,15.14077
kwt,2016,14.68379
kwt,2017,14.29076
kwt,2018,11.80162
kwt,2019,13.03886
lao,2000,61.33134
lao,2001,48.49235
lao,2002,56.80447
lao,2003,61.62332
lao,2004,55.20497
lao,2005,52.61208
lao,2006,50.24878
lao,2007,58.36779
lao,2008,59.47415
lao,2009,47.29646
lao,2010,62.55183
lao,2011,53.52559
lao,2012,51.94341
lao,2013,51.30715
lao,2014,53.46399
lao,2015,47.82938
lao,2016,49.47958
lao,2017,48.14106
lao,2018,48.85313
lao,2019,41.85755
lbn,2000,70.08468
lbn,2001,67.0755
lbn,2002,66.85821
lbn,2003,65.63135
lbn,2004,62.02133
lbn,2005,61.11149
lbn,2006,58.10147
lbn,2007,57.84572
lbn,2008,59.56252
lbn,2009,60.01143
lbn,2010,58.91976
lbn,2011,55.5687
lbn,2012,55.99892
lbn,2013,54.81841
lbn,2014,51.63055
lbn,2015,51.95495
lbn,2016,51.08064
lbn,2017,51.0351
lbn,2018,49.04189
lbn,2019,50.12977
lbr,2000,74.26198
lbr,2001,63.2536
lbr,2002,68.84176
lbr,2003,69.59989
lbr,2004,81.20747
lbr,2005,76.39784
lbr,2006,72.63013
lbr,2007,72.15578
lbr,2008,66.58326
lbr,2009,52.36237
lbr,2010,54.14251
lbr,2011,51.69036
lbr,2012,48.98147
lbr,2013,51.90781
lbr,2014,54.61324
lbr,2015,55.41102
lbr,2016,55.67499
lbr,2017,57.11124
lbr,2018,56.38074
lbr,2019,59.21681
lby,2000,51.29111
lby,2001,45.52794
lby,2002,33.08924
lby,2003,33.75513
lby,2004,34.21351
lby,2005,35.34672
lby,2006,34.62699
lby,2007,33.44186
lby,2008,32.26568
lby,2009,31.10063
lby,2010,29.97364
lby,2011,36.66828
lca,2000,65.58813
lca,2001,65.09639
lca,2002,65.81324
lca,2003,68.14171
lca,2004,66.54403
lca,2005,64.83586
lca,2006,66.41738
lca,2007,70.74608
lca,2008,66.42403
lca,2009,63.47808
lca,2010,61.87216
lca,2011,62.72385
lca,2012,58.99298
lca,2013,59.01865
lca,2014,59.46343
lca,2015,55.62036
lca,2016,56.50281
lca,2017,55.15692
lca,2018,54.79568
lca,2019,51.5619
lka,2000,45.45687
lka,2001,46.71311
lka,2002,46.35094
lka,2003,43.8592
lka,2004,46.7873
lka,2005,46.51677
lka,2006,46.55853
lka,2007,50.39843
lka,2008,55.92299
lka,2009,58.19237
lka,2010,58.40319
lka,2011,56.94634
lka,2012,57.39594
lka,2013,53.93697
lka,2014,54.06346
lka,2015,54.67241
lka,2016,56.01027
lka,2017,56.05602
lka,2018,52.81345
lka,2019,51.41779
lso,2000,39.72736
lso,2001,38.50114
lso,2002,36.69552
lso,2003,32.46589
lso,2004,31.50066
lso,2005,34.38765
lso,2006,30.02318
lso,2007,24.6595
lso,2008,22.3691
lso,2009,20.11676
lso,2010,23.94564
lso,2011,18.64763
lso,2012,18.89861
lso,2013,16.71258
lso,2014,16.24378
lso,2015,16.66397
lso,2016,17.6689
lso,2017,16.00981
lso,2018,14.52986
lso,2019,14.17715
ltu,2000,32.70119
ltu,2001,29.72392
ltu,2002,27.05692
ltu,2003,25.5376
ltu,2004,37.30721
ltu,2005,39.21016
ltu,2006,37.50322
ltu,2007,34.07881
ltu,2008,29.18085
ltu,2009,28.01837
ltu,2010,28.74267
ltu,2011,29.49601
ltu,2012,33.2459
ltu,2013,34.26508
ltu,2014,33.29361
ltu,2015,33.61937
ltu,2016,34.00999
ltu,2017,34.69215
ltu,2018,33.69523
ltu,2019,34.55066
lux,2000,16.75393
lux,2001,15.95282
lux,2002,16.03685
lux,2003,16.13516
lux,2004,15.5034
lux,2005,15.85441
lux,2006,16.22425
lux,2007,14.64205
lux,2008,12.35386
lux,2009,13.2852
lux,2010,14.06988
lux,2011,16.58466
lux,2012,14.83919
lux,2013,14.67671
lux,2014,14.33976
lux,2015,14.10965
lux,2016,14.24374
lux,2017,13.83812
lux,2018,13.66655
lux,2019,12.7986
lva,2000,49.24677
lva,2001,51.26914
lva,2002,50.42038
lva,2003,50.17007
lva,2004,43.37463
lva,2005,43.9872
lva,2006,38.4644
lva,2007,39.05646
lva,2008,39.5744
lva,2009,39.87232
lva,2010,39.80854
lva,2011,36.50257
lva,2012,39.65217
lva,2013,39.98591
lva,2014,40.3276
lva,2015,41.33909
lva,2016,44.11761
lva,2017,42.67062
lva,2018,40.1194
lva,2019,39.17287
mar,2000,75.0492
mar,2001,73.25909
mar,2002,72.15348
mar,2003,72.33652
mar,2004,72.5323
mar,2005,73.78815
mar,2006,62.83399
mar,2007,58.76366
mar,2008,59.53003
mar,2009,56.78478
mar,2010,59.65429
mar,2011,58.29691
mar,2012,56.90788
mar,2013,55.4038
mar,2014,58.863
mar,2015,58.24449
mar,2016,57.33641
mar,2017,56.77649
mar,2018,59.62752
mar,2019,59.40573
mco,2000,19.96951
mco,2001,19.90364
mco,2002,19.79962
mco,2003,18.99696
mco,2004,18.87978
mco,2005,18.93483
mco,2006,19.1595
mco,2007,19.82243
mco,2008,19.44152
mco,2009,18.66745
mco,2010,18.55517
mco,2011,18.8442
mco,2012,18.69821
mco,2013,18.87886
mco,2014,18.9975
mco,2015,19.11814
mco,2016,14.47071
mco,2017,14.18418
mco,2018,14.29304
mco,2019,15.03576
mda,2000,47.17257
mda,2001,51.93554
mda,2002,48.02504
mda,2003,49.90517
mda,2004,38.55304
mda,2005,42.89876
mda,2006,46.57449
mda,2007,45.23914
mda,2008,48.51334
mda,2009,46.54689
mda,2010,42.17087
mda,2011,45.99844
mda,2012,43.44186
mda,2013,43.37582
mda,2014,39.25133
mda,2015,47.18155
mda,2016,47.51239
mda,2017,44.68612
mda,2018,40.75685
mda,2019,36.9124
mdg,2000,46.45361
mdg,2001,40.64911
mdg,2002,44.41053
mdg,2003,43.6988
mdg,2004,37.08261
mdg,2005,39.52615
mdg,2006,38.38535
mdg,2007,41.00354
mdg,2008,45.6781
mdg,2009,45.8498
mdg,2010,43.88413
mdg,2011,35.58178
mdg,2012,41.3828
mdg,2013,44.75634
mdg,2014,35.37761
mdg,2015,31.58125
mdg,2016,28.44452
mdg,2017,30.90506
mdg,2018,35.14234
mdg,2019,39.5862
mdv,2000,66.85345
mdv,2001,67.29446
mdv,2002,70.06773
mdv,2003,67.49493
mdv,2004,68.64822
mdv,2005,64.41559
mdv,2006,61.93761
mdv,2007,51.54669
mdv,2008,41.38754
mdv,2009,37.03123
mdv,2010,43.69872
mdv,2011,49.54206
mdv,2012,47.89546
mdv,2013,46.25961
mdv,2014,37.36153
mdv,2015,27.86568
mdv,2016,27.53782
mdv,2017,28.46428
mdv,2018,21.87134
mdv,2019,19.05467
mex,2000,54.78259
mex,2001,56.24238
mex,2002,57.31053
mex,2003,58.49081
mex,2004,56.54202
mex,2005,57.76345
mex,2006,57.17291
mex,2007,56.18167
mex,2008,54.08642
mex,2009,53.33153
mex,2010,49.78125
mex,2011,47.19612
mex,2012,46.91788
mex,2013,46.24884
mex,2014,47.9183
mex,2015,47.79903
mex,2016,48.72028
mex,2017,49.46463
mex,2018,50.32544
mex,2019,50.69228
mhl,2000,12.54728
mhl,2001,14.29827
mhl,2002,16.28731
mhl,2003,16.72773
mhl,2004,14.54955
mhl,2005,11.99367
mhl,2006,11.71055
mhl,2007,15.01753
mhl,2008,16.55346
mhl,2009,17.20361
mhl,2010,18.00118
mhl,2011,18.51187
mhl,2012,17.73125
mhl,2013,16.77569
mhl,2014,17.52246
mhl,2015,15.13885
mhl,2016,14.21448
mhl,2017,15.73357
mhl,2018,15.05199
mhl,2019,15.81011
mkd,2000,42.93989
mkd,2001,43.25563
mkd,2002,43.41259
mkd,2003,44.10494
mkd,2004,42.91304
mkd,2005,41.53931
mkd,2006,40.23946
mkd,2007,37.525
mkd,2008,32.41871
mkd,2009,35.47362
mkd,2010,38.73901
mkd,2011,36.67878
mkd,2012,36.2217
mkd,2013,34.08263
mkd,2014,35.30438
mkd,2015,34.68694
mkd,2016,35.62299
mkd,2017,42.89771
mkd,2018,42.67663
mkd,2019,41.0323
mli,2000,70.5431
mli,2001,69.80578
mli,2002,63.60073
mli,2003,63.11072
mli,2004,57.46232
mli,2005,58.90419
mli,2006,58.4986
mli,2007,63.18042
mli,2008,65.16321
mli,2009,63.67854
mli,2010,58.35008
mli,2011,52.39246
mli,2012,47.31335
mli,2013,37.36685
mli,2014,35.75759
mli,2015,36.32564
mli,2016,37.74138
mli,2017,39.32704
mli,2018,34.16211
mli,2019,32.89606
mlt,2000,27.83883
mlt,2001,31
mlt,2002,29.5977
mlt,2003,30.42328
mlt,2004,30.45685
mlt,2005,30.87248
mlt,2006,31.72269
mlt,2007,33.19239
mlt,2008,35.2459
mlt,2009,35.08064
mlt,2010,35.42435
mlt,2011,35.55556
mlt,2012,34.35981
mlt,2013,32.2963
mlt,2014,38.37571
mlt,2015,39.15507
mlt,2016,36.97176
mlt,2017,37.103
mlt,2018,36.50592
mlt,2019,36.88133
mmr,2000,85.6558
mmr,2001,85.89757
mmr,2002,82.23466
mmr,2003,83.1669
mmr,2004,78.8847
mmr,2005,82.50259
mmr,2006,75.01603
mmr,2007,82.16392
mmr,2008,82.45877
mmr,2009,82.2685
mmr,2010,80.74466
mmr,2011,77.27888
mmr,2012,76.70022
mmr,2013,72.23145
mmr,2014,66.03541
mmr,2015,70.45004
mmr,2016,76.67307
mmr,2017,75.68782
mmr,2018,76.44778
mmr,2019,75.95657
mne,2011,39.02814
mne,2012,36.05048
mne,2013,42.18602
mne,2014,39.29591
mne,2015,40.19408
mne,2016,39.88282
mne,2017,42.60279
mne,2018,40.44877
mne,2019,39.16491
mng,2000,24.6036
mng,2001,27.12346
mng,2002,26.37572
mng,2003,28.18854
mng,2004,29.58692
mng,2005,35.61628
mng,2006,29.30725
mng,2007,26.51871
mng,2008,23.52391
mng,2009,24.76079
mng,2010,30.27305
mng,2011,34.37726
mng,2012,33.4679
mng,2013,39.24692
mng,2014,37.11465
mng,2015,39.23033
mng,2016,34.99586
mng,2017,35.47569
mng,2018,37.28422
mng,2019,38.24585
moz,2000,39.09561
moz,2001,26.80813
moz,2002,27.99934
moz,2003,21.84087
moz,2004,16.18546
moz,2005,12.91512
moz,2006,13.38788
moz,2007,13.12144
moz,2008,12.20333
moz,2009,9.57828
moz,2010,8.49969
moz,2011,8.34748
moz,2012,17.5775
moz,2013,16.64496
moz,2014,18.54147
moz,2015,18.2859
moz,2016,17.28833
moz,2017,15.85152
moz,2018,15.32336
moz,2019,16.00113
mrt,2000,81.74522
mrt,2001,80.86273
mrt,2002,73.23945
mrt,2003,71.57553
mrt,2004,73.84555
mrt,2005,70.65617
mrt,2006,72.47316
mrt,2007,69.25839
mrt,2008,65.35033
mrt,2009,66.49633
mrt,2010,66.33794
mrt,2011,64.35229
mrt,2012,60.82009
mrt,2013,53.31594
mrt,2014,53.588
mrt,2015,52.74016
mrt,2016,58.91261
mrt,2017,54.33884
mrt,2018,51.46138
mrt,2019,50.64943
mus,2000,46.17
mus,2001,45.65264
mus,2002,46.79092
mus,2003,47.44266
mus,2004,45.60753
mus,2005,51.77449
mus,2006,55.03846
mus,2007,58.02253
mus,2008,63.80206
mus,2009,60.36983
mus,2010,53.97323
mus,2011,54.94377
mus,2012,53.39266
mus,2013,56.77748
mus,2014,54.4695
mus,2015,55.72542
mus,2016,55.66151
mus,2017,55.45673
mus,2018,55.56221
mus,2019,52.66552
mwi,2000,12.99825
mwi,2001,14.85331
mwi,2002,17.61835
mwi,2003,18.72674
mwi,2004,12.86425
mwi,2005,13.0618
mwi,2006,18.179
mwi,2007,21.2333
mwi,2008,20.43768
mwi,2009,19.90061
mwi,2010,15.22518
mwi,2011,13.92924
mwi,2012,13.32956
mwi,2013,13.72674
mwi,2014,14.23048
mwi,2015,17.84919
mwi,2016,21.5549
mwi,2017,17.47723
mwi,2018,18.12244
mwi,2019,23.84467
mys,2000,53.34291
mys,2001,49.48713
mys,2002,48.78622
mys,2003,48.05901
mys,2004,49.06328
mys,2005,51.1001
mys,2006,46.12762
mys,2007,47.07953
mys,2008,46.87736
mys,2009,44.44421
mys,2010,46.94302
mys,2011,46.75439
mys,2012,46.06865
mys,2013,46.09439
mys,2014,45.26471
mys,2015,46.73887
mys,2016,48.75174
mys,2017,48.10696
mys,2018,48.67429
mys,2019,47.80335
nam,2000,44.50032
nam,2001,42.22326
nam,2002,41.03931
nam,2003,40.43042
nam,2004,37.14523
nam,2005,34.7024
nam,2006,34.77613
nam,2007,36.56401
nam,2008,36.69806
nam,2009,42.31963
nam,2010,44.75178
nam,2011,47.481
nam,2012,50.29813
nam,2013,47.43295
nam,2014,47.79102
nam,2015,52.08218
nam,2016,46.13354
nam,2017,46.72158
nam,2018,48.76709
nam,2019,48.44718
ner,2000,66.65475
ner,2001,66.5924
ner,2002,65.72081
ner,2003,67.47936
ner,2004,66.15975
ner,2005,55.41955
ner,2006,53.93064
ner,2007,58.97729
ner,2008,57.9387
ner,2009,59.18183
ner,2010,61.62773
ner,2011,63.15814
ner,2012,62.68271
ner,2013,58.13817
ner,2014,58.0682
ner,2015,54.65649
ner,2016,60.94998
ner,2017,51.7155
ner,2018,54.87833
ner,2019,49.06088
nga,2000,64.71762
nga,2001,66.39343
nga,2002,71.36207
nga,2003,75.88538
nga,2004,67.83809
nga,2005,68.99704
nga,2006,73.40918
nga,2007,74.18617
nga,2008,76.06096
nga,2009,77.86318
nga,2010,80.1383
nga,2011,77.70686
nga,2012,75.37894
nga,2013,73.25356
nga,2014,74.40258
