geo,time,sl_tlf_totl_fe_zs
bfa,1991,49.985
bfa,1992,49.6739
bfa,1993,49.34215
bfa,1994,48.99108
bfa,1995,48.62279
bfa,1996,48.24165
bfa,1997,47.84204
bfa,1998,47.42384
bfa,1999,46.98393
bfa,2000,46.52241
bfa,2001,46.03459
bfa,2002,45.5257
bfa,2003,44.99377
bfa,2004,44.44101
bfa,2005,43.86717
bfa,2006,43.27535
bfa,2007,43.37733
bfa,2008,43.50509
bfa,2009,43.66139
bfa,2010,43.85119
bfa,2011,44.07711
bfa,2012,44.34125
bfa,2013,44.64607
bfa,2014,44.99015
bfa,2015,44.96644
bfa,2016,44.94605
bfa,2017,44.93106
bfa,2018,44.92584
bfa,2019,44.93483
bfa,2020,44.8712
bfa,2021,44.74367
bgd,1990,21.64306
bgd,1991,21.73109
bgd,1992,21.85095
bgd,1993,21.99961
bgd,1994,22.17032
bgd,1995,22.35965
bgd,1996,22.54814
bgd,1997,22.755
bgd,1998,22.97148
bgd,1999,23.18693
bgd,2000,23.39224
bgd,2001,23.54838
bgd,2002,23.69918
bgd,2003,23.84436
bgd,2004,23.98724
bgd,2005,24.13621
bgd,2006,24.25668
bgd,2007,24.73532
bgd,2008,25.22569
bgd,2009,25.71727
bgd,2010,26.20407
bgd,2011,26.67375
bgd,2012,27.13853
bgd,2013,27.60343
bgd,2014,28.07273
bgd,2015,28.55397
bgd,2016,29.05478
bgd,2017,30.65975
bgd,2018,30.78676
bgd,2019,30.87458
bgd,2020,30.23287
bgd,2021,30.39939
bgr,1990,48.18427
bgr,1991,48.27121
bgr,1992,48.36288
bgr,1993,48.12431
bgr,1994,47.87169
bgr,1995,47.60214
bgr,1996,47.31319
bgr,1997,47.0068
bgr,1998,46.68292
bgr,1999,46.34647
bgr,2000,45.9974
bgr,2001,46.75341
bgr,2002,46.87205
bgr,2003,46.41351
bgr,2004,46.51802
bgr,2005,46.23761
bgr,2006,46.75095
bgr,2007,46.67425
bgr,2008,46.43547
bgr,2009,46.32916
bgr,2010,46.27295
bgr,2011,46.50079
bgr,2012,46.62933
bgr,2013,46.64158
bgr,2014,46.50957
bgr,2015,46.54131
bgr,2016,46.32618
bgr,2017,46.39421
bgr,2018,46.1609
bgr,2019,46.1237
bgr,2020,45.97615
bgr,2021,45.8784
bhr,1990,17.72073
bhr,1991,17.60979
bhr,1992,17.73664
bhr,1993,18.16861
bhr,1994,18.63165
bhr,1995,19.07577
bhr,1996,19.62812
bhr,1997,20.17973
bhr,1998,20.66827
bhr,1999,21.11658
bhr,2000,21.43557
bhr,2001,21.41469
bhr,2002,21.37482
bhr,2003,21.28937
bhr,2004,21.18125
bhr,2005,21.06747
bhr,2006,20.88
bhr,2007,20.73539
bhr,2008,20.69129
bhr,2009,20.79353
bhr,2010,21.04675
bhr,2011,20.8895
bhr,2012,21.17873
bhr,2013,21.48469
bhr,2014,21.66725
bhr,2015,21.64192
bhr,2016,21.32089
bhr,2017,20.86548
bhr,2018,20.43372
bhr,2019,20.09806
bhr,2020,19.43063
bhr,2021,19.34133
bhs,1990,45.88786
bhs,1991,45.97632
bhs,1992,46.07708
bhs,1993,46.19807
bhs,1994,46.34824
bhs,1995,48.19218
bhs,1996,47.44608
bhs,1997,48.5577
bhs,1998,48.19947
bhs,1999,47.88365
bhs,2000,48.25511
bhs,2001,48.57159
bhs,2002,48.87765
bhs,2003,48.87977
bhs,2004,48.87549
bhs,2005,48.86825
bhs,2006,48.8953
bhs,2007,48.92228
bhs,2008,48.94048
bhs,2009,48.94848
bhs,2010,49.5638
bhs,2011,50.21287
bhs,2012,48.73177
bhs,2013,49.89683
bhs,2014,49.96679
bhs,2015,50.01596
bhs,2016,50.06794
bhs,2017,50.07247
bhs,2018,50.10797
bhs,2019,50.15459
bhs,2020,49.54791
bhs,2021,49.93768
bih,1990,37.50149
bih,1991,37.69216
bih,1992,37.84908
bih,1993,37.9747
bih,1994,38.00903
bih,1995,38.00024
bih,1996,37.94421
bih,1997,37.88113
bih,1998,37.77358
bih,1999,37.56956
bih,2000,37.44766
bih,2001,37.35069
bih,2002,37.24493
bih,2003,37.16258
bih,2004,37.06189
bih,2005,36.94565
bih,2006,36.87323
bih,2007,36.3864
bih,2008,37.21448
bih,2009,37.77221
bih,2010,38.37128
bih,2011,38.4208
bih,2012,38.02722
bih,2013,38.34975
bih,2014,38.93172
bih,2015,39.1537
bih,2016,38.23967
bih,2017,39.30339
bih,2018,38.53626
bih,2019,40.44254
bih,2020,39.46703
bih,2021,39.51344
blr,1990,48.74315
blr,1991,48.73852
blr,1992,48.81241
blr,1993,48.87972
blr,1994,48.99798
blr,1995,49.10652
blr,1996,49.03329
blr,1997,48.86157
blr,1998,48.72704
blr,1999,48.65014
blr,2000,48.66231
blr,2001,48.70835
blr,2002,48.76957
blr,2003,48.84184
blr,2004,48.92085
blr,2005,49.00218
blr,2006,49.08449
blr,2007,49.1675
blr,2008,49.24708
blr,2009,49.32107
blr,2010,49.39121
blr,2011,49.44898
blr,2012,49.5018
blr,2013,49.55094
blr,2014,49.59779
blr,2015,49.64443
blr,2016,49.68897
blr,2017,49.48073
blr,2018,49.04031
blr,2019,49.26794
blr,2020,49.03103
blr,2021,48.88185
blz,1990,29.21624
blz,1991,29.74886
blz,1992,30.28382
blz,1993,30.53977
blz,1994,30.48741
blz,1995,31.16254
blz,1996,31.80802
blz,1997,32.44579
blz,1998,33.30392
blz,1999,32.98379
blz,2000,33.2619
blz,2001,33.5641
blz,2002,33.86575
blz,2003,34.16294
blz,2004,34.47318
blz,2005,34.79111
blz,2006,35.12427
blz,2007,35.47026
blz,2008,35.82159
blz,2009,36.16791
blz,2010,36.49989
blz,2011,36.83199
blz,2012,37.14706
blz,2013,37.45112
blz,2014,37.69704
blz,2015,38.19399
blz,2016,38.68745
blz,2017,38.55472
blz,2018,38.77188
blz,2019,38.87398
blz,2020,38.29993
blz,2021,38.45419
bol,1990,41.17564
bol,1991,41.3441
bol,1992,41.33979
bol,1993,41.48213
bol,1994,41.64935
bol,1995,41.81889
bol,1996,41.96626
bol,1997,42.15034
bol,1998,42.14505
bol,1999,42.13705
bol,2000,42.1254
bol,2001,42.3956
bol,2002,42.65656
bol,2003,42.90998
bol,2004,43.15875
bol,2005,43.40423
bol,2006,43.65503
bol,2007,42.84694
bol,2008,43.24395
bol,2009,43.47132
bol,2010,43.26411
bol,2011,43.06167
bol,2012,42.10476
bol,2013,42.51629
bol,2014,42.97143
bol,2015,40.83018
bol,2016,42.41116
bol,2017,43.23818
bol,2018,44.4476
bol,2019,43.14019
bol,2020,42.62004
bol,2021,45.13449
bra,1990,34.32192
bra,1991,34.42063
bra,1992,35.23844
bra,1993,36.05165
bra,1994,36.86061
bra,1995,37.66453
bra,1996,37.68758
bra,1997,37.97574
bra,1998,38.54083
bra,1999,39.19039
bra,2000,39.96896
bra,2001,40.73771
bra,2002,41.37811
bra,2003,41.62553
bra,2004,42.02934
bra,2005,42.49293
bra,2006,42.5585
bra,2007,42.61476
bra,2008,42.50342
bra,2009,42.74865
bra,2010,42.41792
bra,2011,42.07924
bra,2012,42.18634
bra,2013,42.17651
bra,2014,42.29501
bra,2015,42.64423
bra,2016,42.75045
bra,2017,43.31557
bra,2018,43.5169
bra,2019,43.83729
bra,2020,42.79636
bra,2021,43.21552
brb,1990,47.00925
brb,1991,46.93871
brb,1992,47.11575
brb,1993,47.39169
brb,1994,47.67324
brb,1995,48.38106
brb,1996,48.20992
brb,1997,48.34987
brb,1998,48.21542
brb,1999,47.81315
brb,2000,48.07808
brb,2001,48.32469
brb,2002,48.32114
brb,2003,48.66354
brb,2004,48.74423
brb,2005,48.85057
brb,2006,48.75106
brb,2007,48.1845
brb,2008,48.76908
brb,2009,48.97059
brb,2010,49.06168
brb,2011,49.15995
brb,2012,48.55375
brb,2013,48.83184
brb,2014,49.69817
brb,2015,49.85449
brb,2016,49.51157
brb,2017,49.1489
brb,2018,48.84706
brb,2019,49.41244
brb,2020,48.77695
brb,2021,48.48358
brn,1990,32.77704
brn,1991,33.01829
brn,1992,33.64258
brn,1993,34.30864
brn,1994,35.04174
brn,1995,35.85427
brn,1996,36.8161
brn,1997,37.84591
brn,1998,38.87643
brn,1999,39.83845
brn,2000,40.67104
brn,2001,41.19403
brn,2002,41.21349
brn,2003,41.1737
brn,2004,41.10702
brn,2005,41.03795
brn,2006,41.02244
brn,2007,40.99202
brn,2008,40.96513
brn,2009,40.95161
brn,2010,40.94676
brn,2011,40.95682
brn,2012,41.18664
brn,2013,41.44096
brn,2014,41.73425
brn,2015,42.07405
brn,2016,42.4839
brn,2017,42.94228
brn,2018,42.01261
brn,2019,41.08776
brn,2020,40.90029
brn,2021,40.80164
btn,1990,39.78255
btn,1991,39.84949
btn,1992,39.92529
btn,1993,40.01232
btn,1994,40.11203
btn,1995,40.22617
btn,1996,40.59989
btn,1997,41.0413
btn,1998,41.49751
btn,1999,41.91922
btn,2000,42.27645
btn,2001,42.44325
btn,2002,42.54673
btn,2003,42.62689
btn,2004,42.73225
btn,2005,42.88803
btn,2006,43.10073
btn,2007,43.37049
btn,2008,43.67004
btn,2009,43.95763
btn,2010,43.41437
btn,2011,43.1995
btn,2012,45.68085
btn,2013,41.60576
btn,2014,40.19678
btn,2015,40.57173
btn,2016,40.47364
btn,2017,40.29117
btn,2018,40.06145
btn,2019,39.83364
btn,2020,39.42293
btn,2021,39.41779
bwa,1990,42.30888
bwa,1991,42.43376
bwa,1992,42.55395
bwa,1993,42.68039
bwa,1994,42.82867
bwa,1995,43.01112
bwa,1996,43.12212
bwa,1997,43.28452
bwa,1998,43.4886
bwa,1999,44.02738
bwa,2000,44.60507
bwa,2001,44.93906
bwa,2002,45.28658
bwa,2003,45.63242
bwa,2004,45.96392
bwa,2005,46.27498
bwa,2006,46.55808
bwa,2007,46.48022
bwa,2008,46.41931
bwa,2009,46.41526
bwa,2010,46.28429
bwa,2011,46.75427
bwa,2012,47.28837
bwa,2013,47.84371
bwa,2014,48.35894
bwa,2015,48.79773
bwa,2016,49.03287
bwa,2017,49.20034
bwa,2018,49.32337
bwa,2019,49.44052
bwa,2020,48.9066
bwa,2021,48.83913
caf,1990,46.02652
caf,1991,46.01377
caf,1992,46.01652
caf,1993,46.03209
caf,1994,46.05847
caf,1995,46.09601
caf,1996,46.08244
caf,1997,46.07848
caf,1998,46.08487
caf,1999,46.09982
caf,2000,46.11908
caf,2001,46.03767
caf,2002,45.96975
caf,2003,45.91398
caf,2004,45.868
caf,2005,45.83223
caf,2006,45.73775
caf,2007,45.65735
caf,2008,45.59457
caf,2009,45.55212
caf,2010,45.53415
caf,2011,45.41153
caf,2012,45.30602
caf,2013,45.22199
caf,2014,45.1585
caf,2015,45.11418
caf,2016,45.18464
caf,2017,45.2772
caf,2018,45.38519
caf,2019,45.49973
caf,2020,45.24897
caf,2021,45.30633
can,1990,44.29607
can,1991,44.63885
can,1992,44.80462
can,1993,44.93481
can,1994,44.96131
can,1995,45.16823
can,1996,45.25883
can,1997,45.3623
can,1998,45.63179
can,1999,45.74069
can,2000,45.93985
can,2001,46.09582
can,2002,46.30633
can,2003,46.55444
can,2004,46.66092
can,2005,46.63738
can,2006,46.87517
can,2007,47.03671
can,2008,46.97475
can,2009,47.20038
can,2010,47.31051
can,2011,47.26752
can,2012,47.393
can,2013,47.46647
can,2014,47.32608
can,2015,47.17306
can,2016,47.30073
can,2017,47.40508
can,2018,47.50117
can,2019,47.38181
can,2020,47.09237
can,2021,47.21595
chanisl,1990,40.95749
chanisl,1991,40.91614
chanisl,1992,41.13862
chanisl,1993,41.02211
chanisl,1994,41.00683
chanisl,1995,41.18949
chanisl,1996,41.62728
chanisl,1997,41.84485
chanisl,1998,41.93993
chanisl,1999,42.2146
chanisl,2000,42.28484
chanisl,2001,42.84325
chanisl,2002,44.05951
chanisl,2003,44.45516
chanisl,2004,44.51507
chanisl,2005,44.11538
chanisl,2006,43.80613
chanisl,2007,43.33342
chanisl,2008,43.52433
chanisl,2009,44.08973
chanisl,2010,44.19938
chanisl,2011,43.38629
chanisl,2012,43.49622
chanisl,2013,43.58039
chanisl,2014,43.63292
chanisl,2015,43.75158
chanisl,2016,43.90562
chanisl,2017,44.09292
chanisl,2018,44.22205
chanisl,2019,44.38076
chanisl,2020,44.23988
chanisl,2021,43.81068
che,1990,43.11423
che,1991,42.87955
che,1992,43.21952
che,1993,43.13542
che,1994,43.15406
che,1995,43.06288
che,1996,43.58489
che,1997,43.67159
che,1998,44.23183
che,1999,44.31134
che,2000,44.21151
che,2001,44.8101
che,2002,45.2056
che,2003,45.22138
che,2004,45.30701
che,2005,45.64298
che,2006,45.65116
che,2007,45.53757
che,2008,46.11942
che,2009,46.22757
che,2010,45.80314
che,2011,45.8389
che,2012,45.95323
che,2013,46.11359
che,2014,46.37763
che,2015,46.45002
che,2016,46.53933
che,2017,46.4241
che,2018,46.59195
che,2019,46.79437
che,2020,46.67332
che,2021,46.56979
chl,1990,31.08505
chl,1991,31.49847
chl,1992,32.13325
chl,1993,32.4778
chl,1994,32.72485
chl,1995,33.2364
chl,1996,33.61892
chl,1997,34.27386
chl,1998,34.50706
chl,1999,34.77109
chl,2000,34.8481
chl,2001,34.48839
chl,2002,34.52417
chl,2003,35.4435
chl,2004,36.50521
chl,2005,37.1095
chl,2006,37.39652
chl,2007,37.92005
chl,2008,38.83103
chl,2009,39.33209
chl,2010,39.82546
chl,2011,40.64528
chl,2012,41.03526
chl,2013,41.12949
chl,2014,41.52309
chl,2015,41.47052
chl,2016,41.41291
chl,2017,41.63539
chl,2018,42.13606
chl,2019,42.4397
chl,2020,41.16259
chl,2021,41.27943
chn,1990,45.02262
chn,1991,45.01872
chn,1992,45.01757
chn,1993,45.01845
chn,1994,45.02007
chn,1995,45.02117
chn,1996,45.02875
chn,1997,45.03204
chn,1998,45.03264
chn,1999,45.03048
chn,2000,45.02672
chn,2001,44.93671
chn,2002,44.84551
chn,2003,44.75191
chn,2004,44.65313
chn,2005,44.55041
chn,2006,44.44966
chn,2007,44.34472
chn,2008,44.23719
chn,2009,44.12912
chn,2010,44.02049
chn,2011,44.09208
chn,2012,44.16178
chn,2013,44.24005
chn,2014,44.32373
chn,2015,44.41127
chn,2016,44.49946
chn,2017,44.59805
chn,2018,44.70278
chn,2019,44.80409
chn,2020,44.52896
chn,2021,44.50833
civ,1990,33.33679
civ,1991,33.44471
civ,1992,33.58169
civ,1993,33.74358
civ,1994,33.92415
civ,1995,34.11782
civ,1996,34.23491
civ,1997,34.36947
civ,1998,34.52049
civ,1999,34.77764
civ,2000,35.04377
civ,2001,35.32579
civ,2002,35.61999
civ,2003,35.9217
civ,2004,36.22912
civ,2005,36.53861
civ,2006,36.85383
civ,2007,37.16985
civ,2008,37.4867
civ,2009,37.80696
civ,2010,38.13247
civ,2011,38.46843
civ,2012,38.80654
civ,2013,39.14837
civ,2014,39.49551
civ,2015,39.84804
civ,2016,40.21085
civ,2017,40.58022
civ,2018,40.75011
civ,2019,40.91215
civ,2020,40.96789
civ,2021,40.96077
cmr,1990,48.15757
cmr,1991,48.12472
cmr,1992,48.10634
cmr,1993,48.1017
cmr,1994,48.11649
cmr,1995,48.14937
cmr,1996,48.1781
cmr,1997,48.22559
cmr,1998,48.28633
cmr,1999,48.3544
cmr,2000,48.42127
cmr,2001,48.4463
cmr,2002,48.47067
cmr,2003,48.4933
cmr,2004,48.51633
cmr,2005,48.53831
cmr,2006,48.52307
cmr,2007,48.5161
cmr,2008,47.97249
cmr,2009,47.34927
cmr,2010,46.64168
cmr,2011,46.63855
cmr,2012,46.6408
cmr,2013,46.65
cmr,2014,46.66713
cmr,2015,46.69406
cmr,2016,46.71889
cmr,2017,46.75466
cmr,2018,46.80066
cmr,2019,46.85572
cmr,2020,46.83911
cmr,2021,46.76353
cod,1990,50.75864
cod,1991,50.64989
cod,1992,50.55592
cod,1993,50.47574
cod,1994,50.41891
cod,1995,50.39803
cod,1996,50.30752
cod,1997,50.24718
cod,1998,50.21392
cod,1999,50.19415
cod,2000,50.1737
cod,2001,50.10123
cod,2002,50.04442
cod,2003,49.9955
cod,2004,49.95354
cod,2005,49.91672
cod,2006,49.66902
cod,2007,49.40564
cod,2008,49.12931
cod,2009,48.84055
cod,2010,48.54015
cod,2011,48.23067
cod,2012,47.90809
cod,2013,47.87169
cod,2014,47.85288
cod,2015,47.85286
cod,2016,47.83741
cod,2017,47.84745
cod,2018,47.88221
cod,2019,47.93677
cod,2020,47.43888
cod,2021,47.48083
cog,1990,49.67207
cog,1991,49.77562
cog,1992,49.893
cog,1993,50.0133
cog,1994,50.12457
cog,1995,50.22215
cog,1996,50.27912
cog,1997,50.32346
cog,1998,50.35639
cog,1999,50.37835
cog,2000,50.39433
cog,2001,50.35335
cog,2002,50.31585
cog,2003,50.27584
cog,2004,50.22738
cog,2005,50.16546
cog,2006,50.12324
cog,2007,50.07336
cog,2008,50.01868
cog,2009,49.97409
cog,2010,49.94689
cog,2011,49.80718
cog,2012,49.69812
cog,2013,49.61675
cog,2014,49.55882
cog,2015,49.52344
cog,2016,49.53971
cog,2017,49.58253
cog,2018,49.65108
cog,2019,49.74082
cog,2020,49.20076
cog,2021,49.4304
col,1990,39.57693
col,1991,39.66987
col,1992,39.88857
col,1993,40.19144
col,1994,40.52564
col,1995,40.83189
col,1996,40.93516
col,1997,41.13942
col,1998,41.18164
col,1999,40.92668
col,2000,41.09564
col,2001,41.18552
col,2002,40.99927
col,2003,41.51464
col,2004,41.02991
col,2005,40.76969
col,2006,40.95031
col,2007,40.34741
col,2008,40.62469
col,2009,41.64093
col,2010,42.3273
col,2011,42.49879
col,2012,43.02844
col,2013,43.12856
col,2014,43.09902
col,2015,43.27611
col,2016,43.26741
col,2017,43.23386
col,2018,42.96651
col,2019,42.74189
col,2020,41.2687
col,2021,41.50899
com,1990,37.14413
com,1991,37.11785
com,1992,37.12628
com,1993,37.16761
com,1994,37.2444
com,1995,37.35968
com,1996,37.48446
com,1997,37.63537
com,1998,37.81022
com,1999,38.01515
com,2000,38.23933
com,2001,38.43336
com,2002,38.65018
com,2003,38.88011
com,2004,39.10886
com,2005,38.83076
com,2006,38.55961
com,2007,38.29533
com,2008,38.03448
com,2009,37.77955
com,2010,37.52902
com,2011,37.2866
com,2012,37.04609
com,2013,36.81224
com,2014,36.58385
com,2015,36.71933
com,2016,36.83199
com,2017,36.97456
com,2018,37.14025
com,2019,37.31933
com,2020,36.85142
com,2021,36.90034
cpv,1990,37.40096
cpv,1991,37.42451
cpv,1992,37.4871
cpv,1993,37.59283
cpv,1994,37.74443
cpv,1995,37.94338
cpv,1996,38.25185
cpv,1997,38.59383
cpv,1998,38.95636
cpv,1999,39.31632
cpv,2000,39.66167
cpv,2001,39.90979
cpv,2002,40.1532
cpv,2003,40.37413
cpv,2004,40.55445
cpv,2005,40.68365
cpv,2006,40.61806
cpv,2007,40.5309
cpv,2008,40.46216
cpv,2009,40.45763
cpv,2010,40.5405
cpv,2011,40.9175
cpv,2012,41.35105
cpv,2013,41.83103
cpv,2014,42.32962
cpv,2015,42.8305
cpv,2016,43.31543
cpv,2017,43.80722
cpv,2018,43.81062
cpv,2019,43.46991
cpv,2020,42.76524
cpv,2021,43.07861
cri,1990,28.55337
cri,1991,29.40481
cri,1992,29.20507
cri,1993,29.56648
