geo,time,sl_tlf_totl_fe_zs
cri,1994,30.32405
cri,1995,30.58236
cri,1996,30.36297
cri,1997,31.86963
cri,1998,32.99244
cri,1999,33.41311
cri,2000,32.77902
cri,2001,34.78274
cri,2002,34.85846
cri,2003,35.06549
cri,2004,34.34513
cri,2005,36.07459
cri,2006,36.18751
cri,2007,36.60403
cri,2008,37.35217
cri,2009,37.85879
cri,2010,37.28923
cri,2011,37.73729
cri,2012,39.62648
cri,2013,39.84135
cri,2014,39.46872
cri,2015,39.39854
cri,2016,38.116
cri,2017,38.02965
cri,2018,38.83964
cri,2019,40.75802
cri,2020,39.8769
cri,2021,40.4033
cub,1990,35.82358
cub,1991,35.17669
cub,1992,34.47442
cub,1993,33.54383
cub,1994,33.61819
cub,1995,33.79058
cub,1996,34.33479
cub,1997,34.54776
cub,1998,34.58537
cub,1999,34.98989
cub,2000,35.40401
cub,2001,35.61971
cub,2002,35.77107
cub,2003,36.08047
cub,2004,36.48116
cub,2005,37.15344
cub,2006,37.84829
cub,2007,38.23256
cub,2008,38.40547
cub,2009,38.60979
cub,2010,38.56731
cub,2011,37.96399
cub,2012,38.07999
cub,2013,38.17312
cub,2014,38.14385
cub,2015,38.31103
cub,2016,38.19573
cub,2017,38.16096
cub,2018,38.15412
cub,2019,38.04472
cub,2020,37.58404
cub,2021,37.69045
cyp,1990,35.1272
cyp,1991,35.36414
cyp,1992,36.05746
cyp,1993,36.61611
cyp,1994,37.17408
cyp,1995,37.72064
cyp,1996,38.27118
cyp,1997,38.80835
cyp,1998,39.32898
cyp,1999,39.82886
cyp,2000,40.30051
cyp,2001,41.47723
cyp,2002,41.81117
cyp,2003,41.94151
cyp,2004,41.71657
cyp,2005,41.47806
cyp,2006,42.24811
cyp,2007,43.0045
cyp,2008,43.4067
cyp,2009,44.52257
cyp,2010,45.1676
cyp,2011,45.25397
cyp,2012,45.01585
cyp,2013,45.15638
cyp,2014,46.00914
cyp,2015,46.37991
cyp,2016,46.07151
cyp,2017,46.19032
cyp,2018,46.09946
cyp,2019,45.78019
cyp,2020,45.26914
cyp,2021,45.41817
cze,1990,44.5742
cze,1991,44.47442
cze,1992,44.43604
cze,1993,44.39572
cze,1994,44.42603
cze,1995,44.26452
cze,1996,43.99958
cze,1997,44.14681
cze,1998,44.26999
cze,1999,44.45067
cze,2000,44.489
cze,2001,44.44139
cze,2002,44.24906
cze,2003,44.49514
cze,2004,44.34973
cze,2005,44.1577
cze,2006,44.0812
cze,2007,43.67899
cze,2008,43.39501
cze,2009,43.37052
cze,2010,43.29043
cze,2011,43.52206
cze,2012,43.73047
cze,2013,44.01956
cze,2014,43.95358
cze,2015,44.20774
cze,2016,44.35551
cze,2017,44.48454
cze,2018,44.62972
cze,2019,44.58749
cze,2020,44.34514
cze,2021,44.2771
deu,1990,40.87426
deu,1991,42.28492
deu,1992,42.52337
deu,1993,42.57079
deu,1994,42.8043
deu,1995,43.00456
deu,1996,43.18497
deu,1997,43.41218
deu,1998,43.56015
deu,1999,43.87745
deu,2000,44.03515
deu,2001,44.37422
deu,2002,44.55147
deu,2003,44.81356
deu,2004,44.85107
deu,2005,45.09631
deu,2006,45.41271
deu,2007,45.60219
deu,2008,45.59259
deu,2009,45.78743
deu,2010,45.86036
deu,2011,46.09761
deu,2012,46.11435
deu,2013,46.34534
deu,2014,46.42659
deu,2015,46.52469
deu,2016,46.64179
deu,2017,46.65883
deu,2018,46.59085
deu,2019,46.57779
deu,2020,46.9818
deu,2021,47.12957
dji,1990,19.59758
dji,1991,19.58473
dji,1992,19.72431
dji,1993,19.97474
dji,1994,20.22063
dji,1995,20.3922
dji,1996,20.64517
dji,1997,20.80594
dji,1998,20.9302
dji,1999,21.12777
dji,2000,21.44197
dji,2001,21.70442
dji,2002,22.07426
dji,2003,22.47874
dji,2004,22.8095
dji,2005,23.02665
dji,2006,23.36523
dji,2007,23.59135
dji,2008,23.78898
dji,2009,24.03029
dji,2010,24.34411
dji,2011,24.4975
dji,2012,24.70597
dji,2013,24.94491
dji,2014,25.20802
dji,2015,25.48967
dji,2016,25.59237
dji,2017,25.80936
dji,2018,26.07779
dji,2019,26.31041
dji,2020,25.75107
dji,2021,25.90033
dnk,1990,46.05126
dnk,1991,46.42707
dnk,1992,46.74624
dnk,1993,46.83183
dnk,1994,46.16702
dnk,1995,45.33688
dnk,1996,45.92063
dnk,1997,45.95291
dnk,1998,46.51809
dnk,1999,46.4838
dnk,2000,46.80471
dnk,2001,46.63789
dnk,2002,46.72501
dnk,2003,46.42504
dnk,2004,46.59829
dnk,2005,46.78391
dnk,2006,46.97564
dnk,2007,46.8977
dnk,2008,46.74496
dnk,2009,47.01635
dnk,2010,47.01233
dnk,2011,47.11535
dnk,2012,47.28347
dnk,2013,47.47868
dnk,2014,47.09789
dnk,2015,46.80172
dnk,2016,47.21576
dnk,2017,47.20926
dnk,2018,47.10553
dnk,2019,47.0453
dnk,2020,47.12572
dnk,2021,47.02868
dom,1990,30.78258
dom,1991,30.84186
dom,1992,31.41145
dom,1993,31.79397
dom,1994,31.93796
dom,1995,32.25522
dom,1996,32.58438
dom,1997,33.08376
dom,1998,33.48075
dom,1999,33.8271
dom,2000,34.08642
dom,2001,33.59245
dom,2002,34.82591
dom,2003,34.57554
dom,2004,34.37165
dom,2005,35.02957
dom,2006,35.31594
dom,2007,35.11181
dom,2008,36.29158
dom,2009,35.09284
dom,2010,36.77847
dom,2011,37.61146
dom,2012,38.14223
dom,2013,38.17058
dom,2014,38.26595
dom,2015,39.02318
dom,2016,39.30771
dom,2017,39.54189
dom,2018,39.69937
dom,2019,40.61927
dom,2020,39.5848
dom,2021,40.21215
dza,1990,12.37973
dza,1991,12.43001
dza,1992,12.52622
dza,1993,12.59702
dza,1994,12.69681
dza,1995,12.87163
dza,1996,13.05499
dza,1997,13.28175
dza,1998,13.51527
dza,1999,13.75643
dza,2000,14.00793
dza,2001,14.27654
dza,2002,14.55438
dza,2003,14.83995
dza,2004,15.13455
dza,2005,15.43681
dza,2006,15.74681
dza,2007,16.06579
dza,2008,16.39333
dza,2009,16.72807
dza,2010,16.90484
dza,2011,17.80751
dza,2012,18.73705
dza,2013,19.1108
dza,2014,18.8721
dza,2015,19.42833
dza,2016,20.11881
dza,2017,19.98319
dza,2018,19.84998
dza,2019,19.73875
dza,2020,19.25528
dza,2021,19.38245
ecu,1990,37.3155
ecu,1991,37.5075
ecu,1992,37.57413
ecu,1993,37.63414
ecu,1994,37.82974
ecu,1995,37.9077
ecu,1996,37.95077
ecu,1997,37.86375
ecu,1998,39.05351
ecu,1999,38.80819
ecu,2000,38.55838
ecu,2001,38.3061
ecu,2002,38.04848
ecu,2003,37.78716
ecu,2004,39.25659
ecu,2005,38.94182
ecu,2006,38.97429
ecu,2007,39.11299
ecu,2008,39.30741
ecu,2009,39.02029
ecu,2010,38.52902
ecu,2011,38.32668
ecu,2012,38.73718
ecu,2013,38.89911
ecu,2014,38.32741
ecu,2015,39.79722
ecu,2016,41.22734
ecu,2017,41.51021
ecu,2018,41.16729
ecu,2019,41.41614
ecu,2020,40.5035
ecu,2021,41.46854
egy,1990,24.11178
egy,1991,24.07396
egy,1992,24.68033
egy,1993,23.57193
egy,1994,23.91355
egy,1995,22.93591
egy,1996,22.49277
egy,1997,22.06394
egy,1998,21.64259
egy,1999,21.82664
egy,2000,22.31711
egy,2001,22.85689
egy,2002,21.25086
egy,2003,21.60841
egy,2004,21.9714
egy,2005,22.34282
egy,2006,22.72531
egy,2007,24.40454
egy,2008,23.06678
egy,2009,23.94813
egy,2010,23.49979
egy,2011,23.09805
egy,2012,23.21774
egy,2013,23.76935
egy,2014,24.08349
egy,2015,24.29282
egy,2016,24.78064
egy,2017,24.71049
egy,2018,21.30257
egy,2019,18.82081
egy,2020,18.69786
egy,2021,18.63172
eri,1990,45.20932
eri,1991,45.113
eri,1992,45.04636
eri,1993,45.00426
eri,1994,44.97634
eri,1995,44.95796
eri,1996,45.06972
eri,1997,45.18929
eri,1998,45.31576
eri,1999,45.44104
eri,2000,45.55379
eri,2001,45.88306
eri,2002,46.18665
eri,2003,46.46936
eri,2004,46.73685
eri,2005,46.98485
eri,2006,46.97302
eri,2007,46.95674
eri,2008,46.92793
eri,2009,46.87695
eri,2010,46.80744
eri,2011,46.63578
eri,2012,46.47654
eri,2013,46.33186
eri,2014,46.20248
eri,2015,46.09062
eri,2016,46.13374
eri,2017,46.1485
eri,2018,46.16119
eri,2019,46.2042
eri,2020,45.67869
eri,2021,46.14227
esp,1990,34.49979
esp,1991,34.74006
esp,1992,35.78583
esp,1993,36.2963
esp,1994,37.26447
esp,1995,37.86165
esp,1996,38.14297
esp,1997,38.53527
esp,1998,38.62643
esp,1999,38.8961
esp,2000,39.55149
esp,2001,38.90125
esp,2002,40.09117
esp,2003,40.59033
esp,2004,41.14525
esp,2005,41.5512
esp,2006,42.15023
esp,2007,42.58921
esp,2008,43.19427
esp,2009,44.0338
esp,2010,44.56464
esp,2011,45.13179
esp,2012,45.69027
esp,2013,46.02527
esp,2014,46.20641
esp,2015,46.36066
esp,2016,46.54572
esp,2017,46.49846
esp,2018,46.44385
esp,2019,46.65791
esp,2020,46.6564
esp,2021,46.99768
est,1990,49.29395
est,1991,49.06194
est,1992,48.54645
est,1993,48.68774
est,1994,48.75535
est,1995,48.64417
est,1996,48.41177
est,1997,48.13147
est,1998,47.8289
est,1999,47.95341
est,2000,48.63587
est,2001,48.87601
est,2002,48.61702
est,2003,48.33148
est,2004,49.07401
est,2005,49.63587
est,2006,49.12813
est,2007,48.52693
est,2008,48.65916
est,2009,48.91517
est,2010,49.43815
est,2011,49.28914
est,2012,49.02572
est,2013,48.97461
est,2014,48.37788
est,2015,48.70842
est,2016,48.3857
est,2017,48.25542
est,2018,48.28524
est,2019,48.48846
est,2020,48.33518
est,2021,48.39113
eth,1990,43.2352
eth,1991,43.20789
eth,1992,43.21368
eth,1993,43.24319
eth,1994,43.28138
eth,1995,43.59704
eth,1996,43.87237
eth,1997,44.14086
eth,1998,44.40395
eth,1999,44.66097
eth,2000,44.91153
eth,2001,45.17213
eth,2002,45.41917
eth,2003,45.65702
eth,2004,45.88925
eth,2005,46.11826
eth,2006,46.1528
eth,2007,46.18762
eth,2008,46.21449
eth,2009,46.23131
eth,2010,46.23634
eth,2011,46.22906
eth,2012,46.21551
eth,2013,46.2027
eth,2014,46.28169
eth,2015,46.36905
eth,2016,46.44888
eth,2017,46.53843
eth,2018,46.63293
eth,2019,46.72586
eth,2020,46.15634
eth,2021,46.43472
fin,1990,47.12916
fin,1991,47.11562
fin,1992,47.02535
fin,1993,46.93405
fin,1994,46.90702
fin,1995,47.74113
fin,1996,47.66359
fin,1997,47.21822
fin,1998,47.31011
fin,1999,47.74583
fin,2000,47.57571
fin,2001,47.68442
fin,2002,47.85319
fin,2003,47.75933
fin,2004,47.91993
fin,2005,48.11061
fin,2006,48.10036
fin,2007,48.16337
fin,2008,47.95554
fin,2009,48.34855
fin,2010,47.94159
fin,2011,47.76155
fin,2012,48.01371
fin,2013,48.08535
fin,2014,48.17228
fin,2015,48.25465
fin,2016,47.97313
fin,2017,47.90225
fin,2018,48.02115
fin,2019,47.93711
fin,2020,47.76536
fin,2021,47.86301
fji,1990,32.76574
fji,1991,32.73921
fji,1992,32.74712
fji,1993,32.74711
fji,1994,32.76586
fji,1995,32.77765
fji,1996,32.81172
fji,1997,32.57311
fji,1998,32.3285
fji,1999,32.07235
fji,2000,31.80504
fji,2001,31.50014
fji,2002,31.18919
fji,2003,30.87681
fji,2004,30.56895
fji,2005,30.26929
fji,2006,31.15827
fji,2007,32.04259
fji,2008,32.92856
fji,2009,33.81142
fji,2010,34.69099
fji,2011,35.55951
fji,2012,35.24147
fji,2013,34.93875
fji,2014,34.64442
fji,2015,33.76504
fji,2016,32.88015
fji,2017,32.98915
fji,2018,33.06403
fji,2019,33.09189
fji,2020,33.11258
fji,2021,33.03037
fra,1990,43.37764
fra,1991,43.91555
fra,1992,44.20606
fra,1993,44.66951
fra,1994,44.92794
fra,1995,45.20566
fra,1996,45.31385
fra,1997,45.29343
fra,1998,45.59987
fra,1999,45.69754
fra,2000,45.91434
fra,2001,45.91546
fra,2002,45.95429
fra,2003,46.55341
fra,2004,46.5302
fra,2005,46.84784
fra,2006,46.98144
fra,2007,47.2176
fra,2008,47.32272
fra,2009,47.45349
fra,2010,47.51287
fra,2011,47.59269
fra,2012,47.60854
fra,2013,47.80193
fra,2014,47.99546
fra,2015,48.03373
fra,2016,48.14616
fra,2017,48.10335
fra,2018,48.24265
fra,2019,48.39317
fra,2020,48.44955
fra,2021,48.69383
gab,1990,39.86098
gab,1991,39.71301
gab,1992,39.59289
gab,1993,39.49783
gab,1994,39.42712
gab,1995,39.3809
gab,1996,39.30734
gab,1997,39.25997
gab,1998,39.23879
gab,1999,39.24297
gab,2000,39.27683
gab,2001,39.35137
gab,2002,39.4508
gab,2003,39.56101
gab,2004,39.66128
gab,2005,39.73751
gab,2006,39.85171
gab,2007,39.93644
gab,2008,39.99057
gab,2009,40.01874
gab,2010,40.02685
gab,2011,40.10431
gab,2012,40.17795
gab,2013,40.22833
gab,2014,40.25503
gab,2015,40.27191
gab,2016,40.0884
gab,2017,39.93477
gab,2018,39.81125
gab,2019,39.729
gab,2020,39.51825
gab,2021,39.61513
gbr,1990,43.30185
gbr,1991,43.40424
gbr,1992,43.71188
gbr,1993,44.1362
gbr,1994,44.27684
gbr,1995,44.37442
gbr,1996,44.64943
gbr,1997,44.84996
gbr,1998,44.92764
gbr,1999,45.2707
gbr,2000,45.39837
gbr,2001,45.52579
gbr,2002,45.76444
gbr,2003,45.56597
gbr,2004,45.80825
gbr,2005,45.84781
gbr,2006,45.9037
gbr,2007,45.80363
gbr,2008,45.8215
gbr,2009,46.08129
gbr,2010,46.13077
gbr,2011,46.2223
gbr,2012,46.24387
gbr,2013,46.39375
gbr,2014,46.52754
gbr,2015,46.58878
gbr,2016,46.66027
gbr,2017,46.89427
gbr,2018,46.93288
gbr,2019,47.15504
gbr,2020,47.56125
gbr,2021,47.32232
geo,1990,46.64139
geo,1991,46.82574
geo,1992,47.0524
geo,1993,47.30209
geo,1994,47.55637
geo,1995,47.39696
geo,1996,47.0862
geo,1997,46.79746
geo,1998,46.66471
geo,1999,47.37417
geo,2000,46.14491
geo,2001,47.11345
geo,2002,46.1363
geo,2003,46.63858
geo,2004,46.95715
geo,2005,46.69164
geo,2006,46.08173
geo,2007,46.34037
geo,2008,45.5636
geo,2009,45.1622
geo,2010,45.49726
geo,2011,45.25869
geo,2012,45.22944
geo,2013,44.80408
geo,2014,45.12475
geo,2015,45.67515
geo,2016,45.06665
geo,2017,45.63734
geo,2018,46.38225
geo,2019,46.27437
geo,2020,45.70723
geo,2021,46.25252
gha,1990,49.39701
gha,1991,49.41635
gha,1992,49.32367
gha,1993,49.22847
gha,1994,49.13196
gha,1995,49.03699
gha,1996,48.95398
gha,1997,48.87159
gha,1998,48.78812
gha,1999,48.69991
gha,2000,48.60752
gha,2001,48.4959
gha,2002,48.37895
gha,2003,48.2568
gha,2004,48.1296
gha,2005,47.99886
gha,2006,47.86222
gha,2007,47.72032
gha,2008,47.57473
gha,2009,47.42603
gha,2010,47.27677
gha,2011,47.13238
gha,2012,46.98675
gha,2013,46.83997
gha,2014,46.69277
gha,2015,46.54249
gha,2016,46.59704
gha,2017,46.665
gha,2018,46.74153
gha,2019,46.8241
gha,2020,46.81101
gha,2021,46.7074
gin,1990,53.2275
gin,1991,53.07412
gin,1992,52.99873
gin,1993,52.97951
gin,1994,52.99752
gin,1995,53.03827
gin,1996,53.01304
gin,1997,53.02886
gin,1998,53.07483
gin,1999,53.14679
gin,2000,53.23941
gin,2001,53.20461
gin,2002,53.19505
gin,2003,53.21014
gin,2004,53.24547
gin,2005,53.29735
gin,2006,53.33194
gin,2007,53.38145
gin,2008,53.43765
gin,2009,53.49698
gin,2010,53.5554
gin,2011,53.57763
gin,2012,53.60478
gin,2013,53.63213
gin,2014,53.65059
gin,2015,53.65639
gin,2016,53.6659
gin,2017,53.6736
gin,2018,53.68614
gin,2019,53.70976
gin,2020,52.93654
gin,2021,52.87789
gmb,1990,40.07301
gmb,1991,39.7806
gmb,1992,39.51163
gmb,1993,39.27125
gmb,1994,39.41398
gmb,1995,39.58236
gmb,1996,39.82349
gmb,1997,40.09612
gmb,1998,40.38099
gmb,1999,40.66364
gmb,2000,40.93067
gmb,2001,41.17564
gmb,2002,41.41238
gmb,2003,41.63732
gmb,2004,41.85646
gmb,2005,42.07084
gmb,2006,42.25991
gmb,2007,42.4491
gmb,2008,42.63743
gmb,2009,42.8269
gmb,2010,43.01699
gmb,2011,43.19962
gmb,2012,43.38396
gmb,2013,43.46583
gmb,2014,43.55146
gmb,2015,43.63909
gmb,2016,43.66766
gmb,2017,43.71345
gmb,2018,43.77378
gmb,2019,43.85385
gmb,2020,43.30092
gmb,2021,43.52497
gnb,1990,46.65359
gnb,1991,46.6138
gnb,1992,46.5813
gnb,1993,46.5637
gnb,1994,46.57497
gnb,1995,46.61892
gnb,1996,46.61134
gnb,1997,46.64579
gnb,1998,46.70851
gnb,1999,46.78526
gnb,2000,46.87188
gnb,2001,46.95378
gnb,2002,47.05891
gnb,2003,47.18038
gnb,2004,47.30791
gnb,2005,47.42622
gnb,2006,47.47017
gnb,2007,47.49909
gnb,2008,47.51194
gnb,2009,47.51563
gnb,2010,47.51366
gnb,2011,47.48006
gnb,2012,47.45462
gnb,2013,47.43078
gnb,2014,47.40656
gnb,2015,47.38272
gnb,2016,47.34426
gnb,2017,47.3114
gnb,2018,47.28813
gnb,2019,47.27928
gnb,2020,46.96716
gnb,2021,46.96953
gnq,1990,43.68949
gnq,1991,43.43673
gnq,1992,43.10069
gnq,1993,42.74524
gnq,1994,42.44272
gnq,1995,42.22134
gnq,1996,42.00327
gnq,1997,41.85533
gnq,1998,41.74105
gnq,1999,41.61637
gnq,2000,41.46351
gnq,2001,41.23916
gnq,2002,41.03269
gnq,2003,40.80973
gnq,2004,40.55194
gnq,2005,40.26362
gnq,2006,39.97803
gnq,2007,39.69223
gnq,2008,39.40616
gnq,2009,39.13888
gnq,2010,38.91206
gnq,2011,38.68589
gnq,2012,38.52714
gnq,2013,38.40545
gnq,2014,38.31223
gnq,2015,38.25203
gnq,2016,38.13343
gnq,2017,38.09496
gnq,2018,38.1066
gnq,2019,38.15569
gnq,2020,37.60525
gnq,2021,37.70423
grc,1990,35.81284
grc,1991,34.63431
grc,1992,35.47844
grc,1993,35.70313
grc,1994,35.83903
grc,1995,36.17774
grc,1996,36.93546
grc,1997,37.14984
grc,1998,38.21483
grc,1999,38.89628
grc,2000,38.95479
grc,2001,38.75315
grc,2002,39.09224
grc,2003,39.41975
grc,2004,40.16222
grc,2005,40.32135
grc,2006,40.5751
grc,2007,40.699
grc,2008,40.8332
grc,2009,41.57976
grc,2010,42.14675
grc,2011,42.55558
grc,2012,43.0391
grc,2013,43.06739
grc,2014,43.5882
grc,2015,44.08588
grc,2016,44.22622
grc,2017,44.0114
grc,2018,43.76343
grc,2019,43.80833
grc,2020,43.70766
grc,2021,43.98185
gtm,1990,32.59264
gtm,1991,32.7558
gtm,1992,32.97061
gtm,1993,33.14892
gtm,1994,33.35129
gtm,1995,33.6212
gtm,1996,33.75005
gtm,1997,33.98519
gtm,1998,34.26569
gtm,1999,34.48158
gtm,2000,34.66243
gtm,2001,34.7698
gtm,2002,34.93768
gtm,2003,35.03691
gtm,2004,35.18615
gtm,2005,35.07737
gtm,2006,34.95231
gtm,2007,34.82045
gtm,2008,34.68504
gtm,2009,34.54703
gtm,2010,34.41031
gtm,2011,34.26983
gtm,2012,34.37901
gtm,2013,34.49455
gtm,2014,34.41742
gtm,2015,33.1363
gtm,2016,33.96672
gtm,2017,33.05045
gtm,2018,33.23578
gtm,2019,33.44035
gtm,2020,32.95237
gtm,2021,33.16698
gum,1990,37.37334
gum,1991,37.81973
gum,1992,38.37571
gum,1993,38.99684
gum,1994,39.65906
gum,1995,40.31745
gum,1996,40.96355
gum,1997,41.62085
gum,1998,42.26736
gum,1999,42.89499
gum,2000,43.47713
gum,2001,43.58092
gum,2002,42.98528
gum,2003,42.54782
gum,2004,42.09658
gum,2005,44.31172
gum,2006,43.51276
gum,2007,41.35668
gum,2008,42.13293
gum,2009,42.86743
gum,2010,45.58571
gum,2011,44.49473
gum,2012,44.60304
gum,2013,44.68002
gum,2014,44.76137
gum,2015,44.78616
gum,2016,44.79586
gum,2017,44.80334
gum,2018,44.7947
gum,2019,44.86677
gum,2020,44.31109
gum,2021,44.17204
guy,1990,32.27527
guy,1991,32.83045
guy,1992,33.38431
guy,1993,33.88328
guy,1994,33.67198
guy,1995,33.41374
guy,1996,33.01973
guy,1997,32.58613
guy,1998,32.1326
guy,1999,31.68646
guy,2000,31.26376
guy,2001,30.93546
guy,2002,30.60307
guy,2003,31.03446
guy,2004,31.49936
guy,2005,32.00125
guy,2006,32.54887
guy,2007,33.16976
guy,2008,33.82125
guy,2009,34.45363
guy,2010,35.03695
guy,2011,35.58475
guy,2012,36.05578
guy,2013,36.48686
guy,2014,36.92782
guy,2015,37.40658
guy,2016,37.92359
guy,2017,38.47398
guy,2018,39.0478
guy,2019,39.24795
guy,2020,38.45942
guy,2021,38.67853
hkg,1990,36.62667
hkg,1991,37.39797
hkg,1992,36.99697
hkg,1993,37.22275
hkg,1994,37.85378
hkg,1995,38.52805
hkg,1996,39.03495
hkg,1997,39.42424
hkg,1998,39.99875
hkg,1999,40.72569
hkg,2000,41.47444
hkg,2001,42.55997
hkg,2002,43.56126
hkg,2003,43.82449
hkg,2004,44.27844
hkg,2005,44.77287
hkg,2006,45.39396
hkg,2007,46.00758
hkg,2008,46.54285
hkg,2009,46.89585
hkg,2010,46.79563
hkg,2011,47.49876
hkg,2012,47.81083
hkg,2013,48.20017
hkg,2014,48.48915
hkg,2015,48.71297
hkg,2016,48.94722
hkg,2017,49.30682
hkg,2018,49.4082
hkg,2019,49.87368
hkg,2020,50.10747
hkg,2021,50.08079
hnd,1990,34.51205
hnd,1991,34.27572
hnd,1992,34.52436
hnd,1993,34.80003
hnd,1994,34.76308
hnd,1995,35.01724
hnd,1996,35.04931
hnd,1997,35.21211
hnd,1998,35.32563
hnd,1999,35.23475
hnd,2000,34.68652
hnd,2001,34.62279
hnd,2002,34.56303
hnd,2003,34.50975
hnd,2004,34.46223
hnd,2005,34.42023
hnd,2006,32.93859
hnd,2007,32.8669
hnd,2008,33.8677
hnd,2009,34.38938
hnd,2010,35.16682
hnd,2011,33.89716
hnd,2012,33.43683
hnd,2013,35.2768
hnd,2014,36.47693
hnd,2015,36.91442
hnd,2016,36.82572
hnd,2017,36.09876
hnd,2018,38.15508
hnd,2019,35.74159
hnd,2020,35.11153
hnd,2021,35.37138
hrv,1990,42.44429
hrv,1991,42.36776
hrv,1992,42.63365
hrv,1993,42.92247
hrv,1994,43.23081
hrv,1995,43.55865
hrv,1996,43.89766
hrv,1997,44.26285
hrv,1998,44.64694
hrv,1999,45.03867
hrv,2000,45.43281
hrv,2001,44.78542
hrv,2002,45.04679
hrv,2003,44.60659
hrv,2004,44.65447
hrv,2005,44.95564
hrv,2006,45.53848
hrv,2007,44.68514
hrv,2008,45.12392
hrv,2009,46.09107
hrv,2010,46.00551
hrv,2011,45.14051
hrv,2012,45.50012
hrv,2013,46.03875
hrv,2014,46.55967
hrv,2015,46.68283
hrv,2016,46.47548
hrv,2017,46.33488
hrv,2018,46.61819
hrv,2019,46.32679
hrv,2020,45.8521
hrv,2021,46.15976
hti,1990,44.14221
hti,1991,44.40598
hti,1992,44.68345
hti,1993,44.97023
hti,1994,45.26124
hti,1995,45.55435
hti,1996,45.8112
hti,1997,46.07275
hti,1998,46.34241
hti,1999,46.62327
hti,2000,46.91769
hti,2001,46.9919
hti,2002,47.06788
hti,2003,47.14651
hti,2004,47.22526
hti,2005,47.30361
hti,2006,47.36846
hti,2007,47.43657
hti,2008,47.50575
hti,2009,47.57464
hti,2010,47.64076
hti,2011,47.91289
hti,2012,48.05894
hti,2013,48.27618
hti,2014,48.42028
hti,2015,48.48752
hti,2016,48.54768
hti,2017,48.59861
hti,2018,48.66809
hti,2019,48.61423
hti,2020,48.03843
hti,2021,48.18865
hun,1990,45.41025
hun,1991,45.41563
hun,1992,45.44924
hun,1993,45.25724
hun,1994,44.85466
hun,1995,43.51177
hun,1996,43.82724
hun,1997,43.57285
hun,1998,44.47568
hun,1999,44.67616
hun,2000,44.70206
hun,2001,44.73104
hun,2002,44.99059
hun,2003,45.31222
hun,2004,45.41836
hun,2005,45.69072
hun,2006,45.60715
hun,2007,45.4648
hun,2008,45.57923
hun,2009,45.73093
hun,2010,46.2769
hun,2011,46.15204
hun,2012,46.30362
hun,2013,45.98613
hun,2014,45.99675
hun,2015,45.95105
hun,2016,45.8059
hun,2017,45.64114
hun,2018,45.56445
hun,2019,45.32185
hun,2020,45.23842
hun,2021,46.63103
idn,1990,38.11672
idn,1991,37.64744
idn,1992,38.11245
idn,1993,37.83044
idn,1994,38.14957
idn,1995,38.15931
idn,1996,38.14901
idn,1997,37.80781
idn,1998,38.40414
idn,1999,38.27169
idn,2000,38.31615
idn,2001,37.39529
idn,2002,36.55573
idn,2003,36.55417
idn,2004,36.06708
idn,2005,35.85535
idn,2006,35.87952
idn,2007,37.65955
idn,2008,37.96629
idn,2009,38.07144
idn,2010,38.26431
idn,2011,38.07509
idn,2012,38.15839
idn,2013,37.95529
idn,2014,37.97537
idn,2015,38.09476
idn,2016,38.37368
idn,2017,38.89711
idn,2018,39.20926
idn,2019,39.49138
idn,2020,39.42757
idn,2021,39.61728
ind,1990,25.22445
ind,1991,25.26785
ind,1992,25.33215
ind,1993,25.42164
ind,1994,25.54039
ind,1995,25.58098
ind,1996,25.62188
ind,1997,25.65874
ind,1998,25.69586
ind,1999,25.73339
ind,2000,25.77268
ind,2001,25.96578
ind,2002,26.15952
ind,2003,26.35538
ind,2004,26.54829
ind,2005,26.73911
ind,2006,26.07617
ind,2007,25.41144
ind,2008,24.74635
ind,2009,24.08465
ind,2010,23.42889
ind,2011,22.51141
ind,2012,21.60688
ind,2013,21.43494
ind,2014,21.26549
ind,2015,21.10003
ind,2016,20.94039
ind,2017,20.78303
ind,2018,20.6308
ind,2019,21.21317
ind,2020,19.96493
ind,2021,20.34801
irl,1990,34.70347
irl,1991,35.10763
irl,1992,35.89728
irl,1993,37.0043
irl,1994,37.4906
irl,1995,37.86878
irl,1996,38.64901
irl,1997,39.13242
irl,1998,39.76119
irl,1999,40.38466
irl,2000,40.65244
irl,2001,40.78574
irl,2002,41.47268
irl,2003,41.64444
irl,2004,41.57914
irl,2005,42.2552
irl,2006,42.43797
irl,2007,43.22778
irl,2008,43.60956
irl,2009,44.35326
irl,2010,44.75844
irl,2011,45.04213
irl,2012,45.17726
irl,2013,45.40812
irl,2014,45.31195
irl,2015,45.21248
irl,2016,45.54634
irl,2017,45.71007
irl,2018,45.848
irl,2019,45.84616
irl,2020,45.7659
irl,2021,45.95332
irn,1990,10.53937
irn,1991,10.6866
irn,1992,10.93354
irn,1993,11.18689
irn,1994,11.45555
irn,1995,11.74437
irn,1996,12.04867
irn,1997,12.82295
irn,1998,13.63722
irn,1999,14.48446
irn,2000,15.35756
irn,2001,16.25297
irn,2002,17.17265
irn,2003,18.12481
irn,2004,19.11942
irn,2005,20.16887
irn,2006,19.93123
irn,2007,19.25992
irn,2008,17.71153
irn,2009,18.50519
irn,2010,18.24186
irn,2011,17.10848
irn,2012,18.13507
irn,2013,16.31926
irn,2014,15.95035
irn,2015,17.13286
irn,2016,18.79342
irn,2017,19.69653
irn,2018,19.68427
irn,2019,19.27258
