geo,time,ny_gnp_pcap_cn
dnk,2015,369292.21043
dnk,2016,377027.97307
dnk,2017,388719.99556
dnk,2018,399734.46727
dnk,2019,410190.21323
dnk,2020,412971.55882
dom,1960,201.04908
dom,1961,186.56708
dom,1962,227.9171
dom,1963,253.01602
dom,1964,267.8912
dom,1965,226.0063
dom,1966,241.36231
dom,1967,246.24676
dom,1968,249.60218
dom,1969,276.07248
dom,1970,328.06473
dom,1971,359.6774
dom,1972,426.24652
dom,1973,481.3019
dom,1974,582.42742
dom,1975,699.27258
dom,1976,747.81542
dom,1977,833.56515
dom,1978,861.32635
dom,1979,978.73675
dom,1980,1106.2334
dom,1981,1174.86913
dom,1982,1270.63181
dom,1983,1342.80011
dom,1984,1575.02806
dom,1985,2275.37835
dom,1986,2587.51005
dom,1987,3158.13356
dom,1988,4500.06814
dom,1989,5774.37809
dom,1990,8077.65246
dom,1991,16365.26837
dom,1992,18837.30111
dom,1993,20512.98045
dom,1994,22926.89546
dom,1995,26118.38987
dom,1996,28405.57663
dom,1997,33301.371
dom,1998,37195.94031
dom,1999,40161.12904
dom,2000,44438.38247
dom,2001,47577.50556
dom,2002,52396.90985
dom,2003,66376.79984
dom,2004,95817.71879
dom,2005,112758.16064
dom,2006,130139.70094
dom,2007,148412.5206
dom,2008,169302.65154
dom,2009,174811.71257
dom,2010,197234.36888
dom,2011,216475.34503
dom,2012,230760.46899
dom,2013,248352.98304
dom,2014,273897.29243
dom,2015,298916.33669
dom,2016,320973.75897
dom,2017,344551.73741
dom,2018,381386.63861
dom,2019,405390.65732
dom,2020,390715.15857
dza,1960,1438.33598
dza,1961,1294.38426
dza,1962,936.06512
dza,1963,1145.61229
dza,1964,1175.4311
dza,1965,1201.82998
dza,1966,1116.66937
dza,1967,1223.51524
dza,1968,1369.93962
dza,1969,1494.7182
dza,1970,1618.49548
dza,1971,1663.65934
dza,1972,1976.87515
dza,1973,2177.28933
dza,1974,3401.27002
dza,1975,3657.60964
dza,1976,4244.30211
dza,1977,4669.9512
dza,1978,5498.70033
dza,1979,6516.74042
dza,1980,8080.93629
dza,1981,9219.34339
dza,1982,9703.5131
dza,1983,10668.1989
dza,1984,11911.32281
dza,1985,12640.0788
dza,1986,12619.43297
dza,1987,13228.19897
dza,1988,13693.63626
dza,1989,16240.17716
dza,1990,20788.37158
dza,1991,30205.44849
dza,1992,37036.48211
dza,1993,40713.77594
dza,1994,50708.51393
dza,1995,65589.81755
dza,1996,83024.94758
dza,1997,89166.93512
dza,1998,89856.74056
dza,1999,100764.21741
dza,2000,126265.32919
dza,2001,130458.17541
dza,2002,136410.45346
dza,2003,156749.22753
dza,2004,180155.12775
dza,2005,216860.20274
dza,2006,242944.60032
dza,2007,270018.97973
dza,2008,315499.12003
dza,2009,279220.23966
dza,2010,332386.36056
dza,2011,393860.08263
dza,2012,428107.27153
dza,2013,427847.6728
dza,2014,432407.38134
dza,2015,409748.63585
dza,2016,427701.30884
dza,2017,449260.52402
dza,2018,470774.64309
dza,2019,464539.86749
dza,2020,410720.81227
ecu,1960,374.61191
ecu,1961,338.33677
ecu,1962,310.57961
ecu,1963,364.85413
ecu,1964,436.63198
ecu,1965,450.21224
ecu,1966,445.03737
ecu,1967,454.58023
ecu,1968,446.05012
ecu,1969,522.89781
ecu,1970,466.59368
ecu,1971,434.93147
ecu,1972,488.26815
ecu,1973,570.51871
ecu,1974,944.98602
ecu,1975,1096.98426
ecu,1976,1244.85565
ecu,1977,1466.0322
ecu,1978,1536.19607
ecu,1979,1768.19632
ecu,1980,2160.40411
ecu,1981,2566.46931
ecu,1982,2249.89999
ecu,1983,1884.64071
ecu,1984,1786.78963
ecu,1985,1773.84697
ecu,1986,1535.0909
ecu,1987,1352.57901
ecu,1988,1210.85931
ecu,1989,1253.03572
ecu,1990,1370.54712
ecu,1991,1514.73644
ecu,1992,1599.569
ecu,1993,1648.40706
ecu,1994,1941.24027
ecu,1995,2051.17831
ecu,1996,2067.03671
ecu,1997,2269.26909
ecu,1998,2196.78797
ecu,1999,1473.12244
ecu,2000,1348.06681
ecu,2001,1799.18976
ecu,2002,2076.78742
ecu,2003,2314.22476
ecu,2004,2555.94525
ecu,2005,2870.82497
ecu,2006,3198.89233
ecu,2007,3425.53569
ecu,2008,4147.73331
ecu,2009,4145.10642
ecu,2010,4567.8937
ecu,2011,5121.25636
ecu,2012,5595.63591
ecu,2013,5962.90212
ecu,2014,6277.91786
ecu,2015,6014.13303
ecu,2016,5944.33021
ecu,2017,6068.27803
ecu,2018,6122.87754
ecu,2019,6039.86265
ecu,2020,5440.30185
egy,1965,73.84412
egy,1966,77.69484
egy,1967,78.72037
egy,1968,76.91781
egy,1969,79.22707
egy,1970,92.02392
egy,1971,94.7839
egy,1972,98.90127
egy,1973,106.99916
egy,1974,116.27727
egy,1975,134.77087
egy,1976,165.70136
egy,1977,197.56214
egy,1978,226.1014
egy,1979,280.73863
egy,1980,335.98819
egy,1981,341.18382
egy,1982,461.3027
egy,1983,534.72111
egy,1984,618.75838
egy,1985,693.55224
egy,1986,790.9552
egy,1987,977.76537
egy,1988,1146.70136
egy,1989,1387.38422
egy,1990,1662.73386
egy,1991,1971.83582
egy,1992,2383.09966
egy,1993,2604.20833
egy,1994,2876.25322
egy,1995,3290.45815
egy,1996,3630.12109
egy,1997,4124.26061
egy,1998,4385.18115
egy,1999,4581.65995
egy,2000,4964.15933
egy,2001,5169.80047
egy,2002,5306.37304
egy,2003,5725.18024
egy,2004,6525.72739
egy,2005,7110.02697
egy,2006,8074.95629
egy,2007,9606.29255
egy,2008,11338.80948
egy,2009,12855.72254
egy,2010,14288.69898
egy,2011,15804.61662
egy,2012,18928.27124
egy,2013,20503.77077
egy,2014,22995.7049
egy,2015,25979.37149
egy,2016,28301.09623
egy,2017,35282.66588
egy,2018,43950.95709
egy,2019,51089.44835
egy,2020,55435.85748
eri,1992,968.59797
eri,1993,1092.90008
eri,1994,1476.91076
eri,1995,1700.19694
eri,1996,1984.84812
eri,1997,2241.17093
eri,1998,2501.86019
eri,1999,2532.48619
eri,2000,2967.78866
eri,2001,3571.89223
eri,2002,4068.75878
eri,2003,4591.77827
eri,2004,5544.58464
eri,2005,5920.67703
eri,2006,6335.32893
eri,2007,6725.33368
eri,2008,6869.46812
eri,2009,9070.16978
eri,2010,7613.15235
eri,2011,9765.92279
esp,1960,142.25714
esp,1961,161.55418
esp,1962,186.77349
esp,1963,218.81335
esp,1964,242.0194
esp,1965,278.14225
esp,1966,318.1101
esp,1967,355.79732
esp,1968,396.25575
esp,1969,448.53614
esp,1970,503.51605
esp,1971,562.45195
esp,1972,653.67236
esp,1973,781.41008
esp,1974,950.2084
esp,1975,1099.26167
esp,1976,1304.45067
esp,1977,1635.66636
esp,1978,1981.48833
esp,1979,2303.73786
esp,1980,2640.66329
esp,1981,2926.33991
esp,1982,3342.6034
esp,1983,3778.52996
esp,1984,4248.74053
esp,1985,4737.84734
esp,1986,5413.11697
esp,1987,6038.6189
esp,1988,6697.66532
esp,1989,7517.86876
esp,1990,8361.62368
esp,1991,9148.27435
esp,1992,9794.84607
esp,1993,10121.64485
esp,1994,10573.87765
esp,1995,11499.64533
esp,1996,12090.92014
esp,1997,12809.55132
esp,1998,13646.16222
esp,1999,14616.4317
esp,2000,15855.35783
esp,2001,16922.49762
esp,2002,17886.41402
esp,2003,18860.54555
esp,2004,19836.58923
esp,2005,20950.44448
esp,2006,22191.8355
esp,2007,23197.43892
esp,2008,23474.31152
esp,2009,22622.57019
esp,2010,22695.26456
esp,2011,22356.24102
esp,2012,21868.40265
esp,2013,21740.30506
esp,2014,22124.66622
esp,2015,23196.29448
esp,2016,24020.96443
esp,2017,24945.68096
esp,2018,25748.84256
esp,2019,26457.33134
esp,2020,23827.27058
est,2000,4251.21816
est,2001,4786.63655
est,2002,5371.64172
est,2003,6009.42789
est,2004,6773.62372
est,2005,7987.52634
est,2006,9518.12579
est,2007,11284.05734
est,2008,11793.97049
est,2009,10326.82285
est,2010,10567.6036
est,2011,12036.33463
est,2012,13084.94166
est,2013,14093.73466
est,2014,14917.32881
est,2015,15452.93586
est,2016,16296.90148
est,2017,17673.73826
est,2018,19237.92925
est,2019,20707.83921
eth,1981,420.95726
eth,1982,430.77679
eth,1983,464.24463
eth,1984,424.6152
eth,1985,481.07521
eth,1986,484.24927
eth,1987,500.66917
eth,1988,501.546
eth,1989,509.81314
eth,1990,523.38538
eth,1991,558.72136
eth,1992,568.37497
eth,1993,700.07465
eth,1994,717.75983
eth,1995,833.45036
eth,1996,912.53177
eth,1997,909.20042
eth,1998,853.46196
eth,1999,892.80782
eth,2000,1006.72091
eth,2001,999.45071
eth,2002,949.63246
eth,2003,1017.42738
eth,2004,1168.89469
eth,2005,1401.24782
eth,2006,1685.81511
eth,2007,2149.7983
eth,2008,3019.80474
eth,2009,3960.05704
eth,2010,4387.05674
eth,2011,5701.78335
eth,2012,8041.52882
eth,2013,9068.20875
eth,2014,10784.52228
eth,2015,12819.76033
eth,2016,15086.12729
eth,2017,17123.15007
eth,2018,20052.93505
eth,2019,23860.10773
eth,2020,29192.54439
fin,1960,634.54484
fin,1961,713.77144
fin,1962,758.3507
fin,1963,816.90839
fin,1964,915.54741
fin,1965,1008.58727
fin,1966,1076.82603
fin,1967,1173.05242
fin,1968,1337.45367
fin,1969,1526.77992
fin,1970,1758.69976
fin,1971,1929.3447
fin,1972,2234.188
fin,1973,2703.1136
fin,1974,3388.51045
fin,1975,3889.33256
fin,1976,4397.50562
fin,1977,4794.09407
fin,1978,5288.8368
fin,1979,6133.40868
fin,1980,7063.73298
fin,1981,7908.61265
fin,1982,8824.32427
fin,1983,9768.29873
fin,1984,10883.3218
fin,1985,11821.42835
fin,1986,12716.39298
fin,1987,13682.87754
fin,1988,15484.90614
fin,1989,17076.63408
fin,1990,17927.38975
fin,1991,16856.29949
fin,1992,16136.47582
fin,1993,16125.88546
fin,1994,17127.6479
fin,1995,18729.82249
fin,1996,19470.89055
fin,1997,21236.09026
fin,1998,22926.75771
fin,1999,24324.19561
fin,2000,26195.23284
fin,2001,27867.15055
fin,2002,28638.24506
fin,2003,28938.15363
fin,2004,30579.52187
fin,2005,31523.25081
fin,2006,33129.72298
fin,2007,35475.3135
fin,2008,36622.6967
fin,2009,34464.9646
fin,2010,35533.18895
fin,2011,36886.77929
fin,2012,37306.62761
fin,2013,37720.36333
fin,2014,38261.93186
fin,2015,38956.61873
fin,2016,39762.68461
fin,2017,41104.79368
fin,2018,42499.30877
fin,2019,43703.04582
fin,2020,43440.29877
fji,1960,218.05428
fji,1961,219.52441
fji,1962,222.44725
fji,1963,223.46855
fji,1964,239.49145
fji,1965,241.18458
fji,1966,244.96273
fji,1967,259.44058
fji,1968,278.58838
fji,1969,297.03281
fji,1970,352.69642
fji,1971,379.59302
fji,1972,464.40684
fji,1973,602.19077
fji,1974,792.68771
fji,1975,952.65822
fji,1976,1043.73827
fji,1977,1088.92042
fji,1978,1144.92823
fji,1979,1353.08567
fji,1980,1525.39225
fji,1981,1607.75507
fji,1982,1615.4881
fji,1983,1624.17837
fji,1984,1777.02555
fji,1985,1832.58061
fji,1986,2020.86129
fji,1987,2010.84395
fji,1988,2165.86972
fji,1989,2381.38206
fji,1990,2621.14401
fji,1991,2697.17894
fji,1992,2992.73309
fji,1993,3230.49372
fji,1994,3326.77209
fji,1995,3502.19492
fji,1996,3758.33929
fji,1997,3738.31894
fji,1998,3966.76615
fji,1999,4571.98419
fji,2000,4492.04758
fji,2001,4583.11167
fji,2002,4957.45513
fji,2003,5346.42522
fji,2004,5738.85145
fji,2005,6223.54267
fji,2006,6180.20484
fji,2007,6360.34789
fji,2008,6477.86424
fji,2009,6550.39923
fji,2010,6789.4039
fji,2011,7598.06289
fji,2012,7915.01829
fji,2013,8739.38565
fji,2014,10089.05611
fji,2015,10620.96526
fji,2016,11184.69933
fji,2017,11613.57965
fji,2018,12336.81829
fji,2019,12248.2939
fji,2020,10294.43796
fra,1960,1010.40958
fra,1961,1080.57645
fra,1962,1196.45433
fra,1963,1323.33321
fra,1964,1447.83979
fra,1965,1544.84264
fra,1966,1656.00151
fra,1967,1774.74351
fra,1968,1918.18324
fra,1969,2186.59798
fra,1970,2428.95443
fra,1971,2690.02194
fra,1972,2975.93527
fra,1973,3383.75557
fra,1974,3914.24243
fra,1975,4384.86751
fra,1976,5042.2876
fra,1977,5645.60187
fra,1978,6394.46092
fra,1979,7282.97611
fra,1980,8250.35428
fra,1981,9258.89277
fra,1982,10542.44751
fra,1983,11563.35859
fra,1984,12469.91467
fra,1985,13356.15509
fra,1986,14358.48762
fra,1987,15056.54835
fra,1988,16161.21413
fra,1989,17275.27722
fra,1990,18154.04828
fra,1991,18691.56277
fra,1992,19292.61751
fra,1993,19416.2231
fra,1994,19952.12988
fra,1995,20529.27296
fra,1996,21135.85916
fra,1997,21821.08679
fra,1998,22754.58641
fra,1999,23620.14475
fra,2000,24657.38559
fra,2001,25521.48858
fra,2002,25958.41914
fra,2003,26545.29979
fra,2004,27551.43493
fra,2005,28429.27047
fra,2006,29630.41856
fra,2007,30928.45506
fra,2008,31623.79284
fra,2009,30614.24465
fra,2010,31394.03857
fra,2011,32338.54925
fra,2012,32508.08782
fra,2013,32797.80499
fra,2014,33121.5584
fra,2015,33748.56976
fra,2016,34191.37708
fra,2017,35105.08829
fra,2018,36036.1617
fra,2019,37025.61733
fra,2020,34716.43209
fro,1960,5617.49076
fro,1961,6161.25905
fro,1962,6610.17426
fro,1963,7799.24927
fro,1964,8756.07954
fro,1965,9776.617
fro,1966,10760.9393
fro,1967,11030.36467
fro,1968,11575.88576
fro,1969,12165.45124
fro,1970,14627.7661
fro,1971,16694.54075
fro,1972,18677.18652
fro,1973,21591.77869
fro,1974,26650.67447
fro,1975,28848.20304
fro,1976,35092.51031
fro,1977,44245.6127
fro,1978,45903.76361
fro,1979,48506.08276
fro,1980,57084.84506
fro,1981,64654.0789
fro,1982,74714.85454
fro,1983,89584.78295
fro,1984,95043.98263
fro,1985,102960.61595
fro,1986,113747.5072
fro,1987,121385.41001
fro,1998,166036.79438
fro,1999,174765.22788
fro,2000,190181.43695
fro,2001,208657.63101
fro,2002,217728.37938
fro,2003,215093.06689
fro,2004,220771.0084
fro,2005,224726.06901
fro,2006,255305.17021
fro,2007,268506.0115
fro,2008,260955.2089
fro,2009,248515.07927
fro,2010,276560.04853
fro,2011,294853.07958
fro,2012,301778.73461
fro,2013,325239.55659
fro,2014,345845.92932
fro,2015,362297.3676
fro,2016,397070.97337
fro,2017,409812.52328
fro,2018,409153.14349
fro,2019,441167.2864
fsm,1983,1376.65881
fsm,1993,2098.15112
fsm,1994,2106.00773
fsm,1995,2163.60999
fsm,1996,2112.35793
fsm,1997,1927.92584
fsm,1998,2028.95773
fsm,1999,2097.29236
fsm,2000,2228.45771
fsm,2001,2295.57432
fsm,2002,2305.59485
fsm,2003,2330.91336
fsm,2004,2317.23252
fsm,2005,2436.82951
fsm,2006,2487.18469
fsm,2007,2557.88476
fsm,2008,2611.0566
fsm,2009,2881.9454
fsm,2010,2987.94357
fsm,2011,3101.61434
fsm,2012,3278.37253
fsm,2013,3235.47422
fsm,2014,3207.75753
fsm,2015,3451.79362
fsm,2016,3511.3206
fsm,2017,3737.22378
fsm,2018,3659.42294
fsm,2019,3992.20726
fsm,2020,3968.69789
gab,1960,65979.95776
gab,1961,77114.68091
gab,1962,82108.19875
gab,1963,85870.21889
gab,1964,91908.35583
gab,1965,94683.29843
gab,1966,102003.40993
gab,1967,109375.62043
gab,1968,116656.62124
gab,1969,132953.86086
gab,1970,144065.06176
gab,1971,164000.51281
gab,1972,165602.70065
gab,1973,238074.59778
gab,1974,537701.32291
gab,1975,663435.96824
gab,1976,1022682.25788
gab,1977,965599.23344
gab,1978,705122.83298
gab,1979,800944.71125
gab,1980,1121658.73874
gab,1981,1289655.49655
gab,1982,1421592.49776
gab,1983,1504866.9993
gab,1984,1811289.53928
gab,1985,1681886.38229
gab,1986,1286156.6116
gab,1987,1045119.93246
gab,1988,1179112.98438
gab,1989,1364816.38256
gab,1990,1530185.05666
gab,1991,1401949.19987
gab,1992,1284255.61031
gab,1993,1271635.90728
gab,1994,1939237.36886
gab,1995,1975257.8251
gab,1996,2266479.58424
gab,1997,2357688.69207
gab,1998,2000842.48855
gab,1999,2102249.85464
gab,2000,2486049.27387
gab,2001,2557874.83068
gab,2002,2613956.26829
gab,2003,2546894.34265
gab,2004,2561881.18081
gab,2005,3270291.61123
gab,2006,3275599.52005
gab,2007,3453349.08816
gab,2008,3937593.26405
gab,2009,3218250.07569
gab,2010,3803378.24093
gab,2011,4394969.16128
gab,2012,4510349.18434
gab,2013,4319340.8839
gab,2014,4522982.82398
gab,2015,4003370.60461
gab,2016,3817594.63225
gab,2017,3933001.01041
gab,2018,4129263.1917
gab,2019,4183115.23973
gab,2020,3750650.08478
gbm,1970,707.18551
gbm,1971,699.1766
gbm,1972,829.16419
gbm,1973,1034.20294
gbm,1974,1153.85271
gbm,1975,1395.38011
gbm,1976,1773.94243
gbm,1977,1977.66365
gbm,1978,2157.0832
gbm,1979,2579.88767
gbm,1980,3010.41765
gbm,1981,3201.731
gbm,1982,3136.5169
gbm,1983,3529.2086
gbm,1984,3628.80023
gbm,1985,3770.04216
gbm,1986,4441.04294
gbm,1987,5109.43799
gbm,1988,5813.01986
gbm,1989,6508.39554
gbm,1990,7240.48256
gbm,1991,7744.57196
gbm,1992,8046.56058
gbm,1993,8173.4121
gbm,1994,8491.65527
gbm,1995,9021.87626
gbm,1996,9781.18654
gbm,1997,10851.52537
gbm,1998,12102.71432
gbm,1999,13576.74088
gbm,2000,14317.01801
gbm,2001,15570.36046
gbm,2002,16727.48283
gbm,2003,18175.65101
gbm,2004,20044.23065
gbm,2005,21594.47274
gbm,2006,23927.63554
gbm,2007,26499.56314
gbm,2008,28378.37514
gbm,2009,29161.54493
gbm,2010,45622.94947
gbm,2011,49201.32173
gbm,2012,51056.427
gbm,2013,54853.25951
gbm,2014,55723.94835
gbm,2015,53684.26807
gbm,2016,54287.15665
gbm,2017,59152.25452
gbm,2018,63401.80557
gbm,2019,64536.14536
gbr,1970,1060.49814
gbr,1971,1175.54855
gbr,1972,1309.34286
gbr,1973,1512.09681
gbr,1974,1710.98425
gbr,1975,2143.80167
gbr,1976,2540.56305
gbr,1977,2919.79831
gbr,1978,3377.39109
gbr,1979,3952.04129
gbr,1980,4588.81431
gbr,1981,5046.24876
gbr,1982,5517.51797
gbr,1983,6068.08532
gbr,1984,6514.18732
gbr,1985,7057.31467
gbr,1986,7610.29317
gbr,1987,8367.80822
gbr,1988,9341.89749
gbr,1989,10193.18841
gbr,1990,10981.58824
gbr,1991,11551.69447
gbr,1992,12089.89753
gbr,1993,12689.57465
gbr,1994,13547.70796
gbr,1995,14248.67294
gbr,1996,15141.22857
gbr,1997,16092.72535
gbr,1998,17144.33497
gbr,1999,17696.88752
gbr,2000,18721.32679
gbr,2001,19453.72736
gbr,2002,20308.51056
gbr,2003,21391.48083
gbr,2004,22279.37448
gbr,2005,23480.20998
gbr,2006,24289.15759
gbr,2007,25193.98153
gbr,2008,25619.17142
gbr,2009,24808.88788
gbr,2010,25696.24671
gbr,2011,26483.29932
gbr,2012,26744.00706
gbr,2013,27395.09296
gbr,2014,28440.31957
gbr,2015,29010.65248
gbr,2016,29965.74096
gbr,2017,31334.87365
gbr,2018,32257.58206
gbr,2019,33547.99853
gbr,2020,31601.06733
geo,1992,0.03041
geo,1993,3.28236
geo,1994,183.26035
geo,1995,499.00761
geo,1996,841.42949
geo,1997,1085.1255
geo,1998,1245.90661
geo,1999,1435.12773
geo,2000,1500.32489
geo,2001,1672.85402
geo,2002,1879.80573
geo,2003,2172.33216
geo,2004,2537.53426
geo,2005,3006.07441
geo,2006,3627.6968
geo,2007,4417.93781
geo,2008,4933.54481
geo,2009,4696.17161
geo,2010,5660.37877
geo,2011,6591.4571
geo,2012,7225.4026
geo,2013,7549.25827
geo,2014,8258.89296
geo,2015,8903.06869
geo,2016,9168.59846
geo,2017,10398.46009
geo,2018,11502.41642
geo,2019,12650.09557
geo,2020,12617.11591
gha,1960,0.01295
gha,1961,0.01338
gha,1962,0.01382
gha,1963,0.01482
gha,1964,0.01627
gha,1965,0.0187
gha,1966,0.01894
gha,1967,0.0181
gha,1968,0.0198
gha,1969,0.02291
gha,1970,0.02534
gha,1971,0.02735
gha,1972,0.03011
gha,1973,0.0366
gha,1974,0.04748
gha,1975,0.05248
gha,1976,0.06352
gha,1977,0.107
gha,1978,0.19771
gha,1979,0.26027
gha,1980,0.38594
gha,1981,0.63802
gha,1982,0.73844
gha,1983,1.51574
gha,1984,2.15733
gha,1985,2.63621
gha,1986,3.79886
gha,1987,5.35495
gha,1988,7.34685
gha,1989,9.65212
gha,1990,12.75363
gha,1991,15.66843
gha,1992,17.60944
gha,1993,23.58768
gha,1994,30.78709
gha,1995,44.62239
gha,1996,63.58628
gha,1997,77.27621
gha,1998,92.307
gha,1999,107.0723
gha,2000,136.68708
gha,2001,188.77684
gha,2002,236.271
gha,2003,311.93619
gha,2004,367.16848
gha,2005,440.4091
gha,2006,830.61555
gha,2007,1002.58703
gha,2008,1275.50749
gha,2009,1508.63475
gha,2010,1827.23864
gha,2011,2282.86058
gha,2012,2750.00495
gha,2013,4547.91354
gha,2014,5524.13925
gha,2015,6391.84108
gha,2016,7407.46375
gha,2017,8579.80903
gha,2018,9900.13258
gha,2019,11239.52155
gha,2020,12745.64665
gin,1986,108857.65864
gin,1987,141587.08453
gin,1988,178664.79297
gin,1989,217005.87216
gin,1990,261669.14819
gin,1991,328672.53635
gin,1992,422206.14792
gin,1993,442725.26373
gin,1994,456504.75299
gin,1995,492742.6113
gin,1996,508488.40178
gin,1997,525040.17707
gin,1998,545783.47639
gin,1999,582593.07802
gin,2000,619455.46358
gin,2001,635511.34554
gin,2002,671396.06625
gin,2003,725885.43954
gin,2004,846358.74669
gin,2005,1063320.36737
gin,2006,2311881.25057
gin,2007,2742635.87788
gin,2008,3247560.22193
gin,2009,3155298.323
gin,2010,3807031.65534
gin,2011,4250056.63202
gin,2012,4929195.35138
gin,2013,5055240.64349
gin,2014,5343056.71217
gin,2015,5664481.73394
gin,2016,6453304.30904
gin,2017,7737613.14587
gin,2018,8309756.02057
gin,2019,9243247.61027
gin,2020,10444389.52628
gmb,1966,190.0221
gmb,1967,200.8804
gmb,1968,195.51289
gmb,1969,208.54202
gmb,1970,234.60177
gmb,1971,234.01986
gmb,1972,233.86269
gmb,1973,247.8929
gmb,1974,309.64147
gmb,1975,384.30253
gmb,1976,451.92216
gmb,1977,555.51317
gmb,1978,598.67855
gmb,1979,625.95392
gmb,1980,640.00505
gmb,1981,650.86856
gmb,1982,707.72573
gmb,1983,752.4346
gmb,1984,881.04433
gmb,1985,1293.04305
gmb,1986,1874.93026
gmb,1987,2132.30824
gmb,1988,2088.48931
gmb,1989,2213.60952
gmb,1990,2404.07275
gmb,1991,5895.90871
gmb,1992,6022.88112
gmb,1993,6324.33759
gmb,1994,6378.93676
gmb,1995,6517.19218
gmb,1996,7003.38608
gmb,1997,6626.20327
gmb,1998,7005.72632
gmb,1999,7011.70205
gmb,2000,7304.33799
gmb,2001,7568.50059
gmb,2002,7734.26296
gmb,2003,9136.54934
gmb,2004,18888.091
gmb,2005,18607.74746
gmb,2006,18147.3558
gmb,2007,19018.58796
gmb,2008,20180.92338
gmb,2009,21773.69189
gmb,2010,23640.97599
gmb,2011,21964.14193
gmb,2012,23333.47645
gmb,2013,24645.58611
gmb,2014,24752.54864
gmb,2015,27411.34673
gmb,2016,29399.3361
gmb,2017,31086.85849
gmb,2018,34665.1825
gmb,2019,38006.00082
gmb,2020,39151.03688
gnb,1970,61.32576
gnb,1971,58.8714
gnb,1972,64.46904
gnb,1973,70.66786
gnb,1974,79.26348
gnb,1975,92.68315
gnb,1976,89.70788
gnb,1977,87.08489
gnb,1978,104.29198
gnb,1979,115.19711
gnb,1980,102.80256
gnb,1981,127.27613
gnb,1982,150.81034
gnb,1983,177.48202
gnb,1984,301.62861
gnb,1985,450.25104
gnb,1986,832.6891
gnb,1987,1559.71098
gnb,1988,2826.19699
gnb,1989,5864.18542
gnb,1990,8043.81096
gnb,1991,13550.75457
gnb,1992,22249.16534
gnb,1993,32938.34416
gnb,1994,41204.68535
gnb,1995,60249.20127
gnb,1996,91979.99505
gnb,1997,130829.39961
gnb,1998,98305.96272
gnb,1999,109917.14522
gnb,2000,212041.072
gnb,2001,224843.83977
gnb,2002,226190.83681
gnb,2003,210769.60361
gnb,2004,209475.96179
gnb,2005,225651.81954
gnb,2006,222524.54961
gnb,2007,235119.44614
gnb,2008,263402.99716
gnb,2009,259842.16791
gnb,2010,274998.96802
gnb,2011,333541.80516
gnb,2012,316407.56096
gnb,2013,307456.01717
gnb,2014,318672.25509
gnb,2015,365442.87537
gnb,2016,401870.26874
gnb,2017,429719.17741
gnb,2018,430742.04318
gnb,2019,448379.60203
gnb,2020,425915.06699
gnq,1962,8524.17254
gnq,1963,9984.77472
gnq,1964,11510.40589
gnq,1965,14060.64511
gnq,1966,14626.14548
gnq,1967,15283.80388
gnq,1968,15784.05964
gnq,1969,15479.60526
gnq,1970,15396.43273
gnq,1971,15195.48138
gnq,1972,14486.64631
gnq,1973,17081.56856
gnq,1974,20517.60598
gnq,1975,23495.74681
gnq,1976,28073.6705
gnq,1977,32744.46647
gnq,1980,21600.90865
gnq,1981,21053.83553
gnq,1982,26666.10958
gnq,1983,37729.21761
gnq,1984,45832.44449
gnq,1985,73897.51872
gnq,1986,66465.11392
gnq,1987,69088.98341
gnq,1988,70511.48686
gnq,1989,63553.15651
gnq,1990,77683.85355
gnq,1991,79010.74868
gnq,1992,88642.92339
gnq,1993,90921.87093
gnq,1994,107023.93409
gnq,1995,118572.98095
gnq,1996,185883.7635
gnq,1997,421463.83414
gnq,1998,306730.62618
gnq,1999,550579.22529
gnq,2000,793755.1681
gnq,2001,681923.9864
gnq,2002,869536.60729
gnq,2003,782251.20465
gnq,2004,1091615.94284
gnq,2005,2936694.21502
gnq,2006,5291949.9703
gnq,2007,6095632.4192
gnq,2008,7614026.54852
gnq,2009,5205242.07815
gnq,2010,5022429.10432
gnq,2011,6598992.38535
gnq,2012,7349576.13788
gnq,2013,6884354.49029
gnq,2014,6509846.00743
gnq,2015,5031436.40733
gnq,2016,4247563.4159
gnq,2017,4133371.56183
gnq,2018,4254847.52087
gnq,2019,3599302.94488
gnq,2020,3058281.26509
grc,1960,46.46482
grc,1961,52.83361
grc,1962,55.1648
grc,1963,62.23104
grc,1964,70.28527
grc,1965,80.40832
grc,1966,89.0356
grc,1967,95.41261
grc,1968,103.35742
grc,1969,118.3108
grc,2006,19402.1298
grc,2007,20518.62307
grc,2008,21193.91306
grc,2009,20911.22702
grc,2010,19706.80964
grc,2011,17800.47617
grc,2012,17198.43267
grc,2013,16404.40471
grc,2014,16377.13278
grc,2015,16285.66689
grc,2016,16114.01896
grc,2017,16366.50401
grc,2018,16545.23771
grc,2019,16936.36919
grc,2020,15384.29461
grd,1977,2100.83394
grd,1978,2631.42444
grd,1979,3064.905
grd,1980,3296.91834
grd,1981,3300.5207
grd,1982,3482.97141
grd,1983,3579.14592
grd,1984,3856.32402
grd,1985,4389.23123
grd,1986,4906.03906
grd,1987,5658.49472
grd,1988,6330.8941
grd,1989,7180.75181
grd,1990,7462.07396
grd,1991,8225.58417
grd,1992,8470.71562
grd,1993,8282.39612
grd,1994,8596.32493
grd,1995,8850.34601
grd,1996,9396.56149
grd,1997,9975.33254
grd,1998,11185.51405
grd,1999,12012.37247
grd,2000,12767.77619
grd,2001,12526.87182
grd,2002,12837.22645
