geo,time,bn_klt_dinv_cd
arm,2017,-221878286.34082
arm,2018,-259812449.69631
arm,2019,-233941144.98235
arm,2020,-74462449.07208
atg,1977,-2200000
atg,1978,6900000
atg,1979,-8500000
atg,1980,-19600000
atg,1981,-22400000
atg,1982,-23000000
atg,1983,-5000000
atg,1984,-4400000
atg,1985,-15600000
atg,1986,-22600000
atg,1987,-38596296.2963
atg,1988,-32951851.85185
atg,1989,-43107407.40741
atg,1990,-60607407.40741
atg,1991,-54792592.59259
atg,1992,-19648148.14815
atg,1993,-15240740.74074
atg,1994,-24788888.88889
atg,1995,-31485185.18519
atg,1996,-19351851.85185
atg,1997,-22944444.44444
atg,1998,-22774074.07407
atg,1999,-51792533.33333
atg,2000,-43115925.92593
atg,2001,-98452222.22222
atg,2002,-65865064.81481
atg,2003,-166321143.7037
atg,2004,-80366585.18519
atg,2005,-220963374.07407
atg,2006,-358820163.7037
atg,2007,-338204733.33333
atg,2008,-158783774.44444
atg,2009,-80646652.59259
atg,2010,-96679207.77778
atg,2011,-65160596.2963
atg,2012,-129367138.88889
atg,2013,-134288999.62963
atg,2014,-39930998.37521
atg,2015,-99949131.34404
atg,2016,-59449394.19469
atg,2017,-139634744.2547
atg,2018,-205887574.26582
atg,2019,-128315092.05578
atg,2020,-81692111.42135
aus,1989,-5000323944.05513
aus,1990,-7824698719.19629
aus,1991,-3782555745.93944
aus,1992,-1106562011.23958
aus,1993,-2767984260.36539
aus,1994,-2630684042.12361
aus,1995,-9222498128.51398
aus,1996,441654791.3511
aus,1997,-2007441432.30132
aus,1998,-2932190620.71574
aus,1999,-1898249310.4422
aus,2000,-10797958704.9726
aus,2001,2663165109.34216
aus,2002,-7681971734.88822
aus,2003,9612586773.251
aus,2004,-33123390586.6106
aus,2005,-7620252751.31983
aus,2006,-6470053660.8773
aus,2007,-30020094088.5358
aus,2008,-13272117217.3587
aus,2009,-17218512630.0947
aus,2010,-17142068311.1791
aus,2011,-57304251200.41409
aus,2012,-51785739222.18729
aus,2013,-55235185682.76569
aus,2014,-40637704363.7628
aus,2015,-38633221206.35889
aus,2016,-46077390957.7799
aus,2017,-38193755825.2727
aus,2018,-61049540324.4327
aus,2019,-29611086901.8493
aus,2020,-7165411286.45737
aut,2005,193338846.21379
aut,2006,5587390965.51066
aut,2007,10174118816.0678
aut,2008,21601880265.066
aut,2009,1258109965.99233
aut,2010,7679700298.1241
aut,2011,15161341820.8401
aut,2012,13225677746.2252
aut,2013,10579892540.2257
aut,2014,-2587541536.35942
aut,2015,5836278366.23183
aut,2016,2023538039.8789
aut,2017,-3410590994.58348
aut,2018,1691653144.57875
aut,2019,6437095876.21754
aut,2020,9964589234.79261
aze,1995,-330050000
aze,1996,-627277000
aze,1997,-1114834000
aze,1998,-1022947000
aze,1999,-510317000
aze,2000,-129177000
aze,2001,-226513000
aze,2002,-1066821000
aze,2003,-2351747000
aze,2004,-2351283000
aze,2005,-459151000
aze,2006,1289475000
aze,2007,5034521000
aze,2008,540824000
aze,2009,-147181000
aze,2010,-331155000
aze,2011,-932582000
aze,2012,-812407000
aze,2013,-1141550000
aze,2014,-2443393000
aze,2015,-838252000
aze,2016,-1926065000
aze,2017,-303106351.9
aze,2018,357879000
aze,2019,927801000
aze,2020,318126200
bdi,1985,-538566.54301
bdi,1986,-1524028.63247
bdi,1987,-1367714.12347
bdi,1988,-1196623.81139
bdi,1989,-516806.72269
bdi,1990,-1249595.51158
bdi,1991,-864953.80715
bdi,1992,-600088.333
bdi,1993,-337754.3455
bdi,1994,98946.22273
bdi,1995,-1381339.8997
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,236530.99701
bdi,2000,-11683240.67307
bdi,2001,2288.18254
bdi,2002,0
bdi,2003,-4618.42567
bdi,2004,-44690.7076
bdi,2005,-584701.69257
bdi,2006,-31593.77819
bdi,2007,-465213.14733
bdi,2008,-3251690.8216
bdi,2009,-348404.53457
bdi,2010,-780582.00363
bdi,2011,-3354999.18059
bdi,2012,-604919.65153
bdi,2013,-116560393.84623
bdi,2014,-81719783.7959
bdi,2015,-49470693.07918
bdi,2016,-18977.0905
bdi,2017,-306525.81902
bdi,2018,-983747.12499
bel,2002,-9199049496.12599
bel,2003,4506779201.18324
bel,2004,-9750819018.39828
bel,2005,-1123653952.83858
bel,2006,-8690515456.57803
bel,2007,-13093604217.0029
bel,2008,32864044191.5872
bel,2009,-44015051904.4328
bel,2010,-58665007469.2642
bel,2011,-34518425846.1647
bel,2012,29684338021.7122
bel,2013,17271778736.2812
bel,2014,14787640970.4607
bel,2015,26844377439.2663
bel,2016,-22983198267.7324
bel,2017,31988685367.20309
bel,2018,5599920051.94142
bel,2019,-4722571349.54006
bel,2020,-1865623698.43775
ben,1974,2343120.32889
ben,1975,-1889760.24941
ben,1976,-2452390.82596
ben,1977,-3126021.57196
ben,1978,-753359.56187
ben,1979,-3370602.00191
ben,1980,-4316555.84569
ben,1981,-2060858.22876
ben,1982,541681.7195
ben,1983,532716.06706
ben,1984,462288.40481
ben,1985,0
ben,1986,0
ben,1987,0
ben,1988,0
ben,1989,-62096190.07342
ben,1990,-62376777.13522
ben,1991,-120780806.62353
ben,1992,-77571726.5959
ben,1993,-1403787.18368
ben,1994,-13648839.89508
ben,1995,-13329502.1175
ben,1996,-13595869.33503
ben,1997,-13876006.49207
ben,1998,-32748439.50452
ben,1999,-37834294.57305
ben,2000,-56293369.39739
ben,2001,-41589426.45547
ben,2002,-12215422.27586
ben,2003,-44516493.49505
ben,2004,-65271226.21979
ben,2005,-53450076.8435
ben,2006,-54978160.77793
ben,2007,-261682357.85542
ben,2008,-174531373.9208
ben,2009,-103514099.03655
ben,2010,-194907272.30088
ben,2011,-101574683.4847
ben,2012,-241215299.32007
ben,2013,-301753783.1626
ben,2014,-388459043.32891
ben,2015,-117056378.00495
ben,2016,-114409648.30006
ben,2017,-168995331.69923
ben,2018,-184303164.5124
ben,2019,-191058357.41086
ben,2020,-152493263.34982
bfa,2005,-34360763.68511
bfa,2006,-34531231.12715
bfa,2007,-337376983.20553
bfa,2008,-104260080.00048
bfa,2009,-71363957.76395
bfa,2010,-38187589.15091
bfa,2011,-41472799.98999
bfa,2012,-256326266.35528
bfa,2013,-432096421.40535
bfa,2014,-287750664.959
bfa,2015,-217796773.03305
bfa,2016,-340113213.36968
bfa,2017,7696130.29242
bfa,2018,-200701558.74516
bfa,2019,-146535904.03424
bfa,2020,91638973.26226
bgd,1976,0
bgd,1977,0
bgd,1978,0
bgd,1979,0
bgd,1980,0
bgd,1981,0
bgd,1982,0
bgd,1983,-403978.55755
bgd,1984,553269.39828
bgd,1985,0
bgd,1986,-2436499.34404
bgd,1987,-3205086.76219
bgd,1988,-1838242.49914
bgd,1989,-247908.27394
bgd,1990,-3238781.18896
bgd,1991,-1390444.32248
bgd,1992,-3721853.38229
bgd,1993,-14049886.52458
bgd,1994,-11147788.32776
bgd,1995,-1896372.12712
bgd,1996,-13529831.53626
bgd,1997,-136310534.13424
bgd,1998,-187057212.49912
bgd,1999,-179603006.31861
bgd,2000,-280384629.67798
bgd,2001,-78527040.07726
bgd,2002,-49662443.99233
bgd,2003,-265507414.09124
bgd,2004,-444836577.9563
bgd,2005,-811382056.10393
bgd,2006,-452928348.08698
bgd,2007,-516766232.52752
bgd,2008,-1137762261.22987
bgd,2009,-720457353.57108
bgd,2010,-1165816161.07858
bgd,2011,-967290773.51305
bgd,2012,-1295344530.46955
bgd,2013,-2056085292.75007
bgd,2014,-2497421015.99741
bgd,2015,-2771250741.40178
bgd,2016,-2292208318.36861
bgd,2017,-1683653528.90722
bgd,2018,-2402416194.24182
bgd,2019,-1884983625.06933
bgd,2020,-1520504558.52071
bgd,2021,-1344065813.63174
bgr,1980,0
bgr,1981,0
bgr,1982,0
bgr,1983,0
bgr,1984,0
bgr,1985,0
bgr,1986,0
bgr,1987,0
bgr,1988,0
bgr,1989,0
bgr,1990,-4000000
bgr,1991,-55900000
bgr,1992,-41500000
bgr,1993,-40000000
bgr,1994,-105400000
bgr,1995,-98400000
bgr,1996,-137500000
bgr,1997,-506500000
bgr,1998,-537253653.09348
bgr,1999,-801671162.88644
bgr,2000,-998219916.68514
bgr,2001,-803281565.3159
bgr,2002,-876321850.15305
bgr,2003,-2070285897.61502
bgr,2004,-2879178250.31481
bgr,2005,-4004786052.34486
bgr,2006,-7582756075.81876
bgr,2007,-12903082288.9807
bgr,2008,-9179244609.95921
bgr,2009,-3535417639.07974
bgr,2010,-1253650000
bgr,2011,-1611440000
bgr,2012,-1378130000
bgr,2013,-1637500000
bgr,2014,-211260000
bgr,2015,-2098190000
bgr,2016,-661410000
bgr,2017,-1511540000
bgr,2018,-885510000
bgr,2019,-1392120000
bgr,2020,-2407150000
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,-22970508.33555
bhr,1979,-145171539.85045
bhr,1980,418036875.01996
bhr,1981,0
bhr,1982,-28457446.8842
bhr,1983,-64095744.85132
bhr,1984,-140691489.51761
bhr,1985,-101329787.23404
bhr,1986,31914893.61702
bhr,1987,35904255.31915
bhr,1988,-222074468.08511
bhr,1989,-180851063.82979
bhr,1990,207712765.95745
bhr,1991,-569414893.61702
bhr,1992,-815691489.3617
bhr,1993,313829796.27612
bhr,1994,-9574468.97635
bhr,1995,-446662590.64349
bhr,1996,-1743329779.55431
bhr,1997,-281638617.18589
bhr,1998,1369868.84838
bhr,1999,-290386397.09741
bhr,2000,-354009613.61271
bhr,2001,135596788.45603
bhr,2002,-26956705.939
bhr,2003,224654326.55314
bhr,2004,170330179.24935
bhr,2005,86771034.28411
bhr,2006,-1934606676.81138
bhr,2007,-87163578.61177
bhr,2008,-173519631.14021
bhr,2009,-2048638923.12243
bhr,2010,178271544.02177
bhr,2011,112765957.44681
bhr,2012,-1028723404.25532
bhr,2013,-3196063829.78723
bhr,2014,-1913031914.89362
bhr,2015,3126063829.78723
bhr,2016,-1123404255.31915
bhr,2017,-289893617.02128
bhr,2018,1403989361.70213
bhs,1976,-14600000
bhs,1977,-31400000
bhs,1978,1100000
bhs,1979,-9600000
bhs,1980,-4100000
bhs,1981,-34400000
bhs,1982,-2800000
bhs,1983,6000000
bhs,1984,4900000
bhs,1985,30200000
bhs,1986,13200000
bhs,1987,-10800000
bhs,1988,-36700000
bhs,1989,-25000000
bhs,1990,17200000
bhs,1991,0
bhs,1992,0
bhs,1993,-27000000
bhs,1994,-23500000
bhs,1995,-106700000
bhs,1996,-88100000
bhs,1997,-209600000
bhs,1998,-145900000
bhs,1999,-149100000
bhs,2000,-250250000
bhs,2001,-102370000
bhs,2002,-152790000
bhs,2003,-190200000
bhs,2004,-273600000
bhs,2005,-563414700
bhs,2006,-706380000
bhs,2007,-713350000
bhs,2008,-860156197.03
bhs,2009,-663960000
bhs,2010,-871970000
bhs,2011,-666621000
bhs,2012,-526171000
bhs,2013,-382252000
bhs,2014,-251277428.82
bhs,2015,-76075924.75
bhs,2016,-390400036.41
bhs,2017,-304587573.11733
bhs,2018,-491404689.22967
bhs,2019,-369231398.631
bhs,2020,-374764298.15359
bih,1998,-66736468.36043
bih,1999,-176780594.76051
bih,2000,-146075610.87664
bih,2001,-118495219.81302
bih,2002,-267769568.9566
bih,2003,-381784637.39141
bih,2004,-708312302.70407
bih,2005,-607373915.36055
bih,2006,-764131962.54317
bih,2007,-1777373274.55128
bih,2008,-965405030.76002
bih,2009,-231998611.5447
bih,2010,-362660381.87408
bih,2011,-476436501.69144
bih,2012,-332376367.37497
bih,2013,-227032907.49788
bih,2014,-534904935.9926
bih,2015,-288355804.37677
bih,2016,-309306445.24328
bih,2017,-408665669.37347
bih,2018,-582799039.28887
bih,2019,-315126886.03468
bih,2020,-330952147.74246
blr,1993,-17600000
blr,1994,-10500000
blr,1995,-14700000
blr,1996,-104500000
blr,1997,-349500000
blr,1998,-200900000
blr,1999,-443200000
blr,2000,-118600000
blr,2001,-95500000
blr,2002,-453300000
blr,2003,-170300000
blr,2004,-162500000
blr,2005,-304100000
blr,2006,-354100000
blr,2007,-1792100000
blr,2008,-2157300000
blr,2009,-1774200000
blr,2010,-1342800000
blr,2011,-3876900000
blr,2012,-1308100000
blr,2013,-1983900000
blr,2014,-1788600000
blr,2015,-1545700000
blr,2016,-1124000000
blr,2017,-1208500000
blr,2018,-1371300000
blr,2019,-1277100000
blr,2020,-1314600000
blr,2021,-1317868223.31
blz,1984,3700000
blz,1985,-3700000
blz,1986,-4600000
blz,1987,-6850000
blz,1988,-14000000
blz,1989,-18650000
blz,1990,-17200000
blz,1991,-13600000
blz,1992,-15600000
blz,1993,-9200000
blz,1994,-15369500
blz,1995,-21050000
blz,1996,-10915000
blz,1997,-8055000
blz,1998,-13150000
blz,1999,-53579000
blz,2000,-23340762.42667
blz,2001,-61162972.86688
blz,2002,-25386719.66324
blz,2003,11282788.18985
blz,2004,-111431922.35542
blz,2005,-125927475.81206
blz,2006,-108256902.15036
blz,2007,-139387819.29858
blz,2008,-166910700.11958
blz,2009,-108378835.98387
blz,2010,-95328799.7738
blz,2011,-94715507.95173
blz,2012,-193325682.26124
blz,2013,-91563206.3019
blz,2014,-138362416.53291
blz,2015,-58649340.1252
blz,2016,-31014601.3091
blz,2017,-31574436.72509
blz,2018,-121323274.41806
blz,2019,-91791684.73092
blz,2020,-71774621.66936
bmu,2006,200070000
bmu,2007,-512299998.12207
bmu,2008,151362971.85353
bmu,2009,81724155.0382
bmu,2010,-236611007.84935
bmu,2011,-78844721.36465
bmu,2012,192813471.50698
bmu,2013,-4328580.31158
bmu,2014,123143745.41175
bmu,2015,58627864.42545
bmu,2016,168557638.69214
bmu,2017,246547669.3142
bmu,2018,-130444673.75
bmu,2019,-42161389.5
bmu,2020,-487748057.75
bol,1976,8100000
bol,1977,1200000
bol,1978,-11500000
bol,1979,-35000000
bol,1980,-46500000
bol,1981,-75600000
bol,1982,-31000000
bol,1983,-6900000
bol,1984,-7000000
bol,1985,-10000000
bol,1986,-10000000
bol,1987,-36400000
bol,1988,12000000
bol,1989,25400000
bol,1990,-26100000
bol,1991,-50000000
bol,1992,-91100000
bol,1993,-121800000
bol,1994,-128000000
bol,1995,-390700000
bol,1996,-472000000
bol,1997,-728200000
bol,1998,-946500000
bol,1999,-1007700000
bol,2000,-733550000
bol,2001,-703176000
bol,2002,-673943000
bol,2003,-194620000
bol,2004,-62630000
bol,2005,241620000
bol,2006,-277763457
bol,2007,-363294241.5383
bol,2008,-509335605.23714
bol,2009,-420040000
bol,2010,-650803350.54835
bol,2011,-858666303.6736
bol,2012,-1059965390.78481
bol,2013,-1749612614.39791
bol,2014,-689679405.95848
bol,2015,-556430243.09345
bol,2016,-246499489.90311
bol,2017,-632781025.02088
bol,2018,-386834085.22041
bol,2019,264951155.79539
bol,2020,1014235365.52063
bra,1975,-1190000000
bra,1976,-1372000000
bra,1977,-1687000000
bra,1978,-1882000000
bra,1979,-2223000000
bra,1980,-1544000000
bra,1981,-2313000000
bra,1982,-2534000000
bra,1983,-1422000000
bra,1984,-1552000000
bra,1985,-1360000000
bra,1986,-202000000
bra,1987,-1031000000
bra,1988,-2629000000
bra,1989,-608000000
bra,1990,-324000000
bra,1991,-89000000
bra,1992,-1924000000
bra,1993,-801000000
bra,1994,-2035000000
bra,1995,-3475000000
bra,1996,-11667000000
bra,1997,-17877370310.6468
bra,1998,-26001596916.42
bra,1999,-26888017614.9902
bra,2000,-30497652699.75
bra,2001,-24714939372.251
bra,2002,-14108096193.114
bra,2003,-9894224670.99009
bra,2004,-8338896459.75335
bra,2005,-12549590734.979
bra,2006,9380283047.0622
bra,2007,-27518241273.2648
bra,2008,-24601090273.6125
bra,2009,-36032805800
bra,2010,-55626921872.6
bra,2011,-86360111204.53998
bra,2012,-90485123670.42999
bra,2013,-59567525424.58
bra,2014,-67107129352.1
bra,2015,-61604176364.71
bra,2016,-59601145882.35
bra,2017,-47544978339.99
bra,2018,-76138154756.02998
bra,2019,-46354807251.47
bra,2020,-41253539809.01
bra,2021,-27284590120.78
brb,1967,-7012258.12058
brb,1968,-7593999.9962
brb,1969,-7174499.99641
brb,1970,-8468499.99577
brb,1971,-14795358.16505
brb,1972,-17370184.2839
brb,1973,-4813649.00979
brb,1974,-2269593.72933
brb,1975,-3702572.52702
brb,1976,-6178000
brb,1977,-4666000
brb,1978,-9385000
brb,1979,-30117000
brb,1980,-28700000
brb,1981,-36100000
brb,1982,-34650000
brb,1983,-14750000
brb,1984,-34500000
brb,1985,-2600000
brb,1986,-5000000
brb,1987,-4650000
brb,1988,-25029409.31
brb,1989,-5732963.92
brb,1990,-9813282.795
brb,1991,-6124921.25
brb,1992,-13600000
brb,1993,-6802113.87
brb,1994,-11850000
brb,1995,-60503750.15
brb,1996,-12286484.06
brb,1997,-27003499.05
brb,1998,-28210482.23
brb,1999,-46239505.12
brb,2000,-50864443.905
brb,2001,-65922410.94
brb,2002,-203366753.8
brb,2003,-159668788.595
brb,2004,-174772215.66
brb,2005,-233184407.8093
brb,2006,-297819584.545
brb,2007,-394165815.255
brb,2008,-541690637.64
brb,2009,-228177862.925
brb,2010,-101210228.225
brb,2011,100659085.815
brb,2012,-488140795.60315
brb,2013,-77793292.94393
brb,2014,-821282678.45275
brb,2015,-366328937.70415
brb,2016,-463025654.16514
brn,2001,-60694643.65678
brn,2002,-229671955.6754
brn,2003,-123820911.14643
brn,2004,-71630911.72737
brn,2005,-175068516.56281
brn,2006,-70382447.53969
brn,2007,-257635717.48831
brn,2008,-222184549.48917
brn,2009,-325586827.78663
brn,2010,-479520595.7605
brn,2011,-703751750.57784
brn,2012,-859107110.35866
brn,2013,-778412341.07849
brn,2014,-573906641.32634
brn,2015,-171289167.82399
brn,2016,150550827.31031
brn,2017,-467927550.31657
brn,2018,-516202620.62975
brn,2019,-373256767.2463
brn,2020,-565542275.42933
btn,2006,-6122702.14271
btn,2007,-73855769.76488
btn,2008,-3144001.0195
btn,2009,-18299707.2344
btn,2010,-75274009.02831
btn,2011,-31141614.86014
btn,2012,-24380673.57339
btn,2013,-20433631.06504
btn,2014,-23534931.75198
btn,2015,-6450953.84974
btn,2016,-11884162.34851
btn,2017,16553759.95255
btn,2018,-2649454.31118
btn,2019,-13011377.28573
btn,2020,2786960.89013
bwa,1975,38268702.24678
bwa,1976,-11155002.80158
bwa,1977,-11995824.04224
bwa,1978,-40813517.29299
bwa,1979,-127851715.07127
bwa,1980,-109234777.71461
bwa,1981,-88558151.49924
bwa,1982,-21074900.89461
bwa,1983,-25070063.24878
bwa,1984,-62385754.50255
bwa,1985,-52140091.46225
bwa,1986,-70404390.65748
bwa,1987,-113583514.2096
bwa,1988,-39921524.12723
bwa,1989,-42186013.02059
bwa,1990,-88526215.88052
bwa,1991,16719788.54579
bwa,1992,11423289.76525
bwa,1993,296441505.11231
bwa,1994,23615780.92899
bwa,1995,-29507179.5994
bwa,1996,-72235497.49864
bwa,1997,-96006497.27135
bwa,1998,-91820638.54156
bwa,1999,-35161354.34141
bwa,2000,-54918606.03754
bwa,2001,348970654.94957
bwa,2002,-365114185.43857
bwa,2003,-211973062.15907
bwa,2004,-429642225.61517
bwa,2005,-363607719.74398
bwa,2006,-437105003.17308
bwa,2007,-462989971.61779
bwa,2008,-612317045.16109
bwa,2009,-200878584.29078
bwa,2010,-217483477.37769
bwa,2011,-302916735.47359
bwa,2012,-138128417.22264
bwa,2013,17496214.02186
bwa,2014,-403817441.87907
bwa,2015,-195308867.00206
bwa,2016,27171118.15304
bwa,2017,-261440939.24764
bwa,2018,-203876266.43203
bwa,2019,-113402014.69214
bwa,2020,-96993446.3293
caf,1977,2934715.5643
caf,1978,-7422807.44787
caf,1979,-22428371.20098
caf,1980,-5343631.08529
caf,1981,-5781443.35245
caf,1982,-8809935.83117
caf,1983,-4025548.99934
caf,1984,-4897510.82328
caf,1985,-2388356.23912
caf,1986,-6895637.57213
caf,1987,-9326652.23027
caf,1988,8591624.3184
caf,1989,2526580.03348
caf,1990,3092577.65694
caf,1991,8376257.10755
caf,1992,16532435.03422
caf,1993,15298631.64705
caf,1994,3602275.00893
can,1960,-640621218.74353
can,1961,-639517888.2831
can,1962,-645713817.34566
can,1963,-466340464.13605
can,1964,-318267102.72231
can,1965,-1011075309.5949
can,1966,-1207977810.93202
can,1967,-1211663928.64768
can,1968,-1012517432.61362
can,1969,-1199987249.55169
can,1970,-896964280.77605
can,1971,-1815306869.41381
can,1972,-2030697593.73357
can,1973,-2018654189.84482
can,1974,-2366551996.7687
can,1975,-2136728996.4899
can,1976,-1448131764.90427
can,1977,-1740950704.54218
can,1978,-1462953096.18184
can,1979,-1479180378.0873
can,1980,-1719851090.11004
can,1981,4881869417.33632
can,1982,2281061697.76878
can,1983,629011721.26374
can,1984,-1090877860.16392
can,1985,2507671552.83406
can,1986,655376615.26596
can,1987,-994078844.82189
can,1988,149516835.75042
can,1989,-756426909.08268
can,1990,-2351322579.60475
can,1991,2962324151.88571
can,1992,-1229978110.06882
can,1993,962554678.56288
can,1994,1079642881.10374
can,1995,2170895576.05244
can,1996,3471751714.69391
can,1997,11546289244.7879
can,1998,11369485481.8881
can,1999,-7526468527.1575
can,2000,-21653038993.6265
can,2001,8440763882.98875
can,2002,4749229277.95075
can,2003,16417567996.3288
can,2004,43370579702.622
can,2005,1727389338.84794
can,2006,-13950022417.3474
can,2007,-55310207533.9084
can,2008,18568974469.1936
can,2009,16787996095.9599
can,2010,6626667134.17278
can,2011,11756393310.4902
can,2012,12879466785.8116
can,2013,-12563236012.7314
can,2014,805191688.44975
can,2015,23927632715.3373
can,2016,33404095512.7527
can,2017,52829985894.7131
can,2018,20156533320.49229
can,2019,29257678021.88869
can,2020,23608980223.1271
can,2021,30271673753.1843
che,1983,-150537719.84803
che,1984,362176463.57215
che,1985,3305489138.72921
che,1986,-662065131.85362
che,1987,-1046813789.86604
che,1988,8289482676.14296
che,1989,6698840105.75057
che,1990,-14829123.15011
che,1991,2616612137.44849
che,1992,4625953058.49851
che,1993,6441318790.39443
che,1994,7066061998.58521
che,1995,7130841325.67232
che,1996,11779030913.9894
che,1997,10425666422.6347
che,1998,9118277452.69987
che,1999,20829388976.398
che,2000,24225049060.557
che,2001,8983502887.71107
che,2002,1799191574.95726
che,2003,-1796820863.37786
che,2004,24211612621.7696
che,2005,51368902312.46529
che,2006,31562716792.0808
che,2007,18590543853.6328
che,2008,27293189256.4299
che,2009,-2954454436.52639
che,2010,56434469499.3967
che,2011,22567340471.3326
che,2012,14355288726.9079
che,2013,37473010545.2364
che,2014,-9548642226.03824
che,2015,7382490805.01529
che,2016,16345609441.2035
che,2017,-88905787009.05049
che,2018,127205288164.953
