geo,time,bn_klt_dinv_cd
che,2019,49927156136.81249
che,2020,124077705169.437
chl,1975,-50000000
chl,1976,1000000
chl,1977,-16000000
chl,1978,-177000000
chl,1979,-233000000
chl,1980,-213000000
chl,1981,-383000000
chl,1982,-401000000
chl,1983,-135000000
chl,1984,-67000000
chl,1985,-142600000
chl,1986,-313000000
chl,1987,-885000000
chl,1988,-952300000
chl,1989,-1276700000
chl,1990,-653700000
chl,1991,-697400000
chl,1992,-538300000
chl,1993,-600100000
chl,1994,-1671400000
chl,1995,-2205000000
chl,1996,-3681163776.53
chl,1997,-3808707176.91221
chl,1998,-3144336714.41022
chl,1999,-6203092230.47737
chl,2000,-873370518.19789
chl,2001,-2590031012.62755
chl,2002,-2206769652.97625
chl,2003,-2317376775.8889
chl,2004,-4652657204.61328
chl,2005,-5327059944.69972
chl,2006,-5374273035.9017
chl,2007,-8623204102.19681
chl,2008,-9321755961.35028
chl,2009,-6622247091.58977
chl,2010,-6558972711.96496
chl,2011,-5312996609.67102
chl,2012,-10812115188.7462
chl,2013,-12322101485.8541
chl,2014,-10757753067.3302
chl,2015,-4948067531.42538
chl,2016,-3836168963.57003
chl,2017,-2604278543.45808
chl,2018,-6450385411.47594
chl,2019,-3247162004.81808
chl,2020,3196844020.59294
chn,1982,-386000000
chn,1983,-543000000
chn,1984,-1124000000
chn,1985,-1030000000
chn,1986,-1425000000
chn,1987,-1669000000
chn,1988,-2344000000
chn,1989,-2613000000
chn,1990,-2657000000
chn,1991,-3453000000
chn,1992,-7156000000
chn,1993,-23115000000
chn,1994,-31787000000
chn,1995,-33849200000
chn,1996,-38066000000
chn,1997,-41674000000
chn,1998,-41117000000
chn,1999,-36978000000
chn,2000,-37483300000
chn,2001,-37357000000
chn,2002,-46789569178.7806
chn,2003,-49444853743.8231
chn,2004,-60144670467.5079
chn,2005,-90379127564.2216
chn,2006,-100149837150.968
chn,2007,-139094535501.61301
chn,2008,-114792373681.871
chn,2009,-87167067369.5
chn,2010,-185749835191.82101
chn,2011,-231651578090.28696
chn,2012,-176250481637.42001
chn,2013,-217957551783.694
chn,2014,-144967626758.57501
chn,2015,-68098649764.7788
chn,2016,41674876169.524
chn,2017,-27790987919.5091
chn,2018,-92338473352.48039
chn,2019,-50259822364.755
chn,2020,-102553890920.679
civ,2005,-312045282.01536
civ,2006,-319148259.46841
civ,2007,-427341486.26985
civ,2008,-447953592.80461
civ,2009,-388146263.72439
civ,2010,-314374838.45116
civ,2011,-286680746.83592
civ,2012,-315954669.89615
civ,2013,-413993564.51464
civ,2014,-423138062.68508
civ,2015,-480000380.5208
civ,2016,-549220091.28345
civ,2017,-298983969.65716
civ,2018,-475678494.30876
civ,2019,-739662847.65374
civ,2020,-711587318.04993
cmr,1977,-4314561.0238
cmr,1978,-33679603.94257
cmr,1979,-64262384.05312
cmr,1980,-138063524.14338
cmr,1981,-135759035.81926
cmr,1982,-107149513.166
cmr,1983,-208599015.6175
cmr,1984,-7552236.31627
cmr,1985,-305678436.45762
cmr,1986,106408812.61847
cmr,1987,-104379978.75977
cmr,1988,-63723731.75584
cmr,1989,111815272.69748
cmr,1990,127926935.61914
cmr,1991,36014715.28259
cmr,1992,3853538.33065
cmr,1993,16986707.80755
cmr,1994,9401937.7733
cmr,1995,-6691396.43978
cmr,1996,-93220747.62619
cmr,1997,-82233713.59452
cmr,1998,-191090195.6057
cmr,1999,3833472.2415
cmr,2000,-149497898.40971
cmr,2001,-38108530.72974
cmr,2002,-637873235.07564
cmr,2003,-328516719.34019
cmr,2004,-76715498.4521
cmr,2005,-257278043.573
cmr,2006,-64434052.2285
cmr,2007,-197297006.78132
cmr,2008,-23210760.17559
cmr,2009,-812346039.80985
cmr,2010,-35285372.79629
cmr,2011,-466172181.75406
cmr,2012,-809675581.05645
cmr,2013,-704967129.32134
cmr,2014,-737641707.7028
cmr,2015,-638519165.44977
cmr,2016,-702817614.104
cmr,2017,-792575629.55571
cmr,2018,-657154350.07766
cmr,2019,-898870738.3679
cmr,2020,-590771937.99101
cod,2005,-166600000
cod,2006,-237700000
cod,2007,-1793700000
cod,2008,-1672700000
cod,2009,278000000
cod,2010,-2735100000
cod,2011,-1596024303.85686
cod,2012,-2891607809.09542
cod,2013,-1697585830.80626
cod,2014,-1499572152.49797
cod,2015,-1165720010.30767
cod,2016,-932374669.38091
cod,2017,-1047979482.55526
cod,2018,-1407563588.42423
cod,2019,-1350994226.20535
cod,2020,-1498084807.8648
cog,1978,-4050415.52678
cog,1979,-16481632.66205
cog,1980,-40032269.01627
cog,1981,-30842951.45571
cog,1982,-35349296.93088
cog,1983,-56079518.98032
cog,1984,-34948545.69265
cog,1985,-12689672.80452
cog,1986,-22439698.31365
cog,1987,-43448956.41202
cog,1988,-9095236.52932
cog,1989,0
cog,1990,0
cog,1991,0
cog,1992,0
cog,1993,0
cog,1994,0
cog,1995,-123400168.77501
cog,1996,-72970037.46051
cog,1997,-75674692.02968
cog,1998,-40913513.68119
cog,1999,-518899545.91262
cog,2000,-162058770.97834
cog,2001,-71341409.07417
cog,2002,-326982578.49853
cog,2003,-321403818.17422
cog,2004,13061136.49014
cog,2005,-513585519.19632
cog,2006,-1487693084.45891
cog,2007,-1467629357.08273
cog,2008,-2031878788.15888
cog,2009,-1273827749.29445
cog,2010,-928435966.0784
cog,2011,-198458836.52879
cog,2012,289698606.79139
cog,2013,-595923361.84209
cog,2014,-1637972305.05937
cog,2015,-3728906647.19177
cog,2016,1146360259.27412
col,1968,-47999999.99977
col,1969,-49999999.99979
col,1970,-38999999.99979
col,1971,-40119199.99954
col,1972,-17371360
col,1973,-22650470
col,1974,-34876559.99969
col,1975,-33068850
col,1976,-14000000
col,1977,-43000000
col,1978,-66000000
col,1979,-103000000
col,1980,-51137699.99976
col,1981,-228000000
col,1982,-337000000
col,1983,-513721000.00098
col,1984,-561000000
col,1985,-1016000000
col,1986,-642000000
col,1987,-293000000
col,1988,-159000000
col,1989,-547000000
col,1990,-484000000
col,1991,-432600000
col,1992,-678700000
col,1993,-719100000
col,1994,-1297534871.73581
col,1995,-712167877.24733
col,1996,-2783749312.91669
col,1997,-4752800340.80769
col,1998,-2032828029.52251
col,1999,-1392371103.20589
col,2000,-2111113395.47856
col,2001,-2525823161.31739
col,2002,-1276872386.04946
col,2003,-782806305.18813
col,2004,-2923186786.59058
col,2005,-5439905871.07756
col,2006,-5482868608.50877
col,2007,-7606968006.77293
col,2008,-7479031427.79273
col,2009,-4530088274.11445
col,2010,-947330831.29413
col,2011,-6227223173.70956
col,2012,-15646181231.6814
col,2013,-8558338412.8316
col,2014,-12269760180.6997
col,2015,-7402796209.71045
col,2016,-9340585800.77668
col,2017,-10011316370.6558
col,2018,-6172375052.87628
col,2019,-10835657539.6744
col,2020,-5802592500.84427
col,2021,-6040632935.85778
com,1980,0
com,1981,0
com,1982,0
com,1983,0
com,1984,0
com,1985,0
com,1986,0
com,1987,-7546566.71701
com,1988,-3767051.2595
com,1989,-3266400.37765
com,1990,708874.75731
com,1991,-2506163.33401
com,1992,1446978.12498
com,1993,-190704.7806
com,1994,-177714.23999
com,1995,-889525.0177
com,2003,-793243.73456
com,2004,-672560.37864
com,2005,-558865.80003
com,2006,-778420.21388
com,2007,-7691947.28916
com,2008,-4650574.15691
com,2009,-13839598.16779
com,2010,-8350406.72212
com,2011,-23118440.5402
com,2012,-10375197.46147
com,2014,-4684558.67518
com,2015,-4936699.51044
com,2016,-3569823.72997
com,2017,-3919473.02501
com,2018,-5672348.12858
com,2019,-4300803.96632
com,2020,-3873524.3916
cpv,1977,0
cpv,1978,0
cpv,1979,0
cpv,1980,0
cpv,1981,0
cpv,1982,0
cpv,1983,0
cpv,1984,0
cpv,1985,0
cpv,1986,8734.1784
cpv,1987,-2786140.59499
cpv,1988,-413917.50789
cpv,1989,595423.71414
cpv,1990,64114.15842
cpv,1991,-1199579.88097
cpv,1992,753334.61568
cpv,1993,-2979859.99482
cpv,1994,-1713256.46949
cpv,1995,-25606826.85635
cpv,1996,-28264542.26102
cpv,1997,-11526812.86445
cpv,1998,-9039816.27501
cpv,1999,-53518854.53447
cpv,2000,-32806136.10531
cpv,2001,-8589641.54978
cpv,2002,-14788930.76292
cpv,2003,-38368774.62601
cpv,2004,-67638273.80339
cpv,2005,-80505350.09522
cpv,2006,-131787738.91907
cpv,2007,-191413321.24861
cpv,2008,-213735822.38078
cpv,2009,-124107059.53353
cpv,2010,-116158763.72094
cpv,2011,-100837552.81397
cpv,2012,-116951430.54592
cpv,2013,-56525170.52168
cpv,2014,-168140528.7575
cpv,2015,-111989153.50798
cpv,2016,-118483738.41659
cpv,2017,-95827683.64128
cpv,2018,-92458058.71692
cpv,2019,-93735107.7287
cpv,2020,-62683306.78126
cri,1977,-62500000
cri,1978,-47000000
cri,1979,-42400000
cri,1980,-48100000
cri,1981,-66200000
cri,1982,-26500000
cri,1983,-55300000
cri,1984,-52000000
cri,1985,-65200000
cri,1986,-57400000
cri,1987,-75800000
cri,1988,-121300000
cri,1989,-95300000
cri,1990,-160400000
cri,1991,-172800000
cri,1992,-221600000
cri,1993,-244400000
cri,1994,-292900000
cri,1995,-331400000
cri,1996,-421260000
cri,1997,-403760000
cri,1998,-608260000
cri,1999,-614465630
cri,2000,-616036841.10249
cri,2001,-553421869.70526
cri,2002,-590835689.59325
cri,2003,-622098560.04528
cri,2004,-877263569.93836
cri,2005,-1379189636.06518
cri,2006,-1582059954.75875
cri,2007,-1811870260.72735
cri,2008,-2239506641.0038
cri,2009,-1340318000.25958
cri,2010,-1589209907.72051
cri,2011,-2328216841.49814
cri,2012,-1802734886.36724
cri,2013,-2401451080.39294
cri,2014,-2817739362.28513
cri,2015,-2541308963.6613
cri,2016,-2127035024.21393
cri,2017,-2652093384.4053
cri,2018,-2433790810.79928
cri,2019,-2695142885.44097
cri,2020,-1644265639.48233
cym,2016,-2725340002.86855
cym,2017,-2528550861.74073
cym,2018,1252840638.74218
cym,2019,-1653410248.69123
cyp,1976,-32399852.81251
cyp,1977,-41409229.3606
cyp,1978,-57026191.22983
cyp,1979,-70533030.87694
cyp,1980,-84973393.78521
cyp,1981,-78304678.27243
cyp,1982,-71520842.97231
cyp,1983,-68357791.4423
cyp,1984,-52686514.24613
cyp,1985,-57790982.20002
cyp,1986,-46319251.90548
cyp,1987,-49678174.4622
cyp,1988,-61504986.2971
cyp,1989,-68941128.62288
cyp,1990,-122031108.47288
cyp,1991,-67179339.7692
cyp,1992,-92759718.40641
cyp,1993,-71169345.17836
cyp,1994,-69078873.85182
cyp,1995,-227443442.13952
cyp,1996,-198579811.23123
cyp,1997,-518603880.02273
cyp,1998,-274663024.72824
cyp,1999,-630475602.85497
cyp,2000,-682782317.32199
cyp,2001,-695603159.83198
cyp,2002,-555395904.14522
cyp,2003,-318466588.37789
cyp,2004,-407122787.84528
cyp,2005,-614353041.30245
cyp,2006,-974111242.93848
cyp,2007,-1032003154.49467
cyp,2008,2072036810.46184
cyp,2009,-2995359578.23189
cyp,2010,681922528.27708
cyp,2011,6927315537.10676
cyp,2012,5274931527.63793
cyp,2013,3885092659.02565
cyp,2014,14314297362.8819
cyp,2015,15284627940.8199
cyp,2016,-2086206013.3524
cyp,2017,-578113093.99649
cyp,2018,-6432932084.95542
cyp,2019,123921125.35826
cyp,2020,-4470212118.5816
cze,1993,-564357920.25433
cze,1994,-761909277.27869
cze,1995,-2530950304.11482
cze,1996,-1280582848.30646
cze,1997,-1258834973.62446
cze,1998,-3574817996.37713
cze,1999,-6222615310.50356
cze,2000,-4944400745.08804
cze,2001,-5476031435.08422
cze,2002,-8285212458.94275
cze,2003,-1813296003.76823
cze,2004,-3940285580.8331
cze,2005,-11628846667.3047
cze,2006,-4042665553.77182
cze,2007,-8963737208.91151
cze,2008,-2257634943.81369
cze,2009,-1951523283.4102
cze,2010,-4918465928.19759
cze,2011,-2592551185.93328
cze,2012,-6180626419.76952
cze,2013,379979406.46538
cze,2014,-4014531794.05128
cze,2015,2026234172.19674
cze,2016,-7711369348.17033
cze,2017,-1834383759.13018
cze,2018,-2244655309.3198
cze,2019,-5975777816.22998
cze,2020,-3152164638.45081
deu,1971,96932867.61682
deu,1972,-92717507.50971
deu,1973,-138757334.35927
deu,1974,-54769412.24955
deu,1975,1490736256.51418
deu,1976,1287619730.30736
deu,1977,1457079065.39375
deu,1978,2336498531.30119
deu,1979,3282971188.73945
deu,1980,4347667647.37099
deu,1981,4182452427.62375
deu,1982,2259195165.66277
deu,1983,1945566942.26002
deu,1984,4135994596.6129
deu,1985,4964708240.98673
deu,1986,8205604897.38976
deu,1987,6640908620.16013
deu,1988,13468590800.4126
deu,1989,8162668022.83404
deu,1990,21480192634.5027
deu,1991,18555313746.7867
deu,1992,21230462203.3534
deu,1993,17161584360.8288
deu,1994,12339100060.4567
deu,1995,27778316539.4094
deu,1996,44977189363.3576
deu,1997,30890591110.2312
deu,1998,67478470728.333
deu,1999,53364279142.9305
deu,2000,-149835377773.513
deu,2001,13294434782.629
deu,2002,-34067396991.4991
deu,2003,-26100676287.2331
deu,2004,29478097771.35649
deu,2005,29088956904.3785
deu,2006,60529918995.1491
deu,2007,89805058431.67569
deu,2008,67071495031.35529
deu,2009,43037329587.0528
deu,2010,60605522285.2814
deu,2011,10373148758.4483
deu,2012,33639173474.0944
deu,2013,26093621454.5201
deu,2014,88016024510.60001
deu,2015,68432791650.468
deu,2016,47095181676.84609
deu,2017,36296922215.93751
deu,2018,28139591762.52769
deu,2019,85529089839.06918
deu,2020,-1131356718.2392
dji,1991,-2290106.40273
dji,1992,-2290106.40273
dji,1993,-1423579.65575
dji,1994,-1423579.65575
dji,1995,-3218527.91735
dji,1996,-3263542.29382
dji,1997,-3100365.17913
dji,1998,-3173513.54089
dji,1999,-3212901.1203
dji,2000,-3286049.48205
dji,2001,-3392958.62616
dji,2002,-3432346.20557
dji,2003,-14224542.96341
dji,2004,-38543559.84943
dji,2005,-22203341.19209
dji,2006,-108287709.38719
dji,2007,-195351140.27042
dji,2008,-227654582.18218
dji,2009,-96859684.56176
dji,2010,-36501032.51726
dji,2011,-79000230.69868
dji,2012,-109998255.69291
dji,2013,-286004467.67686
dji,2014,-152998238.81252
dji,2015,-143832186.40453
dji,2016,-159997974.35306
dji,2017,-164929861.97467
dji,2018,-170000000
dji,2019,-174999015.31051
dji,2020,-158230011
dma,1976,0
dma,1977,0
dma,1978,0
dma,1979,0
dma,1980,0
dma,1981,0
dma,1982,-200000
dma,1983,-200000
dma,1984,-2300000
dma,1985,-3000000
dma,1986,-5185185.18519
dma,1987,-13518518.51852
dma,1988,-11925925.92593
dma,1989,-17196296.2963
dma,1990,-12888888.88889
dma,1991,-15222222.22222
dma,1992,-20411111.11111
dma,1993,-13200000
dma,1994,-22600000
dma,1995,-54092592.59259
dma,1996,-17800000
dma,1997,-21114814.81481
dma,1998,-6511111.11111
dma,1999,-17955555.55556
dma,2000,-17596296.2963
dma,2001,-17115925.92593
dma,2002,-20110637.03704
dma,2003,-31472140.74074
dma,2004,-26173948.14815
dma,2005,-19235559.25926
dma,2006,-25907525.92593
dma,2007,-40486774.81481
dma,2008,-56548262.96296
dma,2009,-42420685.55556
dma,2010,-24341705.18519
dma,2011,-14192972.59259
dma,2012,-23152398.14815
dma,2013,-17915757.40741
dma,2014,-14099949.84021
dma,2015,-18664593.24963
dma,2016,-41382233.84796
dma,2017,-23740834.3234
dma,2018,-78227491.58434
dma,2019,-62988085.89279
dma,2020,-22366502.83095
dnk,1975,-188130316.36346
dnk,1976,253836633.82264
dnk,1977,85468875.74952
dnk,1978,-56244534.97235
dnk,1979,-56530249.15378
dnk,1980,91531366.73544
dnk,1981,39337843.07549
dnk,1982,-52129123.105
dnk,1983,89989564.9392
dnk,1984,304220856.87376
dnk,1985,195332876.45075
dnk,1986,491187634.00653
dnk,1987,533958766.68014
dnk,1988,217148593.73471
dnk,1989,976234561.49676
dnk,1990,350087608.51962
dnk,1991,299472545.75016
dnk,1992,1218666434.38801
dnk,1993,-339770298.9609
dnk,1994,-844397585.84122
dnk,1995,-1170753335.57635
dnk,1996,1737018526.91019
dnk,1997,1563129426.81748
dnk,1998,-2460063169.39408
dnk,1999,971169201.2825
dnk,2000,-7632079641.61947
dnk,2001,3867132763.20568
dnk,2002,-1781036187.82995
dnk,2003,-328531910.087
dnk,2004,-1125764967.30702
dnk,2005,4121372123.38959
dnk,2006,5614230182.28368
dnk,2007,5522777657.56807
dnk,2008,16554672837.7737
dnk,2009,2390253594.47888
dnk,2010,11194035263.6238
dnk,2011,-435906393.00507
dnk,2012,5411285380.97363
dnk,2013,6327998758.53024
dnk,2014,3342265730.4483
dnk,2015,5406579386.6534
dnk,2016,10187621831.3192
dnk,2017,5836604485.42798
dnk,2018,-2041425450.86105
dnk,2019,10135346257.0541
dnk,2020,7503622093.27734
dom,1968,-23000000
dom,1969,-40900000
dom,1970,-71600000
dom,1971,-65000000
dom,1972,-43500000
dom,1973,-34500000
dom,1974,-53600000
dom,1975,-63900000
dom,1976,-60000000
dom,1977,-71500000
dom,1978,-63600000
dom,1979,-17100000
dom,1980,-92700000
dom,1981,-79700000
dom,1982,1400000
dom,1983,-48200000
dom,1984,-68500000
dom,1985,-36200000
dom,1986,-50000000
dom,1987,-89000000
dom,1988,-106100000
dom,1989,-110000000
dom,1990,-132800000
dom,1991,-145000000
dom,1992,-179700000
dom,1993,-189300000
dom,1994,-206800000
dom,1995,-414300000
dom,1996,-96500000
dom,1997,-420600000
dom,1998,-699800000
dom,1999,-1337800000
dom,2000,-952900000
dom,2001,-1079100000
dom,2002,-916800000
dom,2003,-612990000
dom,2004,-909040000
dom,2005,-1122700000
dom,2006,-1084600000
dom,2007,-1667400000
dom,2008,-2870000000
dom,2009,-2165400000
dom,2010,-2023700000
dom,2011,-2276700000
dom,2012,-3142400000
dom,2013,-1990500000
dom,2014,-2208500000
dom,2015,-2204900000
dom,2016,-2406700000
dom,2017,-3570700000
dom,2018,-2535300000
dom,2019,-3021000000
dom,2020,-2554300000
dza,1977,-172906145.6052
dza,1978,-134900022.72748
dza,1979,-10121282.37775
dza,1980,-315052964.94158
dza,1981,1390237.82753
dza,1982,64892761.82176
dza,1983,14199799.53521
dza,1984,13846038.07776
dza,1985,1988941.48534
dza,1986,-10633056.75571
dza,1987,11340810.24934
dza,1988,-8115282.09059
dza,1989,-3942928.30333
dza,1990,4353889.33492
dza,1991,38651265.70715
dza,2005,-1100999999.99995
dza,2006,-1762000000.00007
dza,2007,-1539745127.74472
dza,2008,-2320754663.57849
dza,2009,-2532507565.45895
dza,2010,-2081136054.38595
dza,2011,-2037319357.9126
dza,2012,-1541844615.21892
dza,2013,-1963635049.70214
dza,2014,-1520777119.23079
dza,2015,638915215.34559
dza,2016,-1591723072.05371
dza,2017,-1238809875.76889
dza,2018,-619904539.9361
dza,2019,-1350051614.14718
dza,2020,-1111241668.35736
ecu,1976,19900000
ecu,1977,-34500000
ecu,1978,-48600000
ecu,1979,-63400000
ecu,1980,-70000000
ecu,1981,-60000000
ecu,1982,-40000000
ecu,1983,-50000000
ecu,1984,-50000000
ecu,1985,-62000000
ecu,1986,-81000000
ecu,1987,-123000000
ecu,1988,-155000000
ecu,1989,-160000000
ecu,1990,-126000000
ecu,1991,-160000000
ecu,1992,-178000000
ecu,1993,-473720000
ecu,1994,-576330000
ecu,1995,-452480000
ecu,1996,-499680000
ecu,1997,-723950000
ecu,1998,-869980000
ecu,1999,-648410000
ecu,2000,23439367.914
ecu,2001,-538568575.17
ecu,2002,-783261009.55
ecu,2003,-871513414.02362
ecu,2004,-836939593.89564
ecu,2005,-493413835.54564
ecu,2006,-271428852.53
ecu,2007,-193872526.93
ecu,2008,-1057404020.15482
ecu,2009,-308629890.109
ecu,2010,-165893320.36364
ecu,2011,-646084358.6879
ecu,2012,-567417300.85638
ecu,2013,-727081206.26342
ecu,2014,-772389946.09112
ecu,2015,-1322701337.30748
ecu,2016,-764048868.12224
ecu,2017,-629512412.2592
ecu,2018,-1388456763.14022
ecu,2019,-973915496.24303
ecu,2020,-1150241900.76401
egy,1977,-97622059.76827
egy,1978,-298488392.17104
egy,1979,-1211142858.87307
egy,1980,-541285715.06898
egy,1981,-746571429.64653
egy,1982,-285571428.99082
egy,1983,-471000000.7
egy,1984,-713142857.57687
egy,1985,-1174571428.57143
egy,1986,-1211428571.42857
egy,1987,-928714285.71429
egy,1988,-1178000000
egy,1989,-1227545454.54546
egy,1990,-722000000
egy,1991,-191000000
egy,1992,-455000000
egy,1993,-493000000
egy,1994,-1213000000
egy,1995,-505000000
egy,1996,-631000000
egy,1997,-761350000
egy,1998,-1031000000
egy,1999,-1027800000
egy,2000,-1184000000
egy,2001,-497500000
egy,2002,-619100000
egy,2003,-216700000
egy,2004,-1094400000
egy,2005,-5283600000
egy,2006,-9894400000
egy,2007,-10913300000
egy,2008,-7574400000
egy,2009,-6140400000
egy,2010,-5210100000
egy,2011,1108200000
egy,2012,-2586600000
egy,2013,-3891200000
egy,2014,-4359500000
egy,2015,-6743500000
egy,2016,-7900200000
egy,2017,-7209700000
egy,2018,-7817811000
egy,2019,-8605068000
egy,2020,-5525300000
eri,1996,-36669547.22312
eri,1997,-40797036.64543
eri,1998,-148518255.35433
eri,1999,-83222078.14319
eri,2000,-27875536.94158
esp,1975,-512692421.60557
esp,1976,-284957984.06945
esp,1977,-492183544.44672
esp,1978,-1076400592.26457
esp,1979,-1263982458.59128
esp,1980,-1181923855.23927
esp,1981,-1435580283.28161
esp,1982,-1271590058.23535
esp,1983,-1379226621.31293
esp,1984,-1523434735.62437
esp,1985,-1717597791.71646
esp,1986,-3073017463.95035
esp,1987,-3825367266.83161
esp,1988,-5785865278.01213
esp,1989,-6954989892.74258
esp,1990,-10461380779.9511
esp,1991,-8050716405.26376
esp,1992,-11084168590.2869
esp,1993,-6493497172.62922
esp,1994,-5165201241.96687
esp,1995,-3367731079.02619
esp,1996,-2560464076.91287
esp,1997,5369816741.37515
esp,1998,6088931053.83988
esp,1999,25505125987.8389
esp,2000,18579389802.5491
esp,2001,4736232605.13809
esp,2002,-6363009858.30832
esp,2003,3088946146.9394
esp,2004,36894546042.4964
esp,2005,18068696192.2632
esp,2006,71487814518.3474
esp,2007,78246772448.67551
esp,2008,1691416116.91261
esp,2009,6148530893.84228
esp,2010,1231202628.71563
esp,2011,18152678384.2464
esp,2012,-23366093922.8009
esp,2013,-14263389021.5768
esp,2014,12972045515.7736
esp,2015,33299356666.0441
esp,2016,12384254171.6048
esp,2017,14575952991.2939
esp,2018,-20511155392.2345
esp,2019,7403292203.35499
esp,2020,22345527535.5547
est,1992,-80399561.21448
est,1993,-156055362.03069
est,1994,-212061383.85135
est,1995,-198991508.08652
est,1996,-110201926.902
est,1997,-129637920.98661
est,1998,-574232846.33715
est,1999,-222271335.72743
est,2000,-323884848.0095
est,2001,-342433473.72351
est,2002,-152577825.51191
est,2003,-763375958.73944
est,2004,-698555747.11761
est,2005,-2212237339.53159
est,2006,-312038696.79507
est,2007,-645706690.90478
est,2008,-687425319.12892
est,2009,-503313255.68377
est,2010,-1350833077.00115
est,2011,-2490397605.83938
est,2012,-505876815.3678
est,2013,-246699019.40846
est,2014,-645747876.49497
est,2015,140346638.37376
est,2016,-560729295.01384
est,2017,-1085198792.98707
est,2018,-1459475077.84976
est,2019,-1213800006.65276
est,2020,-3211979620.04807
est,2021,453420293.91653
eth,1977,-5845410.63084
eth,1978,0
eth,1979,0
eth,1980,0
eth,1981,0
eth,1982,0
eth,1983,0
eth,1984,0
eth,1985,0
eth,1986,0
eth,1987,0
eth,1988,0
eth,1989,0
eth,1990,0
eth,1991,0
eth,1992,0
eth,1993,0
eth,1994,0
eth,2003,0
eth,2004,0
eth,2005,-265111675.48239
eth,2006,-545257102.1783
eth,2007,-222000572.99481
eth,2008,-108537543.96544
eth,2009,-221459581.36198
eth,2010,-288271568.25074
eth,2011,-628624805.99866
eth,2012,-278562822.16286
eth,2013,-1343876023.73137
eth,2014,-1855052153.64107
eth,2015,-2626517918.313
eth,2016,-4142937496.46329
eth,2017,-4017159564.65434
eth,2018,-3360419368.65295
eth,2019,-2548743427.35754
eth,2020,-2395799880.65984
fin,1975,-42292963.89657
fin,1976,-27463695.76269
fin,1977,24131108.62574
fin,1978,28728605.03372
fin,1979,97495345.72524
fin,1980,108818294.64301
fin,1981,29255695.06082
fin,1982,77244991.27809
fin,1983,54096748.51524
fin,1984,355984920.55266
fin,1985,235397815.31596
fin,1986,412669145.17936
fin,1987,876358534.67834
fin,1988,2092310898.85243
fin,1989,2477861223.30447
fin,1990,1970007773.11495
fin,1991,112918831.68111
fin,1992,-1153411829.44623
fin,1993,537946749.40505
fin,1994,2858035863.42281
fin,1995,450056527.26237
fin,1996,2464656102.11446
fin,1997,3131691249.91024
fin,1998,6668965419.14475
fin,1999,2088623911.42858
fin,2000,14780179939.6168
fin,2001,4721635281.25132
fin,2002,-756942687.96572
fin,2003,-5756624400.95596
fin,2004,-4017927073.32828
fin,2005,-393671434.48629
fin,2006,-2837996225.28278
fin,2007,-5459866277.12025
fin,2008,10751439981.6277
fin,2009,4920533661.43846
fin,2010,2766046759.74603
fin,2011,2457167885.89698
fin,2012,3444014949.83219
fin,2013,-2236027725.23687
fin,2014,-17108721387.8963
fin,2015,-18241204965.2039
fin,2016,15487777451.942
fin,2017,-3464257880.12759
fin,2018,13725083434.5788
fin,2019,-8568455133.46862
fin,2020,7299824155.29303
fin,2021,-5546558027.48915
fji,1979,-10170587.68967
fji,1980,-34133503.7709
fji,1981,-37759181.22263
fji,1982,-36023430.81909
fji,1983,-31847937.51929
fji,1984,-22760092.25961
fji,1985,-8668860.37307
fji,1986,-8738898.91409
fji,1987,13023991.21015
fji,1988,-30134416.27678
fji,1989,19820224.7191
fji,1990,-78782729.06831
fji,1991,-11927695.1254
fji,1992,-77784905.54112
fji,1993,-62330755.13613
fji,1994,-67822078.03295
fji,1995,-72386821.52169
fji,1996,7411102.40148
fji,1997,14407674.85757
fji,1998,-44392621.36248
fji,1999,86209303.80149
fji,2000,1714839.26961
fji,2001,-38655902.85569
fji,2002,-28952265.60217
fji,2003,-36459497.47051
fji,2004,-247358824.22082
fji,2005,-162608383.57697
fji,2006,-583397482.66179
fji,2007,-470648884.08495
fji,2008,-687997805.485
fji,2009,-304977999.08901
fji,2010,-172232357.81104
fji,2011,-215956223.36936
fji,2012,-275363026.01183
fji,2013,-239294220.93
fji,2014,-339519368.94048
fji,2015,-239314277.21157
fji,2016,-408052302.70563
fji,2017,-389245575.33934
fji,2018,-472491952.14578
fji,2019,-358452458.52707
fji,2020,-225916562.47165
fra,1975,-225901953.37727
fra,1976,660768470.09146
fra,1977,-893591988.22811
fra,1978,-570258944.6907
fra,1979,-601262768.2931
fra,1980,-187617533.88135
fra,1981,2078999613.10488
fra,1982,1263379265.33015
fra,1983,-12428342.43417
fra,1984,-278840848.26902
fra,1985,-352722357.27149
fra,1986,2147334762.14551
fra,1987,4070655496.07336
fra,1988,6006210177.62727
fra,1989,9193689820.03884
fra,1990,21640172226.7156
fra,1991,8778998288.97929
fra,1992,9429508955.84586
fra,1993,-149530697.07962
fra,1994,8641023244.7181
fra,1995,-7915340633.12256
fra,1996,8389214529.86985
fra,1997,12439587260.4557
fra,1998,16182755399.4058
fra,1999,79455181689.74361
fra,2000,132207098895.58099
fra,2001,37230890648.6573
fra,2002,1451944337.96857
fra,2003,10242909367.5665
fra,2004,25513610482.5624
fra,2005,33660365152.6497
fra,2006,51482577203.1683
fra,2007,48449400448.7047
fra,2008,68001785591.47169
fra,2009,70295520050.08
fra,2010,33671093773.6311
fra,2011,20277561650.99409
fra,2012,19070158223.0149
fra,2013,-13973846914.2205
fra,2014,47288734074.2792
