geo,time,ne_con_govt_kd_zg
cog,2002,165.16808
cog,2003,-10.23852
cog,2004,0.56188
cog,2005,10.73136
cog,2006,11.50887
cog,2007,28.53907
cog,2008,-11.34452
cog,2009,-7.16343
cog,2010,11.3562
cog,2011,35.78928
cog,2012,11.80961
cog,2013,3.26536
cog,2014,8.25643
cog,2015,-10.57028
cog,2016,-13.77221
cog,2017,-16.84766
cog,2018,-4.67911
cog,2019,-18.66296
cog,2020,-1.36526
col,1961,5.49333
col,1962,8.34808
col,1963,5.76262
col,1964,1.34561
col,1965,6.51396
col,1966,4.17926
col,1967,2.6149
col,1968,3.33536
col,1969,5.02462
col,1970,9.42822
col,1971,26.23215
col,1972,-4.7224
col,1973,10.18389
col,1974,-2.29615
col,1975,2.30769
col,1976,3.79257
col,1977,4.7406
col,1978,9.16395
col,1979,12.39169
col,1980,12.66683
col,1981,3.72121
col,1982,4.64469
col,1983,-0.59994
col,1984,4.12262
col,1985,4.49975
col,1986,1.39929
col,1987,5.59256
col,1988,9.85072
col,1989,5.62209
col,1990,3.08775
col,1991,3.24976
col,1992,10.56349
col,1993,3.43519
col,1994,15.22838
col,1995,7.25696
col,1996,23.9394
col,1997,15.75666
col,1998,2.05528
col,1999,3.63749
col,2000,-0.28053
col,2001,2.21518
col,2002,-0.57098
col,2003,1.82098
col,2004,6.39047
col,2005,5.17736
col,2006,5.2135
col,2007,4.5689
col,2008,4.69733
col,2009,4.7629
col,2010,5.22579
col,2011,6.47695
col,2012,4.8071
col,2013,8.89546
col,2014,4.67605
col,2015,4.85071
col,2016,1.82401
col,2017,3.64282
col,2018,7.35155
col,2019,5.27438
col,2020,3.66699
com,1981,3.86492
com,1982,6.38362
com,1983,4.82103
com,1984,4.11026
com,1985,2.28037
com,1986,1.86721
com,1987,1.63799
com,1988,2.68752
com,1989,-3.18068
com,1990,5.09139
com,1991,-5.3956
com,1992,8.53092
com,1993,3.00594
com,1994,-5.27668
com,1995,3.61013
com,1996,-1.29167
com,1997,4.03033
com,1998,1.28267
com,1999,1.92412
com,2000,10.84808
com,2001,2.33293
com,2002,2.32479
com,2003,2.1041
com,2004,1.9196
com,2005,2.8374
com,2006,2.6469
com,2007,-5.24936
com,2008,9.3
com,2009,12
com,2010,0.6
com,2011,3
com,2012,1.3
com,2013,-1.6
com,2014,9.5
com,2015,1.17048
com,2016,4.89971
com,2017,5.93923
com,2018,0
com,2019,1.5811
com,2020,2.48756
cpv,2008,3.84044
cpv,2009,7.25147
cpv,2010,1.99133
cpv,2011,6.04059
cpv,2012,-5.9293
cpv,2013,1.93742
cpv,2014,5.16002
cpv,2015,3.77004
cpv,2016,-5.52962
cpv,2017,7.68129
cpv,2018,2.1623
cpv,2019,4.81143
cpv,2020,0.79973
cri,1961,17.60471
cri,1962,8.62549
cri,1963,19.33914
cri,1964,-3.75617
cri,1965,14.51829
cri,1966,4.55696
cri,1967,1.93705
cri,1968,1.82715
cri,1969,5.90346
cri,1970,11.75873
cri,1971,12.00728
cri,1972,7.03844
cri,1973,6.05716
cri,1974,8.44164
cri,1975,5.66245
cri,1976,7.80437
cri,1977,8.75483
cri,1978,3.66557
cri,1979,7.71404
cri,1980,1.45457
cri,1981,-5.60953
cri,1982,-2.54814
cri,1983,-2.93842
cri,1984,3.88733
cri,1985,1.05583
cri,1986,2.39886
cri,1987,2.2039
cri,1988,3.00296
cri,1989,3.49694
cri,1990,2.0003
cri,1991,-0.90342
cri,1992,3.25824
cri,1993,5.43064
cri,1994,2.05255
cri,1995,-0.40088
cri,1996,0.83896
cri,1997,4.10139
cri,1998,1.95049
cri,1999,1.88939
cri,2000,2.21942
cri,2001,4.39506
cri,2002,2.15336
cri,2003,1.91429
cri,2004,1.08562
cri,2005,1.09869
cri,2006,3.19811
cri,2007,2.48702
cri,2008,5.23803
cri,2009,6.21362
cri,2010,4.32478
cri,2011,1.06239
cri,2012,1.12244
cri,2013,3.36789
cri,2014,2.94251
cri,2015,2.38487
cri,2016,2.34301
cri,2017,1.96344
cri,2018,0.56189
cri,2019,5.31713
cri,2020,0.70118
cub,1971,8.5862
cub,1972,4.82536
cub,1973,3.42986
cub,1974,0.97576
cub,1975,9.50378
cub,1976,5.42817
cub,1977,8.68952
cub,1978,6.57415
cub,1979,1.05831
cub,1980,-4.66559
cub,1981,19.54051
cub,1982,8.79699
cub,1983,5.37873
cub,1984,7.84886
cub,1985,2.92667
cub,1986,-1.59532
cub,1987,-2.45087
cub,1988,4.09229
cub,1989,0.38346
cub,1990,-0.47125
cub,1991,-10.44712
cub,1992,-5.22911
cub,1993,-1.06507
cub,1994,-1.91597
cub,1995,-0.60758
cub,1996,3.99839
cub,1997,2.67922
cub,1998,0.12041
cub,1999,5.10564
cub,2000,3.04131
cub,2001,3.27539
cub,2002,4.13106
cub,2003,7.28454
cub,2004,8.56249
cub,2005,10.40018
cub,2006,7.8893
cub,2007,10.46774
cub,2008,2.55337
cub,2009,1.72426
cub,2010,2.25374
cub,2011,-1.16369
cub,2012,-0.63938
cub,2013,0.7612
cub,2014,-0.98131
cub,2015,0.04719
cub,2016,-0.21226
cub,2017,2.17443
cub,2018,1.2954
cub,2019,3.92784
cub,2020,-10.07837
cyp,1976,15.96773
cyp,1977,1.11265
cyp,1978,-0.96286
cyp,1979,4.37502
cyp,1980,8.51628
cyp,1981,7.41877
cyp,1982,3.93835
cyp,1983,6.2054
cyp,1984,3.82626
cyp,1985,3.83467
cyp,1986,3.59711
cyp,1987,27.96296
cyp,1988,8.50217
cyp,1989,3.10104
cyp,1990,17.20569
cyp,1991,2.92494
cyp,1992,13.8874
cyp,1993,-14.40678
cyp,1994,4.42794
cyp,1995,-9.64369
cyp,1996,7.2182
cyp,1997,11.01538
cyp,1998,14.70302
cyp,1999,3.54283
cyp,2000,-3.18165
cyp,2001,7.64565
cyp,2002,4.99916
cyp,2003,7.81288
cyp,2004,-1.77846
cyp,2005,2.32813
cyp,2006,7.17349
cyp,2007,3.37657
cyp,2008,6.35605
cyp,2009,6.26163
cyp,2010,0.65201
cyp,2011,1.58497
cyp,2012,-2.4069
cyp,2013,-4.80686
cyp,2014,-7.47392
cyp,2015,1.41096
cyp,2016,0.23904
cyp,2017,1.83254
cyp,2018,3.60041
cyp,2019,12.71621
cyp,2020,15.01891
cze,1991,-12.29031
cze,1992,-6.71764
cze,1993,3.62563
cze,1994,4.01927
cze,1995,-1.91053
cze,1996,-0.13792
cze,1997,3.14548
cze,1998,-2.62931
cze,1999,3.06358
cze,2000,-0.64006
cze,2001,2.65438
cze,2002,8.25631
cze,2003,6.11947
cze,2004,-1.76632
cze,2005,1.09791
cze,2006,0.69692
cze,2007,0.64504
cze,2008,1.29975
cze,2009,2.89718
cze,2010,0.77125
cze,2011,-3.5101
cze,2012,-1.93212
cze,2013,2.4155
cze,2014,1.00168
cze,2015,1.76924
cze,2016,2.53617
cze,2017,1.80305
cze,2018,3.8151
cze,2019,2.52197
cze,2020,3.3844
deu,1971,6.3797
deu,1972,4.91698
deu,1973,6.17701
deu,1974,5.57164
deu,1975,4.48252
deu,1976,2.12543
deu,1977,2.10689
deu,1978,4.15199
deu,1979,3.97439
deu,1980,3.47392
deu,1981,4.58118
deu,1982,-1.04145
deu,1983,-0.46653
deu,1984,1.20994
deu,1985,0.81852
deu,1986,1.43147
deu,1987,0.62138
deu,1988,1.46535
deu,1989,-2.12503
deu,1990,2.01307
deu,1991,3.31646
deu,1992,5.60207
deu,1993,0.7496
deu,1994,3.36243
deu,1995,2.21484
deu,1996,2.66793
deu,1997,0.89698
deu,1998,2.37939
deu,1999,1.23867
deu,2000,1.61453
deu,2001,0.54618
deu,2002,1.20988
deu,2003,0.73189
deu,2004,-0.59336
deu,2005,0.59691
deu,2006,1.11407
deu,2007,1.7006
deu,2008,3.72115
deu,2009,3.15622
deu,2010,1.41977
deu,2011,0.96582
deu,2012,1.27902
deu,2013,1.41144
deu,2014,1.69527
deu,2015,2.90183
deu,2016,4.04
deu,2017,1.66282
deu,2018,0.97381
deu,2019,2.9588
deu,2020,3.54674
dji,2014,9.86306
dji,2015,4.85203
dji,2016,25.04224
dji,2017,3.49564
dji,2018,1.85973
dji,2019,-0.51271
dji,2020,-2.13531
dnk,1967,7.98302
dnk,1968,5.7741
dnk,1969,7.00739
dnk,1970,6.19706
dnk,1971,6.12356
dnk,1972,4.42717
dnk,1973,1.82901
dnk,1974,1.63637
dnk,1975,-0.86695
dnk,1976,4.32396
dnk,1977,1.6161
dnk,1978,6.48798
dnk,1979,5.27107
dnk,1980,3.26087
dnk,1981,2.61325
dnk,1982,3.27091
dnk,1983,-0.05957
dnk,1984,-1.66464
dnk,1985,2.21972
dnk,1986,0.77733
dnk,1987,0.61976
dnk,1988,-0.07783
dnk,1989,-0.89113
dnk,1990,-1.54085
dnk,1991,1.66
dnk,1992,0.65517
dnk,1993,4.25881
dnk,1994,2.04969
dnk,1995,2.1554
dnk,1996,3.04899
dnk,1997,0.51012
dnk,1998,3.08713
dnk,1999,3.27083
dnk,2000,2.93209
dnk,2001,1.90351
dnk,2002,2.13072
dnk,2003,0.24274
dnk,2004,1.52464
dnk,2005,1.2061
dnk,2006,2.53904
dnk,2007,1.20035
dnk,2008,3.25348
dnk,2009,3.02704
dnk,2010,1.60396
dnk,2011,-0.62779
dnk,2012,0.7577
dnk,2013,-0.09964
dnk,2014,1.93616
dnk,2015,1.68271
dnk,2016,0.15282
dnk,2017,0.87957
dnk,2018,0.02327
dnk,2019,1.48146
dnk,2020,-1.70334
dom,1961,1.59109
dom,1962,40.64214
dom,1963,12.9176
dom,1964,4.83234
dom,1965,5.6444
dom,1966,-13.47171
dom,1967,-11.68587
dom,1968,3.69715
dom,1969,5.65451
dom,1970,8.90301
dom,1971,-7.14582
dom,1972,-0.49079
dom,1973,2.35816
dom,1974,37.19097
dom,1975,-19.63377
dom,1976,-24.88536
dom,1977,12.43608
dom,1978,15.70473
dom,1979,21.48614
dom,1980,22.44559
dom,1981,27.3878
dom,1982,1.59591
dom,1983,2.96384
dom,1984,-0.43704
dom,1985,4.37094
dom,1986,7.14681
dom,1987,-22.88831
dom,1988,-0.66383
dom,1989,11.91813
dom,1990,5.42853
dom,1991,1
dom,1992,18.97307
dom,1993,17.15244
dom,1994,12.8124
dom,1995,-7.73855
dom,1996,8.63164
dom,1997,13.34717
dom,1998,7.84984
dom,1999,5.51286
dom,2000,4.69003
dom,2001,9.76634
dom,2002,8.51185
dom,2003,-8.0626
dom,2004,6.29591
dom,2005,9.65808
dom,2006,10.79559
dom,2007,9.66578
dom,2008,2.73234
dom,2009,4.74587
dom,2010,4.88144
dom,2011,-2.62202
dom,2012,6.56476
dom,2013,6.28039
dom,2014,4.31496
dom,2015,6.90206
dom,2016,1.94919
dom,2017,0.8267
dom,2018,2.81736
dom,2019,6.34456
dom,2020,4.93289
dza,1961,-26.08695
dza,1962,-32.35294
dza,1963,30.43479
dza,1964,-3.33333
dza,1965,0
dza,1966,4.7619
dza,1967,10.60606
dza,1968,2.73973
dza,1969,-1.33334
dza,1970,6.75676
dza,1971,11.3924
dza,1972,13.63636
dza,1973,3.00001
dza,1974,31.06796
dza,1975,17.77778
dza,1976,5.03145
dza,1977,2.3952
dza,1978,3.50878
dza,1979,29.94351
dza,1980,-2.6087
dza,1981,6.9
dza,1982,5.6
dza,1983,5.3
dza,1984,5.9
dza,1985,0
dza,1986,-5.2
dza,1987,-5.3
dza,1988,6.7
dza,1989,-8.3
dza,1990,1.5
dza,1991,9.5
dza,1992,9.3
dza,1993,-0.4
dza,1994,4
dza,1995,4.09999
dza,1996,4.00001
dza,1997,2
dza,1998,3
dza,1999,2.49926
dza,2000,0.10874
dza,2001,2.95807
dza,2002,9.71274
dza,2003,3.35446
dza,2004,0.73662
dza,2005,-1.90688
dza,2006,6.22678
dza,2007,1.70706
dza,2008,12.08997
dza,2009,8.47496
dza,2010,5.7941
dza,2011,9.75
dza,2012,2.8
dza,2013,0.8
dza,2014,1.1
dza,2015,3.1
dza,2016,1.3
dza,2017,2.8
dza,2018,2.3
dza,2019,1.9
dza,2020,-0.3
ecu,1961,9.23077
ecu,1962,3.30178
ecu,1963,-2.5257
ecu,1964,12.2449
ecu,1965,6.23085
ecu,1966,1.2106
ecu,1967,6.01784
ecu,1968,6.44152
ecu,1969,8.43504
ecu,1970,3.42268
ecu,1971,1.06321
ecu,1972,1.49248
ecu,1973,13.50234
ecu,1974,67.4643
ecu,1975,4.90534
ecu,1976,10.0733
ecu,1977,4.32954
ecu,1978,7.71839
ecu,1979,1.04154
ecu,1980,3.74846
ecu,1981,0.87947
ecu,1982,0.64464
ecu,1983,3.56699
ecu,1984,0.70845
ecu,1985,0.23006
ecu,1986,0.48007
ecu,1987,-1.40694
ecu,1988,-0.41233
ecu,1989,8.00292
ecu,1990,-0.78547
ecu,1991,1.83229
ecu,1992,0.78433
ecu,1993,1.95376
ecu,1994,-0.10534
ecu,1995,-0.34293
ecu,1996,-4.41266
ecu,1997,7.08525
ecu,1998,-2.32116
ecu,1999,-2.86492
ecu,2000,4.00417
ecu,2001,-3.32349
ecu,2002,2.36333
ecu,2003,1.15288
ecu,2004,4.48065
ecu,2005,3.55084
ecu,2006,3.79506
ecu,2007,5.6876
ecu,2008,11.07133
ecu,2009,11.61146
ecu,2010,4.38842
ecu,2011,8.69726
ecu,2012,11.11112
ecu,2013,10.30374
ecu,2014,6.68653
ecu,2015,2.14072
ecu,2016,-0.17094
ecu,2017,3.21516
ecu,2018,3.49565
ecu,2019,-1.98675
ecu,2020,-6.12495
egy,1961,11.22315
egy,1962,-5.28183
egy,1963,26.75822
egy,1964,23.27643
egy,1965,2.55659
egy,1966,8.4134
egy,1967,-0.5988
egy,1968,14.6506
egy,1969,15.11139
egy,1970,0
egy,1971,13.41925
egy,1972,11.69569
egy,1973,6.71163
egy,1974,-6.95265
egy,1975,30.11584
egy,1976,-4.30028
egy,1977,5.91619
egy,1978,-3.65531
egy,1979,0.88374
egy,1980,6.64234
egy,1981,7.90578
egy,1982,-2.29799
egy,1983,6.07963
egy,1984,5.07628
egy,1985,3.55444
egy,1986,4.10926
egy,1987,5.10796
egy,1988,5.44218
egy,1989,5.80645
egy,1990,6.09756
egy,1991,5.74713
egy,1992,5.97826
egy,1993,4.82759
egy,1994,4.60526
egy,1995,5.03145
egy,1996,5.1497
egy,1997,5.35308
egy,1998,4.02299
egy,1999,4.71455
egy,2000,4.39676
egy,2001,4.89297
egy,2002,2.784
egy,2003,2.72537
egy,2004,2.04082
egy,2005,2.8
egy,2006,3.11284
egy,2007,0.18868
egy,2008,2.1327
egy,2009,5.56845
egy,2010,4.50549
egy,2011,3.78549
egy,2012,3.14083
egy,2013,2.19017
egy,2014,8.4161
egy,2015,7.03954
egy,2016,3.91892
egy,2017,2.51409
egy,2018,1.6562
egy,2019,2.80899
egy,2020,6.72131
eri,1993,51.89076
eri,1994,21.85339
eri,1995,55.99319
eri,1996,0.73492
eri,1997,-19.3369
eri,1998,90.54356
eri,1999,30.42579
eri,2000,-13.34736
eri,2001,-15.8042
eri,2002,-5.10661
eri,2003,21.27275
eri,2004,-18.11651
eri,2005,-6.17933
eri,2006,-28.89997
eri,2007,-0.61832
eri,2008,1.10307
eri,2009,-4.82849
eri,2010,30.11993
eri,2011,244.45334
esp,1971,4.30162
esp,1972,5.20087
esp,1973,6.39854
esp,1974,9.30085
esp,1975,5.20019
esp,1976,6.89965
esp,1977,3.89976
esp,1978,5.39977
esp,1979,4.1989
esp,1980,3.49127
esp,1981,4.06488
esp,1982,4.78205
esp,1983,3.24732
esp,1984,1.85736
esp,1985,4.33549
esp,1986,4.64926
esp,1987,9.1663
esp,1988,3.64782
esp,1989,8.32573
esp,1990,6.27338
esp,1991,6.03509
esp,1992,3.49465
esp,1993,2.65881
esp,1994,0.53518
esp,1995,2.43498
esp,1996,1.0991
esp,1997,2.61725
esp,1998,3.51749
esp,1999,3.78854
esp,2000,4.51587
esp,2001,3.839
esp,2002,3.79427
esp,2003,4.79328
esp,2004,6.27638
esp,2005,5.56579
esp,2006,4.88651
esp,2007,6.21432
esp,2008,5.98359
esp,2009,4.18553
esp,2010,1.5196
esp,2011,0.04478
esp,2012,-4.20778
esp,2013,-2.14438
esp,2014,-0.68737
esp,2015,1.95349
esp,2016,0.98328
esp,2017,1.00956
esp,2018,2.27542
esp,2019,2.00332
esp,2020,3.31016
est,1994,4.1639
est,1995,13.54026
est,1996,-2.69932
est,1997,-0.47039
est,1998,4.36992
est,1999,1.09017
est,2000,-3.33206
est,2001,2.44517
est,2002,3.12096
est,2003,3.83125
est,2004,2.44046
est,2005,2.94066
est,2006,4.78046
est,2007,6.09855
est,2008,4.57091
est,2009,-3.17053
est,2010,-0.68093
est,2011,2.38687
est,2012,3.1696
est,2013,2.77755
est,2014,1.37455
est,2015,3.08741
est,2016,2.54384
est,2017,1.90537
est,2018,1.0325
est,2019,2.97837
est,2020,3.00807
eth,2012,-0.25865
eth,2013,12.33442
eth,2014,18.02439
eth,2015,3.79276
eth,2016,13.63914
eth,2017,8.30002
eth,2018,3.64309
eth,2019,12.09442
eth,2020,18.72667
fin,1971,5.7659
fin,1972,7.75111
fin,1973,5.59331
fin,1974,4.50128
fin,1975,6.89641
fin,1976,6.25833
fin,1977,4.26543
fin,1978,3.1347
fin,1979,3.72099
fin,1980,4.64125
fin,1981,4.53131
fin,1982,2.5934
fin,1983,3.16481
fin,1984,3.3231
fin,1985,4.32375
fin,1986,4.10256
fin,1987,4.32979
fin,1988,2.4133
fin,1989,3.22459
fin,1990,4.53952
fin,1991,1.74895
fin,1992,-3.2045
fin,1993,-3.81035
fin,1994,0.20044
fin,1995,3.02687
fin,1996,2.07189
fin,1997,3.31131
fin,1998,2.02776
fin,1999,1.69777
fin,2000,1.27951
fin,2001,2.38375
fin,2002,2.42958
fin,2003,1.25082
fin,2004,1.44597
fin,2005,1.98395
fin,2006,1.1542
fin,2007,1.26136
fin,2008,1.77423
fin,2009,1.42725
fin,2010,-0.25603
fin,2011,-0.12735
fin,2012,0.56184
fin,2013,1.16892
fin,2014,-0.32508
fin,2015,1.27117
fin,2016,0.85556
fin,2017,0.20967
fin,2018,1.95796
fin,2019,2.0145
fin,2020,0.24915
fra,1961,6.23077
fra,1962,7.01876
fra,1963,5.5193
fra,1964,6.13787
fra,1965,4.74834
fra,1966,4.70626
fra,1967,5.39045
fra,1968,4.38565
fra,1969,6.07193
fra,1970,5.31234
fra,1971,6.30024
fra,1972,4.64904
fra,1973,6.49915
fra,1974,4.88213
fra,1975,5.58173
fra,1976,4.05474
fra,1977,3.13685
fra,1978,6.42928
fra,1979,3.37473
fra,1980,3.14308
fra,1981,2.89188
fra,1982,4.36895
fra,1983,2.60305
fra,1984,2.14226
fra,1985,2.9034
fra,1986,2.64416
fra,1987,2.79458
fra,1988,3.49487
fra,1989,1.38281
fra,1990,3.21219
fra,1991,3.50794
fra,1992,3.26524
fra,1993,3.52141
fra,1994,0.34846
fra,1995,0.00076
fra,1996,2.32978
fra,1997,1.01926
fra,1998,-0.67993
fra,1999,1.56707
fra,2000,1.80243
fra,2001,1.03459
fra,2002,1.79921
fra,2003,1.93189
fra,2004,2.18152
fra,2005,1.26264
fra,2006,1.34315
fra,2007,1.81784
fra,2008,1.13668
fra,2009,2.40842
fra,2010,1.28069
fra,2011,1.05225
fra,2012,1.5989
fra,2013,1.47384
fra,2014,1.30516
fra,2015,1.00646
fra,2016,1.4076
fra,2017,1.35794
fra,2018,0.79932
fra,2019,1.00781
fra,2020,-3.18387
gab,1961,21.875
gab,1962,3.84616
gab,1963,8.64197
gab,1964,11.36364
gab,1965,1.02041
gab,1966,10.68376
gab,1967,22.77993
gab,1968,5.66037
gab,1969,7.44048
gab,1970,6.37119
gab,1971,9.89584
gab,1972,32.93838
gab,1973,-15.46129
gab,1974,20.04248
gab,1975,53.95439
gab,1976,12.21433
gab,1977,12.00428
gab,1978,-27.97456
gab,1979,-1.76577
gab,1980,32.22097
gab,1981,18.75314
gab,1982,4.86876
gab,1983,21.11425
gab,1984,9.23333
gab,1985,-2.19713
gab,1986,-5.36661
gab,1987,-19.51863
gab,1988,-1.31094
gab,1989,-9.83811
gab,1990,-2.90055
gab,1991,3.13276
gab,1992,5.65182
gab,1993,-2.02137
gab,1994,0.82022
gab,1995,0.3575
gab,1996,17.9
gab,1997,1.6
gab,1998,25.2
gab,1999,-16.9
gab,2000,-6.34939
gab,2001,16.63346
gab,2002,2.77585
gab,2003,1.12479
gab,2004,0.56611
gab,2005,2.54091
gab,2006,10.97179
gab,2007,6.45851
gab,2008,4.87508
gab,2009,6.33295
gab,2010,8.1662
gab,2011,10.21912
gab,2012,5.81631
gab,2013,11.84832
gab,2014,1.60668
gab,2015,-7.27129
gab,2016,-2.94797
gab,2017,-1.33571
gab,2018,-21.4681
gab,2019,6.1407
gab,2020,5.5195
gbr,1971,3.11277
gbr,1972,4.56193
gbr,1973,3.70249
gbr,1974,1.99959
gbr,1975,5.69915
gbr,1976,1.80044
gbr,1977,-1.39983
gbr,1978,1.79972
gbr,1979,1.61706
gbr,1980,1.55899
gbr,1981,0.2229
gbr,1982,0.72428
gbr,1983,1.75722
gbr,1984,1.23096
gbr,1985,-0.32827
gbr,1986,1.44801
gbr,1987,-0.08491
gbr,1988,0.15607
gbr,1989,0.95828
gbr,1990,2.19224
gbr,1991,3.01088
gbr,1992,0.73902
gbr,1993,-0.68371
gbr,1994,1.05327
gbr,1995,1.30518
gbr,1996,0.67893
gbr,1997,-0.34299
gbr,1998,3.64593
gbr,1999,3.36018
gbr,2000,3.10523
gbr,2001,4.14501
gbr,2002,3.91563
gbr,2003,3.89772
gbr,2004,4.00681
gbr,2005,3.82479
gbr,2006,1.90294
gbr,2007,1.19008
gbr,2008,1.92051
gbr,2009,1.32284
gbr,2010,0.05821
gbr,2011,1.18715
gbr,2012,1.15918
gbr,2013,-0.12909
gbr,2014,1.95744
gbr,2015,1.28622
gbr,2016,0.52486
gbr,2017,0.55114
gbr,2018,0.37396
gbr,2019,4.20321
gbr,2020,-5.38035
geo,2011,-3.28694
geo,2012,3.29803
geo,2013,3.80644
geo,2014,9.02991
geo,2015,4.34867
geo,2016,10.87535
geo,2017,1.07683
geo,2018,1.61367
geo,2019,5.72159
geo,2020,7.11706
gha,2007,0.17625
gha,2008,12.73043
gha,2009,-10.68332
gha,2010,17.42268
gha,2011,80.02511
gha,2012,-10.55782
gha,2013,-16.10998
gha,2014,7.64886
gha,2015,-8.50264
gha,2016,6.12442
gha,2017,-10.82261
gha,2018,1.8313
gha,2019,5.38307
gha,2020,10.10306
gin,2007,31.11115
gin,2008,7.01692
gin,2009,67.99227
gin,2010,53.48561
gin,2011,40.1176
gin,2012,14.4473
gin,2013,41.38465
gin,2014,0.36724
gin,2015,17.25259
gin,2016,1.47982
gin,2017,1.88082
gin,2018,8.68206
gin,2019,4.80358
gin,2020,-2.96802
gmb,2005,4.5667
gmb,2006,6.15543
gmb,2007,-0.25915
gmb,2008,25.75512
gmb,2009,5.2686
gmb,2010,9.24926
gmb,2011,-7.16371
gmb,2012,-1.25786
gmb,2013,12.38694
gmb,2014,-6.71591
gmb,2015,0.7231
gmb,2016,3.98376
gmb,2017,-6.08858
gmb,2018,3.71145
gmb,2019,14.61459
gmb,2020,0.4956
gnb,2001,-49.65222
gnb,2002,-1.72052
gnb,2003,38.82941
gnb,2004,15.39707
gnb,2005,52.38171
gnb,2006,-23.53378
gnb,2007,-1.03697
gnb,2008,-12.06935
gnb,2009,2.19439
gnb,2010,12.47414
gnb,2011,12.04729
gnb,2012,5.81601
gnb,2013,-19.5115
gnb,2014,88.76295
gnb,2015,-1.28293
gnb,2016,-1.76901
gnb,2017,4.93745
gnb,2018,5.09374
gnb,2019,16.58633
gnb,2020,9.02173
gnq,2006,24.0444
gnq,2007,19.24662
gnq,2008,23.43221
gnq,2009,14.78224
gnq,2010,12.67546
gnq,2011,22.66583
gnq,2012,5.99317
gnq,2013,25.44276
gnq,2014,-1.20463
gnq,2015,-0.81686
gnq,2016,-5.29557
gnq,2017,0.39449
gnq,2018,1.59318
gnq,2019,-1.85195
gnq,2020,-3.26196
grc,1961,4.39859
grc,1962,6.67231
grc,1963,4.17317
grc,1964,9.33357
grc,1965,8.96419
grc,1966,6.26485
grc,1967,8.46833
grc,1968,1.34411
grc,1969,7.6704
grc,1970,4.43684
grc,1971,4.94148
grc,1972,5.66615
grc,1973,6.60599
grc,1974,12.2827
grc,1975,11.93508
grc,1976,5.13267
grc,1977,6.5255
grc,1978,3.50318
grc,1979,5.84614
grc,1980,0.2034
grc,1981,6.81763
grc,1982,-2.04668
grc,1983,3.59791
grc,1984,2.68134
grc,1985,3.83678
grc,1986,-1.09425
grc,1987,0.22262
grc,1988,-5.49985
grc,1989,5.4
grc,1990,0.6
grc,1991,-1.5
grc,1992,-3
grc,1993,2.6
grc,1994,-1.1
grc,1995,5.60221
grc,1996,5.2682
grc,1997,-3.16703
grc,1998,2.59253
grc,1999,3.57026
grc,2000,3.63335
grc,2001,4.76438
grc,2002,2.72133
grc,2003,2.98889
grc,2004,4.07959
grc,2005,4.09627
grc,2006,6.80166
grc,2007,5.39466
grc,2008,-2.33201
grc,2009,2.02357
grc,2010,-4.16789
grc,2011,-6.95542
grc,2012,-4.86579
grc,2013,-6.35357
grc,2014,-1.24235
grc,2015,2.71572
grc,2016,-0.10907
grc,2017,-1.07302
grc,2018,-3.45191
grc,2019,1.65204
grc,2020,2.62501
grl,2004,1.03689
grl,2005,-1.2591
grl,2006,4.74078
grl,2007,0.44528
grl,2008,5.95892
grl,2009,5.89019
grl,2010,-2.47273
grl,2011,-0.05462
grl,2012,0.97617
grl,2013,4.1225
grl,2014,-0.18916
grl,2015,-0.55697
grl,2016,1.76901
grl,2017,1.65821
grl,2018,2.72376
grl,2019,4.30652
gtm,1961,4.5226
gtm,1962,-11.29808
gtm,1963,-1.08401
gtm,1964,9.45206
gtm,1965,6.50814
gtm,1966,6.81551
gtm,1967,6.27063
gtm,1968,0.62112
gtm,1969,15.9465
gtm,1970,11.44632
gtm,1971,-7.40446
gtm,1972,10.5761
gtm,1973,0.07776
gtm,1974,4.73971
gtm,1975,10.1632
gtm,1976,11.11111
gtm,1977,6.72727
gtm,1978,6.30324
gtm,1979,6.25
gtm,1980,11.96581
gtm,1981,4.44544
gtm,1982,-1.24678
gtm,1983,0.08707
gtm,1984,2.65333
gtm,1985,-2.11865
gtm,1986,5.15152
gtm,1987,6.99876
gtm,1988,5.0404
gtm,1989,3.80952
gtm,1990,0.42343
gtm,1991,-1.26493
gtm,1992,11.3879
gtm,1993,8.4332
gtm,1994,2.96383
gtm,1995,1.32297
gtm,1996,-0.01217
gtm,1997,6.1708
gtm,1998,9.70172
gtm,1999,7.62927
gtm,2000,7.85488
gtm,2001,5.36977
gtm,2002,-0.08915
gtm,2003,-1.45314
gtm,2004,-6.64208
gtm,2005,1.66086
gtm,2006,5.71192
gtm,2007,8.27586
gtm,2008,11.33954
gtm,2009,14.3337
gtm,2010,7.79263
gtm,2011,4.13396
gtm,2012,5.83897
gtm,2013,5.64482
gtm,2014,3.63637
gtm,2015,0.94312
gtm,2016,-3.06299
gtm,2017,2.05883
gtm,2018,6.72614
gtm,2019,2.47284
gtm,2020,1.60491
hkg,1962,4.45681
hkg,1963,10.43886
hkg,1964,9.85883
hkg,1965,8.06452
hkg,1966,11.22094
hkg,1967,10.31767
hkg,1968,5.57971
hkg,1969,9.07374
hkg,1970,5.0807
hkg,1971,3.06186
hkg,1972,6.49185
hkg,1973,10.37538
hkg,1974,9.13889
hkg,1975,6.72334
hkg,1976,6.15496
hkg,1977,8.75325
hkg,1978,9.41648
hkg,1979,10.10392
hkg,1980,7.70213
