geo,time,nv_ind_manf_cd
dom,1979,928600000
dom,1980,1015000000
dom,1981,1132999900
dom,1982,1455000100
dom,1983,1527000100
dom,1984,1708000000
dom,1985,618453993.44599
dom,1986,776090658.67851
dom,1987,745422362.67166
dom,1988,650961161.55419
dom,1989,1181414400.63091
dom,1990,1270371013.33677
dom,1991,2575529671.83263
dom,1992,2842403656
dom,1993,3072628416
dom,1994,3366640130.61949
dom,1995,3612351647.24165
dom,1996,4141746159.75125
dom,1997,4351626992.91013
dom,1998,4691611034.40771
dom,1999,4797700304.40055
dom,2000,5098090331.55146
dom,2001,5034407237.43335
dom,2002,5527152236.68505
dom,2003,4656304290.09193
dom,2004,4816414652.41126
dom,2005,6576518030.03685
dom,2006,6645548735.73574
dom,2007,7135265836.44591
dom,2008,7797629703.96242
dom,2009,7419121000.00278
dom,2010,8223973355.0961
dom,2011,8746462922.31592
dom,2012,9098010129.6277
dom,2013,9146371307.22942
dom,2014,9772344454.72644
dom,2015,10462971355.6293
dom,2016,10915710592.1275
dom,2017,11276407002.0869
dom,2018,12093709822.2581
dom,2019,12237258132.8748
dom,2020,11389164102.2919
dza,1999,16770836619.1556
dza,2000,24644936606.2626
dza,2001,22025875801.3339
dza,2002,22008109746.379
dza,2003,27868311906.4539
dza,2004,36560839071.5592
dza,2005,50357973860.5798
dza,2006,58372545996.6468
dza,2007,64520553480.6126
dza,2008,83713016468.7812
dza,2009,49216971288.7178
dza,2010,62927647675.6379
dza,2011,79192175809.8327
dza,2012,78938712340.0743
dza,2013,70370487498.8031
dza,2014,66144342818.8486
dza,2015,38462539998.4507
dza,2016,34702900411.2639
dza,2017,40685373919.7823
dza,2018,46438755748.5904
dza,2019,40986991594.7236
dza,2020,27297857336.6736
ecu,1960,407937996.00632
ecu,1961,338551281.43458
ecu,1962,295609578.64914
ecu,1963,363303732.20235
ecu,1964,482560094.90755
ecu,1965,487026461.00435
ecu,1966,532442231.5081
ecu,1967,552678932.17293
ecu,1968,547646519.83575
ecu,1969,676144116.44366
ecu,1970,663845220.84506
ecu,1971,636045894.96021
ecu,1972,693006199.45177
ecu,1973,725985008.17352
ecu,1974,1245048826.60552
ecu,1975,1456813338.04172
ecu,1976,1756438966.58302
ecu,1977,2285178423.12891
ecu,1978,2347160134.68216
ecu,1979,2909640765.3973
ecu,1980,3279384005.51688
ecu,1981,4033560527.5745
ecu,1982,3930658200.3149
ecu,1983,3307014250.35105
ecu,1984,3744687053.18582
ecu,1985,3706978977.44263
ecu,1986,3142974616.31208
ecu,1987,2959307573.67852
ecu,1988,2805893032.88424
ecu,1989,2969678545.10738
ecu,1990,3403073297.21575
ecu,1991,4015899949.97499
ecu,1992,4670557278.63932
ecu,1993,4240948474.23712
ecu,1994,5187218609.30465
ecu,1995,5415443721.86093
ecu,1996,5530716358.17909
ecu,1997,5750796398.1991
ecu,1998,5575676838.41921
ecu,1999,4178144072.03602
ecu,2000,4101641820.91046
ecu,2001,4633641000
ecu,2002,5016198000
ecu,2003,5260762000
ecu,2004,5524927000
ecu,2005,5864209000
ecu,2006,6386841000
ecu,2007,7003937000
ecu,2008,8464608000
ecu,2009,8677243000
ecu,2010,9321734000
ecu,2011,10338482000
ecu,2012,11390409000
ecu,2013,12407628000
ecu,2014,14002443000
ecu,2015,14321156000
ecu,2016,14541423000
ecu,2017,14983046000
ecu,2018,15000385000
ecu,2019,15858208000
ecu,2020,15384844000
egy,1974,1549968834.40681
egy,1975,1945637878.12363
egy,1976,1972194637.53724
egy,1977,1964567619.71584
egy,1978,1999696937.5379
egy,1979,2357142857.14286
egy,1980,2677777777.77778
egy,1981,2820000000
egy,1982,3369458128.07882
egy,1983,3802095459.83702
egy,1984,4353902386.58353
egy,1985,5513558789.65553
egy,1986,5941066417.21235
egy,1987,6391987352.71013
egy,1988,5907439125.49688
egy,1989,6838599597.27385
egy,1990,7295648093.31539
egy,1991,5988700465.27085
egy,1992,6538681431.10763
egy,1993,7328931572.62905
egy,1994,8312574139.97628
egy,1995,9828959009.14185
egy,1996,11183962264.1509
egy,1997,12797345132.7434
egy,1998,14403187721.3695
egy,1999,16285756414.0372
egy,2000,17968912373.4038
egy,2001,17111320754.717
egy,2002,15254314606.7416
egy,2003,13892980769.2308
egy,2004,13579707792.2078
egy,2005,14971863560.7321
egy,2006,17164069565.2174
egy,2007,20048196147.11029
egy,2008,25273236363.6364
egy,2009,29859038112.5227
egy,2010,35261343012.7042
egy,2011,37208950086.05849
egy,2012,45120516666.6667
egy,2013,47904232558.1395
egy,2014,51261936872.3099
egy,2015,54995808625.3369
egy,2016,55987595092.0245
egy,2017,38762887228.26089
egy,2018,40437248694.4288
egy,2019,48228347642.369
egy,2020,59819586681.2227
eri,1992,35214801.56219
eri,1993,36640403.88587
eri,1994,37029220.77922
eri,1995,46953125
eri,1996,59779445.30967
eri,1997,65862025.86147
eri,1998,64018799.4947
eri,1999,63182297.67191
eri,2000,65745454.54545
eri,2001,67200141.47398
eri,2002,66469888.66759
eri,2003,79190655.64675
eri,2004,95158658.2049
eri,2005,75001386.0059
eri,2006,72485352.84553
eri,2007,72005495.93496
eri,2008,90042276.42276
eri,2009,101983739.8374
esp,1995,99979983987.18979
esp,1996,105049257848.41701
esp,1997,98300000000
esp,1998,102495823588.373
esp,1999,103487958865.25101
esp,2000,97129866492.54919
esp,2001,99401443116.14182
esp,2002,108021396826.27499
esp,2003,133445253783.52901
esp,2004,151492375334.36301
esp,2005,158164928597.66501
esp,2006,168076969715.29401
esp,2007,190133270770.58896
esp,2008,207173556839.06201
esp,2009,172858175107.81201
esp,2010,162086096816.66699
esp,2011,170261182626.45901
esp,2012,147376823762.10901
esp,2013,151676392550.58899
esp,2014,155090510061.56799
esp,2015,135107603717.187
esp,2016,139014855038.522
esp,2017,148801604564.70599
esp,2018,156802415993.72501
esp,2019,152540716180.392
esp,2020,141307933814.78601
est,1995,764623131.3926
est,1996,780925998.17922
est,1997,852263300.27051
est,1998,842236066.30326
est,1999,834036413.96934
est,2000,879553118.95328
est,2001,1003889535.40417
est,2002,1154695299.99058
est,2003,1554846431.79765
est,2004,1812195031.0559
est,2005,2069044894.91357
est,2006,2462903023.46004
est,2007,3113695592.66356
est,2008,3345750695.76681
est,2009,2412913309.25257
est,2010,2684278591.17358
est,2011,3391318019.55254
est,2012,3224671815.70899
est,2013,3449633873.28825
est,2014,3777270483.00626
est,2015,3183173621.48398
est,2016,3342872859.54981
est,2017,3664671050.6153
est,2018,4120990362.05019
est,2019,4070840315.33333
est,2020,3941721056.37666
eth,1981,321947391.30435
eth,1982,329041884.05797
eth,1983,353816280.19324
eth,1984,400694106.28019
eth,1985,384916135.2657
eth,1986,433048357.48792
eth,1987,541743913.04348
eth,1988,531447294.68599
eth,1989,554711400.96618
eth,1990,563123333.33333
eth,1991,433672801.93237
eth,1992,326700303.30062
eth,1993,348479879.205
eth,1994,296074144.51956
eth,1995,374472398.13216
eth,1996,445549847.26904
eth,1997,627105918.37991
eth,1998,410994260.38942
eth,1999,441548416.30164
eth,2000,462006283.67349
eth,2001,475460169.55258
eth,2002,452716190.4316
eth,2003,497590222.01503
eth,2004,542090005.22072
eth,2005,600582377.82607
eth,2006,708686391.96397
eth,2007,902546270.18422
eth,2008,1111945402.42319
eth,2009,1258653671.17766
eth,2010,1189540726.08797
eth,2011,1176676923.07692
eth,2012,1481252970.15358
eth,2013,1764026832.72691
eth,2014,2219664905.21725
eth,2015,2844914210.07584
eth,2016,4228516860.21444
eth,2017,5058822416.64696
eth,2018,4910894738.05165
eth,2019,5365704136.99197
eth,2020,5709392906.76866
fin,1975,6821183125.90916
fin,1976,7339896907.21649
fin,1977,7487088682.30781
fin,1978,8351706859.20578
fin,1979,10678787971.3021
fin,1980,12983742429.0724
fin,1981,12263709010.7468
fin,1982,11962501541.8774
fin,1983,11357813834.3296
fin,1984,11791650178.0768
fin,1985,12130660015.3492
fin,1986,15263898662.9134
fin,1987,19365616123.3599
fin,1988,22582800284.2928
fin,1989,24343910211.9994
fin,1990,27594464313.4816
fin,1991,21924716953.3892
fin,1992,20374303159.0125
fin,1993,17694389507.6507
fin,1994,21683551508.2527
fin,1995,29833877995.6427
fin,1996,28266891017.344
fin,1997,27487114878.0208
fin,1998,30708722741.433
fin,1999,30876609471.4286
fin,2000,30433957102.7452
fin,2001,30572313923.2284
fin,2002,32106955849.0197
fin,2003,37673296860.7842
fin,2004,42542703130.1159
fin,2005,43467270026.4591
fin,2006,47348631635.2941
fin,2007,56736420345.4904
fin,2008,59397930360.93751
fin,2009,42254933470.7031
fin,2010,42324830300.0001
fin,2011,44815391322.9573
fin,2012,37350091480.07809
fin,2013,39360106210.1962
fin,2014,39731472956.4705
fin,2015,34440389637.8906
fin,2016,35070011324.1246
fin,2017,38861032470.5883
fin,2018,40237482058.0392
fin,2019,38699114329.4117
fin,2020,38995717355.6421
fji,1963,20652310.79209
fji,1964,22919027.83025
fji,1965,22919027.83025
fji,1966,23024660.2919
fji,1967,24866343.4042
fji,1968,24275735.7151
fji,1969,22987191.21683
fji,1970,27169551.75972
fji,1971,24669706.53572
fji,1972,32719340.76587
fji,1973,39788466.38126
fji,1974,59582919.56306
fji,1975,73001581.70094
fji,1976,74635178.79024
fji,1977,75648572.05145
fji,1978,83608880.49126
fji,1979,117865262.65406
fji,1980,131540342.29829
fji,1981,117130821.43693
fji,1982,116751394.25139
fji,1983,92864306.78466
fji,1984,103888786.25531
fji,1985,96505721.22053
fji,1986,120601112.18995
fji,1987,126482032.31771
fji,1988,95937915.1227
fji,1989,133331760.26428
fji,1990,159366803.97056
fji,1991,170562618.59582
fji,1992,179020825.01663
fji,1993,205742508.756
fji,1994,233313776.3814
fji,1995,235093507.78639
fji,1996,243925033.84879
fji,1997,263974509.93974
fji,1998,213408496.07409
fji,1999,223547928.5134
fji,2000,205973879.54524
fji,2001,226240446.27954
fji,2002,237427408.66066
fji,2003,269715159.82699
fji,2004,345465089.44028
fji,2005,364071969.24896
fji,2006,392474179.7597
fji,2007,409104949.38831
fji,2008,428267051.51534
fji,2009,353170373.77921
fji,2010,386610332.06485
fji,2011,450100323.44412
fji,2012,459254874.574
fji,2013,484650429.0214
fji,2014,517466408.81636
fji,2015,491487604.88177
fji,2016,538960567.14565
fji,2017,559223668.29551
fji,2018,579769473.98678
fji,2019,567078781.70709
fji,2020,533564155.7108
fra,1960,14013155324.6638
fra,1961,15317878803.2662
fra,1962,16573442639.5995
fra,1963,18502626438.918
fra,1964,20520829049.913
fra,1965,21930515007.955
fra,1966,23601942845.1055
fra,1967,24994356496.4043
fra,1968,26708300780.9227
fra,1969,28558425103.1141
fra,1970,29839376402.5038
fra,1971,33772937137.4452
fra,1972,40074122236.671
fra,1973,53131997642.8992
fra,1974,57971903982.5423
fra,1975,71052470552.2411
fra,1976,72995083310.57089
fra,1977,80205937416.42149
fra,1978,97982558139.53488
fra,1979,115803268578.47701
fra,1980,129701955914.312
fra,1981,111094749547.375
fra,1982,102169877233.257
fra,1983,97905155348.9973
fra,1984,91614501238.45981
fra,1985,95784786100.16061
fra,1986,130642106260.063
fra,1987,154206046054.78601
fra,1988,166837352714.45901
fra,1989,165832819247.37799
fra,1990,205699313335.74301
fra,1991,202038135100.57001
fra,1992,218530359355.638
fra,1993,199276117674.311
fra,1994,204844045368.62
fra,1995,238290182678.40701
fra,1996,232446467495.83301
fra,1997,213198471566.64401
fra,1998,220458083166.55496
fra,1999,215661995780.69501
fra,2000,197711273080.785
fra,2001,193291182119.68497
fra,2002,203967817178.04001
fra,2003,241523104612.54901
fra,2004,268869485733.591
fra,2005,269110410907.39301
fra,2006,272133466616.47
fra,2007,309418308825.88293
fra,2008,325397293683.59399
fra,2009,286021057341.79694
fra,2010,273171873466.66696
fra,2011,297861720661.479
fra,2012,278070666619.922
fra,2013,291151364674.90302
fra,2014,293605315837.25403
fra,2015,254496738312.89096
fra,2016,254295493531.51801
fra,2017,263051910347.05896
fra,2018,278307282643.92102
fra,2019,273100284564.70496
fra,2020,247025036874.70901
fro,1998,76558022.92264
fro,1999,81032653.88034
fro,2000,69404065.27199
fro,2001,87782957.65848
fro,2002,91719761.35889
fro,2003,101583253.63936
fro,2004,110530620.42029
fro,2005,102436258.73368
fro,2006,113640949.75449
fro,2007,122747396.07252
fro,2008,128910770.67927
fro,2009,128523195.73206
fro,2010,127238135.87952
fro,2011,137109542.34731
fro,2012,138299525.24817
fro,2013,141997400.42377
fro,2014,181826280.62361
fro,2015,160971476.9839
fro,2016,128585647.01338
fro,2017,168410849.77813
fro,2018,158157286.28892
fro,2019,197723933.18739
fsm,1983,400000
fsm,1995,3014400
fsm,1996,2524400
fsm,1997,2900100
fsm,1998,3288000
fsm,1999,3138200
fsm,2000,3709900
fsm,2001,4463400
fsm,2002,4237800
fsm,2003,3945800
fsm,2004,3292500
fsm,2005,1330100
fsm,2006,904100
fsm,2007,948100
fsm,2008,1050400
fsm,2009,1149700
fsm,2010,1249500
fsm,2011,1336200
fsm,2012,1296800
fsm,2013,1152600
fsm,2014,1170500
fsm,2015,1325600
fsm,2016,1851200
fsm,2017,1936400
fsm,2018,1979000
fsm,2019,2011200
fsm,2020,2020200
gab,1965,16322471.03331
gab,1966,16281445.19335
gab,1967,24796657.5037
gab,1968,23428227.6361
gab,1969,22695753.05688
gab,1970,22069217.6855
gab,1971,27237425.59112
gab,1972,33329675.33985
gab,1973,48005918.69658
gab,1974,56500773.88804
gab,1975,91921671.39093
gab,1976,116342090.37846
gab,1977,132693143.88824
gab,1978,142695164.07245
gab,1979,151841624.35373
gab,1980,195002303.55527
gab,1981,155668398.35065
gab,1982,155200972.5351
gab,1983,151942116.39544
gab,1984,191323320.01215
gab,1985,242129908.38025
gab,1986,317320608.37567
gab,1987,278235697.28694
gab,1988,291524321.83135
gab,1989,268018105.28833
gab,1990,332397004.69514
gab,1991,333490602.32132
gab,1992,346440652.86496
gab,1993,275503053.35869
gab,1994,198269214.94
gab,1995,224382167.70804
gab,1996,231256856.58009
gab,1997,234207926.61051
gab,1998,251545973.75582
gab,1999,220399867.40276
gab,2000,189240335.22574
gab,2001,127649226.64285
gab,2002,142698740.6323
gab,2003,173694519.06492
gab,2004,216146001.2364
gab,2005,1239033839.954
gab,2006,1184352374.76877
gab,2007,1592004491.11711
gab,2008,2214679372.19731
gab,2009,2304555416.25717
gab,2010,2454904972.83417
gab,2011,3487784150.65848
gab,2012,2833368129.03885
gab,2013,3019854708.32534
gab,2014,3166290038.44601
gab,2015,2400113936.68292
gab,2016,2448011296.38329
gab,2017,2630937016.31274
gab,2018,3194934106.70515
gab,2019,3172821772.76071
gab,2020,2798202372.19112
gbm,2012,240244865.7188
gbm,2013,223923714.24105
gbm,2014,204643738.68685
gbm,2015,189876241.40565
gbm,2016,165020253.84823
gbm,2017,145229086.22909
gbm,2018,161811874.58305
gbm,2019,156756446.25989
gbr,1990,182209337713.06799
gbr,1991,185863791887.125
gbr,1992,189288552123.552
gbr,1993,166445467906.41901
gbr,1994,187083749617.38599
gbr,1995,208453526905.47601
gbr,1996,216946957878.315
gbr,1997,234852652259.332
gbr,1998,238843988075.522
gbr,1999,233462222941.272
gbr,2000,221729459827.508
gbr,2001,204673959982.72601
gbr,2002,216680155875.29999
gbr,2003,238760816326.53101
gbr,2004,265919077261.07697
gbr,2005,267634545454.54501
gbr,2006,277017479300.828
gbr,2007,299619847939.17603
gbr,2008,279384191176.47101
gbr,2009,220912914784.23401
gbr,2010,236592840995.98199
gbr,2011,249797787730.11401
gbr,2012,252742691800.49701
gbr,2013,266472573057.328
gbr,2014,287909281136.71094
gbr,2015,272399712073.604
gbr,2016,244925140391.78101
gbr,2017,241497261984.69199
gbr,2018,256632487159.46497
gbr,2019,255618418496.41599
gbr,2020,238693719281.70599
geo,1996,522902840.39607
geo,1997,531868978.8054
geo,1998,479127941.38525
geo,1999,357468037.05005
geo,2000,374399184.80548
geo,2001,393777134.58755
geo,2002,434804390.39942
geo,2003,520156592.25428
geo,2004,626408597.66277
geo,2005,775362718.59657
geo,2006,861154796.6749
geo,2007,1113738401.67614
geo,2008,1336195331.36571
geo,2009,1068961388.80575
geo,2010,1118891320.20423
geo,2011,1482122739.40113
geo,2012,1565009386.54394
geo,2013,1635024648.31069
geo,2014,1693209491.98618
geo,2015,1325607015.37919
geo,2016,1179574935.56429
geo,2017,1396413628.21279
geo,2018,1554832090.28847
geo,2019,1549900642.27671
geo,2020,1480902894.82149
gha,1965,200303677.18331
gha,1966,217112377.36652
gha,1967,207943197.81787
gha,1968,209834573.87403
gha,1969,243172777.19981
gha,1970,252978131.11915
gha,1971,265881847.90785
gha,1972,229613371.60223
gha,1973,288028169.01408
gha,1974,311801242.23602
gha,1975,392021276.59574
gha,1976,363559322.0339
gha,1977,344000000
gha,1978,316404886.56195
gha,1979,348575498.5755
gha,1980,347095435.68465
gha,1981,252209287.66225
gha,1982,145518207.28291
gha,1983,156547615.59639
gha,1984,282224396.60796
gha,1985,519463119.20179
gha,1986,638624116.48504
gha,1987,501496598.63946
gha,1988,497089937.2071
gha,1989,525523279.57328
gha,1990,574951475.70695
gha,1991,611625000
gha,1992,598485125.85812
gha,1993,559784283.5131
gha,1994,495815899.58159
gha,1995,603002502.08507
gha,1996,598776758.40979
gha,1997,623779296.875
gha,1998,672361591.6955
gha,1999,696624156.03901
gha,2000,449311800.33034
gha,2001,478500628.2284
gha,2002,556650681.474
gha,2003,685048454.08399
gha,2004,776409116.17565
gha,2005,929993371.63058
gha,2006,1992660146.43208
gha,2007,2134302058.76045
gha,2008,2163555164.87694
gha,2009,1764001494.66192
gha,2010,2056973846.15385
gha,2011,2526936998.5532
gha,2012,2336178091.95024
gha,2013,7280278237.60977
gha,2014,6037041704.06684
gha,2015,5483288994.77736
gha,2016,6077310246.04839
gha,2017,6132590690.7252
gha,2018,6810777026.58496
gha,2019,6943926610.95565
gha,2020,7177938488.48223
gin,1988,106966438.57302
gin,1989,108155851.86272
gin,1990,126129510.31914
gin,1991,118006293.2268
gin,1992,147784709.40119
gin,1993,150982171.14292
gin,1994,152614627.10175
gin,1995,141590046.11103
gin,1996,142881103.75864
gin,1997,131128144.09963
gin,1998,131659777.82913
gin,1999,133071885.76225
gin,2000,113086724.31759
gin,2001,106847830.95178
gin,2002,111703812.82164
gin,2003,204304300.10348
gin,2004,205968426.93
gin,2005,178691213.31466
gin,2006,480264141.78199
gin,2007,718516958.6007
gin,2008,882481244.39472
gin,2009,843889770.54178
gin,2010,728748910.02923
gin,2011,710490201.51047
gin,2012,804275770.27723
gin,2013,904739763.71992
gin,2014,972874169.16862
gin,2015,1065746202.93079
gin,2016,939252394.23501
gin,2017,1034695316.34534
gin,2018,1149379511.77112
gin,2019,1163668327.2691
gin,2020,1354120947.06984
gmb,1966,1316010.52808
gmb,1967,1389418.62366
gmb,1968,1224019.58431
gmb,1969,1344021.50434
gmb,1970,1536024.57639
gmb,1971,1654823.32327
gmb,1972,1748863.23889
gmb,1973,2202772.55639
gmb,1974,2834765.32819
gmb,1975,3429203.53982
gmb,1976,4133531.02395
gmb,1977,5494984.73615
gmb,1978,6472647.07293
gmb,1979,7254818.8943
gmb,1980,11766414.87507
gmb,1981,12410812.98362
gmb,1982,10045861.54182
gmb,1983,14193132.7219
gmb,1984,15387405.48534
gmb,1985,15062020.08269
gmb,1986,11617328.51986
gmb,1987,13223736.28859
gmb,1988,12804841.69101
gmb,1989,13997309.9847
gmb,1990,17533951.00901
gmb,1991,63601905.39442
gmb,1992,63539417.92102
gmb,1993,65721342.05214
gmb,1994,59904412.53209
gmb,1995,64080089.68704
gmb,1996,64249418.20112
gmb,1997,64453108.76257
gmb,1998,63387208.61403
gmb,1999,58285692.9733
gmb,2000,52977470.36191
gmb,2001,45586280.53445
gmb,2002,40597370.19149
gmb,2003,28816347.41768
gmb,2004,50615912.03492
gmb,2005,64765970.03017
gmb,2006,70050192.94014
gmb,2007,83296947.74337
gmb,2008,87323331.41075
gmb,2009,70041415.83222
gmb,2010,70232760.95959
gmb,2011,77374105.18813
gmb,2012,81336819.72498
gmb,2013,77188204.997
gmb,2014,80059782.42638
gmb,2015,87503954.71719
gmb,2016,82932445.6741
gmb,2017,67258813.23095
gmb,2018,71094746.19848
gmb,2019,68684556.30462
gmb,2020,53064667.76825
gnb,1970,16727346.59498
gnb,1986,18767744.44139
gnb,1987,13740399.81519
gnb,1988,9864769.96925
gnb,1989,15725260.40731
gnb,1990,19185920.79154
gnb,1991,9293147.7109
gnb,1992,5480310.399
gnb,1993,8034197.21455
gnb,1994,16012083.25476
gnb,1995,18863921.2974
gnb,1996,18862851.54469
gnb,1997,29552688.55965
gnb,1998,18876118.35408
gnb,1999,22575962.83639
gnb,2005,75321701.84486
gnb,2006,74471848.24021
gnb,2007,79574421.94313
gnb,2008,109493273.5426
gnb,2009,99712222.20001
gnb,2010,96393592.24631
gnb,2011,122041741.87467
gnb,2012,120807440.82484
gnb,2013,132648416.80374
gnb,2014,130616803.03258
gnb,2015,112188239.84708
gnb,2016,133561005.83592
gnb,2017,141756738.53415
gnb,2018,137067281.00726
gnq,2006,719541257.33113
gnq,2007,1897283517.23925
gnq,2008,4022562930.80944
gnq,2009,2710707616.88766
gnq,2010,3428722055.8668
gnq,2011,4798672880.05399
gnq,2012,3826112522.49658
gnq,2013,4233005855.91383
gnq,2014,4380435224.21478
gnq,2015,2352906758.69025
gnq,2016,2080034290.37532
gnq,2017,3141807963.64589
gnq,2018,3348924044.56823
gnq,2019,2652984327.02681
gnq,2020,2070423864.82737
grc,1995,15034683041.6238
grc,1996,14704469139.2978
grc,1997,13000451765.8804
grc,1998,12982709558.3996
grc,1999,13598213988.268
grc,2000,12383868175.4212
grc,2001,13548015006.887
grc,2002,15202799141.3887
grc,2003,18526587186.4584
grc,2004,21075083681.9352
grc,2005,21283785655.7323
grc,2006,23137185708.127
grc,2007,26991588280.47969
grc,2008,30265644321.0672
grc,2009,25310309030.7433
grc,2010,23334787508.66669
grc,2011,22557886241.3133
grc,2012,18861272003.6613
grc,2013,18190814425.955
grc,2014,17973746772.2517
grc,2015,16230758960.9082
grc,2016,15644678588.2716
grc,2017,16203452041.3706
grc,2018,17329828382.5294
grc,2019,16393300375.0431
grc,2020,16862505003.7214
grd,1977,1437241.11111
grd,1978,1713342.59259
grd,1979,1894888.88889
grd,1980,2719411.48148
grd,1981,2666460.37037
grd,1982,4444100.74074
grd,1983,3963759.62963
grd,1984,5064383.7037
grd,1985,6456238.14815
grd,1986,6789072.96296
grd,1987,8188492.22222
grd,1988,9644644.07407
grd,1989,10904121.48148
grd,1990,11849674.81481
grd,1991,12908703.7037
grd,1992,14739296.2963
grd,1993,12904925.92593
grd,1994,14243814.81481
grd,1995,15692407.40741
grd,1996,16929185.18519
grd,1997,17836925.92593
grd,1998,20435296.2963
grd,1999,22897518.51852
grd,2000,23582111.11111
grd,2001,23459777.77778
grd,2002,23590740.74074
grd,2003,22981740.74074
grd,2004,20138703.7037
grd,2005,20141962.96296
grd,2006,23640481.48148
grd,2007,27268518.51852
grd,2008,27370000
grd,2009,25570518.51852
grd,2010,26623407.40741
grd,2011,26298518.51852
grd,2012,25970777.77778
grd,2013,28486111.11111
grd,2014,31179777.77778
grd,2015,34090296.2963
grd,2016,35600000
grd,2017,34677888.88889
grd,2018,36355925.92593
grd,2019,40891851.85185
grd,2020,32607037.03704
grl,2003,101051960.47179
grl,2004,144748042.93035
grl,2005,153779452.71724
grl,2006,140445281.49593
grl,2007,131142421.51478
grl,2008,152429336.41945
grl,2009,119737357.53325
grl,2010,108728507.67234
grl,2011,142529848.93922
grl,2012,135399223.13336
grl,2013,136103840.6068
grl,2014,124026726.05791
grl,2015,101458107.28459
grl,2016,123832018.65799
grl,2017,72316709.32469
grl,2018,148639660.46939
grl,2019,128137463.63991
gtm,1965,187449200
gtm,1966,204923800
gtm,1967,223097200
gtm,1968,253430900
gtm,1969,276442500
gtm,1970,300570100
gtm,1971,317937100
gtm,1972,330771700
gtm,1973,409527700
gtm,1974,495384300
gtm,1975,552146100
gtm,1976,679891400
gtm,1977,876461500
gtm,1978,984278300
gtm,1979,1128498000
gtm,1980,1311637600
gtm,1981,1379445900
gtm,1982,1372703600
gtm,1983,1434748700
gtm,1984,1501607400
gtm,1985,1539703043.47826
gtm,1986,1150886255.70776
gtm,1987,1110922440
gtm,1988,1209623473.28244
gtm,1989,1276856178.97727
gtm,1990,1151419679.87873
gtm,1991,1398099325.89632
gtm,1992,1528810776.31223
gtm,1993,1652660059.6231
gtm,1994,1862589876.89526
gtm,1995,2068452655.49169
gtm,1996,2189604495.00919
gtm,1997,2445448224.6813
gtm,1998,2631456383.71075
gtm,1999,2454123366.68788
gtm,2000,2540511374.1756
gtm,2001,3679163158.83236
gtm,2002,3845148036.87178
gtm,2003,4048242806.23103
gtm,2004,4525350569.43308
gtm,2005,5089313653.57157
gtm,2006,5661781522.11086
gtm,2007,6240528859.8126
gtm,2008,7226071521.16402
gtm,2009,7036737208.39051
gtm,2010,7703453026.88079
gtm,2011,8886258072.80294
gtm,2012,9634482919.73039
gtm,2013,7640205299.86763
gtm,2014,8143679159.87688
gtm,2015,8908997491.76987
gtm,2016,9373420439.74263
gtm,2017,10132211244.0289
gtm,2018,10223187440.1532
gtm,2019,10630363012.7197
gtm,2020,10934252135.2302
guy,1960,15866534.44555
guy,1961,18374846.87628
guy,1962,20766493.61255
guy,1963,23158140.34883
guy,1964,21583153.47372
guy,1965,25117647.05882
guy,1966,25000000
guy,1967,27352941.17647
guy,1968,24500000
guy,1969,26250000
guy,1970,28500000
guy,1971,30650000
guy,1972,30428571.42857
guy,1973,30619047.61905
guy,1974,54681818.18182
guy,1975,67333333.33333
guy,1976,53960000
guy,1977,49160000
guy,1978,55000000
guy,1979,58400000
guy,1980,64800000
guy,1981,71785714.28571
guy,1982,59666666.66667
guy,1983,52666666.66667
guy,1984,48157894.73684
guy,1985,52790697.67442
guy,1986,63023255.81395
guy,1987,42653061.22449
guy,1988,46000000
guy,1989,44522062.5
guy,1990,18050632.91139
guy,1991,13005366.7263
guy,1992,14068745.004
guy,1993,15184331.79724
guy,1994,16601590.74476
guy,1995,20042253.52113
guy,1996,21923076.92308
guy,1997,23152927.29686
guy,1998,21199981.3977
guy,1999,20680007.64054
guy,2000,18823658.38952
guy,2001,19213029.19911
guy,2002,20732698.7124
guy,2003,19981607.01842
guy,2004,20730431.27466
guy,2005,25335834.89681
guy,2006,161581557.96318
guy,2007,183615546.97952
guy,2008,209066984.62383
guy,2009,207702868.35009
guy,2010,197190277.93738
guy,2011,222162314.50733
guy,2012,244423642.20098
guy,2013,264486533.69959
guy,2014,249567448.06955
guy,2015,254184019.37046
guy,2016,222644067.79661
guy,2017,227404358.35351
guy,2018,223506343.01431
guy,2019,261232613.90887
guy,2020,232201438.84892
hkg,2000,7880557552.11007
hkg,2001,6869646612.29933
hkg,2002,5869161035.53065
hkg,2003,5011301176.34972
hkg,2004,5067796610.16949
hkg,2005,5097655998.8685
hkg,2006,5108911146.01303
hkg,2007,4148614351.27028
hkg,2008,4046077978.11681
hkg,2009,3704171934.26043
hkg,2010,3914173917.52047
hkg,2011,3928314491.26413
hkg,2012,3945129183.6419
hkg,2013,3888086642.59928
hkg,2014,3596162030.40972
hkg,2015,3446425346.37117
hkg,2016,3458253352.74339
hkg,2017,3502925627.4701
hkg,2018,3517382152.19749
hkg,2019,3747623119.23327
hkg,2020,3267931727.94307
hnd,1960,38050000
hnd,1961,40050000
hnd,1962,44100000
hnd,1963,47550000
hnd,1964,53200000
hnd,1965,57500000
hnd,1966,62950000
hnd,1967,68100000
hnd,1968,75500000
hnd,1969,82350000
hnd,1970,90500000
hnd,1971,98000000
hnd,1972,110500000
hnd,1973,130500000
