geo,time,ny_gnp_pcap_kd_zg
bel,1997,3.64868
bel,1998,1.74578
bel,1999,3.18522
bel,2000,3.6935
bel,2001,0.04207
bel,2002,1.11368
bel,2003,0.79389
bel,2004,2.57148
bel,2005,1.61029
bel,2006,2.0629
bel,2007,2.87038
bel,2008,0.6406
bel,2009,-3.30521
bel,2010,1.58104
bel,2011,-0.97942
bel,2012,2.24852
bel,2013,0.1321
bel,2014,0.77652
bel,2015,0.78842
bel,2016,0.30843
bel,2017,1.18234
bel,2018,1.31923
bel,2019,1.68098
bel,2020,-6.01698
ben,1961,1.71833
ben,1962,-4.85828
ben,1963,3.0929
ben,1964,4.88649
ben,1965,3.44823
ben,1966,1.90598
ben,1967,-0.9898
ben,1968,1.41498
ben,1969,0.40116
ben,1970,-0.06228
ben,1971,-3.82092
ben,1972,4.56632
ben,1975,-7.74971
ben,1978,-1.284
ben,1979,3.82757
ben,1980,3.60301
ben,1981,6.95711
ben,1982,-0.79115
ben,1983,-7.70066
ben,1984,3.18429
ben,1985,5.35834
ben,1986,-0.61268
ben,1987,-4.21546
ben,1988,0.63983
ben,1989,-6.75289
ben,1990,6.06876
ben,1991,1.18098
ben,1992,-2.5627
ben,1993,4.10908
ben,1994,-1.78955
ben,1995,2.74717
ben,1996,1.13666
ben,1997,3.22987
ben,1998,1.70177
ben,1999,2.49048
ben,2000,2.72649
ben,2001,2.14992
ben,2002,1.2291
ben,2003,0.30328
ben,2004,1.44305
ben,2005,-0.91796
ben,2006,0.81874
ben,2007,2.84329
ben,2008,2.44861
ben,2009,-0.73393
ben,2010,-0.92751
ben,2011,0.52547
ben,2012,1.46178
ben,2013,4.28508
ben,2014,3.53623
ben,2015,-1.35811
ben,2016,0.45811
ben,2017,2.57035
ben,2018,3.91397
ben,2019,4.01109
ben,2020,1.0517
bfa,1966,-0.46847
bfa,1967,7.07104
bfa,1968,1.38199
bfa,1969,0.30532
bfa,1970,-1.20219
bfa,1971,-0.45807
bfa,1972,0.3881
bfa,1973,-1.12103
bfa,1974,6.00395
bfa,1975,-0.03471
bfa,1976,6.84119
bfa,1977,-2.54545
bfa,1978,3.76498
bfa,1979,1.75451
bfa,1980,-1.10392
bfa,1981,1.44392
bfa,1982,6.88019
bfa,1983,-2.20066
bfa,1984,-3.95292
bfa,1985,5.75126
bfa,1986,5.30233
bfa,1987,-2.91275
bfa,1988,2.9146
bfa,1989,-0.45356
bfa,1990,-2.9918
bfa,1991,6.13038
bfa,1992,-2.49508
bfa,1993,0.4598
bfa,1994,-1.52744
bfa,1995,3.1754
bfa,1996,8.71041
bfa,1997,3.0451
bfa,1998,4.32972
bfa,1999,4.6209
bfa,2000,-1.1896
bfa,2001,3.36418
bfa,2002,0.849
bfa,2003,4.52014
bfa,2004,1.76719
bfa,2005,5.29353
bfa,2006,3.86378
bfa,2007,1.01315
bfa,2008,2.55804
bfa,2009,-0.91723
bfa,2010,3.36561
bfa,2011,2.24564
bfa,2012,4.8929
bfa,2013,2.57604
bfa,2014,-0.41026
bfa,2015,0.65215
bfa,2016,2.92968
bfa,2017,3.9341
bfa,2018,4.23286
bfa,2019,0.21442
bgd,1974,7.56669
bgd,1975,-6.04051
bgd,1976,3.23901
bgd,1977,-0.20722
bgd,1978,4.37773
bgd,1979,2.1456
bgd,1980,-1.53003
bgd,1981,6.33588
bgd,1982,-0.51907
bgd,1983,2.41657
bgd,1984,1.92398
bgd,1985,-0.35703
bgd,1986,1.76107
bgd,1987,1.4788
bgd,1988,-0.26667
bgd,1989,0.198
bgd,1990,2.89919
bgd,1991,1.12839
bgd,1992,3.37175
bgd,1993,2.71894
bgd,1994,2.13096
bgd,1995,2.78632
bgd,1996,1.8463
bgd,1997,2.46693
bgd,1998,3.0182
bgd,1999,2.76201
bgd,2000,3.44408
bgd,2001,2.91288
bgd,2002,2.85535
bgd,2003,2.95722
bgd,2004,3.92375
bgd,2005,5.07422
bgd,2006,6.51288
bgd,2007,6.48999
bgd,2008,5.90585
bgd,2009,4.08745
bgd,2010,4.59982
bgd,2011,5.04519
bgd,2012,5.75201
bgd,2013,4.39465
bgd,2014,3.5454
bgd,2015,5.17727
bgd,2016,5.24928
bgd,2017,4.74515
bgd,2018,6.99
bgd,2019,6.92793
bgd,2020,2.89435
bgr,1981,5.01542
bgr,1982,2.19081
bgr,1983,3.46946
bgr,1984,3.39076
bgr,1985,2.55688
bgr,1986,3.99697
bgr,1987,5.4654
bgr,1988,10.17053
bgr,1989,-2.97117
bgr,1990,-12.15858
bgr,1991,-8.87104
bgr,1992,1.25737
bgr,1993,-0.7465
bgr,1994,1.99586
bgr,1995,2.55389
bgr,1996,4.91741
bgr,1997,-13.26065
bgr,1998,5.59719
bgr,1999,-7.47632
bgr,2000,4.05221
bgr,2001,8.44296
bgr,2002,10.06346
bgr,2003,5.65465
bgr,2004,6.89071
bgr,2005,6.98709
bgr,2006,4.84942
bgr,2007,2.26092
bgr,2008,9.6589
bgr,2009,-1.20466
bgr,2010,3.36205
bgr,2011,1.61142
bgr,2012,3.24408
bgr,2013,-0.86476
bgr,2014,2.90165
bgr,2015,1.71867
bgr,2016,3.70447
bgr,2017,2.2123
bgr,2018,2.85221
bgr,2019,5.31256
bgr,2020,-3.12983
bhr,2001,-3.22842
bhr,2002,-3.07576
bhr,2003,0.95991
bhr,2004,0.49286
bhr,2005,0.88954
bhr,2006,-0.91903
bhr,2007,0.75459
bhr,2008,-3.61244
bhr,2009,-9.57467
bhr,2010,0.08899
bhr,2011,-6.40233
bhr,2012,14.87487
bhr,2013,3.60523
bhr,2014,1.51275
bhr,2015,-0.3824
bhr,2016,-0.24066
bhr,2017,-0.65729
bhr,2018,-2.69777
bhr,2019,-2.635
bhs,1990,-4.43214
bhs,1991,-6.05943
bhs,1992,-2.98071
bhs,1993,-2.86108
bhs,1994,1.31163
bhs,1995,18.81857
bhs,1996,10.03592
bhs,1997,-13.80804
bhs,1998,-5.96808
bhs,1999,12.3604
bhs,2000,2.66455
bhs,2001,0.4329
bhs,2002,1.19934
bhs,2003,-2.55297
bhs,2004,-0.68683
bhs,2005,1.13306
bhs,2006,0.37247
bhs,2007,-0.56582
bhs,2008,-2.34781
bhs,2009,-6.59301
bhs,2010,-0.59101
bhs,2011,-0.45881
bhs,2012,1.13349
bhs,2013,-4.76454
bhs,2014,0.12742
bhs,2015,0.20976
bhs,2016,-1.44425
bhs,2017,0.81344
bhs,2018,-0.66583
bhs,2019,1.6802
bhs,2020,-15.82072
bih,2001,1.27628
bih,2002,3.70933
bih,2003,2.76631
bih,2004,5.09833
bih,2005,3.24681
bih,2006,4.4568
bih,2007,5.90955
bih,2008,6.40437
bih,2009,-2.36861
bih,2010,-0.43508
bih,2011,1.35485
bih,2012,0.69785
bih,2013,4.69793
bih,2014,2.41682
bih,2015,4.54864
bih,2016,3.89903
bih,2017,3.2015
bih,2018,4.87415
bih,2019,3.81692
bih,2020,-3.1482
blr,1991,-1.24557
blr,1992,-9.79838
blr,1993,-7.80377
blr,1994,-11.91918
blr,1995,-10.05467
blr,1996,3.32196
blr,1997,11.58425
blr,1998,8.87623
blr,1999,4.0454
blr,2000,6.21841
blr,2001,5.28843
blr,2002,5.74456
blr,2003,8.13145
blr,2004,12.14357
blr,2005,10.0167
blr,2006,10.56765
blr,2007,8.58562
blr,2008,10.5613
blr,2009,-0.21398
blr,2010,7.68384
blr,2011,5.12478
blr,2012,1.71833
blr,2013,-0.32782
blr,2014,2.17177
blr,2015,-5.27926
blr,2016,-2.70269
blr,2017,3.49483
blr,2018,3.48479
blr,2019,2.29887
blr,2020,-2.11108
blz,1981,-0.92821
blz,1982,-4.56739
blz,1983,-5.09066
blz,1984,-1.70805
blz,1985,-2.50942
blz,1986,3.73145
blz,1987,8.11236
blz,1988,7.14115
blz,1989,9.50848
blz,1990,9.78214
blz,1991,9.32379
blz,1992,9.40765
blz,1993,4.0627
blz,1994,-3.0815
blz,1995,-1.20707
blz,1996,-2.18025
blz,1997,0.54707
blz,1998,-1.34907
blz,1999,4.08942
blz,2000,8.09777
blz,2001,0.05419
blz,2002,2.25824
blz,2003,4.87316
blz,2004,0.1316
blz,2005,0.11898
blz,2006,2.16836
blz,2007,-4.42732
blz,2008,1.52506
blz,2009,3.34329
blz,2010,-2.58123
blz,2011,2.73503
blz,2012,-1.17192
blz,2013,-0.74032
blz,2014,1.03566
blz,2015,3.15784
blz,2016,-2.7833
blz,2017,-0.84673
blz,2018,-0.14899
blz,2019,-0.33883
blz,2020,-11.67092
bmu,2015,0.44306
bmu,2016,-0.1553
bmu,2017,5.83316
bmu,2018,-1.45015
bmu,2019,-1.43607
bmu,2020,-4.92558
bol,1977,1.72371
bol,1978,-1.02276
bol,1979,-3.2265
bol,1980,-5.23547
bol,1981,-2.12104
bol,1982,-6.86499
bol,1983,-5.42898
bol,1984,-2.11426
bol,1985,-4.24235
bol,1986,-5.37414
bol,1987,1.78875
bol,1988,1.53434
bol,1989,1.94177
bol,1990,2.89972
bol,1991,3.73972
bol,1992,0.69824
bol,1993,2.07771
bol,1994,3.05195
bol,1995,2.49298
bol,1996,2.49198
bol,1997,3.18782
bol,1998,3.54268
bol,1999,-1.9617
bol,2000,0.2508
bol,2001,-0.14809
bol,2002,0.55427
bol,2003,-0.39405
bol,2004,1.50209
bol,2005,3.04379
bol,2006,3.34388
bol,2007,2.53459
bol,2008,4.88476
bol,2009,1.07168
bol,2010,1.50755
bol,2011,3.8731
bol,2012,1.10924
bol,2013,4.97483
bol,2014,5.42562
bol,2015,5.53475
bol,2016,4.38249
bol,2017,1.46529
bol,2018,3.29551
bol,2019,1.16912
bol,2020,-9.20593
bra,1971,9.02506
bra,1972,9.56159
bra,1973,10.92553
bra,1974,6.02684
bra,1975,2.12761
bra,1976,7.45787
bra,1977,2.30723
bra,1978,1.84312
bra,1979,3.90411
bra,1980,6.05735
bra,1981,-7.30831
bra,1982,-2.51967
bra,1983,-6.07786
bra,1984,3.05108
bra,1985,6.19996
bra,1986,6.36787
bra,1987,2.25952
bra,1988,-2.23998
bra,1989,10.86153
bra,1990,-12.94305
bra,1991,-0.41407
bra,1992,-1.8975
bra,1993,2.65294
bra,1994,2.63901
bra,1995,5.04894
bra,1996,-0.61111
bra,1997,1.27872
bra,1998,-2.42677
bra,1999,-1.76446
bra,2000,5.43704
bra,2001,-0.34734
bra,2002,1.55716
bra,2003,0.07575
bra,2004,4.71794
bra,2005,2.08409
bra,2006,3.22315
bra,2007,5.38493
bra,2008,3.71431
bra,2009,-0.90512
bra,2010,5.57204
bra,2011,3.5504
bra,2012,1.08872
bra,2013,3.28551
bra,2014,-0.83001
bra,2015,-4.36572
bra,2016,-4.30693
bra,2017,0.77481
bra,2018,0.03795
bra,2019,0.76274
bra,2020,-4.01279
brn,1991,0.24229
brn,1992,1.82108
brn,1993,-2.4715
brn,1994,0.37729
brn,1995,1.78509
brn,1996,0.34267
brn,1997,-3.79004
brn,1998,-2.79359
brn,1999,0.81588
brn,2000,0.70332
brn,2001,0.66793
brn,2002,1.85323
brn,2003,1.00546
brn,2004,-1.21226
brn,2005,-1.17366
brn,2006,2.94564
brn,2007,-0.60413
brn,2008,-3.12945
brn,2009,-2.91296
brn,2010,0.14452
brn,2011,-0.14037
brn,2012,-0.10227
brn,2013,-1.83901
brn,2014,-2.63572
brn,2015,3.21906
brn,2016,-2.0548
brn,2017,-0.65647
brn,2018,-5.63617
brn,2019,4.89998
btn,1991,-3.6771
btn,1992,1.64053
btn,1993,4.11602
btn,1994,8.01902
btn,1995,0.91193
btn,1996,5.72576
btn,1997,6.20039
btn,1998,-3.59085
btn,1999,2.39851
btn,2000,21.94398
btn,2001,6.1514
btn,2002,7.12344
btn,2003,4.98826
btn,2004,4.12832
btn,2005,6.61123
btn,2006,6.7403
btn,2007,15.92745
btn,2008,2.2404
btn,2009,4.25157
btn,2010,8.93128
btn,2011,5.97141
btn,2012,2.15822
btn,2013,1.94531
btn,2014,4.43422
btn,2015,5.33875
btn,2016,5.12233
btn,2017,3.29035
btn,2018,1.52289
btn,2019,4.47265
btn,2020,-8.27878
bwa,1976,6.53235
bwa,1977,7.73742
bwa,1978,9.94678
bwa,1979,7.92153
bwa,1980,4.13255
bwa,1981,11.7373
bwa,1982,7.74082
bwa,1983,5.09231
bwa,1984,0.50667
bwa,1985,2.56848
bwa,1986,4.49786
bwa,1987,3.45014
bwa,1988,20.56196
bwa,1989,7.09496
bwa,1990,8.93391
bwa,1991,8.1428
bwa,1992,0.95768
bwa,1993,2.79755
bwa,1994,-8.35955
bwa,1995,8.42593
bwa,1996,-0.85083
bwa,1997,8.11928
bwa,1998,2.76322
bwa,1999,0.78187
bwa,2000,-1.34869
bwa,2001,1.75841
bwa,2002,-4.77267
bwa,2003,6.27893
bwa,2004,-0.27279
bwa,2005,4.24874
bwa,2006,6.73393
bwa,2007,6.94899
bwa,2008,4.5734
bwa,2009,-6.21384
bwa,2010,4.27565
bwa,2011,6.99159
bwa,2012,3.9783
bwa,2013,7.23157
bwa,2014,7.60225
bwa,2015,-6.00962
bwa,2016,4.47117
bwa,2017,1.81837
bwa,2018,0.8722
bwa,2019,0.13749
bwa,2020,-9.88504
caf,2010,4.21617
caf,2011,3.36903
caf,2012,4.65558
caf,2013,-36.3262
caf,2014,-0.1777
caf,2015,3.84357
caf,2016,3.82282
caf,2017,6.22673
caf,2018,4.42002
caf,2019,1.53851
caf,2020,-4.19237
can,1998,1.67317
can,1999,3.06311
can,2000,4.73641
can,2001,0.0966
can,2002,2.67376
can,2003,2.96375
can,2004,3.27638
can,2005,4.1471
can,2006,3.65278
can,2007,6.03317
can,2008,-0.09917
can,2009,-4.23185
can,2010,1.65135
can,2011,2.21543
can,2012,0.79271
can,2013,1.51629
can,2014,1.75058
can,2015,0.03459
can,2016,0.18299
can,2017,1.74492
can,2018,0.8911
can,2019,0.85837
can,2020,-6.14813
che,1996,0.2925
che,1997,3.68765
che,1998,3.17204
che,1999,1.99124
che,2000,4.34388
che,2001,-1.55226
che,2002,-1.94455
che,2003,3.01005
che,2004,1.74375
che,2005,4.20557
che,2006,2.47246
che,2007,-3.33347
che,2008,-5.49697
che,2009,5.09332
che,2010,6.07731
che,2011,-3.59035
che,2012,1.27038
che,2013,0.56511
che,2014,-0.54872
che,2015,1.56884
che,2016,-0.70425
che,2017,-0.27759
che,2018,-0.51515
che,2019,0.90216
che,2020,-3.00508
chl,1961,3.25771
chl,1962,1.84265
chl,1963,3.73711
chl,1964,0.47698
chl,1965,-1.25528
chl,1966,8.73852
chl,1967,1.43822
chl,1968,1.88846
chl,1969,2.42227
chl,1970,0.77604
chl,1971,8.77921
chl,1972,-2.07566
chl,1973,-6.6692
chl,1974,0.43543
chl,1975,-16.0994
chl,1976,2.71599
chl,1977,9.34736
chl,1978,5.72322
chl,1979,6.78107
chl,1980,6.41954
chl,1981,4.19379
chl,1982,-14.70012
chl,1983,-7.34489
chl,1984,1.63978
chl,1985,1.00924
chl,1986,5.21076
chl,1987,6.83969
chl,1988,5.61437
chl,1989,9.10322
chl,1990,2.93817
chl,1991,6.14723
chl,1992,10.28742
chl,1993,5.522
chl,1994,2.37085
chl,1995,7.77258
chl,1996,5.87555
chl,1997,6.1012
chl,1998,3.74835
chl,1999,-2.19174
chl,2000,3.52493
chl,2001,2.36255
chl,2002,1.50561
chl,2003,0.86406
chl,2004,3.50696
chl,2005,3.88059
chl,2006,0.42369
chl,2007,4.71879
chl,2008,7.34568
chl,2009,-1.97028
chl,2010,4.27436
chl,2011,5.00392
chl,2012,6.58322
chl,2013,3.24914
chl,2014,1.95338
chl,2015,2.01524
chl,2016,0.21522
chl,2017,-1.35699
chl,2018,1.9192
chl,2019,0.70427
chl,2020,-7.44016
chn,1996,8.88523
chn,1997,8.38318
chn,1998,6.384
chn,1999,6.97792
chn,2000,7.7235
chn,2001,7.31519
chn,2002,8.78218
chn,2003,9.73444
chn,2004,9.80225
chn,2005,10.2735
chn,2006,12.63792
chn,2007,14.09043
chn,2008,9.51028
chn,2009,8.02117
chn,2010,9.81063
chn,2011,8.40453
chn,2012,7.89267
chn,2013,6.43297
chn,2014,7.75474
chn,2015,5.77963
chn,2016,6.21566
chn,2017,6.69409
chn,2018,5.92534
chn,2019,5.74578
chn,2020,1.68107
civ,2009,2.6238
civ,2010,3.98798
civ,2011,-7.25499
civ,2012,6.4585
civ,2013,6.57588
civ,2014,45.97385
civ,2015,4.13557
civ,2016,4.40538
civ,2017,3.86576
civ,2018,3.26426
civ,2019,4.85034
civ,2020,-0.95095
cmr,1968,5.05741
cmr,1969,4.78805
cmr,1970,1.40856
cmr,1971,2.88565
cmr,1972,1.59399
cmr,1973,-3.04645
cmr,1974,8.68402
cmr,1975,10.59626
cmr,1976,-8.42348
cmr,1977,-2.44325
cmr,1978,37.67367
cmr,1979,5.85899
cmr,1980,-14.39629
cmr,1981,21.22031
cmr,1982,7.32444
cmr,1983,4.30241
cmr,1984,6.52369
cmr,1985,5.08913
cmr,1986,5.05408
cmr,1987,-5.167
cmr,1988,-9.90851
cmr,1989,-5.96416
cmr,1990,-10.77136
cmr,1991,-8.40422
cmr,1992,-4.84538
cmr,1993,-10.22714
cmr,1994,-1.62929
cmr,1995,-0.04935
cmr,1996,1.37675
cmr,1997,1.55243
cmr,1998,3.16146
cmr,1999,2.16051
cmr,2000,-0.73277
cmr,2001,0.96581
cmr,2002,2.77527
cmr,2003,4.81564
cmr,2004,5.35276
cmr,2005,-0.90932
cmr,2006,2.30188
cmr,2007,0.63878
cmr,2008,0.64547
cmr,2009,0.84404
cmr,2010,-0.4363
cmr,2011,0.55353
cmr,2012,1.30097
cmr,2013,1.77348
cmr,2014,4.00385
cmr,2015,2.30286
cmr,2016,1.48113
cmr,2017,0.65762
cmr,2018,1.2441
cmr,2019,0.52713
cmr,2020,-2.0668
cod,1995,-4.5703
cod,1996,4.18788
cod,1997,-8.40619
cod,1998,-3.32034
cod,1999,-9.75259
cod,2000,-2.43281
cod,2001,-7.69882
cod,2002,1.74003
cod,2003,3.16108
cod,2004,2.93149
cod,2005,1.47932
cod,2006,3.03071
cod,2007,2.10589
cod,2008,0.00047
cod,2009,1.99101
cod,2010,3.33295
cod,2011,2.12465
cod,2012,2.68413
cod,2013,0.58388
cod,2014,6.44516
cod,2015,5.45885
cod,2016,5.31911
cod,2017,-0.48646
cod,2018,2.65713
cod,2019,0.6833
cod,2020,-1.28647
cog,1961,5.38567
cog,1962,2.88717
cog,1963,-6.21537
cog,1964,1.19315
cog,1965,0.92642
cog,1966,-1.40463
cog,1967,-0.19489
cog,1968,4.41787
cog,1969,4.25891
cog,1970,2.97192
cog,1971,4.84828
cog,1972,6.04479
cog,1973,2.9159
cog,1974,5.51546
cog,1975,4.00402
cog,1976,-2.42438
cog,1977,-11.49799
cog,1978,2.87216
cog,1979,5.31636
cog,1980,11.76315
cog,1981,17.21367
cog,1982,18.10614
cog,1983,0.94725
cog,1984,6.66824
cog,1985,-3.52023
cog,1986,-3.60973
cog,1987,-2.58452
cog,1988,-8.64582
cog,1989,-1.34615
cog,1990,-5.66711
cog,1991,0.76524
cog,1992,2.36286
cog,1993,-8.40122
cog,1994,-5.52534
cog,1995,-18.79136
cog,1996,0.77709
cog,1997,8.93042
cog,1998,9.28985
cog,1999,-16.44528
cog,2000,-6.33422
cog,2001,8.54286
cog,2002,1.84189
cog,2003,-2.99863
cog,2004,-4.53256
cog,2005,12.71914
cog,2006,17.03297
cog,2007,-9.61665
cog,2008,4.55235
cog,2009,16.87931
cog,2010,4.42693
cog,2011,-3.45956
cog,2012,12.89775
cog,2013,0.48547
cog,2014,8.46121
cog,2015,-7.75149
cog,2016,-15.27058
cog,2017,-15.44425
cog,2018,-10.31146
cog,2019,-8.88996
cog,2020,-0.26882
col,1969,2.95256
col,1970,3.13806
col,1971,3.60262
col,1972,5.17037
col,1973,4.58122
col,1974,4.03368
col,1975,-0.85229
col,1976,2.47183
col,1977,2.5366
col,1978,6.27067
col,1979,3.52368
col,1980,2.11948
col,1981,-0.51015
col,1982,-2.36621
col,1983,-1.23586
col,1984,0.15855
col,1985,0.30513
col,1986,3.28345
col,1987,2.96345
col,1988,3.11483
col,1989,-0.02564
col,1990,3.44538
col,1991,0.56925
col,1992,2.46159
col,1993,4.30197
col,1994,4.86209
col,1995,3.38788
col,1996,-0.14531
col,1997,1.58726
col,1998,-0.62468
col,1999,-5.63578
col,2000,0.73392
col,2001,-0.17111
col,2002,0.7399
col,2003,1.67103
col,2004,3.75676
col,2005,4.40722
col,2006,5.21805
col,2007,4.97554
col,2008,1.53738
col,2009,0.41768
col,2010,2.69696
col,2011,5.13951
col,2012,3.47457
col,2013,4.51773
col,2014,4.105
col,2015,3.4943
col,2016,1.03097
col,2017,-0.94424
col,2018,0.20921
col,2019,2.14656
col,2020,-7.41283
com,1981,0.49988
com,1982,3.52832
com,1983,1.39252
com,1984,1.20904
com,1985,-0.81861
com,1986,-0.98572
com,1987,-1.04687
com,1988,-0.64439
com,1989,-5.06786
com,1990,1.49534
com,1991,-8.09521
com,1992,6.41692
com,1993,-0.37011
com,1994,-8.18062
com,1995,0.86614
com,1996,-4.11951
com,1997,1.23847
com,1998,-1.51647
com,1999,-0.52128
com,2000,8.13579
com,2001,-0.06866
com,2002,-0.47925
com,2003,-0.3696
com,2004,-0.56607
com,2005,0.50335
com,2006,0.27118
com,2007,-1.1929
com,2008,1.13907
com,2009,0.79799
com,2010,1.37305
com,2011,1.62926
com,2012,0.64602
com,2013,2.1994
com,2014,-0.19213
com,2015,-0.94575
com,2016,1.1018
com,2017,1.51496
com,2018,0.4364
cpv,2008,4.78514
cpv,2009,-2.40158
cpv,2010,-1.66656
cpv,2011,3.22903
cpv,2012,-0.53118
cpv,2013,0.30886
cpv,2014,-2.2148
