geo,time,gc_rev_gotr_cn
fra,1974,4390531696.43742
fra,1975,4893613453.32088
fra,1976,6082715787.77267
fra,1977,5823552458.46908
fra,1978,6189430099.83886
fra,1979,6982164989.4734
fra,1980,14421677030.659
fra,1981,19071372056.4
fra,1982,21281882806.34249
fra,1983,23538128261.4561
fra,1984,24879679613.1454
fra,1985,27273129183.7728
fra,1986,28065864073.4072
fra,1987,27696175206.60649
fra,1988,31828610716.861
fra,1989,31192593416.9465
fra,1990,34219773552.2298
fra,1991,39148907626.567
fra,1992,40734377405.8361
fra,1993,40810601914.4548
fra,1994,39057438216.22449
fsm,2008,50530064
fsm,2009,76906010
fsm,2010,90394913
fsm,2011,87183552
fsm,2012,102934222
fsm,2013,82914702
fsm,2014,74011008
fsm,2015,93255610
fsm,2016,108206528
fsm,2017,132781265
fsm,2018,104857293
fsm,2019,108869542
gab,2012,1365366902926.93994
gab,2013,1183497879769.45996
gab,2014,934209958034.49011
gab,2015,595827258983.68506
gab,2016,465907822947.92401
gab,2017,542683065622.50293
gab,2018,588889517964.15002
gab,2019,760053202172.69202
gbr,1972,2299000000
gbr,1973,2649000000
gbr,1974,3496000000
gbr,1975,4590000000
gbr,1976,5116000000
gbr,1977,6232000000
gbr,1978,6817000000
gbr,1979,8471000000
gbr,1980,11110000000
gbr,1981,12066000000
gbr,1982,13702000000
gbr,1983,14652000000
gbr,1984,14824000000
gbr,1985,15886000000
gbr,1986,14920000000
gbr,1987,16119000000
gbr,1988,17341000000
gbr,1989,18346000000
gbr,1990,16704000000
gbr,1991,18664000000
gbr,1992,15308000000
gbr,1993,15024000000
gbr,1994,14815000000
gbr,1995,13257000000
gbr,1996,13539000000
gbr,1997,12102000000
gbr,1998,12126000000
gbr,1999,11289000000
gbr,2000,12360000000
gbr,2001,14011000000
gbr,2002,13045000000
gbr,2003,13559000000
gbr,2004,18755000000
gbr,2005,28620000000
gbr,2006,22134000000
gbr,2007,25872000000
gbr,2008,27196000000
gbr,2009,27194000000
gbr,2010,25341000000
gbr,2011,24161000000
gbr,2012,41467000000
gbr,2013,46760000000
gbr,2014,40243000000
gbr,2015,40943000000
gbr,2016,40785000000
gbr,2017,45531000000
gbr,2018,46299000000
gbr,2019,45152000000
geo,1995,81100000
geo,1996,99200000
geo,1997,110100000
geo,1998,98600000
geo,1999,67000000
geo,2000,43400000
geo,2001,109200000
geo,2002,79970000
geo,2003,108300000
geo,2004,355400000
geo,2005,358400000
geo,2006,506100000
geo,2007,561000000
geo,2008,976100000
geo,2009,755300000
geo,2010,829100000
geo,2011,586800000
geo,2012,747100000
geo,2013,1229600000
geo,2014,1357500000
geo,2015,1974900000
geo,2016,2046900000
geo,2017,2364000000
geo,2018,1874700000
geo,2019,2024200000
geo,2020,2117400000
gha,1990,2782100
gha,1991,3626100
gha,1992,3269600
gha,1993,6662900
gha,2001,297499500
gha,2002,177695300
gha,2003,418105723
gha,2004,757097688
gha,2005,859576197
gha,2006,874732981
gha,2007,1363210674
gha,2008,1440975559
gha,2009,2186823506
gha,2010,2694558161
gha,2011,3964114967
gha,2012,4151160278.74999
gha,2013,5163900980.0443
gha,2014,9054408122.82371
gha,2015,17298401820.5137
gha,2016,7949508148.83476
gha,2017,8829826108
gha,2018,9475241153
gha,2019,10451754524.8326
gin,1989,111099000000
gin,1990,153042000000
gin,1991,164445000000
gin,1992,153101000000
gmb,1990,185220000
gnb,2017,61171055214.2
gnb,2019,49215990284.46
gnq,2006,1593779000000
gnq,2007,1835738000000
gnq,2008,2363153000000
gnq,2009,1462430000000
gnq,2010,1538554300000
gnq,2011,2142914990636.77002
gnq,2012,2195429129893.90967
gnq,2013,1788110450461.95996
gnq,2014,1709534120190.29004
gnq,2015,1162135174568.05005
gnq,2016,694572608885.11499
gnq,2017,808690320420
gnq,2018,991431647826.03003
gnq,2019,619433315531.60205
grc,1972,26647101.98092
grc,1973,35069699.19296
grc,1974,41115187.08731
grc,1975,61570066.03081
grc,1976,65179750.55026
grc,1977,73074101.24725
grc,1978,78561995.59795
grc,1979,94761555.39252
grc,1980,163169479.09024
grc,1981,187938371.23991
grc,1982,325517241.37931
grc,1983,396155539.25165
grc,1984,480909757.88701
grc,1985,565282465.1504
grc,1986,706177549.52311
grc,1987,909435069.69919
grc,1988,1120733675.71533
grc,1989,1225737344.09391
grc,1990,1487483492.2964
gtm,1990,345520000
gtm,1991,709450000
gtm,1992,1110630000
gtm,1993,587650000
gtm,1994,541920000
gtm,1995,428670000
gtm,1996,266900000
gtm,1997,621280000
gtm,1998,806430000
gtm,1999,705670000
gtm,2000,959620000
gtm,2001,1824900000
gtm,2002,940270000
gtm,2003,872030000
gtm,2004,848410000
gtm,2005,937940000
gtm,2006,1265800000
gtm,2007,1296300000
gtm,2008,1345800000
gtm,2009,1216040332.36
gtm,2010,1465329415.67
gtm,2011,1440714782.47
gtm,2012,1635695602.48
gtm,2013,1341857238.1
gtm,2014,2251998274.46
gtm,2015,1883875906.01
gtm,2016,3136942341.75
gtm,2017,1883259616.08
gtm,2018,2021631635.01
gtm,2019,2076193846.68
hnd,1972,28100000
hnd,1973,31200000
hnd,1974,29700000
hnd,1975,38600000
hnd,1976,52700000
hnd,1977,39700000
hnd,1978,29700000
hnd,1979,54800000
hnd,1980,48700000
hnd,1981,42100000
hnd,2003,6657400000
hnd,2004,7412220000
hnd,2005,9174800000
hnd,2006,10195800000
hnd,2007,10931430000
hnd,2008,15497839182
hnd,2009,14148000000
hnd,2010,13755600000
hnd,2011,14400849430
hnd,2012,15805580000
hnd,2013,17735686197
hnd,2014,18109708414.9971
hnd,2015,13574514000.6833
hrv,1991,4880000
hrv,1992,70600000
hrv,1993,958630000
hrv,1994,1426260000
hun,1981,67200000000
hun,1982,64200000000
hun,1983,57800000000
hun,1984,65200000000
hun,1985,82500000000
hun,1986,70700000000
hun,1987,66100000000
hun,1988,92800000000
hun,1989,133900000000
hun,1990,171800000000
hun,1991,188900000000
hun,1992,187000000000
hun,1993,231200000000
hun,1994,333700000000
hun,1995,221994000000
hun,1996,351741000000
hun,1997,337470000000
hun,1998,343857091000
hun,1999,350926000000
hun,2000,390954000000
hun,2001,458859000000
hun,2002,453246000000
hun,2003,492799000000
hun,2004,677628000000
hun,2005,709759000000
hun,2006,906194000000
hun,2007,918772000000
hun,2008,1043211000000
hun,2009,1251127000000
hun,2010,1375761000000
hun,2011,1346431000000
hun,2012,1641725000000
hun,2013,1899312000000
hun,2014,2035495831000
hun,2015,2398414311000
hun,2016,1704575975000
hun,2017,1972184596000
hun,2018,2288796050000
hun,2019,2524870682000
idn,1972,76000000000
idn,1973,87000000000
idn,1974,123000000000
idn,1975,207000000000
idn,1976,201000000000
idn,1977,265000000000
idn,1978,308000000000
idn,1979,554000000000
idn,1980,508000000000
idn,1981,1906000000000
idn,1982,855000000000
idn,1983,1639000000000
idn,1984,3503000000000
idn,1985,2586000000000
idn,1986,6331000000000
idn,1987,5954000000000
idn,1988,2653000000000
idn,1989,2415000000000
idn,1990,2134400000000
idn,1991,3317000000000
idn,1992,6145100000000
idn,1993,8974000000000
idn,1994,7123000000000
idn,1995,7584000000000
idn,1996,12048000000000
idn,1997,10067800000000
idn,1998,9781000000000
idn,1999,15330400000000
idn,2001,111172260000000
idn,2002,83188409000000
idn,2003,89039581981988
idn,2004,127213562000000
idn,2008,322820260000000
idn,2009,228731550000000
idn,2010,271700990000000
idn,2011,336591500000000
idn,2012,357465150000000
idn,2013,361394790000000
idn,2014,404096654869296.9375
idn,2015,266721145536622
idn,2016,273829723599063
idn,2017,323838314753259
idn,2018,425154511572274
idn,2019,416278663334392.9375
ind,1974,10890000000
ind,1975,16740000000
ind,1976,19910000000
ind,1977,26140000000
ind,1978,26050000000
ind,1979,26500000000
ind,1980,30830000000
ind,1981,37140000000
ind,1982,46790000000
ind,1983,46250000000
ind,1984,62280000000
ind,1985,74610000000
ind,1986,88110000000
ind,1987,101150000000
ind,1988,112960000000
ind,1989,159240000000
ind,1990,145370000000
ind,1991,188680000000
ind,1992,238120000000
ind,1993,266990000000
ind,1994,309030000000
ind,1995,365020000000
ind,1996,430800000000
ind,1997,465420000000
ind,1998,518420000000
ind,1999,619020000000
ind,2000,626010000000
ind,2001,693070000000
ind,2002,739170000000
ind,2003,783460000000
ind,2004,816910000000
ind,2005,840750000000
ind,2006,947760000000
ind,2007,1161430000000
ind,2008,994640000000
ind,2009,1035620000000
ind,2010,2135230000000
ind,2011,1166620000000
ind,2012,1751830000000
ind,2013,1793240000000
ind,2014,1954959300000
ind,2015,2544020000000
ind,2016,2617580000000
ind,2017,2297430000000
ind,2018,2211770000000
irl,1972,101579046.27433
irl,1973,106657998.58805
irl,1974,130783022.07821
irl,1975,166335688.27422
irl,1976,214585735.25453
irl,1977,284421329.56814
irl,1978,350447709.64645
irl,1979,520592612.15596
irl,1980,675500657.72432
irl,1981,779619180.15552
irl,1982,1114830032.86082
irl,1983,1359889481.99765
irl,1984,1316718387.33106
irl,1985,1527494908.3503
irl,1986,1373856600.86037
irl,1987,1579554169.5659
irl,1988,1135145842.11569
irl,1989,1067849723.95894
irl,1990,1399886231.46817
irl,1991,1805694521.33414
irl,1992,1839723501.83604
irl,1993,2013159565.44484
irl,1994,1599152576.80646
irn,1972,205500000000
irn,1973,337300000000
irn,1974,1240900000000
irn,1975,1311600000000
irn,1976,1498500000000
irn,1977,1674400000000
irn,1978,1129000000000
irn,1979,1317100000000
irn,1980,975200000000
irn,1981,1208400000000
irn,1982,1872500000000
irn,1983,1947400000000
irn,1984,1765700000000
irn,1985,1522900000000
irn,1986,643100000000
irn,1987,1034900000000
irn,1988,1096700000000
irn,1989,1971600000000
irn,1990,3962300000000
irn,1991,4288800000000
irn,1992,6263200000000
irn,1993,16388000000000
irn,1994,23191000000000
irn,1995,29708000000000
irn,1996,36720000000000
irn,1997,31660000000000
irn,1998,24045000000000
irn,1999,54864456000000
irn,2000,83431873022500
irn,2001,92693317625000
irn,2002,164885639200000
irn,2003,196646481832490
irn,2004,266772421682710
irn,2005,426971273167384.9375
irn,2006,488877493457806
irn,2007,615192897098388
irn,2008,633564855855039
irn,2009,545282000000000
irq,2014,101827000000000
irq,2015,56995972620999.20312
irq,2016,50231220552077.10156
irq,2017,70673328218118.09375
irq,2018,99711576505330.26562
irq,2019,102907419200910
isl,1972,15100000
isl,1973,37500000
isl,1974,40600000
isl,1975,60500000
isl,1976,77300000
isl,1977,115300000
isl,1978,202700000
isl,1979,305300000
isl,1980,474600000
isl,1981,752300000
isl,1982,1419700000
isl,1983,2553500000
isl,1984,3496600000
isl,1985,4854320000
isl,1986,6521200000
isl,1987,8986600000
isl,1988,12145500000
isl,1989,15913300000
isl,1990,15332000000
isl,1991,15094000000
isl,1992,17674000000
isl,1993,17601700000
isl,1994,19509300000
isl,1995,20342200000
isl,1996,21082800000
isl,1997,21547900000
isl,1998,24315050000
isl,1999,27723666000
isl,2000,29644769000
isl,2001,37311906810
isl,2002,37155576305
isl,2003,35027911664
isl,2004,38860287283
isl,2005,88907469510.8031
isl,2006,113321978703.045
isl,2007,131234684381.13
isl,2008,237006757888.302
isl,2009,192728460745.23199
isl,2010,135330259604.866
isl,2011,159274097983.85999
isl,2012,173049775397.13699
isl,2013,170946198572.832
isl,2014,154549663260.07101
isl,2015,148603140667.008
isl,2016,179954071599.099
isl,2017,176120377266.539
isl,2018,193078968771.53696
isl,2019,166235603993.72299
isr,1972,100000
isr,1973,800000
isr,1974,400000
isr,1975,1100000
isr,1976,1600000
isr,1977,2200000
isr,1978,3700000
isr,1979,8000000
isr,1980,19600000
isr,1981,42800000
isr,1982,86900000
isr,1983,347900000
isr,1984,2186500000
isr,1985,8191500000
isr,1986,10372300000
isr,1987,10343300000
isr,1988,8539600000
isr,1989,10716100000
isr,1990,13527600000
isr,1991,12228000000
isr,1992,18516000000
isr,1993,18604000000
isr,1994,18984000000
isr,1995,21498000000
isr,1996,30735000000
isr,1997,31728000000
isr,1998,36915000000
isr,1999,37292000000
isr,2000,41249502506.6063
isr,2001,41521356331.2104
isr,2002,46695163925.6772
isr,2003,43450309165.6562
isr,2004,40582919448.3277
isr,2005,40475707265.6403
isr,2006,46237265154.7832
isr,2007,44427104323.2283
isr,2008,44450545205.764
isr,2009,40983731595.0574
isr,2010,45699769132.2516
isr,2011,47304302316.5047
isr,2012,50775830092.9025
isr,2013,50180141995.2716
isr,2014,52879955813.0682
isr,2015,55598846991.4719
isr,2016,55311783328.89249
isr,2017,54868611178.4142
isr,2018,56232004065.65391
isr,2019,56349605285.8315
ita,1973,1064934125.92252
ita,1974,941500927.04013
ita,1975,1119162100.32692
ita,1976,1630454430.42551
ita,1977,2325088959.70087
ita,1978,4141467873.7986
ita,1979,5807041373.36219
ita,1980,6394252867.62693
ita,1981,6131892762.88947
ita,1982,7037241706.99334
ita,1983,8631027697.5835
ita,1984,9482665124.18207
ita,1985,8887190319.53188
ita,1986,9073114803.2041
ita,1987,8750329241.27317
ita,1988,6367913565.77337
ita,1989,7217485164.77558
ita,1990,262876561.63655
ita,1991,333114699.91272
ita,1992,1596368275.0856
ita,1993,5501815346.0003
ita,1994,1771447163.87694
ita,1995,24593000000
ita,1996,24770000000
ita,1997,24701000000
ita,1998,23334000000
ita,1999,26013000000
ita,2000,21295000000
ita,2001,25810000000
ita,2002,26048000000
ita,2003,24970000000
ita,2004,25821000000
ita,2005,25611000000
ita,2006,29217000000
ita,2007,27009000000
ita,2008,28901000000
ita,2009,36346000000
ita,2010,33677000000
ita,2011,30793000000
ita,2012,31450000000
ita,2013,33472000000
ita,2014,36361000000
ita,2015,41210000000
ita,2016,41977000000
ita,2017,44058000000
ita,2018,45573000000
ita,2019,47103000000
jor,1990,364650000
jor,1991,459460000
jor,1992,416970000
jor,1993,469840000
jor,1994,466010000
jor,1995,537530000
jor,1996,518620000
jor,1997,537820000
jor,1998,576990000
jor,1999,680840000
jor,2000,604000000
jor,2001,632120000
jor,2002,737330000
jor,2003,1028290000
jor,2004,1037560000
jor,2005,866700000
jor,2006,830580000
jor,2007,958000000
jor,2008,997500000
jor,2009,1620800000
jor,2010,1656100000
jor,2011,2330900000
jor,2012,1678600000
jor,2013,2084300000
jor,2014,3209400000
jor,2015,2681600000
jor,2016,2800000000
jor,2017,3070300000
jor,2018,3564600000
jor,2019,3064500000
jpn,1991,18303000000000
jpn,1992,18504000000000
jpn,1993,18731000000000
kaz,1997,13907000000
kaz,1998,18062000000
kaz,1999,55851000000
kaz,2000,85915178000
kaz,2001,142775493000
kaz,2002,90602648000
kaz,2003,96977928000
kaz,2004,139222462000
kaz,2010,1353911506547.44995
kaz,2011,1577378080085.55005
kaz,2012,2790508631898.8501
kaz,2013,1556743708761.19995
kaz,2014,2001192193381.51001
kaz,2015,1495600769638.98999
kaz,2016,1747350514423
kaz,2017,3141315556455.8999
kaz,2018,2640591398726.18945
kaz,2019,2588113574570.12012
ken,2014,270988944441.70901
ken,2015,316542770629.83002
ken,2016,299348651531.54999
ken,2017,476698451442.15997
ken,2018,375528070000
ken,2019,394190301160.65002
kgz,2014,35437569000
kgz,2015,42715200000
kgz,2016,36500100000
kgz,2017,42413600000
kgz,2018,35774900000
kgz,2019,45492200000
khm,2002,998048660000
khm,2003,725229417102.04004
khm,2004,757238224908
khm,2005,1101628114109
khm,2006,957208177463
khm,2007,1276218000000
khm,2008,1769913853919
khm,2009,2378335930295
khm,2010,3064268433610.33984
khm,2011,2586504393538.7998
khm,2012,4128240500000
khm,2013,3563742000000
khm,2014,3044853370025.91016
khm,2015,2887984405830.70947
khm,2016,4072674682911.08984
khm,2017,4192552638466.47021
khm,2018,4982511100000
khm,2019,5561802500000
kir,2011,79057850.9
kir,2012,106142867.487
kir,2013,138869702.7
kir,2014,183579569.1
kir,2015,235699067.83
kir,2016,176759469.2
kir,2017,195879623.7
kir,2018,286116445.88
kir,2019,271929128.76
kna,1990,21360000
kna,1991,14570000
kna,1992,20650000
kna,1993,22200000
kna,1994,32420000
kna,2000,74700000
kna,2001,94900000
kna,2002,39585000
kna,2003,50191000
kna,2004,52702000
kna,2005,40797418
kna,2006,37149041
kna,2007,60975530
kna,2008,150433723.36
kna,2009,209485437.26
kna,2010,218810000
kna,2011,310250000
kna,2012,431910000
kna,2013,538780000
kna,2014,483520000
kna,2015,434800000
kna,2016,356600000
kna,2017,338830000
kor,1972,97000000000
kor,1973,90000000000
kor,1974,103000000000
kor,1975,146000000000
kor,1976,201000000000
kor,1977,281000000000
kor,1978,382000000000
kor,1979,539000000000
kor,1980,840000000000
kor,1981,1169000000000
kor,1982,1346000000000
kor,1983,1210000000000
kor,1984,1433000000000
kor,1985,1634000000000
kor,1986,1839000000000
kor,1987,1820000000000
kor,1988,2169000000000
kor,1989,3107000000000
kor,1990,2909000000000
kor,1991,3683000000000
kor,1992,5042000000000
kor,1993,6197000000000
kor,1994,7792000000000
kor,1995,8552000000000
kor,1996,10459000000000
kor,1997,12172000000000
kor,1998,16908802000000
kor,1999,18180187000000
kor,2000,23790721000000
kor,2001,24969058000000
kor,2002,27977844000000
kor,2003,28782838000000
kor,2004,29733568000000
kor,2005,30587200000000
kor,2006,34720800000000
kor,2007,41416472000000
kor,2008,40269207000000
kor,2009,40715035828260
kor,2010,45247684000000
kor,2011,48827571000000
kor,2012,91975880000000
kor,2013,92110245000000
kor,2014,88350269228880
kor,2015,88283664149972
kor,2016,92244194583301.59375
kor,2017,93674927725719.01562
kor,2018,97649261726960.5
kor,2019,103900871918536
kwt,1972,60000000
kwt,1973,97000000
kwt,1974,1478000000
kwt,1977,2802000000
kwt,1978,2721000000
kwt,1979,3494000000
kwt,1980,6707000000
kwt,1981,6077000000
kwt,1982,4058000000
kwt,1983,3948000000
kwt,1984,4157000000
kwt,1985,3669000000
kwt,1986,4635000000
kwt,1987,1560000000
kwt,1988,2063000000
kwt,1989,2126000000
kwt,1990,3034000000
kwt,1991,254000000
kwt,1992,580000000
kwt,1993,2188000000
kwt,1994,2440000000
kwt,1995,2893000000
kwt,1996,3244000000
kwt,1997,4081000000
kwt,1998,3342000000
lbn,1997,927175000000
lbn,1998,1141090000000
lbn,1999,1363880000000
lbn,2000,997700000000
lbn,2001,1025100000000
lbn,2002,1144400000000
lbn,2003,1452700000000
lbn,2004,1648700000000
lbn,2005,1852781000000
lbn,2006,2711273000000
lbn,2007,2719270000000
lbn,2008,2594900000000
lbn,2009,2786382575910
lbn,2010,1799470000000
lbn,2011,3099534616600
lbn,2012,2994558000000
lbn,2013,3016924000000
lbn,2014,4100887000000
lbn,2015,3469521000000
lbn,2016,3557025000000
lbn,2017,3958851000000
lbn,2018,3412990000000
lbn,2019,3299548000000
lca,2000,66453000
lca,2001,62424000
lca,2002,72521000
lca,2003,78599000
lca,2004,48229323
lca,2005,40241873
lca,2006,47210841
lca,2007,53621530
lca,2008,76616450
lca,2009,72724377
lca,2010,111253654
lca,2011,86961932
lca,2012,93229675
lca,2013,68490068
lca,2014,105356074
lca,2015,100590000
lca,2016,71120000
lca,2017,136460000
lka,1990,12745000000
lka,1991,15749000000
lka,1992,17244000000
lka,1993,18549000000
lka,1994,18159000000
lka,1995,25821000000
lka,1996,22549000000
lka,1997,27799000000
lka,1998,31960000000
lka,1999,33067000000
lka,2000,30377000000
lka,2001,31183000000
lka,2002,42582000000
lka,2003,49531000000
lka,2004,35051000000
lka,2005,70568000000
lka,2006,72039000000
lka,2007,77290000000
lka,2008,94069000000
lka,2009,95468000000
lka,2010,98321500000
lka,2011,124679000000
lka,2012,146046000000
lka,2013,132266000000
lka,2014,121734871597.39999
lka,2015,89899502327.46989
lka,2016,211416097199.56
lka,2017,146443218702.38
lka,2018,194926828568.78
lka,2019,134898490932.82001
lso,1982,17776000
lso,1983,16156000
lso,1984,49264000
lso,1985,25105000
lso,1986,56253000
lso,1987,100691000
lso,1988,133207000
lso,1989,232686000
lso,1991,327457610.4
lso,1992,340995054.59379
lso,1993,451646125.72429
lso,1994,591190212.5482
lso,1995,753285688.45319
lso,1996,767674091.89258
lso,1997,823231426.83931
lso,1998,827309344.00302
lso,1999,675521259.44476
lso,2000,1037937688.8
lso,2001,1020482804
lso,2002,1249978166.8
lso,2003,1287100000
lso,2004,1402000000
lso,2005,1596300000
lso,2006,2495353672.6
lso,2007,2626158679.6
lso,2008,3509483288.34787
lso,2009,3538918433.31998
lso,2010,4157344816.67375
lso,2011,3969281103.41849
lso,2012,5396046550.50879
lso,2013,5072939893.20599
lso,2014,4958409319.14682
lso,2015,5153864223.91441
lso,2016,4942926692.00235
lso,2017,5101551557.68273
lso,2018,5352288732.82
lso,2019,5218583369.69
ltu,1991,3283711.77016
ltu,1993,77183734.93976
ltu,1994,49322289.15663
ltu,2004,517733000
ltu,2005,720975000
ltu,2006,720050000
ltu,2007,1023050000
ltu,2008,1121764000
ltu,2009,1176824000
ltu,2010,1573948000
ltu,2011,1610632000
ltu,2012,1670411000
ltu,2013,1722761000
ltu,2014,2005564000
ltu,2015,1767358000
ltu,2016,1387992000
ltu,2017,1278041000
ltu,2018,1516633000
ltu,2019,1759358000
lux,1972,61279279.32394
lux,1973,67005619.74621
lux,1974,80515816.84635
lux,1975,90307611.07489
lux,1976,106371111.4802
lux,1977,118815366.42381
lux,1978,137085119.1996
lux,1979,160139217.00351
lux,1980,242786918.16291
lux,1981,265047756.68755
lux,1982,289638794.34505
lux,1983,246356584.91965
lux,1984,268196004.45217
lux,1985,310090010.13885
lux,1986,272806824.01295
lux,1987,230912818.32627
lux,1988,230293084.51434
lux,1989,338275503.90556
lux,1990,446952025.16615
lux,1991,556446595.05849
lux,1992,617775453.08739
lux,1993,435623291.08401
lux,1994,454909407.31137
lva,1994,49188678.49358
lva,1995,214109481.4486
lva,1996,202515921.93556
lva,1997,339283783.2454
lva,1998,338202400.66932
lva,1999,301237613.90089
lva,2000,288330743.70664
lva,2001,256505369.91821
lva,2002,350474670.03603
lva,2003,396245610.44046
lva,2004,630917012.42452
lva,2005,780840746.49547
lva,2006,1152415182.61137
lva,2007,1181282405.90549
lva,2008,1351225946.35204
lva,2009,1563386093.42007
lva,2010,1811320083.55103
lva,2011,1969143601.91462
lva,2012,2012276537.98214
lva,2013,1916882943.18188
lva,2014,1954176413.33857
lva,2015,1947275485.057
lva,2016,1783870040.5803
lva,2017,1850527316.29302
lva,2018,2340836136.3908
lva,2019,2294079145.82159
mac,1996,1599310000
mac,1997,1378790000
mac,1998,1928550000
mac,1999,3146607703.67
mac,2000,1567021243.01
mac,2001,1982657541.91
mac,2002,1592947623.76
mac,2003,1930167568.64
mac,2004,1983544958.12
mac,2005,3261000000
mac,2006,3784000000
mac,2007,5032905780.29
mac,2008,4776802905.1
mac,2009,5987165431.44
mac,2010,4689962596.46
mac,2011,6871702685.26
mac,2012,7155708707.64
mac,2013,7527157648
mac,2014,9343415999.05
mac,2015,9172292015.11
mac,2016,8669883914.06
mac,2017,11279691112.61
mac,2018,8277682541.49
mac,2019,13374647017.23
mar,1990,5926000000
mar,1991,5925000000
mar,1992,6212000000
mar,1993,10530000000
mar,1994,10211000000
mar,1995,10177000000
mar,1997,9972000000
mar,1998,10099000000
mar,1999,12356000000
mar,2002,19251666000
mar,2003,16143626000
mar,2004,20758800000
mar,2005,22737540142.8571
mar,2006,28470773714.2857
mar,2007,29605337285.71429
mar,2008,34145890611.8571
mar,2009,38899599879.9214
mar,2010,31344497425.4286
mar,2011,31994103699.8571
mar,2012,35064688978.355
mar,2013,49344558378.0664
mar,2014,55514405865.8009
mar,2015,50829876772.0058
mar,2016,46988207366.2449
mar,2017,48572990000
mar,2018,47296511428.5714
mar,2019,50013044157.8947
mda,1995,44570000
mda,1996,223200000
mda,1997,603500000
mda,1998,463700000
mda,1999,552200000
mda,2000,1027400000
mda,2001,865300000
mda,2002,1113500000
mda,2003,1346100000
mda,2004,1639600000
mda,2005,2539100000
mda,2006,2358800000
mda,2007,3160400000
mda,2008,3194300000
mda,2009,3209300000
mda,2010,4103400000
mda,2011,3605200000
mda,2012,3661200000
mda,2013,3982500000
mda,2014,5510000000
mda,2015,4145700000
mda,2016,2773400000
mda,2017,2774700000
mda,2018,2488800000
mda,2019,3760800000
mdg,1990,6280000000
mdg,1991,3540000000
mdg,1992,3900000000
mdg,1993,5900000000
mdg,1994,9260000000
mdg,1995,5580000000
mdg,2003,354180800000
mdg,2004,769649000000
mdg,2005,665200000000
mdg,2006,1276900000000
mdg,2007,656236000000
mdg,2008,1033400000000
mdg,2009,272402283000
mdg,2010,625530585000
mdg,2011,432763400000
mdg,2012,386141400000
mdg,2013,375258600000
mdg,2014,717882100000
mdg,2015,563814241341.20996
mdg,2016,1289283430282.69995
mdg,2017,1219089262998.1499
mdg,2018,1437102072983.78003
mdg,2019,1810127480000
mdv,1979,16700000
mdv,1980,40600000
mdv,1981,56500000
mdv,1982,73400000
mdv,1983,69400000
mdv,1984,92000000
mdv,1985,68600000
mdv,1986,141000000
mdv,1987,196400000
mdv,1988,213000000
mdv,1989,311800000
mdv,1990,253000000
mdv,1991,427700000
mdv,1992,383900000
mdv,1993,432200000
mdv,1994,605900000
mdv,1995,766500000
mdv,1996,851400000
mdv,1997,956100000
mdv,1998,1025400000
mdv,1999,1244000000
mdv,2000,1354700000
mdv,2001,1459400000
mdv,2002,1618700000
mdv,2003,1791700000
mdv,2004,1756800000
mdv,2005,2855100000
mdv,2006,3734300000
mdv,2007,4629600000
mdv,2008,4047400000
mdv,2009,2988900000
mex,1972,4000000
mex,1973,6000000
mex,1974,5000000
mex,1975,9000000
mex,1976,14000000
mex,1977,13000000
mex,1978,16000000
mex,1979,20000000
mex,1980,50000000
mex,1981,73000000
mex,1982,152000000
mex,1983,226000000
mex,1984,285000000
mex,1985,349000000
mex,1986,576000000
mex,1987,1709000000
mex,1988,6262000000
mex,1989,10626000000
mex,1990,12000000000
mex,1991,12843000000
mex,1992,19323000000
mex,1993,17228000000
mex,1994,27301000000
mex,1995,46040000000
mex,1996,62873000000
mex,1997,53782000000
mex,1998,50678000000
mex,1999,71067000000
mex,2000,84912000000
mex,2008,1069910710289.18005
mex,2009,724164296691.98401
mex,2010,788006535191.80286
mex,2011,1003479966412.76001
mex,2012,1089631057610.62
mex,2013,1033225720480.94995
mex,2014,973065664967.64001
mex,2015,750997701532.05884
mex,2016,826302549336.828
mex,2017,1057285088111.40002
mex,2018,850793818141.93701
mex,2019,771283264686.45984
mhl,2008,71306310
mhl,2009,69827403
mhl,2010,72487650
mhl,2011,70663821
mhl,2012,65171840
mhl,2013,71350016
mhl,2014,67982120
mhl,2015,76673963
mhl,2016,87335857
mhl,2017,107832072
mhl,2018,99203000
mhl,2019,115469000
mkd,2005,14630912989.75
mkd,2006,11964296755
mkd,2007,14007608800.5
mkd,2008,19727000000
mkd,2009,17234000000
mkd,2010,15524000000
mkd,2011,13931000000
mkd,2012,15671000000
mkd,2013,17575881887
mkd,2014,14436761015
mkd,2015,17411317794
mkd,2016,15330580042
mkd,2017,17483488147
mkd,2018,13973858439
mkd,2019,20008125115
mli,2000,95009768000
mli,2001,95339842000
mli,2002,114315889000
mli,2003,182071148000
mli,2004,162928867032
mli,2005,179833664121
mli,2006,1309064300000
mli,2007,268900000000
mli,2008,232986000000
mli,2009,285241000000
mli,2010,255660000000
mli,2011,243844700000
mli,2012,70542487620
mli,2013,326169000000
mli,2014,134500000000
mli,2015,182737710386
mli,2016,212100000000
mli,2017,295400000000
mli,2018,208234000000
mli,2019,303266261902
mlt,1972,34195201.4908
mlt,1973,59818308.87491
mlt,1974,79734451.43256
mlt,1975,113533659.44561
mlt,1976,124854414.16259
mlt,1977,103494060.09783
mlt,1978,122385278.36012
mlt,1980,78989051.94503
mlt,1981,135429769.39203
mlt,1982,157186116.93454
mlt,1983,178150477.52155
