geo,time,nv_mnf_othr_zs_un
omn,2003,83.32738
omn,2004,84.48536
omn,2005,77.84663
omn,2006,81.33062
omn,2007,78.5063
omn,2008,81.49123
omn,2009,66.13421
omn,2010,76.45905
omn,2011,55.74427
omn,2012,50.58371
omn,2013,72.0209
omn,2014,81.57236
omn,2015,74.32642
omn,2016,69.94024
omn,2017,73.84742
omn,2018,50.56823
omn,2019,50.56797
pak,1963,20.66239
pak,1964,21.6186
pak,1965,24.51532
pak,1966,25.26381
pak,1967,24.46921
pak,1968,27.82138
pak,1969,26.6308
pak,1970,26.3577
pak,1971,22.57107
pak,1972,22.28906
pak,1973,19.31879
pak,1974,20.5202
pak,1975,21.70484
pak,1976,22.81654
pak,1977,24.21863
pak,1978,25.41095
pak,1979,26.22705
pak,1980,28.40829
pak,1981,27.64767
pak,1982,30.52903
pak,1983,28.28978
pak,1984,26.36992
pak,1985,28.43204
pak,1986,28.44155
pak,1987,32.42186
pak,1988,30.79042
pak,1989,29.46642
pak,1990,28.42441
pak,1991,27.61955
pak,1996,29.53073
pak,2001,24.71932
pak,2006,26.1473
pan,1963,41.98635
pan,1964,35.3557
pan,1965,39.52936
pan,1966,40.02952
pan,1967,40.95236
pan,1968,39.83077
pan,1969,38.76216
pan,1970,44.14417
pan,1971,45.98699
pan,1972,43.86393
pan,1973,42.97257
pan,1974,42.56473
pan,1975,31.73124
pan,1976,34.53515
pan,1977,33.29235
pan,1978,35.82291
pan,1979,37.6469
pan,1980,34.41094
pan,1981,34.21123
pan,1982,35.83467
pan,1983,37.18994
pan,1984,34.80294
pan,1985,35.27641
pan,1986,35.57901
pan,1987,36.34779
pan,1988,30.96296
pan,1989,28.62081
pan,1990,31.6322
pan,1991,32.50571
pan,1992,41.22259
pan,1993,32.03546
pan,1994,32.89729
pan,1995,32.82406
pan,1996,31.78144
pan,1997,34.46464
pan,1998,34.24946
pan,1999,38.8076
pan,2000,31.53644
pan,2001,31.90811
per,1974,43.51145
per,1975,42.5
per,1976,43.17181
per,1977,46.07509
per,1978,46.95481
per,1979,44.74886
per,1980,43.88889
per,1981,40.09009
per,1982,47.39683
per,1983,47.66031
per,1984,47.76588
per,1985,56.00856
per,1986,47.64534
per,1987,43.48817
per,1988,46.54579
per,1989,46.13528
per,1990,52.22656
per,1991,54.55374
per,1992,48.67141
per,1993,48.67141
per,1994,53.42159
per,1995,49.08234
per,1996,50.54191
per,1997,50.54191
per,1998,50.54191
per,1999,37.46478
per,2000,37.46478
per,2001,37.46393
per,2002,37.15322
per,2003,38.46883
per,2004,40.78369
per,2005,43.05092
per,2006,44.43008
per,2007,43.72647
per,2008,45.22804
per,2009,45.12389
per,2010,47.21719
per,2011,44.66749
per,2012,45.19749
per,2013,50.98873
per,2014,51.39741
per,2015,51.11655
per,2016,50.89268
per,2017,52.12129
per,2018,50.96152
per,2019,50.59877
phl,1963,36.04821
phl,1964,34.37283
phl,1965,37.43911
phl,1966,37.16195
phl,1967,37.16195
phl,1968,35.8066
phl,1969,35.8832
phl,1970,35.79835
phl,1971,33.49826
phl,1972,35.75043
phl,1973,36.46325
phl,1974,33.32268
phl,1975,30.22597
phl,1976,36.44274
phl,1977,36.65207
phl,1978,37.94361
phl,1979,33.29098
phl,1980,36.01632
phl,1981,35.17942
phl,1982,41.50311
phl,1983,46.56103
phl,1984,42.22836
phl,1985,45.2682
phl,1986,38.2166
phl,1987,35.87783
phl,1988,36.43312
phl,1989,32.73239
phl,1990,34.7902
phl,1991,38.65746
phl,1992,38.79027
phl,1993,35.90833
phl,1994,40.14977
phl,1995,41.92958
phl,1996,37.46552
phl,1997,35.59653
phl,1998,28.02999
phl,1999,32.49263
phl,2000,32.49263
phl,2001,27.55484
phl,2002,27.55484
phl,2003,34.63594
phl,2004,34.63594
phl,2005,37.64409
phl,2006,32.84468
phl,2007,32.76344
phl,2008,41.08013
phl,2009,35.59223
phl,2010,38.65384
phl,2011,37.93551
phl,2012,16.83969
phl,2013,21.75458
phl,2014,22.40731
phl,2015,20.50543
phl,2016,21.65974
phl,2017,18.54304
phl,2018,18.45644
phl,2019,18.45644
png,1963,46.62626
png,1964,46.5589
png,1965,44.5151
png,1966,49.47657
png,1967,49.36354
png,1968,49.5868
png,1969,43.1898
png,1970,41.03439
png,1971,40.63598
png,1972,41.48853
png,1973,33.67982
png,1974,33.24533
png,1975,34.39609
png,1976,32.09583
png,1977,28.40315
png,1978,35.50709
png,1979,39.43156
png,1980,41.0423
png,1981,35.67871
png,1982,36.77376
png,1983,31.89281
png,1984,29.64878
png,1985,28.75333
png,1986,34.72621
png,1987,35.13122
png,1998,35.13122
png,1999,35.13122
png,2000,35.13122
png,2001,35.13122
pol,1963,35.83103
pol,1964,35.97679
pol,1965,35.84635
pol,1966,36.84979
pol,1967,35.32846
pol,1968,36.00024
pol,1969,35.62438
pol,1970,34.48276
pol,1971,35.66085
pol,1972,36.65676
pol,1973,36.13479
pol,1974,37.91332
pol,1975,37.49153
pol,1976,37.89515
pol,1977,37.79386
pol,1978,38.41982
pol,1979,37.84906
pol,1980,37.81692
pol,1981,42.09227
pol,1982,38.28302
pol,1983,38.35951
pol,1984,39.39884
pol,1985,39.87872
pol,1986,40.43442
pol,1987,40.9855
pol,1988,43.88939
pol,1989,41.92863
pol,1990,43.45742
pol,1991,36.41579
pol,1992,40.54325
pol,1993,41.34755
pol,1994,46.18307
pol,1995,46.10184
pol,1996,42.89351
pol,1997,44.93597
pol,1998,45.46047
pol,1999,63.0117
pol,2000,65.71774
pol,2001,46.47859
pol,2002,80.14387
pol,2003,49.11539
pol,2004,50.72269
pol,2005,49.31954
pol,2006,50.95514
pol,2007,52.50433
pol,2008,50.63802
pol,2009,44.90331
pol,2010,45.29581
pol,2011,46.12685
pol,2012,48.22968
pol,2013,47.57397
pol,2014,49.06479
pol,2015,49.64425
pol,2016,50.73599
pol,2017,49.85972
pol,2018,51.75121
pol,2019,51.75127
pri,1989,30.48711
pri,1990,28.16038
pri,1991,26.31404
pri,1992,26.22877
pri,1993,24.02615
pri,1994,22.22666
pri,1995,22.35526
pri,1996,22.61518
pri,1997,21.83919
pri,1998,19.95442
pri,1999,20.19861
pri,2000,19.94751
pri,2001,18.56988
pri,2002,16.73436
pri,2003,18.98735
pri,2004,20.01963
pri,2005,29.65887
pri,2006,28.93714
prt,1963,41.5492
prt,1964,42.35571
prt,1965,42.46594
prt,1966,41.62758
prt,1967,41.72394
prt,1968,42.33513
prt,1969,42.3654
prt,1970,42.72255
prt,1971,38.96317
prt,1972,41.24103
prt,1973,41.13918
prt,1974,42.17321
prt,1975,42.56858
prt,1976,42.41429
prt,1977,43.69602
prt,1978,44.56934
prt,1979,45.12912
prt,1980,47.65542
prt,1981,48.31916
prt,1982,47.06933
prt,1983,44.99329
prt,1984,44.4766
prt,1985,40.8859
prt,1986,39.9275
prt,1987,43.83606
prt,1988,42.57242
prt,1989,44.34366
prt,1990,50.1304
prt,1991,51.14591
prt,1992,50.65617
prt,1993,50.44746
prt,1994,51.44007
prt,1995,46.04287
prt,1996,44.09779
prt,1997,45.14663
prt,1998,45.14663
prt,1999,46.74283
prt,2000,48.27017
prt,2001,47.48035
prt,2002,48.05252
prt,2003,48.17415
prt,2004,57.60199
prt,2005,52.57647
prt,2006,58.43707
prt,2007,56.60098
prt,2008,53.89222
prt,2009,47.01873
prt,2010,48.61188
prt,2011,47.30882
prt,2012,46.12323
prt,2013,45.03329
prt,2014,43.49849
prt,2015,45.32688
prt,2016,45.55274
prt,2017,46.26644
prt,2018,46.06669
prt,2019,46.06669
pry,1963,13.10853
pry,1964,14.34143
pry,1965,15.72259
pry,1966,16.29547
pry,1967,18.0091
pry,1968,19.15377
pry,1969,22.51376
pry,1970,21.38691
pry,1971,20.66481
pry,1972,22.75086
pry,1973,24.24767
pry,1974,24.59761
pry,1975,34.83593
pry,1976,31.53136
pry,1977,31.32267
pry,1978,31.57494
pry,1979,40.02115
pry,1980,46.14836
pry,1981,45.11332
pry,2001,17.60177
pry,2002,23.25858
pry,2010,25.95352
pse,1994,54.92844
pse,1995,43.81638
pse,1996,45.90276
pse,1997,52.62827
pse,1998,55.29808
pse,1999,51.6745
pse,2000,41.48327
pse,2001,42.14307
pse,2002,48.36538
pse,2003,43.17717
pse,2004,54.56926
pse,2005,49.84556
pse,2006,55.38949
pse,2007,55.47414
pse,2008,51.69451
pse,2009,51.35185
pse,2010,48.57225
pse,2011,54.09874
pse,2012,53.99403
pse,2013,50.63422
pse,2014,54.22357
pse,2015,61.55923
pse,2016,64.25137
pse,2017,58.87405
pse,2018,62.11575
pse,2019,62.11575
qat,1986,57.98787
qat,1987,55.44979
qat,1988,59.76388
qat,1989,59.76388
qat,1990,66.34615
qat,1991,59.44161
qat,1992,69.11125
qat,1993,67.48957
qat,1994,59.54561
qat,1995,58.28671
qat,1996,58.28671
qat,1997,58.28671
qat,1998,66.19265
qat,1999,66.19265
qat,2000,66.76593
qat,2001,71.66565
qat,2002,77.54258
qat,2003,77.46659
qat,2004,77.01249
qat,2005,73.05277
qat,2006,81.61333
qat,2007,71.0078
qat,2008,65.62251
qat,2009,72.71369
qat,2010,75.94519
qat,2011,61.95561
qat,2012,35.7659
qat,2013,36.17333
qat,2014,31.57876
qat,2015,40.73298
qat,2016,43.38824
qat,2017,48.96852
qat,2018,36.72117
rou,1988,38.85707
rou,1989,41.63377
rou,1990,38.42011
rou,1991,39.77403
rou,1992,38.43817
rou,1993,38.19309
rou,1994,37.76518
rou,1995,35.30034
rou,1996,35.22579
rou,1997,34.36706
rou,1998,39.79633
rou,1999,38.0517
rou,2000,38.0248
rou,2001,36.67615
rou,2002,39.56927
rou,2003,42.69845
rou,2004,47.10885
rou,2005,45.87566
rou,2006,47.68826
rou,2007,48.54923
rou,2008,51.26438
rou,2009,37.75908
rou,2010,37.95309
rou,2011,38.0621
rou,2012,39.0911
rou,2013,37.22908
rou,2014,40.31554
rou,2015,40.39813
rou,2016,39.24437
rou,2017,38.00696
rou,2018,38.8292
rou,2019,37.09914
rus,1993,49.0306
rus,1994,47.21692
rus,1995,54.11746
rus,1996,48.48211
rus,1997,50.3764
rus,1998,48.05334
rus,1999,47.22374
rus,2000,50.14204
rus,2001,50.77373
rus,2002,63.73437
rus,2003,57.70999
rus,2004,61.88546
rus,2005,64.64687
rus,2006,64.59499
rus,2007,65.36789
rus,2008,62.98862
rus,2009,58.68252
rus,2010,61.03459
rus,2011,64.27093
rus,2012,61.05227
rus,2013,61.5459
rus,2014,62.48631
rus,2015,60.93299
rus,2016,59.91669
rus,2017,59.50031
rus,2018,62.77443
rus,2019,61.21343
rwa,1999,17.00478
rwa,2014,22.98137
rwa,2015,25.28409
rwa,2016,25.51546
rwa,2017,23.11111
rwa,2018,25.51867
sau,1989,51.81788
sau,2002,43.57383
sau,2003,46.1756
sau,2004,48.40172
sau,2005,37.49388
sau,2006,43.07692
sau,2010,57.03275
sau,2011,56.39547
sau,2012,54.22406
sau,2013,53.57376
sau,2014,53.059
sau,2015,49.11137
sau,2016,48.78343
sau,2017,51.42843
sau,2018,51.05116
sau,2019,51.05116
sdn,1966,24.63135
sdn,1967,23.93341
sdn,1968,23.43927
sdn,1969,20.76767
sdn,1970,19.48256
sdn,1971,22.02237
sdn,1972,21.54779
sdn,1976,31.47676
sdn,2001,21.30928
sdn,2006,21.52992
sen,1974,20.43011
sen,1975,21.25581
sen,1976,17.41548
sen,1977,18.24426
sen,1978,25.11294
sen,1979,22.72451
sen,1980,20.51661
sen,1981,24.21743
sen,1982,25.30855
sen,1983,24.3293
sen,1984,23.69401
sen,1985,43.58106
sen,1986,57.26863
sen,1987,53.17403
sen,1988,56.16803
sen,1989,12.38234
sen,1990,23.36976
sen,1991,21.80994
sen,1992,28.87678
sen,1993,23.28961
sen,1994,20.73997
sen,1995,21.60333
sen,1996,21.22645
sen,1997,22.17803
sen,1998,23.52773
sen,1999,23.1913
sen,2000,38.38005
sen,2001,29.25672
sen,2002,26.67841
sen,2003,26.81858
sen,2004,36.3284
sen,2005,36.13135
sen,2006,33.30717
sen,2007,41.47905
sen,2008,40.82334
sen,2009,44.57273
sen,2010,43.65968
sen,2011,45.62207
sen,2012,43.54461
sen,2013,43.53984
sen,2014,43.53984
sgp,1963,63.81024
sgp,1964,60.61694
sgp,1965,59.59144
sgp,1966,60.85959
sgp,1967,58.99224
sgp,1968,58.92086
sgp,1969,58.90578
sgp,1970,61.90483
sgp,1971,61.66868
sgp,1972,61.27061
sgp,1973,61.42996
sgp,1974,65.02917
sgp,1975,58.04765
sgp,1976,60.28935
sgp,1977,60.61143
sgp,1978,61.18054
sgp,1979,62.96353
sgp,1980,64.44652
sgp,1981,60.83257
sgp,1982,62.2702
sgp,1983,64.63126
sgp,1984,65.02166
sgp,1985,64.3563
sgp,1986,64.98438
sgp,1987,66.13861
sgp,1988,66.11087
sgp,1989,51.9863
sgp,1990,51.99858
sgp,1991,33.51471
sgp,1992,32.64426
sgp,1993,31.78672
sgp,1994,31.10346
sgp,1995,29.27965
sgp,1996,28.81934
sgp,1997,28.83775
sgp,1998,30.03394
sgp,1999,28.54161
sgp,2000,25.47456
sgp,2001,26.22809
sgp,2002,25.17554
sgp,2003,24.71979
sgp,2004,21.63171
sgp,2005,22.08351
sgp,2006,20.86041
sgp,2007,20.12248
sgp,2008,21.40763
sgp,2009,20.23103
sgp,2010,16.32953
sgp,2011,14.87204
sgp,2012,15.71138
sgp,2013,15.69484
sgp,2014,15.16222
sgp,2015,17.33909
sgp,2016,17.43175
sgp,2017,15.40625
sgp,2018,11.84857
sgp,2019,11.84856
sle,1993,9.59148
slv,1963,10.3908
slv,1964,12.36316
slv,1965,16.85425
slv,1966,19.59698
slv,1967,20.86447
slv,1968,23.14661
slv,1969,21.04184
slv,1970,20.81538
slv,1971,21.11907
slv,1972,20.45086
slv,1973,21.84172
slv,1974,22.63723
slv,1975,18.66175
slv,1976,24.14604
slv,1977,24.95522
slv,1978,29.74275
slv,1979,30.36697
slv,1980,28.59696
slv,1981,29.05405
slv,1982,28.75588
slv,1983,30.8824
slv,1984,33.23557
slv,1985,31.07525
slv,1991,25.95969
slv,1993,37.68496
slv,1994,35.26453
slv,1995,41.00266
slv,1996,33.36869
slv,1997,27.93611
slv,1998,24.69456
som,1967,10.76415
som,1968,9.24629
som,1969,13.30436
som,1970,5.73628
som,1971,8.49424
som,1972,9.87738
som,1973,17.09835
som,1974,34.71761
som,1975,33.44973
som,1976,31.96984
som,1977,32.07908
som,1978,27.44568
som,1979,34.16428
som,1986,13.31397
srb,2002,41.15088
srb,2003,41.15088
srb,2004,41.15088
srb,2005,41.15086
srb,2006,43.3072
srb,2007,44.87963
srb,2008,44.36515
srb,2009,44.69417
srb,2010,47.4231
srb,2011,47.3876
srb,2012,48.27087
srb,2013,47.42059
srb,2014,44.34043
srb,2015,44.03625
srb,2016,44.34214
srb,2017,45.96756
srb,2018,48.35261
srb,2019,48.35261
svk,1993,52.38866
svk,1994,55.09087
svk,1995,53.67913
svk,1996,51.26148
svk,1997,51.27115
svk,1998,51.72099
svk,1999,52.86446
svk,2000,59.25485
svk,2001,56.09838
svk,2002,55.28733
svk,2003,55.73126
svk,2004,62.1269
svk,2005,62.97041
svk,2006,58.77522
svk,2007,56.06275
svk,2008,57.98896
svk,2009,46.59585
svk,2010,47.41475
svk,2011,47.86285
svk,2012,45.40832
svk,2013,45.39205
svk,2014,47.19613
svk,2015,47.3461
svk,2016,48.75827
svk,2017,48.65969
svk,2018,47.14126
svk,2019,45.8379
svn,1987,52.48388
svn,1988,53.34368
svn,1989,50.62778
svn,1990,50.64701
svn,1991,48.78915
svn,1992,48.67526
svn,1993,50.31061
svn,1994,51.96031
svn,1995,50.52709
svn,1996,50.19384
svn,1997,50.38657
svn,1998,50.39734
svn,1999,51.38599
svn,2000,53.84075
svn,2001,53.52718
svn,2002,53.06533
svn,2003,60.06495
svn,2004,52.41592
svn,2005,52.71076
svn,2006,54.1725
svn,2007,54.39631
svn,2008,52.63587
svn,2009,50.5723
svn,2010,52.03025
svn,2011,50.57375
svn,2012,50.05434
svn,2013,50.72091
svn,2014,51.70291
svn,2015,65.63683
svn,2016,64.1736
svn,2017,63.3372
svn,2018,62.88163
svn,2019,67.15583
swe,1963,50.44752
swe,1964,52.36925
swe,1965,52.83138
swe,1966,52.76037
swe,1967,53.08401
swe,1968,53.17481
swe,1969,54.29864
swe,1970,55.82912
swe,1971,54.25617
swe,1972,53.50073
swe,1973,54.97113
swe,1974,56.94026
swe,1975,54.2942
swe,1976,52.8292
swe,1977,52.19557
swe,1978,52.56031
swe,1979,54.42634
swe,1980,55.0065
swe,1981,54.18861
swe,1982,53.80767
swe,1983,55.19565
swe,1984,56.31996
swe,1985,53.71654
swe,1986,52.84976
swe,1987,53.78345
swe,1988,53.26413
swe,1989,54.36014
swe,1990,53.6377
swe,1991,50.07037
swe,1992,47.40894
swe,1993,47.43635
swe,1994,48.02095
swe,1995,51.51027
swe,1996,48.7267
swe,1997,45.47712
swe,1998,45.67494
swe,1999,45.35547
swe,2000,47.89045
swe,2001,49.73911
swe,2002,49.65225
swe,2003,46.94033
swe,2004,45.65523
swe,2005,45.50529
swe,2006,45.63751
swe,2007,46.55603
swe,2008,50.81329
swe,2009,54.99183
swe,2010,51.22563
swe,2011,58.75579
swe,2012,42.22645
swe,2013,41.22658
swe,2014,49.40067
swe,2015,42.60682
swe,2016,43.17353
swe,2017,43.20026
swe,2018,42.96979
swe,2019,43.0233
swz,1967,42.8742
swz,1968,52.76362
swz,1970,60.34229
swz,1971,55.60009
swz,1972,56.02746
swz,1973,66.35713
swz,1976,45.95299
swz,1977,60.53589
swz,1978,49.26896
swz,1979,48.95262
swz,1980,43.55092
swz,1981,34.41309
swz,1982,32.70854
swz,1983,29.35194
swz,1984,38.19213
swz,1985,35.259
swz,1986,34.72313
swz,1987,40.51098
swz,1988,31.80287
swz,1989,25.46044
swz,1990,21.30345
swz,1991,96.26791
swz,1992,96.03596
swz,1993,96.32708
swz,1994,94.15191
swz,1995,97.01045
swz,2011,6.74406
syr,1963,23.20514
syr,1964,21.20455
syr,1965,19.86891
syr,1966,19.28148
syr,1967,19.83021
syr,1968,22.2096
syr,1969,22.59321
syr,1970,20.46069
syr,1971,27.33745
syr,1972,24.21946
syr,1973,26.99665
syr,1974,29.12675
syr,1975,27.93044
syr,1976,27.47345
syr,1977,27.01712
syr,1978,34.5737
syr,1979,34.02006
syr,1980,48.47525
syr,1981,18.56354
syr,1982,50.57536
syr,1983,58.55728
syr,1984,48.64394
syr,1985,57.81219
syr,1986,29.15783
syr,1987,30.76923
syr,1988,22.55127
syr,1989,26.55428
syr,1990,26.84049
syr,1991,28.11655
syr,1992,33.98934
syr,1993,34.53249
syr,1994,37.2074
syr,1995,37.44797
syr,2000,54.41144
syr,2001,61.39571
syr,2002,55.87135
syr,2005,-6.23545
tha,1968,41.995
tha,1969,26.73228
tha,1970,34.93784
tha,1974,31.32577
tha,1975,40.23192
tha,1976,36.73366
tha,1977,19.31893
tha,1979,41.31962
tha,1982,27.43357
tha,1984,32.21357
tha,1986,29.92092
tha,1988,52.28721
tha,1989,56.36532
tha,1990,35.00657
tha,1991,62.02648
tha,1992,62.02649
tha,1993,47.0547
tha,1994,40.82918
tha,1995,40.82912
tha,1996,37.91066
tha,1997,37.90251
tha,1998,31.67021
tha,1999,31.72432
tha,2000,37.8445
tha,2001,37.8445
tha,2002,35.65712
tha,2003,35.65712
tha,2004,35.65712
tha,2005,33.73485
tha,2006,33.73485
tha,2007,33.73485
tha,2008,33.73485
tha,2009,36.09963
tha,2010,36.09963
tha,2011,37.111
tha,2012,36.68456
tha,2013,36.68456
tha,2014,36.06963
tha,2015,36.06963
tha,2016,37.79418
tha,2017,36.06963
tha,2018,36.06963
ton,1981,19.27406
tto,1966,73.11414
tto,1967,70.88097
tto,1968,74.40354
tto,1969,70.7196
tto,1970,70.36853
tto,1971,68.15228
tto,1972,66.60336
tto,1973,67.50577
tto,1974,69.98145
tto,1975,68.37927
tto,1976,65.71397
tto,1977,62.4669
tto,1978,60.37578
tto,1979,61.96188
tto,1980,61.91201
tto,1981,45.21811
tto,1982,44.68198
tto,1983,46.35129
tto,1984,50.13248
tto,1985,37.32235
tto,1986,43.1414
tto,1987,41.33246
tto,1988,73.45768
tto,1989,40.74084
tto,1990,46.46018
tto,1991,38.49563
tto,1992,42.38635
tto,1993,40.46506
tto,1994,37.91328
tto,1995,35.90919
tto,1998,42.37694
tto,1999,49.34953
tto,2000,51.25556
tto,2001,47.88882
tto,2002,52.3031
tto,2003,54.6092
tto,2004,53.81311
tto,2005,53.21612
tto,2006,49.36155
tun,1963,31.38061
tun,1964,32.75908
tun,1965,33.77594
tun,1966,35.57258
tun,1967,32.26707
tun,1968,34.8033
tun,1969,37.35574
tun,1970,38.41866
tun,1971,39.34003
tun,1972,39.20624
tun,1973,37.15497
tun,1974,35.26116
tun,1975,38.27692
tun,1976,39.9084
tun,1977,47.08727
tun,1978,48.21932
tun,1979,47.19229
tun,1980,45.43662
tun,1981,49.47901
tun,1989,57.36397
tun,1990,54.88319
tun,1991,52.61288
tun,1992,51.6685
tun,1993,47.59372
tun,1994,44.42627
tun,1995,37.8974
tun,1996,37.25714
tun,1997,36.12638
tun,1998,32.53986
tun,1999,32.60239
tun,2000,32.62842
tun,2001,33.01407
tun,2002,33.02859
tun,2003,42.48103
tun,2004,42.32122
tun,2005,45.00063
tun,2006,49.34911
tun,2007,39.22792
tun,2008,60.30098
tun,2009,61.43998
tun,2010,60.10196
tun,2011,37.59791
tun,2012,37.2532
tun,2013,37.00565
tun,2014,38.71737
tun,2015,38.39994
tun,2016,38.39994
tun,2017,38.39994
tun,2018,38.39994
tun,2019,38.39994
tur,1963,35.03759
tur,1964,34.01614
tur,1965,35.97056
tur,1966,40.66515
tur,1967,43.26074
tur,1968,41.25326
tur,1969,45.23577
tur,1970,45.87104
tur,1971,43.89542
tur,1972,42.72224
tur,1973,45.60669
tur,1974,48.28135
tur,1975,44.43305
tur,1976,43.11739
tur,1977,45.07501
tur,1978,43.33754
tur,1979,43.75661
tur,1980,46.54126
tur,1981,53.38966
tur,1982,49.32162
tur,1983,49.09318
tur,1984,45.3488
tur,1985,47.19916
tur,1986,53.92882
tur,1987,46.263
tur,1988,46.08271
tur,1989,48.26891
tur,1990,48.24504
tur,1991,46.12182
tur,1992,41.10967
tur,1993,41.88927
tur,1994,42.38257
tur,1995,42.24197
tur,1996,41.62361
tur,1997,46.36059
tur,1998,45.35279
tur,1999,44.79632
tur,2000,41.77675
tur,2001,41.82496
tur,2002,32.69959
tur,2003,33.92999
tur,2004,37.48066
tur,2005,40.50113
tur,2006,42.03326
tur,2007,43.2008
tur,2008,44.87954
tur,2009,43.80374
tur,2010,44.46023
tur,2011,45.86081
tur,2012,44.57183
tur,2013,45.43459
tur,2014,44.17064
tur,2015,44.38829
tur,2016,44.04059
tur,2017,44.80217
tur,2018,44.23251
tur,2019,44.2818
tza,1965,26.11679
tza,1966,29.31433
tza,1967,33.09611
tza,1968,28.92405
tza,1969,27.77381
tza,1970,27.271
tza,1971,29.48831
tza,1972,30.13647
tza,1973,29.3041
tza,1974,33.09241
tza,1975,32.47147
tza,1978,30.19999
tza,1979,33.39214
tza,1980,31.79995
tza,1981,33.83553
tza,1982,32.27836
tza,1983,31.82669
tza,1984,31.05253
tza,1985,32.20538
tza,1986,45.63418
tza,1987,35.57169
tza,1988,29.87031
tza,1990,31.5424
tza,1991,61.79234
tza,1994,49.37898
tza,1995,45.82834
tza,1996,45.82682
tza,1997,45.82731
tza,1998,45.82561
tza,1999,45.82585
tza,2003,25.91786
tza,2004,24.34448
tza,2005,23.73891
tza,2006,29.24336
tza,2007,29.24353
tza,2008,35.48838
tza,2009,31.47625
tza,2010,30.76838
tza,2011,23.06006
tza,2012,22.20664
tza,2013,19.48281
tza,2014,19.56622
tza,2015,19.71422
tza,2016,22.6253
tza,2017,22.61385
tza,2018,22.64962
uga,1963,29.27127
uga,1964,36.67633
uga,1965,45.84895
uga,1966,41.44895
uga,1967,32.77084
uga,1968,37.27645
uga,1969,42.87412
uga,1971,34.76412
uga,1989,17.95526
uga,1993,36.33783
uga,1994,37.07287
uga,1995,37.18347
uga,1996,35.47973
uga,1997,35.40628
uga,1998,19.58882
uga,1999,19.24567
uga,2000,20.98189
ukr,2012,37.1243
ukr,2013,39.65522
ukr,2014,39.09478
ukr,2015,39.09314
ukr,2016,39.91364
ukr,2017,43.59476
ukr,2018,46.49719
ukr,2019,46.49719
ury,1968,29.56742
ury,1969,28.80982
ury,1970,35.28142
ury,1971,36.44969
ury,1972,30.89662
ury,1973,36.3484
ury,1974,34.83563
ury,1975,35.48691
ury,1976,34.23447
ury,1977,34.78987
ury,1978,36.90522
ury,1979,33.26591
ury,1980,40.55782
ury,1981,37.53179
ury,1982,31.47606
ury,1983,25.72605
ury,1984,33.85593
ury,1985,34.87252
ury,1986,37.56168
ury,1987,34.57078
ury,1988,34.08943
ury,1989,32.80823
ury,1990,34.54942
ury,1991,33.45413
ury,1992,32.24927
ury,1993,28.18906
ury,1994,25.75934
ury,1995,33.62395
ury,1996,36.21865
ury,1997,40.19788
ury,1998,44.07842
ury,1999,40.68839
ury,2000,40.97439
ury,2001,40.74593
ury,2002,39.6228
ury,2003,35.58238
ury,2004,38.64223
ury,2005,37.88008
ury,2006,40.51581
ury,2007,38.60898
ury,2008,33.28215
ury,2009,36.45584
ury,2010,39.75774
ury,2011,38.33086
ury,2012,37.21947
ury,2013,34.4882
ury,2014,29.63009
ury,2015,29.53025
ury,2016,29.53025
usa,1963,47.6091
usa,1964,47.51376
usa,1965,47.91482
usa,1966,48.27572
usa,1967,48.06338
usa,1968,47.69545
usa,1969,48.0986
usa,1970,48.41479
usa,1971,48.15335
usa,1972,48.31623
usa,1973,48.64343
usa,1974,49.39869
usa,1975,47.97287
usa,1976,48.17098
usa,1977,48.98996
usa,1978,48.97619
usa,1979,49.98321
usa,1980,49.66489
usa,1981,49.4234
usa,1982,48.71963
usa,1983,48.69917
usa,1984,48.93841
usa,1985,48.76059
usa,1986,48.75699
usa,1987,48.5552
usa,1988,48.43211
usa,1989,48.36458
usa,1990,48.35226
usa,1991,47.49002
usa,1992,48.27385
usa,1993,48.38977
usa,1994,48.67949
usa,1995,49.7748
usa,1996,49.77497
usa,1997,41.23167
usa,1998,41.17751
usa,1999,41.3165
usa,2000,42.0003
usa,2001,42.1314
usa,2002,41.89151
usa,2003,41.65915
usa,2004,42.62862
usa,2005,43.26324
usa,2006,44.21059
usa,2007,43.72501
usa,2008,43.57201
usa,2009,37.45519
usa,2010,37.98297
usa,2011,39.04829
usa,2012,39.45612
usa,2013,39.60037
usa,2014,38.23752
usa,2015,38.23151
usa,2016,38.06144
usa,2017,37.89923
usa,2018,39.21813
usa,2019,39.21813
uzb,2013,39.42353
uzb,2014,38.90585
uzb,2015,36.3342
uzb,2016,39.67326
uzb,2017,42.87051
uzb,2018,49.43378
uzb,2019,49.43378
ven,1963,40.33423
ven,1965,43.23241
ven,1967,42.20246
ven,1968,43.89062
ven,1969,37.86315
ven,1970,41.24548
ven,1971,41.62145
ven,1972,40.76264
ven,1973,41.06055
ven,1974,46.56047
ven,1975,52.42507
ven,1976,59.20724
ven,1977,57.10131
ven,1978,55.7016
ven,1979,59.36768
ven,1980,59.25419
ven,1981,55.08679
ven,1982,50.18076
ven,1983,51.77273
ven,1984,57.40429
ven,1985,55.76371
ven,1986,52.04483
ven,1987,54.04466
ven,1988,49.67416
ven,1989,59.96778
ven,1990,66.0824
ven,1991,54.76466
ven,1992,53.87419
ven,1993,55.87468
ven,1994,54.75178
ven,1995,54.21769
ven,1996,50.22147
