geo,time,pa_nus_prvt_pp
bfa,2009,229.36026
bfa,2010,223.93479
bfa,2011,223.07281
bfa,2012,225.12762
bfa,2013,222.6356
bfa,2014,222.62717
bfa,2015,217.01942
bfa,2016,204.85358
bfa,2017,199.74138
bfa,2018,198.79253
bfa,2019,188.94079
bfa,2020,190.15603
bfa,2021,188.2588
bgd,1990,12.32657
bgd,1991,12.57756
bgd,1992,12.65145
bgd,1993,12.65921
bgd,1994,12.9931
bgd,1995,13.94003
bgd,1996,13.86499
bgd,1997,14.26709
bgd,1998,15.22944
bgd,1999,15.81345
bgd,2000,15.63469
bgd,2001,15.51016
bgd,2002,15.77683
bgd,2003,16.30112
bgd,2004,17.08068
bgd,2005,17.68431
bgd,2006,18.29065
bgd,2007,19.40288
bgd,2008,20.34889
bgd,2009,21.52906
bgd,2010,22.90303
bgd,2011,24.73212
bgd,2012,24.41583
bgd,2013,25.87517
bgd,2014,26.82485
bgd,2015,27.86221
bgd,2016,28.47206
bgd,2017,29.51408
bgd,2018,30.4075
bgd,2019,31.53638
bgd,2020,32.92498
bgd,2021,33.1916
bgr,1990,0.0006
bgr,1991,0.00251
bgr,1992,0.00466
bgr,1993,0.00782
bgr,1994,0.01494
bgr,1995,0.02355
bgr,1996,0.04676
bgr,1997,0.52547
bgr,1998,0.6237
bgr,1999,0.62643
bgr,2000,0.63555
bgr,2001,0.66706
bgr,2002,0.66604
bgr,2003,0.66223
bgr,2004,0.68784
bgr,2005,0.70846
bgr,2006,0.7538
bgr,2007,0.78917
bgr,2008,0.83106
bgr,2009,0.85011
bgr,2010,0.83282
bgr,2011,0.80609
bgr,2012,0.8027
bgr,2013,0.77434
bgr,2014,0.74622
bgr,2015,0.75686
bgr,2016,0.73202
bgr,2017,0.75107
bgr,2018,0.74856
bgr,2019,0.7814
bgr,2020,0.78395
bhr,1990,0.24224
bhr,1991,0.23417
bhr,1992,0.2269
bhr,1993,0.22599
bhr,1994,0.22204
bhr,1995,0.22183
bhr,1996,0.21453
bhr,1997,0.21473
bhr,1998,0.21067
bhr,1999,0.20351
bhr,2000,0.19547
bhr,2001,0.1878
bhr,2002,0.18396
bhr,2003,0.18274
bhr,2004,0.18216
bhr,2005,0.18074
bhr,2006,0.17861
bhr,2007,0.17931
bhr,2008,0.17877
bhr,2009,0.18442
bhr,2010,0.18501
bhr,2011,0.17863
bhr,2012,0.17365
bhr,2013,0.18613
bhr,2014,0.19501
bhr,2015,0.20174
bhr,2016,0.20762
bhr,2017,0.20411
bhr,2018,0.2034
bhr,2019,0.20179
bhr,2020,0.19471
bhr,2021,0.18485
bhs,1990,1.17371
bhs,1991,1.20613
bhs,1992,1.23785
bhs,1993,1.2351
bhs,1994,1.22056
bhs,1995,1.21179
bhs,1996,1.19352
bhs,1997,1.1726
bhs,1998,1.17011
bhs,1999,1.15942
bhs,2000,1.13956
bhs,2001,1.13091
bhs,2002,1.13745
bhs,2003,1.14584
bhs,2004,1.12692
bhs,2005,1.10729
bhs,2006,1.09832
bhs,2007,1.09448
bhs,2008,1.10133
bhs,2009,1.12806
bhs,2010,1.12478
bhs,2011,1.12523
bhs,2012,1.078
bhs,2013,1.08933
bhs,2014,1.09276
bhs,2015,1.12049
bhs,2016,1.09965
bhs,2017,1.10285
bhs,2018,1.10095
bhs,2019,1.10829
bhs,2020,1.09521
bih,2005,0.86864
bih,2006,0.889
bih,2007,0.89749
bih,2008,0.92063
bih,2009,0.89876
bih,2010,0.88074
bih,2011,0.86514
bih,2012,0.85251
bih,2013,0.82845
bih,2014,0.82407
bih,2015,0.81897
bih,2016,0.78539
bih,2017,0.79913
bih,2018,0.79157
bih,2019,0.80064
bih,2020,0.79176
blr,1992,0
blr,1993,0
blr,1994,0.00008
blr,1995,0.00063
blr,1996,0.00093
blr,1997,0.00149
blr,1998,0.00253
blr,1999,0.00976
blr,2000,0.02535
blr,2001,0.03973
blr,2002,0.05574
blr,2003,0.06998
blr,2004,0.0805
blr,2005,0.0859
blr,2006,0.08904
blr,2007,0.09387
blr,2008,0.10381
blr,2009,0.11767
blr,2010,0.12472
blr,2011,0.18527
blr,2012,0.2833
blr,2013,0.37085
blr,2014,0.45438
blr,2015,0.52394
blr,2016,0.5803
blr,2017,0.61652
blr,2018,0.63114
blr,2019,0.65461
blr,2020,0.68251
blr,2021,0.71356
blz,2011,1.17402
blz,2012,1.15858
blz,2013,1.23758
blz,2014,1.30291
blz,2015,1.351
blz,2016,1.40485
blz,2017,1.477
bmu,2011,1.82625
bmu,2012,1.74796
bmu,2013,1.74396
bmu,2014,1.70634
bmu,2015,1.65733
bmu,2016,1.60079
bmu,2017,1.57566
bol,1990,1.19283
bol,1991,1.3898
bol,1992,1.51163
bol,1993,1.5935
bol,1994,1.67529
bol,1995,1.79568
bol,1996,1.96131
bol,1997,2.00675
bol,1998,2.1277
bol,1999,2.12711
bol,2000,2.15245
bol,2001,2.12656
bol,2002,2.11279
bol,2003,2.13484
bol,2004,2.17144
bol,2005,2.21345
bol,2006,2.2361
bol,2007,2.36335
bol,2008,2.59477
bol,2009,2.69117
bol,2010,2.71402
bol,2011,2.89103
bol,2012,2.74019
bol,2013,2.78198
bol,2014,2.76964
bol,2015,2.7329
bol,2016,2.66492
bol,2017,2.61193
bol,2018,2.60759
bol,2019,2.60829
bol,2020,2.60074
bol,2021,2.50236
bra,1994,0.51865
bra,1995,0.8375
bra,1996,0.94187
bra,1997,0.9841
bra,1998,1.00002
bra,1999,1.02615
bra,2000,1.06256
bra,2001,1.10404
bra,2002,1.17864
bra,2003,1.32206
bra,2004,1.37253
bra,2005,1.41869
bra,2006,1.43185
bra,2007,1.44283
bra,2008,1.46839
bra,2009,1.54566
bra,2010,1.59734
bra,2011,1.65122
bra,2012,1.66266
bra,2013,1.79168
bra,2014,1.90076
bra,2015,2.08296
bra,2016,2.24902
bra,2017,2.32738
bra,2018,2.35515
bra,2019,2.39958
bra,2020,2.44647
bra,2021,2.53068
brb,1990,1.92447
brb,1991,1.96181
brb,1992,2.02017
brb,1993,1.9841
brb,1994,1.93517
brb,1995,1.91773
brb,1996,1.90758
brb,1997,2.00773
brb,1998,1.95195
brb,1999,1.93996
brb,2000,1.9223
brb,2001,1.91766
brb,2002,1.89008
brb,2003,1.87805
brb,2004,1.85459
brb,2005,1.90283
brb,2006,1.97807
brb,2007,2.0008
brb,2008,2.08305
brb,2009,2.16666
brb,2010,2.25585
brb,2011,2.39309
brb,2012,2.36778
brb,2013,2.42831
brb,2014,2.44711
brb,2015,2.35353
brb,2016,2.30099
brb,2017,2.37052
brb,2018,2.39901
brb,2019,2.45293
brn,1990,1.11633
brn,1991,1.08811
brn,1992,1.06963
brn,1993,1.08314
brn,1994,1.08161
brn,1995,1.11487
brn,1996,1.10474
brn,1997,1.09798
brn,1998,1.07643
brn,1999,1.049
brn,2000,1.03055
brn,2001,1.00819
brn,2002,0.96948
brn,2003,0.9508
brn,2004,0.93355
brn,2005,0.91415
brn,2006,0.887
brn,2007,0.87075
brn,2008,0.85604
brn,2009,0.86799
brn,2010,0.85703
brn,2011,0.83195
brn,2012,0.77774
brn,2013,0.78288
brn,2014,0.76987
brn,2015,0.76
brn,2016,0.7267
brn,2017,0.69662
brn,2018,0.68698
brn,2019,0.67211
brn,2020,0.67681
btn,1990,9.00251
btn,1991,9.6974
btn,1992,10.91642
btn,1993,11.79171
btn,1994,12.29574
btn,1995,13.0959
btn,1996,13.84127
btn,1997,14.40603
btn,1998,15.68626
btn,1999,16.39074
btn,2000,16.49128
btn,2001,16.58498
btn,2002,16.73149
btn,2003,16.61632
btn,2004,13.25253
btn,2005,13.49848
btn,2006,13.73052
btn,2007,14.03802
btn,2008,14.64476
btn,2009,15.33797
btn,2010,16.15231
btn,2011,17.04358
btn,2012,17.40752
btn,2013,18.72549
btn,2014,19.58854
btn,2015,19.80678
btn,2016,19.72915
btn,2017,20.47379
btn,2018,20.53002
btn,2019,20.71437
btn,2020,21.61383
btn,2021,22.16069
bwa,1990,1.0997
bwa,1991,1.17914
bwa,1992,1.32952
bwa,1993,1.47647
bwa,1994,1.59065
bwa,1995,1.7099
bwa,1996,1.8287
bwa,1997,1.94275
bwa,1998,2.04049
bwa,1999,2.15154
bwa,2000,2.26028
bwa,2001,2.34233
bwa,2002,2.49098
bwa,2003,2.65952
bwa,2004,2.77008
bwa,2005,2.90987
bwa,2006,3.14467
bwa,2007,3.27394
bwa,2008,3.55339
bwa,2009,3.85233
bwa,2010,4.05354
bwa,2011,4.26192
bwa,2012,4.35091
bwa,2013,4.59498
bwa,2014,4.72135
bwa,2015,4.8149
bwa,2016,4.87647
bwa,2017,5.00866
bwa,2018,5.04755
bwa,2019,5.09518
bwa,2020,5.12824
bwa,2021,5.2528
caf,1990,224.63061
caf,1991,209.55108
caf,1992,201.28848
caf,1993,189.81744
caf,1994,230.4487
caf,1995,267.17505
caf,1996,269.23532
caf,1997,267.32433
caf,1998,258.27557
caf,1999,249.1711
caf,2000,248.75302
caf,2001,251.1932
caf,2002,253.03731
caf,2003,257.65075
caf,2004,245.7474
caf,2005,244.53706
caf,2006,252.7557
caf,2007,248.10435
caf,2008,261.05408
caf,2009,271.21076
caf,2010,270.81312
caf,2011,265.66141
caf,2012,261.81927
caf,2013,262.85751
caf,2014,300.14771
caf,2015,298.00436
caf,2016,295.58798
caf,2017,306.80826
caf,2018,304.32119
caf,2019,306.93111
caf,2020,310.17556
can,1990,1.29612
can,1991,1.31274
can,1992,1.29862
can,1993,1.29229
can,1994,1.28026
can,1995,1.27043
can,1996,1.26232
can,1997,1.25764
can,1998,1.2641
can,1999,1.26584
can,2000,1.27007
can,2001,1.27107
can,2002,1.28702
can,2003,1.28474
can,2004,1.27263
can,2005,1.25999
can,2006,1.28662
can,2007,1.27371
can,2008,1.30188
can,2009,1.30162
can,2010,1.2958
can,2011,1.28458
can,2012,1.28416
can,2013,1.30307
can,2014,1.31128
can,2015,1.34028
can,2016,1.30074
can,2017,1.29846
can,2018,1.28709
can,2019,1.33131
can,2020,1.32249
che,1990,1.95637
che,1991,1.99293
che,1992,2.01526
che,1993,2.01675
che,1994,1.97271
che,1995,1.95555
che,1996,1.92134
che,1997,1.88432
che,1998,1.88194
che,1999,1.88476
che,2000,1.88851
che,2001,1.8604
che,2002,1.81061
che,2003,1.81208
che,2004,1.78389
che,2005,1.77774
che,2006,1.72818
che,2007,1.66146
che,2008,1.61447
che,2009,1.58414
che,2010,1.5822
che,2011,1.53733
che,2012,1.5063
che,2013,1.45336
che,2014,1.43277
che,2015,1.41316
che,2016,1.38183
che,2017,1.37386
che,2018,1.35469
che,2019,1.37108
che,2020,1.32279
chl,1990,204.32871
chl,1991,238.73037
chl,1992,267.45571
chl,1993,292.85284
chl,1994,318.07083
chl,1995,332.03468
chl,1996,337.87885
chl,1997,344.25244
chl,1998,353.33776
chl,1999,357.28082
chl,2000,363.49302
chl,2001,373.50804
chl,2002,381.01441
chl,2003,382.53648
chl,2004,380.34945
chl,2005,387.36
chl,2006,338.49086
chl,2007,343.10782
chl,2008,360.36422
chl,2009,367.56124
chl,2010,373.29123
chl,2011,370.19874
chl,2012,391.57236
chl,2013,390.1613
chl,2014,410.67074
chl,2015,447.26663
chl,2016,452.92257
chl,2017,463.23141
chl,2018,458.31249
chl,2019,465.23588
chl,2020,469.09564
chn,1990,2.43881
chn,1991,2.42294
chn,1992,2.50114
chn,1993,2.78437
chn,1994,3.37186
chn,1995,3.83057
chn,1996,4.03086
chn,1997,4.04853
chn,1998,3.95583
chn,1999,3.81687
chn,2000,3.70503
chn,2001,3.62911
chn,2002,3.5463
chn,2003,3.50669
chn,2004,3.54587
chn,2005,3.49044
chn,2006,3.43713
chn,2007,3.50277
chn,2008,3.57314
chn,2009,3.55978
chn,2010,3.61355
chn,2011,3.69752
chn,2012,3.66548
chn,2013,3.83765
chn,2014,3.94479
chn,2015,4.02717
chn,2016,4.10311
chn,2017,4.14664
chn,2018,4.13175
chn,2019,4.17587
chn,2020,4.22478
chn,2021,4.0748
civ,1990,167.2787
civ,1991,163.18381
civ,1992,165.08851
civ,1993,163.8266
civ,1994,201.30622
civ,1995,223.80443
civ,1996,222.82512
civ,1997,226.48992
civ,1998,233.31272
civ,1999,229.92072
civ,2000,228.03895
civ,2001,231.44393
civ,2002,234.84141
civ,2003,237.19904
civ,2004,234.3824
civ,2005,235.50018
civ,2006,233.76916
civ,2007,231.5857
civ,2008,237.09311
civ,2009,240.36489
civ,2010,239.38682
civ,2011,243.46086
civ,2012,235.44386
civ,2013,243.98289
civ,2014,243.20383
civ,2015,246.23085
civ,2016,246.01404
civ,2017,247.13443
civ,2018,242.10894
civ,2019,235.1674
civ,2020,237.93509
civ,2021,236.55812
cmr,1990,190.55092
cmr,1991,182.9188
cmr,1992,177.51289
cmr,1993,166.89468
cmr,1994,219.73599
cmr,1995,233.12522
cmr,1996,235.37391
cmr,1997,241.00551
cmr,1998,244.84649
cmr,1999,244.08867
cmr,2000,239.01297
cmr,2001,242.7172
cmr,2002,245.69995
cmr,2003,241.74326
cmr,2004,235.99008
cmr,2005,232.84209
cmr,2006,237.10896
cmr,2007,232.65675
cmr,2008,236.01468
cmr,2009,244.06583
cmr,2010,243.19018
cmr,2011,242.67827
cmr,2012,235.79807
cmr,2013,241.13776
cmr,2014,240.13676
cmr,2015,243.04692
cmr,2016,239.12166
cmr,2017,236.91153
cmr,2018,233.7472
cmr,2019,235.21791
cmr,2020,238.01548
cmr,2021,232.50032
cod,1994,0.01412
cod,1995,0.08816
cod,1996,0.50744
cod,1997,1.4802
cod,1998,1.88244
cod,1999,7.09029
cod,2000,42.10591
cod,2001,188.33777
cod,2002,243.83933
cod,2003,269.1218
cod,2004,272.5741
cod,2005,319.8273
cod,2006,350.27374
cod,2007,398.26673
cod,2008,449.90027
cod,2009,464.14774
cod,2010,489.08109
cod,2011,546.73181
cod,2012,558.83618
cod,2013,553.32361
cod,2014,529.22467
cod,2015,503.93091
cod,2016,488.53992
cod,2017,630.60553
cog,1990,194.53153
cog,1991,183.49564
cog,1992,171.09216
cog,1993,174.36937
cog,1994,242.05961
cog,1995,257.62922
cog,1996,275.39978
cog,1998,302.58865
cog,1999,308.37654
cog,2000,295.67226
cog,2001,287.70672
cog,2002,295.61614
cog,2003,287.22796
cog,2004,286.53569
cog,2005,285.70912
cog,2006,294.87581
cog,2007,294.30807
cog,2008,297.48146
cog,2009,311.7236
cog,2010,307.89448
cog,2011,303.72406
cog,2012,293.17572
cog,2013,301.32745
cog,2014,296.67484
cog,2015,294.5816
cog,2016,294.85251
cog,2017,285.96933
cog,2018,282.36883
cog,2019,283.46118
cog,2020,285.09662
col,1990,189.51068
col,1991,236.98786
col,1992,292.1969
col,1993,347.51237
col,1994,416.06063
col,1995,489.27902
col,1996,574.20372
col,1997,664.67836
col,1998,776.79067
col,1999,842.81323
col,2000,890.4723
col,2001,935.01517
col,2002,978.88126
col,2003,1025.40509
col,2004,1057.60241
col,2005,1074.56895
col,2006,1085.67114
col,2007,1114.09175
col,2008,1147.98955
col,2009,1200.48539
col,2010,1207.93987
col,2011,1210.99316
col,2012,1189.50366
col,2013,1220.91125
col,2014,1249.01917
col,2015,1305.77722
col,2016,1403.30645
col,2017,1467.28123
col,2018,1464.4118
col,2019,1516.43999
col,2020,1529.93175
com,2000,208.9501
com,2001,214.49445
com,2002,218.60548
com,2003,221.87373
com,2004,225.75848
com,2005,224.93001
com,2006,225.25341
com,2007,228.78706
com,2008,224.07574
com,2009,234.68512
com,2010,238.64436
com,2011,235.60413
com,2012,222.83261
com,2013,225.92436
com,2014,223.67369
com,2015,222.9048
com,2016,218.71352
com,2017,213.51823
cpv,1990,38.05337
cpv,1991,39.99407
cpv,1992,40.02817
cpv,1993,41.13111
cpv,1994,41.46969
cpv,1995,43.70688
cpv,1996,44.99451
cpv,1997,47.72852
cpv,1998,49.06421
cpv,1999,50.10534
cpv,2000,47.26784
cpv,2001,47.50862
cpv,2002,47.64822
cpv,2003,47.14414
cpv,2004,45.04672
cpv,2005,43.75106
cpv,2006,44.6594
cpv,2007,45.33603
cpv,2008,46.6176
cpv,2009,47.24761
cpv,2010,47.45151
cpv,2011,48.05734
cpv,2012,48.08561
cpv,2013,50.36548
cpv,2014,50.40275
cpv,2015,49.86042
cpv,2016,48.9577
cpv,2017,47.61211
cpv,2018,47.06069
cpv,2019,46.73496
cpv,2020,46.44514
cri,1990,49.06473
cri,1991,60.58511
cri,1992,71.61813
cri,1993,76.36728
cri,1994,84.4999
cri,1995,101.25192
cri,1996,115.5943
cri,1997,127.91796
cri,1998,140.64903
cri,1999,151.46356
cri,2000,162.57634
cri,2001,175.90396
cri,2002,189.03189
cri,2003,202.29846
cri,2004,221.28677
cri,2005,243.55729
cri,2006,263.0102
cri,2007,279.6434
cri,2008,305.45721
cri,2009,330.58871
cri,2010,343.67276
cri,2011,349.40689
cri,2012,346.22791
cri,2013,367.65686
cri,2014,379.90329
cri,2015,378.80301
cri,2016,362.22859
cri,2017,361.10642
cri,2018,363.40089
cri,2019,362.58686
cri,2020,358.25757
cym,2009,1.16596
cym,2010,1.15031
cym,2011,1.12989
cym,2012,1.08443
cym,2013,1.14434
cym,2014,1.16365
cym,2015,1.14751
cym,2016,1.13312
cym,2017,1.14962
cyp,1990,0.6916
cyp,1991,0.69691
cyp,1992,0.72046
cyp,1993,0.73377
cyp,1994,0.74873
cyp,1995,0.74735
cyp,1996,0.75164
cyp,1997,0.75036
cyp,1998,0.75526
cyp,1999,0.76005
cyp,2000,0.76011
cyp,2001,0.76517
cyp,2002,0.76507
cyp,2003,0.77468
cyp,2004,0.77693
cyp,2005,0.77394
cyp,2006,0.77424
cyp,2007,0.75907
cyp,2008,0.75118
cyp,2009,0.75207
cyp,2010,0.76335
cyp,2011,0.76253
cyp,2012,0.76777
cyp,2013,0.74785
cyp,2014,0.73265
cyp,2015,0.71784
cyp,2016,0.67455
cyp,2017,0.67378
cyp,2018,0.67077
cyp,2019,0.68319
cyp,2020,0.6631
cze,1990,6.27351
cze,1991,8.94001
cze,1992,9.68994
cze,1993,11.00397
cze,1994,11.79559
cze,1995,12.66332
cze,1996,13.38099
cze,1997,14.2918
cze,1998,15.28659
cze,1999,15.35372
cze,2000,15.42772
cze,2001,15.16362
cze,2002,15.62355
cze,2003,15.36233
cze,2004,15.46167
cze,2005,15.42917
cze,2006,15.57475
cze,2007,15.40673
cze,2008,15.28619
cze,2009,14.91229
cze,2010,14.82191
cze,2011,14.59431
cze,2012,14.65192
cze,2013,14.19997
cze,2014,13.92845
cze,2015,14.18868
cze,2016,13.90912
cze,2017,13.9254
cze,2018,14.00522
cze,2019,14.40963
cze,2020,14.8255
deu,1990,0.95507
deu,1991,0.95424
deu,1992,0.96891
deu,1993,0.98285
deu,1994,0.98385
deu,1995,0.9765
deu,1996,0.96567
deu,1997,0.96397
deu,1998,0.9625
deu,1999,0.94668
deu,2000,0.94244
deu,2001,0.93567
deu,2002,0.93115
deu,2003,0.92809
deu,2004,0.90872
deu,2005,0.90797
deu,2006,0.89761
deu,2007,0.89063
deu,2008,0.87643
deu,2009,0.86497
deu,2010,0.85228
deu,2011,0.8306
deu,2012,0.83093
deu,2013,0.82688
deu,2014,0.8196
deu,2015,0.83291
deu,2016,0.80699
deu,2017,0.79918
deu,2018,0.78064
deu,2019,0.79998
deu,2020,0.77889
dji,2000,87.66106
dji,2001,86.74075
