geo,time,dc_dac_swel_cd
dza,1975,479999.98927
dza,1977,660000.02623
dza,1978,949999.98808
dza,1979,1559999.94278
dza,1980,2359999.8951
dza,1981,1480000.01907
dza,1982,129999.99523
dza,1983,1889999.98569
dza,1984,419999.98689
dza,1985,1909999.96662
dza,1986,10539999.96185
dza,1987,16329999.92371
dza,1988,14170000.07629
dza,1989,4619999.88556
dza,1990,19239999.77112
dza,1991,1679999.94755
dza,1992,2230000.01907
dza,1993,949999.98808
dza,1994,1370000.00477
dza,1995,2960000.03815
dza,1996,3029999.97139
dza,1997,740000.00954
dza,1998,2809999.94278
dza,1999,1950000.04768
dza,2000,200000.00298
dza,2001,1700000.04768
dza,2002,680000.00715
dza,2003,1440000.05722
dza,2004,2000000
dza,2005,2240000.00954
dza,2006,460000.00834
dza,2007,879999.99523
dza,2008,2109999.8951
dza,2009,1330000.04292
dza,2010,1590000.03338
dza,2011,1080000.04292
dza,2012,2619999.88556
dza,2013,1379999.99523
dza,2014,829999.98331
dza,2015,1549999.95232
dza,2016,1740000.00954
dza,2017,1419999.95708
dza,2018,1799999.95232
dza,2019,1629999.99523
ecu,1973,59999.99866
ecu,1979,129999.99523
ecu,1981,330000.01311
ecu,1982,439999.99762
ecu,1983,1039999.96185
ecu,1984,159999.99642
ecu,1985,209999.99344
ecu,1986,239999.99464
ecu,1987,699999.98808
ecu,1988,589999.97377
ecu,1989,449999.98808
ecu,1990,750000
ecu,1991,2740000.00954
ecu,1992,7099999.90463
ecu,1993,1490000.00954
ecu,1994,2369999.88556
ecu,1995,3680000.06676
ecu,1996,2529999.97139
ecu,1997,3170000.07629
ecu,1998,2910000.08583
ecu,1999,1419999.95708
ecu,2000,930000.00715
ecu,2001,389999.98569
ecu,2002,600000.02384
ecu,2003,1049999.95232
ecu,2004,1250000
ecu,2005,1059999.94278
ecu,2006,639999.98569
ecu,2007,500000
ecu,2008,689999.99762
ecu,2009,560000.00238
ecu,2010,170000.00179
ecu,2011,259999.99046
ecu,2012,180000.00715
ecu,2013,189999.99762
ecu,2014,219999.99881
ecu,2015,200000.00298
ecu,2016,1980000.01907
ecu,2017,119999.99732
ecu,2018,119999.99732
ecu,2019,109999.9994
egy,1963,29999.99933
egy,1975,3049999.95232
egy,1977,670000.01669
egy,1978,439999.99762
egy,1979,610000.01431
egy,1980,509999.99046
egy,1981,370000.00477
egy,1982,699999.98808
egy,1983,2000000
egy,1984,1250000
egy,1985,2099999.90463
egy,1986,509999.99046
egy,1987,2079999.92371
egy,1988,879999.99523
egy,1989,449999.98808
egy,1990,639999.98569
egy,1991,1500000
egy,1992,899999.97616
egy,1993,6130000.11444
egy,1994,2880000.11444
egy,1995,7320000.17166
egy,1996,11829999.92371
egy,1997,2250000
egy,1998,1049999.95232
egy,1999,899999.97616
egy,2000,2569999.93324
egy,2001,1919999.95708
egy,2002,2220000.02861
egy,2003,930000.00715
egy,2004,1669999.95708
egy,2005,1559999.94278
egy,2006,1990000.00954
egy,2007,2420000.07629
egy,2008,2180000.06676
egy,2009,1740000.00954
egy,2010,1409999.96662
egy,2011,5599999.90463
egy,2012,8920000.07629
egy,2013,10689999.58038
egy,2014,10340000.15259
egy,2015,5730000.01907
egy,2016,4869999.88556
egy,2017,2190000.05722
egy,2018,3049999.95232
egy,2019,2049999.95232
eri,1993,4019999.98093
eri,1994,8909999.84741
eri,1995,5360000.13351
eri,1996,2119999.88556
eri,1997,5030000.20981
eri,1998,2799999.95232
eri,1999,4300000.19073
eri,2000,5469999.79019
eri,2001,7360000.13351
eri,2002,4239999.77112
eri,2003,2390000.1049
eri,2004,3200000.04768
eri,2005,3140000.1049
eri,2006,2069999.93324
eri,2007,2640000.1049
eri,2008,1929999.94755
eri,2009,3390000.1049
eri,2010,1269999.98093
eri,2011,1029999.97139
eri,2012,219999.99881
eri,2013,1139999.98569
eri,2014,750000
eri,2015,29999.99933
eri,2016,129999.99523
eri,2017,70000.0003
eri,2018,300000.01192
eri,2019,259999.99046
est,1991,1360000.01431
est,1992,39099998.47412
est,1993,5869999.88556
est,1994,11279999.73297
est,1995,9390000.34332
est,1996,9289999.96185
est,1997,7159999.84741
est,1998,5659999.84741
est,1999,4090000.15259
est,2000,4110000.13351
est,2001,5179999.82834
est,2002,3349999.90463
est,2003,2710000.03815
est,2004,4610000.13351
eth,1960,270000.01073
eth,1961,389999.98569
eth,1962,600000.02384
eth,1963,949999.98808
eth,1964,959999.97854
eth,1965,1399999.97616
eth,1967,3000000
eth,1968,7360000.13351
eth,1969,8159999.84741
eth,1970,6679999.82834
eth,1971,6849999.90463
eth,1972,7179999.82834
eth,1973,10270000.45776
eth,1974,7699999.80927
eth,1975,11930000.30518
eth,1976,15539999.96185
eth,1977,20360000.61035
eth,1978,13180000.30518
eth,1979,19700000.76294
eth,1980,31430000.30518
eth,1981,19909999.84741
eth,1982,17790000.91553
eth,1983,15479999.54224
eth,1984,17920000.07629
eth,1985,24610000.61035
eth,1986,35159999.84741
eth,1987,35099998.47412
eth,1988,53229999.54224
eth,1989,32279998.7793
eth,1990,48930000.30518
eth,1991,42500000
eth,1992,45450000.76294
eth,1993,52259998.32153
eth,1994,25620000.83923
eth,1995,39060001.37329
eth,1996,39299999.23706
eth,1997,35950000.76294
eth,1998,30940000.53406
eth,1999,18879999.16077
eth,2000,20719999.31335
eth,2001,20620000.83923
eth,2002,21309999.46594
eth,2003,28629999.16077
eth,2004,50759998.32153
eth,2005,68370002.74658
eth,2006,41529998.7793
eth,2007,44720001.2207
eth,2008,46939998.62671
eth,2009,44599998.47412
eth,2010,39419998.16895
eth,2011,40669998.16895
eth,2012,27229999.54224
eth,2013,29790000.91553
eth,2014,35209999.08447
eth,2015,34340000.15259
eth,2016,47130001.06812
eth,2017,79529998.7793
eth,2018,78720001.2207
eth,2019,76930000.30518
fji,1993,29999.99933
fji,1994,19999.99955
fji,1995,9999.99978
fji,2011,59999.99866
fji,2012,-9999.99978
fji,2013,-9999.99978
fji,2014,79999.99821
fji,2015,340000.00358
fji,2016,810000.00238
fji,2017,850000.02384
fji,2019,-109999.9994
fsm,1993,19999.99955
gab,1990,19999.99955
gab,2000,70000.0003
geo,1994,2559999.94278
geo,1995,1590000.03338
geo,1996,1419999.95708
geo,1997,589999.97377
geo,1998,1269999.98093
geo,1999,2029999.97139
geo,2000,1769999.98093
geo,2001,1990000.00954
geo,2002,2019999.98093
geo,2003,2420000.07629
geo,2004,4119999.88556
geo,2005,4190000.05722
geo,2006,9399999.61853
geo,2007,10770000.45776
geo,2008,27250000
geo,2009,15710000.03815
geo,2010,18620000.83923
geo,2011,19250000
geo,2012,19850000.38147
geo,2013,19690000.53406
geo,2014,18459999.08447
geo,2015,13260000.22888
geo,2016,12029999.73297
geo,2017,14279999.73297
geo,2018,14789999.96185
geo,2019,14760000.22888
gha,1960,9999.99978
gha,1961,9999.99978
gha,1962,9999.99978
gha,1974,70000.0003
gha,1979,500000
gha,1980,430000.00715
gha,1981,219999.99881
gha,1982,109999.9994
gha,1984,9999.99978
gha,1988,509999.99046
gha,1989,6469999.79019
gha,1990,1980000.01907
gha,1991,2529999.97139
gha,1992,2130000.11444
gha,1993,3619999.88556
gha,1994,430000.00715
gha,1995,1169999.95708
gha,1996,3849999.90463
gha,1997,3759999.99046
gha,1998,649999.97616
gha,1999,579999.98331
gha,2000,5929999.82834
gha,2001,2009999.99046
gha,2002,1350000.02384
gha,2003,419999.98689
gha,2004,460000.00834
gha,2005,26680000.30518
gha,2006,759999.99046
gha,2007,1649999.97616
gha,2008,1340000.03338
gha,2009,1289999.96185
gha,2010,319999.99285
gha,2011,70000.0003
gha,2012,370000.00477
gha,2013,419999.98689
gha,2014,810000.00238
gha,2015,839999.97377
gha,2016,639999.98569
gha,2017,1580000.04292
gha,2018,939999.99762
gha,2019,870000.00477
gin,1971,79999.99821
gin,1988,159999.99642
gin,1990,330000.01311
gin,1991,829999.98331
gin,1992,1029999.97139
gin,1993,529999.97139
gin,1994,409999.99642
gin,1995,419999.98689
gin,1996,270000.01073
gin,1997,230000.00417
gin,1998,920000.01669
gin,1999,569999.99285
gin,2000,70000.0003
gin,2001,589999.97377
gin,2002,490000.00954
gin,2003,899999.97616
gin,2004,1399999.97616
gin,2005,1259999.99046
gin,2006,1470000.02861
gin,2007,409999.99642
gin,2008,740000.00954
gin,2009,600000.02384
gin,2010,1000000
gin,2011,1129999.99523
gin,2012,1240000.00954
gin,2013,800000.01192
gin,2014,2170000.07629
gin,2015,1009999.99046
gin,2016,119999.99732
gin,2017,50000.00075
gin,2018,90000.00358
gin,2019,100000.00149
gmb,1981,100000.00149
gmb,1982,189999.99762
gmb,1984,129999.99523
gmb,1985,189999.99762
gmb,1986,170000.00179
gmb,1987,250000
gmb,1988,400000.00596
gmb,1989,250000
gmb,1990,490000.00954
gmb,1991,1299999.95232
gmb,1992,419999.98689
gmb,1993,620000.00477
gmb,1995,1110000.01431
gmb,1996,1240000.00954
gmb,1997,660000.02623
gmb,1998,660000.02623
gmb,1999,610000.01431
gmb,2000,740000.00954
gmb,2001,389999.98569
gmb,2002,490000.00954
gmb,2003,330000.01311
gmb,2004,560000.00238
gmb,2005,660000.02623
gmb,2006,750000
gmb,2007,829999.98331
gmb,2008,930000.00715
gmb,2009,920000.01669
gmb,2010,850000.02384
gmb,2011,680000.00715
gmb,2012,639999.98569
gmb,2013,439999.99762
gmb,2014,629999.99523
gmb,2015,699999.98808
gmb,2016,439999.99762
gmb,2017,560000.00238
gmb,2018,759999.99046
gmb,2019,970000.02861
gnb,1975,5530000.20981
gnb,1976,7849999.90463
gnb,1977,11409999.84741
gnb,1978,11310000.41962
gnb,1979,14859999.65668
gnb,1980,11319999.69482
gnb,1981,12069999.69482
gnb,1982,11140000.34332
gnb,1983,8909999.84741
gnb,1984,7079999.92371
gnb,1985,8760000.22888
gnb,1986,11060000.41962
gnb,1987,12649999.61853
gnb,1988,14760000.22888
gnb,1989,10720000.26703
gnb,1990,13239999.77112
gnb,1991,15869999.88556
gnb,1992,10210000.03815
gnb,1993,12159999.84741
gnb,1994,11359999.65668
gnb,1995,7519999.98093
gnb,1996,6260000.22888
gnb,1997,5489999.77112
gnb,1998,9180000.30518
gnb,1999,5500000
gnb,2000,2460000.03815
gnb,2001,2059999.94278
gnb,2002,1809999.94278
gnb,2003,2329999.92371
gnb,2004,2369999.88556
gnb,2007,-9999.99978
gnb,2008,119999.99732
gnb,2011,29999.99933
gnb,2012,19999.99955
gnb,2013,119999.99732
gnb,2014,209999.99344
gnb,2015,109999.9994
gnb,2016,109999.9994
gnb,2017,90000.00358
gnb,2018,189999.99762
gnb,2019,50000.00075
gnq,2003,9999.99978
grd,1982,79999.99821
grd,1993,9999.99978
grd,2013,9999.99978
grd,2014,9999.99978
gtm,1969,9999.99978
gtm,1970,50000.00075
gtm,1971,9999.99978
gtm,1979,129999.99523
gtm,1984,370000.00477
gtm,1985,19999.99955
gtm,1987,180000.00715
gtm,1989,100000.00149
gtm,1990,189999.99762
gtm,1991,449999.98808
gtm,1992,1629999.99523
gtm,1993,1870000.00477
gtm,1994,1950000.04768
gtm,1995,6130000.11444
gtm,1996,8229999.54224
gtm,1997,13600000.38147
gtm,1998,11159999.84741
gtm,1999,18159999.84741
gtm,2000,13420000.07629
gtm,2001,12359999.65668
gtm,2002,11310000.41962
gtm,2003,11810000.41962
gtm,2004,16020000.45776
gtm,2005,15220000.26703
gtm,2006,32630001.06812
gtm,2007,28739999.77112
gtm,2008,27299999.23706
gtm,2009,26270000.45776
gtm,2010,27950000.76294
gtm,2011,30540000.91553
gtm,2012,27610000.61035
gtm,2013,33659999.84741
gtm,2014,33919998.16895
gtm,2015,27899999.61853
gtm,2016,30079999.92371
gtm,2017,27440000.53406
gtm,2018,30389999.38965
gtm,2019,26579999.92371
guy,1974,19999.99955
guy,1989,990000.00954
guy,1991,39999.99911
guy,1993,39999.99911
guy,1994,79999.99821
guy,1995,70000.0003
guy,1996,300000.01192
guy,1997,29999.99933
guy,1998,100000.00149
guy,2000,70000.0003
guy,2001,70000.0003
guy,2003,19999.99955
guy,2004,9999.99978
hkg,1991,140000.0006
hkg,1993,649999.97616
hkg,1995,180000.00715
hkg,1996,270000.01073
hkg,1999,209999.99344
hkg,2000,9999.99978
hnd,1990,19999.99955
hnd,1991,310000.00238
hnd,1992,9999.99978
hnd,1993,589999.97377
hnd,1994,629999.99523
hnd,1995,949999.98808
hnd,1996,1710000.03815
hnd,1997,1799999.95232
hnd,1998,2759999.99046
hnd,1999,29000000
hnd,2000,41689998.62671
hnd,2001,31340000.15259
hnd,2002,11000000
hnd,2003,13479999.54224
hnd,2004,27659999.84741
hnd,2005,20319999.69482
hnd,2006,18709999.08447
hnd,2007,19770000.45776
hnd,2008,17479999.54224
hnd,2009,8310000.41962
hnd,2010,9329999.92371
hnd,2011,1409999.96662
hnd,2012,990000.00954
hnd,2013,1049999.95232
hnd,2014,1850000.02384
hnd,2015,1750000
hnd,2016,2059999.94278
hnd,2017,3150000.09537
hnd,2018,2319999.93324
hnd,2019,3420000.07629
hrv,1994,20930000.30518
hrv,1995,3690000.05722
hrv,1996,3430000.06676
hrv,1997,2990000.00954
hrv,1998,1649999.97616
hrv,1999,1919999.95708
hrv,2000,2940000.05722
hrv,2001,6199999.80927
hrv,2002,5460000.03815
hrv,2003,7019999.98093
hrv,2004,6929999.82834
hrv,2005,5619999.88556
hrv,2006,5059999.94278
hrv,2007,6099999.90463
hrv,2008,2720000.02861
hrv,2009,709999.97854
hrv,2010,79999.99821
hti,1986,109999.9994
hti,1987,209999.99344
hti,1988,259999.99046
hti,1989,349999.99404
hti,1990,129999.99523
hti,1991,150000.00596
hti,1993,219999.99881
hti,1994,1899999.97616
hti,1995,2160000.08583
hti,1996,170000.00179
hti,1997,119999.99732
hti,1998,319999.99285
hti,1999,449999.98808
hti,2000,490000.00954
hti,2001,180000.00715
hti,2002,439999.99762
hti,2003,409999.99642
hti,2004,2230000.01907
hti,2005,1629999.99523
hti,2006,2900000.09537
hti,2007,2279999.97139
hti,2008,9079999.92371
hti,2009,479999.98927
hti,2010,40310001.37329
hti,2011,19149999.61853
hti,2012,15210000.03815
hti,2013,5679999.82834
hti,2014,4329999.92371
hti,2015,2440000.05722
hti,2016,8069999.69482
hti,2017,2500000
hti,2018,2240000.00954
hti,2019,1059999.94278
hun,1990,50000.00075
hun,1991,639999.98569
hun,1992,1100000.02384
hun,1993,439999.99762
hun,1994,219999.99881
hun,1995,230000.00417
hun,1996,50000.00075
hun,1997,19999.99955
hun,1998,509999.99046
hun,1999,19999.99955
hun,2000,370000.00477
hun,2001,360000.01431
hun,2002,189999.99762
hun,2003,349999.99404
hun,2004,1070000.05245
idn,1962,449999.98808
idn,1963,490000.00954
idn,1964,439999.99762
idn,1970,19999.99955
idn,1974,19999.99955
idn,1980,319999.99285
idn,1981,9999.99978
idn,1990,50000.00075
idn,1991,200000.00298
idn,1992,389999.98569
idn,1993,819999.99285
idn,1994,589999.97377
idn,1995,519999.98093
idn,1996,1049999.95232
idn,1997,1309999.94278
idn,1998,610000.01431
idn,1999,2970000.02861
idn,2000,4070000.17166
idn,2001,3740000.00954
idn,2002,1580000.04292
idn,2003,5940000.05722
idn,2004,9119999.88556
idn,2005,21600000.38147
idn,2006,23899999.61853
idn,2007,16440000.53406
idn,2008,12149999.61853
idn,2009,11579999.92371
idn,2010,5940000.05722
idn,2011,6199999.80927
idn,2012,7119999.88556
idn,2013,4639999.86649
idn,2014,1870000.00477
idn,2015,1769999.98093
idn,2016,2289999.96185
idn,2017,2420000.07629
idn,2018,4190000.05722
idn,2019,2690000.05722
ind,1962,70000.0003
ind,1963,1649999.97616
ind,1964,2819999.93324
ind,1965,6170000.07629
ind,1967,4059999.94278
ind,1968,4590000.15259
ind,1969,6539999.96185
ind,1970,7360000.13351
ind,1971,10500000
ind,1972,11060000.41962
ind,1973,10670000.07629
ind,1974,47400001.52588
ind,1975,85040000.91553
ind,1976,58229999.54224
ind,1977,55290000.91553
ind,1978,52020000.45776
ind,1979,73269996.64307
ind,1980,69470001.2207
ind,1981,46630001.06812
ind,1982,56669998.16895
ind,1983,47819999.69482
ind,1984,50259998.32153
ind,1985,41150001.52588
ind,1986,80760002.13623
ind,1987,43610000.61035
ind,1988,56439998.62671
ind,1989,203080001.83105
ind,1990,59020000.45776
ind,1991,64379997.25342
ind,1992,64629997.25342
ind,1993,65809997.55859
ind,1994,91110000.61035
ind,1995,51500000
ind,1996,51409999.84741
ind,1997,25600000.38147
ind,1998,16569999.69482
ind,1999,13300000.19073
ind,2000,15350000.38147
ind,2001,11199999.80927
ind,2002,8159999.84741
ind,2003,18440000.53406
ind,2004,11579999.92371
ind,2005,16459999.08447
ind,2006,17059999.46594
ind,2007,13489999.77112
ind,2008,12310000.41962
ind,2009,9930000.30518
ind,2010,11000000
ind,2011,12199999.80927
ind,2012,13550000.19073
ind,2013,13930000.30518
ind,2014,7269999.98093
ind,2015,5849999.90463
ind,2016,5099999.90463
ind,2017,5300000.19073
ind,2018,5429999.82834
ind,2019,5380000.11444
irn,1962,39999.99911
irn,1963,119999.99732
irn,1967,9999.99978
irn,1968,119999.99732
irn,1971,70000.0003
irn,1974,19999.99955
irn,1981,439999.99762
irn,1982,239999.99464
irn,1983,1039999.96185
irn,1984,600000.02384
irn,1985,579999.98331
irn,1986,100000.00149
irn,1987,790000.02146
irn,1988,1799999.95232
irn,1989,1470000.02861
irn,1990,3380000.11444
irn,1991,10920000.07629
irn,1992,150000.00596
irn,1993,930000.00715
irn,1994,2109999.8951
irn,1995,5699999.80927
irn,1996,8260000.22888
irn,1997,3710000.03815
irn,1999,29999.99933
irn,2000,59999.99866
irn,2001,29999.99933
irn,2002,9999.99978
irn,2003,360000.01431
irn,2004,2579999.92371
irn,2005,180000.00715
irn,2006,29999.99933
irn,2007,-9999.99978
irn,2008,29999.99933
irn,2009,79999.99821
irn,2010,469999.99881
irn,2011,959999.97854
irn,2012,2059999.94278
irn,2013,1429999.94755
irn,2014,1789999.96185
irn,2015,1879999.99523
irn,2016,1350000.02384
irn,2017,769999.98093
irn,2018,2480000.01907
irn,2019,2180000.06676
irq,1974,39999.99911
irq,1978,219999.99881
irq,1979,90000.00358
irq,1981,79999.99821
irq,1982,59999.99866
irq,1983,19999.99955
irq,1984,19999.99955
irq,1987,9999.99978
irq,1990,680000.00715
irq,1991,9939999.58038
irq,1992,12659999.84741
irq,1993,12000000
irq,1994,17530000.68665
irq,1995,28459999.08447
irq,1996,34369998.93188
irq,1997,44569999.69482
irq,1998,7460000.03815
irq,1999,8659999.84741
irq,2000,7230000.01907
irq,2001,3869999.88556
irq,2002,4500000
irq,2003,12130000.11444
irq,2004,21299999.23706
irq,2005,11270000.45776
irq,2006,278250000
irq,2007,17350000.38147
irq,2008,26649999.61853
irq,2009,25010000.22888
irq,2010,24639999.38965
irq,2011,35380001.06812
irq,2012,34939998.62671
irq,2013,32569999.69482
irq,2014,42750000
irq,2015,24149999.61853
irq,2016,38590000.15259
irq,2017,34340000.15259
irq,2018,45500000
irq,2019,35130001.06812
isr,1969,19999.99955
isr,1981,289999.99166
isr,1982,159999.99642
isr,1983,79999.99821
isr,1984,90000.00358
isr,1989,360000.01431
isr,1990,4579999.92371
isr,1991,5400000.09537
isr,1995,200000.00298
isr,1996,560000.00238
isr,1998,1009999.99046
isr,1999,469999.99881
isr,2001,19999.99955
isr,2002,1509999.99046
jam,1978,219999.99881
jam,1979,980000.01907
jam,1980,1740000.00954
jam,1981,2170000.07629
jam,1982,1480000.01907
jam,1983,899999.97616
jam,1984,159999.99642
jam,1985,289999.99166
jam,1986,29999.99933
jam,1988,730000.01907
jam,1989,330000.01311
jam,1990,1440000.05722
jam,1991,550000.01192
jam,1992,419999.98689
jam,1993,1029999.97139
jam,1994,629999.99523
jam,1995,680000.00715
jam,1996,219999.99881
jam,1997,3180000.06676
jam,1998,239999.99464
jam,1999,200000.00298
jam,2000,209999.99344
jam,2001,349999.99404
jam,2002,140000.0006
jam,2003,349999.99404
jam,2004,230000.00417
jam,2005,289999.99166
jam,2006,109999.9994
jam,2007,239999.99464
jam,2008,79999.99821
jam,2009,29999.99933
jam,2013,19999.99955
jam,2014,29999.99933
jam,2015,19999.99955
jam,2017,109999.9994
jam,2018,9999.99978
jam,2019,29999.99933
jor,1970,200000.00298
jor,1974,19999.99955
jor,1977,100000.00149
jor,1979,360000.01431
jor,1982,29999.99933
jor,1984,19999.99955
jor,1985,629999.99523
jor,1986,9999.99978
jor,1987,2349999.90463
jor,1988,3009999.99046
jor,1989,140000.0006
jor,1990,5389999.86649
jor,1991,5179999.82834
jor,1992,5199999.80927
jor,1993,709999.97854
jor,1994,990000.00954
jor,1995,1049999.95232
jor,1996,1649999.97616
jor,1997,889999.98569
jor,1998,1230000.01907
jor,1999,1940000.05722
jor,2000,910000.02623
jor,2001,680000.00715
jor,2002,4199999.80927
jor,2003,1340000.03338
jor,2004,839999.97377
jor,2005,629999.99523
jor,2006,430000.00715
jor,2007,209999.99344
jor,2008,140000.0006
jor,2009,239999.99464
jor,2010,159999.99642
jor,2011,1730000.01907
jor,2012,1769999.98093
jor,2013,8810000.41962
jor,2014,8090000.15259
jor,2015,4949999.80927
jor,2016,7269999.98093
jor,2017,11250000
jor,2018,11170000.07629
jor,2019,9920000.07629
kaz,1995,159999.99642
kaz,1996,560000.00238
kaz,1997,119999.99732
kaz,1998,129999.99523
kaz,1999,79999.99821
kaz,2000,189999.99762
kaz,2001,579999.98331
kaz,2002,479999.98927
kaz,2003,509999.99046
kaz,2004,1149999.97616
kaz,2005,800000.01192
kaz,2006,860000.01431
kaz,2007,649999.97616
kaz,2008,340000.00358
kaz,2009,200000.00298
kaz,2010,930000.00715
kaz,2011,90000.00358
kaz,2012,50000.00075
kaz,2013,39999.99911
kaz,2014,70000.0003
kaz,2015,19999.99955
kaz,2016,79999.99821
kaz,2017,129999.99523
kaz,2018,100000.00149
kaz,2019,79999.99821
ken,1963,59999.99866
ken,1964,119999.99732
ken,1965,370000.00477
ken,1967,2690000.05722
ken,1968,3559999.94278
ken,1969,3730000.01907
ken,1970,2779999.97139
ken,1971,3549999.95232
ken,1972,7670000.07629
ken,1973,12140000.34332
ken,1974,17500000
ken,1975,18870000.83923
ken,1976,22290000.91553
ken,1977,17989999.77112
ken,1978,14260000.22888
ken,1979,24399999.61853
ken,1980,28350000.38147
ken,1981,14510000.22888
ken,1982,14649999.61853
ken,1983,15199999.80927
ken,1984,14170000.07629
ken,1985,19649999.61853
ken,1986,14460000.03815
ken,1987,26780000.68665
ken,1988,27319999.69482
ken,1989,29450000.76294
ken,1990,31190000.53406
ken,1991,27360000.61035
ken,1992,28389999.38965
ken,1993,17969999.31335
ken,1994,17430000.30518
ken,1995,19770000.45776
ken,1996,23309999.46594
ken,1997,17319999.69482
ken,1998,15939999.58038
ken,1999,11319999.69482
ken,2000,14199999.80927
ken,2001,13560000.41962
ken,2002,14420000.07629
ken,2003,25559999.46594
ken,2004,29920000.07629
ken,2005,42119998.93188
ken,2006,51939998.62671
ken,2007,45509998.32153
ken,2008,65849998.47412
ken,2009,66819999.69482
ken,2010,47689998.62671
ken,2011,76849998.47412
ken,2012,77599998.47412
ken,2013,78300003.05176
ken,2014,72419998.16895
ken,2015,63680000.30518
ken,2016,47099998.47412
ken,2017,57669998.16895
ken,2018,54680000.30518
ken,2019,47400001.52588
kgz,1992,19999.99955
kgz,1995,70000.0003
kgz,1998,250000
kgz,1999,119999.99732
kgz,2000,289999.99166
kgz,2001,899999.97616
kgz,2002,839999.97377
kgz,2003,970000.02861
kgz,2004,2529999.97139
kgz,2005,2519999.98093
kgz,2006,4980000.01907
kgz,2007,7389999.86649
kgz,2008,8739999.77112
kgz,2009,8189999.58038
kgz,2010,9270000.45776
kgz,2011,2619999.88556
kgz,2012,1620000.00477
kgz,2013,1289999.96185
kgz,2014,1519999.98093
kgz,2015,50000.00075
kgz,2016,39999.99911
kgz,2017,50000.00075
kgz,2018,59999.99866
kgz,2019,59999.99866
khm,1979,4719999.79019
khm,1980,6800000.19073
khm,1981,4349999.90463
khm,1982,3579999.92371
khm,1983,2019999.98093
khm,1984,2089999.91417
khm,1985,1409999.96662
khm,1986,2289999.96185
khm,1987,2069999.93324
khm,1988,839999.97377
khm,1989,3099999.90463
khm,1990,2869999.88556
khm,1991,3819999.93324
khm,1992,18540000.91553
khm,1993,11810000.41962
khm,1994,10079999.92371
khm,1995,10920000.07629
khm,1996,15989999.77112
khm,1997,22979999.54224
khm,1998,14279999.73297
khm,1999,7550000.19073
khm,2000,16790000.91553
khm,2001,16920000.07629
khm,2002,14529999.73297
khm,2003,18709999.08447
khm,2004,22639999.38965
khm,2005,14779999.73297
khm,2006,17110000.61035
khm,2007,17879999.16077
khm,2008,16110000.61035
khm,2009,23920000.07629
khm,2010,23690000.53406
khm,2011,28530000.68665
khm,2012,36090000.15259
khm,2013,40299999.23706
khm,2014,39279998.7793
khm,2015,24409999.84741
khm,2016,30690000.53406
khm,2017,34130001.06812
khm,2018,24719999.31335
khm,2019,24290000.91553
kir,2016,9999.99978
kir,2017,29999.99933
kir,2018,9999.99978
kna,1994,19999.99955
kna,1995,9999.99978
kor,1960,449999.98808
kor,1961,500000
kor,1962,500000
kor,1963,509999.99046
kor,1965,490000.00954
kor,1967,280000.00119
kor,1968,569999.99285
kor,1969,170000.00179
kor,1970,500000
kor,1971,419999.98689
kor,1972,649999.97616
kor,1973,610000.01431
kor,1974,699999.98808
kor,1975,219999.99881
kor,1991,29999.99933
kor,1992,29999.99933
kor,1993,100000.00149
kor,1994,19999.99955
kor,1995,29999.99933
kor,1996,170000.00179
kor,1998,109999.9994
kor,1999,680000.00715
kor,2000,29999.99933
kos,2009,12390000.34332
kos,2010,18760000.22888
kos,2011,22959999.08447
kos,2012,22809999.46594
kos,2013,24600000.38147
kos,2014,19579999.92371
kos,2015,13600000.38147
kos,2016,13300000.19073
kos,2017,15409999.84741
kos,2018,15800000.19073
kos,2019,16120000.83923
kwt,1974,19999.99955
kwt,1998,90000.00358
kwt,1999,180000.00715
lao,1974,19999.99955
lao,1975,1860000.01431
lao,1976,3319999.93324
lao,1977,6440000.05722
lao,1978,9859999.65668
lao,1979,12350000.38147
lao,1980,12539999.96185
lao,1981,9260000.22888
lao,1982,10699999.80927
lao,1983,6780000.20981
lao,1984,6840000.15259
lao,1985,5159999.84741
lao,1986,9109999.65668
lao,1987,12449999.80927
lao,1988,20030000.68665
lao,1989,11220000.26703
lao,1990,17079999.92371
lao,1991,14430000.30518
lao,1992,15909999.84741
lao,1993,16979999.54224
lao,1994,13220000.26703
lao,1995,13350000.38147
lao,1996,17719999.31335
lao,1997,15479999.54224
lao,1998,11989999.77112
lao,1999,11560000.41962
lao,2000,14560000.41962
lao,2001,12100000.38147
lao,2002,15380000.11444
lao,2003,22659999.84741
lao,2004,22170000.07629
lao,2005,14970000.26703
lao,2006,23729999.54224
lao,2007,19790000.91553
lao,2008,20790000.91553
lao,2009,18159999.84741
lao,2010,5900000.09537
lao,2011,2640000.1049
lao,2012,-709999.97854
lao,2013,-730000.01907
lao,2014,-349999.99404
lao,2015,-589999.97377
lao,2016,-579999.98331
lao,2017,-469999.99881
lao,2018,-430000.00715
lao,2019,-509999.99046
lbn,1962,289999.99166
lbn,1964,219999.99881
lbn,1965,230000.00417
lbn,1974,39999.99911
lbn,1977,589999.97377
lbn,1978,100000.00149
lbn,1981,319999.99285
lbn,1982,4659999.84741
lbn,1983,3410000.08583
lbn,1984,670000.01669
lbn,1985,1059999.94278
lbn,1986,200000.00298
lbn,1987,870000.00477
lbn,1988,1909999.96662
lbn,1989,1110000.01431
lbn,1990,1389999.98569
lbn,1991,7030000.20981
