geo,time,ic_tax_durs
moz,2008,230
moz,2009,230
moz,2010,230
moz,2011,230
moz,2012,230
moz,2013,230
moz,2014,230
moz,2015,217
moz,2016,200
moz,2017,200
moz,2018,200
moz,2019,200
mrt,2005,696
mrt,2006,696
mrt,2007,696
mrt,2008,696
mrt,2009,696
mrt,2010,696
mrt,2011,696
mrt,2012,696
mrt,2013,696
mrt,2014,734
mrt,2015,734
mrt,2016,300
mrt,2017,270
mrt,2018,270
mrt,2019,270
mus,2005,161
mus,2006,161
mus,2007,161
mus,2008,161
mus,2009,161
mus,2010,161
mus,2011,161
mus,2012,161
mus,2013,152
mus,2014,152
mus,2015,152
mus,2016,152
mus,2017,152
mus,2018,152
mus,2019,140
mwi,2005,376
mwi,2006,376
mwi,2007,376
mwi,2008,298
mwi,2009,163
mwi,2010,163
mwi,2011,163
mwi,2012,180.5
mwi,2013,180.5
mwi,2014,180.5
mwi,2015,180.5
mwi,2016,183.5
mwi,2017,183.5
mwi,2018,177.3
mwi,2019,169
mys,2005,190
mys,2006,190
mys,2007,166
mys,2008,145
mys,2009,145
mys,2010,145
mys,2011,133
mys,2012,133
mys,2013,133
mys,2014,133
mys,2015,118
mys,2016,164
mys,2017,188
mys,2018,188
mys,2019,174
nam,2005,339
nam,2006,339
nam,2007,339
nam,2008,339
nam,2009,339
nam,2010,339
nam,2011,339
nam,2012,314
nam,2013,314
nam,2014,314
nam,2015,302
nam,2016,302
nam,2017,302
nam,2018,302
nam,2019,302
ner,2005,270
ner,2006,270
ner,2007,270
ner,2008,270
ner,2009,270
ner,2010,270
ner,2011,270
ner,2012,270
ner,2013,270
ner,2014,270
ner,2015,270
ner,2016,270
ner,2017,270
ner,2018,270
ner,2019,270
nga,2013,429.415
nga,2014,429.415
nga,2015,429.415
nga,2016,429.415
nga,2017,360.365
nga,2018,347.365
nga,2019,343.365
nic,2005,240
nic,2006,240
nic,2007,240
nic,2008,240
nic,2009,240
nic,2010,222
nic,2011,207
nic,2012,207
nic,2013,207
nic,2014,207
nic,2015,207
nic,2016,201
nic,2017,201
nic,2018,201
nic,2019,201
nld,2005,250
nld,2006,250
nld,2007,180
nld,2008,180
nld,2009,164
nld,2010,131
nld,2011,124
nld,2012,124
nld,2013,120
nld,2014,120
nld,2015,120
nld,2016,119
nld,2017,119
nld,2018,119
nld,2019,119
nor,2005,87
nor,2006,87
nor,2007,87
nor,2008,87
nor,2009,87
nor,2010,87
nor,2011,87
nor,2012,87
nor,2013,83
nor,2014,83
nor,2015,83
nor,2016,83
nor,2017,83
nor,2018,79
nor,2019,79
npl,2005,408
npl,2006,408
npl,2007,408
npl,2008,408
npl,2009,338
npl,2010,338
npl,2011,326
npl,2012,326
npl,2013,334
npl,2014,334
npl,2015,334
npl,2016,339
npl,2017,339
npl,2018,353
npl,2019,377
nzl,2005,172
nzl,2006,172
nzl,2007,172
nzl,2008,172
nzl,2009,172
nzl,2010,172
nzl,2011,172
nzl,2012,152
nzl,2013,152
nzl,2014,152
nzl,2015,152
nzl,2016,152
nzl,2017,140
nzl,2018,140
nzl,2019,140
omn,2005,52
omn,2006,52
omn,2007,62
omn,2008,62
omn,2009,62
omn,2010,62
omn,2011,62
omn,2012,62
omn,2013,68
omn,2014,68
omn,2015,68
omn,2016,68
omn,2017,68
omn,2018,68
omn,2019,68
pak,2013,307
pak,2014,307
pak,2015,307
pak,2016,311.5
pak,2017,311.5
pak,2018,293.5
pak,2019,283
pan,2005,560
pan,2006,560
pan,2007,482
pan,2008,482
pan,2009,482
pan,2010,482
pan,2011,482
pan,2012,431
pan,2013,417
pan,2014,417
pan,2015,417
pan,2016,417
pan,2017,417
pan,2018,408
pan,2019,408
per,2005,424
per,2006,424
per,2007,424
per,2008,424
per,2009,380
per,2010,380
per,2011,309
per,2012,293
per,2013,293
per,2014,293
per,2015,260
per,2016,260
per,2017,260
per,2018,260
per,2019,260
phl,2005,195
phl,2006,195
phl,2007,195
phl,2008,195
phl,2009,195
phl,2010,195
phl,2011,195
phl,2012,193
phl,2013,193
phl,2014,193
phl,2015,191
phl,2016,185.55
phl,2017,182
phl,2018,181
phl,2019,171
plw,2005,128
plw,2006,128
plw,2007,128
plw,2008,128
plw,2009,128
plw,2010,128
plw,2011,128
plw,2012,142
plw,2013,142
plw,2014,142
plw,2015,142
plw,2016,142
plw,2017,52
plw,2018,52
plw,2019,52
png,2005,205.5
png,2006,205.5
png,2007,205.5
png,2008,193.5
png,2009,193.5
png,2010,194
png,2011,194
png,2012,207
png,2013,207
png,2014,209
png,2015,209
png,2016,209
png,2017,199
png,2018,203
png,2019,207
pol,2005,420
pol,2006,420
pol,2007,420
pol,2008,420
pol,2009,397
pol,2010,325
pol,2011,296
pol,2012,286
pol,2013,286
pol,2014,286
pol,2015,269
pol,2016,269
pol,2017,258
pol,2018,334
pol,2019,334
pri,2005,140
pri,2006,140
pri,2007,140
pri,2008,218
pri,2009,218
pri,2010,218
pri,2011,218
pri,2012,218
pri,2013,218
pri,2014,218
pri,2015,218
pri,2016,218
pri,2017,218
pri,2018,218
pri,2019,218
prt,2005,328
prt,2006,328
prt,2007,328
prt,2008,328
prt,2009,328
prt,2010,298
prt,2011,275
prt,2012,275
prt,2013,275
prt,2014,275
prt,2015,275
prt,2016,243
prt,2017,243
prt,2018,243
prt,2019,243
pry,2005,328
pry,2006,328
pry,2007,328
pry,2008,328
pry,2009,328
pry,2010,311
pry,2011,387
pry,2012,387
pry,2013,384
pry,2014,378
pry,2015,378
pry,2016,378
pry,2017,378
pry,2018,378
pry,2019,378
pse,2005,170
pse,2006,170
pse,2007,170
pse,2008,170
pse,2009,170
pse,2010,170
pse,2011,170
pse,2012,170
pse,2013,170
pse,2014,162
pse,2015,162
pse,2016,162
pse,2017,162
pse,2018,168
pse,2019,174
qat,2007,36
qat,2008,36
qat,2009,36
qat,2010,36
qat,2011,36
qat,2012,48
qat,2013,41
qat,2014,41
qat,2015,41
qat,2016,41
qat,2017,41
qat,2018,41
qat,2019,41
rou,2005,192
rou,2006,195
rou,2007,204
rou,2008,204
rou,2009,204
rou,2010,230
rou,2011,224
rou,2012,218
rou,2013,202
rou,2014,161
rou,2015,161
rou,2016,161
rou,2017,163
rou,2018,163
rou,2019,163
rus,2013,177
rus,2014,168
rus,2015,168
rus,2016,168
rus,2017,168
rus,2018,168
rus,2019,159
rwa,2005,168
rwa,2006,168
rwa,2007,168
rwa,2008,160
rwa,2009,160
rwa,2010,148
rwa,2011,148
rwa,2012,134
rwa,2013,123
rwa,2014,119
rwa,2015,109
rwa,2016,124
rwa,2017,94.5
rwa,2018,95.5
rwa,2019,90.5
sau,2005,69
sau,2006,79
sau,2007,79
sau,2008,79
sau,2009,79
sau,2010,79
sau,2011,79
sau,2012,72
sau,2013,72
sau,2014,64
sau,2015,57
sau,2016,60
sau,2017,40
sau,2018,32
sau,2019,152
sdn,2005,180
sdn,2006,180
sdn,2007,180
sdn,2008,180
sdn,2009,180
sdn,2010,180
sdn,2011,180
sdn,2012,180
sdn,2013,180
sdn,2014,180
sdn,2015,180
sdn,2016,180
sdn,2017,180
sdn,2018,180
sdn,2019,180
sen,2005,696
sen,2006,696
sen,2007,696
sen,2008,666
sen,2009,666
sen,2010,666
sen,2011,666
sen,2012,666
sen,2013,644
sen,2014,620
sen,2015,620
sen,2016,441
sen,2017,441
sen,2018,441
sen,2019,416
sgp,2005,49
sgp,2006,49
sgp,2007,49
sgp,2008,84
sgp,2009,85.5
sgp,2010,85.5
sgp,2011,85.5
sgp,2012,83.5
sgp,2013,83.5
sgp,2014,83.5
sgp,2015,83.5
sgp,2016,66.5
sgp,2017,64
sgp,2018,64
sgp,2019,64
slb,2005,80
slb,2006,80
slb,2007,80
slb,2008,80
slb,2009,80
slb,2010,80
slb,2011,80
slb,2012,80
slb,2013,80
slb,2014,80
slb,2015,80
slb,2016,80
slb,2017,80
slb,2018,80
slb,2019,80
sle,2005,383
sle,2006,383
sle,2007,383
sle,2008,383
sle,2009,341
sle,2010,341
sle,2011,341
sle,2012,341
sle,2013,337
sle,2014,337
sle,2015,337
sle,2016,343
sle,2017,343
sle,2018,343
sle,2019,343
slv,2005,320
slv,2006,320
slv,2007,320
slv,2008,320
slv,2009,320
slv,2010,320
slv,2011,320
slv,2012,320
slv,2013,320
slv,2014,320
slv,2015,312
slv,2016,248
slv,2017,180
slv,2018,180
slv,2019,168
smr,2012,52
smr,2013,52
smr,2014,52
smr,2015,52
smr,2016,52
smr,2017,52
smr,2018,52
smr,2019,52
srb,2005,279
srb,2006,279
srb,2007,279
srb,2008,279
srb,2009,279
srb,2010,279
srb,2011,279
srb,2012,279
srb,2013,279
srb,2014,279
srb,2015,244.25
srb,2016,225.5
srb,2017,225.5
srb,2018,225.5
srb,2019,225.5
ssd,2012,218
ssd,2013,218
ssd,2014,218
ssd,2015,210
ssd,2016,210
ssd,2017,210
ssd,2018,210
ssd,2019,210
stp,2005,424
stp,2006,424
stp,2007,424
stp,2008,424
stp,2009,424
stp,2010,424
stp,2011,424
stp,2012,424
stp,2013,424
stp,2014,424
stp,2015,424
stp,2016,424
stp,2017,424
stp,2018,424
stp,2019,424
sur,2005,199
sur,2006,199
sur,2007,199
sur,2008,199
sur,2009,199
sur,2010,199
sur,2011,199
sur,2012,199
sur,2013,199
sur,2014,199
sur,2015,199
sur,2016,199
sur,2017,199
sur,2018,199
sur,2019,199
svk,2005,325
svk,2006,325
svk,2007,325
svk,2008,325
svk,2009,257
svk,2010,257
svk,2011,231
svk,2012,207
svk,2013,207
svk,2014,207
svk,2015,188
svk,2016,192
svk,2017,192
svk,2018,192
svk,2019,192
svn,2005,248
svn,2006,234
svn,2007,234
svn,2008,234
svn,2009,234
svn,2010,233
svn,2011,233
svn,2012,233
svn,2013,233
svn,2014,233
svn,2015,233
svn,2016,233
svn,2017,233
svn,2018,233
svn,2019,233
swe,2005,122
swe,2006,122
swe,2007,122
swe,2008,122
swe,2009,122
swe,2010,122
swe,2011,122
swe,2012,122
swe,2013,122
swe,2014,122
swe,2015,122
swe,2016,122
swe,2017,122
swe,2018,122
swe,2019,122
swz,2005,116
swz,2006,116
swz,2007,116
swz,2008,116
swz,2009,116
swz,2010,116
swz,2011,116
swz,2012,116
swz,2013,122
swz,2014,122
swz,2015,122
swz,2016,122
swz,2017,122
swz,2018,122
swz,2019,122
syc,2005,76
syc,2006,76
syc,2007,76
syc,2008,76
syc,2009,76
syc,2010,76
syc,2011,76
syc,2012,76
syc,2013,76
syc,2014,88
syc,2015,85
syc,2016,85
syc,2017,85
syc,2018,85
syc,2019,85
syr,2005,336
syr,2006,336
syr,2007,336
syr,2008,336
syr,2009,336
syr,2010,336
syr,2011,336
syr,2012,336
syr,2013,336
syr,2014,336
syr,2015,336
syr,2016,336
syr,2017,336
syr,2018,336
syr,2019,336
tcd,2005,732
tcd,2006,732
tcd,2007,732
tcd,2008,732
tcd,2009,732
tcd,2010,732
tcd,2011,732
tcd,2012,732
tcd,2013,732
tcd,2014,732
tcd,2015,732
tcd,2016,766
tcd,2017,766
tcd,2018,766
tcd,2019,834
tgo,2005,270
tgo,2006,270
tgo,2007,270
tgo,2008,270
tgo,2009,270
tgo,2010,270
tgo,2011,270
tgo,2012,270
tgo,2013,270
tgo,2014,270
tgo,2015,270
tgo,2016,216
tgo,2017,216
tgo,2018,159
tgo,2019,159
tha,2005,264
tha,2006,264
tha,2007,264
tha,2008,264
tha,2009,264
tha,2010,264
tha,2011,264
tha,2012,264
tha,2013,264
tha,2014,264
tha,2015,264
tha,2016,262
tha,2017,262
tha,2018,229
tha,2019,229
tjk,2005,296
tjk,2006,296
tjk,2007,296
tjk,2008,296
tjk,2009,296
tjk,2010,296
tjk,2011,296
tjk,2012,296
tjk,2013,296
tjk,2014,281
tjk,2015,276
tjk,2016,258
tjk,2017,224
tjk,2018,224
tjk,2019,224
tls,2005,640
tls,2006,640
tls,2007,640
tls,2008,640
tls,2009,216
tls,2010,156
tls,2011,156
tls,2012,156
tls,2013,156
tls,2014,156
tls,2015,156
tls,2016,156
tls,2017,156
tls,2018,156
tls,2019,234
ton,2005,164
ton,2006,164
ton,2007,164
ton,2008,164
ton,2009,164
ton,2010,164
ton,2011,164
ton,2012,164
ton,2013,182
ton,2014,200
ton,2015,200
ton,2016,200
ton,2017,200
ton,2018,200
ton,2019,200
tto,2005,210
tto,2006,210
tto,2007,210
tto,2008,210
tto,2009,210
tto,2010,210
tto,2011,210
tto,2012,210
tto,2013,210
tto,2014,210
tto,2015,210
tto,2016,210
tto,2017,210
tto,2018,210
tto,2019,210
tun,2005,272
tun,2006,272
tun,2007,268
tun,2008,228
tun,2009,228
tun,2010,144
tun,2011,144
tun,2012,144
tun,2013,144
tun,2014,144
tun,2015,144
tun,2016,144
tun,2017,145
tun,2018,144
tun,2019,144
tur,2005,254
tur,2006,254
tur,2007,223
tur,2008,223
tur,2009,223
tur,2010,226
tur,2011,226
tur,2012,226
tur,2013,226
tur,2014,226
tur,2015,226
tur,2016,216.5
tur,2017,215.5
tur,2018,170
tur,2019,170
tza,2005,172
tza,2006,172
tza,2007,172
tza,2008,172
tza,2009,172
tza,2010,172
tza,2011,172
tza,2012,172
tza,2013,185
tza,2014,181
tza,2015,183
tza,2016,195
tza,2017,207
tza,2018,207
tza,2019,207
uga,2005,237
uga,2006,237
uga,2007,237
uga,2008,222
uga,2009,161
uga,2010,161
uga,2011,213
uga,2012,213
uga,2013,209
uga,2014,209
uga,2015,209
uga,2016,195
uga,2017,195
uga,2018,195
uga,2019,195
ukr,2005,2085
ukr,2006,2085
ukr,2007,2085
ukr,2008,860
ukr,2009,736
ukr,2010,657
ukr,2011,657
ukr,2012,488
ukr,2013,386
ukr,2014,346
ukr,2015,346
ukr,2016,355.5
ukr,2017,327.5
ukr,2018,327.5
ukr,2019,327.5
ury,2005,304
ury,2006,304
ury,2007,304
ury,2008,336
ury,2009,336
ury,2010,336
ury,2011,336
ury,2012,310
ury,2013,310
ury,2014,312
ury,2015,277
ury,2016,271
ury,2017,190
ury,2018,163
ury,2019,163
usa,2013,175
usa,2014,175
usa,2015,175
usa,2016,175
usa,2017,175
usa,2018,175
usa,2019,175
uzb,2005,196
uzb,2006,196
uzb,2007,196
uzb,2008,205.2
uzb,2009,205.2
uzb,2010,205
uzb,2011,205
uzb,2012,205
uzb,2013,213.5
uzb,2014,202
uzb,2015,202
uzb,2016,202
uzb,2017,181
uzb,2018,181
uzb,2019,181
vct,2005,76
vct,2006,76
vct,2007,76
vct,2008,116.75
vct,2009,110.75
vct,2010,111
vct,2011,111
vct,2012,111
vct,2013,108
vct,2014,108
vct,2015,108
vct,2016,108
vct,2017,108
vct,2018,108
vct,2019,108
ven,2005,864
ven,2006,864
ven,2007,864
ven,2008,864
ven,2009,864
ven,2010,864
ven,2011,864
ven,2012,792
ven,2013,792
ven,2014,792
ven,2015,792
ven,2016,792
ven,2017,792
ven,2018,792
ven,2019,920
vnm,2005,1050
vnm,2006,1050
vnm,2007,1050
vnm,2008,1050
vnm,2009,1050
vnm,2010,941
vnm,2011,941
vnm,2012,872
vnm,2013,872
vnm,2014,872
vnm,2015,770
vnm,2016,540
vnm,2017,498
vnm,2018,498
vnm,2019,384
vut,2005,120
vut,2006,120
vut,2007,120
vut,2008,120
vut,2009,120
vut,2010,120
vut,2011,120
vut,2012,120
vut,2013,120
vut,2014,120
vut,2015,120
vut,2016,120
vut,2017,120
vut,2018,120
vut,2019,120
wsm,2005,224
wsm,2006,224
wsm,2007,224
wsm,2008,224
wsm,2009,224
wsm,2010,224
wsm,2011,224
wsm,2012,224
wsm,2013,224
wsm,2014,224
wsm,2015,224
wsm,2016,224
wsm,2017,224
wsm,2018,224
wsm,2019,224
yem,2005,248
yem,2006,248
yem,2007,248
yem,2008,248
yem,2009,248
yem,2010,248
yem,2011,248
yem,2012,248
yem,2013,248
yem,2014,248
yem,2015,248
yem,2016,248
yem,2017,248
yem,2018,248
yem,2019,248
zaf,2005,346
zaf,2006,346
zaf,2007,346
zaf,2008,196
zaf,2009,196
zaf,2010,196
zaf,2011,197
zaf,2012,198
zaf,2013,198
zaf,2014,198
zaf,2015,198
zaf,2016,203
zaf,2017,210
zaf,2018,210
zaf,2019,210
zmb,2005,183
zmb,2006,183
zmb,2007,183
zmb,2008,183
zmb,2009,183
zmb,2010,183
zmb,2011,183
zmb,2012,183
zmb,2013,183
zmb,2014,177
zmb,2015,191
zmb,2016,185.5
zmb,2017,158
zmb,2018,158
zmb,2019,158
zwe,2005,216
zwe,2006,216
zwe,2007,256
zwe,2008,256
zwe,2009,270
zwe,2010,242
zwe,2011,242
zwe,2012,242
zwe,2013,242
zwe,2014,242
zwe,2015,242
zwe,2016,242
zwe,2017,242
zwe,2018,242
zwe,2019,242
