geo,time,ny_gdp_fcst_kn
gtm,1995,174560212100
gtm,1996,179826061200
gtm,1997,188238895300
gtm,1998,198332818700
gtm,1999,205548989800
gtm,2000,209127531700
gtm,2001,260171245500
gtm,2002,271179326100
gtm,2003,277683866600
gtm,2004,285963910800
gtm,2005,295490111700
gtm,2006,311394471300
gtm,2007,330528643300
gtm,2008,341743619800
gtm,2009,343398667200
gtm,2010,351681074100
gtm,2011,366073998100
gtm,2012,377803641400
gtm,2013,392018165000
gtm,2014,409632597000
gtm,2015,425794991000
gtm,2016,436772010000
gtm,2017,448929498000
gtm,2018,462421972000
gtm,2019,479223387000
gtm,2020,473334615000
guy,1960,307811978303.54999
guy,1961,324244910571.539
guy,1962,331586168332.229
guy,1963,288897221184.35498
guy,1964,318606569386.53003
guy,1965,351058875220.39203
guy,1966,362770857664.29199
guy,1967,379786553223.37598
guy,1968,382843342830.15399
guy,1969,408374802863.93103
guy,1970,425321729518.836
guy,1971,441618305574.75598
guy,1972,428659739043.04895
guy,1973,437198190166.54797
guy,1974,480351740976.34094
guy,1975,528678792989.96497
guy,1976,530699558968.12799
guy,1977,512198124231.78894
guy,1978,497461491600.25
guy,1979,484644007665.78003
guy,1980,491275126055.12299
guy,1981,475769746876.16498
guy,1982,422357340742.07501
guy,1983,372258839567.84601
guy,1984,365137122398.16602
guy,1985,371560043520.90094
guy,1986,371535466318.034
guy,1987,382555505973.48096
guy,1988,371027827497.99493
guy,1989,352785625979.34302
guy,1990,341963981010.651
guy,1991,362679701300
guy,1992,390815978200
guy,1993,422765596800
guy,1994,458837746800
guy,1995,481923922600
guy,1996,520263464800
guy,1997,552419209900
guy,1998,543143514100
guy,1999,559221386700
guy,2000,551594703600
guy,2001,564168424500
guy,2002,570558348200
guy,2003,566951133000
guy,2004,575814575700
guy,2005,564580677600
guy,2006,593541460600
guy,2007,636226000000
guy,2008,646374000000
guy,2009,671554000000
guy,2010,696752000000
guy,2011,734024000000
guy,2012,773604000000
guy,2013,801999000000
guy,2014,815064000000
guy,2015,827360000000
guy,2016,856569000000
guy,2017,888108000000
guy,2018,924239000000
guy,2019,964114000000
guy,2020,1433920000000
hnd,1960,20099962900
hnd,1961,20581836800
hnd,1962,21874188300
hnd,1963,22706767900
hnd,1964,23825238000
hnd,1965,25959036000
hnd,1966,27459165900
hnd,1967,29158233600
hnd,1968,30978135500
hnd,1969,31174125100
hnd,1970,31844616100
hnd,1971,33229804400
hnd,1972,35292852100
hnd,1973,37945345000
hnd,1974,37503262400
hnd,1975,38225329100
hnd,1976,41865133900
hnd,1977,45387051100
hnd,1978,47385473230.8476
hnd,1979,50363191812.1661
hnd,1980,51328053402.4783
hnd,1981,50632144340.6598
hnd,1982,50025963517.1896
hnd,1983,51074857594.5466
hnd,1984,53607143073.6004
hnd,1985,56157243573.6633
hnd,1986,59031024707.1608
hnd,1987,62847599369.8877
hnd,1988,64075273064.0321
hnd,1989,66528437570.6141
hnd,1990,67026543974.3375
hnd,1991,65801584500
hnd,1992,70656198000
hnd,1993,75966188900
hnd,1994,75093940200
hnd,1995,79761019500
hnd,1996,81562870400
hnd,1997,85268623200
hnd,1998,89467099300
hnd,1999,89233050600
hnd,2000,96535800000
hnd,2001,99243600000
hnd,2002,102950500000
hnd,2003,107522200000
hnd,2004,114235200000
hnd,2005,121206700000
hnd,2006,129549800000
hnd,2007,137710900000
hnd,2008,145159300000
hnd,2009,141855400000
hnd,2010,147074600000
hnd,2011,152578900000
hnd,2012,159017400000
hnd,2013,163850400000
hnd,2014,167842600000
hnd,2015,173615500000
hnd,2016,180312700000
hnd,2017,189298100000
hnd,2018,196349900000
hnd,2019,201279500000
hnd,2020,184019400000
hrv,1995,190523605102.02399
hrv,1996,201842119331.12201
hrv,1997,215841627296.48001
hrv,1998,220600572994.80896
hrv,1999,219872910188.07001
hrv,2000,224698062935.87296
hrv,2001,232517591570.19901
hrv,2002,244627335619.01401
hrv,2003,258973133502.98495
hrv,2004,269873270285.78201
hrv,2005,281233229915.89203
hrv,2006,294500817951.18701
hrv,2007,308949291196.48999
hrv,2008,314899570661.784
hrv,2009,295241075259.70801
hrv,2010,290101894369.68701
hrv,2011,290962852005.67401
hrv,2012,281297401796.26501
hrv,2013,279396243305.46399
hrv,2014,278539072265.492
hrv,2015,285685422089.44098
hrv,2016,296122152081.76599
hrv,2017,304744276418.07898
hrv,2018,312897469006.75
hrv,2019,324232002982.29102
hrv,2020,303825113606.73798
hti,1988,470407219918.75098
hti,1989,460762090298.26801
hti,1990,465546884105.534
hti,1991,477408415914.17297
hti,1992,455058890752.47296
hti,1993,428209123365.45294
hti,1994,376566250749.55798
hti,1995,397199718601.49402
hti,1996,418435498225.74493
hti,1997,428551643292.646
hti,1998,438305772848.55798
hti,1999,443388819978.17694
hti,2000,446585915800
hti,2001,446523245700
hti,2002,450118617100
hti,2003,469754470000
hti,2004,460198516400
hti,2005,477147854400
hti,2006,482972014100
hti,2007,500290194300
hti,2008,513611412300
hti,2009,543372579400
hti,2010,514046195300
hti,2011,542961300500
hti,2012,546362117400
hti,2013,569569495800
hti,2014,579624764700
hti,2015,591251317100
hti,2016,601903278000
hti,2017,616708465300
hti,2018,621230518400
hti,2019,614303817500
hti,2020,596260798700
hun,1991,18261692512000
hun,1992,17335656651000
hun,1993,17431064239000
hun,1994,18175618362000
hun,1995,18275506000000
hun,1996,18525916000000
hun,1997,19090254000000
hun,1998,19826212000000
hun,1999,20401045000000
hun,2000,21298737000000
hun,2001,22204954000000
hun,2002,23280775000000
hun,2003,24273572000000
hun,2004,25433751000000
hun,2005,26492331000000
hun,2006,27551575000000
hun,2007,27598559000000
hun,2008,27846509000000
hun,2009,25961799000000
hun,2010,26312010000000
hun,2011,26847703000000
hun,2012,26474887000000
hun,2013,27136724000000
hun,2014,28348683000000
hun,2015,29431865000000
hun,2016,30086797000000
hun,2017,31382252000000
hun,2018,33142473000000
hun,2019,34705102000000
idn,2010,6683679800000000
idn,2011,7142634200000000
idn,2012,7560262800000000
idn,2013,7953312300000000
idn,2014,8351368700000000
idn,2015,8699535300000000
idn,2016,9097697900000000
idn,2017,9531259100000000
idn,2018,10002892800000000
idn,2019,10498755900000000
idn,2020,10332595100000000
ind,1960,7031377214175.78027
ind,1961,7249570784092.96973
ind,1962,7402932248194.60938
ind,1963,7777728887504.21094
ind,1964,8367589270933.01953
ind,1965,8061760578672.04004
ind,1966,8143806726376.55078
ind,1967,8806547339101.4707
ind,1968,9036365976268.34961
ind,1969,9625220344262.08984
ind,1970,10107772414616.90039
ind,1971,10209827091530
ind,1972,10177299259129.40039
ind,1973,10640513477232.30078
ind,1974,10764029816760.19922
ind,1975,11733269798702.80078
ind,1976,11879924493237.30078
ind,1977,12767341886461
ind,1978,13469875998617.5
ind,1979,12769242137838.40039
ind,1980,13684814943773.59961
ind,1981,14454657456893.40039
ind,1982,14877370854561.5
ind,1983,16045806013005.40039
ind,1984,16681416367065.90039
ind,1985,17375652836422.5
ind,1986,18125377261791.80078
ind,1987,18766006422417.30078
ind,1988,20672621341279.10156
ind,1989,21940570673736
ind,1990,23100153051885
ind,1991,23430601269200
ind,1992,24687381616400
ind,1993,26089952176200
ind,1994,27758352413400
ind,1995,29781434685100
ind,1996,32156392748000
ind,1997,33539647966900
ind,1998,35781234839100
ind,1999,38645238726700
ind,2000,40248304089600
ind,2001,42415947669400
ind,2002,44060732872600
ind,2003,47570837444400
ind,2004,50925026567600
ind,2005,55142282826500
ind,2006,59583666328600
ind,2007,63982952219300
ind,2008,66742151798200
ind,2009,71318364977700
ind,2010,77045142089700
ind,2011,81069459935300
ind,2012,85462754561800
ind,2013,90636486139700
ind,2014,97121327901500
ind,2015,104918703465800
ind,2016,113282846243700
ind,2017,120341705137300
ind,2018,127442025171700
ind,2019,132714708174600
ind,2020,124534297976700
irl,1995,92565356000
irl,1996,98111226000
irl,1997,108355734000
irl,1998,117997167000
irl,1999,127863673000
irl,2000,138296307000
irl,2001,143534296000
irl,2002,152280476000
irl,2003,154225887000
irl,2004,162173629000
irl,2005,171870533000
irl,2006,179765123000
irl,2007,193884447000
irl,2008,189237251000
irl,2009,176888633000
irl,2010,180184983000
irl,2011,181509795000
irl,2012,178199292000
irl,2013,180964673000
irl,2014,194255245000
irl,2015,244489891000
irl,2016,255908746000
irl,2017,273700793000
irl,2018,295423838000
irl,2019,312923397000
irn,1960,811187338378350.125
irn,1961,905832290824139
irn,1962,984360234212816
irn,1963,1054518330503440
irn,1964,1153575567188080
irn,1965,1350875636655790
irn,1966,1497308779035600
irn,1967,1672804790561350
irn,1968,1919126983609540
irn,1969,2231514369166160
irn,1970,2480874814605670
irn,1971,2844700271670270
irn,1972,3259345189937830
irn,1973,3560917525251260
irn,1974,3832545607375270.5
irn,1975,3731553028120500
irn,1976,4373832104431150.5
irn,1977,4181027441177150.5
irn,1978,3598158879026800
irn,1979,3258919259709380
irn,1980,2346993684047170
irn,1981,2233039811956740
irn,1982,2832058385005680
irn,1983,3059011109521280
irn,1984,2786264100104830
irn,1985,2845040046528170
irn,1986,2554224434309990
irn,1987,2574115126031190
irn,1988,2442574057364240
irn,1989,2587124459108740
irn,1990,2950068274010310
irn,1991,3310483965789500
irn,1992,3401852074006500
irn,1993,3478187547359100
irn,1994,3438158789282200
irn,1995,3520769966584800
irn,1996,3689814262020100
irn,1997,3700108502550300
irn,1998,3782385639075100
irn,1999,3812826560713800
irn,2000,4031506194681900
irn,2001,4059908881902700
irn,2002,4356419829689000
irn,2003,4731741244780600
irn,2004,4945369499716000
irn,2005,5199769441578900
irn,2006,5476337428402500
irn,2007,5844885233101700
irn,2008,5840480508258300
irn,2009,5840800392868100
irn,2010,6175274156651300
irn,2011,6364368557686000
irn,2012,5873423485909100
irn,2013,5854329026554000
irn,2014,6042535011586600
irn,2015,5946680442584100
irn,2016,6691109297055900
irn,2017,6940833954076700
irn,2018,6564709029889500
irn,2019,6137335910031500
irn,2020,6358781380667820
irq,1968,12903533232264.30078
irq,1969,13322147910323.90039
irq,1970,13927553879965.59961
irq,1971,14676097579811
irq,1972,15224294408488.5
irq,1973,15897018764887.30078
irq,1974,18458563795450.89453
irq,1975,20764161102985.69531
irq,1976,24330427312009.69531
irq,1977,24792695551447.69531
irq,1978,29021576871077.69531
irq,1979,35078163878942.80078
irq,1980,43761316748266.60156
irq,1981,43442415994618.49219
irq,1982,44934219015826.60156
irq,1983,39059828187819.60156
irq,1984,38479695332660.09375
irq,1985,39039150185061.39844
irq,1986,40853530049296.89844
irq,1987,44655065978591.50781
irq,1988,44646565021902
irq,1989,43254246169519.20312
irq,1990,68262911971996.60156
irq,1991,24542491718100
irq,1992,32541432451700
irq,1993,42398176855300
irq,1994,44032428340000
irq,1995,44965925286700
irq,1996,49921523525500
irq,1997,60523824806400
irq,1998,81620671998200
irq,1999,95971435667900
irq,2000,112211401165100
irq,2001,114187982654300
irq,2002,104826315348900
irq,2003,66398924624900
irq,2004,101843861907600
irq,2005,103546578866000
irq,2006,109393127071800
irq,2007,111455813400000
irq,2008,120626517100000
irq,2009,124702847900000
irq,2010,132687028600000
irq,2011,142700217000000
irq,2012,162587533100000
irq,2013,174990638800000
irq,2014,175335399600000
irq,2015,183616252100000
irq,2016,208932109700000
irq,2017,205130066900000
irq,2018,210532887200000
irq,2019,223075020792562
irq,2020,188112265800000
isl,1995,1061447343000
isl,1996,1125799417000
isl,1997,1178886555000
isl,1998,1271918778000
isl,1999,1336064244000
isl,2000,1406842794000
isl,2001,1458329021000
isl,2002,1455038502000
isl,2003,1500292487000
isl,2004,1598646673000
isl,2005,1675427641000
isl,2006,1741670339000
isl,2007,1862382773000
isl,2008,1915905694000
isl,2009,1808449795000
isl,2010,1756421572000
isl,2011,1783842922000
isl,2012,1829487008000
isl,2013,1903022076000
isl,2014,1964022263000
isl,2015,2056534496000
isl,2016,2195478985000
isl,2017,2297784234000
isl,2018,2386645166000
isl,2019,2430147994000
isr,1995,512386236000
isr,1996,537577950000
isr,1997,561548575000
isr,1998,584523925000
isr,1999,601914566000
isr,2000,644792163000
isr,2001,645874268000
isr,2002,647937512000
isr,2003,657336872000
isr,2004,684267532000
isr,2005,711451719000
isr,2006,752913104000
isr,2007,793472766000
isr,2008,818940867000
isr,2009,831100888000
isr,2010,877884119000
isr,2011,920910252000
isr,2012,942957334000
isr,2013,983707897000
isr,2014,1019725672000
isr,2015,1043770905000
isr,2016,1078070229000
isr,2017,1122407266000
isr,2018,1160581257000
ita,1970,668100489000
ita,1971,680236081000
ita,1972,705167663000
ita,1973,755973021000
ita,1974,800944416000
ita,1975,784734457000
ita,1976,840674681000
ita,1977,863732179000
ita,1978,892211629000
ita,1979,946976664000
ita,1980,982064033000
ita,1981,990298029000
ita,1982,995190661000
ita,1983,1007654009000
ita,1984,1041024726000
ita,1985,1070893639000
ita,1986,1100258520000
ita,1987,1135777036000
ita,1988,1183654029000
ita,1989,1224486681000
ita,1990,1247909327000
ita,1991,1266014748000
ita,1992,1275877181000
ita,1993,1269318476000
ita,1994,1298463546000
ita,1995,1336013100000
ita,1996,1353220700000
ita,1997,1374731800000
ita,1998,1398053700000
ita,1999,1419933100000
ita,2000,1473837900000
ita,2001,1501115800000
ita,2002,1506601600000
ita,2003,1507655200000
ita,2004,1531522700000
ita,2005,1543980700000
ita,2006,1573421100000
ita,2007,1598028700000
ita,2008,1586832200000
ita,2009,1500408600000
ita,2010,1527820500000
ita,2011,1538964900000
ita,2012,1497810100000
ita,2013,1474417700000
ita,2014,1475207600000
ita,2015,1488049000000
ita,2016,1508257300000
ita,2017,1532443100000
ita,2018,1547060100000
ita,2019,1551113300000
jam,1966,364312523900
jam,1967,362753547500
jam,1968,389175738900
jam,1969,412815549500
jam,1970,464899895100
jam,1971,473668974500
jam,1972,559904731000
jam,1973,530393825700
jam,1974,509008142400
jam,1975,502934102400
jam,1976,471338320300
jam,1977,466529215100
jam,1978,466410056400
jam,1979,456029831100
jam,1980,423157298600
jam,1981,425170880400
jam,1982,430236677500
jam,1983,444054681600
jam,1984,434519031100
jam,1985,414921829800
jam,1986,421743715800
jam,1987,452243738500
jam,1988,474692037100
jam,1989,510236929000
jam,1990,538965191800
jam,1991,574175538100
jam,1992,571863658900
jam,1993,661687000000
jam,1994,674108000000
jam,1995,690596000000
jam,1996,687879000000
jam,1997,676591000000
jam,1998,668405000000
jam,1999,674961000000
jam,2000,680201000000
jam,2001,688913000000
jam,2002,693562000000
jam,2003,718990000000
jam,2004,728509000000
jam,2005,735020000000
jam,2006,756328000000
jam,2007,767251000000
jam,2008,760976000000
jam,2009,735021000000
jam,2010,724472000000
jam,2011,734800000000
jam,2012,731119000000
jam,2013,732757000000
jam,2014,736967000000
jam,2015,743373000000
jam,2016,754511000000
jam,2017,759637000000
jam,2018,773517000000
jam,2019,781024000000
jam,2020,703543000000
jor,1976,3736855797.90755
jor,1977,3984471361.05612
jor,1978,4568233462.37473
jor,1979,5488041669.67392
jor,1980,6145018837.1192
jor,1981,7156245444.88725
jor,1982,7684744733.9477
jor,1983,7510695749.58896
jor,1984,7938511768.70156
jor,1985,7702671879.76884
jor,1986,8147234966.47626
jor,1987,8311165407.74547
jor,1988,8378454974.69316
jor,1989,7469794740.42561
jor,1990,7452997456.73606
jor,1991,7622577200
jor,1992,8531965600
jor,1993,8829797200
jor,1994,9265798500
jor,1995,9938166900
jor,1996,10131649500
jor,1997,10495917000
jor,1998,10821468000
jor,1999,11165423100
jor,2000,11700701600
jor,2001,12378367800
jor,2002,13185014000
jor,2003,13750447200
jor,2004,14945540100
jor,2005,16079570200
jor,2006,17373689100
jor,2007,18629844700
jor,2008,19868826400
jor,2009,20317915500
jor,2010,20966974100
jor,2011,21669198800
jor,2012,22169120500
jor,2013,22727122400
jor,2014,23530985400
jor,2015,24165827500
jor,2016,24678666300
jor,2017,25227388300
jor,2018,25742179200
jor,2019,26297651200
jor,2020,25928555900
jpn,1970,178021788225000
jpn,1971,187167319634000
jpn,1972,204575211771000
jpn,1973,220850129591000
jpn,1974,217806274624000
jpn,1975,223529543081000
jpn,1976,231939348882000
jpn,1977,241050948240000
jpn,1978,252248993805000
jpn,1979,269679007390000
jpn,1980,281563661450000
jpn,1981,290209277276000
jpn,1982,296519425765000
jpn,1983,302981704245000
jpn,1984,313336457532000
jpn,1985,330141820736000
jpn,1986,338621883337000
jpn,1987,353748201690000
jpn,1988,375860655604000
jpn,1989,394667309020000
jpn,1990,415672214486000
jpn,1991,431402647415000
jpn,1992,435829294649000
jpn,1993,437129699013000
jpn,1994,440672497405000
jpn,1995,451340128811000
jpn,1996,466344980499000
jpn,1997,472924052204000
jpn,1998,467932954308000
jpn,1999,468038935729000
jpn,2000,480197708259000
jpn,2001,478631115765000
jpn,2002,480351797638000
jpn,2003,487305042354000
jpn,2004,497112898195000
jpn,2005,507596732529000
jpn,2006,514571564149000
jpn,2007,523077215678000
jpn,2008,517330678921000
jpn,2009,485425542540000
jpn,2010,503893447675000
jpn,2011,502623212540000
jpn,2012,509147803011000
jpn,2013,519013121135000
jpn,2014,521407417222000
jpn,2015,528288500000000
jpn,2016,530771199600000
jpn,2017,542924010032000
jpn,2018,546288174897000
kaz,1990,6233240707726.48926
kaz,1991,5547584229800
kaz,1992,5008011088000
kaz,1993,4547274067900
kaz,1994,3974317535300
kaz,1995,3970841794000
kaz,1996,3970998321400
kaz,1997,3971684774700
kaz,1998,3970935823400
kaz,1999,3972005148400
kaz,2000,4353317642700
kaz,2001,4945368842100
kaz,2002,5425069619800
kaz,2003,5935026164100
kaz,2004,6504788675800
kaz,2005,7122743600000
kaz,2006,7877754421600
kaz,2007,8570996810700
kaz,2008,8853839705500
kaz,2009,8995501140700
kaz,2010,9652172724000
kaz,2011,10376085678300
kaz,2012,10936394304900
kaz,2013,11548832386000
kaz,2014,11999236849100
kaz,2015,12227222349200
kaz,2016,12373949017400
kaz,2017,12868906978100
kaz,2018,13396532164200
kaz,2019,14012772643753.19922
kaz,2020,13690478872946.90039
ken,1964,710862386747.63599
ken,1965,720078342141.474
ken,1966,824171771517.19885
ken,1967,856281692837.55603
ken,1968,920141788983.64795
ken,1969,990251190652.24194
ken,1970,935699956961.93408
ken,1971,1132806632161.95996
ken,1972,1313094314345.15991
ken,1973,1369519654422.23999
ken,1974,1384752337862.40991
ken,1975,1441098876904.77002
ken,1976,1475781839887.40991
ken,1977,1605331598331.37988
ken,1978,1704354319260.15991
ken,1979,1823810626045.54004
ken,1980,1896924765362.77002
ken,1981,2010193437260.5
ken,1982,2089474655101.20972
ken,1983,2141298669867.31006
ken,1984,2159621744883.3999
ken,1985,2270361914389.8501
ken,1986,2397068306779.33008
ken,1987,2513728528902.24023
ken,1988,2642915115272.87988
ken,1989,2777309456181.33984
ken,1990,2894161885312.22021
ken,1991,2954373126662.02979
ken,1992,2968564258924.72949
ken,1993,2975814002125.2002
ken,1994,3066113733653.66016
ken,1995,3213835815816.1001
ken,1996,3362805018774.31006
ken,1997,3371555058061.77979
ken,1998,3490029846126.79004
ken,1999,3584242598012.56982
ken,2000,3594769924624.77979
ken,2001,3748249003168.22021
ken,2002,3774420589715.87988
ken,2003,3892523387464.3999
ken,2004,4045386615475.58984
ken,2005,4256962317612.66943
ken,2006,4496621518402.63965
ken,2007,4777984379129.83008
ken,2008,4773769883939.71973
ken,2009,4933217000000
ken,2010,5332946000000
ken,2011,5587330000000
ken,2012,5810907000000
ken,2013,6015951000000
ken,2014,6301542000000
ken,2015,6635134000000
ken,2016,6926656000000
ken,2017,7178460000000
ken,2018,7580588000000
ken,2019,7967464000000
ken,2020,8001274000000
kgz,1987,152420312405.983
kgz,1988,172540474748.69699
kgz,1989,177353274091.36301
kgz,1990,198187688317.91901
kgz,1991,182636377900
kgz,1992,157262452800
kgz,1993,132954147400
kgz,1994,106251874100
kgz,1995,100486735800
kgz,1996,107861099900
kgz,1997,118274592100
kgz,1998,120786213700
kgz,1999,125196593900
kgz,2000,132201934200
kgz,2001,139239265300
kgz,2002,139213159000
kgz,2003,149004273200
kgz,2004,159478691500
kgz,2005,159203048900
kgz,2006,164143558900
kgz,2007,178176123100
kgz,2008,193146181700
kgz,2009,198716953100
kgz,2010,197786900000
kgz,2011,209557800000
kgz,2012,209376182114.32599
kgz,2013,232235493391.04697
kgz,2014,241589773395.85199
kgz,2015,250943905543.14496
kgz,2016,261836470504.49097
kgz,2017,274263159770.54999
kgz,2018,284552334201.92798
kgz,2019,297643841637.12201
kgz,2020,271989675691.125
khm,1994,8464671496700
khm,1995,9343286785600
khm,1996,9851565061700
khm,1997,10238708455700
khm,1998,10761714637100
khm,1999,11970555670900
khm,2000,13212406234500
khm,2001,14338119747000
khm,2002,15227881112900
khm,2003,16603020665400
khm,2004,18145962490000
khm,2005,20642476953200
khm,2006,22909497599100
khm,2007,24726749658300
khm,2008,26329226488000
khm,2009,26212302214600
khm,2010,27837703651500
khm,2011,29818277640200
khm,2012,31987310369300
khm,2013,34312456481200
khm,2014,36693097238700
khm,2015,39196539744400
khm,2016,41872438851900
khm,2017,44725782718200
khm,2018,48009022017100
khm,2019,51274351110300
khm,2020,49587858358358.89844
kir,1982,96725000
kir,1983,100088200
kir,1984,92047000
kir,1985,86955100
kir,1986,88552900
kir,1987,83620700
kir,1988,99663900
kir,1989,89694900
kir,1990,88943100
kir,1991,85045600
kir,1992,88218800
kir,1993,90132000
kir,1994,95312800
kir,1995,93940400
kir,1996,98586300
kir,1997,102170800
kir,1998,115281900
kir,1999,118338600
kir,2000,119447600
kir,2001,122926600
kir,2002,120807100
kir,2003,127850300
kir,2004,131333600
kir,2005,133528800
kir,2006,136593000
kir,2007,137773200
kir,2008,139194200
kir,2009,140432289.04777
kir,2010,140835121.08646
kir,2011,144371091.37197
kir,2012,150349052.20912
kir,2013,156165781.14803
kir,2014,157228961.96118
kir,2015,168778113.57835
kir,2016,179799683.5815
kir,2017,182355119.96283
kir,2018,187137696.44162
kir,2019,194709369.26743
kna,1977,398190000
kna,1978,402710000
kna,1979,430850000
kna,1980,458480000
kna,1981,470530000
kna,1982,497460000
kna,1983,500380000
kna,1984,540470000
kna,1985,587500000
kna,1986,638100000
kna,1987,676540000
kna,1988,744800000
kna,1989,775910000
kna,1990,820160000
kna,1991,840340000
kna,1992,873920000
kna,1993,925990000
kna,1994,977430000
kna,1995,1002110000
kna,1996,1055010000
kna,1997,1125780000
kna,1998,1118090000
kna,1999,1156420000
kna,2000,1291670000
kna,2001,1362220000
kna,2002,1372470000
kna,2003,1296100000
kna,2004,1338930000
kna,2005,1461220000
kna,2006,1489980000
kna,2007,1526210000
kna,2008,1612360000
kna,2009,1582600000
kna,2010,1571880000
kna,2011,1555690000
kna,2012,1519860000
kna,2013,1599430000
kna,2014,1687390000
kna,2015,1715610000
kna,2016,1909890000
kna,2017,1941007300
kna,2018,1980462000
kna,2019,2090170400
kna,2020,1815668200
kor,1960,27946300000000
kor,1961,30029800000000
kor,1962,31098000000000
kor,1963,33884500000000
kor,1964,37167700000000
kor,1965,39779000000000
kor,1966,44503500000000
kor,1967,48306500000000
kor,1968,54379700000000
kor,1969,62177400000000
kor,1970,68044600000000
kor,1971,75115900000000
kor,1972,80645000000000
kor,1973,92250300000000
kor,1974,100745500000000
kor,1975,108990900000000
kor,1976,122072800000000
kor,1977,135173700000000
kor,1978,148817900000000
kor,1979,162033300000000
kor,1980,160052200000000
kor,1981,172058800000000
kor,1982,186110700000000
kor,1983,209871300000000
kor,1984,231728800000000
kor,1985,250200200000000
kor,1986,278502200000000
kor,1987,312488200000000
kor,1988,349965100000000
kor,1989,374453000000000
kor,1990,410296500000000
kor,1991,455316300000000
kor,1992,484855700000000
kor,1993,519602400000000
kor,1994,566543400000000
kor,1995,620864700000000
kor,1996,669502600000000
kor,1997,711354400000000
kor,1998,677790300000000
kor,1999,752357000000000
kor,2000,819508100000000
kor,2001,858696900000000
kor,2002,927265200000000
kor,2003,957728000000000
kor,2004,1008286900000000
kor,2005,1051712900000000
kor,2006,1107875600000000
kor,2007,1176059200000000
kor,2008,1215777500000000
kor,2009,1226047500000000
kor,2010,1308667300000000
kor,2011,1356275900000000
kor,2012,1389383900000000
kor,2013,1436067600000000
kor,2014,1480546700000000
kor,2015,1520907900000000
kor,2016,1563765100000000
kor,2017,1613713100000000
kor,2018,1663057000000000
kor,2019,1702670700000000
kor,2020,1686895800000000
kos,2008,2945599000
kos,2009,3119765000
kos,2010,3260285200
kos,2011,3406004600
kos,2012,3459183700
kos,2013,3682888500
kos,2014,3792696400
kos,2015,4023592200
kos,2016,4216807500
kos,2017,4435118300
kos,2018,4604659500
kos,2019,4823512500
kos,2020,4649107500
kwt,2010,35799100000
kwt,2011,39506300000
kwt,2012,42485900000
kwt,2013,42753700000
kwt,2014,43146100000
kwt,2015,42756900000
kwt,2016,44018900000
kwt,2017,42265500000
kwt,2018,43264192500.1554
kwt,2019,43102057435.6334
kwt,2020,39285219703.4172
lao,2000,32086847641600
lao,2001,33895803890800
lao,2002,35874199751200
lao,2003,38050688464800
lao,2004,40469835365500
lao,2005,43346256583100
lao,2006,47082385829500
lao,2007,50659154076100
lao,2008,54623183622900
lao,2009,58720891908500
lao,2010,63727966880100
lao,2011,68850836798300
lao,2012,74377000000000
lao,2013,80034000000000
lao,2014,85680828315300
lao,2015,91520000000000
lao,2016,97864000000000
lao,2017,104600000000000
lao,2018,111138000000000
lao,2019,117194000000000
lao,2020,117783632481100
lbn,1989,11021226604635.09961
lbn,1990,13306019668559.19922
lbn,1991,17583028994900
lbn,1992,20322289711600
lbn,1993,22316078834200
lbn,1994,24111292586600
lbn,1995,25236377294500
lbn,1996,28173702660300
lbn,1997,28428352204200
lbn,1998,28989907647000
lbn,1999,28313576127900
lbn,2000,29099133115400
lbn,2001,30215776602500
lbn,2002,30268862245800
lbn,2003,30678206472500
lbn,2004,35995272449449
lbn,2005,37251620158557.79688
lbn,2006,37990009598074.79688
lbn,2007,41048456838917.60156
lbn,2008,44071731219977
lbn,2009,47945536457423.20312
lbn,2010,51888189900719.39844
lbn,2011,52665530044907.10156
lbn,2012,53341837317573.39844
lbn,2013,55384445376699.50781
lbn,2014,56817431609670.20312
lbn,2015,56838100348083.79688
lbn,2016,57696480625650.39844
lbn,2017,58200488234443.60156
lbn,2018,57289477044036.60156
lbn,2019,53600355226930
lbn,2020,45007626376000
lbr,2000,0
lbr,2001,0
lbr,2002,0
lbr,2003,0
lbr,2004,0
lbr,2005,0
lbr,2006,0
lbr,2007,0
lbr,2008,0
lbr,2009,0
lbr,2010,0
lbr,2011,0
lbr,2012,0
lbr,2013,0
lbr,2014,0
lca,1977,1192316264.39943
lca,1978,1333001970.31774
lca,1979,1355606947.63725
lca,1980,1329968212.1308
lca,1981,1429703446.18395
lca,1982,1456433704.82532
lca,1983,1518082338.24261
lca,1984,1627837791.70128
lca,1985,1780153539.03498
lca,1986,2011856032.51591
lca,1987,2055773806.73415
lca,1988,2321214445.68055
lca,1989,2535660624.06069
lca,1990,2839356883.01902
lca,1991,2835115900
lca,1992,3049080700
lca,1993,3088908800
lca,1994,3150801000
lca,1995,3221858600
lca,1996,3273976700
lca,1997,3279931600
lca,1998,3414116500
lca,1999,3539983200
lca,2000,3562383400
lca,2001,3471540600
lca,2002,3441869900
lca,2003,3582523400
lca,2004,3819425700
lca,2005,3781452200
lca,2006,4017211000
lca,2007,4078843900
lca,2008,4289608400
lca,2009,4232051100
lca,2010,4295632300
lca,2011,4422362600
lca,2012,4474221800
lca,2013,4372767200
lca,2014,4458091200
lca,2015,4464478200
lca,2016,4571208017.79474
lca,2017,4738010739.14743
lca,2018,4888202030.10805
lca,2019,4930164224.58548
lca,2020,3936241127.48647
lka,2010,5758104303900
lka,2011,6254055996900
lka,2012,6873505500300
lka,2013,7136400982700
