geo,time,sl_tlf_intm_zs
pol,2001,69.45
pol,2002,67.92
pol,2003,66.3
pol,2004,64.99
pol,2005,64.34
pol,2006,62.61
pol,2007,61.77
pol,2008,62.1
pol,2009,62.03
pol,2010,62.13
pol,2011,61.89
pol,2012,61.5
pol,2013,60.93
pol,2014,60.69
pol,2015,59.94
pol,2016,59.67
pol,2017,59.21
pol,2018,58.33
pol,2019,57.36
pol,2020,56.68
pri,2015,35.02
prt,1992,65.46
prt,1993,65.92
prt,1994,63.8
prt,1995,60.03
prt,1996,61.06
prt,1997,62.82
prt,1998,63.21
prt,1999,66.69
prt,2000,65.79
prt,2001,64.93
prt,2002,67.32
prt,2003,66.33
prt,2004,64.72
prt,2005,66.19
prt,2006,67.93
prt,2007,67.78
prt,2008,68.59
prt,2009,70.67
prt,2010,71.56
prt,2011,73.21
prt,2012,73.71
prt,2013,74.08
prt,2014,74.93
prt,2015,74.66
prt,2016,74.62
prt,2017,74.99
prt,2018,74.87
prt,2019,75.29
prt,2020,72
pry,1998,79.58
pry,1999,76.77
pry,2001,74.61
pry,2002,74.6
pry,2003,74.31
pry,2004,75.33
pry,2005,75.92
pry,2006,71.76
pry,2007,73.42
pry,2008,75.53
pry,2009,77.69
pry,2010,75.8
pry,2011,76.38
pry,2012,79.05
pry,2013,76.37
pry,2014,75.35
pry,2015,75.1
pry,2016,76.99
pry,2017,76.97
pse,2000,44.66
pse,2001,40.2
pse,2002,38.01
pse,2003,39.61
pse,2004,38.11
pse,2005,37.38
pse,2006,36.61
pse,2007,37.79
pse,2008,36.86
pse,2009,36.14
pse,2010,34.72
pse,2011,36.44
pse,2012,36.58
pse,2013,36.27
pse,2014,36.93
pse,2015,38.72
pse,2016,38.24
pse,2017,37.67
pse,2018,37.36
pse,2019,37.67
pse,2020,34.67
qat,2013,83.92
qat,2014,100
qat,2015,83.28
qat,2017,82.65
qat,2019,82.04
qat,2020,79.64
rou,1997,75.51
rou,1998,72.96
rou,1999,72.8
rou,2000,72.24
rou,2001,71.07
rou,2002,68.19
rou,2003,67.39
rou,2004,68.21
rou,2005,65.36
rou,2006,66.18
rou,2007,64.53
rou,2008,63.26
rou,2009,62.84
rou,2010,64.41
rou,2011,63.75
rou,2012,63.99
rou,2013,63.47
rou,2014,63.79
rou,2015,63.63
rou,2016,62.57
rou,2017,63.78
rou,2018,63.77
rou,2019,62.51
rou,2020,61.63
rus,2010,78.01
rus,2011,77.86
rus,2012,77.73
rus,2013,77.14
rus,2014,76.94
rus,2015,76.38
rus,2016,76.13
rus,2017,69.99
rus,2018,69.63
rus,2019,68.4
rus,2020,67.77
rwa,2014,77.11
rwa,2017,47.94
rwa,2018,48.43
rwa,2019,48.75
rwa,2020,54.45
sau,2014,51.94
sau,2016,52.33
sau,2017,81.56
sau,2018,83.47
sau,2019,84.57
sau,2020,82.16
sdn,2011,41.78
sen,2011,43.25
sen,2015,34.67
sen,2016,34.24
sen,2017,27.94
sen,2018,43.38
sen,2019,33.89
sgp,2009,77.72
sgp,2010,77.96
sgp,2014,77.76
slb,2013,91.68
sle,2014,44.63
sle,2018,61.62
slv,2010,68.15
slv,2011,66.15
slv,2012,67.08
slv,2013,67.28
slv,2014,66.06
slv,2015,64.93
slv,2016,66.64
slv,2017,66.33
slv,2018,65.93
slv,2019,66.58
slv,2020,67.8
smr,2019,92.35
som,2019,45.51
srb,2008,59
srb,2009,57
srb,2010,55.97
srb,2011,55.33
srb,2012,55.29
srb,2013,56.53
srb,2014,60.12
srb,2015,59.33
srb,2016,60.32
srb,2017,60.73
srb,2018,61.21
srb,2019,60.72
srb,2020,60.14
sur,2014,72.19
sur,2016,79.02
svk,1998,75.62
svk,1999,75.18
svk,2000,75.27
svk,2001,75.13
svk,2002,73.85
svk,2003,73.81
svk,2004,73.97
svk,2005,71.8
svk,2006,70.58
svk,2007,69.96
svk,2008,69.69
svk,2009,68.94
svk,2010,68.44
svk,2011,67.51
svk,2012,67.8
svk,2013,67.26
svk,2014,66.98
svk,2015,66.39
svk,2016,66.59
svk,2017,66.24
svk,2018,65.46
svk,2019,64.77
svk,2020,63.75
svn,1996,71.99
svn,1997,71.56
svn,1998,70.49
svn,1999,68.43
svn,2000,67
svn,2001,66.05
svn,2002,66.11
svn,2003,63.97
svn,2004,66.67
svn,2005,66.28
svn,2006,65.62
svn,2007,65.07
svn,2008,65.04
svn,2009,64.3
svn,2010,63.49
svn,2011,61.98
svn,2012,61.39
svn,2013,60.78
svn,2014,60.75
svn,2015,60.09
svn,2016,58.9
svn,2017,60.26
svn,2018,61.02
svn,2019,59.85
svn,2020,58.54
swe,1995,82.14
swe,1996,83.72
swe,1997,76.55
swe,1998,75.9
swe,1999,76.73
swe,2000,76.02
swe,2001,78.01
swe,2002,77.85
swe,2003,77.75
swe,2004,77.71
swe,2005,77.98
swe,2006,79.03
swe,2007,79.17
swe,2008,79.37
swe,2009,78.23
swe,2010,77.53
swe,2011,77.98
swe,2012,77.86
swe,2013,77.76
swe,2014,77.52
swe,2015,76.97
swe,2016,76.38
swe,2017,77.03
swe,2018,76.54
swe,2019,76.66
swe,2020,76.97
swz,2016,51.6
syc,2014,72.28
syc,2015,72.8
syc,2016,68.96
syc,2017,68.95
syc,2018,68.35
syc,2019,64.36
syc,2020,63.25
tcd,2018,50.11
tgo,2006,79.65
tgo,2011,79.96
tgo,2015,75.14
tgo,2017,51.48
tha,2010,74.39
tha,2011,75.65
tha,2012,75.56
tha,2013,73.27
tha,2014,72.31
tha,2015,72.48
tha,2016,71.78
tha,2017,71.37
tha,2018,72.29
tha,2019,72.08
tha,2020,72.13
tjk,2003,61.84
tjk,2007,50.65
tjk,2009,45.54
tjk,2016,43.02
tls,2010,46.84
tls,2013,40.13
tls,2016,63.72
ton,2018,48.03
tto,2010,73.61
tto,2011,73.22
tto,2012,73.84
tto,2013,73.89
tto,2014,73.33
tto,2015,72.64
tto,2016,72.28
tun,2005,47.36
tun,2006,46.64
tun,2007,46.72
tun,2008,47.02
tun,2009,46.37
tun,2010,47.49
tun,2011,47.82
tun,2012,52.46
tun,2013,52.76
tun,2015,50.65
tun,2016,51.73
tun,2017,51.25
tur,2000,55.32
tur,2001,55.99
tur,2002,55.15
tur,2003,53.29
tur,2004,54.84
tur,2005,55.42
tur,2006,54.23
tur,2007,54.06
tur,2008,55.14
tur,2009,56.46
tur,2010,56.44
tur,2011,56.98
tur,2012,56.54
tur,2013,57.61
tur,2014,58.51
tur,2015,59.06
tur,2016,59.62
tur,2017,60.01
tur,2018,60.28
tur,2019,59.22
tur,2020,54.99
tuv,2016,69.04
tza,2001,91.61
tza,2006,88.49
tza,2011,86.37
tza,2012,89.86
tza,2013,65.73
tza,2014,80.9
uga,2012,59.02
uga,2013,80.2
uga,2017,15.68
ukr,2014,58.66
ukr,2015,58.37
ukr,2016,58.46
ukr,2017,34.98
ukr,2018,69.32
ukr,2019,65.69
ukr,2020,64.12
ury,1998,80.13
ury,1999,78.86
ury,2000,78.25
ury,2001,78.58
ury,2002,78.2
ury,2003,76.59
ury,2004,75.07
ury,2005,75.39
ury,2006,73.75
ury,2007,74.48
ury,2008,76.62
ury,2009,77.13
ury,2010,76.69
ury,2011,81.61
ury,2012,80.56
ury,2013,79.76
ury,2014,80.04
ury,2015,79.45
ury,2016,78.36
ury,2017,77.4
ury,2018,76.83
ury,2019,76.09
usa,1994,65.99
usa,1995,65.85
usa,1996,65.96
usa,1997,66.07
usa,1998,65.64
usa,1999,65.49
usa,2000,65.28
usa,2001,64.78
usa,2002,64.31
usa,2003,63.75
usa,2004,63.18
usa,2005,63.15
usa,2006,63.08
usa,2007,62.52
usa,2008,62.24
usa,2009,61.23
usa,2010,60.45
usa,2011,59.6
usa,2012,58.85
usa,2013,58.19
usa,2014,57.71
usa,2015,57.37
usa,2016,57.48
usa,2017,57.48
usa,2018,57.22
usa,2019,57.36
usa,2020,55.47
usa,2021,55.48
uzb,2020,55.73
ven,2005,53.22
ven,2012,62.95
ven,2016,61.67
ven,2017,65.27
vnm,2010,73.22
vnm,2011,72.68
vnm,2012,74.85
vnm,2013,75.51
vnm,2014,75.73
vnm,2015,75.02
vnm,2016,75.45
vnm,2017,75.65
vnm,2018,75.78
vnm,2019,75.4
vnm,2020,72.06
vut,2006,70.25
vut,2010,64.91
vut,2019,58
wsm,2012,38.48
wsm,2017,46.36
yem,2010,62.41
yem,2014,55.02
zaf,2000,60.72
zaf,2001,61.69
zaf,2002,61.56
zaf,2003,60.87
zaf,2004,58.71
zaf,2005,59.38
zaf,2006,60.21
zaf,2007,60.02
zaf,2008,73.13
zaf,2009,70.54
zaf,2010,68.72
zaf,2011,68.34
zaf,2013,68.18
zaf,2014,67.39
zaf,2015,68.49
zaf,2016,68.99
zaf,2017,69.22
zaf,2018,68.27
zaf,2019,68.07
zaf,2020,62.1
zmb,2017,43.6
zmb,2018,42.27
zmb,2019,43.49
zwe,2011,65.81
zwe,2014,80.05
zwe,2019,48.45
