geo,time,se_sec_tchr
mrt,1989,1984
mrt,1990,2062
mrt,1991,2041
mrt,1992,1956
mrt,1993,1913
mrt,1994,1938
mrt,1995,1962
mrt,1996,2067
mrt,1998,2085
mrt,1999,2185
mrt,2000,2492
mrt,2001,2911
mrt,2002,3000
mrt,2003,3237
mrt,2004,3126
mrt,2005,2995
mrt,2006,3777
mrt,2014,5408
mrt,2015,5591
mrt,2016,7582
mrt,2017,8612
mrt,2018,9136
mrt,2019,9029
mus,1971,1890
mus,1972,1856
mus,1973,1990
mus,1974,2027
mus,1975,2177
mus,1976,2236
mus,1977,2555
mus,1978,2884
mus,1979,3125
mus,1980,3188
mus,1986,3744
mus,1987,3780
mus,1989,3877
mus,1996,4737
mus,1998,5090
mus,1999,5319
mus,2000,5436
mus,2001,5607
mus,2002,5933
mus,2003,6371
mus,2004,6974
mus,2005,7433
mus,2006,7761
mus,2007,8124
mus,2008,8053
mus,2009,8186
mus,2010,8323
mus,2011,8507
mus,2012,8643
mus,2013,9845
mus,2014,10026
mus,2015,10020
mus,2017,9901
mus,2018,11141
mus,2019,10038
mus,2021,10703
mwi,1999,9301
mwi,2007,14913
mwi,2008,16535
mwi,2010,16011
mwi,2011,17479
mwi,2012,18336
mwi,2013,20470
mwi,2014,23468
mwi,2015,25372
mwi,2018,14396
mwi,2019,14528
mys,1970,23776
mys,1971,25232
mys,1972,26699
mys,1975,34133
mys,1976,35215
mys,1977,36388
mys,1979,40503
mys,1980,47625
mys,1981,51459
mys,1982,53870
mys,1983,54822
mys,1984,55782
mys,1985,58630
mys,1986,62959
mys,1987,68251
mys,1988,69434
mys,1989,72167
mys,1990,75328
mys,1991,80573
mys,1992,86192
mys,1993,87541
mys,1994,86697
mys,1995,88408
mys,1996,91594
mys,1997,96523
mys,1998,111459
mys,2000,120002
mys,2001,125571
mys,2002,129836
mys,2003,141913
mys,2004,148824
mys,2005,153031
mys,2006,154407
mys,2007,166940
mys,2008,178379
mys,2009,186481
mys,2010,190581
mys,2011,193506
mys,2012,198044
mys,2013,207454
mys,2016,208866
mys,2017,223594
mys,2018,227412
mys,2019,228634
nam,1992,3999
nam,1995,5460
nam,1996,5743
nam,1997,5779
nam,1998,5876
nam,1999,4882
nam,2000,5164
nam,2001,5384
nam,2002,5513
nam,2003,5592
nam,2004,6430
nam,2005,5896
nam,2006,6024
nam,2007,6423
nam,2017,11343
ncl,1970,404
ncl,1971,434
ncl,1972,482
ncl,1973,493
ncl,1974,561
ncl,1975,629
ncl,1976,657
ncl,1977,744
ncl,1978,743
ncl,1979,829
ncl,1980,839
ncl,1981,1210
ncl,1982,1188
ncl,1983,1289
ncl,1984,1224
ncl,1985,1265
ncl,1986,1319
ncl,1987,1323
ncl,1988,1568
ncl,1989,1509
ncl,1990,1544
ncl,1991,1669
ncl,1997,1940
ner,1971,346
ner,1972,384
ner,1973,492
ner,1974,539
ner,1975,586
ner,1976,637
ner,1977,787
ner,1978,851
ner,1979,961
ner,1980,1202
ner,1981,1284
ner,1988,2035
ner,1989,2443
ner,1990,2644
ner,1991,2775
ner,1992,2894
ner,1995,3119
ner,1996,3548
ner,1997,3579
ner,1998,3621
ner,1999,4303
ner,2000,4537
ner,2001,4589
ner,2002,4165
ner,2003,4406
ner,2004,5131
ner,2005,6633
ner,2006,7358
ner,2010,9945
ner,2011,9873
ner,2013,16406
ner,2014,20509
ner,2015,21296
ner,2016,26839
ner,2017,26456
ner,2018,29225
nga,1970,16794
nga,1972,19610
nga,1977,16686
nga,1978,23946
nga,1979,29443
nga,1980,34629
nga,1981,41581
nga,1982,81492
nga,1983,89076
nga,1984,108664
nga,1985,98487
nga,1986,105003
nga,1988,134400
nga,1989,136677
nga,1990,141377
nga,1991,141491
nga,1992,147530
nga,1993,151722
nga,1994,152596
nga,1999,129013
nga,2000,132884
nga,2001,140631
nga,2002,162960
nga,2003,180278
nga,2004,154594
nga,2005,159283
nga,2006,202082
nga,2007,213366
nga,2008,308311
nga,2010,390427
nga,2018,776048
nic,1970,1979
nic,1971,2108
nic,1972,1916
nic,1973,2014
nic,1974,2226
nic,1975,2308
nic,1976,2443
nic,1977,2867
nic,1978,2720
nic,1979,3532
nic,1980,4221
nic,1982,4103
nic,1983,5027
nic,1984,6055
nic,1985,5204
nic,1986,5722
nic,1987,5780
nic,1988,6698
nic,1989,6140
nic,1999,10371
nic,2000,10413
nic,2001,10620
nic,2002,11300
nic,2004,12843
nic,2005,12980
nic,2006,13657
nic,2007,15126
nic,2008,16164
nic,2010,15089
nld,1971,69342
nld,1972,72986
nld,1975,80388
nld,1976,86237
nld,1977,89424
nld,1978,92568
nld,1979,94354
nld,1980,95329
nld,1982,98150
nld,1983,100634
nld,1984,100667
nld,1985,99263
nld,1986,97595
nld,1987,98729
nld,1988,98002
nld,1989,96381
nld,1990,92444
nld,1991,89370
nld,1992,87200
nld,1993,86000
nld,1994,88229
nld,2002,103788
nld,2003,108149
nld,2004,109661
nld,2005,107410
nld,2006,106952
nld,2007,108440
nld,2008,110793
nld,2009,109140
nld,2010,107433
nld,2011,113370
nld,2012,111870
nld,2013,110183
nld,2014,107839.3125
nld,2015,111562.15625
nld,2016,111849.21875
nld,2017,113686.42969
nld,2018,114548.07031
nld,2019,114672.78125
nor,1971,31459
nor,1972,32504
nor,1973,33382
nor,1995,49191
nor,2015,51336.71875
nor,2016,50972.48047
nor,2017,52178.23828
nor,2018,52711.03906
nor,2019,50747.55859
npl,1972,6174
npl,1973,6734
npl,1974,8739
npl,1975,9947
npl,1976,11295
npl,1977,12439
npl,1978,13364
npl,1979,14801
npl,1980,16376
npl,1981,17154
npl,1982,16454
npl,1983,15910
npl,1984,17069
npl,1985,18362
npl,1986,21785
npl,1987,20662
npl,1988,21132
npl,1989,22452
npl,1990,22820
npl,1991,24632
npl,1992,25357
npl,1993,26303
npl,1994,29503
npl,1995,31406
npl,1996,36127
npl,1999,39911
npl,2000,44620
npl,2001,45373
npl,2003,52528
npl,2008,56799
npl,2009,64529
npl,2010,84268
npl,2011,95966
npl,2012,102685
npl,2013,106620
npl,2014,109705
npl,2015,111171
npl,2016,113385
npl,2017,115759
npl,2019,122582
npl,2020,119280
nru,1974,38
nru,1976,38
nru,1977,38
nru,1978,38
nru,1979,38
nru,1985,40
nru,2000,38
nru,2001,34
nru,2002,25
nru,2003,34
nru,2004,38
nru,2005,39
nru,2006,24
nru,2007,33
nru,2014,45
nru,2016,40
nru,2019,20
nru,2020,18
nzl,1982,17667
nzl,1994,28358
nzl,1996,27481
nzl,1997,28548
nzl,1998,24845
nzl,1999,28389
nzl,2000,28546
nzl,2001,30341
nzl,2003,35507
nzl,2004,38188
nzl,2005,35766
nzl,2006,35509
nzl,2007,36009
nzl,2008,35504
nzl,2009,37942
nzl,2010,35322
nzl,2011,35381
nzl,2012,34920
nzl,2014,35210.16016
nzl,2015,35276.69141
nzl,2016,35054.375
nzl,2017,35684.41016
nzl,2018,36057
nzl,2019,36445.03906
omn,1971,0
omn,1972,0
omn,1974,48
omn,1975,138
omn,1976,208
omn,1977,323
omn,1978,704
omn,1979,934
omn,1981,1958
omn,1982,2039
omn,1983,2530
omn,1984,3132
omn,1985,3331
omn,1986,3911
omn,1987,4196
omn,1988,4607
omn,1989,5166
omn,1990,5580
omn,1991,6946
omn,1992,7203
omn,1993,8480
omn,1994,9376
omn,1995,10435
omn,1996,11438
omn,1997,11896
omn,1998,12436
omn,1999,12862
omn,2000,13528
omn,2001,14422
omn,2002,15230
omn,2003,16077
omn,2017,29653
omn,2018,41340
omn,2019,41032
omn,2020,40241
pak,1971,73846
pak,1972,76907
pak,1975,96947
pak,1976,106960
pak,1977,110634
pak,1978,121962
pak,1979,118077
pak,1980,120281
pak,1981,123817
pak,1982,128467
pak,1983,141613
pak,1984,154759
pak,1985,155140
pak,1987,170449
pak,1989,172799
pak,1990,188281
pak,2003,237224
pak,2004,246570
pak,2005,294716
pak,2012,444439
pak,2013,483738
pak,2014,527388
pak,2015,571685
pak,2016,590003
pak,2017,646318
pak,2018,654895
pan,1970,3784
pan,1971,4460
pan,1972,5039
pan,1973,5426
pan,1974,5780
pan,1975,5666
pan,1976,5701
pan,1977,5882
pan,1978,5952
pan,1979,6202
pan,1980,8138
pan,1981,8610
pan,1982,8924
pan,1983,9184
pan,1984,9491
pan,1985,9681
pan,1986,9873
pan,1987,10068
pan,1988,9796
pan,1989,9968
pan,1990,9754
pan,1991,9996
pan,1992,10521
pan,1993,10979
pan,1994,11440
pan,1995,11817
pan,1996,12239
pan,1999,14380
pan,2000,14404
pan,2001,15181
pan,2002,15613
pan,2004,16109
pan,2005,16392
pan,2006,16317
pan,2007,16847
pan,2008,17337
pan,2009,18750
pan,2010,18501
pan,2011,19463
pan,2013,20001
pan,2014,22946
pan,2015,23777
pan,2016,23777
pan,2017,23777
per,1970,31587
per,1971,32855
per,1972,34244
per,1973,34017
per,1974,34769
per,1975,34136
per,1976,34555
per,1977,35183
per,1978,37383
per,1981,49569
per,1982,50075
per,1983,62023
per,1984,63691
per,1985,68541
per,1986,67318
per,1987,72648
per,1988,77129
per,1989,82605
per,1990,86247
per,1991,86918
per,1992,87624
per,1993,85023
per,1994,100698
per,1995,97873
per,1996,102952
per,1997,106614
per,1998,128412
per,1999,105312
per,2000,116624
per,2001,122309
per,2002,134279
per,2003,145032
per,2004,147033
per,2005,147654
per,2006,156648
per,2007,158890
per,2008,160669
per,2009,160902
per,2010,167262
per,2011,160018
per,2012,155868
per,2013,176662
per,2014,188070
per,2015,190307
per,2016,191963
per,2017,190361
per,2018,195767
per,2019,208630.60938
per,2020,208843
phl,1971,51979
phl,1972,59473
phl,1973,64303
phl,1974,69167
phl,1975,70947
phl,1976,72778
phl,1978,80192
phl,1981,85779
phl,1982,85465
phl,1983,90266
phl,1984,91602
phl,1985,103493
phl,1986,99468
phl,1987,101082
phl,1988,102611
phl,1989,111734
phl,1990,118805
phl,1991,121887
phl,1992,129700
phl,1994,134898
phl,1995,131831
phl,1997,154705
phl,1998,149450
phl,1999,150212
phl,2001,148033
phl,2002,151750
phl,2003,163646
phl,2004,168058
phl,2005,167749
phl,2006,169075
phl,2007,181193
phl,2009,194373
phl,2014,267515
phl,2015,279052
phl,2016,314482
phl,2017,377174
phl,2018,421823.84375
phl,2019,450760.84375
plw,1999,169
plw,2000,126
png,1971,1358
png,1972,1681
png,1973,1920
png,1974,1906
png,1975,2034
png,1976,1880
png,1977,1900
png,1978,1954
png,1979,2051
png,1980,2240
png,1981,2289
png,1982,2348
png,1984,2378
png,1986,2549
png,1987,2922
png,1988,3064
png,1989,3057
png,1991,3120
png,1992,3293
png,1998,5962
png,2012,13804
png,2016,14791
pol,2001,300973
pol,2003,275967
pol,2005,296029
pol,2006,289324
pol,2007,287425
pol,2008,279408
pol,2009,276969
pol,2010,273368
pol,2011,305993
pol,2012,301481
pol,2013,291374
pol,2014,279213
pol,2015,273481
pol,2016,267777
pol,2017,264616
pol,2018,228412
pol,2019,258181
pri,1971,10432
pri,1972,10849
pri,1976,9860
pri,1977,9202
pri,2010,26161
pri,2011,22900
pri,2012,19639
pri,2013,20896
pri,2014,15437
pri,2015,14749
pri,2016,13753
pri,2018,11825
prk,2009,123702
prk,2015,122971
prk,2018,123539
prt,1973,19594
prt,1974,21246
prt,1975,27312
prt,1976,29714
prt,1977,30572
prt,1978,21847
prt,1979,26811
prt,1980,28662
prt,1981,32028
prt,1982,34619
prt,1983,36219
prt,1984,36327
prt,1991,64513
prt,1993,71467
prt,2000,84869
prt,2001,83651
prt,2002,89586
prt,2003,87302
prt,2004,85858
prt,2005,93803
prt,2006,93727
prt,2007,92965
prt,2008,95296
prt,2009,97491
prt,2010,98089
prt,2011,96447
prt,2012,89901
prt,2013,81749
prt,2014,77685
prt,2015,78418
prt,2016,79425
prt,2017,80914
prt,2018,82664
prt,2019,82535
pry,1970,5938
pry,1971,6712
pry,1972,6883
pry,1973,6499
pry,1974,7013
pry,1991,12218
pry,1993,20793
pry,1998,21052
pry,1999,38596
pry,2000,38647
pry,2001,38698
pry,2002,43835
pry,2003,43163
pry,2004,44440
pry,2012,34286
pse,1999,17708
pse,2000,16829
pse,2001,18939
pse,2002,21158
pse,2003,22271
pse,2004,22776
pse,2005,24668
pse,2006,24605
pse,2007,27952
pse,2008,29246
pse,2009,30630
pse,2010,31586
pse,2011,34423
pse,2012,34955
pse,2013,35564
pse,2014,35968
pse,2015,36168
pse,2016,37333
pse,2017,37466
pse,2018,44132
pse,2019,47789
pse,2020,48165
pyf,1971,417
pyf,1972,469
pyf,1973,467
pyf,1974,558
pyf,1975,567
pyf,1976,569
pyf,1977,661
pyf,1978,682
pyf,1979,734
pyf,1980,786
pyf,1981,831
pyf,1982,870
pyf,1983,986
pyf,1984,1051
pyf,1985,1166
pyf,1986,1208
pyf,1987,1240
pyf,1988,1296
pyf,1989,1290
pyf,1990,1335
pyf,1991,1497
pyf,1992,1525
pyf,1993,1592
qat,1971,324
qat,1972,384
qat,1973,481
qat,1974,543
qat,1975,630
qat,1976,829
qat,1977,925
qat,1978,1039
qat,1979,1212
qat,1980,1369
qat,1981,1624
qat,1982,1755
qat,1983,2139
qat,1984,2210
qat,1985,2316
qat,1986,2539
qat,1987,2914
qat,1988,2809
qat,1989,3105
qat,1990,3338
qat,1991,3547
qat,1992,3724
qat,1993,3728
qat,1994,3823
qat,1995,3858
qat,1998,3833
qat,1999,4370
qat,2001,4516
qat,2002,4909
qat,2003,5111
qat,2004,5356
qat,2005,4814
qat,2006,6200
qat,2008,6818
qat,2009,6923
qat,2010,6938
qat,2011,7184
qat,2012,7899
qat,2013,8169
qat,2014,8698
qat,2015,8941
qat,2016,9582
qat,2017,9893
qat,2018,9738
qat,2019,9968
qat,2020,10648
rou,1989,127044
rou,1991,157474
rou,1992,154662
rou,1993,165311
rou,1994,167316
rou,1995,168982
rou,1996,172912
rou,1997,175958
rou,1998,173928
rou,1999,177254
rou,2000,173359
rou,2001,171206
rou,2002,176247
rou,2003,164613
rou,2004,157682
rou,2005,161551
rou,2006,156816
rou,2007,153805
rou,2008,151981
rou,2009,150267
rou,2010,146017
rou,2011,137170
rou,2012,134412
rou,2013,130244
rou,2014,131171
rou,2015,129210
rou,2016,125023
rou,2017,124376
rou,2018,123660
rou,2019,122661
rus,2005,1306099
rus,2006,1284226
rus,2007,1250773
rus,2008,1183126
rus,2009,1135634
rwa,1971,1005
rwa,1976,1133
rwa,1977,1285
rwa,2000,5557
rwa,2001,5453
rwa,2002,6329
rwa,2003,7058
rwa,2004,7750
rwa,2005,7610
rwa,2006,7818
rwa,2007,12103
rwa,2009,15329
rwa,2011,20522
rwa,2012,23335
rwa,2013,25532
rwa,2014,27116
rwa,2015,29558
rwa,2016,30805
rwa,2017,30415
sau,1979,23421
sau,2005,234358
sau,2009,264141
sau,2013,315863
sau,2014,311944
sau,2015,323406
sau,2016,301421
sau,2017,272675
sau,2018,269616
sau,2019,232900
sau,2020,246332
sen,1972,2635
sen,1978,3773
sen,1981,4302
sen,1982,4834
sen,1984,4980
sen,1985,5338
sen,1996,6059
sen,2000,9125
sen,2001,10391
sen,2002,10699
sen,2004,13654
sen,2005,15394
sen,2011,31525
sen,2012,38068
sen,2013,39337
sen,2014,43661
sen,2015,55786
sen,2020,51192
sgp,1970,7513
sgp,1971,7906
sgp,1972,7505
sgp,1973,7881
sgp,1974,7894
sgp,1975,7951
sgp,1976,7993
sgp,1977,8025
sgp,1978,8050
sgp,1979,8563
sgp,1995,11159
sgp,1996,11566
sgp,2007,13061
sgp,2008,13471
sgp,2009,14363
sgp,2016,15384
sgp,2017,14929
sgp,2018,14745
sgp,2019,14516
slb,1970,98
slb,1971,100
slb,1972,155
slb,1973,169
slb,1975,131
slb,1976,195
slb,1977,195
slb,1978,213
slb,1979,238
slb,1980,257
slb,1981,306
slb,1982,313
slb,1983,325
slb,1991,364
slb,1999,1310
slb,2000,1337
slb,2010,1415
slb,2011,1680
slb,2012,1607
slb,2015,2202
sle,1971,1699
sle,1972,1871
sle,1973,1950
sle,1975,1629
sle,1976,2596
sle,1977,2652
sle,1978,2855
sle,1984,4520
sle,1985,4927
sle,1986,3006
sle,1988,5820
sle,1989,5130
sle,1990,5451
sle,1991,5969
sle,2001,5840
sle,2011,17194
sle,2012,18482
sle,2013,20196
sle,2015,21874
sle,2016,22129
slv,1970,3531
slv,2003,16832
slv,2004,17199
slv,2005,18126
slv,2007,19929
slv,2008,20484
slv,2009,22807
slv,2011,24556
slv,2015,19449.35352
slv,2016,19508.69531
slv,2017,19254
slv,2018,18928
smr,1971,75
smr,1972,79
smr,1973,83
smr,1974,90
smr,1975,93
smr,1976,108
smr,1979,110
smr,1980,112
smr,1981,112
smr,1982,147
smr,1983,170
smr,1984,155
smr,1985,175
smr,1987,179
smr,2008,152
smr,2009,167
smr,2010,161
smr,2018,283
smr,2019,272
smr,2020,284
som,1971,1022
som,1972,1266
som,1973,1494
som,1974,1693
som,1976,1529
som,1977,959
som,1978,879
som,1979,1201
som,1980,1405
som,2007,4504
srb,2007,56889
srb,2008,59125
srb,2009,60202
srb,2010,61541
srb,2011,61702
srb,2012,62374
srb,2013,61917
srb,2014,63360
srb,2015,65494
srb,2016,66286
srb,2017,66600
srb,2018,67217
srb,2019,67097
srb,2020,67758
ssd,2015,5974
stp,1971,107
stp,1984,335
stp,2004,342
stp,2005,373
stp,2011,601
stp,2014,793
stp,2015,1066
stp,2016,936
sur,1971,1367
sur,1972,1468
sur,1973,1676
sur,1974,1753
sur,1975,1706
sur,1976,1793
sur,1977,1917
sur,1978,1785
sur,1979,1867
sur,1980,2326
sur,1982,1995
sur,1983,2119
sur,1985,2330
sur,1986,4021
sur,1987,3306
sur,1988,2842
sur,1989,2537
sur,1990,2489
sur,1991,2482
sur,1992,2496
sur,1993,2487
sur,2001,2731
sur,2002,2791
sur,2005,3296
sur,2006,3319
sur,2007,3373
sur,2009,3549
sur,2010,3622
sur,2011,3692
sur,2012,4076
sur,2013,4086
sur,2014,4203
sur,2015,4569
svk,1993,48340
svk,1994,42679
svk,1995,43339
svk,1998,53676
svk,1999,53744
svk,2000,54904
svk,2001,52159
svk,2002,52626
svk,2003,51817
svk,2004,52192
svk,2005,50526
svk,2006,49896
svk,2007,48162
svk,2008,46989
svk,2009,45956
svk,2010,45689
svk,2011,45438
svk,2012,44935
svk,2013,42882
svk,2014,41839
svk,2015,40712
svk,2016,40403
svk,2017,39894
svk,2018,39593
svk,2019,39933
svn,1993,13749
svn,1994,13605
svn,1995,13919
svn,1996,14941
svn,1997,14573
svn,1998,15961
svn,1999,16780
svn,2000,16888
svn,2001,17100
svn,2002,16949
svn,2003,15845
svn,2004,16456
svn,2005,16173
svn,2006,16405
svn,2007,16179
svn,2008,15790
svn,2009,15501
svn,2010,15251
svn,2011,15047
svn,2012,14915
svn,2013,14657
svn,2014,14369
svn,2015,14036
svn,2016,15351
swe,1973,53600
swe,1974,55826
swe,1975,54656
swe,1976,54200
swe,1993,86650
swe,1994,87545
swe,1995,81385
swe,1997,78732
swe,1998,59760
swe,1999,63124
swe,2000,65075
swe,2001,66536
swe,2002,70209
swe,2003,72132
swe,2004,75243
swe,2005,76125
swe,2006,79085
swe,2007,79016
swe,2008,78978
swe,2009,78187
swe,2010,75305
swe,2011,73492
swe,2012,70957
swe,2013,68188
swe,2014,65512
swe,2015,65570
swe,2016,66363
swe,2017,70099
swe,2018,74439
swe,2019,75227
swz,1972,586
swz,1996,3087
swz,1998,3416
swz,2000,3487
swz,2002,3845
swz,2003,3684
swz,2004,3746
swz,2005,4241
swz,2006,3979
swz,2007,4358
swz,2009,4717
swz,2010,4890
swz,2011,5250
swz,2012,5556
swz,2013,5843
swz,2014,6115
swz,2015,6362
swz,2016,6966
sxm,2012,252
sxm,2014,358
syc,1970,120
syc,1971,127
syc,1972,140
syc,1973,154
syc,1974,173
syc,1975,177
syc,1978,242
syc,1979,288
syc,1993,735
syc,1994,757
syc,1995,711
syc,1996,689
syc,1998,555
syc,1999,588
syc,2000,568
syc,2001,525
syc,2002,593
syc,2003,595
syc,2004,590
syc,2005,589
syc,2006,590
syc,2007,588
syc,2008,547
syc,2009,596
syc,2010,592
syc,2011,603
syc,2012,605
syc,2013,595
syc,2014,550
syc,2015,617
syc,2016,638
syc,2017,635
syc,2018,692
syc,2019,698
syc,2020,712
syr,1971,15045
syr,1972,17397
syr,1973,21064
syr,1974,22092
syr,1975,23289
syr,1976,24895
syr,1977,23743
syr,1978,24449
syr,1979,28300
syr,1980,32606
syr,1982,35357
syr,1983,40119
syr,1984,45035
syr,1985,48599
syr,1986,53250
syr,1987,58431
syr,1988,59966
syr,1989,61241
syr,1990,51002
syr,1991,54115
syr,1992,55029
syr,1993,58659
syr,1994,61510
syr,1995,62080
syr,1996,62917
syr,1997,64661
syr,1999,53612
syr,2000,60582
syr,2001,62592
syr,2002,65218
tca,1971,18
tca,1973,17
tca,1974,30
tca,1975,36
tca,1976,35
tca,1977,38
tca,1978,43
tca,1981,47
tca,1985,51
tca,1994,101
tca,1999,121
tca,2000,130
tca,2003,146
tca,2014,205
tca,2015,210
tca,2018,230
tcd,1989,1376
tcd,1994,2081
tcd,1995,2310
tcd,1996,2693
tcd,1997,2792
tcd,1999,3619
tcd,2000,4260
tcd,2001,4572
tcd,2002,4883
tcd,2003,6613
tcd,2004,6661
tcd,2005,7312
tcd,2006,7962
tcd,2007,9555
tcd,2009,13043
tcd,2010,13253
tcd,2011,14275
tcd,2012,15384
tcd,2013,14683
tcd,2014,13895
tcd,2015,18696
tcd,2016,19721
tcd,2017,22042
tcd,2018,20138
tcd,2019,22927
tgo,1971,880
tgo,1972,997
tgo,1973,1081
tgo,1974,1162
tgo,1975,1335
tgo,1976,1634
tgo,1977,2161
tgo,1978,2377
tgo,1979,2686
tgo,1980,3217
tgo,1982,4319
tgo,1983,4438
tgo,1984,4481
tgo,1986,4351
tgo,1987,4424
tgo,1988,4374
tgo,1989,4423
tgo,1990,4553
tgo,1991,4492
tgo,1994,3513
tgo,1995,4847
tgo,1996,5389
tgo,1999,6595
tgo,2000,8203
tgo,2003,10513
tgo,2004,11029
tgo,2005,13259
tgo,2006,11067
tgo,2007,11518
tgo,2011,20798
tgo,2020,30494
tha,1971,44756
tha,1974,42336
tha,1977,49229
tha,1978,59161
tha,1984,117004
tha,1985,118422
tha,1987,124445
tha,1988,123153
tha,1989,128140
tha,1990,130558
tha,1991,133882
tha,1992,134087
tha,1993,141632
tha,1994,151008
tha,2001,169402
tha,2002,172948
tha,2006,208812
tha,2007,227929
tha,2008,222799
tha,2014,229937
tha,2015,240005
tha,2016,246711
tha,2017,240251
tha,2018,241484
tha,2019,229313
tha,2020,248235
tjk,1999,46657
tjk,2000,48479
tjk,2001,50026
tjk,2002,50337
tjk,2003,54693
tjk,2004,61998
tjk,2005,59922
tjk,2006,60692
tjk,2007,61186
tjk,2008,61585
tjk,2009,59446
tjk,2010,60334
tjk,2011,67698
tkm,2019,76149
tkm,2020,77778
tls,2001,1589
tls,2002,1787
tls,2003,1700
tls,2004,2644
tls,2005,3160
tls,2008,2444
tls,2010,4415
tls,2011,4441
tls,2017,5492.27588
tls,2018,5869.74219
tls,2019,5940.50879
ton,1970,428
ton,1984,853
ton,1985,840
ton,1986,799
ton,1990,832
ton,1991,876
ton,1998,1402
ton,1999,1006
ton,2000,993
ton,2001,1021
ton,2002,1012
ton,2007,982
ton,2008,987
ton,2009,981
ton,2010,993
ton,2011,1021
ton,2013,1116
ton,2014,1116
ton,2015,1086
tto,1972,2241
tto,1981,4377
tun,1971,6883
tun,1972,6932
tun,1973,7152
tun,1974,7983
tun,1975,8575
tun,1976,8769
tun,1977,9776
tun,1978,11874
tun,1979,12262
tun,1980,13081
tun,1981,14328
tun,1982,16186
tun,1983,18521
tun,1984,20493
tun,1985,22781
tun,1986,25245
tun,1987,26445
tun,1988,28036
tun,1989,29762
tun,1990,31587
tun,1991,33058
tun,1992,34808
tun,1993,36535
tun,1994,38891
tun,1995,43487
tun,1999,56466
tun,2000,58132
tun,2001,60708
tun,2002,58278
tun,2004,68834
tun,2005,71882
tun,2006,73891
tun,2007,78461
tun,2008,82981
tun,2009,86727
tun,2010,87585
tun,2011,84562
tun,2017,87483
tun,2018,87280
tun,2020,88259
tur,1971,47452
tur,1972,50692
tur,1973,53750
tur,1974,57199
tur,1978,88764
tur,1979,91107
tur,1980,95827
tur,1981,112178
tur,1982,117644
tur,1983,129268
tur,1984,132217
tur,1986,138640
tur,1987,146799
tur,1988,144543
tur,1989,150004
tur,1990,155661
tur,1991,159401
tur,1992,170611
tur,1993,178802
tur,1994,188545
tur,1995,202603
tur,1997,218829
tur,2012,432297
tur,2013,524654
tur,2014,559445
tur,2015,594443
tur,2017,657390
tur,2018,687819
tur,2019,725432
tuv,2015,209
tuv,2016,134
tuv,2018,126
tuv,2019,84
tuv,2020,66
tza,1970,2449
tza,1971,2516
tza,1972,2659
tza,1973,2596
tza,1974,2967
tza,1975,3218
tza,1976,3557
tza,1977,3714
tza,1978,3985
tza,1979,4038
tza,1980,3837
tza,1981,3843
tza,1982,3989
tza,1983,4453
tza,1984,4886
tza,1985,5267
tza,1986,5917
tza,1987,6678
tza,1988,7649
tza,1989,7863
tza,1990,7944
tza,1991,9904
tza,1992,10251
tza,1993,10735
tza,1994,11956
tza,1995,12198
tza,1996,12751
tza,1997,12496
tza,2014,82810
tza,2016,113409
tza,2017,112223
tza,2018,102982
tza,2019,105802
tza,2020,106006
uga,1970,1816
uga,1971,1791
uga,1972,1753
uga,1974,1894
uga,1976,2594
uga,1980,3833
uga,1982,7022
uga,1983,5617
uga,1984,6561
uga,1987,12000
uga,1988,12300
uga,1989,12919
uga,1991,13476
uga,1993,16166
uga,1995,14447
uga,1996,15783
uga,1997,15995
uga,2004,39661
uga,2005,40177
uga,2006,45542
uga,2007,55861
uga,2008,59881
uga,2009,68215
uga,2010,66091
uga,2011,49322
uga,2012,41467
uga,2013,66666
uga,2014,63957
ukr,1999,400349
ukr,2000,389387
ukr,2015,340062
ukr,2016,330532
ukr,2017,324041
ukr,2018,323949
ukr,2019,312000
ukr,2020,312213
ury,1998,15887
ury,1999,18986
ury,2000,20778
ury,2001,22454
ury,2003,23193
ury,2005,22122
ury,2006,20964
ury,2007,21369
ury,2008,22315
ury,2009,23216
ury,2010,25390
usa,1972,1003000
usa,1993,1320775
usa,1994,1341314
usa,1995,1369314
usa,1996,1394080
usa,1998,1464242
usa,2014,1638605.75
usa,2015,1661375
usa,2017,1694959
usa,2019,1705071
uzb,1981,192100
uzb,1986,226300
uzb,1989,281500
uzb,1990,292600
uzb,1991,302400
uzb,1992,313300
uzb,1993,324300
uzb,1994,337200
uzb,1995,340200
uzb,1999,307460
uzb,2000,310043
uzb,2001,315439
uzb,2002,318366
uzb,2003,329692
uzb,2004,334461
uzb,2005,339315
uzb,2006,348445
uzb,2007,352001
uzb,2008,357560
uzb,2009,367224
uzb,2010,342064
uzb,2011,329168
uzb,2012,337652
uzb,2013,358956
uzb,2014,374549
uzb,2015,370507
uzb,2016,374585
uzb,2017,376861
uzb,2018,373767
uzb,2019,375124
uzb,2020,385953
vct,1975,245
vct,1976,243
vct,1987,409
vct,1988,446
vct,1991,431
vct,2000,406
vct,2001,405
vct,2002,421
vct,2003,437
vct,2004,575
vct,2007,569
vct,2008,598
vct,2009,886
vct,2010,680
vct,2011,650
vct,2012,680
vct,2013,706
vct,2014,670
vct,2015,685
vct,2016,706
vct,2017,704
vct,2018,707
ven,1971,22983
ven,1972,26561
ven,1973,28363
ven,1974,30913
ven,1975,35671
ven,1976,37232
ven,1977,40802
ven,1978,42349
ven,1979,43852
ven,1987,61671
vgb,1973,44
vgb,1975,46
vgb,1976,48
