geo,time,tm_uvi_mrch_xd_wd
cze,2010,178.20751
cze,2011,199.74249
cze,2012,191.51177
cze,2013,195.40709
cze,2014,195.00754
cze,2015,166.61648
cze,2016,163.82318
cze,2017,176.52248
cze,2018,190.83264
cze,2019,184.92436
cze,2020,188.42154
deu,2000,100
deu,2001,99.71337
deu,2002,103.57508
deu,2003,121.65418
deu,2004,136.13733
deu,2005,143.91695
deu,2006,153.91893
deu,2007,172.04424
deu,2008,192.74815
deu,2009,171.38918
deu,2010,173.26551
deu,2011,196.59473
deu,2012,189.04528
deu,2013,192.12901
deu,2014,190.15267
deu,2015,159.87792
deu,2016,156.38752
deu,2017,167.40267
deu,2018,180.97062
deu,2019,175.52052
deu,2020,177.27695
dji,2000,100
dji,2001,96.82117
dji,2002,95.52492
dji,2003,102.07763
dji,2004,113.18604
dji,2005,120.92793
dji,2006,129.51447
dji,2007,144.58965
dji,2008,169.54787
dji,2009,157.15562
dji,2010,170.47487
dji,2011,197.63729
dji,2012,190.29197
dji,2013,185.22691
dji,2014,184.52863
dji,2015,166.98321
dji,2016,164.60198
dji,2017,170.21825
dji,2018,180.56146
dji,2019,177.04544
dji,2020,178.14327
dma,2000,100
dma,2001,98.38862
dma,2002,97.41668
dma,2003,104.13362
dma,2004,113.5815
dma,2005,122.84988
dma,2006,129.86074
dma,2007,141.89953
dma,2008,157.74128
dma,2009,141.59906
dma,2010,151.78914
dma,2011,176.13974
dma,2012,174.82078
dma,2013,173.80996
dma,2014,173.46752
dma,2015,152.8173
dma,2016,147.47092
dma,2017,151.71391
dma,2018,160.18288
dma,2019,158.83177
dma,2020,159.60936
dnk,2000,100
dnk,2001,97.45516
dnk,2002,101.71399
dnk,2003,119.71369
dnk,2004,138.94315
dnk,2005,141.97674
dnk,2006,148.10422
dnk,2007,157.04512
dnk,2008,174.98594
dnk,2009,160.77317
dnk,2010,160.77382
dnk,2011,179.84692
dnk,2012,172.48993
dnk,2013,178.54445
dnk,2014,178.63519
dnk,2015,150.61141
dnk,2016,149.31318
dnk,2017,157.73909
dnk,2018,169.03985
dnk,2019,163.18395
dnk,2020,163.94434
dom,1980,69
dom,1981,74
dom,1982,75
dom,1983,75
dom,1984,81
dom,1985,77
dom,1986,79
dom,1987,76
dom,1988,78
dom,1989,86
dom,1990,101
dom,1991,92
dom,1992,93
dom,1993,104
dom,1994,106
dom,1995,108
dom,1996,109
dom,1997,106
dom,1998,99
dom,1999,97
dom,2000,100
dom,2001,101.62913
dom,2002,111.6295
dom,2003,181.28687
dom,2004,239.87762
dom,2005,216.67193
dom,2006,254.76839
dom,2007,281.96354
dom,2008,327.9958
dom,2009,301.54798
dom,2010,328.44624
dom,2011,387.74865
dom,2012,402.83882
dom,2013,421.12459
dom,2014,432.84589
dom,2015,395.61217
dom,2016,397.99464
dom,2017,431.08428
dom,2018,475.76474
dom,2019,456.8258
dom,2020,442.82726
dza,1980,79
dza,1981,72
dza,1982,70
dza,1983,63
dza,1984,73
dza,1985,72
dza,1986,88
dza,1987,103
dza,1988,108
dza,1989,110
dza,1990,119
dza,1991,101
dza,1992,102
dza,1993,111
dza,1994,108
dza,1995,114
dza,1996,114
dza,1997,106
dza,1998,108
dza,1999,106
dza,2000,100
dza,2001,94.5
dza,2002,91.91259
dza,2003,98.34647
dza,2004,115.16372
dza,2005,121.26739
dza,2006,127.45203
dza,2007,145.67767
dza,2008,160.09976
dza,2009,138.48629
dza,2010,136.96295
dza,2011,155.58991
dza,2012,143.92066
dza,2013,141.96478
dza,2014,138.95992
dza,2015,114.27091
dza,2016,108.68649
dza,2017,116.56703
dza,2018,124.6149
dza,2019,122.27207
dza,2020,122.14633
ecu,1980,77
ecu,1981,88
ecu,1982,78
ecu,1983,71
ecu,1984,80
ecu,1985,80
ecu,1986,83
ecu,1987,86
ecu,1988,79
ecu,1989,80
ecu,1990,84
ecu,1991,90
ecu,1992,86
ecu,1993,91
ecu,1994,98
ecu,1995,108
ecu,1996,106
ecu,1997,105
ecu,1998,100
ecu,1999,97
ecu,2000,100
ecu,2001,97.83171
ecu,2002,94.17272
ecu,2003,96.43957
ecu,2004,103.51115
ecu,2005,111.54367
ecu,2006,116.01577
ecu,2007,123.19823
ecu,2008,134.08895
ecu,2009,123.25983
ecu,2010,131.28003
ecu,2011,142.70051
ecu,2012,143.61217
ecu,2013,143.21794
ecu,2014,143.76001
ecu,2015,137.77258
ecu,2016,136.19564
ecu,2017,136.06792
ecu,2018,141.907
ecu,2019,142.51595
ecu,2020,140.67651
egy,1980,50
egy,1981,55
egy,1982,60
egy,1983,56
egy,1984,53
egy,1985,52
egy,1986,49
egy,1987,58
egy,1988,75
egy,1989,77
egy,1990,82
egy,1991,76
egy,1992,80
egy,1993,81
egy,1994,80
egy,1995,86
egy,1996,90
egy,1997,98
egy,1998,101
egy,1999,96
egy,2000,100
egy,2001,98.33209
egy,2002,98.94501
egy,2003,106.69023
egy,2004,115.92218
egy,2005,125.16403
egy,2006,133.50288
egy,2007,148.11538
egy,2008,170.10282
egy,2009,155.25089
egy,2010,167.69686
egy,2011,193.79637
egy,2012,188.95033
egy,2013,185.67703
egy,2014,183.30377
egy,2015,159.94383
egy,2016,151.72456
egy,2017,160.89786
egy,2018,172.24355
egy,2019,168.67849
egy,2020,167.8491
eri,1992,68
eri,1993,105
eri,1994,108
eri,1995,117
eri,1996,117
eri,1997,110
eri,1998,106
eri,1999,103
eri,2000,100
eri,2001,98.91633
eri,2002,99.26661
eri,2003,105.01075
eri,2004,112.75105
eri,2005,119.02682
eri,2006,130.9724
eri,2007,148.78556
eri,2008,174.91656
eri,2009,164.45726
eri,2010,178.64546
eri,2011,211.73364
eri,2012,205.61153
eri,2013,199.64635
eri,2014,196.29513
eri,2015,175.38099
eri,2016,174.12026
eri,2017,175.3919
eri,2018,182.21014
eri,2019,179.58826
eri,2020,187.24279
esp,2000,100
esp,2001,98.77163
esp,2002,103.68442
esp,2003,124.46907
esp,2004,141.78661
esp,2005,151.38683
esp,2006,161.57066
esp,2007,182.56735
esp,2008,209.07836
esp,2009,180.66648
esp,2010,187.65254
esp,2011,216.97003
esp,2012,210.53436
esp,2013,213.58063
esp,2014,210.80149
esp,2015,170.15581
esp,2016,166.42554
esp,2017,180.93805
esp,2018,198.24268
esp,2019,189.01432
esp,2020,187.33686
est,2000,100
est,2001,98.69065
est,2002,103.62725
est,2003,122.77922
est,2004,137.41692
est,2005,145.27843
est,2006,154.34923
est,2007,175.23312
est,2008,202.75372
est,2009,171.41963
est,2010,177.61006
est,2011,205.32881
est,2012,198.42414
est,2013,201.70424
est,2014,201.01741
est,2015,164.75463
est,2016,160.82832
est,2017,171.57378
est,2018,186.59584
est,2019,177.24801
est,2020,171.74196
eth,1981,96
eth,1982,96
eth,1983,96
eth,1984,96
eth,1985,96
eth,1986,96
eth,1987,96
eth,1988,96
eth,1989,96
eth,1990,96
eth,1991,96
eth,1992,96
eth,1993,96
eth,1994,97
eth,1995,104
eth,1996,108
eth,1997,104
eth,1998,98
eth,1999,96
eth,2000,100
eth,2001,96.91178
eth,2002,97.14215
eth,2003,102.64628
eth,2004,112.46289
eth,2005,123.83708
eth,2006,132.2631
eth,2007,143.33899
eth,2008,167.78999
eth,2009,147.48667
eth,2010,157.06005
eth,2011,183.68892
eth,2012,180.22379
eth,2013,175.77387
eth,2014,173.2183
eth,2015,152.63321
eth,2016,146.51658
eth,2017,151.90365
eth,2018,159.47754
eth,2019,156.90437
eth,2020,159.27842
fin,2000,100
fin,2001,96.03812
fin,2002,99.43072
fin,2003,117.26392
fin,2004,134.85679
fin,2005,144.34971
fin,2006,156.10385
fin,2007,176.73383
fin,2008,196.62506
fin,2009,169.47565
fin,2010,178.09059
fin,2011,207.29304
fin,2012,198.11496
fin,2013,199.19223
fin,2014,195.05481
fin,2015,153.9919
fin,2016,149.14817
fin,2017,163.93863
fin,2018,181.42977
fin,2019,172.81594
fin,2020,166.78619
fji,1980,128.486
fji,1981,138.755
fji,1982,128.482
fji,1983,108.558
fji,1984,107.88
fji,1985,100
fji,1986,94.0373
fji,1987,104.909
fji,1988,99.9141
fji,2000,100
fji,2001,97.44191
fji,2002,96.23774
fji,2003,102.9526
fji,2004,112.77529
fji,2005,130.70435
fji,2006,142.17432
fji,2007,156.01655
fji,2008,183.14273
fji,2009,157.72151
fji,2010,174.26731
fji,2011,204.43968
fji,2012,203.51375
fji,2013,202.83508
fji,2014,200.81056
fji,2015,171.83775
fji,2016,164.31963
fji,2017,173.37122
fji,2018,185.68843
fji,2019,182.92121
fji,2020,182.35111
fra,2000,100
fra,2001,98.4702
fra,2002,104.30479
fra,2003,124.11299
fra,2004,139.50071
fra,2005,147.58474
fra,2006,156.35898
fra,2007,176.39626
fra,2008,201.03663
fra,2009,180.58105
fra,2010,183.85526
fra,2011,210.291
fra,2012,202.92606
fra,2013,209.93685
fra,2014,208.69178
fra,2015,173.67312
fra,2016,172.19071
fra,2017,185.11678
fra,2018,201.00816
fra,2019,194.76846
fra,2020,196.99408
fro,2000,100
fro,2001,97.50966
fro,2002,96.69911
fro,2003,100.82984
fro,2004,110.35563
fro,2005,119.15639
fro,2006,126.66545
fro,2007,136.53428
fro,2008,150.78209
fro,2009,140.66898
fro,2010,150.43253
fro,2011,170.17854
fro,2012,171.57226
fro,2013,166.51181
fro,2014,165.89515
fro,2015,146.32036
fro,2016,138.54769
fro,2017,144.72764
fro,2018,154.68493
fro,2019,151.77642
fro,2020,151.61625
fsm,2000,100
fsm,2001,96.433
fsm,2002,89.58819
fsm,2003,96.45669
fsm,2004,108.00412
fsm,2005,118.94725
fsm,2006,126.68517
fsm,2007,136.97508
fsm,2008,160.98018
fsm,2009,143.9685
fsm,2010,156.14679
fsm,2011,183.46321
fsm,2012,184.38436
fsm,2013,180.69203
fsm,2014,178.52419
fsm,2015,149.33006
fsm,2016,142.68576
fsm,2017,151.59595
fsm,2018,160.44012
fsm,2019,158.12321
fsm,2020,155.51537
gab,1980,81
gab,1981,66
gab,1982,66
gab,1983,60
gab,1984,57
gab,1985,75
gab,1986,76
gab,1987,99
gab,1988,94
gab,1989,95
gab,1990,106
gab,1991,106
gab,1992,110
gab,1993,84
gab,1994,106
gab,1995,114
gab,1996,114
gab,1997,102
gab,1998,102
gab,1999,99
gab,2000,100
gab,2001,97.86391
gab,2002,97.52471
gab,2003,101.84704
gab,2004,109.58978
gab,2005,114.65217
gab,2006,118.6648
gab,2007,129.31278
gab,2008,142.803
gab,2009,137.01448
gab,2010,142.42596
gab,2011,159.77807
gab,2012,159.40901
gab,2013,157.15026
gab,2014,156.53439
gab,2015,144.30645
gab,2016,139.69
gab,2017,143.68222
gab,2018,150.27545
gab,2019,149.63958
gab,2020,152.53545
gbr,2000,100
gbr,2001,93.87496
gbr,2002,94.5436
gbr,2003,102.62481
gbr,2004,115.59267
gbr,2005,119.49358
gbr,2006,125.48051
gbr,2007,137.75565
gbr,2008,147.30511
gbr,2009,126.53568
gbr,2010,129.24611
gbr,2011,145.91489
gbr,2012,148.29506
gbr,2013,135.49369
gbr,2014,138.86782
gbr,2015,121.24696
gbr,2016,117.52208
gbr,2017,115.67746
gbr,2018,121.00763
gbr,2019,122.60765
gbr,2020,131.32113
geo,2000,100
geo,2001,99.83804
geo,2002,96.19854
geo,2003,104.41827
geo,2004,114.29927
geo,2005,128.03956
geo,2006,138.41333
geo,2007,148.70113
geo,2008,169.41389
geo,2009,152.97676
geo,2010,162.94044
geo,2011,184.03786
geo,2012,183.18979
geo,2013,179.57255
geo,2014,176.92151
geo,2015,155.38063
geo,2016,147.12399
geo,2017,155.17431
geo,2018,165.77613
geo,2019,160.51184
geo,2020,159.29691
gha,1980,21
gha,1981,14
gha,1982,12
gha,1983,27
gha,1984,50
gha,1985,60
gha,1986,96
gha,1987,94
gha,1988,89
gha,1989,87
gha,1990,98
gha,1991,99
gha,1992,102
gha,1993,102
gha,1994,104
gha,1995,105
gha,1996,105
gha,1997,100
gha,1998,95
gha,1999,94
gha,2000,100
gha,2001,96.24622
gha,2002,96.39693
gha,2003,103.73798
gha,2004,111.16334
gha,2005,121.87953
gha,2006,131.6204
gha,2007,142.27771
gha,2008,163.75238
gha,2009,152.49508
gha,2010,159.33695
gha,2011,180.72746
gha,2012,179.37067
gha,2013,174.20735
gha,2014,171.14891
gha,2015,153.12449
gha,2016,148.85266
gha,2017,152.60045
gha,2018,159.6767
gha,2019,156.56809
gha,2020,161.2883
gib,2000,100
gib,2001,91.3803
gib,2002,89.07276
gib,2003,99.10318
gib,2004,121.4727
gib,2005,160.71363
gib,2006,185.93373
gib,2007,203.36563
gib,2008,261.46362
gib,2009,179.22315
gib,2010,218.4979
gib,2011,291.28475
gib,2012,299.97011
gib,2013,293.34839
gib,2014,283.29468
gib,2015,188.9321
gib,2016,156.7859
gib,2017,181.29008
gib,2018,212.45776
gib,2019,198.9483
gib,2020,156.20677
gin,1986,114
gin,1987,130
gin,1988,135
gin,1989,136
gin,1990,148
gin,1991,119
gin,1992,147
gin,1993,158
gin,1994,157
gin,1995,154
gin,1996,165
gin,1997,149
gin,1998,145
gin,1999,143
gin,2000,100
gin,2001,97.0977
gin,2002,94.67413
gin,2003,103.71445
gin,2004,115.35411
gin,2005,126.95899
gin,2006,135.43042
gin,2007,146.57108
gin,2008,173.44822
gin,2009,155.8428
gin,2010,169.49824
gin,2011,201.23227
gin,2012,200.59434
gin,2013,195.78015
gin,2014,190.05785
gin,2015,168.86924
gin,2016,162.67744
gin,2017,169.75904
gin,2018,180.83486
gin,2019,177.49832
gin,2020,180.77089
gmb,1980,51
gmb,1981,52
gmb,1982,45
gmb,1983,54
gmb,1984,57
gmb,1985,75
gmb,1986,69
gmb,1987,84
gmb,1988,97
gmb,1989,98
gmb,1990,106
gmb,1991,102
gmb,1992,109
gmb,1993,111
gmb,1994,110
gmb,1995,115
gmb,1996,115
gmb,1997,115
gmb,1998,111
gmb,1999,108
gmb,2000,100
gmb,2001,97.00633
gmb,2002,93.4911
gmb,2003,101.49889
gmb,2004,111.56587
gmb,2005,123.78205
gmb,2006,132.22709
gmb,2007,144.06316
gmb,2008,172.41509
gmb,2009,160.85308
gmb,2010,176.3174
gmb,2011,207.34689
gmb,2012,200.02643
gmb,2013,194.51525
gmb,2014,191.60979
gmb,2015,171.39574
gmb,2016,171.72629
gmb,2017,175.48521
gmb,2018,180.92334
gmb,2019,178.26195
gmb,2020,180.37918
gnb,1980,52
gnb,1981,67
gnb,1982,59
gnb,1983,48
gnb,1984,56
gnb,1985,63
gnb,1986,32
gnb,1987,80
gnb,1988,89
gnb,1989,89
gnb,1990,96
gnb,1991,91
gnb,1992,96
gnb,1993,88
gnb,1994,93
gnb,1995,110
gnb,1996,113
gnb,1997,109
gnb,1998,102
gnb,1999,104
gnb,2000,100
gnb,2001,96.9995
gnb,2002,97.20333
gnb,2003,103.85128
gnb,2004,115.7605
gnb,2005,139.97343
gnb,2006,151.79724
gnb,2007,167.07778
gnb,2008,204.53206
gnb,2009,176.58984
gnb,2010,184.37644
gnb,2011,216.05582
gnb,2012,214.15448
gnb,2013,208.27304
gnb,2014,202.8249
gnb,2015,178.72996
gnb,2016,172.9497
gnb,2017,181.41035
gnb,2018,193.32314
gnb,2019,190.56916
gnb,2020,195.40045
gnq,1985,98
gnq,1986,148
gnq,1987,194
gnq,1988,216
gnq,1989,149
gnq,1990,231
gnq,1991,235
gnq,1992,241
gnq,1993,212
gnq,1994,119
gnq,1995,136
gnq,1996,166
gnq,1997,187
gnq,1998,140
gnq,1999,100
gnq,2000,100
gnq,2001,98.05245
gnq,2002,98.57388
gnq,2003,101.98906
gnq,2004,111.6756
gnq,2005,120.07021
gnq,2006,126.34798
gnq,2007,136.09691
gnq,2008,149.23786
gnq,2009,110.95847
gnq,2010,128.98624
gnq,2011,155.20495
gnq,2012,154.92213
gnq,2013,149.16937
gnq,2014,148.68967
gnq,2015,137.93855
gnq,2016,133.50655
gnq,2017,136.43281
gnq,2018,140.83657
gnq,2019,139.5307
gnq,2020,142.35406
grc,2000,100
grc,2001,98.94008
grc,2002,104.35894
grc,2003,125.31936
grc,2004,141.34369
grc,2005,152.70623
grc,2006,166.94317
grc,2007,186.24146
grc,2008,217.60464
grc,2009,188.23488
grc,2010,196.77277
grc,2011,228.36278
grc,2012,222.88624
grc,2013,223.69376
grc,2014,215.2184
grc,2015,159.31341
grc,2016,149.91626
grc,2017,167.39904
grc,2018,188.44819
grc,2019,178.54705
grc,2020,165.3438
grd,2000,100
grd,2001,98.76308
grd,2002,97.23807
grd,2003,102.69755
grd,2004,110.61589
grd,2005,118.07032
grd,2006,123.2148
grd,2007,133.82326
grd,2008,149.06891
grd,2009,134.88517
grd,2010,146.74913
grd,2011,172.7565
grd,2012,171.43902
grd,2013,171.26937
grd,2014,169.93148
grd,2015,146.67
grd,2016,137.70265
grd,2017,144.21422
grd,2018,153.55768
grd,2019,151.05084
grd,2020,148.98923
grl,2000,100
grl,2001,96.42776
grl,2002,94.63804
grl,2003,99.87736
grl,2004,109.59784
grl,2005,122.58365
grl,2006,130.44231
grl,2007,141.37104
grl,2008,158.56222
grl,2009,144.66652
grl,2010,156.83673
grl,2011,181.33657
grl,2012,181.09315
grl,2013,176.14854
grl,2014,176.11124
grl,2015,153.9128
grl,2016,146.23394
grl,2017,152.68799
grl,2018,162.63328
grl,2019,158.15754
grl,2020,155.08002
gtm,1980,82
gtm,1981,83
gtm,1982,80
gtm,1983,78
gtm,1984,96
gtm,1985,92
gtm,1986,76
gtm,1987,83
gtm,1988,87
gtm,1989,87
gtm,1990,85
gtm,1991,94
gtm,1992,99
gtm,1993,96
gtm,1994,98
gtm,1995,106
gtm,1996,107
gtm,1997,99
gtm,1998,97
gtm,1999,96
gtm,2000,100
gtm,2001,104.88561
gtm,2002,104.36396
gtm,2003,101.32427
gtm,2004,92.95785
gtm,2005,85.28244
gtm,2006,79.70324
gtm,2007,73.79923
gtm,2008,65.3091
gtm,2009,73.38106
gtm,2010,67.32203
gtm,2011,59.57698
gtm,2012,59.57706
gtm,2013,60.79287
gtm,2014,62.41573
gtm,2015,69.10153
gtm,2016,71.0668
gtm,2017,68.71383
gtm,2018,64.03542
gtm,2019,63.33104
gtm,2020,59.53114
gum,2000,100
gum,2001,93.53746
gum,2002,90.41095
gum,2003,96.1734
gum,2004,111.46518
gum,2005,145.16006
gum,2006,164.16987
gum,2007,176.2532
gum,2008,210.73852
gum,2009,165.41765
gum,2010,188.61262
gum,2011,235.36658
gum,2012,239.60643
gum,2013,236.40889
gum,2014,231.33692
gum,2015,181.71538
gum,2016,164.43283
gum,2017,172.56336
gum,2018,195.46983
gum,2019,187.76299
gum,2020,159.04732
guy,2000,100
guy,2001,97.11763
guy,2002,95.31192
guy,2003,103.386
guy,2004,116.323
guy,2005,135.63622
guy,2006,146.76381
guy,2007,161.77665
guy,2008,189.2937
guy,2009,167.42543
guy,2010,182.12805
guy,2011,216.35856
guy,2012,214.39857
guy,2013,209.60711
guy,2014,206.18737
guy,2015,176.04906
guy,2016,166.16123
guy,2017,174.72606
guy,2018,188.39384
guy,2019,183.09042
guy,2020,177.69493
hkg,1980,92
hkg,1981,91
hkg,1982,88
hkg,1983,82
hkg,1984,85
hkg,1985,83
hkg,1986,87
hkg,1987,91
hkg,1988,95
hkg,1989,98
hkg,1990,101
hkg,1991,103
hkg,1992,104
hkg,1993,103
hkg,1994,106
hkg,1995,111
hkg,1996,110
hkg,1997,107
hkg,1998,102
hkg,1999,100
hkg,2000,100
hkg,2001,96.3
hkg,2002,92.5443
hkg,2003,92.35921
hkg,2004,95.03116
hkg,2005,97.78707
hkg,2006,100.03617
hkg,2007,101.89184
hkg,2008,106.57887
hkg,2009,106.8986
hkg,2010,113.91831
hkg,2011,123.95217
hkg,2012,129.24144
hkg,2013,128.87758
hkg,2014,128.41996
hkg,2015,126.72669
hkg,2016,124.88109
hkg,2017,126.70877
hkg,2018,129.14739
hkg,2019,131.21275
hkg,2020,132.69459
hnd,1980,91
hnd,1981,107
hnd,1982,113
hnd,1983,100
hnd,1984,98
hnd,1985,100
hnd,1986,96
hnd,1987,85
hnd,1988,93
hnd,1989,102
hnd,1990,91
hnd,1991,92
hnd,1992,95
hnd,1993,87
hnd,1994,92
hnd,1995,109
hnd,1996,106
hnd,1997,102
hnd,1998,97
hnd,1999,95
hnd,2000,100
hnd,2001,116.86229
hnd,2002,116.86225
hnd,2003,112.91048
hnd,2004,104.54658
hnd,2005,95.91434
hnd,2006,87.99483
hnd,2007,82.23815
hnd,2008,71.51142
hnd,2009,82.19699
hnd,2010,74.72455
hnd,2011,65.31863
hnd,2012,65.31867
hnd,2013,66.92484
hnd,2014,68.29065
hnd,2015,74.72848
hnd,2016,77.19338
hnd,2017,74.22441
hnd,2018,72.02465
hnd,2019,71.97324
hnd,2020,72.62085
hrv,2000,100
hrv,2001,97.34189
hrv,2002,96.65868
hrv,2003,102.5156
hrv,2004,115.50039
hrv,2005,122.86146
hrv,2006,131.27636
hrv,2007,148.56077
hrv,2008,173.00613
hrv,2009,150.80439
hrv,2010,150.56944
hrv,2011,172.21094
hrv,2012,165.52676
hrv,2013,166.92991
hrv,2014,164.04329
hrv,2015,133.56712
hrv,2016,131.8946
hrv,2017,142.33254
hrv,2018,154.98945
hrv,2019,148.3614
hrv,2020,146.96716
hti,1980,65
hti,1981,69
hti,1982,71
hti,1983,76
hti,1984,78
hti,1985,77
hti,1986,73
hti,1987,68
hti,1988,71
hti,1989,75
hti,1990,96
hti,1991,93
hti,1992,84
hti,1993,83
hti,1994,85
hti,1995,91
hti,1996,97
hti,1997,92
hti,1998,97
hti,1999,94
hti,2000,100
hti,2001,102.82139
hti,2002,101.80354
hti,2003,98.36062
hti,2004,91.07489
hti,2005,84.32851
hti,2006,79.55523
hti,2007,75.05214
hti,2008,52.11945
hti,2009,61.31707
hti,2010,59.70501
hti,2011,48.54067
hti,2012,45.57808
hti,2013,45.1268
hti,2014,45.61853
hti,2015,50.54919
hti,2016,51.84556
hti,2017,51.02913
hti,2018,52.76412
hti,2019,52.5003
hti,2020,52.23908
hun,2000,100
hun,2001,98.32162
hun,2002,102.01255
hun,2003,119.7201
hun,2004,132.82053
hun,2005,136.0228
hun,2006,142.11431
hun,2007,156.64025
hun,2008,172.66869
hun,2009,154.59841
hun,2010,154.33498
hun,2011,168.74226
hun,2012,158.90893
hun,2013,161.15589
hun,2014,159.13063
hun,2015,133.61581
hun,2016,131.30897
hun,2017,139.57682
hun,2018,149.90607
hun,2019,143.27599
hun,2020,141.44736
idn,2003,101.82825
idn,2004,114.28157
idn,2005,129.99565
idn,2006,142.01118
idn,2007,153.69886
idn,2008,179.70642
idn,2009,160.46795
idn,2010,174.24906
idn,2011,202.23694
idn,2012,200.58264
idn,2013,196.9882
idn,2014,194.88831
idn,2015,160.98046
idn,2016,154.17757
idn,2017,165.70702
idn,2018,178.1706
idn,2019,171.76514
idn,2020,164.92876
ind,1980,134
ind,1981,139
ind,1982,130
ind,1983,124
ind,1984,102
ind,1985,121
ind,1986,117
ind,1987,99
ind,1988,123
ind,1989,130
ind,1990,141
ind,1991,125
ind,1992,119
ind,1993,99
ind,1994,96
ind,1995,100
ind,1996,104
ind,1997,103
ind,1998,91
ind,1999,96
ind,2000,100
ind,2001,96.4
ind,2002,103.63
ind,2003,107.98246
ind,2004,126.87939
ind,2005,141.5974
ind,2006,158.73069
ind,2007,179.36567
ind,2008,198.91653
ind,2009,153.76248
ind,2010,170.67635
ind,2011,206.34771
ind,2012,205.72867
ind,2013,196.05942
ind,2014,188.48102
ind,2015,143.58819
ind,2016,134.44564
ind,2017,149.58595
ind,2018,166.21867
ind,2019,158.35052
ind,2020,142.37164
irl,2000,100
irl,2001,96.7878
irl,2002,99.73896
irl,2003,114.10755
irl,2004,125.86819
irl,2005,128.01911
irl,2006,132.99956
irl,2007,147.54313
irl,2008,160.65656
irl,2009,143.87366
irl,2010,144.06062
irl,2011,163.55276
irl,2012,158.93562
irl,2013,164.34878
irl,2014,164.40451
irl,2015,139.25769
irl,2016,136.3212
irl,2017,144.0409
irl,2018,155.46898
irl,2019,149.11426
irl,2020,149.87856
irn,2000,100
irn,2001,97.78325
irn,2002,98.98841
irn,2003,105.94366
irn,2004,117.98952
irn,2005,127.53314
irn,2006,135.79174
irn,2007,148.11609
irn,2008,172.09866
irn,2009,163.24608
irn,2010,169.84966
irn,2011,188.67614
irn,2012,185.39033
irn,2013,178.59346
irn,2014,174.51189
irn,2015,159.83705
irn,2016,157.56897
irn,2017,161.09456
irn,2018,167.91778
irn,2019,165.63963
irn,2020,170.95443
irq,2000,100
irq,2001,97.60955
irq,2002,96.98704
irq,2003,102.89794
irq,2004,112.18119
irq,2005,119.56898
irq,2006,126.97638
irq,2007,138.24897
irq,2008,151.5257
irq,2009,144.4589
irq,2010,151.25148
irq,2011,171.84012
irq,2012,168.74438
irq,2013,165.81352
irq,2014,162.49929
irq,2015,149.19335
irq,2016,144.61961
irq,2017,147.80927
irq,2018,155.72201
irq,2019,155.16468
irq,2020,160.68679
isl,2000,100
isl,2001,96.7958
isl,2002,99.61506
isl,2003,115.74586
isl,2004,131.91311
isl,2005,142.86794
isl,2006,152.24014
isl,2007,172.28008
isl,2008,190.10899
isl,2009,155.78738
isl,2010,166.68311
isl,2011,197.11664
isl,2012,191.89158
isl,2013,193.48551
isl,2014,192.4469
isl,2015,161.21384
isl,2016,152.27714
isl,2017,168.06133
isl,2018,191.02981
isl,2019,178.41548
isl,2020,177.02529
isr,2000,100
isr,2001,98.67841
isr,2002,98.51822
isr,2003,104.40529
isr,2004,112.01442
isr,2005,120.18422
isr,2006,127.44627
isr,2007,137.99226
isr,2008,157.13523
isr,2009,133.60032
isr,2010,143.62568
isr,2011,164.45067
isr,2012,159.81845
isr,2013,158.02964
isr,2014,155.33307
isr,2015,133.68042
isr,2016,128.11374
isr,2017,136.0299
isr,2018,144.01282
isr,2019,138.67307
isr,2020,133.40008
ita,2000,100
ita,2001,98.17443
ita,2002,102.2714
ita,2003,121.24039
ita,2004,137.90153
ita,2005,146.78535
ita,2006,160.23228
ita,2007,179.66247
ita,2008,208.44472
ita,2009,183.28143
ita,2010,190.87666
ita,2011,220.42642
ita,2012,210.9421
ita,2013,213.46821
ita,2014,209.13618
ita,2015,173.07931
ita,2016,167.70217
ita,2017,181.88829
ita,2018,199.63625
ita,2019,190.51492
ita,2020,188.49285
jam,2000,100
jam,2001,97.13334
jam,2002,96.31371
jam,2003,103.5306
jam,2004,116.10845
jam,2005,133.55146
jam,2006,145.75107
jam,2007,157.68617
jam,2008,186.95821
jam,2009,160.01013
jam,2010,176.35707
jam,2011,214.0589
jam,2012,215.51222
jam,2013,211.42488
jam,2014,206.52756
jam,2015,174.43232
jam,2016,165.26702
jam,2017,175.82176
jam,2018,192.76881
jam,2019,186.33912
jam,2020,181.36165
jor,1980,108
jor,1981,118
jor,1982,113
jor,1983,100
jor,1984,105
jor,1985,99
jor,1986,84
jor,1987,90
jor,1988,86
jor,1989,82
jor,1990,95
jor,1991,93
jor,1992,88
jor,1993,88
jor,1994,85
jor,1995,96
jor,1996,103
jor,1997,101
jor,1998,100
jor,1999,98
jor,2000,100
jor,2001,102.29936
jor,2002,104.21107
jor,2003,115.22238
jor,2004,133.70223
jor,2005,147.9432
jor,2006,161.864
jor,2007,183.81018
jor,2008,221.30652
jor,2009,194.69998
jor,2010,241.65123
jor,2011,296.19253
jor,2012,300.41848
jor,2013,297.77031
jor,2014,314.29187
jor,2015,283.4938
jor,2016,296.51225
jor,2017,285.55812
jor,2018,287.39308
jor,2019,265.82539
jor,2020,261.47419
jpn,2000,100
jpn,2001,90.94847
jpn,2002,86.80262
jpn,2003,93.08702
jpn,2004,104.00379
