geo,time,px_rex_reer
aut,1986,100.63012
aut,1987,103.37602
aut,1988,103.06525
aut,1989,101.81677
aut,1990,103.62922
aut,1991,101.5886
aut,1992,103.4075
aut,1993,106.12041
aut,1994,106.79483
aut,1995,110.86256
aut,1996,108.31079
aut,1997,103.6518
aut,1998,103.26992
aut,1999,101.47678
aut,2000,98.31979
aut,2001,98.46451
aut,2002,99.27321
aut,2003,102.77562
aut,2004,103.91531
aut,2005,102.869
aut,2006,102.0033
aut,2007,102.57461
aut,2008,102.74363
aut,2009,103.5937
aut,2010,100
aut,2011,100.25585
aut,2012,98.39263
aut,2013,100.49761
aut,2014,101.82673
aut,2015,98.31082
aut,2016,99.77856
aut,2017,100.84185
aut,2018,102.76952
aut,2019,101.66546
aut,2020,103.54283
aut,2021,103.84401
bdi,1979,188.51405
bdi,1980,173.66432
bdi,1981,209.58721
bdi,1982,230.73156
bdi,1983,248.95089
bdi,1984,230.68547
bdi,1985,235.54573
bdi,1986,202.70513
bdi,1987,173.37195
bdi,1988,152.79939
bdi,1989,154.86222
bdi,1990,135.98666
bdi,1991,139.15067
bdi,1992,121.72131
bdi,1993,119.09299
bdi,1994,123.361
bdi,1995,130.27746
bdi,1996,134.32752
bdi,1997,158.93473
bdi,1998,145.0185
bdi,1999,119.32738
bdi,2000,123.66008
bdi,2001,118.64121
bdi,2002,103.34908
bdi,2003,84.40006
bdi,2004,81.30202
bdi,2005,89.01802
bdi,2006,91.67293
bdi,2007,86.63467
bdi,2008,88.88708
bdi,2009,96.74612
bdi,2010,100
bdi,2011,100.8936
bdi,2012,102.6952
bdi,2013,100.63122
bdi,2014,104.40122
bdi,2015,117.85175
bdi,2016,119.36212
bdi,2017,129.67507
bdi,2018,118.30726
bdi,2019,114.67871
bdi,2020,116.05576
bdi,2021,116.72655
bel,1979,118.17407
bel,1980,113.01223
bel,1981,105.01699
bel,1982,95.78923
bel,1983,94.71145
bel,1984,94.12054
bel,1985,95.28641
bel,1986,99.23462
bel,1987,102.36163
bel,1988,100.12636
bel,1989,98.93531
bel,1990,103.17401
bel,1991,101.64758
bel,1992,102.54397
bel,1993,102.46418
bel,1994,104.156
bel,1995,107.97175
bel,1996,105.20689
bel,1997,98.91708
bel,1998,98.73102
bel,1999,97.00736
bel,2000,93.01599
bel,2001,93.62829
bel,2002,95.10936
bel,2003,99.70226
bel,2004,101.30434
bel,2005,101.05005
bel,2006,100.60991
bel,2007,101.41772
bel,2008,104.14825
bel,2009,104.21333
bel,2010,100
bel,2011,100.75276
bel,2012,98.48538
bel,2013,100.15177
bel,2014,99.91307
bel,2015,94.89483
bel,2016,97.71709
bel,2017,99.07878
bel,2018,101.49057
bel,2019,100.09087
bel,2020,101.54254
bel,2021,101.60233
bgr,1993,51.41186
bgr,1994,45.46254
bgr,1995,53.59065
bgr,1996,46.22082
bgr,1997,56.50738
bgr,1998,65.42631
bgr,1999,67.05866
bgr,2000,69.25632
bgr,2001,72.50163
bgr,2002,75.70311
bgr,2003,78.905
bgr,2004,82.74713
bgr,2005,83.04656
bgr,2006,86.6378
bgr,2007,91.65351
bgr,2008,99.66
bgr,2009,103.8758
bgr,2010,100
bgr,2011,101.45157
bgr,2012,100.02079
bgr,2013,100.91851
bgr,2014,100.10767
bgr,2015,96.81676
bgr,2016,96.97478
bgr,2017,98.0347
bgr,2018,101.31123
bgr,2019,101.8126
bgr,2020,104.67329
bgr,2021,105.83888
bhr,1980,174.71892
bhr,1981,193.44609
bhr,1982,216.68774
bhr,1983,224.67521
bhr,1984,229.85558
bhr,1985,223.39718
bhr,1986,182.00409
bhr,1987,157.34047
bhr,1988,145.81818
bhr,1989,148.0302
bhr,1990,135.95963
bhr,1991,131.07455
bhr,1992,124.34731
bhr,1993,130.49288
bhr,1994,125.97894
bhr,1995,120.13189
bhr,1996,119.44286
bhr,1997,127.31848
bhr,1998,130.21474
bhr,1999,126.3744
bhr,2000,129.2207
bhr,2001,133.13584
bhr,2002,136.22665
bhr,2003,125.66941
bhr,2004,114.92604
bhr,2005,109.11877
bhr,2006,111.98575
bhr,2007,105.08719
bhr,2008,97.84023
bhr,2009,102.42984
bhr,2010,100
bhr,2011,93.135
bhr,2012,95.71052
bhr,2013,97.72245
bhr,2014,99.32286
bhr,2015,107.04625
bhr,2016,110.21315
bhr,2017,110.12752
bhr,2018,109.30608
bhr,2019,112.04589
bhr,2020,108.75922
bhr,2021,103.30999
bhs,1980,101.25352
bhs,1981,106.40256
bhs,1982,109.31485
bhs,1983,112.58646
bhs,1984,115.8167
bhs,1985,118.28343
bhs,1986,114.44059
bhs,1987,112.06572
bhs,1988,110.85438
bhs,1989,112.95841
bhs,1990,109.40959
bhs,1991,112.79488
bhs,1992,115.66972
bhs,1993,118.19222
bhs,1994,113.57299
bhs,1995,106.92185
bhs,1996,107.24489
bhs,1997,111.73915
bhs,1998,118.08416
bhs,1999,115.23631
bhs,2000,117.1325
bhs,2001,120.51681
bhs,2002,119.11162
bhs,2003,113.05852
bhs,2004,105.97658
bhs,2005,102.05317
bhs,2006,101.06989
bhs,2007,99.41711
bhs,2008,98.40529
bhs,2009,101.08509
bhs,2010,100
bhs,2011,99.33978
bhs,2012,99.26575
bhs,2013,98.70479
bhs,2014,99.03099
bhs,2015,102.26077
bhs,2016,101.31755
bhs,2017,100.71878
bhs,2018,100.49863
bhs,2019,101.85986
bhs,2020,100.28178
bhs,2021,97.24385
blz,1983,126.28171
blz,1984,131.18201
blz,1985,141.71219
blz,1986,126.91299
blz,1987,117.7056
blz,1988,115.12662
blz,1989,115.848
blz,1990,109.93169
blz,1991,106.49666
blz,1992,103.22194
blz,1993,105.00806
blz,1994,104.64812
blz,1995,102.63109
blz,1996,106.805
blz,1997,108.33167
blz,1998,111.74682
blz,1999,112.47117
blz,2000,114.19827
blz,2001,115.24683
blz,2002,114.68789
blz,2003,111.89665
blz,2004,108.40697
blz,2005,105.92408
blz,2006,106.44366
blz,2007,101.24902
blz,2008,99.83961
blz,2009,102.59902
blz,2010,100
blz,2011,95.36969
blz,2012,96.98461
blz,2013,95.41444
blz,2014,96.35575
blz,2015,102.61501
blz,2016,104.38777
blz,2017,102.63349
blz,2018,99.90368
blz,2019,100.10135
blz,2020,99.54004
blz,2021,93.37672
bol,1980,173.92804
bol,1981,220.87035
bol,1982,238.50601
bol,1983,222.4533
bol,1984,293.45638
bol,1985,503.73076
bol,1986,147.49845
bol,1987,140.0483
bol,1988,133.89814
bol,1989,128.86134
bol,1990,106.32431
bol,1991,110.46233
bol,1992,108.58318
bol,1993,107.4983
bol,1994,102.56987
bol,1995,99.83099
bol,1996,104.46583
bol,1997,106.76982
bol,1998,111.65567
bol,1999,114.97863
bol,2000,113.12482
bol,2001,111.14418
bol,2002,109.51867
bol,2003,98.56774
bol,2004,92.11712
bol,2005,87.0466
bol,2006,85.48373
bol,2007,86.65467
bol,2008,97.21437
bol,2009,105.95208
bol,2010,100
bol,2011,102.2889
bol,2012,106.65963
bol,2013,112.27852
bol,2014,120.08977
bol,2015,137.69159
bol,2016,143.33147
bol,2017,140.11159
bol,2018,143.23422
bol,2019,149.80541
bol,2020,157.57795
bol,2021,150.98632
bra,1980,84.23494
bra,1981,97.93747
bra,1982,106.15921
bra,1983,81.4351
bra,1984,72.62677
bra,1985,70.24578
bra,1986,67.04225
bra,1987,69.58587
bra,1988,69.02884
bra,1989,92.43541
bra,1990,114.56717
bra,1991,96.3167
bra,1992,84.72758
bra,1993,89.09247
bra,1994,92.81422
bra,1995,101.54671
bra,1996,107.12463
bra,1997,109.87789
bra,1998,106.8181
bra,1999,71.01478
bra,2000,76.57374
bra,2001,63.93815
bra,2002,60.93547
bra,2003,57.59319
bra,2004,60.44979
bra,2005,73.46269
bra,2006,81.72861
bra,2007,87.43268
bra,2008,90.37253
bra,2009,89.15977
bra,2010,100
bra,2011,103.18212
bra,2012,92.01137
bra,2013,86.42642
bra,2014,84.59208
bra,2015,69.62537
bra,2016,73.04503
bra,2017,79.25856
bra,2018,70.98235
bra,2019,69.6813
bra,2020,55.31617
bra,2021,53.53334
caf,1980,202.92214
caf,1981,177.28893
caf,1982,174.39404
caf,1983,178.91363
caf,1984,168.61729
caf,1985,179.78583
caf,1986,188.6468
caf,1987,174.25062
caf,1988,160.83656
caf,1989,153.9489
caf,1990,155.62108
caf,1991,144.13243
caf,1992,141.32259
caf,1993,132.6461
caf,1994,83.08527
caf,1995,98.17924
caf,1996,99.99281
caf,1997,96.45632
caf,1998,94.20402
caf,1999,90.12109
caf,2000,87.26926
caf,2001,89.14754
caf,2002,91.09886
caf,2003,97.12901
caf,2004,94.17669
caf,2005,93.32254
caf,2006,96.71702
caf,2007,97.7198
caf,2008,104.38643
caf,2009,106.62861
caf,2010,100
caf,2011,98.41315
caf,2012,97.46506
caf,2013,105.17485
caf,2014,119.91985
caf,2015,112.9593
caf,2016,119.44632
caf,2017,124.32667
caf,2018,127.94098
caf,2019,127.44611
caf,2020,131.72888
caf,2021,134.25938
can,1979,93.88409
can,1980,92.24625
can,1981,96.85845
can,1982,103.38021
can,1983,107.98253
can,1984,105.95142
can,1985,102.19808
can,1986,92.48108
can,1987,92.62194
can,1988,97.87504
can,1989,104.85837
can,1990,103.71123
can,1991,106.64354
can,1992,97.79912
can,1993,91.42815
can,1994,83.52622
can,1995,80.79914
can,1996,81.66781
can,1997,80.88576
can,1998,76.18489
can,1999,75.25866
can,2000,75.62788
can,2001,73.40439
can,2002,72.76232
can,2003,80.95053
can,2004,85.44194
can,2005,90.53818
can,2006,95.53379
can,2007,98.59523
can,2008,95.98582
can,2009,91.57455
can,2010,100
can,2011,101.5635
can,2012,101.07639
can,2013,97.47767
can,2014,91.48444
can,2015,83.13304
can,2016,81.53132
can,2017,82.74509
can,2018,82.29757
can,2019,81.51792
can,2020,80.62951
can,2021,84.57714
che,1979,93.07628
che,1980,85.69801
che,1981,84.98959
che,1982,89.95537
che,1983,91.4234
che,1984,88.54293
che,1985,86.87631
che,1986,92.69103
che,1987,96.23287
che,1988,95.03921
che,1989,89.69373
che,1990,96.03854
che,1991,95.37056
che,1992,93.62402
che,1993,95.66737
che,1994,100.13233
che,1995,106.70461
che,1996,103.52789
che,1997,95.34382
che,1998,96.56857
che,1999,94.73623
che,2000,92.29676
che,2001,94.68335
che,2002,98.07912
che,2003,98.36482
che,2004,97.35765
che,2005,95.47729
che,2006,92.89587
che,2007,89.04246
che,2008,92.52446
che,2009,96.08629
che,2010,100
che,2011,109.47196
che,2012,105.34366
che,2013,103.60276
che,2014,104.24509
che,2015,110.4965
che,2016,108.14076
che,2017,105.99786
che,2018,103.06649
che,2019,104.17874
che,2020,108.11255
che,2021,105.32835
chl,1980,164.32706
chl,1981,194.81782
chl,1982,175.70153
chl,1983,143.91191
chl,1984,142.70056
chl,1985,120.73427
chl,1986,101.66266
chl,1987,93.39738
chl,1988,87.75912
chl,1989,90.12448
chl,1990,86.26043
chl,1991,88.3067
chl,1992,93.29634
chl,1993,95.13252
chl,1994,98.46691
chl,1995,104.41757
chl,1996,106.93646
chl,1997,114.77478
chl,1998,112.73372
chl,1999,107.36888
chl,2000,106.50946
chl,2001,95.94028
chl,2002,91.67043
chl,2003,86.22222
chl,2004,91.03549
chl,2005,96.32314
chl,2006,100.1397
chl,2007,97.51526
chl,2008,98.26305
chl,2009,95.13274
chl,2010,100
chl,2011,100.71046
chl,2012,102.90566
chl,2013,101.34994
chl,2014,91.86673
chl,2015,90.9895
chl,2016,92.62142
chl,2017,95.73497
chl,2018,97.09871
chl,2019,92.51118
chl,2020,84.89409
chl,2021,87.71273
chn,1980,269.75939
chn,1981,242.07563
chn,1982,230.94117
chn,1983,227.01163
chn,1984,202.34085
chn,1985,171.7529
chn,1986,124.07265
chn,1987,107.18148
chn,1988,117.17196
chn,1989,136.31138
chn,1990,100.53852
chn,1991,88.30334
chn,1992,84.54873
chn,1993,89.96292
chn,1994,70.52614
chn,1995,78.59958
chn,1996,86.35095
chn,1997,93.00367
chn,1998,98.01612
chn,1999,92.68778
chn,2000,92.76538
chn,2001,96.76399
chn,2002,94.55187
chn,2003,88.37602
chn,2004,85.84646
chn,2005,84.91716
chn,2006,86.25515
chn,2007,89.32997
chn,2008,97.01046
chn,2009,101.10566
chn,2010,100
chn,2011,102.69644
chn,2012,108.67755
chn,2013,114.61759
chn,2014,118.31467
chn,2015,129.97043
chn,2016,123.67066
chn,2017,120.09405
chn,2018,121.73925
chn,2019,120.8876
chn,2020,123.38201
chn,2021,127.06432
civ,1980,132.19663
civ,1981,113.62198
civ,1982,103.45667
civ,1983,96.70636
civ,1984,96.076
civ,1985,96.36774
civ,1986,115.42791
civ,1987,128.37957
civ,1988,131.36331
civ,1989,124.19434
civ,1990,126.1728
civ,1991,121.36608
civ,1992,126.65334
civ,1993,124.32907
civ,1994,76.94554
civ,1995,88.46673
civ,1996,88.55462
civ,1997,86.63658
civ,1998,92.5097
civ,1999,91.53425
civ,2000,86.56465
civ,2001,89.63781
civ,2002,93.20146
civ,2003,99.6662
civ,2004,100.90792
civ,2005,101.11074
civ,2006,100.88046
civ,2007,102.5768
civ,2008,107.04573
civ,2009,107.34584
civ,2010,100
civ,2011,102.20429
civ,2012,97.33506
civ,2013,100.63815
civ,2014,101.11067
civ,2015,94.44363
civ,2016,95.76637
civ,2017,95.11865
civ,2018,97.27567
civ,2019,93.51042
civ,2020,98.25125
civ,2021,100.12024
cmr,1980,137.36775
cmr,1981,126.23998
cmr,1982,123.45217
cmr,1983,128.3359
cmr,1984,130.59988
cmr,1985,136.49818
cmr,1986,151.13354
cmr,1987,169.10055
cmr,1988,164.37821
cmr,1989,151.68138
cmr,1990,156.22873
cmr,1991,149.06007
cmr,1992,149.93288
cmr,1993,139.47492
cmr,1994,90.2135
cmr,1995,96.95885
cmr,1996,98.03952
cmr,1997,97.05186
cmr,1998,100.44053
cmr,1999,99.38861
cmr,2000,93.69996
cmr,2001,96.85314
cmr,2002,100.33114
cmr,2003,103.56138
cmr,2004,102.94069
cmr,2005,99.88121
cmr,2006,101.5219
cmr,2007,102.12812
cmr,2008,105.03901
cmr,2009,106.48217
cmr,2010,100
cmr,2011,100.2225
cmr,2012,96.45883
cmr,2013,98.92673
cmr,2014,99.72145
cmr,2015,93.54465
cmr,2016,95.64101
cmr,2017,96.53381
cmr,2018,97.92156
cmr,2019,96.84825
cmr,2020,99.85647
cmr,2021,100.00283
cod,1992,251.17163
cod,1993,339.36116
cod,1994,305.12415
cod,1995,237.00104
cod,1996,234.20975
cod,1997,223.39654
cod,1998,238.75672
cod,1999,368.26646
cod,2000,510.91466
cod,2001,245.92446
cod,2002,110.37224
cod,2003,91.04567
cod,2004,86.97403
cod,2005,85.20688
cod,2006,93.8872
cod,2007,91.35128
cod,2008,92.53013
cod,2009,96.23658
cod,2010,100
cod,2011,105.50876
cod,2012,107.23699
cod,2013,107.81878
cod,2014,109.19251
cod,2015,121.51506
cod,2016,118.25235
cod,2017,104.07404
cod,2018,118.2116
cod,2019,125.56713
cod,2020,127.56335
cod,2021,119.36536
col,1980,136.77045
col,1981,147.76552
col,1982,157.41958
col,1983,156.18598
col,1984,145.87268
col,1985,127.39234
col,1986,94.48161
col,1987,84.33353
col,1988,81.82446
col,1989,78.66497
col,1990,69.13487
col,1991,68.79796
col,1992,69.08078
col,1993,74.46922
col,1994,90.27737
col,1995,93.66635
col,1996,99.25469
col,1997,105.52755
col,1998,99.07336
col,1999,89.89279
col,2000,81.40921
col,2001,78.86348
col,2002,78.66605
col,2003,68.94078
col,2004,75.18878
col,2005,84.78321
col,2006,82.98826
col,2007,92.29601
col,2008,95.30815
col,2009,90.4108
col,2010,100
col,2011,100.12968
col,2012,105.34073
col,2013,101.29485
col,2014,95.86853
col,2015,77.62475
col,2016,73.99562
col,2017,76.43496
col,2018,77.22645
col,2019,72.7005
col,2020,67.07887
col,2021,65.04967
cri,1980,141.4473
cri,1981,77.0545
cri,1982,78.99119
cri,1983,95.58915
cri,1984,98.30482
cri,1985,101.05406
cri,1986,93.15962
cri,1987,89.19644
cri,1988,84.10275
cri,1989,88.65319
cri,1990,87.50997
cri,1991,80.95965
cri,1992,85.64324
cri,1993,88.32993
cri,1994,87.64111
cri,1995,89.36435
cri,1996,89.53911
cri,1997,90.66816
cri,1998,92.57402
cri,1999,90.24954
cri,2000,92.13473
cri,2001,95.83992
cri,2002,93.60602
cri,2003,87.55506
cri,2004,84.80853
cri,2005,84.69958
cri,2006,85.2923
cri,2007,86.51919
cri,2008,89.12322
cri,2009,90.27459
cri,2010,100
cri,2011,101.8165
cri,2012,106.19238
cri,2013,110.50539
cri,2014,106.3141
cri,2015,114.5937
cri,2016,113.794
cri,2017,108.53059
cri,2018,105.74122
cri,2019,106.4199
cri,2020,107.29651
cri,2021,97.18576
cyp,1980,111.50384
cyp,1981,107.74062
cyp,1982,105.22435
cyp,1983,102.99607
cyp,1984,102.04305
cyp,1985,102.20849
cyp,1986,98.10939
cyp,1987,93.19478
cyp,1988,92.35003
cyp,1989,90.59625
cyp,1990,88.95093
cyp,1991,88.52242
cyp,1992,91.37824
cyp,1993,91.12561
cyp,1994,93.42016
cyp,1995,94.5333
cyp,1996,93.78242
cyp,1997,92.21834
cyp,1998,95.66856
cyp,1999,93.77304
cyp,2000,91.15316
cyp,2001,92.0619
cyp,2002,94.85164
cyp,2003,101.52187
cyp,2004,103.00136
cyp,2005,102.35829
cyp,2006,101.7127
cyp,2007,100.92858
cyp,2008,103.74669
cyp,2009,104.6625
cyp,2010,100
cyp,2011,100.05883
cyp,2012,97.37557
cyp,2013,96.47549
cyp,2014,94.87118
cyp,2015,88.79811
cyp,2016,88.81309
cyp,2017,88.79734
cyp,2018,90.05799
cyp,2019,87.91176
cyp,2020,87.13554
cyp,2021,85.52738
cze,1990,47.0561
cze,1991,43.0783
cze,1992,45.06831
cze,1993,52.19995
cze,1994,55.21382
cze,1995,56.98564
cze,1996,60.65502
cze,1997,61.58462
cze,1998,67.1525
cze,1999,65.9903
cze,2000,67.03237
cze,2001,71.21582
cze,2002,79.41589
cze,2003,78.02436
cze,2004,78.78939
cze,2005,83.16325
cze,2006,87.61225
cze,2007,90.02425
cze,2008,103.50439
cze,2009,99.32666
cze,2010,100
cze,2011,101.8873
cze,2012,98.43035
cze,2013,96.45404
cze,2014,90.89015
cze,2015,88.67581
cze,2016,90.93515
cze,2017,94.73625
cze,2018,99.14589
cze,2019,99.43357
cze,2020,100.00979
cze,2021,104.58149
deu,1979,121.20255
deu,1980,114.60507
deu,1981,104.79852
deu,1982,106.71043
deu,1983,107.3791
deu,1984,102.64406
deu,1985,99.89548
deu,1986,105.77296
deu,1987,109.23898
deu,1988,107.01975
deu,1989,104.63803
deu,1990,107.7812
deu,1991,105.9092
deu,1992,110.87955
deu,1993,115.20988
deu,1994,115.98938
deu,1995,121.20929
deu,1996,116.81477
deu,1997,110.19205
deu,1998,110.37034
deu,1999,106.89476
deu,2000,99.68414
deu,2001,99.66534
deu,2002,100.72077
deu,2003,106.12895
deu,2004,107.64814
deu,2005,105.21748
deu,2006,104.25475
deu,2007,105.77037
deu,2008,105.88196
deu,2009,106.46334
deu,2010,100
deu,2011,98.89813
deu,2012,95.24044
deu,2013,97.57572
deu,2014,98.23276
deu,2015,92.5288
deu,2016,94.01074
deu,2017,94.79379
deu,2018,97.01697
deu,2019,95.43602
deu,2020,96.71266
deu,2021,97.56919
dma,1979,109.50973
dma,1980,111.91409
dma,1981,120.94674
dma,1982,124.98917
dma,1983,132.99109
dma,1984,143.9081
dma,1985,147.91574
dma,1986,137.21283
dma,1987,130.15883
dma,1988,125.31136
dma,1989,130.69699
dma,1990,125.61643
dma,1991,127.48847
dma,1992,128.56847
dma,1993,131.59589
dma,1994,127.31118
dma,1995,119.99451
dma,1996,119.17817
dma,1997,119.73978
dma,1998,120.34884
dma,1999,119.63659
dma,2000,120.31986
dma,2001,121.93829
dma,2002,120.18999
dma,2003,117.54635
dma,2004,112.81025
dma,2005,107.86099
dma,2006,106.11625
dma,2007,102.68992
dma,2008,100.04723
dma,2009,101.25736
dma,2010,100
dma,2011,95.19761
dma,2012,95.54146
dma,2013,94.5154
dma,2014,94.2052
dma,2015,98.24791
dma,2016,99.37253
dma,2017,98.33012
dma,2018,96.30708
dma,2019,97.99106
dma,2020,95.99641
dma,2021,91.47745
dnk,1979,98.52269
dnk,1980,91.8912
dnk,1981,87.56857
dnk,1982,85.88772
dnk,1983,86.63134
dnk,1984,85.10494
dnk,1985,86.20386
dnk,1986,91.70517
dnk,1987,95.89163
dnk,1988,95.92335
dnk,1989,94.3301
dnk,1990,98.51383
dnk,1991,94.65907
dnk,1992,95.57684
dnk,1993,95.62928
dnk,1994,95.55719
dnk,1995,99.65954
dnk,1996,98.67212
dnk,1997,95.51523
dnk,1998,97.13765
dnk,1999,96.73487
dnk,2000,92.75346
dnk,2001,93.71537
dnk,2002,95.56284
dnk,2003,100.4963
dnk,2004,101.39979
dnk,2005,100.13841
dnk,2006,99.73159
dnk,2007,100.40338
dnk,2008,101.74362
dnk,2009,104.46208
dnk,2010,100
dnk,2011,99.2329
dnk,2012,96.67542
dnk,2013,97.67718
dnk,2014,98.43411
dnk,2015,94.44742
dnk,2016,95.66583
dnk,2017,96.07638
dnk,2018,97.16557
dnk,2019,95.47428
dnk,2020,96.68583
dnk,2021,95.87977
dom,1980,143.67183
dom,1981,146.06039
dom,1982,147.8694
dom,1983,141.25202
dom,1984,98.48963
dom,1985,113.53741
dom,1986,104.00649
dom,1987,85.04259
dom,1988,71.25751
dom,1989,85.90604
dom,1990,84.55691
dom,1991,85.3028
dom,1992,85.96969
dom,1993,89.70689
dom,1994,93.99328
dom,1995,98.83896
dom,1996,102.6088
dom,1997,102.50565
dom,1998,102.64706
dom,1999,98.99959
dom,2000,103.49258
dom,2001,108.25245
dom,2002,105.65357
dom,2003,79.92342
dom,2004,79.96325
dom,2005,106.85492
dom,2006,100.51687
dom,2007,100.67513
dom,2008,99.76518
dom,2009,99.57783
dom,2010,100
dom,2011,96.42359
dom,2012,96.33359
dom,2013,93.553
dom,2014,91.64019
dom,2015,94.20113
dom,2016,93.77493
dom,2017,90.87892
dom,2018,87.84537
dom,2019,86.82821
dom,2020,81.01733
dom,2021,81.18679
dza,1980,314.25781
dza,1981,349.10045
dza,1982,365.18201
dza,1983,383.01746
dza,1984,417.26763
dza,1985,449.51574
dza,1986,415.05765
dza,1987,367.187
dza,1988,303.83198
dza,1989,260.61035
dza,1990,220.57244
dza,1991,131.55427
dza,1992,134.91526
dza,1993,161.83526
dza,1994,139.73848
dza,1995,117.13908
dza,1996,119.64668
dza,1997,129.16798
dza,1998,135.55008
dza,1999,125.31746
dza,2000,119.41645
dza,2001,123.20507
dza,2002,114.23117
dza,2003,103.08367
dza,2004,103.52189
dza,2005,101.74451
dza,2006,101.31813
dza,2007,99.92178
dza,2008,102.2429
dza,2009,100.27505
dza,2010,100
dza,2011,99.12473
dza,2012,103.9151
dza,2013,101.76806
dza,2014,102.88038
dza,2015,96.50839
dza,2016,95.53679
dza,2017,97.83344
dza,2018,93.27488
dza,2019,95.39993
dza,2020,91.0242
dza,2021,86.59037
esp,1980,94.09105
esp,1981,88.76847
esp,1982,88.59422
esp,1983,77.71885
esp,1984,80.05345
esp,1985,81.5605
esp,1986,86.7751
esp,1987,90.31382
esp,1988,94.58324
esp,1989,100.33811
esp,1990,107.2832
esp,1991,107.88745
esp,1992,107.32998
esp,1993,95.5329
esp,1994,91.12242
esp,1995,92.76149
esp,1996,94.64756
esp,1997,90.47939
esp,1998,90.97034
esp,1999,90.3685
esp,2000,88.44645
esp,2001,90.09573
esp,2002,92.16718
esp,2003,96.74937
esp,2004,98.69481
esp,2005,99.12774
esp,2006,100.4608
esp,2007,102.02176
esp,2008,103.91649
esp,2009,103.78485
esp,2010,100
esp,2011,100.39907
esp,2012,97.97438
esp,2013,99.68888
esp,2014,99.14254
esp,2015,93.70373
esp,2016,94.32794
esp,2017,95.49334
esp,2018,97.46988
esp,2019,95.68284
esp,2020,96.11686
esp,2021,96.9126
fin,1979,112.59377
fin,1980,116.60418
fin,1981,119.83871
fin,1982,123.29448
fin,1983,119.63642
fin,1984,123.62496
fin,1985,124.53142
fin,1986,123.72489
fin,1987,126.82801
fin,1988,131.25675
fin,1989,138.37064
fin,1990,142.16287
fin,1991,135.29331
fin,1992,117.38928
fin,1993,99.8749
fin,1994,106.35507
fin,1995,115.82185
fin,1996,110.64737
fin,1997,105.73915
fin,1998,106.31913
fin,1999,105.37034
fin,2000,99.98745
fin,2001,100.63172
fin,2002,102.08039
fin,2003,107.06021
fin,2004,107.01275
fin,2005,103.8324
fin,2006,102.47531
fin,2007,103.95301
fin,2008,105.68517
fin,2009,106.70377
fin,2010,100
fin,2011,99.81107
fin,2012,96.99899
fin,2013,98.95244
fin,2014,100.45617
fin,2015,96.1056
fin,2016,97.22514
fin,2017,96.66959
fin,2018,98.64388
fin,2019,97.02342
fin,2020,98.23387
fin,2021,97.78963
fji,1980,170.03552
fji,1981,174.84947
fji,1982,175.54934
fji,1983,174.70507
fji,1984,177.13291
