geo,time,nv_srv_totl_kn
chn,2002,9719734003700
chn,2003,10646978009700
chn,2004,11724456063500
chn,2005,13173358309700
chn,2006,15035308345300
chn,2007,17451707173400
chn,2008,19279920201800
chn,2009,21128206299700
chn,2010,23171088659900
chn,2011,25369591544500
chn,2012,27402735922400
chn,2013,29676935140900
chn,2014,32152530743300
chn,2015,34974465004400
chn,2016,37806025659500
chn,2017,40932498284100
chn,2018,44200348387900
chn,2019,47374236212400
chn,2020,48362170477800
civ,2008,12004685081000
civ,2009,12677961134300
civ,2010,13592858525100
civ,2011,12627710057300
civ,2012,14941545032800
civ,2013,15650658554100
civ,2014,16922752475800
civ,2015,14821998000000
civ,2016,16646852000000
civ,2017,17355607953300
civ,2018,18363064222100
civ,2019,19495520678100
civ,2020,19638475634900
cmr,1965,2609969906401.45996
cmr,1966,2734854056910.93994
cmr,1967,2089970741028.51001
cmr,1968,1206929753253.41992
cmr,1969,1156726862851.26001
cmr,1970,1388377755414.68994
cmr,1971,1427620385090.04004
cmr,1972,1902468581756.47998
cmr,1973,1892809831791
cmr,1974,2223980857867.64941
cmr,1975,2783993705190.6001
cmr,1976,2523566412070.31982
cmr,1977,3122960731700.83008
cmr,1978,4588104600602.51953
cmr,1979,4302606587024.5
cmr,1980,3769297355231.8999
cmr,1981,4299352754323.08984
cmr,1982,4644379031021.58984
cmr,1983,5181617486008.2998
cmr,1984,5224908030332.04004
cmr,1985,5708493456139.7998
cmr,1986,6116911672885
cmr,1987,5644085108651.17969
cmr,1988,5490229801666.12988
cmr,1989,4940721381628.83008
cmr,1990,4532385983319.94043
cmr,1991,4430223079801.91016
cmr,1992,3940953300953.6001
cmr,1993,3082772869900
cmr,1994,3151380566600
cmr,1995,3333404806100
cmr,1996,3507259232600
cmr,1997,3721806247300
cmr,1998,3877870931100
cmr,1999,4023368896800
cmr,2000,4236258321200
cmr,2001,4504468131800
cmr,2002,4603854997500
cmr,2003,5004028348900
cmr,2004,5484003485400
cmr,2005,5868755163900
cmr,2006,6071973229900
cmr,2007,6535335890200
cmr,2008,6966713951900
cmr,2009,7304275276100
cmr,2010,7645758507400
cmr,2011,8129552681000
cmr,2012,8377957860000
cmr,2013,8825231877700
cmr,2014,9380903156800
cmr,2015,9683886090000
cmr,2016,10112755000000
cmr,2017,10594012000000
cmr,2018,11133723339200
cmr,2019,11484144461800
cmr,2020,11548623298800
cod,1968,2661558235319.66016
cod,1969,2850094476782.35986
cod,1970,2114944031127.17993
cod,1971,1673660888980.3501
cod,1972,1641040377231.96997
cod,1973,1814256608290.12012
cod,1974,1802869853425.57007
cod,1975,1706864157516.42993
cod,1976,1887891472690.91992
cod,1977,2158531656783.78003
cod,1978,2134127419716.77002
cod,1979,2381299096962.83984
cod,1980,2172350891224.55005
cod,1981,2381245807130.39014
cod,1982,2499869657424.08008
cod,1983,2420181653837.49023
cod,1984,2234141434144.74023
cod,1985,2119657863518.61011
cod,1986,2272373975704.47998
cod,1987,2761288845815.8999
cod,1988,2794084801579.52002
cod,1989,2854243984008.66943
cod,1990,3197849962898.74023
cod,1991,3261258044000
cod,1992,3384277113200
cod,1993,2663258319200
cod,1994,2483319430200
cod,1995,2554726703200
cod,1996,2484193965100
cod,1997,2425653110500
cod,1998,2482219707200
cod,1999,2241007181300
cod,2000,1863226779400
cod,2001,1860216637400
cod,2002,1952422783200
cod,2003,2168539433300
cod,2004,2372288713300
cod,2005,2461084000000
cod,2006,2615610000000
cod,2007,2921864461700
cod,2008,3202638236700
cod,2009,3330508190400
cod,2010,3178957228000
cod,2011,3211796108100
cod,2012,3424147723500
cod,2013,3692306426400
cod,2014,3944786846000
cod,2015,4302598080900
cod,2016,4496361594400
cod,2017,4629812225600
cod,2018,4690729909400
cod,2019,4956358130800
cod,2020,4962726960400
cog,1960,219295577680.013
cog,1961,246462006028.40399
cog,1962,264597490295.95599
cog,1963,248712501543.24301
cog,1964,257899105235.478
cog,1965,276464755696.71503
cog,1966,270556745604.31696
cog,1967,250493222197.30896
cog,1968,280890545760.06598
cog,1969,318025289804.53699
cog,1970,325293664269.11499
cog,1971,364461506436.65295
cog,1972,403877086542.65802
cog,1973,433310330475.93298
cog,1974,444288817275.138
cog,1975,445057568908.27802
cog,1976,432904600282.71503
cog,1977,409729322890.83801
cog,1978,449194358044.64899
cog,1979,462108227228.46893
cog,1980,536180354406.65802
cog,1981,731607222324.04382
cog,1982,871356546705.71301
cog,1983,865118295718.82898
cog,1984,930833631891.88306
cog,1985,940400129826.16797
cog,1986,873653013118.82495
cog,1987,850689888887.89099
cog,1988,849467043574.11584
cog,1989,823105882961.45691
cog,1990,807558667758.84705
cog,1991,868013653800
cog,1992,879135674600
cog,1993,846862917600
cog,1994,777719532500
cog,1995,795934199200
cog,1996,821024816800
cog,1997,704557560400
cog,1998,717321418500
cog,1999,650286446300
cog,2000,752764114100
cog,2001,845395173200
cog,2002,907962165700
cog,2003,949559528600
cog,2004,993322233700
cog,2005,1030883000000
cog,2006,1134430000000
cog,2007,1273604032492.45996
cog,2008,1258039367084.42993
cog,2009,1228255556279.25
cog,2010,1285549996998.11011
cog,2011,1426766691197.21997
cog,2012,1688078914873.26001
cog,2013,1777349692501.08008
cog,2014,1896320064623.64966
cog,2015,1846043951085.33008
cog,2016,1792877855109.72998
cog,2017,1621029124637.12012
cog,2018,1552617665034.92993
cog,2019,1524883931197.02002
cog,2020,1391562834100
col,1965,48373511180826.60156
col,1966,51181410943550.39844
col,1967,52649829073561.60156
col,1968,55473675046198.60156
col,1969,59251104371647.69531
col,1970,64303774884158.89844
col,1971,70259000877759.89844
col,1972,74907548870469.70312
col,1973,80417647804492.28125
col,1974,85490820586892
col,1975,87880929649888.78125
col,1976,92470704468918.26562
col,1977,97763023736125.79688
col,1978,105547963415772
col,1979,110966029938296
col,1980,116516222200100
col,1981,121547479230728
col,1982,125149500247131
col,1983,126352755686585
col,1984,128339653441775
col,1985,130840019156172
col,1986,135780610593293
col,1987,142597387528207
col,1988,150606485358634
col,1989,154532442239275
col,1990,160671277449877
col,1991,165803030592800
col,1992,175680104501200
col,1993,186897873257100
col,1994,201926805297400
col,1995,216482732380000
col,1996,231975347047800
col,1997,243909695645600
col,1998,244466765720400
col,1999,235107638665000
col,2000,238473214943900
col,2001,243151924311300
col,2002,248818260533600
col,2003,257497725162500
col,2004,271129954835400
col,2005,283829000000000
col,2006,301745000000000
col,2007,321926000000000
col,2008,332320000000000
col,2009,337511000000000
col,2010,354122000000000
col,2011,376619000000000
col,2012,392940000000000
col,2013,413994000000000
col,2014,436638000000000
col,2015,452362000000000
col,2016,463112000000000
col,2017,475044000000000
col,2018,492446000000000
col,2019,514281000000000
col,2020,488829729092394
com,1980,82078000000
com,1981,85250000000
com,1982,90692000000
com,1983,95064000000
com,1984,98972000000
com,1985,101229000000
com,1986,103119000000
com,1987,104808000000
com,1988,107625000000
com,1989,104202000000
com,1990,109507000000
com,1991,103598000000
com,1992,112436000000
com,1993,115816000000
com,1994,109705000000
com,1995,113665000000
com,1996,112197000000
com,1997,116719000000
com,1998,118216000000
com,1999,120491000000
com,2000,133562000000
com,2001,136678000000
com,2002,139855000000
com,2003,142798000000
com,2004,145539000000
com,2005,149668000000
com,2006,153630000000
com,2007,155092000000
com,2008,163467000000
com,2009,163467000000
com,2010,164938000000
com,2011,175494000000
com,2012,185146000000
com,2013,192367000000
com,2014,201793000000
com,2015,208386000000
com,2016,216734000000
com,2017,226514000000
com,2018,230992900000
com,2019,235191241000
com,2020,234027800000
cpv,1980,9162646205.23118
cpv,1981,10252582705.8535
cpv,1982,11204664206.397
cpv,1983,12277276807.0094
cpv,1984,12912085607.3718
cpv,1985,13458995507.6841
cpv,1986,13772933107.8633
cpv,1987,13340550607.6164
cpv,1988,14188773508.1007
cpv,1989,15111357508.6274
cpv,1990,15640612708.9296
cpv,1991,16061957500
cpv,1992,17972037200
cpv,1993,19383755300
cpv,1994,23407725700
cpv,1995,26994996600
cpv,1996,30201224200
cpv,1997,35035966900
cpv,1998,39981062200
cpv,1999,43878000700
cpv,2000,51341600600
cpv,2001,54979309000
cpv,2002,58430948400
cpv,2003,61452901100
cpv,2004,68449779000
cpv,2005,73413157800
cpv,2006,79904150700
cpv,2007,74354528500
cpv,2008,77544284600
cpv,2009,77927184900
cpv,2010,80469644500
cpv,2011,83000473000
cpv,2012,86377448600
cpv,2013,86655402600
cpv,2014,86478726800
cpv,2015,86148557100
cpv,2016,90908014000
cpv,2017,92237232900
cpv,2018,96286539900
cpv,2019,102260327500
cpv,2020,87789001600
cri,1960,1861289946340.1001
cri,1961,1804732014129.88965
cri,1962,1967649371845.26001
cri,1963,2074880595920.12012
cri,1964,2142771909536.62012
cri,1965,2348407397168
cri,1966,2521786337719.93018
cri,1967,2625312417873.52002
cri,1968,2784524631667.58984
cri,1969,2870614740426.89014
cri,1970,3114609365125.68945
cri,1971,3309020446171.97998
cri,1972,3551162498910.12939
cri,1973,3843215019764.43994
cri,1974,4059094140589.9502
cri,1975,4096254554624.02002
cri,1976,4334473513798.45996
cri,1977,4795763931998.55957
cri,1978,5054797082024.94043
cri,1979,5358945808034.01953
cri,1980,5410054999183.51953
cri,1981,5210849026003.7998
cri,1982,4970559545226.28027
cri,1983,5058938125231.08008
cri,1984,5334317498439.59961
cri,1985,5484375827251.66992
cri,1986,5771633455972.5498
cri,1987,6048102577393.20996
cri,1988,6282943317110
cri,1989,6627412726968.37988
cri,1990,6937337118501.83008
cri,1991,7040754223750.36914
cri,1992,7510812313849.58105
cri,1993,7933154476414.59863
cri,1994,8256776938724.28027
cri,1995,8461125051932.87012
cri,1996,8597074485686.79004
cri,1997,8934070940782.55078
cri,1998,9421390505476.58789
cri,1999,9947732405848.50977
cri,2000,10358712190255.90039
cri,2001,10726066360332.90039
cri,2002,11157239352554.5
cri,2003,11595928949771.69922
cri,2004,12123481839633.40039
cri,2005,12647945113415.40039
cri,2006,13495869282245.59961
cri,2007,14556974758446.59961
cri,2008,15577571390329.5
cri,2009,15984797531509.09961
cri,2010,16933003781923.59961
cri,2011,17762941866108.30078
cri,2012,18723371533908.19922
cri,2013,19598644751647.80078
cri,2014,20489700739970.69531
cri,2015,21435057802114.60156
cri,2016,22339581463747.30078
cri,2017,23471479543438.39844
cri,2018,24138491366341.39844
cri,2019,25015671246696.89453
cri,2020,23723520883569.5
cub,1996,15916061700
cub,1997,16210782100
cub,1998,16950950900
cub,1999,17879281600
cub,2000,18762200000
cub,2001,19796100000
cub,2002,20228200000
cub,2003,21275800000
cub,2004,22740300000
cub,2005,25966359000
cub,2006,29230800000
cub,2007,31590800000
cub,2008,32942600000
cub,2009,33795000000
cub,2010,35130000000
cub,2011,36150000000
cub,2012,37162000000
cub,2013,38028000000
cub,2014,38914000000
cub,2015,40162000000
cub,2016,40659000000
cub,2017,41503000000
cub,2018,42399000000
cub,2019,43009000000
cub,2020,38186600000
cym,2006,3322080100
cym,2007,3497764600
cym,2008,3481142800
cym,2009,3213106200
cym,2010,3145880100
cym,2011,3179056600
cym,2012,3237313900
cym,2013,3278312000
cym,2014,3343867400
cym,2015,3430567600
cym,2016,3523152300
cym,2017,3639603500
cym,2018,3761956900
cym,2019,3908700000
cym,2020,3658100000
cyp,1975,1345812682.42566
cyp,1976,1584237236.68832
cyp,1977,1888300626.33552
cyp,1978,2032430703.13789
cyp,1979,2274453270.6757
cyp,1980,2420049602.62864
cyp,1981,2604157579.58058
cyp,1982,2796688551.18275
cyp,1983,2971806414.12767
cyp,1984,3299824292.1317
cyp,1985,3508702210.61729
cyp,1986,3684874700.70506
cyp,1987,3947865191.85139
cyp,1988,4297545333.01542
cyp,1989,4761153024.42323
cyp,1990,5235803654.89963
cyp,1991,5361025900
cyp,1992,5904914700
cyp,1993,6021112200
cyp,1994,6507916600
cyp,1995,7507877000
cyp,1996,7672753000
cyp,1997,8015663000
cyp,1998,8492921000
cyp,1999,8943053000
cyp,2000,9567701000
cyp,2001,9869460000
cyp,2002,10158200000
cyp,2003,10345200000
cyp,2004,10785017000
cyp,2005,11375873000
cyp,2006,12004191000
cyp,2007,12622591000
cyp,2008,13295754000
cyp,2009,13427459000
cyp,2010,13895240000
cyp,2011,14191211000
cyp,2012,13904859000
cyp,2013,13168033000
cyp,2014,13046719000
cyp,2015,13428205000
cyp,2016,14138948000
cyp,2017,14978231000
cyp,2018,15744985000
cyp,2019,16505924000
cyp,2020,15736092000
cze,1993,1485911763000
cze,1994,1505726389000
cze,1995,1550995000000
cze,1996,1606571000000
cze,1997,1619046000000
cze,1998,1629053000000
cze,1999,1667436000000
cze,2000,1737046000000
cze,2001,1795004000000
cze,2002,1817520000000
cze,2003,1893839000000
cze,2004,1949699000000
cze,2005,2039708000000
cze,2006,2122981000000
cze,2007,2270952000000
cze,2008,2312938000000
cze,2009,2230159000000
cze,2010,2273050000000
cze,2011,2272413000000
cze,2012,2294921000000
cze,2013,2331831000000
cze,2014,2388578000000
cze,2015,2500360000000
cze,2016,2567880000000
cze,2017,2688397000000
cze,2018,2812825000000
cze,2019,2914019000000
cze,2020,2800975000000
deu,1991,1228750450000
deu,1992,1272326590000
deu,1993,1289609760000
deu,1994,1317978120000
deu,1995,1359632860000
deu,1996,1399297870000
deu,1997,1429489420000
deu,1998,1475932350000
deu,1999,1508613740000
deu,2000,1551568110000
deu,2001,1602955110000
deu,2002,1620260530000
deu,2003,1608047710000
deu,2004,1621373500000
deu,2005,1641632830000
deu,2006,1698614350000
deu,2007,1754391270000
deu,2008,1786306340000
deu,2009,1728861460000
deu,2010,1741046670000
deu,2011,1801635000000
deu,2012,1815632760000
deu,2013,1832966000000
deu,2014,1855888930000
deu,2015,1880909000000
deu,2016,1909207270000
deu,2017,1956771730000
deu,2018,1981931430000
deu,2019,2019643350000
deu,2020,1942262880000
dji,2013,292283509000
dji,2014,313384548300
dji,2015,335304580200
dji,2016,360111864200
dji,2017,373371132700
dji,2018,384512189300
dji,2019,410747292200
dji,2020,411213607200
dma,1977,240370000
dma,1978,265670000
dma,1979,242170000
dma,1980,289390000
dma,1981,295940000
dma,1982,304940000
dma,1983,313720000
dma,1984,320210000
dma,1985,333260000
dma,1986,347310000
dma,1987,367840000
dma,1988,387630000
dma,1989,404460000
dma,1990,425310000
dma,1991,443040000
dma,1992,451950000
dma,1993,462570000
dma,1994,482660000
dma,1995,502080000
dma,1996,514460000
dma,1997,527100000
dma,1998,550370000
dma,1999,567710000
dma,2000,575030000
dma,2001,584550000
dma,2002,584930000
dma,2003,621100000
dma,2004,625990000
dma,2005,615300000
dma,2006,641630000
dma,2007,677540000
dma,2008,715830000
dma,2009,722860000
dma,2010,736450000
dma,2011,737560000
dma,2012,726710000
dma,2013,721540000
dma,2014,758270000
dma,2015,749310000
dma,2016,751920000
dma,2017,731540000
dma,2018,677940000
dma,2019,741220000
dma,2020,655950000
dnk,1966,445161202900
dnk,1967,461270096800
dnk,1968,479350949200
dnk,1969,512203593400
dnk,1970,513977394000
dnk,1971,530818312000
dnk,1972,546915539000
dnk,1973,581979694000
dnk,1974,580534493000
dnk,1975,573725345000
dnk,1976,610043398000
dnk,1977,622182240000
dnk,1978,641764537000
dnk,1979,673885554000
dnk,1980,662284666000
dnk,1981,675285709000
dnk,1982,698217521000
dnk,1983,704522456000
dnk,1984,728629877000
dnk,1985,749327142000
dnk,1986,768124558000
dnk,1987,776420890000
dnk,1988,791841581000
dnk,1989,797453923000
dnk,1990,829317697000
dnk,1991,844406874000
dnk,1992,860225770000
dnk,1993,882125021000
dnk,1994,911602150000
dnk,1995,929251610000
dnk,1996,962378187000
dnk,1997,983713735000
dnk,1998,1002341983000
dnk,1999,1037448432000
dnk,2000,1089161393000
dnk,2001,1105697306000
dnk,2002,1118546138000
dnk,2003,1129724562000
dnk,2004,1149272292000
dnk,2005,1180291556000
dnk,2006,1225698209000
dnk,2007,1244028613000
dnk,2008,1255494920000
dnk,2009,1226082881000
dnk,2010,1250794046000
dnk,2011,1267936223000
dnk,2012,1263189230000
dnk,2013,1284748476000
dnk,2014,1306030008000
dnk,2015,1340610935000
dnk,2016,1376190441000
dnk,2017,1402358065000
dnk,2018,1430978188000
dnk,2019,1452103070000
dnk,2020,1408138264000
dom,1966,134904811816.416
dom,1967,97400660555.83821
dom,1968,97155481620.69881
dom,1969,103601824278.849
dom,1970,127182144684.67799
dom,1971,139643727522.64499
dom,1972,153160347750.37
dom,1973,168666302783.85199
dom,1974,183866349396.42096
dom,1975,195517587760.638
dom,1976,207236467566.73801
dom,1977,218718602326.24896
dom,1978,228036210945.52896
dom,1979,236373018657.51599
dom,1980,263057567480.06296
dom,1981,274798430754.77399
dom,1982,286765892859.79102
dom,1983,294510837955.30798
dom,1984,299905242945.41803
dom,1985,301849934399.53198
dom,1986,310136011030.10797
dom,1987,333066459828.19
dom,1988,349063660833.34198
dom,1989,364215343814.96497
dom,1990,348607081100.63599
dom,1991,355624880700
dom,1992,386236087300
dom,1993,412766371700
dom,1994,424924773400
dom,1995,447223762700
dom,1996,469416377400
dom,1997,513876454500
dom,1998,530565578800
dom,1999,558757698500
dom,2000,578161152400
dom,2001,605083589800
dom,2002,627983219600
dom,2003,625769124400
dom,2004,645060376000
dom,2005,697917537400
dom,2006,745961051100
dom,2007,801154477900
dom,2008,842344682200
dom,2009,861704061400
dom,2010,929543900800
dom,2011,961066405400
dom,2012,1001472664700
dom,2013,1034245872300
dom,2014,1101104278700
dom,2015,1168807561400
dom,2016,1245165789100
dom,2017,1293240478100
dom,2018,1370579014300
dom,2019,1426741996400
dom,2020,1309609597100
dza,1999,2851367336121.1001
dza,2000,3020354607899.81006
dza,2001,3162190329147.64941
dza,2002,3364033482723.41016
dza,2003,3527162522541.06982
dza,2004,3712167985821.25977
dza,2005,3975304372171.75977
dza,2006,4215982680474.58984
dza,2007,4615430805205.66992
dza,2008,5010568187940.56934
dza,2009,5401512660942.70996
dza,2010,5790825749710.23047
dza,2011,6257709184865.44043
dza,2012,6565614000000
dza,2013,6975250900000
dza,2014,7431822669931.64941
dza,2015,7778001145457.44922
dza,2016,7969211912713.13965
dza,2017,8290827968584.5293
dza,2018,8561314116795.75879
dza,2019,8803741737540
dza,2020,8442872628049.23047
ecu,1960,4223541643.84178
ecu,1961,4409991549.66955
ecu,1962,4536784899.53568
ecu,1963,4689570930.13918
ecu,1964,5073197231.10167
ecu,1965,5211206000
ecu,1966,5244800000
ecu,1967,5363944000
ecu,1968,5546983000
ecu,1969,5808086000
ecu,1970,6224546000
ecu,1971,6363048000
ecu,1972,6587814000
ecu,1973,6994813000
ecu,1974,7963421000
ecu,1975,9078031000
ecu,1976,9782061000
ecu,1977,10118711000
ecu,1978,10740249000
ecu,1979,11423538000
ecu,1980,12273421000
ecu,1981,13603511000
ecu,1982,13899293000
ecu,1983,14159321000
ecu,1984,14300894000
ecu,1985,14740755000
ecu,1986,15063069000
ecu,1987,15621284000
ecu,1988,15955962000
ecu,1989,16135971000
ecu,1990,16511482000
ecu,1991,17003790000
ecu,1992,17278717000
ecu,1993,17704982000
ecu,1994,18043640000
ecu,1995,18735531000
ecu,1996,19249981000
ecu,1997,20079054000
ecu,1998,20838741000
ecu,1999,19099856000
ecu,2000,19960337000
ecu,2001,20437672000
ecu,2002,21120030000
ecu,2003,21744757000
ecu,2004,22799170000
ecu,2005,24116845000
ecu,2006,25243808000
ecu,2007,26162464000
ecu,2008,27905783000
ecu,2009,28702734000
ecu,2010,30005264000
ecu,2011,32043437000
ecu,2012,33940167000
ecu,2013,35776176000
ecu,2014,37204546000
ecu,2015,37692834000
ecu,2016,37391973000
ecu,2017,38126498000
ecu,2018,39161473000
ecu,2019,39193054000
ecu,2020,36307895000
egy,1961,79864841532.9763
egy,1962,84815032241.1853
egy,1963,87951917796.92198
egy,1964,95443382879.39868
egy,1965,104390786405.466
egy,1966,111445469954.866
egy,1967,119876677123.66
egy,1968,124297435670.564
egy,1969,118778105388.951
egy,1970,123648881272.964
egy,1971,131313836036.854
egy,1972,140198121564.48599
egy,1973,147170969152.03601
egy,1974,150262427453.08899
egy,1975,171034686699.914
egy,1976,200565140427.08301
egy,1977,223856749010.69199
egy,1978,245441914464.46799
egy,1979,274424644899.92001
egy,1980,303711140080.99701
egy,1981,317246513185.19202
egy,1982,345934439722.78003
egy,1983,379408885434.32397
egy,1984,400950933842.81799
egy,1985,428506361938.41199
egy,1986,454717622809.83002
egy,1987,473111490088.01801
egy,1988,497271127301.48499
egy,1989,523957314231.52301
egy,1990,548028742288.83502
egy,1991,576349200400
egy,1992,594998789200
egy,1993,607553615500
egy,1994,623879237100
egy,1995,642378525000
egy,1996,674558036500
egy,1997,712296584100
egy,1998,757444096300
egy,1999,750611268500
egy,2000,687791847700
egy,2001,853554473600
egy,2002,948725205600
egy,2003,981210298100
egy,2004,1031604969200
egy,2005,1082128402400
egy,2006,1139673487900
egy,2007,1227088946100
egy,2008,1315877068000
egy,2009,1370398352100
egy,2010,1445518225900
egy,2011,1481479342500
egy,2012,1522302709600
egy,2013,1570948496800
egy,2014,1627728810000
egy,2015,1709289232900
egy,2016,1765070931700
egy,2017,1847458300000
egy,2018,1941626700000
egy,2019,2040849698300
egy,2020,2115296950600
esp,1995,437903000000
esp,1996,447876000000
esp,1997,461450000000
esp,1998,478112000000
esp,1999,498195000000
esp,2000,524647000000
esp,2001,545110000000
esp,2002,562694000000
esp,2003,579764000000
esp,2004,601943000000
esp,2005,628014000000
esp,2006,658584000000
esp,2007,692157000000
esp,2008,708453000000
esp,2009,703611000000
esp,2010,709574000000
esp,2011,715876000000
esp,2012,705663000000
esp,2013,702511000000
esp,2014,710381000000
esp,2015,732538000000
esp,2016,749926000000
esp,2017,774341000000
esp,2018,794732000000
esp,2019,813068000000
esp,2020,719599000000
est,1995,5723955000
est,1996,6069285000
est,1997,6740604000
est,1998,7097931000
est,1999,7305275000
est,2000,7715746000
est,2001,8156780000
est,2002,8626337000
est,2003,9242320000
est,2004,9925127000
est,2005,10807829000
est,2006,11815017000
est,2007,12560216000
est,2008,12158140000
est,2009,10727489000
est,2010,10855998000
est,2011,11346525000
est,2012,11669793000
est,2013,11822882000
est,2014,12109424000
est,2015,12377714000
est,2016,12733271000
est,2017,13609028000
est,2018,14132306000
est,2019,14898050000
est,2020,14590538000
eth,1981,50836619152.1049
eth,1982,54336639169.0026
eth,1983,56187593093.4562
eth,1984,59633028087.8765
eth,1985,62828836967.0139
eth,1986,63401527010.0431
eth,1987,70173674873.66949
eth,1988,73384184004.91029
eth,1989,72966830618.8571
eth,1990,74972048395.41
eth,1991,60382569300
eth,1992,50286416200
eth,1993,61287169200
eth,1994,67189511900
eth,1995,74302156300
eth,1996,79498345200
eth,1997,82993760000
eth,1998,88374784700
eth,1999,95544778400
eth,2000,105944277900
eth,2001,110754594400
eth,2002,116998233500
eth,2003,126905108000
eth,2004,133350754500
eth,2005,149775181300
eth,2006,169013669400
eth,2007,195644513500
eth,2008,227730993400
eth,2009,261166752800
eth,2010,304879275600
eth,2011,344520236800
eth,2012,378658223100
eth,2013,412927735800
eth,2014,466053177000
eth,2015,517809515700
eth,2016,575877193000
eth,2017,619258964000
eth,2018,671801469000
eth,2019,747349439000
eth,2020,786815131000
fin,1975,49479915000
fin,1976,50895367000
fin,1977,51013396000
fin,1978,53065486000
fin,1979,57183995000
fin,1980,59981000000
fin,1981,61451000000
fin,1982,63285000000
fin,1983,65474000000
fin,1984,68328000000
fin,1985,71046000000
fin,1986,73212000000
fin,1987,75995000000
fin,1988,79160000000
fin,1989,82393000000
fin,1990,84021000000
fin,1991,80405000000
fin,1992,77965000000
fin,1993,77951000000
fin,1994,81756000000
fin,1995,86454000000
fin,1996,89284000000
fin,1997,93689000000
fin,1998,98236000000
fin,1999,102673000000
fin,2000,107939000000
fin,2001,111826000000
fin,2002,112699000000
fin,2003,113177000000
fin,2004,117192000000
fin,2005,119549000000
fin,2006,121571000000
fin,2007,127505000000
fin,2008,130854000000
fin,2009,124565000000
fin,2010,126261000000
fin,2011,129759000000
fin,2012,130411000000
fin,2013,128656000000
fin,2014,128282000000
fin,2015,128570000000
fin,2016,131323000000
fin,2017,134827000000
fin,2018,137589000000
fin,2019,139835000000
fin,2020,134723000000
fji,1965,685052668.81176
fji,1966,636032869.04392
fji,1967,773616011.88075
fji,1968,806432868.7058
fji,1969,928870234.32445
fji,1970,1085273297.18546
fji,1971,1272979690.0547
fji,1972,1422964071.0474
fji,1973,1664052525.67776
fji,1974,1801446505.61209
fji,1975,1841156181.34416
fji,1976,1881103316.89001
fji,1977,1893063510.33525
fji,1978,1964913886.13451
fji,1979,2132492876.62455
fji,1980,2103052667.04783
fji,1981,2173066642.23452
fji,1982,2179985733.76689
fji,1983,2249125892.61438
fji,1984,2377885458.07719
fji,1985,2370270197.87233
fji,1986,2432760363.95005
fji,1987,2358333146.69707
fji,1988,2472637178.29869
fji,1989,2352641266.26442
fji,1990,2522786030.16602
fji,1991,2428858800
fji,1992,2561881300
fji,1993,2611418900
fji,1994,2703176000
fji,1995,2839122700
fji,1996,2947493600
fji,1997,2900827400
fji,1998,3028137700
fji,1999,3261038400
fji,2000,3261898700
fji,2001,3325983900
fji,2002,3432434400
fji,2003,3515659200
fji,2004,3639528800
fji,2005,3785118500
fji,2006,3842617600
fji,2007,3890817400
fji,2008,4226285200
fji,2009,4191718800
fji,2010,4313306400
fji,2011,3936374600
fji,2012,4055928500
fji,2013,4239248800
fji,2014,5091707300
fji,2015,5245370700
fji,2016,5249483500
fji,2017,5439863600
fji,2018,5533991400
fji,2019,5543589500
fji,2020,4790773471.09569
fra,1960,296676349900
fra,1961,308974796300
fra,1962,328273831500
fra,1963,346618041100
fra,1964,364502931200
fra,1965,380077502700
fra,1966,398949497300
fra,1967,419317698100
fra,1968,448126281600
fra,1969,479074385400
fra,1970,507637251000
fra,1971,530762818000
fra,1972,555011327000
fra,1973,590164656000
fra,1974,625235763000
fra,1975,619812587000
fra,1976,645273253000
fra,1977,675501545000
fra,1978,702433156000
fra,1979,727222296000
fra,1980,746761157000
fra,1981,761843249000
fra,1982,783947463000
fra,1983,798790325000
fra,1984,817705370000
fra,1985,832293827000
fra,1986,851673109000
fra,1987,872673583000
fra,1988,910830195000
fra,1989,954674899000
fra,1990,979802035000
fra,1991,994654967000
fra,1992,1012216044000
fra,1993,1019108225000
fra,1994,1044561151000
fra,1995,1065228380000
fra,1996,1085489406000
fra,1997,1115126895000
fra,1998,1155631680000
fra,1999,1193833115000
fra,2000,1236697405000
fra,2001,1261107634000
fra,2002,1276316133000
fra,2003,1288805552000
fra,2004,1325606731000
fra,2005,1348316648000
fra,2006,1384664942000
fra,2007,1420668503000
fra,2008,1441318634000
fra,2009,1414168799000
fra,2010,1445434151000
fra,2011,1480542817000
fra,2012,1498003332000
fra,2013,1507900824000
fra,2014,1526489410000
fra,2015,1543491000000
fra,2016,1567130191000
fra,2017,1602478383000
fra,2018,1632150216000
fra,2019,1664328330000
fra,2020,1541257674000
fsm,1995,152932000
fsm,1996,149317100
fsm,1997,143374400
fsm,1998,138499700
fsm,1999,144870300
fsm,2000,149605500
fsm,2001,157350000
fsm,2002,161031300
fsm,2003,159642600
fsm,2004,156829500
fsm,2005,157988000
fsm,2006,161992800
fsm,2007,156718900
fsm,2008,151123400
fsm,2009,148531400
fsm,2010,152038900
fsm,2011,152638300
fsm,2012,150254100
fsm,2013,149276600
fsm,2014,147295700
fsm,2015,151688800
fsm,2016,155869700
fsm,2017,160355500
fsm,2018,161803100
fsm,2019,165765500
fsm,2020,166266000
gab,1980,1395887000000
gab,1981,1395887000000
gab,1982,1395887000000
gab,1983,1395887000000
gab,1984,1395887000000
gab,1985,1395887000000
gab,1986,1395887000000
gab,1987,1395887000000
gab,1988,1395887000000
gab,1989,1395887000000
