geo,time,ny_adj_svng_gn_zs
ago,2000,-7.67353
ago,2001,-23.04383
ago,2002,3.46865
ago,2003,3.63718
ago,2004,-2.97475
ago,2005,0.45581
ago,2006,3.87695
ago,2007,-2.46019
ago,2008,-15.76156
ago,2009,-6.12389
ago,2010,-3.85325
ago,2011,-2.4973
ago,2012,0.30779
ago,2013,-1.12081
ago,2014,1.84009
ago,2015,7.24858
ago,2016,6.49153
ago,2017,0.8198
ago,2018,-5.40599
ago,2019,-6.8542
alb,1990,-5.85752
alb,1991,-38.98826
alb,1992,-43.61977
alb,1993,-6.18381
alb,1994,-10.40008
alb,1995,4.31263
alb,1996,5.49626
alb,1997,-5.98543
alb,1998,7.17544
alb,1999,4.94512
alb,2000,15.56528
alb,2001,19.06323
alb,2002,15.51441
alb,2003,16.42057
alb,2004,19.38361
alb,2005,20.3219
alb,2006,19.41214
alb,2007,12.61303
alb,2008,6.86339
alb,2009,6.26393
alb,2010,8.23816
alb,2011,6.31517
alb,2012,4.61275
alb,2013,3.01692
alb,2014,0.62181
alb,2015,-0.04089
alb,2016,1.01474
alb,2017,0.15298
alb,2018,0.58679
alb,2019,-2.31178
arg,1990,5.57293
arg,1991,5.55068
arg,1992,6.64284
arg,1993,9.08686
arg,1994,8.29636
arg,1995,7.22756
arg,1996,8.50176
arg,1997,7.28232
arg,1998,7.55338
arg,1999,3.93973
arg,2000,4.02418
arg,2001,4.04095
arg,2002,4.50719
arg,2003,7.21307
arg,2004,-0.26595
arg,2005,0.06241
arg,2006,8.87345
arg,2007,11.43685
arg,2008,10.37128
arg,2009,7.78526
arg,2010,6.91639
arg,2011,7.12273
arg,2012,5.34823
arg,2013,4.15255
arg,2014,4.4537
arg,2015,4.7996
arg,2016,4.90448
arg,2017,4.80646
arg,2018,4.53681
arg,2019,5.11501
arm,1995,-17.96545
arm,1996,-14.48383
arm,1997,-13.22654
arm,1998,-15.2159
arm,1999,-13.45289
arm,2000,-18.00807
arm,2001,-11.40446
arm,2002,-6.76189
arm,2003,0.48479
arm,2004,4.90737
arm,2005,10.08046
arm,2006,15.43943
arm,2007,15.92459
arm,2008,16.25263
arm,2009,2.61741
arm,2010,0.25218
arm,2011,-1.59635
arm,2012,1.49263
arm,2013,2.04652
arm,2014,0.59472
arm,2015,4.8556
arm,2016,4.0663
arm,2017,3.48046
arm,2018,1.21153
arm,2019,-4.10304
aus,1990,9.1902
aus,1991,5.99097
aus,1992,3.3858
aus,1993,6.08071
aus,1994,7.97586
aus,1995,6.80056
aus,1996,7.81817
aus,1997,8.30994
aus,1998,7.92399
aus,1999,6.8174
aus,2000,6.23959
aus,2001,6.02548
aus,2002,7.3252
aus,2003,7.33169
aus,2004,7.81578
aus,2005,6.44019
aus,2006,6.61993
aus,2007,5.7983
aus,2008,6.06224
aus,2009,9.29888
aus,2010,7.35368
aus,2011,8.70683
aus,2012,10.33742
aus,2013,9.67601
aus,2014,8.19395
aus,2015,7.24314
aus,2016,5.27937
aus,2017,6.57242
aus,2018,5.95167
aus,2019,6.34811
aut,2005,13.73107
aut,2006,14.58843
aut,2007,16.3048
aut,2008,16.46173
aut,2009,12.31765
aut,2010,13.00998
aut,2011,13.5085
aut,2012,12.70479
aut,2013,12.17723
aut,2014,12.56096
aut,2015,12.3819
aut,2016,13.79848
aut,2017,12.88402
aut,2018,13.36214
aut,2019,14.5332
aze,1998,-23.56991
aze,1999,-26.63009
aze,2000,-32.23319
aze,2001,-20.1075
aze,2002,-9.51407
aze,2003,-3.01029
aze,2004,-1.03952
aze,2005,8.34299
aze,2006,10.88723
aze,2007,15.15876
aze,2008,18.8786
aze,2009,16.90842
aze,2010,18.40613
aze,2011,20.35132
aze,2012,20.0946
aze,2013,21.9088
aze,2014,20.90761
aze,2015,12.48921
aze,2016,5.29528
aze,2017,8.54271
aze,2018,7.33196
aze,2019,5.86975
bdi,1990,-21.94649
bdi,1991,-17.30516
bdi,1992,-24.85853
bdi,1993,-18.2261
bdi,1994,-27.02425
bdi,1995,-33.48802
bdi,1996,-41.82466
bdi,1997,-34.17404
bdi,1998,-41.98803
bdi,1999,-29.51801
bdi,2000,-30.1594
bdi,2001,-34.72037
bdi,2002,-37.35749
bdi,2003,-51.15354
bdi,2004,-41.71424
bdi,2005,-28.1608
bdi,2006,-30.53511
bdi,2007,-38.72868
bdi,2008,-47.02912
bdi,2009,-31.96273
bdi,2010,-30.76481
bdi,2011,-33.53179
bdi,2012,-16.95083
bdi,2013,-23.21405
bdi,2014,-26.02866
bdi,2015,-14.02197
bdi,2016,-20.87382
bdi,2017,-20.57615
bdi,2018,-18.51803
bel,2002,14.0081
bel,2003,13.33029
bel,2004,14.60834
bel,2005,14.53941
bel,2006,14.7359
bel,2007,15.68155
bel,2008,13.80965
bel,2009,11.0369
bel,2010,11.37902
bel,2011,9.61623
bel,2012,10.57609
bel,2013,9.9924
bel,2014,10.61918
bel,2015,11.29727
bel,2016,11.26221
bel,2017,11.60935
bel,2018,11.25736
bel,2019,11.5997
ben,1990,-4.66635
ben,1991,-3.99608
ben,1992,-8.01886
ben,1993,-8.03353
ben,1994,-7.68277
ben,1995,-6.92673
ben,1996,-8.23685
ben,1997,-6.57304
ben,1998,-6.70774
ben,1999,-7.93856
ben,2000,-6.64918
ben,2001,-5.45486
ben,2002,-4.51284
ben,2003,-6.53209
ben,2004,-3.31784
ben,2005,-3.61465
ben,2006,-3.84622
ben,2007,-2.37127
ben,2008,-3.22246
ben,2009,-4.82376
ben,2010,-4.66345
ben,2011,-3.32015
ben,2012,-0.79121
ben,2013,3.65104
ben,2014,6.16619
ben,2015,-0.36278
ben,2016,3.05165
ben,2017,2.68841
ben,2018,6.05681
ben,2019,8.15961
bfa,2005,-3.8604
bfa,2006,-4.28239
bfa,2007,-2.80661
bfa,2008,-4.13138
bfa,2009,-3.18583
bfa,2010,0.4171
bfa,2011,1.26888
bfa,2012,2.44731
bfa,2013,0.00859
bfa,2014,-0.75026
bfa,2015,-3.04621
bfa,2016,-0.96342
bfa,2017,0.04504
bfa,2018,5.10904
bfa,2019,6.71255
bgd,1990,10.79003
bgd,1991,10.57127
bgd,1992,10.04288
bgd,1993,9.38958
bgd,1994,10.97004
bgd,1995,10.7583
bgd,1996,12.01976
bgd,1997,13.45891
bgd,1998,15.25214
bgd,1999,15.9443
bgd,2000,17.05159
bgd,2001,17.53678
bgd,2002,19.67333
bgd,2003,19.72245
bgd,2004,20.98556
bgd,2005,21.77102
bgd,2006,23.35756
bgd,2007,24.53612
bgd,2008,25.40404
bgd,2009,26.70437
bgd,2010,26.76317
bgd,2011,26.14528
bgd,2012,28.3576
bgd,2013,27.8995
bgd,2014,26.19414
bgd,2015,25.27983
bgd,2016,25.97095
bgd,2017,24.39182
bgd,2018,22.29362
bgd,2019,24.36864
bgr,1990,-0.80705
bgr,1991,0.13519
bgr,1992,-3.09594
bgr,1993,-12.28876
bgr,1994,-7.12807
bgr,1995,17.8292
bgr,1996,-1.69016
bgr,1997,10.25544
bgr,1998,12.23645
bgr,1999,1.1757
bgr,2000,-2.74987
bgr,2001,-0.60004
bgr,2002,1.9803
bgr,2003,1.14295
bgr,2004,0.59225
bgr,2005,1.82752
bgr,2006,-0.13222
bgr,2007,-4.958
bgr,2008,3.01154
bgr,2009,6.96807
bgr,2010,6.95708
bgr,2011,8.57377
bgr,2012,8.6887
bgr,2013,11.32842
bgr,2014,9.61227
bgr,2015,8.60887
bgr,2016,10.78354
bgr,2017,12.07237
bgr,2018,10.6219
bgr,2019,12.54145
bhr,1990,18.01192
bhr,1991,0.86997
bhr,1992,-2.33115
bhr,1993,-3.80382
bhr,1994,2.19603
bhr,1995,4.49214
bhr,1996,4.3649
bhr,1997,2.53618
bhr,1998,-5.20885
bhr,1999,-7.6977
bhr,2000,11.95014
bhr,2001,4.77418
bhr,2002,10.33126
bhr,2003,13.52532
bhr,2004,12.82128
bhr,2005,24.99076
bhr,2006,31.23694
bhr,2007,36.63984
bhr,2008,33.29852
bhr,2009,18.92683
bhr,2010,20.85784
bhr,2011,15.99534
bhr,2012,24.80376
bhr,2013,20.69432
bhr,2014,19.21835
bhr,2015,12.36338
bhr,2016,15.72449
bhr,2017,19.55307
bhr,2018,20.00889
bhs,1991,12.66314
bhs,1992,17.19873
bhs,1993,14.60632
bhs,1994,13.23669
bhs,1995,25.67489
bhs,1996,31.18218
bhs,1997,27.10734
bhs,1998,25.87155
bhs,1999,31.40021
bhs,2000,29.78668
bhs,2001,26.05488
bhs,2002,29.44066
bhs,2003,28.18541
bhs,2004,29.36932
bhs,2005,26.92605
bhs,2006,23.28349
bhs,2007,24.75962
bhs,2008,22.87005
bhs,2009,21.72546
bhs,2010,19.72839
bhs,2011,17.21462
bhs,2012,19.0108
bhs,2013,19.26436
bhs,2014,16.10656
bhs,2015,16.13215
bhs,2016,20.86022
bhs,2017,15.80212
bhs,2018,14.72884
bhs,2019,26.48395
blr,1993,7.5326
blr,1994,2.27578
blr,1995,1.5471
blr,1996,0.25441
blr,1997,2.9414
blr,1998,3.63174
blr,1999,1.33232
blr,2000,4.45672
blr,2001,1.74757
blr,2002,1.66887
blr,2003,4.85905
blr,2004,9.39059
blr,2005,11.36764
blr,2006,13.74669
blr,2007,13.18548
blr,2008,15.01344
blr,2009,10.55902
blr,2010,10.8823
blr,2011,14.47321
blr,2012,14.57817
blr,2013,12.28828
blr,2014,11.4741
blr,2015,12.48482
blr,2016,9.843
blr,2017,11.15203
blr,2018,12.36928
blr,2019,10.5915
blz,1990,48.64204
blz,1991,44.38405
blz,1992,14.93012
blz,1993,16.01798
blz,1994,13.19609
blz,1995,14.57878
blz,1996,11.06934
blz,1997,9.95
blz,1998,8.10932
blz,1999,7.02503
blz,2000,2.57106
blz,2001,-6.88513
blz,2002,-8.27057
blz,2003,-10.17167
blz,2004,-8.85947
blz,2005,-5.04003
blz,2006,1.21533
blz,2007,-2.99145
blz,2008,-3.19067
blz,2009,-3.41387
blz,2010,-6.82604
blz,2011,-5.43479
blz,2012,-3.74818
blz,2013,-3.76006
blz,2014,-1.84925
blz,2015,2.11721
blz,2016,-1.6111
blz,2017,-1.10416
blz,2018,-4.85971
blz,2019,-3.80929
bol,1990,-1.0868
bol,1991,0.3869
bol,1992,0.06215
bol,1993,-0.44661
bol,1994,2.39153
bol,1995,3.87171
bol,1996,5.14631
bol,1997,5.72697
bol,1998,6.86758
bol,1999,3.02541
bol,2000,1.27953
bol,2001,3.17244
bol,2002,4.23344
bol,2003,5.86488
bol,2004,5.1229
bol,2005,4.73732
bol,2006,9.01778
bol,2007,12.66065
bol,2008,17.13169
bol,2009,15.06427
bol,2010,15.70325
bol,2011,14.26686
bol,2012,13.19117
bol,2013,11.99793
bol,2014,9.72865
bol,2015,6.12734
bol,2016,6.79653
bol,2017,5.59162
bol,2018,4.58601
bol,2019,3.37272
bra,1990,13.10623
bra,1991,13.69375
bra,1992,15.37442
bra,1993,15.57315
bra,1994,14.85716
bra,1995,9.84926
bra,1996,8.35912
bra,1997,7.78948
bra,1998,7.79365
bra,1999,5.17885
bra,2000,7.70793
bra,2001,7.16903
bra,2002,8.56145
bra,2003,9.70828
bra,2004,11.53044
bra,2005,11.37278
bra,2006,12.19575
bra,2007,13.07849
bra,2008,12.82885
bra,2009,11.77868
bra,2010,12.35365
bra,2011,12.91553
bra,2012,12.29927
bra,2013,12.79638
bra,2014,10.98862
bra,2015,10.30813
bra,2016,9.65317
bra,2017,9.61463
bra,2018,7.55594
bra,2019,7.37946
brb,1990,11.08748
brb,1991,8.80855
brb,1992,11.3332
brb,1993,9.99291
brb,1994,12.24475
brb,1995,4.98331
brb,1996,6.61851
brb,1997,5.56246
brb,1998,6.54413
brb,1999,4.32038
brb,2000,4.16739
brb,2001,2.99369
brb,2002,4.19044
brb,2003,6.67563
brb,2004,2.0672
brb,2005,-1.97902
brb,2006,4.02808
brb,2007,4.57269
brb,2008,-2.97168
brb,2009,2.50521
brb,2010,-2.49409
brb,2011,-8.73283
brb,2012,-3.36117
brb,2013,-4.04968
brb,2014,-2.67947
brb,2015,-0.76799
brb,2016,-1.5542
brn,2001,18.1084
brn,2002,24.50671
brn,2003,24.03699
brn,2004,20.81524
brn,2005,25.47882
brn,2006,27.80189
brn,2007,28.58213
brn,2008,35.95096
brn,2009,25.41769
brn,2010,36.8039
brn,2011,36.07666
brn,2012,37.74269
brn,2013,38.7963
brn,2014,38.29966
brn,2015,35.43777
brn,2016,37.27663
brn,2017,35.25578
brn,2018,29.72569
brn,2019,31.16375
btn,2006,43.06548
btn,2007,17.43791
btn,2008,25.28698
btn,2009,22.87575
btn,2010,25.40255
btn,2011,32.49515
btn,2012,43.20872
btn,2013,18.02751
btn,2014,21.72504
btn,2015,12.69579
btn,2016,23.40366
btn,2017,22.86066
btn,2018,16.65655
btn,2019,13.82323
bwa,1990,32.16687
bwa,1991,33.75695
bwa,1992,29.65125
bwa,1993,31.11713
bwa,1994,19.26061
bwa,1995,17.37031
bwa,1996,27.69393
bwa,1997,28.81309
bwa,1998,31.08179
bwa,1999,33.53235
bwa,2000,33.45359
bwa,2001,38.5104
bwa,2002,27.81515
bwa,2003,22.47598
bwa,2004,20.88378
bwa,2005,30.38824
bwa,2006,30.04639
bwa,2007,29.72767
bwa,2008,24.40267
bwa,2009,18.59817
bwa,2010,21.28958
bwa,2011,29.38961
bwa,2012,25.7216
bwa,2013,22.92747
bwa,2014,27.37497
bwa,2015,22.47894
bwa,2016,20.17234
bwa,2017,20.73773
bwa,2018,18.57064
bwa,2019,16.03536
caf,1990,-0.58802
caf,1991,-2.04507
caf,1992,-1.9931
caf,1993,0.49473
caf,1994,4.97783
can,1990,6.18714
can,1991,4.43371
can,1992,3.14781
can,1993,4.12869
can,1994,6.7314
can,1995,8.30304
can,1996,8.41111
can,1997,9.3594
can,1998,7.34636
can,1999,8.97074
can,2000,11.03018
can,2001,9.12011
can,2002,8.8744
can,2003,9.16766
can,2004,10.68235
can,2005,11.44261
can,2006,11.65757
can,2007,11.49836
can,2008,10.23221
can,2009,4.44352
can,2010,6.7298
can,2011,8.40697
can,2012,8.37934
can,2013,8.90187
can,2014,9.47429
can,2015,5.86182
can,2016,5.0687
can,2017,6.659
can,2018,6.12469
can,2019,6.46281
che,1990,16.60393
che,1991,14.7914
che,1992,12.9486
che,1993,13.96995
che,1994,14.28819
che,1995,15.14569
che,1996,14.83383
che,1997,16.71133
che,1998,16.69399
che,1999,16.26252
che,2000,18.18325
che,2001,14.63683
che,2002,12.9905
che,2003,16.24022
che,2004,16.84799
che,2005,18.35504
che,2006,20.79573
che,2007,17.58805
che,2008,10.88059
che,2009,14.95716
che,2010,19.49967
che,2011,16.7033
che,2012,17.79745
che,2013,16.76577
che,2014,14.77348
che,2015,17.11807
che,2016,15.7392
che,2017,13.10962
che,2018,16.29099
che,2019,17.35805
chl,1990,4.57963
chl,1991,7.29092
chl,1992,7.87886
chl,1993,8.13197
chl,1994,7.90136
chl,1995,10.28541
chl,1996,9.89278
chl,1997,10.06443
chl,1998,10.23708
chl,1999,7.65658
