geo,time,ny_adj_svng_gn_zs
chl,2000,7.04708
chl,2001,8.4666
chl,2002,9.009
chl,2003,7.31401
chl,2004,6.04696
chl,2005,7.10241
chl,2006,4.33692
chl,2007,4.59198
chl,2008,4.98406
chl,2009,8.31505
chl,2010,9.04587
chl,2011,7.42115
chl,2012,8.81815
chl,2013,7.84608
chl,2014,9.08671
chl,2015,10.70335
chl,2016,7.43964
chl,2017,5.1728
chl,2018,3.54949
chl,2019,5.45528
chn,1990,14.07222
chn,1991,17.31813
chn,1992,20.3529
chn,1993,20.39875
chn,1994,21.96835
chn,1995,21.32999
chn,1996,20.82652
chn,1997,22.31907
chn,1998,21.37004
chn,1999,19.4458
chn,2000,18.26679
chn,2001,20.65103
chn,2002,22.53682
chn,2003,25.31762
chn,2004,26.90997
chn,2005,26.72871
chn,2006,28.22905
chn,2007,30.30895
chn,2008,29.732
chn,2009,31.50748
chn,2010,30.26893
chn,2011,25.7363
chn,2012,26.92172
chn,2013,26.04435
chn,2014,26.29276
chn,2015,25.01851
chn,2016,24.90393
chn,2017,26.13571
chn,2018,25.38941
chn,2019,24.53013
civ,2005,3.62525
civ,2006,1.30923
civ,2007,1.91005
civ,2008,5.0128
civ,2009,9.93298
civ,2010,9.92279
civ,2011,5.41247
civ,2012,8.15556
civ,2013,12.55144
civ,2014,17.34643
civ,2015,19.51498
civ,2016,16.72265
civ,2017,13.70032
civ,2018,11.93921
cmr,1990,-0.20763
cmr,1991,3.12139
cmr,1992,-2.99571
cmr,1993,1.0065
cmr,1994,3.93184
cmr,1995,5.10604
cmr,1996,1.92908
cmr,1997,1.84268
cmr,1998,7.03397
cmr,1999,4.47843
cmr,2000,0.93462
cmr,2001,1.26912
cmr,2002,1.62517
cmr,2003,3.30619
cmr,2004,6.81426
cmr,2005,3.64871
cmr,2006,3.9366
cmr,2007,3.6672
cmr,2008,2.32555
cmr,2009,3.39851
cmr,2010,0.57029
cmr,2011,0.29926
cmr,2012,-0.72802
cmr,2013,0.83589
cmr,2014,2.84571
cmr,2015,2.36002
cmr,2016,3.89623
cmr,2017,4.50474
cmr,2018,3.14306
cmr,2019,3.50008
cod,2005,-4.87326
cod,2006,-0.26035
cod,2007,1.7426
cod,2008,-10.42384
cod,2009,-4.82671
cod,2010,6.50009
cod,2011,3.67835
cod,2012,-7.09368
cod,2013,0.60868
cod,2014,-0.00069
cod,2015,0.09661
cod,2016,-1.63194
cod,2017,9.03879
cod,2018,4.00828
cod,2019,12.03092
cog,1990,-21.87962
cog,1991,-23.04631
cog,1992,-7.49039
cog,1993,-32.88726
cog,1994,-20.14134
cog,1995,-75.80266
cog,1996,-84.1408
cog,1997,-54.67081
cog,1998,-39.06725
cog,1999,-42.47994
cog,2000,-34.77515
cog,2001,-39.3469
cog,2002,-31.91494
cog,2003,-13.1012
cog,2004,-46.31719
cog,2005,-27.13089
cog,2006,-30.11407
cog,2007,-19.72351
cog,2008,-13.35264
cog,2009,-4.98317
cog,2010,2.41758
cog,2011,-8.35582
cog,2012,8.89417
cog,2013,18.81976
cog,2014,19.64919
cog,2015,9.9652
cog,2016,-5.89079
col,1990,5.21881
col,1991,9.36404
col,1992,7.42596
col,1993,6.30805
col,1994,7.56007
col,1995,6.338
col,1996,1.7093
col,1997,0.58757
col,1998,-0.13121
col,1999,-2.2912
col,2000,-2.51586
col,2001,-1.06126
col,2002,0.20981
col,2003,1.01217
col,2004,2.1317
col,2005,3.76803
col,2006,3.97645
col,2007,4.73915
col,2008,4.29988
col,2009,5.57982
col,2010,4.31155
col,2011,2.89392
col,2012,2.4127
col,2013,3.0477
col,2014,3.75805
col,2015,4.50853
col,2016,5.22121
col,2017,4.14472
col,2018,3.35654
col,2019,2.924
com,1990,-2.52834
com,1991,-3.06077
com,1992,-1.71157
com,1993,0.06688
com,1994,1.1171
com,1995,-4.00172
com,2003,-7.56389
com,2004,-4.54262
com,2005,-2.32578
com,2006,-0.19461
com,2007,1.26959
com,2008,0.50079
com,2009,2.99802
com,2010,2.73777
com,2011,-0.36554
com,2012,0.45463
com,2014,-2.16739
com,2015,1.21934
com,2016,-3.75378
com,2017,-0.20066
com,2018,2.37091
com,2019,3.69692
cpv,2007,26.28327
cpv,2008,26.64086
cpv,2009,22.50883
cpv,2010,24.04358
cpv,2011,23.65866
cpv,2012,18.30057
cpv,2013,18.57793
cpv,2014,16.10494
cpv,2015,18.05314
cpv,2016,22.79582
cpv,2017,20.05879
cpv,2018,23.82206
cpv,2019,24.31158
cri,1990,17.02659
cri,1991,9.87914
cri,1992,11.41078
cri,1993,9.84219
cri,1994,11.59949
cri,1995,12.16704
cri,1996,10.89914
cri,1997,13.81189
cri,1998,16.13239
cri,1999,14.68678
cri,2000,14.08471
cri,2001,14.91907
cri,2002,11.8373
cri,2003,10.77122
cri,2004,12.0976
cri,2005,11.55498
cri,2006,14.10599
cri,2007,15.31118
cri,2008,13.97855
cri,2009,15.32548
cri,2010,15.57743
cri,2011,13.69656
cri,2012,14.9718
cri,2013,13.95313
cri,2014,13.79011
cri,2015,15.06595
cri,2016,16.14664
cri,2017,16.02461
cri,2018,16.16358
cri,2019,15.38833
cyp,1990,11.2632
cyp,1991,5.41797
cyp,1992,7.1166
cyp,1993,13.39655
cyp,1994,14.5707
cyp,1995,10.94555
cyp,1996,9.27172
cyp,1997,7.2885
cyp,1998,14.63593
cyp,1999,8.32473
cyp,2000,7.43467
cyp,2001,7.57102
cyp,2002,9.49307
cyp,2003,11.33973
cyp,2004,10.59149
cyp,2005,10.63093
cyp,2006,10.9269
cyp,2007,7.11906
cyp,2008,7.89598
cyp,2009,9.6958
cyp,2010,6.39304
cyp,2011,9.35115
cyp,2012,4.91031
cyp,2013,3.26542
cyp,2014,0.91354
cyp,2015,4.87278
cyp,2016,5.67328
cyp,2017,7.58263
cyp,2018,7.9146
cyp,2019,7.94344
cze,1993,6.94587
cze,1994,8.58942
cze,1995,10.88936
cze,1996,10.3557
cze,1997,6.51741
cze,1998,7.86835
cze,1999,6.03729
cze,2000,6.33836
cze,2001,6.98062
cze,2002,6.37116
cze,2003,5.40324
cze,2004,6.90527
cze,2005,8.51441
cze,2006,9.00806
cze,2007,10.66513
cze,2008,9.50075
cze,2009,4.75796
cze,2010,3.72448
cze,2011,3.63911
cze,2012,5.10505
cze,2013,4.8955
cze,2014,6.33271
cze,2015,10.46249
cze,2016,9.6793
cze,2017,9.38382
cze,2018,9.11297
cze,2019,8.44207
deu,1991,10.82299
deu,1992,10.49492
deu,1993,9.0797
deu,1994,9.3728
deu,1995,10.25086
deu,1996,9.48907
deu,1997,9.71733
deu,1998,10.0234
deu,1999,9.31269
deu,2000,8.96243
deu,2001,8.73304
deu,2002,8.7374
deu,2003,7.93781
deu,2004,10.50826
deu,2005,10.21429
deu,2006,12.57564
deu,2007,14.62829
deu,2008,13.15259
deu,2009,9.69766
deu,2010,11.48926
deu,2011,13.57105
deu,2012,12.42388
deu,2013,11.96536
deu,2014,13.20682
deu,2015,13.84122
deu,2016,14.00517
deu,2017,14.11673
deu,2018,14.00438
deu,2019,13.30715
dji,2013,14.43921
dji,2014,20.4118
dji,2015,24.63976
dji,2016,20.37363
dji,2017,15.88858
dji,2018,20.18805
dnk,1990,12.68304
dnk,1991,10.07734
dnk,1992,12.35674
dnk,1993,12.08116
dnk,1994,11.79086
dnk,1995,12.85417
dnk,1996,13.31451
dnk,1997,14.19011
dnk,1998,13.98612
dnk,1999,14.25534
dnk,2000,14.62734
dnk,2001,15.42677
dnk,2002,14.45832
dnk,2003,14.03992
dnk,2004,14.64676
dnk,2005,15.1564
dnk,2006,16.04849
dnk,2007,14.95428
dnk,2008,13.4788
dnk,2009,10.81294
dnk,2010,13.08726
dnk,2011,14.16456
dnk,2012,12.66987
dnk,2013,16.13468
dnk,2014,17.43958
dnk,2015,18.08593
dnk,2016,19.13007
dnk,2017,19.12085
dnk,2018,19.18152
dnk,2019,21.14626
dom,1990,10.18445
dom,1991,7.90793
dom,1992,6.74648
dom,1993,10.66759
dom,1994,13.4583
dom,1995,12.35137
dom,1996,14.86021
dom,1997,18.20095
dom,1998,24.46166
dom,1999,23.14852
dom,2000,21.02419
dom,2001,22.22083
dom,2002,21.69737
dom,2003,19.04382
dom,2004,20.27199
dom,2005,18.36053
dom,2006,18.5101
dom,2007,17.66435
dom,2008,16.82347
dom,2009,14.87599
dom,2010,15.09622
dom,2011,13.70008
dom,2012,14.10536
dom,2013,14.68043
dom,2014,16.00055
dom,2015,18.24109
dom,2016,18.17285
dom,2017,18.20388
dom,2018,19.15902
dom,2019,19.85562
dza,1990,6.84527
dza,1991,17.50692
dza,2005,25.6825
dza,2006,27.30537
dza,2007,30.9044
dza,2008,30.89453
dza,2009,25.89198
dza,2010,28.47264
dza,2011,25.00108
dza,2012,24.58613
dza,2013,23.70809
dza,2014,22.78313
dza,2015,19.02203
dza,2016,22.4498
dza,2017,21.86013
dza,2018,21.48627
dza,2019,20.39941
ecu,1990,5.61528
ecu,1991,9.76032
ecu,1992,11.38747
ecu,1993,1.45053
ecu,1994,3.03517
ecu,1995,-0.29448
ecu,1996,0.63164
ecu,1997,4.07966
ecu,1998,3.2238
ecu,1999,4.07155
ecu,2000,1.95379
ecu,2001,0.78178
ecu,2002,1.26247
ecu,2003,1.53266
ecu,2004,-1.08125
ecu,2005,0.42382
ecu,2006,3.09496
ecu,2007,4.9275
ecu,2008,7.38479
ecu,2009,10.11652
ecu,2010,8.13646
ecu,2011,9.29671
ecu,2012,10.65076
ecu,2013,11.05088
ecu,2014,10.67104
ecu,2015,9.28447
ecu,2016,10.1481
ecu,2017,9.20824
ecu,2018,6.40638
ecu,2019,5.6288
egy,1990,10.68567
egy,1991,17.37227
egy,1992,18.7914
egy,1993,16.68238
egy,1994,10.97453
egy,1995,8.69289
egy,1996,5.26858
egy,1997,6.65358
egy,1998,10.08252
egy,1999,8.15357
egy,2000,5.71882
egy,2001,9.25838
egy,2002,7.72437
egy,2003,6.05935
egy,2004,6.04152
egy,2005,4.79793
egy,2006,5.99542
egy,2007,7.83597
egy,2008,6.63702
egy,2009,4.36286
egy,2010,6.13295
egy,2011,3.27862
egy,2012,1.51472
egy,2013,2.96842
egy,2014,2.1035
egy,2015,2.91081
egy,2016,2.56528
egy,2017,0.0567
egy,2018,2.66889
egy,2019,5.02184
eri,1994,38.53534
eri,1995,2.05246
eri,1996,0.81877
eri,1997,15.95652
eri,1998,-9.76723
eri,1999,2.28681
eri,2000,-1.10532
esp,1990,12.33841
esp,1991,11.98779
esp,1992,10.38099
esp,1993,10.00727
esp,1994,9.64296
esp,1995,12.37273
esp,1996,12.16808
esp,1997,13.2097
esp,1998,13.692
esp,1999,12.93494
esp,2000,12.58734
esp,2001,12.392
esp,2002,13.13157
esp,2003,13.71719
esp,2004,12.69444
esp,2005,11.8285
esp,2006,11.41181
esp,2007,10.80893
esp,2008,9.33166
esp,2009,8.4929
esp,2010,7.43273
esp,2011,6.25469
esp,2012,5.9687
esp,2013,6.84134
esp,2014,7.11971
esp,2015,8.64447
esp,2016,9.68731
esp,2017,10.11309
esp,2018,10.39625
esp,2019,10.76434
est,2000,11.30246
est,2001,11.03558
est,2002,10.86886
est,2003,11.06043
est,2004,11.12114
est,2005,13.76037
est,2006,14.49988
est,2007,14.39953
est,2008,11.67731
est,2009,8.66047
est,2010,8.36897
est,2011,12.52568
est,2012,12.91091
est,2013,12.23645
est,2014,14.14416
est,2015,12.24194
est,2016,12.50321
est,2017,14.73927
est,2018,15.23417
est,2019,15.7332
eth,2011,9.35142
eth,2012,8.55731
eth,2013,5.67179
eth,2014,10.88866
eth,2015,9.48788
eth,2016,12.48909
eth,2017,13.59504
eth,2018,20.05104
fin,1990,11.82343
fin,1991,4.03755
fin,1992,1.80953
fin,1993,3.3544
fin,1994,6.78663
fin,1995,12.016
fin,1996,11.46853
fin,1997,15.37669
fin,1998,16.72849
fin,1999,17.21636
fin,2000,19.00101
fin,2001,19.49683
fin,2002,18.37899
fin,2003,15.62734
fin,2004,17.05547
fin,2005,15.89465
fin,2006,15.70273
fin,2007,17.19551
fin,2008,15.17715
fin,2009,9.66214
fin,2010,10.24803
fin,2011,9.61548
fin,2012,8.32485
fin,2013,7.31304
fin,2014,7.55435
fin,2015,7.61486
fin,2016,8.04988
fin,2017,9.68783
fin,2018,10.04757
fin,2019,10.3727
fji,1990,-2.90994
fji,1991,-1.46551
fji,1992,2.1195
fji,1993,6.83766
fji,1994,8.43827
fji,1995,10.17054
fji,1996,17.43434
fji,1997,15.36194
fji,1998,19.06208
fji,1999,24.35766
fji,2000,23.53499
fji,2001,24.25855
fji,2002,31.00947
fji,2003,31.24561
fji,2004,34.31479
