geo,time,ne_con_prvt_pc_kd_zg
hkg,1980,9.21694
hkg,1981,5.10619
hkg,1982,3.61184
hkg,1983,6.09952
hkg,1984,4.81757
hkg,1985,3.23592
hkg,1986,7.23233
hkg,1987,9.53955
hkg,1988,8.45518
hkg,1989,2.75711
hkg,1990,5.92104
hkg,1991,8.35615
hkg,1992,7.67393
hkg,1993,6.0098
hkg,1994,4.12718
hkg,1995,-0.36348
hkg,1996,-0.77834
hkg,1997,4.66488
hkg,1998,-6.28206
hkg,1999,0.08495
hkg,2000,3.59838
hkg,2001,0.65585
hkg,2002,-1.48363
hkg,2003,-1.36278
hkg,2004,6.29507
hkg,2005,3.09219
hkg,2006,5.41632
hkg,2007,7.7182
hkg,2008,1.29168
hkg,2009,-0.03632
hkg,2010,5.33755
hkg,2011,7.66619
hkg,2012,2.95973
hkg,2013,4.20025
hkg,2014,2.61648
hkg,2015,3.87353
hkg,2016,1.36594
hkg,2017,4.70391
hkg,2018,4.45235
hkg,2019,-1.54506
hkg,2020,-9.60974
hnd,1961,1.48883
hnd,1962,0.9289
hnd,1963,3.87982
hnd,1964,3.9791
hnd,1965,1.06972
hnd,1966,0.15811
hnd,1967,-1.07471
hnd,1968,4.87551
hnd,1969,-2.36675
hnd,1970,0.83599
hnd,1971,-5.63823
hnd,1972,2.94071
hnd,1973,7.65539
hnd,1974,-5.02433
hnd,1975,0.88465
hnd,1976,11.95735
hnd,1977,10.50483
hnd,1978,-0.33665
hnd,1979,-4.28468
hnd,1980,4.55191
hnd,1981,-2.31366
hnd,1982,-1.1153
hnd,1983,-4.44015
hnd,1984,4.23279
hnd,1985,-2.65661
hnd,1986,2.75405
hnd,1987,-1.43077
hnd,1988,-0.8561
hnd,1989,2.26522
hnd,1990,-2.50035
hnd,1991,2.04481
hnd,1992,-0.67401
hnd,1993,1.48783
hnd,1994,-2.3334
hnd,1995,-1.15708
hnd,1996,2.25271
hnd,1997,0.22605
hnd,1998,1.57632
hnd,1999,-3.60686
hnd,2000,3.87491
hnd,2001,1.79364
hnd,2002,1.51674
hnd,2003,1.8013
hnd,2004,2.43296
hnd,2005,3.63437
hnd,2006,6.19408
hnd,2007,3.70464
hnd,2008,0.767
hnd,2009,-2.01454
hnd,2010,1.57141
hnd,2011,1.60671
hnd,2012,2.34369
hnd,2013,1.90629
hnd,2014,0.75687
hnd,2015,2.10787
hnd,2016,2.22828
hnd,2017,3.43681
hnd,2018,3.78936
hnd,2019,2.97315
hnd,2020,-7.74446
hrv,1996,3.26688
hrv,1997,12.40176
hrv,1998,-1.20084
hrv,1999,-2.51246
hrv,2000,5.57415
hrv,2001,9.34378
hrv,2002,9.44986
hrv,2003,4.61872
hrv,2004,4.52412
hrv,2005,4.44484
hrv,2006,1.26307
hrv,2007,5.04811
hrv,2008,3.03092
hrv,2009,-8.75339
hrv,2010,-1.29965
hrv,2011,1.41289
hrv,2012,-2.07231
hrv,2013,-1.23384
hrv,2014,-2.05582
hrv,2015,1.19447
hrv,2016,3.8542
hrv,2017,4.3697
hrv,2018,4.27021
hrv,2019,4.08232
hrv,2020,-5.80693
hti,1989,-8.95937
hti,1990,4.67754
hti,1991,-6.25523
hti,1992,-8.33262
hti,1993,8.24147
hti,1994,-12.09245
hti,1995,16.2298
hti,1996,13.1456
hti,1997,1.531
hti,1998,1.57942
hti,1999,7.52576
hti,2000,14.32249
hti,2001,-1.11208
hti,2002,-1.05582
hti,2003,0.78827
hti,2004,-2.85654
hti,2005,1.849
hti,2006,-0.48148
hti,2007,1.80539
hti,2008,-0.90616
hti,2009,9.57248
hti,2010,-4.8255
hti,2011,2.97687
hti,2012,-0.1335
hti,2013,3.32796
hti,2014,-1.02643
hti,2015,3.22881
hti,2016,3.12262
hti,2017,2.32098
hti,2018,2.09974
hti,2019,-1.68655
hti,2020,-3.7912
hun,1992,1.81168
hun,1993,4.49571
hun,1994,0.59184
hun,1995,-7.20267
hun,1996,-2.27541
hun,1997,2.23941
hun,1998,5.07791
hun,1999,6.95651
hun,2000,3.36941
hun,2001,4.778
hun,2002,8.191
hun,2003,8.73873
hun,2004,2.23884
hun,2005,3.06482
hun,2006,1.70767
hun,2007,1.19587
hun,2008,-1.09959
hun,2009,-6.57498
hun,2010,-1.00378
hun,2011,1.13657
hun,2012,-1.74586
hun,2013,0.12254
hun,2014,2.68013
hun,2015,4.02723
hun,2016,5.04193
hun,2017,5.32534
hun,2018,5.22088
hun,2019,5.12115
hun,2020,-2.11234
idn,1961,5.02615
idn,1962,4.17049
idn,1963,-6.47726
idn,1964,-1.88309
idn,1965,-0.33969
idn,1966,-4.09892
idn,1967,5.91708
idn,1968,6.21689
idn,1969,3.05758
idn,1970,0.11474
idn,1971,1.73842
idn,1972,3.98371
idn,1973,0.1336
idn,1974,10.95828
idn,1975,1.5347
idn,1976,3.60536
idn,1977,4.08569
idn,1978,5.54192
idn,1979,10.43323
idn,1980,10.10876
idn,1981,14.01121
idn,1982,1.00037
idn,1983,5.10267
idn,1984,1.73047
idn,1985,-1.08485
idn,1986,0.12962
idn,1987,1.30317
idn,1988,1.93531
idn,1989,2.26109
idn,1990,7.93522
idn,1991,5.45385
idn,1992,1.1297
idn,1993,4.10332
idn,1994,6.12244
idn,1995,10.85971
idn,1996,8.09242
idn,1997,6.26547
idn,1998,-7.49017
idn,1999,3.18345
idn,2000,0.19092
idn,2001,2.08788
idn,2002,2.43593
idn,2003,2.50095
idn,2004,3.56805
idn,2005,2.57347
idn,2006,1.8106
idn,2007,3.62579
idn,2008,3.95139
idn,2009,3.47436
idn,2010,3.34788
idn,2011,3.65341
idn,2012,4.09944
idn,2013,4.07313
idn,2014,3.91252
idn,2015,3.52067
idn,2016,3.77016
idn,2017,3.75408
idn,2018,3.95085
idn,2019,4.01241
idn,2020,-3.69929
ind,1961,-0.3075
ind,1962,-0.73486
ind,1963,1.6084
ind,1964,3.80107
ind,1965,-1.97195
ind,1966,-0.78914
ind,1967,3.47099
ind,1968,0.48104
ind,1969,1.50448
ind,1970,1.1415
ind,1971,-0.33028
ind,1972,-1.62027
ind,1973,0.09703
ind,1974,-2.37859
ind,1975,3.25356
ind,1976,-0.32977
ind,1977,5.7043
ind,1978,3.71279
ind,1979,-4.46086
ind,1980,6.51233
ind,1981,1.95172
ind,1982,-1.32466
ind,1983,5.28991
ind,1984,0.54729
ind,1985,1.84579
ind,1986,0.88986
ind,1987,1.19312
ind,1988,3.98533
ind,1989,2.76999
ind,1990,2.32003
ind,1991,0.09464
ind,1992,0.54441
ind,1993,2.31076
ind,1994,2.8421
ind,1995,4.07153
ind,1996,5.75035
ind,1997,1.08248
ind,1998,4.55984
ind,1999,4.18121
ind,2000,1.62672
ind,2001,4.13696
ind,2002,1.14702
ind,2003,4.19034
ind,2004,3.48593
ind,2005,5.77155
ind,2006,3.32626
ind,2007,5.6746
ind,2008,2.93324
ind,2009,3.53005
ind,2010,5.28901
ind,2011,6.04672
ind,2012,4.17996
ind,2013,6.04136
ind,2014,5.18189
ind,2015,6.72937
ind,2016,6.95742
ind,2017,5.11509
ind,2018,6.44262
ind,2019,4.48203
ind,2020,-9.87136
irl,1971,2.03694
irl,1972,3.59729
irl,1973,5.47303
irl,1974,-0.02775
irl,1975,-0.82106
irl,1976,1.28982
irl,1977,5.33335
irl,1978,7.57413
irl,1979,3.05178
irl,1980,-0.72022
irl,1981,0.51471
irl,1982,-7.93234
irl,1983,0.13942
irl,1984,1.3793
irl,1985,4.42392
irl,1986,1.96638
irl,1987,3.31399
irl,1988,4.93316
irl,1989,6.94147
irl,1990,1.32797
irl,1991,1.22125
irl,1992,2.18717
irl,1993,2.39281
irl,1994,3.95343
irl,1995,2.9177
irl,1996,6.02622
irl,1997,5.80764
irl,1998,6.81658
irl,1999,8.2574
irl,2000,8.93394
irl,2001,3.07999
irl,2002,1.9041
irl,2003,1.13093
irl,2004,1.93656
irl,2005,4.717
irl,2006,3.55735
irl,2007,3.63478
irl,2008,-1.83082
irl,2009,-6.28061
irl,2010,-0.24292
irl,2011,-1.66672
irl,2012,-1.07496
irl,2013,-0.11501
irl,2014,1.96937
irl,2015,2.08711
irl,2016,3.90416
irl,2017,0.90665
irl,2018,2.44316
irl,2019,1.80077
irl,2020,-12.1777
irn,1961,-2.18359
irn,1962,-0.6069
irn,1963,-1.40074
irn,1964,-6.02347
irn,1965,1.87781
irn,1966,6.31431
irn,1967,7.68589
irn,1968,-4.03385
irn,1969,5.16273
irn,1970,7.41263
irn,1971,11.73066
irn,1972,2.83306
irn,1973,10.24952
irn,1974,18.81011
irn,1975,27.5212
irn,1976,-3.34581
irn,1977,3.82509
irn,1978,-1.32621
irn,1979,-0.15313
irn,1980,-8.00308
irn,1981,-0.9907
irn,1982,3.03818
irn,1983,9.8293
irn,1984,1.09416
irn,1985,-2.33847
irn,1986,-13.60898
irn,1987,-9.68631
irn,1988,-2.86896
irn,1989,-2.93212
irn,1990,17.97689
irn,1991,6.44812
irn,1992,2.61757
irn,1993,1.52203
irn,1994,-5.78164
irn,1995,-7.36839
irn,1996,2.5621
irn,1997,6.91945
irn,1998,1.61036
irn,1999,-1.15841
irn,2000,9.19021
irn,2001,4.80283
irn,2002,9.70965
irn,2003,0.25488
irn,2004,7.49925
irn,2005,5.86824
irn,2006,6.3515
irn,2007,11.51867
irn,2008,-4.62319
irn,2009,0.94371
irn,2010,3.18141
irn,2011,3.17377
irn,2012,-3.36773
irn,2013,-3.07668
irn,2014,0.75199
irn,2015,-4.76649
irn,2016,2.40512
irn,2017,1.08427
irn,2018,-3.97965
irn,2019,-8.94524
irn,2020,-2.37057
irq,1981,54.77717
irq,1982,30.44042
irq,1983,-3.20478
irq,1984,-4.89401
irq,1985,-0.48751
irq,1986,8.70235
irq,1987,-2.39278
irq,1988,-2.74629
irq,1989,42.69231
irq,1990,-11.08851
irq,1991,-27.02114
irq,1992,-24.77766
irq,1993,-28.363
irq,1994,9.90774
irq,1995,21.1368
irq,1996,-4.66967
irq,1997,-1.94883
irq,1998,35.44796
irq,1999,-34.53863
irq,2000,-27.08528
irq,2001,44.20316
irq,2002,11.58135
irq,2003,23.3329
irq,2004,19.80922
irq,2005,4.32664
irq,2006,7.01543
irq,2007,3.39992
irq,2008,-0.22278
irq,2009,25.5975
irq,2010,0.37838
irq,2011,-2.94433
irq,2012,20.68742
irq,2013,-1.9985
irq,2014,2.93667
irq,2015,-8.56453
irq,2016,0.22394
irq,2017,-0.83492
irq,2018,-0.08469
irq,2019,-0.72383
isl,1991,1.82065
isl,1992,-4.44437
isl,1993,-5.60494
isl,1994,1.98603
isl,1995,1.60921
isl,1996,4.46557
isl,1997,5.42119
isl,1998,10.59105
isl,1999,5.99019
isl,2000,2.53533
isl,2001,-4.07298
isl,2002,-1.60697
isl,2003,5.20747
isl,2004,6.2121
isl,2005,9.91069
isl,2006,1.44021
isl,2007,3.95394
isl,2008,-8.41495
isl,2009,-12.79701
isl,2010,-0.11813
isl,2011,1.83223
isl,2012,1.27934
isl,2013,0.11684
isl,2014,1.76696
isl,2015,3.40298
isl,2016,5.2624
isl,2017,5.46224
isl,2018,2.04191
isl,2019,-0.32172
isl,2020,-4.55894
isr,1971,2.11832
isr,1972,7.27384
isr,1973,4.10104
isr,1974,4.46853
isr,1975,-2.271
isr,1976,2.59684
isr,1977,2.7428
isr,1978,6.23914
isr,1979,5.26119
isr,1980,-5.959
isr,1981,10.80655
isr,1982,6.17401
isr,1983,6.75857
isr,1984,-8.06553
isr,1985,-0.48623
isr,1986,13.32205
isr,1987,7.15815
isr,1988,2.96006
isr,1989,-1.14193
isr,1990,2.73949
isr,1991,0.98633
isr,1992,3.92637
isr,1993,4.39327
isr,1994,6.75865
isr,1995,5.58488
isr,1996,3.25188
isr,1997,1.48274
isr,1998,3.46431
isr,1999,1.63608
isr,2000,5.60075
isr,2001,1.48999
isr,2002,-0.524
isr,2003,-1.64386
isr,2004,3.44747
isr,2005,1.57872
isr,2006,3.08214
isr,2007,6.11514
isr,2008,0.43461
isr,2009,-1.19208
isr,2010,3.04037
isr,2011,2.4035
isr,2012,1.16612
isr,2013,1.58598
isr,2014,2.4006
isr,2015,1.52601
isr,2016,4.12359
isr,2017,1.57716
isr,2018,1.5635
isr,2019,1.94356
isr,2020,-10.77167
ita,1971,3.29455
ita,1972,2.72503
ita,1973,5.07918
ita,1974,2.47364
ita,1975,-0.28781
ita,1976,3.96267
ita,1977,2.5449
ita,1978,2.25793
ita,1979,6.45139
ita,1980,5.77339
ita,1981,1.48627
ita,1982,0.90263
ita,1983,-0.21554
ita,1984,2.92827
ita,1985,2.83728
ita,1986,4.05845
ita,1987,3.63037
ita,1988,4.03799
ita,1989,3.89154
ita,1990,1.95928
ita,1991,2.60751
ita,1992,1.6562
ita,1993,-3.0993
ita,1994,1.51058
ita,1995,1.52544
ita,1996,1.02053
ita,1997,3.43343
ita,1998,3.33613
ita,1999,2.73418
ita,2000,2.61327
ita,2001,0.58765
ita,2002,-0.19094
ita,2003,0.22844
ita,2004,0.32023
ita,2005,0.88967
ita,2006,1.03897
ita,2007,0.67746
ita,2008,-1.78491
ita,2009,-1.94956
ita,2010,0.73995
ita,2011,-0.10716
ita,2012,-3.97397
ita,2013,-3.56851
ita,2014,-0.74025
ita,2015,1.93035
ita,2016,1.41909
ita,2017,1.69093
ita,2018,1.12181
ita,2019,1.45911
ita,2020,-10.45848
jam,2008,2.59045
jam,2009,-11.50397
jam,2010,-1.74862
jam,2011,3.25589
jam,2012,-1.54824
jam,2013,-1.26274
jam,2014,-1.4127
jam,2015,-0.65047
jam,2016,-0.68074
jam,2017,0.66652
jam,2018,0.50677
jam,2019,0.56326
jam,2020,-10.59072
jor,1977,-31.59624
jor,1978,43.98988
jor,1979,29.34644
jor,1980,-2.79519
jor,1981,1.33179
jor,1982,31.9661
jor,1983,5.88558
jor,1984,-14.99614
jor,1985,-0.15558
jor,1986,8.38318
jor,1987,-29.11067
jor,1988,21.41792
jor,1989,-17.0294
jor,1990,0.18226
jor,1991,-6.45088
jor,1992,10.98571
jor,1993,-5.10433
jor,1994,-3.19018
jor,1995,-3.80169
jor,1996,7.2
jor,1997,2.32704
jor,1998,4.42119
jor,1999,1.77981
jor,2000,9.59733
jor,2001,4.64132
jor,2002,-1.27717
jor,2003,4.13957
jor,2004,8.15835
jor,2005,8.36779
jor,2006,0.75638
jor,2007,7.19576
jor,2008,-10.07948
jor,2009,-4.91853
jor,2010,-3.36398
jor,2011,10.09054
jor,2012,1.47933
jor,2013,7.86809
jor,2014,-4.05193
jor,2015,-2.08965
jor,2016,-0.34539
jor,2017,2.60236
jor,2018,0.4653
jor,2019,1.61316
jor,2020,2.10748
jpn,1971,3.19085
jpn,1972,7.45053
jpn,1973,7.27405
jpn,1974,-1.40624
jpn,1975,3.07675
jpn,1976,1.80907
jpn,1977,3.03949
jpn,1978,4.29736
jpn,1979,5.59166
jpn,1980,0.27409
jpn,1981,1.73728
jpn,1982,3.92943
jpn,1983,2.66193
jpn,1984,2.4697
jpn,1985,3.45761
jpn,1986,3.13158
jpn,1987,3.87682
jpn,1988,4.71638
jpn,1989,4.50771
jpn,1990,4.44309
jpn,1991,1.81992
jpn,1992,1.89407
jpn,1993,0.75345
jpn,1994,2.01443
jpn,1995,2.22218
jpn,1996,1.72719
jpn,1997,0.31516
jpn,1998,-0.91643
jpn,1999,0.88337
jpn,2000,1.37027
jpn,2001,1.80506
jpn,2002,1.05341
jpn,2003,0.41901
jpn,2004,1.28747
jpn,2005,1.52112
jpn,2006,0.86444
jpn,2007,0.63946
jpn,2008,-1.18104
jpn,2009,-0.90271
jpn,2010,2.31209
jpn,2011,-0.34006
jpn,2012,2.19165
jpn,2013,2.75427
jpn,2014,-0.77501
jpn,2015,-0.11083
jpn,2016,-0.31182
jpn,2017,1.21875
jpn,2018,0.47538
jpn,2019,-0.0945
kaz,1991,-5.15281
kaz,1992,-1.05062
kaz,1993,-9.07122
kaz,1994,-22.43697
kaz,1995,-18.80317
kaz,1996,-3.68384
kaz,1997,4.83852
kaz,1998,1.04268
kaz,1999,1.44422
kaz,2000,1.58057
kaz,2001,8.23585
kaz,2002,2.59485
kaz,2003,11.40975
kaz,2004,13.06525
kaz,2005,9.70812
kaz,2006,11.37496
kaz,2007,9.55514
kaz,2008,5.38795
kaz,2009,-1.51
kaz,2010,9.89843
kaz,2011,10.34037
kaz,2012,8.53566
kaz,2013,9.05823
kaz,2014,-0.15328
kaz,2015,0.34224
kaz,2016,-0.19537
kaz,2017,0.16996
kaz,2018,4.69233
kaz,2019,4.42797
ken,1961,-1.86689
ken,1962,4.62784
ken,1963,-3.03306
ken,1964,3.50048
ken,1965,4.44554
ken,1966,4.39247
ken,1967,1.85086
ken,1968,-12.60276
ken,1969,-0.48289
ken,1970,-12.65211
ken,1971,39.84874
ken,1972,9.10563
ken,1973,-9.93969
ken,1974,10.76638
ken,1975,-5.55944
ken,1976,-8.65893
ken,1977,4.48071
ken,1978,10.14173
ken,1979,0.10985
ken,1980,-1.3758
ken,1981,-7.3896
ken,1982,-0.75236
ken,1983,-6.90753
ken,1984,3.90315
ken,1985,-10.24591
ken,1986,14.71157
ken,1987,4.81344
ken,1988,4.71244
ken,1989,2.3267
ken,1990,-3.60831
ken,1991,-0.92616
ken,1992,-4.16389
ken,1993,-4.59568
ken,1994,-1.25408
ken,1995,10.64335
ken,1996,-0.34812
ken,1997,0.90501
ken,1998,1.69163
ken,1999,1.25949
ken,2000,-3.08125
ken,2001,1.34493
ken,2002,-1.85519
ken,2003,-0.52941
ken,2004,-0.32911
ken,2005,3.58963
ken,2006,6.93466
ken,2007,2.42062
ken,2008,-4.20687
ken,2009,1.75118
ken,2010,4.60178
ken,2011,3.45375
ken,2012,2.97751
ken,2013,5.53284
ken,2014,1.63375
ken,2015,2.57386
ken,2016,2.23399
ken,2017,4.90487
ken,2018,4.06667
ken,2019,2.65238
kgz,1992,-12.28144
kgz,1993,-10.47712
kgz,1994,-16.99037
kgz,1995,-27.31115
kgz,1996,2.99511
kgz,1997,-11.09678
kgz,1998,15.42523
kgz,1999,-0.66519
kgz,2000,-6.1073
kgz,2001,1.29429
kgz,2002,3.7421
kgz,2003,22.12134
kgz,2004,6.12431
kgz,2005,7.08041
kgz,2006,17.91187
kgz,2007,1.71631
kgz,2008,11.77697
kgz,2009,-15.4003
kgz,2010,1.49558
kgz,2011,8.02013
kgz,2012,9.33011
kgz,2013,5.84761
kgz,2014,0.9316
kgz,2015,-2.94728
kgz,2016,-2.63478
kgz,2017,4.25358
kgz,2018,2.94798
kgz,2019,-1.30599
kgz,2020,-13.19017
khm,1994,1.44224
khm,1995,4.67665
khm,1996,6.21358
khm,1997,-4.54772
khm,1998,7.48498
khm,1999,3.56231
khm,2000,2.65842
khm,2001,0.20632
khm,2002,3.95471
khm,2003,6.25369
khm,2004,10.6752
khm,2005,10.57374
khm,2006,5.13418
khm,2007,4.59031
khm,2008,11.08818
khm,2009,-1.65777
khm,2010,7.10623
khm,2011,8.6755
khm,2012,2.94652
khm,2013,4.03107
khm,2014,2.79225
khm,2015,4.2402
khm,2016,5.08714
khm,2017,2.97804
khm,2018,5.01991
khm,2019,4.53361
khm,2020,-5.64101
kir,2009,-7.6227
kir,2010,-3.74789
kir,2011,4.66362
kir,2012,-0.12496
kir,2013,2.03054
kir,2014,2.97433
kir,2015,9.70818
kir,2016,3.38135
kir,2017,2.47384
kir,2018,-8.39132
kor,1961,-0.6676
kor,1962,6.65148
kor,1963,1.46956
kor,1964,5.74207
kor,1965,4.19697
kor,1966,3.93608
kor,1967,6.2402
kor,1968,8.01226
kor,1969,8.21193
kor,1970,8.15042
kor,1971,7.45005
kor,1972,3.65405
kor,1973,7.16046
kor,1974,5.67148
kor,1975,3.95572
kor,1976,6.69299
kor,1977,3.9205
kor,1978,6.89416
kor,1979,7.09593
kor,1980,-1.54981
kor,1981,3.78631
kor,1982,5.89026
kor,1983,7.65641
kor,1984,6.384
kor,1985,6.25356
kor,1986,8.25705
kor,1987,7.52729
kor,1988,8.31604
kor,1989,9.72611
kor,1990,8.97454
kor,1991,7.98384
kor,1992,5.86505
kor,1993,5.86673
kor,1994,8.11105
kor,1995,9.61597
kor,1996,6.72197
kor,1997,3.249
kor,1998,-12.5558
kor,1999,11.25369
kor,2000,8.41001
kor,2001,4.98444
kor,2002,8.34924
kor,2003,-0.89354
kor,2004,0.00229
kor,2005,4.43461
kor,2006,4.37211
kor,2007,4.75312
kor,2008,0.85449
kor,2009,-0.29635
kor,2010,3.87261
kor,2011,2.15879
kor,2012,1.12123
kor,2013,1.27406
kor,2014,1.35558
kor,2015,1.6726
kor,2016,2.18605
kor,2017,2.48671
kor,2018,2.69112
kor,2019,1.46485
kor,2020,-5.05793
kos,2007,11.11746
kos,2008,7.67325
kos,2009,0.25071
kos,2010,1.46145
kos,2011,1.28188
kos,2012,4.96047
kos,2013,5.1544
kos,2014,8.44354
kos,2015,6.96836
kos,2016,6.8212
kos,2017,0.66778
kos,2018,3.71024
kos,2019,2.50188
kos,2020,0.52328
kwt,2011,-2.88591
kwt,2012,2.47701
kwt,2013,-0.35389
kwt,2014,0.2405
kwt,2015,-0.46322
kwt,2016,-1.95587
kwt,2017,1.00616
kwt,2018,3.3282
lao,2001,17.49236
lao,2002,-2.7036
lao,2003,13.3534
lao,2004,8.93325
lao,2005,5.19421
lao,2006,2.95253
lao,2007,-1.16887
lao,2008,15.09037
lao,2009,2.48558
lao,2010,15.49435
lao,2011,1.60253
lao,2012,13.17071
lao,2013,3.31722
lao,2014,3.11843
lao,2015,2.93233
lao,2016,2.93241
lbn,1991,32.30994
lbn,1992,47.13635
lbn,1993,9.81587
lbn,1994,-3.05694
lbn,1995,0.99148
lbn,1996,0.59423
lbn,1997,-4.80596
lbn,1998,0.93193
lbn,1999,-0.46195
lbn,2000,-1.1071
lbn,2001,1.38918
lbn,2002,-2.18619
lbn,2003,-1.3626
lbn,2004,1.54745
lbn,2005,-5.8745
lbn,2006,1.87745
lbn,2007,7.10854
lbn,2008,9.56624
lbn,2009,11.902
lbn,2010,5.71415
lbn,2011,-7.67167
lbn,2012,3.02269
lbn,2013,-3.46328
lbn,2014,-1.42478
lbn,2015,-2.07685
lbn,2016,-2.16551
lbn,2017,-1.43746
lbn,2018,-1.89812
lbn,2019,-5.69855
lbn,2020,-5.6264
lbr,2001,-35.33275
lbr,2002,10.79526
lbr,2003,-17.19909
lbr,2004,-35.37285
lbr,2005,33.41924
lbr,2006,25.09634
lbr,2007,-2.17732
lbr,2008,-2.26639
lbr,2009,65.18146
lbr,2010,2.24417
lbr,2011,-3.83942
lbr,2012,-10.36356
lbr,2013,0.42355
lbr,2014,8.79172
lbr,2015,3.49679
lbr,2016,-9.678
lbr,2017,2.57878
lbr,2018,7.15379
lbr,2019,-5.13568
lbr,2020,-4.28162
lka,1961,-8.5325
lka,1962,6.51298
lka,1963,-7.72667
lka,1964,2.01474
lka,1965,-3.83832
lka,1966,7.89113
lka,1967,-2.20407
lka,1968,8.59487
lka,1969,7.32233
lka,1970,-5.57104
lka,1971,-4.03549
lka,1972,-8.01251
lka,1973,11.79658
lka,1974,-2.17726
lka,1975,3.22339
lka,1976,-0.98083
lka,1977,9.85335
lka,1978,3.01541
lka,1979,1.1511
lka,1980,6.54417
lka,1981,35.58503
lka,1982,2.12324
lka,1983,3.55186
lka,1984,9.17012
lka,1985,5.42901
lka,1986,-2.87714
lka,1987,2.33523
lka,1988,-0.07318
lka,1989,4.45823
lka,1990,-7.05764
lka,1991,5.62839
lka,1992,3.79213
lka,1993,6.42121
lka,1994,5.63248
lka,1995,4.27268
lka,1996,-1.66544
lka,1997,6.42568
lka,1998,6.98048
lka,1999,5.82833
lka,2000,2.61566
lka,2001,0.12937
lka,2002,7.25188
lka,2003,7.39075
lka,2004,2.38682
lka,2005,0.83021
lka,2006,5.73307
lka,2007,3.17312
lka,2008,6.74755
lka,2009,0.23816
lka,2010,8.41233
lka,2011,9.15548
lka,2012,2.1183
lka,2013,6.95671
lka,2014,2.69591
lka,2015,6.52848
lka,2016,6.18368
lka,2017,2.43011
lka,2018,2.87748
lka,2019,2.40344
lka,2020,-3.52733
lso,1961,1.1091
lso,1962,14.54617
lso,1963,13.36805
lso,1964,7.02691
lso,1965,3.06966
lso,1966,14.48216
lso,1967,-2.659
lso,1968,1.10267
lso,1969,2.0503
lso,1970,6.32758
lso,1971,12.21845
lso,1972,17.50676
lso,1973,32.85468
lso,1974,28.30261
lso,1975,17.83228
lso,1976,23.47778
lso,1977,21.2615
lso,1978,10.40732
lso,1979,15.59919
lso,1980,14.28678
lso,1981,17.86228
lso,1982,14.33977
lso,1983,16.02376
lso,1984,11.96362
lso,1985,7.41799
lso,1986,11.86721
lso,1987,2.00262
lso,1988,21.22077
lso,1989,14.91969
lso,1990,4.2808
lso,1991,19.26392
lso,1992,6.11602
lso,1993,7.49522
lso,1994,3.24899
lso,1995,7.2985
lso,1996,10.02175
lso,1997,21.73365
lso,1998,38.91397
lso,1999,6.0106
lso,2000,6.97973
lso,2001,1.40337
lso,2002,17.36623
lso,2003,7.12578
lso,2004,6.98238
lso,2005,8.25404
lso,2006,9.79069
lso,2007,-8.56449
lso,2008,12.14412
lso,2009,8.08727
lso,2010,9.08609
lso,2011,4.37373
lso,2012,1.22787
lso,2013,-1.73114
lso,2014,-0.34998
lso,2015,7.05197
lso,2016,-2.37714
lso,2017,5.68946
lso,2018,-5.02445
lso,2019,-3.36437
ltu,1996,7.13638
ltu,1997,6.42461
ltu,1998,5.52469
ltu,1999,5.70109
ltu,2000,7.62819
ltu,2001,5.01972
ltu,2002,6.87077
ltu,2003,12.2718
ltu,2004,12.11876
ltu,2005,13.39123
ltu,2006,10.88176
ltu,2007,13.81846
ltu,2008,4.94992
ltu,2009,-16.46921
ltu,2010,-1.02701
ltu,2011,6.7001
ltu,2012,4.47792
ltu,2013,5.3707
ltu,2014,4.59027
ltu,2015,5.03829
ltu,2016,5.41537
ltu,2017,4.99968
ltu,2018,4.68646
ltu,2019,3.66773
ltu,2020,-2.02976
lux,1971,4.617
lux,1972,3.57987
lux,1973,4.59402
lux,1974,3.14566
lux,1975,4.13026
lux,1976,2.63041
lux,1977,2.10804
lux,1978,2.76521
lux,1979,3.28953
lux,1980,2.44685
lux,1981,1.4398
lux,1982,0.31165
lux,1983,0.46569
lux,1984,1.3414
lux,1985,2.50087
lux,1986,2.80372
lux,1987,3.90642
lux,1988,5.20807
lux,1989,3.81866
lux,1990,2.48681
lux,1991,5.59982
lux,1992,-3.61844
lux,1993,0.6935
lux,1994,2.63645
lux,1995,6.47243
lux,1996,0.62526
lux,1997,1.36032
lux,1998,0.98039
lux,1999,4.56667
lux,2000,2.85856
lux,2001,2.58878
lux,2002,3.35445
lux,2003,1.05598
lux,2004,-0.53338
lux,2005,-1.59891
lux,2006,1.13931
lux,2007,0.72734
lux,2008,-0.4503
lux,2009,-0.6798
lux,2010,-0.62619
lux,2011,-0.73848
lux,2012,0.47505
lux,2013,-0.32253
lux,2014,1.64138
lux,2015,-0.58153
lux,2016,1.21145
lux,2017,-0.29166
lux,2018,1.35293
lux,2019,0.80785
lux,2020,-8.66134
lva,1996,6.74841
lva,1997,6.40881
lva,1998,1.94944
lva,1999,4.24492
lva,2000,3.14009
lva,2001,6.51218
lva,2002,7.27083
lva,2003,9.06377
lva,2004,10.89179
lva,2005,11.69208
lva,2006,19.82151
lva,2007,12.06468
lva,2008,-7.39424
lva,2009,-14.30458
lva,2010,4.29298
lva,2011,4.98395
lva,2012,5.5518
lva,2013,6.708
lva,2014,1.56431
lva,2015,3.07368
lva,2016,4.28398
lva,2017,3.93872
lva,2018,3.44811
lva,2019,2.8937
lva,2020,-9.41508
mac,1983,2.10729
