geo,time,bm_gsr_nfsv_cd
arg,1984,2289000000
arg,1985,2187000000
arg,1986,2500000000
arg,1987,2566000000
arg,1988,2702000000
arg,1989,2793000000
arg,1990,3120000000
arg,1991,4007000000
arg,1992,5524700000
arg,1993,6342900000
arg,1994,7111400000
arg,1995,7230800000
arg,1996,7929004066.21809
arg,1997,8958086708.78594
arg,1998,9266617536.80135
arg,1999,8799876780.51682
arg,2000,9179703786.79057
arg,2001,8437142433.16695
arg,2002,4864120000
arg,2003,5590310000
arg,2004,6512540000
arg,2005,7496890000
arg,2006,8673972519.7611
arg,2007,11027218519.887
arg,2008,13646484098.4796
arg,2009,12536652813.239
arg,2010,14620732010.5205
arg,2011,17649469312.4599
arg,2012,18344325453.5296
arg,2013,19008807883.7141
arg,2014,18037663981.1276
arg,2015,19028557043.2207
arg,2016,21876362069.761
arg,2017,25201640554.2066
arg,2018,24277430963.8769
arg,2019,19629499449.9221
arg,2020,11639603030.0526
arm,1993,48849250
arm,1994,49635682.63889
arm,1995,75191714.25478
arm,1996,145325798.93054
arm,1997,182001489.60629
arm,1998,193857386.78893
arm,1999,195128322.95415
arm,2000,205254352.41121
arm,2001,295461540.52864
arm,2002,303091513.44321
arm,2003,353316277.65704
arm,2004,501535928.71178
arm,2005,578071110.24936
arm,2006,682025125.35379
arm,2007,954199567.66294
arm,2008,1148499729.4338
arm,2009,1061985834.07523
arm,2010,1273953432.04365
arm,2011,1376439941.91268
arm,2012,1503766151.44281
arm,2013,1645016986.83566
arm,2014,1733702538.22447
arm,2015,1608894507.44252
arm,2016,1601062555.58623
arm,2017,1862855127.2849
arm,2018,2193530619.69471
arm,2019,2497500989.08416
arm,2020,1004818724.13391
atg,1977,6500000
atg,1978,7011111.11111
atg,1979,10281481.48148
atg,1980,17085185.18519
atg,1981,19740740.74074
atg,1982,21585185.18519
atg,1983,18281481.48148
atg,1984,30633333.33333
atg,1985,38400000
atg,1986,81044444.44444
atg,1987,81129629.62963
atg,1988,79300000
atg,1989,92581481.48148
atg,1990,105118518.51852
atg,1991,111103703.7037
atg,1992,124685185.18519
atg,1993,128070370.37037
atg,1994,134422222.22222
atg,1995,147885185.18518
atg,1996,157425925.92593
atg,1997,164433333.33333
atg,1998,169085185.18518
atg,1999,176617248.14815
atg,2000,156070814.81482
atg,2001,169074444.44444
atg,2002,171447407.40741
atg,2003,182466764.44444
atg,2004,189979721.85185
atg,2005,227365745.18518
atg,2006,258710911.48148
atg,2007,283461180
atg,2008,282322108.14815
atg,2009,227570417.40741
atg,2010,225046337.77778
atg,2011,210923534.44444
atg,2012,204079920.37037
atg,2013,219518929.62963
atg,2014,391870709.94137
atg,2015,426050589.29644
atg,2016,480039877.04752
atg,2017,476894883.12921
atg,2018,510176304.78716
atg,2019,552905813.46098
atg,2020,301122237.74716
aus,1989,13530709784.3246
aus,1990,14135111844.5787
aus,1991,13896989829.0625
aus,1992,14068073707.3497
aus,1993,13961197851.5455
aus,1994,16125554418.5895
aus,1995,17879039533.3705
aus,1996,19370187655.7392
aus,1997,19714054898.0119
aus,1998,18526490877.2346
aus,1999,19216118692.5379
aus,2000,19339452052.1579
aus,2001,17471509324.2737
aus,2002,18485175748.9604
aus,2003,22269637925.7814
aus,2004,28343515425.96749
aus,2005,31054904800.195
aus,2006,33268598508.299
aus,2007,42155002504.447
aus,2008,49691815670.8646
aus,2009,42887582891.5085
aus,2010,51589637032.83209
aus,2011,62395164372.9507
aus,2012,66763017033.8073
aus,2013,73801079279.28169
aus,2014,71095507401.2002
aus,2015,63655911035.3501
aus,2016,62585510220.7756
aus,2017,68795319197.3096
aus,2018,73541492189.49518
aus,2019,72077060158.0974
aus,2020,38945182135.2186
aut,2005,35791150155.6901
aut,2006,35229013136.7124
aut,2007,41038319833.3894
aut,2008,45276532790.3226
aut,2009,39073103975.2311
aut,2010,38748808837.9509
aut,2011,44523534821.3271
aut,2012,44107796910.6422
aut,2013,51038394109.8646
aut,2014,55204948406.1342
aut,2015,47705645910.2057
aut,2016,49748429077.5436
aut,2017,55852310917.678
aut,2018,64037415610.6869
aut,2019,66002566001.0824
aut,2020,55913686070.1694
aut,2021,66863483728.4992
aze,1995,304639000
aze,1996,440892000
aze,1997,725954000
aze,1998,700773000
aze,1999,485116000
aze,2000,484509000
aze,2001,664865000
aze,2002,1306294000
aze,2003,2047255000
aze,2004,2736026000
aze,2005,2658800000
aze,2006,2938600000
aze,2007,3385200000
aze,2008,3915682000
aze,2009,3673459000
aze,2010,3929451000
aze,2011,5839501000
aze,2012,7429580000
aze,2013,8319931000
aze,2014,10386721000
aze,2015,8672851000
aze,2016,7522805000
aze,2017,8067752000
aze,2018,6752758000
aze,2019,6377143100.01376
aze,2020,5461255000
bdi,1985,89319189.74778
bdi,1986,102880691.47705
bdi,1987,132077482.21904
bdi,1988,114875885.89337
bdi,1989,92615546.21849
bdi,1990,129214599.05161
bdi,1991,141311965.97481
bdi,1992,137337656.10298
bdi,1993,114832358.51388
bdi,1994,93923712.46228
bdi,1995,83336836.73163
bdi,1996,38368713.11548
bdi,1997,34720792.01364
bdi,1998,41349291.5754
bdi,1999,24875856.71509
bdi,2000,42628467.82176
bdi,2001,38222644.17557
bdi,2002,42689159.89718
bdi,2003,45272210.00905
bdi,2004,86626033.24553
bdi,2005,134080770.62771
bdi,2006,202225941.48932
bdi,2007,182131825.29033
bdi,2008,258775214.73065
bdi,2009,176634108.1753
bdi,2010,168347820.90571
bdi,2011,212851142.6774
bdi,2012,214279580.36559
bdi,2013,238158757.07153
bdi,2014,269156057.74364
bdi,2015,228765806.3482
bdi,2016,214720243.03569
bdi,2017,237650649.3699
bdi,2018,229181726.30401
bel,2002,37383284226.3975
bel,2003,44452854204.7869
bel,2004,50528947240.8731
bel,2005,52477183490.0616
bel,2006,54292258519.5805
bel,2007,69958253213.52901
bel,2008,89311354628.1617
bel,2009,82483676090.6656
bel,2010,87990967136.94078
bel,2011,96856031289.9485
bel,2012,99257792539.93201
bel,2013,105240791081.32899
bel,2014,117586830337.17799
bel,2015,104311650434.133
bel,2016,105118663120.967
bel,2017,115230673615.98
bel,2018,123869899212.22501
bel,2019,123710262510.877
bel,2020,119593268906.355
bel,2021,134238032872.078
ben,1974,40634858.04404
ben,1975,57882656.52814
ben,1976,60974973.26671
ben,1977,71267593.36391
ben,1978,85493015.69212
ben,1979,94912767.6688
ben,1980,108590724.52593
ben,1981,142666590.98957
ben,1982,133673658.48707
ben,1983,92443295.04538
ben,1984,93846834.73371
ben,1985,111293394.18103
ben,1986,119258723.50455
ben,1987,139417313.03903
ben,1988,126553719.70802
ben,1989,119054896.25495
ben,1990,130585009.78818
ben,1991,189582028.4084
ben,1992,186164058.95562
ben,1993,175089519.55284
ben,1994,181404265.46835
ben,1995,272241267.22352
ben,1996,185879285.04092
ben,1997,172349286.71072
ben,1998,191617357.33892
ben,1999,217786846.73882
ben,2000,193446151.61079
ben,2001,192261665.07049
ben,2002,210738377.78523
ben,2003,254710563.16789
ben,2004,289954432.71093
ben,2005,281344044.03667
ben,2006,356307177.76784
ben,2007,501402201.1737
ben,2008,512087396.37397
ben,2009,497884912.64957
ben,2010,515197971.08144
ben,2011,504534712.72679
ben,2012,585120539.10534
ben,2013,761202563.92922
ben,2014,886562028.57899
ben,2015,577250925.79281
ben,2016,769508816.5972
ben,2017,693637127.76245
ben,2018,768750531.29579
ben,2019,805664518.10689
ben,2020,789857469.96416
bfa,2005,359366514.44998
bfa,2006,361014067.86438
bfa,2007,447619947.63346
bfa,2008,609058239.38345
bfa,2009,563044233.36105
bfa,2010,834136592.74414
bfa,2011,1144181586.05217
bfa,2012,1219044703.04754
bfa,2013,1426854559.03655
bfa,2014,1310242827.51078
bfa,2015,1166739430.82278
bfa,2016,1238999397.46929
bfa,2017,1373765104.02434
bfa,2018,1502766121.52158
bfa,2019,1461172397.75531
bfa,2020,1261807212.52736
bgd,1976,131426647.63654
bgd,1977,184888483.19568
bgd,1978,253143549.80528
bgd,1979,372209006.84502
bgd,1980,481175309.81992
bgd,1981,463486469.56253
bgd,1982,439734976.22767
bgd,1983,405075851.07431
bgd,1984,478008839.88645
bgd,1985,477946810.1299
bgd,1986,503013935.12788
bgd,1987,494188084.129
bgd,1988,613116654.69888
bgd,1989,726433219.70871
bgd,1990,700451342.30072
bgd,1991,695278670.29409
bgd,1992,788775984.9773
bgd,1993,932154496.09993
bgd,1994,1025033434.59139
bgd,1995,1531215115.81325
bgd,1996,1187841867.93061
bgd,1997,1287209209.74817
bgd,1998,1239299050.93222
bgd,1999,1413507752.58289
bgd,2000,1647698336.51773
bgd,2001,1538206618.73849
bgd,2002,1410478401.38083
bgd,2003,1716979491.02285
bgd,2004,1951041070.24228
bgd,2005,2364509485.84737
bgd,2006,2538174128.44115
bgd,2007,3083429087.03831
bgd,2008,3756650255.89066
bgd,2009,3395036302.24197
bgd,2010,4389173272.42226
bgd,2011,5270736280.54791
bgd,2012,5578270816.15433
bgd,2013,6567826142.71585
bgd,2014,7770221502.34732
bgd,2015,7719476305.72977
bgd,2016,7801989799.66376
bgd,2017,8498343984.95295
bgd,2018,9619170019.77463
bgd,2019,9557782797.05217
bgd,2020,7926619916.82478
bgd,2021,10872044966.4201
bgr,1980,549000000
bgr,1981,683000000
bgr,1982,630000000
bgr,1983,598000000
bgr,1984,581000000
bgr,1985,654000000
bgr,1986,631000000
bgr,1987,661000000
bgr,1988,656000000
bgr,1989,785000000
bgr,1990,600000000
bgr,1991,485800000
bgr,1992,1165200000
bgr,1993,1229300000
bgr,1994,1246100000
bgr,1995,1277900000
bgr,1996,1245900000
bgr,1997,1213500000
bgr,1998,2567955638.58022
bgr,1999,1474101519.74351
bgr,2000,1669638981.3525
bgr,2001,1882276103.04755
bgr,2002,1739681325.22648
bgr,2003,2428695335.31716
bgr,2004,3219136624.04183
bgr,2005,3403822881.11054
bgr,2006,4105572674.1837
bgr,2007,5202268997.3396
bgr,2008,5957716144.29348
bgr,2009,5034427677.66565
bgr,2010,3410420000
bgr,2011,3567650000
bgr,2012,4142760000
bgr,2013,4295790000
bgr,2014,5625240000
bgr,2015,4882040000
bgr,2016,5290090000
bgr,2017,5899550000
bgr,2018,5986730000
bgr,2019,5995000000
bgr,2020,4777600000
bhr,1975,179266751.40143
bhr,1976,243175437.03077
bhr,1977,296221408.55863
bhr,1978,342750955.83834
bhr,1979,369741954.38445
bhr,1980,473739758.11272
bhr,1981,610106384.60135
bhr,1982,729787235.98348
bhr,1983,499468086.43476
bhr,1984,555053192.10445
bhr,1985,488563829.78723
bhr,1986,327127659.57447
bhr,1987,525000000
bhr,1988,529255319.14894
bhr,1989,556382978.7234
bhr,1990,474468085.10638
bhr,1991,534308510.6383
bhr,1992,603989361.70213
bhr,1993,581914910.38319
bhr,1994,621808568.51942
bhr,1995,634042602.37476
bhr,1996,612766010.41195
bhr,1997,634840484.62611
bhr,1998,651861767.14047
bhr,1999,716136582.23275
bhr,2000,756759707.44681
bhr,2001,765732632.97872
bhr,2002,945395265.95745
bhr,2003,906682659.57447
bhr,2004,1247797765.95745
bhr,2005,1416223404.25532
bhr,2006,1605239361.70213
bhr,2007,1700930851.06383
bhr,2008,2030053191.48936
bhr,2009,1740957446.80851
bhr,2010,1905053191.48936
bhr,2011,1778457446.80851
bhr,2012,6044680851.06383
bhr,2013,7051329787.23404
bhr,2014,6764414893.61702
bhr,2015,6592287234.04255
bhr,2016,7499734042.55319
bhr,2017,7800265957.44681
bhr,2018,8076861702.12766
bhs,1976,137300000
bhs,1977,208300000
bhs,1978,196900000
bhs,1979,227800000
bhs,1980,263700000
bhs,1981,310600000
bhs,1982,346100000
bhs,1983,373800000
bhs,1984,357500000
bhs,1985,390400000
bhs,1986,417700000
bhs,1987,461900000
bhs,1988,491200000
bhs,1989,522000000
bhs,1990,573000000
bhs,1991,549100000
bhs,1992,515500000
bhs,1993,567740000
bhs,1994,627200000
bhs,1995,639100000
bhs,1996,715800000
bhs,1997,836000000
bhs,1998,990900000
bhs,1999,933600000
bhs,2000,1025680000
bhs,2001,973200000
bhs,2002,1016149312.606
bhs,2003,1092420000
bhs,2004,1231300000
bhs,2005,1286409094.815
bhs,2006,1610870000
bhs,2007,1579589807.87322
bhs,2008,1402901975.031
bhs,2009,1196063000
bhs,2010,1181098000
bhs,2011,1292417000
bhs,2012,1537661000
bhs,2013,1628266000
bhs,2014,1727820967.6925
bhs,2015,1277858820.2917
bhs,2016,1835538825.58462
bhs,2017,1812461442.28233
bhs,2018,1799488919.94849
bhs,2019,1831524922.41998
bhs,2020,1385250935.06726
bih,1998,269955405.44677
bih,1999,284672524.26337
bih,2000,263138693.15397
bih,2001,269078830.11089
bih,2002,305143906.31186
bih,2003,383618258.36135
bih,2004,432226981.92723
bih,2005,435565190.74199
bih,2006,466721178.62379
bih,2007,495300302.26841
bih,2008,594952489.31414
bih,2009,640447788.86689
bih,2010,540907837.80733
bih,2011,557218658.04776
bih,2012,513221820.70546
bih,2013,520789654.17986
bih,2014,525086556.63183
bih,2015,573649757.17785
bih,2016,595317376.81881
bih,2017,671507003.97751
bih,2018,734716256.11753
bih,2019,770032274.99427
bih,2020,522666580.49495
blr,1993,136800000
blr,1994,199300000
blr,1995,283700000
blr,1996,335900000
blr,1997,364800000
blr,1998,449700000
blr,1999,442100000
blr,2000,552000000
blr,2001,802000000
blr,2002,853300000
blr,2003,871900000
blr,2004,1000200000
blr,2005,1141000000
blr,2006,1711100000
blr,2007,2098900000
blr,2008,2769100000
blr,2009,2238300000
blr,2010,3026100000
blr,2011,3373900000
blr,2012,4066300000
blr,2013,5278600000
blr,2014,5761000000
blr,2015,4414900000
blr,2016,4381400000
blr,2017,4826200000
blr,2018,5406100000
blr,2019,5852200000
blr,2020,4897600000
blr,2021,5672101093.07
blz,1984,29400000
blz,1985,27550000
blz,1986,40150000
blz,1987,45950000
blz,1988,53350000
blz,1989,62500000
blz,1990,60000000
blz,1991,68200000
blz,1992,81600000
blz,1993,92500000
blz,1994,87962500
blz,1995,94899500
blz,1996,91345000
blz,1997,91650000
blz,1998,99000000
blz,1999,105168438.54462
blz,2000,122605512.68925
blz,2001,120177622.35271
blz,2002,129826362.82049
blz,2003,140983790.40854
blz,2004,147090960.96075
blz,2005,158792475.52801
blz,2006,152159934.88611
blz,2007,168156306.4714
blz,2008,169575247.06993
blz,2009,161746826.65639
blz,2010,162391152.52476
blz,2011,171083253.5934
blz,2012,188071807.64602
blz,2013,207790831.43789
blz,2014,224590660.49895
blz,2015,221357659.90837
blz,2016,215682310.19475
blz,2017,240520708.33049
blz,2018,237857761.57798
blz,2019,234691297.9226
blz,2020,170386731.96055
bmu,2006,861920000
bmu,2007,1115186853.22815
bmu,2008,1041507912.30647
bmu,2009,984175450.5313
bmu,2010,1013319126.84783
bmu,2011,896834813.39642
bmu,2012,898603799.29164
bmu,2013,895447496.48282
bmu,2014,987427804.00082
bmu,2015,888310455.92188
bmu,2016,944178453.07222
bmu,2017,949858033.26336
bmu,2018,1096634556.36192
bmu,2019,1071807591.00778
bmu,2020,796484714.4036
bol,1976,147100000
bol,1977,181900000
bol,1978,224200000
bol,1979,392500000
bol,1980,258500000
bol,1981,319800000
bol,1982,221700000
bol,1983,244600000
bol,1984,253500000
bol,1985,246100000
bol,1986,245800000
bol,1987,270200000
bol,1988,254800000
bol,1989,298200000
bol,1990,310600000
bol,1991,311200000
bol,1992,311000000
bol,1993,321700000
bol,1994,337500000
bol,1995,350200000
bol,1996,363420000
bol,1997,418740000
bol,1998,440500000
bol,1999,449700000
bol,2000,467680000
bol,2001,399443800
bol,2002,433295000
bol,2003,550740000
bol,2004,606221071
bol,2005,681954426.19
bol,2006,824794485
bol,2007,896731585.55
bol,2008,1014028000
bol,2009,1012220000
bol,2010,1148813465
bol,2011,1650733456
bol,2012,1921422621.98739
bol,2013,2331501739.03161
bol,2014,3024822580.46397
bol,2015,2835251387.9661
bol,2016,2857927957.17761
bol,2017,3081140402.429
bol,2018,3089472122.59663
bol,2019,2892666618.86582
bol,2020,1841819425.19759
bra,1975,2504000000
bra,1976,2603000000
bra,1977,2793000000
bra,1978,3074000000
bra,1979,3799000000
bra,1980,4871000000
bra,1981,5138000000
bra,1982,5397000000
bra,1983,4131000000
bra,1984,3696000000
bra,1985,3790000000
bra,1986,4389000000
bra,1987,4316000000
bra,1988,5302000000
bra,1989,5917000000
bra,1990,7523000000
bra,1991,7210000000
bra,1992,7430000000
bra,1993,9555000000
bra,1994,10254000000
bra,1995,13630000000
bra,1996,12717000000
bra,1997,16549562409.4684
bra,1998,17203365766.0922
bra,1999,13428682086.7724
bra,2000,15977879403.9768
bra,2001,16385409035.2037
bra,2002,13883455496.2164
bra,2003,14693267326.7568
bra,2004,16407698292.7251
bra,2005,23180378444.7396
bra,2006,27789436024.6957
bra,2007,35840056217.1515
bra,2008,45745900957.6213
bra,2009,45660728805.37
bra,2010,60908148117.85
bra,2011,74232900870.66
bra,2012,79099301450.22
bra,2013,84487200195.75998
bra,2014,88171482555.44
bra,2015,70822380077.61
bra,2016,63853577143.82
bra,2017,72781999448.38
bra,2018,71373652965.35001
bra,2019,69764511370.63
bra,2020,49517060518.95
bra,2021,50275341727.94
brb,1967,19493611.9081
brb,1968,23546986.10523
brb,1969,28687093.36106
brb,1970,32847039.68538
brb,1971,35229485.80398
brb,1972,39108928.54591
brb,1973,40013450.787
brb,1974,37752978.31622
brb,1975,46422285.2029
brb,1976,52640477.575
brb,1977,59729553.45
brb,1978,74089295.05
brb,1979,90017441.635
brb,1980,113712207.5
brb,1981,126303805
brb,1982,136351345
brb,1983,128864542.5
brb,1984,131669210
brb,1985,131708882.5
brb,1986,140103766.65533
brb,1987,159076202.68926
brb,1988,143698231.58494
brb,1989,171249534.08468
brb,1990,164552776.72538
brb,1991,149351590.1599
brb,1992,150461040.60638
brb,1993,189617785.78744
brb,1994,210094806.44362
brb,1995,242550160.88613
brb,1996,262693223.67892
brb,1997,279954709.97918
brb,1998,298767279.67732
brb,1999,317862910.31379
brb,2000,380634377.03346
brb,2001,359262866.42348
brb,2002,376380698.97486
brb,2003,450121368.67942
brb,2004,431919841.72258
brb,2005,522228354.01773
brb,2006,529564424.41692
brb,2007,574502119.62045
brb,2008,662598789.75274
brb,2009,627917354.81861
brb,2010,670097175.00903
brb,2011,520915376.84314
brb,2012,569479912.40961
brb,2013,745250119.62579
brb,2014,687399401.47895
brb,2015,712557509.09759
brb,2016,678643457.09067
brn,2001,1053875851.67893
brn,2002,876181695.65924
brn,2003,1033761550.97749
brn,2004,1075709466.66068
brn,2005,1110128040.9867
brn,2006,1213557773.417
brn,2007,1316836165.43048
brn,2008,1402500474.43175
brn,2009,1434187540.87314
brn,2010,1269213960.46166
brn,2011,1818050561.54472
brn,2012,2639349620.01026
brn,2013,2859224099.13635
brn,2014,2186833136.49062
brn,2015,1654012199.76887
brn,2016,1644488334.32961
brn,2017,1248997650.98787
brn,2018,1575625756.37335
brn,2019,1806316939.12543
brn,2020,1206228992.99531
btn,2006,64524892.47444
btn,2007,89442902.26759
btn,2008,120700608.64536
btn,2009,98719404.64197
btn,2010,140219792.04433
btn,2011,176574874.19475
btn,2012,195441610.542
btn,2013,177358380.40424
btn,2014,189535352.57354
btn,2015,195095979.16457
btn,2016,207400265.77676
btn,2017,209836191.38381
btn,2018,228261957.021
btn,2019,219218302.15427
btn,2020,225520503.85128
bwa,1975,75996504.10845
bwa,1976,78430019.6977
bwa,1977,89909295.04926
bwa,1978,101913043.18132
bwa,1979,155090756.09413
bwa,1980,215896298.00366
bwa,1981,211774688.87538
bwa,1982,181613201.25771
bwa,1983,209403401.02711
bwa,1984,190238041.50778
bwa,1985,130455349.80778
bwa,1986,154964161.44716
bwa,1987,203402045.63492
bwa,1988,238763526.49244
bwa,1989,227953362.12184
bwa,1990,375927355.11133
bwa,1991,382526996.52248
bwa,1992,360094325.08976
bwa,1993,325619306.04707
bwa,1994,311959251.23075
bwa,1995,444230949.5925
bwa,1996,348078984.49651
bwa,1997,444160810.20499
bwa,1998,525452213.50346
bwa,1999,518035304.18383
bwa,2000,547443100.98992
bwa,2001,362000542.10594
bwa,2002,340046909.46684
bwa,2003,451464745.10068
bwa,2004,570323616.09204
bwa,2005,594002442.95695
bwa,2006,581101144.02346
bwa,2007,724358804.66366
bwa,2008,559631283.0189
bwa,2009,794781556.20088
bwa,2010,952785041.67031
bwa,2011,1059070797.33618
bwa,2012,1044284770.67356
bwa,2013,1090792625.5645
bwa,2014,1230231184.51094
bwa,2015,1118722459.33443
bwa,2016,1019067537.94158
bwa,2017,1130949848.31502
bwa,2018,1254059688.40176
bwa,2019,1369973857.19104
bwa,2020,1085340494.49781
caf,1977,70241867.53561
caf,1978,87917060.87062
caf,1979,113335904.69178
caf,1980,142328016.26724
caf,1981,92087241.88955
caf,1982,106394810.54557
caf,1983,103667071.49269
caf,1984,86381563.5629
caf,1985,108048078.80671
caf,1986,141649332.271
caf,1987,154417151.87387
caf,1988,151033302.05671
caf,1989,144447652.53434
caf,1990,168549155.19846
caf,1991,136660956.52456
caf,1992,152690789.3837
caf,1993,131899490.6246
caf,1994,113831890.28212
can,1960,1529267841.99
can,1961,1489953450.36361
can,1962,1428316041.89157
can,1963,1439419689.7346
can,1964,1614539858.80182
can,1965,1756544345.2012
can,1966,1979410617.91125
can,1967,2163054642.46099
can,1968,2363687273.4033
can,1969,2898502567.82268
can,1970,3303302618.44246
can,1971,3590257700.99692
can,1972,3921578445.69534
can,1973,4577909481.89371
can,1974,5734016807.07168
can,1975,6797257573.06501
can,1976,8085932710.60142
can,1977,8405548920.32934
can,1978,8868573323.98806
can,1979,9231600401.55515
can,1980,10665850857.9117
can,1981,12196218261.4486
can,1982,11865115207.2125
can,1983,12792202454.4077
can,1984,13438219294.5765
can,1985,14184487322.5576
can,1986,15510800610.6887
can,1987,17218783845.7184
can,1988,20481158558.0252
can,1989,23798201273.8893
can,1990,27197547052.5508
can,1991,29193137796.4248
can,1992,29702674942.978
can,1993,31109007635.6524
can,1994,30813113521.8881
can,1995,31973786674.90129
can,1996,34503498700.7613
can,1997,36213460699.8031
can,1998,36534166833.4938
can,1999,39187897180.1947
can,2000,42970424016.7569
can,2001,42123325538.8228
can,2002,43532101580.5492
can,2003,50432044985.3923
can,2004,57656056408.6726
can,2005,65194728778.1801
can,2006,72942113507.87151
can,2007,82582819572.09929
can,2008,89925399192.0565
can,2009,83248040464.3992
can,2010,98437352799.73128
can,2011,107414566548.08501
can,2012,114024620099.399
can,2013,115622359687.972
can,2014,114239109597.15401
can,2015,104975888754.76401
can,2016,104550207374.724
can,2017,111907891781.705
can,2018,122227887628.483
can,2019,126320111140.192
can,2020,97968576791.2336
can,2021,104960314534.452
che,1977,2523530415.23322
che,1978,3515577618.6483
che,1979,4237298721.20396
che,1980,4885194023.66815
che,1981,4696206438.48386
che,1982,4732906200.03756
che,1983,4625223803.81178
che,1984,4526567410.75604
che,1985,4842244493.05591
che,1986,6546717932.6953
che,1987,8182717401.63067
che,1988,9226406068.47536
che,1989,9193828086.86217
che,1990,11201578336.7627
che,1991,11103270544.1105
che,1992,11904018555.4401
che,1993,11548044572.0022
che,1994,12768204548.1715
che,1995,15036614148.7833
che,1996,15691226117.9117
che,1997,14099783061.1946
che,1998,15085022081.3201
che,1999,14883202117.6155
che,2000,35109532377.6393
che,2001,34739446040.7423
che,2002,36616433731.5872
che,2003,42666753070.7584
che,2004,53048362424.4818
che,2005,57532210324.843
che,2006,59598766074.3641
che,2007,69026527134.47031
che,2008,77519497778.04179
che,2009,80959568407.68878
che,2010,86552691916.52678
che,2011,104730417103.013
che,2012,108255225812.592
che,2013,113417366613.089
che,2014,122780696037.899
che,2015,117752586405.058
che,2016,121224474578.963
che,2017,129086164040.065
che,2018,133251260523.90401
che,2019,132228109507.70399
che,2020,126593870385.202
chl,1975,535000000
chl,1976,515000000
chl,1977,734000000
chl,1978,751000000
chl,1979,1048000000
chl,1980,1583000000
chl,1981,1780000000
chl,1982,1410000000
chl,1983,1236000000
chl,1984,1207000000
chl,1985,1080500000
chl,1986,1505400000
chl,1987,1498800000
chl,1988,1780400000
chl,1989,1994910000
chl,1990,2076310000
chl,1991,2093100000
