geo,time,ne_rsb_gnfs_kn
hnd,2015,-21502200000
hnd,2016,-18485900000
hnd,2017,-22330100000
hnd,2018,-26975100000
hnd,2019,-20729300000
hnd,2020,-19213900000
hrv,2015,745924348.56601
hrv,2016,1690043712.87402
hrv,2017,-785579145.35803
hrv,2018,-7682525427.39301
hrv,2019,-7598132613.37799
hrv,2020,-27566891195.44
hun,1991,111042232000
hun,1992,171755653000
hun,1993,-804409933000
hun,1994,-729781775000
hun,1995,-113376000000
hun,1996,-23015000000
hun,1997,-93240000000
hun,1998,-555253000000
hun,1999,-733747000000
hun,2000,-757494000000
hun,2001,-502609000000
hun,2002,-864742000000
hun,2003,-1314151000000
hun,2004,-1564058000000
hun,2005,-990549000000
hun,2006,-421425000000
hun,2007,-99037000000
hun,2008,76060000000
hun,2009,902133000000
hun,2010,1286394000000
hun,2011,1902724000000
hun,2012,2209515000000
hun,2013,2297212000000
hun,2014,2103014000000
hun,2015,2703670000000
hun,2016,2899569000000
hun,2017,2532737000000
hun,2018,2039725000000
hun,2019,1218273000000
hun,2020,259008000000
idn,2010,130198052766900
idn,2011,145446067519700
idn,2012,34764181926500
idn,2013,80246357010100
idn,2014,60773181514700
idn,2015,141528034124500
idn,2016,153049475669600
idn,2017,181745348025200
idn,2018,83124952798900
idn,2019,226325209223700
idn,2020,351871620699900
irl,1970,-2952091000
irl,1971,-3123687000
irl,1972,-3374092000
irl,1973,-4546694000
irl,1974,-4225779000
irl,1975,-2498044000
irl,1976,-3379036000
irl,1977,-3762287000
irl,1978,-4681110000
irl,1979,-6133473000
irl,1980,-4602102000
irl,1981,-4650603000
irl,1982,-3419759000
irl,1983,-2812898000
irl,1984,-2104748000
irl,1985,-1604258000
irl,1986,-2192931000
irl,1987,-917910000
irl,1988,-86626000
irl,1989,-828058000
irl,1990,61843000
irl,1991,981741000
irl,1992,2743898000
irl,1993,3671832000
irl,1994,4111128000
irl,1995,6283773000
irl,1996,6876733000
irl,1997,8537040000
irl,1998,7553308000
irl,1999,11103089000
irl,2000,13035819000
irl,2001,15790654000
irl,2002,18130728000
irl,2003,18701022000
irl,2004,25417075000
irl,2005,18021293000
irl,2006,14665951000
irl,2007,15298986000
irl,2008,13053810000
irl,2009,23753889000
irl,2010,33803742000
irl,2011,35529168000
irl,2012,35530351000
irl,2013,39662695000
irl,2014,45316395000
irl,2015,75678774000
irl,2016,43821866000
irl,2017,72745008000
irl,2018,105412630000
irl,2019,21259218000
irl,2020,96377280000
irq,2007,19735286100000
irq,2008,14142656222743.19922
irq,2009,17112241605009
irq,2010,12033731651061.09961
irq,2011,12016264964910.90039
irq,2012,16550851333753.90039
irq,2013,15429215996276.90039
irq,2014,22136381540604.89453
irq,2015,59430581879271
irq,2016,70172315592121
irq,2017,64801949051183
irq,2018,64196129923836
irq,2019,54696019954282
isl,1970,-12228728000
isl,1971,-75342871000
isl,1972,-52206950000
isl,1973,-85276914000
isl,1974,-127705391000
isl,1975,-80110274000
isl,1976,-42259862000
isl,1977,-78517533000
isl,1978,-51741302000
isl,1979,-41753090000
isl,1980,-43920195000
isl,1981,-59826235000
isl,1982,-87419954000
isl,1983,-16065074000
isl,1984,-40259269000
isl,1985,-38417776000
isl,1986,-19615774000
isl,1987,-105432475000
isl,1988,-96486359000
isl,1989,-33203954000
isl,1990,-37765113000
isl,1991,-86236547000
isl,1992,-65458547000
isl,1993,-6753340000
isl,1994,15297435000
isl,1995,-10538667000
isl,1996,-40492915000
isl,1997,-53162750000
isl,1998,-166306920000
isl,1999,-173066957000
isl,2000,-206947212000
isl,2001,-96487283000
isl,2002,-57803240000
isl,2003,-120214471000
isl,2004,-176421970000
isl,2005,-359506986000
isl,2006,-495507338000
isl,2007,-315016863000
isl,2008,-57309543000
isl,2009,198874479000
isl,2010,191029066000
isl,2011,172833694000
isl,2012,171206325000
isl,2013,237530787000
isl,2014,196670755000
isl,2015,172972387000
isl,2016,154645040000
isl,2017,83537967000
isl,2018,95575805000
isl,2019,140731054000
isl,2020,4900179000
isr,1970,-14528139000
isr,1971,-12999435000
isr,1972,-8949953000
isr,1973,-23164949000
isr,1974,-20084343000
isr,1975,-22673783000
isr,1976,-15970317000
isr,1977,-9326028000
isr,1978,-12008477000
isr,1979,-10120572000
isr,1980,-3180436000
isr,1981,-5969748000
isr,1982,-9875701000
isr,1983,-12929151000
isr,1984,-5305669000
isr,1985,2098084000
isr,1986,6198000
isr,1987,-7295071000
isr,1988,-6179779000
isr,1989,1203111000
isr,1990,-4404416000
isr,1991,-18923681000
isr,1992,-14234879000
isr,1993,-21351451000
isr,1994,-20869756000
isr,1995,-19708868000
isr,1996,-22573353000
isr,1997,-16625810000
isr,1998,-10667871000
isr,1999,-14125337000
isr,2000,5603826000
isr,2001,-9096478000
isr,2002,-10687771000
isr,2003,7152336000
isr,2004,20253391000
isr,2005,23969178000
isr,2006,28983045000
isr,2007,29762704000
isr,2008,39928457000
isr,2009,40101559000
isr,2010,45804471000
isr,2011,40623951000
isr,2012,33525357000
isr,2013,48509537000
isr,2014,43890611000
isr,2015,36509284000
isr,2016,10869497000
isr,2017,14611411000
isr,2018,8842151000
isr,2019,11380052000
isr,2020,42895997000
ita,1970,-9707268000
ita,1971,-6492260000
ita,1972,-8385700000
ita,1973,-12543762000
ita,1974,-8975124000
ita,1975,8758104000
ita,1976,8244856000
ita,1977,19131321000
ita,1978,26684494000
ita,1979,23792720000
ita,1980,3316165000
ita,1981,14256691000
ita,1982,12330252000
ita,1983,22333933000
ita,1984,17160540000
ita,1985,16708364000
ita,1986,11235549000
ita,1987,-1513819000
ita,1988,-3037758000
ita,1989,-3341013000
ita,1990,-11285394000
ita,1991,-20129887000
ita,1992,-21182617000
ita,1993,28869418000
ita,1994,35257241000
ita,1995,47178300000
ita,1996,55005300000
ita,1997,43450100000
ita,1998,25891200000
ita,1999,8013000000
ita,2000,12662100000
ita,2001,13511200000
ita,2002,249800000
ita,2003,-7594700000
ita,2004,-2027800000
ita,2005,-2999800000
ita,2006,-1774300000
ita,2007,1479100000
ita,2008,5513900000
ita,2009,-16990000000
ita,2010,-20601300000
ita,2011,-37500000
ita,2012,45535300000
ita,2013,58394600000
ita,2014,56562400000
ita,2015,49888900000
ita,2016,41707100000
ita,2017,40965900000
ita,2018,35526400000
ita,2019,47368500000
ita,2020,35038600000
jam,2007,-192954000000
jam,2008,-204278000000
jam,2009,-112999000000
jam,2010,-115108000000
jam,2011,-137584000000
jam,2012,-125451000000
jam,2013,-122518000000
jam,2014,-119379000000
jam,2015,-98199000000
jam,2016,-89138000000
jam,2017,-96452000000
jam,2018,-95279000000
jam,2019,-101139000000
jam,2020,-88918822000
jor,2016,-5645048600
jor,2017,-5865436600
jor,2018,-4731488600
jor,2019,-3626929000
jor,2020,-4829595900
jpn,1970,-6823103295000
jpn,1971,-6602867243000
jpn,1972,-7875914886000
jpn,1973,-11598383123000
jpn,1974,-10196084765000
jpn,1975,-8002387989000
jpn,1976,-7331497363000
jpn,1977,-6549553207000
jpn,1978,-8135338800000
jpn,1979,-10543839878000
jpn,1980,-5653745138000
jpn,1981,-3621497519000
jpn,1982,-3137756055000
jpn,1983,-1167616235000
jpn,1984,-179673805000
jpn,1985,1953161604000
jpn,1986,-475949373000
jpn,1987,-2958731841000
jpn,1988,-6708354340000
jpn,1989,-10344489178000
jpn,1990,-11471115648000
jpn,1991,-9219316002000
jpn,1992,-7194341628000
jpn,1993,-6496327527000
jpn,1994,-8619600000000
jpn,1995,-13113800000000
jpn,1996,-17425000000000
jpn,1997,-13089800000000
jpn,1998,-10163100000000
jpn,1999,-11311300000000
jpn,2000,-10791500000000
jpn,2001,-14993900000000
jpn,2002,-11643100000000
jpn,2003,-8754000000000
jpn,2004,-6110600000000
jpn,2005,-5698700000000
jpn,2006,-2003600000000
jpn,2007,2970500000000
jpn,2008,3717600000000
jpn,2009,-3602000000000
jpn,2010,4954700000000
jpn,2011,417700000000
jpn,2012,-3929800000000
jpn,2013,-5999200000000
jpn,2014,-5475000000000
jpn,2015,-2980100000000
jpn,2016,-324200000000
jpn,2017,2822800000000
jpn,2018,2875600000000
jpn,2019,1791500000000
jpn,2020,-2970200000000
ken,2016,-635284000000
ken,2017,-849420700000
ken,2018,-808434300000
ken,2019,-875829000000
ken,2020,-798787300000
kgz,2010,-66384500000
kgz,2011,-75391800000
kgz,2012,-126236490200
kgz,2013,-122649591900
kgz,2014,-133923409500
kgz,2015,-107797457300
kgz,2016,-109599455100
kgz,2017,-119101840500
kgz,2018,-138875048900
kgz,2019,-136769220800
kgz,2020,-97220484700
khm,2000,-1678236960000
khm,2001,-1396975727900
khm,2002,-1723419150800
khm,2003,-2120085914500
khm,2004,-1689594896900
khm,2005,-2104799619700
khm,2006,-1944799546000
khm,2007,-2529194705000
khm,2008,-4499591123200
khm,2009,-3973876421000
khm,2010,-3857496456900
khm,2011,-3846923082300
khm,2012,-5229233876200
khm,2013,-6393651496300
khm,2014,-6592476107000
khm,2015,-6710270531500
khm,2016,-7286605012600
khm,2017,-6971404752200
khm,2018,-9608894319700
khm,2019,-9303450821000
khm,2020,-10161150629500
kir,2008,-101134000
kir,2009,-95815000
kir,2010,-90612000
kir,2011,-102944000
kir,2012,-114979000
kir,2013,-129825000
kir,2014,-145313000
kir,2015,-169383000
kir,2016,-174070000
kir,2017,-174740000
kir,2018,-164341000
kor,2015,113518500000000
kor,2016,99418200000000
kor,2017,61694300000000
kor,2018,79673800000000
kor,2019,94851200000000
kor,2020,103290400000000
kos,2008,-1498150000
kos,2009,-1436858000
kos,2010,-1492228000
kos,2011,-1600637000
kos,2012,-1520810100
kos,2013,-1481020300
kos,2014,-1543205100
kos,2015,-1438937200
kos,2016,-1513846500
kos,2017,-1388568300
kos,2018,-1571365800
kos,2019,-1585108700
kos,2020,-1953349900
kwt,2010,12014000000
kwt,2011,14640600000
kwt,2012,15103200000
kwt,2013,14029800000
kwt,2014,13439500000
kwt,2015,12322800000
kwt,2016,12384400000
kwt,2017,9772800000
kwt,2018,9439835293.2091
kwt,2019,8550211718.9356
lao,2012,-18306454343200
lao,2013,-18910198465600
lao,2014,-17706175040900
lao,2015,-17394563987100
lao,2016,-15698851399600
lbn,2010,-14517760556187.80078
lbn,2011,-12932700754629.09961
lbn,2012,-16577362697248.30078
lbn,2013,-18970275150882.89453
lbn,2014,-20340254014605.89453
lbn,2015,-21787376097562.5
lbn,2016,-24458638580950.10156
lbn,2017,-24622416188925.5
lbn,2018,-26031899985974.60156
lbn,2019,-20771704409600.60156
lbn,2020,-11478197517800
lby,2003,8076000000
lby,2004,5628938600
lby,2005,5631539100
lby,2006,10246639900
lby,2007,8599558800
lby,2008,4701082600
lby,2009,-1233054500
lby,2010,-1818937900
lby,2011,-3547686000
lby,2012,-1990107700
lby,2013,-14967460200
lby,2014,-20592347500
lby,2015,-9661673900
lby,2016,-4555980400
lby,2017,-264971700
lby,2018,-548387100
lby,2019,-2754257063.4
lby,2020,-10199667680.09
lka,2010,-465583729200
lka,2011,-743500352300
lka,2012,-756326025500
lka,2013,-632109969000
lka,2014,-770602696800
lka,2015,-943307402500
lka,2016,-1156414401600
lka,2017,-1231605426500
lka,2018,-1275272236900
lka,2019,-978156615200
lka,2020,-832564532900
lso,2012,-13554440500
lso,2013,-12593243200
lso,2014,-13177637200
lso,2015,-13378988300
lso,2016,-12663097700
lso,2017,-12520662100
lso,2018,-12106433600
lso,2019,-13412355400
ltu,1995,78323000
ltu,1996,-64888000
ltu,1997,-387425000
ltu,1998,-600413000
ltu,1999,-832221000
ltu,2000,-433879000
ltu,2001,-220115000
ltu,2002,-259168000
ltu,2003,-337729000
ltu,2004,-1653218000
ltu,2005,-1956214000
ltu,2006,-2450806000
ltu,2007,-3919889000
ltu,2008,-4210686000
ltu,2009,-208175000
ltu,2010,-312299000
ltu,2011,-294917000
ltu,2012,909579000
ltu,2013,1309718000
ltu,2014,1249336000
ltu,2015,-372350000
ltu,2016,-159929000
ltu,2017,463825000
ltu,2018,732499000
ltu,2019,2041928000
ltu,2020,3681834000
lux,1970,1420562000
lux,1971,1162954000
lux,1972,1440251000
lux,1973,1862630000
lux,1974,2522406000
lux,1975,1465442000
lux,1976,1460596000
lux,1977,1946322000
lux,1978,1613471000
lux,1979,2086811000
lux,1980,1502869000
lux,1981,1219224000
lux,1982,1213178000
lux,1983,1699253000
lux,1984,2441161000
lux,1985,2928377000
lux,1986,3178155000
lux,1987,2763489000
lux,1988,3156517000
lux,1989,4086066000
lux,1990,4413729000
lux,1991,4829009000
lux,1992,6087861000
lux,1993,6290756000
lux,1994,6967754000
lux,1995,7356885000
lux,1996,7453012000
lux,1997,7854900000
lux,1998,8813717000
lux,1999,9501008000
lux,2000,11165152000
lux,2001,11705700000
lux,2002,12327126000
lux,2003,12284651000
lux,2004,13482213000
lux,2005,14201111000
lux,2006,16806264000
lux,2007,19207012000
lux,2008,17600505000
lux,2009,17476467000
lux,2010,16909010000
lux,2011,16110767000
lux,2012,16272960000
lux,2013,17362342000
lux,2014,17197117000
lux,2015,17617323000
lux,2016,19895295000
lux,2017,18972886000
lux,2018,19976237000
lux,2019,20141747000
lux,2020,20062668000
lva,1995,-517558000
lva,1996,-941087000
lva,1997,-642025000
lva,1998,-1314914000
lva,1999,-1302692000
lva,2000,-797220000
lva,2001,-1269410000
lva,2002,-1170690000
lva,2003,-1784944000
lva,2004,-2586363000
lva,2005,-2567602000
lva,2006,-4391875000
lva,2007,-5497747000
lva,2008,-3434037000
lva,2009,-384879000
lva,2010,-372833000
lva,2011,-1567564000
lva,2012,-1127813000
lva,2013,-1020602000
lva,2014,-602835000
lva,2015,-423506000
lva,2016,-382833000
lva,2017,-750223000
lva,2018,-1121066000
lva,2019,-1312014000
lva,2020,-1225270000
mac,2018,227891000000
mac,2019,225674000000
mac,2020,7220000000
mar,2007,-60504000000
mar,2008,-105437000000
mar,2009,-98402213300
mar,2010,-86232750000
mar,2011,-102153437300
mar,2012,-107293853500
mar,2013,-107085883600
mar,2014,-98064806100
mar,2015,-78940760300
mar,2016,-115057000000
mar,2017,-114472367600
mar,2018,-127683920700
mar,2019,-121548279200
mar,2020,-115052995600
mda,2010,-27848506000
mda,2011,-32283993000
mda,2012,-34053771800
mda,2013,-33758957000
mda,2014,-35558336700
mda,2015,-30551057500
mda,2016,-28888165300
mda,2017,-32123108900
mda,2018,-36371507600
mda,2019,-37669363586.0099
mda,2020,-37667914002.48689
mdg,2007,-1774772485200
mdg,2008,-3515757574700
mdg,2009,-3227656298700
mdg,2010,-2601013734300
mdg,2011,-2510825887500
mdg,2012,-2488309484300
mdg,2013,-2774993194200
mdg,2014,-1524803199800
mdg,2015,-2071142341600
mdg,2016,-2530706297000
mdg,2017,-1802224561700
mdg,2018,-2775092669700
mdg,2019,-2322311765300
mdg,2020,-3961653395800
mdv,2014,9445000000
mdv,2015,3879130200
mdv,2016,3907569600
mdv,2017,3824470500
mdv,2018,3029301200
mdv,2019,7219173100
mdv,2020,-2368749700
mex,2013,-187768864000
mex,2014,-144788683000
mex,2015,-17477852000
mex,2016,25115560000
mex,2017,-107870811000
mex,2018,-141982484000
mex,2019,8158537000
mex,2020,504847603000
mkd,2005,-50048000000
mkd,2006,-51819000000
mkd,2007,-61015000000
mkd,2008,-77564000000
mkd,2009,-70187000000
mkd,2010,-62491000000
mkd,2011,-56138000000
mkd,2012,-70919000000
mkd,2013,-65991000000
mkd,2014,-71251000000
mkd,2015,-81328000000
mkd,2016,-94891000000
mkd,2017,-92376000000
mkd,2018,-96885000000
mkd,2019,-110203000000
mkd,2020,-99869000000
mli,1999,-201697000000
mli,2000,-183662061100
mli,2001,-139079583800
mli,2002,31992065500
mli,2003,-113463359200
mli,2004,-144515200800
mli,2005,-111911705900
mli,2006,-131582917000
mli,2007,-247102486800
mli,2008,-414261502400
mli,2009,-441223554000
mli,2010,-735315320100
mli,2011,-771578798200
mli,2012,-633407537200
mli,2013,-968104966000
mli,2014,-1066618664200
mli,2015,-1212579152100
mli,2016,-1454497205100
mli,2017,-1032772008500
mli,2018,-795438846200
mli,2019,-876046352600
mli,2020,-818103786000
mlt,2020,778814034.8915
mmr,2016,-5911068400000
mmr,2017,-5916610200000
mmr,2018,-3040448000000
mmr,2019,1324275500000
mmr,2020,2000096475000.01001
mne,2010,-802883000
mne,2011,-640336000
mne,2012,-657445000
mne,2013,-613434000
mne,2014,-652818000
mne,2015,-664025000
mne,2016,-894182000
mne,2017,-1065811000
mne,2018,-1198876000
mne,2019,-1182823000
mne,2020,-1405889000
mnp,2009,-91000000
mnp,2010,-102000000
mnp,2011,-132000000
moz,2014,-271597113300
moz,2015,-206389085900
moz,2016,-245557800800
moz,2017,-188328089800
moz,2018,-263089994100
moz,2019,-277849252000
moz,2020,-307537462900
mrt,2014,-33591600000
mrt,2015,-24020489600
mrt,2016,-21417273100
mrt,2017,-30403850200
mrt,2018,-45025365700
mrt,2019,-44281776300
mrt,2020,-48935546300
mus,2006,-22677000000
mus,2007,-24847745700
mus,2008,-23036951800
mus,2009,-7908391500
mus,2010,-2159976800
mus,2011,-3796363000
mus,2012,-322367300
mus,2013,-9314780200
mus,2014,-5354550700
mus,2015,-16917368300
mus,2016,-27674395700
mus,2017,-33475613600
mus,2018,-28622528500
mus,2019,-39760161900
mus,2020,-42809436900
mys,2015,88592004000
mys,2016,88925276000
mys,2017,85493155000
mys,2018,90768332000
mys,2019,100925000000
mys,2020,87806000000
nam,2015,-38690796800
nam,2016,-42560355500
nam,2017,-32077148400
nam,2018,-24707878900
nam,2019,-27243804600
nam,2020,-24866000000
ner,2015,-926952000000
ner,2016,-757982717000
ner,2017,-822653335300
ner,2018,-1014539038400
ner,2019,-1119300323600
ner,2020,-1222700266500
nga,2010,4369235490000
nga,2011,8739282716400
nga,2012,11030379221200
nga,2013,6607389530800
nga,2014,9411461095700
nga,2015,11247608919200
nga,2016,13698842955200
nga,2017,15084550272700
nga,2018,12368238413200
nga,2019,13313569315500
nga,2020,9379098287600
nld,1969,-1446735600
nld,1970,-3245379000
nld,1971,-472249000
nld,1972,2811811000
nld,1973,4026668000
nld,1974,7619786000
nld,1975,7229051000
nld,1976,7149405000
nld,1977,2947551000
nld,1978,858453000
nld,1979,2925721000
nld,1980,4585922000
nld,1981,10294945000
nld,1982,10216081000
nld,1983,9054148000
nld,1984,11976894000
nld,1985,11674560000
nld,1986,11042571000
nld,1987,11738645000
nld,1988,13207607000
nld,1989,15402045000
nld,1990,18642377000
nld,1991,20271721000
nld,1992,21010976000
nld,1993,27560204000
nld,1994,29364654000
nld,1995,30406143000
nld,1996,29431572000
nld,1997,29744141000
nld,1998,28040766000
nld,1999,28689854000
nld,2000,35393368000
nld,2001,32932334000
nld,2002,34262989000
nld,2003,34289592000
nld,2004,42876123000
nld,2005,46451695000
nld,2006,48111392000
nld,2007,41413946000
nld,2008,51509503000
nld,2009,43684935000
nld,2010,52424572000
nld,2011,60332446000
nld,2012,66806988000
nld,2013,69507841000
nld,2014,78279542000
nld,2015,51759000000
nld,2016,71528000000
nld,2017,77752271000
nld,2018,78999043000
nld,2019,73478317000
nld,2020,74030047000
nor,1970,7988000000
nor,1971,-2984000000
nor,1972,29366000000
nor,1973,14880000000
nor,1974,5720000000
nor,1975,4859000000
nor,1976,3313000000
nor,1977,4709000000
nor,1978,89171000000
nor,1979,95327000000
nor,1980,105120000000
nor,1981,107600000000
nor,1982,93285000000
nor,1983,130322000000
nor,1984,146739000000
nor,1985,152279000000
nor,1986,123655000000
nor,1987,153478000000
nor,1988,193798000000
nor,1989,245230000000
nor,1990,287579000000
nor,1991,325320000000
nor,1992,352301000000
nor,1993,357207000000
nor,1994,397460000000
nor,1995,413921000000
nor,1996,460804000000
nor,1997,474359000000
nor,1998,434577000000
nor,1999,472370000000
nor,2000,493959000000
nor,2001,530522000000
nor,2002,521603000000
nor,2003,512998000000
nor,2004,470144000000
nor,2005,423192000000
nor,2006,349645000000
nor,2007,287366000000
nor,2008,261608000000
nor,2009,305492000000
nor,2010,245226000000
nor,2011,202550000000
nor,2012,195929000000
nor,2013,130786000000
nor,2014,148705000000
nor,2015,178720000000
nor,2016,164597000000
nor,2017,165560000000
nor,2018,136196000000
nor,2019,95797000000
nor,2020,213708000000
nzl,1970,1996304000
nzl,1971,3071309000
nzl,1972,2416502000
nzl,1973,-143031000
nzl,1974,-2234399000
nzl,1975,2578821000
nzl,1976,4329278000
nzl,1977,4184206000
nzl,1978,4374365000
nzl,1979,3608691000
nzl,1980,5057964000
nzl,1981,4103745000
nzl,1982,4181900000
nzl,1983,5393205000
nzl,1984,5601026000
nzl,1985,5714468000
nzl,1986,6377427000
nzl,1987,6627317000
nzl,1988,7103433000
nzl,1989,3878183000
nzl,1990,5853360000
nzl,1991,9026666000
nzl,1992,8884382000
nzl,1993,9523847000
nzl,1994,9025373000
nzl,1995,8717307000
nzl,1996,8501294000
nzl,1997,9513264000
nzl,1998,9919695000
nzl,1999,10458073000
nzl,2000,12728391000
nzl,2001,12816512000
nzl,2002,13842913000
nzl,2003,10282407000
nzl,2004,6283133000
nzl,2005,3699373000
nzl,2006,6421045000
nzl,2007,3387512000
nzl,2008,3559878000
nzl,2009,10817193000
nzl,2010,6947234000
nzl,2011,4810202000
nzl,2012,5937236000
nzl,2013,1313403000
nzl,2014,-360515000
nzl,2015,2288000000
nzl,2016,-179967000
nzl,2017,-2847922000
nzl,2018,-3787402000
nzl,2019,-4814240000
nzl,2020,-5369698000
omn,2010,5310422527.38773
omn,2011,4255800000
omn,2012,2918500000
omn,2013,2478800000
omn,2014,3783900000
omn,2015,3607700000
omn,2016,4964800000
omn,2017,3099900000
omn,2018,4209200000
omn,2019,5014500000
omn,2020,2492600000
pan,2007,-1416900000
pan,2008,-2332500000
pan,2009,-452600000
pan,2010,-2905900000
pan,2011,-2443100000
pan,2012,-3174900000
pan,2013,-3873300000
pan,2014,-4465800000
pan,2015,-4222400000
pan,2016,-3905700000
pan,2017,-3913700000
pan,2018,-3844400000
pan,2019,-2961100000
per,2007,23517000000
per,2008,12060000000
per,2009,23875000000
per,2010,5696000000
per,2011,-2320000000
per,2012,-10435000000
per,2013,-14781000000
per,2014,-17933000000
per,2015,-14396000000
per,2016,-2646000000
per,2017,-589000000
per,2018,-819000000
per,2019,-4150000000
per,2020,-9545000000
phl,2018,-2143636985557.20972
phl,2019,-2176921561422.87012
phl,2020,-1406133353512.3501
pol,2015,49641000000
pol,2016,65798000000
pol,2017,66981000000
pol,2018,66669000000
pol,2019,92991000000
pol,2020,107235000000
prt,1970,-433711000
prt,1971,-856716000
prt,1972,-402963000
prt,1973,-1312686000
prt,1974,-3536583000
prt,1975,-1787470000
prt,1976,-2103702000
prt,1977,-2814546000
prt,1978,-2110199000
prt,1979,-606115000
prt,1980,-1190587000
prt,1981,-2017554000
prt,1982,-2005322000
prt,1983,447853000
prt,1984,2583099000
prt,1985,3406011000
prt,1986,2364580000
prt,1987,891153000
prt,1988,-805829000
prt,1989,438513000
prt,1990,-652578000
prt,1991,-2231182000
prt,1992,-4372849000
prt,1993,-4222309000
prt,1994,-4706209000
prt,1995,-4664477000
prt,1996,-5005305000
prt,1997,-6461057000
prt,1998,-9625605000
prt,1999,-12514700000
prt,2000,-12069153000
prt,2001,-11658158000
prt,2002,-10104293000
prt,2003,-7824268000
prt,2004,-10178541000
prt,2005,-11316340000
prt,2006,-9844736000
prt,2007,-9943333000
prt,2008,-11674541000
prt,2009,-10878329000
prt,2010,-11008152000
prt,2011,-3043762000
prt,2012,2723616000
prt,2013,4400212000
prt,2014,2366593000
prt,2015,1328685000
prt,2016,970797000
prt,2017,1280732000
prt,2018,653977000
prt,2019,-59994000
prt,2020,-5880625000
pry,2014,3324390879100
pry,2015,7176997814200
pry,2016,12676301274000
pry,2017,11481318898600
pry,2018,5646625349600
pry,2019,4472475191600
pry,2020,8778240512400
pse,2015,-5401200000
pse,2016,-5588000000
pse,2017,-5385900000
pse,2018,-5678100000
pse,2019,-5745600000
pse,2020,-4638800000
qat,2018,133770000000
qat,2019,121095909324.674
qat,2020,137102406401.81799
rwa,2017,-970897000000
rwa,2018,-1014484000000
rwa,2019,-1165502000000
rwa,2020,-1245722000000
sau,2010,328606000000
sau,2011,392695112400
sau,2012,376585390700
sau,2013,351470365900
sau,2014,279688465500
sau,2015,296691958400
sau,2016,532921706700
sau,2017,493860532900
sau,2018,559445498600
sau,2019,432015437400
sau,2020,492913438100
sdn,1996,-1310428208.93804
sdn,1997,-1831964280.96893
sdn,1998,-1933618798.55771
sdn,1999,-1114388585.79545
sdn,2000,-2186072226.68115
sdn,2001,-1979681787.53307
sdn,2002,-1744296250.51098
sdn,2003,-1919795930.33249
sdn,2004,-3695295050.44266
sdn,2005,-4188971608.32238
sdn,2006,-3317890600
sdn,2007,-2836647400
sdn,2008,-2874036000
sdn,2009,-2233004900
sdn,2010,-2258542200
sdn,2011,-222084200
sdn,2012,-366642900
sdn,2013,-438941600
sdn,2014,-508833200
sdn,2015,-568057900
sdn,2016,-764359400
sdn,2017,-991973600
sdn,2018,-1007928000
sdn,2019,-986181800
sdn,2020,-932260400
sen,2014,-1455106000000
sen,2015,-1533103000000
sen,2016,-1697102975900
sen,2017,-2187593686400
sen,2018,-2406457307100
sen,2019,-2363798672100
sen,2020,-2788444839400
sgp,2015,115591000000
sgp,2016,114474400000
sgp,2017,118310300000
sgp,2018,129109900000
sgp,2019,128854500000
sgp,2020,143758800000
slb,2012,-136000000
slb,2013,-455000000
slb,2014,-172000000
slb,2015,-367000000
slb,2016,-837000000
slb,2017,-285000000
slb,2018,293000000
slb,2019,-938000000
slb,2020,-1172000000
sle,2006,-456846000000
sle,2007,-418334000000
sle,2008,-619695000000
sle,2009,-1034907682700
sle,2010,-1393869149900
sle,2011,-3726643911300
sle,2012,-2597776040100
sle,2013,-2657407451500
sle,2014,-408131886500
sle,2015,-2454416966000
sle,2016,-3098834514800
sle,2017,-2758787000000
sle,2018,-3345842000000
sle,2019,-2973624000000
sle,2020,-3627365000000
slv,2014,-4291260000
slv,2015,-4619140000
slv,2016,-4513050000
slv,2017,-4433020000
slv,2018,-4593200000
slv,2019,-4532810000
slv,2020,-4873450000
srb,2015,-303832800000
srb,2016,-228099200000
srb,2017,-315783000000
srb,2018,-427553000000
srb,2019,-549324500000
srb,2020,-546126000000
ssd,2009,7287000000
ssd,2010,5812000000
ssd,2011,5754000000
ssd,2012,-5577000000
ssd,2013,-4987000000
ssd,2014,-3972517000
ssd,2015,-2803505600
svk,1992,-4088901000
svk,1993,-4023163000
svk,1994,-1487493000
svk,1995,-2639677000
svk,1996,-5789686000
svk,1997,-5743139000
svk,1998,-5708177000
svk,1999,-3304922000
svk,2000,-3168646000
svk,2001,-5231485000
svk,2002,-5117267000
svk,2003,-2933897000
svk,2004,-3977408000
svk,2005,-5312173000
svk,2006,-4987402000
svk,2007,-3327892000
svk,2008,-4027671000
svk,2009,-1923484000
svk,2010,-1925434000
svk,2011,-617318000
svk,2012,3406981000
svk,2013,3839598000
svk,2014,3449046000
svk,2015,2452508000
svk,2016,2715166000
svk,2017,2570285000
svk,2018,2895178000
svk,2019,1867659000
svk,2020,2529879000
svn,1990,2266742000
svn,1991,2050108000
svn,1992,1520982000
svn,1993,423881000
svn,1994,413915000
svn,1995,-465848000
svn,1996,-424278000
svn,1997,-479164000
svn,1998,-763309000
svn,1999,-1556073000
svn,2000,-966068000
svn,2001,-536060000
svn,2002,-264189000
svn,2003,-779914000
svn,2004,-1032977000
svn,2005,-400017000
svn,2006,-109716000
svn,2007,-844082000
svn,2008,-854881000
svn,2009,-213509000
svn,2010,553355000
svn,2011,961947000
svn,2012,1978626000
svn,2013,2269404000
svn,2014,2864128000
svn,2015,3108794000
svn,2016,3266666000
