geo,time,nv_ind_totl_cn
rwa,2010,582209000000
rwa,2011,749685000000
rwa,2012,855648000000
rwa,2013,889536000000
rwa,2014,985420000000
rwa,2015,1071469000000
rwa,2016,1150706000000
rwa,2017,1329888000000
rwa,2018,1439935000000
rwa,2019,1757828000000
rwa,2020,1883892000000
sau,1968,11692000300
sau,1969,12336000000
sau,1970,14120560497.6978
sau,1971,21081308725.2148
sau,1972,26973860197.5299
sau,1973,38640570107.7316
sau,1974,134014732279.256
sau,1975,118211769555.97
sau,1976,159405496484.659
sau,1977,175348440515.96201
sau,1978,164311805943.18201
sau,1979,243907197980.315
sau,1980,391348191442.81696
sau,1981,441089077454.164
sau,1982,314140579389.98199
sau,1983,220560666930.71497
sau,1984,194332854631.52701
sau,1985,155940303353.84799
sau,1986,121789810554.34801
sau,1987,128820403873.605
sau,1988,127424248669.045
sau,1989,151407761107.83899
sau,1990,216545696085.61401
sau,1991,241820786200
sau,1992,264735216300
sau,1993,238741131300
sau,1994,242039771900
sau,1995,263937657400
sau,1996,309938119100
sau,1997,315855883100
sau,1998,241892850000
sau,1999,288827000000
sau,2000,384952308700
sau,2001,355788470300
sau,2002,367898841500
sau,2003,442016420400
sau,2004,554758473600
sau,2005,764491324000
sau,2006,887504212000
sau,2007,982601718400
sau,2008,1301246077700
sau,2009,885336260500
sau,2010,1156460489900
sau,2011,1602826788700
sau,2012,1730216751200
sau,2013,1676105409000
sau,2014,1621686008300
sau,2015,1110765088800
sau,2016,1043766790000
sau,2017,1183875043900
sau,2018,1461180553000
sau,2019,1410428487600
sau,2020,1086004334700
sdn,1960,49300
sdn,1961,50300
sdn,1962,53900
sdn,1963,60600
sdn,1964,62700
sdn,1965,60300
sdn,1966,79500
sdn,1967,82400
sdn,1968,84000
sdn,1969,87300
sdn,1970,91900
sdn,1971,95200
sdn,1972,102000
sdn,1973,129600
sdn,1974,169100
sdn,1975,207300
sdn,1976,250200
sdn,1977,288200
sdn,1978,339700
sdn,1982,1125700
sdn,1983,1515100
sdn,1984,2018900
sdn,1985,2881700
sdn,1986,3912800
sdn,1987,5700300
sdn,1988,8411600
sdn,1989,13256500
sdn,1990,22216500
sdn,1991,37256000
sdn,1992,80114500
sdn,1993,172276000
sdn,1994,370964500
sdn,1995,816410500
sdn,1996,1644000000
sdn,1997,2582680000
sdn,1998,3290269100
sdn,1999,4190302500
sdn,2000,6328378900
sdn,2001,7943916000
sdn,2002,9921710000
sdn,2003,11058313000
sdn,2004,14716805000
sdn,2005,18835295000
sdn,2006,22585377400
sdn,2007,31551382800
sdn,2008,38224248800
sdn,2009,34427246200
sdn,2010,36151343400
sdn,2011,42504179600
sdn,2012,39779938300
sdn,2013,63558625800
sdn,2014,79768716500
sdn,2015,82299852300
sdn,2016,110975005000
sdn,2017,144065611700
sdn,2018,273405881500
sdn,2019,425260691000
sdn,2020,948524725600
sen,1960,33522315523.2446
sen,1961,37732094360.9158
sen,1962,40070860942.2688
sen,1963,40226778137.9223
sen,1964,44592474027.1378
sen,1965,46775323412.8374
sen,1966,48740673139.6988
sen,1967,52081767761.8288
sen,1968,52278302705.69309
sen,1969,57781281998.5489
sen,1970,63087726203.4311
sen,1971,66428820681.452
sen,1972,70752590167.0127
sen,1973,71145660054.7413
sen,1974,102787790628.38901
sen,1975,118903658331.00999
sen,1976,123817032648.16299
sen,1977,137967550768.03101
sen,1978,147008159482.772
sen,1979,172204037366.884
sen,1980,190632676382.26001
sen,1981,215793648829.46799
sen,1982,271128345144.65701
sen,1983,288546175750.73798
sen,1984,324079315835.73102
sen,1985,349857177775.20502
sen,1986,371635933265.95502
sen,1987,390797010987.16998
sen,1988,408960607525.17297
sen,1989,429105056834.10693
sen,1990,446916593879.43494
sen,1991,453044624600
sen,1992,496365685900
sen,1993,493352764900
sen,1994,677223858500
sen,1995,752344648600
sen,1996,812916848400
sen,1997,823665048000
sen,1998,904819081900
sen,1999,943191038500
sen,2000,1025296833700
sen,2001,1138403475800
sen,2002,1204599888700
sen,2003,1230998219400
sen,2004,1332052185100
sen,2005,1374638314600
sen,2006,1430972322500
sen,2007,1583116261300
sen,2008,1659856866800
sen,2009,1670580332500
sen,2010,1737027791600
sen,2011,1956539767900
sen,2012,2083960581100
sen,2013,2270032481500
sen,2014,2263176000000
sen,2015,2478640000000
sen,2016,2634002000000
sen,2017,2837969000000
sen,2018,3083348000000
sen,2019,3153692000000
sen,2020,3293206978500
sgp,1960,352900000
sgp,1961,394700000
sgp,1962,445000000
sgp,1963,527500000
sgp,1964,581700000
sgp,1965,660900000
sgp,1966,746300000
sgp,1967,870000000
sgp,1968,1041500000
sgp,1969,1253500000
sgp,1970,1583400000
sgp,1971,1973900000
sgp,1972,2566800000
sgp,1973,3177400000
sgp,1974,4006200000
sgp,1975,4284500000
sgp,1976,4797400000
sgp,1977,5192300000
sgp,1978,5759500000
sgp,1979,6995000000
sgp,1980,9023400000
sgp,1981,10450200000
sgp,1982,11327800000
sgp,1983,13104500000
sgp,1984,14671700000
sgp,1985,13146900000
sgp,1986,13547200000
sgp,1987,14857100000
sgp,1988,17943700000
sgp,1989,19691900000
sgp,1990,21752900000
sgp,1991,25619000000
sgp,1992,27418300000
sgp,1993,31470500000
sgp,1994,35234600000
sgp,1995,39196300000
sgp,1996,42844300000
sgp,1997,46190600000
sgp,1998,46038100000
sgp,1999,45112500000
sgp,2000,53761800000
sgp,2001,48876500000
sgp,2002,50945000000
sgp,2003,51417800000
sgp,2004,61996700000
sgp,2005,66811300000
sgp,2006,72959600000
sgp,2007,76971000000
sgp,2008,72362600000
sgp,2009,76292600000
sgp,2010,87096500000
sgp,2011,88757100000
sgp,2012,92276700000
sgp,2013,90233700000
sgp,2014,96423800000
sgp,2015,102847900000
sgp,2016,102613700000
sgp,2017,111629500000
sgp,2018,129309200000
sgp,2019,123642200000
sgp,2020,114295400000
sle,1964,60393800
sle,1965,68900000
sle,1966,66900000
sle,1967,66050000
sle,1968,76300000
sle,1969,89400000
sle,1970,91950000
sle,1971,91400000
sle,1972,100400000
sle,1973,114450000
sle,1974,119550000
sle,1975,119950000
sle,1976,128700000
sle,1977,154200000
sle,1978,195400000
sle,1979,225050000
sle,1980,233000000
sle,1981,231000000
sle,1982,256000000
sle,1983,266000000
sle,1984,358000000
sle,1985,565651300
sle,1986,1156879500
sle,1987,4029006900
sle,1988,3876179900
sle,1989,5672534800
sle,1990,17679400000
sle,1991,77842400000
sle,1992,131786400000
sle,1993,135754000000
sle,1994,205221000000
sle,1995,237175000000
sle,1996,314771300000
sle,1997,226099000000
sle,1998,249718000000
sle,1999,293539000000
sle,2000,355981000000
sle,2001,171220048900
sle,2002,231673481600
sle,2003,336511056300
sle,2004,460820948500
sle,2005,536888783400
sle,2006,578873787000
sle,2007,622786718700
sle,2008,585221044500
sle,2009,543945503400
sle,2010,798027303200
sle,2011,1007124743800
sle,2012,2400415254200
sle,2013,4525363294300
sle,2014,3542732944300
sle,2015,975616967200
sle,2016,1296924668900
sle,2017,1424167000000
sle,2018,1707692000000
sle,2019,2039394000000
sle,2020,2094117000000
slv,1965,203120000
slv,1966,230920000
slv,1967,240640000
slv,1968,248680000
slv,1969,262560000
slv,1970,274880000
slv,1971,294240000
slv,1972,323280000
slv,1973,350160000
slv,1974,418680000
slv,1975,499600000
slv,1976,558720000
slv,1977,673760000
slv,1978,782760000
slv,1979,819280000
slv,1980,784320000
slv,1981,772640000
slv,1982,753243200
slv,1983,783617100
slv,1984,826171700
slv,1985,887648800
slv,1986,855894700
slv,1987,1012681900
slv,1988,1063373300
slv,1989,1159307700
slv,1990,1122850939.56479
slv,1991,1208032600
slv,1992,1450129800
slv,1993,1754705400
slv,1994,2010712600
slv,1995,2273574900
slv,1996,2436677300
slv,1997,2577610900
slv,1998,2863562300
slv,1999,3032531900
slv,2000,3167520000
slv,2001,3325857700
slv,2002,3454175100
slv,2003,3569564100
slv,2004,3514089800
slv,2005,3596790000
slv,2006,3915460000
slv,2007,4171610000
slv,2008,4655240000
slv,2009,4395130000
slv,2010,4662880000
slv,2011,5313420000
slv,2012,5686440000
slv,2013,5744400000
slv,2014,5877360000
slv,2015,5927280000
slv,2016,6007900000
slv,2017,6287630000
slv,2018,6524860000
slv,2019,6786010000
slv,2020,5866220000
som,1960,89800000
som,1961,89800000
som,1962,89800000
som,1963,89800000
som,1964,95400000
som,1965,89800000
som,1966,134300000
som,1967,154800000
som,1968,243900000
som,1969,283000000
som,1970,319100000
som,1971,354900000
som,1972,378100000
som,1973,369600000
som,1974,503600000
som,1975,503600000
som,1976,639599872
som,1977,759000192
som,1978,565999872
som,1979,794000000
som,1980,1304999936
som,1981,1555000064
som,1982,2192000000
som,1983,2388999936
som,1984,4346999808
som,1985,6395999232
som,1986,11470002176
srb,1995,20916500000
srb,1996,37395300000
srb,1997,48213800000
srb,1998,62039800000
srb,1999,71801900000
srb,2000,153284400000
srb,2001,285181300000
srb,2002,349802800000
srb,2003,388422500000
srb,2004,462164400000
srb,2005,538193800000
srb,2006,626762100000
srb,2007,711658600000
srb,2008,802970000000
srb,2009,760032000000
srb,2010,821969700000
srb,2011,963070400000
srb,2012,1028948900000
srb,2013,1106122400000
srb,2014,1050001400000
srb,2015,1113157200000
srb,2016,1169184900000
srb,2017,1241690500000
srb,2018,1293471700000
srb,2019,1387891500000
srb,2020,1369473100000
ssd,2008,18054491000
ssd,2009,16747038400
ssd,2010,20578717200
ssd,2011,27280889300
ssd,2012,18003799500
ssd,2013,12080990500
ssd,2014,19234795700
ssd,2015,14310895700
ssd,2016,20784230000
ssd,2017,98429160000
ssd,2018,186339471700
ssd,2019,313494541600
ssd,2020,291070951700
stp,2001,112472600
stp,2002,116345500
stp,2003,135665000
stp,2004,151731700
stp,2005,185236700
stp,2006,228436600
stp,2007,265099000
stp,2008,431483000
stp,2009,568966000
stp,2010,635221800
stp,2011,685043300
stp,2012,763945500
stp,2013,879563900
stp,2014,1088585300
stp,2015,1076966900
stp,2016,1208051300
stp,2017,1327443700
stp,2018,1227970900
stp,2019,1266828600
stp,2020,1356581400
sur,1960,83100
sur,1961,82500
sur,1962,83700
sur,1963,88100
sur,1964,97000
sur,1965,114300
sur,1966,166200
sur,1967,199700
sur,1968,223000
sur,1969,235700
sur,1970,229000
sur,1971,260800
sur,1972,265400
sur,1973,300100
sur,1974,392100
sur,1975,299000
sur,1976,346000
sur,1977,467500
sur,1978,489500
sur,1979,529300
sur,1980,522000
sur,1981,575000
sur,1982,539000
sur,1983,484000
sur,1984,485000
sur,1985,472000
sur,1986,463000
sur,1987,457000
sur,1988,603000
sur,1989,683000
sur,1990,873000
sur,1991,810000
sur,1992,1019000
sur,1993,2353000
sur,1994,22153000
sur,1995,89334000
sur,1996,90710000
sur,1997,100670000
sur,1998,94015000
sur,1999,166824000
sur,2000,311362000
sur,2001,450467000
sur,2002,736611000
sur,2003,888165000
sur,2004,1259000000
sur,2005,1658000000
sur,2006,2665000000
sur,2007,2988000000
sur,2008,3886000000
sur,2009,3648000000
sur,2010,4218000000
sur,2011,5074000000
sur,2012,5795000000
sur,2013,5477000000
sur,2014,5231000000
sur,2015,4774000000
sur,2016,5528800000
sur,2017,10293400000
sur,2018,10962400000
sur,2019,10501700000
sur,2020,13512000000
svk,1995,5483566000
svk,1996,6300716000
svk,1997,6626082000
svk,1998,7465462000
svk,1999,8108162000
svk,2000,9313690000
svk,2001,10256892000
svk,2002,10915270000
svk,2003,12685325000
svk,2004,14795759000
svk,2005,16118550000
svk,2006,19324215000
svk,2007,21187969000
svk,2008,22673667000
svk,2009,18867607000
svk,2010,20951649000
svk,2011,21773297000
svk,2012,22604619000
svk,2013,21242410000
svk,2014,23215954000
svk,2015,24418139000
svk,2016,23765528000
svk,2017,24240440000
svk,2018,26144049000
svk,2019,27873657000
svk,2020,25196632000
svn,1995,3126859000
svn,1996,3652335000
svn,1997,4265523000
svn,1998,4786938000
svn,1999,5343013000
svn,2000,5744145000
svn,2001,6460748000
svn,2002,7056827000
svn,2003,7747162000
svn,2004,8358873000
svn,2005,8673071000
svn,2006,9479471000
svn,2007,10751308000
svn,2008,11297405000
svn,2009,9924358000
svn,2010,9638650000
svn,2011,9934968000
svn,2012,9931435000
svn,2013,10020915000
svn,2014,10589103000
svn,2015,10889139000
svn,2016,11310212000
svn,2017,12190496000
svn,2018,12978563000
svn,2019,14012642000
svn,2020,13776441000
swe,1980,178704680000
swe,1981,187294770000
swe,1982,202753103000
swe,1983,229401603000
swe,1984,267677091000
swe,1985,291268345000
swe,1986,313897907000
swe,1987,335959353000
swe,1988,364469435000
swe,1989,399978949000
swe,1990,420566602000
swe,1991,421558489000
swe,1992,405168263000
swe,1993,399674000000
swe,1994,443667000000
swe,1995,513319000000
swe,1996,513000000000
swe,1997,538705000000
swe,1998,568269000000
swe,1999,589327000000
swe,2000,635103000000
swe,2001,651331000000
swe,2002,665560000000
swe,2003,681293000000
swe,2004,709506000000
swe,2005,729854000000
swe,2006,788365000000
swe,2007,844812000000
swe,2008,835432000000
swe,2009,748521000000
swe,2010,848823000000
swe,2011,880992000000
swe,2012,861032000000
swe,2013,843600000000
swe,2014,869861000000
swe,2015,944038000000
swe,2016,958647000000
swe,2017,1023458000000
swe,2018,1062345000000
swe,2019,1106054000000
swe,2020,1052288000000
swz,1965,15800000
swz,1966,16500000
swz,1967,18100000
swz,1968,18600000
swz,1969,20700000
swz,1970,20800000
swz,1971,21800000
swz,1972,27300000
swz,1973,44600000
swz,1974,51200000
swz,1975,53000000
swz,1976,64000000
swz,1977,76000000
swz,1978,95000000
swz,1979,108000000
swz,1980,109504100
swz,1981,128400000
swz,1982,139700000
swz,1983,140000000
swz,1984,164200000
swz,1985,171300000
swz,1986,258700000
swz,1987,379700000
swz,1988,554900000
swz,1989,683300000
swz,1990,1062160000
swz,1991,1156451300
swz,1992,1323829100
swz,1993,1633611300
swz,1994,1814720100
swz,1995,2325849400
swz,1996,2505050700
swz,1997,2978288600
swz,1998,3284156400
swz,1999,3474547600
swz,2000,4751745800
swz,2001,5241523000
swz,2002,5930315600
swz,2003,6371451700
swz,2004,7126109600
swz,2005,8040149000
swz,2006,8875941400
swz,2007,9879160800
swz,2008,10774083500
swz,2009,12108375100
swz,2010,12253246700
swz,2011,12872904300
swz,2012,14763167600
swz,2013,15820061300
swz,2014,17094716000
swz,2015,18506451000
swz,2016,19837854400
swz,2017,19883211100
swz,2018,20533551400
swz,2019,22483013400
swz,2020,20555547400
sxm,2011,216700000
sxm,2012,205500000
sxm,2013,206200000
sxm,2014,203200000
sxm,2015,171500000
sxm,2016,162600000
sxm,2017,183600000
syc,1976,59274000
syc,1977,68200000
syc,1978,82100000
syc,1979,121800000
syc,1980,147300000
syc,1981,172800000
syc,1982,151200000
syc,1983,156700000
syc,1984,176500000
syc,1985,221200000
syc,1986,229800000
syc,1987,219100000
syc,1988,251700000
syc,1989,272200000
syc,1990,319800000
syc,1991,358100000
syc,1992,403200000
syc,1993,461400000
syc,1994,479800000
syc,1995,548600000
syc,1996,593800000
syc,1997,689000000
syc,1998,827100000
syc,1999,903000000
syc,2000,1019500000
syc,2001,1023700000
syc,2002,1156900000
syc,2003,1044400000
syc,2004,682871500
syc,2005,828824200
syc,2006,910986300
syc,2007,1113829100
syc,2008,1429725000
syc,2009,1617886600
syc,2010,1640851600
syc,2011,1808828100
syc,2012,2067771200
syc,2013,2021380100
syc,2014,2080621200
syc,2015,2168165000
syc,2016,2078245100
syc,2017,2310152600
syc,2018,2449901700
syc,2019,2616600000
syc,2020,2557000000
syr,1970,1554000000
syr,1971,1864000000
syr,1972,1955000000
syr,1973,2106000000
syr,1974,3824000000
syr,1975,4765000000
syr,1976,5925000000
syr,1977,6235000000
syr,1978,7850000000
syr,1979,10233000000
syr,1980,11614000000
syr,1981,16946000000
syr,1982,16094000000
syr,1983,16681000000
syr,1984,17281000000
syr,1985,18505000000
syr,1986,22618000000
syr,1987,24903000000
syr,1988,37140000000
syr,1989,49700000000
syr,1990,64802000000
syr,1991,67828000000
syr,1992,64490000000
syr,1993,74892000000
syr,1994,90773000000
syr,1995,103382000000
syr,1996,176486000000
syr,1997,213040000000
syr,1998,209157000000
syr,1999,245435000000
syr,2000,301412000000
syr,2001,293410000000
syr,2002,296253000000
syr,2003,303571000000
syr,2004,380365000000
syr,2005,469816000000
syr,2006,603948000000
syr,2007,688253000000
syr,2008,837831000000
syr,2009,688084000000
syr,2010,862445000000
syr,2011,1097247000000
syr,2012,757687000000
syr,2013,681326345800
syr,2014,704170531700
syr,2015,722795393000
syr,2016,985721786700
syr,2017,1408274649200
syr,2018,1779825000000
syr,2019,2152315000000
tca,2000,47964600
tca,2001,50250600
tca,2002,51687400
tca,2003,60542700
tca,2004,81174900
tca,2005,105308400
tca,2006,145994700
tca,2007,154496500
tca,2008,168594700
tca,2009,113911600
tca,2010,81977300
tca,2011,68414100
tca,2012,69094000
tca,2013,74155200
tca,2014,78203500
tca,2015,91053000
tca,2016,97719000
tca,2017,111805000
tca,2018,122021000
tca,2019,142093000
tca,2020,144724000
tcd,1960,7069798900
tcd,1961,8008492500
tcd,1962,7775164900
tcd,1963,8543969300
tcd,1964,9482667000
tcd,1965,11410592700
tcd,1966,13180460400
tcd,1967,14125608400
tcd,1968,15607308100
tcd,1969,15714833500
tcd,1970,16312674500
tcd,1971,17419110600
tcd,1972,19062098400
tcd,1973,21313690400
tcd,1974,23510433800
tcd,1975,27711439500
tcd,1976,30867309200
tcd,1977,31438279700
tcd,1978,33123180800
tcd,1979,22463125900
tcd,1980,19727680400
tcd,1981,28329710400
tcd,1982,34408119800
tcd,1983,41822005100
tcd,1984,62396974600
tcd,1985,59026054200
tcd,1986,53830428100
tcd,1987,48846627000
tcd,1988,57106726300
tcd,1989,72658121200
tcd,1990,79881675900
tcd,1991,68329149600
tcd,1992,64990486700
tcd,1993,56376629000
tcd,1994,76825869900
tcd,1995,96300000000
tcd,1996,102343981300
tcd,1997,123220899100
tcd,1998,132498839800
tcd,1999,115413451000
tcd,2000,107612876700
tcd,2001,163934274200
tcd,2002,197548592100
tcd,2003,372403835200
tcd,2004,1072300000000
tcd,2005,323916000000
tcd,2006,389435000000
tcd,2007,401813407000
tcd,2008,485290507400
tcd,2009,577188836400
tcd,2010,631736146700
tcd,2011,723275672300
tcd,2012,816660000000
tcd,2013,852801600000
tcd,2014,998852100000
tcd,2015,883839191800
tcd,2016,817368270100
tcd,2017,849450000000
tcd,2018,897054000000
tcd,2019,946040800000
tcd,2020,984198276300
tgo,1960,4599997400
tgo,1961,4799996900
tgo,1962,4599996900
tgo,1963,6399995400
tgo,1964,7799995400
tgo,1965,9600002000
tgo,1966,11699999700
tgo,1967,13299999700
tgo,1968,13100000300
tgo,1969,14800000000
tgo,1970,14800000000
tgo,1971,17799999500
tgo,1972,17200001000
tgo,1973,18300000300
tgo,1974,44700000300
tgo,1975,35100000300
tgo,1976,30300000300
tgo,1977,37199999000
tgo,1978,42399998000
tgo,1979,47900000300
tgo,1980,59499999200
tgo,1981,58800001000
tgo,1982,63099998200
tgo,1983,62499999700
tgo,1984,63400001500
tgo,1985,74199998500
tgo,1986,73000001500
tgo,1987,75000012800
tgo,1988,88500011000
tgo,1989,104960598000
tgo,1990,99883155500
tgo,1991,113708179500
tgo,1992,106529996800
tgo,1993,72220000300
tgo,1994,115809198100
tgo,1995,144968007700
tgo,1996,157880696800
tgo,1997,176056893400
tgo,1998,157899997200
tgo,1999,157299998700
tgo,2000,168808442800
tgo,2001,167532198300
tgo,2002,189041076300
tgo,2003,179093995900
tgo,2004,175467325900
tgo,2005,191781244100
tgo,2006,212202445100
tgo,2007,196072981100
tgo,2008,257446642100
tgo,2009,238718388000
tgo,2010,254175600000
tgo,2011,312459000000
tgo,2012,363913900000
tgo,2013,376306800000
tgo,2014,365353000000
tgo,2015,385418000000
tgo,2016,772124000000
tgo,2017,791856000000
tgo,2018,829601450000
tgo,2019,895460220000
tgo,2020,989682950000
tha,1960,10828000300
tha,1961,12244700200
tha,1962,14469499900
tha,1963,15506700300
tha,1964,17553999900
tha,1965,20892000300
tha,1966,24712900600
tha,1967,29270100000
tha,1968,31502000100
tha,1969,34727501800
tha,1970,37299998700
tha,1971,41500000300
tha,1972,46400000000
tha,1973,59499999200
tha,1974,74399998000
tha,1975,78199996400
tha,1976,95700000800
tha,1977,118400000000
tha,1978,144299999200
tha,1979,169599991800
tha,1980,189986996200
tha,1981,228861001700
tha,1982,248345002000
tha,1983,281667993600
tha,1984,315938996200
tha,1985,336418013200
tha,1986,374961012700
tha,1987,433432002600
tha,1988,539379990500
tha,1989,673188020200
tha,1990,812819021800
tha,1991,969012019200
tha,1992,1077328019500
tha,1993,1202731000000
tha,1994,1364786000000
tha,1995,1572243000000
tha,1996,1720054000000
tha,1997,1722306000000
tha,1998,1697812000000
tha,1999,1742486000000
tha,2000,1859073000000
tha,2001,1941358000000
tha,2002,2128653000000
tha,2003,2395406000000
tha,2004,2635833000000
tha,2005,2931945000000
tha,2006,3288588000000
tha,2007,3578910000000
tha,2008,3832258000000
tha,2009,3729076000000
tha,2010,4314798000000
tha,2011,4294521000000
tha,2012,4614688000000
tha,2013,4765511000000
tha,2014,4863862000000
tha,2015,4972278000000
tha,2016,5192229000000
tha,2017,5423938000000
tha,2018,5688317000000
tha,2019,5678043000000
tha,2020,5195950000000
tjk,1985,25200
tjk,1986,23800
tjk,1987,26500
tjk,1988,27000
tjk,1989,25000
tjk,1990,27400
tjk,1991,49200
tjk,1992,321000
tjk,1993,2964100
tjk,1994,6789000
tjk,1995,26217300
tjk,1996,89977100
tjk,1997,134338200
tjk,1998,255849300
tjk,1999,369336500
tjk,2000,630300000
tjk,2001,927700000
tjk,2002,1186100000
tjk,2003,1576800000
tjk,2004,1906700000
tjk,2005,1972200000
tjk,2006,2554500000
tjk,2007,3384000000
tjk,2008,4348400000
tjk,2009,5055800000
tjk,2010,6171000000
tjk,2011,6756600000
tjk,2012,7971300000
tjk,2013,9303900000
tjk,2014,10170800000
tjk,2015,15405600000
tjk,2016,17649800000
tjk,2017,20520300000
tjk,2018,24443200000
tjk,2019,26155400000
tjk,2020,27771300000
tkm,1987,1000
tkm,1988,1000
tkm,1989,1000
tkm,1990,900
tkm,1991,1800
tkm,1992,19500
tkm,1993,1198000
tkm,1994,7820000
tkm,1995,77060000
tkm,1996,1010820000
tkm,1997,1000520000
tkm,1998,1135600000
tkm,1999,1750800000
tkm,2000,2144600000
tkm,2001,3026600000
tkm,2002,3646200000
tkm,2003,4620000000
tkm,2004,5591400000
tkm,2005,6620000000
tkm,2006,7962955000
tkm,2007,10181600000
tkm,2008,29952000000
tkm,2009,35091000000
tkm,2010,38058000000
tkm,2011,54879000000
tkm,2012,66725000000
tkm,2013,70857000000
tkm,2014,75257000000
tkm,2015,68029000000
tkm,2016,65110000000
tkm,2017,62447000000
tkm,2018,64072000000
tkm,2019,66522000000
tls,2000,59024800
tls,2001,62922700
tls,2002,55967100
tls,2003,49916500
tls,2004,24280800
tls,2005,24526900
tls,2006,22915000
tls,2007,28876300
tls,2008,49954200
tls,2009,72926300
tls,2010,80542000
tls,2011,135305500
tls,2012,148340900
tls,2013,280489800
tls,2014,245631300
tls,2015,292007400
tls,2016,315338400
tls,2017,250023500
tls,2018,256677200
tls,2019,617602300
tls,2020,483183000
ton,1975,2178300
ton,1976,2268400
ton,1977,3034900
ton,1978,4338400
ton,1979,5254300
ton,1980,5864300
ton,1981,6065000
ton,1982,6520000
ton,1983,9080000
ton,1984,10265000
ton,1985,10805000
ton,1986,12577000
ton,1987,12631000
ton,1988,13494000
ton,1989,16996000
ton,1990,17230000
ton,1991,17126000
ton,1992,20175000
ton,1993,19270000
ton,1994,45927000
ton,1995,49679400
ton,1996,51713000
ton,1997,45386800
ton,1998,46857200
ton,1999,53943200
ton,2000,60794000
ton,2001,65288300
ton,2002,70467100
ton,2003,75789000
ton,2004,78108600
ton,2005,84533500
ton,2006,89960800
ton,2007,93869200
ton,2008,101551400
ton,2009,109273900
ton,2010,127636800
ton,2011,145595900
ton,2012,150796400
ton,2013,124007600
ton,2014,128388900
ton,2015,131552800
ton,2016,148549800
ton,2017,166383600
ton,2018,165061800
ton,2019,175900000
ton,2020,166600000
tto,1966,489900000
tto,1967,548400000
tto,1968,662100000
tto,1969,651900000
tto,1970,666100000
tto,1971,721800000
tto,1972,854400000
tto,1973,1173100000
tto,1974,2431900000
tto,1975,3072600000
tto,1976,3552900000
tto,1977,4330100000
tto,1978,4742000000
tto,1979,6366300000
tto,1980,8955200000
tto,1981,9321400000
tto,1982,9142400000
tto,1983,8632900000
tto,1984,9003000000
tto,1985,8342000000
tto,1986,7179900000
tto,1987,7578800000
tto,1988,7581800000
tto,1989,8653100000
tto,1990,10227700000
tto,1991,10098900000
tto,1992,9870900000
tto,1993,10344200000
tto,1994,13660600000
tto,1995,14249800000
tto,1996,15613600000
tto,1997,15332800000
tto,1998,14657800000
tto,1999,17424100000
tto,2000,24419600000
tto,2001,24867100000
tto,2002,24153800000
tto,2003,36649500000
tto,2004,45480400000
tto,2005,60053800000
tto,2006,70520800000
tto,2007,81695100000
tto,2008,112145700000
tto,2009,64443800000
tto,2010,76021900000
tto,2011,92997600000
tto,2012,83689500000
tto,2013,84757800000
tto,2014,84262600000
tto,2015,62291800000
tto,2016,55739300000
tto,2017,60233200000
tto,2018,67705700000
tto,2019,71564924900
tun,1965,100000000
tun,1966,105300000
tun,1967,115100000
tun,1968,129200000
tun,1969,145400000
tun,1970,155500000
tun,1971,180700000
tun,1972,214100000
tun,1973,245500000
tun,1974,419400000
tun,1975,451500000
tun,1976,486400000
tun,1977,564400000
tun,1978,655000000
tun,1979,844300000
tun,1980,1101500000
tun,1981,1332500000
tun,1982,1491800000
tun,1983,1842200000
tun,1984,2148300000
tun,1985,2297800000
tun,1986,2182700000
tun,1987,2368200000
tun,1988,2650200000
tun,1989,2986200000
tun,1990,3221800000
tun,1991,3485600000
tun,1992,3900400000
tun,1993,4118700000
tun,1994,4620500000
tun,1995,5012400000
tun,1996,5431700000
tun,1997,6080200000
tun,1998,6399400000
tun,1999,7088600000
tun,2000,7890100000
tun,2001,8392700000
tun,2002,8743900000
tun,2003,9041900000
tun,2004,9934800000
tun,2005,11068000000
tun,2006,12438700000
tun,2007,14415000000
tun,2008,17383100000
tun,2009,16453800000
tun,2010,19526923757.7706
tun,2011,20695699934.8489
tun,2012,22258301110.9352
tun,2013,23046906006.3191
tun,2014,23153511586.5088
tun,2015,22357812501.8122
tun,2016,22875958827.8098
tun,2017,24099110465.7655
tun,2018,26761974866.9697
tun,2019,28329817871.90549
tun,2020,25386815848.2051
tur,1960,11800
tur,1961,12400
tur,1962,13700
tur,1963,15800
tur,1964,18000
tur,1965,20800
tur,1966,24900
tur,1967,28800
tur,1968,33800
tur,1969,38700
tur,1970,43100
tur,1971,55100
tur,1972,68600
tur,1973,86300
tur,1974,111800
tur,1975,145400
tur,1976,196800
tur,1977,247000
tur,1978,362500
tur,1979,712400
tur,1980,1228900
tur,1981,2109100
tur,1982,2915000
tur,1983,3703000
tur,1984,5636400
tur,1985,9253300
tur,1986,15828400
tur,1987,23458000
tur,1988,42412200
tur,1989,74959400
tur,1990,122088700
tur,1991,198744200
tur,1992,340901900
tur,1993,591051900
tur,1994,1241034200
tur,1995,2485548800
tur,1996,4522931600
tur,1997,8875643300
tur,1998,22328335100
tur,1999,30371999500
tur,2000,45956010300
tur,2001,63061841600
tur,2002,89048990100
tur,2003,117068794700
tur,2004,146336602500
tur,2005,171683142800
tur,2006,207166178100
tur,2007,234125340100
tur,2008,262198582300
tur,2009,241769379300
tur,2010,285962803700
tur,2011,377047686600
tur,2012,421453898900
tur,2013,504724538200
tur,2014,577768660000
