geo,time,ny_gdp_mktp_pp_kd
chl,2011,384961396302.03906
chl,2012,405436060916.62701
chl,2013,421835967006.94293
chl,2014,429288710857.75403
chl,2015,439178522668.29602
chl,2016,446693259327.81403
chl,2017,451984540685.83002
chl,2018,468770610029.16199
chl,2019,473186454051.15802
chl,2020,445876489959.11298
chn,1990,1616385775698.93994
chn,1991,1766108132395.13989
chn,1992,2017328706335.29004
chn,1993,2297409163056.5
chn,1994,2596917953189.27002
chn,1995,2881383160103.41016
chn,1996,3167290039416.22949
chn,1997,3459845648886.52002
chn,1998,3731303470424.20947
chn,1999,4017182938755.54004
chn,2000,4358245522535.80957
chn,2001,4721537253617.50977
chn,2002,5152785033972.08984
chn,2003,5670023166308.17969
chn,2004,6243467841396.08984
chn,2005,6954885516694.84961
chn,2006,7839613419837.1709
chn,2007,8955257903305.29883
chn,2008,9819501089971.55078
chn,2009,10742409055886.5
chn,2010,11884957832311.19922
chn,2011,13020070209403.80078
chn,2012,14043934216102.09961
chn,2013,15134607226924.19922
chn,2014,16258467389928.80078
chn,2015,17403279549482.5
chn,2016,18595188781703.60156
chn,2017,19887033884256.69531
chn,2018,21229363693432.10156
chn,2019,22492450166618.60156
chn,2020,23020463487123.10156
civ,1990,50937874483.53609
civ,1991,50958720894.4668
civ,1992,50834095934.7633
civ,1993,50736247874.4255
civ,1994,51147823708.8255
civ,1995,54792487058.2528
civ,1996,59027577785.5231
civ,1997,64723054350.8132
civ,1998,67482784509.39
civ,1999,68270214117.6775
civ,2000,68088759081.5499
civ,2001,66622118706.2109
civ,2002,64802984117.4592
civ,2003,61740481544.7073
civ,2004,63706939484.2774
civ,2005,64341502369.3108
civ,2006,66153087938.1135
civ,2007,66881717738.8792
civ,2008,70080446900.6494
civ,2009,72605670757.4838
civ,2010,77577742958.5092
civ,2011,73411471202.1778
civ,2012,79005727588.81108
civ,2013,87506912263.66541
civ,2014,95708060030.42688
civ,2015,102593384623.83701
civ,2016,109958776919.58099
civ,2017,118051344947.092
civ,2018,126185418257.144
civ,2019,134048926970.757
civ,2020,136674050645.084
cmr,1990,39814637090.9887
cmr,1991,38298257072.5975
cmr,1992,37111009873.6701
cmr,1993,34167339863.99689
cmr,1994,34808595650.7762
cmr,1995,35815956888.3623
cmr,1996,37325625312.2515
cmr,1997,39015473485.3521
cmr,1998,40859163281.0246
cmr,1999,42702444438.9532
cmr,2000,44338980518.6693
cmr,2001,46256313846.24329
cmr,2002,48327221427.227
cmr,2003,50962579086.1494
cmr,2004,54554861376.9753
cmr,2005,55770491098.9665
cmr,2006,57895114398.9076
cmr,2007,60400577008.6343
cmr,2008,62120590885.0771
cmr,2009,63722837328.3134
cmr,2010,65570178137.3103
cmr,2011,67785932998.2963
cmr,2012,70921695833.5555
cmr,2013,74464609829.3129
cmr,2014,78723850093.2084
cmr,2015,83185093670.73849
cmr,2016,86958198354.4153
cmr,2017,90037541682.2009
cmr,2018,93598989465.1162
cmr,2019,96851610488.4449
cmr,2020,97328037838.4581
cod,1990,62984305228.0304
cod,1991,57680364448.4064
cod,1992,51623921241.2037
cod,1993,44670669199.4626
cod,1994,42928514528.7495
cod,1995,43229013628.09889
cod,1996,42786706187.25
cod,1997,40383356962.663
cod,1998,39727469037.1319
cod,1999,38031050160.6014
cod,2000,35402751926.2926
cod,2001,34659232880.2685
cod,2002,35680905680.015
cod,2003,37671123197.9603
cod,2004,40209544343.8915
cod,2005,42676460668.3229
cod,2006,44947266419.7587
cod,2007,47760730566.9975
cod,2008,50734263154.0536
cod,2009,52182758842.1619
cod,2010,55891897117.2762
cod,2011,59734281098.2755
cod,2012,63967589236.2596
cod,2013,69393292416.4297
cod,2014,75965037128.35699
cod,2015,81218906049.1927
cod,2016,83167671599.01089
cod,2017,86267287184.00169
cod,2018,91289010440.5752
cod,2019,95291603468.55679
cod,2020,96945315646.95021
cog,1990,11944634582.5872
cog,1991,12230752471.7243
cog,1992,12550213373.0628
cog,1993,12427261039.9852
cog,1994,11744622177.9785
cog,1995,12212683468.7545
cog,1996,12736666400.8043
cog,1997,12657086161.3392
cog,1998,13130151435.7394
cog,1999,12791104749.6433
cog,2000,13760156337.8139
cog,2001,14283400304.0397
cog,2002,14937847146.276
cog,2003,15059331290.8898
cog,2004,15582888764.4873
cog,2005,16791460058.8811
cog,2006,18132466083.8688
cog,2007,16933185718.9669
cog,2008,18001056071.995
cog,2009,20095890964.9418
cog,2010,22091667237.8234
cog,2011,22578991602.98949
cog,2012,24824958475.4018
cog,2013,24648096918.8933
cog,2014,26303630550.5566
cog,2015,25369698640.5947
cog,2016,22634023588.1404
cog,2017,21642080499.8819
cog,2018,20602102447.5423
cog,2019,20584202113.74229
cog,2020,18948901358.4465
col,1990,274991424244.065
col,1991,280495673482.263
col,1992,291841525550.53601
col,1993,307558388072.40198
col,1994,325441868508.13202
col,1995,342372778617.16302
col,1996,349411465519.565
col,1997,361397304932.45502
col,1998,363456489277.16602
col,1999,348176723063.73901
col,2000,358360409929.90997
col,2001,364373333183.58899
col,2002,373497170268.02301
col,2003,388131804951.36896
col,2004,408830959760.22699
col,2005,428572430142.39093
col,2006,457359077552.78601
col,2007,488176822634.84198
col,2008,504205845899.38898
col,2009,509952020992.61499
col,2010,532872625250.47296
col,2011,569896039653.11401
col,2012,592193995936.21692
col,2013,622597197313.15503
col,2014,650608032006.34204
col,2015,669839363772.06897
col,2016,683821473440.46301
col,2017,693117074956.62402
col,2018,710890844417.81104
col,2019,734216003375.84302
col,2020,684320459804.005
com,1990,1260037681.63424
com,1991,1192050620.39762
com,1992,1293744241.7243
com,1993,1332634986.79212
com,1994,1262314730.39102
com,1995,1307886897.9753
com,1996,1290993067.74693
com,1997,1343022072.21687
com,1998,1360246542.40171
com,1999,1386423245.37004
com,2000,1536820756.13278
com,2001,1572673356.69498
com,2002,1609237145.08807
com,2003,1643093428.932
com,2004,1674635233.08068
com,2005,1722153809.46527
com,2006,1767738454.02905
com,2007,1781881110.28005
com,2008,1853155855.61207
com,2009,1912458939.12421
com,2010,1985131106.15902
com,2011,2066518443.36704
com,2012,2132652673.14951
com,2013,2228619360.89065
com,2014,2275420510.95462
com,2015,2300817402.70487
com,2016,2377220186.60695
com,2017,2467927827.4934
com,2018,2557822716.06437
com,2019,2602720901.54675
com,2020,2599367673.3827
cpv,1990,590950870.00503
cpv,1991,599248688.04585
cpv,1992,664792395.65186
cpv,1993,722684587.47132
cpv,1994,861314583.3544
cpv,1995,983721478.9833
cpv,1996,1095339679.85605
cpv,1997,1217124212.00066
cpv,1998,1369475126.54766
cpv,1999,1523166506.73548
cpv,2000,1740748844.31747
cpv,2001,1779596344.11091
cpv,2002,1873041012.76037
cpv,2003,1951264062.28141
cpv,2004,2150235875.50837
cpv,2005,2298870027.04833
cpv,2006,2482406073.10979
cpv,2007,2859004152.57337
cpv,2008,3049142810.48216
cpv,2009,3010405708.42955
cpv,2010,3054562041.2424
cpv,2011,3175794136.98827
cpv,2012,3210153634.25249
cpv,2013,3235924670.60302
cpv,2014,3255703052.05869
cpv,2015,3288483544.49253
cpv,2016,3443232723.91304
cpv,2017,3570702548.67827
cpv,2018,3732496854.42604
cpv,2019,3944045536.725
cpv,2020,3360981311.2476
cri,1990,30984203095.7435
cri,1991,31686198239.1376
cri,1992,34601678207.9064
cri,1993,37057425482.5732
cri,1994,38732061055.8403
cri,1995,40340972684.7107
cri,1996,40885761198.6918
cri,1997,43124733259.8472
cri,1998,46210440997.4719
cri,1999,48158123826.2358
cri,2000,50021225873.7262
cri,2001,51767551841.2101
cri,2002,53536385097.9458
cri,2003,55847647136.47289
cri,2004,58318681906.54289
cri,2005,60637821316.2647
cri,2006,65080569800.7981
cri,2007,70427024505.5262
cri,2008,73763980087.91982
cri,2009,73119684220.1584
cri,2010,77039150479.5856
cri,2011,80431306952.19421
cri,2012,84358439807.4615
cri,2013,86462985572.8571
cri,2014,89525599525.23558
cri,2015,92795146906.93427
cri,2016,96696554844.86899
cri,2017,100716906502.79201
cri,2018,103351564496.01199
cri,2019,105683501430.287
cri,2020,101388865781.24899
cym,2006,4084368236.1927
cym,2007,4213541496.37483
cym,2008,4198482248.45824
cym,2009,3896171271.13241
cym,2010,3790365470.21878
cym,2011,3834677200.11197
cym,2012,3881834283.21493
cym,2013,3931495793.34472
cym,2014,4035858449.38899
cym,2015,4150199252.14048
cym,2016,4284664748.70455
cym,2017,4421090332.81748
cym,2018,4606525933.3088
cym,2019,4782361653.31389
cym,2020,4460494968.19411
cyp,1990,14631986121.0709
cyp,1991,14740189834.4004
cyp,1992,16125767533.8373
cyp,1993,16238647985.2913
cyp,1994,17196728005.4745
cyp,1995,18634799106.3392
cyp,1996,18867469774.7888
cyp,1997,19365739772.6845
cyp,1998,20549150451.5049
cyp,1999,21576188858.227
cyp,2000,22863275477.746
cyp,2001,23766960282.6282
cyp,2002,24651793875.0447
cyp,2003,25298480962.8359
cyp,2004,26570069624.0209
cyp,2005,27859516122.72869
cyp,2006,29172765979.8279
cyp,2007,30660013558.9998
cyp,2008,31778126609.7815
cyp,2009,31137713985.7974
cyp,2010,31765044172.7254
cyp,2011,31892561112.0523
cyp,2012,30793281271.8838
cyp,2013,28775373452.8577
cyp,2014,28248982925.07249
cyp,2015,29204668535.2411
cyp,2016,31089699772.5386
cyp,2017,32909236997.9538
cyp,2018,34782707772.984
cyp,2019,36620343406.13049
cyp,2020,34705470007.2469
cze,1990,243714053114.922
cze,1991,215406806391.91696
cze,1992,214315679650.50601
cze,1993,214448350204.84
cze,1994,220687316286.69901
cze,1995,235033787200.86896
cze,1996,245058957482.60999
cze,1997,243788740831.43799
cze,1998,242919471616.35001
cze,1999,246281838916.112
cze,2000,256135645814.022
cze,2001,263929793484.53201
cze,2002,268073109410.314
cze,2003,277680014493.40894
cze,2004,291048255139.48499
cze,2005,310262147771.21002
cze,2006,331257378446.302
cze,2007,349709536921.89697
cze,2008,359104175715.30103
cze,2009,342379505288.05603
cze,2010,350716111254.44293
cze,2011,356889976073.41498
cze,2012,354088374418.526
cze,2013,353925834847.04901
cze,2014,361932001410.64203
cze,2015,381434276021.79694
cze,2016,391112348862.46893
cze,2017,411327867894.58002
cze,2018,424484831837.396
cze,2019,437344507522.89502
cze,2020,411988086975.88098
deu,1990,2915150994424.49023
deu,1991,3064064530978.02979
deu,1992,3122988837727.5498
deu,1993,3092481926945.04004
deu,1994,3166450756937.7002
deu,1995,3215345395334.72021
deu,1996,3241255384570.7998
deu,1997,3299343893679.87988
deu,1998,3365790462050.97021
deu,1999,3429311717966.10938
deu,2000,3529190523385.25
deu,2001,3588532749669.37988
deu,2002,3581428393772.83984
deu,2003,3556354215986.7998
deu,2004,3598144512296.85986
deu,2005,3624472393448.36963
deu,2006,3762798276996.62012
deu,2007,3874796279393.35059
deu,2008,3911989640347.39062
deu,2009,3689247352728.97998
deu,2010,3843453557160.7998
deu,2011,3994316515792.47998
deu,2012,4011032634316.5
deu,2013,4028584564290.56982
deu,2014,4117597889907.18018
deu,2015,4179029631006.80957
deu,2016,4272221986254.43018
deu,2017,4386727409191.68018
deu,2018,4434368344223.24023
deu,2019,4481173467804.76953
deu,2020,4276401015885.43018
dji,2013,3558298198.27495
dji,2014,3809568964.23752
dji,2015,4102756651.78943
dji,2016,4375698707.43795
dji,2017,4612122077.43311
dji,2018,4999893743.45265
dji,2019,5388410349.65374
dji,2020,5415352401.40201
dma,1990,547561849.86337
dma,1991,554941696.82775
dma,1992,566203799.19329
dma,1993,578441807.96241
dma,1994,578641263.28578
dma,1995,596179084.9328
dma,1996,614685689.57902
dma,1997,628120430.28831
dma,1998,651827120.15074
dma,1999,654135103.17822
dma,2000,669443299.24623
dma,2001,669015894.98189
dma,2002,650096132.88014
dma,2003,691397631.62484
dma,2004,712490032.07035
dma,2005,717162985.36054
dma,2006,750578875.42805
dma,2007,798262944.52033
dma,2008,855107711.67844
dma,2009,845106451.89273
dma,2010,850790928.60854
dma,2011,848888979.63219
dma,2012,839899243.2721
dma,2013,831500749.47769
dma,2014,868485465.15249
dma,2015,845113575.29713
dma,2016,866718860.85986
dma,2017,807786936.21085
dma,2018,825673804.67376
dma,2019,888188801.73887
dma,2020,740705836.92164
dnk,1990,200640457977.71896
dnk,1991,203436651612.772
dnk,1992,207417920539.17401
dnk,1993,207440088600.79001
dnk,1994,218501753974.23999
dnk,1995,225117085256.289
dnk,1996,231645705325.20096
dnk,1997,239199417330.996
dnk,1998,244505240117.90497
dnk,1999,251713308780.504
dnk,2000,261144660594.85001
dnk,2001,263294280697.69101
dnk,2002,264522141915.72198
dnk,2003,265553933164.06201
dnk,2004,272639494374.13101
dnk,2005,279010101422.19702
dnk,2006,289927788951.14001
dnk,2007,292563925272.25
dnk,2008,291065948985.46893
dnk,2009,276784659273.73297
dnk,2010,281963275745.51099
dnk,2011,285732498126.50897
dnk,2012,286379681639.87903
dnk,2013,289052580545.16998
dnk,2014,293733480145.14203
dnk,2015,300614454530.97998
dnk,2016,310372270416.48102
dnk,2017,319130157564.11102
dnk,2018,325479371132.15302
dnk,2019,332362166899.28998
dnk,2020,325508443702.17902
dom,1990,44250527080.5056
dom,1991,44668313515.3248
dom,1992,49680514930.7931
dom,1993,53339242932.0615
dom,1994,54726252212.3122
dom,1995,57837675376.79169
dom,1996,61295110461.0175
dom,1997,66741345949.722
dom,1998,71222678748.0526
dom,1999,75453340861.86569
dom,2000,78970796245.175
dom,2001,80913095904.5511
dom,2002,84550223231.9653
dom,2003,83412425648.44701
dom,2004,85556236993.235
dom,2005,93622681739.72021
dom,2006,102211959303.00101
dom,2007,109791948851.67799
dom,2008,113315726128.944
dom,2009,114387868727.632
dom,2010,123927417834.05499
dom,2011,127810588051.823
dom,2012,131283671940.134
dom,2013,137684020201.26001
dom,2014,147391382052.013
dom,2015,157601210754.509
dom,2016,168096190995.086
dom,2017,175940743802.65601
dom,2018,188225854771.19296
dom,2019,197735341211.621
dom,2020,184447052957.51001
dza,1990,225295872150.93799
dza,1991,222592320365.83301
dza,1992,226598987259.13901
dza,1993,221840406809.35901
dza,1994,219843850796.08401
dza,1995,228197905672.121
dza,1996,237554016313.13199
dza,1997,240167110348.39999
dza,1998,252415641643.901
dza,1999,260492946093.47101
dza,2000,270391678045.02496
dza,2001,278503428386.375
dza,2002,294099620376.01099
dza,2003,315274793043.086
dza,2004,328831609143.93701
dza,2005,348232674083.42902
dza,2006,354152629542.84998
dza,2007,366193818947.30402
dza,2008,374982470602.04095
dza,2009,380982190131.67401
dza,2010,394697548976.41296
dza,2011,406143777896.72998
dza,2012,419952666345.21802
dza,2013,431711341002.88397
dza,2014,448116371960.99402
dza,2015,464696677723.552
dza,2016,479566971410.70398
dza,2017,485801342039.04303
dza,2018,491145156801.47198
dza,2019,496056608369.48602
dza,2020,470757721342.64307
ecu,1990,84852688573.0856
ecu,1991,88494007973.68311
ecu,1992,90365046231.11928
ecu,1993,92148145660.2243
ecu,1994,96072044504.24979
ecu,1995,98236114165.11488
ecu,1996,99937315630.49059
ecu,1997,104262467500.07201
ecu,1998,107668231658.034
ecu,1999,102565418785.567
ecu,2000,103685229632.358
ecu,2001,107848844714.92799
ecu,2002,112267171012.05299
ecu,2003,115324068368.38
ecu,2004,124793351744.836
ecu,2005,131396552682.369
ecu,2006,137182634612.881
ecu,2007,140187022069.715
ecu,2008,149098894146.80899
ecu,2009,149943526846.065
ecu,2010,155229484002.13101
ecu,2011,167443158551.42599
ecu,2012,176890238040.202
ecu,2013,185640133594.918
ecu,2014,192673794231.40399
ecu,2015,192864295837.35999
ecu,2016,190499039001.12399
ecu,2017,195010792573.62799
ecu,2018,197525050990.57297
ecu,2019,197548961601.146
ecu,2020,182238673346.85901
egy,1990,341672983666.77301
egy,1991,345518187124.258
egy,1992,360972729108.08801
egy,1993,371443792801.22095
egy,1994,386201894261.09698
egy,1995,404131157971.83899
egy,1996,424292172591.888
egy,1997,447595803845.16803
egy,1998,472551496524.81201
egy,1999,501157112083.21002
egy,2000,533080839338.43494
egy,2001,551926590209.20398
egy,2002,565118761799.13794
egy,2003,583165573678.672
egy,2004,607029126570.39795
egy,2005,634173917960.62891
egy,2006,677575754793.36096
egy,2007,725601154982.98499
egy,2008,777527231173.72095
egy,2009,813865742297.95398
egy,2010,855757323488.80005
egy,2011,870857777172.80493
egy,2012,890244811237.08704
egy,2013,909700809390.51074
egy,2014,936226883353.39502
egy,2015,977158901320.08801
egy,2016,1019632514733.42004
egy,2017,1062265603571.56006
egy,2018,1118715683484.69995
egy,2019,1180890364777.32007
egy,2020,1223044247662.57007
esp,1990,1070558378398.64001
esp,1991,1097814800580.42004
esp,1992,1108015866402.97998
esp,1993,1096586772895.41003
esp,1994,1122720578385.82007
esp,1995,1153679530908.97998
esp,1996,1184373456934.87988
esp,1997,1228225835056.48999
esp,1998,1282182254748.15991
esp,1999,1339758537546.95996
esp,2000,1410042199157.1001
esp,2001,1465498437519.32007
esp,2002,1505521525651.77002
esp,2003,1550414594279.46997
esp,2004,1598830867453.37988
esp,2005,1657220693140.08008
esp,2006,1725211935879.95996
esp,2007,1787400443011.53003
esp,2008,1803257279933.42969
esp,2009,1735396526250.81006
esp,2010,1738225400134.26001
esp,2011,1724069753884.87988
esp,2012,1673046921517.67993
esp,2013,1649032102052.6001
esp,2014,1671853188290.09009
esp,2015,1735971644688.38989
esp,2016,1788594176239.12012
esp,2017,1841780549395.31006
esp,2018,1883934958796.43994
esp,2019,1923218608937.70972
esp,2020,1715070841861.54004
est,1995,18289381481.6626
est,1996,19193428258.6643
est,1997,21698173476.3342
est,1998,22639836344.121
est,1999,22543611344.20869
est,2000,24817728446.34349
est,2001,26307704018.7761
est,2002,28089095451.9376
est,2003,30223941194.377
est,2004,32280380501.7942
est,2005,35355547376.459
est,2006,38808222831.4188
est,2007,41749552573.3083
est,2008,39606965135.4168
est,2009,33812840409.0844
est,2010,34639315872.6079
est,2011,37155198682.8146
est,2012,38354642990.0875
est,2013,38914018086.7518
est,2014,40085861824.8865
est,2015,40828660880.2311
est,2016,42117035737.1515
est,2017,44556473262.6919
est,2018,46398357575.8575
est,2019,48298993283.3426
est,2020,46873656514.2199
eth,1990,36730641303.2171
eth,1991,34108999236.3378
eth,1992,31150903048.923
eth,1993,35245014518.8282
eth,1994,36369317998.9629
eth,1995,38597852110.458
eth,1996,43394088288.0723
eth,1997,44754018593.8074
eth,1998,43206362362.90369
eth,1999,45436737792.0504
eth,2000,48196209693.7879
eth,2001,52197124695.351
eth,2002,52987767961.0667
eth,2003,51842511686.7387
eth,2004,58878890054.16489
eth,2005,65837648261.6517
eth,2006,72970977757.3938
eth,2007,81330654830.8309
eth,2008,90105030164.11049
eth,2009,98036573378.22321
eth,2010,110340691113.09399
eth,2011,122674900424.815
eth,2012,133283594734.983
eth,2013,147388024659.87701
eth,2014,162506340914.728
eth,2015,179394752299.82599
eth,2016,196317925147.112
eth,2017,215094143811.298
eth,2018,229755278555.77496
eth,2019,248972206952.33701
eth,2020,264051501935.811
fin,1990,164249961948.47299
fin,1991,154581670334.27802
fin,1992,149488729772.79401
fin,1993,148499117326
fin,1994,154384215194.36301
fin,1995,160894392943.522
fin,1996,166794679668.802
fin,1997,177359113841.07501
fin,1998,187037920817.75101
fin,1999,195229388190.21301
fin,2000,206500688395.91
fin,2001,211890395854.07199
fin,2002,215507680547.43097
fin,2003,219825989406.17001
fin,2004,228601643583.116
fin,2005,234956427642.28296
fin,2006,244419085501.30096
fin,2007,257371675330.29999
fin,2008,259389456552.98495
fin,2009,238445191238.65601
fin,2010,246041956444.15497
fin,2011,252310280856.259
fin,2012,248784129304.39801
fin,2013,246540851975.18301
fin,2014,245641204296.27896
fin,2015,246976655331.328
fin,2016,253920299689.414
fin,2017,262026475788.422
fin,2018,265018680600.98401
fin,2019,268253907124.21201
fin,2020,260742433192.168
fji,1990,6157497941.981
fji,1991,5991245267.92219
fji,1992,6356711343.69085
fji,1993,6492111356.24518
fji,1994,6823209009.99848
fji,1995,6993789135.52511
fji,1996,7329491044.11827
fji,1997,7168242287.41929
fji,1998,7261429469.52309
fji,1999,7900435169.84199
fji,2000,7766127897.09321
fji,2001,7921450466.43203
fji,2002,8174936811.15263
fji,2003,8256686125.69847
fji,2004,8694290465.97102
fji,2005,8755150534.22146
fji,2006,8917338285.83678
fji,2007,8841482563.36694
fji,2008,8932796884.26666
fji,2009,8808984951.10421
fji,2010,9069261600.1234
fji,2011,9314598098.08186
fji,2012,9446056360.64507
fji,2013,9893253401.86605
fji,2014,10447623329.0931
fji,2015,10917891686.8845
fji,2016,11184905324.1232
fji,2017,11783674123.9893
fji,2018,12232909138.8125
fji,2019,12178403816.53
fji,2020,10264956880.912
fra,1990,1964407999761.79004
fra,1991,1984998449952.69995
fra,1992,2016745377298.02002
fra,1993,2004066777707.34009
fra,1994,2051329529863.81006
fra,1995,2094544791698.15991
fra,1996,2124140577072.54004
fra,1997,2173766799653.82007
fra,1998,2251775886794.81982
fra,1999,2328817556993.87012
fra,2000,2420192654831.56006
fra,2001,2468202534897.62939
fra,2002,2496229751724.52002
fra,2003,2516777735437.39014
fra,2004,2587996327114.77002
fra,2005,2631040399116.79004
fra,2006,2695483092567.33008
fra,2007,2760841448046.81006
fra,2008,2767880101784.02979
fra,2009,2688350220063.27002
fra,2010,2740757930694.58984
fra,2011,2800854547180.79004
fra,2012,2809624996095.14014
fra,2013,2825817614408.68945
fra,2014,2852837603528.6001
fra,2015,2884587185274.81982
fra,2016,2916186811083.79004
fra,2017,2983008898740.31982
fra,2018,3038643985600.27002
fra,2019,3094645337796.62939
fra,2020,2851553023074.45996
fsm,1990,288479091.76989
fsm,1991,309905418.28455
fsm,1992,322326477.13363
fsm,1993,348565963.95231
fsm,1994,346702805.12495
fsm,1995,371022151.5088
fsm,1996,359214848.2301
fsm,1997,337443061.01619
fsm,1998,347061928.98892
fsm,1999,351832081.37668
fsm,2000,368839305.67931
fsm,2001,376834275.47075
fsm,2002,378895550.18676
fsm,2003,384852224.22107
fsm,2004,372998186.70845
fsm,2005,380614314.205
fsm,2006,380305806.15583
fsm,2007,373322686.87088
fsm,2008,364331237.63327
fsm,2009,368313739.62675
fsm,2010,376635383.26593
fsm,2011,388644684.01416
fsm,2012,381389388.27718
fsm,2013,367355144.41008
fsm,2014,358884758.59118
fsm,2015,375471995.84148
fsm,2016,378851921.21755
fsm,2017,389013434.19875
fsm,2018,389836795.1372
fsm,2019,394416594.7981
fsm,2020,387453504.47054
gab,1990,17260994662.4262
gab,1991,18316073562.3695
gab,1992,17750080211.6484
gab,1993,18450596891.1479
gab,1994,19135622320.4339
gab,1995,20087399043.2221
gab,1996,20815577105.4381
gab,1997,22010051395.1041
gab,1998,22775524355.0805
gab,1999,20741072673.195
gab,2000,20350525244.2551
gab,2001,20785056460.8177
gab,2002,20733294776.1298
gab,2003,21199240332.0075
gab,2004,21345418222.1641
gab,2005,21916665016.0918
gab,2006,21301556639.4609
gab,2007,22581377173.34
gab,2008,21834287970.0189
gab,2009,21862744842.0343
gab,2010,23412788815.2024
gab,2011,25073166048.5972
gab,2012,26389777283.4625
gab,2013,27877817392.1412
gab,2014,29080735299.5598
gab,2015,30208747765.1789
gab,2016,30840546266.53749
gab,2017,30986311650.7557
gab,2018,31245951093.8624
gab,2019,32471045092.2846
gab,2020,31874304912.166
gbr,1990,1787110375687.48999
gbr,1991,1767396374006.96997
gbr,1992,1774485084078.41992
gbr,1993,1818666763534.25
gbr,1994,1888612853987.14966
gbr,1995,1936426299125.83008
gbr,1996,1983453242430.37012
gbr,1997,2080821472647.70972
gbr,1998,2146450027882.53003
gbr,1999,2210631275826.27002
gbr,2000,2291813815825.91016
gbr,2001,2339315238781.37012
gbr,2002,2388984112668.27002
gbr,2003,2461367701666.10938
gbr,2004,2519348411794.58008
gbr,2005,2584682170545.18018
gbr,2006,2651473063388.91992
gbr,2007,2711647896547.77002
gbr,2008,2705149755456.56006
gbr,2009,2590252407818.97998
gbr,2010,2645462037057.9502
gbr,2011,2684021323230.37012
gbr,2012,2723473417715.04004
gbr,2013,2774947564861.64014
gbr,2014,2857950820022.00977
gbr,2015,2932903343315.72949
gbr,2016,2999288541091.91992
gbr,2017,3063306948134.75
gbr,2018,3113879863562.8999
gbr,2019,3165942197251
gbr,2020,2868465202700.16943
geo,1990,53472492794.3576
geo,1991,42189796425.5254
geo,1992,23246578059.7522
geo,1993,16435330229.6694
geo,1994,14726056876.5503
geo,1995,15108933872.9646
geo,1996,16801134770.0551
geo,1997,18568453062.2446
geo,1998,19144985466.0236
geo,1999,19694304310.1334
geo,2000,20056352793.9576
geo,2001,21020151455.65
geo,2002,22170760241.6965
geo,2003,24622563246.75669
geo,2004,26049316774.3073
geo,2005,28547335298.9225
geo,2006,31236428810.0816
geo,2007,35165644643.5772
geo,2008,36016150958.6461
geo,2009,34701376458.6494
geo,2010,36870034735.7159
geo,2011,39598417257.174
geo,2012,42120443741.462
geo,2013,43645753624.94209
geo,2014,45580100614.07089
geo,2015,46957625778.7306
geo,2016,48322420424.5406
geo,2017,50662483514.40089
geo,2018,53116027002.7883
geo,2019,55762453626.5218
geo,2020,51992666508.5875
gha,1990,35522479053.8889
gha,1991,37398714729.3857
gha,1992,38849567604.4126
gha,1993,40733771848.3732
gha,1994,42077986213.24889
gha,1995,43808409301.1618
gha,1996,45824674322.1543
gha,1997,47747641452.5175
gha,1998,49991967191.0622
gha,1999,52191612160.45049
gha,2000,54122701852.9985
gha,2001,56287609996.4384
gha,2002,58820552198.0516
gha,2003,61879220990.641
gha,2004,65344457360.4082
gha,2005,69199782839.8838
gha,2006,73628508465.3029
gha,2007,76829006537.55809
gha,2008,83858706162.0519
gha,2009,87921230323.8383
gha,2010,94866754253.97928
gha,2011,108192804460.66901
gha,2012,118246933931.97
gha,2013,126893770557.32201
gha,2014,130518161396.717
gha,2015,133286137492.55
gha,2016,137782499689.91901
gha,2017,148982694254.14001
gha,2018,158219737029.54999
gha,2019,168516321194.95801
gha,2020,169214726063.17899
gin,1990,9576958318.6629
gin,1991,9827244750.50708
gin,1992,10148688747.3976
gin,1993,10660603276.9129
gin,1994,11083839792.299
gin,1995,11594546908.1698
gin,1996,12111846324.2724
gin,1997,12739434172.314
gin,1998,13203674599.1577
gin,1999,13706999207.5917
gin,2000,14050093698.9303
gin,2001,14564094805.8958
gin,2002,15316273424.8197
gin,2003,15507512607.8172
gin,2004,15870406595.1011
gin,2005,16346085937.3799
gin,2006,16540541226.0288
gin,2007,17668188195.8538
gin,2008,18398416052.2761
gin,2009,18191867801.1268
gin,2010,19067508410.643
gin,2011,20137597608.8967
gin,2012,21328794681.6801
gin,2013,22170361479.1984
gin,2014,22989898168.0782
gin,2015,23869473663.2433
gin,2016,26452299047.4842
gin,2017,29176885979.9954
gin,2018,31032095919.6889
gin,2019,32784222537.8752
gin,2020,35075367590.8956
gmb,1990,2164645785.69037
gmb,1991,2231902179.27492
gmb,1992,2307311208.03703
gmb,1993,2376809760.64542
gmb,1994,2380478270.48418
gmb,1995,2401470476.234
gmb,1996,2454868268.26543
gmb,1997,2575156791.56203
gmb,1998,2665287245.84253
gmb,1999,2835865604.25871
gmb,2000,2991838218.62775
gmb,2001,3165364842.58532
gmb,2002,3062490480.46268
gmb,2003,3272883564.88624
gmb,2004,3503621856.23188
gmb,2005,3421226152.31383
gmb,2006,3402218470.62299
gmb,2007,3505756467.50142
gmb,2008,3725073280.35841
gmb,2009,3973376395.49199
gmb,2010,4208136815.92033
gmb,2011,3865996599.26781
gmb,2012,4068635488.07832
gmb,2013,4185517978.572
gmb,2014,4126611731.21192
gmb,2015,4294072680.869
gmb,2016,4377521956.89627
gmb,2017,4588632823.22907
gmb,2018,4920615375.75472
gmb,2019,5223411935.63437
