geo,time,sh_mmr_dths
lao,2003,770
lao,2004,730
lao,2005,680
lao,2006,640
lao,2007,600
lao,2008,570
lao,2009,530
lao,2010,490
lao,2011,460
lao,2012,420
lao,2013,400
lao,2014,370
lao,2015,350
lao,2016,330
lao,2017,310
lbn,2000,23
lbn,2001,22
lbn,2002,21
lbn,2003,20
lbn,2004,19
lbn,2005,18
lbn,2006,18
lbn,2007,17
lbn,2008,18
lbn,2009,19
lbn,2010,20
lbn,2011,23
lbn,2012,24
lbn,2013,27
lbn,2014,30
lbn,2015,33
lbn,2016,33
lbn,2017,34
lbr,2000,1000
lbr,2001,1100
lbr,2002,1200
lbr,2003,1100
lbr,2004,1100
lbr,2005,1100
lbr,2006,1100
lbr,2007,1000
lbr,2008,1000
lbr,2009,1000
lbr,2010,1000
lbr,2011,1000
lbr,2012,1000
lbr,2013,1000
lbr,2014,1000
lbr,2015,1100
lbr,2016,1000
lbr,2017,1000
lby,2000,81
lby,2001,79
lby,2002,78
lby,2003,76
lby,2004,74
lby,2005,71
lby,2006,69
lby,2007,68
lby,2008,68
lby,2009,71
lby,2010,72
lby,2011,76
lby,2012,75
lby,2013,78
lby,2014,85
lby,2015,93
lby,2016,96
lby,2017,92
lca,2000,3
lca,2001,2
lca,2002,2
lca,2003,2
lca,2004,2
lca,2005,2
lca,2006,2
lca,2007,2
lca,2008,2
lca,2009,2
lca,2010,2
lca,2011,3
lca,2012,3
lca,2013,2
lca,2014,2
lca,2015,3
lca,2016,3
lca,2017,3
lka,2000,200
lka,2001,180
lka,2002,180
lka,2003,180
lka,2004,170
lka,2005,160
lka,2006,170
lka,2007,160
lka,2008,150
lka,2009,150
lka,2010,140
lka,2011,130
lka,2012,130
lka,2013,130
lka,2014,130
lka,2015,120
lka,2016,120
lka,2017,120
lso,2000,380
lso,2001,390
lso,2002,410
lso,2003,420
lso,2004,420
lso,2005,420
lso,2006,400
lso,2007,390
lso,2008,370
lso,2009,360
lso,2010,350
lso,2011,340
lso,2012,340
lso,2013,340
lso,2014,330
lso,2015,330
lso,2016,320
lso,2017,310
ltu,2000,5
ltu,2001,5
ltu,2002,4
ltu,2003,4
ltu,2004,4
ltu,2005,4
ltu,2006,4
ltu,2007,4
ltu,2008,4
ltu,2009,3
ltu,2010,3
ltu,2011,3
ltu,2012,3
ltu,2013,3
ltu,2014,3
ltu,2015,3
ltu,2016,3
ltu,2017,2
lux,2000,1
lux,2001,1
lux,2002,0
lux,2003,0
lux,2004,0
lux,2005,0
lux,2006,0
lux,2007,0
lux,2008,0
lux,2009,0
lux,2010,0
lux,2011,0
lux,2012,0
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lva,2000,7
lva,2001,7
lva,2002,7
lva,2003,7
lva,2004,7
lva,2005,7
lva,2006,7
lva,2007,7
lva,2008,6
lva,2009,6
lva,2010,6
lva,2011,6
lva,2012,5
lva,2013,6
lva,2014,5
lva,2015,5
lva,2016,5
lva,2017,4
mar,2000,1200
mar,2001,1100
mar,2002,1000
mar,2003,980
mar,2004,920
mar,2005,850
mar,2006,790
mar,2007,740
mar,2008,710
mar,2009,670
mar,2010,630
mar,2011,600
mar,2012,570
mar,2013,550
mar,2014,540
mar,2015,520
mar,2016,500
mar,2017,480
mda,2000,21
mda,2001,18
mda,2002,16
mda,2003,15
mda,2004,14
mda,2005,15
mda,2006,14
mda,2007,14
mda,2008,13
mda,2009,13
mda,2010,13
mda,2011,10
mda,2012,10
mda,2013,9
mda,2014,10
mda,2015,10
mda,2016,8
mda,2017,8
mdg,2000,3600
mdg,2001,3600
mdg,2002,3700
mdg,2003,3700
mdg,2004,3700
mdg,2005,3700
mdg,2006,3600
mdg,2007,3600
mdg,2008,3600
mdg,2009,3500
mdg,2010,3400
mdg,2011,3300
mdg,2012,3200
mdg,2013,3100
mdg,2014,3000
mdg,2015,2900
mdg,2016,2900
mdg,2017,2800
mdv,2000,8
mdv,2001,7
mdv,2002,6
mdv,2003,6
mdv,2004,5
mdv,2005,5
mdv,2006,5
mdv,2007,5
mdv,2008,5
mdv,2009,5
mdv,2010,5
mdv,2011,5
mdv,2012,5
mdv,2013,4
mdv,2014,4
mdv,2015,4
mdv,2016,4
mdv,2017,4
mex,2000,1300
mex,2001,1300
mex,2002,1300
mex,2003,1300
mex,2004,1200
mex,2005,1200
mex,2006,1200
mex,2007,1100
mex,2008,1100
mex,2009,1200
mex,2010,1100
mex,2011,980
mex,2012,940
mex,2013,880
mex,2014,870
mex,2015,810
mex,2016,770
mex,2017,740
mkd,2000,3
mkd,2001,3
mkd,2002,3
mkd,2003,3
mkd,2004,3
mkd,2005,2
mkd,2006,2
mkd,2007,2
mkd,2008,2
mkd,2009,2
mkd,2010,2
mkd,2011,2
mkd,2012,2
mkd,2013,2
mkd,2014,2
mkd,2015,2
mkd,2016,2
mkd,2017,2
mli,2000,4500
mli,2001,4400
mli,2002,4400
mli,2003,4300
mli,2004,4300
mli,2005,4300
mli,2006,4300
mli,2007,4300
mli,2008,4400
mli,2009,4500
mli,2010,4600
mli,2011,4700
mli,2012,4800
mli,2013,4900
mli,2014,4800
mli,2015,4700
mli,2016,4500
mli,2017,4400
mlt,2000,0
mlt,2001,0
mlt,2002,0
mlt,2003,0
mlt,2004,0
mlt,2005,0
mlt,2006,0
mlt,2007,0
mlt,2008,0
mlt,2009,0
mlt,2010,0
mlt,2011,0
mlt,2012,0
mlt,2013,0
mlt,2014,0
mlt,2015,0
mlt,2016,0
mlt,2017,0
mmr,2000,3900
mmr,2001,3800
mmr,2002,3700
mmr,2003,3600
mmr,2004,3500
mmr,2005,3300
mmr,2006,3200
mmr,2007,3100
mmr,2008,3000
mmr,2009,2800
mmr,2010,2700
mmr,2011,2600
mmr,2012,2500
mmr,2013,2400
mmr,2014,2400
mmr,2015,2300
mmr,2016,2300
mmr,2017,2400
mne,2000,1
mne,2001,1
mne,2002,1
mne,2003,1
mne,2004,1
mne,2005,1
mne,2006,1
mne,2007,1
mne,2008,1
mne,2009,1
mne,2010,1
mne,2011,1
mne,2012,1
mne,2013,0
mne,2014,0
mne,2015,0
mne,2016,0
mne,2017,0
mng,2000,72
mng,2001,64
mng,2002,58
mng,2003,54
mng,2004,52
mng,2005,50
mng,2006,49
mng,2007,49
mng,2008,49
mng,2009,47
mng,2010,44
mng,2011,42
mng,2012,40
mng,2013,38
mng,2014,37
mng,2015,36
mng,2016,35
mng,2017,35
moz,2000,6400
moz,2001,6100
moz,2002,5900
moz,2003,5600
moz,2004,5400
moz,2005,5100
moz,2006,4900
moz,2007,4600
moz,2008,4400
moz,2009,4100
moz,2010,4000
moz,2011,3800
moz,2012,3700
moz,2013,3600
moz,2014,3500
moz,2015,3300
moz,2016,3200
moz,2017,3100
mrt,2000,840
mrt,2001,860
mrt,2002,880
mrt,2003,900
mrt,2004,920
mrt,2005,930
mrt,2006,950
mrt,2007,970
mrt,2008,1000
mrt,2009,1000
mrt,2010,1100
mrt,2011,1100
mrt,2012,1100
mrt,2013,1100
mrt,2014,1100
mrt,2015,1100
mrt,2016,1100
mrt,2017,1100
mus,2000,12
mus,2001,11
mus,2002,10
mus,2003,11
mus,2004,10
mus,2005,10
mus,2006,10
mus,2007,9
mus,2008,9
mus,2009,9
mus,2010,10
mus,2011,8
mus,2012,9
mus,2013,8
mus,2014,9
mus,2015,10
mus,2016,9
mus,2017,8
mwi,2000,3600
mwi,2001,3700
mwi,2002,3600
mwi,2003,3600
mwi,2004,3500
mwi,2005,3300
mwi,2006,3200
mwi,2007,3000
mwi,2008,2800
mwi,2009,2700
mwi,2010,2600
mwi,2011,2500
mwi,2012,2400
mwi,2013,2400
mwi,2014,2300
mwi,2015,2200
mwi,2016,2200
mwi,2017,2100
mys,2000,190
mys,2001,180
mys,2002,170
mys,2003,160
mys,2004,150
mys,2005,140
mys,2006,140
mys,2007,140
mys,2008,140
mys,2009,140
mys,2010,140
mys,2011,150
mys,2012,150
mys,2013,150
mys,2014,150
mys,2015,150
mys,2016,150
mys,2017,150
nam,2000,190
nam,2001,190
nam,2002,200
nam,2003,200
nam,2004,200
nam,2005,200
nam,2006,190
nam,2007,180
nam,2008,180
nam,2009,170
nam,2010,170
nam,2011,170
nam,2012,160
nam,2013,160
nam,2014,150
nam,2015,150
nam,2016,140
nam,2017,140
ner,2000,4900
ner,2001,5000
ner,2002,5100
ner,2003,5200
ner,2004,5300
ner,2005,5300
ner,2006,5400
ner,2007,5500
ner,2008,5500
ner,2009,5500
ner,2010,5500
ner,2011,5400
ner,2012,5400
ner,2013,5400
ner,2014,5300
ner,2015,5300
ner,2016,5200
ner,2017,5100
nga,2000,64000
nga,2001,65000
nga,2002,66000
nga,2003,66000
nga,2004,65000
nga,2005,64000
nga,2006,63000
nga,2007,62000
nga,2008,63000
nga,2009,64000
nga,2010,64000
nga,2011,65000
nga,2012,66000
nga,2013,66000
nga,2014,66000
nga,2015,66000
nga,2016,67000
nga,2017,67000
nic,2000,220
nic,2001,210
nic,2002,200
nic,2003,200
nic,2004,190
nic,2005,180
nic,2006,170
nic,2007,160
nic,2008,160
nic,2009,160
nic,2010,150
nic,2011,150
nic,2012,150
nic,2013,140
nic,2014,140
nic,2015,140
nic,2016,140
nic,2017,130
nld,2000,26
nld,2001,25
nld,2002,25
nld,2003,24
nld,2004,22
nld,2005,20
nld,2006,18
nld,2007,16
nld,2008,15
nld,2009,14
nld,2010,13
nld,2011,13
nld,2012,12
nld,2013,11
nld,2014,11
nld,2015,10
nld,2016,10
nld,2017,9
nor,2000,3
nor,2001,3
nor,2002,3
nor,2003,3
nor,2004,3
nor,2005,3
nor,2006,3
nor,2007,3
nor,2008,2
nor,2009,2
nor,2010,2
nor,2011,2
nor,2012,2
nor,2013,2
nor,2014,2
nor,2015,2
nor,2016,2
nor,2017,1
npl,2000,4200
npl,2001,3800
npl,2002,3800
npl,2003,3300
npl,2004,3100
npl,2005,2800
npl,2006,2500
npl,2007,2300
npl,2008,2100
npl,2009,2000
npl,2010,1900
npl,2011,1700
npl,2012,1600
npl,2013,1400
npl,2014,1300
npl,2015,1400
npl,2016,1100
npl,2017,1100
nzl,2000,7
nzl,2001,6
nzl,2002,7
nzl,2003,7
nzl,2004,7
nzl,2005,7
nzl,2006,7
nzl,2007,7
nzl,2008,7
nzl,2009,7
nzl,2010,7
nzl,2011,6
nzl,2012,6
nzl,2013,5
nzl,2014,6
nzl,2015,6
nzl,2016,6
nzl,2017,5
omn,2000,11
omn,2001,11
omn,2002,11
omn,2003,11
omn,2004,11
omn,2005,10
omn,2006,10
omn,2007,11
omn,2008,11
omn,2009,12
omn,2010,12
omn,2011,13
omn,2012,14
omn,2013,15
omn,2014,15
omn,2015,16
omn,2016,17
omn,2017,17
pak,2000,14000
pak,2001,14000
pak,2002,13000
pak,2003,13000
pak,2004,12000
pak,2005,12000
pak,2006,11000
pak,2007,11000
pak,2008,11000
pak,2009,11000
pak,2010,10000
pak,2011,9900
pak,2012,9600
pak,2013,9400
pak,2014,9200
pak,2015,9000
pak,2016,8400
pak,2017,8300
pan,2000,64
pan,2001,62
pan,2002,66
pan,2003,68
pan,2004,64
pan,2005,65
pan,2006,65
pan,2007,64
pan,2008,64
pan,2009,63
pan,2010,61
pan,2011,59
pan,2012,58
pan,2013,52
pan,2014,47
pan,2015,46
pan,2016,43
pan,2017,41
per,2000,890
per,2001,840
per,2002,810
per,2003,780
per,2004,750
per,2005,730
per,2006,710
per,2007,690
per,2008,660
per,2009,650
per,2010,620
per,2011,600
per,2012,580
per,2013,560
per,2014,550
per,2015,540
per,2016,520
per,2017,500
phl,2000,3700
phl,2001,3800
phl,2002,3800
phl,2003,3700
phl,2004,3700
phl,2005,3700
phl,2006,3700
phl,2007,3500
phl,2008,3500
phl,2009,3500
phl,2010,3400
phl,2011,3300
phl,2012,3300
phl,2013,3200
phl,2014,3000
phl,2015,2900
phl,2016,2800
phl,2017,2700
png,2000,490
png,2001,490
png,2002,480
png,2003,460
png,2004,440
png,2005,420
png,2006,400
png,2007,380
png,2008,370
png,2009,370
png,2010,370
png,2011,370
png,2012,360
png,2013,360
png,2014,350
png,2015,340
png,2016,340
png,2017,340
pol,2000,26
pol,2001,23
pol,2002,20
pol,2003,18
pol,2004,18
pol,2005,17
pol,2006,16
pol,2007,15
pol,2008,14
pol,2009,13
pol,2010,11
pol,2011,11
pol,2012,10
pol,2013,10
pol,2014,9
pol,2015,9
pol,2016,9
pol,2017,8
pri,2000,14
pri,2001,13
pri,2002,13
pri,2003,12
pri,2004,12
pri,2005,11
pri,2006,11
pri,2007,11
pri,2008,10
pri,2009,10
pri,2010,9
pri,2011,9
pri,2012,7
pri,2013,7
pri,2014,7
pri,2015,6
pri,2016,6
pri,2017,5
prk,2000,570
prk,2001,520
prk,2002,480
prk,2003,470
prk,2004,460
prk,2005,450
prk,2006,430
prk,2007,420
prk,2008,410
prk,2009,390
prk,2010,370
prk,2011,350
prk,2012,330
prk,2013,330
prk,2014,320
prk,2015,320
prk,2016,320
prk,2017,310
prt,2000,11
prt,2001,12
prt,2002,11
prt,2003,11
prt,2004,11
prt,2005,10
prt,2006,10
prt,2007,9
prt,2008,9
prt,2009,9
prt,2010,9
prt,2011,8
prt,2012,8
prt,2013,7
prt,2014,7
prt,2015,7
prt,2016,7
prt,2017,6
pry,2000,280
pry,2001,270
pry,2002,270
pry,2003,260
pry,2004,250
pry,2005,240
pry,2006,240
pry,2007,230
pry,2008,220
pry,2009,220
pry,2010,210
pry,2011,200
pry,2012,200
pry,2013,190
pry,2014,190
pry,2015,190
pry,2016,190
pry,2017,180
pse,2000,85
pse,2001,84
pse,2002,85
pse,2003,81
pse,2004,79
pse,2005,74
pse,2006,74
pse,2007,72
pse,2008,70
pse,2009,68
pse,2010,61
pse,2011,58
pse,2012,55
pse,2013,51
pse,2014,53
pse,2015,45
pse,2016,42
pse,2017,39
qat,2000,2
qat,2001,2
qat,2002,2
qat,2003,2
qat,2004,2
qat,2005,2
qat,2006,2
qat,2007,2
qat,2008,2
qat,2009,2
qat,2010,2
qat,2011,2
qat,2012,2
qat,2013,2
qat,2014,2
qat,2015,2
qat,2016,2
qat,2017,2
rou,2000,120
rou,2001,110
rou,2002,100
rou,2003,92
rou,2004,85
rou,2005,78
rou,2006,71
rou,2007,66
rou,2008,63
rou,2009,62
rou,2010,58
rou,2011,50
rou,2012,46
rou,2013,42
rou,2014,42
rou,2015,41
rou,2016,40
rou,2017,36
rus,2000,740
rus,2001,720
rus,2002,710
rus,2003,710
rus,2004,660
rus,2005,650
rus,2006,560
rus,2007,520
rus,2008,490
rus,2009,460
rus,2010,450
rus,2011,420
rus,2012,400
rus,2013,380
rus,2014,360
rus,2015,350
rus,2016,330
rus,2017,320
rwa,2000,3500
rwa,2001,3400
rwa,2002,3000
rwa,2003,2800
rwa,2004,2500
rwa,2005,2100
rwa,2006,1800
rwa,2007,1600
rwa,2008,1500
rwa,2009,1500
rwa,2010,1300
rwa,2011,1200
rwa,2012,1200
rwa,2013,1100
rwa,2014,1100
rwa,2015,1000
rwa,2016,990
rwa,2017,960
sau,2000,130
sau,2001,130
sau,2002,130
sau,2003,130
sau,2004,130
sau,2005,120
sau,2006,120
sau,2007,120
sau,2008,120
sau,2009,120
sau,2010,120
sau,2011,110
sau,2012,110
sau,2013,110
sau,2014,110
sau,2015,110
sau,2016,100
sau,2017,100
sdn,2000,7200
sdn,2001,7100
sdn,2002,6900
sdn,2003,6800
sdn,2004,6700
sdn,2005,6200
sdn,2006,6000
sdn,2007,5700
sdn,2008,5500
sdn,2009,5300
sdn,2010,5000
sdn,2011,4800
sdn,2012,4600
sdn,2013,4400
sdn,2014,4300
sdn,2015,4100
sdn,2016,4100
sdn,2017,3900
sen,2000,2100
sen,2001,2100
sen,2002,2200
sen,2003,2200
sen,2004,2200
sen,2005,2200
sen,2006,2300
sen,2007,2300
sen,2008,2300
sen,2009,2200
sen,2010,2200
sen,2011,2100
sen,2012,2000
sen,2013,2000
sen,2014,1900
sen,2015,1800
sen,2016,1800
sen,2017,1700
sgp,2000,7
sgp,2001,7
sgp,2002,7
sgp,2003,6
sgp,2004,6
sgp,2005,6
sgp,2006,6
sgp,2007,6
sgp,2008,5
sgp,2009,5
sgp,2010,5
sgp,2011,5
sgp,2012,5
sgp,2013,4
sgp,2014,4
sgp,2015,4
sgp,2016,4
sgp,2017,4
slb,2000,36
slb,2001,35
slb,2002,34
slb,2003,33
slb,2004,31
slb,2005,30
slb,2006,29
slb,2007,29
slb,2008,27
slb,2009,27
slb,2010,26
slb,2011,25
slb,2012,24
slb,2013,24
slb,2014,24
slb,2015,23
slb,2016,22
slb,2017,22
sle,2000,5200
sle,2001,4800
sle,2002,4500
sle,2003,4400
sle,2004,4200
sle,2005,4100
sle,2006,4000
sle,2007,3900
sle,2008,3800
sle,2009,3600
sle,2010,3400
sle,2011,3200
sle,2012,3000
sle,2013,2900
sle,2014,3000
sle,2015,3000
sle,2016,2800
sle,2017,2900
slv,2000,110
slv,2001,110
slv,2002,93
slv,2003,88
slv,2004,84
slv,2005,80
slv,2006,76
slv,2007,73
slv,2008,71
slv,2009,69
slv,2010,66
slv,2011,64
slv,2012,62
slv,2013,60
slv,2014,59
slv,2015,57
slv,2016,56
slv,2017,54
som,2000,5200
som,2001,5200
som,2002,5200
som,2003,5100
som,2004,5100
som,2005,5100
som,2006,5200
som,2007,5200
som,2008,5200
som,2009,5200
som,2010,5200
som,2011,5200
som,2012,5200
som,2013,5000
som,2014,5000
som,2015,5000
som,2016,5200
som,2017,5100
srb,2000,15
srb,2001,15
srb,2002,15
srb,2003,14
srb,2004,13
srb,2005,13
srb,2006,12
srb,2007,12
srb,2008,12
srb,2009,12
srb,2010,11
srb,2011,11
srb,2012,11
srb,2013,10
srb,2014,11
srb,2015,11
srb,2016,10
srb,2017,10
ssd,2000,4600
ssd,2001,4600
ssd,2002,4700
ssd,2003,4700
ssd,2004,4700
ssd,2005,4600
ssd,2006,4500
ssd,2007,4400
ssd,2008,4300
ssd,2009,4100
ssd,2010,3900
ssd,2011,3900
ssd,2012,3900
ssd,2013,4100
ssd,2014,4300
ssd,2015,4200
ssd,2016,4300
ssd,2017,4500
stp,2000,10
stp,2001,10
stp,2002,10
stp,2003,10
stp,2004,10
stp,2005,10
stp,2006,10
stp,2007,10
stp,2008,10
stp,2009,9
stp,2010,9
stp,2011,9
stp,2012,9
stp,2013,9
stp,2014,9
stp,2015,9
stp,2016,9
stp,2017,9
sur,2000,25
sur,2001,24
sur,2002,23
sur,2003,21
sur,2004,19
sur,2005,18
sur,2006,18
sur,2007,18
sur,2008,18
sur,2009,17
sur,2010,16
sur,2011,15
sur,2012,15
sur,2013,14
sur,2014,13
sur,2015,13
sur,2016,13
sur,2017,13
svk,2000,4
svk,2001,4
svk,2002,4
svk,2003,4
svk,2004,4
svk,2005,4
svk,2006,3
svk,2007,4
svk,2008,3
svk,2009,3
svk,2010,3
svk,2011,3
svk,2012,3
svk,2013,3
svk,2014,3
svk,2015,3
svk,2016,3
svk,2017,3
svn,2000,2
svn,2001,2
svn,2002,2
svn,2003,2
svn,2004,2
svn,2005,2
svn,2006,1
svn,2007,2
svn,2008,2
svn,2009,2
svn,2010,2
svn,2011,2
svn,2012,2
svn,2013,2
svn,2014,1
svn,2015,1
svn,2016,1
svn,2017,1
swe,2000,5
swe,2001,5
swe,2002,5
swe,2003,5
swe,2004,5
swe,2005,5
swe,2006,5
swe,2007,5
swe,2008,5
swe,2009,5
swe,2010,5
swe,2011,5
swe,2012,5
swe,2013,5
swe,2014,5
swe,2015,5
swe,2016,5
swe,2017,5
swz,2000,170
swz,2001,170
swz,2002,170
swz,2003,180
swz,2004,180
swz,2005,180
swz,2006,170
swz,2007,160
swz,2008,160
swz,2009,150
swz,2010,150
swz,2011,140
swz,2012,140
swz,2013,130
swz,2014,130
swz,2015,130
swz,2016,130
swz,2017,130
syc,2000,1
syc,2001,1
syc,2002,1
syc,2003,1
syc,2004,1
syc,2005,1
syc,2006,1
syc,2007,1
syc,2008,1
syc,2009,1
syc,2010,1
syc,2011,1
syc,2012,1
syc,2013,1
syc,2014,1
syc,2015,1
syc,2016,1
syc,2017,1
syr,2000,130
syr,2001,130
syr,2002,140
syr,2003,140
syr,2004,140
syr,2005,150
syr,2006,150
syr,2007,150
syr,2008,150
syr,2009,150
syr,2010,150
syr,2011,150
syr,2012,150
syr,2013,150
syr,2014,140
syr,2015,140
syr,2016,140
syr,2017,130
tcd,2000,6100
tcd,2001,6300
tcd,2002,6400
tcd,2003,6500
tcd,2004,6500
tcd,2005,6600
tcd,2006,6900
tcd,2007,6800
tcd,2008,7000
tcd,2009,7000
tcd,2010,7000
tcd,2011,6900
tcd,2012,6900
tcd,2013,7000
tcd,2014,7100
tcd,2015,7100
tcd,2016,7200
tcd,2017,7300
tgo,2000,960
tgo,2001,980
tgo,2002,1000
tgo,2003,1000
tgo,2004,1100
tgo,2005,1100
tgo,2006,1100
tgo,2007,1100
tgo,2008,1100
tgo,2009,1100
tgo,2010,1100
tgo,2011,1000
tgo,2012,1000
tgo,2013,1000
tgo,2014,1000
tgo,2015,1000
tgo,2016,1000
tgo,2017,1000
tha,2000,390
tha,2001,390
tha,2002,380
tha,2003,380
tha,2004,390
tha,2005,360
tha,2006,350
tha,2007,350
tha,2008,350
tha,2009,340
tha,2010,330
tha,2011,320
tha,2012,300
tha,2013,300
tha,2014,290
tha,2015,280
tha,2016,270
tha,2017,270
tjk,2000,100
tjk,2001,100
tjk,2002,83
tjk,2003,68
tjk,2004,64
tjk,2005,64
tjk,2006,61
tjk,2007,59
tjk,2008,57
tjk,2009,60
tjk,2010,55
tjk,2011,54
tjk,2012,52
tjk,2013,51
tjk,2014,50
tjk,2015,49
tjk,2016,47
tjk,2017,46
tkm,2000,31
tkm,2001,29
tkm,2002,26
tkm,2003,23
tkm,2004,22
tkm,2005,20
tkm,2006,20
tkm,2007,18
tkm,2008,16
tkm,2009,14
tkm,2010,13
tkm,2011,13
tkm,2012,13
tkm,2013,13
tkm,2014,12
tkm,2015,12
tkm,2016,11
tkm,2017,10
tls,2000,270
tls,2001,260
tls,2002,240
tls,2003,220
tls,2004,180
tls,2005,150
tls,2006,120
tls,2007,100
tls,2008,92
tls,2009,82
tls,2010,74
tls,2011,66
tls,2012,62
tls,2013,60
tls,2014,58
tls,2015,57
tls,2016,55
tls,2017,52
ton,2000,2
ton,2001,2
ton,2002,2
ton,2003,2
ton,2004,2
ton,2005,2
ton,2006,2
ton,2007,2
ton,2008,2
ton,2009,2
ton,2010,2
ton,2011,2
ton,2012,2
ton,2013,1
ton,2014,1
ton,2015,1
ton,2016,1
ton,2017,1
tto,2000,15
tto,2001,15
tto,2002,14
tto,2003,14
tto,2004,15
tto,2005,15
tto,2006,14
tto,2007,13
tto,2008,15
tto,2009,15
tto,2010,14
tto,2011,14
tto,2012,14
tto,2013,14
tto,2014,13
tto,2015,13
tto,2016,13
tto,2017,12
tun,2000,110
tun,2001,100
tun,2002,99
tun,2003,94
tun,2004,90
tun,2005,86
tun,2006,83
tun,2007,83
tun,2008,84
tun,2009,87
tun,2010,89
tun,2011,92
tun,2012,94
tun,2013,96
tun,2014,96
tun,2015,96
tun,2016,93
tun,2017,90
tur,2000,580
tur,2001,560
tur,2002,530
tur,2003,500
tur,2004,470
tur,2005,430
tur,2006,400
tur,2007,370
tur,2008,350
tur,2009,330
tur,2010,310
tur,2011,300
tur,2012,280
tur,2013,270
tur,2014,250
tur,2015,250
tur,2016,230
tur,2017,220
tza,2000,12000
tza,2001,12000
tza,2002,12000
tza,2003,12000
tza,2004,12000
tza,2005,12000
tza,2006,12000
tza,2007,12000
tza,2008,11000
tza,2009,12000
tza,2010,12000
tza,2011,11000
tza,2012,11000
tza,2013,11000
tza,2014,11000
tza,2015,11000
tza,2016,11000
tza,2017,11000
uga,2000,6700
uga,2001,6500
uga,2002,6500
uga,2003,6500
uga,2004,6500
uga,2005,6400
uga,2006,6300
uga,2007,6400
uga,2008,6400
uga,2009,6300
uga,2010,6300
uga,2011,6200
uga,2012,6200
uga,2013,6100
uga,2014,6100
uga,2015,6100
uga,2016,6000
uga,2017,6000
ukr,2000,140
ukr,2001,130
ukr,2002,130
ukr,2003,130
ukr,2004,140
ukr,2005,140
ukr,2006,140
ukr,2007,150
ukr,2008,160
ukr,2009,140
ukr,2010,120
ukr,2011,120
ukr,2012,120
ukr,2013,110
ukr,2014,110
ukr,2015,97
ukr,2016,89
ukr,2017,83
ury,2000,14
ury,2001,13
ury,2002,13
ury,2003,12
ury,2004,12
ury,2005,11
ury,2006,10
ury,2007,10
ury,2008,9
ury,2009,9
ury,2010,8
ury,2011,8
ury,2012,8
ury,2013,9
ury,2014,8
ury,2015,9
ury,2016,9
ury,2017,8
usa,2000,470
usa,2001,510
usa,2002,520
usa,2003,540
usa,2004,540
usa,2005,560
usa,2006,570
usa,2007,570
usa,2008,580
usa,2009,600
usa,2010,600
usa,2011,610
usa,2012,620
usa,2013,630
usa,2014,640
usa,2015,680
usa,2016,730
usa,2017,720
uzb,2000,230
uzb,2001,230
uzb,2002,230
uzb,2003,220
uzb,2004,210
uzb,2005,220
uzb,2006,210
uzb,2007,210
uzb,2008,210
uzb,2009,210
uzb,2010,200
uzb,2011,210
uzb,2012,220
uzb,2013,220
uzb,2014,210
uzb,2015,210
uzb,2016,200
uzb,2017,200
vct,2000,2
vct,2001,2
vct,2002,1
vct,2003,1
vct,2004,1
vct,2005,1
vct,2006,1
vct,2007,1
vct,2008,1
vct,2009,1
vct,2010,1
vct,2011,1
vct,2012,1
vct,2013,1
vct,2014,1
vct,2015,1
vct,2016,1
vct,2017,1
ven,2000,690
ven,2001,710
ven,2002,780
ven,2003,740
ven,2004,700
ven,2005,660
ven,2006,670
ven,2007,670
ven,2008,690
ven,2009,710
ven,2010,690
ven,2011,680
ven,2012,680
ven,2013,670
ven,2014,650
ven,2015,640
ven,2016,660
ven,2017,670
vnm,2000,940
vnm,2001,890
vnm,2002,850
vnm,2003,820
vnm,2004,790
vnm,2005,760
vnm,2006,730
vnm,2007,720
vnm,2008,720
vnm,2009,720
vnm,2010,720
vnm,2011,720
vnm,2012,720
vnm,2013,730
vnm,2014,720
vnm,2015,720
vnm,2016,710
vnm,2017,700
vut,2000,9
vut,2001,9
vut,2002,8
vut,2003,8
vut,2004,8
vut,2005,8
vut,2006,8
vut,2007,7
vut,2008,7
vut,2009,7
vut,2010,7
vut,2011,7
vut,2012,7
vut,2013,7
vut,2014,7
vut,2015,6
vut,2016,6
vut,2017,6
wsm,2000,5
wsm,2001,5
wsm,2002,4
wsm,2003,4
wsm,2004,4
wsm,2005,4
wsm,2006,3
wsm,2007,3
wsm,2008,3
wsm,2009,3
wsm,2010,3
wsm,2011,3
wsm,2012,3
wsm,2013,2
wsm,2014,2
wsm,2015,2
wsm,2016,2
wsm,2017,2
yem,2000,2100
yem,2001,2000
yem,2002,2000
yem,2003,1900
yem,2004,1800
yem,2005,1800
yem,2006,1700
yem,2007,1700
yem,2008,1600
yem,2009,1600
yem,2010,1500
yem,2011,1500
yem,2012,1500
yem,2013,1500
yem,2014,1500
yem,2015,1400
yem,2016,1400
yem,2017,1400
zaf,2000,1600
zaf,2001,1700
zaf,2002,1900
zaf,2003,2000
zaf,2004,2100
zaf,2005,2200
zaf,2006,2300
zaf,2007,2300
zaf,2008,2200
zaf,2009,2100
zaf,2010,2000
zaf,2011,1900
zaf,2012,1700
zaf,2013,1600
zaf,2014,1500
zaf,2015,1500
zaf,2016,1500
zaf,2017,1400
zmb,2000,2500
zmb,2001,2400
zmb,2002,2300
zmb,2003,2300
zmb,2004,2200
zmb,2005,2200
zmb,2006,2100
zmb,2007,2100
zmb,2008,1900
