geo,time,ne_gdi_totl_kd
chl,1984,4458994952.62174
chl,1985,4903775803.01084
chl,1986,5022344766.76865
chl,1987,6370494995.97825
chl,1988,7109848349.72132
chl,1989,9002703385.22861
chl,1990,9485820691.07985
chl,1991,9551266160.71829
chl,1992,11631823843.5479
chl,1993,14086946778.9791
chl,1994,14195996634.5084
chl,1995,19052129820.47409
chl,1996,19090038819.7775
chl,1997,21463629364.33089
chl,1998,22160235504.8067
chl,1999,18997918395.1108
chl,2000,20905814279.5947
chl,2001,21460808932.2523
chl,2002,22305215099.026
chl,2003,24123055727.0817
chl,2004,27255396188.2347
chl,2005,33649082102.8531
chl,2006,35652676197.1365
chl,2007,39414569068.5686
chl,2008,46701755598.3445
chl,2009,40472890237.1561
chl,2010,45786911819.2248
chl,2011,53180965861.6746
chl,2012,59181497469.1642
chl,2013,61142219421.8642
chl,2014,58186853283.1673
chl,2015,58017939352.7046
chl,2016,57242166905.1738
chl,2017,55469445893.646
chl,2018,58323457572.8593
chl,2019,60892676059.7556
chl,2020,53899858224.6416
chn,1995,472674150606.18201
chn,1996,534096484833.40002
chn,1997,561059064632.677
chn,1998,608852378000.80298
chn,1999,647373935479.72717
chn,2000,694484466077.88
chn,2001,841085556949.01599
chn,2002,950636685170.61414
chn,2003,1176799275214.77002
chn,2004,1402803502818.13989
chn,2005,1552548644175.03003
chn,2006,1791435005491.77002
chn,2007,2105124675535.92969
chn,2008,2397698676676.02979
chn,2009,2898022395086.31006
chn,2010,3358209516515.4502
chn,2011,3654636600947.40967
chn,2012,3928833766230.43018
chn,2013,4296919688735.44971
chn,2014,4618027475038.13965
chn,2015,4782441087258.12988
chn,2016,5128654903508.62988
chn,2017,5452988957157.76953
chn,2018,5821565755214.76953
chn,2019,6053580688382.16992
chn,2020,6369386060634.28027
civ,2008,4958748548.27805
civ,2009,3642792688.64266
civ,2010,5960339235.84395
civ,2011,2036813496.7559
civ,2012,6492432096.15101
civ,2013,7999493366.92762
civ,2014,9733309314.75138
civ,2015,10759458921.3982
civ,2016,11287819574.6126
civ,2017,11871705177.6885
civ,2018,13755759569.7108
civ,2019,13131702231.1974
civ,2020,14232218506.1629
cmr,1960,406839244.80751
cmr,1961,417864689.82608
cmr,1962,441018189.93408
cmr,1963,464171536.38305
cmr,1964,503863300.31972
cmr,1965,699106903.96073
cmr,1966,843749756.00691
cmr,1967,758024632.55294
cmr,1968,764579729.5017
cmr,1969,729583252.16153
cmr,1970,964755001.9931
cmr,1971,1179146115.50608
cmr,1972,1263364529.32512
cmr,1973,1348688510.0371
cmr,1974,1237114806.73033
cmr,1975,1446036593.74291
cmr,1976,1341027605.50202
cmr,1977,1840908835.25344
cmr,1978,2721756880.2008
cmr,1979,2606829367.20674
cmr,1980,2895008542.3364
cmr,1981,4220705362.26558
cmr,1982,4051392833.43786
cmr,1983,4411674629.52259
cmr,1984,4790810855.1534
cmr,1985,5350149532.75863
cmr,1986,5262981417.49635
cmr,1987,4559844652.19275
cmr,1988,3297161785.07196
cmr,1989,2572767580.64188
cmr,1990,2612513010.75843
cmr,1991,2450754468.39714
cmr,1992,2065740640.23324
cmr,1993,1899889076.56316
cmr,1994,2206388933.0931
cmr,1995,2151833519.88623
cmr,1996,2237598789.63532
cmr,1997,2516391824.09546
cmr,1998,2547927612.2479
cmr,1999,2638529713.03655
cmr,2000,2755544259.98293
cmr,2001,2881135684.55523
cmr,2002,3100022722.29736
cmr,2003,2901999961.68031
cmr,2004,3300632349.62447
cmr,2005,3352411971.89918
cmr,2006,3392876548.40308
cmr,2007,3676816341.5045
cmr,2008,4027703011.05294
cmr,2009,3979772696.44599
cmr,2010,4321132900.65025
cmr,2011,4578272260.76529
cmr,2012,4752316207.22709
cmr,2013,5413730587.17217
cmr,2014,6109594320.33497
cmr,2015,5878320958.80376
cmr,2016,6549664843.79692
cmr,2017,6629385543.99757
cmr,2018,7017030630.65727
cmr,2019,7732616135.96037
cmr,2020,7252051355.92027
cod,1993,794083586.29815
cod,1994,990304974.21765
cod,1995,922853882.87783
cod,1996,827809166.166
cod,1997,837822976.72651
cod,1998,756154678.46046
cod,1999,1003607312.02011
cod,2000,1052787704.6015
cod,2001,1127401383.53164
cod,2002,1663545887.05622
cod,2003,1725723952.83134
cod,2004,1619455985.87022
cod,2005,1887748687.13844
cod,2006,2239501310.33117
cod,2007,2514069033.30252
cod,2008,2674500581.85654
cod,2009,4438803021.86602
cod,2010,5054048189.47454
cod,2011,8494705875.5482
cod,2012,8760069279.95795
cod,2013,8696419650.42217
cod,2014,9113876396.16995
cod,2015,8255268741.93426
cod,2016,9122145616.53933
cod,2017,11243876938.5416
cod,2018,12690850763.9162
cod,2019,13489159271.4959
cod,2020,17716956944.5988
cog,1960,1134013190.49794
cog,1961,1553532550.00139
cog,1962,930808461.87405
cog,1963,603059019.30275
cog,1964,544064116.25373
cog,1965,603059019.30275
cog,1966,921034786.15753
cog,1967,1279214400.82194
cog,1968,1202462328.62563
cog,1969,1129363703.56437
cog,1970,1059920789.43414
cog,1971,1242666262.99217
cog,1972,1454650629.75698
cog,1973,1703182003.40474
cog,1974,1991917746.10591
cog,1975,2350104262.49458
cog,1976,1801862940.41682
cog,1977,1450995180.39901
cog,1978,1151293352.14817
cog,1979,1235357018.36918
cog,1980,1842067831.66519
cog,1981,3333270615.11188
cog,1982,4561309857.77143
cog,1983,3855346074.75162
cog,1984,3428390393.67373
cog,1985,3256333605.05072
cog,1986,2100792062.80659
cog,1987,1446551641.83015
cog,1988,1234135494.02701
cog,1989,1004726590.59587
cog,1990,1152823840.8891
cog,1991,1447491205.67108
cog,1992,1450222626.63024
cog,1993,1915418546.62027
cog,1994,3355631767.01189
cog,1995,2301946906.98159
cog,1996,2225869910.16928
cog,1997,1409186453.44611
cog,1998,1404145290.78605
cog,1999,1718989834.03195
cog,2000,2045873351.74587
cog,2001,2018350660.3247
cog,2002,2042983061.70483
cog,2003,2318455797.17083
cog,2004,2330310913.42147
cog,2005,2438938765.57721
cog,2006,2623540068.77728
cog,2007,4752144160.83281
cog,2008,4286508015.13648
cog,2009,4458424129.24579
cog,2010,7175638325.53713
cog,2011,4475869723.11956
cog,2012,6164928191.59266
cog,2013,6749540831.20786
cog,2014,7826309193.45706
cog,2015,9437198253.32296
cog,2016,7598178342.59618
cog,2017,4250807827.92507
cog,2018,3164256726.16549
cog,2019,3011855754.46723
cog,2020,2511139112.08146
col,1960,4138378685.33983
col,1961,4555742948.98582
col,1962,4251602880.34557
col,1963,4105916104.84026
col,1964,4647876626.85236
col,1965,4499498558.69345
col,1966,5837400620.81883
col,1967,5296848848.37285
col,1968,6066151640.42534
col,1969,5931742203.74572
col,1970,7667287359.93234
col,1971,7994629583.31834
col,1972,7799632695.05503
col,1973,8508105200.04655
col,1974,10195083260.7753
col,1975,8358154292.82041
col,1976,9136077744.31669
col,1977,10620166763.7702
col,1978,11354501247.0931
col,1979,11318561596.4543
col,1980,12549494630.8337
col,1981,14210367877.7539
col,1982,14968257402.3738
col,1983,14646378977.2268
col,1984,13783463108.6793
col,1985,12454303123.7363
col,1986,12996311909.0461
col,1987,14193855065.2982
col,1988,15330689352.2281
col,1989,14207453852.0264
col,1990,14040868714.6059
col,1991,12814063883.3364
col,1992,18322179596.9694
col,1993,25321547976.6098
col,1994,32085608778.7402
col,1995,34031889144.6014
col,1996,29941276540.9686
col,1997,29748204894.67649
col,1998,27871647687.7971
col,1999,17104837042.0466
col,2000,19202455247.0167
col,2001,20820062226.1893
col,2002,22916719000.8144
col,2003,25518936093.5407
col,2004,28372770603.0922
col,2005,31627923736.5853
col,2006,36983736237.4128
col,2007,42826076070.6273
col,2008,46716106450.8674
col,2009,43775059667.9819
col,2010,47960872406.9671
col,2011,56841272719.0302
col,2012,58482117148.1227
col,2013,63047596268.6782
col,2014,70584028649.8221
col,2015,69771447767.8443
col,2016,69658021980.45869
col,2017,67409200742.4538
col,2018,68423103279.2124
col,2019,71025331552.51199
col,2020,56592169936.9305
com,1980,38134612.9189
com,1981,39608486.59697
com,1982,42136942.30331
com,1983,44168376.71355
com,1984,45983812.3951
com,1985,47032415.21982
com,1986,47910610.743
com,1987,48695381.21054
com,1988,50004079.3902
com,1989,48413611.24267
com,1990,50878537.91116
com,1991,48133336.1228
com,1992,52239554.16186
com,1993,53809842.40686
com,1994,50970468.18386
com,1995,52810568.00492
com,1996,52128430.60449
com,1997,54229380.7001
com,1998,54924963.86718
com,1999,55981788.12819
com,2000,62054738.19737
com,2001,63502430.4356
com,2002,64978725.60209
com,2003,66345945.26248
com,2004,67619523.05188
com,2005,69538159.85373
com,2006,71378767.97916
com,2007,68143583.30303
com,2008,76524314.46543
com,2009,79556957.36823
com,2010,76248858.70478
com,2011,78100424.33535
com,2012,97192220.3339
com,2013,103537484.08549
com,2014,106211806.31345
com,2015,131747498.01989
com,2016,128218856.85551
com,2017,142323177.30101
com,2018,165291650.80492
cpv,2007,680711696.73925
cpv,2008,706785683.77043
cpv,2009,642751425.30776
cpv,2010,706996366.86138
cpv,2011,722492799.05211
cpv,2012,570050298.69718
cpv,2013,496366042.24074
cpv,2014,586399847.04084
cpv,2015,482019622.54127
cpv,2016,585957318.73258
cpv,2017,658273681.34539
cpv,2018,686754012.86833
cpv,2019,643157921.95744
cpv,2020,769943228.29171
cri,1960,917392368.26208
cri,1961,572610634.46307
cri,1962,622918284.15059
cri,1963,474087336.36217
cri,1964,691356611.54727
cri,1965,671432789.88885
cri,1966,814186972.07145
cri,1967,869475577.17357
cri,1968,854931187.36292
cri,1969,986727267.63339
cri,1970,1124301256.1848
cri,1971,1389586941.5667
cri,1972,1292458310.98189
cri,1973,1533636172.1571
cri,1974,1665233014.21098
cri,1975,1516900161.96402
cri,1976,1919162121.24758
cri,1977,2355991911.10851
cri,1978,2346229238.49586
cri,1979,2563299275.46439
cri,1980,2742812908.60678
cri,1981,1707969611.6683
cri,1982,1273231823.08151
cri,1983,1694222174.72399
cri,1984,1879613335.2556
cri,1985,2025057233.36211
cri,1986,2654849235.98484
cri,1987,2746100339.18041
cri,1988,2552042316.22739
cri,1989,2726574993.95517
cri,1990,2924817019.45647
cri,1991,2554433174.9202
cri,1992,3288340292.45233
cri,1993,3775544521.52072
cri,1994,3914662317.27384
cri,1995,4136791280.17358
cri,1996,3903697010.61793
cri,1997,4619938485.65328
cri,1998,5833482988.69387
cri,1999,5725716898.49162
cri,2000,5463642473.03479
cri,2001,5617994818.96088
cri,2002,5899953019.9019
cri,2003,6220515407.64835
cri,2004,6284949921.62313
cri,2005,6573291256.8619
cri,2006,7077794582.40799
cri,2007,8421508237.22725
cri,2008,9237426837.81943
cri,2009,8071759945.82106
cri,2010,8416910149.37009
cri,2011,8689875414.52469
cri,2012,9435942332.41774
cri,2013,9892446559.22923
cri,2014,10277514178.3668
cri,2015,10641404753.0966
cri,2016,11279768426.2477
cri,2017,11218519299.3488
cri,2018,11470633349.2866
cri,2019,10726632051.7736
cri,2020,10797317003.2552
cub,1970,4467644220.41197
cub,1971,4852704537.39237
cub,1972,5086206986.01813
cub,1973,5257484968.85536
cub,1974,5305388366.63046
cub,1975,5821823239.35624
cub,1976,6142589028.42648
cub,1977,6661154488.38089
cub,1978,7077958413.41036
cub,1979,7146958483.87117
cub,1980,6921581918.84359
cub,1981,8226265471.04397
cub,1982,8793613132.63499
cub,1983,9206217546.39314
cub,1984,10029285233.5852
cub,1985,11342780206.7497
cub,1986,10000513149.6362
cub,1987,8990696124.17506
cub,1988,9875844361.90121
cub,1989,10875272382.0705
cub,1990,10480280153.6833
cub,1991,8327042701.31694
cub,1992,4890755815.81588
cub,1993,3479505303.61219
cub,1994,2517685870.85162
cub,1995,2638614451.56152
cub,1996,3616960366.23605
cub,1997,3892157180.48413
cub,1998,3465920205.69422
cub,1999,3481721961.62047
cub,2000,3876765859.77675
cub,2001,3907445892.38681
cub,2002,3486236749.02797
cub,2003,3150295522.38806
cub,2004,3574890756.30252
cub,2005,4754276357.70726
cub,2006,5989275931.26803
cub,2007,6131902169.82315
cub,2008,7476898382.03938
cub,2009,6053919478.23906
cub,2010,6010823780.25837
cub,2011,6523867803.83795
cub,2012,6990737865.29537
cub,2013,7271885990.21698
cub,2014,6917885613.94707
cub,2015,8181000000
cub,2016,8795626740.24834
cub,2017,8809991972.90857
cub,2018,9234792424.43246
cub,2019,9140392324.09382
cub,2020,8598617835.19378
cyp,1975,1086215848.56198
cyp,1976,1597782015.04316
cyp,1977,2296564932.50485
cyp,1978,2419945538.33549
cyp,1979,2839188465.03279
cyp,1980,2935408370.03645
cyp,1981,2554348432.19666
cyp,1982,2610592365.11188
cyp,1983,2671580618.74319
cyp,1984,3300197821.0433
cyp,1985,3239211612.2741
cyp,1986,2771264279.62487
cyp,1987,3014276296.71185
cyp,1988,3573529971.23576
cyp,1989,4375367925.80324
cyp,1990,4051644117.82869
cyp,1991,3625283981.59306
cyp,1992,4837026380.9862
cyp,1993,3420514613.88223
cyp,1994,3687978616.19141
cyp,1995,3350436074.40925
cyp,1996,3066931494.4659
cyp,1997,3114448807.9162
cyp,1998,2614137808.12679
cyp,1999,2899000609.84483
cyp,2000,3147266760.8287
cyp,2001,2892846638.28566
cyp,2002,3342236160.22434
cyp,2003,3364563948.60603
cyp,2004,3926314573.15903
cyp,2005,4082168907.43636
cyp,2006,4635312797.01933
cyp,2007,4840615229.10813
cyp,2008,5869787868.33745
cyp,2009,4648227742.57897
cyp,2010,5018901747.5771
cyp,2011,4112966747.61425
cyp,2012,3467307721.76027
cyp,2013,2566157709.12727
cyp,2014,2640065637.58323
cyp,2015,2714238322.42317
cyp,2016,3681305140.94711
cyp,2017,4603919793.10023
cyp,2018,4529708363.42362
cyp,2019,5008475081.52862
cyp,2020,4372630338.05451
cze,1990,27949626952.5891
cze,1991,19863914995.68069
cze,1992,21512815610.5493
cze,1993,22135618273.2863
cze,1994,26536568972.0006
cze,1995,32060490878.6016
cze,1996,36519457289.4964
cze,1997,33529589918.1869
cze,1998,32475552619.5437
cze,1999,31640388231.10929
cze,2000,35080644341.684
cze,2001,37435276182.73289
cze,2002,37986848925.2503
cze,2003,38197225468.7738
cze,2004,41080542710.5036
cze,2005,42878804817.318
cze,2006,46983850805.4271
cze,2007,53703460541.6942
cze,2008,54195233497.6371
cze,2009,44620803902.6373
cze,2010,46497118756.0344
cze,2011,47311997560.85169
cze,2012,45336653285.2279
cze,2013,43413669393.77
cze,2014,46516347375.3748
cze,2015,52617754967.22389
cze,2016,50524355912.3939
cze,2017,53794115554.6522
cze,2018,57931236343.3101
cze,2019,60538116774.2263
cze,2020,54320158544.6415
deu,1970,414859766782.52802
deu,1971,416401308459.58197
deu,1972,424540653973.22998
deu,1973,435023139818.12494
deu,1974,393278179975.23499
deu,1975,367503601936.61902
deu,1976,402034141715.89899
deu,1977,408755272348.33801
deu,1978,422690804182.66803
deu,1979,470416950525.62299
deu,1980,456296418511.90997
deu,1981,401294197583.52496
deu,1982,384892198622.104
deu,1983,417942851246.14899
deu,1984,424787308674.43201
deu,1985,423862383224.39398
deu,1986,448033746202.41693
deu,1987,453090007252.44495
deu,1988,490148687542.354
deu,1989,531215357774.69
deu,1990,577153307739.38892
deu,1991,616616781772.85095
deu,1992,617876267520.90198
deu,1993,584599379670.89404
deu,1994,609059878379.67505
deu,1995,616749357468.15198
deu,1996,591360817797.13599
deu,1997,602298440253.43298
deu,1998,630338527115.85095
deu,1999,657583148711.33606
deu,2000,679524687019.14404
deu,2001,663283970180.04199
deu,2002,611976576961.67896
deu,2003,608927302684.375
deu,2004,591957413973.55396
deu,2005,580489477640.92493
deu,2006,635045025322.23804
deu,2007,677005715523.04199
deu,2008,680585303676.67896
deu,2009,565640833340.30396
deu,2010,634779862836.50696
deu,2011,694174473324.37903
deu,2012,633321519093.06995
deu,2013,651550893551.94092
deu,2014,674155310336.25403
deu,2015,662886243094.14001
deu,2016,687943337979.33899
deu,2017,735273415958.16382
deu,2018,756750933784.85498
deu,2019,767357111455.33606
deu,2020,718502396337.85901
dji,2013,31835964.98831
dji,2014,1369305.18935
dji,2015,-2391388.74978
dji,2016,23162087.91407
dji,2017,18310544.49688
dji,2018,3033101.19186
dma,2015,71937037.03704
dnk,1966,19889687618.3728
dnk,1967,20843133357.2705
dnk,1968,22166675318.1339
dnk,1969,25627113175.5223
dnk,1970,26200858665.285
dnk,1971,26177532985.5551
dnk,1972,28028631300.7201
dnk,1973,30515268291.9129
dnk,1974,28463327421.4208
dnk,1975,23839551293.117
dnk,1976,28967088261.9
dnk,1977,28577632214.7664
dnk,1978,28154451414.052
dnk,1979,29378222373.7954
dnk,1980,24968940595.0993
dnk,1981,20867258349.4962
dnk,1982,23287788301.5827
dnk,1983,24099245584.9393
dnk,1984,28552633057.6411
dnk,1985,31783934938.7659
dnk,1986,36821628065.3025
dnk,1987,35526327280.3002
dnk,1988,34405974667.0718
dnk,1989,35655739595.5764
dnk,1990,35464356445.9152
dnk,1991,34078602713.9178
dnk,1992,34728864988.6047
dnk,1993,32037902932.5038
dnk,1994,36363108933.3713
dnk,1995,41700543279.66129
dnk,1996,42140123237.3151
dnk,1997,48211655442.5447
dnk,1998,51045849565.3438
dnk,1999,48555716241.5487
dnk,2000,54258149845.643
dnk,2001,53458659582.9392
dnk,2002,52816314926.8127
dnk,2003,52457109893.1226
dnk,2004,56003518545.6637
dnk,2005,59101658654.1206
dnk,2006,66646476719.061
dnk,2007,68427405959.0831
dnk,2008,65145138449.48
dnk,2009,51313916743.6244
dnk,2010,51012603118.0299
dnk,2011,53794989448.4888
dnk,2012,55029488113.2689
dnk,2013,56895429677.9771
dnk,2014,59336123702.3971
dnk,2015,62445104478.2159
dnk,2016,67191616402.46729
dnk,2017,70026237403.9483
dnk,2018,73071060335.3105
dnk,2019,72505530209.0161
dnk,2020,75777844102.78
dom,1960,417438858.21882
dom,1961,309638705.95832
dom,1962,534872204.04608
dom,1963,759646950.21846
dom,1964,939925485.24365
dom,1965,442209961.04616
dom,1966,780807616.29261
dom,1967,773154343.62006
dom,1968,776202123.1861
dom,1969,1022307848.81294
dom,1970,1141331943.63576
dom,1971,1337170635.46643
dom,1972,1503994641.54327
dom,1973,1908213595.58102
dom,1974,2232181808.72679
dom,1975,2456761842.22072
dom,1976,2314394264.45602
dom,1977,2483741299.62275
dom,1978,2550469241.8257
dom,1979,2759597037.77421
dom,1980,2852057535.26218
dom,1981,2465803549.38791
dom,1982,2164495921.74212
dom,1983,2405583523.3145
dom,1984,2127039806.60308
dom,1985,2023965701.35388
dom,1986,2559994693.53459
dom,1987,3269083922.9733
dom,1988,3091170108.20578
dom,1989,3515301460.65813
dom,1990,3214282836.19161
dom,1991,2947862115.94402
dom,1992,3615557809.27753
dom,1993,4161215215.81591
dom,1994,4786268268.45642
dom,1995,4991605420.09713
dom,1996,5373572094.34482
dom,1997,6536532661.05228
dom,1998,9291095110.87362
dom,1999,9247960452.18939
dom,2000,10045819108.5865
dom,2001,10184265870.4778
dom,2002,10506793822.9463
dom,2003,7980802788.30086
dom,2004,8254134302.44497
dom,2005,9789046520.40455
dom,2006,11501946174.611
dom,2007,13100414872.7457
dom,2008,14146932105.6231
dom,2009,11653255636.4341
dom,2010,14074132059.9727
dom,2011,13251802588.9162
dom,2012,13166953528.2295
dom,2013,12938848252.2032
dom,2014,14061669202.0846
dom,2015,16682561643.2274
dom,2016,18530551483.5862
dom,2017,18009658664.718
dom,2018,20726066520.1927
dom,2019,22841019328.7622
dom,2020,21553456790.729
dza,1960,15598105024.5187
dza,1961,15598105024.5187
dza,1962,15598105024.5187
dza,1963,15598105024.5187
dza,1964,15598105024.5187
dza,1965,15598105024.5187
dza,1966,15598105024.5187
dza,1967,15598105024.5187
dza,1968,15598105024.5187
dza,1969,15598105024.5187
dza,1970,15598105024.5187
dza,1971,15598105024.5187
dza,1972,15598105024.5187
dza,1973,15598105024.5187
dza,1974,15598105024.5187
dza,1975,16925604524.4128
dza,1976,16355164739.9439
dza,1977,22628015504.5821
dza,1978,27248850814.0353
dza,1979,22105662677.3875
dza,1980,26679116580.2722
dza,1981,29914295137.3465
dza,1982,29380693792.7855
dza,1983,30605777728.387
dza,1984,31347471366.4284
dza,1985,33379030710.0876
dza,1986,27314747290.3066
dza,1987,18876560520.22729
dza,1988,20383332595.2748
dza,1989,21931484725.6477
dza,1990,19620924010.2582
dza,1991,16152772980.5931
dza,1992,13691728559.3131
dza,1993,12291943650.3556
dza,1994,13796383291.285
dza,1995,13156449677.8507
dza,1996,10652662233.4282
dza,1997,8674689074.44766
dza,1998,12990789774.4874
dza,1999,11533030022.7979
dza,2000,12120028651.5538
dza,2001,17475781503.2846
dza,2002,22813394818.3022
dza,2003,24851050271.48529
dza,2004,29217767026.3564
dza,2005,33697991040.762
dza,2006,35312156751.9224
dza,2007,42669470024.3658
dza,2008,48342831555.6939
dza,2009,59386738230.581
dza,2010,63525508759.0441
dza,2011,61639180981.8272
dza,2012,73000995402.8649
dza,2013,79198241017.6442
dza,2014,82236676681.18358
dza,2015,84285420601.95811
dza,2016,85574685010.6447
dza,2017,89347823672.5876
dza,2018,91131491104.1067
dza,2019,92900699818.03009
dza,2020,78536770050.45758
ecu,1960,4616520328.21102
ecu,1961,4769029133.10925
ecu,1962,4564138884.58336
ecu,1963,4705985979.71666
ecu,1964,5009612931.71769
ecu,1965,5129209502.12421
ecu,1966,5013514990.44257
ecu,1967,5734811903.53949
ecu,1968,5781433388.78645
ecu,1969,5984923364.63435
ecu,1970,6227001253.8447
ecu,1971,7341793963.60725
ecu,1972,7089248739.44819
ecu,1973,6782785356.07662
ecu,1974,6509008549.07997
ecu,1975,8760940897.97965
ecu,1976,9154621303.72725
ecu,1977,9990063550.62613
ecu,1978,10914413531.4103
ecu,1979,10540117079.2713
ecu,1980,10789342416.7727
ecu,1981,10643304325.6483
ecu,1982,10645975003.7011
ecu,1983,9009901629.13011
ecu,1984,9054420109.25142
ecu,1985,9764543557.66105
ecu,1986,10263808051.0334
ecu,1987,10840652972.7021
ecu,1988,9868501546.95532
ecu,1989,10029889883.2469
ecu,1990,9849136054.25482
ecu,1991,9968735048.0205
ecu,1992,10454979985.8857
ecu,1993,9531119219.16886
ecu,1994,10269140176.6848
ecu,1995,9995031073.34062
ecu,1996,9516939703.2632
ecu,1997,10588101594.907
ecu,1998,11743722141.5601
ecu,1999,8204095293.52631
ecu,2000,9118330235.02652
ecu,2001,12189368465.4782
ecu,2002,14368370996.5387
ecu,2003,12847579840.0329
ecu,2004,13704767498.3809
ecu,2005,15859304710.851
ecu,2006,17091927244.0102
ecu,2007,17816665578.0771
ecu,2008,21822225749.7304
ecu,2009,20226989442.5042
ecu,2010,22342692596.1691
ecu,2011,24918801569.8571
ecu,2012,25962967460.0782
ecu,2013,28422675792.3459
ecu,2014,29379807730.864
ecu,2015,26679423000
ecu,2016,23612913845.6931
ecu,2017,26384142311.7698
ecu,2018,26831771644.9103
ecu,2019,25979882267.2153
ecu,2020,21345455872.9982
egy,1960,2045956480.48931
egy,1961,2251366529.61406
egy,1962,2584366080.61807
egy,1963,2911936291.11658
egy,1964,3368000893.57859
egy,1965,3172544635.38058
egy,1966,3144493042.76884
egy,1967,2741816955.27758
egy,1968,2510165093.70957
egy,1969,2212456255.99131
egy,1970,2063998915.82784
egy,1971,1874596662.3754
egy,1972,1699322315.94039
egy,1973,1893139540.33578
egy,1974,2650748554.14553
egy,1975,4345678772.79032
egy,1976,4084016388.80985
egy,1977,4786306864.51135
egy,1978,6742304202.90339
egy,1979,8498188210.24161
egy,1980,8313901984.75449
egy,1981,10089310137.4377
egy,1982,12154075849.4937
egy,1983,12900034358.0228
egy,1984,14956561574.5192
egy,1985,15891346672.9267
egy,1986,16078303692.6081
egy,1987,15330475613.8822
egy,1988,16584269158.5119
egy,1989,15455854968.3451
egy,1990,15820594908.6011
egy,1991,12606324186.4897
egy,1992,12116204891.0406
egy,1993,11493633099.6111
egy,1994,12690886543.822
egy,1995,14216187432.8243
egy,1996,15467077845.0761
egy,1997,17095821432.2387
egy,1998,19731015489.8044
egy,1999,23005244102.0965
egy,2000,24915759788.8835
egy,2001,24371510588.78329
egy,2002,25722498591.5546
egy,2003,23973632708.0038
egy,2004,25434696336.6924
egy,2005,28153223818.7277
egy,2006,32101545334.5868
egy,2007,39851288110.4977
egy,2008,46067954529.8928
egy,2009,41785537381.0792
egy,2010,45069078009.0632
egy,2011,44229964354.7566
egy,2012,46524638494.7555
egy,2013,42607139129.6906
egy,2014,43335169986.21549
egy,2015,47061994609.1644
egy,2016,52348885346.9549
egy,2017,58277136600.946
egy,2018,67436543164.8306
egy,2019,76167117968.8214
egy,2020,60212377363.5435
esp,1970,87686453591.76198
esp,1971,85712389395.04289
esp,1972,98105217892.32259
esp,1973,109914914152.112
esp,1974,120901945436.45399
esp,1975,115384476520.487
esp,1976,114226469040.439
esp,1977,109966123719.57899
esp,1978,103934902626.198
esp,1979,101665142148.99899
esp,1980,104323107872.47301
esp,1981,95350823294.01088
esp,1982,96744560101.8273
esp,1983,94608381648.12019
esp,1984,92974345428.93939
esp,1985,97753818517.1683
esp,1986,109551692917.108
esp,1987,123682958358.52499
esp,1988,142035206931.98099
esp,1989,158428601620.936
esp,1990,168320653524.00699
esp,1991,170756792116.233
esp,1992,164513978038.508
esp,1993,145512091915.384
esp,1994,150560038275.80899
esp,1995,161993320082.81201
esp,1996,165390648553.90601
esp,1997,174405440790.23401
esp,1998,194690664969.53101
esp,1999,215177820494.922
esp,2000,230342642683.98401
esp,2001,239054537901.172
esp,2002,248013854492.96896
esp,2003,262617263159.375
esp,2004,275101502204.68701
esp,2005,292948017050.39001
esp,2006,314938562542.578
esp,2007,327266360270.31201
esp,2008,313488429194.53101
esp,2009,255469781117.96896
esp,2010,244861728370.703
esp,2011,226483756850.39001
esp,2012,203006464084.76599
esp,2013,194983576372.65601
esp,2014,206377164246.48401
esp,2015,227119507736.71896
esp,2016,230333766580.85901
esp,2017,244863947396.48401
esp,2018,263852151006.64001
esp,2019,272336596081.25
esp,2020,241199226318.75
est,1993,1352324239.17383
est,1994,1399182297.08359
est,1995,1486863772.29102
est,1996,1805970774.76367
est,1997,2374602788.28633
est,1998,2745437500.7457
est,1999,2325834149.17891
est,2000,2837193107.2875
est,2001,3247875975.21367
est,2002,4020465305.36836
est,2003,4741225959.86328
est,2004,5078880689.32851
est,2005,5436632025.78164
est,2006,7145676863.9332
est,2007,7970850448.02617
est,2008,6402729280.16445
est,2009,3692772892.14805
est,2010,3955956006.88164
est,2011,5083148985.41875
est,2012,6005583579.01679
est,2013,5801176909.66406
est,2014,6058161175.87773
est,2015,5722910760.84648
est,2016,6046740959.69453
est,2017,6854858002.11992
est,2018,7361235247.34961
est,2019,7365830849.74257
est,2020,8456292294.52265
eth,2011,10430962091.9206
eth,2012,15282530649.0759
eth,2013,16725314101.998
eth,2014,20804689652.6854
eth,2015,26269304748.3031
eth,2016,29048221221.406
eth,2017,32500750849.2697
eth,2018,33849940969.6235
eth,2019,42398664667.80969
eth,2020,45546747348.6718
fin,1970,24471167784.7375
fin,1971,24564756306.5746
fin,1972,24195193095.8879
fin,1973,26611105268.1179
fin,1974,30804958590.9558
fin,1975,30725496387.2422
fin,1976,25820110228.6207
fin,1977,24603089976.9457
fin,1978,22291838155.6883
fin,1979,27097748717.075
fin,1980,30761244892.57809
fin,1981,28889496646.0937
fin,1982,30236445295.3125
fin,1983,30761244892.57809
fin,1984,30911029132.8125
fin,1985,31596708099.2187
fin,1986,31979490046.48429
fin,1987,33997693994.5312
fin,1988,38687604983.2031
fin,1989,44244045539.4531
fin,1990,41463606235.5469
fin,1991,31790872855.07809
fin,1992,28119494700
fin,1993,25081648405.4687
fin,1994,28034062207.4219
fin,1995,31497961451.95309
