geo,time,bn_res_incl_cd
can,2010,3814579540.17052
can,2011,7916718685.64953
can,2012,1729255583.47891
can,2013,4750792693.57988
can,2014,5274307911.59146
can,2015,8480409612.79589
can,2016,5603378004.86855
can,2017,856690099.51503
can,2018,-1602695366.71269
can,2019,147896035.15743
can,2020,1281870376.0463
can,2021,20508838694.3991
che,1977,1044992213.90409
che,1978,7179157139.63882
che,1979,-3175047527.3414
che,1980,337489010.41545
che,1981,-950986433.15031
che,1982,3365834178.984
che,1983,-198930589.23815
che,1984,1491178333.22453
che,1985,1227763748.19064
che,1986,1090813219.13289
che,1987,3212573325.35391
che,1988,-2382168953.53073
che,1989,1368660248.02519
che,1990,1169228616.61812
che,1991,992030434.67082
che,1992,4396999406.04589
che,1993,485887669.51711
che,1994,1009076412.6668
che,1995,29004057.09712
che,1996,2521470102.88279
che,1997,2153939364.1859
che,1998,1179396516.53128
che,1999,-2685041629.62999
che,2000,-4617415379.86392
che,2001,-620521754.06547
che,2002,2070991773.95363
che,2003,1732455893.14621
che,2004,2755397056.37937
che,2005,-17134775160.0325
che,2006,370597214.94945
che,2007,3462902019.97561
che,2008,3853317537.94612
che,2009,48136881562.9465
che,2010,125382339066.367
che,2011,54666259907.9021
che,2012,184517102804.694
che,2013,13993611088.8619
che,2014,40840310709.653
che,2015,98770365429.91389
che,2016,78207226238.30899
che,2017,61682794359.4278
che,2018,13789112495.2762
che,2019,16177307083.2833
che,2020,122415168224.463
chl,1975,-666437306.04849
chl,1976,464388784.34542
chl,1977,164304079.49467
chl,1978,743596214.1686
chl,1979,989678049.6902
chl,1980,1350989265.71478
chl,1981,165027009.25373
chl,1982,-1539174069.51858
chl,1983,-4272986175.82776
chl,1984,-2001327559.12826
chl,1985,-2876914239.21818
chl,1986,-3186880096.39868
chl,1987,-1620509961.41531
chl,1988,-1256033934.54104
chl,1989,518982960.06682
chl,1990,2322502837.1477
chl,1991,1257008630.0621
chl,1992,2546607181.71646
chl,1993,427525201.79189
chl,1994,3150812136.61639
chl,1995,1138524110.78921
chl,1996,2593369319.07496
chl,1997,3318461286.37143
chl,1998,-2191258610.48147
chl,1999,-746516115.08785
chl,2000,316535275.73415
chl,2001,-598959230.61862
chl,2002,185019151.96264
chl,2003,-357200511.12234
chl,2004,-191454718.77909
chl,2005,1710833419.54143
chl,2006,1998332855.71474
chl,2007,-3213716270.79845
chl,2008,6461164827.7552
chl,2009,1647843696.16981
chl,2010,3023068834.70115
chl,2011,14191791636.425
chl,2012,-365901385.21893
chl,2013,312032788.86086
chl,2014,1056822939.90865
chl,2015,225897894.92147
chl,2016,1746559379.08741
chl,2017,-2765787363.61419
chl,2018,1436534569.08294
chl,2019,-141131995.00263
chl,2020,-2870186393.60386
chn,1982,6304966215.09147
chn,1983,4141685153.85867
chn,1984,137638919.22933
chn,1985,-2439679217.04598
chn,1986,-2047813883.7385
chn,1987,4782851214.69147
chn,1988,2373923450.54253
chn,1989,-479387408.55611
chn,1990,12046826246.5942
chn,1991,14537064548.6864
chn,1992,-2060148874.02047
chn,1993,1768616746.63129
chn,1994,30452754626.748
chn,1995,22468987408.0826
chn,1996,31705045220.7324
chn,1997,35857155387.5028
chn,1998,6248154217.31687
chn,1999,8652453049.6948
chn,2000,10693133365.5104
chn,2001,47446537124.8901
chn,2002,75216902198.6357
chn,2003,105711331661.52901
chn,2004,189849113077.53696
chn,2005,250974934020.39496
chn,2006,284650737255.58502
chn,2007,460651006977.23602
chn,2008,479553287964.13898
chn,2009,400508809938.75
chn,2010,471658583327.63599
chn,2011,387799218278.66602
chn,2012,96554784204.1575
chn,2013,431381955624.57898
chn,2014,117783455486.17599
chn,2015,-342940998433.82703
chn,2016,-443625009876.74799
chn,2017,91526172979.4606
chn,2018,18876836385.4916
chn,2019,-19288061007.9585
chn,2020,28010520223.5404
civ,2005,-315238585.63302
civ,2006,223449800.90799
civ,2007,321114656.79379
civ,2008,231464679.63735
civ,2009,1090006179.05057
civ,2010,1428775914.17825
civ,2011,616036860.34682
civ,2012,-626343016.3036
civ,2013,-16592843.43559
civ,2014,648731473.78565
civ,2015,586428029.70833
civ,2016,-459730114.10222
civ,2017,485779051.96485
civ,2018,247368888.40554
civ,2019,1075250162.43686
civ,2020,199662605.54232
cmr,1977,-4291557.19139
cmr,1978,-12645098.62137
cmr,1979,64029868.79239
cmr,1980,83724104.15765
cmr,1981,-53862425.3007
cmr,1982,-10424342.20093
cmr,1983,116748042.1303
cmr,1984,-85933775.24577
cmr,1985,59257591.90718
cmr,1986,-80667754.7873
cmr,1987,-470721166.53913
cmr,1988,-163425093.77336
cmr,1989,-128031950.47209
cmr,1990,-870558825.6723
cmr,1991,-731113704.09328
cmr,1992,-1305172199.99722
cmr,1993,-887778034.91413
cmr,1994,-88396146.09368
cmr,1995,151683073.53519
cmr,1996,-590263695.31566
cmr,1997,-1801365220.79969
cmr,1998,-156638348.77628
cmr,1999,-616779944.5515
cmr,2000,-265736573.93464
cmr,2001,-118582261.59836
cmr,2002,40026265.61095
cmr,2003,-271066055.82915
cmr,2004,-435085556.96843
cmr,2005,-396859294.30263
cmr,2006,1617793142.07838
cmr,2007,820451310.74278
cmr,2008,268122927.42338
cmr,2009,230383778.01956
cmr,2010,7049320.52442
cmr,2011,-326152368.72371
cmr,2012,118703003.39296
cmr,2013,-70693305.61106
cmr,2014,130472733.77652
cmr,2015,738006925.81308
cmr,2016,-1224950809.02039
cmr,2017,407624203.25063
cmr,2018,287137472.86974
cmr,2019,245211196.46215
cmr,2020,-544865250.6204
cod,2005,-42917866.11662
cod,2006,-1178097.55108
cod,2007,69616103.09585
cod,2008,138755188.543
cod,2009,479507086.72014
cod,2010,-10649807910.3304
cod,2011,-165319260.10422
cod,2012,347442419.74844
cod,2013,38111096.20442
cod,2014,-75033082.88839
cod,2015,-285113431.14303
cod,2016,-516122981.4006
cod,2017,59108326.07175
cod,2018,150252574.53896
cod,2019,316839914.83422
cod,2020,-486472905.99992
cog,1978,-13612778.81797
cog,1979,24585849.77061
cog,1980,49066642.37672
cog,1981,43961277.70696
cog,1982,-84509700.8646
cog,1983,-32054214.23869
cog,1984,-60802720.41838
cog,1985,-80997646.2781
cog,1986,-398245732.58317
cog,1987,-488172341.32563
cog,1988,-467188340.21834
cog,1989,-403180323.82592
cog,1990,-363853982.97646
cog,1991,-458221811.35217
cog,1992,-429938903.75985
cog,1993,-419951517.71191
cog,1994,-154898869.9568
cog,1995,-580660154.90794
cog,1996,-1316058502.88532
cog,1997,-682389829.86339
cog,1998,-1028630809.70623
cog,1999,-655641258.72658
cog,2000,-242846147.84166
cog,2001,-680644373.75111
cog,2002,-713131625.80927
cog,2003,-280092676.26487
cog,2004,-180661980.23128
cog,2005,510489195.69152
cog,2006,702091777.72094
cog,2007,484673423.82892
cog,2008,2750429056.17186
cog,2009,-175519469.23038
cog,2010,921843630.03585
cog,2011,1438557499.56556
cog,2012,-190232347.10711
cog,2013,-508784402.74012
cog,2014,379430127.73589
cog,2015,-2228405420.49304
cog,2016,-1646836103.43878
col,1968,64750000.00003
col,1969,55400000
col,1970,39460000.00009
col,1971,-1162779.99988
col,1972,182899168.11336
col,1973,166018844.44826
col,1974,-88412608.83938
col,1975,58659851.26485
col,1976,621077998.72089
col,1977,649096809.70023
col,1978,596037623.42815
col,1979,1539108247.57019
col,1980,934121978.99014
col,1981,3826706.36244
col,1982,-874078376.43965
col,1983,-1839242888.61098
col,1984,-380720101.2363
col,1985,153912354.37918
col,1986,1291994340.25724
col,1987,401974169.21746
col,1988,192972360.80209
col,1989,433974005.04302
col,1990,609973972.90579
col,1991,1762959126.84012
col,1992,1274392286.98462
col,1993,464351823.14334
col,1994,182303011.62078
col,1995,-4068403.31452
col,1996,1729461104.10884
col,1997,277944336.29059
col,1998,-1397620982.55072
col,1999,-311917331.02108
col,2000,845982985.42859
col,2001,1202017702.88123
col,2002,124189573.94487
col,2003,-197496870.71809
col,2004,2462619011.79246
col,2005,1723579697.82093
col,2006,22617940.45945
col,2007,4687822602.52036
col,2008,2571442708.68223
col,2009,1441097209.60632
col,2010,3117222721.49103
col,2011,3736592629.55163
col,2012,5321388997.04035
col,2013,6940776393.17343
col,2014,4435514342.84481
col,2015,416749507.02108
col,2016,171899537.28232
col,2017,535876958.95492
col,2018,1179096918.67217
col,2019,3317997972.47782
col,2020,-1079481270.84951
col,2021,630008763.65852
com,1980,-3189641.49486
com,1981,3812561.38633
com,1982,3710660.2349
com,1983,2075773.29955
com,1984,-5854486.83963
com,1985,6115634.04992
com,1986,3479202.78163
com,1987,8792404.25631
com,1988,-3716442.44771
com,1989,5349832.07432
com,1990,-4837731.14145
com,1991,-25852234.01659
com,1992,-6029154.01457
com,1993,7784492.8896
com,1994,4985948.58146
com,1995,-9863143.95714
com,2003,-1700808.03265
com,2004,-895150.14073
com,2005,-5845986.47791
com,2006,-7130835.11488
com,2007,7635309.20476
com,2008,-14490028.3204
com,2009,-10192686.52402
com,2010,-89993518.82996
com,2011,-5076414.55868
com,2012,30706312.38444
com,2014,2030984.15404
com,2015,-5658785.68963
com,2016,-35053730.27595
com,2017,12111996.95907
com,2018,-2684647.73356
com,2019,-7322457.49059
com,2020,37209175.1093
cpv,1977,9328420.76997
cpv,1978,-2659098.75151
cpv,1979,2943095.23879
cpv,1980,98963.3783
cpv,1981,-4489822.16865
cpv,1982,4957219.52016
cpv,1983,3202531.3229
cpv,1984,-4840877.34079
cpv,1985,14240710.08936
cpv,1986,-611928.26072
cpv,1987,3000452.70908
cpv,1988,-1038989.16344
cpv,1989,15421971.86053
cpv,1990,-6974753.93069
cpv,1991,-16276564.04482
cpv,1992,22554104.60291
cpv,1993,14989491.0187
cpv,1994,22239480.42573
cpv,1995,-31874671.87252
cpv,1996,22455814.15063
cpv,1997,239175.7731
cpv,1998,10764431.20715
cpv,1999,49793091.39748
cpv,2000,-28877897.32999
cpv,2001,-16748513.68639
cpv,2002,10054385.70557
cpv,2003,3681235.49579
cpv,2004,27761871.08639
cpv,2005,64930355.99042
cpv,2006,75944985.15237
cpv,2007,107058915.4628
cpv,2008,28925109.27315
cpv,2009,-2589703.14881
cpv,2010,28308213.3617
cpv,2011,-48394834.26705
cpv,2012,49168869.82823
cpv,2013,70238314.14592
cpv,2014,90805821.02022
cpv,2015,36878101.00028
cpv,2016,90354242.20121
cpv,2017,-11766263.42002
cpv,2018,13207909.84931
cpv,2019,147385842.21596
cpv,2020,-136528597.40461
cri,1977,102794867.06074
cri,1978,9280282.00266
cri,1979,-156519724.31337
cri,1980,-353886441.19656
cri,1981,-366363172.91171
cri,1982,-334302494.59279
cri,1983,-383556418.77462
cri,1984,-477152013.94112
cri,1985,-435138964.182
cri,1986,-364746409.65605
cri,1987,-691929645.56291
cri,1988,-342848722.64821
cri,1989,-457691723.10641
cri,1990,-541382704.66282
cri,1991,162844421.10451
cri,1992,14323869.43712
cri,1993,-258355902.14211
cri,1994,-103334354.133
cri,1995,216232483.22405
cri,1996,-69285337.80886
cri,1997,-193302222.94462
cri,1998,-504267939.70997
cri,1999,229701378.09557
cri,2000,-152934812.74835
cri,2001,12989979.4276
cri,2002,162980966.3064
cri,2003,338854612.22255
cri,2004,80288691.06996
cri,2005,393470428.20734
cri,2006,1030824649.25759
cri,2007,1147708625.73191
cri,2008,-347950334.26102
cri,2009,259887797.98956
cri,2010,561140937.10162
cri,2011,132357332.28891
cri,2012,2109603839.80364
cri,2013,460895581.74865
cri,2014,-113205657.32819
cri,2015,644015213.50659
cri,2016,-235166369.14185
cri,2017,-418729652.75733
cri,2018,389863087.12362
cri,2019,1392606674.00906
cri,2020,-2797671461.5252
cym,2016,-3702069.50428
cym,2017,18802129.90452
cym,2018,11557246.22898
cym,2019,22316489.26596
cyp,1976,44771978.0278
cyp,1977,15576533.2238
cyp,1978,18236652.79093
cyp,1979,-7450505.33772
cyp,1980,41722824.96296
cyp,1981,92356238.50169
cyp,1982,140207194.93026
cyp,1983,41718937.23518
cyp,1984,95892174.27366
cyp,1985,-29605086.60143
cyp,1986,159483515.7337
cyp,1987,63696674.04049
cyp,1988,70694328.09974
cyp,1989,228045734.40045
cyp,1990,293783343.83119
cyp,1991,-65596676.01785
cyp,1992,-224852981.03767
cyp,1993,144764899.41221
cyp,1994,246910047.88049
cyp,1995,-363053405.36238
cyp,1996,-59828419.6772
cyp,1997,-46983886.88273
cyp,1998,-82523785.01497
cyp,1999,639048439.65806
cyp,2000,-8168542.87264
cyp,2001,610647889.88845
cyp,2002,388955643.05798
cyp,2003,-187593902.51994
cyp,2004,371428996.24676
cyp,2005,702724451.17835
cyp,2006,1012557561.05519
cyp,2007,-250165972.91183
cyp,2008,-480760191.16043
cyp,2009,135172574.02678
cyp,2010,-296372232.24918
cyp,2011,-10438613.55085
cyp,2012,-60434890.24737
cyp,2013,-385971357.86106
cyp,2014,-224943824.51911
cyp,2015,-457895511.72004
cyp,2016,-162897670.20378
cyp,2017,303841442.99761
cyp,2018,59985560.94454
cyp,2019,-1618582.24945
cyp,2020,817760833.59931
cze,1993,3138120223.85969
cze,1994,3474367936.9041
cze,1995,7453422592.92017
cze,1996,-825204807.68091
cze,1997,-1758417081.39645
cze,1998,1890402023.83945
cze,1999,1639311319.49163
cze,2000,843586379.05801
cze,2001,1787133999.47562
cze,2002,6618159584.15479
cze,2003,442475343.26531
cze,2004,262633463.71586
cze,2005,3878730525.17864
cze,2006,92131259.07255
cze,2007,871766117.67349
cze,2008,2420040812.91791
cze,2009,4284632278.68162
cze,2010,2076244473.90589
cze,2011,-1000263263.66676
cze,2012,4186402133.79775
cze,2013,9613637993.31264
cze,2014,3540116483.00473
cze,2015,14287992353.7286
cze,2016,22983107210.9459
cze,2017,49369837967.437
cze,2018,2219593374.59358
cze,2019,4783176798.64741
cze,2020,2042084917.95745
cze,2021,13543205441.8181
deu,1971,4796524790.65939
deu,1972,5151366691.52727
deu,1973,8719173858.82233
deu,1974,-523204273.51877
deu,1975,-975233626.87314
deu,1976,3759339380.86544
deu,1977,4402952874.16642
deu,1978,12848397676.7572
deu,1979,-3300005268.68151
deu,1980,-12235449204.4849
deu,1981,307369710.54034
deu,1982,3441682965.08224
deu,1983,-1915406590.34899
deu,1984,-494917487.84107
deu,1985,2220145660.46765
deu,1986,5447412608.84678
deu,1987,21426936187.2025
deu,1988,-15595900267.3457
deu,1989,2859732767.14391
deu,1990,7253555899.40537
deu,1991,-6184707001.33022
deu,1992,37175010146.4152
deu,1993,-14197398401.6892
deu,1994,-2036471491.66632
deu,1995,7223865592.30108
deu,1996,-1195707785.14636
deu,1997,-3755216532.96439
deu,1998,4016584643.03181
deu,1999,-14103705378.9682
deu,2000,-5224960509.1459
deu,2001,-5468022415.326
deu,2002,-1981565342.11107
deu,2003,-688087810.47929
deu,2004,-1810147204.37371
deu,2005,-2601720492.50226
deu,2006,-3653862321.56568
deu,2007,1234171687.86977
deu,2008,2733805365.47713
deu,2009,12350173722.4709
deu,2010,2134345644.69928
deu,2011,3917705195.99914
deu,2012,1699737999.84466
deu,2013,1155710414.2495
deu,2014,-3296664894.61901
deu,2015,-2421942262.76258
deu,2016,1896844161.01115
deu,2017,-1482727059.39356
deu,2018,455228507.51387
deu,2019,-594219616.02236
deu,2020,-66916003.54703
deu,2021,37469825955.6324
dji,1991,6342621.77148
dji,1992,-15525763.15298
dji,1993,-11272124.99174
dji,1994,3398510.47669
dji,1995,-7245915.71125
dji,1996,1269516.80368
dji,1997,-10078087.60263
dji,1998,-6950480.43365
dji,1999,3039188.40094
dji,2000,-3827971.86794
dji,2001,-65979.62135
dji,2002,1339951.60605
dji,2003,27313002.55203
dji,2004,-5741484.36717
dji,2005,-6610716.32983
dji,2006,31980072.47006
dji,2007,15075563.77737
dji,2008,41707046.01884
dji,2009,60010215.12494
dji,2010,13037345.59065
dji,2011,-9237828.14621
dji,2012,-13341386.93144
dji,2013,175289858.05026
dji,2014,-30028754.39449
dji,2015,-24864918.1516
dji,2016,43198599.56637
dji,2017,162405632.45465
dji,2018,-104566615.08012
dji,2019,44939846.0321
dji,2020,146877565.68858
dma,1976,397755.61304
dma,1977,959259.25926
dma,1978,96296.2963
dma,1979,5817562.37227
dma,1980,-3680304.82341
dma,1981,-8278052.3546
dma,1982,-1975361.02993
dma,1983,-4459128.80687
dma,1984,5639096.36721
dma,1985,-607950.30861
dma,1986,6566955.74533
dma,1987,8393595.59103
dma,1988,-1032404.31196
dma,1989,180128.08718
dma,1990,5048203.19162
dma,1991,4228195.42057
dma,1992,3357100.19684
dma,1993,917131.52013
dma,1994,-3347655.73192
dma,1995,8333208.38953
dma,1996,2238343.62479
dma,1997,639648.52548
dma,1998,3540763.3686
dma,1999,11028979.94112
dma,2000,476624.1481
dma,2001,3461491.23219
dma,2002,9827065.05214
dma,2003,-2053120.54014
dma,2004,-6720129.15652
dma,2005,11228064.92721
dma,2006,11568769.93016
dma,2007,1164164.01595
dma,2008,-6629530.8051
dma,2009,15321823.44819
dma,2010,1241664.29907
dma,2011,6484708.54446
dma,2012,2732572.99593
dma,2013,-4773301.10184
dma,2014,16095386.79771
dma,2015,18395356.8825
dma,2016,97272273.53571
dma,2017,-8492707.46502
dma,2018,-19442092.36403
dma,2019,-23071946.78918
dma,2020,-3621595.42006
dnk,1975,-42395907.45693
dnk,1976,19373651.59893
dnk,1977,716585411.33991
dnk,1978,1496206368.21898
dnk,1979,-660863633.23831
dnk,1980,-237689150.599
dnk,1981,-694745399.86626
dnk,1982,-256973839.27067
dnk,1983,1356910497.10517
dnk,1984,-370572653.84771
dnk,1985,1531807184.20267
dnk,1986,-1328902819.67417
dnk,1987,3731688255.85698
dnk,1988,1436167548.12569
dnk,1989,-3837556149.83158
dnk,1990,3384720581.01619
dnk,1991,-2903318681.36035
dnk,1992,4074790967.12879
dnk,1993,-567332288.16152
dnk,1994,-1851175691.66813
dnk,1995,2497893936.29506
dnk,1996,3563327497.26342
dnk,1997,6532119876.92242
dnk,1998,-4239399759.13984
dnk,1999,9564006600.77398
dnk,2000,-5521247989.10992
dnk,2001,3317177723.77341
dnk,2002,5545514384.0207
dnk,2003,4674164295.25766
dnk,2004,-1425504879.98891
dnk,2005,-1505558624.38722
dnk,2006,-5987623073.76175
dnk,2007,-210913885.43704
dnk,2008,7422256888.93091
dnk,2009,33670620285.6976
dnk,2010,4279152882.52565
dnk,2011,10554897686.3263
dnk,2012,1851535766.79805
dnk,2013,-993671131.68492
dnk,2014,-8158054252.4564
dnk,2015,-3083699469.2102
dnk,2016,1510075158.22181
dnk,2017,2611119327.89499
dnk,2018,-1148809929.11979
dnk,2019,-3209278835.64811
dnk,2020,-456471394.11108
dnk,2021,14537675257.444
dom,1968,6950000
dom,1969,11500000
dom,1970,-4130000
dom,1971,17580000
dom,1972,18713186.05408
dom,1973,23711056.17626
dom,1974,71907.17527
dom,1975,37563377.69583
dom,1976,-33191327.35312
dom,1977,48629484.08905
dom,1978,-121073122.24156
dom,1979,-88971243.86607
dom,1980,-38232491.66344
dom,1981,-23762967.26298
dom,1982,-326499222.41756
dom,1983,-500045128.7397
dom,1984,98202727.86891
dom,1985,91702028.80034
dom,1986,69958595.36616
dom,1987,-142714514.88617
dom,1988,1134111.46892
dom,1989,-262988313.76489
dom,1990,-474141563.23407
dom,1991,256914250.08659
dom,1992,-64041015.37475
dom,1993,-544397437.02776
dom,1994,-510976253.16599
dom,1995,146068186.07665
dom,1996,-39838462.90934
dom,1997,90899776.47362
dom,1998,11118938.87038
dom,1999,151447443.39082
dom,2000,-48355906.6751
dom,2001,514655695.0709
dom,2002,-554208406.59
dom,2003,-547957607.1972
dom,2004,204373839.92514
dom,2005,747891260.54753
dom,2006,167711464.50077
dom,2007,626172587.86421
dom,2008,-325188168.46423
dom,2009,405978123.31384
dom,2010,70558425.16974
dom,2011,161671166.72054
dom,2012,-440568557.13386
dom,2013,1333640802.13452
dom,2014,650726643.3774
dom,2015,774044325.51416
dom,2016,895392091.79953
dom,2017,722172163.38791
dom,2018,835457166.81691
dom,2019,1126026520.7238
dom,2020,1291449009.2279
dza,1977,-327658346.88397
dza,1978,73132023.69883
dza,1979,522167742.34353
dza,1980,1380431445.22421
dza,1981,156733487.54421
dza,1982,-1069514730.09466
dza,1983,-420756637.08888
dza,1984,-333107053.66849
dza,1985,1020348737.24896
dza,1986,-1497771927.60296
dza,1987,-351844283.92696
dza,1988,-958521195.6089
dza,1989,-773642550.99678
dza,1990,-10402130.98067
dza,1991,1047277628.88124
dza,2005,16903729032.3212
dza,2006,17736073156.6145
dza,2007,29453618541.1105
dza,2008,36859460744.6506
dza,2009,3856568877.05212
dza,2010,15207253412.4248
dza,2011,20193892432.5923
dza,2012,12039998088.98
dza,2013,107288202.96364
dza,2014,-5868026716.77007
dza,2015,-27347179851.0128
dza,2016,-26271624595.5192
dza,2017,-21754881841.5121
dza,2018,-15841502837.2375
dza,2019,-16983944438.685
dza,2020,-16503641824.6507
ecu,1976,203161074.19209
ecu,1977,112054183.11589
ecu,1978,5526121.82547
ecu,1979,53609173.14684
ecu,1980,279701778.60361
ecu,1981,-361315298.85172
ecu,1982,-1217806878.70335
ecu,1983,-1891869440.68001
ecu,1984,-1583147874.83193
ecu,1985,-878062016.77786
ecu,1986,-2061495583.17787
ecu,1987,-766636476.48451
ecu,1988,-1287244797.45854
ecu,1989,-1116440673.22602
ecu,1990,346126779.58245
ecu,1991,157729323.52386
ecu,1992,23781708.22982
ecu,1993,-681804726.76343
ecu,1994,-775040160.73804
ecu,1995,-1458984297.55254
ecu,1996,-124601725.08804
ecu,1997,-521437272.43536
ecu,1998,-781404608.69672
ecu,1999,-944174186.98966
ecu,2000,-5697244585.37417
ecu,2001,-257953654.09507
ecu,2002,-220628739.40289
ecu,2003,70090132.4144
ecu,2004,392246248.85564
ecu,2005,865473190.33246
ecu,2006,-73903140.86239
ecu,2007,1407238889.43438
ecu,2008,935488096.09391
ecu,2009,-2783268178.50846
ecu,2010,-1211095148.1918
ecu,2011,272491671.04247
ecu,2012,-581961807.14759
ecu,2013,1845806667.31722
ecu,2014,-420219508.84794
ecu,2015,-1486034598.29031
ecu,2016,1276903415.94915
ecu,2017,-2356256802.76931
ecu,2018,-146262003.73764
ecu,2019,-669800044.7048
ecu,2020,-2086985949.40801
egy,1977,-1906246734.00972
egy,1978,-1064370619.04101
egy,1979,14937878.11866
egy,1980,641429981.06151
egy,1981,82427138.72628
egy,1982,-245462008.09165
egy,1983,86782442.33851
egy,1984,-247062931.22986
egy,1985,-200127142.92322
egy,1986,-31117646.40202
egy,1987,314575624.48381
egy,1988,-101805823.1917
egy,1989,-533415091.68067
egy,1990,-10224081776.5084
egy,1991,-2073361801.53186
egy,1992,3359827892.74481
egy,1993,17855392.24008
egy,1994,-1163614511.42258
egy,1995,-1827013006.15886
egy,1996,-1724625092.64859
egy,1997,-635083516.6278
egy,1998,-1386896522.05019
egy,1999,-4613795103.54875
egy,2000,-2030227239.53871
egy,2001,-1344673355.00641
egy,2002,-803825194.56697
egy,2003,-406794857.36336
egy,2004,-584375878.31673
egy,2005,5226328139.59402
egy,2006,2936832882.5517
egy,2007,3686941577.16457
egy,2008,931459056.66655
egy,2009,-1634517121.26412
egy,2010,-218155339.08094
egy,2011,-19735637148.8444
egy,2012,-5792397805.52663
egy,2013,903306006.27877
egy,2014,-3208763813.69272
egy,2015,-673808463.34685
egy,2016,4686315121.69696
egy,2017,8810734334.37472
egy,2018,3236904717.11766
egy,2019,-2034982945.82017
egy,2020,-14060319362.1241
eri,1992,2597709.66398
eri,1993,33070842.26069
eri,1994,54252167.21316
eri,1995,-2889959.54694
eri,1996,57052619.79402
eri,1997,119214698.324
eri,1998,-159540724.37758
eri,1999,870930.91912
eri,2000,-64331604.37291
esp,1975,-828748157.38853
esp,1976,-1090300405.86237
esp,1977,1145884166.369
esp,1978,3758774816.03178
esp,1979,3524488898.09542
esp,1980,-718659617.2674
esp,1981,-655112057.42063
esp,1982,-3104368095.01329
esp,1983,-264947116.91365
esp,1984,4816838049.3088
esp,1985,-2275054130.00812
esp,1986,2343710782.72826
esp,1987,12705628167.6553
esp,1988,8416392431.56836
esp,1989,4715703982.75488
esp,1990,7188037070.12578
esp,1991,14307350104.4127
esp,1992,-17809070264.8356
esp,1993,-5203300619.76311
esp,1994,36316263.08282
esp,1995,-6413848245.02017
esp,1996,24279929423.0321
esp,1997,11755030323.5003
esp,1998,-14353893388.5609
esp,1999,-22788155308.9324
esp,2000,-2876187318.65727
esp,2001,-1339338048.32977
esp,2002,3693475901.64167
esp,2003,-15501659489.4555
esp,2004,-6410780970.40837
esp,2005,-1915122759.6321
esp,2006,576260627.60188
esp,2007,218040853.81067
esp,2008,686605328.49261
esp,2009,5970993380.083
esp,2010,1052047170.38443
esp,2011,13778251291.3498
esp,2012,3181606469.4763
esp,2013,839120047.48816
esp,2014,4897071998.49801
esp,2015,5615179588.19442
esp,2016,9272178186.02465
esp,2017,4276331601.8926
esp,2018,2561026728.47735
esp,2019,763524137.24442
esp,2020,-262497183.44526
est,1992,57926227.91032
est,1993,164634269.21855
est,1994,17494716.9607
est,1995,83498882.11168
est,1996,106285998.65962
est,1997,215882554.47508
est,1998,37300076.52505
est,1999,119296643.41851
est,2000,127587183.87088
est,2001,-41948162.00379
est,2002,69264017.7545
est,2003,169277204.20126
est,2004,271553908.34368
est,2005,385466883.27138
est,2006,620541913.08345
est,2007,110166058.99721
est,2008,720334607.86313
est,2009,31938386.10153
est,2010,-1111496260.88938
est,2011,17125552.75922
est,2012,91831615.46195
est,2013,12050284.21661
est,2014,164229692.5891
est,2015,26135811.66471
est,2016,-48245712.62396
est,2017,-31961220.802
est,2018,481500789.42151
est,2019,667493002.62488
est,2020,363145137.44679
est,2021,520438359.64588
eth,1977,-63033896.20253
eth,1978,-88362051.54701
eth,1979,-14354489.0119
eth,1980,-96948331.55247
eth,1981,113040328.44565
eth,1982,-75436345.6887
eth,1983,-52896295.57047
eth,1984,-56842874.82782
eth,1985,162162968.89579
eth,1986,113907143.15434
eth,1987,-107434902.55783
eth,1988,-22260960.99174
eth,1989,45484980.13504
eth,1990,-198273437.15787
eth,1991,-355939877.09902
eth,1992,-264036683.48582
eth,1993,32435618.01958
eth,1994,-419894.48552
eth,1995,-105234943.15904
eth,1996,-464847421.32661
eth,1997,-428582612.16869
eth,1998,-360365639.264
eth,1999,-236311994.51095
eth,2000,-189510460.24512
eth,2001,-780766752.797
eth,2002,-1134449899.27098
eth,2003,-279587535.63418
eth,2004,-948800904.56116
eth,2005,-322863685.62198
eth,2006,351740850.22837
eth,2007,-536838631.77209
eth,2008,381622146.5065
eth,2009,-1329485104.23751
eth,2010,-986809039.70099
eth,2011,-708893898.67448
eth,2012,330041073.26788
eth,2013,-145930741.12313
eth,2014,-1263901822.12043
eth,2015,-457750977.6116
eth,2016,491145426.85329
eth,2017,-370892497.14719
eth,2018,-974766319.15293
eth,2019,520417260.73843
eth,2020,-1289930883.25697
fin,1975,-217405714.23699
fin,1976,-111991074.16258
fin,1977,45401648.65153
fin,1978,708979589.23514
fin,1979,419990740.3775
fin,1980,316172229.22345
fin,1981,-186569918.9588
fin,1982,196364155.39299
fin,1983,-226945708.93643
fin,1984,1824462625.61321
fin,1985,583114887.86024
fin,1986,-2282606772.14345
fin,1987,4032724099.30096
fin,1988,258097986.18758
fin,1989,-1067623126.19171
fin,1990,3931199350.45479
fin,1991,-1886343623.25034
fin,1992,-2150057790.74865
fin,1993,291423490.40755
fin,1994,4713855027.81039
fin,1995,-371760512.51677
fin,1996,-3035687167.04881
fin,1997,2304179757.15373
fin,1998,295893494.32488
fin,1999,13128496.45369
fin,2000,352098364.27864
fin,2001,409969859.37247
fin,2002,-116065435.04426
fin,2003,-508470771.07613
fin,2004,815597790.00625
