geo,time,dc_dac_irll_cd
ind,2005,6590000.15259
ind,2006,5920000.07629
ind,2007,7039999.96185
ind,2008,6409999.84741
ind,2009,5039999.96185
ind,2010,4260000.22888
ind,2011,4760000.22888
ind,2012,4300000.19073
ind,2013,3789999.96185
ind,2014,3559999.94278
ind,2015,1850000.02384
ind,2016,1200000.04768
ind,2017,1919999.95708
ind,2018,1629999.99523
ind,2019,1029999.97139
irn,1987,9999.99978
irn,1990,209999.99344
irn,1991,639999.98569
irn,1992,19999.99955
irn,1993,9999.99978
irn,1996,59999.99866
irn,1997,150000.00596
irn,1998,170000.00179
irn,1999,159999.99642
irn,2000,150000.00596
irn,2002,280000.00119
irn,2003,1129999.99523
irn,2004,720000.02861
irn,2005,119999.99732
irn,2013,9999.99978
irn,2015,79999.99821
irn,2016,39999.99911
irn,2018,9999.99978
irn,2019,9999.99978
irq,1992,39999.99911
irq,1993,70000.0003
irq,1994,39999.99911
irq,1995,159999.99642
irq,1996,239999.99464
irq,1997,180000.00715
irq,1999,140000.0006
irq,2000,289999.99166
irq,2001,280000.00119
irq,2002,150000.00596
irq,2003,6079999.92371
irq,2004,1240000.00954
irq,2005,409999.99642
irq,2006,1730000.01907
irq,2007,6920000.07629
irq,2008,5539999.96185
irq,2009,1950000.04768
irq,2010,990000.00954
irq,2011,340000.00358
irq,2012,79999.99821
irq,2013,200000.00298
irq,2014,889999.98569
irq,2015,1750000
irq,2016,3039999.96185
irq,2017,2329999.92371
irq,2018,2359999.8951
irq,2019,1730000.01907
isr,1993,19999.99955
isr,1996,119999.99732
isr,2002,19999.99955
isr,2003,59999.99866
jam,1980,9999.99978
jam,1988,9999.99978
jam,1992,19999.99955
jam,1993,19999.99955
jam,1994,59999.99866
jam,1995,90000.00358
jam,1996,39999.99911
jam,1997,50000.00075
jam,1998,29999.99933
jam,1999,0
jam,2007,39999.99911
jam,2008,219999.99881
jam,2009,349999.99404
jor,1981,9999.99978
jor,1982,9999.99978
jor,1987,59999.99866
jor,1988,50000.00075
jor,1989,39999.99911
jor,1990,259999.99046
jor,1992,19999.99955
jor,1993,29999.99933
jor,1994,9999.99978
jor,1996,29999.99933
jor,1997,39999.99911
jor,1998,9999.99978
jor,2003,59999.99866
jor,2004,9999.99978
jor,2005,29999.99933
jor,2006,250000
jor,2007,140000.0006
jor,2008,140000.0006
jor,2009,100000.00149
jor,2010,39999.99911
jor,2011,100000.00149
jor,2012,769999.98093
jor,2013,589999.97377
jor,2014,1250000
jor,2015,1899999.97616
jor,2016,1899999.97616
jor,2017,2009999.99046
jor,2018,3589999.91417
jor,2019,3509999.99046
kaz,1997,9999.99978
kaz,1998,0
kaz,1999,19999.99955
kaz,2000,9999.99978
kaz,2001,9999.99978
kaz,2003,50000.00075
kaz,2004,9999.99978
kaz,2005,29999.99933
kaz,2007,59999.99866
kaz,2011,19999.99955
kaz,2012,39999.99911
ken,1974,19999.99955
ken,1975,50000.00075
ken,1976,29999.99933
ken,1977,29999.99933
ken,1978,59999.99866
ken,1979,100000.00149
ken,1980,129999.99523
ken,1981,119999.99732
ken,1982,200000.00298
ken,1983,230000.00417
ken,1984,150000.00596
ken,1985,200000.00298
ken,1986,349999.99404
ken,1987,289999.99166
ken,1988,19999.99955
ken,1989,460000.00834
ken,1990,349999.99404
ken,1991,360000.01431
ken,1992,610000.01431
ken,1993,889999.98569
ken,1994,1539999.96185
ken,1995,2029999.97139
ken,1996,2279999.97139
ken,1997,2220000.02861
ken,1998,1720000.02861
ken,1999,1919999.95708
ken,2000,3779999.97139
ken,2001,3250000
ken,2002,3819999.93324
ken,2003,6440000.05722
ken,2004,8989999.77112
ken,2005,6860000.13351
ken,2006,15149999.61853
ken,2007,13520000.45776
ken,2008,20059999.46594
ken,2009,11619999.88556
ken,2010,13359999.65668
ken,2011,11420000.07629
ken,2012,9470000.26703
ken,2013,9250000
ken,2014,8630000.11444
ken,2015,7949999.80927
ken,2016,8039999.96185
ken,2017,7599999.90463
ken,2018,7719999.79019
ken,2019,7980000.01907
kgz,1995,119999.99732
kgz,1996,29999.99933
kgz,2002,239999.99464
kgz,2004,19999.99955
kgz,2005,300000.01192
kgz,2006,9999.99978
kgz,2007,29999.99933
kgz,2009,19999.99955
kgz,2010,439999.99762
kgz,2011,79999.99821
kgz,2012,9999.99978
kgz,2019,9999.99978
khm,1991,140000.0006
khm,1992,759999.99046
khm,1993,449999.98808
khm,1994,1570000.05245
khm,1995,2200000.04768
khm,1996,1710000.03815
khm,1997,1320000.05245
khm,1998,1039999.96185
khm,1999,1100000.02384
khm,2000,1240000.00954
khm,2001,870000.00477
khm,2002,430000.00715
khm,2003,689999.99762
khm,2004,1220000.02861
khm,2005,1070000.05245
khm,2006,4210000.03815
khm,2007,3430000.06676
khm,2008,4050000.19073
khm,2009,2460000.03815
khm,2010,3069999.93324
khm,2011,2990000.00954
khm,2012,649999.97616
khm,2013,699999.98808
khm,2014,670000.01669
khm,2015,579999.98331
khm,2016,610000.01431
khm,2017,670000.01669
khm,2018,709999.97854
khm,2019,730000.01907
kor,2000,9999.99978
kor,2003,170000.00179
kor,2004,1019999.98093
kos,2009,500000
kos,2010,100000.00149
kos,2015,59999.99866
kos,2016,109999.9994
kos,2017,140000.0006
kos,2018,200000.00298
kos,2019,200000.00298
lao,1991,19999.99955
lao,1993,119999.99732
lao,1994,100000.00149
lao,1995,300000.01192
lao,1996,280000.00119
lao,1997,159999.99642
lao,1998,39999.99911
lao,1999,189999.99762
lao,2000,300000.01192
lao,2002,209999.99344
lao,2003,319999.99285
lao,2004,289999.99166
lao,2005,219999.99881
lao,2006,2430000.06676
lao,2007,2190000.05722
lao,2008,2440000.05722
lao,2009,1409999.96662
lao,2010,1220000.02861
lao,2011,699999.98808
lao,2013,660000.02623
lao,2014,660000.02623
lao,2015,550000.01192
lao,2016,439999.99762
lao,2017,560000.00238
lao,2018,649999.97616
lao,2019,740000.00954
lbn,1989,9999.99978
lbn,1990,19999.99955
lbn,1991,79999.99821
lbn,1992,19999.99955
lbn,1993,39999.99911
lbn,1994,29999.99933
lbn,1995,50000.00075
lbn,1996,409999.99642
lbn,1997,70000.0003
lbn,1998,79999.99821
lbn,1999,59999.99866
lbn,2000,170000.00179
lbn,2001,70000.0003
lbn,2006,2039999.96185
lbn,2007,1470000.02861
lbn,2008,490000.00954
lbn,2009,180000.00715
lbn,2010,1870000.00477
lbn,2011,1889999.98569
lbn,2012,1639999.98569
lbn,2013,2619999.88556
lbn,2014,3920000.07629
lbn,2015,1580000.04292
lbn,2016,3339999.91417
lbn,2017,4639999.86649
lbn,2018,5469999.79019
lbn,2019,4809999.94278
lbr,1977,9999.99978
lbr,1979,50000.00075
lbr,1980,59999.99866
lbr,1981,19999.99955
lbr,1982,9999.99978
lbr,1983,29999.99933
lbr,1984,9999.99978
lbr,1985,19999.99955
lbr,1986,50000.00075
lbr,1987,79999.99821
lbr,1988,19999.99955
lbr,1989,9999.99978
lbr,1990,59999.99866
lbr,1991,90000.00358
lbr,1992,39999.99911
lbr,1993,29999.99933
lbr,1994,70000.0003
lbr,1995,270000.01073
lbr,1996,779999.97139
lbr,1997,330000.01311
lbr,1998,310000.00238
lbr,1999,250000
lbr,2000,189999.99762
lbr,2001,680000.00715
lbr,2002,620000.00477
lbr,2003,3039999.96185
lbr,2004,2740000.00954
lbr,2005,4340000.15259
lbr,2006,7269999.98093
lbr,2007,13239999.77112
lbr,2008,12939999.58038
lbr,2009,9810000.41962
lbr,2010,10600000.38147
lbr,2011,10380000.11444
lbr,2012,8359999.65668
lbr,2013,9670000.07629
lbr,2014,8560000.41962
lbr,2015,7659999.84741
lbr,2016,3710000.03815
lbr,2017,4429999.82834
lbr,2018,5559999.94278
lbr,2019,4500000
lby,2009,9999.99978
lby,2010,9999.99978
lby,2011,1559999.94278
lby,2015,1220000.02861
lby,2016,70000.0003
lby,2017,159999.99642
lby,2018,119999.99732
lby,2019,50000.00075
lca,1999,70000.0003
lca,2000,19999.99955
lca,2001,19999.99955
lca,2002,119999.99732
lca,2003,119999.99732
lca,2004,90000.00358
lca,2005,100000.00149
lca,2006,209999.99344
lca,2007,90000.00358
lca,2008,9999.99978
lca,2009,59999.99866
lca,2010,50000.00075
lka,1983,9999.99978
lka,1985,29999.99933
lka,1987,9999.99978
lka,1988,9999.99978
lka,1990,19999.99955
lka,1992,19999.99955
lka,1993,29999.99933
lka,1994,19999.99955
lka,1995,100000.00149
lka,1996,100000.00149
lka,1997,109999.9994
lka,1998,79999.99821
lka,2001,29999.99933
lka,2002,79999.99821
lka,2003,389999.98569
lka,2004,59999.99866
lka,2005,5030000.20981
lka,2006,379999.99523
lka,2007,1039999.96185
lka,2008,500000
lka,2009,280000.00119
lka,2010,239999.99464
lka,2011,180000.00715
lka,2012,159999.99642
lka,2013,250000
lka,2016,19999.99955
lka,2017,9999.99978
lka,2018,119999.99732
lka,2019,150000.00596
lso,1975,50000.00075
lso,1976,109999.9994
lso,1977,430000.00715
lso,1978,1230000.01907
lso,1979,2029999.97139
lso,1980,3589999.91417
lso,1981,3140000.1049
lso,1982,3839999.91417
lso,1983,3430000.06676
lso,1984,3329999.92371
lso,1985,2940000.05722
lso,1986,3630000.11444
lso,1987,4429999.82834
lso,1988,3470000.02861
lso,1989,3210000.03815
lso,1990,3359999.8951
lso,1991,3140000.1049
lso,1992,4269999.98093
lso,1993,4849999.90463
lso,1994,5429999.82834
lso,1995,7659999.84741
lso,1996,8100000.38147
lso,1997,7170000.07629
lso,1998,7409999.84741
lso,1999,7469999.79019
lso,2000,8590000.15259
lso,2001,9899999.61853
lso,2002,10699999.80927
lso,2003,12439999.58038
lso,2004,14739999.77112
lso,2005,13449999.80927
lso,2006,13909999.84741
lso,2007,19030000.68665
lso,2008,20909999.84741
lso,2009,17350000.38147
lso,2010,15710000.03815
lso,2011,15850000.38147
lso,2012,11229999.54224
lso,2013,2640000.1049
lso,2014,1750000
lso,2015,460000.00834
lso,2016,109999.9994
lso,2017,0
lso,2018,39999.99911
ltu,1992,29999.99933
ltu,1994,70000.0003
ltu,1995,119999.99732
ltu,1996,70000.0003
ltu,1997,29999.99933
ltu,2000,79999.99821
lva,2003,9999.99978
mar,1996,70000.0003
mar,1997,50000.00075
mar,1998,9999.99978
mar,1999,19999.99955
mar,2000,19999.99955
mar,2001,9999.99978
mar,2004,270000.01073
mar,2005,19999.99955
mar,2006,170000.00179
mar,2007,170000.00179
mar,2008,170000.00179
mar,2009,9999.99978
mar,2010,9999.99978
mar,2012,9999.99978
mar,2017,9999.99978
mda,1997,59999.99866
mda,2000,29999.99933
mda,2001,19999.99955
mda,2002,90000.00358
mda,2003,70000.0003
mda,2004,19999.99955
mda,2005,150000.00596
mda,2006,59999.99866
mda,2007,280000.00119
mda,2008,129999.99523
mda,2009,50000.00075
mda,2010,19999.99955
mda,2011,100000.00149
mda,2014,50000.00075
mda,2016,59999.99866
mdg,1994,70000.0003
mdg,1995,39999.99911
mdg,1996,29999.99933
mdg,2000,90000.00358
mdg,2004,119999.99732
mdg,2006,70000.0003
mdg,2008,39999.99911
mdg,2009,9999.99978
mdg,2011,109999.9994
mdg,2013,29999.99933
mdg,2016,140000.0006
mdg,2017,29999.99933
mdg,2018,100000.00149
mdg,2019,29999.99933
mdv,1993,9999.99978
mdv,1994,9999.99978
mdv,1997,9999.99978
mdv,1998,9999.99978
mdv,1999,19999.99955
mdv,2000,9999.99978
mdv,2002,29999.99933
mdv,2003,70000.0003
mdv,2004,9999.99978
mdv,2006,9999.99978
mdv,2008,200000.00298
mdv,2009,9999.99978
mex,1991,9999.99978
mex,1993,29999.99933
mex,1994,90000.00358
mex,1995,159999.99642
mex,1996,180000.00715
mex,1997,79999.99821
mex,1998,9999.99978
mex,1999,29999.99933
mex,2000,159999.99642
mex,2001,50000.00075
mex,2002,50000.00075
mex,2003,79999.99821
mex,2004,50000.00075
mex,2006,119999.99732
mex,2007,740000.00954
mex,2008,79999.99821
mex,2009,59999.99866
mex,2010,79999.99821
mex,2011,90000.00358
mex,2012,100000.00149
mex,2013,29999.99933
mex,2014,29999.99933
mex,2015,29999.99933
mex,2016,39999.99911
mex,2017,29999.99933
mex,2018,59999.99866
mex,2019,340000.00358
mkd,1996,29999.99933
mkd,1999,9999.99978
mkd,2000,9999.99978
mkd,2001,230000.00417
mkd,2002,319999.99285
mkd,2003,129999.99523
mkd,2004,189999.99762
mkd,2005,9999.99978
mkd,2006,19999.99955
mkd,2008,140000.0006
mkd,2009,79999.99821
mkd,2011,9999.99978
mkd,2015,19999.99955
mkd,2016,19999.99955
mli,1987,9999.99978
mli,1988,9999.99978
mli,1995,9999.99978
mli,1996,29999.99933
mli,1997,109999.9994
mli,1998,129999.99523
mli,1999,50000.00075
mli,2003,79999.99821
mli,2004,150000.00596
mli,2005,119999.99732
mli,2006,90000.00358
mli,2007,639999.98569
mli,2008,449999.98808
mli,2010,200000.00298
mli,2012,1429999.94755
mli,2013,4530000.20981
mli,2014,1450000.04768
mli,2015,1370000.00477
mli,2016,839999.97377
mli,2017,379999.99523
mli,2018,430000.00715
mli,2019,1490000.00954
mmr,1996,19999.99955
mmr,1997,79999.99821
mmr,1999,70000.0003
mmr,2000,29999.99933
mmr,2001,59999.99866
mmr,2002,259999.99046
mmr,2003,519999.98093
mmr,2004,629999.99523
mmr,2005,1379999.99523
mmr,2006,1700000.04768
mmr,2007,1759999.99046
mmr,2008,4929999.82834
mmr,2009,829999.98331
mmr,2010,600000.02384
mmr,2011,490000.00954
mmr,2012,1669999.95708
mmr,2013,1950000.04768
mmr,2014,1779999.97139
mmr,2015,1259999.99046
mmr,2016,1750000
mmr,2017,2869999.88556
mmr,2018,2069999.93324
mmr,2019,2950000.04768
mne,2009,29999.99933
mne,2015,29999.99933
mne,2016,9999.99978
mne,2017,19999.99955
mng,1993,9999.99978
mng,1994,9999.99978
mng,1995,50000.00075
mng,1996,19999.99955
mng,1997,19999.99955
mng,1998,19999.99955
mng,1999,29999.99933
mng,2000,129999.99523
mng,2001,119999.99732
mng,2002,59999.99866
mng,2003,90000.00358
mng,2004,29999.99933
mng,2005,59999.99866
mng,2006,19999.99955
mng,2008,289999.99166
mng,2013,9999.99978
mng,2015,9999.99978
moz,1986,9999.99978
moz,1987,9999.99978
moz,1988,79999.99821
moz,1989,9999.99978
moz,1990,129999.99523
moz,1991,100000.00149
moz,1992,189999.99762
moz,1993,119999.99732
moz,1994,1149999.97616
moz,1995,2269999.98093
moz,1996,2369999.88556
moz,1997,6480000.01907
moz,1998,7670000.07629
moz,1999,9340000.15259
moz,2000,15390000.34332
moz,2001,18700000.76294
moz,2002,29370000.83923
moz,2003,39900001.52588
moz,2004,48689998.62671
moz,2005,48310001.37329
moz,2006,53810001.37329
moz,2007,68720001.2207
moz,2008,74180000.30518
moz,2009,63860000.61035
moz,2010,56580001.83105
moz,2011,58779998.7793
moz,2012,52799999.23706
moz,2013,55250000
moz,2014,53270000.45776
moz,2015,40919998.16895
moz,2016,30100000.38147
moz,2017,29670000.07629
moz,2018,24290000.91553
moz,2019,29700000.76294
mrt,1995,59999.99866
mrt,1996,50000.00075
mrt,1997,129999.99523
mrt,1998,19999.99955
mrt,1999,59999.99866
mrt,2002,70000.0003
mrt,2003,119999.99732
mrt,2004,119999.99732
mrt,2005,209999.99344
mrt,2006,759999.99046
mrt,2007,180000.00715
mrt,2008,200000.00298
mrt,2011,250000
mrt,2012,379999.99523
mrt,2013,980000.01907
mrt,2014,310000.00238
mrt,2015,259999.99046
mrt,2016,219999.99881
mrt,2017,370000.00477
mrt,2018,419999.98689
mrt,2019,400000.00596
mus,1979,39999.99911
mus,1980,29999.99933
mus,1981,29999.99933
mus,1986,9999.99978
mus,1991,9999.99978
mus,1993,9999.99978
mus,1994,9999.99978
mus,2006,29999.99933
mus,2010,230000.00417
mwi,1983,9999.99978
mwi,1984,39999.99911
mwi,1986,9999.99978
mwi,1987,9999.99978
mwi,1988,50000.00075
mwi,1989,9999.99978
mwi,1990,109999.9994
mwi,1991,109999.9994
mwi,1992,119999.99732
mwi,1993,109999.9994
mwi,1994,100000.00149
mwi,1995,389999.98569
mwi,1996,349999.99404
mwi,1997,939999.99762
mwi,1998,1529999.97139
mwi,1999,699999.98808
mwi,2000,610000.01431
mwi,2001,460000.00834
mwi,2002,3079999.92371
mwi,2003,4230000.01907
mwi,2004,4610000.13351
mwi,2005,7559999.94278
mwi,2006,7860000.13351
mwi,2007,10729999.54224
mwi,2008,22950000.76294
mwi,2009,22149999.61853
mwi,2010,20579999.92371
mwi,2011,24659999.84741
mwi,2012,24139999.38965
mwi,2013,26989999.77112
mwi,2014,25809999.46594
mwi,2015,21940000.53406
mwi,2016,21590000.15259
mwi,2017,22760000.22888
mwi,2018,24760000.22888
mwi,2019,24729999.54224
mys,1982,9999.99978
mys,1985,9999.99978
mys,1987,9999.99978
mys,1992,9999.99978
mys,1998,0
mys,2011,9999.99978
nam,1983,9999.99978
nam,1987,9999.99978
nam,1991,100000.00149
nam,1992,109999.9994
nam,1993,50000.00075
nam,1994,109999.9994
nam,1995,239999.99464
nam,1996,400000.00596
nam,1997,680000.00715
nam,1998,479999.98927
nam,1999,259999.99046
nam,2000,310000.00238
nam,2001,200000.00298
nam,2002,280000.00119
nam,2003,159999.99642
nam,2004,50000.00075
nam,2005,70000.0003
nam,2006,1289999.96185
nam,2012,9999.99978
nam,2014,29999.99933
nam,2016,19999.99955
nam,2019,19999.99955
ner,1999,39999.99911
ner,2001,119999.99732
ner,2003,109999.9994
ner,2004,170000.00179
ner,2005,2690000.05722
ner,2006,4039999.96185
ner,2007,4530000.20981
ner,2008,3019999.98093
ner,2009,970000.02861
ner,2010,2269999.98093
ner,2011,2420000.07629
ner,2012,3410000.08583
ner,2013,3259999.99046
ner,2014,3019999.98093
ner,2015,2160000.08583
ner,2016,3420000.07629
ner,2017,2859999.8951
ner,2018,2789999.96185
ner,2019,3940000.05722
nga,1975,9999.99978
nga,1976,19999.99955
nga,1977,29999.99933
nga,1978,29999.99933
nga,1979,29999.99933
nga,1980,39999.99911
nga,1981,39999.99911
nga,1982,50000.00075
nga,1983,50000.00075
nga,1984,70000.0003
nga,1985,39999.99911
nga,1986,79999.99821
nga,1987,39999.99911
nga,1988,19999.99955
nga,1989,9999.99978
nga,1990,180000.00715
nga,1991,140000.0006
nga,1992,170000.00179
nga,1993,409999.99642
nga,1994,649999.97616
nga,1995,1220000.02861
nga,1996,1720000.02861
nga,1997,1629999.99523
nga,1998,1460000.03815
nga,1999,1509999.99046
nga,2000,990000.00954
nga,2001,930000.00715
nga,2002,1480000.01907
nga,2003,2240000.00954
nga,2004,1779999.97139
nga,2005,1889999.98569
nga,2006,2319999.93324
nga,2007,2079999.92371
nga,2008,3259999.99046
nga,2009,1710000.03815
nga,2010,1779999.97139
nga,2011,1909999.96662
nga,2012,1769999.98093
nga,2013,1340000.03338
nga,2014,649999.97616
nga,2015,1299999.95232
nga,2016,3569999.93324
nga,2017,4150000.09537
nga,2018,3589999.91417
nga,2019,2470000.02861
nic,1987,9999.99978
nic,1989,9999.99978
nic,1990,19999.99955
nic,1992,29999.99933
nic,1993,90000.00358
nic,1994,150000.00596
nic,1995,370000.00477
nic,1997,330000.01311
nic,1998,289999.99166
nic,1999,389999.98569
nic,2000,250000
nic,2001,230000.00417
nic,2002,479999.98927
nic,2003,980000.01907
nic,2004,970000.02861
nic,2005,990000.00954
nic,2006,1879999.99523
nic,2007,3380000.11444
nic,2008,3230000.01907
nic,2009,1710000.03815
nic,2010,2150000.09537
nic,2011,1639999.98569
nic,2012,2039999.96185
nic,2013,1590000.03338
nic,2014,1659999.96662
nic,2015,1379999.99523
nic,2016,1330000.04292
nic,2017,1309999.94278
nic,2018,1289999.96185
nic,2019,1299999.95232
npl,1982,9999.99978
npl,1983,9999.99978
npl,1984,9999.99978
npl,1985,19999.99955
npl,1986,39999.99911
npl,1987,39999.99911
npl,1988,29999.99933
npl,1989,9999.99978
npl,1990,19999.99955
npl,1991,29999.99933
npl,1992,39999.99911
npl,1993,129999.99523
npl,1994,219999.99881
npl,1995,270000.01073
npl,1996,319999.99285
npl,1997,280000.00119
npl,1998,200000.00298
npl,1999,159999.99642
npl,2000,140000.0006
npl,2001,159999.99642
npl,2002,340000.00358
npl,2003,310000.00238
npl,2004,550000.01192
npl,2005,519999.98093
npl,2006,949999.98808
npl,2007,1679999.94755
npl,2008,2359999.8951
npl,2009,1210000.03815
npl,2010,469999.99881
npl,2011,889999.98569
npl,2012,660000.02623
npl,2013,529999.97139
npl,2014,230000.00417
npl,2015,560000.00238
npl,2016,379999.99523
npl,2017,479999.98927
npl,2018,439999.99762
npl,2019,509999.99046
pak,1987,9999.99978
pak,1988,9999.99978
pak,1991,19999.99955
pak,1992,79999.99821
pak,1993,39999.99911
pak,1994,39999.99911
pak,1995,90000.00358
pak,1996,180000.00715
pak,1997,209999.99344
pak,1998,70000.0003
pak,1999,100000.00149
pak,2000,79999.99821
pak,2001,109999.9994
pak,2002,639999.98569
pak,2003,569999.99285
pak,2004,769999.98093
pak,2005,10829999.92371
pak,2006,3980000.01907
pak,2007,2730000.01907
pak,2008,2700000.04768
pak,2009,3359999.8951
pak,2010,5039999.96185
pak,2011,2009999.99046
pak,2012,2440000.05722
pak,2013,810000.00238
pak,2014,730000.01907
pak,2015,569999.99285
pak,2016,709999.97854
pak,2017,1019999.98093
pak,2018,930000.00715
pak,2019,660000.02623
pan,1994,9999.99978
pan,1995,9999.99978
pan,1996,430000.00715
per,1979,29999.99933
per,1980,19999.99955
per,1981,29999.99933
per,1982,29999.99933
per,1983,29999.99933
per,1984,29999.99933
per,1986,129999.99523
per,1987,90000.00358
per,1988,9999.99978
per,1989,9999.99978
per,1990,119999.99732
per,1991,70000.0003
per,1992,29999.99933
per,1993,59999.99866
per,1994,79999.99821
per,1995,90000.00358
per,1996,39999.99911
per,1997,159999.99642
per,1998,310000.00238
per,1999,389999.98569
per,2000,500000
per,2001,500000
per,2002,490000.00954
per,2003,819999.99285
per,2004,1250000
per,2005,949999.98808
per,2006,660000.02623
per,2007,2130000.11444
per,2008,1220000.02861
per,2009,1000000
per,2010,449999.98808
per,2011,449999.98808
per,2012,629999.99523
per,2013,769999.98093
per,2014,509999.99046
per,2015,519999.98093
per,2016,540000.02146
per,2017,469999.99881
per,2018,550000.01192
per,2019,600000.02384
phl,1982,9999.99978
phl,1983,9999.99978
phl,1984,29999.99933
phl,1985,29999.99933
phl,1986,50000.00075
phl,1987,50000.00075
phl,1988,29999.99933
phl,1989,9999.99978
phl,1990,39999.99911
phl,1991,29999.99933
phl,1992,70000.0003
phl,1993,70000.0003
phl,1994,59999.99866
phl,1995,159999.99642
phl,1996,39999.99911
phl,1997,150000.00596
phl,1998,140000.0006
phl,1999,250000
phl,2000,180000.00715
phl,2001,70000.0003
phl,2002,319999.99285
phl,2003,860000.01431
phl,2004,1340000.03338
phl,2005,1110000.01431
phl,2006,1830000.04292
phl,2007,1059999.94278
phl,2008,889999.98569
phl,2009,1169999.95708
phl,2010,610000.01431
phl,2011,579999.98331
phl,2012,379999.99523
phl,2013,4159999.84741
phl,2014,4559999.94278
phl,2015,500000
phl,2016,300000.01192
phl,2017,189999.99762
phl,2018,39999.99911
phl,2019,119999.99732
png,1980,9999.99978
png,1981,9999.99978
png,1982,9999.99978
png,1986,19999.99955
png,1987,39999.99911
png,1988,19999.99955
png,1990,29999.99933
png,1991,19999.99955
png,1992,9999.99978
png,1993,9999.99978
png,1994,19999.99955
png,1995,19999.99955
png,1997,39999.99911
png,1998,79999.99821
png,1999,9999.99978
png,2000,29999.99933
png,2001,19999.99955
png,2003,59999.99866
png,2004,29999.99933
png,2006,29999.99933
png,2007,19999.99955
png,2008,19999.99955
png,2009,19999.99955
png,2010,29999.99933
png,2012,150000.00596
png,2013,19999.99955
png,2019,289999.99166
pol,1990,829999.98331
pol,1993,100000.00149
pol,1994,129999.99523
pol,1995,239999.99464
pol,1996,209999.99344
pol,1997,239999.99464
pol,2000,39999.99911
prk,1995,50000.00075
prk,1996,100000.00149
prk,1997,680000.00715
prk,1998,9999.99978
prk,1999,250000
prk,2000,9999.99978
prk,2003,50000.00075
prk,2004,119999.99732
prk,2005,310000.00238
prk,2006,1509999.99046
prk,2007,490000.00954
prk,2008,1159999.96662
prk,2011,349999.99404
prk,2012,850000.02384
prk,2013,860000.01431
prk,2014,860000.01431
prk,2015,720000.02861
prk,2016,439999.99762
prk,2017,540000.02146
prk,2018,409999.99642
prk,2019,560000.00238
pry,1980,9999.99978
pry,1981,9999.99978
pry,1989,9999.99978
pry,1990,9999.99978
pry,1991,9999.99978
pry,1992,29999.99933
pry,1993,19999.99955
pry,1995,39999.99911
pry,1996,39999.99911
pry,1999,9999.99978
pry,2001,39999.99911
pry,2005,19999.99955
pry,2006,100000.00149
pry,2007,29999.99933
pry,2008,129999.99523
pry,2009,19999.99955
pry,2010,19999.99955
pry,2011,90000.00358
pry,2012,39999.99911
pry,2013,50000.00075
pry,2016,0
pry,2018,50000.00075
pry,2019,79999.99821
pse,1995,1269999.98093
pse,1996,2420000.07629
pse,1997,1710000.03815
pse,1998,1429999.94755
pse,1999,1610000.01431
pse,2000,1480000.01907
pse,2001,1590000.03338
pse,2002,4780000.20981
pse,2003,5579999.92371
pse,2004,6260000.22888
pse,2005,5579999.92371
pse,2006,8119999.88556
pse,2007,8710000.03815
pse,2008,6679999.82834
pse,2009,8939999.58038
pse,2010,6360000.13351
pse,2011,11680000.30518
pse,2012,5869999.88556
pse,2013,7659999.84741
pse,2014,7539999.96185
pse,2015,6380000.11444
pse,2016,5630000.11444
pse,2017,6159999.84741
pse,2018,6809999.94278
pse,2019,12979999.54224
rou,1990,170000.00179
rou,1992,19999.99955
rou,1993,9999.99978
rou,1994,219999.99881
rou,1995,140000.0006
rou,1996,79999.99821
rou,1997,159999.99642
rou,2000,319999.99285
rou,2001,100000.00149
rou,2002,119999.99732
rou,2003,189999.99762
rou,2004,649999.97616
rus,1995,870000.00477
rus,1996,439999.99762
rus,1997,129999.99523
rus,2000,280000.00119
rus,2002,509999.99046
rus,2003,460000.00834
rus,2004,569999.99285
rwa,1980,109999.9994
rwa,1981,109999.9994
rwa,1982,90000.00358
rwa,1983,200000.00298
rwa,1984,70000.0003
rwa,1985,670000.01669
rwa,1986,219999.99881
rwa,1987,209999.99344
rwa,1988,189999.99762
rwa,1989,129999.99523
rwa,1990,79999.99821
rwa,1991,50000.00075
rwa,1992,70000.0003
rwa,1993,9999.99978
rwa,1994,4039999.96185
rwa,1995,6309999.94278
rwa,1996,5460000.03815
rwa,1997,4000000
rwa,1998,3400000.09537
rwa,1999,2480000.01907
rwa,2000,1789999.96185
rwa,2001,1049999.95232
rwa,2002,1389999.98569
rwa,2003,1950000.04768
rwa,2004,2890000.1049
rwa,2005,2630000.11444
rwa,2006,3740000.00954
rwa,2007,3470000.02861
rwa,2008,3329999.92371
rwa,2009,2039999.96185
rwa,2010,2400000.09537
rwa,2011,2289999.96185
rwa,2012,3529999.97139
rwa,2013,3299999.95232
rwa,2014,3130000.11444
rwa,2015,2369999.88556
rwa,2016,2059999.94278
rwa,2017,2339999.91417
rwa,2018,2539999.96185
rwa,2019,2140000.1049
sdn,1977,90000.00358
sdn,1978,150000.00596
sdn,1979,219999.99881
sdn,1980,529999.97139
sdn,1981,1240000.00954
sdn,1982,430000.00715
sdn,1983,600000.02384
sdn,1984,419999.98689
sdn,1985,1009999.99046
sdn,1986,2099999.90463
sdn,1987,2329999.92371
sdn,1988,2480000.01907
sdn,1989,860000.01431
sdn,1990,1600000.02384
sdn,1991,1559999.94278
sdn,1992,1100000.02384
sdn,1993,3029999.97139
sdn,1994,1919999.95708
sdn,1995,2049999.95232
