geo,time,sl_emp_self_fe_zs
lby,1999,33.49
lby,2000,33.49
lby,2001,33.76
lby,2002,33.82
lby,2003,33.34
lby,2004,33.16
lby,2005,32.6
lby,2006,32.38
lby,2007,32.29
lby,2008,32.45
lby,2009,33.09
lby,2010,33.33
lby,2011,33.8
lby,2012,32.61
lby,2013,33.62
lby,2014,34.51
lby,2015,35.19
lby,2016,35.72
lby,2017,35.61
lby,2018,35.32
lby,2019,35.29
lca,1991,24.22
lca,1992,24.44
lca,1993,24.37
lca,1994,26.8
lca,1995,27
lca,1996,28.9
lca,1997,25.26
lca,1998,25.99
lca,1999,25.08
lca,2000,27.97
lca,2001,27.59
lca,2002,27.16
lca,2003,26.47
lca,2004,25.83
lca,2005,25.36
lca,2006,24.7
lca,2007,24.44
lca,2008,23.97
lca,2009,23.75
lca,2010,23.39
lca,2011,22.7
lca,2012,22.2
lca,2013,21.89
lca,2014,21.37
lca,2015,20.95
lca,2016,20.37
lca,2017,19.97
lca,2018,19.4
lca,2019,21.59
lka,1991,31.73
lka,1992,34.91
lka,1993,34.48
lka,1994,35.81
lka,1995,36.94
lka,1996,36.15
lka,1997,38.29
lka,1998,44.86
lka,1999,43.1
lka,2000,44.7
lka,2001,39.94
lka,2002,41.36
lka,2003,40.92
lka,2004,39.4
lka,2005,41.76
lka,2006,45.7
lka,2007,45.16
lka,2008,45.73
lka,2009,45.54
lka,2010,45.96
lka,2011,46.95
lka,2012,44.14
lka,2013,46.38
lka,2014,45.51
lka,2015,45.19
lka,2016,44.4
lka,2017,44.64
lka,2018,42.21
lka,2019,41.09
lso,1991,76.24
lso,1992,76
lso,1993,75.8
lso,1994,75.64
lso,1995,75.38
lso,1996,74.83
lso,1997,74.67
lso,1998,73.94
lso,1999,73.22
lso,2000,72.18
lso,2001,71.05
lso,2002,70.11
lso,2003,69.51
lso,2004,68.79
lso,2005,67.83
lso,2006,66.54
lso,2007,65.54
lso,2008,64.19
lso,2009,64.04
lso,2010,63.32
lso,2011,62.22
lso,2012,61.49
lso,2013,60.6
lso,2014,59.47
lso,2015,58.7
lso,2016,57.72
lso,2017,57.05
lso,2018,56.53
lso,2019,55.99
ltu,1991,16.61
ltu,1992,16.64
ltu,1993,16.82
ltu,1994,16.99
ltu,1995,17.09
ltu,1996,17.06
ltu,1997,16.86
ltu,1998,16.81
ltu,1999,17.29
ltu,2000,16.69
ltu,2001,15.89
ltu,2002,17.76
ltu,2003,17.89
ltu,2004,15.67
ltu,2005,14.81
ltu,2006,14.89
ltu,2007,11.68
ltu,2008,8.93
ltu,2009,9.35
ltu,2010,8.8
ltu,2011,8.76
ltu,2012,8.95
ltu,2013,9.67
ltu,2014,10.25
ltu,2015,10.03
ltu,2016,9.53
ltu,2017,9.38
ltu,2018,9.17
ltu,2019,8.54
lux,1991,8.26
lux,1992,8.23
lux,1993,8.2
lux,1994,8.16
lux,1995,8.17
lux,1996,8.17
lux,1997,8.09
lux,1998,8.01
lux,1999,7.87
lux,2000,7.66
lux,2001,7.58
lux,2002,7.53
lux,2003,7.47
lux,2004,6.7
lux,2005,7.02
lux,2006,6.46
lux,2007,6.25
lux,2008,6.71
lux,2009,6.97
lux,2010,6.69
lux,2011,7.24
lux,2012,8.06
lux,2013,8
lux,2014,7.31
lux,2015,8.68
lux,2016,8.7
lux,2017,8.78
lux,2018,7.42
lux,2019,7.7
lva,1991,11.33
lva,1992,11.51
lva,1993,11.82
lva,1994,12.19
lva,1995,12.37
lva,1996,12.59
lva,1997,18.21
lva,1998,16.06
lva,1999,15.43
lva,2000,13.52
lva,2001,13.25
lva,2002,11.32
lva,2003,10.9
lva,2004,12.7
lva,2005,9.78
lva,2006,9.93
lva,2007,8.9
lva,2008,7.49
lva,2009,8.75
lva,2010,9.4
lva,2011,9.1
lva,2012,8.98
lva,2013,9.33
lva,2014,8.79
lva,2015,9.49
lva,2016,9.88
lva,2017,10.37
lva,2018,9.69
lva,2019,9.89
mac,1991,7.49
mac,1992,7.36
mac,1993,7.24
mac,1994,7.09
mac,1995,6.89
mac,1996,6.99
mac,1997,6.38
mac,1998,5.95
mac,1999,6.88
mac,2000,8.04
mac,2001,7.42
mac,2002,6.5
mac,2003,7.07
mac,2004,7.6
mac,2005,6.53
mac,2006,6.33
mac,2007,5.4
mac,2008,4.73
mac,2009,4.84
mac,2010,4.49
mac,2011,4.38
mac,2012,4.22
mac,2013,3.92
mac,2014,4.25
mac,2015,4.17
mac,2016,3.63
mac,2017,3.73
mac,2018,3.54
mac,2019,3.6
mar,1991,73.5
mar,1992,73.15
mar,1993,72.83
mar,1994,72.51
mar,1995,72.04
mar,1996,72.07
mar,1997,71.12
mar,1998,70.88
mar,1999,71.96
mar,2000,69.82
mar,2001,67.64
mar,2002,65.59
mar,2003,65.36
mar,2004,68
mar,2005,67.61
mar,2006,65.92
mar,2007,65.33
mar,2008,65.6
mar,2009,65.61
mar,2010,64.53
mar,2011,65.81
mar,2012,64.94
mar,2013,64.65
mar,2014,65.12
mar,2015,63.82
mar,2016,62.31
mar,2017,60.8
mar,2018,58.92
mar,2019,57.11
mda,1991,18.46
mda,1992,19.95
mda,1993,21.46
mda,1994,23.63
mda,1995,24.47
mda,1996,25.99
mda,1997,27.44
mda,1998,29.88
mda,1999,33.33
mda,2000,37.9
mda,2001,40.43
mda,2002,41
mda,2003,34.93
mda,2004,35.43
mda,2005,35.9
mda,2006,31.2
mda,2007,30.33
mda,2008,28.96
mda,2009,25.3
mda,2010,24.72
mda,2011,24.95
mda,2012,24.87
mda,2013,27.05
mda,2014,27.6
mda,2015,30.81
mda,2016,32.99
mda,2017,30.26
mda,2018,28.4
mda,2019,26.18
mdg,1991,88.59
mdg,1992,88.74
mdg,1993,88.54
mdg,1994,88.66
mdg,1995,88.46
mdg,1996,88.47
mdg,1997,88.73
mdg,1998,88.62
mdg,1999,88.36
mdg,2000,87.69
mdg,2001,87.1
mdg,2002,87.87
mdg,2003,87.88
mdg,2004,88.9
mdg,2005,89.46
mdg,2006,90.06
mdg,2007,91.01
mdg,2008,91.03
mdg,2009,92.53
mdg,2010,93.25
mdg,2011,92.64
mdg,2012,91.99
mdg,2013,92.08
mdg,2014,91.95
mdg,2015,91.98
mdg,2016,91.65
mdg,2017,91.34
mdg,2018,90.12
mdg,2019,89.62
mdv,1991,60.41
mdv,1992,59.84
mdv,1993,59.24
mdv,1994,58.54
mdv,1995,57.75
mdv,1996,56.91
mdv,1997,55.92
mdv,1998,54.87
mdv,1999,53.81
mdv,2000,52.85
mdv,2001,52.88
mdv,2002,52.05
mdv,2003,50.27
mdv,2004,48.95
mdv,2005,50
mdv,2006,50.24
mdv,2007,39.37
mdv,2008,32.07
mdv,2009,28.87
mdv,2010,30.54
mdv,2011,32.62
mdv,2012,35.56
mdv,2013,38.75
mdv,2014,41.99
mdv,2015,38.23
mdv,2016,35.02
mdv,2017,35.09
mdv,2018,35.04
mdv,2019,34.83
mex,1991,38.39
mex,1992,39.91
mex,1993,41.53
mex,1994,41.05
mex,1995,40.84
mex,1996,39.07
mex,1997,41.47
mex,1998,38.54
mex,1999,38.05
mex,2000,35.41
mex,2001,35.74
mex,2002,36.84
mex,2003,37.46
mex,2004,37.11
mex,2005,35.41
mex,2006,35.08
mex,2007,35.22
mex,2008,34.66
mex,2009,35.16
mex,2010,34.36
mex,2011,34.7
mex,2012,34.45
mex,2013,33.7
mex,2014,32.74
mex,2015,32.91
mex,2016,32.58
mex,2017,31.63
mex,2018,31.86
mex,2019,32.8
mkd,1991,15.85
mkd,1992,16.23
mkd,1993,16.95
mkd,1994,17.49
mkd,1995,17.96
mkd,1996,18.74
mkd,1997,19.39
mkd,1998,19.88
mkd,1999,22.31
mkd,2000,24.34
mkd,2001,30.43
mkd,2002,28.46
mkd,2003,25.84
mkd,2004,19.52
mkd,2005,24.17
mkd,2006,25.56
mkd,2007,23.07
mkd,2008,25.12
mkd,2009,23.54
mkd,2010,24.83
mkd,2011,24.27
mkd,2012,23.51
mkd,2013,25.07
mkd,2014,21.76
mkd,2015,21.34
mkd,2016,19.83
mkd,2017,19.54
mkd,2018,19.39
mkd,2019,17.27
mli,1991,94.5
mli,1992,94.58
mli,1993,94.56
mli,1994,94.55
mli,1995,94.45
mli,1996,94.41
mli,1997,94.24
mli,1998,94.33
mli,1999,94.04
mli,2000,93.78
mli,2001,92.98
mli,2002,92.78
mli,2003,92.3
mli,2004,92.15
mli,2005,91.64
mli,2006,90.81
mli,2007,90.95
mli,2008,91.12
mli,2009,90.35
mli,2010,90.33
mli,2011,90.65
mli,2012,90.46
mli,2013,90.58
mli,2014,89.94
mli,2015,89.68
mli,2016,89.11
mli,2017,88.93
mli,2018,87.74
mli,2019,87.05
mlt,1991,5.75
mlt,1992,5.72
mlt,1993,5.69
mlt,1994,5.65
mlt,1995,5.61
mlt,1996,5.58
mlt,1997,5.53
mlt,1998,5.54
mlt,1999,5.57
mlt,2000,5.87
mlt,2001,5.13
mlt,2002,5.31
mlt,2003,8.43
mlt,2004,5.9
mlt,2005,6.41
mlt,2006,6.07
mlt,2007,7.36
mlt,2008,6.51
mlt,2009,6.88
mlt,2010,6.33
mlt,2011,6.19
mlt,2012,6.66
mlt,2013,6.39
mlt,2014,6.98
mlt,2015,7.31
mlt,2016,6.26
mlt,2017,8.43
mlt,2018,8.34
mlt,2019,9.82
mmr,1991,81.66
mmr,1992,81.52
mmr,1993,81.41
mmr,1994,81.23
mmr,1995,81.02
mmr,1996,80.77
mmr,1997,80.5
mmr,1998,80.17
mmr,1999,79.58
mmr,2000,78.8
mmr,2001,77.92
mmr,2002,76.98
mmr,2003,75.96
mmr,2004,74.91
mmr,2005,73.82
mmr,2006,72.71
mmr,2007,71.6
mmr,2008,70.56
mmr,2009,69.51
mmr,2010,68.53
mmr,2011,67.83
mmr,2012,67.04
mmr,2013,66.19
mmr,2014,65.36
mmr,2015,64.55
mmr,2016,63.85
mmr,2017,63.1
mmr,2018,66.54
mmr,2019,64.87
mne,1991,12.84
mne,1992,13.56
mne,1993,14.51
mne,1994,14.62
mne,1995,14.23
mne,1996,13.42
mne,1997,13
mne,1998,12.75
mne,1999,13.77
mne,2000,13.81
mne,2001,14.06
mne,2002,14.19
mne,2003,14.55
mne,2004,14.57
mne,2005,14.54
mne,2006,15.71
mne,2007,17.08
mne,2008,14.42
mne,2009,10.38
mne,2010,10.58
mne,2011,10.85
mne,2012,12.63
mne,2013,10.83
mne,2014,13.62
mne,2015,15.51
mne,2016,15.63
mne,2017,15.3
mne,2018,14.02
mne,2019,13.21
mng,1991,54.79
mng,1992,55.71
mng,1993,56.22
mng,1994,56.35
mng,1995,56.28
mng,1996,56.18
mng,1997,56.12
mng,1998,55.77
mng,1999,55.67
mng,2000,55.84
mng,2001,55.58
mng,2002,55.18
mng,2003,54.66
mng,2004,53.75
mng,2005,53.35
mng,2006,52.89
mng,2007,52.3
mng,2008,51.94
mng,2009,52.54
mng,2010,52.9
mng,2011,52.79
mng,2012,50.26
mng,2013,48.02
mng,2014,47.17
mng,2015,48.27
mng,2016,45.53
mng,2017,46.42
mng,2018,45.95
mng,2019,45.59
moz,1991,97.8
moz,1992,97.87
moz,1993,97.97
moz,1994,97.97
moz,1995,97.88
moz,1996,97.68
moz,1997,97.54
moz,1998,97.25
moz,1999,97.08
moz,2000,97.06
moz,2001,96.83
moz,2002,96.94
moz,2003,96.9
moz,2004,96.63
moz,2005,96.59
moz,2006,96.19
moz,2007,96.07
moz,2008,96.04
moz,2009,95.87
moz,2010,95.64
moz,2011,95.36
moz,2012,95.09
moz,2013,94.94
moz,2014,94.65
moz,2015,94.4
moz,2016,93.99
moz,2017,93.35
moz,2018,93.03
moz,2019,93.16
mrt,1991,78.93
mrt,1992,79.12
mrt,1993,78.9
mrt,1994,79.08
mrt,1995,79.17
mrt,1996,79.19
mrt,1997,78.94
mrt,1998,78.62
mrt,1999,78.14
mrt,2000,78.95
mrt,2001,78.51
mrt,2002,78.41
mrt,2003,78.39
mrt,2004,77.61
mrt,2005,76.01
mrt,2006,73.03
mrt,2007,72.74
mrt,2008,71.37
mrt,2009,71.99
mrt,2010,70.4
mrt,2011,70.12
mrt,2012,70.44
mrt,2013,71.58
mrt,2014,73.61
mrt,2015,75.26
mrt,2016,75.81
mrt,2017,76.99
mrt,2018,76.89
mrt,2019,76.47
mus,1991,12.13
mus,1992,12.24
mus,1993,12.34
mus,1994,12.47
mus,1995,12.57
mus,1996,12.7
mus,1997,12.84
mus,1998,12.93
mus,1999,13.2
mus,2000,13.54
mus,2001,13.32
mus,2002,14.1
mus,2003,20.41
mus,2004,15.04
mus,2005,15.58
mus,2006,15.61
mus,2007,16.21
mus,2008,16.01
mus,2009,15.86
mus,2010,16.62
mus,2011,14.98
mus,2012,16.35
mus,2013,15.46
mus,2014,15.91
mus,2015,16.07
mus,2016,15.21
mus,2017,14.81
mus,2018,13.87
mus,2019,13.54
mwi,1991,58.45
mwi,1992,58.89
mwi,1993,59.01
mwi,1994,61.23
mwi,1995,60.05
mwi,1996,59.26
mwi,1997,59.71
mwi,1998,59.43
mwi,1999,59.73
mwi,2000,60.66
mwi,2001,62.88
mwi,2002,63.25
mwi,2003,63.26
mwi,2004,63.99
mwi,2005,64.95
mwi,2006,65.26
mwi,2007,64.72
mwi,2008,65.47
mwi,2009,65.84
mwi,2010,65.6
mwi,2011,65.55
mwi,2012,66.44
mwi,2013,67
mwi,2014,66.62
mwi,2015,67.27
mwi,2016,67.76
mwi,2017,68.24
mwi,2018,68.72
mwi,2019,68.92
mys,1991,29.82
mys,1992,29.31
mys,1993,28.75
mys,1994,27.91
mys,1995,26.89
mys,1996,28.02
mys,1997,25.95
mys,1998,24.88
mys,1999,24.36
mys,2000,23.56
mys,2001,23.15
mys,2002,22.76
mys,2003,22.55
mys,2004,23.3
mys,2005,21.54
mys,2006,21.89
mys,2007,22.72
mys,2008,21.13
mys,2009,21.72
mys,2010,21.41
mys,2011,20.14
mys,2012,22.9
mys,2013,25.06
mys,2014,24.9
mys,2015,27.07
mys,2016,26.54
mys,2017,26.49
mys,2018,28.82
mys,2019,28.76
nam,1991,44.65
nam,1992,44.87
nam,1993,45.45
nam,1994,45.35
nam,1995,45.91
nam,1996,46.17
nam,1997,46.09
nam,1998,46.14
nam,1999,46.74
nam,2000,46.53
nam,2001,46.39
nam,2002,46.2
nam,2003,46.63
nam,2004,45.72
nam,2005,45.39
nam,2006,44.47
nam,2007,44.15
nam,2008,43.87
nam,2009,44.07
nam,2010,44.03
nam,2011,43.85
nam,2012,43.82
nam,2013,45.09
nam,2014,41.35
nam,2015,38.17
nam,2016,35.32
nam,2017,38.95
nam,2018,42.9
nam,2019,43.45
ncl,1991,10.58
ncl,1992,10.65
ncl,1993,10.76
ncl,1994,10.92
ncl,1995,11.09
ncl,1996,11.31
ncl,1997,11.48
ncl,1998,11.74
ncl,1999,11.99
ncl,2000,12.2
ncl,2001,12.44
ncl,2002,12.63
ncl,2003,12.78
ncl,2004,12.91
ncl,2005,13.02
ncl,2006,13.09
ncl,2007,13.13
ncl,2008,13.28
ncl,2009,13.42
ncl,2010,13.55
ncl,2011,13.69
ncl,2012,13.83
ncl,2013,13.97
ncl,2014,14.1
ncl,2015,13.91
ncl,2016,13.71
ncl,2017,13.48
ncl,2018,13.24
ncl,2019,12.96
ner,1991,86.95
ner,1992,87.23
ner,1993,87.63
ner,1994,87.7
ner,1995,88.05
ner,1996,88.4
ner,1997,88.74
ner,1998,88.91
ner,1999,89.63
ner,2000,90.06
ner,2001,90.21
ner,2002,90.56
ner,2003,90.88
ner,2004,91.37
ner,2005,91.62
ner,2006,91.71
ner,2007,91.68
ner,2008,91.53
ner,2009,91.84
ner,2010,91.6
ner,2011,91.93
ner,2012,90.36
ner,2013,95.05
ner,2014,97.82
ner,2015,97.97
ner,2016,98.1
ner,2017,98.12
ner,2018,98.25
ner,2019,98.23
nga,1991,92.53
nga,1992,92.41
nga,1993,92.58
nga,1994,92.64
nga,1995,92.31
nga,1996,92.15
nga,1997,92.21
nga,1998,92.61
nga,1999,92.46
nga,2000,91.79
nga,2001,92.09
nga,2002,92.13
nga,2003,91.3
nga,2004,90.4
nga,2005,89.87
nga,2006,89.66
nga,2007,89.29
nga,2008,88.63
nga,2009,88.55
nga,2010,87.25
nga,2011,86.07
nga,2012,86.65
nga,2013,87.2
nga,2014,87.04
nga,2015,87.51
nga,2016,87.68
nga,2017,86.77
nga,2018,85.89
nga,2019,85.37
nic,1991,48.75
nic,1992,49.15
nic,1993,49.61
nic,1994,49.49
nic,1995,49.14
nic,1996,48.67
nic,1997,48.55
nic,1998,48.58
nic,1999,48.14
nic,2000,48.2
nic,2001,48.99
nic,2002,50.34
nic,2003,51.58
nic,2004,49.2
nic,2005,49.18
nic,2006,47.98
nic,2007,47.96
nic,2008,48.02
nic,2009,49.89
nic,2010,50.24
nic,2011,50.27
nic,2012,50.18
nic,2013,50.26
nic,2014,50.34
nic,2015,49.39
nic,2016,48.53
nic,2017,47.76
nic,2018,48.01
nic,2019,48.37
nld,1991,11.62
nld,1992,9.97
nld,1993,10.2
nld,1994,11.05
nld,1995,11.29
nld,1996,10.3
nld,1997,10.41
nld,1998,9.64
nld,1999,9.75
nld,2000,9.4
nld,2001,9.75
nld,2002,9.48
nld,2003,8.6
nld,2004,9.63
nld,2005,10.37
nld,2006,10.75
nld,2007,10.68
nld,2008,10.98
nld,2009,11.52
nld,2010,11.46
nld,2011,11.55
nld,2012,11.68
nld,2013,12.23
nld,2014,12.66
nld,2015,13.35
nld,2016,13.22
nld,2017,13.21
nld,2018,13.15
nld,2019,13.15
nor,1991,6.73
nor,1992,6.57
nor,1993,6.37
nor,1994,6.01
nor,1995,6.53
nor,1996,5.8
nor,1997,5.18
nor,1998,5.37
nor,1999,4.94
nor,2000,4.82
nor,2001,4.99
nor,2002,4.19
nor,2003,4.36
nor,2004,4.28
nor,2005,4.44
nor,2006,4.87
nor,2007,4.63
nor,2008,4.44
nor,2009,4.88
nor,2010,4.41
nor,2011,4.04
nor,2012,4.11
nor,2013,4.41
nor,2014,4.34
nor,2015,4.61
nor,2016,4.54
nor,2017,4.33
nor,2018,4.3
nor,2019,4.15
npl,1991,93.82
npl,1992,93.83
npl,1993,93.83
npl,1994,93.81
npl,1995,93.78
npl,1996,93.72
npl,1997,93.63
npl,1998,93.53
npl,1999,93.41
npl,2000,93.27
npl,2001,93.12
npl,2002,93.04
npl,2003,92.94
npl,2004,92.81
npl,2005,92.68
npl,2006,92.55
npl,2007,92.41
npl,2008,92.23
npl,2009,91.98
npl,2010,91.69
npl,2011,91.33
npl,2012,90.87
npl,2013,90.38
npl,2014,89.81
npl,2015,89.3
npl,2016,89
npl,2017,88.62
npl,2018,88.25
npl,2019,87.89
nzl,1991,14.21
nzl,1992,14.74
nzl,1993,14.63
nzl,1994,15.13
nzl,1995,15.24
nzl,1996,14.89
nzl,1997,14.03
nzl,1998,14.18
nzl,1999,14.83
nzl,2000,14.61
nzl,2001,13.91
nzl,2002,13.23
nzl,2003,13.12
nzl,2004,13.57
nzl,2005,13.4
nzl,2006,12.57
nzl,2007,12.65
nzl,2008,12.54
nzl,2009,11.82
nzl,2010,11.86
nzl,2011,12.6
nzl,2012,12.37
nzl,2013,11.58
nzl,2014,11.8
nzl,2015,11.58
nzl,2016,14.44
nzl,2017,15.17
nzl,2018,14.74
nzl,2019,14.63
omn,1991,7.97
omn,1992,7.9
omn,1993,7.84
omn,1994,7.9
omn,1995,7.95
omn,1996,8.04
omn,1997,8.64
omn,1998,9.25
omn,1999,10.1
omn,2000,10.91
omn,2001,9.91
omn,2002,9.14
omn,2003,8.52
omn,2004,7.9
omn,2005,7.37
omn,2006,6.8
omn,2007,6.24
omn,2008,5.79
omn,2009,5.25
omn,2010,4.9
omn,2011,4.87
omn,2012,4.74
omn,2013,4.68
omn,2014,4.56
omn,2015,4.49
omn,2016,4.47
omn,2017,4.49
omn,2018,4.45
omn,2019,4.44
pak,1991,74.8
pak,1992,74.83
pak,1993,74.62
pak,1994,74.06
pak,1995,75.17
pak,1996,74.78
pak,1997,66.65
pak,1998,74.81
pak,1999,74.69
pak,2000,66.57
pak,2001,66.58
pak,2002,62.7
pak,2003,62.52
pak,2004,68.81
pak,2005,68.64
pak,2006,73.37
pak,2007,75.11
pak,2008,77.32
pak,2009,77.54
pak,2010,79.31
pak,2011,78.64
pak,2012,77.05
pak,2013,75.36
pak,2014,73.47
pak,2015,75.16
pak,2016,76.02
pak,2017,73.87
pak,2018,71.6
pak,2019,70.27
pan,1991,18.3
pan,1992,16.83
pan,1993,16.25
pan,1994,17.21
pan,1995,19.79
pan,1996,20.39
pan,1997,21.14
pan,1998,22.83
pan,1999,23.11
pan,2000,20.86
pan,2001,21.01
pan,2002,24.91
pan,2003,25.22
pan,2004,25.19
pan,2005,28.04
pan,2006,27.56
pan,2007,25.37
pan,2008,26.8
pan,2009,33.02
pan,2010,30.14
pan,2011,25.63
pan,2012,28.62
pan,2013,29.46
pan,2014,29.2
pan,2015,30.55
pan,2016,33.33
pan,2017,31.99
pan,2018,35.47
pan,2019,36.73
per,1991,67.97
per,1992,67.6
per,1993,67.35
per,1994,67.27
per,1995,66.91
per,1996,66.6
per,1997,66.34
per,1998,66.28
per,1999,65.97
per,2000,66.14
per,2001,65.71
per,2002,65.5
per,2003,67.6
per,2004,66.97
per,2005,66.94
per,2006,65.3
per,2007,63.64
per,2008,62.87
per,2009,63.23
per,2010,63.37
per,2011,62.28
per,2012,61.43
per,2013,61.28
per,2014,61.15
per,2015,60.1
per,2016,60.35
per,2017,60.52
per,2018,60.86
per,2019,61.32
phl,1991,51.64
phl,1992,51.76
phl,1993,51.76
phl,1994,51.54
phl,1995,51.27
phl,1996,50.79
phl,1997,50.24
phl,1998,50.76
phl,1999,51.21
phl,2000,49.22
phl,2001,51.7
phl,2002,52.14
phl,2003,50.97
phl,2004,49.27
phl,2005,50.4
phl,2006,49.91
phl,2007,49
phl,2008,48.77
phl,2009,48.25
phl,2010,47.16
phl,2011,46.98
phl,2012,45.66
phl,2013,44.42
phl,2014,44.92
phl,2015,43.38
phl,2016,42.14
phl,2017,40.68
phl,2018,39.91
phl,2019,39.57
png,1991,93.58
png,1992,93.16
png,1993,92.66
png,1994,92.42
png,1995,92.53
png,1996,92.16
png,1997,92.43
png,1998,92.69
png,1999,92.55
png,2000,92.7
png,2001,92.82
png,2002,92.93
png,2003,92.77
png,2004,92.54
png,2005,91.97
png,2006,91.44
png,2007,90.7
png,2008,90.72
png,2009,90.15
png,2010,88.97
png,2011,89.01
png,2012,88.75
png,2013,88.51
png,2014,87.07
png,2015,86.2
png,2016,85.73
png,2017,85.31
png,2018,85.49
png,2019,84.91
pol,1991,28.98
pol,1992,29
pol,1993,29.87
pol,1994,29.23
pol,1995,27.62
pol,1996,27.55
pol,1997,26.75
pol,1998,25.37
pol,1999,24.12
pol,2000,25.03
pol,2001,25.81
pol,2002,25.39
pol,2003,23.65
pol,2004,23.77
pol,2005,23.08
pol,2006,21.75
pol,2007,20.9
pol,2008,20.38
pol,2009,20.05
pol,2010,20.09
pol,2011,19.82
pol,2012,19.18
pol,2013,18.44
pol,2014,17.73
pol,2015,17.62
pol,2016,16.82
pol,2017,16.07
pol,2018,16.03
pol,2019,15.69
pri,1991,7.95
pri,1992,7.62
pri,1993,7.47
pri,1994,6.97
pri,1995,7.56
pri,1996,7.51
pri,1997,7.61
pri,1998,7.3
pri,1999,7.48
pri,2000,7.11
pri,2001,7.08
pri,2002,8.11
pri,2003,7.33
pri,2004,7.84
pri,2005,7.65
pri,2006,8.34
pri,2007,8.9
pri,2008,7.66
pri,2009,7.29
pri,2010,7.71
pri,2011,7.24
pri,2012,8.59
pri,2013,8.35
pri,2014,8.11
pri,2015,7.87
pri,2016,7.84
pri,2017,7.86
pri,2018,8.67
pri,2019,9.34
prk,1991,86.59
prk,1992,86.7
prk,1993,86.82
prk,1994,86.92
prk,1995,87.06
prk,1996,87.19
prk,1997,87.4
prk,1998,87.56
prk,1999,87.58
prk,2000,87.64
prk,2001,87.59
prk,2002,87.56
prk,2003,87.53
prk,2004,87.48
prk,2005,87.38
prk,2006,87.37
prk,2007,87.42
prk,2008,87.38
prk,2009,87.39
prk,2010,87.42
prk,2011,87.41
prk,2012,87.38
prk,2013,87.35
prk,2014,87.29
prk,2015,87.28
prk,2016,87.16
prk,2017,87.17
prk,2018,87.26
prk,2019,87.17
prt,1991,24.26
prt,1992,24.15
prt,1993,24.98
prt,1994,25.84
prt,1995,25.44
prt,1996,26.25
prt,1997,27.09
prt,1998,26.83
prt,1999,25.96
prt,2000,24.5
prt,2001,26.19
prt,2002,25.6
prt,2003,25.71
prt,2004,23.86
prt,2005,24.14
prt,2006,23.17
prt,2007,22.86
prt,2008,22.61
prt,2009,21.48
prt,2010,20.41
prt,2011,17.25
prt,2012,17.66
prt,2013,17.45
prt,2014,14.86
prt,2015,13.91
prt,2016,13.39
prt,2017,12.68
prt,2018,12.45
prt,2019,12.84
pry,1991,54.8
pry,1992,54.84
pry,1993,54.8
pry,1994,54.78
pry,1995,54.77
pry,1996,54.92
pry,1997,55.03
pry,1998,55.28
pry,1999,55.53
pry,2000,55.74
pry,2001,55.81
pry,2002,55.22
pry,2003,54.39
pry,2004,56.62
pry,2005,51.26
pry,2006,52.33
pry,2007,52.58
pry,2008,49.32
pry,2009,51.55
pry,2010,48.85
pry,2011,47.85
pry,2012,50.87
pry,2013,44.6
pry,2014,44.89
pry,2015,44.38
pry,2016,45.22
pry,2017,45.82
pry,2018,43.92
pry,2019,43.02
pse,1991,52.84
pse,1992,53.25
pse,1993,53.52
pse,1994,53.42
pse,1995,52.82
pse,1996,52.11
pse,1997,51.17
pse,1998,49.11
pse,1999,46.85
pse,2000,44.67
pse,2001,36.57
pse,2002,39.47
pse,2003,45.86
pse,2004,43.68
pse,2005,44.06
pse,2006,46.09
pse,2007,48.82
pse,2008,38.39
pse,2009,32.98
pse,2010,32.71
pse,2011,35.11
pse,2012,36.77
pse,2013,35.15
pse,2014,37.59
pse,2015,32.99
pse,2016,29.26
pse,2017,26.16
pse,2018,24.53
pse,2019,22.72
pyf,1991,18.55
pyf,1992,18.66
pyf,1993,18.8
pyf,1994,18.85
pyf,1995,18.83
pyf,1996,18.7
pyf,1997,18.12
pyf,1998,17.43
pyf,1999,16.78
pyf,2000,16.15
pyf,2001,15.57
pyf,2002,15.03
pyf,2003,14.45
pyf,2004,13.89
pyf,2005,13.38
pyf,2006,12.89
pyf,2007,12.39
pyf,2008,11.85
pyf,2009,11.47
pyf,2010,11.18
pyf,2011,10.96
pyf,2012,10.75
pyf,2013,10.54
pyf,2014,10.33
pyf,2015,10.09
pyf,2016,9.84
pyf,2017,9.55
pyf,2018,9.26
pyf,2019,8.97
qat,1991,0.09
qat,1992,0.09
qat,1993,0.08
qat,1994,0.07
qat,1995,0.07
qat,1996,0.07
qat,1997,0.07
qat,1998,0.07
qat,1999,0.07
qat,2000,0.08
qat,2001,0.09
qat,2002,0.11
qat,2003,0.13
qat,2004,0.16
qat,2005,0.23
qat,2006,0.32
qat,2007,0.31
qat,2008,0.42
qat,2009,0.47
qat,2010,0.48
qat,2011,0.51
qat,2012,0.43
qat,2013,0.44
qat,2014,0.4
qat,2015,0.39
qat,2016,0.39
qat,2017,0.4
qat,2018,0.48
qat,2019,0.58
rou,1991,36.79
rou,1992,42.65
rou,1993,42.27
rou,1994,41.72
rou,1995,45.53
rou,1996,42.22
rou,1997,45.47
rou,1998,46.28
rou,1999,47.71
rou,2000,48.55
rou,2001,48.54
rou,2002,41.49
rou,2003,40.97
rou,2004,34.24
rou,2005,34.84
rou,2006,32.95
rou,2007,33.43
rou,2008,32.35
rou,2009,32.47
