global,time,sh_sta_smss_ru_zs
world,2000,14.59684
world,2001,15.20831
world,2002,16.01218
world,2003,17.17048
world,2004,18.62777
world,2005,19.98218
world,2006,21.39543
world,2007,22.86484
world,2008,24.37376
world,2009,25.91972
world,2010,27.5093
world,2011,29.07002
world,2012,30.71964
world,2013,32.39186
world,2014,34.08614
world,2015,35.79987
world,2016,37.53363
world,2017,39.27887
world,2018,41.01513
world,2019,42.75631
world,2020,44.25742
