geo,time,ne_dab_totl_cn
caf,1980,195106943100
caf,1981,207068840700
caf,1982,275523115800
caf,1983,282293189600
caf,1984,312444105700
caf,1985,425952000000
caf,1986,429207000000
caf,1987,399585000000
caf,1988,404285000000
caf,1989,417879000000
caf,1990,426805000000
caf,1991,421735000000
caf,1992,409218000000
caf,1993,382067000000
caf,1994,480228000000
caf,1995,590339000000
caf,1996,536900000000
caf,1997,558551000000
caf,1998,603416000000
caf,1999,644700315200
caf,2000,683105836700
caf,2001,720065090400
caf,2002,719891047400
caf,2003,660830900900
caf,2004,706177035800
caf,2005,762713240000
caf,2006,823007050000
caf,2007,889659300000
caf,2008,999572834300
caf,2009,1042627100000
caf,2010,1131915380000
caf,2011,1198508740000
caf,2012,1409194000000
caf,2013,906077000000
caf,2014,1120294000000
caf,2015,1193182000000
caf,2016,1307412000000
caf,2017,1475564000000
caf,2018,1580242000000
caf,2019,1591455911500
caf,2020,1675919107500
can,1961,42530000000
can,1962,45933000000
can,1963,49086000000
can,1964,53648000000
can,1965,59964000000
can,1966,67175000000
can,1967,71493000000
can,1968,77944000000
can,1969,86478000000
can,1970,91697000000
can,1971,101080000000
can,1972,112962000000
can,1973,131314000000
can,1974,157711000000
can,1975,181107000000
can,1976,207203000000
can,1977,229138000000
can,1978,251668000000
can,1979,286500000000
can,1980,317616000000
can,1981,366274000000
can,1982,374612000000
can,1983,409137000000
can,1984,446905000000
can,1985,488568000000
can,1986,522671000000
can,1987,566745000000
can,1988,621226000000
can,1989,670484000000
can,1990,693860000000
can,1991,706255000000
can,1992,722204000000
can,1993,747121000000
can,1994,782316000000
can,1995,805553000000
can,1996,826408000000
can,1997,888284000000
can,1998,921401000000
can,1999,970149000000
can,2000,1042525000000
can,2001,1079009000000
can,2002,1140325000000
can,2003,1205035000000
can,2004,1275866000000
can,2005,1364909000000
can,2006,1455623000000
can,2007,1544317000000
can,2008,1628096000000
can,2009,1594857000000
can,2010,1698631000000
can,2011,1795353000000
can,2012,1862757000000
can,2013,1932169000000
can,2014,2013521000000
can,2015,2040370000000
can,2016,2071988000000
can,2017,2188378000000
can,2018,2272811000000
can,2019,2347427000000
can,2020,2252312000000
che,1970,111892126000
che,1971,127032073000
che,1972,142786240000
che,1973,159152903000
che,1974,173883766000
che,1975,160412729000
che,1976,160399247000
che,1977,165864558000
che,1978,173431390000
che,1979,187818649000
che,1980,209780061000
che,1981,219117120000
che,1982,232155952000
che,1983,242984929000
che,1984,249841064000
che,1985,265560885000
che,1986,283708174000
che,1987,293048802000
che,1988,311153334000
che,1989,335935873000
che,1990,367948235000
che,1991,379758761000
che,1992,383096584000
che,1993,386095739000
che,1994,395427612000
che,1995,400972655000
che,1996,406065515000
che,1997,407796963000
che,1998,422492400000
che,1999,429584516000
che,2000,446783856000
che,2001,460612742000
che,2002,453929164000
che,2003,459753105000
che,2004,462935066000
che,2005,488825219000
che,2006,511358092000
che,2007,527638723000
che,2008,552246229000
che,2009,561711288000
che,2010,560643350000
che,2011,585388729000
che,2012,579262351000
che,2013,582220232000
che,2014,596597031000
che,2015,596868611000
che,2016,605798091000
che,2017,618154105000
che,2018,630551804000
che,2019,641052980000
che,2020,644130402000
chl,1960,4658142.94847
chl,1961,5298523.39445
chl,1962,6061809.7091
chl,1963,9336917.25438
chl,1964,13950417.52959
chl,1965,19228230.4802
chl,1966,27404681.50792
chl,1967,35474265.1991
chl,1968,49363193.92514
chl,1969,70776462.149
chl,1970,103157842.51536
chl,1971,135124773.16439
chl,1972,256750072.40722
chl,1973,1235575475.72757
chl,1974,9640629541.97337
chl,1975,38496694422.0078
chl,1976,130187585787.675
chl,1977,308817362933.42102
chl,1978,528755748205.60895
chl,1979,842911741049.40405
chl,1980,1191793504667.12988
chl,1981,1502272716903.01001
chl,1982,1323733160819.46997
chl,1983,1574339155831.04004
chl,1984,1980751864748.08008
chl,1985,2758334201952.93994
chl,1986,3532573276981.7002
chl,1987,4748359653052.0498
chl,1988,5960371777237.33984
chl,1989,7660483135666.17969
chl,1990,9850756205134.7207
chl,1991,12757618949400
chl,1992,16667251987800
chl,1993,20738991255300
chl,1994,24029579135500
chl,1995,29158010963900
chl,1996,32648539613724.19922
chl,1997,36335837428335.69531
chl,1998,38780478353976.09375
chl,1999,37411229785381.50781
chl,2000,41271120690031.79688
chl,2001,44322507917554.89844
chl,2002,46980705999089.79688
chl,2003,49683950025396
chl,2004,54502501369714.29688
chl,2005,62841370158397.10156
chl,2006,70185513507835.89844
chl,2007,78248857441223.29688
chl,2008,91922063328033.70312
chl,2009,89198632486890
chl,2010,104342499679857
chl,2011,117957624485166
chl,2012,129983895134858
chl,2013,138668355767380
chl,2014,147189376412320
chl,2015,159903692511099
chl,2016,168504541754025
chl,2017,177557105480489
chl,2018,191412146253337
chl,2019,198005824499485
chl,2020,189989743560067
chn,1960,150652669690
chn,1961,127392873370
chn,1962,116906898450
chn,1963,128480993420
chn,1964,143393237470
chn,1965,162583098700
chn,1966,182462211980
chn,1967,170531901240
chn,1968,170555959950
chn,1969,184876832700
chn,1970,220602123070
chn,1971,237945046920
chn,1972,243832179710
chn,1973,265722474610
chn,1974,274667924290
chn,1975,294915278960
chn,1976,296001604530
chn,1977,315639328380
chn,1978,361695080430
chn,1979,406732162740
chn,1980,455521861930
chn,1981,490449543120
chn,1982,529524596100
chn,1983,598343423290
chn,1984,728887850220
chn,1985,947518551060
chn,1986,1064543468230
chn,1987,1218718846700
chn,1988,1536160741490
chn,1989,1743603583130
chn,1990,1845898149580
chn,1991,2137960168900
chn,1992,2686470227000
chn,1993,3625543575200
chn,1994,4777624626500
chn,1995,6005175226700
chn,1996,7008233952000
chn,1997,7586587633700
chn,1998,8116151436700
chn,1999,8755855909000
chn,2000,9741595473400
chn,2001,10806365816400
chn,2002,11823251696000
chn,2003,13418179497700
chn,2004,15712000387300
chn,2005,17744849025700
chn,2006,20294292077500
chn,2007,24707634669900
chn,2008,29384079089000
chn,2009,33261316391400
chn,2010,39344826038400
chn,2011,47242082530000
chn,2012,52440387685000
chn,2013,58179237359400
chn,2014,63293720689000
chn,2015,66974720442300
chn,2016,72900490880400
chn,2017,81440432319100
chn,2018,90872009155500
chn,2019,97931047150000
chn,2020,99938700000000
civ,1960,117365803000
civ,1961,140429112300
civ,1962,141748626400
civ,1963,164902570000
civ,1964,199820124200
civ,1965,210300002300
civ,1966,232199987200
civ,1967,246599995400
civ,1968,276899991500
civ,1969,319600009200
civ,1970,375500021800
civ,1971,419699916800
civ,1972,445100007500
civ,1973,544999997400
civ,1974,684899991600
civ,1975,833300021200
civ,1976,1052800057300
civ,1977,1442300002300
civ,1978,1799100006400
civ,1979,2004399915000
civ,1980,2282699948000
civ,1981,2454300000300
civ,1982,2558800035800
civ,1983,2573499957200
civ,1984,2585300041700
civ,1985,2684100050900
civ,1986,2876159066100
civ,1987,2916209066000
civ,1988,2975129010200
civ,1989,3019995021300
civ,1990,2804760019000
civ,1991,2870483107900
civ,1992,2885500043200
civ,1993,3017136898100
civ,1994,4097927151600
civ,1995,5088991969200
civ,1996,8938786739089.01953
civ,1997,10289674120641.30078
civ,1998,11491882868531.09961
civ,1999,11435107814043.19922
civ,2000,11700957293479.59961
civ,2001,12087239994467.40039
civ,2002,11670342291875.80078
civ,2003,11803529388959.90039
civ,2004,12129692650878.59961
civ,2005,12554911059180
civ,2006,12944629805040.90039
civ,2007,13827361658462.69922
civ,2008,15185716564260.90039
civ,2009,15274959476986.19922
civ,2010,17368185567800.80078
civ,2011,16280831696182.19922
civ,2012,18596666417411.5
civ,2013,21125995768591.30078
civ,2014,23481481596862.69531
civ,2015,26545664000000
civ,2016,27947907000000
civ,2017,29565755000000
civ,2018,32475572000000
civ,2019,33903893000000
civ,2020,34927274669200
cmr,1965,200500000800
cmr,1966,214499997700
cmr,1967,234799997000
cmr,1968,265500008400
cmr,1969,284600004600
cmr,1970,313299992600
cmr,1971,354699989000
cmr,1972,399101009900
cmr,1973,437800001600
cmr,1974,505599991800
cmr,1975,629799976900
cmr,1976,725200019400
cmr,1977,856899993600
cmr,1978,1099200004100
cmr,1979,1349299994600
cmr,1980,1399469998100
cmr,1981,1932249956400
cmr,1982,2068949991400
cmr,1983,2587229945900
cmr,1984,3110289932300
cmr,1985,3770300039200
cmr,1986,4085679849500
cmr,1987,4067270131700
cmr,1988,3641838010400
cmr,1989,3408699916200
cmr,1990,3256600035400
cmr,1991,3161200001000
cmr,1992,3123999965200
cmr,1993,4278631664300
cmr,1994,4646073703700
cmr,1995,5067663742900
cmr,1996,5481447413100
cmr,1997,5993202823300
cmr,1998,6554468024000
cmr,1999,7003222855300
cmr,2000,7370463031900
cmr,2001,8106528386200
cmr,2002,8830172034900
cmr,2003,9387963910000
cmr,2004,10001501902300
cmr,2005,10338862663200
cmr,2006,10787225374800
cmr,2007,11367933835600
cmr,2008,12720372252600
cmr,2009,13532274388900
cmr,2010,13950927452700
cmr,2011,14876855959600
cmr,2012,15747278671900
cmr,2013,17057745399000
cmr,2014,18615138266000
cmr,2015,19721351560300
cmr,2016,20587357000000
cmr,2017,21484221000000
cmr,2018,22894984000000
cmr,2019,24098641000000
cmr,2020,24235931000000
cod,1994,67355200
cod,1995,377567800
cod,1996,2905400000
cod,1997,7699999900
cod,1998,10299499900
cod,1999,48666001200
cod,2000,1371275195100
cod,2001,2255256730100
cod,2002,2964605347400
cod,2003,3841766448400
cod,2004,4273094421900
cod,2005,6034436936300
cod,2006,7076325696400
cod,2007,8821702780500
cod,2008,11700267442800
cod,2009,16508513470700
cod,2010,21202237631200
cod,2011,25224647117200
cod,2012,28772828690200
cod,2013,31425787214100
cod,2014,34893806605100
cod,2015,37248690851100
cod,2016,39795416715900
cod,2017,57737714627800
cod,2018,79242073412100
cod,2019,86123012362600
cod,2020,91337321313100
cog,1960,53344703000
cog,1961,61083024400
cog,1962,54044557300
cog,1963,51220099100
cog,1964,53824878600
cog,1965,56900010000
cog,1966,65700000000
cog,1967,73200000000
cog,1968,78900020000
cog,1969,85999960000
cog,1970,93500000000
cog,1971,106500030000
cog,1972,127800010000
cog,1973,134999990000
cog,1974,149699980000
cog,1975,210200000000
cog,1976,227499990000
cog,1977,225000210000
cog,1978,232700390000
cog,1979,258100000000
cog,1980,360800000000
cog,1981,639600000000
cog,1982,804000000000
cog,1983,749800000000
cog,1984,805100000000
cog,1985,963200000000
cog,1986,729012500000
cog,1987,669058983000
cog,1988,657700000000
cog,1989,657900019700
cog,1990,512556520000
cog,1991,664274918000
cog,1992,588173559500
cog,1993,672714747300
cog,1994,1136612190000
cog,1995,1044538330000
cog,1996,1189135600000
cog,1997,1146427360000
cog,1998,1108122980000
cog,1999,1155760386400
cog,2000,1322738982700
cog,2001,1519967338900
cog,2002,1504972304400
cog,2003,1393747692700
cog,2004,1793330819100
cog,2005,2438355000000
cog,2006,2980386000000
cog,2007,4691993000000
cog,2008,4484145000000
cog,2009,4874268000000
cog,2010,5660561000000
cog,2011,5707905000000
cog,2012,7342242000000
cog,2013,7728632326540.80957
cog,2014,8661510467374.84961
cog,2015,9647315317337.7207
cog,2016,8525618869040.30859
cog,2017,6255279047451.67969
cog,2018,5920744977737.09961
cog,2019,5929463887276.34961
cog,2020,5957455000000
col,1960,26659208200
col,1961,30834219900
col,1962,34203597700
col,1963,43645052000
col,1964,54234855500
col,1965,59021000000
col,1966,76484000000
col,1967,83768000000
col,1968,98110000000
col,1969,112253000000
col,1970,134473000000
col,1971,162200000000
col,1972,188748000000
col,1973,237664000000
col,1974,325899000000
col,1975,397793000000
col,1976,515497000000
col,1977,689773000000
col,1978,883772000000
col,1979,1167759000000
col,1980,1569324000000
col,1981,2053497000000
col,1982,2604135000000
col,1983,3139066000000
col,1984,3878920000000
col,1985,4902198000000
col,1986,6323398000000
col,1987,8468450000000
col,1988,11446331000000
col,1989,14493891000000
col,1990,23321877000000
col,1991,29680168000000
col,1992,39958998000000
col,1993,55307879000000
col,1994,71531357000000
col,1995,89868328000000
col,1996,106396732000000
col,1997,128905259000000
col,1998,148763720000000
col,1999,150740676000000
col,2000,210276000000000
col,2001,232913000000000
col,2002,253545000000000
col,2003,281511000000000
col,2004,314908000000000
col,2005,349721000000000
col,2006,397571000000000
col,2007,446643000000000
col,2008,490605000000000
col,2009,513146000000000
col,2010,552672000000000
col,2011,624702000000000
col,2012,674590000000000
col,2013,727045000000000
col,2014,795082000000000
col,2015,861506000000000
col,2016,922246000000000
col,2017,966424000000000
col,2018,1034566000000000
col,2019,1122841000000000
col,2020,1069224309011100
com,1980,52944567376.4558
com,1981,63003318563.8971
com,1982,71400476353.85451
com,1983,86225456014.0211
com,1984,95298849257.96649
com,1985,104365002436.39799
com,1986,114172621609.304
com,1987,119782816895.41901
com,1988,125385772116.021
com,1989,128634108337.74699
com,1990,138123054939.25201
com,1991,141281440500
com,1992,142961134000
com,1993,151430142300
com,1994,156947076900
com,1995,176143141900
com,1996,179430368400
com,1997,188386780700
com,1998,193371490900
com,1999,208546103400
com,2000,220859406800
com,2001,245516911900
com,2002,261702912500
com,2003,280868203200
com,2004,295959043000
com,2005,305319024500
com,2006,323150448400
com,2007,329058000000
com,2008,366859000000
com,2009,380877000000
com,2010,405254000000
com,2011,434234000000
com,2012,478134000000
com,2013,500913000000
com,2014,510357000000
com,2015,503446000000
com,2016,521226000000
com,2017,545989000000
com,2018,580307000000
com,2019,611633000000
cpv,2007,158796879400
cpv,2008,169979165100
cpv,2009,171047758900
cpv,2010,178888782700
cpv,2011,190542066700
cpv,2012,179539776900
cpv,2013,175788909000
cpv,2014,185823511200
cpv,2015,181315649300
cpv,2016,191863830300
cpv,2017,210239846300
cpv,2018,218684653200
cpv,2019,223718559200
cpv,2020,222614236000
cri,1960,3000400000
cri,1961,3052200000
cri,1962,3292600000
cri,1963,3575800000
cri,1964,3757900000
cri,1965,4345900000
cri,1966,4545400000
cri,1967,4927600000
cri,1968,5367100000
cri,1969,5958200000
cri,1970,6964500000
cri,1971,7872900000
cri,1972,8739800000
cri,1973,10779600000
cri,1974,15195100000
cri,1975,18230600000
cri,1976,21916500000
cri,1977,27769900000
cri,1978,32564200000
cri,1979,38136400000
cri,1980,45687300000
cri,1981,59905200000
cri,1982,94658900000
cri,1983,130278200000
cri,1984,162341800000
cri,1985,201389200000
cri,1986,244493800000
cri,1987,296296500000
cri,1988,355992200000
cri,1989,442438800000
cri,1990,558948500000
cri,1991,921809884360.47009
cri,1992,1215650391084.71997
cri,1993,1461567249594.3501
cri,1994,1749707454270.92993
cri,1995,2152989733377.62012
cri,1996,2523559383074.33984
cri,1997,3063114496475.0498
cri,1998,3664185662721.77979
cri,1999,4170997964914.35059
cri,2000,4657787057357.09961
cri,2001,5245447459859.37988
cri,2002,6082603676955.09961
cri,2003,7022188951504.34961
cri,2004,8218694337251.23047
cri,2005,9796682644591.78906
cri,2006,11983376620173.59961
cri,2007,14624106150978.09961
cri,2008,17633515256366.19922
cri,2009,17713345650187.69922
cri,2010,20168994718491.39844
cri,2011,22422341828507.69531
cri,2012,24642628371234
cri,2013,26197080105819
cri,2014,28691675567925.5
cri,2015,30401903171766.19922
cri,2016,31946747251397.69531
cri,2017,34187929088984.60156
cri,2018,35823235818771
cri,2019,36924971060351
cri,2020,35561162881229.70312
cub,1970,6386973300
cub,1971,7757632100
cub,1972,8698045300
cub,1973,9289109900
cub,1974,10493563100
cub,1975,11983593300
cub,1976,12702151900
cub,1977,13229438300
cub,1978,15413679400
cub,1979,16044642600
cub,1980,16071982600
cub,1981,18779427800
cub,1982,19983891700
cub,1983,21376991600
cub,1984,23752456700
cub,1985,23399131500
cub,1986,22858974400
cub,1987,22163217800
cub,1988,23192433100
cub,1989,24135898700
cub,1990,23632037200
cub,1991,19010656600
cub,1992,16735329900
cub,1993,17167148500
cub,1994,21150012100
cub,1995,24292704300
cub,1996,25517000000
cub,1997,26103200000
cub,1998,26765647400
cub,1999,29157104100
cub,2000,31426024800
cub,2001,32598300000
cub,2002,34153175900
cub,2003,36146412500
cub,2004,37923299600
cub,2005,41503151700
cub,2006,52617035300
cub,2007,57019100000
cub,2008,63106000000
cub,2009,60835000000
cub,2010,61209000000
cub,2011,66750000000
cub,2012,69370000000
cub,2013,74157000000
cub,2014,76709000000
cub,2015,84797000000
cub,2016,88907000000
cub,2017,94063000000
cub,2018,98087000000
cub,2019,101766000000
cub,2020,106650000000
cyp,1975,532229300
cyp,1976,676435300
cyp,1977,900774700
cyp,1978,1078811000
cyp,1979,1288456400
cyp,1980,1537399600
cyp,1981,1705184200
cyp,1982,1973776400
cyp,1983,2187009900
cyp,1984,2544961900
cyp,1985,2740596700
cyp,1986,2768105200
cyp,1987,3092568700
cyp,1988,3572173200
cyp,1989,4102693700
cyp,1990,4611515500
cyp,1991,5027389000
cyp,1992,5894504100
cyp,1993,5619419300
cyp,1994,6262366000
cyp,1995,7744647000
cyp,1996,8014102000
cyp,1997,8489975000
cyp,1998,8834622000
cyp,1999,9474298000
cyp,2000,10337444000
cyp,2001,10895294000
cyp,2002,11738161000
cyp,2003,12650088000
cyp,2004,13873625000
cyp,2005,14901287000
cyp,2006,16469598000
cyp,2007,18344632000
cyp,2008,21435676000
cyp,2009,19673993000
cyp,2010,21029073000
cyp,2011,20560841000
cyp,2012,19812695000
cyp,2013,17710563000
cyp,2014,17266576000
cyp,2015,17416080000
cyp,2016,18608472000
cyp,2017,20343103000
cyp,2018,21331542000
cyp,2019,22960842000
cyp,2020,22094079000
cze,1990,700132763000
cze,1991,804790295000
cze,1992,958765745000
cze,1993,1162095207000
cze,1994,1383736339000
cze,1995,1645243000000
cze,1996,1917629000000
cze,1997,2052641000000
cze,1998,2163370000000
cze,1999,2263765000000
cze,2000,2430778000000
cze,2001,2612640000000
cze,2002,2726675000000
cze,2003,2866296000000
cze,2004,3059909000000
cze,2005,3209096000000
cze,2006,3434754000000
cze,2007,3766035000000
cze,2008,3955502000000
cze,2009,3800354000000
cze,2010,3870804000000
cze,2011,3908730000000
cze,2012,3894136000000
cze,2013,3906905000000
cze,2014,4070524000000
cze,2015,4350543000000
cze,2016,4430973000000
cze,2017,4726332000000
cze,2018,5088340000000
cze,2019,5443522000000
cze,2020,5305363000000
deu,1970,422427704000
deu,1971,470584859000
deu,1972,511912764000
deu,1973,564157979000
deu,1974,600852565000
deu,1975,638916651000
deu,1976,696132812000
deu,1977,740945638000
deu,1978,789046538000
deu,1979,874686553000
deu,1980,944320301000
deu,1981,975138564000
deu,1982,997883766000
deu,1983,1048517488000
deu,1984,1092800315000
deu,1985,1127862575000
deu,1986,1170046070000
deu,1987,1202145692000
deu,1988,1267709175000
deu,1989,1356439086000
deu,1990,1467534340000
deu,1991,1593532000000
deu,1992,1710595000000
deu,1993,1750012000000
deu,1994,1826558000000
deu,1995,1886902000000
deu,1996,1907653000000
deu,1997,1940011000000
deu,1998,1989666000000
deu,1999,2048099000000
deu,2000,2105518000000
deu,2001,2137202000000
deu,2002,2104694000000
deu,2003,2128103000000
deu,2004,2144857000000
deu,2005,2169308000000
deu,2006,2255902000000
deu,2007,2330303000000
deu,2008,2391827000000
deu,2009,2323172000000
deu,2010,2429453000000
deu,2011,2561356000000
deu,2012,2577841000000
deu,2013,2649459000000
deu,2014,2733680000000
deu,2015,2796334000000
deu,2016,2903494000000
deu,2017,3035555000000
deu,2018,3160141000000
deu,2019,3277147000000
deu,2020,3174759000000
dji,2013,489828781100
dji,2014,325185000000
dji,2015,350651000000
dji,2016,503179000000
dji,2017,531395000000
dji,2018,481144000000
dma,2009,1635090000
dma,2010,1573280000
dma,2011,1559420000
dma,2012,1559280000
dma,2013,1480930000
dma,2014,1582450000
dma,2015,1651830000
dma,2016,1750610000
dma,2017,1697530000
dma,2018,2214260000
dnk,1966,83710285000
dnk,1967,92728065000
dnk,1968,102694116000
dnk,1969,118011638000
dnk,1970,131693620000
dnk,1971,144606969000
dnk,1972,162108128000
dnk,1973,189425200000
dnk,1974,215176353000
dnk,1975,234806131000
dnk,1976,281672459000
dnk,1977,309526855000
dnk,1978,340255491000
dnk,1979,379014478000
dnk,1980,402672518000
dnk,1981,434579790000
dnk,1982,498810122000
dnk,1983,542342221000
dnk,1984,601864952000
dnk,1985,658809694000
dnk,1986,714063635000
dnk,1987,733049373000
dnk,1988,750804993000
dnk,1989,790548763000
dnk,1990,808021412000
dnk,1991,835172477000
dnk,1992,859263468000
dnk,1993,858575862000
dnk,1994,934451476000
dnk,1995,987671377000
dnk,1996,1026403449000
dnk,1997,1096189550000
dnk,1998,1149530269000
dnk,1999,1167033377000
dnk,2000,1237867653000
dnk,2001,1273593003000
dnk,2002,1313639256000
dnk,2003,1339122512000
dnk,2004,1420925076000
dnk,2005,1498683777000
dnk,2006,1613399300000
dnk,2007,1688467211000
dnk,2008,1737997696000
dnk,2009,1644696391000
dnk,2010,1685140968000
dnk,2011,1728756747000
dnk,2012,1780922704000
dnk,2013,1802173604000
dnk,2014,1843229050000
dnk,2015,1898125734000
dnk,2016,1966940497000
dnk,2017,2035607163000
dnk,2018,2114858743000
dnk,2019,2146695235000
dnk,2020,2179285317000
dom,1960,645800000
dom,1961,627899800
dom,1962,844700300
dom,1963,1009200200
dom,1964,1130100200
dom,1965,944300000
dom,1966,1091400000
dom,1967,1127500000
dom,1968,1187100000
dom,1969,1349400000
dom,1970,1633702995.9
dom,1971,1828081307
dom,1972,2054311844
dom,1973,2448285083.4
dom,1974,3199356090.6
dom,1975,3719999453.1
dom,1976,4223396894
dom,1977,4917504626.8
dom,1978,5246632530
dom,1979,6034439740
dom,1980,7689183259
dom,1981,8119938062.4
dom,1982,8944924940.5
dom,1983,9901531863.3
dom,1984,12553594946.4
dom,1985,16435243000
dom,1986,18411382500
dom,1987,23973080000
dom,1988,33635327000
dom,1989,45839268000
dom,1990,65115751122.15569
dom,1991,127178306700
dom,1992,155014981300
dom,1993,172055330000
dom,1994,193528994600
dom,1995,221498462700
dom,1996,241999830700
dom,1997,290984823900
dom,1998,341883390800
dom,1999,372745016900
dom,2000,425965768400
dom,2001,456074766300
dom,2002,512164489800
dom,2003,629513139700
dom,2004,927153434500
dom,2005,1137522800900
dom,2006,1353691867600
dom,2007,1581261663600
dom,2008,1887270163000
dom,2009,1884479977100
dom,2010,2194381557900
dom,2011,2444843952900
dom,2012,2606062256500
dom,2013,2786057971100
dom,2014,3077613677200
dom,2015,3354651201700
dom,2016,3618666222100
dom,2017,3911441948800
dom,2018,4445652653200
dom,2019,4784533667800
dom,2020,4799920814800
dza,1960,16797453600
dza,1961,14334939400
dza,1962,10136129900
dza,1963,14880092500
dza,1964,14906215400
dza,1965,15984024300
dza,1966,14807967200
dza,1967,16342188800
dza,1968,19218280400
dza,1969,21918314500
dza,1970,25711523800
dza,1971,27242361100
dza,1972,31918497300
dza,1973,36604844800
dza,1974,53427170400
dza,1975,67144505100
dza,1976,76817288700
dza,1977,96666286100
dza,1978,119858935300
dza,1979,130296875200
dza,1980,156000000000
dza,1981,184299994700
dza,1982,203599993900
dza,1983,228700007400
dza,1984,272300002300
dza,1985,300500000200
dza,1986,330399991100
dza,1987,337099996200
dza,1988,374299987900
dza,1989,465100004300
dza,1990,564100012100
dza,1991,797900005400
dza,1992,1033000042600
dza,1993,1181800009700
dza,1994,1544045363200
dza,1995,2046365794200
dza,1996,2420535246900
dza,1997,2514170762300
dza,1998,2828737859600
dza,1999,3064270700000
dza,2000,3245984900000
dza,2001,3606892300000
dza,2002,4076153500000
dza,2003,4497411000000
dza,2004,5263334800000
dza,2005,5812762200000
dza,2006,6215430500000
dza,2007,7276713500000
dza,2008,8916447100000
dza,2009,10025941800000
dza,2010,11149464200000
dza,2011,13114808000000
dza,2012,14850963800000
dza,2013,16182545700000
dza,2014,17490464400000
dza,2015,18944082200000
dza,2016,19998331300000
dza,2017,20774536400000
dza,2018,21745885000000
dza,2019,21743424000000
dza,2020,20532400000000
ecu,1960,1730683361.85636
ecu,1961,1622298292.00094
ecu,1962,1509827973.57869
ecu,1963,1818300896.1659
ecu,1964,2272805453.71308
ecu,1965,2417179000
ecu,1966,2443410000
ecu,1967,2601490000
ecu,1968,2655172000
ecu,1969,3222641000
ecu,1970,2963240000
ecu,1971,2921094000
ecu,1972,3284521000
ecu,1973,3842494000
ecu,1974,6338866000
ecu,1975,7980155000
ecu,1976,9264104000
ecu,1977,11223458000
ecu,1978,12373422000
ecu,1979,14205694000
ecu,1980,18003229000
ecu,1981,21948463000
ecu,1982,20537822000
ecu,1983,17102564000
ecu,1984,16617956000
ecu,1985,16516015000
ecu,1986,15590254000
ecu,1987,14914257000
ecu,1988,13652330000
ecu,1989,14515467000
ecu,1990,15089732000
ecu,1991,16614541000
ecu,1992,17459274000
ecu,1993,19515967000
ecu,1994,23427744000
ecu,1995,25235699000
ecu,1996,25130356000
ecu,1997,28696107000
ecu,1998,30096601000
ecu,1999,18937639000
ecu,2000,17441072000
ecu,2001,25520355000
ecu,2002,30373737000
ecu,2003,33096055000
ecu,2004,37161226000
ecu,2005,41865491000
ecu,2006,46354445000
ecu,2007,50356715000
ecu,2008,61595671000
ecu,2009,63524148000
ecu,2010,72694628000
ecu,2011,81058676000
ecu,2012,89174386000
ecu,2013,97345780000
ecu,2014,103358490000
ecu,2015,101998461000
ecu,2016,99449758000
ecu,2017,105084428000
ecu,2018,108801943000
ecu,2019,108086481000
ecu,2020,97050073000
egy,1960,1493500000
egy,1961,1598000000
egy,1962,1705200000
egy,1963,1926600000
egy,1964,2180100000
egy,1965,2333600000
egy,1966,2546800000
egy,1967,2592800000
egy,1968,2682800000
egy,1969,2777600000
egy,1970,3314500000
egy,1971,3529000000
egy,1972,3764900000
egy,1973,4181900000
egy,1974,4927400000
egy,1975,6228800000
egy,1976,7425400000
egy,1977,9012800000
egy,1978,11140800000
egy,1979,14693100000
egy,1980,17527609740.1655
egy,1981,18434300000
egy,1982,24570100000
egy,1983,29600000000
egy,1984,35200000000
egy,1985,40900000000
egy,1986,47800000000
egy,1987,56700000000
egy,1988,72600000000
egy,1989,88199999500
egy,1990,107500001300
egy,1991,121400000000
egy,1992,142600000000
egy,1993,161800000000
egy,1994,184600000000
egy,1995,214500000000
egy,1996,241900000000
egy,1997,282000000000
egy,1998,314700000000
egy,1999,333000000000
egy,2000,362600000000
egy,2001,376100000000
egy,2002,395400000000
egy,2003,428300000000
egy,2004,491900000000
egy,2005,550700000000
egy,2006,627700000000
egy,2007,778900000000
egy,2008,945600000000
egy,2009,1111400000000
egy,2010,1269800000000
egy,2011,1427600000000
egy,2012,1807300000000
egy,2013,1978300000000
egy,2014,2309600000000
egy,2015,2651100000000
egy,2016,2968300000000
egy,2017,3938100000000
egy,2018,4901300000000
egy,2019,5760600000000
egy,2020,6296800000000
eri,1992,2919900000
eri,1993,3459800000
eri,1994,5080400000
eri,1995,5948100000
eri,1996,6972200000
eri,1997,7719700000
eri,1998,9070200000
eri,1999,9951900000
eri,2000,10098974200
eri,2001,12801540700
eri,2002,15578250800
eri,2003,19459184500
eri,2004,23551341200
eri,2005,25113896200
eri,2006,24480313900
eri,2007,24927757800
eri,2008,25825959500
eri,2009,33946271000
eri,2010,38589461600
eri,2011,43628437200
esp,1970,17575488000
esp,1971,19462124000
esp,1972,23002986000
esp,1973,28029855000
esp,1974,35743088000
esp,1975,41556889000
esp,1976,50279789000
esp,1977,62293311000
esp,1978,74105721000
esp,1979,87107914000
esp,1980,103614235000
esp,1981,115976347000
esp,1982,133022031000
esp,1983,149920955000
esp,1984,164546415000
esp,1985,183246356000
esp,1986,209640302000
esp,1987,239014333000
esp,1988,269411244000
esp,1989,308105538000
esp,1990,343245217000
esp,1991,375654877000
esp,1992,403146389000
esp,1993,408501418000
esp,1994,431802584000
esp,1995,465752000000
esp,1996,490086000000
esp,1997,518368000000
