geo,time,sh_dth_1014
atg,1995,2
atg,1996,2
atg,1997,2
atg,1998,2
atg,1999,2
atg,2000,2
atg,2001,2
atg,2002,2
atg,2003,2
atg,2004,2
atg,2005,2
atg,2006,2
atg,2007,2
atg,2008,2
atg,2009,2
atg,2010,2
atg,2011,2
atg,2012,2
atg,2013,2
atg,2014,2
atg,2015,1
atg,2016,1
atg,2017,1
atg,2018,1
atg,2019,1
atg,2020,1
aus,1990,244
aus,1991,237
aus,1992,233
aus,1993,230
aus,1994,227
aus,1995,222
aus,1996,216
aus,1997,209
aus,1998,202
aus,1999,196
aus,2000,189
aus,2001,184
aus,2002,178
aus,2003,173
aus,2004,168
aus,2005,164
aus,2006,159
aus,2007,155
aus,2008,151
aus,2009,147
aus,2010,144
aus,2011,142
aus,2012,139
aus,2013,137
aus,2014,136
aus,2015,135
aus,2016,135
aus,2017,136
aus,2018,137
aus,2019,138
aus,2020,137
aut,1990,76
aut,1991,75
aut,1992,75
aut,1993,75
aut,1994,75
aut,1995,74
aut,1996,73
aut,1997,70
aut,1998,68
aut,1999,65
aut,2000,63
aut,2001,62
aut,2002,62
aut,2003,61
aut,2004,60
aut,2005,58
aut,2006,56
aut,2007,54
aut,2008,51
aut,2009,49
aut,2010,47
aut,2011,45
aut,2012,44
aut,2013,42
aut,2014,41
aut,2015,40
aut,2016,39
aut,2017,39
aut,2018,38
aut,2019,37
aut,2020,37
aze,1990,303
aze,1991,321
aze,1992,376
aze,1993,364
aze,1994,384
aze,1995,400
aze,1996,413
aze,1997,420
aze,1998,424
aze,1999,425
aze,2000,421
aze,2001,412
aze,2002,400
aze,2003,383
aze,2004,363
aze,2005,340
aze,2006,314
aze,2007,288
aze,2008,263
aze,2009,243
aze,2010,226
aze,2011,213
aze,2012,204
aze,2013,198
aze,2014,195
aze,2015,196
aze,2016,200
aze,2017,207
aze,2018,217
aze,2019,229
aze,2020,257
bdi,1990,2911
bdi,1991,3231
bdi,1992,3552
bdi,1993,7989
bdi,1994,4115
bdi,1995,4334
bdi,1996,4471
bdi,1997,4580
bdi,1998,4670
bdi,1999,4712
bdi,2000,4691
bdi,2001,4529
bdi,2002,4274
bdi,2003,3959
bdi,2004,3611
bdi,2005,3261
bdi,2006,2929
bdi,2007,2649
bdi,2008,2433
bdi,2009,2283
bdi,2010,2196
bdi,2011,2161
bdi,2012,2171
bdi,2013,2215
bdi,2014,2278
bdi,2015,2360
bdi,2016,2445
bdi,2017,2529
bdi,2018,2604
bdi,2019,2667
bdi,2020,2725
bel,1990,129
bel,1991,124
bel,1992,120
bel,1993,116
bel,1994,113
bel,1995,109
bel,1996,106
bel,1997,103
bel,1998,99
bel,1999,96
bel,2000,93
bel,2001,91
bel,2002,88
bel,2003,86
bel,2004,83
bel,2005,81
bel,2006,78
bel,2007,75
bel,2008,72
bel,2009,69
bel,2010,66
bel,2011,64
bel,2012,62
bel,2013,61
bel,2014,59
bel,2015,58
bel,2016,57
bel,2017,56
bel,2018,56
bel,2019,55
bel,2020,54
ben,1990,1727
ben,1991,1744
ben,1992,1762
ben,1993,1782
ben,1994,1801
ben,1995,1816
ben,1996,1833
ben,1997,1851
ben,1998,1869
ben,1999,1890
ben,2000,1912
ben,2001,1938
ben,2002,1961
ben,2003,1984
ben,2004,2011
ben,2005,2030
ben,2006,2045
ben,2007,2062
ben,2008,2075
ben,2009,2088
ben,2010,2100
ben,2011,2107
ben,2012,2111
ben,2013,2120
ben,2014,2129
ben,2015,2140
ben,2016,2149
ben,2017,2157
ben,2018,2175
ben,2019,2180
ben,2020,2180
bfa,1990,2443
bfa,1991,2499
bfa,1992,2565
bfa,1993,2637
bfa,1994,2714
bfa,1995,2785
bfa,1996,2837
bfa,1997,2886
bfa,1998,2930
bfa,1999,2964
bfa,2000,2997
bfa,2001,3012
bfa,2002,3035
bfa,2003,3053
bfa,2004,3068
bfa,2005,3072
bfa,2006,3070
bfa,2007,3076
bfa,2008,3075
bfa,2009,3088
bfa,2010,3102
bfa,2011,3106
bfa,2012,3116
bfa,2013,3129
bfa,2014,3144
bfa,2015,3164
bfa,2016,3182
bfa,2017,3200
bfa,2018,3209
bfa,2019,3226
bfa,2020,3236
bgd,1990,20989
bgd,1991,34720
bgd,1992,20639
bgd,1993,20611
bgd,1994,20718
bgd,1995,20734
bgd,1996,20146
bgd,1997,18611
bgd,1998,16441
bgd,1999,14334
bgd,2000,12697
bgd,2001,11741
bgd,2002,11587
bgd,2003,12096
bgd,2004,12912
bgd,2005,13684
bgd,2006,14175
bgd,2007,14178
bgd,2008,13741
bgd,2009,13018
bgd,2010,12159
bgd,2011,11256
bgd,2012,10432
bgd,2013,9759
bgd,2014,9244
bgd,2015,8920
bgd,2016,8757
bgd,2017,8807
bgd,2018,8960
bgd,2019,9066
bgd,2020,9082
bgr,1990,245
bgr,1991,238
bgr,1992,229
bgr,1993,219
bgr,1994,211
bgr,1995,207
bgr,1996,202
bgr,1997,196
bgr,1998,187
bgr,1999,176
bgr,2000,162
bgr,2001,148
bgr,2002,137
bgr,2003,129
bgr,2004,123
bgr,2005,117
bgr,2006,110
bgr,2007,103
bgr,2008,95
bgr,2009,86
bgr,2010,79
bgr,2011,73
bgr,2012,69
bgr,2013,66
bgr,2014,64
bgr,2015,63
bgr,2016,64
bgr,2017,64
bgr,2018,65
bgr,2019,65
bgr,2020,65
bhr,1990,15
bhr,1991,15
bhr,1992,15
bhr,1993,15
bhr,1994,16
bhr,1995,16
bhr,1996,16
bhr,1997,16
bhr,1998,16
bhr,1999,15
bhr,2000,16
bhr,2001,16
bhr,2002,16
bhr,2003,16
bhr,2004,16
bhr,2005,16
bhr,2006,17
bhr,2007,17
bhr,2008,17
bhr,2009,17
bhr,2010,17
bhr,2011,17
bhr,2012,17
bhr,2013,17
bhr,2014,17
bhr,2015,17
bhr,2016,17
bhr,2017,18
bhr,2018,18
bhr,2019,18
bhr,2020,18
bhs,1990,8
bhs,1991,9
bhs,1992,9
bhs,1993,10
bhs,1994,10
bhs,1995,10
bhs,1996,10
bhs,1997,10
bhs,1998,10
bhs,1999,10
bhs,2000,10
bhs,2001,10
bhs,2002,10
bhs,2003,10
bhs,2004,10
bhs,2005,10
bhs,2006,10
bhs,2007,10
bhs,2008,10
bhs,2009,10
bhs,2010,10
bhs,2011,10
bhs,2012,10
bhs,2013,9
bhs,2014,9
bhs,2015,9
bhs,2016,9
bhs,2017,9
bhs,2018,9
bhs,2019,31
bhs,2020,8
bih,1990,92
bih,1991,85
bih,1992,288
bih,1993,276
bih,1994,183
bih,1995,69
bih,1996,56
bih,1997,54
bih,1998,52
bih,1999,51
bih,2000,49
bih,2001,47
bih,2002,45
bih,2003,42
bih,2004,40
bih,2005,39
bih,2006,38
bih,2007,36
bih,2008,36
bih,2009,34
bih,2010,33
bih,2011,31
bih,2012,29
bih,2013,27
bih,2014,25
bih,2015,24
bih,2016,23
bih,2017,23
bih,2018,23
bih,2019,24
bih,2020,24
blr,1990,281
blr,1991,278
blr,1992,275
blr,1993,272
blr,1994,269
blr,1995,264
blr,1996,259
blr,1997,252
blr,1998,245
blr,1999,235
blr,2000,223
blr,2001,208
blr,2002,191
blr,2003,174
blr,2004,158
blr,2005,144
blr,2006,131
blr,2007,120
blr,2008,109
blr,2009,100
blr,2010,92
blr,2011,86
blr,2012,80
blr,2013,76
blr,2014,73
blr,2015,71
blr,2016,69
blr,2017,67
blr,2018,64
blr,2019,62
blr,2020,60
blz,1990,11
blz,1991,11
blz,1992,12
blz,1993,12
blz,1994,13
blz,1995,13
blz,1996,13
blz,1997,13
blz,1998,14
blz,1999,14
blz,2000,14
blz,2001,14
blz,2002,15
blz,2003,15
blz,2004,15
blz,2005,15
blz,2006,16
blz,2007,16
blz,2008,16
blz,2009,16
blz,2010,16
blz,2011,15
blz,2012,15
blz,2013,15
blz,2014,15
blz,2015,14
blz,2016,14
blz,2017,14
blz,2018,13
blz,2019,13
blz,2020,12
bol,1990,756
bol,1991,748
bol,1992,741
bol,1993,734
bol,1994,730
bol,1995,725
bol,1996,722
bol,1997,719
bol,1998,717
bol,1999,715
bol,2000,713
bol,2001,708
bol,2002,704
bol,2003,700
bol,2004,695
bol,2005,690
bol,2006,682
bol,2007,674
bol,2008,665
bol,2009,655
bol,2010,644
bol,2011,635
bol,2012,625
bol,2013,615
bol,2014,605
bol,2015,592
bol,2016,580
bol,2017,568
bol,2018,555
bol,2019,539
bol,2020,528
bra,1990,7215
bra,1991,7189
bra,1992,7182
bra,1993,7189
bra,1994,7189
bra,1995,7149
bra,1996,7053
bra,1997,6909
bra,1998,6741
bra,1999,6575
bra,2000,6428
bra,2001,6298
bra,2002,6186
bra,2003,6091
bra,2004,6006
bra,2005,5938
bra,2006,5891
bra,2007,5858
bra,2008,5825
bra,2009,5776
bra,2010,5693
bra,2011,5573
bra,2012,5420
bra,2013,5243
bra,2014,5057
bra,2015,4876
bra,2016,4706
bra,2017,4550
bra,2018,4408
bra,2019,4282
bra,2020,4171
brb,1990,7
brb,1991,6
brb,1992,6
brb,1993,6
brb,1994,6
brb,1995,6
brb,1996,6
brb,1997,6
brb,1998,6
brb,1999,6
brb,2000,6
brb,2001,6
brb,2002,6
brb,2003,6
brb,2004,6
brb,2005,6
brb,2006,6
brb,2007,6
brb,2008,6
brb,2009,5
brb,2010,5
brb,2011,5
brb,2012,5
brb,2013,5
brb,2014,5
brb,2015,5
brb,2016,5
brb,2017,5
brb,2018,5
brb,2019,4
brb,2020,4
brn,1990,11
brn,1991,11
brn,1992,10
brn,1993,10
brn,1994,10
brn,1995,10
brn,1996,10
brn,1997,9
brn,1998,9
brn,1999,9
brn,2000,9
brn,2001,9
brn,2002,9
brn,2003,9
brn,2004,9
brn,2005,9
brn,2006,9
brn,2007,8
brn,2008,8
brn,2009,8
brn,2010,8
brn,2011,8
brn,2012,8
brn,2013,7
brn,2014,7
brn,2015,7
brn,2016,7
brn,2017,6
brn,2018,6
brn,2019,6
brn,2020,6
btn,1990,33
btn,1991,35
btn,1992,37
btn,1993,39
btn,1994,41
btn,1995,43
btn,1996,46
btn,1997,50
btn,1998,53
btn,1999,57
btn,2000,70
btn,2001,64
btn,2002,67
btn,2003,70
btn,2004,72
btn,2005,75
btn,2006,77
btn,2007,78
btn,2008,79
btn,2009,80
btn,2010,81
btn,2011,81
btn,2012,81
btn,2013,81
btn,2014,79
btn,2015,78
btn,2016,76
btn,2017,73
btn,2018,71
btn,2019,69
btn,2020,67
bwa,1990,245
bwa,1991,247
bwa,1992,247
bwa,1993,246
bwa,1994,244
bwa,1995,240
bwa,1996,237
bwa,1997,233
bwa,1998,227
bwa,1999,221
bwa,2000,215
bwa,2001,210
bwa,2002,205
bwa,2003,200
bwa,2004,195
bwa,2005,190
bwa,2006,212
bwa,2007,179
bwa,2008,174
bwa,2009,170
bwa,2010,166
bwa,2011,163
bwa,2012,161
bwa,2013,160
bwa,2014,160
bwa,2015,159
bwa,2016,159
bwa,2017,158
bwa,2018,158
bwa,2019,157
bwa,2020,156
caf,1990,808
caf,1991,817
caf,1992,837
caf,1993,860
caf,1994,887
caf,1995,913
caf,1996,942
caf,1997,970
caf,1998,997
caf,1999,1028
caf,2000,1056
caf,2001,1086
caf,2002,1120
caf,2003,1155
caf,2004,1199
caf,2005,1246
caf,2006,1296
caf,2007,1350
caf,2008,1406
caf,2009,1459
caf,2010,1503
caf,2011,1541
caf,2012,1572
caf,2013,1603
caf,2014,1721
caf,2015,1650
caf,2016,1657
caf,2017,1659
caf,2018,1664
caf,2019,1665
caf,2020,1664
can,1990,417
can,1991,408
can,1992,400
can,1993,391
can,1994,383
can,1995,373
can,1996,364
can,1997,354
can,1998,344
can,1999,333
can,2000,323
can,2001,315
can,2002,308
can,2003,302
can,2004,295
can,2005,287
can,2006,277
can,2007,266
can,2008,255
can,2009,244
can,2010,234
can,2011,228
can,2012,222
can,2013,216
can,2014,211
can,2015,207
can,2016,206
can,2017,206
can,2018,207
can,2019,207
can,2020,205
che,1990,75
che,1991,73
che,1992,72
che,1993,71
che,1994,69
che,1995,68
che,1996,66
che,1997,64
che,1998,62
che,1999,60
che,2000,58
che,2001,56
che,2002,55
che,2003,53
che,2004,52
che,2005,50
che,2006,48
che,2007,46
che,2008,44
che,2009,42
che,2010,40
che,2011,38
che,2012,36
che,2013,35
che,2014,34
che,2015,33
che,2016,32
che,2017,32
che,2018,32
che,2019,31
che,2020,31
chl,1990,408
chl,1991,395
chl,1992,382
chl,1993,370
chl,1994,360
chl,1995,351
chl,1996,345
chl,1997,339
chl,1998,335
chl,1999,330
chl,2000,324
chl,2001,319
chl,2002,314
chl,2003,307
chl,2004,300
chl,2005,291
chl,2006,281
chl,2007,270
chl,2008,259
chl,2009,247
chl,2010,266
chl,2011,227
chl,2012,218
chl,2013,210
chl,2014,203
chl,2015,197
chl,2016,192
chl,2017,189
chl,2018,186
chl,2019,183
chl,2020,180
chn,1990,55161
chn,1991,51726
chn,1992,49366
chn,1993,47860
chn,1994,46966
chn,1995,46710
chn,1996,47487
chn,1997,48538
chn,1998,49516
chn,1999,49729
chn,2000,48413
chn,2001,45567
chn,2002,41657
chn,2003,37208
chn,2004,33038
chn,2005,29742
chn,2006,27250
chn,2007,25426
chn,2008,28471
chn,2009,22926
chn,2010,21745
chn,2011,20633
chn,2012,19622
chn,2013,18778
chn,2014,18055
chn,2015,17453
chn,2016,16947
chn,2017,16558
chn,2018,16253
chn,2019,15899
chn,2020,15640
civ,1990,3299
civ,1991,3432
civ,1992,3551
civ,1993,3663
civ,1994,3766
civ,1995,3857
civ,1996,3962
civ,1997,4068
civ,1998,4170
civ,1999,4273
civ,2000,4366
civ,2001,4469
civ,2002,4581
civ,2003,4708
civ,2004,4834
civ,2005,4974
civ,2006,5118
civ,2007,5292
civ,2008,5478
civ,2009,5662
civ,2010,5856
civ,2011,6041
civ,2012,6209
civ,2013,6365
civ,2014,6527
civ,2015,6662
civ,2016,6752
civ,2017,6816
civ,2018,6835
civ,2019,6844
civ,2020,6843
cmr,1990,3214
cmr,1991,3338
cmr,1992,3466
cmr,1993,3601
cmr,1994,3736
cmr,1995,3868
cmr,1996,3986
cmr,1997,4106
cmr,1998,4218
cmr,1999,4325
cmr,2000,4426
cmr,2001,4510
cmr,2002,4589
cmr,2003,4660
cmr,2004,4735
cmr,2005,4802
cmr,2006,4858
cmr,2007,4920
cmr,2008,4986
cmr,2009,5059
cmr,2010,5139
cmr,2011,5230
cmr,2012,5339
cmr,2013,5451
cmr,2014,5569
cmr,2015,5685
cmr,2016,5793
cmr,2017,5900
cmr,2018,5988
cmr,2019,6060
cmr,2020,6110
cod,1990,9567
cod,1991,9861
cod,1992,10205
cod,1993,10572
cod,1994,10948
cod,1995,11265
cod,1996,11505
cod,1997,11747
cod,1998,11997
cod,1999,12268
cod,2000,12559
cod,2001,12862
cod,2002,13230
cod,2003,13604
cod,2004,14028
cod,2005,14443
cod,2006,14857
cod,2007,15293
cod,2008,15755
cod,2009,16234
cod,2010,16747
cod,2011,17245
cod,2012,17788
cod,2013,18418
cod,2014,19070
cod,2015,19723
cod,2016,20276
cod,2017,20788
cod,2018,21224
cod,2019,21669
cod,2020,22039
cog,1990,581
cog,1991,572
cog,1992,564
cog,1993,553
cog,1994,542
cog,1995,531
cog,1996,518
cog,1997,508
cog,1998,497
cog,1999,489
cog,2000,479
cog,2001,469
cog,2002,460
cog,2003,452
cog,2004,446
cog,2005,441
cog,2006,437
cog,2007,432
cog,2008,430
cog,2009,427
cog,2010,423
cog,2011,420
cog,2012,414
cog,2013,411
cog,2014,410
cog,2015,410
cog,2016,411
cog,2017,412
cog,2018,414
cog,2019,658
cog,2020,418
col,1990,1911
col,1991,1863
col,1992,1814
col,1993,1767
col,1994,1724
col,1995,1686
col,1996,1651
col,1997,1627
col,1998,1611
col,1999,1599
col,2000,1591
col,2001,1583
col,2002,1572
col,2003,1559
col,2004,1542
col,2005,1518
col,2006,1488
col,2007,1453
col,2008,1413
col,2009,1373
col,2010,1334
col,2011,1299
col,2012,1266
col,2013,1238
col,2014,1212
col,2015,1187
col,2016,1162
col,2017,1136
col,2018,1107
col,2019,1076
col,2020,1044
com,1990,50
com,1991,51
com,1992,52
com,1993,52
com,1994,53
com,1995,54
com,1996,54
com,1997,55
com,1998,55
com,1999,56
com,2000,56
com,2001,56
com,2002,55
com,2003,55
com,2004,55
com,2005,54
com,2006,53
com,2007,53
com,2008,52
com,2009,52
com,2010,51
com,2011,51
com,2012,51
com,2013,50
com,2014,50
com,2015,50
com,2016,50
com,2017,49
com,2018,49
com,2019,49
com,2020,49
cpv,1990,25
cpv,1991,25
cpv,1992,26
cpv,1993,26
cpv,1994,27
cpv,1995,44
cpv,1996,28
cpv,1997,29
cpv,1998,29
cpv,1999,29
cpv,2000,28
cpv,2001,28
cpv,2002,27
cpv,2003,27
cpv,2004,26
cpv,2005,24
cpv,2006,23
cpv,2007,21
cpv,2008,20
cpv,2009,18
cpv,2010,17
cpv,2011,16
cpv,2012,15
cpv,2013,14
cpv,2014,13
cpv,2015,13
cpv,2016,12
cpv,2017,12
cpv,2018,11
cpv,2019,11
cpv,2020,10
cri,1990,98
cri,1991,100
cri,1992,102
cri,1993,104
cri,1994,106
cri,1995,107
cri,1996,109
cri,1997,110
cri,1998,111
cri,1999,112
cri,2000,111
cri,2001,111
cri,2002,109
cri,2003,107
cri,2004,105
cri,2005,103
cri,2006,100
cri,2007,98
cri,2008,96
cri,2009,93
cri,2010,90
cri,2011,87
cri,2012,84
cri,2013,81
cri,2014,78
cri,2015,76
cri,2016,74
cri,2017,72
cri,2018,71
cri,2019,70
cri,2020,69
cub,1990,327
cub,1991,305
cub,1992,292
cub,1993,284
cub,1994,280
cub,1995,276
cub,1996,275
cub,1997,274
cub,1998,272
cub,1999,268
cub,2000,259
cub,2001,243
cub,2002,225
cub,2003,205
cub,2004,188
cub,2005,175
cub,2006,167
cub,2007,162
cub,2008,159
cub,2009,157
cub,2010,154
cub,2011,151
cub,2012,148
cub,2013,144
cub,2014,141
cub,2015,138
cub,2016,134
cub,2017,130
cub,2018,126
cub,2019,123
cub,2020,120
cyp,1990,8
cyp,1991,8
cyp,1992,9
cyp,1993,9
cyp,1994,10
cyp,1995,10
cyp,1996,11
cyp,1997,11
cyp,1998,11
cyp,1999,12
cyp,2000,12
cyp,2001,12
cyp,2002,13
cyp,2003,13
cyp,2004,13
cyp,2005,13
cyp,2006,13
cyp,2007,12
cyp,2008,12
cyp,2009,11
cyp,2010,11
cyp,2011,10
cyp,2012,10
cyp,2013,10
cyp,2014,9
cyp,2015,9
cyp,2016,9
cyp,2017,9
cyp,2018,9
cyp,2019,9
cyp,2020,9
cze,1990,203
cze,1991,194
cze,1992,182
cze,1993,168
cze,1994,155
cze,1995,144
cze,1996,136
cze,1997,129
cze,1998,124
cze,1999,120
cze,2000,115
cze,2001,109
cze,2002,104
cze,2003,99
cze,2004,93
cze,2005,87
cze,2006,80
cze,2007,73
cze,2008,66
cze,2009,60
cze,2010,55
cze,2011,52
cze,2012,50
cze,2013,49
cze,2014,49
cze,2015,49
cze,2016,49
cze,2017,50
cze,2018,50
cze,2019,51
cze,2020,50
deu,1990,737
deu,1991,730
deu,1992,723
deu,1993,717
deu,1994,710
deu,1995,701
deu,1996,687
deu,1997,672
deu,1998,656
deu,1999,638
deu,2000,616
deu,2001,589
deu,2002,558
deu,2003,525
deu,2004,494
deu,2005,467
deu,2006,444
deu,2007,424
deu,2008,407
deu,2009,392
deu,2010,378
deu,2011,367
deu,2012,356
deu,2013,345
deu,2014,335
deu,2015,327
deu,2016,321
deu,2017,315
deu,2018,310
deu,2019,305
deu,2020,300
dji,1990,146
dji,1991,146
dji,1992,143
dji,1993,140
dji,1994,138
dji,1995,138
dji,1996,142
dji,1997,148
dji,1998,154
dji,1999,159
dji,2000,162
dji,2001,161
dji,2002,158
dji,2003,153
dji,2004,149
dji,2005,145
dji,2006,140
dji,2007,135
dji,2008,131
dji,2009,127
dji,2010,123
dji,2011,121
dji,2012,118
dji,2013,116
dji,2014,113
dji,2015,110
dji,2016,106
dji,2017,103
dji,2018,99
dji,2019,96
dji,2020,93
dma,1990,4
dma,1991,4
dma,1992,4
dma,1993,3
dma,1994,3
dma,1995,3
dma,1996,3
dma,1997,3
dma,1998,3
dma,1999,3
dma,2000,3
dma,2001,3
dma,2002,3
dma,2003,3
dma,2004,3
dma,2005,3
dma,2006,3
dma,2007,3
dma,2008,3
dma,2009,2
dma,2010,2
dma,2011,2
dma,2012,2
dma,2013,2
dma,2014,2
dma,2015,2
dma,2016,2
dma,2017,2
dma,2018,2
dma,2019,1
dma,2020,1
dnk,1990,64
dnk,1991,60
dnk,1992,56
dnk,1993,52
dnk,1994,49
dnk,1995,46
dnk,1996,45
dnk,1997,44
dnk,1998,44
dnk,1999,43
dnk,2000,43
dnk,2001,43
dnk,2002,42
dnk,2003,41
dnk,2004,41
dnk,2005,40
dnk,2006,38
dnk,2007,36
dnk,2008,35
dnk,2009,33
dnk,2010,31
dnk,2011,29
dnk,2012,28
dnk,2013,26
dnk,2014,25
dnk,2015,24
dnk,2016,23
dnk,2017,22
dnk,2018,21
dnk,2019,21
dnk,2020,20
dom,1990,521
dom,1991,511
dom,1992,502
dom,1993,494
dom,1994,487
dom,1995,480
dom,1996,474
dom,1997,466
dom,1998,461
dom,1999,455
dom,2000,450
dom,2001,446
dom,2002,442
dom,2003,440
dom,2004,436
dom,2005,431
dom,2006,425
dom,2007,418
dom,2008,409
dom,2009,401
dom,2010,392
dom,2011,383
dom,2012,374
dom,2013,365
dom,2014,357
dom,2015,350
dom,2016,340
dom,2017,333
dom,2018,326
dom,2019,319
dom,2020,313
dza,1990,2551
dza,1991,2548
dza,1992,2541
dza,1993,2527
dza,1994,2506
dza,1995,2475
dza,1996,2433
dza,1997,2383
dza,1998,2322
dza,1999,2250
dza,2000,2166
dza,2001,2077
dza,2002,1980
dza,2003,2107
dza,2004,1783
dza,2005,1682
dza,2006,1581
dza,2007,1480
dza,2008,1382
dza,2009,1293
dza,2010,1222
dza,2011,1165
dza,2012,1123
dza,2013,1094
dza,2014,1077
dza,2015,1077
dza,2016,1092
dza,2017,1120
dza,2018,1157
dza,2019,1193
dza,2020,1222
ecu,1990,844
ecu,1991,822
ecu,1992,801
ecu,1993,780
ecu,1994,761
ecu,1995,746
ecu,1996,736
ecu,1997,731
ecu,1998,729
ecu,1999,728
ecu,2000,726
ecu,2001,721
ecu,2002,713
ecu,2003,703
ecu,2004,690
ecu,2005,677
ecu,2006,664
ecu,2007,650
ecu,2008,635
ecu,2009,619
ecu,2010,601
ecu,2011,582
ecu,2012,563
ecu,2013,545
ecu,2014,527
ecu,2015,511
ecu,2016,495
ecu,2017,479
ecu,2018,462
ecu,2019,445
ecu,2020,428
egy,1990,6468
egy,1991,6154
egy,1992,5885
egy,1993,5667
egy,1994,5505
egy,1995,5374
egy,1996,5264
egy,1997,5147
egy,1998,5012
egy,1999,4848
egy,2000,4654
egy,2001,4437
egy,2002,4230
egy,2003,4054
egy,2004,3933
egy,2005,3885
egy,2006,3915
egy,2007,3997
egy,2008,4099
egy,2009,4184
egy,2010,4230
egy,2011,4236
egy,2012,4199
egy,2013,4132
egy,2014,4051
egy,2015,3976
egy,2016,3904
egy,2017,3857
egy,2018,3834
egy,2019,3849
egy,2020,3909
eri,1990,764
eri,1991,734
eri,1992,713
eri,1993,698
eri,1994,688
eri,1995,684
eri,1996,661
eri,1997,641
eri,1998,623
eri,1999,608
eri,2000,595
eri,2001,573
eri,2002,547
eri,2003,516
eri,2004,483
eri,2005,446
eri,2006,417
eri,2007,387
eri,2008,360
eri,2009,338
eri,2010,324
eri,2011,319
eri,2012,322
eri,2013,329
eri,2014,337
eri,2015,346
eri,2016,352
eri,2017,359
eri,2018,364
eri,2019,368
eri,2020,366
esp,1990,762
esp,1991,711
esp,1992,658
esp,1993,604
esp,1994,554
esp,1995,510
esp,1996,471
esp,1997,436
esp,1998,407
esp,1999,380
esp,2000,357
esp,2001,338
esp,2002,322
esp,2003,308
esp,2004,296
esp,2005,284
esp,2006,273
esp,2007,264
esp,2008,255
esp,2009,248
