geo,time,ny_gdp_mktp_kn
cri,2016,32972740219468.10156
cri,2017,34343647497605.19922
cri,2018,35242044485139.39844
cri,2019,36037216049063.39844
cri,2020,34572780156593.5
cub,1970,14461580476.8969
cub,1971,15702942155.8887
cub,1972,16460873842.11
cub,1973,17026220666.7289
cub,1974,17193842415.7672
cub,1975,18823204180.6801
cub,1976,19844920261.499
cub,1977,21573314158.603
cub,1978,22996289651.36209
cub,1979,23246531435.3991
cub,1980,22119204155.0774
cub,1981,26474107020.8625
cub,1982,28835130089.88
cub,1983,30395534712.8513
cub,1984,32805814448.7014
cub,1985,33329616555.1347
cub,1986,33361380808.1749
cub,1987,32559982880.1853
cub,1988,33766506039.6251
cub,1989,33996146385.5688
cub,1990,32993747930.5176
cub,1991,29465826400
cub,1992,26053506000
cub,1993,22177218300
cub,1994,22336213500
cub,1995,22885059200
cub,1996,24678961700
cub,1997,25365882100
cub,1998,25406250900
cub,1999,26978581600
cub,2000,28574300000
cub,2001,29484400000
cub,2002,29904500000
cub,2003,31038700000
cub,2004,32829800000
cub,2005,36507281400
cub,2006,40912200000
cub,2007,43883300000
cub,2008,45689900000
cub,2009,46353000000
cub,2010,47461000000
cub,2011,48791000000
cub,2012,50262000000
cub,2013,51643000000
cub,2014,52184000000
cub,2015,54500000000
cub,2016,54780000000
cub,2017,55771000000
cub,2018,57025000000
cub,2019,56931000000
cub,2020,50698000000
cym,2006,3861222600
cym,2007,3983338600
cym,2008,3969102100
cym,2009,3683307600
cym,2010,3583282400
cym,2011,3625173200
cym,2012,3669753900
cym,2013,3716702200
cym,2014,3815363100
cym,2015,3923457000
cym,2016,4050576100
cym,2017,4179548200
cym,2018,4354852700
cym,2019,4521081800
cym,2020,4216800000
cyp,1975,2785760735.46478
cyp,1976,3350331145.77495
cyp,1977,3898512359.73225
cyp,1978,4201715390.95106
cyp,1979,4617919224.3023
cyp,1980,4883599417.38944
cyp,1981,5006519538.5738
cyp,1982,5307997575.45576
cyp,1983,5604299644.86622
cyp,1984,6095118288.74252
cyp,1985,6392714924.28973
cyp,1986,6629497907.23676
cyp,1987,7097888561.96661
cyp,1988,7711627217.64271
cyp,1989,8324503047.99674
cyp,1990,8940849212.55058
cyp,1991,9006966900
cyp,1992,9853621700
cyp,1993,9922597100
cyp,1994,10508030200
cyp,1995,11386761000
cyp,1996,11528934000
cyp,1997,11833401000
cyp,1998,12556522000
cyp,1999,13184092000
cyp,2000,13970564000
cyp,2001,14522759000
cyp,2002,15063435000
cyp,2003,15458592000
cyp,2004,16235594000
cyp,2005,17023508000
cyp,2006,17825967000
cyp,2007,18734747000
cyp,2008,19417968000
cyp,2009,19026645000
cyp,2010,19409974000
cyp,2011,19487893000
cyp,2012,18816180000
cyp,2013,17583141000
cyp,2014,17261491000
cyp,2015,17845461000
cyp,2016,18997306000
cyp,2017,20109131000
cyp,2018,21253912000
cyp,2019,22376796000
cyp,2020,21206716000
cze,1990,2955344316000
cze,1991,2612082778000
cze,1992,2598851472000
cze,1993,2600460272000
cze,1994,2676115708000
cze,1995,2850085000000
cze,1996,2971653000000
cze,1997,2956250000000
cze,1998,2945709000000
cze,1999,2986482000000
cze,2000,3105972000000
cze,2001,3200486000000
cze,2002,3250729000000
cze,2003,3367225000000
cze,2004,3529332000000
cze,2005,3762325000000
cze,2006,4016919000000
cze,2007,4240675000000
cze,2008,4354597000000
cze,2009,4151789000000
cze,2010,4252881000000
cze,2011,4327747000000
cze,2012,4293774000000
cze,2013,4291803000000
cze,2014,4388888000000
cze,2015,4625378000000
cze,2016,4742737000000
cze,2017,4987876000000
cze,2018,5147421000000
cze,2019,5303361000000
cze,2020,4995882000000
deu,1970,1260719421000
deu,1971,1300213975000
deu,1972,1356127614000
deu,1973,1420916433000
deu,1974,1433563566000
deu,1975,1421138313000
deu,1976,1491474120000
deu,1977,1541397012000
deu,1978,1587769831000
deu,1979,1653668048000
deu,1980,1676965397000
deu,1981,1685840578000
deu,1982,1679184192000
deu,1983,1705587855000
deu,1984,1753735710000
deu,1985,1794561542000
deu,1986,1835609252000
deu,1987,1861347277000
deu,1988,1930351807000
deu,1989,2005568963000
deu,1990,2110961734000
deu,1991,2218795180000
deu,1992,2261464310000
deu,1993,2239373200000
deu,1994,2292936590000
deu,1995,2328342890000
deu,1996,2347105210000
deu,1997,2389169110000
deu,1998,2437285370000
deu,1999,2483283310000
deu,2000,2555609010000
deu,2001,2598580770000
deu,2002,2593436260000
deu,2003,2575279180000
deu,2004,2605540980000
deu,2005,2624605910000
deu,2006,2724772470000
deu,2007,2805874100000
deu,2008,2832807100000
deu,2009,2671511700000
deu,2010,2783177750000
deu,2011,2892422840000
deu,2012,2904527560000
deu,2013,2917237520000
deu,2014,2981695150000
deu,2015,3026180000000
deu,2016,3093663810000
deu,2017,3176581150000
deu,2018,3211079600000
deu,2019,3244972810000
deu,2020,3096689990000
dji,2013,363051509000
dji,2014,388688548300
dji,2015,418602351600
dji,2016,446450502500
dji,2017,470572668900
dji,2018,510136831500
dji,2019,549777000000
dji,2020,552525885000
dma,1977,465165610.89211
dma,1978,514174277.21988
dma,1979,419775553.74803
dma,1980,475954881.23973
dma,1981,527497610.72052
dma,1982,549271042.53698
dma,1983,563312157.26802
dma,1984,586952379.05911
dma,1985,595292580.3831
dma,1986,637399746.79053
dma,1987,677604125.36925
dma,1988,730569885.37015
dma,1989,729173499.61592
dma,1990,768680000
dma,1991,779040000
dma,1992,794850000
dma,1993,812030000
dma,1994,812310000
dma,1995,836930000
dma,1996,862910000
dma,1997,881770000
dma,1998,915050000
dma,1999,918290000
dma,2000,939780000
dma,2001,939180000
dma,2002,912620000
dma,2003,970600000
dma,2004,1000210000
dma,2005,1006770000
dma,2006,1053680000
dma,2007,1120620000
dma,2008,1200420000
dma,2009,1186380000
dma,2010,1194360000
dma,2011,1191690000
dma,2012,1179070000
dma,2013,1167280000
dma,2014,1219200000
dma,2015,1186390000
dma,2016,1216720000
dma,2017,1133990000
dma,2018,1159100000
dma,2019,1246860000
dma,2020,1039820000
dnk,1960,557908936579.66003
dnk,1961,593497013010.33203
dnk,1962,627129433338.021
dnk,1963,631124380994.31702
dnk,1964,689629221169.2489
dnk,1965,721043589465.80188
dnk,1966,740806746100
dnk,1967,781776100200
dnk,1968,825188725700
dnk,1969,878902309500
dnk,1970,892936989000
dnk,1971,919769706000
dnk,1972,955911002000
dnk,1973,995035924000
dnk,1974,983867698000
dnk,1975,969536239000
dnk,1976,1026977443000
dnk,1977,1046184910000
dnk,1978,1069476214000
dnk,1979,1110855441000
dnk,1980,1105490161000
dnk,1981,1098126224000
dnk,1982,1138587486000
dnk,1983,1168146036000
dnk,1984,1216812611000
dnk,1985,1265530768000
dnk,1986,1327594654000
dnk,1987,1330970280000
dnk,1988,1330789252000
dnk,1989,1339375337000
dnk,1990,1359134395000
dnk,1991,1378075754000
dnk,1992,1405044789000
dnk,1993,1405194955000
dnk,1994,1480126452000
dnk,1995,1524938572000
dnk,1996,1569163312000
dnk,1997,1620332004000
dnk,1998,1656273540000
dnk,1999,1705100851000
dnk,2000,1768988637000
dnk,2001,1783550120000
dnk,2002,1791867627000
dnk,2003,1798856960000
dnk,2004,1846854408000
dnk,2005,1890008771000
dnk,2006,1963964965000
dnk,2007,1981822099000
dnk,2008,1971674838000
dnk,2009,1874933671000
dnk,2010,1910013514000
dnk,2011,1935546150000
dnk,2012,1939930158000
dnk,2013,1958036321000
dnk,2014,1989744640000
dnk,2015,2036356221000
dnk,2016,2102455468000
dnk,2017,2161781218000
dnk,2018,2204790662000
dnk,2019,2251414581000
dnk,2020,2204987599000
dom,1960,133288117854.496
dom,1961,130204832134.817
dom,1962,152401163573.21301
dom,1963,162311662846.862
dom,1964,173291827906.22601
dom,1965,151661829756.78601
dom,1966,172080584877.80499
dom,1967,177806639108.92099
dom,1968,178231348909.15399
dom,1969,197643319732.328
dom,1970,233667140848.54297
dom,1971,259070184779.10297
dom,1972,285998364859.37201
dom,1973,322880038251.34698
dom,1974,342258984638.35498
dom,1975,360033360847.33093
dom,1976,384256846921.78802
dom,1977,403399692845.97998
dom,1978,412035208258.82495
dom,1979,430706168457.76495
dom,1980,465028016763.76202
dom,1981,484930599623.25696
dom,1982,493168157569.05695
dom,1983,515991715309.49902
dom,1984,522456554744.18701
dom,1985,511367231627.04895
dom,1986,529377550750.61401
dom,1987,582936622292.13306
dom,1988,595504522108.94702
dom,1989,621709929746.75
dom,1990,587799927989.479
dom,1991,593349575700
dom,1992,659928932500
dom,1993,708529484800
dom,1994,726953761500
dom,1995,768284214100
dom,1996,814210900800
dom,1997,886555730100
dom,1998,946083317000
dom,1999,1002281130900
dom,2000,1049005094600
dom,2001,1074805546600
dom,2002,1123119167300
dom,2003,1108005283200
dom,2004,1136482506800
dom,2005,1243632770400
dom,2006,1357728060700
dom,2007,1458416518100
dom,2008,1505224458400
dom,2009,1519466217400
dom,2010,1646184397900
dom,2011,1697766318500
dom,2012,1743900875400
dom,2013,1828919619700
dom,2014,1957866933400
dom,2015,2093488743400
dom,2016,2232898351300
dom,2017,2337101123100
dom,2018,2500289853700
dom,2019,2626608698100
dom,2020,2450094306200
dza,1960,2593469553726.14014
dza,1961,2240616575288.06982
dza,1962,1799550265299.88989
dza,1963,2417043062644.08984
dza,1964,2558184189621.18945
dza,1965,2716968078294.5498
dza,1966,2586418551593.52002
dza,1967,2830911728994.1001
dza,1968,3136543713040.8999
dza,1969,3401057235534.41016
dza,1970,3702481276383.97998
dza,1971,3282926495889.14941
dza,1972,4183235256180.47021
dza,1973,4342749391420.02002
dza,1974,4668234884373.90039
dza,1975,4903763281593.16016
dza,1976,5315029966552.62988
dza,1977,5594525387599.5
dza,1978,6110051710330.45996
dza,1979,6566950779352.08984
dza,1980,6618869550125.88965
dza,1981,6817435377661.60938
dza,1982,7253751522424
dza,1983,7645454323953.66992
dza,1984,8073599500777.28027
dza,1985,8372322460701.30859
dza,1986,8405811834481.53906
dza,1987,8346971359611.34863
dza,1988,8263501187738.99023
dza,1989,8627095418522.05078
dza,1990,8696112231905.79883
dza,1991,8591758834200
dza,1992,8746410691100
dza,1993,8562736000300
dza,1994,8485671671500
dza,1995,8808126752900
dza,1996,9169259815000
dza,1997,9270121667400
dza,1998,9742898207000
dza,1999,10054671100813.5
dza,2000,10436748602644.5
dza,2001,10749851060723.80078
dza,2002,11351842720124.30078
dza,2003,12169175395973.30078
dza,2004,12692449938000.09961
dza,2005,13441304484342.09961
dza,2006,13669806660576
dza,2007,14134580087035.5
dza,2008,14473810009124.40039
dza,2009,14705390969270.40039
dza,2010,15234785044164.09961
dza,2011,15676593810444.90039
dza,2012,16209598000000
dza,2013,16663466744000
dza,2014,17296678480272
dza,2015,17936655584042.10156
dza,2016,18510628562731.39844
dza,2017,18751266734046.89453
dza,2018,18957530668121.39844
dza,2019,19147105974802.60156
dza,2020,18170603570087.69531
ecu,1960,8257345711.75009
ecu,1961,8680486364.13837
ecu,1962,9107492243.63981
ecu,1963,9299329568.25622
ecu,1964,9988153726.42291
ecu,1965,10315274000
ecu,1966,10280251000
ecu,1967,10755309000
ecu,1968,10960675000
ecu,1969,11472455000
ecu,1970,12260834000
ecu,1971,13032360000
ecu,1972,13686277000
ecu,1973,15595606000
ecu,1974,17343641000
ecu,1975,19246612000
ecu,1976,20670320000
ecu,1977,21002046000
ecu,1978,22200596000
ecu,1979,23029577000
ecu,1980,23883671000
ecu,1981,25224229000
ecu,1982,25379319000
ecu,1983,25293824000
ecu,1984,25957856000
ecu,1985,26979298000
ecu,1986,27914072000
ecu,1987,27841747000
ecu,1988,29481756000
ecu,1989,29778277000
ecu,1990,30874092000
ecu,1991,32199005000
ecu,1992,32879792000
ecu,1993,33528582000
ecu,1994,34956313000
ecu,1995,35743721000
ecu,1996,36362712000
ecu,1997,37936441000
ecu,1998,39175646000
ecu,1999,37318961000
ecu,2000,37726410000
ecu,2001,39241363000
ecu,2002,40848994000
ecu,2003,41961262000
ecu,2004,45406710000
ecu,2005,47809319000
ecu,2006,49914615000
ecu,2007,51007777000
ecu,2008,54250408000
ecu,2009,54557732000
ecu,2010,56481055000
ecu,2011,60925064000
ecu,2012,64362433000
ecu,2013,67546128000
ecu,2014,70105362000
ecu,2015,70174677000
ecu,2016,69314066000
ecu,2017,70955691000
ecu,2018,71870517000
ecu,2019,71879217000
ecu,2020,66308489000
egy,1960,196712398876.332
egy,1961,206864950320.24896
egy,1962,214882242928.73999
egy,1963,237483756262.22296
egy,1964,264812383495.51999
egy,1965,277825376020.85901
egy,1966,291845566110.07898
egy,1967,294195693759.13397
egy,1968,289468579859.32098
egy,1969,304751124228.604
egy,1970,321812661752.47601
egy,1971,334869715963.38501
egy,1972,345102264990.87201
egy,1973,357204415314.14697
egy,1974,362773012722.03296
egy,1975,395201826177.02802
egy,1976,447683401367.72498
egy,1977,487988536167.22198
egy,1978,530095933091.89899
egy,1979,554203050857.229
egy,1980,609686141817.39099
egy,1981,654489256550.13794
egy,1982,719330627251.75098
egy,1983,755976255928.98596
egy,1984,829651907989.86206
egy,1985,877701246290.43298
egy,1986,919344006150.92798
egy,1987,954580187571.34705
egy,1988,1006712871028.73999
egy,1989,1056251888642.48999
egy,1990,1116109991077.04004
egy,1991,1128670744200
egy,1992,1179154597300
egy,1993,1213359405300
egy,1994,1261568263700
egy,1995,1320136050200
egy,1996,1385994080900
egy,1997,1462117792500
egy,1998,1543638132900
egy,1999,1637081322300
egy,2000,1741363465300
egy,2001,1802925051500
egy,2002,1846018638700
egy,2003,1904970408400
egy,2004,1982923161700
egy,2005,2071594418500
egy,2006,2213370988600
egy,2007,2370250904600
egy,2008,2539872780500
egy,2009,2658576269700
egy,2010,2795419434200
egy,2011,2844746621400
egy,2012,2908076364900
egy,2013,2971631386700
egy,2014,3058281539300
egy,2015,3191990191700
egy,2016,3330734624400
egy,2017,3470000000000
egy,2018,3654400000000
egy,2019,3857500000000
egy,2020,3995200000000
eri,1992,16275381300
eri,1993,18465195200
eri,1994,22383770200
eri,1995,23023583200
eri,1996,25155299600
eri,1997,27144752900
eri,1998,27625916200
eri,1999,27629640200
eri,2000,26761520800
eri,2001,29104608500
eri,2002,29979326900
eri,2003,29183221100
eri,2004,29606884300
eri,2005,30369098600
eri,2006,30074756100
eri,2007,30503869400
eri,2008,27519666700
eri,2009,28586467000
eri,2010,29213708500
eri,2011,31749400000
esp,1960,170596422627.564
esp,1961,190792777290.48199
esp,1962,209783218283.11896
esp,1963,229915062463.914
esp,1964,242120127110.923
esp,1965,257260225276.763
esp,1966,275901456352.69293
esp,1967,287876513256.03802
esp,1968,306867784806.91101
esp,1969,334200546133.77802
esp,1970,348539886000
esp,1971,364745156000
esp,1972,394470959000
esp,1973,425194193000
esp,1974,449084944000
esp,1975,451519897000
esp,1976,466437173000
esp,1977,479677339000
esp,1978,486695035000
esp,1979,486897239000
esp,1980,497651476000
esp,1981,496992244000
esp,1982,503187062000
esp,1983,512094055000
esp,1984,521233334000
esp,1985,533333431000
esp,1986,550684484000
esp,1987,581231627000
esp,1988,610841451000
esp,1989,640326953000
esp,1990,664540234000
esp,1991,681459432000
esp,1992,687791659000
esp,1993,680697144000
esp,1994,696919487000
esp,1995,716137000000
esp,1996,735190000000
esp,1997,762411000000
esp,1998,795904000000
esp,1999,831644000000
esp,2000,875272000000
esp,2001,909696000000
esp,2002,934540000000
esp,2003,962407000000
esp,2004,992461000000
esp,2005,1028706000000
esp,2006,1070911000000
esp,2007,1109514000000
esp,2008,1119357000000
esp,2009,1077233000000
esp,2010,1078989000000
esp,2011,1070202000000
esp,2012,1038530000000
esp,2013,1023623000000
esp,2014,1037789000000
esp,2015,1077590000000
esp,2016,1110255000000
esp,2017,1143270000000
esp,2018,1169437000000
esp,2019,1193822000000
esp,2020,1064616000000
est,1995,9241911000
est,1996,9698740000
est,1997,10964427000
est,1998,11440264000
est,1999,11391640000
est,2000,12540787000
est,2001,13293695000
est,2002,14193860000
est,2003,15272631000
est,2004,16311782000
est,2005,17865712000
est,2006,19610403000
est,2007,21096703000
est,2008,20014020000
est,2009,17086158000
est,2010,17503789000
est,2011,18775104000
est,2012,19381202000
est,2013,19663863000
est,2014,20256014000
est,2015,20631362000
est,2016,21282398000
est,2017,22515084000
est,2018,23445817000
est,2019,24406238000
est,2020,23685993000
eth,1981,242248133441.28101
eth,1982,244467159914.54901
eth,1983,264599044513.28
eth,1984,257063206962.061
eth,1985,228415175802.57297
eth,1986,250483764658.35501
eth,1987,285199137192.33093
eth,1988,286635613601.70697
eth,1989,285600732399.89502
eth,1990,293387498660.70203
eth,1991,272447025500
eth,1992,248819111300
eth,1993,281520994000
eth,1994,290501414000
eth,1995,308301921300
eth,1996,346612053800
eth,1997,357474552700
eth,1998,345112585300
eth,1999,362927800200
eth,2000,384969194800
eth,2001,416926666900
eth,2002,423241962300
eth,2003,414094181000
eth,2004,470297540800
eth,2005,525880906400
eth,2006,582858667300
eth,2007,649631929600
eth,2008,719717611200
eth,2009,783071136800
eth,2010,881350780100
eth,2011,979870781100
eth,2012,1064608160500
eth,2013,1177267871000
eth,2014,1298026040000
eth,2015,1432922916200
eth,2016,1568097451000
eth,2017,1718073265000
eth,2018,1835179678000
eth,2019,1988675679000
eth,2020,2109122164000
fin,1960,45614493246.9609
fin,1961,49083325149.1694
fin,1962,50546963172.42609
fin,1963,52207481275.4626
fin,1964,54942467600.138
fin,1965,57855988530.0386
fin,1966,59228808741.5981
fin,1967,60513380252.5682
fin,1968,61907178878.6372
fin,1969,67846112707.916
fin,1970,71112046000
fin,1971,72788101000
fin,1972,78418614000
fin,1973,83895235000
fin,1974,86610532000
fin,1975,88173764000
fin,1976,88477419000
fin,1977,88689332000
fin,1978,91278801000
fin,1979,97779610000
fin,1980,103049000000
fin,1981,104405000000
fin,1982,107650000000
fin,1983,111005000000
fin,1984,114599000000
fin,1985,118666000000
fin,1986,121936000000
fin,1987,126295000000
fin,1988,132884000000
fin,1989,139644000000
fin,1990,140580000000
fin,1991,132305000000
fin,1992,127946000000
fin,1993,127099000000
fin,1994,132136000000
fin,1995,137708000000
fin,1996,142758000000
fin,1997,151800000000
fin,1998,160084000000
fin,1999,167095000000
fin,2000,176742000000
fin,2001,181355000000
fin,2002,184451000000
fin,2003,188147000000
fin,2004,195658000000
fin,2005,201097000000
fin,2006,209196000000
fin,2007,220282000000
fin,2008,222009000000
fin,2009,204083000000
fin,2010,210585000000
fin,2011,215950000000
fin,2012,212932000000
fin,2013,211012000000
fin,2014,210242000000
fin,2015,211385000000
fin,2016,217328000000
fin,2017,224266000000
fin,2018,226827000000
fin,2019,229596000000
fin,2020,223167000000
fji,1960,1768504022.11182
fji,1961,1830712601.33392
fji,1962,1896729967.65047
fji,1963,2017338701.24736
fji,1964,2115729972.99795
fji,1965,2058599615.56972
fji,1966,2058599615.56972
fji,1967,2333460302.14791
fji,1968,2518182189.63769
fji,1969,2583564536.73192
fji,1970,2911747276.64006
fji,1971,3112337158.24717
fji,1972,3345304205.5125
fji,1973,3733789983.9796
fji,1974,3830911458.78364
fji,1975,3851223379.96679
fji,1976,3956599138.66866
fji,1977,4190197220.43787
fji,1978,4268277416.24862
fji,1979,4790066637.55398
fji,1980,4713259981.91015
fji,1981,5011608893.27354
fji,1982,4711990547.21073
fji,1983,4525389925.34557
fji,1984,4905207009.19587
fji,1985,4678906516.649
fji,1986,5041517465.47652
fji,1987,4708020077.14638
fji,1988,4753017208.38776
fji,1989,5106576688.12904
fji,1990,5402758274.90193
fji,1991,5256883600
fji,1992,5577553600
fji,1993,5696357300
fji,1994,5986871500
fji,1995,6136543200
fji,1996,6431097300
fji,1997,6289613200
fji,1998,6371378200
fji,1999,6932059400
fji,2000,6814214500
fji,2001,6950498800
fji,2002,7172914700
fji,2003,7244643800
fji,2004,7628609900
fji,2005,7682010200
fji,2006,7824318200
fji,2007,7757760300
fji,2008,7837882000
fji,2009,7729246000
fji,2010,7957619900
fji,2011,8172884900
fji,2012,8288230000
fji,2013,8680613000
fji,2014,9167032441.77719
fji,2015,9579658850.3318
fji,2016,9813943969.33572
fji,2017,10339320204.7338
fji,2018,10733491378.8992
fji,2019,10685666908.0244
fji,2020,9006755869.41677
fra,1960,469632424100
fra,1961,493020644100
fra,1962,526760363900
fra,1963,559596919100
fra,1964,596821863000
fra,1965,625836403800
fra,1966,658704311900
fra,1967,691120132000
fra,1968,722160471900
fra,1969,773502292600
fra,1970,820753071000
fra,1971,864390180000
fra,1972,903386054000
fra,1973,960702111000
fra,1974,1002021132000
fra,1975,992402884000
fra,1976,1035639485000
fra,1977,1071517268000
fra,1978,1114148051000
fra,1979,1153700186000
fra,1980,1171914173000
fra,1981,1184442168000
fra,1982,1214117142000
fra,1983,1229182695000
fra,1984,1247789099000
fra,1985,1268037988000
fra,1986,1297675540000
fra,1987,1330920694000
fra,1988,1394048155000
fra,1989,1454603670000
fra,1990,1497135337000
fra,1991,1512827948000
fra,1992,1537023251000
fra,1993,1527360503000
fra,1994,1563380890000
fra,1995,1596316561000
fra,1996,1618872413000
fra,1997,1656694073000
fra,1998,1716147181000
fra,1999,1774862991000
fra,2000,1844502744000
fra,2001,1881092540000
fra,2002,1902452938000
fra,2003,1918113184000
fra,2004,1972391048000
fra,2005,2005196250000
fra,2006,2054309995000
fra,2007,2104121594000
fra,2008,2109485967000
fra,2009,2048873815000
fra,2010,2088815332000
fra,2011,2134616799000
fra,2012,2141301026000
fra,2013,2153641915000
fra,2014,2174234674000
fra,2015,2198432000000
fra,2016,2222515040000
fra,2017,2273442194000
fra,2018,2315843393000
fra,2019,2358523734000
fra,2020,2173255656000
fsm,1986,166700000
fsm,1987,168700000
fsm,1988,173000000
fsm,1989,179100000
fsm,1990,185800000
fsm,1991,199600000
fsm,1992,207600000
fsm,1993,224500000
fsm,1994,223300000
fsm,1995,238963300
fsm,1996,231358600
fsm,1997,217336100
fsm,1998,223531300
fsm,1999,226603600
fsm,2000,237557400
fsm,2001,242706700
fsm,2002,244034300
fsm,2003,247870800
fsm,2004,240236000
fsm,2005,245141300
fsm,2006,244942600
fsm,2007,240445000
fsm,2008,234653900
fsm,2009,237218900
fsm,2010,242578600
fsm,2011,250313400
fsm,2012,245640500
fsm,2013,236601500
fsm,2014,231146000
fsm,2015,241829300
fsm,2016,244006200
fsm,2017,250550900
fsm,2018,251081200
fsm,2019,254030900
fsm,2020,249546200
gab,1960,630663824500
gab,1961,723792962500
gab,1962,777709831800
gab,1963,825091300000
gab,1964,862669700700
gab,1965,934558862500
gab,1966,976688818700
gab,1967,1016881056500
gab,1968,1042392577400
gab,1969,1126648235800
gab,1970,1224433891300
gab,1971,1350045269400
gab,1972,1503099505800
gab,1973,1656151615200
gab,1974,2310117779800
gab,1975,2753432036300
gab,1976,3734351505000
gab,1977,3264491994100
gab,1978,2479407587300
gab,1979,2491170027800
gab,1980,2554768033100
gab,1981,2684941876700
gab,1982,2601775254400
gab,1983,2747689072600
gab,1984,2954010360800
gab,1985,2885094795800
gab,1986,2861910239400
gab,1987,2371205901600
gab,1988,2675795675900
gab,1989,2904450711100
gab,1990,3055256683600
gab,1991,3242009354800
gab,1992,3141826543700
gab,1993,3265820456500
gab,1994,3387072363600
gab,1995,3555540186600
gab,1996,3684430261300
gab,1997,3895856406100
gab,1998,4031347808700
gab,1999,3671242715100
gab,2000,3602114448400
gab,2001,3679028000000
gab,2002,3669866000000
gab,2003,3752340000000
gab,2004,3778214000000
gab,2005,3879326689000
gab,2006,3770450345800
gab,2007,3996983075600
gab,2008,3864745662500
gab,2009,3869782628800
gab,2010,4144145856500
gab,2011,4438038458800
gab,2012,4671083271900
gab,2013,4934471597800
gab,2014,5147392292600
gab,2015,5347054461100
gab,2016,5458885015000
gab,2017,5484686000000
gab,2018,5530643093400
gab,2019,5747489034200
gab,2020,5641863926300
gbm,1984,773072690.16145
gbm,1985,776311269.9404
gbm,1986,924629717.22794
gbm,1987,1016134279.9755
gbm,1988,1136336426.76808
gbm,1989,1214121077.43145
gbm,1990,1264956045.45644
gbm,1991,1285258500
gbm,1992,1295540600
gbm,1993,1329224600
gbm,1994,1382393600
gbm,1995,1441836500
gbm,1996,1552858000
gbm,1997,1686403700
gbm,1998,1914068300
gbm,1999,2176295600
gbm,2000,2291639300
gbm,2001,2415387800
gbm,2002,2565141800
gbm,2003,2719050300
gbm,2004,2860441000
gbm,2005,3029207000
gbm,2006,3262455900
gbm,2007,3507140100
gbm,2008,3678990000
gbm,2009,3756248800
gbm,2010,3883961200
gbm,2011,3961640400
gbm,2012,4250989000
gbm,2013,4427053000
gbm,2014,4655281000
gbm,2015,4637321000
gbm,2016,4959722000
gbm,2017,5192274000
gbm,2018,5307200000
gbm,2019,5320726000
gbr,1960,511553311200
gbr,1961,525248201800
gbr,1962,531041214900
gbr,1963,556926202900
gbr,1964,587744602000
gbr,1965,600335129000
gbr,1966,609779003400
gbr,1967,626770340700
gbr,1968,660873437900
gbr,1969,673589282800
gbr,1970,716146025000
gbr,1971,741244919000
gbr,1972,773279061000
gbr,1973,823726615000
gbr,1974,803261918000
gbr,1975,791424653000
gbr,1976,814457217000
gbr,1977,834474543000
gbr,1978,869558027000
gbr,1979,902157901000
gbr,1980,883831756000
gbr,1981,876869426000
gbr,1982,894362018000
gbr,1983,932120697000
gbr,1984,953271496000
gbr,1985,992807621000
gbr,1986,1024084442000
gbr,1987,1079310636000
gbr,1988,1141181187000
gbr,1989,1170596304000
gbr,1990,1179185619000
gbr,1991,1166177767000
gbr,1992,1170855097000
gbr,1993,1200007410000
gbr,1994,1246159805000
gbr,1995,1277708459000
gbr,1996,1308738157000
gbr,1997,1372984450000
gbr,1998,1416288014000
gbr,1999,1458636604000
gbr,2000,1512203124000
gbr,2001,1543545897000
gbr,2002,1576318815000
gbr,2003,1624079540000
gbr,2004,1662336841000
gbr,2005,1705445890000
gbr,2006,1749516397000
gbr,2007,1789221442000
gbr,2008,1784933786000
gbr,2009,1709121289000
gbr,2010,1745550153000
gbr,2011,1770992653000
gbr,2012,1797024253000
gbr,2013,1830988341000
gbr,2014,1885756220000
gbr,2015,1935212000000
gbr,2016,1979014818000
gbr,2017,2021255961000
gbr,2018,2054625391000
gbr,2019,2088977581000
gbr,2020,1892693905000
geo,1965,15984644073.5775
geo,1966,17189187914.6712
geo,1967,18263512080.8723
geo,1968,19077395327.9722
geo,1969,19988941840.3908
geo,1970,22398032347.3474
geo,1971,22951473419.89289
geo,1972,23602577757.7572
geo,1973,25132676592.5525
geo,1974,27346436488.6491
geo,1975,29364862007.5261
geo,1976,31155403330.7389
geo,1977,33304051349.2778
geo,1978,35778251850.6123
geo,1979,38415232830.4986
geo,1980,40173216174.8214
geo,1981,42289309666.9663
geo,1982,43135746498.8704
geo,1983,44991397502.5978
geo,1984,47433045988.4443
geo,1985,49777023676.2536
geo,1986,45707614659.6095
geo,1987,46293605864.4632
geo,1988,48865474025.2023
geo,1989,45349504511.78729
geo,1990,38643117340.0262
geo,1991,30489419300
geo,1992,16799670200
geo,1993,11877366500
geo,1994,10642121100
geo,1995,10918815900
geo,1996,12141723500
geo,1997,13418916400
geo,1998,13835560700
geo,1999,14232538500
geo,2000,14494181100
geo,2001,15190692200
geo,2002,16022205900
geo,2003,17794057300
geo,2004,18825133300
geo,2005,20630383400
geo,2006,22573718200
geo,2007,25413255700
geo,2008,26027893500
geo,2009,25077741700
geo,2010,26644972100
geo,2011,28616700000
geo,2012,30439300000
geo,2013,31541600000
geo,2014,32939500000
geo,2015,33935000000
geo,2016,34921300000
geo,2017,36612400000
geo,2018,38385509200
geo,2019,40298009800
geo,2020,37573687100
gha,1960,20265825441.172
gha,1961,20960877189.5782
gha,1962,21822192878.5449
gha,1963,22783673066.7584
gha,1964,23287039022.4472
