geo,time,gc_tax_othr_rv_zs
tha,1992,0.97989
tha,1993,0.6958
tha,1994,0.72501
tha,1995,0.70512
tha,1996,0.61928
tha,1997,0.55918
tha,1998,0.4211
tha,1999,0.39898
tha,2000,0.44928
tha,2001,0.38045
tha,2002,0.42758
tha,2003,0.45681
tha,2004,0.52808
tha,2005,1.22633
tha,2006,0.60586
tha,2007,0.49676
tha,2008,0.54681
tha,2009,0.6105
tha,2010,0.55872
tha,2011,0.58238
tha,2012,0.57635
tha,2013,0.6005
tha,2014,0.59016
tha,2015,0.62574
tha,2016,0.63564
tha,2017,0.63458
tha,2018,0.66247
tha,2019,0.59746
tjk,1998,0.42282
tjk,1999,1.48468
tjk,2000,0.96324
tjk,2001,1.09851
tjk,2003,1.18991
tjk,2004,1.30493
tls,2010,0.00318
tls,2011,0.0002
tls,2012,0.00149
tls,2013,0.0998
tls,2014,0.00494
tls,2015,0.01442
tls,2016,0
tls,2017,0.12805
tls,2018,0.0389
tls,2019,0.03126
tto,2001,17.14976
tto,2002,19.8531
tto,2003,16.7758
tto,2004,15.67852
tto,2005,14.7668
tto,2006,8.96399
tto,2007,8.69305
tto,2008,8.00805
tto,2009,10.88584
tto,2010,10.02051
tto,2011,5.64546
tto,2012,10.82974
tto,2013,11.50555
tto,2014,11.11613
tto,2015,12.77014
tto,2016,16.12718
tto,2017,16.12718
tto,2018,14.56004
tun,1972,5.18095
tun,1973,5.00681
tun,1974,5.07049
tun,1975,4.30129
tun,1976,4.66379
tun,1977,4.56708
tun,1978,4.06762
tun,1979,3.66354
tun,1980,3.73286
tun,1981,1.79254
tun,1982,1.49686
tun,1983,2.35783
tun,1984,2.46027
tun,1985,2.29017
tun,1986,2.70349
tun,1987,3.79641
tun,1988,3.33575
tun,1989,3.24472
tun,1990,2.98098
tun,1991,2.96886
tun,1992,3.53188
tun,1993,3.23851
tun,1994,3.0608
tun,1995,3.19751
tun,1996,4.67673
tun,1997,2.84857
tun,1998,2.83636
tun,1999,2.81982
tun,2000,2.93851
tun,2001,2.74269
tun,2002,2.67192
tun,2003,2.50181
tun,2004,2.69392
tun,2005,2.5725
tun,2006,2.91936
tun,2007,2.98991
tun,2008,3.17129
tun,2009,2.92854
tun,2010,2.74737
tun,2011,2.49738
tun,2012,2.38222
tur,1972,4.21941
tur,1973,4.21585
tur,1974,4.32961
tur,1975,3.86029
tur,1976,4.10578
tur,1977,4.22686
tur,1978,3.63761
tur,1979,3.24139
tur,1980,3.39575
tur,1981,5.68756
tur,1983,5.45186
tur,1984,5.60493
tur,1985,9.77077
tur,1986,4.25701
tur,1987,4.14561
tur,1988,3.34848
tur,1989,3.07462
tur,1990,2.88771
tur,1991,2.63952
tur,1992,2.4889
tur,1993,2.45193
tur,1994,6.20931
tur,1995,3.2837
tur,1996,2.23851
tur,1997,3.58339
tur,1998,3.7083
tur,2008,2.75255
tur,2009,3.15789
tur,2010,2.83424
tur,2011,2.65249
tur,2012,2.53878
tur,2013,0.96412
tur,2014,1.84098
tur,2015,1.86531
tur,2016,1.82597
tur,2017,1.86578
tur,2018,1.66167
tur,2019,1.61664
tur,2020,1.53857
tza,2009,7.32537
tza,2010,7.32537
tza,2011,8.07663
tza,2012,2.51324
tza,2013,2.40765
tza,2014,2.92044
tza,2015,2.40731
tza,2016,3.18065
tza,2017,2.72658
tza,2018,2.3768
uga,2015,0.42981
uga,2016,0.48517
uga,2017,0.65289
uga,2018,0.47496
uga,2019,0.5234
ukr,1999,3.00796
ukr,2000,1.84838
ukr,2001,0.03631
ukr,2002,0.24181
ukr,2003,0.09514
ukr,2004,0.04028
ukr,2005,0.00919
ukr,2006,0.00423
ukr,2007,0.00258
ukr,2008,0.00099
ukr,2009,0.00056
ukr,2010,0.00029
ukr,2011,0
ukr,2012,0
ukr,2013,0
ukr,2014,0
ukr,2015,-0.0763
ukr,2016,-0.2998
ukr,2017,0.03383
ukr,2018,-0.27824
ukr,2019,0.00008
ury,1972,14.07942
ury,1973,9.45455
ury,1974,8.80088
ury,1975,5.02313
ury,1976,11.17479
ury,1977,11.35255
ury,1978,13.96494
ury,1979,6.56916
ury,1980,7.58211
ury,1981,6.7522
ury,1982,7.85918
ury,1983,9.02214
ury,1984,6.92358
ury,1985,9.21382
ury,1986,9.75481
ury,1987,10.46686
ury,1988,10.054
ury,1989,11.63194
ury,1990,11.45391
ury,1991,10.22965
ury,1992,10.0808
ury,1993,16.10995
ury,1994,14.95881
ury,1995,9.57299
ury,1996,9.81232
ury,1997,11.08284
ury,1998,10.90227
ury,1999,5.57131
ury,2000,6.92382
ury,2001,4.57908
ury,2002,6.502
ury,2003,8.7908
ury,2004,3.90853
ury,2005,1.52939
ury,2006,2.47506
ury,2007,0.34813
ury,2008,-3.13663
ury,2009,2.25931
ury,2010,1.69609
ury,2011,5.9287
ury,2012,5.38498
ury,2013,5.22601
ury,2014,5.4279
ury,2015,5.47637
ury,2016,4.7282
ury,2017,4.94627
ury,2018,4.92646
ury,2019,4.93646
usa,1972,2.54804
usa,1973,2.02099
usa,1974,1.82264
usa,1975,1.5842
usa,1976,1.68135
usa,1977,1.97678
usa,1978,1.2723
usa,1979,1.10925
usa,1980,1.17425
usa,1981,1.06285
usa,1982,1.21284
usa,1983,0.92757
usa,1984,0.83946
usa,1985,0.8137
usa,1986,0.84804
usa,1987,0.82544
usa,1988,0.79059
usa,1989,0.83799
usa,1990,1.06113
usa,1991,0.96577
usa,1992,0.97003
usa,1993,1.01639
usa,1994,1.14473
usa,1995,1.02873
usa,1996,1.12351
usa,1997,1.1919
usa,1998,1.33998
usa,1999,1.45808
usa,2000,1.37536
usa,2001,1.35317
usa,2002,1.33055
usa,2003,1.14242
usa,2004,1.19563
usa,2005,1.06843
usa,2006,1.08084
usa,2007,0.9797
usa,2008,1.0795
usa,2009,0.90796
usa,2010,0.61042
usa,2011,0.37153
usa,2012,0.51673
usa,2013,0.65873
usa,2014,0.56584
usa,2015,0.58038
usa,2016,0.57343
usa,2017,7.1682
usa,2018,0.629
usa,2019,0.43226
usa,2020,0.46974
uzb,2011,0.00047
uzb,2012,0.00066
uzb,2013,0.00043
uzb,2014,0
uzb,2015,0.00049
uzb,2016,0.00027
uzb,2017,0.00001
uzb,2018,0.00001
uzb,2019,0.00002
vct,1990,2.42031
vct,1991,2.42574
vct,1992,3.78748
vct,1993,4.31034
vct,1994,4.02893
vct,1995,4.57452
vct,1996,6.165
vct,1997,3.66242
vct,1998,4.1158
vct,1999,4.47498
vct,2000,0.83864
vct,2001,1.19178
vct,2002,0.8031
vct,2003,0.84531
vct,2004,0.72642
vct,2005,0.86601
vct,2006,0.66089
vct,2007,0.55537
vct,2008,0.41215
vct,2009,0.4997
vct,2010,0.58278
vct,2011,0.56432
vct,2012,0.53985
vct,2013,0.79738
vct,2014,1.9542
vct,2015,1.62391
vct,2016,2.43895
vct,2017,2.94459
vut,1990,0
vut,1995,0.2923
vut,1996,2.42443
vut,1997,0.88638
vut,1998,0.74906
vut,1999,1.77057
vut,2009,0.15325
vut,2010,0.07359
vut,2011,0
vut,2012,3.48271
vut,2013,2.22496
vut,2014,2.36992
vut,2015,1.49412
vut,2016,1.34907
vut,2017,1.5042
vut,2018,1.4603
vut,2019,1.34939
wsm,2012,0.33883
wsm,2013,0.45528
wsm,2014,0.47616
wsm,2015,0.39263
wsm,2016,0.42117
wsm,2017,0.46596
wsm,2018,0.34898
wsm,2019,0.09274
zaf,1972,2.82246
zaf,1973,2.98686
zaf,1974,2.62026
zaf,1975,2.12091
zaf,1976,1.94932
zaf,1977,1.97394
zaf,1978,1.9205
zaf,1979,2.04385
zaf,1980,1.86137
zaf,1981,1.81489
zaf,1982,1.77613
zaf,1983,1.94907
zaf,1984,1.80932
zaf,1985,1.67819
zaf,1986,1.56217
zaf,1987,1.56206
zaf,1988,1.16991
zaf,1989,1.14931
zaf,1990,1.04401
zaf,1991,0.97017
zaf,1992,1.35103
zaf,1993,1.32497
zaf,1994,1.35553
zaf,1995,1.36175
zaf,1996,0.92686
zaf,1997,1.008
zaf,1998,0.87554
zaf,1999,0.86566
zaf,2000,1.35011
zaf,2001,1.77427
zaf,2002,1.87343
zaf,2003,1.67454
zaf,2004,1.5074
zaf,2005,1.36956
zaf,2006,1.32524
zaf,2007,1.22022
zaf,2008,1.24308
zaf,2009,2.29004
zaf,2010,1.22984
zaf,2011,2.10415
zaf,2012,2.15784
zaf,2013,2.19187
zaf,2014,1.32234
zaf,2015,1.34683
zaf,2016,1.26212
zaf,2017,1.31078
zaf,2018,1.3171
zaf,2019,1.2819
zmb,1990,0.10705
zmb,1991,0.15183
zmb,1992,0.09554
zmb,1993,0.04458
zmb,1994,0.13505
zmb,1995,0.15429
zmb,1996,0.18175
zmb,1997,0.06316
zmb,1998,0.13725
zmb,1999,0.1247
zmb,2001,0
zmb,2002,0
zmb,2003,0.00002
zmb,2004,0
zmb,2005,0
zmb,2006,0
zmb,2007,0
zmb,2008,0
zmb,2009,0
zmb,2010,0
zmb,2011,1.36687
zmb,2012,0.72288
zmb,2013,0.77779
zmb,2014,0.96662
zmb,2015,1.18073
zmb,2016,1.09795
zmb,2017,1.36412
zmb,2018,1.63545
zmb,2019,1.94481
zwe,2009,0
zwe,2010,0
zwe,2011,0
zwe,2012,0
zwe,2015,2.8532
zwe,2016,2.77592
zwe,2017,4.31906
zwe,2018,6.67404
