geo,time,ny_gnp_mktp_cn
cze,2000,2339878000000
cze,2001,2506491000000
cze,2002,2594203000000
cze,2003,2728527000000
cze,2004,2933359000000
cze,2005,3133797000000
cze,2006,3311134000000
cze,2007,3610981000000
cze,2008,3796564000000
cze,2009,3681334000000
cze,2010,3693948000000
cze,2011,3734479000000
cze,2012,3825992000000
cze,2013,3879664000000
cze,2014,4047450000000
cze,2015,4308149000000
cze,2016,4473262000000
cze,2017,4821381000000
cze,2018,5112634000000
cze,2019,5440320000000
cze,2020,5496111000000
deu,1970,405955008000
deu,1971,449958537000
deu,1972,490122983000
deu,1973,545812143000
deu,1974,590736154000
deu,1975,619663985000
deu,1976,672389642000
deu,1977,715304308000
deu,1978,765683859000
deu,1979,829118539000
deu,1980,886783368000
deu,1981,927104969000
deu,1982,964889632000
deu,1983,1010734125000
deu,1984,1064088404000
deu,1985,1112076947000
deu,1986,1168776392000
deu,1987,1198591029000
deu,1988,1270332497000
deu,1989,1359518221000
deu,1990,1479439064000
deu,1991,1591639954000
deu,1992,1707148554000
deu,1993,1753917767000
deu,1994,1829089211000
deu,1995,1892016000000
deu,1996,1921656000000
deu,1997,1957405000000
deu,1998,2002895000000
deu,1999,2045234000000
deu,2000,2097226000000
deu,2001,2157280000000
deu,2002,2174801000000
deu,2003,2189106000000
deu,2004,2276187000000
deu,2005,2307203000000
deu,2006,2425419000000
deu,2007,2535845000000
deu,2008,2570665000000
deu,2009,2500874000000
deu,2010,2615840000000
deu,2011,2762535000000
deu,2012,2811180000000
deu,2013,2876449000000
deu,2014,2986082000000
deu,2015,3095143000000
deu,2016,3212504000000
deu,2017,3345005000000
deu,2018,3476173000000
deu,2019,3585963000000
deu,2020,3461285000000
dji,1991,85824100000
dji,1992,88513000000
dji,1993,86917600000
dji,1994,90340500000
dji,1995,91532000000
dji,1996,90592000000
dji,1997,91502000000
dji,1998,93278200000
dji,1999,97473700000
dji,2000,100771300000
dji,2001,103937600000
dji,2002,107772800000
dji,2003,114267400000
dji,2004,122379000000
dji,2005,129634000000
dji,2006,140740000000
dji,2007,154938000000
dji,2008,183375170000
dji,2009,190302000000
dji,2010,203663000000
dji,2011,221776000000
dji,2012,245480000000
dji,2013,358105109000
dji,2014,389391581000
dji,2015,427111577500
dji,2016,448488778000
dji,2017,466478458800
dji,2018,510171005200
dji,2019,574176000000
dji,2020,583959325100
dma,1977,123856958
dma,1978,153711582
dma,1979,148277949
dma,1980,197382564
dma,1981,223039956
dma,1982,242264457
dma,1983,265196017
dma,1984,288594091
dma,1985,316498219
dma,1986,358427288
dma,1987,403715637
dma,1988,457766697
dma,1989,489100556
dma,1990,530650000
dma,1991,572670000
dma,1992,612310000
dma,1993,645710000
dma,1994,684050000
dma,1995,705300000
dma,1996,738390000
dma,1997,772410000
dma,1998,829400000
dma,1999,826780000
dma,2000,794210000
dma,2001,850761000
dma,2002,824218000
dma,2003,853996300
dma,2004,901440800
dma,2005,905245300
dma,2006,1013168300
dma,2007,1084749900
dma,2008,1187602600
dma,2009,1283630000
dma,2010,1307840000
dma,2011,1324290000
dma,2012,1286460000
dma,2013,1292730000
dma,2014,1499560000
dma,2015,1401990000
dma,2016,1510460000
dma,2017,1373380000
dma,2018,1490240000
dma,2019,1624452300
dma,2020,1398662200
dnk,1966,81813028100
dnk,1967,90018750300
dnk,1968,100092253000
dnk,1969,114157619700
dnk,1970,126075695000
dnk,1971,139146122000
dnk,1972,158772450000
dnk,1973,185113101000
dnk,1974,206036078000
dnk,1975,231450407000
dnk,1976,268624387000
dnk,1977,299317138000
dnk,1978,334014870000
dnk,1979,368315031000
dnk,1980,394310582000
dnk,1981,427948796000
dnk,1982,485192083000
dnk,1983,536085320000
dnk,1984,588929082000
dnk,1985,638264321000
dnk,1986,689630810000
dnk,1987,727396103000
dnk,1988,753445134000
dnk,1989,792736133000
dnk,1990,826398565000
dnk,1991,858833972000
dnk,1992,894184571000
dnk,1993,905488125000
dnk,1994,971273153000
dnk,1995,1017782000000
dnk,1996,1066712000000
dnk,1997,1125398000000
dnk,1998,1169118000000
dnk,1999,1228443000000
dnk,2000,1296707000000
dnk,2001,1351297000000
dnk,2002,1392723000000
dnk,2003,1423890000000
dnk,2004,1507852000000
dnk,2005,1598768000000
dnk,2006,1702638000000
dnk,2007,1747575000000
dnk,2008,1821561000000
dnk,2009,1739327000000
dnk,2010,1840547000000
dnk,2011,1885798000000
dnk,2012,1937794000000
dnk,2013,1990778000000
dnk,2014,2053229000000
dnk,2015,2098866000000
dnk,2016,2159620000000
dnk,2017,2240963000000
dnk,2018,2315916000000
dnk,2019,2385019000000
dnk,2020,2408204000000
dom,1960,662300300
dom,1961,635500100
dom,1962,802500200
dom,1963,920500100
dom,1964,1006500200
dom,1965,876400000
dom,1966,965400000
dom,1967,1015300000
dom,1968,1060200000
dom,1969,1207300000
dom,1970,1476200100
dom,1971,1664300000
dom,1972,2027000000
dom,1973,2350899900
dom,1974,2920400000
dom,1975,3597500100
dom,1976,3945299900
dom,1977,4507500200
dom,1978,4771400000
dom,1979,5551200100
dom,1980,6420500100
dom,1981,6973899800
dom,1982,7709900300
dom,1983,8324900100
dom,1984,9972699700
dom,1985,14708566700
dom,1986,17069718400
dom,1987,21254017800
dom,1988,30885938700
dom,1989,40408387600
dom,1990,57621861100
dom,1991,118982259900
dom,1992,139553112500
dom,1993,154800530000
dom,1994,176163547100
dom,1995,204225932700
dom,1996,225902904000
dom,1997,269221836800
dom,1998,305543336400
dom,1999,335075866000
dom,2000,376451624900
dom,2001,409099891700
dom,2002,457161676100
dom,2003,587455720000
dom,2004,859910751500
dom,2005,1025790530000
dom,2006,1199716388400
dom,2007,1386003158500
dom,2008,1601277853200
dom,2009,1674125621000
dom,2010,1912210282700
dom,2011,2124319968900
dom,2012,2291662833700
dom,2013,2495506901400
dom,2014,2784215826900
dom,2015,3073360626000
dom,2016,3337401050600
dom,2017,3622310660600
dom,2018,4053051872300
dom,2019,4353472837200
dom,2020,4238440531500
dza,1960,15904923600
dza,1961,14673574900
dza,1962,10876915700
dza,1963,13647450100
dza,1964,14365736900
dza,1965,15084023800
dza,1966,14407967200
dza,1967,16242189300
dza,1968,18718281000
dza,1969,21018314800
dza,1970,23411524100
dza,1971,24742362600
dza,1972,30218497800
dza,1973,34204847400
dza,1974,54927170800
dza,1975,60744505600
dza,1976,72517292800
dza,1977,82111280200
dza,1978,99538936100
dza,1979,121522878600
dza,1980,155329001800
dza,1981,182767001500
dza,1982,198464992800
dza,1983,225118999700
dza,1984,259233003100
dza,1985,283536016100
dza,1986,291539011500
dza,1987,314490998700
dza,1988,334720014600
dza,1989,407729005900
dza,1990,535485002600
dza,1991,797437976200
dza,1992,1001034260500
dza,1993,1125146247100
dza,1994,1430678704100
dza,1995,1886218068000
dza,1996,2429842571300
dza,1997,2652090368000
dza,1998,2713022103500
dza,1999,3085743540000
dza,2000,3919558400000
dza,2001,4103107000000
dza,2002,4345370000000
dza,2003,5057382000000
dza,2004,5889659000000
dza,2005,7188855000000
dza,2006,8172901000000
dza,2007,9225732000000
dza,2008,10957475000000
dza,2009,9865935000000
dza,2010,11958414000000
dza,2011,14439477000000
dza,2012,16004319000000
dza,2013,16318168000000
dza,2014,16830890000000
dza,2015,16278502000000
dza,2016,17343886000000
dza,2017,18594522000000
dza,2018,19880067000000
dza,2019,19999860000000
dza,2020,18010536000000
ecu,1960,1702108407.49622
ecu,1961,1581445598.75671
ecu,1962,1493637582.39083
ecu,1963,1805659809.68825
ecu,1964,2224136957.1958
ecu,1965,2360904000
ecu,1966,2402945000
ecu,1967,2527472000
ecu,1968,2553843000
ecu,1969,3082675000
ecu,1970,2831932000
ecu,1971,2717200000
ecu,1972,3139260000
ecu,1973,3773890000
ecu,1974,6428996000
ecu,1975,7672671000
ecu,1976,8947766000
ecu,1977,10824761000
ecu,1978,11647987000
ecu,1979,13763771000
ecu,1980,17259853000
ecu,1981,21039012000
ecu,1982,18920300000
ecu,1983,16254261000
ecu,1984,15801408000
ecu,1985,16081874000
ecu,1986,14264803000
ecu,1987,12879747000
ecu,1988,11812630000
ecu,1989,12520170000
ecu,1990,14021973000
ecu,1991,15863041000
ecu,1992,17141191000
ecu,1993,18068948000
ecu,1994,21757419000
ecu,1995,23496668000
ecu,1996,24190880000
ecu,1997,27121072000
ecu,1998,26797406000
ecu,1999,18328750000
ecu,2000,17095001000
ecu,2001,23235924000
ecu,2002,27296182800
ecu,2003,30940439900
ecu,2004,34751628400
ecu,2005,39691563800
ecu,2006,44974439600
ecu,2007,48973356000
ecu,2008,60290373000
ecu,2009,61241510000
ecu,2010,68569173000
ecu,2011,78067843000
ecu,2012,86587424000
ecu,2013,93662124000
ecu,2014,100144291000
ecu,2015,97501257000
ecu,2016,98028639000
ecu,2017,101858207000
ecu,2018,104605438000
ecu,2019,104934502000
ecu,2020,95983572000
egy,1965,2247300000
egy,1966,2427000000
egy,1967,2523500000
egy,1968,2529200000
egy,1969,2670200000
egy,1970,3176100000
egy,1971,3347000000
egy,1972,3570600000
egy,1973,3947900000
egy,1974,4384600000
egy,1975,5195300000
egy,1976,6532400000
egy,1977,7967600000
egy,1978,9332500000
egy,1979,11866100000
egy,1980,14551333887.4878
egy,1981,15148600000
egy,1982,21007399900
egy,1983,24986599900
egy,1984,29680999900
egy,1985,34163500000
egy,1986,40024199900
egy,1987,50835680000
egy,1988,61232984400
egy,1989,76012949900
egy,1990,93336697300
egy,1991,113231788800
egy,1992,139808859900
egy,1993,155941703200
egy,1994,175727003200
egy,1995,205107500600
egy,1996,230881625600
egy,1997,267632629000
egy,1998,290300128000
egy,1999,309333479200
egy,2000,341690835500
egy,2001,362675265000
egy,2002,379326310000
egy,2003,416942560000
egy,2004,484026728000
egy,2005,536974662000
egy,2006,620751525000
egy,2007,751520670000
egy,2008,902978350000
egy,2009,1043046336000
egy,2010,1182550503000
egy,2011,1335952405000
egy,2012,1635823600000
egy,2013,1812628720000
egy,2014,2079378981000
egy,2015,2401599322000
egy,2016,2672955645000
egy,2017,3402751680000
egy,2018,4325811508000
egy,2019,5128771424000
egy,2020,5672995380000
eri,1992,2186700000
eri,1993,2446600000
eri,1994,3276432000
eri,1995,3747620000
eri,1996,4359653400
eri,1997,4919800500
eri,1998,5520201900
eri,1999,5666215000
eri,2000,6803397300
eri,2001,8482247500
eri,2002,10094830600
eri,2003,11943086700
eri,2004,15080211200
eri,2005,16735699500
eri,2006,18487813900
eri,2007,20152731400
eri,2008,21039683300
eri,2009,28298204100
eri,2010,24137019900
eri,2011,31387373100
esp,1960,4332441088
esp,1961,4966054400
esp,1962,5794342400
esp,1963,6848124928
esp,1964,7650038272
esp,1965,8887838720
esp,1966,10269609984
esp,1967,11628505088
esp,1968,13121269760
esp,1969,14999521280
esp,1970,17026159000
esp,1971,19249631000
esp,1972,22619985000
esp,1973,27340716000
esp,1974,33612040000
esp,1975,39307289000
esp,1976,47139993000
esp,1977,59720858000
esp,1978,73047365000
esp,1979,85679075000
esp,1980,99001543000
esp,1981,110494589000
esp,1982,126972173000
esp,1983,144232251000
esp,1984,162855771000
esp,1985,182262675000
esp,1986,208863083000
esp,1987,233602855000
esp,1988,259647983000
esp,1989,291902034000
esp,1990,324993920000
esp,1991,356475098000
esp,1992,383543497000
esp,1993,398400715000
esp,1994,418187429000
esp,1995,456812486000
esp,1996,482305015000
esp,1997,513117180000
esp,1998,548896529000
esp,1999,590312000000
esp,2000,643218000000
esp,2001,691291000000
esp,2002,741062000000
esp,2003,795682000000
esp,2004,851424000000
esp,2005,914553000000
esp,2006,985258000000
esp,2007,1049146000000
esp,2008,1078741000000
esp,2009,1048849000000
esp,2010,1057075000000
esp,2011,1044991000000
esp,2012,1022852000000
esp,2013,1013534000000
esp,2014,1028374000000
esp,2015,1077348000000
esp,2016,1116592000000
esp,2017,1162300000000
esp,2018,1204988000000
esp,2019,1247062000000
esp,2020,1128541000000
est,2000,5938888000
est,2001,6644402000
est,2002,7409374000
est,2003,8237243000
est,2004,9229401000
est,2005,10821301000
est,2006,12819107000
est,2007,15128310000
est,2008,15769600000
est,2009,13781300000
est,2010,14070500000
est,2011,15977500000
est,2012,17307400000
est,2013,18575500000
est,2014,19609500000
est,2015,20326900000
est,2016,21443300000
est,2017,23283100000
est,2018,25432100000
est,2019,27476300000
eth,1981,15147949600
eth,1982,15936693500
eth,1983,17707534000
eth,1984,16718945900
eth,1985,19556739800
eth,1986,20321857500
eth,1987,21693613800
eth,1988,22447797000
eth,1989,23590230700
eth,1990,25063807700
eth,1991,27718153100
eth,1992,29227882100
eth,1993,37310867500
eth,1994,39606699900
eth,1995,47546597900
eth,1996,53733092600
eth,1997,55186140800
eth,1998,53347964800
eth,1999,57445940400
eth,2000,66669899900
eth,2001,68121982400
eth,2002,66609205500
eth,2003,73428324900
eth,2004,86778167000
eth,2005,106980100200
eth,2006,132318287600
eth,2007,173433565500
eth,2008,250390842500
eth,2009,337531196400
eth,2010,384481486400
eth,2011,513958341000
eth,2012,745666698000
eth,2013,864978283000
eth,2014,1057899776000
eth,2015,1292686340000
eth,2016,1562975000000
eth,2017,1821901900000
eth,2018,2190270000000
eth,2019,2674210500000
eth,2020,3356079500000
fin,1960,2810801408
fin,1961,3184137984
fin,1962,3406088960
fin,1963,3695129088
fin,1964,4164406784
fin,1965,4602921984
fin,1966,4932798976
fin,1967,5402779136
fin,1968,6187687936
fin,1969,7059502080
fin,1970,8101111000
fin,1971,8898377000
fin,1972,10365866000
fin,1973,12612947000
fin,1974,15894059000
fin,1975,18324357000
fin,1976,20781134000
fin,1977,22718742000
fin,1978,25135345000
fin,1979,29223791000
fin,1980,33761359000
fin,1981,37961056000
fin,1982,42594422000
fin,1983,47432778000
fin,1984,53130233000
fin,1985,57951077000
fin,1986,62541179000
fin,1987,67485635000
fin,1988,76595794000
fin,1989,84774747000
fin,1990,89393692000
fin,1991,84513103000
fin,1992,81359982000
fin,1993,81700944000
fin,1994,87151176000
fin,1995,95668000000
fin,1996,99780000000
fin,1997,109150000000
fin,1998,118153000000
fin,1999,125646000000
fin,2000,135592000000
fin,2001,144575000000
fin,2002,148936000000
fin,2003,150855000000
fin,2004,159875000000
fin,2005,165374000000
fin,2006,174470000000
fin,2007,187619000000
fin,2008,194591000000
fin,2009,184004000000
fin,2010,190577000000
fin,2011,198756000000
fin,2012,201977000000
fin,2013,205160000000
fin,2014,208968000000
fin,2015,213464000000
fin,2016,218508000000
fin,2017,226414000000
fin,2018,234406000000
fin,2019,241311000000
fin,2020,240205000000
fji,1960,85800000
fji,1961,89400000
fji,1962,93800000
fji,1963,97500000
fji,1964,107900000
fji,1965,111900000
fji,1966,116700000
fji,1967,126600000
fji,1968,139000000
fji,1969,151400000
fji,1970,183600000
fji,1971,201800000
fji,1972,252100000
fji,1973,333699800
fji,1974,448199900
fji,1975,549327500
fji,1976,613259900
fji,1977,651500000
fji,1978,697699800
fji,1979,841056400
fji,1980,969100000
fji,1981,1046700000
fji,1982,1079600000
fji,1983,1113369400
fji,1984,1244767300
fji,1985,1304375900
fji,1986,1452275800
fji,1987,1451378900
fji,1988,1565759200
fji,1989,1725554200
fji,1990,1909700000
fji,1991,1983500000
fji,1992,2228000000
fji,1993,2438900000
fji,1994,2547000000
fji,1995,2715700000
fji,1996,2948000000
fji,1997,2963500000
fji,1998,3174000000
fji,1999,3686400000
fji,2000,3643100000
fji,2001,3730300000
fji,2002,4041600000
fji,2003,4363100000
fji,2004,4693600000
fji,2005,5113300000
fji,2006,5116400000
fji,2007,5318427500
fji,2008,5476101400
fji,2009,5591656600
fji,2010,5837638100
fji,2011,6560555000
fji,2012,6847005300
fji,2013,7564829700
fji,2014,8741632400
fji,2015,9225710300
fji,2016,9757598800
fji,2017,10190451600
fji,2018,10899455594.7145
fji,2019,10900430401.2719
fji,2020,9228387146.99711
fra,1960,47107000000
fra,1961,51047000000
fra,1962,57316000000
fra,1963,64291000000
fra,1964,71278000000
fra,1965,76961000000
fra,1966,83347000000
fra,1967,90114000000
fra,1968,98164000000
fra,1969,112745000000
fra,1970,126203000000
fra,1971,140880000000
fra,1972,157109000000
fra,1973,180042000000
fra,1974,209773000000
fra,1975,236482000000
fra,1976,273393000000
fra,1977,307503000000
fra,1978,349725000000
fra,1979,399960000000
fra,1980,455102000000
fra,1981,513223000000
fra,1982,587414000000
fra,1983,647823000000
fra,1984,702526000000
fra,1985,756689000000
fra,1986,818091000000
fra,1987,862780000000
fra,1988,931324000000
fra,1989,1000933000000
fra,1990,1057214000000
fra,1991,1094565000000
fra,1992,1135394000000
fra,1993,1147630000000
fra,1994,1183704000000
fra,1995,1222352000000
fra,1996,1262933000000
fra,1997,1308498000000
fra,1998,1369514000000
fra,1999,1428941000000
fra,2000,1501943000000
fra,2001,1565933000000
fra,2002,1604367000000
fra,2003,1652309000000
fra,2004,1727610000000
fra,2005,1796143000000
fra,2006,1885128000000
fra,2007,1979923000000
fra,2008,2035781000000
fra,2009,1980957000000
fra,2010,2041476000000
fra,2011,2113091000000
fra,2012,2134475000000
fra,2013,2164612000000
fra,2014,2196359000000
fra,2015,2245909000000
fra,2016,2281389000000
fra,2017,2349163000000
fra,2018,2418096000000
fra,2019,2489933000000
fra,2020,2339190000000
fro,1960,194500000
fro,1961,216100000
fro,1962,234800000
fro,1963,280500000
fro,1964,318800100
fro,1965,360199900
fro,1966,401200100
fro,1967,415899900
fro,1968,441400100
fro,1969,469099800
fro,1970,570599900
fro,1971,658699800
fro,1972,745499900
fro,1973,872199900
fro,1974,1088600100
fro,1975,1191200000
fro,1976,1464199900
fro,1977,1864200400
fro,1978,1952700200
fro,1979,2082899700
fro,1980,2474000100
fro,1981,2826999600
fro,1982,3294999800
fro,1983,3984999900
fro,1984,4266999600
fro,1985,4666998800
fro,1986,5211000800
fro,1987,5624999900
fro,1998,7653300000
fro,1999,8114000000
fro,2000,8888700000
fro,2001,9806700000
fro,2002,10284400000
fro,2003,10203800000
fro,2004,10508700000
fro,2005,10726400000
fro,2006,12201800000
fro,2007,12841300000
fro,2008,12479400000
fro,2009,11882500000
fro,2010,13220400000
fro,2011,14098400000
fro,2012,14438000000
fro,2013,15579300000
fro,2014,16588500000
fro,2015,17410200000
fro,2016,19128100000
fro,2017,19804600000
fro,2018,19842700000
fro,2019,21474700000
fsm,1983,111000000
fsm,1993,218000000
fsm,1994,223300000
fsm,1995,232663800
fsm,1996,228791600
fsm,1997,209127900
fsm,1998,219545400
fsm,1999,226023100
fsm,2000,239347500
fsm,2001,246016700
fsm,2002,246760900
fsm,2003,249179300
fsm,2004,247072600
fsm,2005,258632900
fsm,2006,262084600
fsm,2007,267150600
fsm,2008,270372300
fsm,2009,296756800
fsm,2010,307507200
fsm,2011,320855800
fsm,2012,342609600
fsm,2013,342707900
fsm,2014,344654300
fsm,2015,375852000
fsm,2016,387000200
fsm,2017,416554700
fsm,2018,412197400
fsm,2019,454357100
fsm,2020,456483600
gab,1960,33050812400
gab,1961,39004065800
gab,1962,41980690400
gab,1963,44444106800
gab,1964,48241868800
gab,1965,50500000000
gab,1966,55399990000
gab,1967,60600000000
gab,1968,66000000000
gab,1969,76800000000
gab,1970,84899990000
gab,1971,98500020000
gab,1972,101300000000
gab,1973,148300000000
gab,1974,341300000000
gab,1975,429600000000
gab,1976,676400000000
gab,1977,653000000000
gab,1978,488000000000
gab,1979,567700000000
gab,1980,814700000000
gab,1981,960400000000
gab,1982,1086000000000
gab,1983,1179900000000
gab,1984,1458300000000
gab,1985,1391100000000
gab,1986,1093300000000
gab,1987,913300000500
gab,1988,1059400001300
gab,1989,1260700000000
gab,1990,1452900000000
gab,1991,1368001000000
gab,1992,1287560000000
gab,1993,1309491236600
gab,1994,2050262586700
gab,1995,2143057952600
gab,1996,2522464854400
gab,1997,2690905550300
gab,1998,2341107763000
gab,1999,2520719506200
gab,2000,3053761000000
gab,2001,3217827000000
gab,2002,3367586000000
gab,2003,3361763000000
gab,2004,3468244000000
gab,2005,4547504000000
gab,2006,4684579000000
gab,2007,5085281000000
gab,2008,5979385000000
gab,2009,5049193000000
gab,2010,6177241556500
gab,2011,7403892503200
gab,2012,7891654229800
gab,2013,7848544739900
gab,2014,8520399566800
gab,2015,7797324892900
gab,2016,7665279545400
gab,2017,8120907682300
gab,2018,8751044250600
gab,2019,9088144141300
gab,2020,8347926911900
gbm,1970,39200000
gbm,1971,39400000
gbm,1972,47400000
gbm,1973,59900000
gbm,1974,67700000
gbm,1975,83000000
gbm,1976,107100000
gbm,1977,121300000
gbm,1978,134300000
gbm,1979,162600000
gbm,1980,191300000
gbm,1981,204200000
gbm,1982,200000000
gbm,1983,224800000
gbm,1984,231561000
gbm,1985,242327000
gbm,1986,289556000
gbm,1987,339655000
gbm,1988,394861000
gbm,1989,450791000
gbm,1990,508948000
gbm,1991,549307000
gbm,1992,573414000
gbm,1993,583835000
gbm,1994,608529000
gbm,1995,650775000
gbm,1996,712892000
gbm,1997,801396000
gbm,1998,906929000
gbm,1999,1031778000
gbm,2000,1101580000
gbm,2001,1209926000
gbm,2002,1310063000
gbm,2003,1433659000
gbm,2004,1593817000
gbm,2005,1733885000
gbm,2006,1944910000
gbm,2007,2183723000
gbm,2008,2370020000
gbm,2009,2460622000
gbm,2010,3871381000
gbm,2011,4176651000
gbm,2012,4316004000
gbm,2013,4606851000
gbm,2014,4652281000
gbm,2015,4468249000
gbm,2016,4521903000
gbm,2017,4945720000
gbm,2018,5330380000
gbm,2019,5459048000
gbr,1970,59030773000
gbr,1971,65708724000
gbr,1972,73435889000
gbr,1973,84971565000
gbr,1974,96208600000
gbr,1975,120536964000
gbr,1976,142810049000
gbr,1977,164073663000
gbr,1978,189797572000
gbr,1979,222290273000
gbr,1980,258415480000
gbr,1981,284274515000
gbr,1982,310711526000
gbr,1983,341832528000
gbr,1984,367543946000
gbr,1985,399093036000
gbr,1986,431362041000
gbr,1987,475308661000
gbr,1988,531818595000
gbr,1989,581793669000
gbr,1990,628669417000
gbr,1991,663354865000
gbr,1992,696141160000
gbr,1993,732424661000
gbr,1994,783948214000
gbr,1995,826694183000
gbr,1996,880719085000
gbr,1997,938478724000
gbr,1998,1002723137000
gbr,1999,1038497000000
gbr,2000,1102546000000
gbr,2001,1150098000000
gbr,2002,1205726000000
gbr,2003,1275950000000
gbr,2004,1336493000000
gbr,2005,1418233000000
gbr,2006,1477918000000
gbr,2007,1544957000000
gbr,2008,1583444000000
gbr,2009,1545005000000
gbr,2010,1612860000000
gbr,2011,1675302000000
gbr,2012,1703599000000
gbr,2013,1756800000000
gbr,2014,1837310000000
gbr,2015,1889064000000
gbr,2016,1966100000000
gbr,2017,2069946000000
gbr,2018,2143850000000
gbr,2019,2242225000000
gbr,2020,2124075000000
geo,1992,148200
geo,1993,16120000
geo,1994,886261000
geo,1995,2324238700
geo,1996,3779448000
geo,1997,4720201500
geo,1998,5287138000
geo,1999,5966101500
geo,2000,6117021100
geo,2001,6715460000
geo,2002,7478835300
geo,2003,8584483200
geo,2004,9965759800
geo,2005,11731112200
geo,2006,14076722400
geo,2007,17053938000
geo,2008,18986495600
geo,2009,17913166200
geo,2010,21434128000
geo,2011,24760419700
geo,2012,26942615900
geo,2013,28065635900
geo,2014,30718242100
geo,2015,33166388100
geo,2016,34175996600
geo,2017,38765500800
geo,2018,42864318400
geo,2019,47060392200
geo,2020,46969939270.9656
gha,1960,85900
gha,1961,91600
gha,1962,97700
gha,1963,108200
gha,1964,122400
gha,1965,144700
gha,1966,150400
gha,1967,147200
gha,1968,164800
gha,1969,195200
gha,1970,221400
gha,1971,245400
gha,1972,277900
gha,1973,347500
gha,1974,462900
gha,1975,524100
gha,1976,647800
gha,1977,1112300
gha,1978,2093800
gha,1979,2812300
gha,1980,4267000
gha,1981,7240400
gha,1982,8622600
gha,1983,18239800
gha,1984,26763100
gha,1985,33700300
gha,1986,50011400
gha,1987,72570400
gha,1988,102466800
gha,1989,138540800
gha,1990,188412800
gha,1991,238275400
gha,1992,275646600
gha,1993,379921000
gha,1994,509885900
gha,1995,759207900
gha,1996,1110375700
gha,1997,1383937900
gha,1998,1694494300
gha,1999,2014283600
gha,2000,2635169700
gha,2001,3729650700
gha,2002,4783631500
gha,2003,6472772000
gha,2004,7810528400
gha,2005,9607369600
gha,2006,18588392800
gha,2007,23023354500
gha,2008,30055844200
gha,2009,36465124500
gha,2010,45278268100
gha,2011,57956609300
gha,2012,71490377300
gha,2013,121009250800
gha,2014,150391818600
gha,2015,178007679800
gha,2016,210978989900
gha,2017,249856599800
gha,2018,294698315700
gha,2019,341882170400
gha,2020,396044777300
gin,1986,612805480700
gin,1987,821392410000
gin,1988,1068859265300
gin,1989,1338379376400
gin,1990,1662196220000
gin,1991,2147853990000
gin,1992,2835550000000
gin,1993,3053551850000
gin,1994,3232564480000
gin,1995,3582056962100
gin,1996,3795246580400
gin,1997,4022895114600
gin,1998,4290279469300
gin,1999,4692638682200
gin,2000,5104768319700
gin,2001,5349151107300
gin,2002,5764658322300
gin,2003,6353745663200
gin,2004,7554368809700
gin,2005,9686407268800
gin,2006,21517652101100
gin,2007,26104844364800
gin,2008,31627326499100
gin,2009,31440875480600
gin,2010,38801906212500
gin,2011,44287540881600
gin,2012,52505946617100
gin,2013,55065831441500
gin,2014,59580265105700
gin,2015,64756898972700
gin,2016,75751686713600
gin,2017,93373770439600
gin,2018,103159737688100
gin,2019,118047789069700
gin,2020,137163995215600
gmb,1966,78950000
gmb,1967,85700000
gmb,1968,85750000
gmb,1969,94100000
gmb,1970,108950000
gmb,1971,111886300
gmb,1972,115159600
gmb,1973,125787800
gmb,1974,162019900
gmb,1975,207517600
gmb,1976,252086700
gmb,1977,320395000
gmb,1978,357135700
gmb,1979,386069600
gmb,1980,407844500
gmb,1981,427998800
gmb,1982,479916600
gmb,1983,526853200
gmb,1984,639363300
gmb,1985,977270300
gmb,1986,1483334200
gmb,1987,1771971600
gmb,1988,1824170100
gmb,1989,2026849500
gmb,1990,2297319900
gmb,1991,5852697600
gmb,1992,6188365800
gmb,1993,6709243100
gmb,1994,6979953800
gmb,1995,7355153200
gmb,1996,8152578700
gmb,1997,7954902800
gmb,1998,8673957900
gmb,1999,8954770900
gmb,2000,9624984600
gmb,2001,10293690600
gmb,2002,10860939300
gmb,2003,13247311300
gmb,2004,28266481500
gmb,2005,28725617100
gmb,2006,28880500500
gmb,2007,31187555400
gmb,2008,34091391700
gmb,2009,37892255200
gmb,2010,42392974500
gmb,2011,40592853200
gmb,2012,44450739300
gmb,2013,48396734600
gmb,2014,50100074300
gmb,2015,57176231700
gmb,2016,63183112800
gmb,2017,68823196000
gmb,2018,79039805300
gmb,2019,89226536100
gmb,2020,94614901400
gnb,1970,43230800
gnb,1971,42290800
gnb,1972,47224600
gnb,1973,52730800
gnb,1974,60055400
gnb,1975,70993900
gnb,1976,69112300
gnb,1977,67206200
gnb,1978,80527700
gnb,1979,89246200
gnb,1980,80358500
gnb,1981,101032300
gnb,1982,122217000
gnb,1983,147347700
gnb,1984,256769200
gnb,1985,392692300
gnb,1986,743200000
gnb,1987,1423634000
gnb,1988,2636971800
gnb,1989,5593154500
gnb,1990,7844847300
gnb,1991,13517175800
gnb,1992,22702002600
gnb,1993,34368560000
gnb,1994,43938410200
gnb,1995,65602342800
gnb,1996,102174597800
gnb,1997,148164949200
gnb,1998,113481650800
gnb,1999,129387098900
gnb,2000,254726000000
gnb,2001,275907000000
gnb,2002,283746000000
gnb,2003,270480000000
gnb,2004,275145000000
gnb,2005,303486127300
gnb,2006,306545814100
gnb,2007,331881678600
gnb,2008,381127279100
gnb,2009,385584989800
gnb,2010,418714253700
gnb,2011,521324507300
gnb,2012,507828123600
gnb,2013,506767147400
gnb,2014,539331440700
gnb,2015,634849921200
gnb,2016,716307230600
