geo,time,sp_dyn_amrt_fe
dji,2017,223.556
dji,2018,178.345
dji,2019,175.419
dji,2020,172.493
dma,1990,113.32044
dma,2000,105
dnk,1960,106.075
dnk,1961,102.56
dnk,1962,100.598
dnk,1963,104.122
dnk,1964,98.527
dnk,1965,102.975
dnk,1966,101.496
dnk,1967,102.468
dnk,1968,102.061
dnk,1969,103.538
dnk,1970,104.323
dnk,1971,105.249
dnk,1972,103.259
dnk,1973,102.789
dnk,1974,101.336
dnk,1975,101.304
dnk,1976,104.969
dnk,1977,97.98
dnk,1978,99.663
dnk,1979,99.869
dnk,1980,105.928
dnk,1981,103.916
dnk,1982,100.643
dnk,1983,102.025
dnk,1984,102.054
dnk,1985,104.488
dnk,1986,103.239
dnk,1987,103.829
dnk,1988,101.435
dnk,1989,101.793
dnk,1990,101.117
dnk,1991,95.335
dnk,1992,94.805
dnk,1993,94.326
dnk,1994,92.219
dnk,1995,93.451
dnk,1996,87.663
dnk,1997,87.251
dnk,1998,80.569
dnk,1999,82.145
dnk,2000,78.859
dnk,2001,78.517
dnk,2002,75.793
dnk,2003,73.484
dnk,2004,71.842
dnk,2005,69.267
dnk,2006,68.409
dnk,2007,69.511
dnk,2008,67.182
dnk,2009,64.924
dnk,2010,63.005
dnk,2011,59.047
dnk,2012,57.616
dnk,2013,54.62
dnk,2014,51.817
dnk,2015,51.397
dnk,2016,51.652
dnk,2017,47.453
dnk,2018,48.343
dnk,2019,43.817
dnk,2020,43.561
dom,1960,261.91
dom,1961,254.728
dom,1962,247.547
dom,1963,241.623
dom,1964,235.7
dom,1965,229.776
dom,1966,223.853
dom,1967,217.929
dom,1968,215.015
dom,1969,212.101
dom,1970,209.187
dom,1971,206.273
dom,1972,203.359
dom,1973,202.539
dom,1974,201.72
dom,1975,200.901
dom,1976,200.081
dom,1977,199.262
dom,1978,197.402
dom,1979,195.542
dom,1980,193.683
dom,1981,191.823
dom,1982,189.963
dom,1983,186.355
dom,1984,182.747
dom,1985,179.139
dom,1986,175.531
dom,1987,171.923
dom,1988,169.245
dom,1989,166.567
dom,1990,163.889
dom,1991,161.211
dom,1992,158.533
dom,1993,156.532
dom,1994,154.531
dom,1995,152.53
dom,1996,150.529
dom,1997,148.527
dom,1998,146.646
dom,1999,144.764
dom,2000,142.882
dom,2001,141
dom,2002,139.118
dom,2003,137.428
dom,2004,135.737
dom,2005,134.046
dom,2006,132.356
dom,2007,130.665
dom,2008,129.108
dom,2009,127.55
dom,2010,125.992
dom,2011,124.435
dom,2012,122.877
dom,2013,121.656
dom,2014,120.435
dom,2015,119.214
dom,2016,117.993
dom,2017,116.772
dom,2018,114.55
dom,2019,113.549
dom,2020,112.547
dza,1960,323.28
dza,1961,319.799
dza,1962,316.317
dza,1963,313.06
dza,1964,309.802
dza,1965,306.545
dza,1966,303.288
dza,1967,300.031
dza,1968,297.249
dza,1969,294.468
dza,1970,291.686
dza,1971,288.905
dza,1972,286.123
dza,1973,280.45
dza,1974,274.777
dza,1975,269.104
dza,1976,263.431
dza,1977,257.758
dza,1978,244.985
dza,1979,232.212
dza,1980,219.439
dza,1981,206.666
dza,1982,193.893
dza,1983,186.738
dza,1984,179.584
dza,1985,172.429
dza,1986,165.274
dza,1987,158.119
dza,1988,156.069
dza,1989,154.019
dza,1990,151.969
dza,1991,149.919
dza,1992,147.869
dza,1993,144.879
dza,1994,141.89
dza,1995,138.9
dza,1996,135.911
dza,1997,132.921
dza,1998,129.367
dza,1999,125.812
dza,2000,122.258
dza,2001,118.703
dza,2002,115.149
dza,2003,111.533
dza,2004,107.917
dza,2005,104.301
dza,2006,100.685
dza,2007,97.069
dza,2008,95.34
dza,2009,93.611
dza,2010,91.882
dza,2011,90.153
dza,2012,88.423
dza,2013,87.096
dza,2014,85.768
dza,2015,84.44
dza,2016,83.113
dza,2017,81.785
dza,2018,80.672
dza,2019,79.539
dza,2020,78.405
ecu,1960,270.393
ecu,1961,262.054
ecu,1962,253.714
ecu,1963,250.074
ecu,1964,246.434
ecu,1965,242.793
ecu,1966,239.153
ecu,1967,235.513
ecu,1968,231.765
ecu,1969,228.017
ecu,1970,224.27
ecu,1971,220.522
ecu,1972,216.774
ecu,1973,211.029
ecu,1974,205.285
ecu,1975,199.54
ecu,1976,193.795
ecu,1977,188.05
ecu,1978,182.457
ecu,1979,176.864
ecu,1980,171.271
ecu,1981,165.677
ecu,1982,160.084
ecu,1983,155.555
ecu,1984,151.026
ecu,1985,146.497
ecu,1986,141.968
ecu,1987,137.44
ecu,1988,134.877
ecu,1989,132.314
ecu,1990,129.75
ecu,1991,127.187
ecu,1992,124.624
ecu,1993,123.823
ecu,1994,123.022
ecu,1995,122.221
ecu,1996,121.42
ecu,1997,120.619
ecu,1998,118.773
ecu,1999,116.926
ecu,2000,115.08
ecu,2001,113.234
ecu,2002,111.388
ecu,2003,108.771
ecu,2004,106.154
ecu,2005,103.537
ecu,2006,100.92
ecu,2007,98.303
ecu,2008,96.592
ecu,2009,94.881
ecu,2010,93.17
ecu,2011,91.459
ecu,2012,89.748
ecu,2013,88.508
ecu,2014,87.269
ecu,2015,86.029
ecu,2016,84.789
ecu,2017,83.55
ecu,2018,88.072
ecu,2019,86.933
ecu,2020,85.794
egy,1960,183.905
egy,1961,182.195
egy,1962,180.485
egy,1963,178.777
egy,1964,177.07
egy,1965,175.362
egy,1966,173.655
egy,1967,171.947
egy,1968,170.468
egy,1969,168.99
egy,1970,167.511
egy,1971,166.032
egy,1972,164.553
egy,1973,163.281
egy,1974,162.009
egy,1975,160.737
egy,1976,159.464
egy,1977,158.192
egy,1978,157.022
egy,1979,155.851
egy,1980,154.681
egy,1981,153.511
egy,1982,152.34
egy,1983,151.224
egy,1984,150.108
egy,1985,148.992
egy,1986,147.876
egy,1987,146.759
egy,1988,145.725
egy,1989,144.69
egy,1990,143.655
egy,1991,142.621
egy,1992,141.586
egy,1993,140.747
egy,1994,139.908
egy,1995,139.07
egy,1996,138.231
egy,1997,137.392
egy,1998,136.592
egy,1999,135.791
egy,2000,134.99
egy,2001,134.19
egy,2002,133.389
egy,2003,132.622
egy,2004,131.856
egy,2005,131.089
egy,2006,130.322
egy,2007,129.555
egy,2008,127.104
egy,2009,124.653
egy,2010,122.203
egy,2011,119.752
egy,2012,117.301
egy,2013,115.207
egy,2014,113.113
egy,2015,111.018
egy,2016,108.924
egy,2017,106.83
egy,2018,105.456
egy,2019,104.038
egy,2020,102.621
eri,1960,438.5
eri,1961,430.615
eri,1962,422.729
eri,1963,418.245
eri,1964,413.761
eri,1965,409.277
eri,1966,404.793
eri,1967,400.31
eri,1968,398.248
eri,1969,396.186
eri,1970,394.124
eri,1971,392.062
eri,1972,390
eri,1973,387.907
eri,1974,385.814
eri,1975,383.722
eri,1976,381.629
eri,1977,379.536
eri,1978,378.029
eri,1979,376.522
eri,1980,375.015
eri,1981,373.508
eri,1982,372
eri,1983,370.477
eri,1984,368.954
eri,1985,367.431
eri,1986,365.907
eri,1987,364.384
eri,1988,362.259
eri,1989,360.134
eri,1990,358.009
eri,1991,355.884
eri,1992,353.759
eri,1993,351.468
eri,1994,349.176
eri,1995,346.885
eri,1996,344.594
eri,1997,342.302
eri,1998,340.496
eri,1999,338.691
eri,2000,336.885
eri,2001,335.08
eri,2002,333.274
eri,2003,322.235
eri,2004,311.196
eri,2005,300.157
eri,2006,289.118
eri,2007,278.079
eri,2008,269.93
eri,2009,261.781
eri,2010,253.632
eri,2011,245.483
eri,2012,237.334
eri,2013,231.207
eri,2014,225.08
eri,2015,218.953
eri,2016,212.826
eri,2017,206.699
eri,2018,202.445
eri,2019,198.222
eri,2020,193.999
esp,1960,113.682
esp,1961,109.335
esp,1962,111.637
esp,1963,109.065
esp,1964,104.08
esp,1965,100.454
esp,1966,99.058
esp,1967,98.012
esp,1968,95.718
esp,1969,100.624
esp,1970,92.227
esp,1971,95.24
esp,1972,88.797
esp,1973,88.875
esp,1974,85.591
esp,1975,83.456
esp,1976,81.737
esp,1977,76.821
esp,1978,75.151
esp,1979,72.751
esp,1980,69.034
esp,1981,66.509
esp,1982,63.835
esp,1983,64.545
esp,1984,61.98
esp,1985,61.22
esp,1986,61.44
esp,1987,61.99
esp,1988,61.574
esp,1989,60.076
esp,1990,59.548
esp,1991,59.367
esp,1992,57.036
esp,1993,56.131
esp,1994,55.474
esp,1995,54.575
esp,1996,53.898
esp,1997,50.421
esp,1998,48.787
esp,1999,48.721
esp,2000,47.685
esp,2001,47.367
esp,2002,46.403
esp,2003,47.562
esp,2004,45.381
esp,2005,44.35
esp,2006,43.231
esp,2007,43.05
esp,2008,43.44
esp,2009,42.183
esp,2010,40.911
esp,2011,41.086
esp,2012,39.432
esp,2013,39.35
esp,2014,38.499
esp,2015,38.807
esp,2016,37.537
esp,2017,37.643
esp,2018,36.72
est,1960,111.092
est,1961,112.987
est,1962,110.664
est,1963,109.574
est,1964,104.991
est,1965,100.903
est,1966,106.479
est,1967,96.724
est,1968,105.548
est,1969,104.424
est,1970,105.302
est,1971,104.137
est,1972,109.156
est,1973,105.336
est,1974,102.558
est,1975,105.486
est,1976,108.53
est,1977,114.843
est,1978,112.151
est,1979,118.493
est,1980,112.733
est,1981,117.613
est,1982,111.841
est,1983,110.451
est,1984,115.991
est,1985,113.728
est,1986,101.529
est,1987,96.537
est,1988,100.898
est,1989,113.343
est,1990,106.786
est,1991,114.493
est,1992,111.714
est,1993,127.048
est,1994,156.201
est,1995,132.01
est,1996,116.079
est,1997,114.198
est,1998,121.533
est,1999,115.216
est,2000,118.066
est,2001,121.666
est,2002,110.566
est,2003,107.107
est,2004,99.418
est,2005,99.322
est,2006,96.011
est,2007,92.312
est,2008,84.723
est,2009,77.471
est,2010,67.753
est,2011,70.866
est,2012,67.859
est,2013,67.015
est,2014,65.288
est,2015,62.825
est,2016,67.212
est,2017,56.077
est,2018,55.53
est,2019,58.202
eth,1960,438.492
eth,1961,430.607
eth,1962,422.722
eth,1963,418.24
eth,1964,413.758
eth,1965,409.275
eth,1966,404.793
eth,1967,400.311
eth,1968,397.39
eth,1969,394.47
eth,1970,391.55
eth,1971,388.63
eth,1972,385.71
eth,1973,384.148
eth,1974,382.585
eth,1975,381.023
eth,1976,379.46
eth,1977,377.898
eth,1978,379.607
eth,1979,381.317
eth,1980,383.027
eth,1981,384.736
eth,1982,386.446
eth,1983,381.237
eth,1984,376.028
eth,1985,370.819
eth,1986,365.61
eth,1987,360.401
eth,1988,358.818
eth,1989,357.234
eth,1990,355.651
eth,1991,354.068
eth,1992,352.484
eth,1993,354.871
eth,1994,357.258
eth,1995,359.644
eth,1996,362.031
eth,1997,364.417
eth,1998,364.79
eth,1999,365.164
eth,2000,365.537
eth,2001,365.911
eth,2002,366.284
eth,2003,350.161
eth,2004,334.037
eth,2005,317.914
eth,2006,301.791
eth,2007,285.668
eth,2008,271.318
eth,2009,256.968
eth,2010,242.618
eth,2011,228.269
eth,2012,213.919
eth,2013,208.843
eth,2014,203.767
eth,2015,198.692
eth,2016,193.616
eth,2017,188.54
eth,2018,184.812
eth,2019,181.102
eth,2020,177.392
fin,1960,117.063
fin,1961,118.099
fin,1962,118.241
fin,1963,115.085
fin,1964,111.877
fin,1965,109.036
fin,1966,107.736
fin,1967,103.969
fin,1968,104.816
fin,1969,107.602
fin,1970,99.592
fin,1971,98.06
fin,1972,93.626
fin,1973,88.67
fin,1974,91.529
fin,1975,90.663
fin,1976,89.123
fin,1977,81.122
fin,1978,78.746
fin,1979,79.011
fin,1980,73.873
fin,1981,71.336
fin,1982,70.352
fin,1983,74.81
fin,1984,67.276
fin,1985,68.298
fin,1986,71.06
fin,1987,71.548
fin,1988,71.073
fin,1989,70.55
fin,1990,70.355
fin,1991,68.373
fin,1992,68.134
fin,1993,66.596
fin,1994,63.005
fin,1995,65.153
fin,1996,60.845
fin,1997,62.851
fin,1998,62.151
fin,1999,61.08
fin,2000,63.322
fin,2001,59.853
fin,2002,60.744
fin,2003,57.94
fin,2004,61.1
fin,2005,62.699
fin,2006,57.272
fin,2007,56.788
fin,2008,56.723
fin,2009,55.862
fin,2010,53.674
fin,2011,50.994
fin,2012,50.735
fin,2013,48.4
fin,2014,45.191
fin,2015,43.46
fin,2016,43.108
fin,2017,44.851
fin,2018,44.169
fin,2019,43.216
fin,2020,42.095
fji,1960,261.886
fji,1961,259.188
fji,1962,256.49
fji,1963,253.99
fji,1964,251.49
fji,1965,248.989
fji,1966,246.489
fji,1967,243.989
fji,1968,241.67
fji,1969,239.351
fji,1970,237.032
fji,1971,234.713
fji,1972,232.395
fji,1973,229.989
fji,1974,227.583
fji,1975,225.178
fji,1976,222.772
fji,1977,220.366
fji,1978,218.068
fji,1979,215.769
fji,1980,213.47
fji,1981,211.172
fji,1982,208.873
fji,1983,206.758
fji,1984,204.644
fji,1985,202.529
fji,1986,200.414
fji,1987,198.3
fji,1988,196.35
fji,1989,194.401
fji,1990,192.452
fji,1991,190.503
fji,1992,188.553
fji,1993,186.752
fji,1994,184.952
fji,1995,183.151
fji,1996,181.35
fji,1997,179.549
fji,1998,177.882
fji,1999,176.214
fji,2000,174.547
fji,2001,172.879
fji,2002,171.212
fji,2003,168.219
fji,2004,165.225
fji,2005,162.232
fji,2006,159.238
fji,2007,156.245
fji,2008,153.668
fji,2009,151.091
fji,2010,148.514
fji,2011,145.938
fji,2012,143.361
fji,2013,141.363
fji,2014,139.364
fji,2015,137.366
fji,2016,135.367
fji,2017,133.369
fji,2018,174.97
fji,2019,172.719
fji,2020,170.469
fra,1960,115.166
fra,1961,109.188
fra,1962,111.696
fra,1963,112.453
fra,1964,107.276
fra,1965,108.863
fra,1966,105.889
fra,1967,105.465
fra,1968,104.266
fra,1969,106.248
fra,1970,101.134
fra,1971,101.064
fra,1972,100.361
fra,1973,97.165
fra,1974,95.626
fra,1975,95.071
fra,1976,92.711
fra,1977,88.738
fra,1978,88.002
fra,1979,86.13
fra,1980,84.922
fra,1981,82.434
fra,1982,80.834
fra,1983,80.978
fra,1984,78
fra,1985,76.688
fra,1986,75.077
fra,1987,72.87
fra,1988,72.027
fra,1989,70.859
fra,1990,68.981
fra,1991,68.2
fra,1992,67.617
fra,1993,68.135
fra,1994,66.538
fra,1995,65.932
fra,1996,65.4
fra,1997,63.368
fra,1998,62.736
fra,1999,62.113
fra,2000,60.936
fra,2001,60.998
fra,2002,60.634
fra,2003,60.006
fra,2004,57.921
fra,2005,56.754
fra,2006,56.165
fra,2007,54.815
fra,2008,55.022
fra,2009,55.372
fra,2010,53.661
fra,2011,52.553
fra,2012,51.592
fra,2013,50.507
fra,2014,49.309
fra,2015,49.377
fra,2016,48.319
fra,2017,48.287
fra,2018,48.347
fsm,1960,273.843
fsm,1961,269.659
fsm,1962,265.475
fsm,1963,261.293
fsm,1964,257.111
fsm,1965,252.929
fsm,1966,248.747
fsm,1967,244.565
fsm,1968,240.192
fsm,1969,235.819
fsm,1970,231.446
fsm,1971,227.074
fsm,1972,222.701
fsm,1973,218.35
fsm,1974,214
fsm,1975,209.649
fsm,1976,205.298
fsm,1977,200.948
fsm,1978,199.8
fsm,1979,198.652
fsm,1980,197.504
fsm,1981,196.356
fsm,1982,195.208
fsm,1983,194.03
fsm,1984,192.853
fsm,1985,191.675
fsm,1986,190.497
fsm,1987,189.32
fsm,1988,188.154
fsm,1989,186.988
fsm,1990,185.822
fsm,1991,184.656
fsm,1992,183.49
fsm,1993,182.315
fsm,1994,181.14
fsm,1995,179.965
fsm,1996,178.79
fsm,1997,177.615
fsm,1998,176.347
fsm,1999,175.079
fsm,2000,173.811
fsm,2001,172.543
fsm,2002,171.275
fsm,2003,169.333
fsm,2004,167.391
fsm,2005,165.449
fsm,2006,163.507
fsm,2007,161.565
fsm,2008,159.974
fsm,2009,158.384
fsm,2010,156.794
fsm,2011,155.204
fsm,2012,153.614
fsm,2013,151.986
fsm,2014,150.358
fsm,2015,148.73
fsm,2016,147.102
fsm,2017,145.474
fsm,2018,146.294
fsm,2019,144.81
fsm,2020,143.327
gab,1960,424.215
gab,1961,420.9
gab,1962,417.585
gab,1963,408.782
gab,1964,399.979
gab,1965,391.176
gab,1966,382.373
gab,1967,373.57
gab,1968,365.619
gab,1969,357.669
gab,1970,349.718
gab,1971,341.768
gab,1972,333.817
gab,1973,326.173
gab,1974,318.528
gab,1975,310.884
gab,1976,303.24
gab,1977,295.595
gab,1978,287.858
gab,1979,280.121
gab,1980,272.384
gab,1981,264.647
gab,1982,256.91
gab,1983,250.801
gab,1984,244.691
gab,1985,238.581
gab,1986,232.471
gab,1987,226.361
gab,1988,228.538
gab,1989,230.715
gab,1990,232.892
gab,1991,235.068
gab,1992,237.245
gab,1993,245.893
gab,1994,254.542
gab,1995,263.19
gab,1996,271.838
gab,1997,280.486
gab,1998,289.351
gab,1999,298.217
gab,2000,307.082
gab,2001,315.948
gab,2002,324.813
gab,2003,322.036
gab,2004,319.258
gab,2005,316.481
gab,2006,313.704
gab,2007,310.927
gab,2008,297.086
gab,2009,283.245
gab,2010,269.404
gab,2011,255.563
gab,2012,241.722
gab,2013,234.279
gab,2014,226.836
gab,2015,219.393
gab,2016,211.95
gab,2017,204.506
gab,2018,182.317
gab,2019,180.05
gab,2020,177.784
gbr,1960,109.365
gbr,1961,110.912
gbr,1962,110.498
gbr,1963,111.365
gbr,1964,107.739
gbr,1965,108.28
gbr,1966,108.542
gbr,1967,104.594
gbr,1968,106.317
gbr,1969,109.382
gbr,1970,106.877
gbr,1971,105.395
gbr,1972,107.623
gbr,1973,105.536
gbr,1974,104.664
gbr,1975,102.725
gbr,1976,103.044
gbr,1977,99.982
gbr,1978,101.766
gbr,1979,100.469
gbr,1980,96.533
gbr,1981,94.264
gbr,1982,92.496
gbr,1983,90.337
gbr,1984,88.436
gbr,1985,87.047
gbr,1986,84.421
gbr,1987,83.524
gbr,1988,81.767
gbr,1989,80.426
gbr,1990,78.124
gbr,1991,75.839
gbr,1992,74.16
gbr,1993,74.268
gbr,1994,71.992
gbr,1995,72.505
gbr,1996,71.238
gbr,1997,69.783
gbr,1998,69.213
gbr,1999,68.318
gbr,2000,67.6
gbr,2001,65.765
gbr,2002,64.844
gbr,2003,64.551
gbr,2004,62.084
gbr,2005,61.571
gbr,2006,60.822
gbr,2007,60.006
gbr,2008,60.097
gbr,2009,58.132
gbr,2010,57.445
gbr,2011,55.743
gbr,2012,54.362
gbr,2013,53.891
gbr,2014,53.642
gbr,2015,54.081
gbr,2016,55.137
gbr,2017,53.08
gbr,2018,54.575
geo,1960,145.739
geo,1961,141.026
geo,1962,136.314
geo,1963,132.593
geo,1964,128.873
geo,1965,125.152
geo,1966,121.431
geo,1967,117.711
geo,1968,115.344
geo,1969,112.976
geo,1970,110.609
geo,1971,108.242
geo,1972,105.874
geo,1973,103.148
geo,1974,100.422
geo,1975,97.696
geo,1976,94.97
geo,1977,92.244
geo,1978,92.628
geo,1979,93.012
geo,1980,93.396
geo,1981,93.78
geo,1982,94.164
geo,1983,92.857
geo,1984,91.55
geo,1985,90.243
geo,1986,88.935
geo,1987,87.628
geo,1988,86.914
geo,1989,86.201
geo,1990,85.487
geo,1991,84.773
geo,1992,84.06
geo,1993,87.915
geo,1994,91.771
geo,1995,95.627
geo,1996,99.482
geo,1997,103.338
geo,1998,102.722
geo,1999,102.106
geo,2000,101.49
geo,2001,100.874
geo,2002,100.258
geo,2003,99.346
geo,2004,98.434
geo,2005,97.522
geo,2006,96.61
geo,2007,95.698
geo,2008,93.674
geo,2009,91.65
geo,2010,89.626
geo,2011,87.602
geo,2012,85.578
geo,2013,84.082
geo,2014,82.585
geo,2015,81.089
geo,2016,79.593
geo,2017,78.096
geo,2018,77.23
geo,2019,76.364
geo,2020,75.497
gha,1960,368.978
gha,1961,363.868
gha,1962,358.757
gha,1963,355.155
gha,1964,351.554
gha,1965,347.953
gha,1966,344.351
gha,1967,340.75
gha,1968,336.667
gha,1969,332.584
gha,1970,328.501
gha,1971,324.418
gha,1972,320.334
gha,1973,317.304
gha,1974,314.273
gha,1975,311.242
gha,1976,308.211
gha,1977,305.18
gha,1978,302.511
gha,1979,299.842
gha,1980,297.172
gha,1981,294.503
gha,1982,291.833
gha,1983,287.759
gha,1984,283.684
gha,1985,279.609
gha,1986,275.535
gha,1987,271.46
gha,1988,266.403
gha,1989,261.346
gha,1990,256.289
gha,1991,251.233
gha,1992,246.176
gha,1993,252.555
gha,1994,258.934
gha,1995,265.314
gha,1996,271.693
gha,1997,278.072
gha,1998,278.695
gha,1999,279.318
gha,2000,279.94
gha,2001,280.563
gha,2002,281.185
gha,2003,274.368
gha,2004,267.551
gha,2005,260.733
gha,2006,253.916
gha,2007,247.098
gha,2008,244.879
gha,2009,242.659
gha,2010,240.439
gha,2011,238.22
gha,2012,236
gha,2013,232.32
gha,2014,228.639
gha,2015,224.959
gha,2016,221.279
gha,2017,217.599
gha,2018,214.333
gha,2019,211.07
gha,2020,207.806
gin,1960,475.304
gin,1961,471.974
gin,1962,468.645
gin,1963,465.973
gin,1964,463.3
gin,1965,460.628
gin,1966,457.956
gin,1967,455.283
gin,1968,451.109
gin,1969,446.935
gin,1970,442.761
gin,1971,438.587
gin,1972,434.413
gin,1973,428.214
gin,1974,422.015
gin,1975,415.817
gin,1976,409.618
gin,1977,403.42
gin,1978,394.726
gin,1979,386.032
gin,1980,377.338
gin,1981,368.644
gin,1982,359.95
gin,1983,345.037
gin,1984,330.123
gin,1985,315.209
gin,1986,300.295
gin,1987,285.382
gin,1988,279.257
gin,1989,273.131
gin,1990,267.006
gin,1991,260.881
gin,1992,254.756
gin,1993,262.305
gin,1994,269.853
gin,1995,277.402
gin,1996,284.95
gin,1997,292.499
gin,1998,300.444
gin,1999,308.39
gin,2000,316.336
gin,2001,324.282
gin,2002,332.228
gin,2003,322.382
gin,2004,312.537
gin,2005,302.691
gin,2006,292.846
gin,2007,283
gin,2008,280.4
gin,2009,277.8
gin,2010,275.2
gin,2011,272.6
gin,2012,270
gin,2013,263.323
gin,2014,256.645
gin,2015,249.967
gin,2016,243.289
gin,2017,236.611
gin,2018,232.889
gin,2019,229.185
gin,2020,225.48
gmb,1960,514.094
gmb,1961,510.903
gmb,1962,507.712
gmb,1963,503.211
gmb,1964,498.711
gmb,1965,494.21
gmb,1966,489.709
gmb,1967,485.209
gmb,1968,473.63
gmb,1969,462.052
gmb,1970,450.473
gmb,1971,438.895
gmb,1972,427.317
gmb,1973,416.873
gmb,1974,406.429
gmb,1975,395.985
gmb,1976,385.541
gmb,1977,375.097
gmb,1978,365.878
gmb,1979,356.66
gmb,1980,347.442
gmb,1981,338.224
gmb,1982,329.006
gmb,1983,322.24
gmb,1984,315.474
gmb,1985,308.709
gmb,1986,301.943
gmb,1987,295.178
gmb,1988,294.307
gmb,1989,293.437
gmb,1990,292.566
gmb,1991,291.695
gmb,1992,290.825
gmb,1993,288.788
gmb,1994,286.751
gmb,1995,284.714
gmb,1996,282.677
gmb,1997,280.64
gmb,1998,278.789
gmb,1999,276.938
gmb,2000,275.087
gmb,2001,273.236
gmb,2002,271.385
gmb,2003,268.231
gmb,2004,265.076
gmb,2005,261.922
gmb,2006,258.767
gmb,2007,255.613
gmb,2008,253.09
gmb,2009,250.568
gmb,2010,248.045
gmb,2011,245.523
gmb,2012,243
gmb,2013,240.079
gmb,2014,237.157
gmb,2015,234.236
gmb,2016,231.314
gmb,2017,228.393
gmb,2018,224.406
gmb,2019,220.367
gmb,2020,216.329
gnb,1960,439.917
gnb,1961,435.596
gnb,1962,431.275
gnb,1963,425.816
gnb,1964,420.358
gnb,1965,414.899
gnb,1966,409.44
gnb,1967,403.981
gnb,1968,398.485
gnb,1969,392.988
gnb,1970,387.491
gnb,1971,381.994
gnb,1972,376.497
gnb,1973,371.767
gnb,1974,367.038
gnb,1975,362.308
gnb,1976,357.578
gnb,1977,352.848
gnb,1978,346.482
gnb,1979,340.115
gnb,1980,333.749
gnb,1981,327.383
gnb,1982,321.016
gnb,1983,316.655
gnb,1984,312.293
gnb,1985,307.931
gnb,1986,303.57
gnb,1987,299.208
gnb,1988,294.661
gnb,1989,290.113
gnb,1990,285.565
gnb,1991,281.018
gnb,1992,276.47
gnb,1993,276.721
gnb,1994,276.971
gnb,1995,277.222
gnb,1996,277.472
gnb,1997,277.723
gnb,1998,281.695
gnb,1999,285.667
gnb,2000,289.638
gnb,2001,293.61
gnb,2002,297.582
gnb,2003,292.85
gnb,2004,288.119
gnb,2005,283.387
gnb,2006,278.655
gnb,2007,273.923
gnb,2008,270.179
gnb,2009,266.434
gnb,2010,262.69
gnb,2011,258.945
gnb,2012,255.201
gnb,2013,251.634
gnb,2014,248.067
gnb,2015,244.5
gnb,2016,240.933
gnb,2017,237.366
gnb,2018,301.21
gnb,2019,297.034
gnb,2020,292.857
gnq,1960,458.259
gnq,1961,454.845
gnq,1962,451.431
gnq,1963,448.043
gnq,1964,444.655
gnq,1965,441.267
gnq,1966,437.879
gnq,1967,434.491
gnq,1968,431.16
gnq,1969,427.829
gnq,1970,424.498
gnq,1971,421.168
gnq,1972,417.837
gnq,1973,414.509
gnq,1974,411.181
gnq,1975,407.853
gnq,1976,404.525
gnq,1977,401.197
gnq,1978,393.773
gnq,1979,386.348
gnq,1980,378.923
gnq,1981,371.498
gnq,1982,364.073
gnq,1983,360.899
gnq,1984,357.725
gnq,1985,354.55
gnq,1986,351.376
gnq,1987,348.202
gnq,1988,344.129
gnq,1989,340.055
gnq,1990,335.982
gnq,1991,331.909
gnq,1992,327.835
gnq,1993,324.266
gnq,1994,320.698
gnq,1995,317.129
gnq,1996,313.56
gnq,1997,309.992
gnq,1998,309.913
gnq,1999,309.835
gnq,2000,309.757
gnq,2001,309.678
gnq,2002,309.6
gnq,2003,311.416
gnq,2004,313.231
gnq,2005,315.047
gnq,2006,316.862
gnq,2007,318.678
gnq,2008,315.295
gnq,2009,311.913
gnq,2010,308.53
gnq,2011,305.148
gnq,2012,301.765
gnq,2013,304.081
gnq,2014,306.397
gnq,2015,308.714
gnq,2016,311.03
gnq,2017,313.346
gnq,2018,294.556
gnq,2019,290.535
gnq,2020,286.514
grc,1960,128.122
grc,1961,123
grc,1962,117.878
grc,1963,116.385
grc,1964,114.893
grc,1965,113.4
grc,1966,111.908
grc,1967,110.415
grc,1968,108.893
grc,1969,107.37
grc,1970,105.848
grc,1971,104.325
grc,1972,102.803
grc,1973,101.276
grc,1974,99.749
grc,1975,98.221
grc,1976,96.694
grc,1977,95.167
grc,1978,92.209
grc,1979,89.251
grc,1980,86.292
grc,1981,83.334
grc,1982,80.376
grc,1983,78.877
grc,1984,77.377
grc,1985,75.878
grc,1986,74.379
grc,1987,72.88
grc,1988,69.088
grc,1989,65.296
grc,1990,61.504
grc,1991,57.712
grc,1992,53.919
grc,1993,53.397
grc,1994,52.874
grc,1995,52.351
grc,1996,51.828
grc,1997,51.305
grc,1998,50.636
grc,1999,49.967
grc,2000,49.299
grc,2001,48.63
grc,2002,47.961
grc,2003,47.548
grc,2004,47.136
grc,2005,46.723
grc,2006,46.311
grc,2007,45.898
grc,2008,45.612
grc,2009,45.326
grc,2010,45.041
grc,2011,44.755
grc,2012,44.469
grc,2013,44.217
grc,2014,43.964
grc,2015,43.712
grc,2016,43.46
grc,2017,43.207
grc,2018,42.478
grc,2019,41.749
grc,2020,41.019
grd,1960,201.456
grd,1961,199.173
grd,1962,196.889
grd,1963,194.791
grd,1964,192.692
grd,1965,190.593
grd,1966,188.494
grd,1967,186.395
grd,1968,184.461
grd,1969,182.526
grd,1970,180.592
grd,1971,178.658
grd,1972,176.723
grd,1973,174.935
grd,1974,173.147
grd,1975,171.36
grd,1976,169.572
grd,1977,167.784
grd,1978,166.127
grd,1979,164.471
grd,1980,162.814
grd,1981,161.158
