geo,time,sl_agr_empl_fe_zs
swz,2011,13.73
swz,2012,13.19
swz,2013,12.71
swz,2014,12.24
swz,2015,11.75
swz,2016,11.34
swz,2017,10.93
swz,2018,10.52
swz,2019,10.1
syr,1991,52.88
syr,1992,52.84
syr,1993,51.95
syr,1994,56.09
syr,1995,59.79
syr,1996,58.13
syr,1997,56
syr,1998,53.59
syr,1999,50.2
syr,2000,62.01
syr,2001,58.07
syr,2002,53.7
syr,2003,49.01
syr,2004,43.34
syr,2005,37.64
syr,2006,31.81
syr,2007,26.32
syr,2008,22.43
syr,2009,18.54
syr,2010,15.32
syr,2011,12.41
syr,2012,11.21
syr,2013,9.88
syr,2014,8.98
syr,2015,8.37
syr,2016,7.93
syr,2017,7.51
syr,2018,7.21
syr,2019,6.85
tcd,1991,85.93
tcd,1992,85.58
tcd,1993,86.06
tcd,1994,85.36
tcd,1995,85.25
tcd,1996,84.96
tcd,1997,84.52
tcd,1998,84.06
tcd,1999,84
tcd,2000,83.86
tcd,2001,83.14
tcd,2002,82.66
tcd,2003,81.58
tcd,2004,80.54
tcd,2005,79.61
tcd,2006,79.33
tcd,2007,79.03
tcd,2008,78.61
tcd,2009,77.92
tcd,2010,76.57
tcd,2011,76.91
tcd,2012,76.1
tcd,2013,75.21
tcd,2014,74.6
tcd,2015,74.11
tcd,2016,74.13
tcd,2017,74.08
tcd,2018,73.83
tcd,2019,73.39
tgo,1991,50.92
tgo,1992,50.85
tgo,1993,50.82
tgo,1994,50.59
tgo,1995,50.04
tgo,1996,49.41
tgo,1997,48.61
tgo,1998,48.94
tgo,1999,48.53
tgo,2000,48.44
tgo,2001,48.1
tgo,2002,47.42
tgo,2003,46.75
tgo,2004,46.52
tgo,2005,46.25
tgo,2006,45.78
tgo,2007,45.53
tgo,2008,44.58
tgo,2009,43.79
tgo,2010,43.02
tgo,2011,42.29
tgo,2012,41.32
tgo,2013,40.44
tgo,2014,39.51
tgo,2015,35.83
tgo,2016,32.09
tgo,2017,28.49
tgo,2018,27.65
tgo,2019,26.87
tha,1991,60.82
tha,1992,62.09
tha,1993,57.51
tha,1994,57.03
tha,1995,53.44
tha,1996,51.59
tha,1997,51.49
tha,1998,50.09
tha,1999,46.97
tha,2000,47.55
tha,2001,43.67
tha,2002,41.57
tha,2003,39.35
tha,2004,37.09
tha,2005,36.73
tha,2006,37.69
tha,2007,37.55
tha,2008,37.58
tha,2009,36.55
tha,2010,36.06
tha,2011,39.2
tha,2012,40.37
tha,2013,39.25
tha,2014,31.15
tha,2015,29.82
tha,2016,28.42
tha,2017,28.49
tha,2018,29.19
tha,2019,28.27
tjk,1991,77.63
tjk,1992,77.67
tjk,1993,77.72
tjk,1994,77.82
tjk,1995,77.75
tjk,1996,77.55
tjk,1997,77.68
tjk,1998,78.04
tjk,1999,77.91
tjk,2000,77.86
tjk,2001,77.62
tjk,2002,77.31
tjk,2003,76.89
tjk,2004,76.34
tjk,2005,75.07
tjk,2006,74.05
tjk,2007,72.93
tjk,2008,71.56
tjk,2009,70.02
tjk,2010,69.31
tjk,2011,68.35
tjk,2012,67.56
tjk,2013,66.67
tjk,2014,65.61
tjk,2015,64.52
tjk,2016,63.49
tjk,2017,62.27
tjk,2018,61.2
tjk,2019,60.05
tkm,1991,25.72
tkm,1992,28.14
tkm,1993,27.5
tkm,1994,26.42
tkm,1995,28.54
tkm,1996,29.39
tkm,1997,28.05
tkm,1998,27.27
tkm,1999,27.64
tkm,2000,27.81
tkm,2001,27.57
tkm,2002,28.14
tkm,2003,28.19
tkm,2004,28.03
tkm,2005,27.63
tkm,2006,27.6
tkm,2007,26.76
tkm,2008,28.06
tkm,2009,27.39
tkm,2010,26.48
tkm,2011,26.22
tkm,2012,25.52
tkm,2013,24.65
tkm,2014,23.76
tkm,2015,22.6
tkm,2016,21.78
tkm,2017,20.78
tkm,2018,19.7
tkm,2019,18.68
tls,1991,64.16
tls,1992,63.77
tls,1993,63.36
tls,1994,62.83
tls,1995,62.37
tls,1996,61.85
tls,1997,61.73
tls,1998,62.17
tls,1999,63.01
tls,2000,60.07
tls,2001,57.1
tls,2002,56.7
tls,2003,56.51
tls,2004,56.85
tls,2005,54.97
tls,2006,56.07
tls,2007,55.33
tls,2008,54.01
tls,2009,52.25
tls,2010,50.91
tls,2011,49.36
tls,2012,48.23
tls,2013,46.16
tls,2014,44.89
tls,2015,42.83
tls,2016,40.98
tls,2017,40.44
tls,2018,40.01
tls,2019,39.17
ton,1991,5.08
ton,1992,5.47
ton,1993,5.75
ton,1994,5.45
ton,1995,5.24
ton,1996,5.2
ton,1997,5.05
ton,1998,4.91
ton,1999,4.78
ton,2000,4.4
ton,2001,4.1
ton,2002,3.95
ton,2003,3.91
ton,2004,3.83
ton,2005,3.47
ton,2006,3.16
ton,2007,3.08
ton,2008,2.72
ton,2009,2.54
ton,2010,2.44
ton,2011,2.34
ton,2012,2.22
ton,2013,2.13
ton,2014,2.1
ton,2015,2
ton,2016,1.82
ton,2017,1.7
ton,2018,1.58
ton,2019,1.52
tto,1991,6.51
tto,1992,5.54
tto,1993,5.74
tto,1994,6.27
tto,1995,5.1
tto,1996,4.64
tto,1997,4.06
tto,1998,3.49
tto,1999,2.92
tto,2000,2.95
tto,2001,3.25
tto,2002,2.1
tto,2003,2.08
tto,2004,2.05
tto,2005,1.73
tto,2006,2.02
tto,2007,1.83
tto,2008,1.86
tto,2009,1.91
tto,2010,1.93
tto,2011,1.96
tto,2012,1.39
tto,2013,1.27
tto,2014,1.27
tto,2015,1.38
tto,2016,1.6
tto,2017,1.46
tto,2018,1.39
tto,2019,1.34
tun,1991,24.15
tun,1992,24.14
tun,1993,24.03
tun,1994,23.9
tun,1995,23.76
tun,1996,23.66
tun,1997,23.49
tun,1998,23.27
tun,1999,23.01
tun,2000,22.65
tun,2001,22.22
tun,2002,21.87
tun,2003,21.41
tun,2004,20.9
tun,2005,20.76
tun,2006,21.54
tun,2007,20.38
tun,2008,18.62
tun,2009,19.57
tun,2010,20.11
tun,2011,14.93
tun,2012,15.52
tun,2013,11.8
tun,2014,10.49
tun,2015,9.61
tun,2016,10.75
tun,2017,9.94
tun,2018,9.45
tun,2019,8.96
tur,1991,49.12
tur,1992,49.21
tur,1993,50.29
tur,1994,49.1
tur,1995,48.79
tur,1996,48.37
tur,1997,48.52
tur,1998,47.83
tur,1999,47.17
tur,2000,47.22
tur,2001,46.6
tur,2002,45.53
tur,2003,45.08
tur,2004,45.1
tur,2005,44.3
tur,2006,43.54
tur,2007,42.6
tur,2008,40.26
tur,2009,37.79
tur,2010,39.2
tur,2011,39.27
tur,2012,37.1
tur,2013,35.56
tur,2014,32.77
tur,2015,31
tur,2016,28.59
tur,2017,28.21
tur,2018,26.03
tur,2019,25.05
tza,1991,87.65
tza,1992,87.61
tza,1993,87.54
tza,1994,87.45
tza,1995,87.27
tza,1996,87.05
tza,1997,86.84
tza,1998,86.59
tza,1999,86.19
tza,2000,85.7
tza,2001,84.94
tza,2002,83.49
tza,2003,81.91
tza,2004,80.09
tza,2005,78.23
tza,2006,76.12
tza,2007,75.77
tza,2008,75.19
tza,2009,74.59
tza,2010,74.02
tza,2011,73.33
tza,2012,72.57
tza,2013,71.75
tza,2014,70.88
tza,2015,70
tza,2016,69.12
tza,2017,68.16
tza,2018,67.45
tza,2019,66.71
uga,1991,79.68
uga,1992,79.49
uga,1993,79.38
uga,1994,79.05
uga,1995,78.79
uga,1996,78.58
uga,1997,78.29
uga,1998,78.01
uga,1999,77.58
uga,2000,77.34
uga,2001,77.06
uga,2002,76.62
uga,2003,76.01
uga,2004,75.61
uga,2005,75.1
uga,2006,74.55
uga,2007,74.13
uga,2008,73.46
uga,2009,72.73
uga,2010,72.5
uga,2011,71.72
uga,2012,71.17
uga,2013,77.16
uga,2014,77.43
uga,2015,77.27
uga,2016,77.35
uga,2017,77.34
uga,2018,77.17
uga,2019,76.77
ukr,1991,26
ukr,1992,26.15
ukr,1993,26.42
ukr,1994,26.47
ukr,1995,26.54
ukr,1996,26.6
ukr,1997,26.38
ukr,1998,26.37
ukr,1999,26.34
ukr,2000,26.03
ukr,2001,25.67
ukr,2002,25.21
ukr,2003,24.54
ukr,2004,23.89
ukr,2005,23.19
ukr,2006,22.43
ukr,2007,21.8
ukr,2008,21.2
ukr,2009,20.74
ukr,2010,19.62
ukr,2011,19.72
ukr,2012,19.13
ukr,2013,19.25
ukr,2014,12.96
ukr,2015,13.13
ukr,2016,13.17
ukr,2017,13.05
ukr,2018,12.05
ukr,2019,11.41
ury,1991,5.89
ury,1992,5.94
ury,1993,5.94
ury,1994,5.93
ury,1995,5.93
ury,1996,5.91
ury,1997,5.88
ury,1998,5.83
ury,1999,5.77
ury,2000,5.69
ury,2001,5.58
ury,2002,5.44
ury,2003,5.3
ury,2004,5.13
ury,2005,5.11
ury,2006,4.99
ury,2007,4.69
ury,2008,4.71
ury,2009,4.86
ury,2010,5.1
ury,2011,4.8
ury,2012,4.02
ury,2013,4.3
ury,2014,4.2
ury,2015,4.46
ury,2016,3.93
ury,2017,3.87
ury,2018,3.74
ury,2019,3.84
usa,1991,1.05
usa,1992,1.04
usa,1993,1.02
usa,1994,1.01
usa,1995,0.99
usa,1996,0.97
usa,1997,0.95
usa,1998,0.92
usa,1999,0.9
usa,2000,0.86
usa,2001,0.83
usa,2002,0.84
usa,2003,0.81
usa,2004,0.78
usa,2005,0.75
usa,2006,0.74
usa,2007,0.65
usa,2008,0.69
usa,2009,0.68
usa,2010,0.74
usa,2011,0.77
usa,2012,0.76
usa,2013,0.67
usa,2014,0.7
usa,2015,0.76
usa,2016,0.77
usa,2017,0.75
usa,2018,0.76
usa,2019,0.76
uzb,1991,41.13
uzb,1992,40.5
uzb,1993,40.59
uzb,1994,40.58
uzb,1995,40.31
uzb,1996,40.6
uzb,1997,40.68
uzb,1998,39.8
uzb,1999,38.53
uzb,2000,37.63
uzb,2001,36.55
uzb,2002,35.39
uzb,2003,34.2
uzb,2004,33.03
uzb,2005,31.73
uzb,2006,30.42
uzb,2007,29.05
uzb,2008,27.65
uzb,2009,26.23
uzb,2010,24.8
uzb,2011,25.2
uzb,2012,24.63
uzb,2013,25.38
uzb,2014,25.85
uzb,2015,25.98
uzb,2016,25.79
uzb,2017,25.87
uzb,2018,24.92
uzb,2019,23.79
vct,1991,13.96
vct,1992,13.24
vct,1993,12.65
vct,1994,11.95
vct,1995,11.38
vct,1996,10.77
vct,1997,10.18
vct,1998,9.62
vct,1999,9.08
vct,2000,8.54
vct,2001,8.03
vct,2002,7.74
vct,2003,7.51
vct,2004,7.26
vct,2005,7
vct,2006,6.81
vct,2007,6.6
vct,2008,6.33
vct,2009,6.06
vct,2010,5.84
vct,2011,5.59
vct,2012,5.4
vct,2013,5.22
vct,2014,5.05
vct,2015,4.87
vct,2016,4.73
vct,2017,4.56
vct,2018,4.42
vct,2019,4.25
ven,1991,2.18
ven,1992,2.02
ven,1993,1.86
ven,1994,2.4
ven,1995,1.93
ven,1996,1.81
ven,1997,1.53
ven,1998,1.37
ven,1999,1.71
ven,2000,1.7
ven,2001,1.69
ven,2002,1.84
ven,2003,2.17
ven,2004,2.07
ven,2005,2.15
ven,2006,1.86
ven,2007,1.76
ven,2008,1.78
ven,2009,1.64
ven,2010,1.56
ven,2011,1.49
ven,2012,1.42
ven,2013,1.35
ven,2014,1.27
ven,2015,1.2
ven,2016,1.14
ven,2017,1.06
ven,2018,0.99
ven,2019,0.92
vir,1991,1.17
vir,1992,1.15
vir,1993,1.14
vir,1994,1.11
vir,1995,1.09
vir,1996,1.06
vir,1997,1.04
vir,1998,1.02
vir,1999,0.99
vir,2000,0.96
vir,2001,0.92
vir,2002,0.89
vir,2003,0.86
vir,2004,0.82
vir,2005,0.79
vir,2006,0.76
vir,2007,0.73
vir,2008,0.71
vir,2009,0.69
vir,2010,0.67
vir,2011,0.66
vir,2012,0.64
vir,2013,0.63
vir,2014,0.61
vir,2015,0.59
vir,2016,0.57
vir,2017,0.55
vir,2018,0.53
vir,2019,0.51
vnm,1991,70.87
vnm,1992,69.89
vnm,1993,68.98
vnm,1994,68.14
vnm,1995,67.42
vnm,1996,66.93
vnm,1997,66.02
vnm,1998,65.6
vnm,1999,65.45
vnm,2000,66.28
vnm,2001,64.96
vnm,2002,63.13
vnm,2003,61.71
vnm,2004,59.99
vnm,2005,56.96
vnm,2006,53.78
vnm,2007,51.48
vnm,2008,50.96
vnm,2009,50.02
vnm,2010,51.19
vnm,2011,50.95
vnm,2012,49.51
vnm,2013,48.78
vnm,2014,48.13
vnm,2015,45.45
vnm,2016,43.48
vnm,2017,41.47
vnm,2018,39.9
vnm,2019,38.3
vut,1991,74.46
vut,1992,74.4
vut,1993,74.53
vut,1994,74.28
vut,1995,74.4
vut,1996,74.3
vut,1997,74.03
vut,1998,73.58
vut,1999,73.44
vut,2000,72.91
vut,2001,72.91
vut,2002,73.05
vut,2003,72.23
vut,2004,71.69
vut,2005,70.74
vut,2006,69.88
vut,2007,68.01
vut,2008,65.55
vut,2009,62.3
vut,2010,66.17
vut,2011,65.94
vut,2012,65.08
vut,2013,64.03
vut,2014,63.53
vut,2015,61.64
vut,2016,60.06
vut,2017,59.11
vut,2018,57.92
vut,2019,56.79
wsm,1991,21.92
wsm,1992,21.76
wsm,1993,21.49
wsm,1994,21.65
wsm,1995,20.76
wsm,1996,20.26
wsm,1997,20.22
wsm,1998,19.32
wsm,1999,18.55
wsm,2000,17.98
wsm,2001,17.32
wsm,2002,15.59
wsm,2003,13.71
wsm,2004,12.55
wsm,2005,11.15
wsm,2006,9.94
wsm,2007,9.5
wsm,2008,9.36
wsm,2009,9.34
wsm,2010,8.77
wsm,2011,8.44
wsm,2012,8.34
wsm,2013,8.28
wsm,2014,7.84
wsm,2015,7.58
wsm,2016,7.31
wsm,2017,7.13
wsm,2018,6.9
wsm,2019,6.64
yem,1991,84.82
yem,1992,86.06
yem,1993,86.95
yem,1994,87.73
yem,1995,84.95
yem,1996,81.61
yem,1997,77.66
yem,1998,73.21
yem,1999,68.43
yem,2000,63.95
yem,2001,58.73
yem,2002,53.19
yem,2003,47.48
yem,2004,41.71
yem,2005,39.8
yem,2006,37.51
yem,2007,35.17
yem,2008,33.02
yem,2009,30.61
yem,2010,28.39
yem,2011,32.86
yem,2012,38.79
yem,2013,45.44
yem,2014,51.54
yem,2015,47.91
yem,2016,45.87
yem,2017,44.3
yem,2018,43.34
yem,2019,42.28
zaf,1991,9.78
zaf,1992,9.76
zaf,1993,9.65
zaf,1994,9.52
zaf,1995,9.44
zaf,1996,9.25
zaf,1997,9.08
zaf,1998,8.88
zaf,1999,8.63
zaf,2000,8.3
zaf,2001,7.64
zaf,2002,6.9
zaf,2003,6.41
zaf,2004,5.89
zaf,2005,5.39
zaf,2006,4.91
zaf,2007,4.46
zaf,2008,4.12
zaf,2009,3.62
zaf,2010,3.77
zaf,2011,3.45
zaf,2012,3.59
zaf,2013,3.49
zaf,2014,3.2
zaf,2015,4.23
zaf,2016,3.88
zaf,2017,3.77
zaf,2018,3.88
zaf,2019,3.79
zmb,1991,78.93
zmb,1992,78.65
zmb,1993,78.39
zmb,1994,78.4
zmb,1995,78.17
zmb,1996,77.93
zmb,1997,77.65
zmb,1998,77.4
zmb,1999,77.71
zmb,2000,78.04
zmb,2001,78.38
zmb,2002,78.68
zmb,2003,78.97
zmb,2004,79.25
zmb,2005,79.54
zmb,2006,79.55
zmb,2007,79.5
zmb,2008,79.41
zmb,2009,76.13
zmb,2010,72.38
zmb,2011,68.05
zmb,2012,63.16
zmb,2013,61.31
zmb,2014,59.82
zmb,2015,58.46
zmb,2016,57.25
zmb,2017,56.34
zmb,2018,55.5
zmb,2019,54.66
zwe,1991,72.51
zwe,1992,72.62
zwe,1993,72.23
zwe,1994,71.72
zwe,1995,71.58
zwe,1996,70.81
zwe,1997,70.44
zwe,1998,70.2
zwe,1999,69.74
zwe,2000,69.93
zwe,2001,69.53
zwe,2002,69.9
zwe,2003,70.8
zwe,2004,71.8
zwe,2005,72.24
zwe,2006,71.79
zwe,2007,71.69
zwe,2008,72.71
zwe,2009,72.32
zwe,2010,71.63
zwe,2011,71.65
zwe,2012,71.38
zwe,2013,71.68
zwe,2014,71.62
zwe,2015,71.29
zwe,2016,70.93
zwe,2017,70.25
zwe,2018,69.54
zwe,2019,69.48
