geo,time,sl_agr_empl_fe_zs
afg,1991,76.38
afg,1992,76.41
afg,1993,76.76
afg,1994,76.34
afg,1995,76.65
afg,1996,77.05
afg,1997,77.41
afg,1998,77.75
afg,1999,78.19
afg,2000,78.79
afg,2001,79.64
afg,2002,78.72
afg,2003,78.39
afg,2004,78.96
afg,2005,78.09
afg,2006,77.64
afg,2007,76.38
afg,2008,76.16
afg,2009,74.22
afg,2010,72.9
afg,2011,72.41
afg,2012,70.95
afg,2013,69.99
afg,2014,69.18
afg,2015,68.6
afg,2016,67.56
afg,2017,66.22
afg,2018,65.77
afg,2019,64.96
ago,1991,45.75
ago,1992,46.57
ago,1993,47.1
ago,1994,47.46
ago,1995,46.82
ago,1996,46.24
ago,1997,45.47
ago,1998,44.42
ago,1999,45.24
ago,2000,44.93
ago,2001,44.1
ago,2002,43.99
ago,2003,43.98
ago,2004,44.23
ago,2005,46.08
ago,2006,47.78
ago,2007,49.38
ago,2008,51.14
ago,2009,52.75
ago,2010,55.47
ago,2011,58.01
ago,2012,58.45
ago,2013,58.46
ago,2014,58.2
ago,2015,57.8
ago,2016,57.52
ago,2017,57.2
ago,2018,57.06
ago,2019,56.78
alb,1991,66.16
alb,1992,65.1
alb,1993,64.57
alb,1994,63.97
alb,1995,63.27
alb,1996,64.84
alb,1997,65.49
alb,1998,65.02
alb,1999,64.75
alb,2000,63.98
alb,2001,63.2
alb,2002,62.19
alb,2003,61.06
alb,2004,60.35
alb,2005,59.66
alb,2006,58.54
alb,2007,57.73
alb,2008,56.89
alb,2009,57.22
alb,2010,53.09
alb,2011,54.37
alb,2012,57
alb,2013,53.17
alb,2014,49.88
alb,2015,47.68
alb,2016,45.23
alb,2017,42.39
alb,2018,42.28
alb,2019,41.63
are,1991,0.07
are,1992,0.07
are,1993,0.06
are,1994,0.06
are,1995,0.06
are,1996,0.06
are,1997,0.06
are,1998,0.06
are,1999,0.06
are,2000,0.06
are,2001,0.05
are,2002,0.05
are,2003,0.04
are,2004,0.04
are,2005,0.04
are,2006,0.03
are,2007,0.03
are,2008,0.03
are,2009,0.02
are,2010,0.02
are,2011,0.02
are,2012,0.02
are,2013,0.02
are,2014,0.01
are,2015,0.01
are,2016,0.01
are,2017,0.01
are,2018,0.01
are,2019,0.01
arg,1991,0.14
arg,1992,0.32
arg,1993,0.3
arg,1994,0.24
arg,1995,0.37
arg,1996,0.22
arg,1997,0.26
arg,1998,0.23
arg,1999,0.24
arg,2000,0.24
arg,2001,0.3
arg,2002,0.47
arg,2003,0.98
arg,2004,0.97
arg,2005,0.73
arg,2006,0.49
arg,2007,0.42
arg,2008,0.35
arg,2009,0.4
arg,2010,0.38
arg,2011,0.29
arg,2012,0.29
arg,2013,0.23
arg,2014,0.16
arg,2015,0.07
arg,2016,0.03
arg,2017,0.02
arg,2018,0.06
arg,2019,0.03
arm,1991,48.52
arm,1992,48.34
arm,1993,48.29
arm,1994,48.59
arm,1995,48.75
arm,1996,48.8
arm,1997,48.73
arm,1998,48.55
arm,1999,48.23
arm,2000,47.94
arm,2001,47.46
arm,2002,46.97
arm,2003,46.31
arm,2004,45.74
arm,2005,45.24
arm,2006,44.53
arm,2007,43.86
arm,2008,44.88
arm,2009,45.74
arm,2010,47.27
arm,2011,45.62
arm,2012,44.01
arm,2013,44.72
arm,2014,40.57
arm,2015,40.08
arm,2016,36.91
arm,2017,34.86
arm,2018,28.65
arm,2019,26.89
aus,1991,3.85
aus,1992,3.61
aus,1993,3.62
aus,1994,3.52
aus,1995,3.49
aus,1996,3.39
aus,1997,3.47
aus,1998,3.45
aus,1999,3.5
aus,2000,3.43
aus,2001,3.45
aus,2002,3.03
aus,2003,2.62
aus,2004,2.68
aus,2005,2.45
aus,2006,2.36
aus,2007,2.27
aus,2008,2.22
aus,2009,2.22
aus,2010,2.28
aus,2011,1.89
aus,2012,1.92
aus,2013,1.67
aus,2014,1.83
aus,2015,1.85
aus,2016,1.68
aus,2017,1.65
aus,2018,1.68
aus,2019,1.71
aut,1991,8.9
aut,1992,8.66
aut,1993,8.35
aut,1994,7.99
aut,1995,8.19
aut,1996,8.59
aut,1997,7.73
aut,1998,7.23
aut,1999,6.96
aut,2000,6.38
aut,2001,6.28
aut,2002,6.08
aut,2003,5.78
aut,2004,4.86
aut,2005,5.29
aut,2006,5.29
aut,2007,5.62
aut,2008,5.23
aut,2009,5.2
aut,2010,4.99
aut,2011,4.66
aut,2012,4.24
aut,2013,4.18
aut,2014,4.57
aut,2015,4.21
aut,2016,3.93
aut,2017,3.68
aut,2018,3.28
aut,2019,3.18
aze,1991,45.09
aze,1992,45.91
aze,1993,45.68
aze,1994,45.77
aze,1995,47.41
aze,1996,47.25
aze,1997,47.69
aze,1998,47.44
aze,1999,47.75
aze,2000,46.2
aze,2001,42.79
aze,2002,39.34
aze,2003,38.73
aze,2004,38.03
aze,2005,37.35
aze,2006,43.31
aze,2007,41.99
aze,2008,40.68
aze,2009,44.17
aze,2010,44.53
aze,2011,43.94
aze,2012,43.92
aze,2013,43.54
aze,2014,42.66
aze,2015,42.06
aze,2016,42.11
aze,2017,42.18
aze,2018,41.98
aze,2019,41.8
bdi,1991,96.84
bdi,1992,96.82
bdi,1993,96.83
bdi,1994,96.85
bdi,1995,96.85
bdi,1996,96.79
bdi,1997,96.77
bdi,1998,96.75
bdi,1999,96.68
bdi,2000,96.62
bdi,2001,96.5
bdi,2002,96.33
bdi,2003,96.31
bdi,2004,95.85
bdi,2005,95.86
bdi,2006,95.67
bdi,2007,95.61
bdi,2008,95.33
bdi,2009,95.14
bdi,2010,94.88
bdi,2011,94.68
bdi,2012,94.45
bdi,2013,94.1
bdi,2014,93.85
bdi,2015,93.91
bdi,2016,93.88
bdi,2017,93.87
bdi,2018,93.77
bdi,2019,93.66
bel,1991,2.54
bel,1992,2.49
bel,1993,1.97
bel,1994,2.17
bel,1995,2.08
bel,1996,2.16
bel,1997,2.08
bel,1998,1.57
bel,1999,1.99
bel,2000,1.19
bel,2001,0.95
bel,2002,1.09
bel,2003,1.06
bel,2004,1.57
bel,2005,1.48
bel,2006,1.28
bel,2007,1.31
bel,2008,1.03
bel,2009,0.99
bel,2010,0.89
bel,2011,0.89
bel,2012,0.69
bel,2013,0.84
bel,2014,0.84
bel,2015,0.73
bel,2016,0.75
bel,2017,0.71
bel,2018,0.64
bel,2019,0.63
ben,1991,44.38
ben,1992,44.25
ben,1993,44.07
ben,1994,44.11
ben,1995,43.93
ben,1996,43.58
ben,1997,43.25
ben,1998,42.91
ben,1999,42.5
ben,2000,42.05
ben,2001,41.54
ben,2002,40.91
ben,2003,40.53
ben,2004,39.85
ben,2005,39.45
ben,2006,38.88
ben,2007,38.28
ben,2008,37.74
ben,2009,37.27
ben,2010,36.86
ben,2011,36.12
ben,2012,35.4
ben,2013,34.57
ben,2014,33.76
ben,2015,33.17
ben,2016,32.32
ben,2017,31.48
ben,2018,30.63
ben,2019,29.76
bfa,1991,87.87
bfa,1992,87.68
bfa,1993,87.36
bfa,1994,86.94
bfa,1995,85.63
bfa,1996,83.97
bfa,1997,82.34
bfa,1998,80.36
bfa,1999,78.34
bfa,2000,76.33
bfa,2001,73.59
bfa,2002,70.83
bfa,2003,67.59
bfa,2004,64.39
bfa,2005,60.25
bfa,2006,56.32
bfa,2007,52.55
bfa,2008,47.77
bfa,2009,43.78
bfa,2010,39.05
bfa,2011,34.63
bfa,2012,30.21
bfa,2013,25.98
bfa,2014,21.88
bfa,2015,22.31
bfa,2016,22.52
bfa,2017,22.55
bfa,2018,22.52
bfa,2019,21.41
bgd,1991,90.65
bgd,1992,89.89
bgd,1993,88.8
bgd,1994,87.27
bgd,1995,85.15
bgd,1996,82.27
bgd,1997,81.48
bgd,1998,80.65
bgd,1999,79.79
bgd,2000,78.78
bgd,2001,77.6
bgd,2002,76.15
bgd,2003,74.5
bgd,2004,72.63
bgd,2005,70.55
bgd,2006,68.24
bgd,2007,67.66
bgd,2008,67.03
bgd,2009,66.37
bgd,2010,65.59
bgd,2011,65.45
bgd,2012,65.24
bgd,2013,64.93
bgd,2014,64.51
bgd,2015,64.01
bgd,2016,63.43
bgd,2017,59.89
bgd,2018,58.65
bgd,2019,57.57
bgr,1991,17.67
bgr,1992,17.16
bgr,1993,16.48
bgr,1994,15.44
bgr,1995,14.64
bgr,1996,13.54
bgr,1997,12.25
bgr,1998,11.67
bgr,1999,11.06
bgr,2000,10.6
bgr,2001,7.12
bgr,2002,8.14
bgr,2003,8.33
bgr,2004,8.29
bgr,2005,6.83
bgr,2006,6.11
bgr,2007,5.65
bgr,2008,5.78
bgr,2009,5.34
bgr,2010,5.2
bgr,2011,4.81
bgr,2012,4.29
bgr,2013,4.44
bgr,2014,4.56
bgr,2015,4.33
bgr,2016,4.25
bgr,2017,4.53
bgr,2018,4.24
bgr,2019,4.3
bhr,1991,0.21
bhr,1992,0.21
bhr,1993,0.21
bhr,1994,0.21
bhr,1995,0.21
bhr,1996,0.21
bhr,1997,0.2
bhr,1998,0.2
bhr,1999,0.2
bhr,2000,0.2
bhr,2001,0.19
bhr,2002,0.17
bhr,2003,0.14
bhr,2004,0.12
bhr,2005,0.11
bhr,2006,0.09
bhr,2007,0.08
bhr,2008,0.07
bhr,2009,0.06
bhr,2010,0.05
bhr,2011,0.05
bhr,2012,0.05
bhr,2013,0.05
bhr,2014,0.05
bhr,2015,0.05
bhr,2016,0.05
bhr,2017,0.05
bhr,2018,0.04
bhr,2019,0.04
bhs,1991,1.44
bhs,1992,1.42
bhs,1993,1.39
bhs,1994,1.61
bhs,1995,1.05
bhs,1996,1.22
bhs,1997,1.94
bhs,1998,1.23
bhs,1999,0.93
bhs,2000,1.14
bhs,2001,1.39
bhs,2002,1.65
bhs,2003,0.58
bhs,2004,0.43
bhs,2005,0.34
bhs,2006,0.47
bhs,2007,0.24
bhs,2008,0.73
bhs,2009,0.52
bhs,2010,0.48
bhs,2011,0.46
bhs,2012,0.46
bhs,2013,0.44
bhs,2014,0.41
bhs,2015,0.4
bhs,2016,0.38
bhs,2017,0.37
bhs,2018,0.36
bhs,2019,0.34
bih,1991,37.82
bih,1992,37.55
bih,1993,36.81
bih,1994,35.44
bih,1995,33.8
bih,1996,31.11
bih,1997,30.09
bih,1998,28.88
bih,1999,28.31
bih,2000,28.05
bih,2001,26.97
bih,2002,25.7
bih,2003,24.83
bih,2004,23.87
bih,2005,23
bih,2006,21.99
bih,2007,21.34
bih,2008,22.27
bih,2009,25.79
bih,2010,22.76
bih,2011,20.97
bih,2012,22.68
bih,2013,19.2
bih,2014,17.54
bih,2015,17.69
bih,2016,17.77
bih,2017,17
bih,2018,16.06
bih,2019,20.47
blr,1991,10.66
blr,1992,10.74
blr,1993,11.07
blr,1994,11.24
blr,1995,11.11
blr,1996,11.06
blr,1997,11.06
blr,1998,11.06
blr,1999,10.87
blr,2000,10.69
blr,2001,10.58
blr,2002,10.32
blr,2003,10.12
blr,2004,9.76
blr,2005,9.38
blr,2006,9.06
blr,2007,8.73
blr,2008,8.38
blr,2009,8.13
blr,2010,7.71
blr,2011,7.53
blr,2012,7.24
blr,2013,7.17
blr,2014,6.87
blr,2015,6.66
blr,2016,6.65
blr,2017,7.26
blr,2018,7.69
blr,2019,7.51
blz,1991,4.57
blz,1992,4.57
blz,1993,4.45
blz,1994,4.36
blz,1995,5.9
blz,1996,4.97
blz,1997,5.83
blz,1998,5.05
blz,1999,6.13
blz,2000,5.57
blz,2001,5.04
blz,2002,4.56
blz,2003,4.06
blz,2004,3.63
blz,2005,3.23
blz,2006,3.37
blz,2007,3.51
blz,2008,3.63
blz,2009,3.75
blz,2010,3.87
blz,2011,4.01
blz,2012,4.14
blz,2013,4.27
blz,2014,4.35
blz,2015,4.58
blz,2016,4.61
blz,2017,5.25
blz,2018,4.9
blz,2019,4.69
bol,1991,43.24
bol,1992,43.02
bol,1993,42.77
bol,1994,42.46
bol,1995,42.06
bol,1996,41.66
bol,1997,41.56
bol,1998,40.95
bol,1999,39.97
bol,2000,37.22
bol,2001,42.25
bol,2002,39.1
bol,2003,34.42
bol,2004,34.43
bol,2005,39.04
bol,2006,39.33
bol,2007,38.18
bol,2008,31.32
bol,2009,30.74
bol,2010,30.61
bol,2011,30.39
bol,2012,27.27
bol,2013,29.18
bol,2014,31.36
bol,2015,28.3
bol,2016,29.18
bol,2017,30.61
bol,2018,31.09
bol,2019,30.31
bra,1991,9.62
bra,1992,10.12
bra,1993,9.99
bra,1994,9.4
bra,1995,9.49
bra,1996,8.26
bra,1997,8.35
bra,1998,8.22
bra,1999,8.69
bra,2000,9.7
bra,2001,10.87
bra,2002,11.35
bra,2003,10.99
bra,2004,11.09
bra,2005,11.09
bra,2006,10.18
bra,2007,9.22
bra,2008,8.46
bra,2009,7.59
bra,2010,7
bra,2011,6.45
bra,2012,5.88
bra,2013,5.64
bra,2014,5.18
bra,2015,5.02
bra,2016,4.73
bra,2017,4.26
bra,2018,4.14
bra,2019,4.02
brb,1991,4.31
brb,1992,4.14
brb,1993,4.42
brb,1994,4.22
brb,1995,3.49
brb,1996,4.18
brb,1997,3.86
brb,1998,3.58
brb,1999,3.3
brb,2000,3.39
brb,2001,3.52
brb,2002,3.07
brb,2003,3.54
brb,2004,2.48
brb,2005,2.56
brb,2006,2.65
brb,2007,2.46
brb,2008,2.43
brb,2009,2.02
brb,2010,1.89
brb,2011,2.2
brb,2012,2.06
brb,2013,1.93
brb,2014,1.33
brb,2015,1.56
brb,2016,1.83
brb,2017,1.71
brb,2018,1.63
brb,2019,1.58
brn,1991,1.64
brn,1992,1.54
brn,1993,1.45
brn,1994,1.37
brn,1995,1.29
brn,1996,1.22
brn,1997,1.16
brn,1998,1.1
brn,1999,1.05
brn,2000,1
brn,2001,0.94
brn,2002,0.88
brn,2003,0.83
brn,2004,0.79
brn,2005,0.75
brn,2006,0.7
brn,2007,0.66
brn,2008,0.63
brn,2009,0.59
brn,2010,0.56
brn,2011,0.53
brn,2012,0.5
brn,2013,0.47
brn,2014,0.45
brn,2015,0.46
brn,2016,0.45
brn,2017,0.44
brn,2018,0.54
brn,2019,0.72
btn,1991,78.45
btn,1992,78.29
btn,1993,78.15
btn,1994,77.97
btn,1995,77.83
btn,1996,77.44
btn,1997,77.11
btn,1998,76.79
btn,1999,76.42
btn,2000,75.8
btn,2001,75.24
btn,2002,74.66
btn,2003,74.05
btn,2004,73.3
btn,2005,72.55
btn,2006,72.03
btn,2007,70.77
btn,2008,69.31
btn,2009,67.59
btn,2010,65.86
btn,2011,68.24
btn,2012,66.93
btn,2013,66.21
btn,2014,66.78
btn,2015,66.3
btn,2016,65.84
btn,2017,65.05
btn,2018,64.38
btn,2019,64.01
bwa,1991,10.74
bwa,1992,10.56
bwa,1993,10.52
bwa,1994,10.57
bwa,1995,10.27
bwa,1996,10.36
bwa,1997,11.78
bwa,1998,13
bwa,1999,15.12
bwa,2000,17.26
bwa,2001,15.6
bwa,2002,14
bwa,2003,12.5
bwa,2004,13.78
bwa,2005,15.1
bwa,2006,16.32
bwa,2007,17.5
bwa,2008,18.74
bwa,2009,20.09
bwa,2010,19.62
bwa,2011,19.15
bwa,2012,18.72
bwa,2013,18.32
bwa,2014,17.82
bwa,2015,17.29
bwa,2016,16.78
bwa,2017,16.28
bwa,2018,15.78
bwa,2019,15.28
caf,1991,80.86
caf,1992,80.93
caf,1993,80.92
caf,1994,80.85
caf,1995,80.6
caf,1996,80.51
caf,1997,80.27
caf,1998,80.01
caf,1999,80
caf,2000,79.93
caf,2001,79.51
caf,2002,79.15
caf,2003,78.98
caf,2004,78.59
caf,2005,78.36
caf,2006,77.93
caf,2007,77.47
caf,2008,77.06
caf,2009,76.42
caf,2010,75.89
caf,2011,75.25
caf,2012,74.65
caf,2013,76.03
caf,2014,75.9
caf,2015,75.26
caf,2016,74.55
caf,2017,73.94
caf,2018,73.29
caf,2019,72.61
can,1991,2.39
can,1992,2.29
can,1993,2.37
can,1994,2.3
can,1995,2.12
can,1996,2.09
can,1997,2.04
can,1998,2.06
can,1999,1.94
can,2000,1.65
can,2001,1.34
can,2002,1.36
can,2003,1.32
can,2004,1.29
can,2005,1.35
can,2006,1.39
can,2007,1.31
can,2008,1.21
can,2009,1.19
can,2010,1.11
can,2011,1.1
can,2012,1.11
can,2013,1.08
can,2014,1.06
can,2015,1.02
can,2016,0.99
can,2017,0.96
can,2018,0.94
can,2019,1
chanisl,1991,4.51
chanisl,1992,4.44
chanisl,1993,4.35
chanisl,1994,4.27
chanisl,1995,4.16
chanisl,1996,4.04
chanisl,1997,3.93
chanisl,1998,3.8
chanisl,1999,3.68
chanisl,2000,3.52
chanisl,2001,3.39
chanisl,2002,3.28
chanisl,2003,3.18
chanisl,2004,3.05
chanisl,2005,2.93
chanisl,2006,2.8
chanisl,2007,2.66
chanisl,2008,2.56
chanisl,2009,2.49
chanisl,2010,2.39
chanisl,2011,2.28
chanisl,2012,2.19
chanisl,2013,2.09
chanisl,2014,2
chanisl,2015,1.91
chanisl,2016,1.83
chanisl,2017,1.76
chanisl,2018,1.68
chanisl,2019,1.61
che,1991,3.96
che,1992,4.01
che,1993,4.2
che,1994,4.09
che,1995,3.75
che,1996,3.34
che,1997,3.71
che,1998,3.78
che,1999,3.66
che,2000,4.01
che,2001,3.39
che,2002,3.35
che,2003,3.26
che,2004,2.89
che,2005,2.84
che,2006,2.71
che,2007,2.79
che,2008,2.67
che,2009,2.44
che,2010,2.68
che,2011,2.86
che,2012,2.95
che,2013,2.77
che,2014,2.71
che,2015,2.87
che,2016,2.86
che,2017,2.59
che,2018,2.56
che,2019,1.98
chl,1991,6.13
chl,1992,6.06
chl,1993,6.08
chl,1994,5.51
chl,1995,5.42
chl,1996,5.35
chl,1997,4.54
chl,1998,4.59
chl,1999,4.68
chl,2000,4.67
chl,2001,4.7
chl,2002,4.79
chl,2003,4.95
chl,2004,5.51
chl,2005,5.86
chl,2006,5.86
chl,2007,5.68
chl,2008,5.51
chl,2009,5.33
chl,2010,5.14
chl,2011,5.1
chl,2012,4.98
chl,2013,4.7
chl,2014,4.52
chl,2015,4.53
chl,2016,4.92
chl,2017,5.35
chl,2018,5.19
chl,2019,4.74
chn,1991,54.88
chn,1992,53.85
chn,1993,51.78
chn,1994,49.46
chn,1995,47.14
chn,1996,45.33
chn,1997,44.94
chn,1998,45.03
chn,1999,45.68
chn,2000,46
chn,2001,46.27
chn,2002,46.58
chn,2003,45.86
chn,2004,43.21
chn,2005,41.2
chn,2006,39.06
chn,2007,37.28
chn,2008,36.09
chn,2009,34.69
chn,2010,33.37
chn,2011,31.42
chn,2012,30.22
chn,2013,27.88
chn,2014,25.9
chn,2015,25.03
chn,2016,24.2
chn,2017,23.61
chn,2018,22.78
chn,2019,22.01
civ,1991,52.89
civ,1992,52.7
civ,1993,52.5
civ,1994,52.29
civ,1995,51.96
civ,1996,51.58
civ,1997,51.09
civ,1998,50.68
civ,1999,50.22
civ,2000,49.68
civ,2001,49.21
civ,2002,48.6
civ,2003,47.97
civ,2004,47.31
civ,2005,46.64
civ,2006,45.96
civ,2007,45.18
civ,2008,44.42
civ,2009,43.54
civ,2010,42.74
civ,2011,41.99
civ,2012,40.94
civ,2013,39.98
civ,2014,38.19
civ,2015,36.38
civ,2016,34.59
civ,2017,32.69
civ,2018,31.95
civ,2019,31.04
cmr,1991,72.36
cmr,1992,72.28
cmr,1993,72.21
cmr,1994,72.03
cmr,1995,71.86
cmr,1996,71.62
cmr,1997,71.33
cmr,1998,70.94
cmr,1999,70.51
cmr,2000,69.97
cmr,2001,69.03
cmr,2002,68.95
cmr,2003,68.64
cmr,2004,68.14
cmr,2005,67.54
cmr,2006,66.82
cmr,2007,66.03
cmr,2008,64.49
cmr,2009,62.79
cmr,2010,61.12
cmr,2011,59.28
cmr,2012,57.34
cmr,2013,55.34
cmr,2014,53.3
cmr,2015,51.87
cmr,2016,50.7
cmr,2017,49.6
cmr,2018,48.62
cmr,2019,47.7
cod,1991,79.72
cod,1992,79.76
cod,1993,79.94
cod,1994,79.94
cod,1995,79.91
cod,1996,80.6
cod,1997,80.26
cod,1998,80.26
cod,1999,80.13
cod,2000,81.25
cod,2001,81.03
cod,2002,81.06
cod,2003,80.67
cod,2004,80.27
cod,2005,79.91
cod,2006,79.45
cod,2007,78.87
cod,2008,78.28
cod,2009,77.81
cod,2010,77.37
cod,2011,76.77
cod,2012,76.11
cod,2013,75.38
cod,2014,74.57
cod,2015,73.83
cod,2016,73.32
cod,2017,72.79
cod,2018,72.18
cod,2019,71.51
cog,1991,46.17
cog,1992,46.08
cog,1993,45.95
cog,1994,45.83
cog,1995,45.59
cog,1996,45.4
cog,1997,45.25
cog,1998,44.81
cog,1999,44.61
cog,2000,44.27
cog,2001,43.61
cog,2002,42.94
cog,2003,42.34
cog,2004,41.84
cog,2005,41.24
cog,2006,40.61
cog,2007,40.09
cog,2008,39.46
cog,2009,38.54
cog,2010,37.98
cog,2011,37.28
cog,2012,36.61
cog,2013,35.86
cog,2014,35.01
cog,2015,34.17
cog,2016,33.61
cog,2017,33.09
cog,2018,32.54
cog,2019,32.04
col,1991,7.03
col,1992,7.02
col,1993,7.06
col,1994,6.95
col,1995,7.01
col,1996,6.93
col,1997,6.82
col,1998,6.7
col,1999,6.65
col,2000,6.62
col,2001,6.49
col,2002,6.51
col,2003,6.54
col,2004,6.46
col,2005,6.43
col,2006,6.31
col,2007,6.17
col,2008,6.17
col,2009,6.21
col,2010,7
col,2011,7.06
col,2012,7.58
col,2013,7.04
col,2014,6.97
col,2015,7.22
col,2016,7.25
col,2017,7.74
col,2018,7.81
col,2019,6.6
com,1991,68.71
com,1992,68.55
com,1993,68.44
com,1994,68.48
com,1995,68.25
com,1996,68.16
com,1997,67.89
com,1998,67.64
com,1999,67.3
com,2000,66.1
com,2001,65.47
com,2002,64.74
com,2003,63.97
com,2004,63.13
com,2005,60.64
com,2006,58.11
com,2007,56.16
com,2008,53.47
com,2009,50.58
com,2010,47.72
com,2011,44.84
com,2012,42.08
com,2013,39.13
com,2014,36.4
com,2015,35.44
com,2016,34.4
com,2017,33.21
com,2018,32.38
com,2019,31.57
cpv,1991,19.49
cpv,1992,19.27
cpv,1993,19.01
cpv,1994,18.74
cpv,1995,18.43
cpv,1996,18.08
cpv,1997,17.7
cpv,1998,17.24
cpv,1999,16.7
cpv,2000,16.13
cpv,2001,15.55
cpv,2002,14.93
cpv,2003,14.35
cpv,2004,13.75
cpv,2005,13.16
cpv,2006,12.55
cpv,2007,11.93
cpv,2008,11.38
cpv,2009,10.93
cpv,2010,10.46
cpv,2011,10.04
cpv,2012,9.66
cpv,2013,9.31
cpv,2014,8.96
cpv,2015,8.62
cpv,2016,8.26
cpv,2017,7.93
cpv,2018,6.52
cpv,2019,5.47
cri,1991,3.85
cri,1992,3.91
cri,1993,4.02
cri,1994,3.99
cri,1995,4.05
cri,1996,4.04
cri,1997,4.15
cri,1998,4.11
cri,1999,4.02
cri,2000,3.87
cri,2001,3.72
cri,2002,4.09
cri,2003,4.06
cri,2004,3.99
cri,2005,4.76
cri,2006,4.34
cri,2007,5.03
cri,2008,4.13
cri,2009,3.4
cri,2010,3.37
cri,2011,3.36
cri,2012,2.96
cri,2013,2.92
cri,2014,3.92
cri,2015,4.2
cri,2016,4.2
cri,2017,4.53
cri,2018,4.37
cri,2019,4.05
cub,1991,13.43
cub,1992,13.51
cub,1993,13.67
cub,1994,13.17
cub,1995,12.94
cub,1996,12.95
cub,1997,12.97
cub,1998,13.56
cub,1999,13.97
cub,2000,13.99
cub,2001,13.05
cub,2002,12.08
cub,2003,11.25
cub,2004,10.46
cub,2005,9.83
cub,2006,9.23
cub,2007,8.6
cub,2008,8.58
cub,2009,8.35
cub,2010,8.51
cub,2011,8.9
cub,2012,8.24
cub,2013,7.87
cub,2014,8.17
cub,2015,8.09
cub,2016,7.85
cub,2017,7.65
cub,2018,7.47
cub,2019,7.27
cyp,1991,14.15
cyp,1992,13.17
cyp,1993,12.51
cyp,1994,10.87
cyp,1995,10.49
cyp,1996,9.04
cyp,1997,7.75
cyp,1998,6.54
cyp,1999,5.49
cyp,2000,4.61
cyp,2001,3.93
cyp,2002,4.21
cyp,2003,3.88
cyp,2004,4
cyp,2005,3.44
cyp,2006,2.88
cyp,2007,2.36
cyp,2008,2.68
cyp,2009,2.97
cyp,2010,2.49
cyp,2011,2.36
cyp,2012,1.85
cyp,2013,1.68
cyp,2014,2.06
cyp,2015,2.07
cyp,2016,1.64
cyp,2017,1.08
cyp,2018,1.02
cyp,2019,1.28
cze,1991,6.78
cze,1992,6.59
cze,1993,6.25
cze,1994,5.69
cze,1995,5.45
cze,1996,4.84
cze,1997,4.32
cze,1998,4.15
cze,1999,3.9
cze,2000,3.8
cze,2001,3.38
cze,2002,3.46
cze,2003,3.21
cze,2004,3.19
cze,2005,2.82
cze,2006,2.79
cze,2007,2.53
cze,2008,2.31
cze,2009,2.22
cze,2010,1.92
cze,2011,1.87
cze,2012,1.93
cze,2013,2.07
cze,2014,1.64
cze,2015,1.64
cze,2016,1.72
cze,2017,1.79
cze,2018,1.77
cze,2019,1.74
deu,1991,3.39
deu,1992,3.28
deu,1993,3.2
deu,1994,3.11
deu,1995,3.03
deu,1996,2.6
deu,1997,2.55
deu,1998,2.34
deu,1999,2.35
deu,2000,2.11
deu,2001,2.07
deu,2002,1.96
deu,2003,1.83
deu,2004,1.7
deu,2005,1.73
deu,2006,1.6
deu,2007,1.61
deu,2008,1.32
deu,2009,1.25
deu,2010,1.2
deu,2011,1.18
deu,2012,1.1
deu,2013,1.01
deu,2014,1.01
deu,2015,0.96
deu,2016,0.89
deu,2017,0.88
deu,2018,0.85
deu,2019,0.83
dji,1991,44.79
dji,1992,44.53
dji,1993,44.25
dji,1994,43.91
dji,1995,43.56
dji,1996,43.17
dji,1997,42.74
dji,1998,42.23
dji,1999,41.61
dji,2000,40.9
dji,2001,40.05
dji,2002,39.14
dji,2003,38.22
dji,2004,37.29
dji,2005,36.31
dji,2006,35.3
dji,2007,34.25
dji,2008,33.2
dji,2009,32.23
dji,2010,31.22
dji,2011,30.14
dji,2012,29.15
dji,2013,28.16
dji,2014,27.11
dji,2015,26.08
dji,2016,25.07
dji,2017,24.11
dji,2018,23.11
dji,2019,22.14
dnk,1991,2.88
dnk,1992,2.74
dnk,1993,2.61
dnk,1994,2.58
dnk,1995,2.52
dnk,1996,2.07
dnk,1997,1.66
dnk,1998,1.78
dnk,1999,1.45
dnk,2000,1.96
dnk,2001,1.71
dnk,2002,1.63
dnk,2003,1.76
dnk,2004,1.87
dnk,2005,1.61
dnk,2006,1.46
dnk,2007,1.57
dnk,2008,1.23
dnk,2009,1.22
dnk,2010,0.93
dnk,2011,0.86
dnk,2012,1.07
dnk,2013,1.01
dnk,2014,0.87
dnk,2015,1
dnk,2016,0.91
dnk,2017,0.94
dnk,2018,0.96
dnk,2019,1.11
dom,1991,3.59
dom,1992,3.59
dom,1993,3.57
dom,1994,3.48
dom,1995,3.48
dom,1996,3.58
dom,1997,2.31
dom,1998,2.43
dom,1999,2.88
dom,2000,2.48
dom,2001,1.73
dom,2002,1.75
dom,2003,1.48
dom,2004,1.79
dom,2005,2.58
dom,2006,1.96
dom,2007,1.79
dom,2008,2.65
dom,2009,1.8
dom,2010,2.16
dom,2011,1.96
dom,2012,1.62
dom,2013,1.56
dom,2014,2.31
dom,2015,1.47
dom,2016,1.14
dom,2017,1.3
dom,2018,1.52
dom,2019,1.39
dza,1991,14.88
dza,1992,14.66
dza,1993,14.55
dza,1994,14.45
dza,1995,14.31
dza,1996,14.03
dza,1997,14.01
dza,1998,13.39
dza,1999,13.3
dza,2000,13.55
dza,2001,13.04
dza,2002,12.34
dza,2003,11.61
dza,2004,10.07
