geo,time,sp_pop_1014_fe_5y
abw,1960,12.64339
abw,1961,12.74246
abw,1962,12.77739
abw,1963,12.77111
abw,1964,12.72859
abw,1965,12.63924
abw,1966,12.49194
abw,1967,12.33418
abw,1968,12.16484
abw,1969,12.0032
abw,1970,11.88125
abw,1971,11.76896
abw,1972,11.68445
abw,1973,11.60434
abw,1974,11.47309
abw,1975,11.19815
abw,1976,10.92218
abw,1977,10.57149
abw,1978,10.18065
abw,1979,9.78243
abw,1980,9.3683
abw,1981,8.75532
abw,1982,8.13543
abw,1983,7.5318
abw,1984,6.99212
abw,1985,6.56616
abw,1986,6.44185
abw,1987,6.52752
abw,1988,6.75884
abw,1989,7.04653
abw,1990,7.30321
abw,1991,7.19704
abw,1992,7.11034
abw,1993,7.0629
abw,1994,7.05631
abw,1995,7.05758
abw,1996,7.07565
abw,1997,7.0803
abw,1998,7.08684
abw,1999,7.11544
abw,2000,7.17795
abw,2001,7.24782
abw,2002,7.3385
abw,2003,7.43896
abw,2004,7.51798
abw,2005,7.53994
abw,2006,7.39957
abw,2007,7.25992
abw,2008,7.12309
abw,2009,7.00783
abw,2010,6.94173
abw,2011,6.85555
abw,2012,6.75854
abw,2013,6.65125
abw,2014,6.53948
abw,2015,6.43564
abw,2016,6.3531
abw,2017,6.27892
abw,2018,6.20841
abw,2019,6.1181
abw,2020,5.97427
afg,1960,12.51771
afg,1961,12.34388
afg,1962,12.12726
afg,1963,11.90403
afg,1964,11.72717
afg,1965,11.62512
afg,1966,11.54726
afg,1967,11.57004
afg,1968,11.67175
afg,1969,11.79857
afg,1970,11.89186
afg,1971,11.91269
afg,1972,11.95038
afg,1973,12.01038
afg,1974,12.08697
afg,1975,12.15985
afg,1976,12.15514
afg,1977,12.1659
afg,1978,12.20231
afg,1979,12.2655
afg,1980,12.34399
afg,1981,12.31524
afg,1982,12.31746
afg,1983,12.35942
afg,1984,12.43397
afg,1985,12.51455
afg,1986,12.56362
afg,1987,12.66531
afg,1988,12.79833
afg,1989,12.91238
afg,1990,12.94302
afg,1991,12.9295
afg,1992,12.89669
afg,1993,12.84802
afg,1994,12.80181
afg,1995,12.77506
afg,1996,12.71749
afg,1997,12.69211
afg,1998,12.71305
afg,1999,12.77294
afg,2000,12.84688
afg,2001,12.88242
afg,2002,12.89914
afg,2003,12.89772
afg,2004,12.89458
afg,2005,12.90984
afg,2006,12.95908
afg,2007,13.09803
afg,2008,13.30651
afg,2009,13.5394
afg,2010,13.74808
afg,2011,13.84784
afg,2012,13.88419
afg,2013,13.86621
afg,2014,13.81336
afg,2015,13.74243
afg,2016,13.68265
afg,2017,13.62973
afg,2018,13.57991
afg,2019,13.51316
afg,2020,13.4046
ago,1960,8.57672
ago,1961,9.20803
ago,1962,10.00319
ago,1963,10.89744
ago,1964,11.73206
ago,1965,12.3385
ago,1966,12.21795
ago,1967,12.00318
ago,1968,11.88005
ago,1969,11.89933
ago,1970,11.9967
ago,1971,12.29007
ago,1972,12.47433
ago,1973,12.58114
ago,1974,12.62291
ago,1975,12.56957
ago,1976,12.34982
ago,1977,12.11683
ago,1978,11.89496
ago,1979,11.75129
ago,1980,11.74874
ago,1981,11.90064
ago,1982,12.16743
ago,1983,12.49873
ago,1984,12.79199
ago,1985,12.95321
ago,1986,12.9703
ago,1987,12.92167
ago,1988,12.84009
ago,1989,12.77086
ago,1990,12.73748
ago,1991,12.71646
ago,1992,12.74256
ago,1993,12.80321
ago,1994,12.87268
ago,1995,12.92462
ago,1996,12.9526
ago,1997,12.99121
ago,1998,13.03675
ago,1999,13.07222
ago,2000,13.07312
ago,2001,13.02896
ago,2002,12.97916
ago,2003,12.92902
ago,2004,12.87776
ago,2005,12.81552
ago,2006,12.72511
ago,2007,12.6456
ago,2008,12.58104
ago,2009,12.53839
ago,2010,12.51993
ago,2011,12.51034
ago,2012,12.53419
ago,2013,12.58234
ago,2014,12.64714
ago,2015,12.7244
ago,2016,12.81284
ago,2017,12.91315
ago,2018,13.0149
ago,2019,13.09818
ago,2020,13.14432
alb,1960,10.30136
alb,1961,10.41625
alb,1962,10.60394
alb,1963,10.84109
alb,1964,11.0958
alb,1965,11.34185
alb,1966,11.57537
alb,1967,11.80977
alb,1968,12.03447
alb,1969,12.23454
alb,1970,12.39753
alb,1971,12.54244
alb,1972,12.64118
alb,1973,12.69685
alb,1974,12.69801
alb,1975,12.62267
alb,1976,12.45514
alb,1977,12.23221
alb,1978,11.97311
alb,1979,11.71594
alb,1980,11.49678
alb,1981,11.32218
alb,1982,11.18258
alb,1983,11.06645
alb,1984,10.94749
alb,1985,10.80378
alb,1986,10.64417
alb,1987,10.46997
alb,1988,10.2932
alb,1989,10.13562
alb,1990,10.0137
alb,1991,9.93333
alb,1992,9.91265
alb,1993,9.93945
alb,1994,10.00338
alb,1995,10.0986
alb,1996,10.17805
alb,1997,10.31519
alb,1998,10.48814
alb,1999,10.65653
alb,2000,10.77794
alb,2001,10.72682
alb,2002,10.6169
alb,2003,10.45921
alb,2004,10.27596
alb,2005,10.08291
alb,2006,9.74946
alb,2007,9.48341
alb,2008,9.28326
alb,2009,9.11582
alb,2010,8.93093
alb,2011,8.49462
alb,2012,8.01886
alb,2013,7.55123
alb,2014,7.12899
alb,2015,6.75923
alb,2016,6.3925
alb,2017,6.04914
alb,2018,5.7339
alb,2019,5.47836
alb,2020,5.32338
are,1960,11.59288
are,1961,11.93002
are,1962,12.12889
are,1963,12.18774
are,1964,12.10582
are,1965,11.86416
