geo,time,fr_inr_risk
mex,1994,5.2025
mex,1995,10.99333
mex,1996,4.99417
mex,1997,2.3375
mex,1998,1.59667
mex,1999,2.33167
mex,2000,1.68417
mex,2001,1.48917
mex,2002,1.12583
mex,2003,0.7975
mex,2004,0.62333
mex,2005,0.4925
mex,2006,0.3185
mex,2007,0.37333
mex,2008,1.02327
mex,2009,1.63667
mex,2010,0.87833
mex,2011,0.67083
mex,2012,0.44333
mex,2013,0.5175
mex,2014,0.5525
mex,2015,0.46083
mex,2016,0.60583
mex,2017,0.64667
mex,2018,0.42167
mex,2019,0.58583
mex,2020,1.01667
mex,2021,0.47083
mlt,1995,2.7325
mlt,1996,2.7775
mlt,1997,2.91417
mlt,1998,2.6775
mlt,1999,2.54583
mlt,2000,2.38583
mlt,2001,1.96833
mlt,2002,2.01158
mlt,2003,2.55892
mlt,2004,2.38567
mlt,2005,2.33117
mlt,2006,2.16204
mlt,2007,1.97265
mlt,2008,1.45167
mlt,2009,2.69583
mlt,2010,3.77667
mlt,2011,3.51167
mlt,2012,3.70833
mlt,2013,4.12583
mne,2005,6.38667
mne,2006,9.87667
mne,2007,8.67833
mne,2008,8.74833
mne,2009,6.17733
mne,2010,6.32542
mne,2011,7.02265
mne,2012,4.82756
mne,2013,6.14359
mne,2014,8.0612
mne,2015,8.29624
mne,2016,6.0075
mne,2017,4.85
mne,2018,5.99583
mne,2019,5.64083
mne,2020,5.00266
mne,2021,4.86083
mng,2012,5.22381
mng,2013,8.92202
mng,2014,6.8221
mng,2015,5.04688
mng,2016,4.72987
mng,2017,6.15631
moz,1998,14.9375
moz,2000,2.07028
moz,2001,-2.04375
moz,2002,-2.83778
moz,2003,9.37538
moz,2004,9.7089
moz,2005,10.37133
moz,2006,3.5105
moz,2007,4.35567
moz,2008,4.55
moz,2009,5.08488
moz,2010,4.27021
moz,2011,3.85816
moz,2012,11.54399
moz,2013,11.19467
moz,2014,9.47097
moz,2015,9.00108
moz,2016,5.911
moz,2017,2.58692
moz,2018,6.74557
moz,2019,6.23326
moz,2020,7.70305
moz,2021,5.37987
mrt,1994,12.73039
mrt,1995,13.54
mrt,1996,13.09833
mrt,1997,11.5475
mrt,1998,10.92917
mrt,1999,12.60417
mrt,2000,13.53667
mrt,2001,12.76675
mrt,2002,15.10617
mrt,2003,15.98675
mrt,2004,14.35633
mrt,2005,12.49917
mrt,2006,12.08333
mrt,2007,12.10667
mrt,2008,9.63329
mrt,2009,8.50053
mrt,2010,8.56083
mrt,2011,16.93694
mrt,2012,16.97079
mrt,2013,14.41206
mrt,2014,13.53083
mrt,2015,13.3434
mrt,2016,12.66603
mrt,2017,12.3308
mus,2001,10.30417
mus,2002,10.6525
mus,2003,11.9925
mus,2004,15.38583
mus,2005,14.6
mus,2006,12.615
mus,2007,10.92
mus,2008,3.235
mus,2009,4.005
mus,2010,5.045
mus,2011,4.95583
mus,2012,5.03917
mus,2013,5.645
mus,2014,6.135
mus,2015,6.35833
mus,2016,5.82417
mus,2017,6.29083
mus,2018,5.045
mus,2019,5.4275
mus,2020,6.16542
mus,2021,6.2025
mwi,1983,7.33333
mwi,1984,5.5
mwi,1985,6.0625
mwi,1986,6.25
mwi,1987,5.25
mwi,1988,6.5
mwi,1989,7.25
mwi,1990,8.08333
mwi,1991,8.5
mwi,1992,6.37583
mwi,1993,5.9625
mwi,1994,3.3225
mwi,1995,1.03417
mwi,1996,14.50083
mwi,1997,9.94417
mwi,1998,4.68667
mwi,1999,10.72917
mwi,2000,13.60917
mwi,2001,13.7525
mwi,2002,8.7925
mwi,2003,9.64833
mwi,2004,8.25833
mwi,2005,8.68417
mwi,2006,12.97667
mwi,2007,13.76861
mwi,2008,13.98812
mwi,2009,15.10083
mwi,2010,17.46309
mwi,2011,17.18706
mwi,2012,18.00378
mwi,2013,16.45305
mwi,2014,23.6325
mwi,2015,20.49055
mwi,2016,16.51625
mwi,2017,19.57558
mwi,2018,18.67667
mwi,2019,16.93764
mwi,2020,15.71314
mys,1976,5.2785
mys,1977,6.16433
mys,1978,5.2075
mys,1979,6.07408
mys,1980,6.08283
mys,1981,7.40133
mys,1982,7.4375
mys,1983,6.65142
mys,1984,7.10675
mys,1985,7.82033
mys,1986,8.11367
mys,1987,7.68625
mys,1988,5.81458
mys,1989,3.606
mys,1990,2.66992
mys,1991,2.07517
mys,1992,2.50358
mys,1993,3.54925
mys,1994,5.0825
mys,1995,3.22625
mys,1996,3.53133
mys,1997,4.22125
mys,1998,5.27008
mys,1999,5.03758
mys,2000,4.81217
mys,2001,4.3345
mys,2002,3.79625
mys,2003,3.5125
mys,2004,3.65004
mys,2005,3.46825
mys,2006,3.25858
mys,2007,2.9755
mys,2008,2.69
mys,2009,3.03092
mys,2010,2.41608
mys,2011,1.99083
mys,2012,1.74988
mys,2013,1.65272
mys,2014,1.46248
mys,2015,1.45682
mys,2016,1.77332
nam,1991,6.82667
nam,1992,6.33417
nam,1993,5.86167
nam,1994,5.70167
nam,1995,4.59417
nam,1996,3.915
nam,1997,4.48917
nam,1998,3.4825
nam,1999,5.20833
nam,2000,5.01417
nam,2001,5.24667
nam,2002,2.835
nam,2003,4.18917
nam,2004,3.61417
nam,2005,3.51917
nam,2006,3.925
nam,2007,4.29333
nam,2008,4.09833
nam,2009,2.92917
nam,2010,3.26
nam,2011,3.10776
nam,2012,3.10709
nam,2013,2.86449
nam,2014,2.88557
nam,2015,2.83542
nam,2016,3.25193
nam,2017,1.66048
nam,2018,2.14803
nam,2019,2.25833
nam,2020,2.6281
nam,2021,2.29156
nga,1991,3.04167
nga,1992,6.86667
nga,1993,7.15
nga,1994,7.61667
nga,1995,7.73333
nga,1996,7.58667
nga,1997,5.795
nga,1998,5.92583
nga,1999,2.47333
nga,2000,5.77417
nga,2001,5.93833
nga,2002,5.73833
nga,2003,5.92333
nga,2004,4.84167
nga,2005,10.12083
nga,2006,8.01417
nga,2007,10.11917
nga,2008,6.9325
nga,2009,15.20583
nga,2010,13.73667
nga,2011,6.31917
nga,2012,3.15667
nga,2013,5.87
nga,2014,6.00583
nga,2015,7.45583
nga,2016,6.72718
nga,2017,4.14002
nga,2018,6.81906
nga,2019,5.74159
nga,2020,12.00952
nga,2021,9.31647
nzl,1998,1.895
nzl,1999,2.46759
nzl,2000,1.42272
nzl,2001,2.03261
nzl,2002,1.65424
nzl,2003,1.78369
nzl,2004,1.25359
nzl,2005,1.23839
nzl,2006,1.14566
nzl,2007,1.0641
nzl,2008,1.93164
nzl,2009,3.82966
nzl,2010,3.48016
nzl,2011,3.55703
nzl,2012,3.36348
nzl,2013,3.13912
nzl,2014,2.56292
nzl,2015,2.76875
nzl,2016,2.98583
nzl,2017,2.99667
nzl,2018,-1.71083
pak,2004,4.76825
pak,2005,1.89057
pak,2006,2.4475
pak,2007,2.77917
pak,2008,1.56917
pak,2009,2.01833
pak,2010,1.49535
pak,2011,1.3036
pak,2012,2.52401
pak,2013,2.66228
pak,2014,1.83974
pak,2015,3.03763
pak,2016,2.76625
pak,2017,2.21003
pak,2019,-1.05772
pak,2020,2.10802
pak,2021,1.07993
phl,1976,1.81408
phl,1977,1.11475
phl,1978,1.11975
phl,1979,1.74475
phl,1980,1.86383
phl,1981,2.78792
phl,1982,4.34008
phl,1983,5.0065
phl,1984,-0.334
phl,1985,1.88683
phl,1986,1.45308
phl,1987,1.82933
phl,1988,1.25475
phl,1989,0.62383
phl,1990,0.44583
phl,1991,1.5955
phl,1992,3.46092
phl,1993,2.23492
phl,1994,2.34317
phl,1995,2.92083
phl,1996,2.50175
phl,1997,3.383
phl,1998,1.77325
phl,1999,1.78008
phl,2000,0.99458
phl,2001,2.66742
phl,2002,3.64425
phl,2003,3.59963
phl,2004,2.75883
phl,2005,4.05258
phl,2006,4.485
phl,2007,5.31446
phl,2008,3.58642
phl,2009,4.37321
phl,2010,4.15817
phl,2011,5.32375
phl,2012,4.17983
phl,2013,5.47842
phl,2014,4.30892
phl,2015,3.83367
phl,2016,4.13817
phl,2017,3.51058
phl,2018,2.50533
phl,2019,2.77217
png,1994,1.34083
png,1995,-4.26167
png,1996,-1.13417
png,1997,0.51167
png,1998,-3.47833
png,1999,-3.80417
png,2000,0.54667
png,2001,3.8525
png,2002,2.96167
png,2003,-5.33
png,2004,4.3975
png,2005,7.66083
png,2006,7.06333
png,2007,5.11083
png,2008,3.0025
png,2009,2.79333
png,2010,5.80875
png,2011,6.67208
png,2012,8.0775
png,2013,7.9775
png,2014,5.41083
png,2015,3.4675
png,2016,3.823
png,2017,3.6575
png,2018,4.35333
png,2019,2.52333
rou,1994,11.64167
rou,1995,8.63333
rou,1996,4.04
rou,1997,-13.19333
rou,1998,-8.67
rou,1999,-8.56667
rou,2000,1.99167
rou,2001,3.21667
rou,2002,8.4
rou,2003,10.75833
rou,2004,12.8275
rou,2005,12.11694
rou,2007,6.23917
rou,2008,4.5675
rou,2009,6.37833
rou,2010,6.86167
rou,2011,4.81
rou,2012,5.06042
rou,2013,5.63083
rou,2014,4.605
rou,2015,4.30417
rou,2016,3.29333
rou,2017,3.03456
rou,2018,2.54012
rou,2019,2.98333
rou,2020,2.91625
rou,2021,2.11102
rwa,1999,4.5725
rwa,2000,6.04667
rwa,2001,7.46875
rwa,2002,6.89167
rwa,2003,4.81083
rwa,2004,3.46917
rwa,2009,15.91533
rwa,2010,10.53625
rwa,2011,10.29017
rwa,2012,7.29012
rwa,2013,8.39062
rwa,2014,12.84186
rwa,2015,14.01692
rwa,2016,11.25007
rwa,2017,10.26017
rwa,2018,11.85351
rwa,2019,11.30753
rwa,2020,10.79842
rwa,2021,9.84608
sgp,1978,3.76083
sgp,1979,3.4525
sgp,1980,4.80917
sgp,1981,7.63917
sgp,1982,7.06
sgp,1983,6.39667
sgp,1984,6.82667
sgp,1985,5.1575
sgp,1986,4.42917
sgp,1987,3.30667
sgp,1988,2.27583
sgp,1989,2.06
sgp,1990,4.0775
sgp,1991,4.39
sgp,1992,4.20333
sgp,1993,4.475
sgp,1994,3.9225
sgp,1995,5.255
sgp,1996,4.86333
sgp,1997,4.1025
sgp,1998,5.33917
sgp,1999,4.68667
sgp,2000,3.62
sgp,2001,3.98667
sgp,2002,4.5325
sgp,2003,4.66
sgp,2004,4.33667
sgp,2005,3.2375
sgp,2006,2.35417
sgp,2007,2.97583
sgp,2008,4.47
sgp,2009,5.04417
sgp,2010,5.045
sgp,2011,5.0925
sgp,2012,5.10583
sgp,2013,5.12875
slb,2002,2.37872
slb,2003,4.0824
slb,2004,3.92749
slb,2005,4.66239
slb,2006,4.7575
slb,2007,4.83071
slb,2008,4.79917
slb,2009,6.1675
slb,2010,10.72517
slb,2011,10.64819
slb,2012,9.85575
slb,2013,10.37
slb,2014,10.68083
slb,2015,10.01333
slb,2016,9.63984
slb,2017,10.23473
slb,2018,10.2824
slb,2019,10.10516
slb,2020,10.19257
sle,1965,2.5
sle,1966,2.5
sle,1967,2.41667
sle,1968,2
sle,1969,2.5
sle,1970,2.5
sle,1971,2.5
sle,1972,2.5
sle,1973,2.5
sle,1974,2.5
sle,1975,3
sle,1976,3.5
sle,1977,5.5
sle,1978,5.5
sle,1979,4.75
sle,1980,1.625
sle,1981,5
sle,1982,5
sle,1983,6.25
sle,1984,6
sle,1985,5
sle,1986,2.6875
sle,1987,12.04167
sle,1988,10
sle,1989,7.66667
sle,1990,5
sle,1991,5.58333
sle,1992,-15.79917
sle,1993,21.82
sle,1994,15.14833
sle,1995,14.105
sle,1996,2.86917
sle,1997,11.15833
sle,1998,1.73
sle,1999,-5.58583
sle,2000,0.02833
sle,2001,10.525
sle,2002,7.015
sle,2003,4.3275
sle,2004,-4.0575
sle,2005,1.60583
sle,2006,6.28917
sle,2007,6.59229
sle,2008,9.01917
sle,2009,11.69508
sle,2010,4.03833
sle,2011,-3.445
sle,2012,-1.39688
sle,2013,12.51133
sle,2014,17.04517
sle,2015,16.67383
sle,2016,9.94042
sle,2017,5.69449
sle,2018,8.01333
sle,2019,9.52933
sle,2020,9.93222
srb,2003,-15.61117
srb,2004,-17.85135
srb,2005,-13.71886
srb,2006,-8.34013
srb,2007,-2.09083
srb,2008,0.87822
srb,2009,-6.85524
srb,2010,-6.24278
ssd,2012,9.02531
ssd,2013,10.56412
ssd,2014,15.65949
ssd,2015,10.78039
ssd,2016,0.68326
ssd,2017,-10.05362
ssd,2018,-4.22731
ssd,2019,-4.75529
ssd,2020,-4.32038
ssd,2021,-4.32152
swe,1992,2.35083
swe,1993,3.74833
swe,1994,3.24917
swe,1995,2.39417
swe,1996,2.935
swe,1997,2.9525
swe,1998,2.265
swe,1999,2.2599
swe,2000,1.81789
swe,2001,1.73436
swe,2002,1.72592
swe,2003,1.98467
swe,2004,2.07333
swe,2005,1.81533
swe,2006,1.34637
swz,1975,4.5
swz,1976,4.5
swz,1977,4.5
swz,1978,3.09917
swz,1979,2.04
swz,1980,1.79
swz,1981,-0.75
swz,1982,2.775
swz,1983,3.45833
swz,1984,2.5975
swz,1985,4.155
swz,1986,4.52583
swz,1987,5.90417
swz,1988,5.87083
swz,1989,4.33667
swz,1990,3.3625
swz,1991,3.34917
swz,1992,3.58
swz,1993,4.66833
swz,1994,5.9
swz,1995,6.18
swz,1996,4.99167
swz,1997,5.13167
swz,1998,6.41
swz,1999,6.22583
swz,2000,5.70167
swz,2001,6.09083
swz,2002,6.65833
swz,2003,4.01167
swz,2004,3.35083
swz,2005,3.55
swz,2006,3.6225
swz,2007,4.135
swz,2008,4.06
swz,2009,3.4425
swz,2010,3.14917
swz,2011,2.9275
swz,2012,1.87583
swz,2013,2.19083
swz,2014,2.19667
swz,2015,2.6025
swz,2016,3.04833
swz,2017,2.66667
swz,2018,2.606
swz,2019,2.41217
swz,2020,2.07833
swz,2021,2.34355
syc,1989,2.1
syc,1990,2.48083
syc,1991,2.17583
syc,1992,2.16333
syc,1993,2.46833
syc,1994,3.22167
syc,1995,3.48583
syc,1996,4.66417
syc,1997,4.38083
syc,1998,6.17756
syc,1999,6.1707
syc,2000,5.737
syc,2001,5.62534
syc,2002,5.58753
syc,2003,6.01088
syc,2004,6.82498
syc,2005,6.4257
syc,2006,6.34934
syc,2007,6.97617
syc,2008,4.73623
syc,2009,2.37753
syc,2010,9.66135
syc,2011,6.95793
syc,2012,1.45287
syc,2013,8.35449
syc,2014,8.01296
syc,2015,3.27343
syc,2016,5.93176
syc,2017,6.7676
syc,2018,7.12179
syc,2019,7.0835
syc,2020,6.90807
syc,2021,5.40727
tha,2001,4.98558
tha,2004,3.24963
tha,2005,2.04682
tha,2006,1.61792
tha,2007,2.56775
tha,2008,2.63306
tha,2009,3.536
tha,2010,2.89237
tha,2011,2.19423
tha,2012,2.22231
tha,2013,2.49236
tha,2014,2.88165
tha,2015,3.12104
tha,2016,3.05751
tha,2017,3.08408
tha,2018,2.8425
tha,2019,2.53083
tha,2020,2.68917
tha,2021,2.65
tjk,2002,9.71083
tjk,2009,15.61583
tjk,2010,16.67879
tjk,2011,15.06292
tjk,2012,16.27167
tjk,2013,23.50083
tjk,2014,24.13124
tjk,2015,25.07626
tjk,2016,23.95314
tjk,2017,28.6567
tto,1979,5.845
tto,1980,6.93
tto,1981,8.32167
tto,1982,8.45083
tto,1983,8.62833
tto,1984,9.35667
tto,1985,9.21917
tto,1986,8.0125
tto,1987,6.87
tto,1988,7.7075
tto,1989,6.18333
tto,1990,5.3675
tto,1991,5.4975
tto,1992,6.07667
tto,1993,6.0525
tto,1994,5.98417
tto,1995,6.75917
tto,1996,5.3475
tto,1997,5.50812
tto,1998,5.4075
tto,1999,6.64583
tto,2000,5.94167
tto,2001,7.11826
tto,2002,7.65299
tto,2003,6.455
tto,2004,4.54083
tto,2005,4.24
tto,2006,4.8475
tto,2007,4.83667
tto,2008,5.42583
tto,2009,9.24917
tto,2010,8.43667
tto,2011,7.43917
tto,2012,7.34333
tto,2013,7.34333
tto,2014,7.40333
tto,2015,7.71583
tto,2016,7.84417
tto,2017,7.67167
tto,2018,7.59375
tto,2019,7.3775
tto,2020,5.30417
tto,2021,7.05333
tza,1993,-6.63913
tza,1994,-0.67159
tza,1995,-2.52743
tza,1996,18.66833
tza,1997,16.67833
tza,1998,11.0625
tza,1999,11.84333
tza,2000,11.79417
tza,2001,15.84609
tza,2002,12.87324
tza,2003,8.26113
tza,2004,5.79494
tza,2005,4.58187
tza,2006,4.01322
tza,2007,2.68762
tza,2008,6.8688
tza,2009,7.88673
tza,2010,9.79083
tza,2011,6.65083
tza,2012,1.91083
tza,2013,1.64083
tza,2014,2.7275
tza,2015,3.195
tza,2016,-0.21583
tza,2017,6.67083
tza,2018,10.98833
tza,2019,9.26417
tza,2020,12.25893
uga,1992,-0.78
uga,1994,8.23889
uga,1995,11.40917
uga,1996,8.58583
uga,1997,10.78083
uga,1998,13.09083
uga,1999,14.12
uga,2000,9.72917
uga,2001,11.65532
uga,2002,13.2429
uga,2003,2.07619
uga,2004,11.58522
uga,2005,11.14263
uga,2006,10.57842
uga,2007,10.02409
uga,2008,11.37487
uga,2009,13.56232
uga,2010,15.16098
uga,2011,7.2247
uga,2012,10.45101
uga,2013,13.35889
uga,2014,11.35807
uga,2015,6.77406
uga,2016,8.005
uga,2017,10.68044
uga,2018,10.03767
ury,1991,67.07723
ury,1992,67.84154
ury,1993,45.26219
ury,1994,47.55645
ury,1995,56.64947
ury,1996,59.49957
ury,1997,46.16419
ury,1998,39.66193
ury,2002,15.456
ury,2003,26.41216
ury,2004,8.92886
ury,2005,9.47402
ury,2006,4.7121
ury,2007,1.83412
ury,2008,2.40036
ury,2009,3.41726
ury,2010,1.26764
ury,2011,1.0074
ury,2012,1.79844
ury,2013,1.06281
ury,2014,1.17139
ury,2015,2.375
ury,2016,2.66856
ury,2017,3.42521
ury,2018,2.82435
ury,2019,2.29794
ury,2020,2.75684
usa,1960,1.87417
usa,1961,2.12417
usa,1962,1.72167
usa,1963,1.34333
usa,1964,0.9475
usa,1965,0.58667
usa,1966,0.74333
usa,1967,1.30167
usa,1968,0.96583
usa,1969,1.26333
usa,1970,1.47333
usa,1971,1.38333
usa,1972,1.17917
usa,1973,0.995
usa,1974,2.92333
usa,1975,2.0375
usa,1976,1.84083
usa,1977,1.56
usa,1978,1.83333
usa,1979,2.62333
usa,1980,3.65083
usa,1981,4.7925
usa,1982,4.13583
usa,1983,2.17417
usa,1984,2.46917
usa,1985,2.44417
usa,1986,2.36
usa,1987,2.3775
usa,1988,2.64333
usa,1989,2.75917
usa,1990,2.49917
usa,1991,3.05417
usa,1992,2.79167
usa,1993,2.98083
usa,1994,2.86833
usa,1995,3.31583
usa,1996,3.24667
usa,1997,3.37167
usa,1998,3.535
usa,1999,3.33667
usa,2000,3.39417
usa,2001,3.47
usa,2002,3.0625
usa,2003,3.10917
usa,2004,2.96667
usa,2005,3.0375
usa,2006,3.23583
usa,2007,3.64
usa,2008,3.6275
usa,2009,3.09
usa,2010,3.11583
usa,2011,3.1925
usa,2012,3.1625
usa,2013,3.19083
usa,2014,3.215
usa,2015,3.2075
usa,2016,3.19417
usa,2017,3.16583
usa,2018,2.965
usa,2019,3.21083
usa,2020,3.1625
usa,2021,3.20611
uzb,2018,5.55158
uzb,2019,10.40911
uzb,2020,8.46326
uzb,2021,8.11457
vct,1980,2.46866
vct,1981,2.46866
vct,1982,2.46866
vct,1983,2.99183
vct,1984,4.26239
vct,1985,4.33713
vct,1986,4.71082
vct,1987,4.71082
vct,1988,4.29976
vct,1989,4.71082
vct,1990,5.04715
vct,1991,4.68537
vct,1992,4.79681
vct,1993,5.42184
vct,1994,5.23319
vct,1995,4.56568
vct,1996,4.72511
vct,1997,4.79057
vct,1998,4.8071
vct,1999,5.04638
vct,2000,4.96448
vct,2001,4.62615
vct,2002,4.56264
vct,2003,6.10238
vct,2004,5.08804
vct,2005,4.73746
vct,2006,4.11668
vct,2007,3.86758
vct,2008,3.96192
vct,2009,3.51739
vct,2010,4.22875
vct,2011,4.97321
vct,2012,5.45091
vct,2013,6.00253
vct,2014,5.89051
vct,2015,6.37608
vct,2016,6.06417
vct,2017,5.89083
vnm,1993,5.7825
vnm,1997,3.54167
vnm,1998,2.74582
vnm,1999,3.775
vnm,2000,5.13333
vnm,2001,3.93
vnm,2002,3.14333
vnm,2003,3.65333
vnm,2004,4.03083
vnm,2005,4.89833
vnm,2006,6.4478
vnm,2007,7.02694
vnm,2008,3.65399
vnm,2009,2.03067
vnm,2010,1.99025
vnm,2011,4.60383
vnm,2012,4.65542
vnm,2013,3.73083
vnm,2014,3.5775
vnm,2015,2.8875
yem,1996,6.24583
yem,1997,6.54917
yem,1998,5.5925
yem,1999,3.51333
yem,2000,5.37927
yem,2001,4.25254
yem,2002,6.15551
yem,2003,5.08083
yem,2004,4.665
yem,2005,3.10583
yem,2006,2.35333
yem,2007,2.1425
yem,2008,2.79833
yem,2009,4.5275
yem,2010,2.91417
yem,2011,2.12583
yem,2012,2.33
yem,2013,5.42782
zaf,1960,2.61083
zaf,1961,2.58417
zaf,1962,3.43167
zaf,1963,3.51167
zaf,1964,2.89
zaf,1965,2.8725
zaf,1966,3.29583
zaf,1967,3.38583
zaf,1968,3.43667
zaf,1969,3.38583
zaf,1970,3.77333
zaf,1971,3.45417
zaf,1972,3.4875
zaf,1973,4.85417
zaf,1974,4.73917
zaf,1975,5.67333
zaf,1976,4.81583
zaf,1977,4.6275
zaf,1978,4.3175
zaf,1979,4.74167
zaf,1980,4.85833
zaf,1981,4.1975
zaf,1982,3.7425
zaf,1983,3.22167
zaf,1984,3
zaf,1985,3.93583
zaf,1986,3.90417
zaf,1987,3.78167
zaf,1988,3.3025
zaf,1989,2.9975
zaf,1990,3.20417
zaf,1991,3.62917
zaf,1992,5.135
zaf,1993,4.84667
zaf,1994,4.65417
zaf,1995,4.36833
zaf,1996,4.48417
zaf,1997,4.7425
zaf,1998,5.25917
zaf,1999,5.14917
zaf,2000,4.39
zaf,2001,4.09417
zaf,2002,4.5875
zaf,2003,4.29333
zaf,2004,3.75917
zaf,2005,3.71917
zaf,2006,3.8275
zaf,2007,4.05167
zaf,2008,4.3175
zaf,2009,3.8575
zaf,2010,3.41333
zaf,2011,3.5125
zaf,2012,3.46417
zaf,2013,3.42167
zaf,2014,3.325
zaf,2015,3.36417
zaf,2016,3.22917
zaf,2017,3.045
zaf,2018,2.92667
zaf,2019,3.04167
zaf,2020,3.1625
zaf,2021,3.25667
zmb,1978,3.87
zmb,1979,4.64333
zmb,1980,5
zmb,1981,3.75
zmb,1982,3.5
zmb,1983,5.5
zmb,1984,6.875
zmb,1985,5.39417
zmb,1986,3.145
zmb,1987,4.69583
zmb,1988,3.22333
zmb,1989,-0.11
zmb,1990,9.1875
zmb,1991,6
zmb,1992,7.56667
zmb,1993,-10.71667
zmb,1994,-3.6525
zmb,1995,5.725
zmb,1996,1.00833
zmb,1997,17.20833
zmb,1998,6.86392
zmb,1999,4.32309
zmb,2000,7.43363
zmb,2001,1.95417
zmb,2002,10.66156
zmb,2003,10.59623
zmb,2004,18.12353
zmb,2005,11.89333
zmb,2006,12.785
zmb,2007,6.93917
zmb,2008,5.59667
zmb,2009,6.66833
zmb,2010,14.63917
zmb,2011,9.28417
zmb,2012,2.02333
zmb,2013,-1.925
zmb,2014,-3.7825
zmb,2015,-5.76583
zmb,2016,-8.78167
zmb,2017,-2.11083
zmb,2018,-5.07167
zmb,2019,-10.83833
zmb,2020,-11.32237
