geo,time,ny_adj_nnty_pc_kd_zg
aut,2008,0.97772
aut,2009,-5.30297
aut,2010,1.96207
aut,2011,1.13792
aut,2012,-0.70506
aut,2013,-0.84845
aut,2014,-0.0029
aut,2015,-0.49773
aut,2016,2.61653
aut,2017,-0.52551
aut,2018,1.83823
aut,2019,1.17385
aze,1999,18.5556
aze,2000,2.22325
aze,2001,16.22246
aze,2002,29.47361
aze,2003,16.16095
aze,2004,10.92518
aze,2005,22.4208
aze,2006,38.29262
aze,2007,21.13848
aze,2008,19.41644
aze,2009,-1.74094
aze,2010,-5.76517
aze,2011,15.58943
aze,2012,0.30821
bdi,1998,-3.46218
bdi,1999,19.32135
bdi,2000,-0.59113
bdi,2001,-9.83835
bdi,2002,-6.79378
bdi,2003,-31.72172
bdi,2004,25.56545
bdi,2005,12.94832
bdi,2006,12.52004
bdi,2007,-13.20758
bdi,2008,1.91962
bdi,2009,4.04043
bdi,2010,17.06976
bdi,2011,-3.25017
bdi,2012,14.88849
bdi,2013,4.84547
bdi,2014,1.00635
bdi,2015,10.02457
bdi,2016,-10.90264
bdi,2017,-2.66152
bdi,2018,5.65222
bdi,2019,-0.63976
bel,1971,3.10632
bel,1972,6.00481
bel,1973,6.48624
bel,1974,1.37813
bel,1975,-1.49279
bel,1976,5.50782
bel,1977,-0.03388
bel,1978,2.74627
bel,1979,1.74336
bel,1980,-0.60062
bel,1981,-2.53928
bel,1982,-0.21782
bel,1983,0.82104
bel,1984,3.18443
bel,1985,2.89513
bel,1986,4.7581
bel,1987,3.1226
bel,1988,5.62714
bel,1989,3.15073
bel,1990,2.53476
bel,1991,1.83775
bel,1992,2.00743
bel,1993,0.49111
bel,1994,3.70688
bel,1995,1.50449
bel,1996,0.26016
bel,1997,3.30437
bel,1998,1.78792
bel,1999,2.12111
bel,2000,2.23167
bel,2001,-0.1802
bel,2002,1.03418
bel,2003,0.15845
bel,2004,1.96592
bel,2005,0.91852
bel,2006,1.04917
bel,2007,2.77143
bel,2008,-2.39645
bel,2009,-2.18984
bel,2010,0.81666
bel,2011,-2.63191
bel,2012,2.75726
bel,2013,0.49518
bel,2014,1.0952
bel,2015,1.84776
bel,2016,1.09582
bel,2017,0.69817
bel,2018,0.83187
bel,2019,2.36048
ben,1972,3.68324
ben,1973,1.74868
ben,1974,-2.83194
ben,1975,-9.26275
ben,1976,-3.08977
ben,1977,-2.16069
ben,1978,1.298
ben,1979,8.85066
ben,1980,5.62239
ben,1981,2.41935
ben,1982,-7.46484
ben,1983,-7.08576
ben,1984,2.07705
ben,1985,6.4751
ben,1986,-3.64145
ben,1987,-4.9134
ben,1988,1.67941
ben,1989,-9.05945
ben,1990,6.92568
ben,1991,1.99043
ben,1992,-7.03839
ben,1993,5.45428
ben,1994,-12.48804
ben,1995,2.62482
ben,1996,2.86049
ben,1997,4.24449
ben,1998,1.12528
ben,1999,7.38176
ben,2000,5.60916
ben,2001,4.30563
ben,2002,5.03153
ben,2003,1.97726
ben,2004,3.44471
ben,2005,-2.3157
ben,2006,0.87199
ben,2007,2.60195
ben,2008,2.33256
ben,2009,-0.53351
ben,2010,-0.87572
ben,2011,1.90897
ben,2012,3.35202
ben,2013,6.95581
ben,2014,3.37324
ben,2015,0.40361
ben,2016,1.66236
ben,2017,0.88639
ben,2018,3.4239
ben,2019,5.10276
bfa,1981,1.50815
bfa,1982,5.51995
bfa,1983,-2.72048
bfa,1984,-3.73788
bfa,1985,-1.38389
bfa,1986,6.9526
bfa,1987,-3.23772
bfa,1988,3.20586
bfa,1989,-2.31605
bfa,1990,-2.3852
bfa,1991,4.46208
bfa,1992,-2.27974
bfa,1993,0.12212
bfa,1994,-9.71003
bfa,1995,5.23462
bfa,1996,7.71279
bfa,1997,2.04673
bfa,1998,5.87358
bfa,1999,0.3649
bfa,2000,0.89703
bfa,2001,3.53247
bfa,2002,1.21518
bfa,2003,4.46455
bfa,2004,1.65458
bfa,2005,4.1324
bfa,2006,2.54233
bfa,2007,0.74947
bfa,2008,1.81868
bfa,2009,-0.76307
bfa,2010,4.95233
bfa,2011,2.92857
bfa,2012,9.06201
bfa,2013,0.30561
bfa,2014,0.20923
bfa,2015,2.4907
bfa,2016,5.34317
bfa,2017,3.43626
bfa,2018,4.74137
bfa,2019,6.66053
bgd,1974,-2.30155
bgd,1975,-6.64894
bgd,1976,-1.36205
bgd,1977,-4.80233
bgd,1978,6.15872
bgd,1979,3.36746
bgd,1980,-0.56739
bgd,1981,9.27591
bgd,1982,-4.6107
bgd,1983,-0.19796
bgd,1984,-0.29538
bgd,1985,6.49656
bgd,1986,1.25088
bgd,1987,1.04298
bgd,1988,-0.03537
bgd,1989,0.01942
bgd,1990,4.41674
bgd,1991,-3.64539
bgd,1992,1.05007
bgd,1993,0.9338
bgd,1994,3.10188
bgd,1995,1.64697
bgd,1996,0.89769
bgd,1997,0.08914
bgd,1998,2.27728
bgd,1999,2.46744
bgd,2000,3.73107
bgd,2001,2.95443
bgd,2002,2.03517
bgd,2003,2.4342
bgd,2004,6.09606
bgd,2005,5.0553
bgd,2006,6.54787
bgd,2007,6.06518
bgd,2008,4.19738
bgd,2009,3.9422
bgd,2010,5.22326
bgd,2011,4.25508
bgd,2012,5.02388
bgd,2013,4.53671
bgd,2014,3.02127
bgd,2015,4.87919
bgd,2016,5.46025
bgd,2017,4.96127
bgd,2018,6.9327
bgd,2019,14.7374
bgr,1981,11.13566
bgr,1982,4.6068
bgr,1983,3.7831
bgr,1984,4.84836
bgr,1985,-0.18514
bgr,1986,0.28398
bgr,1987,6.5254
bgr,1988,4.38374
bgr,1989,-4.64119
bgr,1990,-1.22033
bgr,1991,-16.74848
bgr,1992,-0.29525
bgr,1993,-5.17693
bgr,1994,5.70873
bgr,1995,38.91383
bgr,1996,-1.5259
bgr,1997,-22.06726
bgr,1998,3.66973
bgr,1999,-7.20232
bgr,2000,4.32278
bgr,2001,9.55856
bgr,2002,10.5205
bgr,2003,5.56426
bgr,2004,8.36975
bgr,2005,5.24252
bgr,2006,6.22894
bgr,2007,3.78142
bgr,2008,12.04058
bgr,2009,-0.06871
bgr,2010,2.04936
bgr,2011,4.49652
bgr,2012,2.73899
bgr,2013,-0.79571
bgr,2014,2.9053
bgr,2015,2.78263
bgr,2016,5.96615
bgr,2017,4.86497
bgr,2018,2.66011
bgr,2019,7.34926
bhr,2001,-4.46802
bhr,2002,-11.49664
bhr,2003,7.2541
bhr,2004,0.25666
bhr,2005,10.05709
bhr,2006,5.32841
bhr,2007,7.00583
bhr,2008,5.82281
bhr,2009,-18.48856
bhr,2010,-9.40913
bhr,2011,-10.35414
bhr,2012,19.79554
bhr,2013,5.92672
bhr,2014,0.50005
bhr,2015,1.22961
bhr,2016,2.08554
bhr,2017,-0.11907
bhr,2018,-6.17456
bhr,2019,-2.27684
bhs,1990,-3.50955
bhs,1991,-8.28829
bhs,1992,-1.22082
bhs,1993,-4.36374
bhs,1994,0.12121
bhs,1995,20.98166
bhs,1996,11.66895
bhs,1997,11.50112
bhs,1998,-9.91057
bhs,1999,15.65578
bhs,2000,1.6957
bhs,2001,-3.97334
bhs,2002,9.09329
bhs,2003,-3.8545
bhs,2004,-5.00395
bhs,2005,3.24022
bhs,2006,-4.57255
bhs,2007,2.31717
bhs,2008,-4.73335
bhs,2009,-11.17231
bhs,2010,-4.31342
bhs,2011,-2.46595
bhs,2012,4.6216
bhs,2013,-4.68251
bhs,2014,1.28006
bhs,2015,1.75265
bhs,2016,-0.10378
bhs,2017,3.16938
bhs,2018,-0.25264
bhs,2019,3.81717
bih,2001,2.35629
bih,2002,5.24015
bih,2003,2.59812
bih,2004,10.9793
bih,2005,1.60063
bih,2006,7.98078
bih,2007,5.09637
bih,2008,7.17681
bih,2009,-2.88028
bih,2010,-1.35405
bih,2011,-1.29364
bih,2012,-1.824
bih,2013,4.47395
bih,2014,2.52667
bih,2015,6.76729
bih,2016,7.00836
bih,2017,4.54568
bih,2018,5.53159
bih,2019,5.08801
blr,1995,-26.88679
blr,1996,8.72264
blr,1997,10.91267
blr,1998,11.80463
blr,1999,3.44902
blr,2000,9.38487
blr,2001,10.77475
blr,2002,8.12453
blr,2003,10.50384
blr,2004,13.57131
blr,2005,15.70798
blr,2006,14.90701
blr,2007,10.94111
blr,2008,16.55153
blr,2009,-4.05031
blr,2010,7.3264
blr,2011,18.74148
blr,2012,3.78335
blr,2013,-0.59516
blr,2014,3.02336
blr,2015,-4.49029
blr,2016,-5.38657
blr,2017,4.2599
blr,2018,6.54461
blr,2019,3.07867
blz,1981,-21.47726
blz,1982,-4.91629
blz,1983,-3.21238
blz,1984,-1.83512
blz,1985,-11.91103
blz,1986,6.97923
blz,1987,15.49787
blz,1988,9.77838
blz,1989,6.21217
blz,1990,11.58523
blz,1991,3.47353
blz,1992,6.78491
blz,1993,3.22431
blz,1994,0.52976
blz,1995,1.02195
blz,1996,-3.54292
blz,1997,-2.25183
blz,1998,-0.3344
blz,1999,-0.71628
blz,2000,-1.28875
blz,2001,-0.81143
blz,2002,2.61068
blz,2003,-0.59885
blz,2004,-1.98768
blz,2005,-0.32019
blz,2006,-1.5498
blz,2007,-5.47749
blz,2008,-5.34143
blz,2009,5.9247
blz,2010,-5.7562
blz,2011,3.8511
blz,2012,2.10699
blz,2013,3.09765
blz,2014,2.57705
blz,2015,8.76222
blz,2016,-1.75163
blz,2017,0.19174
blz,2018,-5.64711
blz,2019,1.36012
bol,1977,0.15075
bol,1978,-5.74864
bol,1979,-2.56362
bol,1980,-6.44288
bol,1981,2.5848
bol,1982,-8.99286
bol,1983,-3.25908
bol,1984,-2.44058
bol,1985,2.3498
bol,1986,-5.80193
bol,1987,2.51517
bol,1988,-1.48006
bol,1989,0.38437
bol,1990,2.85011
bol,1991,2.82688
bol,1992,-0.26605
bol,1993,0.64786
bol,1994,2.14247
bol,1995,3.51319
bol,1996,3.93515
bol,1997,3.83334
bol,1998,4.26298
bol,1999,-3.98987
bol,2000,-2.6171
bol,2001,0.57813
bol,2002,1.50367
bol,2003,0.99202
bol,2004,0.24999
bol,2005,-0.02157
bol,2006,4.91421
bol,2007,1.43247
bol,2008,11.24718
bol,2009,0.57238
bol,2010,4.5913
bol,2011,3.39246
bol,2012,2.32555
bol,2013,4.02981
bol,2014,2.05287
bol,2015,1.77495
bol,2016,3.25807
bol,2017,2.99833
bol,2018,3.30813
bol,2019,1.95267
bra,1971,9.14751
bra,1972,9.98488
bra,1973,9.47601
bra,1974,2.57825
bra,1975,0.11663
bra,1976,11.49678
bra,1977,3.53341
bra,1978,-0.58314
bra,1979,4.66314
bra,1980,2.80841
bra,1981,-6.43763
bra,1982,-2.259
bra,1983,-2.96747
bra,1984,6.5105
bra,1985,1.56365
bra,1986,6.32167
bra,1987,-0.02084
bra,1988,-0.70653
bra,1989,7.3614
bra,1990,-15.92214
bra,1991,4.85309
bra,1992,-1.14228
bra,1993,1.43602
bra,1994,6.58857
bra,1995,4.20171
bra,1996,-0.44686
bra,1997,-0.10294
bra,1998,-4.06779
bra,1999,-4.90707
bra,2000,3.75915
bra,2001,-0.77425
bra,2002,2.23005
bra,2003,-0.84224
bra,2004,5.37193
bra,2005,1.73019
bra,2006,4.22517
bra,2007,5.12013
bra,2008,2.29414
bra,2009,0.76927
bra,2010,3.55781
bra,2011,2.33556
bra,2012,-1.41407
bra,2013,3.37753
bra,2014,-1.30219
bra,2015,-5.48589
bra,2016,-4.34865
bra,2017,2.0959
bra,2018,0.37987
bra,2019,1.08273
brn,1991,8.42534
brn,1992,1.98742
brn,1993,-7.04365
brn,1994,-9.0854
brn,1995,-5.82477
brn,1996,34.50603
brn,1997,-18.61133
brn,1998,-11.14539
brn,1999,2.65041
brn,2000,2.04703
brn,2001,0.2822
brn,2002,12.27351
brn,2003,0.76008
brn,2004,7.2219
brn,2005,10.54075
brn,2006,9.198
brn,2007,8.11688
brn,2008,18.336
brn,2009,-19.43442
brn,2010,2.96768
brn,2011,10.15508
brn,2012,4.59331
brn,2013,-0.91066
brn,2014,-1.00382
brn,2015,-11.41534
brn,2016,-5.36062
brn,2017,1.28529
brn,2018,-5.74967
brn,2019,5.00236
btn,1991,-6.22368
btn,1992,-0.90355
btn,1993,1.13732
btn,1994,12.52732
btn,1995,0.20336
btn,1996,5.3904
btn,1997,10.91987
btn,1998,-4.13217
btn,1999,1.07213
btn,2000,32.49789
btn,2001,7.42679
btn,2002,8.14852
btn,2003,4.47742
btn,2004,4.4442
btn,2005,7.11467
btn,2006,1.95297
btn,2007,14.58588
btn,2008,4.60869
btn,2009,4.46125
btn,2010,7.16918
btn,2011,6.18547
btn,2012,2.67476
btn,2013,2.32122
btn,2014,4.20673
btn,2015,3.54588
btn,2016,5.27598
btn,2017,4.64567
btn,2018,2.84804
btn,2019,4.20144
bwa,1976,3.87914
bwa,1977,3.88373
bwa,1978,15.45368
bwa,1979,15.03636
bwa,1980,-2.83593
bwa,1981,4.04048
bwa,1982,-1.10664
bwa,1983,-0.27364
bwa,1984,5.64389
bwa,1985,22.85929
bwa,1986,9.07103
bwa,1987,5.27454
bwa,1988,19.64167
bwa,1989,8.27014
bwa,1990,10.21436
bwa,1991,3.8792
bwa,1992,-0.8272
bwa,1993,6.49676
bwa,1994,-14.63012
bwa,1995,8.87789
bwa,1996,9.72507
bwa,1997,8.79863
bwa,1998,0.69001
bwa,1999,4.92823
bwa,2000,-0.29112
bwa,2001,0.95763
bwa,2002,-13.03337
bwa,2003,-8.71628
bwa,2004,-0.35438
bwa,2005,16.00459
bwa,2006,5.72014
bwa,2007,4.66574
bwa,2008,-5.7112
bwa,2009,4.5104
bwa,2010,3.327
bwa,2011,21.62098
bwa,2012,-4.70005
bwa,2013,8.84757
bwa,2014,11.86728
bwa,2015,-3.87611
bwa,2016,13.40273
bwa,2017,-4.53669
bwa,2018,-2.32848
bwa,2019,-1.97997
caf,2010,0.21805
caf,2011,-4.40618
caf,2012,-1.53632
caf,2013,-42.88142
caf,2014,-4.01522
caf,2015,5.63596
caf,2016,13.34371
caf,2017,-5.10004
caf,2018,8.44269
caf,2019,5.4765
can,1971,1.83169
can,1972,5.33451
can,1973,5.92792
can,1974,1.38223
can,1975,1.28425
can,1976,4.21155
can,1977,0.60646
can,1978,1.69912
can,1979,-1.15018
can,1980,-0.0115
can,1981,3.53159
can,1982,-3.32571
can,1983,1.70922
can,1984,4.31366
can,1985,3.96987
can,1986,1.8427
can,1987,1.84829
can,1988,3.51698
can,1989,0.80881
can,1990,-2.03268
can,1991,-2.22151
can,1992,-1.70326
can,1993,1.49208
can,1994,3.10189
can,1995,2.6846
can,1996,0.37993
can,1997,3.75263
can,1998,1.43203
can,1999,4.58742
can,2000,5.63959
can,2001,0.16166
can,2002,2.07534
can,2003,3.81658
can,2004,3.72486
can,2005,3.6951
can,2006,2.61058
can,2007,2.06006
can,2008,0.29486
can,2009,-7.40422
can,2010,4.38247
can,2011,3.47128
can,2012,0.30553
can,2013,1.63429
can,2014,1.30127
can,2015,-3.10102
can,2016,-0.49446
can,2017,3.8523
can,2018,0.40298
can,2019,0.96421
che,1996,0.33057
che,1997,3.52901
che,1998,3.69413
che,1999,1.52321
che,2000,3.54773
che,2001,-2.99932
che,2002,-2.01986
che,2003,4.30748
che,2004,1.46447
che,2005,4.7531
che,2006,2.73005
che,2007,-4.96213
che,2008,-8.39072
che,2009,6.43859
che,2010,8.69514
che,2011,-4.43695
che,2012,2.53688
che,2013,-0.71291
che,2014,-1.35583
che,2015,2.6832
che,2016,-2.4053
che,2017,-1.53182
che,2018,-1.49693
che,2019,1.00642
chl,1971,10.54893
chl,1972,1.36117
chl,1973,-8.828
chl,1974,-14.08243
chl,1975,-22.47843
chl,1976,5.90246
chl,1977,11.00682
chl,1978,5.57701
chl,1979,7.48756
chl,1980,4.19718
chl,1981,4.76019
chl,1982,-15.78255
chl,1983,-7.2051
chl,1984,-5.20615
chl,1985,-5.42357
chl,1986,7.68568
chl,1987,9.59963
chl,1988,8.59172
chl,1989,6.76374
chl,1990,2.96431
chl,1991,11.15176
chl,1992,11.39176
chl,1993,5.36419
chl,1994,6.30921
chl,1995,12.22989
chl,1996,4.55582
chl,1997,7.03563
chl,1998,4.27181
chl,1999,-1.65346
chl,2000,1.79175
chl,2001,2.55094
chl,2002,1.6583
chl,2003,2.4009
chl,2004,6.04082
chl,2005,7.53599
chl,2006,0.39305
chl,2007,7.86934
chl,2008,1.16205
chl,2009,7.30893
chl,2010,5.71915
chl,2011,6.19427
chl,2012,6.2494
chl,2013,3.18433
chl,2014,3.96442
chl,2015,2.36448
chl,2016,-0.98262
chl,2017,-1.2651
chl,2018,-1.16239
chl,2019,1.50617
chn,1996,11.40603
chn,1997,8.29714
chn,1998,7.1994
chn,1999,7.67979
chn,2000,8.3575
chn,2001,10.58414
chn,2002,11.37124
chn,2003,11.26962
chn,2004,10.28149
chn,2005,12.22985
chn,2006,13.77414
chn,2007,14.70123
chn,2008,5.92141
chn,2009,12.35273
chn,2010,8.15277
chn,2011,4.24363
chn,2012,9.52116
chn,2013,5.25396
chn,2014,7.9858
chn,2015,6.59159
chn,2016,6.98875
chn,2017,6.50351
chn,2018,3.68645
chn,2019,3.43445
civ,2009,2.3678
civ,2010,3.88297
civ,2011,-18.61844
civ,2012,29.73741
civ,2013,4.47982
civ,2014,15.43947
civ,2015,47.4976
civ,2016,4.85563
civ,2017,3.49171
civ,2018,4.97954
civ,2019,2.98437
cmr,1972,-2.45043
cmr,1973,-8.35413
cmr,1974,7.97053
cmr,1975,8.23673
cmr,1976,-9.72458
cmr,1977,-0.65542
cmr,1978,43.28065
cmr,1979,-1.89376
cmr,1980,-17.59123
cmr,1981,28.52447
cmr,1982,26.38187
cmr,1983,-3.14872
cmr,1984,1.85127
cmr,1985,4.00746
cmr,1986,20.72025
cmr,1987,-12.02683
cmr,1988,-14.34312
cmr,1989,-20.67874
cmr,1990,-8.14879
cmr,1991,-0.93441
cmr,1992,-16.85303
cmr,1993,15.95724
cmr,1994,-3.60128
cmr,1995,-2.07226
cmr,1996,-1.48164
cmr,1997,7.19588
cmr,1998,4.83408
cmr,1999,3.19164
cmr,2000,-1.38022
cmr,2001,1.6292
cmr,2002,1.03051
cmr,2003,5.61336
cmr,2004,6.06559
cmr,2005,-1.41948
cmr,2006,1.49733
cmr,2007,-0.70059
cmr,2008,-2.28246
cmr,2009,5.98266
cmr,2010,-1.70326
cmr,2011,-0.97343
cmr,2012,2.06597
cmr,2013,5.99216
cmr,2014,4.67053
cmr,2015,2.9503
cmr,2016,2.80704
cmr,2017,0.2814
cmr,2018,2.1062
cmr,2019,2.21915
cod,1995,-25.08345
cod,1996,0.48436
cod,1997,7.67309
cod,1998,-9.13091
cod,1999,8.15638
cod,2000,34.07342
cod,2001,-18.09153
cod,2002,0.76027
cod,2003,-6.82946
cod,2004,16.2252
cod,2005,5.58107
cod,2006,7.92752
cod,2007,0.98149
cod,2008,-10.56903
cod,2009,4.68189
cod,2010,17.58441
cod,2011,6.30371
cod,2012,9.51717
cod,2013,8.1574
cod,2014,-2.13537
cod,2015,2.88571
cod,2016,5.13196
cod,2017,3.56192
cod,2018,6.78171
cod,2019,17.9277
cog,1971,8.7874
cog,1972,1.27031
cog,1973,10.84816
cog,1974,-5.46498
cog,1975,0.36049
cog,1976,-17.49563
cog,1977,-12.62305
cog,1978,-15.80398
cog,1979,-0.11171
cog,1980,43.70109
cog,1981,52.86098
cog,1982,45.21246
cog,1983,-13.2784
cog,1984,-8.84871
cog,1985,-17.95039
cog,1986,-23.21252
cog,1987,-15.7198
cog,1988,-31.46964
cog,1989,-23.76088
cog,1990,4.3571
cog,1991,46.45481
cog,1992,2.0294
cog,1993,-24.20249
cog,1994,9.1893
cog,1995,-79.90766
cog,1996,-25.77588
cog,1997,201.15259
cog,1998,45.2602
cog,1999,-24.63295
cog,2000,-58.84608
cog,2001,136.08247
cog,2002,33.54821
cog,2003,51.38498
cog,2004,-43.94935
cog,2005,33.35415
cog,2006,21.07335
cog,2007,17.05575
cog,2008,9.77923
cog,2009,24.35968
cog,2010,31.29086
cog,2011,-30.12294
cog,2012,61.32387
cog,2013,27.37763
cog,2014,9.20058
cog,2015,-16.76228
cog,2016,-20.95151
cog,2017,-30.78537
cog,2018,-14.14308
cog,2019,-30.12079
col,1971,3.92863
col,1972,6.2223
col,1973,6.79837
col,1974,-0.25099
col,1975,0.21403
col,1976,7.43019
col,1977,6.6063
col,1978,6.31098
col,1979,0.12064
col,1980,2.93743
col,1981,-2.34015
col,1982,-1.18815
col,1983,-2.99781
col,1984,0.32663
col,1985,-1.25169
col,1986,8.16694
col,1987,-3.34574
col,1988,3.82509
col,1989,-2.00713
col,1990,-0.59879
col,1991,3.56679
col,1992,2.6977
col,1993,4.98077
col,1994,10.39797
col,1995,2.50575
col,1996,-1.63279
col,1997,2.23269
col,1998,-2.34443
col,1999,-8.2621
col,2000,-1.88144
col,2001,0.71575
col,2002,0.55019
col,2003,0.79489
col,2004,4.22989
col,2005,4.12871
col,2006,5.35641
col,2007,7.60729
col,2008,3.14751
col,2009,2.9757
col,2010,3.51964
col,2011,4.47661
col,2012,4.99428
col,2013,5.35036
col,2014,4.49743
col,2015,2.90015
col,2016,1.08585
col,2017,-0.36747
col,2018,0.4577
col,2019,2.30829
com,1981,0.58564
com,1982,2.70676
com,1983,1.8369
com,1984,1.10492
com,1985,-1.15055
com,1986,-0.93187
com,1987,-0.3655
com,1988,-0.51315
com,1989,-4.77604
com,1990,1.31606
com,1991,-7.94228
com,1992,6.07887
com,1993,-0.34198
com,1994,-8.64112
com,1995,-0.83094
com,1996,-4.13589
com,1997,1.18257
com,1998,-1.59624
com,1999,0.12084
com,2000,8.59873
com,2001,0.09234
com,2002,-0.53946
com,2003,-0.66904
com,2004,-0.09321
com,2005,0.9036
com,2006,0.42709
com,2007,-1.40504
com,2008,-0.62001
com,2009,3.0539
com,2010,-3.29978
com,2011,1.47017
com,2012,1.40415
com,2013,2.59737
com,2014,0.95252
com,2015,3.94005
com,2016,1.65561
com,2017,3.2423
com,2018,2.17301
cpv,2008,2.48198
cpv,2009,1.01022
cpv,2010,-4.06891
cpv,2011,2.47321
cpv,2012,-0.16056
cpv,2013,1.3022
cpv,2014,-1.35921
cpv,2015,1.72195
cpv,2016,3.78878
cpv,2017,2.26382
cpv,2018,4.75392
cpv,2019,4.56833
cri,1972,3.00714
cri,1973,4.91503
cri,1974,-4.06326
cri,1975,3.51656
cri,1976,7.19049
cri,1977,12.91069
cri,1978,0.44525
cri,1979,-1.61618
cri,1980,-3.64231
cri,1981,-16.98157
cri,1982,-10.43159
cri,1983,7.93607
cri,1984,9.02201
cri,1985,0.87128
cri,1986,9.63922
cri,1987,-4.43073
cri,1988,-0.38705
cri,1989,0.03997
cri,1990,2.48205
cri,1991,-1.44025
cri,1992,7.9818
cri,1993,5.56031
cri,1994,4.58749
cri,1995,2.19789
cri,1996,-1.88
cri,1997,3.80847
cri,1998,4.62893
cri,1999,-1.89853
cri,2000,-1.00915
cri,2001,1.77987
cri,2002,0.92021
cri,2003,2.94766
cri,2004,2.05142
cri,2005,1.4078
cri,2006,4.36277
cri,2007,6.24664
cri,2008,2.81485
cri,2009,3.14421
cri,2010,2.85723
cri,2011,1.90294
cri,2012,5.81374
cri,2013,1.98472
cri,2014,3.18809
cri,2015,4.5855
cri,2016,4.03522
cri,2017,1.47844
cri,2018,0.64149
cri,2019,0.56383
cub,1971,6.68435
cub,1972,2.98508
cub,1973,1.65407
cub,1974,-0.62973
cub,1975,7.53317
cub,1976,4.17408
cub,1977,7.56927
cub,1978,5.77774
cub,1979,0.15587
cub,1980,-5.61794
cub,1981,18.29429
cub,1982,8.16738
cub,1983,5.16216
cub,1984,7.46102
cub,1985,2.44799
cub,1986,-5.41836
cub,1987,-1.80203
cub,1988,3.71993
cub,1989,-0.25179
cub,1990,-1.39374
cub,1991,-10.8848
cub,1992,-17.17555
cub,1993,-12.76131
cub,1994,1.20584
