geo,time,sh_xpd_ehex_ch_zs
gtm,2015,1.67752
gtm,2016,1.6469
gtm,2017,1.08229
gtm,2018,1.68231
gtm,2019,0.86717
guy,2000,0.14243
guy,2001,0.638
guy,2002,1.84835
guy,2003,5.29734
guy,2004,9.01371
guy,2005,14.8984
guy,2006,19.6187
guy,2007,24.81287
guy,2008,21.26828
guy,2009,21.07645
guy,2010,19.10719
guy,2011,13.57271
guy,2012,9.25718
guy,2013,9.08328
guy,2014,5.81833
guy,2015,4.76426
guy,2016,4.45284
guy,2017,4.01209
guy,2018,3.16092
guy,2019,2.69211
hnd,2000,2.78111
hnd,2001,1.85194
hnd,2002,4.27599
hnd,2003,9.52238
hnd,2004,9.75456
hnd,2005,8.48487
hnd,2006,5.174
hnd,2007,5.82112
hnd,2008,7.16688
hnd,2009,8.33611
hnd,2010,7.53666
hnd,2011,6.13482
hnd,2012,7.0663
hnd,2013,5.26469
hnd,2014,6.25402
hnd,2015,5.02577
hnd,2016,4.96907
hnd,2017,3.7018
hnd,2018,2.96708
hnd,2019,2.64726
hrv,2000,0
hrv,2001,0
hrv,2002,0
hrv,2003,0
hrv,2004,0
hrv,2005,0
hrv,2006,0
hrv,2007,0
hrv,2008,0
hrv,2009,0
hrv,2010,0
hrv,2011,0
hrv,2012,0
hrv,2013,0
hrv,2014,0.0045
hrv,2015,0
hrv,2016,0.00417
hrv,2017,0.00134
hrv,2018,0.00443
hrv,2019,0.00855
hti,2000,31.48828
hti,2001,33.00967
hti,2002,34.86846
hti,2003,34.37763
hti,2004,33.4035
hti,2005,33.0148
hti,2006,45.22235
hti,2007,34.89323
hti,2008,35.82326
hti,2009,35.12091
hti,2010,46.15073
hti,2011,64.68388
hti,2012,60.74029
hti,2013,48.39341
hti,2014,54.94195
hti,2015,50.87899
hti,2016,49.43204
hti,2017,43.46639
hti,2018,38.11218
hti,2019,40.4621
hun,2015,0
hun,2016,0
hun,2017,0
hun,2018,0
hun,2019,0
idn,2000,2.92249
idn,2001,4.03448
idn,2002,1.36988
idn,2003,1.25123
idn,2004,1.92622
idn,2005,1.62567
idn,2006,1.35959
idn,2007,1.6561
idn,2008,1.17098
idn,2009,1.61048
idn,2010,0.85549
idn,2011,0.95811
idn,2012,0.96095
idn,2013,1.14404
idn,2014,2.0374
idn,2015,0.49012
idn,2016,0.5274
idn,2017,0.6862
idn,2018,0.40498
idn,2019,0.55616
ind,2000,2.68157
ind,2001,2.32904
ind,2002,2.45289
ind,2003,1.51889
ind,2004,2.23435
ind,2005,1.53181
ind,2006,1.43512
ind,2007,1.51286
ind,2008,1.87063
ind,2009,1.0185
ind,2010,0.97051
ind,2011,0.86979
ind,2012,0.94255
ind,2013,0.27013
ind,2014,0.74758
ind,2015,0.71176
ind,2016,0.6418
ind,2017,0.58871
ind,2018,0.84048
ind,2019,0.83384
irl,2011,0
irl,2012,0
irl,2013,0
irl,2014,0
irl,2015,0
irl,2016,0
irl,2017,0
irl,2018,0
irl,2019,0
irn,2016,0.03213
irn,2017,0.02167
irn,2018,0.02105
irn,2019,0.01495
irq,2003,0
irq,2004,0
irq,2005,0
irq,2006,0
irq,2007,3.79344
irq,2008,0
irq,2009,0
irq,2010,0
irq,2011,0.0086
irq,2012,0.73819
irq,2013,0.73205
irq,2014,0.73442
irq,2015,0.27034
irq,2016,0.36674
irq,2017,0.08312
irq,2018,0.50349
irq,2019,0.53258
isl,2000,0
isl,2001,0
isl,2002,0
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isl,2013,0
isl,2014,0
isl,2015,0
isl,2016,0
isl,2017,0
isl,2018,0
isl,2019,0
isr,2000,2.32931
isr,2001,2.00614
isr,2002,2.2213
isr,2003,2.01322
isr,2004,2.25947
isr,2005,2.04154
isr,2006,1.43767
isr,2007,1.2978
isr,2008,1.39182
isr,2009,1.30442
isr,2010,1.29174
isr,2011,1.34634
isr,2012,1.41164
isr,2013,1.38764
isr,2014,1.33274
isr,2015,1.40435
isr,2016,1.33862
isr,2017,1.37675
isr,2018,1.9882
isr,2019,2.08361
ita,2012,0
ita,2013,0
ita,2014,0
ita,2015,0
ita,2016,0
ita,2017,0
ita,2018,0
ita,2019,0
jam,2000,0.2413
jam,2001,0.51799
jam,2002,0.68828
jam,2003,0.71479
jam,2004,1.82004
jam,2005,1.36601
jam,2006,1.60309
jam,2007,1.81669
jam,2008,1.60756
jam,2009,2.43616
jam,2010,2.18882
jam,2011,2.26783
jam,2012,3.24729
jam,2013,1.01296
jam,2014,1.41637
jam,2015,1.40155
jam,2016,1.57477
jam,2017,1.43074
jam,2018,1.49907
jam,2019,1.59242
jor,2000,2.59516
jor,2001,2.7027
jor,2002,2.13415
jor,2003,3.64188
jor,2004,14.24658
jor,2005,2.90771
jor,2006,5
jor,2007,3.27706
jor,2008,1.39194
jor,2009,3.85812
jor,2010,4.5108
jor,2011,3.74707
jor,2012,6.15034
jor,2013,6.332
jor,2014,5.88547
jor,2015,0.80101
jor,2016,4.19834
jor,2017,9.30125
jor,2018,4.48392
jor,2019,3.13416
jpn,2000,0
jpn,2001,0
jpn,2002,0
jpn,2003,0
jpn,2004,0
jpn,2005,0
jpn,2006,0
jpn,2007,0
jpn,2008,0
jpn,2009,0
jpn,2010,0
jpn,2011,0
jpn,2012,0
jpn,2013,0
jpn,2014,0
jpn,2015,0
jpn,2016,0
jpn,2017,0
jpn,2018,0
jpn,2019,0
kaz,2003,0
kaz,2004,0
kaz,2005,0
kaz,2006,0
kaz,2007,0
kaz,2008,0
kaz,2009,0
kaz,2010,1.06959
kaz,2011,0.13705
kaz,2012,0.1522
kaz,2013,0.18266
kaz,2014,0.11929
kaz,2015,0.08289
kaz,2016,0.18342
kaz,2017,0.18244
kaz,2018,0.15486
ken,2000,12.42683
ken,2001,12.69992
ken,2002,14.22631
ken,2003,15.58927
ken,2004,19.3283
ken,2005,17.30976
ken,2006,28.43768
ken,2007,28.57767
ken,2008,28.74764
ken,2009,29.15121
ken,2010,28.80494
ken,2011,26.32249
ken,2012,24.31078
ken,2013,22.64751
ken,2014,20.01926
ken,2015,17.92063
ken,2016,16.20617
ken,2017,21.08673
ken,2018,22.1549
ken,2019,18.50995
kgz,2000,0
kgz,2001,0
kgz,2002,0
kgz,2003,10.00204
kgz,2004,15.72711
kgz,2005,6.43977
kgz,2006,10.14786
kgz,2007,12.58088
kgz,2008,6.9432
kgz,2009,10.95561
kgz,2010,7.77112
kgz,2011,4.49704
kgz,2012,7.1538
kgz,2013,5.37857
kgz,2014,6.31273
kgz,2015,7.50359
kgz,2016,3.83458
kgz,2017,5.64198
kgz,2018,4.94507
kgz,2019,2.32295
khm,2000,2.14634
khm,2001,7.16648
khm,2002,7.93265
khm,2003,10.70465
khm,2004,16.1505
khm,2005,14.42288
khm,2006,19.75017
khm,2007,30.31862
khm,2008,16.25931
khm,2009,16.24162
khm,2010,13.91023
khm,2011,11.11301
khm,2012,19.38587
khm,2013,18.72118
khm,2014,22.71261
khm,2015,20.35761
khm,2016,18.94986
khm,2017,9.19445
khm,2018,6.49764
khm,2019,6.50485
kir,2000,0
kir,2001,1.49645
kir,2002,1.75632
kir,2003,1.31678
kir,2004,0.74421
kir,2005,0.97253
kir,2006,14.7154
kir,2007,17.07787
kir,2008,23.03377
kir,2009,33.60844
kir,2010,5.161
kir,2011,1.55702
kir,2012,7.17942
kir,2013,14.43233
kir,2014,13.89811
kir,2015,10.71522
kir,2016,17.03131
kir,2017,21.21818
kir,2018,22.93151
kir,2019,14.78946
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,0.98745
kna,2005,0.07543
kna,2006,0.00478
kna,2007,0.20703
kna,2008,3.37403
kna,2009,2.34503
kna,2010,1.49099
kna,2011,1.72861
kna,2012,0
kna,2013,0.24376
kna,2014,0
kna,2015,0
kna,2016,0
kna,2017,0
kna,2018,0
kna,2019,0
kwt,2000,0
kwt,2001,0
kwt,2002,0
kwt,2003,0
kwt,2004,0
kwt,2005,0
kwt,2006,0
kwt,2007,0
kwt,2008,0
kwt,2009,0
kwt,2010,0
kwt,2011,0
kwt,2012,0
kwt,2013,0
kwt,2014,0
kwt,2015,0
kwt,2016,0
kwt,2017,0
kwt,2018,0
kwt,2019,0
lao,2000,9.82607
lao,2001,20.51771
lao,2002,15.64309
lao,2003,13.90244
lao,2004,22.36207
lao,2005,20.21408
lao,2006,27.84761
lao,2007,23.54574
lao,2008,21.97599
lao,2009,19.59241
lao,2010,16.71572
lao,2011,27.60453
lao,2012,27.02467
lao,2013,18.99672
lao,2014,16.7885
lao,2015,16.96152
lao,2016,18.11936
lao,2017,16.67074
lao,2018,12.45092
lao,2019,21.20898
lbn,2000,0.09589
lbn,2001,0.23702
lbn,2002,0.28537
lbn,2003,0.46791
lbn,2004,0.85569
lbn,2005,0.47526
lbn,2006,0.88926
lbn,2007,1.11264
lbn,2008,1.09717
lbn,2009,1.79093
lbn,2010,0.77106
lbn,2011,0.71709
lbn,2012,0.49986
lbn,2013,1.06525
lbn,2014,0.89269
lbn,2015,3.26179
lbn,2016,2.57488
lbn,2017,2.49989
lbn,2018,0.95713
lbn,2019,0.88894
lbr,2000,8.19963
lbr,2001,14.05385
lbr,2002,14.30777
lbr,2003,15.86944
lbr,2004,11.23662
lbr,2005,17.68289
lbr,2006,19.10829
lbr,2007,20.23637
lbr,2008,18.23444
lbr,2009,37.40436
lbr,2010,36.9608
lbr,2011,32.21224
lbr,2012,41.06959
lbr,2013,43.95879
lbr,2014,36.42431
lbr,2015,33.24326
lbr,2016,30.19487
lbr,2017,27.69425
lbr,2018,24.95247
lbr,2019,24.68689
lby,2000,0
lby,2001,0
lby,2002,0
lby,2003,0
lby,2004,0
lby,2005,0
lby,2006,0.01442
lby,2007,0.02895
lby,2008,0.07616
lby,2009,0.10657
lby,2010,0.08826
lby,2011,0.03778
lca,2000,0
lca,2001,0
lca,2002,0.2325
lca,2003,0.51214
lca,2004,0.5363
lca,2005,2.18109
lca,2006,3.15266
lca,2007,1.1412
lca,2008,2.0413
lca,2009,1.87984
lca,2010,2.19075
lca,2011,2.12923
lca,2012,0.42252
lca,2013,0.75038
lca,2014,0.40941
lca,2015,0.90476
lca,2016,3.53651
lca,2017,1.11117
lca,2018,0.46836
lca,2019,0.99209
lka,2000,0.91352
lka,2001,0.71974
lka,2002,0.19768
lka,2003,1.05942
lka,2004,0.50929
lka,2005,0.84401
lka,2006,2.47769
lka,2007,1.10605
lka,2008,0.85778
lka,2009,1.20684
lka,2010,1.15997
lka,2011,0.51093
lka,2012,0.38006
lka,2013,0.64544
lka,2014,1.20734
lka,2015,1.36929
lka,2016,0.86832
lka,2017,2.93878
lka,2018,1.49496
lka,2019,1.36011
lso,2000,3.86586
lso,2001,6.78147
lso,2002,10.62688
lso,2003,8.65832
lso,2004,11.41961
lso,2005,17.35219
lso,2006,13.57091
lso,2007,11.61864
lso,2008,20.89448
lso,2009,25.80839
lso,2010,20.02516
lso,2011,25.17862
lso,2012,28.96796
lso,2013,34.85694
lso,2014,29.99155
lso,2015,24.27905
lso,2016,24.37073
lso,2017,28.8549
lso,2018,38.29752
lso,2019,42.28507
ltu,2000,0.04119
ltu,2001,0.07125
ltu,2002,0.12888
ltu,2003,0.14677
ltu,2004,0.06334
ltu,2005,0.08313
ltu,2006,0.06533
ltu,2007,0.0897
ltu,2008,0.09729
ltu,2009,0.106
ltu,2010,0.1675
ltu,2011,0.17226
ltu,2012,0.13831
ltu,2013,0.14442
ltu,2014,0.13242
ltu,2015,0.29292
ltu,2016,0.23244
ltu,2017,0.1509
ltu,2018,0.31289
ltu,2019,0.36058
lux,2011,0.00342
lux,2012,1.52649
lux,2013,1.46278
lux,2014,1.39741
lux,2015,1.38444
lux,2016,1.31998
lux,2017,1.3802
lux,2018,1.4123
lux,2019,1.33175
lva,2004,0.45042
lva,2005,0.31461
lva,2007,0.05275
lva,2008,0.0987
lva,2009,0.47888
lva,2010,0.00662
lva,2017,0.16387
lva,2018,0.16463
lva,2019,0.26935
mar,2000,0.30603
mar,2001,0.46437
mar,2002,0.22913
mar,2003,0.24402
mar,2004,0.2585
mar,2005,0.2901
mar,2006,0.29297
mar,2007,0.60441
mar,2008,0.32649
mar,2009,0.09151
mar,2010,0.44111
mar,2011,0.66935
mar,2012,0.59068
mar,2013,0.32062
mar,2014,0.31475
mar,2015,0.20974
mar,2016,0.15747
mar,2017,0.2218
mar,2018,0.1812
mar,2019,0.71779
mda,2000,3.87359
mda,2001,2.10202
mda,2002,4.06544
mda,2003,4.32541
mda,2004,2.27422
mda,2005,4.37656
mda,2006,4.16144
mda,2007,3.67584
mda,2008,3.2719
mda,2009,10.80488
mda,2010,11.9671
mda,2011,7.33438
mda,2012,8.02865
mda,2013,9.92383
mda,2014,11.40311
mda,2015,7.27967
mda,2016,3.69477
mda,2017,4.69927
mda,2018,2.71713
mda,2019,3.40994
mdg,2000,13.99303
mdg,2001,19.84746
mdg,2002,19.59077
mdg,2003,11.26768
mdg,2004,21.21312
mdg,2005,23.20111
mdg,2006,24.54924
mdg,2007,17.09517
mdg,2008,20.36952
mdg,2009,26.16398
mdg,2010,15.95606
mdg,2011,26.60905
mdg,2012,19.64288
mdg,2013,20.36081
mdg,2014,25.14612
mdg,2015,28.39438
mdg,2016,26.43549
mdg,2017,22.7282
mdg,2018,29.58834
mdg,2019,28.22824
mdv,2000,0
mdv,2001,0.10539
mdv,2002,0.90628
mdv,2003,0.81383
mdv,2004,0.47049
mdv,2005,1.96727
mdv,2006,1.28547
mdv,2007,1.32094
mdv,2008,2.84212
mdv,2009,5.26657
mdv,2010,3.34006
mdv,2011,4.04558
mdv,2012,3.5744
mdv,2013,0.89241
mdv,2014,0.61957
mdv,2015,0.03118
mdv,2016,0.23309
mdv,2017,0.07994
mdv,2018,2.60083
mdv,2019,1.64548
mhl,2000,36.7392
mhl,2001,37.10504
mhl,2002,39.68877
mhl,2003,41.3493
mhl,2004,47.37064
mhl,2005,62.3073
mhl,2006,69.10332
mhl,2007,44.96496
mhl,2008,50.95713
mhl,2009,49.27528
mhl,2010,53.25487
mhl,2011,42.14584
mhl,2012,41.37702
mhl,2013,39.36058
mhl,2014,43.09686
mhl,2015,46.83494
mhl,2016,45.77511
mhl,2017,45.68047
mhl,2018,41.73124
mhl,2019,43.02462
mkd,2000,3.93562
mkd,2001,2.36362
mkd,2002,3.88939
mkd,2003,0.90477
mkd,2004,1.33367
mkd,2005,1.47767
mkd,2006,2.66564
mkd,2007,0.9918
mkd,2008,2.99397
mkd,2009,1.8472
mkd,2010,0.69487
mkd,2011,1.08394
mkd,2012,1.26656
mkd,2013,0.26687
mkd,2014,0.80453
mkd,2015,0.36388
mkd,2016,0.72739
mkd,2017,0.12989
mkd,2018,0.00152
mli,2000,5.79091
mli,2001,6.8627
mli,2002,14.1854
mli,2003,8.9199
mli,2004,12.09236
mli,2005,14.20068
mli,2006,19.06557
mli,2007,17.84679
mli,2008,20.63862
mli,2009,23.54845
mli,2010,27.35134
mli,2011,32.54445
mli,2012,41.66502
mli,2013,42.07015
mli,2014,44.34459
mli,2015,41.3154
mli,2016,30.22788
mli,2017,28.62527
mli,2018,34.99575
mli,2019,33.45469
mlt,2018,0.01622
mlt,2019,0.01612
mmr,2000,1.18508
mmr,2001,2.8333
mmr,2002,3.8497
mmr,2003,6.62721
mmr,2004,10.23478
mmr,2005,10.20619
mmr,2006,13.03621
mmr,2007,7.79324
mmr,2008,9.43523
mmr,2009,9.0694
mmr,2010,9.41456
mmr,2011,10.76209
mmr,2012,6.08106
mmr,2013,8.89438
mmr,2014,9.77963
mmr,2015,7.55756
mmr,2016,9.34165
mmr,2017,9.51739
mmr,2018,8.72343
mmr,2019,8.2859
mne,2011,0.77534
mne,2012,1.25248
mne,2013,0.99362
mne,2014,0.77368
mne,2015,0.46249
mne,2016,0.39096
mne,2017,0.29862
mng,2000,1.11643
mng,2001,3.6232
mng,2002,4.86164
mng,2003,3.8798
mng,2004,6.52064
mng,2005,3.86444
mng,2006,4.25196
mng,2007,2.76487
mng,2008,5.85411
mng,2009,5.69016
mng,2010,4.3473
mng,2011,6.17332
mng,2012,5.77781
mng,2013,5.13291
mng,2014,6.0773
mng,2015,4.39653
mng,2016,5.66575
mng,2017,2.836
mng,2018,5.36407
mng,2019,5.10503
moz,2000,9.59112
moz,2001,25.9639
moz,2002,34.7742
moz,2003,42.00296
moz,2004,52.02708
moz,2005,53.24566
moz,2006,57.65721
moz,2007,56.02824
moz,2008,58.4948
moz,2009,65.19073
moz,2010,68.0009
moz,2011,66.14414
moz,2012,58.38664
moz,2013,58.56498
moz,2014,53.96799
moz,2015,54.68386
moz,2016,59.94025
moz,2017,62.68839
moz,2018,62.29532
moz,2019,62.71561
mrt,2000,4.35132
mrt,2001,3.87625
mrt,2002,4.94125
mrt,2003,9.28038
mrt,2004,7.08075
mrt,2005,5.26136
mrt,2006,2.50599
mrt,2007,4.18529
mrt,2008,5.18897
mrt,2009,5.2478
mrt,2010,5.91367
mrt,2011,5.34054
mrt,2012,5.29263
mrt,2013,8.92682
mrt,2014,10.29268
mrt,2015,8.63765
mrt,2016,2.3549
mrt,2017,8.53963
mrt,2018,9.29513
mrt,2019,11.87409
mus,2000,0.30235
mus,2001,0.56388
mus,2002,0.30919
mus,2003,0.11157
mus,2004,0.02977
mus,2005,0.03943
mus,2006,0.08132
mus,2007,0.16569
mus,2008,0.91756
mus,2009,1.7464
mus,2010,1.88307
mus,2011,3.92855
mus,2012,2.16398
mus,2013,1.41865
mus,2014,0.45759
mus,2015,2.599
mus,2016,0.22603
mus,2017,0.49352
mus,2018,0.49901
mus,2019,0.29232
mwi,2000,35.12856
mwi,2001,35.75969
mwi,2002,46.02693
mwi,2003,45.87963
mwi,2004,66.07185
mwi,2005,62.45832
mwi,2006,62.60955
mwi,2007,65.26978
mwi,2008,57.16921
mwi,2009,62.124
mwi,2010,62.76518
mwi,2011,64.41843
mwi,2012,70.7882
mwi,2013,68.25178
mwi,2014,63.03598
mwi,2015,53.50091
mwi,2016,53.71352
mwi,2017,59.85521
mwi,2018,57.43753
mwi,2019,43.56259
mys,2000,0
mys,2001,0
mys,2002,0
mys,2003,0
mys,2004,0
mys,2005,0
mys,2006,0
mys,2007,0.0032
mys,2008,0.00167
mys,2009,0.00138
mys,2010,0.00036
mys,2011,0.00039
mys,2012,0
mys,2013,0
mys,2014,0
mys,2015,0
mys,2016,0
mys,2017,0
mys,2018,0
mys,2019,0
nam,2000,5.17075
nam,2001,5.86015
nam,2002,5.86645
nam,2003,6.17024
nam,2004,13.97116
nam,2005,20.68773
nam,2006,24.14545
nam,2007,19.68076
nam,2008,21.64827
nam,2009,19.47229
nam,2010,14.25588
nam,2011,10.8985
nam,2012,7.93326
nam,2013,6.43953
nam,2014,6.02458
nam,2015,5.71119
nam,2016,6.97083
nam,2017,6.77478
nam,2018,4.67208
nam,2019,4.65253
ner,2000,9.25177
ner,2001,9.32735
ner,2002,9.43097
ner,2003,10.11373
ner,2004,10.27265
ner,2005,10.75285
ner,2006,10.63394
ner,2007,13.15375
ner,2008,12.37581
ner,2009,11.96775
ner,2010,12.2464
ner,2011,10.73405
ner,2012,13.17387
ner,2013,11.84974
ner,2014,13.25665
ner,2015,24.55549
ner,2016,14.7612
ner,2017,14.47688
ner,2018,11.80958
ner,2019,15.24877
nga,2000,16.96759
nga,2001,6.71516
nga,2002,7.30478
nga,2003,5.71532
nga,2004,6.2207
nga,2005,5.44647
nga,2006,5.40905
nga,2007,5.90034
nga,2008,6.06479
nga,2009,6.21556
nga,2010,6.2574
nga,2011,7.85745
nga,2012,8.41891
nga,2013,12.44294
nga,2014,12.27968
nga,2015,9.91574
nga,2016,10.31712
nga,2017,7.9155
nga,2018,7.37994
nga,2019,12.74975
nic,2000,3.58698
nic,2001,10.60498
nic,2002,8.49236
nic,2003,13.73978
nic,2004,18.59581
nic,2005,18.38009
nic,2006,10.95278
nic,2007,10.96067
nic,2008,12.73998
nic,2009,9.82195
nic,2010,14.19771
nic,2011,12.63133
nic,2012,10.10048
nic,2013,10.08553
nic,2014,10.27892
nic,2015,6.24295
nic,2016,5.2191
nic,2017,6.04268
nic,2018,5.41873
nic,2019,2.73074
nld,2000,0
nld,2001,0
nld,2002,0
nld,2003,0
nld,2004,0
nld,2005,0
nld,2006,0
nld,2007,0
nld,2008,0
nld,2009,0
nld,2010,0
nld,2011,0
nld,2012,0
nld,2013,0
nld,2014,0
nld,2015,0.02246
nld,2016,0.02469
nld,2017,0.01608
nld,2018,0.02576
nld,2019,0.0255
nor,2000,0
nor,2001,0
nor,2002,0
nor,2003,0
nor,2004,0
nor,2005,0
nor,2006,0
nor,2007,0
nor,2008,0.05396
nor,2009,0.05173
nor,2010,0.05113
nor,2011,0
nor,2012,0
nor,2013,0
nor,2014,0
nor,2015,0
nor,2016,0
nor,2017,0
nor,2018,0
nor,2019,0
npl,2000,21.52004
npl,2001,26.80519
npl,2002,21.63856
npl,2003,22.67846
npl,2004,25.47594
npl,2005,23.73282
npl,2006,26.37247
npl,2007,14.27213
npl,2008,14.82347
npl,2009,15.75573
npl,2010,13.85464
npl,2011,10.72894
npl,2012,13.46672
npl,2013,11.90594
npl,2014,13.72177
npl,2015,14.37322
npl,2016,11.70785
npl,2017,15.41712
npl,2018,13.53797
npl,2019,11.90941
nru,2000,7.74589
nru,2001,14.92078
nru,2002,22.35638
nru,2003,16.73131
nru,2004,16.56567
nru,2005,2.5414
nru,2006,5.66049
nru,2007,26.48051
nru,2008,40.94338
nru,2009,41.80765
nru,2010,33.75688
nru,2011,36.00324
nru,2012,48.50147
nru,2013,37.65491
nru,2014,16.38992
nru,2015,35.33994
nru,2016,5.66648
nru,2017,22.94173
nru,2018,12.14266
nru,2019,9.09582
omn,2013,0
omn,2016,0
omn,2017,0
omn,2018,0
omn,2019,0
pak,2000,0.78049
pak,2001,1.78635
pak,2002,4.6218
pak,2003,6.39908
pak,2004,2.9585
pak,2005,4.43329
pak,2006,3.25004
pak,2007,3.75173
pak,2008,5.0197
pak,2009,3.21876
pak,2010,4.94379
pak,2011,4.11892
pak,2012,4.41332
pak,2013,5.42214
pak,2014,5.53557
pak,2015,3.76135
pak,2016,1.8083
pak,2017,1.7424
pak,2018,0.5993
pak,2019,7.09462
pan,2000,0.34636
pan,2001,0.3866
pan,2002,0.44575
pan,2003,0.44536
pan,2004,0.21885
pan,2005,0.26339
pan,2006,0.15363
pan,2007,0.12896
pan,2008,0.18336
pan,2009,0.11602
pan,2010,0.69284
pan,2011,0.27127
pan,2012,0.13835
pan,2013,0.19247
pan,2014,0.52059
pan,2015,0.10246
pan,2016,0.08536
pan,2017,0.05994
pan,2018,0.08991
pan,2019,0.09262
per,2000,0.23593
per,2001,0.55002
per,2002,0.58376
per,2003,2.33052
per,2004,2.00107
per,2005,2.10337
per,2006,1.79811
per,2007,0.99749
per,2008,0.73521
per,2009,1.87266
per,2010,1.15978
per,2011,1.00941
per,2012,0.64509
per,2013,0.47907
per,2014,0.27895
per,2015,0.23577
per,2016,0.20859
per,2017,0.24474
per,2018,0.19883
per,2019,0.19583
phl,2000,3.53258
phl,2001,3.79089
phl,2002,2.83175
phl,2003,3.37008
phl,2004,3.90648
phl,2005,4.21309
phl,2006,3.82878
phl,2007,1.95237
phl,2008,1.47726
phl,2009,2.32747
phl,2010,1.7925
phl,2011,0.9575
phl,2012,1.02682
phl,2013,1.74289
phl,2014,1.48819
phl,2015,1.44088
phl,2016,2.26575
phl,2017,2.19396
phl,2018,0.31151
phl,2019,0.41486
plw,2000,25.54814
plw,2001,26.90623
plw,2002,29.29462
plw,2003,30.30425
plw,2004,35.10394
plw,2005,37.35833
plw,2006,34.91724
plw,2007,37.32005
plw,2008,37.76757
plw,2009,29.71577
plw,2010,35.79327
plw,2011,31.79693
plw,2012,32.78667
plw,2013,29.15346
plw,2014,31.81957
plw,2015,31.03821
plw,2016,15.35287
plw,2017,14.40409
plw,2018,2.63835
plw,2019,26.35181
png,2000,6.25823
png,2001,18.65213
png,2002,27.68102
png,2003,33.12045
png,2004,25.97993
png,2005,25.93843
png,2006,24.74938
png,2007,24.7095
png,2008,20.39628
png,2009,22.77321
png,2010,26.01837
png,2011,22.49977
png,2012,22.45291
png,2013,27.21553
png,2014,32.27318
png,2015,11.87698
png,2016,17.85933
png,2017,15.58891
png,2018,20.21154
png,2019,32.39417
pol,2003,0.01784
pol,2004,0.00493
pol,2005,0.00513
pol,2013,0.13927
pol,2014,0.03795
pol,2015,0.0382
pol,2016,0.01971
pol,2017,0.03039
pol,2018,0.05831
pol,2019,0.05517
prt,2000,0.04074
prt,2001,0.04183
prt,2002,0.04551
prt,2003,0.04352
prt,2004,0.04341
prt,2005,0.04182
prt,2006,0.04437
prt,2007,0.04558
prt,2008,0.04778
prt,2009,0.05121
prt,2010,0.04884
prt,2011,0.05252
prt,2012,0.05601
prt,2013,0.05675
prt,2014,0.06061
prt,2015,0.06092
prt,2016,0.08961
prt,2017,0.09433
prt,2018,0.0699
prt,2019,0.07012
pry,2000,2.93196
pry,2001,1.68858
pry,2002,1.70346
pry,2003,1.51216
pry,2004,1.29263
pry,2005,0.66982
pry,2006,0.53093
pry,2007,0.41532
pry,2008,0.57265
pry,2009,0.87065
pry,2010,0.86989
pry,2011,0.80766
pry,2012,0.53233
pry,2013,0.54069
pry,2014,0.34754
pry,2015,0.32214
pry,2016,0.35814
pry,2017,0.28326
pry,2018,0.06466
pry,2019,0.01027
qat,2011,0
qat,2012,0
qat,2013,0
qat,2014,0
qat,2015,0
qat,2016,0
qat,2017,0
qat,2018,0
qat,2019,0
rou,2000,0
rou,2001,0
rou,2002,0
rou,2003,0.00388
rou,2004,0.47902
rou,2005,0.41811
rou,2006,0.17662
rou,2007,0.15763
rou,2008,0.04389
rou,2009,0.03248
rou,2010,0.08039
rou,2011,0.01522
rou,2012,0
rou,2013,0.21517
rou,2014,0.04315
rus,2000,0.2036
rus,2001,0.19905
rus,2002,0.18728
rus,2003,0.15053
rus,2004,0.12666
rus,2005,0.09956
rus,2006,0.08002
rus,2007,0.06504
rus,2008,0.05072
rus,2019,0
rwa,2000,46.56901
rwa,2001,40.8342
rwa,2002,35.20578
rwa,2003,42.43741
rwa,2004,47.24223
rwa,2005,50.26538
rwa,2006,57.04694
rwa,2007,55.31784
rwa,2008,53.01771
rwa,2009,52.91991
rwa,2010,51.93137
rwa,2011,49.42181
rwa,2012,53.33391
rwa,2013,44.25627
rwa,2014,47.08757
rwa,2015,42.19313
rwa,2016,43.25983
rwa,2017,39.33661
rwa,2018,39.32503
rwa,2019,33.78949
sau,2013,0
sau,2016,0
sau,2017,0
sau,2018,0
sau,2019,0
sdn,2003,1.47527
sdn,2004,1.40056
sdn,2005,2.67883
sdn,2006,4.53977
sdn,2007,2.68199
sdn,2008,2.47653
sdn,2009,3.65839
sdn,2010,3.01769
sdn,2011,7.92096
sdn,2012,4.28994
sdn,2013,5.01029
sdn,2014,3.69378
sdn,2015,1.9375
sdn,2016,2.03206
sdn,2017,5.37512
sdn,2018,7.7081
sdn,2019,6.55756
sen,2000,3.99154
sen,2001,3.59638
sen,2002,5.00956
sen,2003,2.92802
sen,2004,2.14932
sen,2005,6.60512
sen,2006,5.43387
sen,2007,5.81679
sen,2008,6.48127
sen,2009,6.78823
sen,2010,12.31961
sen,2011,8.5329
sen,2012,9.34138
sen,2013,9.42249
sen,2014,18.34779
sen,2015,17.98488
sen,2016,17.33165
sen,2017,16.18342
sen,2018,21.60268
sen,2019,17.93429
sgp,2000,0
sgp,2001,0
sgp,2002,0
sgp,2003,0
sgp,2004,0
sgp,2005,0
sgp,2006,0
