geo,time,gc_tax_totl_cn
eth,2004,8453800000
eth,2005,9360400000
eth,2006,10960800000
eth,2007,13539800000
eth,2008,19551500000
eth,2009,22242100000
eth,2010,31500800000
eth,2011,47435430000
eth,2012,70081250180.649
eth,2013,75983252160.32001
eth,2014,93478489617.31
eth,2015,108397150429.8
eth,2016,126813032015.7
eth,2017,139363750354.10999
eth,2018,165447348414.31
eth,2019,179250871232.26001
fin,1972,2237908549.49687
fin,1973,2753740919.95432
fin,1974,3366954099.83299
fin,1975,4040714933.2378
fin,1976,5113081152.3564
fin,1977,5498736067.73264
fin,1978,5628745334.88739
fin,1979,6171824149.43161
fin,1980,7222157750.18375
fin,1981,8575565994.41952
fin,1982,9486135428.28214
fin,1983,10666646484.1155
fin,1984,12155950572.9322
fin,1985,13674687548.8796
fin,1986,15030282236.1594
fin,1987,15348493793.0246
fin,1988,18558696745.3954
fin,1989,21170655243.3427
fin,1990,22210897568.5071
fin,1991,21237594038.0744
fin,1992,21097157119.479
fin,1993,19215134222.37469
fin,1994,20970847986.7064
fin,1995,20402000000
fin,1996,22367000000
fin,1997,25060000000
fin,1998,27359000000
fin,1999,28413000000
fin,2000,33074000000
fin,2001,31659000000
fin,2002,33361000000
fin,2003,33473000000
fin,2004,34629000000
fin,2005,35890000000
fin,2006,37035000000
fin,2007,39407000000
fin,2008,39807000000
fin,2009,34319000000
fin,2010,34997000000
fin,2011,39635000000
fin,2012,40480000000
fin,2013,42179000000
fin,2014,42686000000
fin,2015,43272000000
fin,2016,45273000000
fin,2017,46921000000
fin,2018,48617000000
fin,2019,49579000000
fji,1990,450590000
fji,1991,446620000
fji,1992,497320000
fji,1993,539870000
fji,1994,574450000
fji,1995,615310000
fji,1996,633520000
fji,2004,1048871000
fji,2005,1085415000
fji,2006,1245483074
fji,2010,1314686885.39889
fji,2011,1551140779.88
fji,2012,1627548913.63
fji,2013,1811318682.77
fji,2014,2075760457.6
fji,2015,2319560654.76
fji,2016,2430490894.65
fji,2017,2729717149.55
fji,2018,2795358980.1
fji,2019,2692670443.55
fra,1972,29224476604.4116
fra,1973,32029538521.5799
fra,1974,39514785267.9368
fra,1975,41801520526.4979
fra,1976,51360073907.2836
fra,1977,55964034227.85329
fra,1978,63647464696.6188
fra,1979,74989671579.08221
fra,1980,87155103154.6275
fra,1981,98771718268.11821
fra,1982,114855089586.66499
fra,1983,126486949601.879
fra,1984,138347483142.95001
fra,1985,148896955135.77899
fra,1986,160147692607.89999
fra,1987,170089350369.00299
fra,1988,177756468792.92401
fra,1989,188515710633.47101
fra,1990,197373913229.06799
fra,1991,206531220796.48495
fra,1992,208855153615.25201
fra,1993,209968031441.08496
fra,1994,225167198459.65497
fra,1995,237115000000
fra,1996,255285000000
fra,1997,272787000000
fra,1998,311301000000
fra,1999,331084000000
fra,2000,345869000000
fra,2001,359546000000
fra,2002,358329000000
fra,2003,360654000000
fra,2004,377661000000
fra,2005,393717000000
fra,2006,417272000000
fra,2007,429468000000
fra,2008,438428000000
fra,2009,400867000000
fra,2010,438019000000
fra,2011,449064000000
fra,2012,470623000000
fra,2013,491419000000
fra,2014,497916000000
fra,2015,509986000000
fra,2016,515298000000
fra,2017,542823000000
fra,2018,571183000000
fra,2019,598500000000
fsm,2008,11283705
fsm,2009,12321356
fsm,2010,13840968
fsm,2011,15453239
fsm,2012,16008357
fsm,2013,17340657
fsm,2014,40049592
fsm,2015,17148194
fsm,2016,19947513
fsm,2017,38162243
fsm,2018,101271963
fsm,2019,78460064
gab,2012,1232614351323.02002
gab,2013,1395598205439.75
gab,2014,1357709645109.1499
gab,2015,1090999947263.05005
gab,2016,953069044175
gab,2017,960945841974.31006
gab,2018,957064314007
gab,2019,1134969477869
gbr,1972,15665000000
gbr,1973,16561000000
gbr,1974,20940000000
gbr,1975,26516000000
gbr,1976,30810000000
gbr,1977,35179000000
gbr,1978,38806000000
gbr,1979,45405000000
gbr,1980,58042000000
gbr,1981,66301000000
gbr,1982,76257000000
gbr,1983,79615000000
gbr,1984,85965000000
gbr,1985,95822000000
gbr,1986,100529000000
gbr,1987,105596000000
gbr,1988,117637000000
gbr,1989,128951000000
gbr,1990,148693000000
gbr,1991,161001000000
gbr,1992,163205000000
gbr,1993,162645000000
gbr,1994,177335000000
gbr,1995,197897000000
gbr,1996,209890000000
gbr,1997,225764000000
gbr,1998,249362000000
gbr,1999,265337000000
gbr,2000,286704000000
gbr,2001,292457000000
gbr,2002,296600000000
gbr,2003,308677000000
gbr,2004,332249000000
gbr,2005,356159000000
gbr,2006,378807000000
gbr,2007,400891000000
gbr,2008,421113000000
gbr,2009,374005000000
gbr,2010,406238000000
gbr,2011,428949000000
gbr,2012,429294000000
gbr,2013,446797000000
gbr,2014,463464000000
gbr,2015,479974000000
gbr,2016,506975000000
gbr,2017,530781000000
gbr,2018,548734000000
gbr,2019,561718000000
geo,1995,131700000
geo,1996,304700000
geo,1997,483900000
geo,1998,503000000
geo,1999,634400000
geo,2000,689000000
geo,2001,787844000
geo,2002,866500000
geo,2003,935400000
geo,2004,1483700000
geo,2005,1922400000
geo,2006,2560800000
geo,2007,3561100000
geo,2008,4620800000
geo,2009,4228400000
geo,2010,4675800000
geo,2011,5914400000
geo,2012,6441000000
geo,2013,6428600000
geo,2014,6995700000
geo,2015,7720700000
geo,2016,8422700000
geo,2017,9513800000
geo,2018,10004000000
geo,2019,11385900000
geo,2020,10545700000
gha,1990,21967700
gha,1991,31945300
gha,1992,30183200
gha,1993,50915200
gha,2001,654546800
gha,2002,854748400
gha,2003,1222441216
gha,2004,1737730248
gha,2005,2073746956
gha,2006,2395621821
gha,2007,3213370743
gha,2008,4193608293
gha,2009,4615857209
gha,2010,6164294730
gha,2011,8892168867
gha,2012,11574601668.1401
gha,2013,13284043685.0997
gha,2014,17004655173.2469
gha,2015,32944748220.4068
gha,2016,24283493247.37889
gha,2017,30424202730
gha,2018,37784185990
gha,2019,42927855572.019
gin,1989,164179000000
gin,1990,213118000000
gin,1991,244238000000
gin,1992,321213000000
gmb,1990,454810000
gnb,2017,80929917589
gnb,2019,79812597212.03998
gnq,2006,509951000000
gnq,2007,472788000000
gnq,2008,688634000000
gnq,2009,905659000000
gnq,2010,612377000000
gnq,2011,706112534772.48096
gnq,2012,999280310461.72302
gnq,2013,923216703994.58704
gnq,2014,891870587484.79199
gnq,2015,893100606380.63501
gnq,2016,425288744607
gnq,2017,423786513817
gnq,2018,448768937851
gnq,2019,619357916038
grc,1972,191724137.93103
grc,1973,242435803.37491
grc,1974,281907556.85987
grc,1975,340983125.45855
grc,1976,470873074.10125
grc,1977,546118855.46588
grc,1978,681790168.74541
grc,1979,822949376.37564
grc,1980,979046221.57007
grc,1981,1048862802.64123
grc,1982,1598796771.82685
grc,1983,1992223037.41746
grc,1984,2219163609.68452
grc,1985,2677035950.11005
grc,1986,3611357300.07337
grc,1987,4267204695.52458
grc,1988,4793132795.30448
grc,1989,4905267791.6361
grc,1990,6886074834.92296
grc,1995,17292000000
grc,1996,19202000000
grc,1997,22394000000
grc,1998,25714000000
grc,1999,28675000000
grc,2000,31739000000
grc,2001,31866000000
grc,2002,34763000000
grc,2003,35258000000
grc,2004,37067000000
grc,2005,40499000000
grc,2006,43527000000
grc,2007,47104000000
grc,2008,48915000000
grc,2009,46974000000
grc,2010,45690000000
grc,2011,45699000000
grc,2012,45717000000
grc,2013,43394000000
grc,2014,44078000000
grc,2015,43883000000
grc,2016,46537000000
grc,2017,46806000000
grc,2018,48383000000
grc,2019,48000000000
gtm,1990,2355930000
gtm,1991,3465220000
gtm,1992,4488320000
gtm,1993,5023710000
gtm,1994,5051540000
gtm,1995,6569610000
gtm,1996,8144000000
gtm,1997,9382469999.99999
gtm,1998,11623310000
gtm,1999,13863060000
gtm,2000,15071600000
gtm,2001,15966240000
gtm,2002,19306700000
gtm,2003,20317660000
gtm,2004,22001040000
gtm,2005,23276840000
gtm,2006,27251600000
gtm,2007,31566600000
gtm,2008,33356000000
gtm,2009,31829943218.19
gtm,2010,34759290440.04
gtm,2011,40209543216.52
gtm,2012,42772028390.63
gtm,2013,46228088905
gtm,2014,48212008084.8
gtm,2015,49307641329.25
gtm,2016,52316182381.75
gtm,2017,55997085488.06
gtm,2018,58229707074.69
gtm,2019,61983304662.31
hnd,1972,171400000
hnd,1973,197600000
hnd,1974,230100000
hnd,1975,249200000
hnd,1976,314400000
hnd,1977,437200000
hnd,1978,489400000
hnd,1979,576800000
hnd,1980,699500000
hnd,1981,699100000
hnd,2003,19632400000
hnd,2004,23411900000
hnd,2005,26707600000
hnd,2006,31434900000
hnd,2007,38269987000
hnd,2008,42329200000
hnd,2009,39034950000
hnd,2010,43172300000
hnd,2011,49543840000
hnd,2012,53289770000
hnd,2013,56719040704
hnd,2014,68591319941.15
hnd,2015,79854851282.12498
hrv,1991,65690000
hrv,1992,534140000
hrv,1993,8404690000
hrv,1994,23497210000
hrv,1995,26797831000
hrv,1996,29097949000
hrv,1997,31925793000
hrv,1998,38527078000
hrv,1999,38108099000
hrv,2000,40029516000
hrv,2001,41237079000
hrv,2002,46154970000
hrv,2003,49553335000
hrv,2004,51528379000
hrv,2005,55522747000
hrv,2006,61524489000
hrv,2007,66891168000
hrv,2008,71217376000
hrv,2009,65052107000
hrv,2010,65045914000
hrv,2011,64086785000
hrv,2012,65314533000
hrv,2013,67299425000
hrv,2014,66073485000
hrv,2015,70804870000
hrv,2016,74971208000
hrv,2017,79011607000
hrv,2018,84145203000
hrv,2019,89502377000
hun,1981,285800000000
hun,1982,300000000000
hun,1983,342500000000
hun,1984,352700000000
hun,1985,321900000000
hun,1986,387600000000
hun,1987,436800000000
hun,1988,503600000000
hun,1989,518200000000
hun,1990,610900000000
hun,1991,663600000000
hun,1992,736500000000
hun,1993,922600000000
hun,1994,1097900000000
hun,1995,1352150000000
hun,1996,1632153000000
hun,1997,1849490000000
hun,1998,2168476000000
hun,1999,2537237000000
hun,2000,2981718000000
hun,2001,3295269000000
hun,2002,3642465000000
hun,2003,3952569000000
hun,2004,4298572000000
hun,2005,4496273000000
hun,2006,4822753000000
hun,2007,5504166000000
hun,2008,6338123000000
hun,2009,6177820000000
hun,2010,6208230000000
hun,2011,6004868000000
hun,2012,6630891000000
hun,2013,6940869000000
hun,2014,7551126000000
hun,2015,8124212000000
hun,2016,8351957000000
hun,2017,8986574000000
hun,2018,9776995000000
hun,2019,10683335000000
idn,1972,568000000000
idn,1973,933000000000
idn,1974,1710000000000
idn,1975,2093000000000
idn,1976,2767000000000
idn,1977,3369000000000
idn,1978,4070000000000
idn,1979,6496000000000
idn,1980,9898000000000
idn,1981,11857000000000
idn,1982,11960000000000
idn,1983,13872000000000
idn,1984,15221000000000
idn,1985,17761000000000
idn,1986,14993000000000
idn,1987,18827000000000
idn,1988,21435000000000
idn,1989,26678000000000
idn,1990,37431600000000
idn,1991,39098000000000
idn,1992,44499900000000
idn,1993,47344000000000
idn,1994,60958000000000
idn,1995,68017000000000
idn,1996,75810000000000
idn,1997,100505700000000
idn,1998,143626700000000
idn,1999,179430400000000
idn,2001,190614200000000
idn,2002,215467500000000
idn,2003,249404313253852
idn,2004,283093000000000
idn,2008,658701000000000
idn,2009,619922000000000
idn,2010,723307000000000
idn,2011,873874000000000
idn,2012,980518000000000
idn,2013,1077310000000000
idn,2014,1145282928434310
idn,2015,1239482788808500
idn,2016,1281885902999960
idn,2017,1342306913501640
idn,2018,1518025961356800
idn,2019,1543994683379680
ind,1974,64940000000
ind,1975,76900000000
ind,1976,84300000000
ind,1977,89430000000
ind,1978,104810000000
ind,1979,119720000000
ind,1980,132740000000
ind,1981,159190000000
ind,1982,179130000000
ind,1983,208610000000
ind,1984,234700000000
ind,1985,286680000000
ind,1986,331970000000
ind,1987,376640000000
ind,1988,444680000000
ind,1989,516380000000
ind,1990,575740000000
ind,1991,673580000000
ind,1992,746370000000
ind,1993,747680000000
ind,1994,922940000000
ind,1995,1112370000000
ind,1996,1287620000000
ind,1997,1392090000000
ind,1998,1437890000000
ind,1999,1717520000000
ind,2000,1885270000000
ind,2001,1870590000000
ind,2002,2162660000000
ind,2003,2543460000000
ind,2004,3049580000000
ind,2005,3661520000000
ind,2006,4735120000000
ind,2007,5931470000000
ind,2008,6052980000000
ind,2009,6245270000000
ind,2010,7930720000000
ind,2011,8891300000000
ind,2012,10776100000000
ind,2013,12358700000000
ind,2014,12448826200000
ind,2015,14556470000000
ind,2016,17158230000000
ind,2017,19461190000000
ind,2018,22712540000000
irl,1972,702165157.37134
irl,1973,859612679.09656
irl,1974,943415392.27288
irl,1975,1159270865.60584
irl,1976,1580823907.64433
irl,1977,1844929427.9576
irl,1978,2144587614.46689
irl,1979,2496305062.19177
irl,1980,3255608433.09242
irl,1981,4127918492.97327
irl,1982,5068794409.08929
irl,1983,5842064898.85266
irl,1984,6622953817.08661
irl,1985,6948006765.16448
irl,1986,7411461163.79113
irl,1987,7954909061.35882
irl,1988,9051962761.12164
irl,1989,9079896998.84708
irl,1990,9599219872.92461
irl,1991,10066483485.7866
irl,1992,10822104616.2598
irl,1993,11647307393.4309
irl,1994,13115886454.9421
irl,1995,14525626000
irl,1996,16366777000
irl,1997,18650464000
irl,1998,21309604000
irl,1999,24729659000
irl,2000,28588444000
irl,2001,29555638000
irl,2002,31982415000
irl,2003,35172444000
irl,2004,39173937000
irl,2005,43355232000
irl,2006,49592341000
irl,2007,51114221000
irl,2008,44593841000
irl,2009,37400077000
irl,2010,36558258000
irl,2011,37530583000
irl,2012,39458890000
irl,2013,41112458000
irl,2014,45104674000
irl,2015,49361129000
irl,2016,51459524000
irl,2017,54334851000
irl,2018,59112528000
irl,2019,63210201000
irn,1972,107400000000
irn,1973,140800000000
irn,1974,169300000000
irn,1975,289200000000
irn,1976,363000000000
irn,1977,467400000000
irn,1978,487600000000
irn,1979,381800000000
irn,1980,349200000000
irn,1981,561300000000
irn,1982,630000000000
irn,1983,823000000000
irn,1984,960000000000
irn,1985,1158700000000
irn,1986,1085900000000
irn,1987,1166200000000
irn,1988,1190200000000
irn,1989,1462300000000
irn,1990,2116700000000
irn,1991,3314200000000
irn,1992,4944900000000
irn,1993,4097000000000
irn,1994,6108000000000
irn,1995,12278000000000
irn,1996,21489000000000
irn,1997,32164000000000
irn,1998,30562000000000
irn,1999,39555140000000
irn,2000,36812959000000
irn,2001,42429817000000
irn,2002,51123100000000
irn,2003,65439369167510.39844
irn,2004,85049111317289.90625
irn,2005,135143004832615
irn,2006,151848968542194
irn,2007,192814785001612
irn,2008,240953673984961
irn,2009,302247000000000
irq,2014,2436340000000
irq,2015,2572117502134.56982
irq,2016,4091700126914.56006
irq,2017,5956224572649.9502
irq,2018,5335369722461.44043
irq,2019,3713201063639.68945
isl,1972,169100000
isl,1973,238000000
isl,1974,360000000
isl,1975,494800000
isl,1976,662100000
isl,1977,911300000
isl,1978,1440200000
isl,1979,2203200000
isl,1980,3441100000
isl,1981,5690700000
isl,1982,9090000000
isl,1983,14136700000
isl,1984,19014600000
isl,1985,24901600000
isl,1986,33296400000
isl,1987,44183500000
isl,1988,58591000000
isl,1989,75851000000
isl,1990,88628600000
isl,1991,93175900000
isl,1992,94376600000
isl,1993,94615800000
isl,1994,99458200000
isl,1995,103750500000
isl,1996,115793500000
isl,1997,118062300000
isl,1998,144548577000
isl,1999,168019923000
isl,2000,178139431000
isl,2001,182630798493
isl,2002,192973373389
isl,2003,207584725121
isl,2004,240337700449
isl,2005,289164828965
isl,2006,329682533944
isl,2007,360031625241
isl,2008,362399154867.23999
isl,2009,324197224136
isl,2010,339999735604.84003
isl,2011,363277216039
isl,2012,396770367099
isl,2013,426670233730
isl,2014,510990360271.04999
isl,2015,524318517281.82001
isl,2016,944855405640.92993
isl,2017,632041581160
isl,2018,653517168987.61096
isl,2019,663684638890
isr,1972,900000
isr,1973,1100000
isr,1974,2000000
isr,1975,2800000
isr,1976,4100000
isr,1977,6100000
isr,1978,9500000
isr,1979,20300000
isr,1980,44200000
isr,1981,100200000
isr,1982,263600000
isr,1983,680600000
isr,1984,3198800000
isr,1985,11396400000
isr,1986,17339000000
isr,1987,20550600000
isr,1988,23797400000
isr,1989,26644200000
isr,1990,31935100000
isr,1991,30971000000
isr,1992,49552000000
isr,1993,58082000000
isr,1994,71458000000
isr,1995,81729000000
isr,1996,92460000000
isr,1997,105344000000
isr,1998,113205000000
isr,1999,123956000000
isr,2000,146351301000
isr,2001,146675690000
isr,2002,147559450000
isr,2003,144337484112.974
isr,2004,150833565956.37399
isr,2005,162094701982.241
isr,2006,178964500000
isr,2007,191290129249.66101
isr,2008,184218867857.14301
isr,2009,178291800000
isr,2010,196825983747.16199
isr,2011,212908130000
isr,2012,219584896000
isr,2013,242493671000
isr,2014,257020813000
isr,2015,272015788000
isr,2016,285226632000
isr,2017,312543493250
isr,2018,306944842750
isr,2019,317184919000
ita,1973,6631823041.2081
ita,1974,9048324872.0478
ita,1975,9761551849.69038
ita,1976,13595727868.5307
ita,1977,17501691396.3445
ita,1978,21572404674.9679
ita,1979,26656406389.6048
ita,1980,36662758809.4636
ita,1981,44970484488.217
ita,1982,57864347430.8852
ita,1983,73425710257.35049
ita,1984,83265763555.70251
ita,1985,90952708041.7504
ita,1986,109337024278.63901
ita,1987,115917718086.83701
ita,1988,139288942141.33401
ita,1989,157587526532.97299
ita,1990,176724836928.73401
ita,1991,198084461361.27701
ita,1992,214253693957.97101
ita,1993,227407334720.88101
ita,1994,229717446430.508
ita,1995,240766000000
ita,1996,254049000000
ita,1997,281562000000
ita,1998,280664000000
ita,1999,293706000000
ita,2000,295601000000
ita,2001,305243000000
ita,2002,309093000000
ita,2003,317482000000
ita,2004,322645000000
ita,2005,327992000000
ita,2006,362208000000
ita,2007,383740000000
ita,2008,384695000000
ita,2009,374487000000
ita,2010,381561000000
ita,2011,389891000000
ita,2012,405226000000
ita,2013,405428000000
ita,2014,404265000000
ita,2015,409527000000
ita,2016,425139000000
ita,2017,428655000000
ita,2018,429328000000
ita,2019,441405000000
jam,1988,4933241002.6
jam,1989,6198180002.6
jam,1990,7748317697.6
jam,1991,11483794002.6
jam,1992,19050257002.6
jam,1993,28947756540.924
jam,1994,38070747362.39
jam,1995,50260913608.238
jam,1996,55191306961.19
jam,1997,59224317032.87
jam,1998,66970327084.58
jam,1999,75962113161.82899
jam,2000,87074364261.39
jam,2001,90568169649
jam,2002,102858665411
jam,2003,131069547000
jam,2004,150481580400
jam,2005,162575886000
jam,2006,188353505500
jam,2007,219517586864.44
jam,2008,246216623790.62
jam,2009,265860193106
jam,2010,279874150811.07001
jam,2011,289882184760.95001
jam,2012,319764873876.51001
jam,2013,343836113186
jam,2014,370877481606
jam,2015,411853980206.82001
jam,2016,458323402912.44293
jam,2017,496894576517.91998
jam,2018,542919439849.98096
jam,2019,579397046388.953
jor,1990,497180000
jor,1991,530960000
jor,1992,829390000
jor,1993,812470000
jor,1994,871060000
jor,1995,976350000
jor,1996,1065310000
jor,1997,978950000
jor,1998,1016690000
jor,1999,1046380000
jor,2000,1139640000
jor,2001,1188770000
jor,2002,1187700000
jor,2003,1316920000
jor,2004,1698725099
jor,2005,2179200000
jor,2006,2621330000
jor,2007,2995200000
jor,2008,2758100000
jor,2009,2879900000
jor,2010,2985900000
jor,2011,3062200000
jor,2012,3351400000
jor,2013,3652400000
jor,2014,4037200000
jor,2015,4096100000
jor,2016,4254400000
jor,2017,4343300000
jor,2018,4535500000
jor,2019,4680800000
jpn,1991,63413000000000
jpn,1992,57561000000000
jpn,1993,57408000000000
kaz,1997,113492000000
kaz,1998,126438000000
kaz,1999,156182000000
kaz,2000,265746214000
kaz,2001,313431979000
kaz,2002,458227074000
kaz,2003,603395689000
kaz,2004,816458076000
kaz,2010,3427737031152.2002
kaz,2011,5156569737827.2002
kaz,2012,4128772081647.1001
kaz,2013,5770707717059.7002
kaz,2014,5631362656584.7002
kaz,2015,4021245451509.66943
kaz,2016,4661534446187.40039
kaz,2017,5602659905062.09961
kaz,2018,7243889380709.59863
kaz,2019,8195770871611.09961
ken,2014,911803698168.3501
ken,2015,1021597026814.21997
ken,2016,1136563517716.04004
ken,2017,1276960140250.65991
ken,2018,1341387540000
ken,2019,1545907971656.6499
kgz,2014,70316400000
kgz,2015,72329400000
kgz,2016,80734200000
kgz,2017,90426400000
kgz,2018,102482900000
kgz,2019,104405900000
khm,2002,1371458610000
khm,2003,1397151861276
khm,2004,1740206850541
khm,2005,2032848744878
khm,2006,2441336252995
khm,2007,3398033000000
khm,2008,4429845488253
khm,2009,4154019206331
khm,2010,4706228846350
khm,2011,5287415826776
khm,2012,6281727200000
khm,2013,7407589500000
khm,2014,9863730543262
khm,2015,10707143069968
khm,2016,12044830138697
khm,2017,14183089084048
khm,2018,16974373900000
khm,2019,21708032800000
kir,2011,31055816.27
kir,2012,33653731.65
kir,2013,34589225.79
kir,2014,35370862.35
kir,2015,50309732.92
kir,2016,59782608.32
kir,2017,53679919.71
kir,2018,55985969.19
kir,2019,69602938.66
kna,1990,84390000
kna,1991,86850000
kna,1992,94950000
kna,1993,108230000
kna,1994,121500000
kna,2000,188000000
kna,2001,194600000
kna,2002,272823000
kna,2003,272537000
kna,2004,290899000
kna,2005,305267961
kna,2006,362774055
kna,2007,402589082
kna,2008,420722586.32
kna,2009,394462716.05
kna,2010,342961413.82
kna,2011,408037963.83
kna,2012,399008160.77
kna,2013,421256040.21
kna,2014,474890000
kna,2015,507470000
kna,2016,498940000
kna,2017,496930000
kor,1972,476000000000
kor,1973,579000000000
kor,1974,915000000000
kor,1975,1393000000000
kor,1976,2093000000000
kor,1977,2630000000000
kor,1978,3661000000000
kor,1979,4778000000000
kor,1980,5825000000000
kor,1981,7278000000000
kor,1982,8419000000000
kor,1983,10077000000000
kor,1984,10920000000000
kor,1985,11897000000000
kor,1986,13634000000000
kor,1987,16376000000000
kor,1988,19526000000000
kor,1989,21282000000000
kor,1990,26913000000000
kor,1991,30397000000000
kor,1992,35333000000000
kor,1993,39397000000000
kor,1994,47261000000000
kor,1995,56774000000000
kor,1996,64961000000000
kor,1997,69928000000000
kor,1998,67797746000000
kor,1999,75658019000000
kor,2000,92934652000000
kor,2001,95792820000000
kor,2002,103967760000000
kor,2003,114664221000000
kor,2004,117795747000000
kor,2005,127465700000000
kor,2006,138044300000000
kor,2007,161459122000000
kor,2008,167305990000000
kor,2009,164541586000000
kor,2010,177718345000000
kor,2011,192381242000000
kor,2012,202733000000000
kor,2013,204571000000000
kor,2014,206949942330742
kor,2015,218164717416848
kor,2016,243394985186625
kor,2017,266062765942891
kor,2018,294910486322993
kor,2019,292515369105908
kwt,1972,548000000
kwt,1973,597000000
kwt,1974,1246000000
kwt,1977,187000000
kwt,1978,324000000
kwt,1979,149000000
kwt,1980,209000000
kwt,1981,261000000
kwt,1982,214000000
kwt,1983,197000000
kwt,1984,201000000
kwt,1985,125000000
kwt,1986,109000000
kwt,1987,79000000
kwt,1988,71000000
kwt,1989,84000000
kwt,1990,82000000
kwt,1991,8000000
kwt,1992,5000000
kwt,1993,79000000
kwt,1994,105000000
kwt,1995,93000000
kwt,1996,91000000
kwt,1997,108000000
kwt,1998,118000000
lbn,1997,2893686000000
lbn,1998,3303463000000
lbn,1999,3506720000000
lbn,2000,3096700000000
lbn,2001,3160400000000
lbn,2002,4166400000000
lbn,2003,4655300000000
lbn,2004,5266000000000
lbn,2005,4915563000000
lbn,2006,4982636000000
lbn,2007,5593171000000
lbn,2008,7207144000000
lbn,2009,8995346000000
lbn,2010,9762080000000
lbn,2011,9857540000000
lbn,2012,10084700000000
lbn,2013,9940770000000
lbn,2014,10229934000000
lbn,2015,10134939000000
lbn,2016,10428668000000
lbn,2017,12278571001000
lbn,2018,12683924722000
lbn,2019,12354454684000
lca,2000,429352526
lca,2001,397405403
lca,2002,404946000
lca,2003,431011000
lca,2004,495707481
lca,2005,540828006
lca,2006,603824570
lca,2007,659047468
lca,2008,725324381
lca,2009,724039267
lca,2010,729019264
lca,2011,764294489
lca,2012,740239301
lca,2013,814250921
lca,2014,855503420
lca,2015,913400000
lca,2016,965870000
lca,2017,983420000
lka,1990,61206000000
lka,1991,68157000000
lka,1992,76353000000
lka,1993,87274000000
lka,1994,99417000000
lka,1995,118543000000
lka,1996,130203000000
lka,1997,142512000000
lka,1998,147368000000
lka,1999,166028000000
lka,2000,182392000000
lka,2001,205839000000
lka,2002,221786000000
lka,2003,231648000000
lka,2004,281552000000
lka,2005,336829000000
lka,2006,428379000000
lka,2007,508947000000
lka,2008,585621000000
lka,2009,618933000000
lka,2010,724746497563.72998
lka,2011,812611000000
lka,2012,908911000000
lka,2013,1005890000000
lka,2014,1050362335437.68994
lka,2015,1355681555690.58008
lka,2016,1463688860658.82007
lka,2017,1670178219488.17993
lka,2018,1712317912843.34009
lka,2019,1734925039070.96997
lso,1982,109770000
lso,1983,150610000
lso,1984,190182000
lso,1985,213020000
lso,1986,230946000
lso,1987,261704000
lso,1988,327713000
lso,1989,444347000
lso,1991,539827716.6
lso,1992,670776964.2
lso,1993,810198443.4
lso,1994,931518286.2
lso,1995,1044780043.4
lso,1996,1096720511.8
lso,1997,1343413275.4
lso,1998,1287333000
lso,1999,1378653176
lso,2000,1412537951.2
lso,2001,1832752308
lso,2002,1978422423.78889
lso,2003,2374900000
lso,2004,2827200000
lso,2005,3057000000
lso,2006,4134619623.79
lso,2007,4659169536.05
lso,2008,5584517992.50195
lso,2009,5898681409.4
lso,2010,4956257324.04088
lso,2011,5657903755.17624
lso,2012,7748860371.74785
lso,2013,8201547116.44929
lso,2014,9624134789.79492
lso,2015,10167204818.1229
lso,2016,9108730224.85576
lso,2017,10144653765.2359
lso,2018,10762813329.93
lso,2019,11240680115.5
ltu,1991,24601772.47451
ltu,1993,469560936.0519
ltu,1994,718547265.98702
ltu,1995,1538570000
ltu,1996,1836278000
ltu,1997,2537449000
ltu,1998,2888935000
ltu,1999,2823505000
ltu,2000,2710395000
ltu,2001,2750997000
ltu,2002,2915298000
ltu,2003,3174131000
ltu,2004,3527694000
ltu,2005,4144506000
ltu,2006,4927125000
ltu,2007,5909398000
ltu,2008,6689446000
ltu,2009,4583286000
ltu,2010,4475594000
ltu,2011,4848642000
ltu,2012,5188585000
ltu,2013,5466594000
ltu,2014,5793140000
ltu,2015,6234813000
ltu,2016,6584675000
ltu,2017,7032195000
ltu,2018,7629803000
ltu,2019,9689487000
lux,1972,345786677.70619
lux,1973,433615353.53335
lux,1974,542862029.90092
lux,1975,588449649.10672
lux,1976,666213847.82808
lux,1977,768197243.91979
lux,1978,872089420.15226
lux,1979,877419130.93488
lux,1980,974692550.0559
lux,1981,1060339762.86505
lux,1982,1195441733.86647
lux,1983,1459547495.15988
lux,1984,1582676208.91475
lux,1985,1675239651.06507
lux,1986,1788774885.41122
lux,1987,1875983827.42644
lux,1988,2022637636.68229
lux,1989,2215647535.07074
lux,1990,2421671843.50978
lux,1991,2530447522.18027
lux,1992,2744032583.1249
lux,1993,3244306505.46977
lux,1994,3674624875.12364
lux,1995,3729572000
lux,1996,3960751000
lux,1997,4379657000
lux,1998,4641744000
lux,1999,5157543000
lux,2000,5855126000
lux,2001,5966317000
lux,2002,6198108000
lux,2003,6459734000
lux,2004,6777418000
lux,2005,7671822000
lux,2006,8178076000
lux,2007,9175043000
lux,2008,9422489000
lux,2009,9307473000
lux,2010,10096817000
lux,2011,10629671000
lux,2012,11364850000
lux,2013,12051097000
lux,2014,12814953000
lux,2015,12573732000
lux,2016,13350823000
lux,2017,14209492000
lux,2018,16085662000
lux,2019,16667711000
lva,1994,439951963.84767
lva,1995,785200425.72325
lva,1996,873528039.1119
lva,1997,1200641999.76096
lva,1998,1423304363.66327
lva,1999,1421904257.80161
lva,2000,1422812050.01679
