geo,time,sp_pop_brth_mf
fji,2002,1.06
fji,2007,1.06
fji,2008,1.06
fji,2009,1.06
fji,2010,1.06
fji,2011,1.06
fji,2012,1.06
fji,2013,1.06
fji,2014,1.06
fji,2015,1.06
fji,2016,1.06
fji,2017,1.06
fji,2018,1.06
fji,2019,1.06
fji,2020,1.06
fra,1962,1.048
fra,1967,1.05
fra,1972,1.054
fra,1977,1.054
fra,1982,1.053
fra,1987,1.051
fra,1990,1.052
fra,1992,1.052
fra,1997,1.053
fra,2002,1.049
fra,2007,1.047
fra,2008,1.047
fra,2009,1.047
fra,2010,1.047
fra,2011,1.047
fra,2012,1.047
fra,2013,1.047
fra,2014,1.048
fra,2015,1.048
fra,2016,1.049
fra,2017,1.049
fra,2018,1.049
fra,2019,1.049
fra,2020,1.049
fsm,1962,1.07
fsm,1967,1.07
fsm,1972,1.07
fsm,1977,1.07
fsm,1982,1.07
fsm,1987,1.07
fsm,1990,1.07
fsm,1992,1.07
fsm,1997,1.07
fsm,2002,1.07
fsm,2007,1.07
fsm,2008,1.07
fsm,2009,1.07
fsm,2010,1.07
fsm,2011,1.07
fsm,2012,1.07
fsm,2013,1.068
fsm,2014,1.066
fsm,2015,1.064
fsm,2016,1.062
fsm,2017,1.06
fsm,2018,1.058
fsm,2019,1.056
fsm,2020,1.054
gab,1962,1.03
gab,1967,1.03
gab,1972,1.03
gab,1977,1.03
gab,1982,1.03
gab,1987,1.03
gab,1990,1.03
gab,1992,1.03
gab,1997,1.03
gab,2002,1.03
gab,2007,1.03
gab,2008,1.03
gab,2009,1.03
gab,2010,1.03
gab,2011,1.03
gab,2012,1.03
gab,2013,1.03
gab,2014,1.03
gab,2015,1.03
gab,2016,1.03
gab,2017,1.03
gab,2018,1.03
gab,2019,1.03
gab,2020,1.03
gbr,1962,1.051
gbr,1967,1.051
gbr,1972,1.051
gbr,1977,1.051
gbr,1982,1.051
gbr,1987,1.051
gbr,1990,1.051
gbr,1992,1.051
gbr,1997,1.051
gbr,2002,1.051
gbr,2007,1.051
gbr,2008,1.051
gbr,2009,1.051
gbr,2010,1.051
gbr,2011,1.051
gbr,2012,1.051
gbr,2013,1.051
gbr,2014,1.051
gbr,2015,1.051
gbr,2016,1.051
gbr,2017,1.051
gbr,2018,1.051
gbr,2019,1.051
gbr,2020,1.051
geo,1962,1.06
geo,1967,1.06
geo,1972,1.06
geo,1977,1.06
geo,1982,1.06
geo,1987,1.076
geo,1990,1.076
geo,1992,1.076
geo,1997,1.111
geo,2002,1.11
geo,2007,1.11
geo,2008,1.105
geo,2009,1.1
geo,2010,1.095
geo,2011,1.09
geo,2012,1.085
geo,2013,1.081
geo,2014,1.077
geo,2015,1.073
geo,2016,1.069
geo,2017,1.065
geo,2018,1.064
geo,2019,1.063
geo,2020,1.062
gha,1962,1.053
gha,1967,1.053
gha,1972,1.053
gha,1977,1.053
gha,1982,1.053
gha,1987,1.053
gha,1990,1.053
gha,1992,1.053
gha,1997,1.053
gha,2002,1.053
gha,2007,1.053
gha,2008,1.053
gha,2009,1.053
gha,2010,1.053
gha,2011,1.053
gha,2012,1.053
gha,2013,1.053
gha,2014,1.053
gha,2015,1.053
gha,2016,1.053
gha,2017,1.053
gha,2018,1.053
gha,2019,1.053
gha,2020,1.053
gin,1962,1.024
gin,1967,1.024
gin,1972,1.024
gin,1977,1.024
gin,1982,1.024
gin,1987,1.024
gin,1990,1.024
gin,1992,1.024
gin,1997,1.024
gin,2002,1.024
gin,2007,1.024
gin,2008,1.024
gin,2009,1.024
gin,2010,1.024
gin,2011,1.024
gin,2012,1.024
gin,2013,1.024
gin,2014,1.024
gin,2015,1.024
gin,2016,1.024
gin,2017,1.024
gin,2018,1.024
gin,2019,1.024
gin,2020,1.024
gmb,1962,1.03
gmb,1967,1.03
gmb,1972,1.03
gmb,1977,1.03
gmb,1982,1.03
gmb,1987,1.03
gmb,1990,1.03
gmb,1992,1.03
gmb,1997,1.03
gmb,2002,1.03
gmb,2007,1.03
gmb,2008,1.03
gmb,2009,1.03
gmb,2010,1.03
gmb,2011,1.03
gmb,2012,1.03
gmb,2013,1.03
gmb,2014,1.03
gmb,2015,1.03
gmb,2016,1.03
gmb,2017,1.03
gmb,2018,1.03
gmb,2019,1.03
gmb,2020,1.03
gnb,1962,1.03
gnb,1967,1.03
gnb,1972,1.03
gnb,1977,1.03
gnb,1982,1.03
gnb,1987,1.03
gnb,1990,1.03
gnb,1992,1.03
gnb,1997,1.03
gnb,2002,1.03
gnb,2007,1.03
gnb,2008,1.03
gnb,2009,1.03
gnb,2010,1.03
gnb,2011,1.03
gnb,2012,1.03
gnb,2013,1.03
gnb,2014,1.03
gnb,2015,1.03
gnb,2016,1.03
gnb,2017,1.03
gnb,2018,1.03
gnb,2019,1.03
gnb,2020,1.03
gnq,1962,1.03
gnq,1967,1.03
gnq,1972,1.03
gnq,1977,1.03
gnq,1982,1.03
gnq,1987,1.03
gnq,1990,1.03
gnq,1992,1.03
gnq,1997,1.03
gnq,2002,1.03
gnq,2007,1.03
gnq,2008,1.03
gnq,2009,1.03
gnq,2010,1.03
gnq,2011,1.03
gnq,2012,1.03
gnq,2013,1.03
gnq,2014,1.03
gnq,2015,1.03
gnq,2016,1.03
gnq,2017,1.03
gnq,2018,1.03
gnq,2019,1.03
gnq,2020,1.03
grc,1962,1.068
grc,1967,1.069
grc,1972,1.069
grc,1977,1.071
grc,1982,1.076
grc,1987,1.067
grc,1990,1.067
grc,1992,1.067
grc,1997,1.062
grc,2002,1.066
grc,2007,1.068
grc,2008,1.067
grc,2009,1.066
grc,2010,1.064
grc,2011,1.063
grc,2012,1.062
grc,2013,1.063
grc,2014,1.063
grc,2015,1.064
grc,2016,1.064
grc,2017,1.065
grc,2018,1.065
grc,2019,1.065
grc,2020,1.065
grd,1962,1.05
grd,1967,1.05
grd,1972,1.05
grd,1977,1.05
grd,1982,1.05
grd,1987,1.05
grd,1990,1.05
grd,1992,1.05
grd,1997,1.05
grd,2002,1.05
grd,2007,1.05
grd,2008,1.05
grd,2009,1.05
grd,2010,1.05
grd,2011,1.05
grd,2012,1.05
grd,2013,1.05
grd,2014,1.05
grd,2015,1.05
grd,2016,1.05
grd,2017,1.05
grd,2018,1.05
grd,2019,1.05
grd,2020,1.05
gtm,1962,1.05
gtm,1967,1.05
gtm,1972,1.05
gtm,1977,1.05
gtm,1982,1.05
gtm,1987,1.05
gtm,1990,1.05
gtm,1992,1.05
gtm,1997,1.05
gtm,2002,1.05
gtm,2007,1.05
gtm,2008,1.05
gtm,2009,1.05
gtm,2010,1.05
gtm,2011,1.05
gtm,2012,1.05
gtm,2013,1.05
gtm,2014,1.05
gtm,2015,1.05
gtm,2016,1.05
gtm,2017,1.05
gtm,2018,1.05
gtm,2019,1.05
gtm,2020,1.05
gum,1962,1.058
gum,1967,1.058
gum,1972,1.058
gum,1977,1.058
gum,1982,1.058
gum,1987,1.058
gum,1990,1.058
gum,1992,1.058
gum,1997,1.058
gum,2002,1.058
gum,2007,1.058
gum,2008,1.058
gum,2009,1.058
gum,2010,1.058
gum,2011,1.058
gum,2012,1.058
gum,2013,1.058
gum,2014,1.058
gum,2015,1.058
gum,2016,1.058
gum,2017,1.058
gum,2018,1.058
gum,2019,1.058
gum,2020,1.058
guy,1962,1.05
guy,1967,1.05
guy,1972,1.05
guy,1977,1.05
guy,1982,1.05
guy,1987,1.05
guy,1990,1.05
guy,1992,1.05
guy,1997,1.05
guy,2002,1.05
guy,2007,1.05
guy,2008,1.05
guy,2009,1.05
guy,2010,1.05
guy,2011,1.05
guy,2012,1.05
guy,2013,1.05
guy,2014,1.05
guy,2015,1.05
guy,2016,1.05
guy,2017,1.05
guy,2018,1.05
guy,2019,1.05
guy,2020,1.05
hkg,1962,1.074
hkg,1967,1.071
hkg,1972,1.068
hkg,1977,1.07
hkg,1982,1.065
hkg,1987,1.069
hkg,1990,1.073
hkg,1992,1.075
hkg,1997,1.083
hkg,2002,1.085
hkg,2007,1.129
hkg,2008,1.127
hkg,2009,1.124
hkg,2010,1.122
hkg,2011,1.119
hkg,2012,1.117
hkg,2013,1.109
hkg,2014,1.101
hkg,2015,1.094
hkg,2016,1.086
hkg,2017,1.078
hkg,2018,1.076
hkg,2019,1.075
hkg,2020,1.073
hnd,1962,1.05
hnd,1967,1.05
hnd,1972,1.05
hnd,1977,1.05
hnd,1982,1.05
hnd,1987,1.05
hnd,1990,1.05
hnd,1992,1.05
hnd,1997,1.05
hnd,2002,1.05
hnd,2007,1.05
hnd,2008,1.05
hnd,2009,1.05
hnd,2010,1.05
hnd,2011,1.05
hnd,2012,1.05
hnd,2013,1.05
hnd,2014,1.05
hnd,2015,1.05
hnd,2016,1.05
hnd,2017,1.05
hnd,2018,1.05
hnd,2019,1.05
hnd,2020,1.05
hrv,1962,1.059
hrv,1967,1.059
hrv,1972,1.059
hrv,1977,1.059
hrv,1982,1.059
hrv,1987,1.059
hrv,1990,1.059
hrv,1992,1.059
hrv,1997,1.057
hrv,2002,1.059
hrv,2007,1.059
hrv,2008,1.061
hrv,2009,1.063
hrv,2010,1.066
hrv,2011,1.068
hrv,2012,1.07
hrv,2013,1.068
hrv,2014,1.066
hrv,2015,1.065
hrv,2016,1.063
hrv,2017,1.061
hrv,2018,1.061
hrv,2019,1.06
hrv,2020,1.06
hti,1962,1.05
hti,1967,1.05
hti,1972,1.05
hti,1977,1.05
hti,1982,1.05
hti,1987,1.05
hti,1990,1.05
hti,1992,1.05
hti,1997,1.05
hti,2002,1.05
hti,2007,1.05
hti,2008,1.05
hti,2009,1.05
hti,2010,1.05
hti,2011,1.05
hti,2012,1.05
hti,2013,1.05
hti,2014,1.05
hti,2015,1.05
hti,2016,1.05
hti,2017,1.05
hti,2018,1.05
hti,2019,1.05
hti,2020,1.05
hun,1962,1.06
hun,1967,1.06
hun,1972,1.06
hun,1977,1.06
hun,1982,1.06
hun,1987,1.06
hun,1990,1.056
hun,1992,1.053
hun,1997,1.06
hun,2002,1.06
hun,2007,1.054
hun,2008,1.054
hun,2009,1.054
hun,2010,1.053
hun,2011,1.053
hun,2012,1.053
hun,2013,1.054
hun,2014,1.055
hun,2015,1.057
hun,2016,1.058
hun,2017,1.059
hun,2018,1.059
hun,2019,1.059
hun,2020,1.059
idn,1962,1.05
idn,1967,1.05
idn,1972,1.05
idn,1977,1.05
idn,1982,1.05
idn,1987,1.05
idn,1990,1.05
idn,1992,1.05
idn,1997,1.05
idn,2002,1.05
idn,2007,1.05
idn,2008,1.05
idn,2009,1.05
idn,2010,1.05
idn,2011,1.05
idn,2012,1.05
idn,2013,1.05
idn,2014,1.05
idn,2015,1.05
idn,2016,1.05
idn,2017,1.05
idn,2018,1.05
idn,2019,1.05
idn,2020,1.05
ind,1962,1.054
ind,1967,1.055
ind,1972,1.057
ind,1977,1.067
ind,1982,1.084
ind,1987,1.092
ind,1990,1.1
ind,1992,1.106
ind,1997,1.111
ind,2002,1.112
ind,2007,1.101
ind,2008,1.101
ind,2009,1.1
ind,2010,1.1
ind,2011,1.099
ind,2012,1.099
ind,2013,1.099
ind,2014,1.099
ind,2015,1.099
ind,2016,1.099
ind,2017,1.099
ind,2018,1.1
ind,2019,1.1
ind,2020,1.101
irl,1962,1.07
irl,1967,1.07
irl,1972,1.07
irl,1977,1.07
irl,1982,1.07
irl,1987,1.07
irl,1990,1.07
irl,1992,1.07
irl,1997,1.07
irl,2002,1.07
irl,2007,1.06
irl,2008,1.06
irl,2009,1.06
irl,2010,1.06
irl,2011,1.06
irl,2012,1.06
irl,2013,1.06
irl,2014,1.06
irl,2015,1.06
irl,2016,1.06
irl,2017,1.06
irl,2018,1.058
irl,2019,1.056
irl,2020,1.054
irn,1962,1.05
irn,1967,1.05
irn,1972,1.05
irn,1977,1.05
irn,1982,1.04
irn,1987,1.04
irn,1990,1.04
irn,1992,1.04
irn,1997,1.04
irn,2002,1.043
irn,2007,1.05
irn,2008,1.05
irn,2009,1.051
irn,2010,1.051
irn,2011,1.052
irn,2012,1.052
irn,2013,1.052
irn,2014,1.052
irn,2015,1.052
irn,2016,1.052
irn,2017,1.052
irn,2018,1.052
irn,2019,1.052
irn,2020,1.052
irq,1962,1.065
irq,1967,1.065
irq,1972,1.065
irq,1977,1.065
irq,1982,1.065
irq,1987,1.065
irq,1990,1.065
irq,1992,1.065
irq,1997,1.065
irq,2002,1.065
irq,2007,1.065
irq,2008,1.065
irq,2009,1.065
irq,2010,1.065
irq,2011,1.065
irq,2012,1.065
irq,2013,1.065
irq,2014,1.065
irq,2015,1.065
irq,2016,1.065
irq,2017,1.065
irq,2018,1.065
irq,2019,1.065
irq,2020,1.065
isl,1962,1.045
isl,1967,1.053
isl,1972,1.066
isl,1977,1.053
isl,1982,1.054
isl,1987,1.057
isl,1990,1.058
isl,1992,1.058
isl,1997,1.042
isl,2002,1.043
isl,2007,1.05
isl,2008,1.051
isl,2009,1.051
isl,2010,1.052
isl,2011,1.052
isl,2012,1.053
isl,2013,1.053
isl,2014,1.053
isl,2015,1.053
isl,2016,1.053
isl,2017,1.053
isl,2018,1.053
isl,2019,1.053
isl,2020,1.053
isr,1962,1.063
isr,1967,1.061
isr,1972,1.055
isr,1977,1.053
isr,1982,1.056
isr,1987,1.051
isr,1990,1.054
isr,1992,1.056
isr,1997,1.058
isr,2002,1.054
isr,2007,1.053
isr,2008,1.053
isr,2009,1.054
isr,2010,1.054
isr,2011,1.055
isr,2012,1.055
isr,2013,1.055
isr,2014,1.054
isr,2015,1.054
isr,2016,1.053
isr,2017,1.053
isr,2018,1.053
isr,2019,1.053
isr,2020,1.053
ita,1962,1.063
ita,1967,1.063
ita,1972,1.063
ita,1977,1.063
ita,1982,1.063
ita,1987,1.063
ita,1990,1.063
ita,1992,1.063
ita,1997,1.063
ita,2002,1.063
ita,2007,1.063
ita,2008,1.063
ita,2009,1.063
ita,2010,1.063
ita,2011,1.063
ita,2012,1.063
ita,2013,1.063
ita,2014,1.063
ita,2015,1.063
ita,2016,1.063
ita,2017,1.063
ita,2018,1.063
ita,2019,1.063
ita,2020,1.063
jam,1962,1.05
jam,1967,1.05
jam,1972,1.05
jam,1977,1.05
jam,1982,1.05
jam,1987,1.05
jam,1990,1.05
jam,1992,1.05
jam,1997,1.05
jam,2002,1.05
jam,2007,1.05
jam,2008,1.05
jam,2009,1.05
jam,2010,1.05
jam,2011,1.05
jam,2012,1.05
jam,2013,1.05
jam,2014,1.05
jam,2015,1.05
jam,2016,1.05
jam,2017,1.05
jam,2018,1.05
jam,2019,1.05
jam,2020,1.05
jor,1962,1.054
jor,1967,1.054
jor,1972,1.054
jor,1977,1.054
jor,1982,1.054
jor,1987,1.054
jor,1990,1.054
jor,1992,1.054
jor,1997,1.054
jor,2002,1.054
jor,2007,1.054
jor,2008,1.054
jor,2009,1.054
jor,2010,1.054
jor,2011,1.054
jor,2012,1.054
jor,2013,1.054
jor,2014,1.054
jor,2015,1.054
jor,2016,1.054
jor,2017,1.054
jor,2018,1.054
jor,2019,1.054
jor,2020,1.054
jpn,1962,1.056
jpn,1967,1.056
jpn,1972,1.056
jpn,1977,1.056
jpn,1982,1.056
jpn,1987,1.056
jpn,1990,1.056
jpn,1992,1.056
jpn,1997,1.056
jpn,2002,1.056
jpn,2007,1.056
jpn,2008,1.056
jpn,2009,1.056
jpn,2010,1.056
jpn,2011,1.056
jpn,2012,1.056
jpn,2013,1.056
jpn,2014,1.056
jpn,2015,1.056
jpn,2016,1.056
jpn,2017,1.056
jpn,2018,1.056
jpn,2019,1.056
jpn,2020,1.056
kaz,1962,1.065
kaz,1967,1.065
kaz,1972,1.065
kaz,1977,1.065
kaz,1982,1.065
kaz,1987,1.06
kaz,1990,1.06
kaz,1992,1.06
kaz,1997,1.063
kaz,2002,1.057
kaz,2007,1.06
kaz,2008,1.06
kaz,2009,1.06
kaz,2010,1.061
kaz,2011,1.061
kaz,2012,1.061
kaz,2013,1.062
kaz,2014,1.063
kaz,2015,1.065
kaz,2016,1.066
kaz,2017,1.067
kaz,2018,1.066
kaz,2019,1.065
kaz,2020,1.063
ken,1962,1.03
ken,1967,1.03
ken,1972,1.03
ken,1977,1.03
ken,1982,1.03
ken,1987,1.03
ken,1990,1.03
ken,1992,1.03
ken,1997,1.03
ken,2002,1.03
ken,2007,1.03
ken,2008,1.03
ken,2009,1.03
ken,2010,1.03
ken,2011,1.03
ken,2012,1.03
ken,2013,1.03
ken,2014,1.03
ken,2015,1.03
ken,2016,1.03
ken,2017,1.03
ken,2018,1.03
ken,2019,1.03
ken,2020,1.03
kgz,1962,1.056
kgz,1967,1.056
kgz,1972,1.056
kgz,1977,1.056
kgz,1982,1.056
kgz,1987,1.051
kgz,1990,1.053
kgz,1992,1.054
kgz,1997,1.065
kgz,2002,1.05
kgz,2007,1.06
kgz,2008,1.06
kgz,2009,1.059
kgz,2010,1.059
kgz,2011,1.058
kgz,2012,1.058
kgz,2013,1.058
kgz,2014,1.058
kgz,2015,1.058
kgz,2016,1.058
kgz,2017,1.058
kgz,2018,1.058
kgz,2019,1.058
kgz,2020,1.058
khm,1962,1.041
khm,1967,1.043
khm,1972,1.041
khm,1977,1.04
khm,1982,1.049
khm,1987,1.035
khm,1990,1.036
khm,1992,1.036
khm,1997,1.037
khm,2002,1.034
khm,2007,1.064
khm,2008,1.061
khm,2009,1.058
khm,2010,1.055
khm,2011,1.052
khm,2012,1.049
khm,2013,1.049
khm,2014,1.049
khm,2015,1.049
khm,2016,1.049
khm,2017,1.049
khm,2018,1.05
khm,2019,1.051
khm,2020,1.052
kir,1962,1.05
kir,1967,1.05
kir,1972,1.05
kir,1977,1.05
kir,1982,1.07
kir,1987,1.07
kir,1990,1.07
kir,1992,1.07
kir,1997,1.07
kir,2002,1.07
kir,2007,1.07
kir,2008,1.07
kir,2009,1.07
kir,2010,1.07
kir,2011,1.07
kir,2012,1.07
kir,2013,1.068
kir,2014,1.066
kir,2015,1.064
kir,2016,1.062
kir,2017,1.06
kir,2018,1.058
kir,2019,1.056
kir,2020,1.054
kor,1962,1.063
kor,1967,1.063
kor,1972,1.062
kor,1977,1.062
kor,1982,1.078
kor,1987,1.118
kor,1990,1.132
kor,1992,1.142
kor,1997,1.104
kor,2002,1.09
kor,2007,1.067
kor,2008,1.065
kor,2009,1.063
kor,2010,1.061
kor,2011,1.059
kor,2012,1.057
kor,2013,1.057
kor,2014,1.056
kor,2015,1.056
kor,2016,1.055
kor,2017,1.055
kor,2018,1.055
kor,2019,1.055
kor,2020,1.055
kwt,1962,1.038
kwt,1967,1.04
kwt,1972,1.04
kwt,1977,1.04
kwt,1982,1.04
kwt,1987,1.04
kwt,1990,1.04
kwt,1992,1.04
kwt,1997,1.042
kwt,2002,1.045
kwt,2007,1.045
kwt,2008,1.045
kwt,2009,1.045
kwt,2010,1.045
kwt,2011,1.045
kwt,2012,1.045
kwt,2013,1.045
kwt,2014,1.045
kwt,2015,1.045
kwt,2016,1.045
kwt,2017,1.045
kwt,2018,1.045
kwt,2019,1.045
kwt,2020,1.045
lao,1962,1.05
lao,1967,1.05
lao,1972,1.05
lao,1977,1.05
lao,1982,1.05
lao,1987,1.05
lao,1990,1.05
lao,1992,1.05
lao,1997,1.05
lao,2002,1.05
lao,2007,1.05
lao,2008,1.05
lao,2009,1.05
lao,2010,1.05
lao,2011,1.05
lao,2012,1.05
lao,2013,1.05
lao,2014,1.05
lao,2015,1.05
lao,2016,1.05
lao,2017,1.05
lao,2018,1.05
lao,2019,1.05
lao,2020,1.05
lbn,1962,1.05
lbn,1967,1.05
lbn,1972,1.05
lbn,1977,1.05
lbn,1982,1.05
lbn,1987,1.05
lbn,1990,1.05
lbn,1992,1.05
lbn,1997,1.05
lbn,2002,1.05
lbn,2007,1.05
lbn,2008,1.05
lbn,2009,1.05
lbn,2010,1.05
lbn,2011,1.05
lbn,2012,1.05
lbn,2013,1.05
lbn,2014,1.05
lbn,2015,1.05
lbn,2016,1.05
lbn,2017,1.05
lbn,2018,1.05
lbn,2019,1.05
lbn,2020,1.05
lbr,1962,1.054
lbr,1967,1.054
lbr,1972,1.054
lbr,1977,1.054
lbr,1982,1.054
lbr,1987,1.054
lbr,1990,1.054
lbr,1992,1.054
lbr,1997,1.054
lbr,2002,1.054
lbr,2007,1.054
lbr,2008,1.054
lbr,2009,1.054
lbr,2010,1.054
lbr,2011,1.054
lbr,2012,1.054
lbr,2013,1.054
lbr,2014,1.054
lbr,2015,1.054
lbr,2016,1.054
lbr,2017,1.054
lbr,2018,1.054
lbr,2019,1.054
lbr,2020,1.054
lby,1962,1.054
lby,1967,1.054
lby,1972,1.054
lby,1977,1.054
lby,1982,1.054
lby,1987,1.054
lby,1990,1.056
lby,1992,1.058
lby,1997,1.061
lby,2002,1.062
lby,2007,1.059
lby,2008,1.059
lby,2009,1.059
lby,2010,1.06
lby,2011,1.06
lby,2012,1.06
lby,2013,1.06
lby,2014,1.06
lby,2015,1.06
lby,2016,1.06
lby,2017,1.06
lby,2018,1.06
lby,2019,1.06
lby,2020,1.06
lca,1962,1.03
lca,1967,1.03
lca,1972,1.03
lca,1977,1.03
lca,1982,1.03
lca,1987,1.03
lca,1990,1.03
lca,1992,1.03
lca,1997,1.03
lca,2002,1.03
lca,2007,1.03
lca,2008,1.03
lca,2009,1.03
lca,2010,1.03
lca,2011,1.03
lca,2012,1.03
lca,2013,1.03
lca,2014,1.03
lca,2015,1.03
lca,2016,1.03
lca,2017,1.03
lca,2018,1.03
lca,2019,1.03
lca,2020,1.03
lka,1962,1.036
lka,1967,1.035
lka,1972,1.038
lka,1977,1.04
lka,1982,1.045
lka,1987,1.046
lka,1990,1.042
lka,1992,1.039
lka,1997,1.044
lka,2002,1.045
lka,2007,1.044
lka,2008,1.043
lka,2009,1.042
lka,2010,1.042
lka,2011,1.041
lka,2012,1.04
lka,2013,1.04
lka,2014,1.04
lka,2015,1.039
lka,2016,1.039
lka,2017,1.039
lka,2018,1.04
lka,2019,1.041
lka,2020,1.041
lso,1962,1.027
lso,1967,1.026
lso,1972,1.027
lso,1977,1.028
lso,1982,1.028
lso,1987,1.029
lso,1990,1.029
lso,1992,1.029
lso,1997,1.029
lso,2002,1.03
lso,2007,1.029
lso,2008,1.029
lso,2009,1.028
lso,2010,1.028
lso,2011,1.027
lso,2012,1.027
lso,2013,1.027
lso,2014,1.027
lso,2015,1.027
lso,2016,1.027
lso,2017,1.027
lso,2018,1.027
lso,2019,1.027
lso,2020,1.028
ltu,1962,1.054
ltu,1967,1.048
ltu,1972,1.044
ltu,1977,1.047
ltu,1982,1.053
ltu,1987,1.058
ltu,1990,1.056
ltu,1992,1.054
ltu,1997,1.063
ltu,2002,1.057
ltu,2007,1.047
ltu,2008,1.048
ltu,2009,1.049
ltu,2010,1.05
ltu,2011,1.051
ltu,2012,1.052
ltu,2013,1.054
ltu,2014,1.055
ltu,2015,1.057
ltu,2016,1.058
ltu,2017,1.06
ltu,2018,1.058
ltu,2019,1.057
ltu,2020,1.055
lux,1962,1.043
lux,1967,1.048
lux,1972,1.04
lux,1977,1.049
lux,1982,1.045
lux,1987,1.052
lux,1990,1.049
lux,1992,1.047
lux,1997,1.053
lux,2002,1.049
lux,2007,1.054
lux,2008,1.052
lux,2009,1.051
lux,2010,1.049
lux,2011,1.048
lux,2012,1.046
lux,2013,1.046
lux,2014,1.046
lux,2015,1.046
lux,2016,1.046
lux,2017,1.046
lux,2018,1.046
lux,2019,1.046
lux,2020,1.046
lva,1962,1.067
lva,1967,1.057
lva,1972,1.056
lva,1977,1.058
lva,1982,1.055
lva,1987,1.055
lva,1990,1.051
lva,1992,1.049
lva,1997,1.066
lva,2002,1.052
lva,2007,1.041
lva,2008,1.045
lva,2009,1.048
lva,2010,1.052
lva,2011,1.055
lva,2012,1.059
lva,2013,1.061
lva,2014,1.062
lva,2015,1.064
lva,2016,1.065
lva,2017,1.067
lva,2018,1.065
lva,2019,1.063
lva,2020,1.061
mac,1962,1.05
mac,1967,1.05
mac,1972,1.05
mac,1977,1.05
mac,1982,1.05
mac,1987,1.05
mac,1990,1.05
mac,1992,1.05
mac,1997,1.05
mac,2002,1.05
mac,2007,1.05
mac,2008,1.05
mac,2009,1.05
mac,2010,1.05
mac,2011,1.05
mac,2012,1.05
mac,2013,1.05
mac,2014,1.05
mac,2015,1.05
mac,2016,1.05
mac,2017,1.05
mac,2018,1.05
mac,2019,1.05
mac,2020,1.05
mar,1962,1.05
mar,1967,1.05
mar,1972,1.05
mar,1977,1.05
mar,1982,1.05
mar,1987,1.054
mar,1990,1.056
mar,1992,1.058
mar,1997,1.061
mar,2002,1.062
mar,2007,1.059
mar,2008,1.059
mar,2009,1.059
mar,2010,1.06
mar,2011,1.06
mar,2012,1.06
mar,2013,1.06
mar,2014,1.06
mar,2015,1.06
mar,2016,1.06
mar,2017,1.06
mar,2018,1.06
mar,2019,1.06
mar,2020,1.06
mda,1962,1.061
mda,1967,1.061
mda,1972,1.061
mda,1977,1.061
mda,1982,1.061
mda,1987,1.061
mda,1990,1.059
mda,1992,1.058
mda,1997,1.052
mda,2002,1.063
mda,2007,1.056
mda,2008,1.057
mda,2009,1.057
mda,2010,1.058
mda,2011,1.058
mda,2012,1.059
mda,2013,1.059
mda,2014,1.059
mda,2015,1.058
mda,2016,1.058
mda,2017,1.058
mda,2018,1.058
mda,2019,1.058
mda,2020,1.058
mdg,1962,1.016
mdg,1967,1.016
mdg,1972,1.016
mdg,1977,1.016
mdg,1982,1.016
mdg,1987,1.016
mdg,1990,1.016
mdg,1992,1.016
mdg,1997,1.016
mdg,2002,1.02
mdg,2007,1.025
mdg,2008,1.026
mdg,2009,1.027
mdg,2010,1.028
mdg,2011,1.029
mdg,2012,1.03
mdg,2013,1.03
mdg,2014,1.03
mdg,2015,1.03
mdg,2016,1.03
mdg,2017,1.03
mdg,2018,1.03
mdg,2019,1.03
mdg,2020,1.03
mdv,1962,1.058
mdv,1967,1.058
mdv,1972,1.058
mdv,1977,1.062
mdv,1982,1.057
mdv,1987,1.053
mdv,1990,1.071
mdv,1992,1.083
mdv,1997,1.062
mdv,2002,1.057
mdv,2007,1.064
mdv,2008,1.067
mdv,2009,1.07
mdv,2010,1.074
mdv,2011,1.077
mdv,2012,1.08
mdv,2013,1.078
mdv,2014,1.077
mdv,2015,1.075
mdv,2016,1.074
mdv,2017,1.072
mdv,2018,1.071
mdv,2019,1.07
mdv,2020,1.07
mex,1962,1.05
mex,1967,1.05
mex,1972,1.05
mex,1977,1.05
mex,1982,1.05
mex,1987,1.05
mex,1990,1.05
mex,1992,1.05
mex,1997,1.05
mex,2002,1.05
mex,2007,1.05
mex,2008,1.05
mex,2009,1.05
mex,2010,1.05
mex,2011,1.05
mex,2012,1.05
mex,2013,1.05
mex,2014,1.05
mex,2015,1.05
mex,2016,1.05
mex,2017,1.05
mex,2018,1.05
mex,2019,1.05
mex,2020,1.05
mkd,1962,1.054
mkd,1967,1.054
mkd,1972,1.054
mkd,1977,1.054
mkd,1982,1.054
mkd,1987,1.054
mkd,1990,1.054
mkd,1992,1.054
mkd,1997,1.054
mkd,2002,1.054
mkd,2007,1.07
mkd,2008,1.071
mkd,2009,1.073
mkd,2010,1.074
mkd,2011,1.076
mkd,2012,1.077
mkd,2013,1.074
mkd,2014,1.072
mkd,2015,1.069
mkd,2016,1.067
mkd,2017,1.064
mkd,2018,1.062
mkd,2019,1.06
mkd,2020,1.058
mli,1962,1.05
mli,1967,1.05
mli,1972,1.05
mli,1977,1.05
mli,1982,1.05
mli,1987,1.05
mli,1990,1.05
mli,1992,1.05
mli,1997,1.05
mli,2002,1.05
mli,2007,1.05
mli,2008,1.05
mli,2009,1.05
mli,2010,1.05
mli,2011,1.05
mli,2012,1.05
mli,2013,1.05
