geo,time,nv_agr_totl_cn
chl,2011,4479095634147.17969
chl,2012,4294475047231.47998
chl,2013,4662791690479.03027
chl,2014,5545356723415.98047
chl,2015,5805960386159.79004
chl,2016,6767714665803.9502
chl,2017,7154579371656.80957
chl,2018,6766041713958.01953
chl,2019,7091020850182.58984
chl,2020,7745011861438.70117
chn,1960,34070000000
chn,1961,44110000000
chn,1962,45310000000
chn,1963,49750000000
chn,1964,55900000000
chn,1965,65110000000
chn,1966,70220000000
chn,1967,71420000000
chn,1968,72630000000
chn,1969,73620000000
chn,1970,79330000000
chn,1971,82630000000
chn,1972,82740000000
chn,1973,90750000000
chn,1974,94520000000
chn,1975,97120000000
chn,1976,96710000000
chn,1977,94220000000
chn,1978,101846416290
chn,1979,125897371860
chn,1980,135948094870
chn,1981,154568474040
chn,1982,176169062240
chn,1983,196090192970
chn,1984,229561746900
chn,1985,254173267220
chn,1986,276405154420
chn,1987,320446284590
chn,1988,383117835340
chn,1989,422820106350
chn,1990,501722159980
chn,1991,528884757200
chn,1992,580028379700
chn,1993,688759768000
chn,1994,947179459000
chn,1995,1202048383500
chn,1996,1387833260700
chn,1997,1426522781200
chn,1998,1461872667600
chn,1999,1454897539500
chn,2000,1471735556900
chn,2001,1550250196500
chn,2002,1619022829700
chn,2003,1697024567000
chn,2004,2090432417700
chn,2005,2180672187000
chn,2006,2331700684000
chn,2007,2767410718400
chn,2008,3246413742500
chn,2009,3358381633700
chn,2010,3843084980900
chn,2011,4478146049700
chn,2012,4908463592200
chn,2013,5302807285400
chn,2014,5562632157100
chn,2015,5777464126500
chn,2016,6013919608700
chn,2017,6209954398200
chn,2018,6474515610400
chn,2019,7047360000000
chn,2020,7775410000000
civ,1960,64161374200
civ,1961,70367141900
civ,1962,72575975400
civ,1963,82357960700
civ,1964,89825919000
civ,1965,89300009000
civ,1966,94199996400
civ,1967,92600008700
civ,1968,112799998000
civ,1969,118799999000
civ,1970,128199999500
civ,1971,134699999200
civ,1972,138899996700
civ,1973,173599998000
civ,1974,188199993300
civ,1975,235699994600
civ,1976,272699998200
civ,1977,373499985900
civ,1978,461400014800
civ,1979,513499988000
civ,1980,556399984600
civ,1981,608000016400
civ,1982,599900028900
civ,1983,570200031200
civ,1984,721499979800
civ,1985,831900024800
civ,1986,902678970400
civ,1987,884724006900
civ,1988,978635980800
civ,1989,1018362986500
civ,1990,955236024300
civ,1991,985515032600
civ,1992,1003999985700
civ,1993,882499977200
civ,1994,1166100004900
civ,1995,1357720059900
civ,1996,1527787028500
civ,1997,1595482000000
civ,1998,1798888000000
civ,1999,1768130000000
civ,2000,1906736000000
civ,2001,2127156000000
civ,2002,2346767000000
civ,2003,2560403000000
civ,2004,2063033000000
civ,2005,2036048000000
civ,2006,2105934000000
civ,2007,2144500000000
civ,2008,2460015000000
civ,2009,2430287000000
civ,2010,3023184000000
civ,2011,3196689500000
civ,2012,3035031000000
civ,2013,3240308000000
civ,2014,3675792000000
civ,2015,4973615000000
civ,2016,5610978000000
civ,2017,5612816000000
civ,2018,6621215000000
civ,2019,7090000000000
civ,2020,7551477722000
cmr,1965,65300000800
cmr,1966,66600009700
cmr,1967,71699988500
cmr,1968,81599987700
cmr,1969,87899963400
cmr,1970,99799990300
cmr,1971,105600000000
cmr,1972,120700002300
cmr,1973,130500001800
cmr,1974,153400000500
cmr,1975,178299994100
cmr,1976,191200002000
cmr,1977,280599986200
cmr,1978,329899999200
cmr,1979,388099997700
cmr,1980,404400013300
cmr,1981,488200011800
cmr,1982,586700030000
cmr,1983,607200018400
cmr,1984,702000005100
cmr,1985,790442999800
cmr,1986,888148983800
cmr,1987,940723994600
cmr,1988,872579006500
cmr,1989,896077987800
cmr,1990,804500013100
cmr,1991,810300014600
cmr,1992,849300029400
cmr,1993,835622229400
cmr,1994,969247392200
cmr,1995,1038251086300
cmr,1996,1039778197300
cmr,1997,1194498261800
cmr,1998,1266485218200
cmr,1999,1350997209100
cmr,2000,1359640349500
cmr,2001,1493830513000
cmr,2002,1573924649100
cmr,2003,1618272421800
cmr,2004,1743412526000
cmr,2005,1721400048500
cmr,2006,1706913280700
cmr,2007,1816142113200
cmr,2008,1977900045700
cmr,2009,2152734760000
cmr,2010,2350503335400
cmr,2011,2410230697500
cmr,2012,2564525075500
cmr,2013,2785920016600
cmr,2014,3022950810100
cmr,2015,3277200524700
cmr,2016,3445163000000
cmr,2017,3498985000000
cmr,2018,3663283000000
cmr,2019,3905466000000
cmr,2020,4082369000000
cod,1994,39299400
cod,1995,224152700
cod,1996,963400000
cod,1997,3800000000
cod,1998,4645300200
cod,1999,27138164700
cod,2000,421100000000
cod,2001,733500000000
cod,2002,804400000000
cod,2003,944000000000
cod,2004,982300000000
cod,2005,1223565000000
cod,2006,1435395000000
cod,2007,1868348492800
cod,2008,2503337880000
cod,2009,3575155902800
cod,2010,4186415080600
cod,2011,4969776900200
cod,2012,5509797345500
cod,2013,5804886442000
cod,2014,6167208610500
cod,2015,6450068619800
cod,2016,6978142557100
cod,2017,10969692206900
cod,2018,14577353215000
cod,2019,16580795031800
cod,2020,18832885959000
cog,1960,7622951400
cog,1961,7622951400
cog,1962,8080328700
cog,1963,8842624000
cog,1964,9604919300
cog,1965,9300001000
cog,1966,10400000000
cog,1967,11600000000
cog,1968,12200000000
cog,1969,12200000000
cog,1970,13600000000
cog,1971,15200000000
cog,1972,17000000000
cog,1973,19000000000
cog,1974,21300000000
cog,1975,23800000000
cog,1976,24300000000
cog,1977,29000000000
cog,1978,31800000000
cog,1979,36500000000
cog,1980,42100010000
cog,1981,42700000000
cog,1982,55800000000
cog,1983,60600000000
cog,1984,66299900000
cog,1985,72299710000
cog,1986,77423970000
cog,1987,82434000000
cog,1988,91383990000
cog,1989,98600001500
cog,1990,98000000000
cog,1991,87000000000
cog,1992,89500000000
cog,1993,85500000000
cog,1994,101320000000
cog,1995,110400000000
cog,1996,116800000000
cog,1997,123900000000
cog,1998,126000000000
cog,1999,121100000000
cog,2000,121600000000
cog,2001,118800000000
cog,2002,131800000000
cog,2003,127500000000
cog,2004,135300000000
cog,2005,214031000000
cog,2006,202979000000
cog,2007,206814000000
cog,2008,220727000000
cog,2009,241441000000
cog,2010,262737000000
cog,2011,293918000000
cog,2012,343152000000
cog,2013,377861078896.534
cog,2014,402184260870.35797
cog,2015,417311758117.59802
cog,2016,424388584062.552
cog,2017,478321124501.92603
cog,2018,524607297227.08496
cog,2019,569658920912.96106
cog,2020,560240000000
col,1965,16505000000
col,1966,19500000000
col,1967,22725000000
col,1968,26081000000
col,1969,28901000000
col,1970,33308000000
col,1971,36663000000
col,1972,45755000000
col,1973,58672000000
col,1974,78604000000
col,1975,96766000000
col,1976,125768000000
col,1977,179344000000
col,1978,209550000000
col,1979,255190000000
col,1980,305718000000
col,1981,381639000000
col,1982,468621000000
col,1983,571548000000
col,1984,671390000000
col,1985,843738000000
col,1986,1186326000000
col,1987,1594018000000
col,1988,1964918000000
col,1989,2428926000000
col,1990,4101177000000
col,1991,5433782000000
col,1992,6672360000000
col,1993,7823937000000
col,1994,10016162000000
col,1995,11836730000000
col,1996,12859655000000
col,1997,15343021000000
col,1998,18594077000000
col,1999,19704620000000
col,2000,17320000000000
col,2001,18793000000000
col,2002,20877000000000
col,2003,22683000000000
col,2004,24347000000000
col,2005,25439000000000
col,2006,27424999999999.89453
col,2007,29715000000000
col,2008,31869000000000
col,2009,33553999999999.89453
col,2010,34411000000000
col,2011,37708999999999.89844
col,2012,37208999999999.89844
col,2013,38509000000000
col,2014,41555000000000
col,2015,48124000000000
col,2016,57064999999999.79688
col,2017,58815000000000
col,2018,61496999999999.89844
col,2019,67830000000000
col,2020,76673988564574.09375
com,1980,13171000000
com,1981,15673000000
com,1982,17763000000
com,1983,21450000000
com,1984,23708000000
com,1985,25963000000
com,1986,28403000000
com,1987,29799000000
com,1988,31192000000
com,1989,32000000000
com,1990,34361000000
com,1991,35147000000
com,1992,35565000000
com,1993,37671000000
com,1994,39044000000
com,1995,43820000000
com,1996,44637000000
com,1997,46865000000
com,1998,48105000000
com,1999,51881000000
com,2000,54944000000
com,2001,61078000000
com,2002,65104000000
com,2003,69872000000
com,2004,73626000000
com,2005,75955000000
com,2006,80391000000
com,2007,82708000000
com,2008,89249000000
com,2009,95905000000
com,2010,102486000000
com,2011,110519000000
com,2012,117368000000
com,2013,127309000000
com,2014,127763000000
com,2015,131068000000
com,2016,141208000000
com,2017,149675000000
com,2018,166994000000
com,2019,187065000000
com,2020,195289803500
cpv,1980,1060661000
cpv,1981,1071177000
cpv,1982,1031297000
cpv,1983,1196854000
cpv,1984,1328579000
cpv,1985,1639323000
cpv,1986,2082820600
cpv,1987,3008315100
cpv,1988,3370878400
cpv,1989,3380797900
cpv,1990,3092847800
cpv,1991,3058723100
cpv,1992,2865209400
cpv,1993,3998090200
cpv,1994,4281426500
cpv,1995,5121849100
cpv,1996,5161041200
cpv,1997,5336189700
cpv,1998,5608242800
cpv,1999,8365611500
cpv,2000,8307261800
cpv,2001,7920287700
cpv,2002,7531534900
cpv,2003,8066949300
cpv,2004,8096576100
cpv,2005,7757718300
cpv,2006,8101127900
cpv,2007,10389401900
cpv,2008,10441634500
cpv,2009,11303843600
cpv,2010,11071316000
cpv,2011,11601939800
cpv,2012,12699487800
cpv,2013,12726846100
cpv,2014,12379210100
cpv,2015,13866168100
cpv,2016,13255513600
cpv,2017,11664497100
cpv,2018,9721266600
cpv,2019,9043538800
cpv,2020,8021339500
cri,1960,753800000
cri,1961,757700000
cri,1962,823000000
cri,1963,832800000
cri,1964,886500000
cri,1965,924000000
cri,1966,994100000
cri,1967,1075100000
cri,1968,1193400000
cri,1969,1309200000
cri,1970,1469300000
cri,1971,1457700000
cri,1972,1650900000
cri,1973,2055600000
cri,1974,2566400000
cri,1975,3417800000
cri,1976,4212900000
cri,1977,5762600000
cri,1978,6163700000
cri,1979,6398600000
cri,1980,7372100000
cri,1981,13144500000
cri,1982,23883600000
cri,1983,28445800000
cri,1984,34571200000
cri,1985,37340800000
cri,1986,51529500000
cri,1987,51417000000
cri,1988,62774100000
cri,1989,73343500000
cri,1990,82544200000
cri,1991,105236334729.85001
cri,1992,137079944563.61
cri,1993,161149270857.17999
cri,1994,202925233486.07999
cri,1995,265351557879.20999
cri,1996,293573348139.70001
cri,1997,366860268889.13
cri,1998,444118777006.73999
cri,1999,452423381725.65002
cri,2000,427947721771.77002
cri,2001,440267912526.56
cri,2002,502748279155.14001
cri,2003,608688879179.29004
cri,2004,721483513275.92004
cri,2005,825753548762.95984
cri,2006,978982923233.09998
cri,2007,1099361738896.39001
cri,2008,1130893757202.93994
cri,2009,1242578146505.80005
cri,2010,1284197893600.42993
cri,2011,1210889723452.19995
cri,2012,1218722136389.51001
cri,2013,1217982478273.83008
cri,2014,1368672353725.88989
cri,2015,1432897745407
cri,2016,1575360054807.91992
cri,2017,1614074616460.13989
cri,2018,1614838162988.8501
cri,2019,1624828179100.41992
cri,2020,1690677235876.76001
cub,1970,690069500
cub,1971,837990300
cub,1972,939555000
cub,1973,1003781600
cub,1974,1134747700
cub,1975,1293968000
cub,1976,1370715800
cub,1977,1428879500
cub,1978,1668758300
cub,1979,1741240100
cub,1980,1722620300
cub,1981,2020316800
cub,1982,2167950900
cub,1983,2341895600
cub,1984,2608518900
cub,1985,2349737300
cub,1986,2504445400
cub,1987,2504945200
cub,1988,2665401700
cub,1989,2682397100
cub,1990,2809112700
cub,1991,2276257300
cub,1992,2030948900
cub,1993,1584195100
cub,1994,1663048700
cub,1995,1640679800
cub,1996,1784600000
cub,1997,1823000000
cub,1998,1574400000
cub,1999,1737100000
cub,2000,2017700000
cub,2001,2021200000
cub,2002,1997200000
cub,2003,2062600000
cub,2004,2091400000
cub,2005,1860828700
cub,2006,1795900000
cub,2007,2290300000
cub,2008,2321000000
cub,2009,2440000000
cub,2010,2325000000
cub,2011,2487000000
cub,2012,2816000000
cub,2013,3028000000
cub,2014,3176000000
cub,2015,3342000000
cub,2016,3599000000
cub,2017,3681000000
cub,2018,3785000000
cub,2019,3690000000
cub,2020,2965000000
cym,2006,8187100
cym,2007,9304400
cym,2008,10026200
cym,2009,11212100
cym,2010,10837200
cym,2011,11477600
cym,2012,11822900
cym,2013,12518800
cym,2014,13611500
cym,2015,14857900
cym,2016,16342200
cym,2017,18009400
cym,2018,18815000
cym,2019,20267905.88763
cyp,1975,69027500
cyp,1976,90726700
cyp,1977,95510800
cyp,1978,94485700
cyp,1979,110204800
cyp,1980,124557000
cyp,1981,138567600
cyp,1982,162317100
cyp,1983,153432400
cyp,1984,204348700
cyp,1985,189654800
cyp,1986,200418900
cyp,1987,226048000
cyp,1988,244671700
cyp,1989,267225300
cyp,1990,299517800
cyp,1991,282944400
cyp,1992,303447600
cyp,1993,314040900
cyp,1994,316091300
cyp,1995,366725000
cyp,1996,365319000
cyp,1997,328268000
cyp,1998,392700000
cyp,1999,379428000
cyp,2000,386427000
cyp,2001,440783000
cyp,2002,449933000
cyp,2003,430691000
cyp,2004,427238000
cyp,2005,405913000
cyp,2006,364156000
cyp,2007,354354000
cyp,2008,397930000
cyp,2009,371422000
cyp,2010,400443000
cyp,2011,426019000
cyp,2012,390156000
cyp,2013,367362000
cyp,2014,322537000
cyp,2015,335194000
cyp,2016,407611000
cyp,2017,376191000
cyp,2018,374663000
cyp,2019,416159000
cyp,2020,417408000
cze,1993,50705506000
cze,1994,58860097000
cze,1995,64428000000
cze,1996,71245000000
cze,1997,68774000000
cze,1998,75632000000
cze,1999,72492000000
cze,2000,77567000000
cze,2001,82623000000
cze,2002,71569000000
cze,2003,68893000000
cze,2004,74375000000
cze,2005,75064000000
cze,2006,76442000000
cze,2007,80622000000
cze,2008,77620000000
cze,2009,69469000000
cze,2010,61514000000
cze,2011,80536000000
cze,2012,92049000000
cze,2013,97968000000
cze,2014,104883000000
cze,2015,102277000000
cze,2016,100113000000
cze,2017,105159000000
cze,2018,104766000000
cze,2019,107771000000
cze,2020,109087000000
deu,1991,17468000000
deu,1992,17113000000
deu,1993,16836000000
deu,1994,17848000000
deu,1995,18860000000
deu,1996,20024000000
deu,1997,20227000000
deu,1998,19647000000
deu,1999,19738000000
deu,2000,20981000000
deu,2001,23538000000
deu,2002,19794000000
deu,2003,18406000000
deu,2004,21518000000
deu,2005,16635000000
deu,2006,17592000000
deu,2007,19468000000
deu,2008,21348000000
deu,2009,17006000000
deu,2010,20610000000
deu,2011,24512000000
deu,2012,23278000000
deu,2013,26501000000
deu,2014,26480000000
deu,2015,20720000000
deu,2016,21894000000
deu,2017,27828000000
deu,2018,23205000000
deu,2019,27057000000
deu,2020,24762000000
dji,2013,4338000000
dji,2014,4831000000
dji,2015,4959648000
dji,2016,5662720400
dji,2017,6711356400
dji,2018,7837771600
dji,2019,7514000000
dji,2020,7867158000
dma,1977,30568600
dma,1978,39851207
dma,1979,33521617
dma,1980,42185042
dma,1981,46278587
dma,1982,47428223
dma,1983,49980779
dma,1984,53846892
dma,1985,59297156
dma,1986,73416166
dma,1987,81013469
dma,1988,87183143
dma,1989,77434145
dma,1990,88880000
dma,1991,93050000
dma,1992,93670000
dma,1993,93870000
dma,1994,102830000
dma,1995,90180000
dma,1996,102370000
dma,1997,102620000
dma,1998,105030000
dma,1999,108720000
dma,2000,107180000
dma,2001,103750000
dma,2002,97520000
dma,2003,102320000
dma,2004,111020000
dma,2005,112980000
dma,2006,110650000
dma,2007,118850000
dma,2008,143070000
dma,2009,165750000
dma,2010,152880000
dma,2011,169110000
dma,2012,157720000
dma,2013,188150000
dma,2014,188980000
dma,2015,205210000
dma,2016,253160000
dma,2017,188770000
dma,2018,165120000
dma,2019,197860000
dma,2020,206330000
dnk,1966,5512884000
dnk,1967,5228128000
dnk,1968,5474061000
dnk,1969,6499147000
dnk,1970,5896584000
dnk,1971,6460178000
dnk,1972,7726666000
dnk,1973,9808798000
dnk,1974,10735752000
dnk,1975,10266493000
dnk,1976,11578987000
dnk,1977,13937824000
dnk,1978,15675276000
dnk,1979,14709328000
dnk,1980,16333272000
dnk,1981,19083640000
dnk,1982,23419885000
dnk,1983,22357286000
dnk,1984,28484717000
dnk,1985,28014698000
dnk,1986,27631458000
dnk,1987,25832073000
dnk,1988,24595119000
dnk,1989,28770634000
dnk,1990,28125311000
dnk,1991,26981211000
dnk,1992,25768565000
dnk,1993,24995522000
dnk,1994,25834874000
dnk,1995,29559463000
dnk,1996,30385197000
dnk,1997,30224861000
dnk,1998,25434719000
dnk,1999,24097804000
dnk,2000,28553188000
dnk,2001,32086985000
dnk,2002,25118569000
dnk,2003,23142985000
dnk,2004,24435262000
dnk,2005,18169726000
dnk,2006,19601526000
dnk,2007,20421270000
dnk,2008,15452846000
dnk,2009,14355588000
dnk,2010,21765670000
dnk,2011,24233194000
dnk,2012,31357124000
dnk,2013,25126857000
dnk,2014,27388865000
dnk,2015,19499744000
dnk,2016,20259430000
dnk,2017,28613750000
dnk,2018,23131854000
dnk,2019,28327123000
dnk,2020,30431743000
dom,1965,206400000
dom,1966,215600000
dom,1967,210400000
dom,1968,219300000
dom,1969,262100000
dom,1970,345200000
dom,1971,370600000
dom,1972,409000000
dom,1973,521200000
dom,1974,648100000
dom,1975,772800000
dom,1976,752700000
dom,1977,920500000
dom,1978,886300000
dom,1979,1026800000
dom,1980,1336000000
dom,1981,1350000000
dom,1982,1411000100
dom,1983,1484999900
dom,1984,1915000100
dom,1985,2056999900
dom,1986,3088000000
dom,1987,2659000100
dom,1988,5173000200
dom,1989,5862009300
dom,1990,8094661600
dom,1991,15451069300
dom,1992,17426696200
dom,1993,17629151100
dom,1994,18466749800
dom,1995,21015692600
dom,1996,21627509700
dom,1997,25637215000
dom,1998,28652311700
dom,1999,27414286000
dom,2000,26423438700
dom,2001,29901731200
dom,2002,32489693600
dom,2003,42078279100
dom,2004,65710555500
dom,2005,78137352300
dom,2006,86515862700
dom,2007,94965869500
dom,2008,105278725300
dom,2009,106546959900
dom,2010,120131605500
dom,2011,124586670700
dom,2012,128870976800
dom,2013,138975270500
dom,2014,151943138300
dom,2015,175820436800
dom,2016,192054726800
dom,2017,203163221500
dom,2018,218052192100
dom,2019,238481208900
dom,2020,269247953800
dza,1999,359666000000
dza,2000,346171000000
dza,2001,412119000000
dza,2002,417225000000
dza,2003,515282000000
dza,2004,580506000000
dza,2005,581616000000
dza,2006,641285000000
dza,2007,708072000000
dza,2008,727413000000
dza,2009,931349000000
dza,2010,1015259000000
dza,2011,1183216000000
dza,2012,1421693000000
dza,2013,1640006000000
dza,2014,1772202000000
dza,2015,1935113000000
dza,2016,2140305000000
dza,2017,2219065000000
dza,2018,2421568000000
dza,2019,2529054000000
dza,2020,2598512000000
ecu,1960,580118138.55633
ecu,1961,546923528.40399
ecu,1962,534955921.51938
ecu,1963,623549244.94935
ecu,1964,714100917.549
ecu,1965,747100000
ecu,1966,680700000
ecu,1967,725015000
ecu,1968,755749000
ecu,1969,816620000
ecu,1970,744732000
ecu,1971,695349000
ecu,1972,822726000
ecu,1973,987079000
ecu,1974,1589253000
ecu,1975,1727602000
ecu,1976,1828212000
ecu,1977,2061277000
ecu,1978,2168870000
ecu,1979,2270137000
ecu,1980,2879491000
ecu,1981,3437133000
ecu,1982,3172520000
ecu,1983,2897525000
ecu,1984,3146475000
ecu,1985,3236017000
ecu,1986,3185574000
ecu,1987,2975584000
ecu,1988,2871448000
ecu,1989,3110150000
ecu,1990,3125754000
ecu,1991,3542559000
ecu,1992,3422101000
ecu,1993,4430042000
ecu,1994,5026536000
ecu,1995,5351098000
ecu,1996,5231874000
ecu,1997,5660212000
ecu,1998,4887656000
ecu,1999,3450214000
ecu,2000,2821897000
ecu,2001,3097021000
ecu,2002,3206310000
ecu,2003,3516792000
ecu,2004,3546435000
ecu,2005,3935357000
ecu,2006,4403200000
ecu,2007,4772112000
ecu,2008,5537442000
ecu,2009,6198165000
ecu,2010,6769906000
ecu,2011,7611445000
ecu,2012,7598802000
ecu,2013,8342246000
ecu,2014,9284062000
ecu,2015,9387758000
ecu,2016,9513086000
ecu,2017,9730031000
ecu,2018,9626014000
ecu,2019,9514079000
ecu,2020,9686448000
egy,1960,405000000
egy,1961,425000000
egy,1962,402000000
egy,1963,444600000
egy,1964,475000000
egy,1965,582100000
egy,1966,608500000
egy,1967,612300000
egy,1968,644400000
egy,1969,688300000
egy,1970,771900000
egy,1971,774100000
egy,1972,854300000
egy,1973,1062200000
egy,1974,1279600000
egy,1975,1468100000
egy,1976,1744200000
egy,1977,2037600000
egy,1978,2285600000
egy,1979,2529999900
egy,1980,2587157294.76053
egy,1981,3541600000
egy,1982,4053000000
egy,1983,5066000000
egy,1984,5722000000
egy,1985,6380000000
egy,1986,7669000000
egy,1987,10110999600
egy,1988,11116000300
egy,1989,14394999800
egy,1990,17735000100
egy,1991,19110000600
egy,1992,21680000000
egy,1993,24427000000
egy,1994,27500000000
egy,1995,32050000000
egy,1996,36968000000
egy,1997,41882000000
egy,1998,45652000000
egy,1999,48935000000
egy,2000,52845000000
egy,2001,55065000000
egy,2002,58369000000
egy,2003,63822000000
egy,2004,69252000000
egy,2005,75292000000
egy,2006,81766200000
egy,2007,99953100000
egy,2008,113103800000
egy,2009,135464600000
egy,2010,160969600000
egy,2011,190159300000
egy,2012,188785000000
egy,2013,209748000000
egy,2014,241493100000
egy,2015,278459500000
egy,2016,318877900000
egy,2017,398539400000
egy,2018,498098160100
egy,2019,588037546100
egy,2020,677283514400
eri,1992,598100000
eri,1993,475500000
eri,1994,717700000
eri,1995,695900000
eri,1996,715400000
eri,1997,747100000
eri,1998,1282500000
eri,1999,1276200000
eri,2000,856000000
eri,2001,1290278100
eri,2002,1384666100
eri,2003,1428724500
eri,2004,1627318900
eri,2005,3814992900
eri,2006,4580917000
eri,2007,4917223800
eri,2008,3560000000
eri,2009,4032000000
esp,1995,17892000000
esp,1996,21471000000
esp,1997,22340000000
esp,1998,23076000000
esp,1999,22741000000
esp,2000,24264000000
esp,2001,25780000000
esp,2002,26152000000
esp,2003,27527000000
esp,2004,26886000000
esp,2005,25679000000
esp,2006,24209000000
esp,2007,26974000000
esp,2008,26279000000
esp,2009,24225000000
esp,2010,26079000000
esp,2011,25246000000
esp,2012,24832000000
esp,2013,26757000000
esp,2014,26179000000
esp,2015,29476000000
esp,2016,31474000000
esp,2017,32399000000
esp,2018,33181000000
esp,2019,32287000000
esp,2020,35319000000
est,1995,118204000
est,1996,151914000
est,1997,186978000
est,1998,257665000
est,1999,196170000
est,2000,239769000
est,2001,244126000
est,2002,277977000
est,2003,302574000
est,2004,353895000
est,2005,372889000
est,2006,426653000
est,2007,643841000
est,2008,565253000
est,2009,349222000
est,2010,467451000
est,2011,613701000
est,2012,594021000
est,2013,583986000
est,2014,634380000
est,2015,589654000
est,2016,459666000
est,2017,568719000
est,2018,573413000
est,2019,696406000
est,2020,581369000
eth,1981,8299848700
eth,1982,8497019400
eth,1983,9644067600
eth,1984,8027434800
eth,1985,10318699100
eth,1986,10394388500
eth,1987,10705068900
eth,1988,10973039000
eth,1989,11496002400
eth,1990,12473078900
eth,1991,16350353300
eth,1992,18770634100
eth,1993,22612658600
eth,1994,21114781600
eth,1995,24884617500
eth,1996,27633621200
eth,1997,30156891600
eth,1998,26397771200
eth,1999,26308878400
eth,2000,29997624000
eth,2001,29023969000
eth,2002,25949855600
eth,2003,27589294200
eth,2004,33777393300
eth,2005,44175995200
eth,2006,56409006300
eth,2007,73248977800
eth,2008,113054720300
eth,2009,155067519800
eth,2010,159933535000
eth,2011,212469712000
eth,2012,331296882000
eth,2013,357513968000
eth,2014,408630468000
eth,2015,468005637000
eth,2016,544112090000
eth,2017,619101927000
eth,2018,684500087000
eth,2019,901968580000
eth,2020,1196254175000
fin,1975,1786849000
fin,1976,1926006000
fin,1977,1966341000
fin,1978,2072221000
fin,1979,2368684000
fin,1980,2888000000
fin,1981,2917000000
fin,1982,3326000000
fin,1983,3613000000
fin,1984,3872000000
fin,1985,4006000000
fin,1986,4111000000
fin,1987,3576000000
fin,1988,3986000000
fin,1989,4484000000
fin,1990,4909000000
fin,1991,4193000000
fin,1992,3627000000
fin,1993,3748000000
fin,1994,3799000000
fin,1995,3742000000
fin,1996,3521000000
fin,1997,3793000000
fin,1998,3493000000
fin,1999,3663000000
fin,2000,4030000000
fin,2001,3998000000
fin,2002,3968000000
fin,2003,3848000000
fin,2004,3778000000
fin,2005,3752000000
fin,2006,3460000000
fin,2007,4453000000
fin,2008,4284000000
fin,2009,4096000000
fin,2010,4551000000
fin,2011,4596000000
fin,2012,4653000000
fin,2013,4837000000
fin,2014,4962000000
fin,2015,4764000000
fin,2016,5026000000
fin,2017,5241000000
fin,2018,5572000000
fin,2019,5635000000
fin,2020,5790000000
fji,1963,38900000
fji,1964,36700000
fji,1965,35400000
fji,1966,34800000
fji,1967,34700000
fji,1968,38500000
fji,1969,38800000
fji,1970,48200000
fji,1971,45700000
fji,1972,57600000
fji,1973,75700000
fji,1974,105000000
fji,1975,132000000
fji,1976,147000000
fji,1977,141300000
fji,1978,141100000
fji,1979,168000000
fji,1980,199500000
fji,1981,189700000
fji,1982,206848000
fji,1983,189909000
fji,1984,177275000
fji,1985,215697000
fji,1986,277116000
fji,1987,306165000
fji,1988,279920000
fji,1989,344592000
fji,1990,355567100
fji,1991,372801900
fji,1992,404810100
fji,1993,429134200
fji,1994,478973800
fji,1995,475901000
fji,1996,517000000
fji,1997,447100000
fji,1998,472000000
fji,1999,625700000
fji,2000,535400000
fji,2001,489542000
fji,2002,533661000
fji,2003,545776000
fji,2004,579593000
fji,2005,608546300
fji,2006,658930600
fji,2007,646442200
fji,2008,600653800
fji,2009,566373400
fji,2010,565206600
fji,2011,623900000
fji,2012,687900000
fji,2013,780300000
fji,2014,742394200
fji,2015,773159600
fji,2016,1101337600
fji,2017,1165341600
fji,2018,1270675400
fji,2019,1406979700
fji,2020,916511800.42311
fra,1960,4935000000
fra,1961,4610000000
fra,1962,5595000000
fra,1963,5632000000
fra,1964,5651000000
fra,1965,5951000000
fra,1966,6289000000
fra,1967,6775000000
fra,1968,7153000000
fra,1969,7506000000
fra,1970,8331000000
fra,1971,8505000000
fra,1972,10604000000
fra,1973,12161000000
fra,1974,11331000000
fra,1975,11353000000
fra,1976,12429000000
fra,1977,13241000000
fra,1978,14539000000
fra,1979,16460000000
fra,1980,16297000000
fra,1981,18011000000
fra,1982,23748000000
fra,1983,23389000000
fra,1984,23749000000
fra,1985,25289000000
fra,1986,26349000000
fra,1987,26434000000
fra,1988,26363000000
fra,1989,31160000000
fra,1990,33048000000
fra,1991,28541000000
fra,1992,29324000000
fra,1993,26220000000
fra,1994,28325000000
fra,1995,29784000000
fra,1996,30108000000
fra,1997,30306000000
fra,1998,31938000000
fra,1999,31330000000
fra,2000,31026000000
fra,2001,32410000000
fra,2002,31929000000
fra,2003,30170000000
fra,2004,31059000000
fra,2005,29669000000
fra,2006,28064000000
fra,2007,31314000000
fra,2008,30189000000
fra,2009,25622000000
fra,2010,32005000000
fra,2011,33969000000
fra,2012,34085000000
fra,2013,30882000000
fra,2014,33458000000
fra,2015,35299000000
fra,2016,32107000000
fra,2017,35433000000
fra,2018,38968000000
fra,2019,37112000000
fra,2020,36773000000
fro,1998,1330800000
fro,1999,1273600000
fro,2000,1553800000
fro,2001,1732500000
fro,2002,1553200000
fro,2003,1186100000
fro,2004,1219200000
fro,2005,1207000000
fro,2006,1658400000
fro,2007,1586100000
fro,2008,1207800000
fro,2009,1228200000
fro,2010,1918600000
fro,2011,1930900000
fro,2012,1711900000
fro,2013,2242600000
fro,2014,2415900000
fro,2015,2687800000
fro,2016,3813100000
fro,2017,3639200000
fro,2018,3309700000
fro,2019,3788600000
fsm,1983,44900000
