geo,time,ms_mil_xpnd_cd
arm,2016,431396218.60166
arm,2017,443610413.341
arm,2018,513252026.48237
arm,2019,652000174.82408
arm,2020,633960400.11526
aus,1960,459760073.56161
aus,1961,470960075.35361
aus,1962,489440078.31041
aus,1963,553280088.52481
aus,1964,655760104.92162
aus,1965,787360125.97762
aus,1966,986720157.87522
aus,1967,1197840191.65443
aus,1968,1321600211.45603
aus,1969,1314880210.38083
aus,1970,1277360204.37763
aus,1971,1331754789.44566
aus,1972,1484443744.94753
aus,1973,1855729306.59264
aus,1974,2127274762.94236
aus,1975,2268707674.46336
aus,1976,2441084024.61737
aus,1977,2500485127.38059
aus,1978,2816316205.75076
aus,1979,3100685079.26643
aus,1980,3657867289.72814
aus,1981,4323644156.90375
aus,1982,4459544581.75223
aus,1983,4511671066.02643
aus,1984,4925319432.74361
aus,1985,4386859325.7862
aus,1986,4606710027.60751
aus,1987,5057135655.16952
aus,1988,5836347868.20948
aus,1989,6300015815.27756
aus,1990,6704213698.03132
aus,1991,7023509067.11535
aus,1992,6882091580.0683
aus,1993,6733829289.52236
aus,1994,7459696581.9777
aus,1995,7665878445.99453
aus,1996,8202776516.98934
aus,1997,7936884917.39524
aus,1998,7107542890.88659
aus,1999,7770250653.24688
aus,2000,7273760312.61052
aus,2001,7043145895.39887
aus,2002,7946766201.59082
aus,2003,9926649415.33553
aus,2004,11995219709.5054
aus,2005,13237798498.6292
aus,2006,14239779513.0914
aus,2007,17186440961.6173
aus,2008,18633092318.2741
aus,2009,18960138513.0129
aus,2010,23217692815.7335
aus,2011,26597198655.3381
aus,2012,26216580848.4356
aus,2013,24825262588.8168
aus,2014,25783708714.0042
aus,2015,24046205860.2554
aus,2016,26382947050.0183
aus,2017,27691112416.8515
aus,2018,26839820914.4018
aus,2019,26079346314.3255
aus,2020,27536235375.086
aut,1960,91559097.95765
aut,1961,91029854.61685
aut,1962,100026991.41038
aut,1963,125959915.10937
aut,1964,164594678.98745
aut,1965,142895702.01483
aut,1966,167770139.03223
aut,1967,176767275.82575
aut,1968,182059709.23371
aut,1969,193173819.39042
aut,1970,199524739.47997
aut,1971,209277606.74535
aut,1972,249425547.36704
aut,1973,328898821.44589
aut,1974,422543505.78605
aut,1975,546724394.02079
aut,1976,581408727.26715
aut,1977,686893244.30087
aut,1978,877450655.24528
aut,1979,1049972515.42533
aut,1980,1152895906.47504
aut,1981,969372327.09836
aut,1982,995369996.93484
aut,1983,991995097.47597
aut,1984,949715291.72283
aut,1985,1036872489.29208
aut,1986,1475426088.99424
aut,1987,1737112605.38592
aut,1988,1713954576.8605
aut,1989,1623488055.24644
aut,1990,1972701681.51639
aut,1991,1994055545.99645
aut,1992,2139925321.74009
aut,1993,2115115266.68433
aut,1994,2227560550.13156
aut,1995,2557834494.18618
aut,1996,2457903048.65764
aut,1997,2164802343.39854
aut,1998,2159796003.21024
aut,1999,2124379545.86859
aut,2000,1925557398.19421
aut,2001,1788798310.52966
aut,2002,1881746741.32982
aut,2003,2381962768.92309
aut,2004,2679282064.65391
aut,2005,2686166243.8442
aut,2006,2640185362.43902
aut,2007,3499817967.31076
aut,2008,3746731607.28018
aut,2009,3334754939.61878
aut,2010,3218351224.09923
aut,2011,3409721208.58269
aut,2012,3187227448.7533
aut,2013,3229065841.34293
aut,2014,3305159256.48245
aut,2015,2665409781.52379
aut,2016,2885947386.10357
aut,2017,3153118623.81495
aut,2018,3387982011.96842
aut,2019,3237796686.07255
aut,2020,3601618602.53049
aze,1992,11070110.70111
aze,1993,77519379.84496
aze,1994,43942747.05854
aze,1995,66159968.91388
aze,1996,71606841.24322
aze,1997,92086691.96751
aze,1998,107262858.6198
aze,1999,120262173.96633
aze,2000,119575651.71524
aze,2001,131963660.06419
aze,2002,139894091.94333
aze,2003,176552162.30581
aze,2004,228249631.62565
aze,2005,304521477.7332
aze,2006,717111853.55562
aze,2007,946599792.10464
aze,2008,1607799225.91952
aze,2009,1472909976.94651
aze,2010,1476608733.57005
aze,2011,3080084995.80846
aze,2012,3246122612.63039
aze,2013,3367574161.19744
aze,2014,3427179917.06482
aze,2015,2900551382.15215
aze,2016,1396969107.65832
aze,2017,1528859592.29385
aze,2018,1672176470.58824
aze,2019,1854235294.11765
aze,2020,2237764705.88235
bdi,1962,8420000
bdi,1963,1012000
bdi,1964,1162000
bdi,1965,2153481.48148
bdi,1966,2286857.14286
bdi,1967,2376000
bdi,1968,2590857.14286
bdi,1969,3337142.85714
bdi,1971,2628571.42857
bdi,1972,3600000
bdi,1973,5923067.5992
bdi,1974,7682539.68254
bdi,1975,8533333.33333
bdi,1976,9971014.49275
bdi,1977,13955555.55556
bdi,1978,17033333.33333
bdi,1979,20000000
bdi,1980,27763333.33333
bdi,1981,29995555.55556
bdi,1982,36665555.55556
bdi,1983,34369644.20006
bdi,1984,29938434.03587
bdi,1985,32220298.11668
bdi,1986,34607737.51653
bdi,1987,30784856.43068
bdi,1988,34255493.42925
bdi,1989,37903281.71579
bdi,1990,39602347.37672
bdi,1991,42751758.82719
bdi,1992,38986476.43097
bdi,1993,36267402.5867
bdi,1994,41909745.03487
bdi,1995,42108929.87984
bdi,1996,50893980.78263
bdi,1997,61870123.82539
bdi,1998,58736036.23321
bdi,1999,50571188.26323
bdi,2000,42321552.21578
bdi,2001,53230373.10638
bdi,2002,44910067.05352
bdi,2003,43413201.30794
bdi,2004,44872377.14597
bdi,2005,49557129.38479
bdi,2006,44717502.04145
bdi,2007,46308706.22163
bdi,2008,43856319.94872
bdi,2012,58966662.27617
bdi,2013,60859500.09324
bdi,2014,62177294.73909
bdi,2015,66164584.43559
bdi,2016,66462843.07799
bdi,2017,63908678.43201
bdi,2018,65436595.2628
bdi,2019,84689413.9182
bdi,2020,67474092.7163
bel,1960,383220247.36379
bel,1961,391218827.40203
bel,1962,422220787.91742
bel,1963,444601321.53259
bel,1964,497059226.92764
bel,1965,500722082.82572
bel,1966,563377895.39077
bel,1967,607918707.18936
bel,1968,646381114.50862
bel,1969,675078864.35331
bel,1970,747755088.86863
bel,1971,828721558.43729
bel,1972,1026588090.80827
bel,1973,1296519775.36788
bel,1974,1482318435.92776
bel,1975,1927662477.54259
bel,1976,2109619988.35942
bel,1977,2496513861.83075
bel,1978,3166647025.36802
bel,1979,3631580468.11257
bel,1980,3958575326.74283
bel,1981,3385176171.48879
bel,1982,2891774968.21585
bel,1983,2671831608.17975
bel,1984,2407447484.34478
bel,1985,2428223976.52078
bel,1986,3404311037.66514
bel,1987,4162992929.13576
bel,1988,4097149308.30983
bel,1989,3880733005.73301
bel,1990,4644324240.80376
bel,1991,4624500746.00154
bel,1992,4131298112.21321
bel,1993,3746042850.89637
bel,1994,3944101812.83271
bel,1995,4449014834.61072
bel,1996,4241865967.61501
bel,1997,3684095388.87611
bel,1998,3664288413.2382
bel,1999,3598447519.62175
bel,2000,3190805233.09379
bel,2001,3036035471.71837
bel,2002,3147146016.65804
bel,2003,3875697772.32025
bel,2004,4262663512.81717
bel,2005,4228224643.0881
bel,2006,4307895340.97481
bel,2007,5163979973.66685
bel,2008,6295821584.20918
bel,2009,5620670062.77758
bel,2010,5244720513.34689
bel,2011,5499370964.2666
bel,2012,5168997833.7235
bel,2013,5263164882.84678
bel,2014,5191507314.94392
bel,2015,4202062770.32272
bel,2016,4255489554.61624
bel,2017,4432808395.99139
bel,2018,4840126057.85914
bel,2019,4761195700.85087
bel,2020,5461187735.09632
ben,1960,1301005.32229
ben,1961,2173203.94683
ben,1962,2734537.61826
ben,1963,2963071.79939
ben,1964,3803662.45353
ben,1965,3994923.71287
ben,1966,3724387.20602
ben,1967,3910553.20913
ben,1968,4293821.82457
ben,1969,4015987.01344
ben,1970,4099087.20238
ben,1971,4285361.49566
ben,1972,4904216.99176
ben,1973,6698401.44646
ben,1974,6447726.47016
ben,1975,7857666.12385
ben,1976,7160493.82716
ben,1977,10147346.14132
ben,1978,8552841.49325
ben,1979,17562828.48036
ben,1980,23617947.74707
ben,1981,17186114.20854
ben,1982,16554779.88838
ben,1983,17765951.30502
ben,1984,21237787.69993
ben,1985,19810222.51999
ben,1986,26277338.53875
ben,1987,35602937.40871
ben,1988,36931589.26701
ben,1989,28525930.38419
ben,1990,32817291.97657
ben,1999,17843134.38872
ben,2000,14496275.15534
ben,2001,13112535.62225
ben,2002,26000447.64042
ben,2003,34544046.79972
ben,2004,41780478.34029
ben,2005,44706029.56009
ben,2006,46786130.9262
ben,2008,64724601.10986
ben,2012,78223091.04122
ben,2013,86003157.63906
ben,2014,92990706.18812
ben,2015,90896085.89061
ben,2016,79581568.05206
ben,2017,116142782.36694
ben,2018,90212425.99458
ben,2019,68112390.30784
ben,2020,71817818.47881
bfa,1960,1268378.22957
bfa,1961,1643154.2037
bfa,1962,4901760.71571
bfa,1963,5281287.75264
bfa,1964,5358593.13463
bfa,1965,3509330.33
bfa,1966,3907553.78992
bfa,1967,3695106.93046
bfa,1968,3760628.5218
bfa,1969,4023680.47515
bfa,1970,4185916.94012
bfa,1971,4343468.09222
bfa,1972,4947862.93586
bfa,1973,6079259.18282
bfa,1974,6269084.56409
bfa,1975,18062366.7253
bfa,1976,19531282.69512
bfa,1977,22903777.27125
bfa,1978,32372283.47573
bfa,1979,32032417.89754
bfa,1980,35360658.84135
bfa,1981,33915894.76357
bfa,1982,32866107.13134
bfa,1983,29317755.97928
bfa,1984,26968328.69138
bfa,1985,27106616.83691
bfa,1986,51180170.13855
bfa,1987,50712557.85477
bfa,1988,57186887.27136
bfa,1989,66816506.16912
bfa,1990,84465502.35983
bfa,1991,69505542.22334
bfa,1992,71116618.56044
bfa,1993,60526975.62888
bfa,1994,30259093.48799
bfa,1995,36862814.23546
bfa,1996,37141874.13987
bfa,1997,38549246.23374
bfa,1998,39494738.555
bfa,1999,41741175.47698
bfa,2000,36658539.05188
bfa,2001,36832965.23105
bfa,2002,42468449.95897
bfa,2003,50757054.37027
bfa,2004,65684242.40703
bfa,2005,73843342.15535
bfa,2006,72632867.33347
bfa,2007,107816728.46242
bfa,2008,116999586.87375
bfa,2009,127333296.62463
bfa,2010,123700474.68386
bfa,2011,138850860.20184
bfa,2012,147729698.91896
bfa,2013,166136345.2352
bfa,2014,177166971.77629
bfa,2015,147934736.66413
bfa,2016,149467363.22745
bfa,2017,191065838.7643
bfa,2018,305781079.05798
bfa,2019,357921557.51777
bfa,2020,382464677.36049
bgd,1973,48606800.13138
bgd,1974,72298235.03827
bgd,1975,80830559.47337
bgd,1976,105287729.07551
bgd,1977,128522908.76123
bgd,1978,134871031.70526
bgd,1979,136251932.92563
bgd,1980,167255351.16763
bgd,1981,174106138.71699
bgd,1982,184674562.50856
bgd,1983,231804492.4595
bgd,1984,244337571.53982
bgd,1985,224948007.05318
bgd,1986,248796417.16661
bgd,1987,288311839.74787
bgd,1988,331995586.62799
bgd,1989,378796135.24615
bgd,1990,373023438.95929
bgd,1991,381720110.05226
bgd,1992,427723624.97936
bgd,1993,471044672.33506
bgd,1994,547417522.185
bgd,1995,620095155.92842
bgd,1996,638958844.83281
bgd,1997,681915123.9873
bgd,1998,701585600.35317
bgd,1999,737412573.60725
bgd,2000,740798160.00568
bgd,2001,705481695.21298
bgd,2002,681816161.71972
bgd,2003,719442956.94089
bgd,2004,770641160.28897
bgd,2005,773677668.17915
bgd,2006,829682794.83774
bgd,2007,953464223.59962
bgd,2008,1030020018.23876
bgd,2009,1258791156.60238
bgd,2010,1624625085.96641
bgd,2011,1801539801.81356
bgd,2012,1823425076.37789
bgd,2013,2047989070.87034
bgd,2014,2355991524.71152
bgd,2015,2815281640.95454
bgd,2016,3239753509.63918
bgd,2017,3266033239.35658
bgd,2018,3649623807.57659
bgd,2019,4348501894.83657
bgd,2020,4558171467.63472
bgr,1989,2071428571.42857
bgr,1990,794520547.9452
bgr,1991,232176386.59336
bgr,1992,255770911.52126
bgr,1993,282674243.30279
bgr,1994,241993434.77353
bgr,1995,311147105.58755
bgr,1996,213616356.26711
bgr,1997,244369396.15192
bgr,1998,320389011.33859
bgr,1999,357224539.58331
bgr,2000,351343204.85287
bgr,2001,406003542.80431
bgr,2002,455950466.54277
bgr,2003,569054077.45138
bgr,2004,620909015.87826
bgr,2005,667670395.71065
bgr,2006,715719535.42363
bgr,2007,990168293.62164
bgr,2008,1161451477.80304
bgr,2009,904961292.11127
bgr,2010,832549293.00997
bgr,2011,757931260.04294
bgr,2012,722052494.99031
bgr,2013,811634330.23202
bgr,2014,747532532.13644
bgr,2015,632509635.0034
bgr,2016,670592858.35972
bgr,2017,720037970.85424
bgr,2018,961297274.5945
bgr,2019,2158557527.18947
bgr,2020,1247231612.076
bhr,1971,11583922.35823
bhr,1972,12539956.86255
bhr,1973,16765508.09499
bhr,1974,26346455.89502
bhr,1975,16434892.54109
bhr,1976,26289247.44501
bhr,1977,40439782.63617
bhr,1978,116143119.29447
bhr,1979,157225700.11294
bhr,1980,175066312.99735
bhr,1981,239361702.12766
bhr,1982,311170212.76596
bhr,1983,183510638.29787
bhr,1984,164893617.02128
bhr,1985,167553191.48936
bhr,1986,178191489.3617
bhr,1987,178191489.3617
bhr,1988,207446808.51064
bhr,1989,218085106.38298
bhr,1990,239361702.12766
bhr,1991,263297872.34043
bhr,1992,279255319.14894
bhr,1993,279255319.14894
bhr,1994,284574468.08511
bhr,1995,303191489.3617
bhr,1996,321808510.6383
bhr,1997,321808510.6383
bhr,1998,329787234.04255
bhr,1999,364361702.12766
bhr,2000,359042553.19149
bhr,2001,372340425.53192
bhr,2002,444148936.17021
bhr,2003,515957446.80851
bhr,2004,531914893.61702
bhr,2005,513297872.34043
bhr,2006,574202127.65957
bhr,2007,642553191.48936
bhr,2008,719946808.51064
bhr,2009,828191489.3617
bhr,2010,842819148.93617
bhr,2011,1033510638.29787
bhr,2012,1182180851.06383
bhr,2013,1347606382.97872
bhr,2014,1475265957.44681
bhr,2015,1442021276.59574
bhr,2016,1505534574.46809
bhr,2017,1532712765.95745
bhr,2018,1527659574.46809
bhr,2019,1557712765.95745
bhr,2020,1404787234.04255
bih,2002,241025517.64293
bih,2003,202282838.89136
bih,2004,200100307.27037
bih,2005,173304847.65247
bih,2006,178375570.05138
bih,2007,195049685.09447
bih,2008,233292390.65309
bih,2009,242471357.84756
bih,2010,219915489.52422
bih,2011,211878260.62234
bih,2012,197344650.21252
bih,2013,197617188.8259
bih,2014,190380454.64127
bih,2015,162215681.88047
bih,2016,157912010.5787
bih,2017,156258302.09393
bih,2018,172073317.81495
bih,2019,165369204.35032
bih,2020,167521865.88921
blr,1995,179081676.93777
blr,1996,182805614.55491
blr,1997,249384139.42853
blr,1998,227586087.28831
blr,1999,165903848.85377
blr,2000,140326204.73339
blr,2001,177697841.72662
blr,2002,204364237.3752
blr,2003,231563860.43768
blr,2004,314314017.75712
blr,2005,452684068.30654
blr,2006,631831238.10945
blr,2007,746943263.99761
blr,2008,883027522.93578
blr,2009,675426505.0751
blr,2010,767699285.88455
blr,2011,756277351.2804
blr,2012,807423262.8435
blr,2013,959801690.3058
blr,2014,1000013448.61322
blr,2015,709908846.05487
blr,2016,592182331.36682
blr,2017,625637816.91785
blr,2018,709713316.38479
blr,2019,773713028.71626
blr,2020,844512940.94623
blz,1981,2079250
blz,1982,2576875
blz,1983,2899750
blz,1984,3256125
blz,1985,3263000
blz,1989,4355375
blz,1990,4768750
blz,1991,4732875
blz,1992,5292125
blz,1993,6130375
blz,1994,7899375
blz,1995,8052875
blz,1996,7965875
blz,1997,9395000
blz,2000,7116125
blz,2001,7454662.5
blz,2002,7829937.5
blz,2003,8552225
blz,2004,9486150
blz,2005,10710962.5
blz,2006,12283037.5
blz,2007,13759075
blz,2008,18717737.5
blz,2009,17267537.5
blz,2010,15337250
blz,2011,15416250
blz,2012,15219125
blz,2013,17778875
blz,2014,19916875
blz,2015,19717625
blz,2016,21712887.5
blz,2017,23055950
blz,2018,24225825
blz,2019,24472112.5
blz,2020,24507025
bol,1961,4935417.96405
bol,1962,5195618.571
bol,1963,6404292.35812
bol,1968,11583123.79319
bol,1969,12254609.23047
bol,1970,16787135.93215
bol,1971,15863843.45588
bol,1972,20700640.94217
bol,1973,21129139.96666
bol,1974,39766636.06932
bol,1975,58304466.41743
bol,1976,66776055.55501
bol,1977,73254329.60139
bol,1978,97672439.46852
bol,1979,119737096.0681
bol,1980,159008134.94235
bol,1981,238715537.62444
bol,1982,123726843.53998
bol,1983,89973482.59868
bol,1984,144680785.74905
bol,1985,131208000.21366
bol,1986,92869207.22191
bol,1987,103362387.15273
bol,1988,92916951.66749
bol,1989,101690872.43452
bol,1990,137065127.51571
bol,1991,143643960.10736
bol,1992,141441910.30939
bol,1993,109897117.99075
bol,1994,134595240.36256
bol,1995,140760862.77222
bol,1996,146963017.84768
bol,1997,180200446.87549
bol,1998,228677000.36115
bol,1999,176744242.06138
bol,2000,173245422.52496
bol,2001,184397571.03159
bol,2002,160437935.84379
bol,2003,173431324.80412
bol,2004,168881603.07046
bol,2005,169262316.42214
bol,2006,179525489.2269
bol,2007,221280687.78857
bol,2008,327194708.16432
bol,2009,345777777.77778
bol,2010,327413146.12202
bol,2011,403568566.05775
bol,2012,499870043.41534
bol,2013,564409840.81042
bol,2014,625885094.06657
bol,2015,575524224.94204
bol,2016,552381263.90328
bol,2017,574070189.61778
bol,2018,618842083.14811
bol,2019,598213045.99364
bol,2020,608968414.95219
bra,1960,382729752.05285
bra,1961,342339720.82196
bra,1962,387449035.54994
bra,1963,441999606.21853
bra,1964,354227857.06906
bra,1965,632869026.5379
bra,1966,718216574.56493
bra,1967,746139163.63005
bra,1968,755307566.68481
bra,1969,816622810.99719
bra,1970,1026234373.82096
bra,1971,1075071452.91974
bra,1972,1195501487.56211
bra,1973,1512670977.08737
bra,1974,1790114213.37072
bra,1975,2141126693.28147
bra,1976,2576476981.66804
bra,1977,2499644658.35739
bra,1978,2690623101.76157
bra,1979,2829161199.58493
bra,1980,2259307478.86009
bra,1981,2517859757.17182
bra,1982,3031328924.09642
bra,1983,2082669250.91503
bra,1984,2013151757.88161
bra,1985,2687049984.34728
bra,1986,2758186568.47748
bra,1987,4323674770.1207
bra,1988,5874167752.84461
bra,1989,8761486965.81023
bra,1990,9236296955.40526
bra,1991,6694665295.15063
bra,1992,4993804466.92814
bra,1993,7099899155.09737
bra,1994,10591499118.3781
bra,1995,14318919608.0931
bra,1996,14073226544.6224
bra,1997,13934266551.6378
bra,1998,14357357046.8411
bra,1999,9866973918.50843
bra,2000,11344032534.9018
bra,2001,10930231568.3746
bra,2002,9664561903.32699
bra,2003,8392905884.03499
bra,2004,9780111585.16574
bra,2005,13588619736.3611
bra,2006,16404867307.489
bra,2007,20485758014.6477
bra,2008,24452903035.8224
bra,2009,25648809910.8246
bra,2010,34002944470.0238
bra,2011,36936209895.8053
bra,2012,33987005074.0629
bra,2013,32874787230.5887
bra,2014,32660239369.4525
bra,2015,24617701683.06549
bra,2016,24224746901.4667
bra,2017,29261833096.6693
bra,2018,28177406872.26369
bra,2019,25906871196.7546
bra,2020,19736347758.5872
brn,1984,97366249.74216
brn,1985,101752153.26228
brn,1986,110162485.87778
brn,1987,104464429.86163
brn,1988,178392184.53404
brn,1989,186129028.94999
brn,1990,231168587.55441
brn,1991,245434285.5489
brn,1992,251692787.46693
brn,1993,233941291.8758
brn,1994,261876080.23883
brn,1995,285738475.21483
brn,1996,328359479.16371
brn,1997,369070790.20211
brn,1998,293977055.44933
brn,1999,258413177.8921
brn,2000,244205201.97684
brn,2001,217667939.18693
brn,2002,226182431.48906
brn,2003,243373245.01487
brn,2004,199381149.31104
brn,2005,248588079.78851
brn,2006,293436463.53206
brn,2007,323137150.81946
brn,2008,361989034.48422
brn,2009,349759722.80468
brn,2010,390719540.01071
brn,2011,415371528.96471
brn,2012,411261473.94704
brn,2013,412094279.75415
brn,2014,527785180.45165
brn,2015,424022039.16726
brn,2016,403366488.71298
brn,2017,346706804.42155
brn,2018,357708767.50373
brn,2019,414728739.00293
brn,2020,436548223.35025
bwa,1977,5650505.96228
bwa,1978,14305862.29423
bwa,1979,24355619.03149
bwa,1980,31844060.60021
bwa,1981,31162681.74745
bwa,1982,23551463.58992
bwa,1983,24454614.24157
bwa,1984,26109660.57441
bwa,1985,20997913.34879
bwa,1986,34310908.1814
bwa,1987,73826342.81154
bwa,1988,93747094.75607
bwa,1989,102798415.79441
bwa,1990,156250839.84154
bwa,1991,172269188.15172
bwa,1992,177986045.60773
bwa,1993,185671482.8709
bwa,1994,170433762.31539
bwa,1995,165873977.8011
bwa,1996,140560134.76927
bwa,1997,160507675.11422
bwa,1998,181051047.35582
bwa,1999,169578756.16296
bwa,2000,184718394.61212
bwa,2001,210322093.55676
bwa,2002,223549258.82613
bwa,2003,301014357.7788
bwa,2004,314038897.14014
bwa,2005,283835745.10552
bwa,2006,272934274.75384
bwa,2007,306451402.71257
bwa,2008,332400254.28967
bwa,2009,330147278.73948
bwa,2010,348672725.29226
bwa,2011,363324481.15304
bwa,2012,326874161.65079
bwa,2013,306438573.57681
bwa,2014,346281321.66034
bwa,2015,383739877.54296
bwa,2016,514463449.2297
bwa,2017,522430455.51562
bwa,2018,498087432.35465
bwa,2019,514720930.23256
bwa,2020,545756780.40245
caf,1991,21598187.9216
caf,1992,23185438.16965
caf,1993,19144450.36958
caf,1994,10689745.22924
caf,1995,13014176.15617
caf,1996,12196218.56625
caf,2002,10681962.96062
caf,2003,15018926.35926
caf,2004,15103589.91832
caf,2005,15396194.65067
caf,2007,19112519.74369
caf,2008,31511483.79317
caf,2009,35992384.35701
caf,2010,51585274.50295
caf,2011,49874328.72892
caf,2012,42746025.18574
caf,2013,47923241.44891
caf,2014,38407009.92146
caf,2015,26703885.62284
caf,2016,26832998.82019
caf,2017,27516264.17794
caf,2018,30517648.41366
caf,2019,40777666.6587
caf,2020,41303630.07629
can,1960,1702442711.4107
can,1961,1677820881.08423
can,1962,1671313753.19292
can,1963,1610091700.58692
can,1964,1657457282.98458
can,1965,1574704539.97291
can,1966,1614422827.01519
can,1967,1775500366.17812
can,1968,1797265817.14572
can,1969,1770108751.17249
can,1970,1889157917.90681
can,1971,2077659711.42515
can,1972,2233737030.68794
can,1973,2363060955.12359
can,1974,2809465529.28173
can,1975,3180915490.18837
can,1976,3581805735.1487
can,1977,3752174526.30589
can,1978,3969158477.03543
can,1979,4084145737.65174
can,1980,4744402251.07336
can,1981,5141128191.44056
can,1982,6017321456.07224
can,1983,6947104071.66388
can,1984,7349795763.93554
can,1985,7460563318.39353
can,1986,7780136739.83447
can,1987,8694447167.77653
can,1988,9897335684.27981
