geo,time,sl_emp_vuln_fe_zs
mar,2017,60.01
mar,2018,58.11
mar,2019,56.29
mda,1991,18.37
mda,1992,19.85
mda,1993,21.34
mda,1994,23.5
mda,1995,24.25
mda,1996,25.77
mda,1997,27.16
mda,1998,29.64
mda,1999,33.14
mda,2000,37.72
mda,2001,40.17
mda,2002,40.53
mda,2003,34.55
mda,2004,34.96
mda,2005,35.62
mda,2006,30.66
mda,2007,29.63
mda,2008,28.38
mda,2009,24.73
mda,2010,24.39
mda,2011,24.5
mda,2012,24.4
mda,2013,26.49
mda,2014,27.13
mda,2015,30.45
mda,2016,32.52
mda,2017,29.98
mda,2018,28.16
mda,2019,26
mdg,1991,87.93
mdg,1992,88.07
mdg,1993,87.83
mdg,1994,87.86
mdg,1995,87.58
mdg,1996,87.47
mdg,1997,87.72
mdg,1998,87.55
mdg,1999,87.18
mdg,2000,86.38
mdg,2001,85.65
mdg,2002,86.28
mdg,2003,86.16
mdg,2004,87.33
mdg,2005,87.92
mdg,2006,88.66
mdg,2007,89.77
mdg,2008,89.76
mdg,2009,91.39
mdg,2010,92.21
mdg,2011,91.36
mdg,2012,90.44
mdg,2013,90.43
mdg,2014,90.13
mdg,2015,90.01
mdg,2016,89.55
mdg,2017,89.2
mdg,2018,87.76
mdg,2019,87.19
mdv,1991,59.58
mdv,1992,58.98
mdv,1993,58.36
mdv,1994,57.63
mdv,1995,56.81
mdv,1996,55.93
mdv,1997,54.9
mdv,1998,53.82
mdv,1999,52.72
mdv,2000,51.74
mdv,2001,51.78
mdv,2002,50.93
mdv,2003,49.14
mdv,2004,47.83
mdv,2005,48.92
mdv,2006,49.16
mdv,2007,38.3
mdv,2008,31.11
mdv,2009,28.09
mdv,2010,29.68
mdv,2011,31.69
mdv,2012,34.55
mdv,2013,37.68
mdv,2014,40.84
mdv,2015,36.91
mdv,2016,33.54
mdv,2017,33.66
mdv,2018,33.61
mdv,2019,33.4
mex,1991,36.18
mex,1992,38.08
mex,1993,40.02
mex,1994,39.56
mex,1995,39.4
mex,1996,37.06
mex,1997,39.83
mex,1998,36.65
mex,1999,36.18
mex,2000,33.46
mex,2001,33.88
mex,2002,34.94
mex,2003,35.72
mex,2004,35.22
mex,2005,33.33
mex,2006,32.77
mex,2007,32.76
mex,2008,32.35
mex,2009,32.97
mex,2010,32.13
mex,2011,32.25
mex,2012,32.04
mex,2013,31.4
mex,2014,30.57
mex,2015,30.61
mex,2016,30.31
mex,2017,29.22
mex,2018,29.29
mex,2019,30.29
mkd,1991,13.81
mkd,1992,14.3
mkd,1993,15.13
mkd,1994,15.77
mkd,1995,16.35
mkd,1996,17.14
mkd,1997,17.49
mkd,1998,17.59
mkd,1999,19.32
mkd,2000,22.52
mkd,2001,26.82
mkd,2002,24.45
mkd,2003,21.86
mkd,2004,16.06
mkd,2005,21.3
mkd,2006,22.37
mkd,2007,19.75
mkd,2008,22.06
mkd,2009,20.51
mkd,2010,21.39
mkd,2011,20.7
mkd,2012,20.33
mkd,2013,21.75
mkd,2014,19.43
mkd,2015,18.66
mkd,2016,17.02
mkd,2017,16.97
mkd,2018,16.82
mkd,2019,14.7
mli,1991,94.38
mli,1992,94.47
mli,1993,94.45
mli,1994,94.43
mli,1995,94.33
mli,1996,94.3
mli,1997,94.12
mli,1998,94.22
mli,1999,93.92
mli,2000,93.67
mli,2001,92.87
mli,2002,92.67
mli,2003,92.19
mli,2004,92.03
mli,2005,91.51
mli,2006,90.69
mli,2007,90.83
mli,2008,91
mli,2009,90.23
mli,2010,90.21
mli,2011,90.54
mli,2012,90.33
mli,2013,90.46
mli,2014,89.81
mli,2015,89.55
mli,2016,88.93
mli,2017,88.75
mli,2018,87.62
mli,2019,86.94
mlt,1991,4.38
mlt,1992,4.36
mlt,1993,4.32
mlt,1994,4.28
mlt,1995,4.23
mlt,1996,4.2
mlt,1997,4.19
mlt,1998,4.14
mlt,1999,4.1
mlt,2000,4.18
mlt,2001,4.64
mlt,2002,3.95
mlt,2003,6.41
mlt,2004,4.14
mlt,2005,4.78
mlt,2006,4.56
mlt,2007,5.78
mlt,2008,5.19
mlt,2009,5.4
mlt,2010,4.98
mlt,2011,4.31
mlt,2012,4.84
mlt,2013,4.89
mlt,2014,5.38
mlt,2015,5.44
mlt,2016,4.56
mlt,2017,6.62
mlt,2018,6.06
mlt,2019,7.19
mmr,1991,80.87
mmr,1992,80.74
mmr,1993,80.63
mmr,1994,80.45
mmr,1995,80.24
mmr,1996,79.99
mmr,1997,79.7
mmr,1998,79.35
mmr,1999,78.74
mmr,2000,77.93
mmr,2001,77.03
mmr,2002,76.08
mmr,2003,75.03
mmr,2004,73.94
mmr,2005,72.81
mmr,2006,71.66
mmr,2007,70.52
mmr,2008,69.46
mmr,2009,68.38
mmr,2010,67.34
mmr,2011,66.62
mmr,2012,65.79
mmr,2013,64.9
mmr,2014,64.02
mmr,2015,63.2
mmr,2016,62.51
mmr,2017,61.77
mmr,2018,64.74
mmr,2019,63.74
mne,1991,8.49
mne,1992,9.11
mne,1993,9.95
mne,1994,10.05
mne,1995,9.73
mne,1996,9.14
mne,1997,8.88
mne,1998,8.73
mne,1999,9.51
mne,2000,9.45
mne,2001,9.51
mne,2002,9.57
mne,2003,9.7
mne,2004,9.62
mne,2005,9.5
mne,2006,10.38
mne,2007,11.21
mne,2008,9.53
mne,2009,6.41
mne,2010,6.52
mne,2011,6.29
mne,2012,6.16
mne,2013,4.67
mne,2014,7.66
mne,2015,9.46
mne,2016,9.74
mne,2017,9.86
mne,2018,9.35
mne,2019,8.57
mng,1991,53.95
mng,1992,54.91
mng,1993,55.42
mng,1994,55.53
mng,1995,55.52
mng,1996,55.41
mng,1997,55.35
mng,1998,54.98
mng,1999,54.88
mng,2000,55.06
mng,2001,54.78
mng,2002,54.38
mng,2003,53.86
mng,2004,52.93
mng,2005,52.54
mng,2006,52.08
mng,2007,51.46
mng,2008,51.08
mng,2009,51.71
mng,2010,52.08
mng,2011,52.01
mng,2012,49.56
mng,2013,47.08
mng,2014,46.09
mng,2015,47.41
mng,2016,44.56
mng,2017,45.76
mng,2018,44.96
mng,2019,44.64
moz,1991,96.69
moz,1992,96.81
moz,1993,96.94
moz,1994,96.98
moz,1995,96.77
moz,1996,96.5
moz,1997,96.36
moz,1998,96.05
moz,1999,95.88
moz,2000,95.87
moz,2001,95.66
moz,2002,95.78
moz,2003,95.77
moz,2004,95.48
moz,2005,95.4
moz,2006,94.9
moz,2007,94.72
moz,2008,94.68
moz,2009,94.5
moz,2010,94.22
moz,2011,93.93
moz,2012,93.63
moz,2013,93.51
moz,2014,93.25
moz,2015,92.98
moz,2016,92.61
moz,2017,91.9
moz,2018,91.52
moz,2019,91.66
mrt,1991,78.56
mrt,1992,78.74
mrt,1993,78.51
mrt,1994,78.68
mrt,1995,78.76
mrt,1996,78.78
mrt,1997,78.51
mrt,1998,78.21
mrt,1999,77.71
mrt,2000,78.52
mrt,2001,78.06
mrt,2002,77.93
mrt,2003,77.9
mrt,2004,77.09
mrt,2005,75.48
mrt,2006,72.47
mrt,2007,72.15
mrt,2008,70.77
mrt,2009,71.36
mrt,2010,69.75
mrt,2011,69.41
mrt,2012,69.64
mrt,2013,70.81
mrt,2014,72.84
mrt,2015,74.5
mrt,2016,75.09
mrt,2017,76.28
mrt,2018,76.13
mrt,2019,75.67
mus,1991,11.48
mus,1992,11.58
mus,1993,11.68
mus,1994,11.79
mus,1995,11.87
mus,1996,11.98
mus,1997,12.08
mus,1998,12.15
mus,1999,12.38
mus,2000,12.68
mus,2001,12.39
mus,2002,13.08
mus,2003,18.79
mus,2004,14.05
mus,2005,14.62
mus,2006,14.37
mus,2007,14.82
mus,2008,14.89
mus,2009,14.17
mus,2010,14.81
mus,2011,13.4
mus,2012,15.14
mus,2013,13.88
mus,2014,14.17
mus,2015,14.41
mus,2016,13.61
mus,2017,13.16
mus,2018,12.38
mus,2019,12.1
mwi,1991,57.75
mwi,1992,58.22
mwi,1993,58.32
mwi,1994,60.62
mwi,1995,59.38
mwi,1996,58.54
mwi,1997,59.02
mwi,1998,58.71
mwi,1999,59
mwi,2000,59.93
mwi,2001,62.17
mwi,2002,62.47
mwi,2003,62.46
mwi,2004,63.18
mwi,2005,64.15
mwi,2006,64.48
mwi,2007,63.94
mwi,2008,64.7
mwi,2009,65.1
mwi,2010,64.84
mwi,2011,64.79
mwi,2012,65.69
mwi,2013,66.27
mwi,2014,65.85
mwi,2015,66.51
mwi,2016,66.99
mwi,2017,67.46
mwi,2018,67.96
mwi,2019,68.13
mys,1991,29.19
mys,1992,28.66
mys,1993,28.07
mys,1994,27.19
mys,1995,26.16
mys,1996,27.17
mys,1997,25.1
mys,1998,24.03
mys,1999,23.54
mys,2000,22.73
mys,2001,22.08
mys,2002,21.71
mys,2003,21.38
mys,2004,22.01
mys,2005,20.17
mys,2006,20.37
mys,2007,21.39
mys,2008,19.76
mys,2009,20.2
mys,2010,19.81
mys,2011,18.51
mys,2012,21.38
mys,2013,23.39
mys,2014,23.43
mys,2015,25.36
mys,2016,25.1
mys,2017,24.79
mys,2018,27.1
mys,2019,27.1
nam,1991,41.28
nam,1992,41.48
nam,1993,41.98
nam,1994,41.73
nam,1995,42.26
nam,1996,42.43
nam,1997,42.26
nam,1998,42.3
nam,1999,42.93
nam,2000,42.7
nam,2001,42.59
nam,2002,42.34
nam,2003,42.75
nam,2004,41.74
nam,2005,41.38
nam,2006,40.63
nam,2007,40.65
nam,2008,40.36
nam,2009,40.61
nam,2010,40.65
nam,2011,40.35
nam,2012,40.38
nam,2013,42.84
nam,2014,38.71
nam,2015,35.3
nam,2016,32.22
nam,2017,35.08
nam,2018,38.17
nam,2019,38.57
ncl,1991,8.81
ncl,1992,8.9
ncl,1993,9.05
ncl,1994,9.19
ncl,1995,9.33
ncl,1996,9.56
ncl,1997,9.71
ncl,1998,10.01
ncl,1999,10.22
ncl,2000,10.4
ncl,2001,10.62
ncl,2002,10.76
ncl,2003,10.86
ncl,2004,10.94
ncl,2005,11.01
ncl,2006,10.99
ncl,2007,10.98
ncl,2008,11.16
ncl,2009,11.25
ncl,2010,11.29
ncl,2011,11.38
ncl,2012,11.53
ncl,2013,11.65
ncl,2014,11.77
ncl,2015,11.65
ncl,2016,11.48
ncl,2017,11.3
ncl,2018,11.13
ncl,2019,10.92
ner,1991,86.47
ner,1992,86.74
ner,1993,87.16
ner,1994,87.21
ner,1995,87.57
ner,1996,87.93
ner,1997,88.27
ner,1998,88.43
ner,1999,89.18
ner,2000,89.59
ner,2001,89.73
ner,2002,90.08
ner,2003,90.4
ner,2004,90.91
ner,2005,91.14
ner,2006,91.22
ner,2007,91.19
ner,2008,91.05
ner,2009,91.38
ner,2010,91.11
ner,2011,91.45
ner,2012,89.91
ner,2013,94.71
ner,2014,97.58
ner,2015,97.73
ner,2016,97.86
ner,2017,97.88
ner,2018,98.01
ner,2019,97.98
nga,1991,92.4
nga,1992,92.27
nga,1993,92.44
nga,1994,92.52
nga,1995,92.18
nga,1996,92.01
nga,1997,92.07
nga,1998,92.47
nga,1999,92.32
nga,2000,91.64
nga,2001,91.94
nga,2002,91.99
nga,2003,91.15
nga,2004,90.26
nga,2005,89.72
nga,2006,89.51
nga,2007,89.15
nga,2008,88.49
nga,2009,88.41
nga,2010,87.12
nga,2011,85.93
nga,2012,86.51
nga,2013,87.06
nga,2014,86.89
nga,2015,87.35
nga,2016,87.52
nga,2017,86.6
nga,2018,85.73
nga,2019,85.21
nic,1991,47.08
nic,1992,47.46
nic,1993,47.89
nic,1994,48.01
nic,1995,47.74
nic,1996,47.35
nic,1997,47.31
nic,1998,47.41
nic,1999,47.02
nic,2000,47.17
nic,2001,47.64
nic,2002,48.57
nic,2003,49.26
nic,2004,47.13
nic,2005,46.67
nic,2006,45.51
nic,2007,45.65
nic,2008,45.84
nic,2009,47.82
nic,2010,48.1
nic,2011,48.03
nic,2012,47.83
nic,2013,47.78
nic,2014,47.75
nic,2015,46.65
nic,2016,45.66
nic,2017,44.79
nic,2018,45
nic,2019,45.31
nld,1991,10.02
nld,1992,8.7
nld,1993,8.84
nld,1994,9.26
nld,1995,9.45
nld,1996,8.4
nld,1997,8.44
nld,1998,7.7
nld,1999,7.57
nld,2000,7.67
nld,2001,8
nld,2002,7.62
nld,2003,6.87
nld,2004,7.62
nld,2005,8.32
nld,2006,8.57
nld,2007,8.57
nld,2008,9
nld,2009,9.47
nld,2010,9.55
nld,2011,9.52
nld,2012,9.65
nld,2013,10.2
nld,2014,10.59
nld,2015,11.24
nld,2016,10.97
nld,2017,10.88
nld,2018,10.95
nld,2019,10.98
nor,1991,4.57
nor,1992,4.45
nor,1993,4.33
nor,1994,3.97
nor,1995,4.36
nor,1996,4.66
nor,1997,4.09
nor,1998,4.42
nor,1999,3.93
nor,2000,3.83
nor,2001,4.05
nor,2002,3.38
nor,2003,3.48
nor,2004,3.32
nor,2005,3.52
nor,2006,3.72
nor,2007,3.35
nor,2008,3.23
nor,2009,3.69
nor,2010,3.3
nor,2011,3.05
nor,2012,3.15
nor,2013,3.37
nor,2014,3.56
nor,2015,3.79
nor,2016,3.65
nor,2017,3.33
nor,2018,3.47
nor,2019,3.32
npl,1991,93.56
npl,1992,93.58
npl,1993,93.58
npl,1994,93.57
npl,1995,93.53
npl,1996,93.47
npl,1997,93.37
npl,1998,93.27
npl,1999,93.15
npl,2000,93
npl,2001,92.85
npl,2002,92.77
npl,2003,92.67
npl,2004,92.54
npl,2005,92.4
npl,2006,92.26
npl,2007,92.13
npl,2008,91.94
npl,2009,91.68
npl,2010,91.39
npl,2011,91.01
npl,2012,90.53
npl,2013,90.03
npl,2014,89.43
npl,2015,88.9
npl,2016,88.61
npl,2017,88.21
npl,2018,87.83
npl,2019,87.47
nzl,1991,9.51
nzl,1992,9.61
nzl,1993,9.56
nzl,1994,9.49
nzl,1995,9.84
nzl,1996,10.19
nzl,1997,9.61
nzl,1998,9.39
nzl,1999,9.98
nzl,2000,10.09
nzl,2001,9.22
nzl,2002,8.86
nzl,2003,8.76
nzl,2004,9.1
nzl,2005,9.08
nzl,2006,9.17
nzl,2007,9.45
nzl,2008,9.41
nzl,2009,8.88
nzl,2010,9.01
nzl,2011,9.92
nzl,2012,9.25
nzl,2013,8.56
nzl,2014,9.3
nzl,2015,9.09
nzl,2016,10.37
nzl,2017,10.99
nzl,2018,10.6
nzl,2019,10.34
omn,1991,7.5
omn,1992,7.44
omn,1993,7.35
omn,1994,7.45
omn,1995,7.54
omn,1996,7.65
omn,1997,8.21
omn,1998,8.77
omn,1999,9.54
omn,2000,10.28
omn,2001,9.27
omn,2002,8.49
omn,2003,7.87
omn,2004,7.23
omn,2005,6.66
omn,2006,6.07
omn,2007,5.52
omn,2008,5.04
omn,2009,4.49
omn,2010,4.13
omn,2011,4.12
omn,2012,4
omn,2013,3.96
omn,2014,3.89
omn,2015,3.84
omn,2016,3.8
omn,2017,3.81
omn,2018,3.8
omn,2019,3.8
pak,1991,74.52
pak,1992,74.55
pak,1993,74.34
pak,1994,73.79
pak,1995,74.9
pak,1996,74.5
pak,1997,66.41
pak,1998,74.73
pak,1999,74.61
pak,2000,66.45
pak,2001,66.47
pak,2002,62.39
pak,2003,62.22
pak,2004,68.73
pak,2005,68.56
pak,2006,73.25
pak,2007,74.97
pak,2008,77.29
pak,2009,77.45
pak,2010,79.16
pak,2011,78.5
pak,2012,76.95
pak,2013,75.28
pak,2014,73.44
pak,2015,75.05
pak,2016,75.93
pak,2017,73.77
pak,2018,71.5
pak,2019,70.17
pan,1991,16.54
pan,1992,15.56
pan,1993,14.92
pan,1994,15.72
pan,1995,18.44
pan,1996,18.88
pan,1997,19.67
pan,1998,21.04
pan,1999,21.38
pan,2000,19.29
pan,2001,19.59
pan,2002,23.15
pan,2003,23.53
pan,2004,23.65
pan,2005,26.31
pan,2006,25.67
pan,2007,23.54
pan,2008,24.62
pan,2009,31.16
pan,2010,28.19
pan,2011,23.51
pan,2012,26.84
pan,2013,28.31
pan,2014,27.74
pan,2015,28.75
pan,2016,31.13
pan,2017,30.51
pan,2018,33.52
pan,2019,34.72
per,1991,65.98
per,1992,65.58
per,1993,65.31
per,1994,65.24
per,1995,64.84
per,1996,64.5
per,1997,64.21
per,1998,64.14
per,1999,63.79
per,2000,63.94
per,2001,63.38
per,2002,63.07
per,2003,65.19
per,2004,64.35
per,2005,63.97
per,2006,62.33
per,2007,60.46
per,2008,60.06
per,2009,60.22
per,2010,60.19
per,2011,59.53
per,2012,58.44
per,2013,58.41
per,2014,58.6
per,2015,57.66
per,2016,57.97
per,2017,58.17
per,2018,58.37
per,2019,58.68
phl,1991,48.47
phl,1992,48.61
phl,1993,48.6
phl,1994,48.41
phl,1995,48.17
phl,1996,47.79
phl,1997,47.31
phl,1998,47.79
phl,1999,48.46
phl,2000,46.65
phl,2001,48.93
phl,2002,49.4
phl,2003,48.28
phl,2004,46.65
phl,2005,47.85
phl,2006,47.45
phl,2007,46.46
phl,2008,46.34
phl,2009,45.8
phl,2010,44.84
phl,2011,44.74
phl,2012,43.39
phl,2013,42.38
phl,2014,42.99
phl,2015,41.48
phl,2016,40.02
phl,2017,38.2
phl,2018,37.38
phl,2019,37.41
png,1991,91.8
png,1992,91.41
png,1993,90.98
png,1994,90.85
png,1995,91
png,1996,90.68
png,1997,90.98
png,1998,91.26
png,1999,91.17
png,2000,91.35
png,2001,91.48
png,2002,91.61
png,2003,91.45
png,2004,91.24
png,2005,90.72
png,2006,90.22
png,2007,89.54
png,2008,89.56
png,2009,89.01
png,2010,87.91
png,2011,87.94
png,2012,87.68
png,2013,87.38
png,2014,86
png,2015,85.18
png,2016,84.77
png,2017,84.38
png,2018,84.56
png,2019,84.01
pol,1991,26.37
pol,1992,26.37
pol,1993,27.22
pol,1994,26.56
pol,1995,25.17
pol,1996,25.11
pol,1997,24.31
pol,1998,22.67
pol,1999,21.44
pol,2000,22.34
pol,2001,23.34
pol,2002,22.91
pol,2003,21.11
pol,2004,21.01
pol,2005,20.32
pol,2006,18.98
pol,2007,18.14
pol,2008,17.66
pol,2009,17.38
pol,2010,17.37
pol,2011,16.94
pol,2012,16.32
pol,2013,15.59
pol,2014,14.95
pol,2015,15.03
pol,2016,14.26
pol,2017,13.58
pol,2018,13.32
pol,2019,12.99
pri,1991,5.39
pri,1992,5.16
pri,1993,5.02
pri,1994,4.63
pri,1995,5.01
pri,1996,4.98
pri,1997,5
pri,1998,4.61
pri,1999,4.56
pri,2000,4.36
pri,2001,4.2
pri,2002,4.92
pri,2003,4.46
pri,2004,4.63
pri,2005,4.58
pri,2006,4.82
pri,2007,5.08
pri,2008,4.47
pri,2009,4.3
pri,2010,4.57
pri,2011,4.35
pri,2012,5.16
pri,2013,5.07
pri,2014,4.95
pri,2015,4.85
pri,2016,4.87
pri,2017,4.93
pri,2018,5.51
pri,2019,6.02
prk,1991,85
prk,1992,85.12
prk,1993,85.25
prk,1994,85.36
prk,1995,85.52
prk,1996,85.65
prk,1997,85.87
prk,1998,86.04
prk,1999,86.05
prk,2000,86.12
prk,2001,86.06
prk,2002,86.03
prk,2003,86
prk,2004,85.96
prk,2005,85.87
prk,2006,85.86
prk,2007,85.93
prk,2008,85.88
prk,2009,85.89
prk,2010,85.94
prk,2011,85.94
prk,2012,85.92
prk,2013,85.88
prk,2014,85.82
prk,2015,85.83
prk,2016,85.71
prk,2017,85.73
prk,2018,85.84
prk,2019,85.76
prt,1991,20.94
prt,1992,20.84
prt,1993,21.36
prt,1994,22.29
prt,1995,21.88
prt,1996,22.57
prt,1997,23.43
prt,1998,23.36
prt,1999,22.75
prt,2000,21.05
prt,2001,22.91
prt,2002,22.28
prt,2003,22.12
prt,2004,20.22
prt,2005,20.92
prt,2006,19.99
prt,2007,19.44
prt,2008,19.3
prt,2009,18.45
prt,2010,17.46
prt,2011,14.25
prt,2012,14.37
prt,2013,14.15
prt,2014,11.75
prt,2015,11.09
prt,2016,10.34
prt,2017,9.73
prt,2018,9.35
prt,2019,9.68
pry,1991,53.71
pry,1992,53.71
pry,1993,53.65
pry,1994,53.59
pry,1995,53.55
pry,1996,53.65
pry,1997,53.73
pry,1998,53.94
pry,1999,54.11
pry,2000,54.27
pry,2001,54.21
pry,2002,53.54
pry,2003,51.88
pry,2004,54.49
pry,2005,48.52
pry,2006,49.85
pry,2007,49.57
pry,2008,46.85
pry,2009,48.5
pry,2010,45.92
pry,2011,45.34
pry,2012,47.32
pry,2013,40.46
pry,2014,40.71
pry,2015,41.86
pry,2016,42.26
pry,2017,42.85
pry,2018,41.05
pry,2019,39.69
pse,1991,52.16
pse,1992,52.54
pse,1993,52.8
pse,1994,52.62
pse,1995,52.01
pse,1996,51.33
pse,1997,50.36
pse,1998,48.27
pse,1999,45.95
pse,2000,43.96
pse,2001,35.67
pse,2002,39.03
pse,2003,45.1
pse,2004,43.02
pse,2005,43.22
pse,2006,45.29
pse,2007,48.19
pse,2008,37.63
pse,2009,31.4
pse,2010,31.28
pse,2011,33.46
pse,2012,35.13
pse,2013,33.32
pse,2014,35.7
pse,2015,30.88
pse,2016,26.8
pse,2017,24.25
pse,2018,22.11
pse,2019,20
pyf,1991,16.51
pyf,1992,16.62
pyf,1993,16.74
pyf,1994,16.79
pyf,1995,16.77
pyf,1996,16.67
pyf,1997,16.09
pyf,1998,15.39
pyf,1999,14.77
pyf,2000,14.21
pyf,2001,13.62
pyf,2002,13.13
pyf,2003,12.59
pyf,2004,12.12
pyf,2005,11.66
pyf,2006,11.26
pyf,2007,10.83
pyf,2008,10.37
pyf,2009,10.09
pyf,2010,9.87
pyf,2011,9.7
pyf,2012,9.53
pyf,2013,9.36
pyf,2014,9.2
pyf,2015,9
pyf,2016,8.78
pyf,2017,8.55
pyf,2018,8.31
pyf,2019,8.07
qat,1991,0.03
qat,1992,0.03
qat,1993,0.02
qat,1994,0.02
qat,1995,0.02
qat,1996,0.02
qat,1997,0.02
qat,1998,0.02
qat,1999,0.02
qat,2000,0.02
qat,2001,0.03
qat,2002,0.03
qat,2003,0.04
qat,2004,0.05
qat,2005,0.07
qat,2006,0.07
qat,2007,0.06
qat,2008,0.06
qat,2009,0.06
qat,2010,0.05
qat,2011,0.04
qat,2012,0.02
qat,2013,0.02
qat,2014,0.03
qat,2015,0.06
qat,2016,0.05
qat,2017,0.06
qat,2018,0.07
qat,2019,0.09
rou,1991,33.19
rou,1992,40.08
rou,1993,41.27
rou,1994,41.02
rou,1995,44.69
rou,1996,41.54
rou,1997,44.9
rou,1998,45.64
rou,1999,47.19
rou,2000,48.02
rou,2001,47.83
rou,2002,40.64
rou,2003,40.15
rou,2004,33.37
rou,2005,33.93
rou,2006,32.08
rou,2007,32.74
rou,2008,31.68
rou,2009,31.7
rou,2010,33.65
rou,2011,32.59
rou,2012,32.6
rou,2013,31.89
rou,2014,31.02
rou,2015,27.08
rou,2016,24.35
rou,2017,23.91
rou,2018,23.25
rou,2019,21.93
rus,1991,0.43
rus,1992,0.52
rus,1993,0.74
rus,1994,1.09
rus,1995,1.54
rus,1996,1.76
rus,1997,2.56
rus,1998,2.52
rus,1999,10.58
rus,2000,9.59
rus,2001,7.66
rus,2002,7.37
rus,2003,6.68
rus,2004,6.76
rus,2005,7.19
rus,2006,6.83
rus,2007,6.57
rus,2008,6.56
rus,2009,6.59
rus,2010,5
rus,2011,5.32
rus,2012,5.16
rus,2013,5.49
rus,2014,5.36
rus,2015,5.4
rus,2016,5.52
rus,2017,4.61
rus,2018,4.82
rus,2019,5.63
rwa,1991,97.17
rwa,1992,97.03
rwa,1993,96.97
rwa,1994,97.42
rwa,1995,97.28
rwa,1996,96.77
rwa,1997,95.99
rwa,1998,95.42
rwa,1999,95.38
rwa,2000,94.97
rwa,2001,94.14
rwa,2002,92.93
rwa,2003,92.74
rwa,2004,91.89
rwa,2005,90.87
rwa,2006,89.64
rwa,2007,88.17
rwa,2008,86.78
rwa,2009,85.98
rwa,2010,84.7
rwa,2011,82.7
rwa,2012,81.55
rwa,2013,80.25
rwa,2014,78.65
rwa,2015,77.81
rwa,2016,77.61
rwa,2017,77.67
rwa,2018,76.92
rwa,2019,76.28
sau,1991,1.84
sau,1992,1.81
sau,1993,1.85
sau,1994,1.88
sau,1995,1.92
sau,1996,1.95
sau,1997,1.98
sau,1998,2
sau,1999,2.08
sau,2000,2.09
sau,2001,2.14
sau,2002,2.23
sau,2003,2.24
sau,2004,2.26
sau,2005,2.29
sau,2006,2.33
sau,2007,2.38
sau,2008,2.42
sau,2009,2.47
sau,2010,1.89
sau,2011,1.42
sau,2012,1.06
sau,2013,0.8
sau,2014,0.99
sau,2015,1.15
sau,2016,1.08
sau,2017,1.1
sau,2018,1.11
sau,2019,1.11
sdn,1991,72.13
sdn,1992,72.09
sdn,1993,72.08
sdn,1994,72.04
sdn,1995,71.81
sdn,1996,71.56
sdn,1997,71.24
sdn,1998,70.98
sdn,1999,70.83
sdn,2000,70.22
sdn,2001,69.74
sdn,2002,69.4
sdn,2003,68.72
sdn,2004,68.07
sdn,2005,67.92
sdn,2006,67.42
sdn,2007,66.62
sdn,2008,66.45
sdn,2009,66.27
sdn,2010,67.29
sdn,2011,66.45
sdn,2012,65.62
sdn,2013,65.24
sdn,2014,65.03
sdn,2015,64.68
sdn,2016,63.8
sdn,2017,62.82
sdn,2018,62.31
sdn,2019,61.86
sen,1991,93.16
sen,1992,92.69
sen,1993,92.07
sen,1994,90.98
sen,1995,90.33
sen,1996,89.81
sen,1997,89.18
sen,1998,88.12
sen,1999,87.11
sen,2000,86.24
sen,2001,85.15
sen,2002,84.77
sen,2003,84.25
sen,2004,83.3
sen,2005,82.64
sen,2006,81.97
sen,2007,80.73
sen,2008,80.09
sen,2009,79.21
sen,2010,78.32
sen,2011,77.19
sen,2012,76.27
sen,2013,75.65
sen,2014,74.37
sen,2015,73.31
sen,2016,72.51
sen,2017,71.48
sen,2018,70.69
sen,2019,69.79
sgp,1991,5.51
sgp,1992,5.43
sgp,1993,4.94
sgp,1994,5.43
sgp,1995,4.41
sgp,1996,5.96
sgp,1997,5.77
sgp,1998,6.34
sgp,1999,6.95
sgp,2000,7.06
sgp,2001,7.29
sgp,2002,6.86
sgp,2003,6.94
sgp,2004,6.99
sgp,2005,7.08
sgp,2006,7.15
sgp,2007,7.23
sgp,2008,6.99
sgp,2009,7.08
sgp,2010,6.39
sgp,2011,7.02
sgp,2012,6.93
sgp,2013,6.16
sgp,2014,6.58
sgp,2015,5.53
sgp,2016,5.89
sgp,2017,6.54
sgp,2018,6.57
sgp,2019,6.15
slb,1991,79.98
slb,1992,79.33
slb,1993,79.2
slb,1994,78.68
slb,1995,78.2
slb,1996,78.37
slb,1997,78.98
slb,1998,79.28
slb,1999,79.94
slb,2000,82.26
slb,2001,84.15
slb,2002,85.07
slb,2003,84.39
slb,2004,83.9
slb,2005,83.26
slb,2006,82.23
slb,2007,81.06
slb,2008,79.88
slb,2009,80.75
slb,2010,79.49
slb,2011,77.16
slb,2012,76.35
slb,2013,75.75
slb,2014,75.45
slb,2015,75.04
slb,2016,74.45
slb,2017,73.69
slb,2018,72.83
slb,2019,72.09
sle,1991,92.81
sle,1992,92.97
sle,1993,93.03
sle,1994,93.09
sle,1995,93.19
sle,1996,93.3
sle,1997,93.38
sle,1998,93.42
sle,1999,93.74
sle,2000,93.9
sle,2001,94.26
sle,2002,93.96
sle,2003,93.65
sle,2004,93.47
sle,2005,93.51
sle,2006,93.59
sle,2007,93.41
sle,2008,93.56
sle,2009,93.72
sle,2010,93.61
sle,2011,93.52
sle,2012,92.83
sle,2013,91.75
sle,2014,91.89
sle,2015,93.47
sle,2016,93.41
sle,2017,93.25
sle,2018,93.09
sle,2019,92.95
slv,1991,47.38
slv,1992,47.25
slv,1993,46.58
