geo,time,sl_emp_vuln_fe_zs
fra,1995,8.49
fra,1996,7.81
fra,1997,7.55
fra,1998,6.98
fra,1999,6.73
fra,2000,6.21
fra,2001,5.93
fra,2002,5.75
fra,2003,5.99
fra,2004,5.54
fra,2005,5.33
fra,2006,5.66
fra,2007,5.07
fra,2008,4.79
fra,2009,5.13
fra,2010,5.49
fra,2011,5.5
fra,2012,5.43
fra,2013,5.55
fra,2014,6.11
fra,2015,5.95
fra,2016,6.09
fra,2017,6.23
fra,2018,6.17
fra,2019,6.53
gab,1991,69.1
gab,1992,68.43
gab,1993,67.15
gab,1994,64.56
gab,1995,62.53
gab,1996,60.63
gab,1997,58.59
gab,1998,56.5
gab,1999,55.29
gab,2000,54.28
gab,2001,52.8
gab,2002,51.28
gab,2003,49.69
gab,2004,48.38
gab,2005,47.26
gab,2006,45.77
gab,2007,43.97
gab,2008,42.93
gab,2009,40.4
gab,2010,38.89
gab,2011,38.63
gab,2012,37.7
gab,2013,36.9
gab,2014,36.04
gab,2015,35.24
gab,2016,34.79
gab,2017,34.78
gab,2018,34.96
gab,2019,34.95
gbr,1991,6.17
gbr,1992,6.15
gbr,1993,6.12
gbr,1994,6.2
gbr,1995,6.17
gbr,1996,6.12
gbr,1997,6.15
gbr,1998,6.13
gbr,1999,6.13
gbr,2000,6.16
gbr,2001,5.8
gbr,2002,5.84
gbr,2003,6.21
gbr,2004,6.17
gbr,2005,6.24
gbr,2006,6.58
gbr,2007,6.69
gbr,2008,6.79
gbr,2009,7.1
gbr,2010,7.56
gbr,2011,7.9
gbr,2012,8.25
gbr,2013,8.36
gbr,2014,9.04
gbr,2015,9.05
gbr,2016,9.46
gbr,2017,9.58
gbr,2018,9.69
gbr,2019,9.87
geo,1991,44.49
geo,1992,45.75
geo,1993,47.06
geo,1994,48.55
geo,1995,50.4
geo,1996,52.44
geo,1997,53.94
geo,1998,55.4
geo,1999,57.06
geo,2000,62.11
geo,2001,64
geo,2002,63.44
geo,2003,65.05
geo,2004,64.98
geo,2005,64.92
geo,2006,65.61
geo,2007,63.55
geo,2008,61.15
geo,2009,59.8
geo,2010,57.51
geo,2011,57.49
geo,2012,56.7
geo,2013,56.62
geo,2014,55.51
geo,2015,52.36
geo,2016,50.14
geo,2017,50.17
geo,2018,46.11
geo,2019,45.18
gha,1991,90.92
gha,1992,90.8
gha,1993,90.26
gha,1994,90.13
gha,1995,90.02
gha,1996,89.87
gha,1997,89.55
gha,1998,89.3
gha,1999,88.99
gha,2000,88.62
gha,2001,88.27
gha,2002,87.87
gha,2003,87.52
gha,2004,87.15
gha,2005,86.68
gha,2006,85.96
gha,2007,85.6
gha,2008,85.27
gha,2009,85.01
gha,2010,84.29
gha,2011,82.41
gha,2012,81.29
gha,2013,80.57
gha,2014,79.57
gha,2015,79.28
gha,2016,79.24
gha,2017,78.28
gha,2018,77.44
gha,2019,76.69
gin,1991,96.93
gin,1992,97
gin,1993,96.93
gin,1994,97.01
gin,1995,97.01
gin,1996,96.97
gin,1997,96.91
gin,1998,96.95
gin,1999,96.82
gin,2000,96.78
gin,2001,96.87
gin,2002,96.72
gin,2003,96.75
gin,2004,96.77
gin,2005,96.68
gin,2006,96.66
gin,2007,96.79
gin,2008,96.59
gin,2009,96.87
gin,2010,96.94
gin,2011,96.96
gin,2012,96.91
gin,2013,97.15
gin,2014,97.1
gin,2015,97.32
gin,2016,97.16
gin,2017,97.1
gin,2018,97.02
gin,2019,96.94
gmb,1991,90.54
gmb,1992,90.45
gmb,1993,90.31
gmb,1994,90.08
gmb,1995,89.95
gmb,1996,89.46
gmb,1997,89.5
gmb,1998,89.08
gmb,1999,88.71
gmb,2000,88.33
gmb,2001,87.7
gmb,2002,87.38
gmb,2003,86.72
gmb,2004,86.04
gmb,2005,86.07
gmb,2006,85.91
gmb,2007,85.6
gmb,2008,85.46
gmb,2009,84.98
gmb,2010,84.51
gmb,2011,84.46
gmb,2012,83.88
gmb,2013,83.59
gmb,2014,83.57
gmb,2015,82.68
gmb,2016,81.72
gmb,2017,81.92
gmb,2018,81.79
gmb,2019,81.26
gnb,1991,80.11
gnb,1992,80.42
gnb,1993,80.42
gnb,1994,80.27
gnb,1995,80.1
gnb,1996,79.76
gnb,1997,78.57
gnb,1998,80.03
gnb,1999,80.69
gnb,2000,81.98
gnb,2001,81.73
gnb,2002,81.67
gnb,2003,81.92
gnb,2004,82.2
gnb,2005,82.51
gnb,2006,82.28
gnb,2007,82.4
gnb,2008,81.99
gnb,2009,82.02
gnb,2010,81.92
gnb,2011,81.57
gnb,2012,81.68
gnb,2013,81.09
gnb,2014,81.94
gnb,2015,81.88
gnb,2016,81.29
gnb,2017,80.82
gnb,2018,80.65
gnb,2019,80.32
gnq,1991,88.69
gnq,1992,88.69
gnq,1993,89.73
gnq,1994,87.83
gnq,1995,88.5
gnq,1996,88.18
gnq,1997,86.94
gnq,1998,89.62
gnq,1999,86.73
gnq,2000,85.43
gnq,2001,83.86
gnq,2002,84
gnq,2003,82.26
gnq,2004,79.53
gnq,2005,76.21
gnq,2006,74.79
gnq,2007,73.3
gnq,2008,70.33
gnq,2009,72.35
gnq,2010,71.78
gnq,2011,69.74
gnq,2012,68.85
gnq,2013,71.05
gnq,2014,71.81
gnq,2015,76.06
gnq,2016,78.49
gnq,2017,77.54
gnq,2018,77.28
gnq,2019,79.61
grc,1991,43.12
grc,1992,43.62
grc,1993,42.47
grc,1994,42.92
grc,1995,41.78
grc,1996,41.22
grc,1997,39.94
grc,1998,38.48
grc,1999,36.18
grc,2000,35.2
grc,2001,32.02
grc,2002,32.05
grc,2003,31.86
grc,2004,27.99
grc,2005,27.84
grc,2006,27.52
grc,2007,26.54
grc,2008,26.43
grc,2009,26.36
grc,2010,26.98
grc,2011,27.16
grc,2012,27.19
grc,2013,27.65
grc,2014,26.47
grc,2015,25.2
grc,2016,24.49
grc,2017,24.41
grc,2018,23.65
grc,2019,21.78
gtm,1991,56.9
gtm,1992,56.81
gtm,1993,56.77
gtm,1994,56.7
gtm,1995,56.48
gtm,1996,56.51
gtm,1997,56.31
gtm,1998,55.96
gtm,1999,55.83
gtm,2000,55.72
gtm,2001,56.32
gtm,2002,57.21
gtm,2003,57.96
gtm,2004,56.56
gtm,2005,56.17
gtm,2006,55.65
gtm,2007,54.97
gtm,2008,54.57
gtm,2009,54.62
gtm,2010,54.34
gtm,2011,44.76
gtm,2012,55.99
gtm,2013,47.69
gtm,2014,45.96
gtm,2015,45.85
gtm,2016,45.05
gtm,2017,47.65
gtm,2018,47.11
gtm,2019,46.64
gum,1991,10.48
gum,1992,10.44
gum,1993,10.41
gum,1994,10.35
gum,1995,10.28
gum,1996,10.21
gum,1997,10.1
gum,1998,10.01
gum,1999,9.93
gum,2000,9.8
gum,2001,9.71
gum,2002,9.63
gum,2003,9.61
gum,2004,9.45
gum,2005,9.33
gum,2006,9.4
gum,2007,9.37
gum,2008,9.33
gum,2009,9.32
gum,2010,9.29
gum,2011,9.29
gum,2012,9.25
gum,2013,9.21
gum,2014,9.16
gum,2015,9.15
gum,2016,9.15
gum,2017,9.16
gum,2018,9.18
gum,2019,9.16
guy,1991,46.26
guy,1992,45.6
guy,1993,45.2
guy,1994,44.88
guy,1995,44.39
guy,1996,44.12
guy,1997,43.7
guy,1998,43.22
guy,1999,42.78
guy,2000,42.22
guy,2001,41.67
guy,2002,41.06
guy,2003,40.06
guy,2004,39.22
guy,2005,38.26
guy,2006,37.71
guy,2007,37.15
guy,2008,36.47
guy,2009,35.82
guy,2010,35.26
guy,2011,34.7
guy,2012,34.21
guy,2013,33.7
guy,2014,33.19
guy,2015,32.72
guy,2016,32.35
guy,2017,31.77
guy,2018,31.19
guy,2019,30.54
hkg,1991,3.77
hkg,1992,3.69
hkg,1993,3.59
hkg,1994,3.47
hkg,1995,3.42
hkg,1996,3.21
hkg,1997,3.06
hkg,1998,3.08
hkg,1999,3.63
hkg,2000,3.37
hkg,2001,3.81
hkg,2002,4.46
hkg,2003,4.77
hkg,2004,5.09
hkg,2005,4.87
hkg,2006,4.72
hkg,2007,4.36
hkg,2008,4.56
hkg,2009,4.53
hkg,2010,3.82
hkg,2011,4.14
hkg,2012,4.25
hkg,2013,4.24
hkg,2014,4.04
hkg,2015,3.93
hkg,2016,4.16
hkg,2017,4.1
hkg,2018,4.05
hkg,2019,4.05
hnd,1991,52.24
hnd,1992,52.05
hnd,1993,51.87
hnd,1994,52.28
hnd,1995,52.05
hnd,1996,52.25
hnd,1997,52.16
hnd,1998,52.09
hnd,1999,52.59
hnd,2000,52.14
hnd,2001,52.29
hnd,2002,52.13
hnd,2003,51.68
hnd,2004,51.09
hnd,2005,50.29
hnd,2006,48.23
hnd,2007,47.35
hnd,2008,46.94
hnd,2009,52.15
hnd,2010,52.93
hnd,2011,48.94
hnd,2012,51.53
hnd,2013,53.59
hnd,2014,49.58
hnd,2015,51.82
hnd,2016,48.22
hnd,2017,52.99
hnd,2018,53.12
hnd,2019,48.59
hrv,1991,24.36
hrv,1992,24.96
hrv,1993,25.76
hrv,1994,25.6
hrv,1995,25.1
hrv,1996,24.76
hrv,1997,22.39
hrv,1998,20.19
hrv,1999,20.14
hrv,2000,18.87
hrv,2001,18.35
hrv,2002,17.91
hrv,2003,20.08
hrv,2004,20.33
hrv,2005,21.48
hrv,2006,18.07
hrv,2007,16.11
hrv,2008,16.2
hrv,2009,16.47
hrv,2010,18.34
hrv,2011,17.96
hrv,2012,15.15
hrv,2013,13.01
hrv,2014,9.26
hrv,2015,9.09
hrv,2016,7.18
hrv,2017,6.68
hrv,2018,6.6
hrv,2019,6.11
hti,1991,86.67
hti,1992,86.62
hti,1993,86.51
hti,1994,86.42
hti,1995,86.21
hti,1996,86
hti,1997,85.93
hti,1998,85.73
hti,1999,85.6
hti,2000,85.48
hti,2001,85.24
hti,2002,85
hti,2003,84.71
hti,2004,84.49
hti,2005,84.22
hti,2006,84.05
hti,2007,83.81
hti,2008,83.63
hti,2009,83.41
hti,2010,83.61
hti,2011,83.16
hti,2012,83.01
hti,2013,82.74
hti,2014,82.45
hti,2015,82.17
hti,2016,81.99
hti,2017,81.79
hti,2018,81.55
hti,2019,81.27
hun,1991,15.04
hun,1992,14.95
hun,1993,12.41
hun,1994,12.07
hun,1995,11.82
hun,1996,11.58
hun,1997,11
hun,1998,9.9
hun,1999,9.3
hun,2000,7.5
hun,2001,7.1
hun,2002,6.8
hun,2003,6.23
hun,2004,6.57
hun,2005,6.21
hun,2006,5.78
hun,2007,6.03
hun,2008,5.56
hun,2009,5.97
hun,2010,5.53
hun,2011,5.36
hun,2012,5.61
hun,2013,5.08
hun,2014,4.76
hun,2015,4.9
hun,2016,5.04
hun,2017,5.38
hun,2018,5.45
hun,2019,5.4
idn,1991,76.24
idn,1992,75.54
idn,1993,74.9
idn,1994,74.09
idn,1995,73.08
idn,1996,71.99
idn,1997,70.33
idn,1998,71.72
idn,1999,70.07
idn,2000,70.61
idn,2001,68.55
idn,2002,68.45
idn,2003,69.88
idn,2004,68.94
idn,2005,65.21
idn,2006,64.67
idn,2007,65.95
idn,2008,65.91
idn,2009,65.52
idn,2010,64.22
idn,2011,62.03
idn,2012,59.65
idn,2013,58.61
idn,2014,58.54
idn,2015,56.63
idn,2016,56.32
idn,2017,56.6
idn,2018,57.22
idn,2019,57.08
ind,1991,90.49
ind,1992,90.6
ind,1993,90.69
ind,1994,90.83
ind,1995,90.88
ind,1996,90.8
ind,1997,90.79
ind,1998,90.74
ind,1999,90.6
ind,2000,90.49
ind,2001,90.16
ind,2002,89.87
ind,2003,89.52
ind,2004,89.16
ind,2005,88.75
ind,2006,88.45
ind,2007,88.09
ind,2008,87.74
ind,2009,87.43
ind,2010,87.03
ind,2011,85.03
ind,2012,82.78
ind,2013,81.86
ind,2014,80.94
ind,2015,79.95
ind,2016,78.85
ind,2017,77.64
ind,2018,76.32
ind,2019,75.28
irl,1991,8.14
irl,1992,8.22
irl,1993,8.22
irl,1994,7.46
irl,1995,7.33
irl,1996,7.26
irl,1997,6.96
irl,1998,6.72
irl,1999,6.45
irl,2000,6.37
irl,2001,5.43
irl,2002,5.19
irl,2003,5.36
irl,2004,5.13
irl,2005,4.8
irl,2006,4.53
irl,2007,4.94
irl,2008,5.33
irl,2009,5.5
irl,2010,5.8
irl,2011,5.65
irl,2012,5.55
irl,2013,5.95
irl,2014,6.09
irl,2015,6.16
irl,2016,6.07
irl,2017,5.6
irl,2018,5.72
irl,2019,5.62
irn,1991,42.56
irn,1992,42.16
irn,1993,41.83
irn,1994,41.96
irn,1995,41.84
irn,1996,41.41
irn,1997,43.21
irn,1998,44.97
irn,1999,46.86
irn,2000,48.24
irn,2001,50.2
irn,2002,51.43
irn,2003,51.96
irn,2004,52.74
irn,2005,53.85
irn,2006,55.21
irn,2007,56.4
irn,2008,52.38
irn,2009,52.51
irn,2010,48.83
irn,2011,46.27
irn,2012,45.27
irn,2013,43.75
irn,2014,41.9
irn,2015,42.39
irn,2016,43.52
irn,2017,42.42
irn,2018,42.87
irn,2019,42.48
irq,1991,37.14
irq,1992,37.06
irq,1993,37.55
irq,1994,37.57
irq,1995,37.43
irq,1996,37.55
irq,1997,37.5
irq,1998,37.44
irq,1999,36.75
irq,2000,36.1
irq,2001,36.06
irq,2002,35.89
irq,2003,35.19
irq,2004,36.1
irq,2005,36.18
irq,2006,36.35
irq,2007,36.36
irq,2008,36.18
irq,2009,36.46
irq,2010,36.26
irq,2011,35.97
irq,2012,35.86
irq,2013,31.01
irq,2014,25.92
irq,2015,20.98
irq,2016,15.27
irq,2017,8.71
irq,2018,5.66
irq,2019,3.5
isl,1991,6.9
isl,1992,6.95
isl,1993,7.07
isl,1994,7.03
isl,1995,6.95
isl,1996,7.45
isl,1997,8.87
isl,1998,9.05
isl,1999,8.9
isl,2000,7.86
isl,2001,7.62
isl,2002,7.74
isl,2003,5.98
isl,2004,6.73
isl,2005,5.39
isl,2006,5.93
isl,2007,5.56
isl,2008,5.55
isl,2009,5.76
isl,2010,6.7
isl,2011,6.79
isl,2012,6.78
isl,2013,6.51
isl,2014,6.9
isl,2015,6.5
isl,2016,5.84
isl,2017,6.03
isl,2018,6.2
isl,2019,6.43
isr,1991,4.41
isr,1992,4.54
isr,1993,4.62
isr,1994,4.74
isr,1995,4.87
isr,1996,5.02
isr,1997,4.66
isr,1998,4.82
isr,1999,5.09
isr,2000,5.21
isr,2001,4.92
isr,2002,5
isr,2003,5.21
isr,2004,5.01
isr,2005,5.33
isr,2006,5.97
isr,2007,5.4
isr,2008,5.25
isr,2009,5.78
isr,2010,5.89
isr,2011,6.07
isr,2012,6.38
isr,2013,6.49
isr,2014,6.87
isr,2015,6.91
isr,2016,7.07
isr,2017,6.9
isr,2018,7.55
isr,2019,7.64
ita,1991,20.5
ita,1992,20.38
ita,1993,20.3
ita,1994,20.15
ita,1995,19.97
ita,1996,19.81
ita,1997,19.62
ita,1998,19.41
ita,1999,19.2
ita,2000,18.88
ita,2001,18.59
ita,2002,18.32
ita,2003,18.2
ita,2004,17.95
ita,2005,16.62
ita,2006,16.42
ita,2007,16.1
ita,2008,15.45
ita,2009,14.81
ita,2010,14.91
ita,2011,14.61
ita,2012,14.5
ita,2013,14.16
ita,2014,14.71
ita,2015,14.24
ita,2016,14.06
ita,2017,13.3
ita,2018,13.39
ita,2019,13.4
jam,1991,37.45
jam,1992,37.1
jam,1993,35.02
jam,1994,34.56
jam,1995,32.54
jam,1996,32.92
jam,1997,31.72
jam,1998,32.26
jam,1999,32.88
jam,2000,33
jam,2001,33.1
jam,2002,29.92
jam,2003,30.12
jam,2004,32.37
jam,2005,31.1
jam,2006,31.41
jam,2007,29.04
jam,2008,31.02
jam,2009,30.83
jam,2010,30.43
jam,2011,30.07
jam,2012,30.46
jam,2013,30.48
jam,2014,30.5
jam,2015,30.46
jam,2016,30.51
jam,2017,30.53
jam,2018,30.51
jam,2019,30.6
jor,1991,1.69
jor,1992,1.73
jor,1993,1.76
jor,1994,1.78
jor,1995,1.79
jor,1996,1.83
jor,1997,1.86
jor,1998,1.87
jor,1999,1.9
jor,2000,1.92
jor,2001,1.92
jor,2002,1.93
jor,2003,1.93
jor,2004,1.91
jor,2005,1.83
jor,2006,1.76
jor,2007,1.72
jor,2008,1.65
jor,2009,1.63
jor,2010,1.61
jor,2011,1.61
jor,2012,1.6
jor,2013,1.58
jor,2014,1.58
jor,2015,1.57
jor,2016,1.58
jor,2017,1.58
jor,2018,1.58
jor,2019,1.58
jpn,1991,23.93
jpn,1992,22.59
jpn,1993,21.08
jpn,1994,20.36
jpn,1995,19.88
jpn,1996,19.02
jpn,1997,18.54
jpn,1998,18.38
jpn,1999,18
jpn,2000,17.12
jpn,2001,16.18
jpn,2002,15.41
jpn,2003,14.91
jpn,2004,14.55
jpn,2005,14.14
jpn,2006,12.97
jpn,2007,12.5
jpn,2008,11.89
jpn,2009,11.35
jpn,2010,10.43
jpn,2011,10.09
jpn,2012,9.85
jpn,2013,9.52
jpn,2014,9.32
jpn,2015,8.9
jpn,2016,8.33
jpn,2017,8.13
jpn,2018,7.96
jpn,2019,7.7
kaz,1991,31.33
kaz,1992,32.55
kaz,1993,34.23
kaz,1994,36.12
kaz,1995,37.68
kaz,1996,39.42
kaz,1997,41.03
kaz,1998,42.57
kaz,1999,43.74
kaz,2000,44.37
kaz,2001,44.44
kaz,2002,42.67
kaz,2003,41.2
kaz,2004,38.53
kaz,2005,37.36
kaz,2006,35.49
kaz,2007,34.29
kaz,2008,33.91
kaz,2009,33.1
kaz,2010,32.86
kaz,2011,31.57
kaz,2012,29.94
kaz,2013,28.51
kaz,2014,26.64
kaz,2015,24.85
kaz,2016,23.71
kaz,2017,22.52
kaz,2018,22.08
kaz,2019,21.32
ken,1991,72.49
ken,1992,72.37
ken,1993,72.39
ken,1994,72.14
ken,1995,72.47
ken,1996,72.02
ken,1997,72.1
ken,1998,72.25
ken,1999,72.49
ken,2000,73.26
ken,2001,74.34
ken,2002,75.12
ken,2003,75.89
ken,2004,76.28
ken,2005,76.62
ken,2006,77.08
ken,2007,75.44
ken,2008,74.04
ken,2009,72.37
ken,2010,70.61
ken,2011,68.74
ken,2012,67
ken,2013,65.31
ken,2014,63.68
ken,2015,62.04
ken,2016,60.47
ken,2017,59.34
ken,2018,58.23
ken,2019,57.13
kgz,1991,34.85
kgz,1992,36.18
kgz,1993,37.79
kgz,1994,40.36
kgz,1995,43.05
kgz,1996,45.38
kgz,1997,47.27
kgz,1998,48.85
kgz,1999,50.08
kgz,2000,50.92
kgz,2001,50.83
kgz,2002,50.66
kgz,2003,51.88
kgz,2004,50.03
kgz,2005,48.09
kgz,2006,47.05
kgz,2007,42.84
kgz,2008,38.44
kgz,2009,34.2
kgz,2010,32.41
kgz,2011,33.21
kgz,2012,32.69
kgz,2013,38.92
kgz,2014,38.18
kgz,2015,33.96
kgz,2016,30.78
kgz,2017,27.91
kgz,2018,25.91
kgz,2019,24.53
khm,1991,94.77
khm,1992,94.54
khm,1993,94.4
khm,1994,95.69
khm,1995,95.18
khm,1996,94.78
khm,1997,94.43
khm,1998,93.99
khm,1999,92.74
khm,2000,91.49
khm,2001,90.47
khm,2002,89.51
khm,2003,88.25
khm,2004,86.63
khm,2005,84.55
khm,2006,82.56
khm,2007,80.6
khm,2008,79.13
khm,2009,77.5
khm,2010,76.21
khm,2011,73.38
khm,2012,69.54
khm,2013,66.07
khm,2014,61.25
khm,2015,57.63
khm,2016,58.32
khm,2017,56.05
khm,2018,54.21
khm,2019,53.17
kor,1991,38.54
kor,1992,38.37
kor,1993,39.01
kor,1994,37.81
kor,1995,37.32
kor,1996,36.73
kor,1997,36.28
kor,1998,38.55
kor,1999,36.94
kor,2000,35.67
kor,2001,34.55
kor,2002,33.39
kor,2003,31.36
kor,2004,30.26
kor,2005,29.38
kor,2006,28.74
kor,2007,27.61
kor,2008,26.9
kor,2009,25.34
kor,2010,23.85
kor,2011,23.25
kor,2012,22.72
kor,2013,21.96
kor,2014,21.29
kor,2015,20.02
kor,2016,19.26
kor,2017,19.12
kor,2018,18.88
kor,2019,18.57
kwt,1991,0.39
kwt,1992,0.39
kwt,1993,0.38
kwt,1994,0.37
kwt,1995,0.35
kwt,1996,0.35
kwt,1997,0.35
kwt,1998,0.36
kwt,1999,0.37
kwt,2000,0.37
kwt,2001,0.38
kwt,2002,0.36
kwt,2003,0.34
kwt,2004,0.32
kwt,2005,0.3
kwt,2006,0.23
kwt,2007,0.22
kwt,2008,0.28
kwt,2009,0.43
kwt,2010,0.74
kwt,2011,1.24
kwt,2012,0.34
kwt,2013,0.13
kwt,2014,0.06
kwt,2015,0.04
kwt,2016,0.03
kwt,2017,0.03
kwt,2018,0.03
kwt,2019,0.04
lao,1991,95.84
lao,1992,95.65
lao,1993,95.41
lao,1994,95.02
lao,1995,94.61
lao,1996,94.33
lao,1997,94.04
lao,1998,93.89
lao,1999,93.52
lao,2000,93.25
lao,2001,92.97
lao,2002,92.65
lao,2003,92.31
lao,2004,91.94
lao,2005,91.49
lao,2006,90.89
lao,2007,90.41
lao,2008,89.89
lao,2009,89.37
lao,2010,88.85
lao,2011,88.05
lao,2012,87.21
lao,2013,86.39
lao,2014,85.6
lao,2015,84.78
lao,2016,83.88
lao,2017,82.95
lao,2018,82.05
lao,2019,81.28
lbn,1991,14.07
lbn,1992,14.06
lbn,1993,14.05
lbn,1994,14.03
lbn,1995,14.01
lbn,1996,13.82
lbn,1997,13.79
lbn,1998,13.68
lbn,1999,13.75
lbn,2000,13.84
lbn,2001,13.79
lbn,2002,13.85
lbn,2003,13.97
lbn,2004,13.96
lbn,2005,14.52
lbn,2006,15.19
lbn,2007,15.64
lbn,2008,14.72
lbn,2009,13.76
lbn,2010,13.09
lbn,2011,12.93
lbn,2012,12.86
lbn,2013,12.84
lbn,2014,12.92
lbn,2015,13.09
lbn,2016,13.2
lbn,2017,13.33
lbn,2018,13.51
lbn,2019,13.84
lbr,1991,83.57
lbr,1992,85.69
lbr,1993,87.79
lbr,1994,89.75
lbr,1995,91.82
lbr,1996,93.19
lbr,1997,92.47
lbr,1998,91.94
lbr,1999,91.5
lbr,2000,89.38
lbr,2001,87.89
lbr,2002,87.08
lbr,2003,88.88
lbr,2004,89.31
lbr,2005,89.33
lbr,2006,88.89
lbr,2007,89.17
lbr,2008,89.54
lbr,2009,89.36
lbr,2010,89.18
lbr,2011,89.2
lbr,2012,89.14
lbr,2013,89.32
lbr,2014,89.35
lbr,2015,89.96
lbr,2016,90.22
lbr,2017,90.1
lbr,2018,90.09
lbr,2019,90.72
lby,1991,29.69
lby,1992,29.86
lby,1993,30.13
lby,1994,30.26
lby,1995,30.69
lby,1996,30.86
lby,1997,31.12
lby,1998,31.43
lby,1999,31.65
lby,2000,31.64
lby,2001,31.91
lby,2002,31.99
lby,2003,31.48
lby,2004,31.29
lby,2005,30.72
lby,2006,30.5
lby,2007,30.4
lby,2008,30.61
lby,2009,31.24
lby,2010,31.51
lby,2011,32.07
lby,2012,30.89
lby,2013,31.91
lby,2014,32.85
lby,2015,33.56
lby,2016,34.08
lby,2017,33.98
lby,2018,33.7
lby,2019,33.68
lca,1991,20.36
lca,1992,20.59
lca,1993,20.83
lca,1994,20.97
lca,1995,22.41
lca,1996,25.01
lca,1997,22.17
lca,1998,21.76
lca,1999,21.71
lca,2000,25.03
lca,2001,24.58
lca,2002,24.1
lca,2003,23.34
lca,2004,22.59
lca,2005,22.12
lca,2006,21.36
lca,2007,21.03
lca,2008,20.44
lca,2009,20.19
lca,2010,19.77
lca,2011,19
lca,2012,18.47
lca,2013,18.16
lca,2014,17.49
lca,2015,17.09
lca,2016,16.45
lca,2017,16
lca,2018,17.17
lca,2019,18.85
lka,1991,30.96
lka,1992,34.37
lka,1993,33.8
lka,1994,34.9
lka,1995,35.84
lka,1996,35.65
lka,1997,37.4
lka,1998,44.27
lka,1999,42.51
lka,2000,43.91
lka,2001,39.44
lka,2002,40.57
lka,2003,40.01
lka,2004,38.5
lka,2005,40.86
lka,2006,44.9
lka,2007,44.47
lka,2008,45.05
lka,2009,44.69
lka,2010,45.22
lka,2011,46.07
lka,2012,43.27
lka,2013,45.51
lka,2014,44.55
lka,2015,44.07
lka,2016,43.48
lka,2017,43.6
lka,2018,41.23
lka,2019,40.16
lso,1991,75.73
lso,1992,75.5
lso,1993,75.3
lso,1994,75.16
lso,1995,74.9
lso,1996,74.34
lso,1997,74.19
lso,1998,73.47
lso,1999,72.75
lso,2000,71.72
lso,2001,70.59
lso,2002,69.67
lso,2003,69.07
lso,2004,68.35
lso,2005,67.4
lso,2006,66.12
lso,2007,65.12
lso,2008,63.79
lso,2009,63.64
lso,2010,62.92
lso,2011,61.83
lso,2012,61.09
lso,2013,60.2
lso,2014,59.07
lso,2015,58.3
lso,2016,57.32
lso,2017,56.65
lso,2018,56.12
lso,2019,55.59
ltu,1991,14.12
ltu,1992,14.17
ltu,1993,14.36
ltu,1994,14.51
ltu,1995,14.6
ltu,1996,14.68
ltu,1997,14.61
ltu,1998,14.46
ltu,1999,15.82
ltu,2000,15.62
ltu,2001,14.46
ltu,2002,16.4
ltu,2003,16.6
ltu,2004,14.52
ltu,2005,13.61
ltu,2006,13.52
ltu,2007,10.55
ltu,2008,7.94
ltu,2009,8.07
ltu,2010,7.65
ltu,2011,7.42
ltu,2012,7.65
ltu,2013,8.44
ltu,2014,8.94
ltu,2015,8.7
ltu,2016,8.14
ltu,2017,8.01
ltu,2018,7.74
ltu,2019,7.23
lux,1991,7.58
lux,1992,7.55
lux,1993,7.52
lux,1994,7.48
lux,1995,7.49
lux,1996,7.5
lux,1997,7.39
lux,1998,7.31
lux,1999,7.14
lux,2000,6.9
lux,2001,6.77
lux,2002,6.66
lux,2003,6.59
lux,2004,5.01
lux,2005,5.4
lux,2006,5.03
lux,2007,4.52
lux,2008,5.37
lux,2009,5.59
lux,2010,4.93
lux,2011,5.74
lux,2012,6.22
lux,2013,6.19
lux,2014,6.11
lux,2015,6.37
lux,2016,6.14
lux,2017,6.62
lux,2018,5.56
lux,2019,5.75
lva,1991,9.66
lva,1992,9.86
lva,1993,10.08
lva,1994,10.48
lva,1995,10.58
lva,1996,10.82
lva,1997,16.52
lva,1998,14.11
lva,1999,12.84
lva,2000,11.1
lva,2001,10.79
lva,2002,9.47
lva,2003,9.23
lva,2004,10.26
lva,2005,7.41
lva,2006,7.51
lva,2007,6.9
lva,2008,5.59
lva,2009,6.86
lva,2010,6.76
lva,2011,6.67
lva,2012,6.44
lva,2013,6.42
lva,2014,6.43
lva,2015,6.92
lva,2016,7.4
lva,2017,7.26
lva,2018,7.03
lva,2019,7.07
mac,1991,6.59
mac,1992,6.44
mac,1993,6.32
mac,1994,6.16
mac,1995,5.94
mac,1996,5.97
mac,1997,5.71
mac,1998,5.18
mac,1999,5.91
mac,2000,7.17
mac,2001,6.4
mac,2002,5.29
mac,2003,5.96
mac,2004,6.45
mac,2005,5.03
mac,2006,4.68
mac,2007,3.87
mac,2008,3.39
mac,2009,3.32
mac,2010,3.09
mac,2011,2.84
mac,2012,2.52
mac,2013,2.21
mac,2014,2.39
mac,2015,2.32
mac,2016,2.02
mac,2017,2.2
mac,2018,2.04
mac,2019,2.15
mar,1991,73.13
mar,1992,72.79
mar,1993,72.48
mar,1994,72.15
mar,1995,71.69
mar,1996,71.7
mar,1997,70.72
mar,1998,70.44
mar,1999,71.65
mar,2000,69.44
mar,2001,67.19
mar,2002,65.04
mar,2003,64.91
mar,2004,67.58
mar,2005,66.99
mar,2006,65.34
mar,2007,64.77
mar,2008,64.84
mar,2009,64.78
mar,2010,63.79
mar,2011,65.19
mar,2012,64.14
mar,2013,63.86
mar,2014,64.38
mar,2015,63.07
mar,2016,61.54
