geo,time,gc_rev_socl_zs
bhs,2010,0
bhs,2011,0
bhs,2012,0
bhs,2013,0
bhs,2014,0
bhs,2015,0
bhs,2016,0
bhs,2017,0
bhs,2018,0
bhs,2019,0
bih,2005,33.16165
bih,2006,33.10801
bih,2007,33.24516
bih,2008,36.79304
bih,2009,38.87621
bih,2010,39.00237
bih,2011,39.38015
bih,2012,38.9215
bih,2013,39.73939
bih,2014,39.01545
bih,2015,39.07921
bih,2016,39.14412
bih,2017,38.87205
bih,2018,38.6249
bih,2019,39.4322
blr,1992,31.18644
blr,1993,26.72897
blr,1994,24.26815
blr,1995,31.17778
blr,1996,31.02729
blr,1997,30.42573
blr,1998,34.25708
blr,1999,34.28234
blr,2000,35.45145
blr,2001,38.10403
blr,2002,40.88288
blr,2003,36.12051
blr,2004,34.14737
blr,2005,33.42076
blr,2006,31.53802
blr,2007,30.28677
blr,2008,28.71854
blr,2009,32.60806
blr,2010,37.2393
blr,2011,33.40381
blr,2012,34.85952
blr,2013,39.60734
blr,2014,39.06143
blr,2015,34.63947
blr,2016,33.23422
blr,2017,31.57494
blr,2018,31.12639
blr,2019,33.38645
blz,1990,0
blz,1991,0.08116
blz,1992,0.15499
blz,1993,0.11125
blz,1994,0.11872
blz,1995,0.17703
blz,1996,0.10562
blz,1997,0.12242
blz,1998,0.11846
blz,1999,0.10425
blz,2000,0.12271
blz,2001,0
blz,2002,2.17299
blz,2003,2.22851
blz,2004,0
blz,2005,0
blz,2006,0
blz,2007,0
blz,2008,0
blz,2009,0
blz,2010,0
blz,2011,0
blz,2012,0.09553
blz,2013,0.08239
blz,2014,0.0786
blz,2015,0.07673
blz,2016,0.05696
blz,2017,0
bol,1985,9.63441
bol,1986,13.79787
bol,1987,9.2207
bol,1988,2.05075
bol,1989,7.6597
bol,1990,8.16883
bol,1991,7.8249
bol,1992,7.40491
bol,1993,5.50609
bol,1994,6.01306
bol,1995,6.60494
bol,1996,11.53213
bol,1997,12.81508
bol,1998,8.55676
bol,1999,9.90648
bol,2000,8.5544
bol,2001,9.22209
bol,2002,8.66585
bol,2003,10.13162
bol,2004,7.87109
bol,2005,7.58439
bol,2006,4.71519
bol,2007,7.01556
bra,2010,31.56124
bra,2011,31.88725
bra,2012,31.44141
bra,2013,32.25642
bra,2014,33.78265
bra,2015,31.61825
bra,2016,31.28091
bra,2017,33.8733
bra,2018,32.29584
bra,2019,31.80601
brb,2003,5.49434
brb,2004,5.99758
brb,2005,0.05225
brb,2006,0.05449
brb,2007,0.04037
brb,2008,0.03618
brb,2009,0.0298
brb,2010,0.03223
brb,2011,0.01959
brb,2012,0.01963
brb,2013,0.01818
brb,2014,0.01842
brb,2015,0.02178
brb,2016,0.00833
btn,1982,0
btn,1984,0
btn,1985,0.41395
btn,1986,0.20611
btn,1988,0
btn,1989,0
btn,1990,0
btn,1991,0
btn,1992,0
btn,1993,0
btn,1994,0
btn,1995,0
btn,1996,0
btn,1997,0
btn,1998,0
btn,1999,0
btn,2000,0
btn,2001,0
btn,2002,0
btn,2003,0
btn,2004,0
btn,2005,0.34486
btn,2006,0.32748
btn,2007,0.30727
btn,2008,0.31838
btn,2009,0.34559
btn,2010,0.0855
btn,2011,0.08358
btn,2012,0.0711
btn,2013,0.07386
btn,2014,0.06439
btn,2015,0.60965
btn,2016,0.52798
btn,2017,0.48562
btn,2018,0.4317
bwa,1990,0
bwa,1991,0
bwa,1992,0
bwa,1993,0
bwa,1994,0
bwa,1995,0
bwa,1996,0
bwa,2006,0
bwa,2007,0
bwa,2008,0
bwa,2009,0
bwa,2010,0
bwa,2011,0
bwa,2012,0
bwa,2013,0
bwa,2014,0
bwa,2015,0
bwa,2016,0
bwa,2017,0
bwa,2018,0
bwa,2019,0
caf,2004,6.39093
caf,2008,1.59113
caf,2009,1.71306
caf,2010,1.14159
caf,2011,1.58491
caf,2012,1.09055
caf,2014,0
caf,2015,0
caf,2016,0
caf,2017,0
caf,2018,0
can,1990,16.86512
can,1991,18.01827
can,1992,19.87783
can,1993,20.83863
can,1994,21.67485
can,1995,20.95942
can,1996,19.73046
can,1997,19.09922
can,1998,19.11208
can,1999,19.03617
can,2000,18.86618
can,2001,20.2841
can,2002,21.91017
can,2003,22.09977
can,2004,21.53498
can,2005,21.42614
can,2006,20.82688
can,2007,21.0191
can,2008,21.622
can,2009,23.24345
can,2010,23.01971
can,2011,22.4927
can,2012,23.22445
can,2013,23.75024
can,2014,23.44565
can,2015,23.25972
can,2016,23.20294
can,2017,21.80876
can,2018,21.1952
can,2019,21.51079
che,1972,36.35096
che,1973,43.10933
che,1974,44.22953
che,1975,46.11105
che,1976,44.3271
che,1977,46.16812
che,1978,46.06428
che,1979,47.15829
che,1980,46.4895
che,1981,46.87466
che,1982,46.56995
che,1983,47.64598
che,1984,47.63479
che,1990,36.52314
che,1991,37.70203
che,1992,37.5671
che,1993,41.51323
che,1994,39.31973
che,1995,40.62062
che,1996,39.91487
che,1997,39.9077
che,1998,36.73696
che,1999,37.98337
che,2000,35.4303
che,2001,38.28846
che,2002,38.98045
che,2003,37.99349
che,2004,36.5712
che,2005,35.69677
che,2006,34.95138
che,2007,35.05438
che,2008,34.71373
che,2009,36.60841
che,2010,35.85471
che,2011,37.15936
che,2012,37.78167
che,2013,37.52867
che,2014,37.9855
che,2015,37.17073
che,2016,37.51044
che,2017,36.1005
che,2018,36.43538
che,2019,36.47414
chl,1972,28.57143
chl,1973,18.75
chl,1974,9.72763
chl,1975,9.15721
chl,1976,11.02144
chl,1977,11.84786
chl,1978,11.7567
chl,1979,16.1312
chl,1980,16.64483
chl,1981,12.72548
chl,1982,8.50394
chl,1983,8.32556
chl,1984,8.37514
chl,1985,7.32002
chl,1986,7.50823
chl,1987,7.35662
chl,1988,6.97385
chl,1989,8.00501
chl,1990,8.38435
chl,1991,7.04169
chl,1992,7.08874
chl,1993,6.64857
chl,1994,6.51349
chl,1995,6.09063
chl,1996,6.09099
chl,1997,6.12826
chl,1998,6.44605
chl,1999,6.81757
chl,2000,6.57023
chl,2001,6.63476
chl,2002,6.94592
chl,2003,6.87664
chl,2004,6.44959
chl,2005,5.91859
chl,2006,5.23404
chl,2007,4.88087
chl,2008,5.60564
chl,2009,7.46363
chl,2010,6.25633
chl,2011,5.89606
chl,2012,6.2725
chl,2013,6.8284
chl,2014,6.90217
chl,2015,6.71413
chl,2016,6.93409
chl,2017,6.91575
chl,2018,6.63069
chl,2019,7.04352
chn,2005,0
chn,2006,0
chn,2007,0
chn,2008,0
chn,2009,0
chn,2010,0
chn,2011,0
chn,2012,0
chn,2013,0
chn,2014,29.50782
chn,2015,30.5977
chn,2016,31.26942
chn,2017,29.35367
chn,2018,37.85572
civ,1995,4.58579
civ,2001,0
civ,2002,0
civ,2003,0
civ,2004,0
civ,2005,0
civ,2006,0
civ,2007,0
civ,2008,0
civ,2009,0
civ,2010,0
civ,2011,0
civ,2012,0
civ,2013,0
civ,2014,0
civ,2015,0
civ,2016,0
civ,2017,0
civ,2018,0
civ,2019,0
cmr,1990,1.84031
cmr,1991,1.69893
cmr,1992,3.34738
cmr,1993,4.0166
cmr,1994,3.55827
cmr,1995,2.18623
cmr,1998,2.05842
cmr,1999,2.15687
cmr,2012,1.37423
cmr,2013,1.37765
cmr,2014,1.37598
cmr,2015,1.51019
cmr,2016,1.50845
cmr,2017,1.4566
cmr,2018,1.39489
cod,1972,2.03488
cod,1973,1.81818
cod,1974,1.70068
cod,1975,2.44399
cod,1976,2.44328
cod,1977,2.16867
cod,1978,2.30769
cod,1979,1.18078
cod,1980,1.6129
cod,1981,1.37172
cod,1982,1.44786
cod,1988,0.62108
cod,1989,1.15712
cog,2001,0
cog,2002,0
cog,2003,0
cog,2004,0
cog,2005,0
cog,2006,0
cog,2007,0
cog,2008,0
cog,2009,0
cog,2010,0
cog,2011,0
cog,2012,0
cog,2013,0
cog,2014,0
cog,2015,0
cog,2016,0
cog,2017,0
cog,2018,2.54947
col,1998,7.88381
col,1999,8.17018
col,2000,7.62546
col,2003,11.03538
col,2008,17.03994
col,2009,13.56653
col,2010,12.4583
col,2011,18.00183
col,2012,20.07505
col,2013,12.98235
col,2014,15.91081
col,2015,16.39213
col,2016,18.21374
col,2017,7.2782
col,2018,11.19118
col,2019,11.46346
cpv,2005,10.20779
cpv,2006,10.73631
cpv,2007,11.30802
cpv,2008,11.30631
cpv,2009,10.01382
cpv,2010,11.9658
cpv,2011,14.97667
cpv,2012,14.83322
cpv,2013,14.94394
cpv,2014,18.4502
cpv,2015,15.78459
cpv,2016,16.87333
cpv,2017,18.08381
cri,1972,13.49206
cri,1973,12.96296
cri,1974,15.91837
cri,1975,21.12211
cri,1976,21.91781
cri,1977,16.40091
cri,1978,23.30435
cri,1979,28.9557
cri,1980,28.86179
cri,1981,25.2208
cri,1982,23.13564
cri,1983,25.15119
cri,1984,23.83178
cri,1985,26.48135
cri,1986,24.65176
cri,1987,28.08219
cri,1988,26.93798
cri,1989,29.63675
cri,1990,29.80116
cri,1991,29.69481
cri,1992,27.49756
cri,1993,29.47929
cri,1994,31.95683
cri,1995,28.14927
cri,1996,29.49286
cri,1997,30.90263
cri,1998,29.73353
cri,1999,31.33761
cri,2000,33.36278
cri,2001,33.18181
cri,2002,33.28007
cri,2003,32.33506
cri,2004,31.89551
cri,2005,31.85047
cri,2006,30.51449
cri,2007,29.97965
cri,2008,30.77376
cri,2009,33.56547
cri,2010,35.38614
cri,2011,35.66112
cri,2012,35.57787
cri,2013,35.54569
cri,2014,36.0487
cri,2015,34.5187
cri,2016,34.57188
cri,2017,36.00405
cri,2018,33.8529
cri,2019,33.77985
cyp,1972,7.06781
cyp,1973,7.64384
cyp,1974,6.95353
cyp,1975,6.4352
cyp,1976,6.6582
cyp,1977,6.21252
cyp,1978,8.54294
cyp,1979,8.51516
cyp,1980,9.73334
cyp,1981,18.85149
cyp,1982,17.05857
cyp,1983,16.74981
cyp,1984,17.07211
cyp,1985,16.99841
cyp,1986,16.8621
cyp,1987,17.00428
cyp,1988,16.39167
cyp,1989,15.2211
cyp,1990,15.49316
cyp,1991,16.28864
cyp,1992,15.4103
cyp,1993,15.69482
cyp,1994,14.97474
cyp,1995,20.51565
cyp,1996,21.19822
cyp,1997,22.03574
cyp,1998,21.69755
cyp,1999,21.16557
cyp,2000,19.46652
cyp,2001,19.50334
cyp,2002,19.34085
cyp,2003,18.96086
cyp,2004,20.63317
cyp,2005,20.65343
cyp,2006,19.17515
cyp,2007,17.10624
cyp,2008,18.27019
cyp,2009,21.91063
cyp,2010,22.06947
cyp,2011,22.15996
cyp,2012,21.79572
cyp,2013,20.8392
cyp,2014,20.92926
cyp,2015,21.65323
cyp,2016,22.24323
cyp,2017,22.66864
cyp,2018,22.52674
cyp,2019,26.65983
cze,1993,34.9447
cze,1994,38.75431
cze,1995,42.36942
cze,1996,44.4292
cze,1997,45.711
cze,1998,46.16292
cze,1999,45.66789
cze,2000,46.61792
cze,2001,45.0426
cze,2002,46.89916
cze,2003,42.42704
cze,2004,44.80481
cze,2005,46.39823
cze,2006,46.94346
cze,2007,46.4184
cze,2008,47.30818
cze,2009,45.693
cze,2010,45.97897
cze,2011,44.87844
cze,2012,44.87858
cze,2013,44.66104
cze,2014,45.34921
cze,2015,43.90956
cze,2016,45.19121
cze,2017,45.84549
cze,2018,46.84791
cze,2019,47.3038
deu,1972,46.62376
deu,1973,47.55634
deu,1974,48.88616
deu,1975,50.99088
deu,1976,52.13579
deu,1977,51.30136
deu,1978,51.27696
deu,1979,51.50416
deu,1980,53.93831
deu,1981,54.94873
deu,1982,55.04652
deu,1983,54.70987
deu,1984,52.19355
deu,1985,52.15901
deu,1986,53.00568
deu,1987,53.6163
deu,1988,54.68552
deu,1989,52.87522
deu,1991,54.29152
deu,1992,53.62198
deu,1993,54.93348
deu,1994,55.06537
deu,1995,57.063
deu,1996,59.28743
deu,1997,60.03724
deu,1998,59.52997
deu,1999,57.91111
deu,2000,57.09207
deu,2001,57.83981
deu,2002,58.28706
deu,2003,57.52881
deu,2004,59.02136
deu,2005,58.52292
deu,2006,57.19582
deu,2007,55.07787
deu,2008,54.67298
deu,2009,55.27683
deu,2010,55.54442
deu,2011,54.31042
deu,2012,54.40819
deu,2013,54.43928
deu,2014,54.35229
deu,2015,54.68486
deu,2016,55.32069
deu,2017,55.48981
deu,2018,55.42292
deu,2019,55.63077
dnk,1972,5.07206
dnk,1973,1.68318
dnk,1974,1.63676
dnk,1975,1.7237
dnk,1976,1.66767
dnk,1977,1.75894
dnk,1978,1.68158
dnk,1979,1.91255
dnk,1980,2.23174
dnk,1981,2.67177
dnk,1982,3.50948
dnk,1983,4.78532
dnk,1984,4.6781
dnk,1985,4.55286
dnk,1986,3.62707
dnk,1987,4.53018
dnk,1988,3.20859
dnk,1989,3.3353
dnk,1990,3.75343
dnk,1991,3.79749
dnk,1992,3.84348
dnk,1993,3.89064
dnk,1994,3.89927
dnk,1995,3.4575
dnk,1996,3.38652
dnk,1997,3.42338
dnk,1998,3.32663
dnk,1999,5.08391
dnk,2000,5.47318
dnk,2001,5.41864
dnk,2002,4.07222
dnk,2003,4.04906
dnk,2004,3.71427
dnk,2005,3.40819
dnk,2006,3.31107
dnk,2007,2.97049
dnk,2008,2.9231
dnk,2009,3.04704
dnk,2010,3.04579
dnk,2011,3.01708
dnk,2012,2.72649
dnk,2013,2.43218
dnk,2014,2.22472
dnk,2015,2.33055
dnk,2016,2.27265
dnk,2017,2.14875
dnk,2018,2.12481
dnk,2019,1.96531
dom,1972,3.93452
dom,1973,3.93782
dom,1974,3.38609
dom,1975,2.8204
dom,1976,3.33874
dom,1977,3.27722
dom,1978,3.6808
dom,1979,4.05793
dom,1980,3.84819
dom,1981,3.648
dom,1982,4.76423
dom,1983,4.39014
dom,1984,4.68911
dom,1985,3.45771
dom,1986,3.09653
dom,1987,3.86621
dom,1988,3.65999
dom,1989,4.02861
dom,1990,5.18095
dom,1991,5.32502
dom,1992,4.05313
dom,1993,4.30237
dom,1994,4.50883
dom,1995,4.36688
dom,1996,4.67162
dom,1997,4.74083
dom,1998,4.724
dom,1999,4.68886
dom,2000,4.8775
dom,2001,4.39744
dom,2002,4.23835
dom,2003,3.00307
dom,2004,0.65401
dom,2005,0.74126
dom,2006,1.32907
dom,2007,1.2271
dom,2008,1.75737
dom,2009,2.57542
dom,2010,3.03987
dom,2011,1.68438
dom,2012,1.58006
dom,2013,1.49885
dom,2014,1.95464
dom,2015,2.03292
dom,2016,1.86153
dom,2017,1.55187
dom,2018,1.4984
dom,2019,1.38325
egy,1975,12.08054
egy,1976,13.24257
egy,1977,11.96607
egy,1978,11.5405
egy,1979,12.42264
egy,1981,8.9573
egy,1982,11.52918
egy,1983,10.96696
egy,1984,11.74797
egy,1985,13.86183
egy,1986,14.30919
egy,1987,13.9783
egy,1988,13.59782
egy,1989,13.58511
egy,1990,14.51483
egy,1991,10.7727
egy,1992,9.0842
egy,1993,9.34464
egy,1994,9.3055
egy,1995,9.80653
egy,1996,0
egy,1997,0
egy,2002,0
egy,2003,0
egy,2004,0
egy,2005,0
egy,2006,0
egy,2007,0
egy,2008,0
egy,2009,0
egy,2010,0
egy,2011,0
egy,2012,0
egy,2013,0
egy,2014,0
egy,2015,0
esp,1972,38.8385
esp,1973,39.79127
esp,1974,41.28784
esp,1975,44.5609
esp,1976,43.04034
esp,1977,47.40915
esp,1978,47.92011
esp,1979,48.21283
esp,1980,47.9165
esp,1981,44.00909
esp,1982,47.33124
esp,1983,46.18649
esp,1984,44.52915
esp,1985,40.56515
esp,1986,37.84451
esp,1987,37.77416
esp,1988,37.41675
esp,1989,36.56581
esp,1990,37.62657
esp,1991,37.35704
esp,1992,37.75245
esp,1993,38.59708
esp,1994,39.15399
esp,2017,43.26796
esp,2018,42.37985
esp,2019,43.80189
est,1991,27.10765
est,1992,33.9534
est,1993,36.30154
est,1994,32.40591
est,1995,30.40246
est,1996,31.35732
est,1997,30.21993
est,1998,30.21006
est,1999,31.31154
est,2000,31.46532
est,2001,31.88637
est,2002,32.00915
est,2003,30.54687
est,2004,29.88055
est,2005,31.05919
est,2006,29.31666
est,2007,29.8596
est,2008,33.13146
est,2009,31.85734
est,2010,34.19696
est,2011,32.86436
est,2012,31.2737
est,2013,31.05794
est,2014,30.75767
est,2015,30.4172
est,2016,31.1272
est,2017,31.43856
est,2018,32.23674
est,2019,32.28666
eth,1990,1.94737
eth,1991,2.31435
eth,1992,2.07258
eth,1993,1.88514
eth,1994,1.45368
eth,1995,1.17259
eth,1996,1.0632
eth,1997,0.98303
eth,1998,1.00528
eth,1999,0.00206
eth,2001,0
eth,2002,0
eth,2003,0
eth,2004,0
eth,2005,0
eth,2006,0
eth,2007,0
eth,2008,0
eth,2009,0
eth,2010,0
eth,2011,0
eth,2012,0
eth,2013,0
eth,2014,0
eth,2015,0
eth,2016,0
eth,2017,0
eth,2018,0
eth,2019,0
fin,1972,7.68542
fin,1973,8.72373
fin,1974,8.54055
fin,1975,9.44668
fin,1976,9.61675
fin,1977,9.39418
fin,1978,8.90886
fin,1979,9.83445
fin,1980,9.5663
fin,1981,9.48541
fin,1982,9.63346
fin,1983,8.85371
fin,1984,8.83399
fin,1985,9.38826
fin,1986,10.17666
fin,1987,10.06771
fin,1988,9.2515
fin,1989,8.92444
fin,1990,8.41654
fin,1991,8.27288
fin,1992,9.05693
fin,1993,12.87593
fin,1994,14.06297
fin,1995,33.66056
fin,1996,32.85514
fin,1997,31.58778
fin,1998,31.31105
fin,1999,32.08302
fin,2000,28.77242
fin,2001,30.49189
fin,2002,29.9158
fin,2003,29.97085
fin,2004,29.82887
fin,2005,30.38804
fin,2006,30.85547
fin,2007,30.37825
fin,2008,30.58889
fin,2009,33.66482
fin,2010,33.90879
fin,2011,32.53387
fin,2012,33.5643
fin,2013,33.16263
fin,2014,33.27342
fin,2015,33.51537
fin,2016,33.55231
fin,2017,32.30196
fin,2018,32.05125
fin,2019,31.93506
fji,1990,0
fji,1991,0.00196
fji,1992,0.00171
fji,1993,0.0031
fji,1994,0
fji,1995,0
fji,1996,0
fji,2004,0
fji,2005,0
fji,2006,0
fji,2010,0
fji,2011,0
fji,2012,0
fji,2013,0
fji,2014,0
fji,2015,0
fji,2016,0
fji,2017,0
fji,2018,0
fji,2019,0
fra,1972,36.69862
fra,1973,37.83856
fra,1974,37.04918
fra,1975,40.68552
fra,1976,39.98089
fra,1977,42.01717
fra,1978,42.2466
fra,1979,42.92538
fra,1980,40.73646
fra,1981,39.97049
fra,1982,40.30749
fra,1983,41.16346
fra,1984,41.65759
fra,1985,41.61867
fra,1986,41.23471
fra,1987,41.76806
fra,1988,42.0046
fra,1989,42.92472
fra,1990,43.17226
fra,1991,42.80918
fra,1992,43.40236
fra,1993,43.69331
fra,1994,42.84207
fra,1995,46.35916
fra,1996,45.58937
fra,1997,44.57111
fra,1998,40.2309
fra,1999,40.17198
fra,2000,40.37928
fra,2001,40.08441
fra,2002,40.98134
fra,2003,42.15981
fra,2004,41.622
fra,2005,41.58724
fra,2006,41.46417
fra,2007,41.4475
fra,2008,41.5478
fra,2009,43.75405
fra,2010,41.87825
fra,2011,42.4969
fra,2012,42.25876
fra,2013,41.99429
fra,2014,42.26547
fra,2015,42.01925
fra,2016,42.07078
fra,2017,41.62873
fra,2018,40.25786
fra,2019,38.36883
fsm,2008,0
fsm,2009,0
fsm,2010,0
fsm,2011,0
fsm,2012,0
fsm,2013,0
fsm,2014,0
fsm,2015,0
fsm,2016,0
fsm,2017,0
fsm,2018,0
fsm,2019,0
gab,2012,0.52632
gab,2013,0.60506
gab,2014,0.64867
gab,2015,1.18664
gab,2016,1.82746
gab,2017,1.7528
gab,2018,1.67495
gab,2019,1.23838
gbr,1972,15.62632
gbr,1973,16.96923
gbr,1974,16.95215
gbr,1975,17.34162
gbr,1976,18.60897
gbr,1977,17.42078
gbr,1978,17.0506
gbr,1979,16.24538
gbr,1980,15.48483
gbr,1981,15.16428
gbr,1982,16.25723
