global,time,sh_h2o_basw_ru_zs
world,2000,68.54378
world,2001,68.94929
world,2002,69.62119
world,2003,70.30015
world,2004,70.97576
world,2005,72.20838
world,2006,72.8733
world,2007,73.53376
world,2008,74.1846
world,2009,74.83567
world,2010,75.49055
world,2011,76.04869
world,2012,76.69427
world,2013,77.33981
world,2014,77.98928
world,2015,78.62664
world,2016,79.25222
world,2017,79.90054
world,2018,80.51397
world,2019,81.1262
world,2020,81.71898
