geo,time,nv_ind_totl_kd
atg,2011,189651209.40454
atg,2012,195246750.63091
atg,2013,205353853.79677
atg,2014,214025688.092
atg,2015,219992592.59259
atg,2016,247403216.96791
atg,2017,278703118.87726
atg,2018,334518015.30755
atg,2019,350863017.79572
atg,2020,276208962.83285
aus,2015,320014144271.57001
aut,1976,49670842842.9723
aut,1977,52542337650.7863
aut,1978,52047902092.7984
aut,1979,53856093002.8562
aut,1980,54997515484.2156
aut,1981,53927191698.4004
aut,1982,52875222584.3348
aut,1983,54213339510.9441
aut,1984,53028710378.5981
aut,1985,55796253814.1766
aut,1986,56898349611.12769
aut,1987,57084357228.2152
aut,1988,59061904185.898
aut,1989,60724579151.8117
aut,1990,64513799780.516
aut,1991,67172885002.4973
aut,1992,67813609835.114
aut,1993,67696968963.9484
aut,1994,70784541407.2117
aut,1995,73170366918.3867
aut,1996,74414374961.6133
aut,1997,75633962626.1172
aut,1998,77789590840.79689
aut,1999,80137198070.94141
aut,2000,83444733663.7968
aut,2001,84916546893.7265
aut,2002,84307690599.8672
aut,2003,86368155893.91789
aut,2004,89098877925.1953
aut,2005,90910546048.65228
aut,2006,94231495652.3555
aut,2007,99073054862.91789
aut,2008,98796708487.25
aut,2009,87628584727.9258
aut,2010,90590218582
aut,2011,94198875973.371
aut,2012,95584335815.02339
aut,2013,96148767212.74208
aut,2014,96169859052.79288
aut,2015,96160905283.76559
aut,2016,99079512227.94141
aut,2017,102430929055.621
aut,2018,105790933513.07401
aut,2019,105876299434.879
aut,2020,99884286308.02728
aze,1992,7306129407.89096
aze,1993,5469800164.64895
aze,1994,3978945741.65263
aze,1995,3445940623.13755
aze,1996,3697389108.12314
aze,1997,4352889514.62579
aze,1998,5132354523.42073
aze,1999,5267648936.37198
aze,2000,4570346156.06736
aze,2001,4948937822.89122
aze,2002,5507349605.71724
aze,2003,6143735394.68645
aze,2004,6751584305.11872
aze,2005,9862907921.37803
aze,2006,14812216239.1578
aze,2007,19747914367.0371
aze,2008,21647202778.552
aze,2009,23899744111.7016
aze,2010,24812099743.6887
aze,2011,23428886071.9479
aze,2012,23209120383.7332
aze,2013,24257641774.068
aze,2014,24294237789.2158
aze,2015,23825785672.4575
aze,2016,22838816820.4146
aze,2017,22028842139.027
aze,2018,21882789687.7587
aze,2019,22074741378.5017
aze,2020,20754290652.7424
bdi,1970,172527832.67515
bdi,1971,182236330.464
bdi,1972,177997850.8309
bdi,1973,181313215.71007
bdi,1974,187956581.86129
bdi,1975,189134750.12589
bdi,1976,208699393.45803
bdi,1977,259696821.66023
bdi,1978,289344231.12871
bdi,1979,291691921.87897
bdi,1980,321244559.08993
bdi,1981,352003962.58723
bdi,1982,384552399.41109
bdi,1983,397039054.54989
bdi,1984,403157681.8421
bdi,1985,440684154.04541
bdi,1986,446516801.94708
bdi,1987,479607269.46346
bdi,1988,482270867.55502
bdi,1989,485739198.11305
bdi,1990,522111777.04623
bdi,1991,570561994.20036
bdi,1992,619459143.16194
bdi,1993,532610971.23854
bdi,1994,434237724.84327
bdi,1995,362197686.22784
bdi,1996,376250956.53611
bdi,1997,372297116.93205
bdi,1998,366377592.8782
bdi,1999,383194324.24594
bdi,2000,359320736.12815
bdi,2001,336934508.79057
bdi,2002,315942977.50006
bdi,2003,296259250.39395
bdi,2004,277801849.27856
bdi,2005,282110330.7402
bdi,2006,297254704.72609
bdi,2007,322036156.90439
bdi,2008,337638323.12949
bdi,2009,368162861.68229
bdi,2010,373186166.28309
bdi,2011,380110963.34738
bdi,2012,400154541.62825
bdi,2013,409901931.20362
bdi,2014,435316294.94156
bdi,2015,365230371.45596
bdi,2016,360482376.62704
bdi,2017,363005753.23488
bdi,2018,371718000.23508
bdi,2019,379524138.91831
bdi,2020,386203991.48723
bel,1995,65151262645.2343
bel,1996,66714677259.414
bel,1997,70667205980.9765
bel,1998,71783264997.6562
bel,1999,72978876088.59369
bel,2000,77413931966.28899
bel,2001,77744566807.6953
bel,2002,77770418458.04678
bel,2003,78026715935.7812
bel,2004,81815591505.9765
bel,2005,83761566164.84369
bel,2006,84351494168.78899
bel,2007,88432837336.95309
bel,2008,86648185852.38278
bel,2009,82329850730.7812
bel,2010,86272171933.74989
bel,2011,87417078285.58591
bel,2012,85808617448.04678
bel,2013,85672369265.07809
bel,2014,88396889119.2968
bel,2015,90940891226.21089
bel,2016,90165563618.24208
bel,2017,91158133850.19528
bel,2018,91383475918.2812
bel,2019,94414443232.89059
bel,2020,91496757184.414
ben,1970,387384671.27659
ben,1971,359311184.26227
ben,1972,409807901.3123
ben,1973,398170275.9166
ben,1974,510696370.00147
ben,1975,441412093.22422
ben,1976,386792992.439
ben,1977,441949428.79485
ben,1978,414236479.69558
ben,1979,446669181.58021
ben,1980,440961441.53148
ben,1981,525180983.4657
ben,1982,705769172.14726
ben,1983,678192188.42908
ben,1984,735389358.45596
ben,1985,802799949.34222
ben,1986,631209106.95325
ben,1987,630187736.04542
ben,1988,667978558.21192
ben,1989,720109452.30385
ben,1990,779155646.25269
ben,1991,814505561.5442
ben,1992,888237874.85938
ben,1993,872306038.93664
ben,1994,914472553.74006
ben,1995,950330737.36531
ben,1996,1023470845.89158
ben,1997,1059378712.22779
ben,1998,1057390817.19797
ben,1999,1075892363.59835
ben,2000,1174966417.95147
ben,2001,1331912596.95977
ben,2002,1356669979.29845
ben,2003,1372638484.65786
ben,2004,1387400998.49174
ben,2005,1478902502.77523
ben,2006,1523988853.23142
ben,2007,1497011338.91633
ben,2008,1363735177.09477
ben,2009,1384627423.30708
ben,2010,1431258628.5082
ben,2011,1433767972.45386
ben,2012,1486303695.27531
ben,2013,1578448310.30915
ben,2014,1639873698.03405
ben,2015,1865961042.38127
ben,2016,1882598060.89764
ben,2017,1891428416.42004
ben,2018,1982992020.62476
ben,2019,2251853900.55711
ben,2020,2368390197.96124
bfa,1970,322244663.83774
bfa,1971,335124289.8153
bfa,1972,341887659.46672
bfa,1973,386605626.96136
bfa,1974,341435517.19407
bfa,1975,413079935.11374
bfa,1976,457582467.63231
bfa,1977,380176996.38709
bfa,1978,409295689.7836
bfa,1979,397342753.41507
bfa,1980,413828396.25194
bfa,1981,408311653.35153
bfa,1982,440553485.70846
bfa,1983,444003355.80184
bfa,1984,451765563.8205
bfa,1985,476788527.24576
bfa,1986,524977192.59762
bfa,1987,568917823.25816
bfa,1988,563508817.83972
bfa,1989,560449052.02466
bfa,1990,603206266.65963
bfa,1991,603966173.19989
bfa,1992,629108723.82938
bfa,1993,662288731.26158
bfa,1994,632068517.08111
bfa,1995,633322302.14659
bfa,1996,627812312.916
bfa,1997,755875923.29448
bfa,1998,788713103.27587
bfa,1999,1062376894.60476
bfa,2000,1029536984.46766
bfa,2001,1081613966.36772
bfa,2002,1147007654.78762
bfa,2003,1306135826.81128
bfa,2004,1378882137.81967
bfa,2005,1448409400.21992
bfa,2006,1524606981.39093
bfa,2007,1734864777.37163
bfa,2008,1697610467.11356
bfa,2009,1891260065.72603
bfa,2010,2118533416.37184
bfa,2011,2383759349.82342
bfa,2012,2342607972.57564
bfa,2013,2451533228.79097
bfa,2014,2706260290.01118
bfa,2015,2881226809.27999
bfa,2016,3026572376.69688
bfa,2017,3205077880.73206
bfa,2018,3510328136.43573
bfa,2019,3593818539.28128
bfa,2020,4032606408.83799
bgd,1960,2133412390.82686
bgd,1961,2176800749.03169
bgd,1962,2756841485.4561
bgd,1963,2864889440.41562
bgd,1964,3897787498.57447
bgd,1965,4205166675.35839
bgd,1966,4036627181.23725
bgd,1967,3498869603.37932
bgd,1968,4142760601.63146
bgd,1969,4392258177.18247
bgd,1970,4424658649.69063
bgd,1971,3555728424.61551
bgd,1972,1895741993.63614
bgd,1973,3216884366.61204
bgd,1974,3879710978.10277
bgd,1975,3391173083.40672
bgd,1976,3338754097.86347
bgd,1977,3911215316.06561
bgd,1978,4090622386.72591
bgd,1979,4955094425.85319
bgd,1980,4765762699.98952
bgd,1981,5004492031.324
bgd,1982,5173521011.94235
bgd,1983,5375240085.45765
bgd,1984,5892799399.82778
bgd,1985,6257471488.66436
bgd,1986,6689766274.29665
bgd,1987,7266885214.74699
bgd,1988,7493831991.73344
bgd,1989,7777034856.45498
bgd,1990,8344566345.69035
bgd,1991,8737670388.18299
bgd,1992,9348363932.05597
bgd,1993,10105037953.1294
bgd,1994,10926544109.4357
bgd,1995,12033880172.1823
bgd,1996,12844569790.0902
bgd,1997,13515760468.1918
bgd,1998,14695267553.0364
bgd,1999,15465491352.7596
bgd,2000,16432977132.0078
bgd,2001,17659153249.3637
bgd,2002,18683915647.4602
bgd,2003,19913634872.5475
bgd,2004,21317401113.6189
bgd,2005,23008376449.5073
bgd,2006,25262714155.1329
bgd,2007,27543388595.65829
bgd,2008,29480662209.0637
bgd,2009,31518711464.0362
bgd,2010,33735170909.1376
bgd,2011,36777789889.1239
bgd,2012,40247994577.1658
bgd,2013,44127643227.0041
bgd,2014,47728465196.7176
bgd,2015,52342330516.1637
bgd,2016,58149049350.8045
bgd,2017,64094558018.9735
bgd,2018,71824727877.76939
bgd,2019,80924667532.90099
bgd,2020,83554501207.04211
bgr,1980,5788074683.08212
bgr,1981,6104548828.40132
bgr,1982,6675113981.76456
bgr,1983,7185036409.45499
bgr,1984,7625573863.85978
bgr,1985,8014026525.69819
bgr,1986,8430188378.58671
bgr,1987,8883209879.81846
bgr,1988,9763914589.20777
bgr,1989,9858156910.40285
bgr,1990,8625887294.59941
bgr,1991,7021472257.65773
bgr,1992,6572098027.11431
bgr,1993,6164627968.75725
bgr,1994,6534505617.78026
bgr,1995,6177036386.30695
bgr,1996,6172234187.25912
bgr,1997,6717570278.84833
bgr,1998,6801065518.02312
bgr,1999,6693145545.22783
bgr,2000,7443993992.29199
bgr,2001,7909638970.75493
bgr,2002,8274340852.41441
bgr,2003,8914116413.51167
bgr,2004,9267085694.85377
bgr,2005,9669864543.18748
bgr,2006,10538593856.2684
bgr,2007,11779191226.4793
bgr,2008,12326984810.7005
bgr,2009,11819152119.7007
bgr,2010,11140118453.8653
bgr,2011,11441112559.5103
bgr,2012,11938440829.7438
bgr,2013,11615660847.8803
bgr,2014,11684546588.0753
bgr,2015,12199120947.6309
bgr,2016,12678045227.8395
bgr,2017,12802556676.4906
bgr,2018,12801951938.336
bgr,2019,12792328270.2335
bgr,2020,11740968034.4593
bhr,2006,9452814226.73009
bhr,2007,10093808699.0277
bhr,2008,10566876258.8227
bhr,2009,10574815889.0418
bhr,2010,10822686664.4402
bhr,2011,10979836586.7081
bhr,2012,10787344109.8599
bhr,2013,11747193136.192
bhr,2014,12307745963.1348
bhr,2015,12468031914.8936
bhr,2016,12823622814.3933
bhr,2017,12894158588.8164
bhr,2018,13031745660.4503
bhr,2019,13326806212.9505
bhr,2020,13166918487.1588
bhs,1989,689442370.49592
bhs,1990,656023636.64406
bhs,1991,637778084.69676
bhs,1992,646428795.38082
bhs,1993,577097281.38928
bhs,1994,646821778.8787
bhs,1995,642713902.08039
bhs,1996,662329221.35402
bhs,1997,793439217.20733
bhs,1998,688182369.53456
bhs,1999,566874083.2158
bhs,2000,625637108.60367
bhs,2001,408942686.88293
bhs,2002,514845282.08745
bhs,2003,780339767.27786
bhs,2004,685138131.17066
bhs,2005,837811297.60226
bhs,2006,750543131.17066
bhs,2007,363002362.48237
bhs,2008,723052736.24824
bhs,2009,683477637.51763
bhs,2010,1028122320.16925
bhs,2011,1156902827.92666
bhs,2012,1289004322.99013
bhs,2013,1202566403.38505
bhs,2014,1342693617.77151
bhs,2015,1308100000
bhs,2016,1423688808.18054
bhs,2017,1370368511.98872
bhs,2018,1292048561.35402
bhs,2019,1276919619.18195
bhs,2020,899987559.94358
bih,2000,2030015154.39707
bih,2001,2115357463.53938
bih,2002,2180329294.77865
bih,2003,2311561010.79531
bih,2004,2500156501.09407
bih,2005,2753433976.61179
bih,2006,3015121488.5784
bih,2007,3259334427.16824
bih,2008,3557175169.48144
bih,2009,3394029697.91561
bih,2010,3449566303.91887
bih,2011,3438458158.94723
bih,2012,3349985604.93932
bih,2013,3481729349.50857
bih,2014,3541890242.04861
bih,2015,3669962311.00388
bih,2016,3843477442.86982
bih,2017,4037312817.40182
bih,2018,4192781160.73683
bih,2019,4170557953.0875
bih,2020,4093511344.95999
blr,1990,7543640503.19982
blr,1991,7575311955.24792
blr,1992,6939794304.50151
blr,1993,6126937551.05439
blr,1994,5063223092.23571
blr,1995,4382669177.3654
blr,1996,4530481691.81883
blr,1997,5344346989.94137
blr,1998,5923763102.87442
blr,1999,6372232329.70199
blr,2000,6742895486.08619
blr,2001,7066536522.1583
blr,2002,7559170209.59618
blr,2003,8361773122.72751
blr,2004,9936273396.19333
blr,2005,11283081887.5152
blr,2006,12878775713.48
blr,2007,14076527813.924
blr,2008,16264464590.8602
blr,2009,16313866929.7096
blr,2010,18285251053.7908
blr,2011,19609743135.9604
blr,2012,20009222413.4823
blr,2013,19624939012.8806
blr,2014,19919700623.0156
blr,2015,18456423458.49549
blr,2016,17594472016.3449
blr,2017,18220602599.4441
blr,2018,19159274427.73949
blr,2019,19479664350.1077
blr,2020,19417305908.4527
blz,1970,27226657.93143
blz,1971,28918194.22251
blz,1972,32878873.51302
blz,1973,35844887.6301
blz,1974,39971497.3526
blz,1975,42513419.46251
blz,1976,42291709.98371
blz,1977,48731743.44017
blz,1978,52413282.85172
blz,1979,55406636.04108
blz,1980,76431586.91912
blz,1981,79372059.73308
blz,1982,77659481.30465
blz,1983,76386291.86344
blz,1984,75262430.74732
blz,1985,76029504.61711
blz,1986,78734706.30995
blz,1987,86619135.99615
blz,1988,91609402.08201
blz,1989,105227548.53995
blz,1990,116790439.8124
blz,1991,125258210.36739
blz,1992,138462737.63481
blz,1993,150486791.89526
blz,1994,141952230.7668
blz,1995,141575599.8784
blz,1996,139038081.37745
blz,1997,141328875.45426
blz,1998,138418395.73905
blz,1999,151267882.03422
blz,2000,188664613.69344
blz,2001,189710103.85361
blz,2002,193834267.1267
blz,2003,187154481.62695
blz,2004,200973373.50528
blz,2005,199158780.80832
blz,2006,248389294.12424
blz,2007,253941082.9571
blz,2008,270536389.12236
blz,2009,315725490.31687
blz,2010,302981996.44288
blz,2011,294465172.07272
blz,2012,276739850.91979
blz,2013,257241159.74264
blz,2014,250797395.45081
blz,2015,243054750
blz,2016,247274875.25164
blz,2017,249599002.20181
blz,2018,251923129.15199
blz,2019,241342235.40513
blz,2020,237550238.80221
bmu,2010,477752400.34124
bmu,2011,409246299.25911
bmu,2012,371008589.95661
bmu,2013,357249187.36183
bmu,2014,344534565.10957
bmu,2015,341004000
bmu,2016,343694152.97776
bmu,2017,358067702.89964
bmu,2018,386395639.37243
bmu,2019,445555022.89927
bol,1960,1145288992.60989
bol,1961,1128512298.38221
bol,1962,1242593819.13046
bol,1963,1366728442.62793
bol,1964,1458425878.07581
bol,1965,1608135976.76623
bol,1966,1752231946.75575
bol,1967,1961826084.92234
bol,1968,2079722787.64104
bol,1969,2228809094.25358
bol,1970,2321754113.85722
bol,1971,2490760721.24145
bol,1972,2794467202.83906
bol,1973,3072903099.73489
bol,1974,3146647260.54642
bol,1975,3250103502.76486
bol,1976,3376839313.9207
bol,1977,3596080780.59088
bol,1978,3631000133.99696
bol,1979,3466588178.37667
bol,1980,3270473125.58508
bol,1981,3161785404.79577
bol,1982,2869774922.78609
bol,1983,2836607700.89359
bol,1984,2715822749.69819
bol,1985,2517207959.36263
bol,1986,2277681067.91104
bol,1987,2359735858.28523
bol,1988,2454383643.57108
bol,1989,2650596858.40643
bol,1990,2838525617.76569
bol,1991,2958136875.31768
bol,1992,3011332983.23492
bol,1993,3174700646.63603
bol,1994,3323191339.57777
bol,1995,3555402245.75018
bol,1996,3664213331.19552
bol,1997,3800302417.38357
bol,1998,4069402238.06234
bol,1999,3989589340.89993
bol,2000,4086666948.73338
bol,2001,4095139910.01567
bol,2002,4204850289.21529
bol,2003,4242489191.6539
bol,2004,4509887848.31416
bol,2005,4801887953.85744
bol,2006,5134864725.19655
bol,2007,5494198874.12094
bol,2008,6075476992.18974
bol,2009,6251438226.97286
bol,2010,6491687590.08514
bol,2011,6807597575.37922
bol,2012,7161858968.23664
bol,2013,7701151750.68559
bol,2014,8104416737.3585
bol,2015,8316847330.34974
bol,2016,8650216978.87343
bol,2017,8844782879.02863
bol,2018,9046168011.12425
bol,2019,9057303790.4454
bol,2020,7967840183.57633
bra,1970,90252628637.60748
bra,1971,100912023089.56599
bra,1972,115230272789.89799
bra,1973,134863881047.97
bra,1974,146319053694.19601
bra,1975,153489976841.50101
bra,1976,171503222457.84299
bra,1977,176896200691.784
bra,1978,188288011814.42001
bra,1979,201086258333.43896
bra,1980,219686737229.28201
bra,1981,200266429658.21301
bra,1982,200186323086.35001
bra,1983,188335292759.638
bra,1984,200219249732.77097
bra,1985,216777381685.67096
bra,1986,242053624390.22101
bra,1987,244449955271.68399
bra,1988,238094256434.62
bra,1989,244903752168.64999
bra,1990,224870625241.254
bra,1991,225455288866.88199
bra,1992,215941075676.70001
bra,1993,231078545081.63599
bra,1994,246633170867.62296
bra,1995,251349320200.03696
bra,1996,253799012367.91101
bra,1997,264902700022.983
bra,1998,259366222065.85599
bra,1999,252602170151.09201
bra,2000,263746564326.08701
bra,2001,262052256449.90201
bra,2002,272018678675.20999
bra,2003,272300543384.76697
bra,2004,294669732303.24701
bra,2005,300546587522.99701
bra,2006,306576918995.42603
bra,2007,325605118733.83801
bra,2008,338953663325.25702
bra,2009,323015083199.039
bra,2010,355972542425.50598
bra,2011,370618410269.65399
bra,2012,367939490132.20001
bra,2013,375909863216.94897
bra,2014,370240451560.16199
bra,2015,348909035679.30493
bra,2016,332976807427.10901
bra,2017,331309492733.35602
bra,2018,333684919285.02893
bra,2019,334909030777.51898
bra,2020,323245671780.73602
brn,1989,7303729690.51985
brn,1990,7282684331.99585
brn,1991,7674761956.49833
brn,1992,8082969946.38476
brn,1993,8001598397.35325
brn,1994,8295343104.75128
brn,1995,8739801432.69318
brn,1996,9146521507.68717
brn,1997,8591107557.99145
brn,1998,8568420524.84222
brn,1999,8876607943.18394
brn,2000,9141126654.92566
brn,2001,9217104361.00127
brn,2002,9631354421.71887
brn,2003,9966691810.04264
brn,2004,9912222963.26175
brn,2005,9734751177.30892
brn,2006,10012829693.2975
brn,2007,9454834478.52525
brn,2008,8940413115.94696
brn,2009,8491907621.79824
brn,2010,8637986301.9553
brn,2011,8918580041.73405
brn,2012,8794864718.37101
brn,2013,8299176259.49113
brn,2014,7937077609.02121
brn,2015,7934395228.74391
brn,2016,7700923124.83618
brn,2017,7817551161.25096
brn,2018,7789110996.3131
brn,2019,8115616220.93099
brn,2020,8351711603.8739
btn,1980,20899396.11285
btn,1981,35525228.65941
btn,1982,38203718.43292
btn,1983,48881951.65591
btn,1984,49959921.09946
btn,1985,47009722.63485
btn,1986,59659914.83861
btn,1987,112886948.39043
btn,1988,111982133.62357
btn,1989,122949930.3069
btn,1990,121393112.67684
btn,1991,118247220.06866
btn,1992,136022991.84198
btn,1993,137821459.68721
btn,1994,147518676.8466
btn,1995,171064217.60192
btn,1996,177194381.14702
btn,1997,175701933.46175
btn,1998,183945123.68137
btn,1999,211677565.34097
btn,2000,227038180.69878
btn,2001,256019270.45503
btn,2002,298932672.43232
btn,2003,327741218.35089
btn,2004,334422152.20032
btn,2005,347053718.68229
btn,2006,377737417.14439
btn,2007,531585756.65279
btn,2008,564632471.42331
btn,2009,584134818.32058
btn,2010,657059415.25357
btn,2011,683727041.72888
btn,2012,730000697.54348
btn,2013,758484705.43044
btn,2014,786641735.19935
btn,2015,851270495.49585
btn,2016,910318876.06416
btn,2017,933506645.26767
btn,2018,886988739.08545
btn,2019,904784710.98547
btn,2020,786269025.87596
bwa,1960,24549158.91665
bwa,1961,24018361.71385
bwa,1962,24814557.51805
bwa,1963,22956789.59381
bwa,1964,34452232.83559
bwa,1965,57183648.67376
bwa,1966,54624465.38463
bwa,1967,57781547.66418
bwa,1968,52985407.83692
bwa,1969,113408171.89559
bwa,1970,193372910.89593
bwa,1971,239229372.22181
bwa,1972,302327895.2757
bwa,1973,366547024.86857
bwa,1974,399519697.82966
bwa,1975,481292062.2693
bwa,1976,544426108.48807
bwa,1977,666443522.19232
bwa,1978,805343977.4324
bwa,1979,891824030.35586
bwa,1980,1082113512.71123
bwa,1981,1272373578.1421
bwa,1982,1557092658.41218
bwa,1983,1907340032.84302
bwa,1984,2066290484.39663
bwa,1985,2138633298.25955
bwa,1986,2291055844.55493
bwa,1987,2490084270.61334
bwa,1988,2897438096.57668
bwa,1989,3204417498.46752
bwa,1990,3328704182.75575
bwa,1991,3482237329.37868
bwa,1992,3418833115.45104
bwa,1993,3390223618.67392
bwa,1994,3476768477.97347
bwa,1995,3724828922.3573
bwa,1996,3700292533.06015
bwa,1997,3943539298.88978
bwa,1998,3883390602.51102
bwa,1999,4142460108.03273
bwa,2000,4424372301.13807
bwa,2001,4442334453.52091
bwa,2002,5008833105.59504
bwa,2003,5100782834.48902
bwa,2004,5042224167.45047
bwa,2005,5326454770.77503
bwa,2006,5741898451.54525
bwa,2007,5857240162.23121
bwa,2008,5862333591.28029
bwa,2009,4277747006.09592
bwa,2010,4839380433.14133
bwa,2011,4909959167.52742
bwa,2012,4924757306.82501
bwa,2013,5706089630.49378
bwa,2014,5692780366.43011
bwa,2015,5079978280.18561
bwa,2016,5272402904.15421
bwa,2017,5538824770.96245
bwa,2018,5844669443.83779
bwa,2019,5754140056.5184
bwa,2020,4566154460.86721
caf,2009,610248662.81786
caf,2010,599622997.54452
caf,2011,675571816.99347
caf,2012,724550655.36194
caf,2013,392750560.84796
caf,2014,334160601.94899
caf,2015,375205700.42846
caf,2016,385949729.25513
caf,2017,392659251.8211
caf,2018,398638302.17224
caf,2019,410597451.2374
caf,2020,446242382.36329
can,1997,274225730623.13599
can,1998,282094902945.66302
can,1999,298987285690.14093
can,2000,317943093886.44
can,2001,315698590472.29498
can,2002,325029767150.74902
can,2003,327994817906.888
can,2004,338822656024.58398
can,2005,348876439810.763
can,2006,352664424061.974
can,2007,354432442823.508
can,2008,349113961140.86401
can,2009,314717928500.46198
can,2010,335703616275.25598
can,2011,350971748621.88702
can,2012,359165286345.62402
can,2013,368441543757.82294
can,2014,384275818433.75598
can,2015,380032251381.95697
can,2016,374624573397.63599
can,2017,388603314292.18097
can,2018,401427456399.36401
can,2019,401046968246.91101
can,2020,375738132486.68701
che,1990,131157571668.33701
che,1991,130825810244.13901
che,1992,130212743486.886
che,1993,129710412460.782
che,1994,133836384031.98199
che,1995,133158844909.98801
che,1996,130530452269.36501
che,1997,130715816422.647
che,1998,132522153421.729
che,1999,133235363435.293
che,2000,134712310211.627
che,2001,139878579397.57401
che,2002,141582414407.965
che,2003,141052725203.52301
che,2004,141454360177.88599
che,2005,147701647843.439
che,2006,154351366425.646
che,2007,159707165473.29401
che,2008,163927351258.09299
che,2009,149640480139.64401
che,2010,159051470083.496
che,2011,169267971291.379
che,2012,167313864384.60901
che,2013,170938184494.01099
che,2014,172192233138.64001
che,2015,171856088836.39099
che,2016,175730243385.63901
che,2017,183019314563.42999
che,2018,192955864371.42496
che,2019,198096062810.49701
che,2020,192549796642.73096
chl,1960,12688047089.5372
chl,1961,13305626098.983
chl,1962,14952387773.5095
chl,1963,16087768346.3681
chl,1964,16313178611.406
chl,1965,16322201963.0472
chl,1966,17570374431.4212
chl,1967,18042018080.6692
chl,1968,18774991875.5271
chl,1969,19487836655.1851
chl,1970,19858488176.4484
chl,1971,21827834672.1493
chl,1972,21354282236.97729
chl,1973,19834541589.4005
chl,1974,20957948868.7351
chl,1975,16386580106.4876
chl,1976,17032443852.8088
chl,1977,18032474151.04869
chl,1978,19342074820.9805
chl,1979,21104404806.9121
chl,1980,22833070750.1823
chl,1981,24267783661.1396
chl,1982,20704253866.8217
chl,1983,20545824635.1206
chl,1984,21995981359.4641
chl,1985,23041475467.8963
chl,1986,24375581363.05709
chl,1987,25405206693.987
chl,1988,27506310077.2405
chl,1989,29903991198.6538
chl,1990,30402655487.5117
chl,1991,32641675280.6384
chl,1992,35660615295.3504
chl,1993,38383945264.9903
chl,1994,40103918735.9359
chl,1995,43458970778.9606
chl,1996,46344127239.1773
chl,1997,49861179788.6274
chl,1998,51966698977.0687
chl,1999,52532719706.8423
chl,2000,54781332054.0181
chl,2001,55719157570.5408
chl,2002,55845471493.4874
chl,2003,56902743815.0186
chl,2004,59070159784.3111
chl,2005,59930910409.784
chl,2006,62313968835.4269
chl,2007,62622182416.1456
chl,2008,63571864685.5287
chl,2009,61807570606.406
chl,2010,63696925566.9693
chl,2011,65522302913.223
chl,2012,68662276894.71609
chl,2013,71624707433.3844
chl,2014,71970082611.6391
chl,2015,72629459844.7533
chl,2016,72451374231.67751
chl,2017,72070539197.22189
chl,2018,74867185122.1235
chl,2019,74717498382.68941
chl,2020,71979203123.17529
chn,1960,31406319442.4194
chn,1961,18247071592.75
chn,1962,16312882008.8141
chn,1963,18678249898.17229
chn,1964,23441203626.4458
chn,1965,29067092500.6323
chn,1966,35519987032.4131
chn,1967,30440628888.2659
chn,1968,27640091022.29029
chn,1969,36761321069.5651
chn,1970,49480738153.2673
chn,1971,55616349683.6324
chn,1972,59342645121.411
chn,1973,64268084668.0878
chn,1974,65167837854.8809
chn,1975,75399188387.5222
chn,1976,73589607869.2934
chn,1977,83303436113.28758
chn,1978,96045541698.29301
chn,1979,103944999491.21201
chn,1980,117966771568.112
chn,1981,120188432572.91
chn,1982,126889496113.123
chn,1983,140065566718.461
chn,1984,160267873149.422
chn,1985,189757445728.06601
chn,1986,209147265271.95001
chn,1987,237581611646.76001
chn,1988,271648846901.41
chn,1989,281832517019.74493
chn,1990,290779767869.53802
chn,1991,330864836097.953
chn,1992,400459096812.52496
chn,1993,479528223299.87903
chn,1994,566522620409.474
chn,1995,644845277655.56006
chn,1996,722821247226.01294
chn,1997,798558679309.51392
chn,1998,869654786816.53894
chn,1999,940993855800.88306
chn,2000,1030142121605.78003
chn,2001,1117614276033.71997
chn,2002,1228199400915.29004
chn,2003,1383778323645.12012
chn,2004,1538013180826.97998
chn,2005,1724549437848.25
chn,2006,1956513332139.69995
chn,2007,2250982563131.27002
chn,2008,2472456510317.14014
chn,2009,2726941637222
chn,2010,3072815889409.87988
chn,2011,3401259199261.33984
chn,2012,3685728287932.56006
chn,2013,3980115304504.22021
chn,2014,4264915058996.39062
chn,2015,4517686499253.30957
chn,2016,4790169995166.59961
chn,2017,5071271038410.28027
chn,2018,5365019688253.70996
chn,2019,5626539923773.58008
chn,2020,5771856828358.08984
civ,2008,6760972064.49061
civ,2009,7023681321.42852
civ,2010,6742490716.4388
civ,2011,6226713151.14366
civ,2012,6137662321.29709
civ,2013,7907485448.61342
civ,2014,8263481751.62975
civ,2015,8949000840.13899
civ,2016,9425615223.78532
civ,2017,10878709506.5947
civ,2018,12037568808.601
civ,2019,13290724040.9823
civ,2020,13541597230.3999
cmr,1965,1139488525.47384
cmr,1966,1199520950.43729
cmr,1967,1215103614.21358
cmr,1968,1361408931.45398
cmr,1969,1450367045.76094
cmr,1970,1431466179.34675
cmr,1971,1604059125.09237
cmr,1972,1549092084.02764
cmr,1973,1613884736.40794
cmr,1974,1701365383.25043
cmr,1975,1763508352.90596
cmr,1976,1898885961.36815
cmr,1977,2247085187.97719
cmr,1978,2481727069.05933
cmr,1979,3565240298.2819
cmr,1980,3880996133.2314
cmr,1981,5071678307.87523
cmr,1982,5984120914.8952
cmr,1983,7081821560.22094
cmr,1984,7430291844.92671
cmr,1985,8072234732.55807
cmr,1986,8563988066.99809
cmr,1987,8608045072.91577
cmr,1988,7998067431.38024
cmr,1989,7814022333.99502
cmr,1990,7282668793.85589
cmr,1991,6802012891.68827
