geo,time,vc_ihr_psrc_p5
gha,2011,1.66616
gha,2012,2.15414
gha,2013,2.07083
gha,2014,1.99453
gha,2015,1.88515
gha,2016,1.92754
gha,2017,2.09124
gib,2009,0
gib,2010,2.97752
gnb,2013,4.91428
gnb,2014,3.84062
gnb,2015,2.76306
gnb,2016,3.5906
gnb,2017,1.1487
grc,1990,1.01702
grc,1991,1.33784
grc,1992,1.31475
grc,1993,1.42399
grc,1994,1.24942
grc,1995,1.40524
grc,1996,1.56017
grc,1997,1.86132
grc,1998,1.60436
grc,1999,1.40553
grc,2001,1.18551
grc,2002,0.84061
grc,2003,1.08745
grc,2004,0.98798
grc,2005,1.17597
grc,2006,0.98344
grc,2007,1.16903
grc,2008,1.30431
grc,2009,1.38695
grc,2010,1.61651
grc,2011,1.69913
grc,2012,1.53973
grc,2013,1.42451
grc,2014,0.99986
grc,2015,0.87244
grc,2016,0.79132
grc,2017,0.81367
grc,2018,0.94086
grd,2000,14.58619
grd,2001,5.81159
grd,2002,13.50882
grd,2003,8.6536
grd,2004,5.7501
grd,2005,10.51042
grd,2006,11.43532
grd,2007,10.45796
grd,2008,15.17206
grd,2009,6.61707
grd,2010,9.4138
grd,2011,3.74581
grd,2012,13.02907
grd,2013,5.54672
grd,2014,7.34619
grd,2015,5.4743
grd,2016,9.97615
grd,2017,10.8231
grl,1992,23.27372
grl,1993,21.48728
grl,1994,10.74941
grl,1995,19.70973
grl,1996,5.37346
grl,1997,19.68751
grl,1998,10.72367
grl,1999,19.62463
grl,2000,23.14114
grl,2001,30.17609
grl,2002,21.23217
grl,2003,8.81725
grl,2004,19.34304
grl,2005,17.55957
grl,2006,14.04297
grl,2007,14.05284
grl,2008,14.07559
grl,2009,17.62767
grl,2010,19.42159
grl,2011,1.76819
grl,2012,14.16506
grl,2013,12.40871
grl,2014,7.09434
grl,2015,7.09497
grl,2016,5.31839
gtm,1992,27.49123
gtm,1993,32.50929
gtm,1994,31.84136
gtm,1995,31.3206
gtm,1996,33.99183
gtm,1997,36.72055
gtm,1998,29.73009
gtm,1999,23.31564
gtm,2000,24.92545
gtm,2001,27.08609
gtm,2002,29.74071
gtm,2003,33.8947
gtm,2004,35.2194
gtm,2005,40.76045
gtm,2006,43.92767
gtm,2007,42.19608
gtm,2008,44.92226
gtm,2009,45.38898
gtm,2010,40.73704
gtm,2011,38.00307
gtm,2012,33.75729
gtm,2013,33.6821
gtm,2014,31.38809
gtm,2015,29.39869
gtm,2016,27.2567
gtm,2017,26.07157
gtm,2018,22.50135
gum,2000,1.28764
gum,2001,5.11525
gum,2002,1.27248
gum,2003,5.07218
gum,2004,5.69282
gum,2005,4.41902
gum,2006,6.93355
gum,2007,0.62953
gum,2008,0.62878
gum,2009,3.14007
gum,2010,1.8816
gum,2011,2.50485
guy,1990,12.10807
guy,1991,25.78992
guy,1992,14.02626
guy,1993,15.51434
guy,1994,14.2312
guy,1995,14.31765
guy,1996,11.56676
guy,1997,11.47795
guy,1998,14.99115
guy,1999,12.13858
guy,2000,10.17787
guy,2001,10.73529
guy,2002,19.20007
guy,2003,28.04835
guy,2004,17.56651
guy,2005,19.03087
guy,2006,20.50018
guy,2007,15.4057
guy,2008,21.15651
guy,2009,15.64761
guy,2010,18.68086
guy,2011,17.28657
guy,2012,18.40114
guy,2013,20.41405
guy,2014,19.51869
guy,2015,19.41538
guy,2016,18.40897
guy,2017,14.83454
guy,2018,14.24891
hkg,1990,2.39178
hkg,1991,1.5862
hkg,1992,1.84151
hkg,1993,1.45066
hkg,1994,1.6001
hkg,1995,1.19982
hkg,1996,1.24483
hkg,1997,1.61907
hkg,1998,0.99735
hkg,1999,0.96589
hkg,2000,0.65089
hkg,2001,0.99028
hkg,2002,1.02958
hkg,2003,0.77327
hkg,2004,0.6672
hkg,2005,0.50225
hkg,2006,0.51455
hkg,2007,0.26316
hkg,2008,0.52311
hkg,2009,0.67874
hkg,2010,0.50242
hkg,2011,0.24263
hkg,2012,0.38315
hkg,2013,0.87462
hkg,2014,0.37843
hkg,2015,0.30615
hkg,2016,0.38655
hkg,2017,0.32848
hkg,2018,0.65114
hnd,1990,10.00005
hnd,1991,13.80367
hnd,1992,18.21096
hnd,1993,23.21888
hnd,1994,30.31996
hnd,1995,26.86981
hnd,1999,40.06478
hnd,2000,48.30778
hnd,2001,51.65944
hnd,2002,52.28547
hnd,2003,57.31515
hnd,2004,49.966
hnd,2005,43.06218
hnd,2006,40.84202
hnd,2007,45.94981
hnd,2008,55.82039
hnd,2009,64.77908
hnd,2010,74.97475
hnd,2011,83.76697
hnd,2012,83.00261
hnd,2013,73.0918
hnd,2014,65.78022
hnd,2015,56.49132
hnd,2016,55.5508
hnd,2017,40.97989
hnd,2018,38.92559
hrv,1990,2.86829
hrv,1991,9.18067
hrv,1992,8.17686
hrv,1993,4.64073
hrv,1994,3.07012
hrv,1995,3.59559
hrv,1996,2.66673
hrv,1997,2.60347
hrv,1998,2.33754
hrv,1999,2.49077
hrv,2000,2.2809
hrv,2001,1.83754
hrv,2002,1.66068
hrv,2003,1.57214
hrv,2004,1.8933
hrv,2005,1.5532
hrv,2006,1.69306
hrv,2007,1.42123
hrv,2008,1.63119
hrv,2009,1.1287
hrv,2010,1.43248
hrv,2011,1.13607
hrv,2012,1.18719
hrv,2013,1.07562
hrv,2014,0.84596
hrv,2015,0.87411
hrv,2016,1.04548
hrv,2017,1.09973
hrv,2018,0.57742
hti,2007,5.1183
hti,2008,5.16246
hti,2009,6.10326
hti,2010,6.80449
hti,2011,9.04922
hti,2012,10.07714
hti,2013,9.98974
hti,2014,9.28997
hti,2015,10.01352
hti,2016,9.48342
hti,2018,6.67974
hun,1990,1.93695
hun,1991,2.96245
hun,1992,2.94441
hun,1993,2.87671
hun,1994,3.02194
hun,1995,2.86009
hun,1996,2.6228
hun,1997,2.80352
hun,1998,2.81139
hun,1999,2.46844
hun,2000,2.00577
hun,2001,2.4918
hun,2002,1.9966
hun,2003,2.24822
hun,2004,2.06634
hun,2005,1.62603
hun,2006,1.73037
hun,2007,1.53629
hun,2008,1.81147
hun,2009,1.39566
hun,2010,1.39009
hun,2011,1.46528
hun,2012,1.25705
hun,2013,1.56601
hun,2014,1.48904
hun,2015,2.26019
hun,2016,2.07116
hun,2017,2.4872
idn,1998,0.85454
idn,1999,1.00184
idn,2000,1.04201
idn,2003,0.74214
idn,2004,0.63551
idn,2008,0.58267
idn,2009,0.54941
idn,2010,0.43749
idn,2011,0.59849
idn,2012,0.58603
idn,2013,0.55043
idn,2014,0.50053
idn,2015,0.57705
idn,2016,0.49397
idn,2017,0.43453
ind,1990,5.05704
ind,1991,5.44996
ind,1992,5.46438
ind,1993,5.17002
ind,1994,5.01881
ind,1995,4.81221
ind,1996,4.77541
ind,1997,4.73754
ind,1998,4.835
ind,1999,4.60292
ind,2000,4.55878
ind,2001,4.31814
ind,2002,4.18323
ind,2003,3.98831
ind,2004,4.11553
ind,2005,3.92947
ind,2006,3.8577
ind,2007,3.83381
ind,2008,3.83111
ind,2009,3.76308
ind,2010,3.76413
ind,2011,3.81032
ind,2012,3.75089
ind,2013,3.58186
ind,2014,3.65514
ind,2015,3.38686
ind,2016,3.22216
ind,2017,3.12488
ind,2018,3.07923
irl,1990,0.48421
irl,1991,0.65384
irl,1992,0.70825
irl,1993,0.64845
irl,1994,0.70069
irl,1995,1.19704
irl,1996,1.16034
irl,1997,1.04078
irl,1998,1.03042
irl,1999,1.01836
irl,2000,0.97804
irl,2001,1.35337
irl,2002,1.33061
irl,2003,0.92963
irl,2004,0.73926
irl,2005,1.25567
irl,2006,1.46551
irl,2007,1.80361
irl,2008,1.15493
irl,2009,1.1792
irl,2010,1.20764
irl,2011,0.91481
irl,2012,1.12842
irl,2013,1.10499
irl,2014,1.12387
irl,2015,0.66632
irl,2016,0.78794
irl,2017,0.86256
irl,2018,0.87161
irn,2003,2.64669
irn,2004,2.92235
irn,2009,3.03737
irn,2013,2.66337
irn,2014,2.49917
irq,1990,6.70528
irq,1991,6.54575
irq,1992,7.59126
irq,1993,5.89815
irq,1994,6.48435
irq,2008,16.19123
irq,2009,8.81506
irq,2010,9.04782
irq,2011,8.57274
irq,2012,8.45719
irq,2013,10.07025
isl,1994,0
isl,1995,0
isl,1996,0.37017
isl,1997,0.73338
isl,1998,0
isl,1999,0.71977
isl,2000,1.78292
isl,2001,0.35347
isl,2002,1.40189
isl,2003,0
isl,2004,1.03057
isl,2005,1.01703
isl,2006,0
isl,2007,0.65535
isl,2008,0
isl,2009,0.3164
isl,2010,0.62433
isl,2011,0.92744
isl,2012,0.30709
isl,2013,0.30563
isl,2014,0.60866
isl,2015,0.90844
isl,2016,0.30102
isl,2017,0.89714
isl,2018,0.89097
isr,1990,3.3046
isr,1991,2.44046
isr,1992,3.13498
isr,1993,2.86038
isr,1994,2.7421
isr,1995,2.12469
isr,1996,2.15698
isr,1997,2.80245
isr,1998,2.57927
isr,1999,2.35195
isr,2000,2.59
isr,2001,3.18446
isr,2002,3.37153
isr,2003,2.72364
isr,2004,2.48573
isr,2005,2.58827
isr,2006,2.2902
isr,2007,1.97162
isr,2008,1.7092
isr,2009,2.00277
isr,2010,2.0418
isr,2011,1.96338
isr,2012,1.6809
isr,2013,1.64192
isr,2014,1.37506
isr,2015,1.37871
isr,2016,1.28253
isr,2017,1.49202
ita,1990,3.14471
ita,1991,3.39475
ita,1992,2.58289
ita,1993,1.87246
ita,1994,1.69366
ita,1995,1.77002
ita,1996,1.67002
ita,1997,1.53417
ita,1998,1.56672
ita,1999,1.44558
ita,2000,1.35116
ita,2001,1.24659
ita,2002,1.12622
ita,2003,1.24903
ita,2004,1.23213
ita,2005,1.04665
ita,2006,1.0676
ita,2007,1.07408
ita,2008,1.04375
ita,2009,0.99821
ita,2010,0.89169
ita,2011,0.92634
ita,2012,0.88511
ita,2013,0.83435
ita,2014,0.7863
ita,2015,0.7742
ita,2016,0.65938
ita,2017,0.61147
ita,2018,0.56905
jam,1990,22.48026
jam,1991,23.2031
jam,1992,25.68013
jam,1993,26.44307
jam,1994,27.58025
jam,1995,30.78496
jam,1996,36.15215
jam,1997,40.17162
jam,1998,32.92608
jam,1999,32.43846
jam,2000,33.41246
jam,2001,42.58412
jam,2002,38.80657
jam,2003,35.98532
jam,2004,53.98131
jam,2005,61.09489
jam,2006,48.64919
jam,2007,57.2207
jam,2008,58.19828
jam,2009,60.1966
jam,2010,51.48616
jam,2011,40.09297
jam,2012,38.66821
jam,2013,42.01196
jam,2014,34.95486
jam,2015,41.7845
jam,2016,46.58938
jam,2017,56.38773
jam,2018,43.85228
jor,1990,3.36522
jor,1991,3.21766
jor,1992,3.54479
jor,1993,3.92711
jor,1994,4.46676
jor,1995,0.76272
jor,1996,0.9508
jor,1997,0.86624
jor,2005,1.16206
jor,2006,1.66902
jor,2007,1.79048
jor,2008,1.83025
jor,2009,1.47971
jor,2010,1.59746
jor,2011,1.84004
jor,2012,1.99012
jor,2013,1.69034
jor,2014,1.90608
jor,2015,1.62951
jor,2016,1.37111
jor,2017,1.35911
jpn,1990,0.54295
jpn,1991,0.51149
jpn,1992,0.53698
jpn,1993,0.56878
jpn,1994,0.59578
jpn,1995,0.57294
jpn,1996,0.51483
jpn,1997,0.55953
jpn,1998,0.60967
jpn,1999,0.57804
jpn,2000,0.53166
jpn,2001,0.54575
jpn,2002,0.51762
jpn,2003,0.54428
jpn,2004,0.54522
jpn,2005,0.50107
jpn,2006,0.482
jpn,2007,0.44671
jpn,2008,0.5088
jpn,2009,0.39361
jpn,2010,0.36175
jpn,2011,0.34397
jpn,2012,0.33405
jpn,2013,0.28835
jpn,2014,0.30819
jpn,2015,0.28363
jpn,2016,0.28334
jpn,2017,0.23999
jpn,2018,0.26257
kaz,1990,9.00275
kaz,1991,9.23454
kaz,1992,11.53176
kaz,1993,15.98155
kaz,1994,15.90915
kaz,1995,15.44886
kaz,1996,16.79256
kaz,1997,16.75321
kaz,1998,16.66209
kaz,1999,15.80499
kaz,2000,15.58027
kaz,2001,14.48672
kaz,2002,13.13419
kaz,2003,13.18539
kaz,2004,13.71146
kaz,2008,11.39192
kaz,2009,11.03907
kaz,2010,8.53419
kaz,2011,8.61093
kaz,2012,7.55752
kaz,2013,6.57813
kaz,2014,5.22464
kaz,2015,4.85431
kaz,2017,5.06083
ken,2004,3.36661
ken,2005,2.95864
ken,2006,2.93755
ken,2007,2.84623
ken,2008,3.05383
ken,2009,4.66356
ken,2010,4.58237
ken,2011,5.25959
ken,2012,5.35366
ken,2013,5.38225
ken,2014,4.93575
ken,2015,4.72239
ken,2016,4.81738
ken,2017,4.91028
ken,2018,4.92873
kgz,1990,13.78952
kgz,1991,8.28124
kgz,1992,10.50696
kgz,1993,12.22166
kgz,1994,12.08283
kgz,1995,11.71679
kgz,1996,11.21095
kgz,1997,9.32921
kgz,1998,8.87863
kgz,1999,8.90741
kgz,2000,8.73857
kgz,2001,7.77781
kgz,2002,8.23403
kgz,2003,8.37732
kgz,2004,8.31515
kgz,2005,9.67423
kgz,2006,8.70349
kgz,2007,8.0241
kgz,2008,7.93535
kgz,2009,7.85423
kgz,2010,16.76411
kgz,2011,8.46332
kgz,2012,6.75966
kgz,2013,5.25185
kgz,2014,5.47521
kgz,2015,5.1182
kgz,2016,4.39555
kgz,2017,4.13589
kgz,2018,2.18908
khm,1992,4.45765
khm,1993,6.00759
khm,1994,2.93664
khm,1995,3.72555
khm,1996,4.93494
khm,1997,2.80566
khm,1998,6.83591
khm,1999,4.88791
khm,2000,4.69756
khm,2001,3.28083
khm,2002,3.36295
khm,2003,3.95919
khm,2004,3.91077
khm,2005,3.37518
khm,2006,2.96786
khm,2007,2.87282
khm,2008,2.39847
khm,2009,2.34858
khm,2010,2.31271
khm,2011,1.84301
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,0
kir,1996,1.26736
kir,1997,0
kir,1998,0
kir,1999,0
kir,2000,3.55429
kir,2001,4.65962
kir,2008,7.08789
kir,2009,0.99081
kir,2010,3.88614
kir,2011,10.5027
kir,2012,7.5217
kna,1995,9.50638
kna,1996,9.41797
kna,1997,16.33339
kna,1998,18.50781
kna,1999,13.75453
kna,2000,6.80534
kna,2001,13.45231
kna,2002,11.06978
kna,2003,21.8584
kna,2004,23.7463
kna,2005,17.07504
kna,2006,35.91575
kna,2007,33.49453
kna,2008,47.73963
kna,2009,55.5567
kna,2010,42.84752
kna,2011,68.76744
kna,2012,36.08588
kor,1990,0.48472
kor,1991,0.49928
kor,1992,0.54688
kor,1993,0.69117
kor,1994,0.49872
kor,1995,0.50379
kor,1996,0.53853
kor,1997,0.60043
kor,1998,0.81018
kor,1999,0.81819
kor,2000,0.78086
kor,2001,0.85346
kor,2002,0.77238
kor,2003,0.80111
kor,2004,0.86597
kor,2005,0.84398
kor,2006,0.8504
kor,2007,0.87774
kor,2008,0.87353
kor,2009,1.07865
kor,2010,0.97816
kor,2011,0.80946
kor,2012,0.86895
kor,2013,0.69917
kor,2014,0.74494
kor,2015,0.73785
kor,2016,0.70807
kor,2017,0.58908
kor,2018,0.60385
kos,2008,6.46681
kos,2009,4.14426
kos,2010,5.96954
kos,2011,3.46175
kos,2012,4.9856
kos,2013,2.24768
kos,2014,3.01899
kos,2015,2.331
kos,2016,2.09228
kos,2017,2.62152
kos,2018,2.39893
kwt,1996,0.98349
kwt,2001,1.85425
kwt,2002,1.07628
kwt,2003,1.34158
kwt,2004,1.9541
kwt,2005,1.80601
kwt,2006,1.89581
kwt,2007,2.35621
kwt,2008,1.43072
kwt,2009,1.73695
kwt,2010,2.00543
kwt,2011,1.86234
kwt,2012,1.82152
lbn,2008,3.84071
lbn,2009,3.01266
lbn,2010,3.29089
lbn,2011,3.22951
lbn,2012,3.50331
lbn,2013,3.9912
lbn,2014,3.83323
lbn,2015,3.53607
lbn,2016,3.5
lbn,2017,3.60737
lbn,2018,2.49293
lbr,2007,2.88858
lbr,2008,4.90595
lbr,2009,3.86241
lbr,2010,3.31504
lbr,2011,4.00752
lbr,2012,3.26429
lca,1990,10.14353
lca,1991,7.14281
lca,1992,9.87599
lca,1993,5.57872
lca,1994,6.89275
lca,1995,10.89391
lca,1996,8.06251
lca,1997,8.61384
lca,1998,9.14895
lca,1999,10.32338
lca,2000,14.67426
lca,2001,21.49396
lca,2002,26.35013
lca,2003,22.42571
lca,2004,22.86477
lca,2005,25.09057
lca,2006,26.00104
lca,2007,17.29856
lca,2008,22.93969
lca,2009,22.64506
lca,2010,25.27399
lca,2011,26.20515
lca,2012,22.07705
lca,2013,18.59103
lca,2014,19.06824
lca,2015,15.63102
lca,2016,16.66407
lca,2017,29.28905
lca,2018,21.44153
lie,1994,0
lie,1995,0
lie,1996,0
lie,1997,0
lie,1998,0
lie,1999,3.05204
lie,2000,0
lie,2001,0
lie,2002,0
lie,2003,0
lie,2004,2.90326
lie,2005,0
lie,2006,0
lie,2007,0
lie,2008,2.81936
lie,2009,0
lie,2010,2.77809
lie,2011,0
lie,2012,0
lie,2013,0
lie,2014,2.6868
lie,2015,0
lie,2016,0
lie,2017,2.64515
lie,2018,2.63727
lka,1990,11.45692
lka,1995,8.84727
lka,1996,9.66392
lka,1997,10.02117
lka,1999,10.28222
lka,2003,6.81439
lka,2004,7.10264
lka,2005,6.23689
lka,2006,10.37775
lka,2008,10.01802
lka,2009,5.46127
lka,2010,3.76572
lka,2011,3.5885
lka,2012,3.29233
lka,2013,2.99569
lka,2014,2.66012
lka,2015,2.32925
lka,2016,2.52127
lka,2017,2.30026
lka,2018,2.42124
lso,1990,30.46209
lso,1991,31.50584
lso,1992,35.90898
lso,1993,36.49361
lso,1994,44.75311
lso,2007,45.04446
lso,2008,37.84352
lso,2009,36.32919
lso,2010,38.2847
lso,2011,35.53261
lso,2012,31.8116
lso,2013,32.43731
lso,2015,43.5646
ltu,1990,4.87008
ltu,1991,5.78777
ltu,1992,7.21238
ltu,1993,11.33313
ltu,1994,12.74272
ltu,1995,13.84213
ltu,1996,11.23827
ltu,1997,10.92206
ltu,1998,8.7479
ltu,1999,8.75555
ltu,2000,10.56587
ltu,2001,10.1623
ltu,2002,8.50563
ltu,2003,10.07507
ltu,2004,10.14453
ltu,2005,11.12354
ltu,2006,8.71848
ltu,2007,8.49958
ltu,2008,9.2752
ltu,2009,7.95638
ltu,2010,7.01064
ltu,2011,6.84309
ltu,2012,6.6326
ltu,2013,6.58039
ltu,2014,5.35084
ltu,2015,5.86656
ltu,2016,5.29493
ltu,2017,4.5336
ltu,2018,4.56936
lux,1994,1.49092
lux,1995,0.49002
lux,1996,0.96619
lux,1997,0.95243
lux,1998,0.93935
lux,1999,1.39126
lux,2000,0.91721
lux,2001,2.04454
lux,2002,1.35218
lux,2003,0.67067
lux,2004,0.44265
lux,2005,0.87365
lux,2006,1.5034
lux,2007,1.47394
lux,2008,1.64812
lux,2009,1.00698
lux,2010,1.96893
lux,2011,0.77025
lux,2012,0
lux,2013,0.18431
lux,2014,0.72135
lux,2015,0.88224
lux,2016,0.86316
lux,2017,0.33789
lva,1992,9.88454
lva,1993,14.98456
lva,1994,13.68122
lva,1995,11.48107
lva,1996,10.81154
lva,1997,11.08706
lva,1998,10.28575
lva,1999,9.50962
lva,2000,9.98259
lva,2001,9.28482
lva,2002,9.1746
lva,2003,8.76035
lva,2004,7.94235
lva,2005,5.59504
lva,2006,5.75265
lva,2007,4.27644
lva,2008,4.55959
lva,2009,5.03547
lva,2010,3.30367
lva,2011,3.29575
lva,2012,3.38325
lva,2013,2.44505
lva,2014,3.1664
lva,2015,3.3539
lva,2016,3.49497
lva,2017,4.15151
lva,2018,4.3558
mac,1991,5.37295
mac,1992,1.93206
mac,1993,3.51166
mac,1994,3.9703
mac,1995,2.07514
mac,1996,4.32157
mac,1997,7.47472
mac,1998,5.85909
mac,1999,8.84347
mac,2000,2.33769
mac,2001,1.82678
mac,2002,0.44562
mac,2003,1.73854
mac,2004,0.84818
mac,2005,0.82839
mac,2006,2.02509
mac,2007,1.18929
mac,2008,0.77635
mac,2009,1.13982
mac,2010,0.3716
mac,2011,0.72617
mac,2012,0.70917
mac,2013,0.1732
mac,2014,0
mac,2015,0.16609
mac,2016,0.16318
mac,2017,0.32124
mac,2018,0.31664
maf,2011,21.36125
maf,2012,5.40365
maf,2013,21.94306
maf,2014,22.21112
maf,2015,16.7294
maf,2016,27.73079
mar,1990,0.35876
mar,1991,0.49089
mar,1992,0.51339
mar,1993,0.56585
mar,1994,0.69213
mar,1997,2.6374
mar,1998,1.97791
mar,1999,1.8977
mar,2000,1.60105
mar,2001,1.86429
mar,2002,1.56851
mar,2003,1.71239
mar,2004,1.56067
mar,2005,1.53995
mar,2006,1.61664
mar,2007,1.65898
mar,2008,1.3508
mar,2009,1.353
mar,2010,1.39441
mar,2011,1.34526
mar,2012,1.15216
mar,2013,1.2724
mar,2014,1.03824
mar,2015,1.24338
mar,2016,1.69104
mar,2017,2.13877
mar,2018,1.41552
mco,2001,3.07939
mco,2004,2.98516
mco,2005,2.95491
mco,2006,2.92492
mco,2007,0
mco,2008,0
mco,2009,0
mco,2010,0
mco,2011,0
mco,2012,0
mco,2013,0
mco,2015,0
mda,1990,6.6429
mda,1991,6.62849
mda,1992,11.40101
mda,1993,8.8535
mda,1994,9.1998
mda,1995,9.26139
mda,1996,9.26736
mda,1997,9.65828
mda,1998,8.8135
mda,1999,9.25261
mda,2000,10.303
mda,2001,9.81587
mda,2002,9.59737
mda,2003,7.64387
mda,2004,6.64593
mda,2005,7.11659
mda,2006,6.31894
mda,2007,5.25407
mda,2008,5.73806
mda,2009,6.00364
mda,2010,6.48542
mda,2011,5.2952
mda,2012,5.61852
mda,2013,4.14766
mda,2014,4.29616
mda,2015,4.64293
mda,2016,4.91882
mda,2017,3.47317
mda,2018,4.09679
mdv,1990,0.44811
mdv,1995,0.78696
mdv,1997,2.27414
mdv,2001,2.44491
mdv,2002,2.71938
mdv,2003,1.32152
mdv,2007,0.89506
mdv,2008,1.45582
mdv,2009,1.69784
mdv,2010,1.64055
mdv,2011,0.78845
mdv,2012,2.51743
mdv,2013,0.72186
mex,1990,17.26526
mex,1991,17.69096
mex,1992,19.0571
mex,1993,18.09864
mex,1994,17.56836
mex,1995,17.0319
mex,1996,15.57215
mex,1997,14.32391
mex,1998,14.21666
mex,1999,12.56503
mex,2000,10.85644
mex,2001,10.25443
mex,2002,9.92086
mex,2003,9.78551
mex,2004,8.926
mex,2005,9.35897
mex,2006,9.71735
mex,2007,8.12216
mex,2008,12.63905
mex,2009,17.60832
mex,2010,22.57545
mex,2011,23.52123
mex,2012,22.14213
mex,2013,19.40886
mex,2014,16.6258
mex,2015,17.03783
mex,2016,19.9127
mex,2017,25.709
mex,2018,29.07106
mhl,1991,10.32994
mhl,1992,4.06157
mhl,1994,3.98295
mkd,1998,2.38562
mkd,1999,1.87711
mkd,2000,2.30978
mkd,2001,2.69233
mkd,2002,2.92836
mkd,2003,3.40894
mkd,2004,2.38206
mkd,2005,2.13563
mkd,2006,2.22962
mkd,2007,2.0335
mkd,2008,1.69302
mkd,2009,1.69161
mkd,2010,2.07656
mkd,2011,1.44754
mkd,2012,1.39808
mkd,2013,1.0597
mkd,2014,1.68449
mkd,2015,1.20231
mkd,2016,0.91313
mkd,2017,1.48896
mkd,2018,1.20022
mlt,1990,1.10492
mlt,1991,0.82194
mlt,1992,1.63092
mlt,1993,1.88794
mlt,1994,0.80267
mlt,1998,1.29105
mlt,1999,2.55999
mlt,2000,1.01613
mlt,2001,1.51391
mlt,2002,1.50482
mlt,2003,0
mlt,2004,1.73775
mlt,2005,0.98849
mlt,2006,0
mlt,2007,0.98074
mlt,2008,1.46523
mlt,2009,0.97191
mlt,2010,0.96558
mlt,2011,0.71818
mlt,2012,2.84489
mlt,2013,1.64264
mlt,2014,1.39473
mlt,2015,0.9226
mlt,2016,1.14653
mlt,2017,2.0551
mlt,2018,1.59361
mmr,1990,4.94978
mmr,1995,3.67413
mmr,2000,2.22818
mmr,2001,1.93965
mmr,2002,1.70642
mmr,2003,1.58674
mmr,2004,1.52992
mmr,2005,1.381
mmr,2006,1.57603
mmr,2007,1.50943
mmr,2008,1.58423
mmr,2009,1.74924
mmr,2010,1.58298
mmr,2011,2.06901
mmr,2012,2.79303
mmr,2013,2.38754
mmr,2014,2.35268
mmr,2015,2.18676
mmr,2016,2.25845
mne,2002,4.4019
mne,2003,3.2569
mne,2004,2.27592
mne,2005,3.56918
mne,2006,4.0462
mne,2007,1.93688
mne,2008,3.86279
mne,2009,3.37115
mne,2010,2.40277
mne,2011,3.35854
mne,2012,2.71595
mne,2013,1.59657
mne,2014,3.19157
mne,2015,2.71151
mne,2016,4.46378
mne,2017,2.3902
mne,2018,2.23
mng,2003,13.89359
mng,2004,13.33924
mng,2005,15.75346
mng,2006,13.13088
mng,2007,11.37319
mng,2008,8.05502
mng,2009,8.19061
mng,2010,8.78708
mng,2011,9.60165
mng,2012,7.045
mng,2013,7.11365
mng,2014,7.24462
mng,2015,7.13706
mng,2016,6.02024
mng,2017,6.13401
mng,2018,6.18255
moz,2001,6.0367
moz,2002,5.54248
moz,2003,5.40062
moz,2004,5.67538
moz,2005,5.31377
moz,2006,4.24096
moz,2007,3.91726
moz,2008,4.46657
moz,2009,3.59472
moz,2010,3.71841
moz,2011,3.51008
mus,1990,1.89417
mus,1991,2.71426
mus,1992,2.86256
mus,1993,1.91152
mus,1994,2.42338
mus,1995,2.21498
mus,1996,2.97736
mus,1997,2.07947
mus,1998,2.66028
mus,1999,1.9565
mus,2000,2.19382
mus,2003,3.22583
mus,2004,2.87908
mus,2005,3.0278
mus,2006,4.07137
mus,2007,3.647
mus,2008,3.87327
mus,2009,3.05467
mus,2010,2.64433
mus,2011,2.5578
mus,2012,2.23377
mus,2013,2.78783
mus,2014,1.51111
mus,2015,1.66739
mus,2016,1.6642
mus,2017,2.60973
mus,2018,2.91986
mwi,2000,6.27873
mwi,2001,7.87264
mwi,2002,4.8405
mwi,2003,2.49996
mwi,2004,3.34096
mwi,2005,1.58404
mwi,2006,6.32819
mwi,2007,5.17171
mwi,2008,5.68186
mwi,2009,2.26498
mwi,2010,3.57644
mwi,2011,2.29246
mwi,2012,1.81216
mys,1990,1.73601
mys,1991,2.07344
mys,1992,1.92605
mys,1993,1.84758
mys,1994,1.68189
mys,1995,1.93288
mys,1996,2.12679
mys,1997,2.50431
mys,1998,2.84427
mys,1999,2.59473
mys,2000,2.37559
mys,2001,2.1806
mys,2002,2.3339
mys,2003,2.28756
mys,2004,1.97295
mys,2005,2.35105
mys,2006,2.24411
mys,2007,2.44009
mys,2008,2.19195
mys,2009,2.02271
mys,2010,1.91435
mys,2011,1.84985
mys,2012,2.07099
mys,2013,2.12767
nam,1995,22.91343
nam,1996,21.22188
nam,1997,19.25762
nam,1998,23.5038
nam,1999,21.48695
nam,2000,21.17484
nam,2001,19.3566
nam,2002,18.68736
nam,2004,18.45118
nam,2008,17.32422
nam,2009,18.64453
nam,2010,14.81917
nam,2011,14.28109
nam,2012,17.67833
ncl,2006,3.33439
ncl,2007,4.93153
ncl,2008,4.45893
ncl,2009,3.19895
ner,2011,4.85546
ner,2012,4.42816
nga,2016,34.52405
nic,1990,16.10184
nic,1991,17.15262
nic,1992,18.92536
nic,1993,17.07565
nic,1994,15.90258
nic,1995,15.19716
nic,1996,13.96162
nic,1997,14.06479
nic,1998,13.01256
nic,1999,11.24014
nic,2000,9.38984
nic,2001,10.43657
nic,2002,10.6144
nic,2003,11.99898
nic,2004,12.04116
nic,2005,13.40396
nic,2006,13.09452
nic,2007,12.77266
nic,2008,12.98647
nic,2009,13.95866
nic,2010,13.47857
nic,2011,12.50204
nic,2012,11.24942
nic,2013,9.798
nic,2014,8.54668
