geo,time,nv_srv_totl_cn
chl,2004,31277962649944.80078
chl,2005,34773939942596.10156
chl,2006,38749828645613.60156
chl,2007,43981485640707.10156
chl,2008,50276717355485.39844
chl,2009,52165500293179.60156
chl,2010,58852405889854.79688
chl,2011,65257819979770.70312
chl,2012,72295164200672.89062
chl,2013,78515669440594.5
chl,2014,84250429385320.70312
chl,2015,92369718627097.59375
chl,2016,99352091409581.59375
chl,2017,104148797793862
chl,2018,111310477368748
chl,2019,115424681939363
chl,2020,113247312129150
chn,1960,47680000000
chn,1961,39770000000
chn,1962,34510000000
chn,1963,33790000000
chn,1964,39160000000
chn,1965,47440000000
chn,1966,47110000000
chn,1967,47200000000
chn,1968,47530000000
chn,1969,53100000000
chn,1970,56830000000
chn,1971,60060000000
chn,1972,63330000000
chn,1973,66840000000
chn,1974,68270000000
chn,1975,68960000000
chn,1976,67560000000
chn,1977,79010000000
chn,1978,90512493980
chn,1979,91614785060
chn,1980,102341482000
chn,1981,112112840020
chn,1982,121403812760
chn,1983,139705031160
chn,1984,185815182240
chn,1985,267084334790
chn,1986,309697853410
chn,1987,369629915400
chn,1988,474201439300
chn,1989,565083473730
chn,1990,611155829170
chn,1991,758721872300
chn,1992,966923457200
chn,1993,1231297081000
chn,1994,1671311980400
chn,1995,2064267560800
chn,1996,2410803026000
chn,1997,2790479121100
chn,1998,3155925200400
chn,1999,3493552320100
chn,2000,3989911600700
chn,2001,4570124524300
chn,2002,5142311036400
chn,2003,5775602992200
chn,2004,6665086031190
chn,2005,7743000302100
chn,2006,9176224009740
chn,2007,11578767439410
chn,2008,13682753803120
chn,2009,15476511459140
chn,2010,18206189033970
chn,2011,21612362099100
chn,2012,24485624900220
chn,2013,27798354276850
chn,2014,31065396323790
chn,2015,34974465004380
chn,2016,39082805998970
chn,2017,43835594736850
chn,2018,48970076257980
chn,2019,53537100000000
chn,2020,55397680000000
civ,1960,52168757300
civ,1961,60219019300
civ,1962,63421749300
civ,1963,76699717700
civ,1964,99605942300
civ,1965,100199989200
civ,1966,112400007200
civ,1967,123499999200
civ,1968,152700010500
civ,1969,180500004800
civ,1970,199700021200
civ,1971,215600013300
civ,1972,235200004000
civ,1973,286299996100
civ,1974,431900000300
civ,1975,456599978000
civ,1976,659000066000
civ,1977,932400005100
civ,1978,1027600056300
civ,1979,1099599970200
civ,1980,1169099980800
civ,1981,1257472917500
civ,1982,1357349912600
civ,1983,1475859906600
civ,1984,1683603914700
civ,1985,1683900006500
civ,1986,1593907085300
civ,1987,1468947955700
civ,1988,1383982104600
civ,1989,1416271953900
civ,1990,1212013947600
civ,1991,1246402886800
civ,1992,1226547793300
civ,1993,1533562036100
civ,1994,2478485505700
civ,1995,2992675875800
civ,1996,3414117738600
civ,1997,3628273000000
civ,1998,3946826000000
civ,1999,4182821000000
civ,2000,4082681000000
civ,2001,4331751000000
civ,2002,4442762000000
civ,2003,4461056000000
civ,2004,4757501000000
civ,2005,4919509000000
civ,2006,5011622000000
civ,2007,5336530000000
civ,2008,5742074000000
civ,2009,6162000000000
civ,2010,6539782000000
civ,2011,5881504000000
civ,2012,7355687000000
civ,2013,8197114000000
civ,2014,8999141000000
civ,2015,12940073034200
civ,2016,13292013747800
civ,2017,13839810203600
civ,2018,13949953000000
civ,2019,14786893000000
civ,2020,14876964060700
cmr,1965,93700014100
cmr,1966,99299987500
cmr,1967,112300003300
cmr,1968,126900031500
cmr,1969,142600024100
cmr,1970,159099985900
cmr,1971,169500003600
cmr,1972,185700006100
cmr,1973,214400003800
cmr,1974,273099990300
cmr,1975,322299992300
cmr,1976,369999987000
cmr,1977,400000008200
cmr,1978,554400006100
cmr,1979,611100049400
cmr,1980,557769973800
cmr,1981,676489936900
cmr,1982,803300040700
cmr,1983,1023199854600
cmr,1984,1144650039300
cmr,1985,1556599947300
cmr,1986,1749300019200
cmr,1987,1710700003400
cmr,1988,1633299898400
cmr,1989,1518100045800
cmr,1990,1504999956400
cmr,1991,1493000020000
cmr,1992,1462599958600
cmr,1993,2172778348300
cmr,1994,2215883283700
cmr,1995,2489872268700
cmr,1996,2559825946200
cmr,1997,2853465997600
cmr,1998,3037356395700
cmr,1999,3251631756900
cmr,2000,3379221274600
cmr,2001,3725209278800
cmr,2002,3958200673600
cmr,2003,4250866936700
cmr,2004,4776294242500
cmr,2005,4954366791600
cmr,2006,5235921785500
cmr,2007,5623535951100
cmr,2008,6130971609300
cmr,2009,6650228333200
cmr,2010,6891394808800
cmr,2011,7472937874200
cmr,2012,7815198128000
cmr,2013,8382153457100
cmr,2014,9059924275300
cmr,2015,9437805045100
cmr,2016,10112755000000
cmr,2017,10556455000000
cmr,2018,11200791000000
cmr,2019,11860514000000
cmr,2020,12208851000000
cod,1994,18615500
cod,1995,102245100
cod,1996,970899900
cod,1997,2394099900
cod,1998,3095499800
cod,1999,14663285700
cod,2000,586275195100
cod,2001,770856730100
cod,2002,1151405347400
cod,2003,1521366448400
cod,2004,1652594421900
cod,2005,2461084000000
cod,2006,3012585000000
cod,2007,3767501255300
cod,2008,4286104637100
cod,2009,5791799109000
cod,2010,6911572603900
cod,2011,7867745345500
cod,2012,8944077954000
cod,2013,9716261133800
cod,2014,10532490233800
cod,2015,11623351847100
cod,2016,12691172369800
cod,2017,18790844523800
cod,2018,24873082623800
cod,2019,28327025688300
cod,2020,32201526494700
cog,1960,19177055200
cog,1961,22877055000
cog,1962,25419680700
cog,1963,25857381900
cog,1964,27795090400
cog,1965,30100008000
cog,1966,33100000000
cog,1967,35199990000
cog,1968,38000000000
cog,1969,43299960000
cog,1970,44200000000
cog,1971,54100030000
cog,1972,64500000000
cog,1973,75100000000
cog,1974,83800000000
cog,1975,87300000000
cog,1976,88200000000
cog,1977,99500000000
cog,1978,108000000000
cog,1979,125699980000
cog,1980,150299990000
cog,1981,223300000000
cog,1982,281000000000
cog,1983,304400000000
cog,1984,349800100000
cog,1985,375100290000
cog,1986,353919530000
cog,1987,360985983000
cog,1988,370469000000
cog,1989,374186008600
cog,1990,354300000000
cog,1991,404700000000
cog,1992,411200000000
cog,1993,406300000000
cog,1994,434220000000
cog,1995,471900000000
cog,1996,509100000000
cog,1997,460900000000
cog,1998,494400000000
cog,1999,440200000000
cog,2000,516800000000
cog,2001,588100000000
cog,2002,640300000000
cog,2003,661400000000
cog,2004,703000000000
cog,2005,1030883000000
cog,2006,1284729000000
cog,2007,1502255000000
cog,2008,1518723000000
cog,2009,1547001993253.33008
cog,2010,1654619320000
cog,2011,1884028600000
cog,2012,2437678000000
cog,2013,2535494414581.91992
cog,2014,2813120534732.33008
cog,2015,2785268831231.58984
cog,2016,2937130935220.22949
cog,2017,2843113325933.97998
cog,2018,2774597383173.8999
cog,2019,3016649421688.04004
cog,2020,3148989000000
col,1965,28104000000
col,1966,34283000000
col,1967,38818000000
col,1968,44856000000
col,1969,52676000000
col,1970,63123000000
col,1971,76800000000
col,1972,90571000000
col,1973,111466000000
col,1974,148638000000
col,1975,192888000000
col,1976,245532000000
col,1977,322500000000
col,1978,429808000000
col,1979,582803000000
col,1980,771055000000
col,1981,997507000000
col,1982,1266497000000
col,1983,1551682000000
col,1984,1921558000000
col,1985,2391337000000
col,1986,3093924000000
col,1987,4082976000000
col,1988,5463130000000
col,1989,7072897000000
col,1990,11607334000000
col,1991,15140353000000
col,1992,20348297000000
col,1993,27004563000000
col,1994,35674927000000
col,1995,45540916000000
col,1996,57623092000000
col,1997,71070406000000
col,1998,82767739000000
col,1999,88248497000000
col,2000,119268000000000
col,2001,129107000000000
col,2002,138506000000000
col,2003,149525000000000
col,2004,166661000000000
col,2005,179694000000000
col,2006,200383000000000
col,2007,226915000000000
col,2008,247863000000000
col,2009,268242000000000
col,2010,290523000000000
col,2011,318426000000000
col,2012,346499000000000
col,2013,380977000000000
col,2014,416805000000000
col,2015,452362000000000
col,2016,491480000000000
col,2017,530268000000000
col,2018,569488000000000
col,2019,616557000000000
col,2020,597160484596089
com,1980,24451000000
com,1981,29096000000
com,1982,32975000000
com,1983,39821000000
com,1984,44011000000
com,1985,48198000000
com,1986,52728000000
com,1987,55319000000
com,1988,57906000000
com,1989,59406000000
com,1990,63789000000
com,1991,65247000000
com,1992,66023000000
com,1993,69934000000
com,1994,72482000000
com,1995,81347000000
com,1996,82865000000
com,1997,87001000000
com,1998,89304000000
com,1999,96312000000
com,2000,101998000000
com,2001,113386000000
com,2002,120861000000
com,2003,129712000000
com,2004,136681000000
com,2005,141004000000
com,2006,149238000000
com,2007,155092000000
com,2008,170861000000
com,2009,170907000000
com,2010,179222000000
com,2011,193823000000
com,2012,210213000000
com,2013,219376000000
com,2014,228949000000
com,2015,235160000000
com,2016,243868000000
com,2017,254313000000
com,2018,260743000000
com,2019,271415000000
com,2020,270252644800
cpv,1980,3684868000
cpv,1981,4541747000
cpv,1982,5870516000
cpv,1983,7014852000
cpv,1984,7904300000
cpv,1985,8711339000
cpv,1986,10474133000
cpv,1987,10850844200
cpv,1988,12000239200
cpv,1989,13145270600
cpv,1990,11937455400
cpv,1991,12853485600
cpv,1992,13561588500
cpv,1993,26559058900
cpv,1994,18839097200
cpv,1995,21724012500
cpv,1996,24303680500
cpv,1997,28375247900
cpv,1998,32108133900
cpv,1999,38616761700
cpv,2000,42195965900
cpv,2001,48163886600
cpv,2002,51363599200
cpv,2003,56726643800
cpv,2004,59035342500
cpv,2005,61870618200
cpv,2006,70690371600
cpv,2007,74354528500
cpv,2008,80510746900
cpv,2009,81782389900
cpv,2010,84750515200
cpv,2011,89645248800
cpv,2012,93463627100
cpv,2013,95045237600
cpv,2014,94563490500
cpv,2015,96042516800
cpv,2016,102435712600
cpv,2017,105999425200
cpv,2018,111872657900
cpv,2019,119827684500
cpv,2020,97069012800
cri,1960,1530700000
cri,1961,1575000000
cri,1962,1712900000
cri,1963,1844400000
cri,1964,1937900000
cri,1965,2099600000
cri,1966,2314100000
cri,1967,2489200000
cri,1968,2703500000
cri,1969,2992800000
cri,1970,3475800000
cri,1971,3862800000
cri,1972,4420100000
cri,1973,5393500000
cri,1974,7004900000
cri,1975,8786900000
cri,1976,10787600000
cri,1977,13679300000
cri,1978,16159400000
cri,1979,19035900000
cri,1980,22867300000
cri,1981,28756800000
cri,1982,48524400000
cri,1983,63866500000
cri,1984,80429900000
cri,1985,103444500000
cri,1986,126937400000
cri,1987,154660400000
cri,1988,191736200000
cri,1989,237988300000
cri,1990,305952600000
cri,1991,465175653610.09998
cri,1992,591826699427.89001
cri,1993,718856512209.81006
cri,1994,870507697634.64001
cri,1995,1086843728764.65002
cri,1996,1284995949273.58008
cri,1997,1546140984392.67993
cri,1998,1863098140831.3501
cri,1999,2207720268331.75977
cri,2000,2585752249129.22949
cri,2001,2978580700129.72021
cri,2002,3427296520049.12939
cri,2003,3978003152457.39062
cri,2004,4669932415786.09961
cri,2005,5534718556886.86035
cri,2006,6756371989475.08008
cri,2007,8052302783982.75
cri,2008,9632249530446.8418
cri,2009,10762484008801.59961
cri,2010,12258979818798.19922
cri,2011,13662193886814.09961
cri,2012,15269791110158.59961
cri,2013,16696170697209.09961
cri,2014,18592439517166.30078
cri,2015,20305085608634.69531
cri,2016,21623635891824.30078
cri,2017,23471479543438.39844
cri,2018,24731527253458.10156
cri,2019,26097939930089
cri,2020,24771623465662.60156
cub,1996,16181268700
cub,1997,16210808100
cub,1998,17130031200
cub,1999,19036715200
cub,2000,20347200000
cub,2001,21381200000
cub,2002,23312900000
cub,2003,25388700000
cub,2004,27296800000
cub,2005,31109041300
cub,2006,38645500000
cub,2007,42451700000
cub,2008,43977000000
cub,2009,44979000000
cub,2010,46618000000
cub,2011,50367000000
cub,2012,52411000000
cub,2013,55369000000
cub,2014,58786000000
cub,2015,63397000000
cub,2016,65831000000
cub,2017,68587000000
cub,2018,70249000000
cub,2019,72819000000
cub,2020,78914000000
cym,2006,2924381100
cym,2007,3142464500
cym,2008,3248671200
cym,2009,3100671400
cym,2010,3034827600
cym,2011,3045822000
cym,2012,3117768700
cym,2013,3201461800
cym,2014,3320051800
cym,2015,3430567600
cym,2016,3553614300
cym,2017,3749987600
cym,2018,3963998800
cym,2019,4266500550.85492
cyp,1995,5100693000
cyp,1996,5345079000
cyp,1997,5749628000
cyp,1998,6278470000
cyp,1999,6834846000
cyp,2000,7393422000
cyp,2001,7915973000
cyp,2002,8124332000
cyp,2003,8652081000
cyp,2004,9259397000
cyp,2005,9891958000
cyp,2006,10718880000
cyp,2007,11575084000
cyp,2008,12616530000
cyp,2009,13068534000
cyp,2010,13895240000
cyp,2011,14640870000
cyp,2012,14560357000
cyp,2013,13688744000
cyp,2014,13207300000
cyp,2015,13494907000
cyp,2016,14098462000
cyp,2017,14997766000
cyp,2018,15821830000
cyp,2019,16794590000
cyp,2020,15989721000
cze,1993,602027195000
cze,1994,700403439000
cze,1995,821056000000
cze,1996,927637000000
cze,1997,1023317000000
cze,1998,1141598000000
cze,1999,1212724000000
cze,2000,1297032000000
cze,2001,1396647000000
cze,2002,1495477000000
cze,2003,1599085000000
cze,2004,1679578000000
cze,2005,1791962000000
cze,2006,1920499000000
cze,2007,2095414000000
cze,2008,2229613000000
cze,2009,2204151000000
cze,2010,2227549000000
cze,2011,2221372000000
cze,2012,2239298000000
cze,2013,2262582000000
cze,2014,2355114000000
cze,2015,2500360000000
cze,2016,2612003000000
cze,2017,2815824000000
cze,2018,3052304000000
cze,2019,3299045000000
cze,2020,3320835000000
deu,1991,893902000000
deu,1992,976700000000
deu,1993,1035679000000
deu,1994,1081322000000
deu,1995,1133672000000
deu,1996,1167202000000
deu,1997,1198386000000
deu,1998,1234430000000
deu,1999,1267344000000
deu,2000,1296349000000
deu,2001,1350949000000
deu,2002,1387495000000
deu,2003,1398979000000
deu,2004,1430741000000
deu,2005,1449978000000
deu,2006,1496004000000
deu,2007,1547572000000
deu,2008,1584506000000
deu,2009,1570857000000
deu,2010,1596561000000
deu,2011,1664468000000
deu,2012,1693492000000
deu,2013,1748429000000
deu,2014,1818185000000
deu,2015,1880909000000
deu,2016,1936348000000
deu,2017,2019008000000
deu,2018,2092296000000
deu,2019,2165499000000
deu,2020,2132088000000
dji,2013,292283509000
dji,2014,316146981000
dji,2015,346575380800
dji,2016,372227917800
dji,2017,387225489300
dji,2018,401393068100
dji,2019,451422000000
dji,2020,422530992000
dma,1977,67670000
dma,1978,83420000
dma,1979,87170000
dma,1980,113020000
dma,1981,121390000
dma,1982,131910000
dma,1983,149490000
dma,1984,167680000
dma,1985,186140000
dma,1986,207110000
dma,1987,231840000
dma,1988,255720000
dma,1989,288350000
dma,1990,313770000
dma,1991,352700000
dma,1992,375880000
dma,1993,394290000
dma,1994,437890000
dma,1995,458940000
dma,1996,482740000
dma,1997,498590000
dma,1998,531060000
dma,1999,549890000
dma,2000,559470000
dma,2001,581230000
dma,2002,569560000
dma,2003,588870000
dma,2004,615300000
dma,2005,598610000
dma,2006,641630000
dma,2007,671780000
dma,2008,723480000
dma,2009,784540000
dma,2010,803910000
dma,2011,798590000
dma,2012,789300000
dma,2013,795350000
dma,2014,829100000
dma,2015,856500000
dma,2016,884770000
dma,2017,850370000
dma,2018,794520000
dma,2019,915400000
dma,2020,788060000
dnk,1966,44515628000
dnk,1967,49744976000
dnk,1968,55328320000
dnk,1969,63664340000
dnk,1970,72725643000
dnk,1971,81422733000
dnk,1972,92552613000
dnk,1973,108287866000
dnk,1974,122932551000
dnk,1975,139948237000
dnk,1976,163116394000
dnk,1977,179072650000
dnk,1978,199136462000
dnk,1979,223428819000
dnk,1980,237045939000
dnk,1981,264343010000
dnk,1982,302822324000
dnk,1983,334263979000
dnk,1984,362532008000
dnk,1985,392347290000
dnk,1986,416040853000
dnk,1987,442893491000
dnk,1988,465912153000
dnk,1989,493536428000
dnk,1990,520959222000
dnk,1991,548151116000
dnk,1992,570854994000
dnk,1993,585616051000
dnk,1994,621066934000
dnk,1995,638824836000
dnk,1996,663624490000
dnk,1997,696493407000
dnk,1998,720356744000
dnk,1999,754053881000
dnk,2000,800719012000
dnk,2001,835079239000
dnk,2002,866991252000
dnk,2003,894254229000
dnk,2004,933613865000
dnk,2005,976765186000
dnk,2006,1025167629000
dnk,2007,1069149307000
dnk,2008,1122976715000
dnk,2009,1127014144000
dnk,2010,1184135519000
dnk,2011,1195434336000
dnk,2012,1218188286000
dnk,2013,1257201273000
dnk,2014,1299616650000
dnk,2015,1340610935000
dnk,2016,1373223655000
dnk,2017,1423369668000
dnk,2018,1462785379000
dnk,2019,1499469643000
dnk,2020,1503735721000
dom,1960,575999900
dom,1961,568499900
dom,1962,714500000
dom,1963,821599900
dom,1964,893099900
dom,1965,402500000
dom,1966,405000000
dom,1967,422300000
dom,1968,444000000
dom,1969,490300000
dom,1970,591700000
dom,1971,665700000
dom,1972,824100100
dom,1973,937100000
dom,1974,1047200000
dom,1975,1255900000
dom,1976,1574200000
dom,1977,1863699900
dom,1978,2101900200
dom,1979,2365500000
dom,1980,2912000300
dom,1981,3367999600
dom,1982,3802000100
dom,1983,4060000000
dom,1984,4698399500
dom,1985,9331700300
dom,1986,8867500000
dom,1987,13483999400
dom,1988,16940527600
dom,1989,19937772100
dom,1990,28744941700
dom,1991,57777270900
dom,1992,68682500400
dom,1993,79710886500
dom,1994,91679893700
dom,1995,106626066800
dom,1996,117282562300
dom,1997,142244325200
dom,1998,157486626000
dom,1999,177549109800
dom,2000,205053510000
dom,2001,230580628700
dom,2002,256738279600
dom,2003,346755984800
dom,2004,516116774900
dom,2005,604215305900
dom,2006,701336018300
dom,2007,801154477900
dom,2008,951183693600
dom,2009,1026960206800
dom,2010,1175898231900
dom,2011,1318144685700
dom,2012,1429451677700
dom,2013,1543941085100
dom,2014,1717938003600
dom,2015,1893308112700
dom,2016,2087092095600
dom,2017,2259766317300
dom,2018,2483352542400
dom,2019,2659546756900
dom,2020,2549397211700
dza,1999,1262201000000
dza,2000,1365318000000
dza,2001,1511956000000
dza,2002,1630571000000
dza,2003,1809073000000
dza,2004,2065115000000
dza,2005,2341202000000
dza,2006,2632028000000
dza,2007,3107295000000
dza,2008,3686961000000
dza,2009,4062803000000
dza,2010,4706214000000
dza,2011,5903517000000
dza,2012,6565614000000
dza,2013,7026129000000
dza,2014,7561501000000
dza,2015,8108855800000
dza,2016,8633521000000
dza,2017,8991720000000
dza,2018,9235704000000
dza,2019,9512230000000
dza,2020,8960532000000
ecu,1960,706252090.16989
ecu,1961,660971972.0635
ecu,1962,608238636.55967
ecu,1963,727436013.13996
ecu,1964,900018187.46684
ecu,1965,980207000
ecu,1966,1030538000
ecu,1967,1075055000
ecu,1968,1050325000
ecu,1969,1360759000
ecu,1970,1191732000
ecu,1971,1141328000
ecu,1972,1338488000
ecu,1973,1733159000
ecu,1974,3016652000
ecu,1975,3754224000
ecu,1976,4483872000
ecu,1977,5430247000
ecu,1978,5978470000
ecu,1979,7244572000
ecu,1980,9534624000
ecu,1981,11557099000
ecu,1982,10322802000
ecu,1983,9009952000
ecu,1984,8175987000
ecu,1985,8186884000
ecu,1986,7234248000
ecu,1987,6540214000
ecu,1988,5794719000
ecu,1989,6163402000
ecu,1990,6872381000
ecu,1991,7588107000
ecu,1992,8066367000
ecu,1993,8383206000
ecu,1994,10448503000
ecu,1995,11674818000
ecu,1996,12471032000
ecu,1997,14126499000
ecu,1998,14567220000
ecu,1999,9723191000
ecu,2000,8292457000
ecu,2001,12327228000
ecu,2002,14809162000
ecu,2003,17573488000
ecu,2004,19779724000
ecu,2005,22176551000
ecu,2006,24234275000
ecu,2007,26162464000
ecu,2008,30593498000
ecu,2009,32547719000
ecu,2010,35577019000
ecu,2011,39089283000
ecu,2012,43061216000
ecu,2013,46854631000
ecu,2014,50196931000
ecu,2015,51008790000
ecu,2016,51522142000
ecu,2017,53431946000
ecu,2018,55326438000
ecu,2019,56003670000
ecu,2020,52007063000
egy,1960,603400000
egy,1961,640800000
egy,1962,664500000
egy,1963,729600000
egy,1964,809400000
egy,1965,869900000
egy,1966,952800000
egy,1967,1003200000
egy,1968,966400000
egy,1969,1001100000
egy,1970,1346500000
egy,1971,1456100000
egy,1972,1576200000
egy,1973,1644700000
egy,1974,1886100000
egy,1975,2244900000
egy,1976,2826000000
egy,1977,3334300000
egy,1978,4170800000
egy,1979,5156800000
egy,1980,6367556527.90453
egy,1981,6828400000
egy,1982,10726000000
egy,1983,12742000000
egy,1984,15268000000
egy,1985,18219000000
egy,1986,21466000000
egy,1987,25864001500
egy,1988,30605000600
egy,1989,38301002700
egy,1990,47545000300
egy,1991,54750997700
egy,1992,65684000000
egy,1993,73393000000
egy,1994,82087000000
egy,1995,97260000000
egy,1996,109501000000
egy,1997,128036000000
egy,1998,138779400000
egy,1999,146281700000
egy,2000,158234900000
egy,2001,166644800000
egy,2002,174258100000
egy,2003,187475200000
egy,2004,218827000000
egy,2005,247328900000
egy,2006,276050100000
egy,2007,349266500000
egy,2008,417914600000
egy,2009,485311500000
egy,2010,557844000000
egy,2011,626812400000
egy,2012,867019600000
egy,2013,973003000000
egy,2014,1114437100000
egy,2015,1299435100000
egy,2016,1476170000000
egy,2017,1847458300000
egy,2018,2285336586600
egy,2019,2686154067500
egy,2020,3030577697100
esp,1995,278041000000
esp,1996,293062000000
esp,1997,309428000000
esp,1998,329871000000
esp,1999,352516000000
esp,2000,383525000000
esp,2001,417373000000
esp,2002,449142000000
esp,2003,480365000000
esp,2004,516493000000
esp,2005,554778000000
esp,2006,602693000000
esp,2007,659293000000
esp,2008,704570000000
esp,2009,711562000000
esp,2010,710963000000
esp,2011,720102000000
esp,2012,706619000000
esp,2013,698769000000
esp,2014,706506000000
esp,2015,732538000000
esp,2016,756351000000
esp,2017,787710000000
esp,2018,816445000000
esp,2019,845483000000
esp,2020,760257000000
est,1995,1632430000
est,1996,2108721000
est,1997,2630557000
est,1998,2999860000
est,1999,3378039000
est,2000,3737414000
est,2001,4209800000
est,2002,4690602000
est,2003,5221666000
est,2004,5824209000
est,2005,6701050000
est,2006,7852076000
est,2007,9359226000
est,2008,9896290000
est,2009,8599008000
est,2010,8833170000
est,2011,9721240000
est,2012,10535595000
est,2013,11190246000
est,2014,11881615000
est,2015,12377714000
est,2016,13056188000
est,2017,14387694000
est,2018,15665050000
est,2019,17013231000
est,2020,16823111000
eth,1981,4665059700
eth,1982,5177230000
eth,1983,5633089700
eth,1984,5957570500
eth,1985,6516700800
eth,1986,6903760300
eth,1987,7502494600
eth,1988,7983002000
eth,1989,8500363900
eth,1990,9150000400
eth,1991,8269709800
eth,1992,7889335400
eth,1993,10829344000
eth,1994,13541516700
eth,1995,15878065500
eth,1996,17970981700
eth,1997,15276564900
eth,1998,17669717900
eth,1999,20740649000
eth,2000,25150010200
eth,2001,26390810900
eth,2002,27794717300
eth,2003,31633227100
eth,2004,34994629700
eth,2005,41998499000
eth,2006,51167230600
eth,2007,67788188600
eth,2008,94828603100
eth,2009,131031847500
eth,2010,161123014800
eth,2011,213397331000
eth,2012,288329926000
eth,2013,343908443000
eth,2014,423180161000
eth,2015,513288056000
eth,2016,575877193000
eth,2017,671416492000
eth,2018,801058053000
eth,2019,999548958000
eth,2020,1242210246000
fin,1975,8325792000
fin,1976,9806567000
fin,1977,10783430000
fin,1978,11874895000
fin,1979,13715208000
fin,1980,15738000000
fin,1981,18214000000
fin,1982,20726000000
fin,1983,23368000000
fin,1984,26246000000
fin,1985,29294000000
fin,1986,32050000000
fin,1987,34998000000
fin,1988,38792000000
fin,1989,43357000000
fin,1990,47543000000
fin,1991,48363000000
fin,1992,48036000000
fin,1993,48079000000
fin,1994,50013000000
fin,1995,53540000000
fin,1996,56232000000
fin,1997,60176000000
fin,1998,64498000000
fin,1999,68137000000
fin,2000,72249000000
fin,2001,78547000000
fin,2002,81541000000
fin,2003,83765000000
fin,2004,88623000000
fin,2005,91995000000
fin,2006,95012000000
fin,2007,102314000000
fin,2008,109225000000
fin,2009,108333000000
fin,2010,110897000000
fin,2011,117426000000
fin,2012,122008000000
fin,2013,123497000000
fin,2014,125660000000
fin,2015,128570000000
fin,2016,131257000000
fin,2017,135247000000
fin,2018,139720000000
fin,2019,144376000000
fin,2020,141645000000
fji,1963,31500000
fji,1964,36600000
fji,1965,42800000
fji,1966,47100000
fji,1967,52400000
fji,1968,58000000
fji,1969,68000000
fji,1970,80900000
fji,1971,99100000
fji,1972,120500000
fji,1973,158300100
fji,1974,214500000
fji,1975,268400100
fji,1976,295599700
fji,1977,338999700
fji,1978,375800000
fji,1979,443500000
fji,1980,503200100
fji,1981,561399900
fji,1982,596050000
fji,1983,638386000
fji,1984,715196000
fji,1985,732395000
fji,1986,782648000
fji,1987,740983000
fji,1988,842609000
fji,1989,835860000
fji,1990,968894200
fji,1991,994443100
fji,1992,1099218800
fji,1993,1178658100
fji,1994,1227338300
fji,1995,1320207000
fji,1996,1440900000
fji,1997,1488000000
fji,1998,1654700000
fji,1999,1930800000
fji,2000,1903019000
fji,2001,2030572000
fji,2002,2152511000
fji,2003,2337488000
fji,2004,2482463000
fji,2005,2889644900
fji,2006,3025305900
fji,2007,3159982200
fji,2008,3226726300
fji,2009,3283329400
fji,2010,3463328900
fji,2011,3936300000
fji,2012,4123200000
fji,2013,4388100000
fji,2014,5091707300
fji,2015,5445106500
fji,2016,5632028500
fji,2017,6028890000
fji,2018,6282544000
fji,2019,6410235500
fji,2020,5230306419.51398
fra,1960,21960000000
fra,1961,24347000000
fra,1962,27250000000
fra,1963,31251000000
fra,1964,34773000000
fra,1965,37808000000
fra,1966,41378000000
fra,1967,45359000000
fra,1968,51039000000
fra,1969,58662000000
fra,1970,66117000000
fra,1971,74050000000
fra,1972,82324000000
fra,1973,95130000000
fra,1974,114939000000
fra,1975,131688000000
fra,1976,153182000000
fra,1977,175665000000
fra,1978,199040000000
fra,1979,226841000000
fra,1980,261262000000
fra,1981,299590000000
fra,1982,344085000000
fra,1983,386237000000
fra,1984,424694000000
fra,1985,455050000000
fra,1986,493341000000
fra,1987,522724000000
fra,1988,567131000000
fra,1989,616590000000
fra,1990,653145000000
fra,1991,685801000000
fra,1992,719065000000
fra,1993,740506000000
fra,1994,766329000000
fra,1995,789122000000
fra,1996,815323000000
fra,1997,845438000000
fra,1998,885317000000
fra,1999,923112000000
fra,2000,980466000000
fra,2001,1029532000000
fra,2002,1070413000000
fra,2003,1109802000000
fra,2004,1161551000000
fra,2005,1210129000000
fra,2006,1270001000000
fra,2007,1339684000000
fra,2008,1387773000000
fra,2009,1370046000000
fra,2010,1409711000000
fra,2011,1444557000000
fra,2012,1468001000000
fra,2013,1488462000000
fra,2014,1512276000000
fra,2015,1543491000000
fra,2016,1575182000000
fra,2017,1614625000000
fra,2018,1656588000000
fra,2019,1707407000000
fra,2020,1638793000000
fro,1998,3765500000
fro,1999,4075300000
fro,2000,4355200000
fro,2001,4847500000
fro,2002,5190300000
fro,2003,5436500000
fro,2004,5664400000
fro,2005,5907400000
fro,2006,6435700000
fro,2007,6864100000
fro,2008,7234600000
fro,2009,7377900000
fro,2010,7612700000
fro,2011,7850700000
fro,2012,8280200000
fro,2013,8716400000
fro,2014,9179700000
fro,2015,9557300000
fro,2016,9811800000
fro,2017,10110400000
fro,2018,10362500000
fro,2019,10802000000
fsm,1995,144986600
fsm,1996,144324300
fsm,1997,136511200
fsm,1998,136124100
fsm,1999,140065200
fsm,2000,146407400
fsm,2001,154661700
fsm,2002,159209800
fsm,2003,157585800
fsm,2004,156829500
fsm,2005,162530200
fsm,2006,168667100
fsm,2007,167674500
fsm,2008,169231500
fsm,2009,172193100
fsm,2010,180307800
fsm,2011,183311100
fsm,2012,187166700
fsm,2013,189785400
fsm,2014,204323300
fsm,2015,195760000
fsm,2016,202644900
fsm,2017,222601700
fsm,2018,268348200
fsm,2019,272487100
fsm,2020,273909400
