geo,time,ny_tax_nind_cd
bwa,2017,950318920.69505
bwa,2018,980385294.11765
bwa,2019,914957372.23291
bwa,2020,872133866.37803
caf,1960,4078384.5191
caf,1961,4485034.86707
caf,1962,5713959.90187
caf,1963,6530175.12297
caf,1964,8162357.89333
caf,1965,8569298.48866
caf,1966,10175904.76004
caf,1967,10569067.02374
caf,1968,25346295.33209
caf,1969,20321429.47816
caf,1970,19788627.18978
caf,1971,22047013.59873
caf,1972,25181684.86309
caf,1973,35191366.83159
caf,1974,2633858.00111
caf,1975,26372169.85072
caf,1976,27633896.97866
caf,1977,33917617.5321
caf,1978,38468465.92533
caf,1979,29464987.10051
caf,1980,46857333.59965
caf,1981,40849029.28074
caf,1982,42909496.25738
caf,1983,35953646.6124
caf,1984,42795987.79467
caf,1985,70328515.81368
caf,1986,76521942.01716
caf,1987,77871713.46185
caf,1988,81894401.24197
caf,1989,85681156.25832
caf,1990,117197302.03831
caf,1991,87548372.62045
caf,1992,88495374.6206
caf,1993,70510724.227
caf,1994,42285304.86143
caf,1995,58675682.22196
caf,1996,30465006.90838
caf,1997,57566834.92402
caf,1998,71870278.21595
caf,1999,66103718.52095
caf,2000,45661632.27624
caf,2001,41640377.68821
caf,2002,50366706.3517
caf,2003,53165836.28742
caf,2004,70605855.02365
caf,2005,66940541.04883
caf,2006,69475402.19254
caf,2007,96814550.89316
caf,2008,112541276.38138
caf,2009,128550955.41738
caf,2010,143493973.15207
caf,2011,117560030.94757
caf,2012,140301862.88956
caf,2013,66209812.68258
caf,2014,89791077.51926
caf,2015,71478626.01501
caf,2016,86904342.44968
caf,2017,95183592.09778
caf,2018,138447177.18088
caf,2019,151450343.99422
caf,2020,127254445.90383
can,1970,6905314384.15159
can,1971,7843647256.88255
can,1972,9240602081.01828
can,1973,10505713428.6571
can,1974,12669704498.9775
can,1975,10381095163.1931
can,1976,13303106490.8722
can,1977,13438429713.2111
can,1978,13022578241.4307
can,1979,13304502304.9343
can,1980,12957029592.884
can,1981,18988239219.2843
can,1982,18905730728.7023
can,1983,18861570918.5329
can,1984,19609296579.4147
can,1985,20960087879.8975
can,1986,24641957538.683
can,1987,29139517345.3997
can,1988,36511741285.4473
can,1989,43150337837.8378
can,1990,42730545080.5622
can,1991,44787466177.8825
can,1992,44154049805.5762
can,1993,42926904891.0937
can,1994,41969097832.4546
can,1995,43972602739.726
can,1996,44996699669.967
can,1997,47952477249.7472
can,1998,47013818672.0593
can,1999,49938749411.052
can,2000,52935829237.0884
can,2001,50938791322.314
can,2002,56466577454.9162
can,2003,63725644136.74969
can,2004,72245196003.07458
can,2005,80630467073.7746
can,2006,88763222849.08321
can,2007,97390373335.81599
can,2008,95591377694.47049
can,2009,89419123436.26979
can,2010,103869213869.80099
can,2011,112921990104.16499
can,2012,116847227950.187
can,2013,116798986461.69
can,2014,115089685479.62399
can,2015,104495966269.534
can,2016,105180601288.35699
can,2017,114880870581.26401
can,2018,117528670912.59599
can,2019,115508566980.418
can,2020,100760340562.811
che,1980,2728367249.50767
che,1981,2642077690.66287
che,1982,2637229473.47683
che,1983,2638000571.67357
che,1984,2635983317.01919
che,1985,2743454885.84103
che,1986,4068557451.77609
che,1987,5234275751.07296
che,1988,5674808309.98428
che,1989,5556167247.38676
che,1990,7146854304.63576
che,1991,6282348675.03487
che,1992,6070590243.20865
che,1993,6318423118.57065
che,1994,7138467500.18279
che,1995,10501343763.2135
che,1996,9867991100.32363
che,1997,9028562667.95287
che,1998,9849271623.67223
che,1999,11987011050.4593
che,2000,12287030435.8124
che,2001,11760199099.3126
che,2002,11655685871.9364
che,2003,13462367268.1369
che,2004,15390028950.5428
che,2005,15565154192.0977
che,2006,16627153453.5014
che,2007,18600622292.5691
che,2008,20978986243.1908
che,2009,19505899273.9638
che,2010,21575743780.8995
che,2011,25146980987.6894
che,2012,22475837484.3282
che,2013,22937814890.6864
che,2014,23383060100.7524
che,2015,21800275410.066
che,2016,20596404970.9799
che,2017,21279093455.6502
che,2018,20814948272.6297
che,2019,19979414857.4879
che,2020,20639478080.2585
chl,1960,118529894.49003
chl,1961,136627274.62477
chl,1962,161021733.88459
chl,1963,155212066.72444
chl,1964,135320434.45147
chl,1965,146071453.31775
chl,1966,219876244.97522
chl,1967,230183437.10711
chl,1968,206579671.83512
chl,1969,224566319.29225
chl,1970,301654039.10271
chl,1971,273433607.6483
chl,1972,288091674.46315
chl,1973,457839641.52887
chl,1974,576161225.53775
chl,1975,280295525.75174
chl,1976,397202031.75663
chl,1977,678819780.63965
chl,1978,824048498.05948
chl,1979,1189860381.34372
chl,1980,1614117937.51958
chl,1981,2095095990.65988
chl,1982,1205812432.63821
chl,1983,1168353625.62101
chl,1984,1452800554.89096
chl,1985,1315977776.58604
chl,1986,2128325859.84278
chl,1987,2502127887.40498
chl,1988,2416611776.22329
chl,1989,2712557091.56969
chl,1990,3295914748.04762
chl,1991,3708283327.12903
chl,1992,4771174493.62899
chl,1993,5491155519.95447
chl,1994,5907820359.60779
chl,1995,7450646805.70608
chl,1996,7247018216.7382
chl,1997,7659184166.84665
chl,1998,7806837911.19457
chl,1999,6842064071.07726
chl,2000,7088594989.09483
chl,2001,6319638698.09798
chl,2002,6325090461.72664
chl,2003,6359445189.96448
chl,2004,8147479999.45842
chl,2005,10435652574.3745
chl,2006,12083059979.0294
chl,2007,13638668130.2427
chl,2008,15235090130.449
chl,2009,13558988864.509
chl,2010,17287773319.1878
chl,2011,20533627884.858
chl,2012,22763899895.1554
chl,2013,23601094495.4719
chl,2014,22241717512.4338
chl,2015,21202382303.5094
chl,2016,21339268697.4861
chl,2017,23922146754.0777
chl,2018,25990820784.111
chl,2019,23758434337.8375
chl,2020,20823510307.59909
civ,2015,3382515941.4132
civ,2016,3278921090.18207
civ,2017,3836797198.75789
civ,2018,3871877849.62188
civ,2019,3814572520.39986
civ,2020,4073310877.95742
cmr,1965,0
cmr,1966,0
cmr,1967,0
cmr,1968,0
cmr,1969,0
cmr,1970,0
cmr,1971,-696.55156
cmr,1973,166.89907
cmr,1974,-73.53409
cmr,1975,-106.3865
cmr,1976,205.06339
cmr,1977,0
cmr,1978,0
cmr,1979,0
cmr,1980,553910565.43083
cmr,1981,499426820.59312
cmr,1982,381611668.7355
cmr,1983,315955774.32781
cmr,1984,552800769.73302
cmr,1985,388191317.55787
cmr,1986,389180693.71616
cmr,1987,436043390.38906
cmr,1988,357413605.31976
cmr,1989,255143832.93475
cmr,1990,290893284.77276
cmr,1991,255931363.6072
cmr,1992,306394067.36438
cmr,1993,843913546.49237
cmr,1994,485707098.8412
cmr,1995,658259038.99522
cmr,1996,748082212.10574
cmr,1997,789072673.67452
cmr,1998,890916237.0553
cmr,1999,911592808.00646
cmr,2000,884433632.96386
cmr,2001,959424144.1501
cmr,2002,1030881126.23488
cmr,2003,1310014256.83233
cmr,2004,1252274632.01969
cmr,2005,1392495284.47532
cmr,2006,1618626935.01237
cmr,2007,1894097398.28182
cmr,2008,1884425041.47982
cmr,2009,1809566956.49992
cmr,2010,1720057562.91049
cmr,2011,1762952241.98014
cmr,2012,1796094624.62808
cmr,2013,2096900916.907
cmr,2014,2561081257.12774
cmr,2015,2621518190.6921
cmr,2016,2758821381.37068
cmr,2017,3134139328.79789
cmr,2018,3346817380.25174
cmr,2019,3310132426.25587
cmr,2020,2973190800.33218
cod,1965,0
cod,1966,0
cod,1967,0
cod,1968,0
cod,1969,0
cod,1991,0
cod,1994,46722689.07563
cod,1995,45176638.17664
cod,1996,49820645.67557
cod,1997,80630424.85153
cod,1998,128546478.34744
cod,1999,29441336.36364
cod,2000,211594202.89855
cod,2001,191000000
cod,2002,239696857.02904
cod,2003,277012136.73299
cod,2004,428812065.41474
cod,2005,428737223.25852
cod,2006,729853668.37021
cod,2007,911135330.86999
cod,2008,1269323296.84378
cod,2009,1104060392.63716
cod,2010,1160154915.45274
cod,2011,1509571108.17688
cod,2012,2026613461.73709
cod,2013,2529728821.82778
cod,2014,2681612126.89263
cod,2015,2865365279.89114
cod,2016,2669471924.45671
cod,2017,1971230599.06602
cod,2018,2669408425.70231
cod,2019,3118607202.40768
cod,2020,1545755251.32809
cog,2005,185076595.15334
cog,2006,168842362.85981
cog,2007,199389984.86855
cog,2008,299384576.28795
cog,2009,502774025.3088
cog,2010,571281686.81364
cog,2011,719978400.65222
cog,2012,691005433.40402
cog,2013,927291312.44434
cog,2014,991371071.02295
cog,2015,789123019.46631
cog,2016,828692771.37713
cog,2017,600276854.39675
cog,2018,607631615.31189
cog,2019,487587777.28316
cog,2020,584795321.63743
col,1965,72571428.57143
col,1966,159481481.48148
col,1967,88510826.03211
col,1968,109687755.11457
col,1969,125160925.31334
col,1970,167532340.79006
col,1971,173779554.81531
col,1972,163079019.69662
col,1973,205076426.39267
col,1974,245149011.76823
col,1975,269307250.82855
col,1976,317221501.6573
col,1977,401694666.36936
col,1978,513262565.54547
col,1979,677206844.92682
col,1980,924673687.50568
col,1981,1017339215.84461
col,1982,1087666846.63373
col,1983,941432330.46952
col,1984,840112083.71562
col,1985,921610802.20389
col,1986,1071173391.64669
col,1987,1268790185.92644
col,1988,1408110282.56867
col,1989,1333553077.14968
col,1990,3004372237.48656
col,1991,2943025037.51678
col,1992,3541498309.0722
col,1993,4786738322.32257
col,1994,6324324592.44953
col,1995,7659752576.56964
col,1996,7393894250.04544
col,1997,8578179668.39263
col,1998,7088653400.94827
col,1999,5925969921.93291
col,2000,7185974426.41894
col,2001,7161142046.47941
col,2002,7349531373.03502
col,2003,7443219777.23162
col,2004,9613054854.90085
col,2005,13038846118.3484
col,2006,15174453486.3126
col,2007,19652197059.1425
col,2008,22208542482.8327
col,2009,19947124898.3959
col,2010,25517631800.2774
col,2011,30701145665.6817
col,2012,33473836742.5737
col,2013,32512563107.1691
col,2014,34045182764.74789
col,2015,27043114819.46569
col,2016,24905032435.3479
col,2017,28653208722.2854
col,2018,30833601740.905
col,2019,30564202076.0834
col,2020,24209602065.6936
com,2007,34487052.4518
com,2008,26929745.88939
com,2009,39595135.06602
com,2010,41937969.10069
com,2011,42318775.79141
com,2012,46349433.67667
com,2013,50290922.82453
com,2014,52851873.25488
com,2015,39543644.60065
com,2016,46623476.61469
com,2017,51332674.76876
com,2018,56499901.10057
com,2019,47339583.23236
com,2020,51145313.82155
cpv,2007,206182146.8733
cpv,2008,245474892.56561
cpv,2009,209391554.99508
cpv,2010,211368559.23938
cpv,2011,257315682.12178
cpv,2012,215728184.98824
cpv,2013,229026551.50621
cpv,2014,223653229.68164
cpv,2015,201557315.58967
cpv,2016,217595391.4536
cpv,2017,244602396.00115
cpv,2018,285702235.75822
cpv,2019,284888686.9614
cpv,2020,224669181.58555
cri,1991,567638253.25468
cri,1992,757223007.47534
cri,1993,771454984.08769
cri,1994,862157202.4892
cri,1995,974475049.35106
cri,1996,1043812325.55549
cri,1997,1105143920.00993
cri,1998,1157458200.92539
cri,1999,1275044578.38487
cri,2000,1414705129.67832
cri,2001,1551781167.56007
cri,2002,1583218867.10794
cri,2003,1590307771.08177
cri,2004,1708399358.27329
cri,2005,1867103550.82316
cri,2006,2197165600.46138
cri,2007,2746271825.01218
cri,2008,3093735868.64106
cri,2009,2572761004.10792
cri,2010,3119674416.54048
cri,2011,3689631802.35925
cri,2012,3957156585.14178
cri,2013,4229454224.73716
cri,2014,4211919152.0378
cri,2015,4506916491.10083
cri,2016,4696241936.94368
cri,2017,4625049017.05749
cri,2018,4548818202.41532
cri,2019,4738626704.38136
cri,2020,4395127926.99917
cub,1970,515675000
cub,1971,626723900
cub,1972,737444596.01259
cub,1973,904616043.42581
cub,1974,1030596829.26829
cub,1975,1181419756.09756
cub,1976,1253744336.1754
cub,1977,1288640602.40964
cub,1978,1609444545.45455
cub,1979,1748332191.78082
cub,1980,1838817777.77778
cub,1981,1855479397.59036
cub,1982,1878723647.05882
cub,1983,1945159254.94761
cub,1984,2035421741.60501
cub,1985,2468563271.09946
cub,1986,2199231821.45428
cub,1987,1955547500.95383
cub,1988,2122420052.77045
cub,1989,1892192105.60041
cub,1990,1953274069.14894
cub,1991,973862017.19667
cub,1992,1188406351.35135
cub,1993,1513105135.13514
cub,1994,5001826351.35135
cub,1995,6537255968.33908
cub,1996,375500000
cub,1997,336400000
cub,1998,361300000
cub,1999,388100000
cub,2000,395600000
cub,2001,403000000
cub,2002,319000000
cub,2003,370000000
cub,2004,395000000
cub,2005,494100000
cub,2006,590000000
cub,2007,660200000
cub,2008,895900000
cub,2009,628000000
cub,2010,658000000
cub,2011,780000000
cub,2012,823000000
cub,2013,891000000
cub,2014,827000000
cub,2015,917000000
cub,2016,978000000
cub,2017,994000000
cub,2018,1126000000
cub,2019,1528000000
cub,2020,762000000
cym,2006,268372854.9142
cym,2007,253117604.70419
cym,2008,258893795.75183
cym,2009,209039121.56486
cym,2010,208342733.70935
cym,2011,232096483.85935
cym,2012,241213488.53954
cym,2013,243957518.30073
cym,2014,247787831.51326
cym,2015,243792871.71487
cym,2016,267776191.04764
cym,2017,272975639.02556
cym,2018,336590423.61695
cym,2019,340973958.95836
cyp,1995,867658473.47995
cyp,1996,830489335.00627
cyp,1997,740935005.70125
cyp,1998,730542986.42534
cyp,1999,774649406.68824
cyp,2000,887181903.86428
cyp,2001,978415300.54645
cyp,2002,1128076923.07692
cyp,2003,1640656851.64213
cyp,2004,2082875000
cyp,2005,2328762591.71745
cyp,2006,2589584744.69954
cyp,2007,3278868053.65453
cyp,2008,3798229090.37645
cyp,2009,3134152542.37288
cyp,2010,3050070263.82076
cyp,2011,3074820434.29844
cyp,2012,2828618784.53039
cyp,2013,2659788816.57591
cyp,2014,2869634648.59838
cyp,2015,2473407300.56585
cyp,2016,2620471551.91499
cyp,2017,2905541120.6507
cyp,2018,3286667453.94426
cyp,2019,3190294413.97067
cyp,2020,2759644774.41462
cze,1990,3032476800.53473
cze,1991,3042074430.91224
cze,1992,3592145313.05271
cze,1993,4227143793.09162
cze,1994,4811982873.02414
cze,1995,5499660889.22381
cze,1996,6232630446.63513
cze,1997,5529707936.62812
cze,1998,5858518270.69626
cze,1999,5985327979.82019
cze,2000,5505641849.43841
cze,2001,5923251050.98631
cze,2002,7033898822.79633
cze,2003,8589669963.48683
cze,2004,11333317769.0099
cze,2005,13108601100.2863
cze,2006,14236178725.0615
cze,2007,17946604118.5195
cze,2008,21960085990.2646
cze,2009,19737764255.3638
cze,2010,19862657573.33789
cze,2011,22232247552.4014
cze,2012,21013919039.714
cze,2013,21961328013.5578
cze,2014,20001927014.3322
cze,2015,18708430306.418
cze,2016,19728136007.0104
cze,2017,22164425558.6134
cze,2018,24604144056.3892
cze,2019,24359101265.6848
cze,2020,22100235887.1619
deu,1970,20300013359.6965
deu,1971,23869498689.5667
deu,1972,28010412194.0747
deu,1973,35630229052.3235
deu,1974,37678455899.025
deu,1975,42069480085.8574
deu,1976,44560505670.34329
deu,1977,50772151099.1325
deu,1978,64754084712.7556
deu,1979,78892619784.44141
deu,1980,85057605982.3542
deu,1981,71548258762.44051
deu,1982,68528312243.0886
deu,1983,68658907698.1999
deu,1984,64365379698.9898
deu,1985,63104471166.6224
deu,1986,87635133747.6358
deu,1987,110492551686.616
deu,1988,116722623900.21201
deu,1989,120756192655.77901
deu,1990,155816516160.271
deu,1991,168301708898.05499
deu,1992,193872260488.41599
deu,1993,192226428486.92801
deu,1994,214428106544.534
deu,1995,243058550566.39801
deu,1996,233587210813.621
deu,1997,205365441010.60199
deu,1998,209580971434.923
deu,1999,216204475992.66501
deu,2000,191447332773.33401
deu,2001,188049958124.41
deu,2002,199511328209.80399
deu,2003,243251517691.76401
deu,2004,264759632479.53696
deu,2005,272022826235.01901
deu,2006,286430970420
deu,2007,344976732031.37402
deu,2008,377891497874.21893
deu,2009,352734895362.5
deu,2010,342984113133.33398
deu,2011,383429385924.12494
deu,2012,359111281675.78101
deu,2013,376477636222.354
deu,2014,387971383548.62598
deu,2015,337469440812.5
deu,2016,345682521430.73999
deu,2017,364984172581.17694
deu,2018,392897660639.21503
deu,2019,383631600290.19507
deu,2020,362348009210.896
dji,2013,139932816.04312
dji,2014,150719386.0039
dji,2015,175994958.38984
dji,2016,181858080.92459
dji,2017,195839636.28384
dji,2018,210896116.94735
dji,2019,212400335.3571
dji,2020,413677005.53114
dma,1977,4962962.96296
dma,1978,5937037.03704
dma,1979,5111111.11111
dma,1980,5862962.96296
dma,1981,9585185.18519
dma,1982,11459259.25926
dma,1983,13103703.7037
dma,1984,14777777.77778
dma,1985,15888888.88889
dma,1986,18270370.37037
dma,1987,21300000
dma,1988,25537037.03704
dma,1989,28351851.85185
dma,1990,29344444.44444
dma,1991,29562962.96296
dma,1992,30325925.92593
dma,1993,32888888.88889
dma,1994,31011111.11111
dma,1995,35166666.66667
dma,1996,37174074.07407
dma,1997,39596296.2963
dma,1998,42762962.96296
dma,1999,41922222.22222
dma,2000,37870370.37037
dma,2001,38311111.11111
dma,2002,38433333.33333
dma,2003,44074074.07407
dma,2004,52688888.88889
dma,2005,56340740.74074
dma,2006,63240740.74074
dma,2007,74825925.92593
dma,2008,82059259.25926
dma,2009,86159259.25926
dma,2010,86707407.40741
dma,2011,83522222.22222
dma,2012,80074074.07407
dma,2013,78981481.48148
dma,2014,84096296.2963
dma,2015,85562962.96296
dma,2016,92444444.44444
dma,2017,84040740.74074
dma,2018,119111111.11111
dma,2019,118211111.11111
dma,2020,85029629.62963
dnk,1966,1282661316.35127
dnk,1967,1481725543.75808
dnk,1968,1667930400
dnk,1969,1909656400
dnk,1970,2088862666.66667
dnk,1971,2246876641.12681
dnk,1972,2781610809.72184
dnk,1973,3448472931.64724
dnk,1974,3650178181.75852
dnk,1975,4258222651.49142
dnk,1976,5058045326.71629
dnk,1977,5934191098.08102
dnk,1978,7660734776.77438
dnk,1979,9589308116.32769
dnk,1980,9610747529.23224
dnk,1981,8379667574.47286
dnk,1982,7837696341.9903
dnk,1983,8122437288.13559
dnk,1984,7975393082.67192
dnk,1985,8692886357.63089
dnk,1986,13287958966.7532
dnk,1987,15915509699.867
dnk,1988,16607391071.8265
dnk,1989,15414978659.9546
dnk,1990,18232836182.6584
dnk,1991,18124602673.337
dnk,1992,19673850665.1646
dnk,1993,18052240009.8706
dnk,1994,20690314435.74509
dnk,1995,24830913180.0657
dnk,1996,26128855433.1143
dnk,1997,24539900673.783
dnk,1998,26177813843.1232
dnk,1999,26133064849.0582
dnk,2000,22737412502.62889
dnk,2001,22877858292.8822
dnk,2002,25162947547.0886
dnk,2003,30500316954.324
dnk,2004,35833027991.5208
dnk,2005,39742834130.9677
dnk,2006,42645810519.9435
dnk,2007,48465300990.1354
dnk,2008,50218202467.586
dnk,2009,44246662873.7712
dnk,2010,44128660446.3845
dnk,2011,47145660247.4851
dnk,2012,44698652474.991
dnk,2013,46333043737.6718
dnk,2014,46714943637.3787
dnk,2015,40016869102.2325
dnk,2016,41396612031.4118
dnk,2017,43327319528.9083
dnk,2018,47216995209.5224
dnk,2019,44820325021.8234
dnk,2020,46206995429.9551
dom,1960,96400000
dom,1961,85600000
dom,1962,109600000
dom,1963,119200000
dom,1964,132500000
dom,1965,84500000
dom,1966,116800000
dom,1967,119900000
dom,1968,137800000
dom,1969,151000000
dom,1970,160200000
dom,1971,180500000
dom,1972,205100000
dom,1973,228600000
dom,1974,397600000
dom,1975,432100000
dom,1976,386100000
dom,1977,449500000
dom,1978,403000000
dom,1979,455600000
dom,1980,507000000
dom,1981,541000000
dom,1982,473000000
dom,1983,574000000
dom,1984,789000000
dom,1985,474876309.19488
dom,1986,556829528.62996
dom,1987,422284644.19476
dom,1988,389479263.80368
dom,1989,484580709.77918
dom,1990,530525635.46151
dom,1991,698335705.59562
dom,1992,962064000
dom,1993,1080360000
dom,1994,1164915033.92302
dom,1995,1366153846.15385
dom,1996,1351410869.78436
dom,1997,1602995880.30758
dom,1998,1878692248.57343
dom,1999,1852271004.90072
dom,2000,2302957080.61675
dom,2001,2383494098.61602
dom,2002,2261024271.01688
dom,2003,1340180456.24787
dom,2004,1344924791.85696
dom,2005,2415248920.17911
dom,2006,2436279279.27928
dom,2007,3520885207.05778
dom,2008,3286006191.82494
dom,2009,3339822414.16217
dom,2010,3622757287.22234
dom,2011,3672595080.8137
dom,2012,3804182745.2995
dom,2013,4081844326.40658
dom,2014,4244369051.91081
dom,2015,4951244774.72778
dom,2016,5349404629.17133
dom,2017,5729900425.7969
dom,2018,6342964205.21107
dom,2019,6582148681.44786
dom,2020,5102675862.67902
dza,1999,3397727938.42632
dza,2000,3558686044.87389
dza,2001,3922968335.16804
dza,2002,4737612933.42654
dza,2003,5207972091.22036
dza,2004,6191719191.90237
dza,2005,6741852413.39969
dza,2006,6766111559.24709
dza,2007,7684161610.79714
dza,2008,10125435874.5672
dza,2009,9853401498.19539
dza,2010,10051474739.8704
dza,2011,11717310204.9826
dza,2012,13896847915.8069
dza,2013,15618936503.6967
dza,2014,15414636567.8403
dza,2015,13444405381.1944
dza,2016,12751877459.6114
dza,2017,13313670892.9199
dza,2018,13241347310.0628
dza,2019,13567072966.3789
dza,2020,11648006575.3356
ecu,1960,69368679.91352
ecu,1961,55485899.83011
ecu,1962,45116252.68344
ecu,1963,68447303.94841
ecu,1964,95983875.34361
ecu,1965,90232253.73315
ecu,1966,102097941.66932
ecu,1967,123663279.22953
ecu,1968,128583637.85264
ecu,1969,135146783.96236
ecu,1970,139028644.77116
ecu,1971,135668033.8287
ecu,1972,161901609.15536
ecu,1973,221308086.24422
ecu,1974,244809351.81088
ecu,1975,266382693.20781
ecu,1976,323718177.54559
ecu,1977,453160226.88636
ecu,1978,541938783.77539
ecu,1979,587974851.62487
ecu,1980,668536469.64209
ecu,1981,651709403.41962
ecu,1982,529544842.61576
ecu,1983,483393719.61343
ecu,1984,590894251.06819
ecu,1985,662552601.21492
ecu,1986,729404647.41178
ecu,1987,632440166.51822
ecu,1988,581689838.84115
ecu,1989,590844227.0887
ecu,1990,644782082.73918
ecu,1991,680956478.23912
ecu,1992,698605302.65133
ecu,1993,705865932.96648
ecu,1994,810678339.16958
ecu,1995,767238619.30965
ecu,1996,756687343.67184
ecu,1997,1078975487.74387
ecu,1998,1293394697.34867
ecu,1999,811303651.82591
ecu,2000,1046497248.62431
ecu,2001,1936125000
ecu,2002,2309103000
ecu,2003,2261605000
ecu,2004,2393496000
ecu,2005,2301941000
ecu,2006,2304897000
ecu,2007,2496874000
ecu,2008,2211733000
ecu,2009,3506411000
ecu,2010,3055907000
ecu,2011,2740449000
ecu,2012,4068373000
ecu,2013,4595797000
ecu,2014,4831590000
ecu,2015,7247876000
ecu,2016,6899410000
ecu,2017,7213129000
ecu,2018,7606055000
ecu,2019,7236432000
ecu,2020,5491485000
egy,1965,585845347.31324
egy,1966,641700841.78718
egy,1967,698363555.94869
egy,1968,820327102.80374
egy,1969,860290556.90073
egy,1970,998241647.82718
egy,1971,1016832440.7039
egy,1972,1001034126.16339
egy,1973,1189742294.08792
egy,1974,503428215.25036
egy,1975,537702761.94652
egy,1976,1073286991.06256
egy,1977,1420803367.83021
egy,1978,1147362037.59854
egy,1979,781000142.85714
egy,1980,1997514061.35104
egy,1981,1198108108.10811
egy,1982,1145320197.04433
egy,1983,1383003492.43306
egy,1984,1634057192.00172
egy,1985,1740131923.35881
egy,1986,2494855004.67727
egy,1987,1700706127.25845
egy,1988,1686541396.93356
egy,1989,1977487660.05783
egy,1990,1913414087.03454
egy,1991,827185111.33267
egy,1992,2420184756.11591
egy,1993,2713085234.09364
egy,1994,3568505338.07829
egy,1995,3830728398.70245
egy,1996,4485554245.28302
egy,1997,5566961651.9174
egy,1998,6092857142.85714
egy,1999,7379032733.70687
egy,2000,7172464406.28211
egy,2001,7050134770.88949
egy,2002,5468808988.76404
egy,2003,5169346153.84615
egy,2004,4704155844.15584
egy,2005,5322495840.26622
egy,2006,6357547826.08696
egy,2007,6026795096.32224
egy,2008,7308763636.36364
egy,2009,8737731397.45917
egy,2010,10165226860.2541
egy,2011,10532581755.5938
egy,2012,-6407700000
egy,2013,-9985736434.10853
egy,2014,-10845667144.9067
egy,2015,-3935336927.22372
egy,2016,4293312883.43558
egy,2017,3590407608.69565
egy,2018,5768133511.5363
egy,2019,8655634458.99772
egy,2020,17030776961.9464
eri,1992,50073091.44066
eri,1993,62036257.9362
eri,1994,53555194.80519
eri,1995,58734375
eri,1996,68117104.78708
eri,1997,71037097.73747
eri,1998,63134381.0701
eri,1999,59796874.61669
eri,2000,44436363.63636
eri,2001,50232105.7518
eri,2002,70596495.2501
eri,2003,70608665.5762
eri,2004,89428830.46238
eri,2005,73009324.63121
eri,2006,69983739.8374
eri,2007,58016260.1626
eri,2008,48130081.30081
eri,2009,51707317.07317
esp,1970,2623380080.81768
esp,1971,2781700598.8024
esp,1972,3608584002.07093
esp,1973,5073275271.27356
esp,1974,5352246899.3366
esp,1975,5903278260.86957
esp,1976,5826319323.55136
esp,1977,6426657174.15115
esp,1978,6324505208.33333
esp,1979,9056879028.25979
esp,1980,9881441169.64493
esp,1981,10194550369.4359
esp,1982,9905838255.33848
esp,1983,9815569605.56845
esp,1984,10440135582.6951
esp,1985,12617719178.0822
esp,1986,21019737436.1411
esp,1987,26024217760.4096
esp,1988,29617954577.9174
esp,1989,33385574139.1427
esp,1990,41708243552.0731
esp,1991,44208453162.53
esp,1992,51250232406.956
esp,1993,37283246175.9707
esp,1994,39541922742.51649
esp,1995,45569789164.66511
esp,1996,49003021148.0363
esp,1997,47464772727.2727
esp,1998,53698630136.9863
esp,1999,57859937578.7646
esp,2000,54366605472.9413
esp,2001,55417077017.7166
esp,2002,62681136689.0197
esp,2003,84139103449.8037
esp,2004,104564916538.224
esp,2005,118122639091.05099
esp,2006,133804144228.235
esp,2007,145772267119.216
esp,2008,127939547471.09399
esp,2009,93838171778.9062
esp,2010,115642264833.334
esp,2011,116261670544.74699
esp,2012,106329110484.375
esp,2013,116741575647.05901
esp,2014,122499728820.784
esp,2015,109976027231.64101
esp,2016,114179269895.72
esp,2017,122781658027.05901
esp,2018,135147253147.451
esp,2019,129740378839.215
esp,2020,111737618750.19501
est,1995,515257277.73407
est,1996,574834178.69684
est,1997,632796438.23264
est,1998,618208922.0158
est,1999,578689310.05111
est,2000,607011886.11444
est,2001,671510160.23633
est,2002,810027314.684
est,2003,1057798102.98103
est,2004,1382335403.72671
est,2005,1604964556.64718
est,2006,2049563417.38803
est,2007,2722682726.52614
est,2008,2635689175.33324
est,2009,2592624340.09447
est,2010,2441536752.40361
est,2011,2857022955.49611
est,2012,2903835673.35703
est,2013,3111340958.81138
est,2014,3408606201.35607
est,2015,3040813132.00078
est,2016,3323165556.5288
est,2017,3566854216.90706
est,2018,3982652169.81725
est,2019,4080031201.05882
est,2020,3828022286.9074
eth,1981,421417874.39613
eth,1982,420917874.39613
eth,1983,460765700.48309
eth,1984,519096618.35749
eth,1985,478019323.6715
eth,1986,536280193.23672
eth,1987,572898550.72464
eth,1988,630434782.6087
eth,1989,632367149.75845
eth,1990,596473429.95169
eth,1991,590338164.25121
eth,1992,340624442.46209
eth,1993,343678629.11721
eth,1994,368526619.74997
eth,1995,433599756.92445
eth,1996,493776015.70043
eth,1997,549657454.14256
eth,1998,510329715.19907
eth,1999,497566510.00546
eth,2000,533737926.6332
eth,2001,595307284.0366
eth,2002,559307947.13615
eth,2003,609288503.00099
eth,2004,867335692.32554
eth,2005,978662906.28323
eth,2006,1117165270.88205
eth,2007,1385717534.68274
eth,2008,1815772392.90351
eth,2009,1836932527.11393
eth,2010,2204018307.34621
eth,2011,2446091811.41439
eth,2012,3296551724.13793
eth,2013,3881346802.82727
eth,2014,4513609293.74266
eth,2015,5231427277.61301
eth,2016,5624019823.84073
eth,2017,5744498498.68607
eth,2018,5269741154.12016
