global,time,sh_sta_stnt_me_zs
world,2000,33.06649
world,2001,32.46281
world,2002,31.94623
world,2003,31.52236
world,2004,31.11241
world,2005,30.65982
world,2006,30.18319
world,2007,29.64882
world,2008,29.04983
world,2009,28.3949
world,2010,27.68336
world,2011,26.93451
world,2012,26.21027
world,2013,25.53091
world,2014,24.90358
world,2015,24.3602
world,2016,23.84646
world,2017,23.36724
world,2018,22.90538
world,2019,22.43884
world,2020,22.01058
