geo,time,en_atm_meth_zg
bfa,2012,106.64337
bgd,1991,-1.31469
bgd,1992,-1.17461
bgd,1993,-2.60653
bgd,1994,-2.41892
bgd,1995,-1.9059
bgd,1996,-0.51256
bgd,1997,0.16224
bgd,1998,-1.45581
bgd,1999,2.82848
bgd,2000,2.4738
bgd,2001,4.07968
bgd,2002,5.6797
bgd,2003,6.77623
bgd,2004,5.38001
bgd,2005,8.1582
bgd,2006,9.10168
bgd,2007,10.80102
bgd,2008,12.331
bgd,2009,14.4616
bgd,2010,18.35665
bgd,2011,19.54021
bgd,2012,20.72378
bgr,1991,-3.69558
bgr,1992,-5.28149
bgr,1993,-10.43986
bgr,1994,-13.16003
bgr,1995,-13.46624
bgr,1996,-12.37409
bgr,1997,-13.54088
bgr,1998,-12.69688
bgr,1999,-13.07008
bgr,2000,-12.07107
bgr,2001,-14.24516
bgr,2002,-16.82881
bgr,2003,-16.14685
bgr,2004,-16.21129
bgr,2005,-18.48235
bgr,2006,-19.28615
bgr,2007,-20.50142
bgr,2008,-21.65992
bgr,2009,-23.63944
bgr,2010,-23.37916
bgr,2011,-24.20146
bgr,2012,-24.76371
bhr,1991,-8.81881
bhr,1992,-0.08499
bhr,1993,7.37891
bhr,1994,7.7
bhr,1995,8.41773
bhr,1996,15.2589
bhr,1997,21.34679
bhr,1998,27.88243
bhr,1999,30.20282
bhr,2000,32.35433
bhr,2001,36.52736
bhr,2002,42.67192
bhr,2003,45.96835
bhr,2004,49.47532
bhr,2005,54.40329
bhr,2006,62.49826
bhr,2007,69.8994
bhr,2008,77.51718
bhr,2009,79.94367
bhr,2010,84.00227
bhr,2011,85.84229
bhr,2012,87.68231
bhs,1991,2.90329
bhs,1992,4.97031
bhs,1993,7.40563
bhs,1994,10.28913
bhs,1995,13.28432
bhs,1996,16.4626
bhs,1997,17.93581
bhs,1998,19.3765
bhs,1999,21.07804
bhs,2000,23.55153
bhs,2001,26.65418
bhs,2002,28.89792
bhs,2003,31.73335
bhs,2004,35.56129
bhs,2005,38.91206
bhs,2006,42.08964
bhs,2007,45.78185
bhs,2008,49.75399
bhs,2009,53.35572
bhs,2010,57.06277
bhs,2011,58.6334
bhs,2012,60.20403
bih,1991,-7.37844
bih,1992,-19.05915
bih,1993,-25.68456
bih,1994,-61.90676
bih,1995,-63.74402
bih,1996,-68.50756
bih,1997,-58.84191
bih,1998,-52.20887
bih,1999,-50.89433
bih,2000,-41.78714
bih,2001,-51.70053
bih,2002,-50.19011
bih,2003,-42.57111
bih,2004,-43.78085
bih,2005,-41.91788
bih,2006,-38.95194
bih,2007,-35.84111
bih,2008,-33.81712
bih,2009,-32.65184
bih,2010,-32.92007
bih,2011,-32.24927
bih,2012,-31.57847
blr,1991,-3.24463
blr,1992,-6.81741
blr,1993,-11.18648
blr,1994,-15.39951
blr,1995,-20.44152
blr,1996,-23.49203
blr,1997,-25.1173
blr,1998,-24.89423
blr,1999,-25.89749
blr,2000,-28.56407
blr,2001,-28.25522
blr,2002,-27.92008
blr,2003,-29.10565
blr,2004,-27.83322
blr,2005,-24.68457
blr,2006,-22.55849
blr,2007,-20.26028
blr,2008,-17.72345
blr,2009,-14.66918
blr,2010,-11.85996
blr,2011,-11.37147
blr,2012,-10.88319
blz,1991,7.03777
blz,1992,7.60354
blz,1993,5.94625
blz,1994,6.78755
blz,1995,-5.51117
blz,1996,-1.43887
blz,1997,-4.05405
blz,1998,-6.74281
blz,1999,-0.88899
blz,2000,-1.68143
blz,2001,-2.30726
blz,2002,2.34082
blz,2003,8.21819
blz,2004,4.83236
blz,2005,10.39239
blz,2006,11.79123
blz,2007,12.94045
blz,2008,13.68697
blz,2009,21.70381
blz,2010,31.88367
blz,2011,33.2025
blz,2012,34.52134
bmu,1991,0.78692
bmu,1992,0.6366
bmu,1993,1.58505
bmu,1994,3.14436
bmu,1995,4.25228
bmu,1996,5.33736
bmu,1997,5.40754
bmu,1998,6.44237
bmu,1999,8.1437
bmu,2000,10.11536
bmu,2001,11.4496
bmu,2002,13.08365
bmu,2003,14.53831
bmu,2004,16.24961
bmu,2005,17.60751
bmu,2006,19.24738
bmu,2007,20.2656
bmu,2008,22.16708
bmu,2009,24.07604
bmu,2010,26.04397
bmu,2011,27.30441
bmu,2012,28.56485
bol,1991,-4.60289
bol,1992,2.79151
bol,1993,12.62798
bol,1994,-13.36028
bol,1995,-8.40038
bol,1996,-4.19105
bol,1997,-1.24354
bol,1998,-14.44515
bol,1999,66.95029
bol,2000,-11.90146
bol,2001,-12.78799
bol,2002,4.01277
bol,2003,-11.93177
bol,2004,148.98801
bol,2005,33.01361
bol,2006,-14.50755
bol,2007,-11.10854
bol,2008,-6.3278
bol,2009,-6.3599
bol,2010,1.51543
bol,2011,2.53058
bol,2012,3.54574
bra,1991,1.47179
bra,1992,6.40144
bra,1993,11.55444
bra,1994,4.70911
bra,1995,11.0605
bra,1996,9.66441
bra,1997,11.01014
bra,1998,17.89426
bra,1999,13.12446
bra,2000,7.30391
bra,2001,14.99884
bra,2002,21.45597
bra,2003,31.1038
bra,2004,43.75465
bra,2005,54.00997
bra,2006,27.41384
bra,2007,29.09146
bra,2008,31.83891
bra,2009,31.88552
bra,2010,38.66735
bra,2011,46.85293
bra,2012,49.23667
brb,1991,-1.29919
brb,1992,-2.12955
brb,1993,-4.07949
brb,1994,-3.91777
brb,1995,-3.71796
brb,1996,-3.57257
brb,1997,-13.38294
brb,1998,-11.40034
brb,1999,-8.95202
brb,2000,-5.8685
brb,2001,-17.02703
brb,2002,-17.67779
brb,2003,-18.44284
brb,2004,-22.63732
brb,2005,-19.72492
brb,2006,-21.44084
brb,2007,-19.85632
brb,2008,-19.45358
brb,2009,-17.73921
brb,2010,-16.61963
brb,2011,-15.78582
brb,2012,-14.95202
brn,1991,2.328
brn,1992,15.57189
brn,1993,6.75445
brn,1994,6.03697
brn,1995,16.05787
brn,1996,7.9568
brn,1997,8.38352
brn,1998,98.36483
brn,1999,9.77556
brn,2000,7.48993
brn,2001,12.06701
brn,2002,11.20166
brn,2003,18.13998
brn,2004,14.52544
brn,2005,26.56919
brn,2006,24.60173
brn,2007,19.98726
brn,2008,28.82354
brn,2009,22.67137
brn,2010,23.236
brn,2011,24.46836
brn,2012,25.70072
btn,1991,-0.88591
btn,1992,30.13226
btn,1993,29.81995
btn,1994,29.50219
btn,1995,25.65646
btn,1996,25.58029
btn,1997,14.95611
btn,1998,16.53293
btn,1999,35.79638
btn,2000,12.34659
btn,2001,3.17691
btn,2002,9.96233
btn,2003,-0.69917
btn,2004,10.59675
btn,2005,12.42385
btn,2006,36.6996
btn,2007,21.75415
btn,2008,30.94515
btn,2009,47.79714
btn,2010,88.8019
btn,2011,90.68992
btn,2012,92.57794
bwa,1991,-19.71465
bwa,1992,10.19853
bwa,1993,-33.74295
bwa,1994,-20.37089
bwa,1995,-10.61095
bwa,1996,-24.78182
bwa,1997,-26.60532
bwa,1998,-34.57123
bwa,1999,-32.07782
bwa,2000,-35.11354
bwa,2001,-15.01792
bwa,2002,-3.20809
bwa,2003,-28.09363
bwa,2004,-27.07223
bwa,2005,-23.31491
bwa,2006,-36.6114
bwa,2007,-35.19158
bwa,2008,-36.1975
bwa,2009,-31.44908
bwa,2010,-28.20311
bwa,2011,-27.48515
bwa,2012,-26.76718
caf,1991,-32.45536
caf,1992,-13.21096
caf,1993,-23.5014
caf,1994,-25.00994
caf,1995,-10.87431
caf,1996,-14.12427
caf,1997,-12.09269
caf,1998,-46.41728
caf,1999,-42.5612
caf,2000,-36.89578
caf,2001,-13.65661
caf,2002,-43.76988
caf,2003,-38.29569
caf,2004,-43.00946
caf,2005,-39.08143
caf,2006,117.2062
caf,2007,249.16739
caf,2008,130.45952
caf,2009,74.41329
caf,2010,98.79606
caf,2011,100.78402
caf,2012,102.77198
can,1991,5.58619
can,1992,8.08297
can,1993,15.8448
can,1994,35.38396
can,1995,42.06458
can,1996,26.8859
can,1997,27.18734
can,1998,48.9668
can,1999,35.79218
can,2000,32.40716
can,2001,33.55148
can,2002,38.43203
can,2003,44.02794
can,2004,48.38622
can,2005,40.63514
can,2006,39.90293
can,2007,39.93015
can,2008,39.76815
can,2009,34.55714
can,2010,35.46431
can,2011,36.96587
can,2012,38.46802
che,1991,-0.70086
che,1992,-2.67138
che,1993,-4.08003
che,1994,-3.57385
che,1995,-4.97353
che,1996,-5.59431
che,1997,-8.80673
che,1998,-9.79674
che,1999,-12.72272
che,2000,-13.2145
che,2001,-12.80398
che,2002,-13.92264
che,2003,-15.77059
che,2004,-15.73301
che,2005,-16.13152
che,2006,-16.28557
che,2007,-16.15099
che,2008,-16.25933
che,2009,-17.0836
che,2010,-15.48602
che,2011,-17.00099
che,2012,-17.04431
chl,1991,1.34546
chl,1992,4.3108
chl,1993,11.38508
chl,1994,16.51583
chl,1995,20.96593
chl,1996,26.01577
chl,1997,31.69704
chl,1998,32.693
chl,1999,39.98332
chl,2000,41.20866
chl,2001,45.76219
chl,2002,46.9892
chl,2003,46.74563
chl,2004,48.01935
chl,2005,51.78379
chl,2006,53.392
chl,2007,49.91367
chl,2008,50.10218
chl,2009,51.03558
chl,2010,50.31155
chl,2011,51.81466
chl,2012,53.31778
chn,1991,-0.33336
chn,1992,-0.64706
chn,1993,-1.36984
chn,1994,0.33435
chn,1995,5.7537
chn,1996,7.52869
chn,1997,4.90604
chn,1998,4.26095
chn,1999,3.83908
chn,2000,2.60495
chn,2001,3.42017
chn,2002,6.77346
chn,2003,12.74646
chn,2004,23.04924
chn,2005,30.57104
chn,2006,36.94821
chn,2007,42.01552
chn,2008,51.16579
chn,2009,55.64308
chn,2010,61.49512
chn,2011,66.90508
chn,2012,72.31516
civ,1991,-19.94681
civ,1992,-6.04634
civ,1993,-12.7439
civ,1994,-11.36322
civ,1995,-0.5475
civ,1996,-1.45725
civ,1997,1.54699
civ,1998,-1.15921
civ,1999,-12.599
civ,2000,17.21279
civ,2001,11.5674
civ,2002,10.08958
civ,2003,-14.90672
civ,2004,-11.85062
civ,2005,2.70208
civ,2006,8.49401
civ,2007,12.11243
civ,2008,19.28422
civ,2009,23.14386
civ,2010,31.28962
civ,2011,32.60252
civ,2012,33.91541
cmr,1991,-14.45852
cmr,1992,-5.40982
cmr,1993,-8.37599
cmr,1994,-16.21632
cmr,1995,-9.47297
cmr,1996,-9.65382
cmr,1997,-8.25647
cmr,1998,-18.89651
cmr,1999,-17.55172
cmr,2000,-0.85919
cmr,2001,2.02876
cmr,2002,-15.27828
cmr,2003,-15.87089
cmr,2004,-13.31398
cmr,2005,-14.27204
cmr,2006,-0.80037
cmr,2007,49.15082
cmr,2008,24.69994
cmr,2009,21.12802
cmr,2010,13.5987
cmr,2011,14.73469
cmr,2012,15.87068
cod,1991,-25.29248
cod,1992,45.22954
cod,1993,-39.57504
cod,1994,-20.39252
cod,1995,-17.01402
cod,1996,-35.67051
cod,1997,-40.70063
cod,1998,-32.2673
cod,1999,-48.25355
cod,2000,-35.22928
cod,2001,-40.64064
cod,2002,-33.00586
cod,2003,-46.20931
cod,2004,-35.25064
cod,2005,-41.34117
cod,2006,-3.01934
cod,2007,92.88079
cod,2008,-29.38168
cod,2009,-29.03076
cod,2010,-24.89396
cod,2011,-24.1429
cod,2012,-23.39184
cog,1991,-14.03895
cog,1992,21.94879
cog,1993,-20.96328
cog,1994,-12.32993
cog,1995,-7.02538
cog,1996,-10.78633
cog,1997,-9.58077
cog,1998,-5.57421
cog,1999,-13.72953
cog,2000,11.89013
cog,2001,27.03386
cog,2002,-16.18498
cog,2003,-8.68158
cog,2004,1.98577
cog,2005,6.90584
cog,2006,-8.56662
cog,2007,21.30147
cog,2008,-7.3904
cog,2009,6.09602
cog,2010,-2.4788
cog,2011,-1.50359
cog,2012,-0.52838
col,1991,-1.57425
col,1992,0.94682
col,1993,3.67107
col,1994,1.47874
col,1995,4.64913
col,1996,7.35209
col,1997,8.02628
col,1998,8.07285
col,1999,3.64361
col,2000,9.68332
col,2001,8.52775
col,2002,10.27971
col,2003,11.92182
col,2004,14.4214
col,2005,14.91073
col,2006,18.78278
col,2007,22.58061
col,2008,25.4746
col,2009,33.74486
col,2010,32.62252
col,2011,33.94875
col,2012,35.27497
com,1991,2.01858
com,1992,4.63859
com,1993,6.78419
com,1994,9.5605
com,1995,12.33901
com,1996,15.08494
com,1997,17.19465
com,1998,20.68173
com,1999,24.61285
com,2000,23.65299
com,2001,27.75753
com,2002,31.06789
com,2003,30.0158
com,2004,32.60433
com,2005,35.32872
com,2006,39.09526
com,2007,40.9487
com,2008,43.86971
com,2009,52.82325
com,2010,53.66106
com,2011,55.19767
com,2012,56.73428
cpv,1991,4.26203
cpv,1992,16.3515
cpv,1993,19.32625
cpv,1994,14.69489
cpv,1995,23.95005
cpv,1996,15.97387
cpv,1997,21.96159
cpv,1998,29.80729
cpv,1999,32.99123
cpv,2000,33.03929
cpv,2001,36.98016
cpv,2002,40.37796
cpv,2003,45.65369
cpv,2004,50.40076
cpv,2005,54.16381
cpv,2006,58.38343
cpv,2007,62.45526
cpv,2008,66.6965
cpv,2009,72.38313
cpv,2010,78.43982
cpv,2011,80.22422
cpv,2012,82.00862
cri,1991,-0.30277
cri,1992,-1.13917
cri,1993,-4.14273
cri,1994,-11.29034
cri,1995,-19.01856
cri,1996,-19.07455
cri,1997,-20.86596
cri,1998,-19.11355
cri,1999,-21.69228
cri,2000,-22.5982
cri,2001,-24.40766
cri,2002,-26.56527
cri,2003,-27.57017
cri,2004,-28.81946
cri,2005,-35.38966
cri,2006,-37.78051
cri,2007,-40.17216
cri,2008,-42.47784
cri,2009,-40.31678
cri,2010,-39.7874
cri,2011,-39.18527
cri,2012,-38.58315
cub,1991,-0.7337
cub,1992,-3.20011
cub,1993,-12.73327
cub,1994,-9.01418
cub,1995,-13.62615
cub,1996,-7.28231
cub,1997,-9.13025
cub,1998,-12.14134
cub,1999,-12.88582
cub,2000,-12.44477
cub,2001,-15.39616
cub,2002,-12.8112
cub,2003,-15.75596
cub,2004,-17.78447
cub,2005,-23.11322
cub,2006,-26.37775
cub,2007,-28.6606
cub,2008,-30.26621
cub,2009,-28.99653
cub,2010,-30.42605
cub,2011,-29.73031
cub,2012,-29.03457
cym,1991,0.7885
cym,1992,3.60538
cym,1993,6.06922
cym,1994,9.83605
cym,1995,12.95025
cym,1996,15.64888
cym,1997,17.38107
cym,1998,20.12575
cym,1999,23.46848
cym,2000,26.35699
cym,2001,29.038
cym,2002,31.85715
cym,2003,34.33919
cym,2004,37.00882
cym,2005,39.62843
cym,2006,42.72956
cym,2007,47.0933
cym,2008,51.95675
cym,2009,54.92939
cym,2010,60.08505
cym,2011,61.6859
cym,2012,63.28675
cyp,1991,3.65604
cyp,1992,5.75185
cyp,1993,9.87179
cyp,1994,17.13351
cyp,1995,18.74887
cyp,1996,22.40355
cyp,1997,25.61021
cyp,1998,27.46874
cyp,1999,27.91948
cyp,2000,28.89196
cyp,2001,32.63148
cyp,2002,38.66983
cyp,2003,42.2247
cyp,2004,41.57548
cyp,2005,40.08035
cyp,2006,39.51437
cyp,2007,39.52413
cyp,2008,39.0566
cyp,2009,40.73457
cyp,2010,40.65971
cyp,2011,43.23058
cyp,2012,45.72659
cze,1991,-6.62019
cze,1992,-17.57201
cze,1993,-26.24457
cze,1994,-32.50745
cze,1995,-36.18966
cze,1996,-29.72785
cze,1997,-30.7417
cze,1998,-34.42556
cze,1999,-36.48121
cze,2000,-28.99239
cze,2001,-29.01815
cze,2002,-31.19273
cze,2003,-31.80488
cze,2004,-32.30578
cze,2005,-33.9411
cze,2006,-34.20415
cze,2007,-33.93178
cze,2008,-34.95331
cze,2009,-35.47174
cze,2010,-34.05344
cze,2011,-35.12296
cze,2012,-34.77392
deu,1991,-5.47339
deu,1992,-11.24379
deu,1993,-15.2583
deu,1994,-18.14315
deu,1995,-19.84492
deu,1996,-22.87628
deu,1997,-24.87055
deu,1998,-28.11241
deu,1999,-30.58405
deu,2000,-34.01096
deu,2001,-37.20711
deu,2002,-40.44889
deu,2003,-42.57598
deu,2004,-44.82526
deu,2005,-46.51819
deu,2006,-47.99049
deu,2007,-48.39678
deu,2008,-50.06425
deu,2009,-49.19791
deu,2010,-50.44447
deu,2011,-50.45925
deu,2012,-51.75102
dji,1991,2.1128
dji,1992,3.61568
dji,1993,6.48375
dji,1994,10.40642
dji,1995,17.19046
dji,1996,22.26352
dji,1997,24.63206
dji,1998,27.6383
dji,1999,32.52434
dji,2000,34.25519
dji,2001,36.18312
dji,2002,37.18648
dji,2003,38.46762
dji,2004,40.2897
dji,2005,41.42716
dji,2006,42.79187
dji,2007,44.30409
dji,2008,45.82254
dji,2009,47.48251
dji,2010,48.85368
dji,2011,50.34222
dji,2012,51.83076
dma,1991,0.03329
dma,1992,0.64785
dma,1993,1.22803
dma,1994,1.86241
dma,1995,2.59554
dma,1996,3.11245
dma,1997,3.49401
dma,1998,3.98946
dma,1999,4.74625
dma,2000,4.91764
dma,2001,5.4659
dma,2002,5.75393
dma,2003,5.84224
dma,2004,6.1044
dma,2005,6.41719
dma,2006,6.9993
dma,2007,7.6444
dma,2008,8.12279
dma,2009,8.84492
dma,2010,9.54284
dma,2011,10.63827
dma,2012,11.7337
dnk,1991,1.8977
dnk,1992,2.53481
dnk,1993,4.35896
dnk,1994,2.73841
dnk,1995,2.75458
dnk,1996,2.7958
dnk,1997,3.58039
dnk,1998,3.18922
dnk,1999,1.09356
dnk,2000,1.85234
dnk,2001,3.46161
dnk,2002,1.58534
dnk,2003,0.91803
dnk,2004,-0.22866
dnk,2005,-0.30622
dnk,2006,-1.69672
dnk,2007,-2.06296
dnk,2008,-1.46982
dnk,2009,-4.02969
dnk,2010,-2.73466
dnk,2011,-4.36011
dnk,2012,-4.74426
dom,1991,4.46259
dom,1992,16.66894
dom,1993,13.53119
dom,1994,11.9175
dom,1995,12.63297
dom,1996,16.12189
dom,1997,15.74458
dom,1998,15.87984
dom,1999,3.65699
dom,2000,3.89371
dom,2001,9.71444
dom,2002,11.94182
dom,2003,10.61616
dom,2004,11.97664
dom,2005,11.48439
dom,2006,12.32296
dom,2007,12.02511
dom,2008,12.1174
dom,2009,15.84819
dom,2010,12.05077
dom,2011,13.17128
dom,2012,14.29178
dza,1991,3.42235
dza,1992,16.06191
dza,1993,15.78234
dza,1994,12.62284
dza,1995,22.61218
dza,1996,25.76271
dza,1997,29.52748
dza,1998,32.5585
dza,1999,41.54783
dza,2000,39.48432
dza,2001,30.8467
dza,2002,30.7984
dza,2003,39.69888
dza,2004,38.671
dza,2005,44.70021
dza,2006,46.98508
dza,2007,44.11227
dza,2008,46.86589
dza,2009,45.65534
dza,2010,47.29531
dza,2011,48.76826
dza,2012,50.24121
ecu,1991,3.62604
ecu,1992,9.07966
ecu,1993,14.91008
ecu,1994,25.50422
ecu,1995,29.76646
ecu,1996,32.29576
ecu,1997,26.36067
ecu,1998,24.17449
ecu,1999,23.92056
ecu,2000,16.957
ecu,2001,20.97623
ecu,2002,17.97182
ecu,2003,29.48522
ecu,2004,39.57059
ecu,2005,37.74483
ecu,2006,37.74756
ecu,2007,35.90724
ecu,2008,34.52017
ecu,2009,40.97222
ecu,2010,40.86209
ecu,2011,42.27072
ecu,2012,43.67934
egy,1991,4.29994
egy,1992,8.06345
egy,1993,12.42155
egy,1994,13.84968
egy,1995,16.7252
egy,1996,17.99662
egy,1997,20.99958
egy,1998,18.30299
egy,1999,28.36101
egy,2000,33.20478
egy,2001,35.9925
egy,2002,46.54805
egy,2003,55.42281
egy,2004,61.19125
egy,2005,77.67047
egy,2006,84.24985
egy,2007,86.09067
egy,2008,92.65117
egy,2009,88.54794
egy,2010,88.778
egy,2011,90.66578
egy,2012,92.55356
eri,1991,0.65442
