geo,time,is_air_dprt
com,1993,1000
com,1994,1000
com,1995,1100
com,1996,1100
cpv,1976,1500
cpv,1977,1500
cpv,1978,1500
cpv,1979,1500
cpv,1980,1600
cpv,1981,2400
cpv,1982,4800
cpv,1983,7300
cpv,1984,7600
cpv,1985,8100
cpv,1986,6100
cpv,1987,6700
cpv,1988,6700
cpv,1989,6700
cpv,1990,6700
cpv,1991,6600
cpv,1992,6800
cpv,1993,6800
cpv,1994,6800
cpv,1995,7100
cpv,1996,7400
cpv,1997,14600
cpv,1998,14800
cpv,1999,12100
cpv,2000,13010
cpv,2001,8745
cpv,2002,8735
cpv,2003,9434
cpv,2004,16612
cpv,2005,19905
cpv,2006,19862
cpv,2007,21086
cpv,2008,12236
cpv,2009,11560
cpv,2010,10363
cpv,2011,10658.07129
cpv,2012,10555.22865
cpv,2013,8148
cpv,2014,7728
cpv,2015,7989
cpv,2016,8745
cpv,2017,4868
cpv,2018,9385
cpv,2019,10205
cpv,2020,5067.487
cri,1970,14400
cri,1971,14400
cri,1972,11600
cri,1973,12100
cri,1974,12300
cri,1975,11800
cri,1976,12000
cri,1977,10100
cri,1978,9300
cri,1979,9400
cri,1980,13800
cri,1981,12700
cri,1982,12600
cri,1983,11700
cri,1984,12400
cri,1985,8500
cri,1986,8400
cri,1987,9200
cri,1988,10800
cri,1989,11400
cri,1990,12500
cri,1991,13300
cri,1992,15100
cri,1993,16900
cri,1994,18300
cri,1995,26900
cri,1996,20800
cri,1997,24300
cri,1998,36900
cri,1999,32000
cri,2000,24297
cri,2001,32270
cri,2002,32605
cri,2003,31219
cri,2004,33517
cri,2005,36045
cri,2006,36170
cri,2007,37284
cri,2008,36786
cri,2009,33285
cri,2010,41600.55497
cri,2011,43354
cri,2012,40081
cri,2013,42831
cri,2014,50239
cri,2015,41544
cri,2016,46405
cri,2017,48971
cri,2018,40014
cri,2019,44878
cri,2020,11696.8
cub,1970,15600
cub,1971,17900
cub,1972,19400
cub,1973,17400
cub,1974,15200
cub,1975,15800
cub,1976,17100
cub,1977,13300
cub,1978,17100
cub,1979,17500
cub,1980,17200
cub,1981,15900
cub,1982,18000
cub,1983,20300
cub,1984,17100
cub,1985,16000
cub,1986,18700
cub,1987,19400
cub,1988,17600
cub,1989,18900
cub,1990,19400
cub,1991,12000
cub,1992,9900
cub,1993,8600
cub,1994,12500
cub,1995,12800
cub,1996,14400
cub,1997,16800
cub,1998,19700
cub,1999,15700
cub,2000,12264
cub,2001,11728
cub,2002,9773
cub,2003,8998
cub,2004,10937
cub,2005,11484
cub,2006,11533
cub,2007,11874
cub,2008,11686
cub,2009,10653
cub,2010,21235.45028
cub,2011,18302.85837
cub,2012,15869.7722
cub,2013,23292
cub,2014,15468
cub,2015,17592
cub,2016,20058
cub,2017,13144
cub,2018,8830
cub,2019,7146
cub,2020,2123
cyp,1970,2600
cyp,1971,3100
cyp,1972,4000
cyp,1973,4300
cyp,1974,2000
cyp,1975,3500
cyp,1976,4700
cyp,1977,5200
cyp,1978,5200
cyp,1979,5400
cyp,1980,6200
cyp,1981,5700
cyp,1982,5700
cyp,1983,5900
cyp,1984,6200
cyp,1985,6100
cyp,1986,6400
cyp,1987,6400
cyp,1988,6600
cyp,1989,6700
cyp,1990,7600
cyp,1991,8000
cyp,1992,10300
cyp,1993,10800
cyp,1994,11500
cyp,1995,10900
cyp,1996,10600
cyp,1997,11500
cyp,1998,12000
cyp,1999,12100
cyp,2000,12551
cyp,2001,13321
cyp,2002,15081
cyp,2003,16908
cyp,2004,19073
cyp,2005,17392
cyp,2006,17530
cyp,2007,19131
cyp,2008,19399
cyp,2009,18556
cyp,2010,15318
cyp,2011,12430
cyp,2012,13296
cyp,2013,11724
cyp,2014,9000
cyp,2015,306
cyp,2016,2994
cyp,2017,8698
cyp,2018,5456
cyp,2019,3326
cyp,2020,1118
cze,1970,12500
cze,1971,31900
cze,1972,39900
cze,1973,38900
cze,1974,42200
cze,1975,46000
cze,1976,60300
cze,1977,46100
cze,1978,47000
cze,1979,48000
cze,1980,39100
cze,1981,29300
cze,1982,18700
cze,1983,20000
cze,1984,20900
cze,1985,21700
cze,1986,22200
cze,1987,21800
cze,1988,22100
cze,1989,24200
cze,1990,22300
cze,1991,20200
cze,1992,23100
cze,1993,24800
cze,1994,23500
cze,1995,26100
cze,1996,26900
cze,1997,28300
cze,1998,29500
cze,1999,34800
cze,2000,40027
cze,2001,44164
cze,2002,46574
cze,2003,52127
cze,2004,66134
cze,2005,75295
cze,2006,75439
cze,2007,75830
cze,2008,78377
cze,2009,78153
cze,2010,72137
cze,2011,61476
cze,2012,44189
cze,2013,54948
cze,2014,48975
cze,2015,38304
cze,2016,43878
cze,2017,50387
cze,2018,70828
cze,2019,44051
cze,2020,12986.363
deu,1970,143100
deu,1971,153800
deu,1972,166100
deu,1973,151900
deu,1974,180300
deu,1975,176800
deu,1976,179300
deu,1977,181200
deu,1978,183500
deu,1979,183200
deu,1980,187300
deu,1981,186600
deu,1982,188500
deu,1983,195400
deu,1984,201900
deu,1985,214700
deu,1986,234100
deu,1987,269100
deu,1988,294300
deu,1989,310800
deu,1990,344200
deu,1991,406600
deu,1992,458000
deu,1993,459200
deu,1994,521000
deu,1995,526600
deu,1996,566600
deu,1997,645900
deu,1998,673300
deu,1999,709800
deu,2000,738297
deu,2001,762178
deu,2002,796129
deu,2003,844881
deu,2004,937143
deu,2005,1023858
deu,2006,1084821
deu,2007,1126699
deu,2008,1154472
deu,2009,1080553
deu,2010,971803.4316
deu,2011,1021899.9385
deu,2012,985668.76919
deu,2013,954874
deu,2014,946082
deu,2015,967453
deu,2016,962803
deu,2017,955827
deu,2018,922648.64349
deu,2019,896647.181
deu,2020,303966
dji,1978,1500
dji,1979,1500
dji,1980,2800
dji,1981,3100
dji,1982,3200
dji,1983,3800
dji,1984,3900
dji,1985,3200
dji,1986,3900
dji,1987,2100
dji,1988,3900
dji,1989,3900
dji,1990,3900
dji,1991,3900
dnk,1970,50600
dnk,1971,64700
dnk,1972,69800
dnk,1973,70700
dnk,1974,67200
dnk,1975,66100
dnk,1976,67700
dnk,1977,67600
dnk,1978,70000
dnk,1979,74300
dnk,1980,69700
dnk,1981,64000
dnk,1982,69200
dnk,1983,77700
dnk,1984,62000
dnk,1985,75400
dnk,1986,82800
dnk,1987,85000
dnk,1988,84600
dnk,1989,87500
dnk,1990,90600
dnk,1991,87400
dnk,1992,91100
dnk,1993,101900
dnk,1994,97200
dnk,1995,101600
dnk,1996,107800
dnk,1997,118600
dnk,1998,114600
dnk,1999,106300
dnk,2000,109369
dnk,2001,110492
dnk,2002,97713
dnk,2003,90641
dnk,2004,99598
dnk,2019,560420.19
dnk,2020,168010.186
dom,1970,8600
dom,1971,3900
dom,1972,3900
dom,1973,4200
dom,1974,4200
dom,1975,3700
dom,1976,10000
dom,1977,11300
dom,1978,10700
dom,1979,5900
dom,1980,5000
dom,1981,4300
dom,1982,5600
dom,1983,6100
dom,1984,6800
dom,1985,6800
dom,1986,6200
dom,1987,5300
dom,1988,6100
dom,1989,6000
dom,1990,9500
dom,1991,4500
dom,1992,4300
dom,1993,3900
dom,1994,3000
dom,1995,2800
dom,1996,1300
dom,1997,1400
dom,1998,1400
dom,1999,400
dom,2010,1552
dom,2011,2286
dom,2012,2303
dom,2013,1908
dom,2014,1584
dom,2015,1421
dom,2016,1170
dom,2019,7062
dom,2020,2497.4
dza,1970,14800
dza,1971,17400
dza,1972,19300
dza,1973,26200
dza,1974,29300
dza,1975,31900
dza,1976,34400
dza,1977,32900
dza,1978,35000
dza,1979,34800
dza,1980,36500
dza,1981,38200
dza,1982,38700
dza,1983,40300
dza,1984,43400
dza,1985,46200
dza,1986,50500
dza,1987,48400
dza,1988,49400
dza,1989,45700
dza,1990,44100
dza,1991,45600
dza,1992,45900
dza,1993,45400
dza,1994,45500
dza,1995,47000
dza,1996,45100
dza,1997,49600
dza,1998,44200
dza,1999,36400
dza,2000,40202
dza,2001,49274
dza,2002,46015
dza,2003,44315
dza,2004,48531
dza,2005,45692
dza,2006,44822
dza,2007,44136
dza,2008,31026
dza,2009,52731
dza,2010,53088
dza,2011,53286
dza,2012,54292
dza,2013,55516
dza,2014,60066
dza,2015,65940
dza,2016,73465
dza,2017,74714
dza,2018,77463
dza,2019,76049
dza,2020,18719
ecu,1970,28200
ecu,1971,21100
ecu,1972,19900
ecu,1973,20700
ecu,1974,19600
ecu,1975,20800
ecu,1976,21500
ecu,1977,23000
ecu,1978,24700
ecu,1979,25600
ecu,1980,27900
ecu,1981,27400
ecu,1982,27300
ecu,1983,26500
ecu,1984,26600
ecu,1985,26300
ecu,1986,27000
ecu,1987,27600
ecu,1988,27300
ecu,1989,27800
ecu,1990,27900
ecu,1991,27900
ecu,1992,20300
ecu,1993,45000
ecu,1994,43400
ecu,1995,21800
ecu,1996,22500
ecu,1997,26200
ecu,1998,26900
ecu,1999,20200
ecu,2000,18419
ecu,2001,16523
ecu,2002,15407
ecu,2003,24801
ecu,2004,28422
ecu,2005,29844
ecu,2006,31016
ecu,2007,44842
ecu,2008,49162
ecu,2009,46485
ecu,2010,60835
ecu,2011,49193
ecu,2012,54250.92262
ecu,2013,58687
ecu,2014,61248
ecu,2015,61649
ecu,2016,55430
ecu,2017,50837
ecu,2018,53033
ecu,2019,50575
ecu,2020,12056.18
egy,1970,14500
egy,1971,12800
egy,1972,15700
egy,1973,14800
egy,1974,17000
egy,1975,15100
egy,1976,16900
egy,1977,18600
egy,1978,18700
egy,1979,21300
egy,1980,25700
egy,1981,27600
egy,1982,28100
egy,1983,29700
egy,1984,29900
egy,1985,31500
egy,1986,29800
egy,1987,30900
egy,1988,33800
egy,1989,35200
egy,1990,19800
egy,1991,25700
egy,1992,34100
egy,1993,31300
egy,1994,38000
egy,1995,39000
egy,1996,41300
egy,1997,41600
egy,1998,39500
egy,1999,44300
egy,2000,47418
egy,2001,41373
egy,2002,41858
egy,2003,42152
egy,2004,42189
egy,2005,44730
egy,2006,47444
egy,2007,51440
egy,2008,57510
egy,2009,56414
egy,2010,104036.125
egy,2011,78726.09091
egy,2012,92303
egy,2013,100735.5
egy,2014,101725.76744
egy,2015,108206
egy,2016,115856
egy,2017,105464
egy,2018,105097
egy,2019,111785
egy,2020,45340.337
eri,2015,539
eri,2016,714
eri,2017,919
eri,2018,1018
eri,2019,1111
eri,2020,494.395
esp,1970,146900
esp,1971,159400
esp,1972,167300
esp,1973,176400
esp,1974,178800
esp,1975,181800
esp,1976,184500
esp,1977,192700
esp,1978,209300
esp,1979,214200
esp,1980,207900
esp,1981,188700
esp,1982,191000
esp,1983,194000
esp,1984,184900
esp,1985,181700
esp,1986,180400
esp,1987,183000
esp,1988,207200
esp,1989,225500
esp,1990,244700
esp,1991,262600
esp,1992,289700
esp,1993,282200
esp,1994,282300
esp,1995,313200
esp,1996,332800
esp,1997,370400
esp,1998,387900
esp,1999,414200
esp,2000,485856
esp,2001,517481
esp,2002,493019
esp,2003,518836
esp,2004,549963
esp,2005,586438
esp,2006,602978
esp,2007,657606
esp,2008,616893
esp,2009,547971
esp,2010,546298.85389
esp,2011,535074
esp,2012,471440.88689
esp,2013,465558.909
esp,2014,486353.8
esp,2015,534895
esp,2016,566775
esp,2017,579842
esp,2018,641097
esp,2019,677578.545
esp,2020,261972.271
est,1992,5500
est,1993,5700
est,1994,5700
est,1995,6500
est,1996,5100
est,1997,7800
est,1998,11400
est,1999,10600
est,2000,9199
est,2001,9133
est,2002,8324
est,2003,8522
est,2004,7814
est,2005,8350
est,2006,8183
est,2007,9214
est,2008,11478
est,2009,8592
est,2010,12207.97055
est,2011,13492
est,2012,26778
est,2013,13356
est,2014,13524
est,2015,13954
est,2016,16179
est,2017,528
est,2018,1583
est,2019,22
eth,1970,20100
eth,1971,20600
eth,1972,21400
eth,1973,21600
eth,1974,19800
eth,1975,16300
eth,1976,18600
eth,1977,12300
eth,1978,9700
eth,1979,8300
eth,1980,8100
eth,1981,12000
eth,1982,13700
eth,1983,14800
eth,1984,16000
eth,1985,21600
eth,1986,23700
eth,1987,24400
eth,1988,22900
eth,1989,23600
eth,1990,20600
eth,1991,20000
eth,1992,25000
eth,1993,24200
eth,1994,25600
eth,1995,26200
eth,1996,24800
eth,1997,28100
eth,1998,27100
eth,1999,24900
eth,2000,26624
eth,2001,28128
eth,2002,28359
eth,2003,27204
eth,2004,29546
eth,2005,30961
eth,2006,33644
eth,2007,37528
eth,2008,39804
eth,2009,44154
eth,2010,48783
eth,2011,57728
eth,2012,62136
eth,2013,68131
eth,2014,71166
eth,2015,83940
eth,2016,94330
eth,2017,99263
eth,2018,110971
eth,2019,119542
eth,2020,72194
fin,1970,44900
fin,1971,48400
fin,1972,51500
fin,1973,55100
fin,1974,60700
fin,1975,64300
fin,1976,62600
fin,1977,56400
fin,1978,60000
fin,1979,61100
fin,1980,70800
fin,1981,74100
fin,1982,72200
fin,1983,68900
fin,1984,68800
fin,1985,70300
fin,1986,66400
fin,1987,77300
fin,1988,84000
fin,1989,89800
fin,1990,93400
fin,1991,92000
fin,1992,93600
fin,1993,90300
fin,1994,91000
fin,1995,97000
fin,1996,103200
fin,1997,113300
fin,1998,119000
fin,1999,120700
fin,2000,145174
fin,2001,128881
fin,2002,108923
fin,2003,107026
fin,2004,109209
fin,2005,107108
fin,2006,114699
fin,2007,118686
fin,2008,114371
fin,2009,104740
fin,2010,132408.28423
fin,2011,144467
fin,2012,138914.13265
fin,2013,138987
fin,2014,140256
fin,2015,153849
fin,2016,162119
fin,2017,118856
fin,2018,125804
fin,2019,131089
fin,2020,47394
fji,1973,15500
fji,1974,17600
fji,1975,17800
fji,1976,17600
fji,1977,12800
fji,1978,13200
fji,1979,15200
fji,1980,21200
fji,1981,19200
fji,1982,15500
fji,1983,15500
fji,1984,15700
fji,1985,15800
fji,1986,14200
fji,1987,13100
fji,1988,23700
fji,1989,23600
fji,1990,23500
fji,1991,23200
fji,1992,27200
fji,1993,27000
fji,1994,31000
fji,1995,32600
fji,1996,33600
fji,1997,86900
fji,1998,87900
fji,1999,57300
fji,2000,57776
fji,2001,62768
fji,2002,37685
fji,2003,38732
fji,2004,36920
fji,2005,41886
fji,2006,46866
fji,2007,46359
fji,2008,46467
fji,2009,45595
fji,2010,26127
fji,2011,18142
fji,2012,16011.28581
fji,2013,11748
fji,2014,19140
fji,2015,19487
fji,2016,20906
fji,2017,21855
fji,2018,24134
fji,2019,25859
fji,2020,10450
fra,1970,215400
fra,1971,211600
fra,1972,232500
fra,1973,230600
fra,1974,239100
fra,1975,246300
fra,1976,255700
fra,1977,256300
fra,1978,258000
fra,1979,262400
fra,1980,248400
fra,1981,254400
fra,1982,268600
fra,1983,241000
fra,1984,259900
fra,1985,261200
fra,1986,274400
fra,1987,314400
fra,1988,368200
fra,1989,393200
fra,1990,441700
fra,1991,408000
fra,1992,413700
fra,1993,459800
fra,1994,479000
fra,1995,482000
fra,1996,549900
fra,1997,667500
fra,1998,691800
fra,1999,748600
fra,2000,811776
fra,2001,777756
fra,2002,734679
fra,2003,695865
fra,2004,682263
fra,2005,728081
fra,2006,805731
fra,2007,825471
fra,2008,827851
fra,2009,771675
fra,2010,738003.42644
fra,2011,754292
fra,2012,739353.59976
fra,2013,641440
fra,2014,610197
fra,2015,607168
fra,2016,599427
fra,2017,599256
fra,2018,597412
fra,2019,598374
fra,2020,268744
gab,1970,11200
gab,1971,11200
gab,1972,11000
gab,1973,11300
gab,1974,11200
gab,1975,11300
gab,1976,12700
gab,1977,12100
gab,1978,11600
gab,1979,11800
gab,1980,12000
gab,1981,12200
gab,1982,12600
gab,1983,13100
gab,1984,12600
gab,1985,12300
gab,1986,12300
gab,1987,12500
gab,1988,11000
gab,1989,10700
gab,1990,10400
gab,1991,11300
gab,1992,10800
gab,1993,10900
gab,1994,12000
gab,1995,12000
gab,1996,7100
gab,1997,10000
gab,1998,10100
gab,1999,7300
gab,2000,7445
gab,2001,7492
gab,2002,7474
gab,2003,7990
gab,2004,8342
gab,2005,8505
gab,2006,8524
gab,2007,9057
gab,2008,5654
gab,2009,5423
gab,2010,7516.15985
gab,2011,3002
gab,2012,1553
gab,2013,0
gab,2015,2765
gab,2016,2305
gbr,1970,441800
gbr,1971,432200
gbr,1972,435200
gbr,1973,446300
gbr,1974,429400
gbr,1975,397100
gbr,1976,409300
gbr,1977,413300
gbr,1978,462600
gbr,1979,476900
gbr,1980,477500
gbr,1981,434000
gbr,1982,433200
gbr,1983,435600
gbr,1984,457900
gbr,1985,471700
gbr,1986,498900
gbr,1987,522900
gbr,1988,573300
gbr,1989,639100
gbr,1990,670700
gbr,1991,615500
gbr,1992,654600
gbr,1993,659400
gbr,1994,684900
gbr,1995,724800
gbr,1996,772300
gbr,1997,788900
gbr,1998,801900
gbr,1999,840800
gbr,2000,876158
gbr,2001,925638
gbr,2002,924944
gbr,2003,891154
gbr,2004,970036
gbr,2005,1018118
gbr,2006,1037032
gbr,2007,1044883
gbr,2008,1056206
gbr,2009,1003893
gbr,2010,985109.02307
gbr,2011,1062692
gbr,2012,1050702.90909
gbr,2013,1052640
gbr,2014,1064175.7
gbr,2015,1104117
gbr,2016,1180312
gbr,2017,1182696
gbr,2018,1242985
gbr,2019,1061464
gbr,2020,334084.578
geo,1994,1300
geo,1995,1400
geo,1996,2500
geo,1997,1600
geo,1998,1600
geo,1999,3000
geo,2000,1906
geo,2001,1945
geo,2002,4239
geo,2003,5514
geo,2004,4451
geo,2005,4673
geo,2006,4861
geo,2007,5347
geo,2008,5487
geo,2009,5054
geo,2010,2803
geo,2011,3896
geo,2012,3326
geo,2013,2933
geo,2014,3317
geo,2015,3959
geo,2016,3199
geo,2017,5061
geo,2018,7108
geo,2019,6587
geo,2020,774
gha,1970,5000
gha,1971,5400
gha,1972,5700
gha,1973,5600
gha,1974,5700
gha,1975,5900
gha,1976,6100
gha,1977,6000
gha,1978,7000
gha,1979,7000
gha,1980,5600
gha,1981,5100
gha,1982,5300
gha,1983,4500
gha,1984,4400
gha,1985,5800
gha,1986,5500
gha,1987,7500
gha,1988,12300
gha,1989,11800
gha,1990,12600
gha,1991,19000
gha,1992,15100
gha,1993,3200
gha,1994,3400
gha,1995,3000
gha,1996,3300
gha,1997,3500
gha,1998,3500
gha,1999,5000
gha,2000,4873
gha,2001,5892
gha,2002,4382
gha,2003,3333
gha,2004,3333
gha,2010,5645.66957
gha,2011,10683
gha,2012,14902
gha,2013,16560
gha,2014,16764
gha,2015,20539
gha,2016,21628
gha,2017,21224
gha,2018,11635
gha,2019,15617
gha,2020,8941
gin,1970,2000
gin,1971,2000
gin,1972,2100
gin,1973,2200
gin,1974,2200
gin,1975,2300
gin,1976,2300
gin,1977,2300
gin,1978,2300
gin,1979,2300
gin,1980,2300
gin,1981,3500
gin,1982,3500
gin,1983,3500
gin,1984,3600
gin,1985,3600
gin,1986,500
gin,1987,900
gin,1988,900
gin,1989,900
gin,1990,1100
gin,1991,1100
gin,1992,700
gin,1993,700
gin,1994,1400
gin,1995,700
gin,1996,700
gin,1997,700
gin,1998,700
gin,1999,600
gmb,2010,0
gmb,2011,0
gmb,2012,140
gmb,2013,1788
gmb,2014,1848
gmb,2015,35
gmb,2016,440
gmb,2017,625
gmb,2018,1116
gmb,2019,1136
gnb,1978,1200
gnb,1979,1200
gnb,1980,1200
gnb,1981,1200
gnb,1982,1200
gnb,1983,1200
gnb,1984,1200
gnb,1985,1200
gnb,1986,1200
gnb,1987,1200
gnb,1988,1200
gnb,1989,1200
gnb,1990,1200
gnb,1991,1200
gnb,1992,1200
gnb,1993,1200
gnb,1994,1200
gnb,1995,1200
gnb,1996,1200
gnb,1997,1200
gnb,1998,1200
gnq,1971,300
gnq,1972,300
gnq,1973,400
gnq,1974,400
gnq,1975,400
gnq,1976,400
gnq,1977,400
gnq,1978,400
gnq,1979,400
gnq,1980,400
gnq,1981,400
gnq,1982,400
gnq,1983,400
gnq,1984,400
gnq,1985,400
gnq,1986,400
gnq,1987,400
gnq,1988,1400
gnq,1989,400
gnq,1990,400
gnq,1991,400
gnq,1992,400
gnq,1993,400
gnq,1994,400
gnq,1995,400
gnq,1996,400
gnq,1997,600
gnq,1998,600
gnq,2010,717.17092
gnq,2011,2808
gnq,2012,8201
gnq,2013,19416
gnq,2014,14136
gnq,2015,22350
gnq,2016,22464
gnq,2017,20590
gnq,2018,7930
gnq,2019,7423
gnq,2020,3051
grc,1970,34100
grc,1971,39800
grc,1972,44500
grc,1973,48500
grc,1974,38000
grc,1975,42600
grc,1976,50600
grc,1977,49400
grc,1978,55600
grc,1979,57300
grc,1980,50300
grc,1981,49700
grc,1982,53900
grc,1983,58800
grc,1984,71600
grc,1985,77000
grc,1986,75800
grc,1987,78600
grc,1988,79200
grc,1989,80100
grc,1990,79600
grc,1991,69800
grc,1992,79200
grc,1993,86200
grc,1994,86600
grc,1995,89200
grc,1996,92400
grc,1997,94200
grc,1998,90700
grc,1999,94100
grc,2000,108584
grc,2001,125269
grc,2002,113247
grc,2003,114100
grc,2004,137676
grc,2005,130515
grc,2006,133226
grc,2007,137697
grc,2008,128287
grc,2009,112671
grc,2010,136382.25793
grc,2011,125477.11983
grc,2012,111870
grc,2013,103800
grc,2014,134160
grc,2015,124014
grc,2016,128454
grc,2017,135281
grc,2018,144040
grc,2019,151848
grc,2020,75393
gtm,1970,10500
gtm,1971,8200
gtm,1972,8300
gtm,1973,1800
gtm,1974,3200
gtm,1975,3700
gtm,1976,4500
gtm,1977,5000
gtm,1978,4400
gtm,1979,4300
gtm,1980,3200
gtm,1981,3100
gtm,1982,3100
gtm,1983,2000
gtm,1984,2000
gtm,1985,2200
gtm,1986,1800
gtm,1987,2100
gtm,1988,2100
gtm,1989,2300
gtm,1990,3400
gtm,1991,3400
gtm,1992,4500
gtm,1993,4600
gtm,1994,4600
gtm,1995,5100
gtm,1996,5100
gtm,1997,6400
gtm,1998,6500
gtm,2010,8875
gtm,2011,9148
gtm,2012,8091
gtm,2013,2556
gtm,2014,2214
gtm,2015,3012
gtm,2016,3102
gtm,2017,3577
gtm,2018,3205
gtm,2019,2623
gtm,2020,673.09
gum,2008,12139
gum,2009,11470
guy,1970,4000
guy,1971,4200
guy,1972,4200
guy,1973,4300
guy,1974,4400
guy,1975,4500
guy,1976,5000
guy,1977,5200
guy,1978,5200
guy,1979,5200
guy,1980,5200
guy,1981,6400
guy,1982,7100
guy,1983,7000
guy,1984,6700
guy,1985,6700
guy,1986,4500
guy,1987,4500
guy,1988,4300
guy,1989,3800
guy,1990,3800
guy,1991,3300
guy,1992,3300
guy,1993,3300
guy,1994,3300
guy,1995,3500
guy,1996,3600
guy,1997,3600
guy,1998,3600
guy,1999,500
guy,2000,418
guy,2001,276
guy,2010,9351
guy,2011,12231
guy,2012,8625
guy,2013,0
guy,2014,0
guy,2018,1931
guy,2019,1578
guy,2020,1502
hkg,1991,124500
hkg,1992,147100
hkg,1993,167200
hkg,1994,181500
hkg,1995,193700
hkg,1996,195200
hkg,1997,224800
hkg,1998,234700
hkg,1999,72400
hkg,2000,79182
hkg,2001,85003
hkg,2002,91096
hkg,2003,87070
hkg,2004,111136
hkg,2005,122705
hkg,2006,130014
hkg,2007,141372
hkg,2008,144039
hkg,2009,149809
hkg,2010,158255
hkg,2011,173112
hkg,2012,185506.37823
hkg,2013,199639
hkg,2014,215562
hkg,2015,228582
hkg,2016,235581
hkg,2017,243518
hkg,2018,245146
hkg,2019,242173
hkg,2020,70874
hnd,1970,21300
hnd,1971,20600
hnd,1972,17800
hnd,1973,18000
hnd,1974,17800
hnd,1975,15900
hnd,1976,14600
hnd,1977,13900
hnd,1978,15500
hnd,1979,17200
hnd,1980,19500
hnd,1981,13200
hnd,1982,13600
hnd,1983,12100
hnd,1984,11300
hnd,1985,11800
hnd,1986,8100
hnd,1987,11300
hnd,1988,14700
hnd,1989,15100
hnd,1990,17100
hnd,1991,12500
hnd,1992,11800
hnd,1993,13700
hnd,2010,21574
hnd,2011,18287
hnd,2012,16760
hnd,2013,26796
hnd,2014,24216
hnd,2015,24813
hnd,2016,24315
hnd,2017,9482
hnd,2018,14832
hnd,2019,13146
hnd,2020,4462
hrv,1991,1900
hrv,1992,4100
hrv,1993,9200
hrv,1994,12000
hrv,1995,13300
hrv,1996,15000
hrv,1997,16700
hrv,1998,16800
hrv,1999,15900
hrv,2000,16955
hrv,2001,18258
hrv,2002,19340
hrv,2003,19751
hrv,2004,20482
hrv,2005,22031
hrv,2006,21641
hrv,2007,22391
hrv,2008,24728
hrv,2009,24613
hrv,2010,24766
hrv,2011,26743
hrv,2012,26456
hrv,2013,24305
hrv,2014,25161
hrv,2015,25183
hrv,2016,26171
hrv,2017,26809
hrv,2018,27189
hrv,2019,27711
hrv,2020,12838
hti,1970,3200
hti,1971,3200
hti,1972,3200
hti,1973,3400
hti,1974,700
hti,1975,700
hti,1976,700
hti,1977,700
hti,1978,700
hti,1979,700
hti,1980,700
hti,1981,800
hti,1982,800
hti,1983,800
hti,1984,800
hti,1985,800
hti,1986,800
hti,1987,800
hti,1988,800
hti,1989,800
hti,1990,800
hti,1991,800
hti,2020,1563
hun,1970,6200
hun,1971,3200
hun,1972,3000
hun,1973,3800
hun,1974,4500
hun,1975,4000
hun,1976,4300
hun,1977,11800
hun,1978,13700
hun,1979,15500
hun,1980,15600
hun,1981,16100
hun,1982,16600
hun,1983,15700
hun,1984,17000
hun,1985,17200
hun,1986,17100
hun,1987,17300
hun,1988,16200
hun,1989,17500
hun,1990,18900
hun,1991,16600
hun,1992,19800
hun,1993,23100
hun,1994,20900
hun,1995,21600
hun,1996,24900
hun,1997,25700
hun,1998,27500
hun,1999,30200
hun,2000,32297
hun,2001,31654
hun,2002,33290
hun,2003,40233
hun,2004,46837
hun,2005,47362
hun,2006,45781
hun,2007,51003
hun,2008,49795
hun,2009,45861
hun,2010,111307
hun,2011,120826.21239
hun,2012,88801.83165
hun,2013,103080
hun,2014,123708
hun,2015,145492
hun,2016,137605
hun,2017,158454
hun,2018,183541
hun,2019,213664
hun,2020,106938
idn,1970,23500
idn,1971,24000
idn,1972,34200
idn,1973,42500
idn,1974,64800
idn,1975,74100
idn,1976,91600
idn,1977,105500
idn,1978,115300
idn,1979,120400
idn,1980,124800
idn,1981,142600
idn,1982,145300
idn,1983,143400
idn,1984,183000
idn,1985,185800
idn,1986,181500
idn,1987,190600
idn,1988,206100
idn,1989,193200
idn,1990,205400
idn,1991,215700
idn,1992,236900
idn,1993,227200
idn,1994,230500
idn,1995,262200
idn,1996,311200
idn,1997,194700
idn,1998,196700
idn,1999,135000
idn,2000,159027
idn,2001,164651
idn,2002,152278
idn,2003,155609
idn,2004,318488
idn,2005,320724
idn,2006,357414
idn,2007,357789
idn,2008,345240
idn,2009,330112
idn,2010,520932.08198
idn,2011,599692.27609
idn,2012,641182.30072
idn,2013,576000
idn,2014,675005.89538
idn,2015,682389
idn,2016,823735
idn,2017,892801
idn,2018,959307.381
idn,2019,808265
idn,2020,425057.604
ind,1970,97500
ind,1971,64700
ind,1972,96600
ind,1973,94300
ind,1974,69000
ind,1975,90600
ind,1976,94700
ind,1977,99000
ind,1978,105300
ind,1979,100100
ind,1980,100000
ind,1981,104600
ind,1982,106500
ind,1983,113500
ind,1984,120400
ind,1985,139900
ind,1986,151000
ind,1987,159500
ind,1988,157600
ind,1989,156300
ind,1990,125800
ind,1991,117500
ind,1992,120300
ind,1993,105300
ind,1994,130100
ind,1995,168400
ind,1996,151300
ind,1997,182500
ind,1998,196100
ind,1999,180500
ind,2000,198426
ind,2001,206690
ind,2002,231413
ind,2003,263870
ind,2004,302790
ind,2005,330484
ind,2006,453921
ind,2007,569033
ind,2008,592292
ind,2009,601977
ind,2010,623196.77856
ind,2011,695626
