geo,time,ne_con_totl_kn
chl,2006,71629595792657.70312
chl,2007,76697819058253.20312
chl,2008,79422032635578.09375
chl,2009,79884689664871.5
chl,2010,87462065489504.78125
chl,2011,93769608566551.39062
chl,2012,99080437692209.40625
chl,2013,103336792108318
chl,2014,106287229410322
chl,2015,109025534292966
chl,2016,112803812854945
chl,2017,116887472687096
chl,2018,121256757470793
chl,2019,122210483686117
chl,2020,113878927900467
chn,1995,5821480617600
chn,1996,6526516790200
chn,1997,7019823220200
chn,1998,7724686597600
chn,1999,8728389853900
chn,2000,9791780466300
chn,2001,10510251765700
chn,2002,11502418202000
chn,2003,12241909620800
chn,2004,13215377542000
chn,2005,14815373351300
chn,2006,16328898094200
chn,2007,18445721840000
chn,2008,19950991628000
chn,2009,22053409504900
chn,2010,24198980669100
chn,2011,27150576279600
chn,2012,29395599113000
chn,2013,31561120870500
chn,2014,34066325442800
chn,2015,37192068571400
chn,2016,40305833816100
chn,2017,43164220622300
chn,2018,46564682859100
chn,2019,49494425336000
chn,2020,49034628151800
civ,1996,12723511715946.69922
civ,1997,13488754897482.69922
civ,1998,13631638892719
civ,1999,14476908165312.40039
civ,2000,14182109358649.30078
civ,2001,14371287840221.69922
civ,2002,13879715618580
civ,2003,13443193297217.5
civ,2004,13660584989353.40039
civ,2005,13919828980729.19922
civ,2006,13969037716767.30078
civ,2007,14573144224213.59961
civ,2008,14329859768458.69922
civ,2009,14675291041423.80078
civ,2010,15216016498223.80078
civ,2011,14214533743708.80078
civ,2012,16133545933936.69922
civ,2013,16927402036489
civ,2014,18474110034872
civ,2015,20184546000000
civ,2016,22354317000000
civ,2017,24211795000000
civ,2018,26280271000000
civ,2019,27478936000000
civ,2020,26992548205300
cmr,1960,2135816246076.84009
cmr,1961,2167940410943.43994
cmr,1962,2239512971798.95996
cmr,1963,2308018463380.72949
cmr,1964,2371167270743.97998
cmr,1965,2394978932169.85986
cmr,1966,2470232123750.56982
cmr,1967,2169088574444.3501
cmr,1968,2391719312348.70947
cmr,1969,2465246863746.47021
cmr,1970,2481363487033.08008
cmr,1971,2677435568479.43994
cmr,1972,2681515995845.85986
cmr,1973,2697255316201.97998
cmr,1974,2969408341144.18018
cmr,1975,3386666529795.5498
cmr,1976,3215653383498.25
cmr,1977,3708585120952.33984
cmr,1978,4136418209110.83057
cmr,1979,4439779512836.33008
cmr,1980,3897827092993.79053
cmr,1981,4566205171024.12012
cmr,1982,5172647231682.30957
cmr,1983,5213544095055.79004
cmr,1984,5290364367047.72949
cmr,1985,5609051578277.19043
cmr,1986,6987554108117.62012
cmr,1987,7281496726214.67871
cmr,1988,6408234806513.46973
cmr,1989,5642850053531.03027
cmr,1990,5644461576997.16992
cmr,1991,5613631063991.45996
cmr,1992,4991384870129.60938
cmr,1993,5620020668100
cmr,1994,5806137068200
cmr,1995,5874842699300
cmr,1996,6227097705300
cmr,1997,6653284750100
cmr,1998,7077642586200
cmr,1999,7486958542100
cmr,2000,7987991439000
cmr,2001,8443780780100
cmr,2002,8727170333500
cmr,2003,9338552060600
cmr,2004,9865318788700
cmr,2005,10369706156700
cmr,2006,10660074939900
cmr,2007,11025911886000
cmr,2008,11677578239100
cmr,2009,12245718580300
cmr,2010,12529462016700
cmr,2011,12985407012000
cmr,2012,13671261103100
cmr,2013,14456695376700
cmr,2014,15255835391500
cmr,2015,16212098519400
cmr,2016,16616103000000
cmr,2017,17284586000000
cmr,2018,18156723076500
cmr,2019,18885388540600
cmr,2020,18985217495100
cod,1993,5109740978400
cod,1994,4705431922600
cod,1995,4804899451200
cod,1996,4581844744500
cod,1997,4369352545500
cod,1998,4481199783600
cod,1999,4209219557900
cod,2000,4242668051600
cod,2001,4134982884000
cod,2002,3830024018400
cod,2003,4650647602600
cod,2004,4966106425600
cod,2005,5366509000000
cod,2006,5469984000000
cod,2007,5873315009600
cod,2008,6009511671300
cod,2009,6020095324400
cod,2010,6733763518200
cod,2011,6421701602200
cod,2012,7598263739700
cod,2013,8463528918700
cod,2014,9084945793200
cod,2015,9635918190300
cod,2016,9436718901700
cod,2017,9327143102600
cod,2018,9263565411100
cod,2019,10794852837600
cod,2020,10019968551500
cog,1960,341082256697.67297
cog,1961,339605704930.84198
cog,1962,319672316002.44897
cog,1963,298262395497.94293
cog,1964,307121666087.966
cog,1965,310074765361.20203
cog,1966,294989611230.23102
cog,1967,287985122515.73694
cog,1968,323221689012.71198
cog,1969,356493539810.86102
cog,1970,382024825780.45898
cog,1971,383230475362.73798
cog,1972,385960952345.78003
cog,1973,385634562180.89294
cog,1974,381565270427.36401
cog,1975,391590812032.97699
cog,1976,440121768510.10797
cog,1977,396781300600.84497
cog,1978,439371268258.95001
cog,1979,408255413529.44897
cog,1980,482372054398.73798
cog,1981,556248948656.49402
cog,1982,788074201753.151
cog,1983,712839933195.53699
cog,1984,774868596653.76892
cog,1985,811298431563.06006
cog,1986,767750240630.88
cog,1987,741498681210.16003
cog,1988,736497011596.99695
cog,1989,748036314979.02893
cog,1990,724932912903.04602
cog,1991,898868349500
cog,1992,753434683600
cog,1993,806672399700
cog,1994,806597952600
cog,1995,828748465700
cog,1996,791764363200
cog,1997,989599351600
cog,1998,842214654200
cog,1999,966803534100
cog,2000,974990530900
cog,2001,1155140839300
cog,2002,1255804782700
cog,2003,1279648226200
cog,2004,1340362673800
cog,2005,1528899000000
cog,2006,1651105000000
cog,2007,1878201008547.86011
cog,2008,1919825892633.11011
cog,2009,1912731951712.81006
cog,2010,1993240289802.71997
cog,2011,2281596693857.4502
cog,2012,2405201946096.8999
cog,2013,2433182202134.00977
cog,2014,2625940892993.8501
cog,2015,2614108048842.49023
cog,2016,2459453034672.43994
cog,2017,2171439567516.07007
cog,2018,2213195089427.10938
cog,2019,2127962884017.69995
cog,2020,2052366482270
col,1960,65972734363265.10156
col,1961,70397499423632.09375
col,1962,75905731763674.89062
col,1963,79660105360118.89062
col,1964,86778489034527.79688
col,1965,85664416469419.20312
col,1966,91464618384019.20312
col,1967,93455617998917.28125
col,1968,99339736960508.28125
col,1969,106553444833295
col,1970,113642630636352
col,1971,124615461280797
col,1972,130216698583984
col,1973,137323479896894
col,1974,144249343275163
col,1975,148413613940359
col,1976,158245443445879
col,1977,164754879757628
col,1978,178727068081621
col,1979,187997194772605
col,1980,198090249924403
col,1981,204061444101420
col,1982,207881925574104
col,1983,208540178109372
col,1984,214844784639757
col,1985,219598730468486
col,1986,226174939484292
col,1987,235242492228507
col,1988,245922064375404
col,1989,254676507277620
col,1990,262384242927047
col,1991,267126007249000
col,1992,278098837893400
col,1993,293941113097900
col,1994,315402672282400
col,1995,333601816671100
col,1996,351027806510100
col,1997,369554464811200
col,1998,369073585445600
col,1999,357214228183100
col,2000,362243024221100
col,2001,368310373890600
col,2002,373877122113100
col,2003,384096607507800
col,2004,400724693408300
col,2005,419077000000000
col,2006,444943000000000
col,2007,472591000000000
col,2008,492507000000000
col,2009,503416000000000
col,2010,529002000000000
col,2011,558993000000000
col,2012,589694000000000
col,2013,621266000000000
col,2014,648134000000000
col,2015,670201000000000
col,2016,681101000000000
col,2017,696973000000000
col,2018,724648000000000
col,2019,755028000000000
col,2020,725740134277294.125
com,1980,150861152668.61099
com,1981,156691821054.68201
com,1982,166694433199.75201
com,1983,174730820965.138
com,1984,181912714225.66901
com,1985,186061004157.54401
com,1986,189535160016.384
com,1987,192639724826.41199
com,1988,197816956238.18201
com,1989,191525038223.19199
com,1990,201276328455.07001
com,1991,190416265100
com,1992,206660530900
com,1993,212872617200
com,1994,201640006000
com,1995,208919471300
com,1996,206220924500
com,1997,214532317600
com,1998,217284056000
com,1999,221464869900
com,2000,245489559500
com,2001,251216653700
com,2002,257056901800
com,2003,262465645100
com,2004,267503939800
com,2005,275094098200
com,2006,282375574000
com,2007,280823000000
com,2008,295180515000
com,2009,310451212700
com,2010,315862321600
com,2011,329788432700
com,2012,342803718500
com,2013,352491095100
com,2014,360876801700
com,2015,363609498200
com,2016,375954285300
com,2017,392410471900
com,2018,400879330100
com,2019,414597089700
com,2020,417232979500
cpv,2007,98066513100
cpv,2008,100122703200
cpv,2009,106470358400
cpv,2010,105918737800
cpv,2011,109147879300
cpv,2012,110423877300
cpv,2013,112443685500
cpv,2014,114757186200
cpv,2015,118559917900
cpv,2016,119322912000
cpv,2017,127980663700
cpv,2018,130074313600
cpv,2019,137422704600
cpv,2020,125413388700
cri,1960,2496040288306.52002
cri,1961,2935494720109.6001
cri,1962,2990834231685
cri,1963,3266444569295.27979
cri,1964,3390931289833.25977
cri,1965,4021845210603.48975
cri,1966,4053265876311.31982
cri,1967,4248421914185.27979
cri,1968,4482282993554
cri,1969,4689833342468.41992
cri,1970,5162882880512.75
cri,1971,5299546468037.84961
cri,1972,5563740992847.71973
cri,1973,5810431271363.59961
cri,1974,6136379907322.42969
cri,1975,6304137994475.34961
cri,1976,6604863120246.58008
cri,1977,7450611765718.15039
cri,1978,8015748860352.58887
cri,1979,8275268338015.60938
cri,1980,8169807972145
cri,1981,7513235653080.49902
cri,1982,6884387450817.01953
cri,1983,7160867564640.67969
cri,1984,7638265983751.83984
cri,1985,7925074690109.21094
cri,1986,8304188397110.01953
cri,1987,8593606432107.50098
cri,1988,8789958412274.83008
cri,1989,9217779587224.14062
cri,1990,9568625567290.58008
cri,1991,9478277563093.96875
cri,1992,10299338441968.5
cri,1993,11218150090239.40039
cri,1994,11746193284340.19922
cri,1995,11958521244171.40039
cri,1996,12149212537494.69922
cri,1997,12719995930197.80078
cri,1998,13248220045826
cri,1999,13482258303315.19922
cri,2000,13640002513797.90039
cri,2001,14008547282957.90039
cri,2002,14698453354578.90039
cri,2003,15336317915858
cri,2004,15688712387995.30078
cri,2005,16344743507450.40039
cri,2006,17135968459770.69922
cri,2007,18308228663226.19922
cri,2008,19377491787666.89453
cri,2009,19616041895885.39844
cri,2010,20712562917315.19922
cri,2011,21886439639482.89453
cri,2012,23202115687907.5
cri,2013,23712429313356.10156
cri,2014,24763896844910
cri,2015,25805827206299.30078
cri,2016,26699108479011.80078
cri,2017,27983792358248.69531
cri,2018,28451300244279.30078
cri,2019,29162470077521.60156
cri,2020,28096164481067.19922
cub,1970,12473969945.2625
cub,1971,13543751476.098
cub,1972,14197259099.6363
cub,1973,14685911301.04
cub,1974,14833350330.0431
cub,1975,16236024050.2922
cub,1976,17110091766.9081
cub,1977,18605307872.7169
cub,1978,19842459021.8738
cub,1979,20074400481.8516
cub,1980,19061387254.9511
cub,1981,22777569201.62289
cub,1982,24901556683.1113
cub,1983,26292659822.0045
cub,1984,28442293189.5237
cub,1985,28424320407.116
cub,1986,28472023743.6259
cub,1987,28641260650.3462
cub,1988,29450577917.223
cub,1989,29809535875.4943
cub,1990,28391376526.8213
cub,1991,25465922500
cub,1992,21922556800
cub,1993,20211904000
cub,1994,20792578500
cub,1995,20946692600
cub,1996,21781986500
cub,1997,22310000000
cub,1998,22609396300
cub,1999,23764850600
cub,2000,24329801400
cub,2001,25219354400
cub,2002,25909350500
cub,2003,27601864400
cub,2004,28624926300
cub,2005,29659715700
cub,2006,34104730700
cub,2007,35607700000
cub,2008,35504400000
cub,2009,35926000000
cub,2010,38037000000
cub,2011,38237000000
cub,2012,38982000000
cub,2013,40433000000
cub,2014,41572000000
cub,2015,43700000000
cub,2016,44956000000
cub,2017,45773000000
cub,2018,46678000000
cub,2019,46906000000
cub,2020,42641000000
cyp,1975,1958087442.83497
cyp,1976,2278819325.06564
cyp,1977,2587493059.45042
cyp,1978,2797998576.54096
cyp,1979,2954120264.24177
cyp,1980,3140251065.78739
cyp,1981,3234414425.74333
cyp,1982,3548500776.96009
cyp,1983,3797997774.14183
cyp,1984,3963403281.78518
cyp,1985,4179591976.09085
cyp,1986,4268966005.35393
cyp,1987,4713051634.39254
cyp,1988,5184129455.56752
cyp,1989,5492394964.63059
cyp,1990,6095110493.19135
cyp,1991,6589298100
cyp,1992,6972439800
cyp,1993,6468476100
cyp,1994,6872412600
cyp,1995,8229003000
cyp,1996,8594096000
cyp,1997,8963482000
cyp,1998,9761473000
cyp,1999,10154469000
cyp,2000,10699605000
cyp,2001,11341705000
cyp,2002,11739449000
cyp,2003,12342149000
cyp,2004,12975341000
cyp,2005,13438575000
cyp,2006,14057734000
cyp,2007,15233321000
cyp,2008,16425855000
cyp,2009,15783715000
cyp,2010,16365730000
cyp,2011,16310173000
cyp,2012,15873460000
cyp,2013,14839917000
cyp,2014,14579661000
cyp,2015,14980779000
cyp,2016,15594128000
cyp,2017,16250395000
cyp,2018,17034849000
cyp,2019,17867637000
cyp,2020,17740662000
cze,1990,2190316724000
cze,1991,1785210954000
cze,1992,1846770096000
cze,1993,1883439251000
cze,1994,1961335313000
cze,1995,2016273000000
cze,1996,2121722000000
cze,1997,2185234000000
cze,1998,2162765000000
cze,1999,2231117000000
cze,2000,2251516000000
cze,2001,2316985000000
cze,2002,2422339000000
cze,2003,2553532000000
cze,2004,2590794000000
cze,2005,2664349000000
cze,2006,2740032000000
cze,2007,2824936000000
cze,2008,2895488000000
cze,2009,2909893000000
cze,2010,2944287000000
cze,2011,2921950000000
cze,2012,2883255000000
cze,2013,2921741000000
cze,2014,2959481000000
cze,2015,3056212000000
cze,2016,3160923000000
cze,2017,3268502000000
cze,2018,3386007000000
cze,2019,3475369000000
cze,2020,3344288000000
deu,1970,930497019000
deu,1971,983456155000
deu,1972,1035095446000
deu,1973,1072711274000
deu,1974,1085579856000
deu,1975,1128145151000
deu,1976,1170050501000
deu,1977,1213440705000
deu,1978,1258645705000
deu,1979,1301870915000
deu,1980,1327938037000
deu,1981,1339816715000
deu,1982,1326123241000
deu,1983,1338496871000
deu,1984,1362089250000
deu,1985,1383866850000
deu,1986,1428411920000
deu,1987,1468502473000
deu,1988,1502983661000
deu,1989,1528720809000
deu,1990,1584814601000
deu,1991,1649817410000
deu,1992,1709187090000
deu,1993,1713364960000
deu,1994,1746128230000
deu,1995,1776032950000
deu,1996,1809236000000
deu,1997,1823308810000
deu,1998,1854093090000
deu,1999,1895871750000
deu,2000,1927095800000
deu,2001,1946885700000
deu,2002,1932593000000
deu,2003,1942487940000
deu,2004,1948644800000
deu,2005,1962717610000
deu,2006,1988004700000
deu,2007,1992622340000
deu,2008,2016150320000
deu,2009,2030882800000
deu,2010,2049133480000
deu,2011,2082336520000
deu,2012,2112241250000
deu,2013,2125654400000
deu,2014,2151601140000
deu,2015,2198877000000
deu,2016,2262204660000
deu,2017,2295627590000
deu,2018,2325752200000
deu,2019,2371049070000
deu,2020,2294748040000
dji,2013,283348000000
dji,2014,310165000000
dji,2015,338306000000
dji,2016,387871000000
dji,2017,421659000000
dji,2018,438755000000
dji,2019,454715431400
dji,2020,435070402000
dnk,1966,574672437500
dnk,1967,615045058500
dnk,1968,640388093000
dnk,1969,679094957200
dnk,1970,702591813000
dnk,1971,718714627000
dnk,1972,728324013000
dnk,1973,770714977000
dnk,1974,762125862000
dnk,1975,776618179000
dnk,1976,827807678000
dnk,1977,843302901000
dnk,1978,869950535000
dnk,1979,890335446000
dnk,1980,885799235000
dnk,1981,885881247000
dnk,1982,903872590000
dnk,1983,915052454000
dnk,1984,931128392000
dnk,1985,966095438000
dnk,1986,1015408432000
dnk,1987,1003969296000
dnk,1988,991208092000
dnk,1989,990438156000
dnk,1990,990825075000
dnk,1991,1007022432000
dnk,1992,1026567707000
dnk,1993,1034856626000
dnk,1994,1087691233000
dnk,1995,1107630720000
dnk,1996,1136944252000
dnk,1997,1161447862000
dnk,1998,1191511287000
dnk,1999,1203209563000
dnk,2000,1218068672000
dnk,2001,1227717996000
dnk,2002,1248348942000
dnk,2003,1260285835000
dnk,2004,1305222574000
dnk,2005,1342330752000
dnk,2006,1380040122000
dnk,2007,1401800960000
dnk,2008,1421799984000
dnk,2009,1404800917000
dnk,2010,1420022012000
dnk,2011,1419254944000
dnk,2012,1427769170000
dnk,2013,1429835787000
dnk,2014,1448037771000
dnk,2015,1478000889000
dnk,2016,1502034045000
dnk,2017,1529048761000
dnk,2018,1564127166000
dnk,2019,1584667432000
dnk,2020,1561675785000
dom,1960,114839844636.616
dom,1961,115452746999.59599
dom,1962,142643833293.10101
dom,1963,156585065054.33701
dom,1964,168355558129.99701
dom,1965,147519047092.32901
dom,1966,168810527208.354
dom,1967,172829260926.785
dom,1968,175422432671.064
dom,1969,187817930178.22501
dom,1970,219388140212.80896
dom,1971,227314551820.39999
dom,1972,236534212603.02097
dom,1973,260047444325.78601
dom,1974,283751609785.039
dom,1975,295486231655.13702
dom,1976,305158529064.32898
dom,1977,323627227199.36603
dom,1978,325915130939.79401
dom,1979,323094558933.12
dom,1980,388546316139.81
dom,1981,396857509296.39203
dom,1982,412851279178.79901
dom,1983,424176295887.13
dom,1984,433133854444.83398
dom,1985,428073512539.55603
dom,1986,447480665886.45697
dom,1987,485979229200.328
dom,1988,520182964549.20496
dom,1989,549615615315.54797
dom,1990,505198062303.58398
dom,1991,519085929500
dom,1992,589591181000
dom,1993,620641512900
dom,1994,627975425900
dom,1995,657429354700
dom,1996,683979211100
dom,1997,741922984900
dom,1998,768296465300
dom,1999,813117240700
dom,2000,841427429200
dom,2001,861463955600
dom,2002,898206949600
dom,2003,869136813900
dom,2004,896149100600
dom,2005,1006113631000
dom,2006,1099293006800
dom,2007,1167780294400
dom,2008,1227710207700
dom,2009,1295227991200
dom,2010,1381379749700
dom,2011,1430703553300
dom,2012,1464742662300
dom,2013,1503664079300
dom,2014,1581809100800
dom,2015,1684431087400
dom,2016,1778505484900
dom,2017,1849198410800
dom,2018,1948758621300
dom,2019,2042269246500
dom,2020,1990695908300
dza,1960,1233730277498.67993
dza,1961,927765194629.95483
dza,1962,700758845736.77295
dza,1963,1135031898481.17993
dza,1964,1204120771535.70996
dza,1965,1253470003492.06006
dza,1966,1075950715269.95996
dza,1967,1109503104518.67993
dza,1968,1181456645050.97998
dza,1969,1244361068465.5
dza,1970,1366408710446.17993
dza,1971,1464451867440.16992
dza,1972,1705873245525.37988
dza,1973,1737310584692.82007
dza,1974,2198264149434.79004
dza,1975,2483344591930.3999
dza,1976,2662949177681.68945
dza,1977,2892677528386.8999
dza,1978,2918238207660.00977
dza,1979,3352982755919.68018
dza,1980,3573691985121.04004
dza,1981,3870308471515.85986
dza,1982,3982547333534.00977
dza,1983,4225482658813.5
dza,1984,4453658926318.92969
dza,1985,4658526998968.54004
dza,1986,4565356580781.62012
dza,1987,4309696617083.37988
dza,1988,4098521453187.76953
dza,1989,4332137300841.16943
dza,1990,4232498063344.08008
dza,1991,4101290457900
dza,1992,4351469378700
dza,1993,4268791366300
dza,1994,4302941690100
dza,1995,4419121214100
dza,1996,4401444713700
dza,1997,4366233184800
dza,1998,4471022730500
dza,1999,4596172438500
dza,2000,4664808608100
dza,2001,4853318008700
dza,2002,5158229540400
dza,2003,5365211206200
dza,2004,5586341690100
dza,2005,5700184280100
dza,2006,5946527662700
dza,2007,6181246842200
dza,2008,6722960386500
dza,2009,7192765642100
dza,2010,7600267889500
dza,2011,8164455263400
dza,2012,8504463800000
dza,2013,8793615569200
dza,2014,9075011267400
dza,2015,9401711673000
dza,2016,9646156176500
dza,2017,9858371612400
dza,2018,10124547646000
dza,2019,10327038598900
dza,2020,10099843749700
ecu,1960,6005818661.28751
ecu,1961,6358612508.28773
ecu,1962,6755812793.52415
ecu,1963,6896917099.72501
ecu,1964,7525132206.05981
ecu,1965,7756361000
ecu,1966,7816797000
ecu,1967,8108626000
ecu,1968,8515648000
ecu,1969,9019510000
ecu,1970,9723720000
ecu,1971,10166640000
ecu,1972,10012395000
ecu,1973,10634999000
ecu,1974,13216565000
ecu,1975,14810253000
ecu,1976,15979022000
ecu,1977,16593661000
ecu,1978,17165191000
ecu,1979,18262639000
ecu,1980,19538098000
ecu,1981,20720324000
ecu,1982,21274336000
ecu,1983,20776011000
ecu,1984,21106915000
ecu,1985,21797947000
ecu,1986,21861351000
ecu,1987,22925271000
ecu,1988,22386346000
ecu,1989,22745636000
ecu,1990,23830737000
ecu,1991,24695814000
ecu,1992,24939218000
ecu,1993,25673318000
ecu,1994,26609126000
ecu,1995,27467613000
ecu,1996,27551273000
ecu,1997,29242987000
ecu,1998,30818355000
ecu,1999,27493016000
ecu,2000,27858446000
ecu,2001,29435371000
ecu,2002,31304508000
ecu,2003,32158291000
ecu,2004,34136114000
ecu,2005,35604531000
ecu,2006,37125765000
ecu,2007,38775487000
ecu,2008,41186204000
ecu,2009,41558650000
ecu,2010,44534140000
ecu,2011,47075511000
ecu,2012,49073972000
ecu,2013,51552041000
ecu,2014,53341164000
ecu,2015,53521043000
ecu,2016,52465463000
ecu,2017,54367562000
ecu,2018,55654230000
ecu,2019,55560917000
ecu,2020,51773117000
egy,1960,341657186920.94293
egy,1961,356452477594.71399
egy,1962,374318062983.508
egy,1963,402083697562.23798
egy,1964,430590854902.02197
egy,1965,453643411519.552
egy,1966,481929338135.82898
egy,1967,491070796694.43103
egy,1968,508471794686.13098
egy,1969,529399656909.32495
egy,1970,549948853208.48706
egy,1971,570430056417.58801
egy,1972,590678096877.61902
egy,1973,605295074178.60596
egy,1974,593612830694.88696
egy,1975,608324041292.68604
egy,1976,677472604101.56799
egy,1977,696415079935.11206
egy,1978,686873472002.43518
egy,1979,653305800342.67395
egy,1980,723517563083.0061
egy,1981,725123501051.54785
egy,1982,739227806449.80798
egy,1983,799324649489.42285
egy,1984,849481479805.78687
egy,1985,890173385985.47998
egy,1986,926465112826.30493
egy,1987,964585260959.73291
egy,1988,1011929109579.18994
egy,1989,1059323253122.67004
egy,1990,1108526792572.5
egy,1991,1155007340100
egy,1992,1196309074100
egy,1993,1234663096700
egy,1994,1287264366600
egy,1995,1332577358200
egy,1996,1387499075000
egy,1997,1447690798000
egy,1998,1505185699900
egy,1999,1573326069900
egy,2000,1650899186000
egy,2001,1718379147600
egy,2002,1754332732000
egy,2003,1795956514300
egy,2004,1833512859700
egy,2005,1917658636000
egy,2006,2033683107400
egy,2007,2159275872000
egy,2008,2274748852800
egy,2009,2403400465400
egy,2010,2503308223300
egy,2011,2637280358400
egy,2012,2799233641600
egy,2013,2889453453300
egy,2014,3027855339800
egy,2015,3133249978200
egy,2016,3276553741900
egy,2017,3408100000000
egy,2018,3443900000000
egy,2019,3483300000000
egy,2020,3735800000000
eri,1992,6363598100
eri,1993,6415711300
eri,1994,7853340200
eri,1995,8373313900
eri,1996,8899541200
eri,1997,9280083200
eri,1998,9959175800
eri,1999,10252167700
eri,2000,8603454500
eri,2001,8564200700
eri,2002,9244527900
eri,2003,10133423100
eri,2004,10474619000
eri,2005,9692639500
eri,2006,8503213200
eri,2007,8062800000
eri,2008,7315899300
eri,2009,7824057700
eri,2010,8027152700
eri,2011,39619657100
esp,1970,259118073000
esp,1971,272008773000
esp,1972,293267967000
esp,1973,315515612000
esp,1974,333605209000
esp,1975,341379074000
esp,1976,361207463000
esp,1977,368028876000
esp,1978,374076691000
esp,1979,380795776000
esp,1980,389613461000
esp,1981,389218510000
esp,1982,392782985000
esp,1983,396463136000
esp,1984,397272868000
esp,1985,407969598000
esp,1986,422881893000
esp,1987,450832532000
esp,1988,471710406000
esp,1989,500145232000
esp,1990,520631461000
esp,1991,539207382000
esp,1992,552505170000
esp,1993,547631903000
esp,1994,552873681000
esp,1995,563268000000
esp,1996,575368000000
esp,1997,591371000000
esp,1998,616281000000
esp,1999,644480000000
esp,2000,673185000000
esp,2001,699221000000
esp,2002,721827000000
esp,2003,742773000000
esp,2004,776612000000
esp,2005,811243000000
esp,2006,845250000000
esp,2007,879449000000
esp,2008,887094000000
esp,2009,872249000000
esp,2010,878141000000
esp,2011,862291000000
esp,2012,831674000000
esp,2013,809212000000
esp,2014,818035000000
esp,2015,840125000000
esp,2016,859164000000
esp,2017,880876000000
esp,2018,897042000000
esp,2019,908099000000
esp,2020,833497000000
est,1993,6073491000
est,1994,6186199000
est,1995,6659932000
est,1996,7058793000
est,1997,7722333000
est,1998,8015500000
est,1999,8061289000
est,2000,8393977000
est,2001,8877202000
est,2002,9587044000
est,2003,10378942000
est,2004,11079069000
est,2005,11977426000
est,2006,13290036000
est,2007,14340360000
est,2008,13994492000
est,2009,12430270000
est,2010,12292780000
est,2011,12647398000
est,2012,13159137000
est,2013,13613913000
est,2014,14024437000
est,2015,14642479000
est,2016,15217180000
est,2017,15568000000
est,2018,16100344000
est,2019,16710013000
est,2020,16548494000
eth,2011,867185535900
eth,2012,892843132500
eth,2013,983379178500
eth,2014,1061485035000
eth,2015,1158181475100
eth,2016,1216864000000
eth,2017,1321515953800
eth,2018,1448713376000
eth,2019,1860952042600
eth,2020,2261580508474.58008
fin,1970,54787477000
fin,1971,56329349000
fin,1972,60932624000
fin,1973,64476373000
fin,1974,66088996000
fin,1975,68833136000
fin,1976,70874917000
fin,1977,71337540000
fin,1978,73148689000
fin,1979,77013829000
fin,1980,79369000000
fin,1981,81151000000
fin,1982,84780000000
fin,1983,87427000000
fin,1984,90315000000
fin,1985,94058000000
fin,1986,97933000000
fin,1987,102432000000
fin,1988,107221000000
fin,1989,111798000000
fin,1990,112975000000
fin,1991,111145000000
fin,1992,106831000000
fin,1993,103605000000
fin,1994,105549000000
fin,1995,110150000000
fin,1996,113738000000
fin,1997,117653000000
fin,1998,122347000000
fin,1999,125844000000
fin,2000,128186000000
fin,2001,131513000000
fin,2002,134773000000
fin,2003,139174000000
fin,2004,143438000000
fin,2005,147479000000
fin,2006,152032000000
fin,2007,156335000000
fin,2008,159320000000
fin,2009,156774000000
fin,2010,159862000000
fin,2011,162989000000
fin,2012,163704000000
fin,2013,163703000000
fin,2014,164220000000
fin,2015,166689000000
fin,2016,169927000000
fin,2017,170931000000
fin,2018,173984000000
fin,2019,175930000000
fin,2020,170283000000
fra,1960,357790431500
fra,1961,378412384400
fra,1962,405649549600
fra,1963,432871689400
fra,1964,457091740800
fra,1965,475577072300
fra,1966,497719602400
fra,1967,522356360100
fra,1968,544626105900
fra,1969,579150622700
fra,1970,606665258000
fra,1971,641593459000
fra,1972,673401372000
fra,1973,712743053000
fra,1974,736153733000
fra,1975,757220439000
fra,1976,795708675000
fra,1977,817288251000
fra,1978,854651579000
fra,1979,883593634000
fra,1980,898837471000
fra,1981,918884449000
fra,1982,951683041000
fra,1983,964337489000
fra,1984,974699052000
fra,1985,995778780000
fra,1986,1029332652000
fra,1987,1061650429000
fra,1988,1097429071000
fra,1989,1126807866000
fra,1990,1158011755000
fra,1991,1174739106000
fra,1992,1195048530000
fra,1993,1206659209000
fra,1994,1222116408000
fra,1995,1236924507000
fra,1996,1262531910000
fra,1997,1271139499000
fra,1998,1303903031000
fra,1999,1341765205000
fra,2000,1383531997000
fra,2001,1412360860000
fra,2002,1440609740000
fra,2003,1463913238000
fra,2004,1493485361000
fra,2005,1524437823000
fra,2006,1553479046000
fra,2007,1590689115000
fra,2008,1601859047000
fra,2009,1616612052000
fra,2010,1644109659000
fra,2011,1656423530000
fra,2012,1659517775000
fra,2013,1672844363000
fra,2014,1689043820000
fra,2015,1711570000000
fra,2016,1740085332000
fra,2017,1765175858000
fra,2018,1781530579000
fra,2019,1808952056000
fra,2020,1702182088000
gab,1960,275683985500
gab,1961,306856713700
gab,1962,336081171500
gab,1963,421806212700
gab,1964,451030670200
gab,1965,507531269400
gab,1966,470619518100
gab,1967,590872401900
gab,1968,604837433800
gab,1969,634088690800
gab,1970,669019023400
gab,1971,725174410400
gab,1972,819123027000
gab,1973,887776491600
gab,1974,809155212300
gab,1975,947103116300
gab,1976,1086815103100
gab,1977,1210218668500
gab,1978,1407147481900
gab,1979,1295259041100
gab,1980,1398185044700
gab,1981,1572911457000
gab,1982,1475176790000
gab,1983,1802204834400
gab,1984,1748759108300
gab,1985,1669898631300
gab,1986,1896949530700
