geo,time,bn_cab_xoka_cd
arg,2004,3211790000
arg,2005,5273750000
arg,2006,6498802520.20453
arg,2007,6048537892.88669
arg,2008,5421206328.61008
arg,2009,7254115683.93703
arg,2010,-1622995871.25068
arg,2011,-5340181192.3952
arg,2012,-2138040360.43296
arg,2013,-13124373785.8633
arg,2014,-9179026266.87552
arg,2015,-17621985168.21
arg,2016,-15104786524.5601
arg,2017,-31151351750.7624
arg,2018,-27083606451.057
arg,2019,-3709999490.79265
arg,2020,3312751276.0154
arm,1993,-67730000
arm,1994,-103780000
arm,1995,-220677007
arm,1996,-322209052.98299
arm,1997,-335738764.98645
arm,1998,-416148343.90279
arm,1999,-312542932.85297
arm,2000,-301667882.53552
arm,2001,-221164164.28738
arm,2002,-147810525.5881
arm,2003,-173510013.11418
arm,2004,-78841446.25418
arm,2005,-123899753.89801
arm,2006,-152931434.45237
arm,2007,-677270882.37801
arm,2008,-1658884233.70808
arm,2009,-1425501011.33033
arm,2010,-1261431337.93129
arm,2011,-1058869760.23295
arm,2012,-1057931944.57862
arm,2013,-813673760.48153
arm,2014,-901811470.85351
arm,2015,-284724290.92238
arm,2016,-107875646.43464
arm,2017,-173860989.40305
arm,2018,-875857850.21727
arm,2019,-1002253825.50763
arm,2020,-478705697.55178
atg,1977,-9600000
atg,1978,-2200000
atg,1979,-19500000
atg,1980,-18800000
atg,1981,-32700000
atg,1982,-41600000
atg,1983,-9100000
atg,1984,600000
atg,1985,-23100000
atg,1986,-118285185.18519
atg,1987,-111285185.18519
atg,1988,-45037037.03704
atg,1989,-81648148.14815
atg,1990,-30985185.18519
atg,1991,-30922222.22222
atg,1992,-9870370.37037
atg,1993,15055555.55556
atg,1994,-6344444.44444
atg,1995,-518518.51852
atg,1996,-59440740.74074
atg,1997,-47374074.07407
atg,1998,-46770370.37037
atg,1999,-60425901.11111
atg,2000,-66773349.62963
atg,2001,-56894814.81481
atg,2002,-82406382.96296
atg,2003,-97559289.25926
atg,2004,-95101379.25926
atg,2005,-171492877.03704
atg,2006,-291763385.55556
atg,2007,-385514557.40741
atg,2008,-359171367.40741
atg,2009,-169024819.25926
atg,2010,-167107016.2963
atg,2011,-117692907.77778
atg,2012,-166821254.07407
atg,2013,-204399948.88889
atg,2014,3332296.24961
atg,2015,29333191.17788
atg,2016,-34874105.57625
atg,2017,-117993531.5455
atg,2018,-233662350.57447
atg,2019,-126827190.46675
atg,2020,-251512656.15025
aus,1989,-18340091394.32669
aus,1990,-15532375781.5639
aus,1991,-10586162828.9367
aus,1992,-10313304564.5566
aus,1993,-9289520941.73122
aus,1994,-15863048787.8869
aus,1995,-18669238436.3801
aus,1996,-14404742352.5668
aus,1997,-11910492515.9163
aus,1998,-17780527378.192
aus,1999,-21795709492.9592
aus,2000,-15487273891.4343
aus,2001,-7986938465.21441
aus,2002,-16002234756.2014
aus,2003,-29307731701.3676
aus,2004,-41286950910.194
aus,2005,-43342943309.5636
aus,2006,-45318593059.6826
aus,2007,-64163007801.9241
aus,2008,-52121667002.2045
aus,2009,-48898407698.7643
aus,2010,-44714246092.1586
aus,2011,-44431156054.1156
aus,2012,-64482910032.1769
aus,2013,-51314570187.1267
aus,2014,-45400874920.3632
aus,2015,-56958711794.5014
aus,2016,-41185888415.5533
aus,2017,-36063498746.1564
aus,2018,-29892362779.7355
aus,2019,7658429874.79663
aus,2020,36212053243.9313
aut,2005,6232945526.75533
aut,2006,10993883346.6651
aut,2007,14749054068.6709
aut,2008,19299052401.6221
aut,2009,10303724796.1585
aut,2010,11472431144.4445
aut,2011,6798975982.3796
aut,2012,6141933076.67494
aut,2013,8379185904.99943
aut,2014,10589968447.7841
aut,2015,6634070794.96634
aut,2016,10771582681.0119
aut,2017,5650780663.76815
aut,2018,4379291489.38647
aut,2019,9341428336.63421
aut,2020,8160347493.16182
aze,1995,-400650000
aze,1996,-931182000
aze,1997,-915755000
aze,1998,-1364521000
aze,1999,-599703000
aze,2000,-167773000
aze,2001,-51755000
aze,2002,-768373000
aze,2003,-2020854000
aze,2004,-2589213000
aze,2005,167315000
aze,2006,3707605000
aze,2007,9018885000
aze,2008,16452805000
aze,2009,10174876000
aze,2010,15040436000
aze,2011,17144935000
aze,2012,14975987000
aze,2013,12231737000
aze,2014,10208803000
aze,2015,-222495000
aze,2016,-1363404000
aze,2017,1684559000
aze,2018,6051077000
aze,2019,4364886019.2297
aze,2020,-227568000
bdi,1985,-41287339.75076
bdi,1986,-36165024.27284
bdi,1987,-95230130.71516
bdi,1988,-70059475.05253
bdi,1989,-11489495.79832
bdi,1990,-69444226.82494
bdi,1991,-33275378.97969
bdi,1992,-59608454.36448
bdi,1993,-28115989.78499
bdi,1994,-16884183.4463
bdi,1995,10446132.74877
bdi,1996,-40010349.68731
bdi,1997,6129686.08466
bdi,1998,-48635466.08253
bdi,1999,-21105733.61428
bdi,2000,-50162533.18656
bdi,2001,-36713166.28263
bdi,2002,-3284988.16813
bdi,2003,-23902939.1661
bdi,2004,-32368607.50295
bdi,2005,-5698160.23298
bdi,2006,-133539415.10913
bdi,2007,-111307028.88515
bdi,2008,-259356226.22255
bdi,2009,-161180586.83864
bdi,2010,-300982004.17361
bdi,2011,-283583270.33585
bdi,2012,-261157248.52026
bdi,2013,-258429277.17513
bdi,2014,-395077161.96529
bdi,2015,-373243823.0964
bdi,2016,-339695286.75149
bdi,2017,-373388923.27755
bdi,2018,-362644693.88242
bel,2002,11622181453.1176
bel,2003,10806024030.8731
bel,2004,11434413829.7619
bel,2005,7700999844.66491
bel,2006,7553988245.75251
bel,2007,7043546782.48605
bel,2008,-4300219760.99251
bel,2009,8777353551.11963
bel,2010,7337927601.44296
bel,2011,-10168977415.4153
bel,2012,-413616611.59427
bel,2013,5078944279.8718
bel,2014,4041465918.74957
bel,2015,6363243452.05958
bel,2016,2646800222.52589
bel,2017,3518201465.32789
bel,2018,-4258522982.08791
bel,2019,831716256.73703
bel,2020,4323693070.32123
ben,1974,-29272386.23641
ben,1975,-53379894.45239
ben,1976,-64816773.22956
ben,1977,-56663211.3324
ben,1978,-90332242.99545
ben,1979,-51851799.27622
ben,1980,-35722305.00957
ben,1981,-93365958.09503
ben,1982,-377165677.71317
ben,1983,-134792910.26787
ben,1984,-57072020.9864
ben,1985,-38952687.96336
ben,1986,-52843453.75626
ben,1987,-34289873.34561
ben,1988,-105492992.78857
ben,1989,-13422534.79572
ben,1990,-18141163.37669
ben,1991,-216384278.77485
ben,1992,-72712868.11841
ben,1993,-58751760.3116
ben,1994,10551783.95615
ben,1995,-166966769.1519
ben,1996,-40955332.74828
ben,1997,-153955311.4423
ben,1998,-132511170.18393
ben,1999,-155633708.76409
ben,2000,-80783378.75029
ben,2001,-74992412.59965
ben,2002,-156932556.33864
ben,2003,-331950912.88912
ben,2004,-289010635.81117
ben,2005,-226174696.21671
ben,2006,-217198381.15285
ben,2007,-534763829.03985
ben,2008,-538190532.96248
ben,2009,-651546427.80867
ben,2010,-530854983.68542
ben,2011,-516838833.48928
ben,2012,-576935937.94526
ben,2013,-673366862.29083
ben,2014,-885799913.31055
ben,2015,-679200532.34774
ben,2016,-354241236.02621
ben,2017,-531029511.35737
ben,2018,-648824804.89527
ben,2019,-575592817.82955
ben,2020,-273966712.8935
bfa,2005,-634569356.69759
bfa,2006,-543935799.58299
bfa,2007,-560735672.47698
bfa,2008,-967031300.29865
bfa,2009,-381568168.07054
bfa,2010,-181624984.08178
bfa,2011,-160392828.4877
bfa,2012,-162293548.7411
bfa,2013,-1345544009.15847
bfa,2014,-998954284.13095
bfa,2015,-895400077.17434
bfa,2016,-780222104.29246
bfa,2017,-896284716.17594
bfa,2018,-664796659.36633
bfa,2019,-523837226.29483
bfa,2020,743231869.8704
bgd,1976,-276313647.41336
bgd,1977,-280958219.54051
bgd,1978,-383906631.1343
bgd,1979,-415947091.67533
bgd,1980,-702138190.80478
bgd,1981,-1016620063.36091
bgd,1982,-500670224.19533
bgd,1983,-45800312.89615
bgd,1984,-477650344.92969
bgd,1985,-455173414.81574
bgd,1986,-625181389.19218
bgd,1987,-237116009.32942
bgd,1988,-272836596.9256
bgd,1989,-1099566160.52061
bgd,1990,-397909576.59894
bgd,1991,64593233.32943
bgd,1992,180790960.39038
bgd,1993,359263637.7141
bgd,1994,199568821.47415
bgd,1995,-823880196.63613
bgd,1996,-991418974.99847
bgd,1997,-286312953.22185
bgd,1998,-35165989.34528
bgd,1999,-364355314.1944
bgd,2000,-305831650.648
bgd,2001,-535424727.72144
bgd,2002,739250272.00013
bgd,2003,131637632.00936
bgd,2004,-278679383.74551
bgd,2005,-173741535.95296
bgd,2006,1196063083.00571
bgd,2007,856792635.00517
bgd,2008,926185438.56272
bgd,2009,3556126394.04663
bgd,2010,2108502536.74167
bgd,2011,-161842538.67882
bgd,2012,2575500680.61049
bgd,2013,2058473420.43086
bgd,2014,755790761.66014
bgd,2015,2579621008.7762
bgd,2016,931393867.98712
bgd,2017,-5984992475.63152
bgd,2018,-7095172568.14978
bgd,2019,-2948537074.51494
bgd,2020,1192771686.32568
bgd,2021,-15563232438.0164
bgr,1980,954000000
bgr,1981,122000000
bgr,1982,177000000
bgr,1983,36000000
bgr,1984,535000000
bgr,1985,-136000000
bgr,1986,-951000000
bgr,1987,-720000000
bgr,1988,-402000000
bgr,1989,-769000000
bgr,1990,-1710000000
bgr,1991,-76900000
bgr,1992,-359900000
bgr,1993,-1098800000
bgr,1994,-31800000
bgr,1995,-25800000
bgr,1996,15700000
bgr,1997,426900000
bgr,1998,-61912460.84852
bgr,1999,-652131909.29852
bgr,2000,-703685705.88299
bgr,2001,-804648255.3858
bgr,2002,-319039031.09032
bgr,2003,-1022155146.77236
bgr,2004,-1671124319.58448
bgr,2005,-3346998839.52149
bgr,2006,-5863231595.24003
bgr,2007,-11437006353.762
bgr,2008,-11875334885.4618
bgr,2009,-4256328502.85846
bgr,2010,-964620000
bgr,2011,272490000
bgr,2012,-528620000
bgr,2013,678640000
bgr,2014,747230000
bgr,2015,-123190000
bgr,2016,1560850000
bgr,2017,1987340000
bgr,2018,559360000
bgr,2019,1263580000
bgr,2020,-268910000
bhr,1975,-203034134.52095
bhr,1976,-360213095.39381
bhr,1977,-324023759.19126
bhr,1978,-387659590.11234
bhr,1979,-222736117.09906
bhr,1980,184350017.85461
bhr,1981,429521277.73809
bhr,1982,425558511.7701
bhr,1983,102659574.74112
bhr,1984,218351064.07175
bhr,1985,38829787.23404
bhr,1986,-68882978.7234
bhr,1987,-201329787.23404
bhr,1988,192021276.59574
bhr,1989,-193085106.38298
bhr,1990,69680851.06383
bhr,1991,-602659574.46809
bhr,1992,-826595744.68085
bhr,1993,-339361711.90537
bhr,1994,-255585130.17415
bhr,1995,237382283.2306
bhr,1996,260424551.85867
bhr,1997,-31063706.9366
bhr,1998,-777413136.25229
bhr,1999,-36879302.81598
bhr,2000,830185016.49678
bhr,2001,225932635.75696
bhr,2002,-49630835.44121
bhr,2003,200443477.62273
bhr,2004,471578624.33785
bhr,2005,1474202077.29904
bhr,2006,2187449378.74819
bhr,2007,2906574539.71003
bhr,2008,2256886835.2859
bhr,2009,559975548.79324
bhr,2010,770071855.48806
bhr,2011,3247340425.53191
bhr,2012,2577976351.45181
bhr,2013,2409721033.47922
bhr,2014,1523251102.70936
bhr,2015,-752110737.11591
bhr,2016,-1492819148.93617
bhr,2017,-1599760638.29788
bhr,2018,-2434574468.08511
bhs,1976,68100000
bhs,1977,28900000
bhs,1978,2400000
bhs,1979,-42900000
bhs,1980,-75300000
bhs,1981,-139900000
bhs,1982,-115400000
bhs,1983,-100600000
bhs,1984,-100300000
bhs,1985,-2700000
bhs,1986,23000000
bhs,1987,-54800000
bhs,1988,-66500000
bhs,1989,-84200000
bhs,1990,-36600000
bhs,1991,-179800000
bhs,1992,35800000
bhs,1993,48660000
bhs,1994,-42200000
bhs,1995,-145900000
bhs,1996,-263300000
bhs,1997,-472100000
bhs,1998,-995400000
bhs,1999,-324397720
bhs,2000,-632943000
bhs,2001,-644960000
bhs,2002,-423317708.657
bhs,2003,-473510000
bhs,2004,-307120000
bhs,2005,-700637472.07433
bhs,2006,-1403710000
bhs,2007,-1315098058.99422
bhs,2008,-1222077999.131
bhs,2009,-808980000
bhs,2010,-814043000
bhs,2011,-1203144000
bhs,2012,-1504802400
bhs,2013,-1493926000
bhs,2014,-1885283210.82194
bhs,2015,-1203165342.8486
bhs,2016,-710785521.58722
bhs,2017,-1574646043.89026
bhs,2018,-1115273820.73726
bhs,2019,-359162673.68945
bhs,2020,-2375888376.61081
bih,1998,-345110797.3252
bih,1999,-501327188.26935
bih,2000,-395690107.59075
bih,2001,-742835136.58694
bih,2002,-1190656336.08945
bih,2003,-1631046469.80418
bih,2004,-1639327352.22514
bih,2005,-1844398185.9041
bih,2006,-998104071.96523
bih,2007,-1450133147.39097
bih,2008,-2643834901.20071
bih,2009,-1135255484.93022
bih,2010,-1030658645.30526
bih,2011,-1767324081.46204
bih,2012,-1485969668.54116
bih,2013,-968193561.13862
bih,2014,-1364226227.26117
bih,2015,-826025436.5364
bih,2016,-804268044.27705
bih,2017,-875777450.99819
bih,2018,-661764108.26473
bih,2019,-565492282.304
bih,2020,-751705948.80536
blr,1993,-435000000
blr,1994,-443800000
blr,1995,-458300000
blr,1996,-515900000
blr,1997,-859200000
blr,1998,-1016500000
blr,1999,-193700000
blr,2000,-459100000
blr,2001,-528800000
blr,2002,-325700000
blr,2003,-456100000
blr,2004,-1191900000
blr,2005,458600000
blr,2006,-1387900000
blr,2007,-3012500000
blr,2008,-4958600000
blr,2009,-6132600000
blr,2010,-8280200000
blr,2011,-5052500000.00001
blr,2012,-1862200000.00001
blr,2013,-7567300000
blr,2014,-5227699999.99999
blr,2015,-1831100000
blr,2016,-1611800000
blr,2017,-952400000
blr,2018,22900000
blr,2019,-1245800000
blr,2020,-259400000
blr,2021,1843353851.79001
blz,1984,-5300000
blz,1985,9050000
blz,1986,11950000
blz,1987,9400000
blz,1988,-2600000
blz,1989,-19050000
blz,1990,15350000
blz,1991,-25800000
blz,1992,-28600000
blz,1993,-48500000
blz,1994,-40057000
blz,1995,-17246500
blz,1996,-6645000
blz,1997,-31930000
blz,1998,-59847500
blz,1999,-72792094.885
blz,2000,-161571589.09375
blz,2001,-190365259.76373
blz,2002,-165323926.71538
blz,2003,-184286483.06372
blz,2004,-154923750.99123
blz,2005,-151221160.549
blz,2006,-25383981.59727
blz,2007,-52089996.95624
blz,2008,-144877244.41455
blz,2009,-82838728.48841
blz,2010,-45736663.03807
blz,2011,-19948868.13956
blz,2012,-33113119.85339
blz,2013,-72586237.4931
blz,2014,-135861423.19763
blz,2015,-174735548.35324
blz,2016,-163456303.42574
blz,2017,-158035030.34371
blz,2018,-150794400.02013
blz,2019,-184645704.68361
blz,2020,-127919787.23922
bmu,2006,1252390000
bmu,2007,1216066496.88519
bmu,2008,906745097.48524
bmu,2009,581361176.86068
bmu,2010,695959070.33349
bmu,2011,867596774.57238
bmu,2012,926988024.75658
bmu,2013,840649668.26798
bmu,2014,817577700.83453
bmu,2015,942896167.11571
bmu,2016,845986384.57965
bmu,2017,940200101.72292
bmu,2018,888947064.46181
bmu,2019,838701046.11225
bmu,2020,853849630.43348
bol,1976,-53500000
bol,1977,-117900000
bol,1978,-331500000
bol,1979,-397000000
bol,1980,-6400000
bol,1981,-467644936.79999
bol,1982,-173625000
bol,1983,-140834000
bol,1984,-177809000
bol,1985,-285300000
bol,1986,-388663000
bol,1987,-432236000
bol,1988,-304396000
bol,1989,-270100000
bol,1990,-198900000
bol,1991,-262600000
bol,1992,-533900000
bol,1993,-505500000
bol,1994,-90200000
bol,1995,-302500000
bol,1996,-379690000
bol,1997,-553500000
bol,1998,-666100000
bol,1999,-488000000
bol,2000,-446349903.97
bol,2001,-274011530.02828
bol,2002,-351932880.93811
bol,2003,75594887.41666
bol,2004,337499451.33111
bol,2005,622439173.90765
bol,2006,1317472316.56231
bol,2007,1591246147.31376
bol,2008,1992699060.96837
bol,2009,813540000
bol,2010,873745670.09457
bol,2011,537204935.34069
bol,2012,1970039110.21655
bol,2013,1053982417.12107
bol,2014,566230700.55741
bol,2015,-1936209393.39835
bol,2016,-1907244254.76485
bol,2017,-1898241784.31148
bol,2018,-1724978180.94975
bol,2019,-1397559579.1342
bol,2020,-188621190.18232
bra,1975,-6968000000
bra,1976,-6520000000
bra,1977,-5049000000
bra,1978,-6996000000
bra,1979,-10516000000
bra,1980,-12831000000
bra,1981,-11764000000
bra,1982,-16317000000
bra,1983,-6834000000
bra,1984,33000000
bra,1985,-280000000
bra,1986,-5311000000
bra,1987,-1452000000
bra,1988,4156000000
bra,1989,1002000000
bra,1990,-3823000000
bra,1991,-1450000000
bra,1992,6089000000
bra,1993,20000000
bra,1994,-1153000000
bra,1995,-18136000000
bra,1996,-23248000000
bra,1997,-30624636123.9361
bra,1998,-33786643186.1048
bra,1999,-25816312975.1209
bra,2000,-24959637226.1575
bra,2001,-23718998372.847
bra,2002,-8142452110.82641
bra,2003,3587580693.62172
bra,2004,11092621843.993
bra,2005,13843345902.3203
bra,2006,13088985363.5101
bra,2007,424588905.18651
bra,2008,-30935370934.5128
bra,2009,-26428858086.8834
bra,2010,-79236962043.39998
bra,2011,-76487827897.13499
bra,2012,-84431604206.24001
bra,2013,-79990353272.33
bra,2014,-101679266525.755
bra,2015,-54789099328.445
bra,2016,-24475243915.14
bra,2017,-22033285755.81
bra,2018,-51456772517.015
bra,2019,-65029905179.615
bra,2020,-24491770539.625
bra,2021,-27925426464.93
brb,1967,-18259009.86996
brb,1968,-26386397.51181
brb,1969,-39578130.80521
brb,1970,-46201972.6019
brb,1971,-42465732.2265
brb,1972,-46479667.21812
brb,1973,-50479865.51805
brb,1974,-57664892.23295
brb,1975,-46170238.14788
brb,1976,-69864469.4
brb,1977,-47464982.8
brb,1978,-23647312.6
brb,1979,-42124306.635
brb,1980,-61041000
brb,1981,-132041000
brb,1982,-79733000
brb,1983,-87646500
brb,1984,-32790250
brb,1985,-5278000
brb,1986,40383211.92949
brb,1987,-7650244.95214
brb,1988,55547125.18079
brb,1989,29010255.55983
brb,1990,-7130095.59704
brb,1991,-19479304.42042
brb,1992,146166971.69694
brb,1993,85054634.93237
brb,1994,134089341.10944
brb,1995,936486.049
brb,1996,140864286.63867
brb,1997,-80150970.20934
brb,1998,-106181127.82194
brb,1999,-132281342.19105
brb,2000,-102185303.18154
brb,2001,-111242365.71171
brb,2002,-144795834.45019
brb,2003,-188204341.51929
brb,2004,-437235618.85747
brb,2005,-495742535.69266
brb,2006,-442370494.17379
brb,2007,-347371226.13696
brb,2008,-431911348.77444
brb,2009,-381050945.36604
brb,2010,-272352980.33599
brb,2011,-173611506.82551
brb,2012,-445814260.10413
brb,2013,-252485397.90737
brb,2014,-645562541.15423
brb,2015,-98732451.68071
brb,2016,-453016312.93171
brn,2001,1951316867.87208
brn,2002,1755703211.92875
brn,2003,2484083056.19948
brn,2004,2882181878.80046
brn,2005,4032630648.98327
brn,2006,5229408432.08786
brn,2007,4828377151.61646
brn,2008,6938901523.91055
brn,2009,3977383595.39246
brn,2010,5016203728.47402
brn,2011,6430078160.74035
brn,2012,5683735282.5216
brn,2013,3778236925.05165
brn,2014,5250593999.71505
brn,2015,2156649811.85869
brn,2016,1469939557.95486
brn,2017,1984437361.8247
brn,2018,939946758.009
brn,2019,893758524.37798
brn,2020,513713114.58224
btn,2006,-37902200.90391
btn,2007,84937868.85158
btn,2008,-112487375.47732
btn,2009,-65940668.74696
btn,2010,-323097108.09348
btn,2011,-526214663.79524
btn,2012,-377036786.34772
btn,2013,-472191887.71836
btn,2014,-490282016.18854
btn,2015,-548326099.36714
btn,2016,-622690306.01959
btn,2017,-540419849.6466
btn,2018,-478153519.86695
btn,2019,-500801565.664
btn,2020,-381152580.86985
bwa,1975,-35564200.32121
bwa,1976,-20355005.11216
bwa,1977,-26960911.46127
bwa,1978,-115557798.96271
bwa,1979,-60613001.19502
bwa,1980,-151050210.8798
bwa,1981,-303679167.28688
bwa,1982,-144610725.49344
bwa,1983,-78947908.26708
bwa,1984,-58765840.3524
bwa,1985,81941938.09441
bwa,1986,108666489.58623
bwa,1987,628491474.53578
bwa,1988,193920170.6235
bwa,1989,491888911.82007
bwa,1990,-19296242.56291
bwa,1991,302934867.02492
bwa,1992,197703492.1613
bwa,1993,426936846.77527
bwa,1994,221630751.62065
bwa,1995,299652984.02476
bwa,1996,494954771.02739
bwa,1997,721431864.93418
bwa,1998,169705244.82475
bwa,1999,583453155.30717
bwa,2000,545147749.11028
bwa,2001,595211329.60601
bwa,2002,263353892.00287
bwa,2003,716788889.54138
bwa,2004,316806215.97486
bwa,2005,1597510497.87463
bwa,2006,1950580298.90436
bwa,2007,1654312720.13206
bwa,2008,149529674.39353
bwa,2009,-648182389.003
bwa,2010,-744133493.7782
bwa,2011,-131913618.13912
bwa,2012,-820817535.45196
bwa,2013,646614169.09127
bwa,2014,1713317042.24251
bwa,2015,301219213.70923
bwa,2016,1202538243.38696
bwa,2017,899603267.58563
bwa,2018,66926398.91897
bwa,2019,-1171333472.48478
bwa,2020,-1619663983.91126
caf,1977,-18894521.01178
caf,1978,-22986329.69081
caf,1979,-15955123.00485
caf,1980,-43051964.88201
caf,1981,-4180369.99269
caf,1982,-42642700.1587
caf,1983,-29309880.55645
caf,1984,-33446332.8679
caf,1985,-48615805.94523
caf,1986,-86517658.24753
caf,1987,-73427464.20496
caf,1988,-34608362.7964
caf,1989,-33425568.41405
caf,1990,-89131983.87287
caf,1991,-61770908.31834
caf,1992,-83055084.96168
caf,1993,-12950157.49071
caf,1994,-24675583.81116
can,1960,-1187187628.36973
can,1961,-1105883473.51165
can,1962,-1080531891.70754
can,1963,-841511701.64418
can,1964,-453738889.11073
can,1965,-1657803080.86996
can,1966,-1578616023.55034
can,1967,-1278892821.91933
can,1968,-980740554.31804
can,1969,-1945698726.39951
can,1970,493731567.60813
can,1971,-1038600163.22758
can,1972,-2404308515.17579
can,1973,-2056301251.05484
can,1974,-4570220597.29524
can,1975,-8196398662.6733
can,1976,-7638587863.32719
can,1977,-7002658577.45664
can,1978,-8188226093.99116
can,1979,-8384719674.32234
can,1980,-6088019706.46295
can,1981,-12532212145.4235
can,1982,1796486978.15353
can,1983,-2522643418.79919
can,1984,-1373618096.22284
can,1985,-5838917859.28511
can,1986,-11351388394.9965
can,1987,-13711713496.4376
can,1988,-15285075070.66
can,1989,-22216034255.5586
can,1990,-20259435863.9883
can,1991,-22874763553.8336
can,1992,-21718992367.3542
can,1993,-22353009553.3951
can,1994,-13907010266.7101
can,1995,-5061141976.25065
can,1996,2428067198.30117
can,1997,-8985483076.79472
can,1998,-8999712921.89456
can,1999,845351118.08135
can,2000,18494424438.8816
can,2001,15757824510.9175
can,2002,12512912205.0114
can,2003,10432942306.8006
can,2004,23235547976.42089
can,2005,21933097496.40689
can,2006,17990236971.1871
can,2007,11050809835.8733
can,2008,3177944944.24202
can,2009,-40775263975.9539
can,2010,-58162670440.44589
can,2011,-49746988786.878
can,2012,-64582432568.5319
can,2013,-58110120944.9089
can,2014,-41873919951.8706
can,2015,-54695520049.8056
can,2016,-47262580270.0756
can,2017,-46235966235.5002
can,2018,-41150336771.2767
can,2019,-35434008479.576
can,2020,-29215726799.2803
can,2021,1216875854.36537
che,1977,1923841028.9915
che,1978,2075474341.58199
che,1979,-245380318.98043
che,1980,-201108977.036
che,1981,3426767759.23836
che,1982,2534139470.71414
che,1983,1211923921.81452
che,1984,6141678667.22645
