geo,time,en_atm_noxe_kt_ce
est,2004,1210
est,2005,1190
est,2006,1190
est,2007,1230
est,2008,1290
est,2009,1240
est,2010,1260
est,2011,1280
est,2012,1310
est,2013,1320
est,2014,1370
est,2015,1390
est,2016,1330
est,2017,1360
est,2018,1350
eth,1990,23420
eth,1991,23610
eth,1992,24640
eth,1993,22300
eth,1994,22710
eth,1995,23150
eth,1996,24510
eth,1997,25130
eth,1998,27440
eth,1999,27370
eth,2000,26140
eth,2001,27060
eth,2002,30710
eth,2003,29570
eth,2004,30580
eth,2005,32060
eth,2006,33710
eth,2007,37390
eth,2008,38570
eth,2009,40390
eth,2010,42320
eth,2011,42140
eth,2012,44600
eth,2013,45710
eth,2014,47710
eth,2015,49190
eth,2016,50870
eth,2017,51880
eth,2018,52160
fin,1990,6450
fin,1991,5880
fin,1992,5710
fin,1993,5810
fin,1994,5980
fin,1995,5960
fin,1996,5970
fin,1997,6000
fin,1998,5840
fin,1999,5840
fin,2000,5880
fin,2001,5800
fin,2002,5980
fin,2003,5980
fin,2004,6120
fin,2005,6330
fin,2006,5980
fin,2007,6170
fin,2008,6490
fin,2009,5370
fin,2010,5030
fin,2011,4570
fin,2012,4580
fin,2013,4650
fin,2014,4700
fin,2015,4680
fin,2016,4650
fin,2017,4650
fin,2018,4670
fji,1990,350
fji,1991,340
fji,1992,340
fji,1993,360
fji,1994,380
fji,1995,400
fji,1996,400
fji,1997,400
fji,1998,390
fji,1999,370
fji,2000,350
fji,2001,370
fji,2002,380
fji,2003,340
fji,2004,380
fji,2005,370
fji,2006,350
fji,2007,350
fji,2008,370
fji,2009,340
fji,2010,340
fji,2011,340
fji,2012,350
fji,2013,350
fji,2014,350
fji,2015,180
fji,2016,170
fji,2017,180
fji,2018,170
fra,1990,61150
fra,1991,61590
fra,1992,59500
fra,1993,59870
fra,1994,60740
fra,1995,61810
fra,1996,64460
fra,1997,64020
fra,1998,57050
fra,1999,51490
fra,2000,49250
fra,2001,50150
fra,2002,47830
fra,2003,47750
fra,2004,45280
fra,2005,43990
fra,2006,43150
fra,2007,44030
fra,2008,42100
fra,2009,39660
fra,2010,38620
fra,2011,36660
fra,2012,37240
fra,2013,38310
fra,2014,38300
fra,2015,38910
fra,2016,37550
fra,2017,38470
fra,2018,38030
fsm,1991,10
fsm,1992,10
fsm,1993,10
fsm,1994,10
fsm,1995,20
fsm,1996,20
fsm,1997,20
fsm,1998,20
fsm,1999,20
fsm,2000,20
fsm,2001,20
fsm,2002,20
fsm,2003,20
fsm,2004,20
fsm,2005,20
fsm,2006,20
fsm,2007,20
fsm,2008,20
fsm,2009,20
fsm,2010,20
fsm,2011,30
fsm,2012,30
fsm,2013,30
fsm,2014,30
fsm,2015,30
fsm,2016,30
fsm,2017,30
fsm,2018,30
gab,1990,1200
gab,1991,1200
gab,1992,1200
gab,1993,1200
gab,1994,1190
gab,1995,1040
gab,1996,850
gab,1997,720
gab,1998,580
gab,1999,440
gab,2000,290
gab,2001,290
gab,2002,320
gab,2003,340
gab,2004,390
gab,2005,360
gab,2006,400
gab,2007,390
gab,2008,440
gab,2009,370
gab,2010,390
gab,2011,430
gab,2012,430
gab,2013,450
gab,2014,400
gab,2015,430
gab,2016,440
gab,2017,490
gab,2018,430
gbr,1990,53260
gbr,1991,53370
gbr,1992,48990
gbr,1993,45200
gbr,1994,45380
gbr,1995,44030
gbr,1996,43810
gbr,1997,43830
gbr,1998,44070
gbr,1999,34410
gbr,2000,34620
gbr,2001,33840
gbr,2002,31820
gbr,2003,31790
gbr,2004,32630
gbr,2005,31900
gbr,2006,31280
gbr,2007,31560
gbr,2008,31030
gbr,2009,29310
gbr,2010,29490
gbr,2011,28480
gbr,2012,28560
gbr,2013,28310
gbr,2014,28340
gbr,2015,28460
gbr,2016,28280
gbr,2017,28280
gbr,2018,28290
geo,1990,2440
geo,1991,2240
geo,1992,1970
geo,1993,1660
geo,1994,1380
geo,1995,1290
geo,1996,1390
geo,1997,1490
geo,1998,1550
geo,1999,1690
geo,2000,1770
geo,2001,1560
geo,2002,1560
geo,2003,1530
geo,2004,1680
geo,2005,1850
geo,2006,1800
geo,2007,1750
geo,2008,1730
geo,2009,1760
geo,2010,1780
geo,2011,2020
geo,2012,2170
geo,2013,2330
geo,2014,2300
geo,2015,2190
geo,2016,2210
geo,2017,2100
geo,2018,2090
gha,1990,3580
gha,1991,3680
gha,1992,3680
gha,1993,3740
gha,1994,3770
gha,1995,3810
gha,1996,4040
gha,1997,4110
gha,1998,4610
gha,1999,4120
gha,2000,4750
gha,2001,4200
gha,2002,4160
gha,2003,4540
gha,2004,4080
gha,2005,5070
gha,2006,4960
gha,2007,4730
gha,2008,4780
gha,2009,4630
gha,2010,4890
gha,2011,5310
gha,2012,5220
gha,2013,5630
gha,2014,5560
gha,2015,5850
gha,2016,5900
gha,2017,6150
gha,2018,5790
gin,1990,2870
gin,1991,2940
gin,1992,3010
gin,1993,3100
gin,1994,3200
gin,1995,3300
gin,1996,2900
gin,1997,2920
gin,1998,3320
gin,1999,3060
gin,2000,3270
gin,2001,3740
gin,2002,4220
gin,2003,4150
gin,2004,4040
gin,2005,4650
gin,2006,4630
gin,2007,4670
gin,2008,4850
gin,2009,4850
gin,2010,4920
gin,2011,5320
gin,2012,5890
gin,2013,5920
gin,2014,6000
gin,2015,5970
gin,2016,7210
gin,2017,6950
gin,2018,6590
gmb,1990,290
gmb,1991,310
gmb,1992,310
gmb,1993,310
gmb,1994,310
gmb,1995,310
gmb,1996,320
gmb,1997,310
gmb,1998,330
gmb,1999,310
gmb,2000,330
gmb,2001,300
gmb,2002,290
gmb,2003,330
gmb,2004,350
gmb,2005,360
gmb,2006,390
gmb,2007,390
gmb,2008,390
gmb,2009,410
gmb,2010,420
gmb,2011,390
gmb,2012,350
gmb,2013,370
gmb,2014,380
gmb,2015,390
gmb,2016,390
gmb,2017,390
gmb,2018,400
gnb,1990,530
gnb,1991,530
gnb,1992,540
gnb,1993,550
gnb,1994,560
gnb,1995,570
gnb,1996,530
gnb,1997,510
gnb,1998,510
gnb,1999,560
gnb,2000,550
gnb,2001,710
gnb,2002,730
gnb,2003,730
gnb,2004,690
gnb,2005,630
gnb,2006,710
gnb,2007,710
gnb,2008,650
gnb,2009,700
gnb,2010,730
gnb,2011,730
gnb,2012,790
gnb,2013,740
gnb,2014,770
gnb,2015,800
gnb,2016,770
gnb,2017,800
gnb,2018,830
gnq,1990,20
gnq,1991,20
gnq,1992,20
gnq,1993,20
gnq,1994,20
gnq,1995,20
gnq,1996,20
gnq,1997,20
gnq,1998,20
gnq,1999,20
gnq,2000,20
gnq,2001,20
gnq,2002,30
gnq,2003,30
gnq,2004,30
gnq,2005,30
gnq,2006,30
gnq,2007,30
gnq,2008,30
gnq,2009,30
gnq,2010,40
gnq,2011,40
gnq,2012,40
gnq,2013,40
gnq,2014,40
gnq,2015,40
gnq,2016,40
gnq,2017,40
gnq,2018,40
grc,1990,7660
grc,1991,7450
grc,1992,7320
grc,1993,6890
grc,1994,7030
grc,1995,6820
grc,1996,7120
grc,1997,6850
grc,1998,6700
grc,1999,6720
grc,2000,6640
grc,2001,6390
grc,2002,6450
grc,2003,6490
grc,2004,6090
grc,2005,5950
grc,2006,5670
grc,2007,5470
grc,2008,5660
grc,2009,5070
grc,2010,5420
grc,2011,5950
grc,2012,4990
grc,2013,4700
grc,2014,4590
grc,2015,4430
grc,2016,4400
grc,2017,4460
grc,2018,4450
grd,1990,10
grd,1991,10
grd,1992,10
grd,1993,10
grd,1994,10
grd,1995,10
grd,1996,10
grd,1997,10
grd,1998,10
grd,1999,10
grd,2000,10
grd,2001,10
grd,2002,10
grd,2003,10
grd,2004,10
grd,2005,10
grd,2006,10
grd,2007,10
grd,2008,10
grd,2009,10
grd,2010,10
grd,2011,10
grd,2012,10
grd,2013,10
grd,2014,10
grd,2015,10
grd,2016,10
grd,2017,10
grd,2018,10
gtm,1990,2490
gtm,1991,2650
gtm,1992,2780
gtm,1993,2920
gtm,1994,2930
gtm,1995,2980
gtm,1996,2960
gtm,1997,3040
gtm,1998,3010
gtm,1999,3220
gtm,2000,3280
gtm,2001,3370
gtm,2002,3380
gtm,2003,3680
gtm,2004,3760
gtm,2005,3970
gtm,2006,3950
gtm,2007,4070
gtm,2008,3810
gtm,2009,4150
gtm,2010,4350
gtm,2011,4610
gtm,2012,4700
gtm,2013,4770
gtm,2014,4720
gtm,2015,4950
gtm,2016,4930
gtm,2017,4990
gtm,2018,5000
guy,1990,600
guy,1991,650
guy,1992,640
guy,1993,650
guy,1994,640
guy,1995,720
guy,1996,740
guy,1997,770
guy,1998,770
guy,1999,810
guy,2000,770
guy,2001,780
guy,2002,810
guy,2003,840
guy,2004,930
guy,2005,830
guy,2006,840
guy,2007,840
guy,2008,900
guy,2009,860
guy,2010,900
guy,2011,850
guy,2012,900
guy,2013,940
guy,2014,920
guy,2015,970
guy,2016,900
guy,2017,850
guy,2018,970
hnd,1990,1900
hnd,1991,1970
hnd,1992,1960
hnd,1993,1930
hnd,1994,1880
hnd,1995,2190
hnd,1996,2040
hnd,1997,2220
hnd,1998,2250
hnd,1999,2250
hnd,2000,2480
hnd,2001,2380
hnd,2002,2070
hnd,2003,2520
hnd,2004,2510
hnd,2005,2760
hnd,2006,2750
hnd,2007,2710
hnd,2008,2510
hnd,2009,2630
hnd,2010,2630
hnd,2011,2910
hnd,2012,2790
hnd,2013,2970
hnd,2014,2910
hnd,2015,2860
hnd,2016,3050
hnd,2017,3120
hnd,2018,3210
hrv,1990,3010
hrv,1991,2700
hrv,1992,2810
hrv,1993,2350
hrv,1994,2390
hrv,1995,2310
hrv,1996,2340
hrv,1997,2690
hrv,1998,2160
hrv,1999,2330
hrv,2000,2490
hrv,2001,2310
hrv,2002,2450
hrv,2003,2350
hrv,2004,2730
hrv,2005,2520
hrv,2006,2950
hrv,2007,3110
hrv,2008,3460
hrv,2009,2270
hrv,2010,2540
hrv,2011,2650
hrv,2012,2350
hrv,2013,1740
hrv,2014,1710
hrv,2015,1850
hrv,2016,1630
hrv,2017,1760
hrv,2018,1790
hti,1990,970
hti,1991,1030
hti,1992,1160
hti,1993,1120
hti,1994,1130
hti,1995,1150
hti,1996,1230
hti,1997,1250
hti,1998,1310
hti,1999,1320
hti,2000,1450
hti,2001,1450
hti,2002,1460
hti,2003,1470
hti,2004,1470
hti,2005,1480
hti,2006,1480
hti,2007,1500
hti,2008,1500
hti,2009,1530
hti,2010,1540
hti,2011,1550
hti,2012,1550
hti,2013,1570
hti,2014,1570
hti,2015,1580
hti,2016,1600
hti,2017,1590
hti,2018,1600
hun,1990,9570
hun,1991,7500
hun,1992,5430
hun,1993,6100
hun,1994,6850
hun,1995,6100
hun,1996,7140
hun,1997,7020
hun,1998,6630
hun,1999,6550
hun,2000,6900
hun,2001,7420
hun,2002,6300
hun,2003,6230
hun,2004,7170
hun,2005,6820
hun,2006,6590
hun,2007,6050
hun,2008,5520
hun,2009,4990
hun,2010,4860
hun,2011,5160
hun,2012,5040
hun,2013,5450
hun,2014,5270
hun,2015,5260
hun,2016,5420
hun,2017,5450
hun,2018,5790
idn,1990,59370
idn,1991,59490
idn,1992,61530
idn,1993,60410
idn,1994,61880
idn,1995,64290
idn,1996,66490
idn,1997,64190
idn,1998,65510
idn,1999,64040
idn,2000,65600
idn,2001,65890
idn,2002,68310
idn,2003,68840
idn,2004,70830
idn,2005,71890
idn,2006,73790
idn,2007,75470
idn,2008,77940
idn,2009,81480
idn,2010,81450
idn,2011,84310
idn,2012,86520
idn,2013,85010
idn,2014,88350
idn,2015,89070
idn,2016,91090
idn,2017,92500
idn,2018,95690
ind,1990,139570
ind,1991,143630
ind,1992,147810
ind,1993,151290
ind,1994,156910
ind,1995,161440
ind,1996,167400
ind,1997,173750
ind,1998,178870
ind,1999,182970
ind,2000,180770
ind,2001,185000
ind,2002,179100
ind,2003,186410
ind,2004,192800
ind,2005,202260
ind,2006,211620
ind,2007,220490
ind,2008,224730
ind,2009,229100
ind,2010,237170
ind,2011,244530
ind,2012,241950
ind,2013,241810
ind,2014,243620
ind,2015,246030
ind,2016,245150
ind,2017,248300
ind,2018,253790
irl,1990,10090
irl,1991,9830
irl,1992,9910
irl,1993,10260
irl,1994,10490
irl,1995,10520
irl,1996,10440
irl,1997,10590
irl,1998,11080
irl,1999,10810
irl,2000,10710
irl,2001,10470
irl,2002,10780
irl,2003,10180
irl,2004,9840
irl,2005,9590
irl,2006,9410
irl,2007,9230
irl,2008,9190
irl,2009,9440
irl,2010,8990
irl,2011,8870
irl,2012,9370
irl,2013,9300
irl,2014,9230
irl,2015,9360
irl,2016,9420
irl,2017,9760
irl,2018,10060
irn,1990,17710
irn,1991,18430
irn,1992,20340
irn,1993,18880
irn,1994,19510
irn,1995,21630
irn,1996,23880
irn,1997,26670
irn,1998,29210
irn,1999,30450
irn,2000,32270
irn,2001,32790
irn,2002,33970
irn,2003,34920
irn,2004,36330
irn,2005,37100
irn,2006,39280
irn,2007,38400
irn,2008,37910
irn,2009,38220
irn,2010,38210
irn,2011,35720
irn,2012,36850
irn,2013,36910
irn,2014,36220
irn,2015,36380
irn,2016,37260
irn,2017,37210
irn,2018,37580
irq,1990,4190
irq,1991,2960
irq,1992,3520
irq,1993,4470
irq,1994,4370
irq,1995,4110
irq,1996,4020
irq,1997,4200
irq,1998,4360
irq,1999,4260
irq,2000,4250
irq,2001,5890
irq,2002,6200
irq,2003,3160
irq,2004,3480
irq,2005,4050
irq,2006,4020
irq,2007,3960
irq,2008,4340
irq,2009,5010
irq,2010,4880
irq,2011,5220
irq,2012,5470
irq,2013,5550
irq,2014,5230
irq,2015,4400
irq,2016,4770
irq,2017,5300
irq,2018,5420
isl,1990,410
isl,1991,400
isl,1992,390
isl,1993,400
isl,1994,390
isl,1995,390
isl,1996,400
isl,1997,410
isl,1998,420
isl,1999,430
isl,2000,420
isl,2001,400
isl,2002,410
isl,2003,400
isl,2004,400
isl,2005,400
isl,2006,420
isl,2007,440
isl,2008,440
isl,2009,390
isl,2010,380
isl,2011,390
isl,2012,390
isl,2013,380
isl,2014,400
isl,2015,410
isl,2016,400
isl,2017,410
isl,2018,400
isr,1990,1620
isr,1991,1610
isr,1992,1660
isr,1993,1690
isr,1994,1750
isr,1995,1780
isr,1996,1900
isr,1997,1920
isr,1998,1970
isr,1999,1910
isr,2000,1980
isr,2001,1990
isr,2002,1960
isr,2003,2030
isr,2004,2110
isr,2005,2100
isr,2006,2100
isr,2007,2260
isr,2008,2120
isr,2009,1920
isr,2010,1990
isr,2011,2100
isr,2012,2130
isr,2013,2160
isr,2014,2180
isr,2015,2250
isr,2016,2260
isr,2017,2320
isr,2018,2360
ita,1990,28590
ita,1991,28810
ita,1992,28110
ita,1993,27830
ita,1994,27060
ita,1995,27960
ita,1996,28230
ita,1997,27900
ita,1998,28330
ita,1999,28560
ita,2000,28850
ita,2001,27710
ita,2002,28180
ita,2003,27820
ita,2004,29000
ita,2005,27920
ita,2006,22920
ita,2007,22500
ita,2008,21030
ita,2009,19490
ita,2010,18910
ita,2011,17900
ita,2012,18520
ita,2013,18380
ita,2014,17840
ita,2015,18080
ita,2016,18060
ita,2017,17960
ita,2018,17900
jam,1990,480
jam,1991,490
jam,1992,490
jam,1993,500
jam,1994,510
jam,1995,510
jam,1996,510
jam,1997,510
jam,1998,510
jam,1999,530
jam,2000,530
jam,2001,530
jam,2002,530
jam,2003,560
jam,2004,540
jam,2005,530
jam,2006,440
jam,2007,420
jam,2008,430
jam,2009,420
jam,2010,420
jam,2011,420
jam,2012,440
jam,2013,430
jam,2014,430
jam,2015,410
jam,2016,410
jam,2017,410
jam,2018,410
jor,1990,470
jor,1991,580
jor,1992,640
jor,1993,640
jor,1994,580
jor,1995,610
jor,1996,590
jor,1997,600
jor,1998,590
jor,1999,590
jor,2000,530
jor,2001,550
jor,2002,580
jor,2003,600
jor,2004,690
jor,2005,740
jor,2006,960
jor,2007,1160
jor,2008,1140
jor,2009,990
jor,2010,1060
jor,2011,1200
jor,2012,1000
jor,2013,1180
jor,2014,1190
jor,2015,1310
jor,2016,1300
jor,2017,1260
jor,2018,1250
jpn,1990,28320
jpn,1991,27710
jpn,1992,28040
jpn,1993,28050
jpn,1994,29470
jpn,1995,29650
jpn,1996,30680
jpn,1997,31350
jpn,1998,29750
jpn,1999,23530
jpn,2000,26090
jpn,2001,22820
jpn,2002,22490
jpn,2003,22280
jpn,2004,22560
jpn,2005,22120
jpn,2006,21960
jpn,2007,20930
jpn,2008,20670
jpn,2009,20210
jpn,2010,19600
jpn,2011,18800
jpn,2012,18160
jpn,2013,18730
jpn,2014,18790
jpn,2015,18220
jpn,2016,18110
jpn,2017,18080
jpn,2018,18010
kaz,1990,18480
kaz,1991,17360
kaz,1992,15410
kaz,1993,14290
kaz,1994,13520
kaz,1995,11440
kaz,1996,9940
kaz,1997,8670
kaz,1998,7220
kaz,1999,6710
kaz,2000,6530
kaz,2001,7330
kaz,2002,11750
kaz,2003,8550
kaz,2004,9550
kaz,2005,9920
kaz,2006,10850
kaz,2007,9940
kaz,2008,10090
kaz,2009,9530
kaz,2010,11000
kaz,2011,9850
kaz,2012,9710
kaz,2013,8790
kaz,2014,10220
kaz,2015,10990
kaz,2016,10150
kaz,2017,13380
kaz,2018,10980
ken,1990,10670
ken,1991,10330
ken,1992,10290
ken,1993,10200
ken,1994,10340
ken,1995,10190
ken,1996,9820
ken,1997,9780
ken,1998,10110
ken,1999,10590
ken,2000,9880
ken,2001,10000
ken,2002,10330
ken,2003,11050
ken,2004,11550
ken,2005,11520
ken,2006,11110
ken,2007,16850
ken,2008,16880
ken,2009,16370
ken,2010,16580
ken,2011,17260
ken,2012,17130
ken,2013,17090
ken,2014,18080
ken,2015,17620
ken,2016,18760
ken,2017,17530
ken,2018,18330
kgz,1990,2300
kgz,1991,2170
kgz,1992,1990
kgz,1993,1830
kgz,1994,1610
kgz,1995,1310
kgz,1996,1280
kgz,1997,1240
kgz,1998,1290
kgz,1999,1310
kgz,2000,1330
kgz,2001,1350
kgz,2002,1250
kgz,2003,1390
kgz,2004,1380
kgz,2005,1410
kgz,2006,1430
kgz,2007,1460
kgz,2008,1490
kgz,2009,1650
kgz,2010,1660
kgz,2011,1700
kgz,2012,1740
kgz,2013,1820
kgz,2014,1890
kgz,2015,1810
kgz,2016,1850
kgz,2017,1850
kgz,2018,1990
khm,1990,2900
khm,1991,2970
khm,1992,3180
khm,1993,3280
khm,1994,3260
khm,1995,3450
khm,1996,3660
khm,1997,3590
khm,1998,3480
khm,1999,3870
khm,2000,3560
khm,2001,3380
khm,2002,3570
khm,2003,3740
khm,2004,3910
khm,2005,3860
khm,2006,4210
khm,2007,4340
khm,2008,4360
khm,2009,4550
khm,2010,4510
khm,2011,4770
khm,2012,4600
khm,2013,4660
khm,2014,4680
khm,2015,4970
khm,2016,4750
khm,2017,5280
khm,2018,5160
kir,1990,0
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,0
kir,1996,0
kir,1997,0
kir,1998,0
kir,1999,0
kir,2000,0
kir,2001,0
kir,2002,0
kir,2003,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,0
kir,2008,0
kir,2009,0
kir,2010,0
kir,2011,0
kir,2012,0
kir,2013,0
kir,2014,0
kir,2015,0
kir,2016,10
kir,2017,10
kir,2018,10
kna,1990,10
kna,1991,10
kna,1992,10
kna,1993,10
kna,1994,20
kna,1995,20
kna,1996,20
kna,1997,20
kna,1998,20
kna,1999,20
kna,2000,20
kna,2001,20
kna,2002,10
kna,2003,10
kna,2004,10
kna,2005,20
kna,2006,20
kna,2007,20
kna,2008,20
kna,2009,20
kna,2010,20
kna,2011,20
kna,2012,20
kna,2013,20
kna,2014,20
kna,2015,20
kna,2016,20
kna,2017,20
kna,2018,20
kor,1990,7260
kor,1991,7340
kor,1992,9630
kor,1993,9790
kor,1994,10170
kor,1995,10920
kor,1996,11430
kor,1997,12520
kor,1998,12490
kor,1999,13260
kor,2000,13960
kor,2001,14130
kor,2002,13860
kor,2003,17150
kor,2004,19760
kor,2005,18320
kor,2006,16930
kor,2007,8710
kor,2008,8620
kor,2009,8110
kor,2010,8620
kor,2011,9080
kor,2012,10290
kor,2013,10220
kor,2014,10300
kor,2015,10390
kor,2016,10510
kor,2017,10600
kor,2018,10770
kwt,1990,230
kwt,1991,150
kwt,1992,160
kwt,1993,210
kwt,1994,240
kwt,1995,260
kwt,1996,310
kwt,1997,310
kwt,1998,330
kwt,1999,350
kwt,2000,350
kwt,2001,340
kwt,2002,370
kwt,2003,400
kwt,2004,390
kwt,2005,420
kwt,2006,440
kwt,2007,460
kwt,2008,510
kwt,2009,550
kwt,2010,540
kwt,2011,580
kwt,2012,620
kwt,2013,640
kwt,2014,650
kwt,2015,700
kwt,2016,710
kwt,2017,740
kwt,2018,750
lao,1990,1560
lao,1991,1590
lao,1992,1670
lao,1993,1680
lao,1994,1760
lao,1995,1800
lao,1996,1770
lao,1997,1800
lao,1998,1680
lao,1999,1600
lao,2000,1700
lao,2001,1760
lao,2002,1840
lao,2003,1900
lao,2004,2060
lao,2005,2060
lao,2006,2010
lao,2007,2220
lao,2008,2160
lao,2009,2280
lao,2010,2510
lao,2011,2320
lao,2012,2520
lao,2013,2590
lao,2014,2590
lao,2015,2710
lao,2016,2850
lao,2017,2760
lao,2018,2740
lbn,1990,360
lbn,1991,380
lbn,1992,400
lbn,1993,440
lbn,1994,410
lbn,1995,490
lbn,1996,490
lbn,1997,500
lbn,1998,520
lbn,1999,510
lbn,2000,530
lbn,2001,560
lbn,2002,510
lbn,2003,540
lbn,2004,570
lbn,2005,500
lbn,2006,480
lbn,2007,510
lbn,2008,500
lbn,2009,550
lbn,2010,560
lbn,2011,660
lbn,2012,700
lbn,2013,690
lbn,2014,700
lbn,2015,710
lbn,2016,740
lbn,2017,760
lbn,2018,740
lbr,1990,550
lbr,1991,520
lbr,1992,510
lbr,1993,480
lbr,1994,460
lbr,1995,440
lbr,1996,450
lbr,1997,470
lbr,1998,500
lbr,1999,510
lbr,2000,530
lbr,2001,540
lbr,2002,560
lbr,2003,580
lbr,2004,590
lbr,2005,600
lbr,2006,640
lbr,2007,670
lbr,2008,690
lbr,2009,830
lbr,2010,750
lbr,2011,870
lbr,2012,980
lbr,2013,1090
lbr,2014,1220
lbr,2015,1390
lbr,2016,1360
lbr,2017,1360
lbr,2018,1370
lby,1990,1350
lby,1991,1350
lby,1992,1280
lby,1993,1310
lby,1994,1260
lby,1995,1330
lby,1996,1300
lby,1997,1300
lby,1998,1410
lby,1999,1500
lby,2000,1370
lby,2001,1350
lby,2002,1460
lby,2003,1490
lby,2004,1620
lby,2005,1710
lby,2006,1790
lby,2007,1870
lby,2008,1890
lby,2009,1940
lby,2010,2000
lby,2011,2000
lby,2012,2010
lby,2013,2010
lby,2014,1910
lby,2015,1890
lby,2016,1940
lby,2017,1950
lby,2018,1970
lca,1990,30
lca,1991,40
lca,1992,40
lca,1993,40
lca,1994,50
lca,1995,70
lca,1996,80
lca,1997,80
lca,1998,40
lca,1999,40
lca,2000,40
lca,2001,40
lca,2002,20
lca,2003,20
lca,2004,20
lca,2005,20
lca,2006,20
lca,2007,30
lca,2008,30
lca,2009,30
lca,2010,30
lca,2011,30
lca,2012,30
lca,2013,30
lca,2014,30
lca,2015,30
lca,2016,30
lca,2017,30
lca,2018,30
lie,1990,10
lie,1991,10
lie,1992,10
lie,1993,10
lie,1994,10
lie,1995,10
lie,1996,10
lie,1997,10
lie,1998,10
lie,1999,10
lie,2000,10
lie,2001,10
lie,2002,10
lie,2003,10
lie,2004,10
lie,2005,10
lie,2006,10
lie,2007,10
lie,2008,10
lie,2009,10
lie,2010,10
lie,2011,10
lie,2012,10
lie,2013,10
lie,2014,10
lie,2015,10
lie,2016,10
lie,2017,10
lie,2018,10
lka,1990,2250
lka,1991,2220
lka,1992,2330
lka,1993,2460
lka,1994,2580
lka,1995,2500
lka,1996,2400
lka,1997,2410
lka,1998,2370
lka,1999,2520
lka,2000,2450
lka,2001,2440
lka,2002,2660
lka,2003,2470
lka,2004,2540
lka,2005,2720
lka,2006,2680
lka,2007,2590
lka,2008,2950
lka,2009,2780
lka,2010,2730
lka,2011,3010
lka,2012,2770
lka,2013,2590
lka,2014,3110
lka,2015,3140
lka,2016,2520
lka,2017,2350
lka,2018,2240
lso,1990,650
lso,1991,630
lso,1992,690
lso,1993,680
lso,1994,670
lso,1995,630
lso,1996,630
lso,1997,620
lso,1998,590
lso,1999,790
lso,2000,760
lso,2001,750
lso,2002,670
lso,2003,690
lso,2004,660
lso,2005,730
lso,2006,730
lso,2007,770
lso,2008,730
lso,2009,750
lso,2010,750
lso,2011,790
lso,2012,800
lso,2013,780
lso,2014,790
lso,2015,800
lso,2016,790
lso,2017,850
lso,2018,820
ltu,1990,5860
ltu,1991,5590
ltu,1992,4820
ltu,1993,4220
ltu,1994,3820
ltu,1995,3700
ltu,1996,4140
ltu,1997,4240
ltu,1998,4490
ltu,1999,4480
ltu,2000,4690
ltu,2001,4740
ltu,2002,4990
ltu,2003,5090
ltu,2004,5320
ltu,2005,5570
ltu,2006,5520
ltu,2007,6290
ltu,2008,5990
ltu,2009,3900
ltu,2010,3800
ltu,2011,4140
ltu,2012,3960
ltu,2013,3720
ltu,2014,3780
ltu,2015,3780
ltu,2016,3640
ltu,2017,3660
ltu,2018,3530
lux,1990,280
lux,1991,280
lux,1992,280
lux,1993,280
lux,1994,290
lux,1995,290
lux,1996,290
lux,1997,290
lux,1998,290
lux,1999,300
lux,2000,210
lux,2001,210
lux,2002,290
lux,2003,280
lux,2004,300
lux,2005,290
lux,2006,290
lux,2007,290
lux,2008,300
lux,2009,300
lux,2010,300
lux,2011,310
lux,2012,300
lux,2013,300
lux,2014,300
lux,2015,300
lux,2016,300
lux,2017,310
lux,2018,300
lva,1990,2550
lva,1991,2420
lva,1992,2380
lva,1993,2030
lva,1994,1670
lva,1995,1410
lva,1996,1430
lva,1997,1440
lva,1998,1480
lva,1999,1460
lva,2000,1420
lva,2001,1500
lva,2002,1490
lva,2003,1430
lva,2004,1530
lva,2005,1560
lva,2006,1580
lva,2007,1640
lva,2008,1680
lva,2009,1680
lva,2010,1710
lva,2011,1740
lva,2012,1800
lva,2013,1830
lva,2014,1870
lva,2015,1960
lva,2016,1940
lva,2017,1920
lva,2018,1860
mar,1990,6510
mar,1991,6360
mar,1992,5840
mar,1993,5600
mar,1994,6300
mar,1995,5860
mar,1996,6480
mar,1997,6570
mar,1998,6740
mar,1999,7010
mar,2000,7060
mar,2001,7170
mar,2002,7480
mar,2003,7510
mar,2004,7790
mar,2005,8170
mar,2006,8570
mar,2007,8030
mar,2008,8140
mar,2009,8030
mar,2010,8200
mar,2011,8570
mar,2012,8140
mar,2013,8930
mar,2014,8830
mar,2015,9240
mar,2016,7940
mar,2017,9300
mar,2018,9430
mda,1990,2180
mda,1991,2040
mda,1992,1590
mda,1993,1500
mda,1994,1450
mda,1995,1470
mda,1996,1400
mda,1997,1060
mda,1998,900
mda,1999,830
mda,2000,790
mda,2001,960
mda,2002,870
mda,2003,840
mda,2004,890
mda,2005,870
mda,2006,830
mda,2007,820
mda,2008,830
mda,2009,730
mda,2010,790
mda,2011,860
mda,2012,840
mda,2013,930
mda,2014,1000
mda,2015,920
mda,2016,1030
mda,2017,1060
mda,2018,1160
mdg,1990,8240
mdg,1991,8270
mdg,1992,8310
mdg,1993,8370
mdg,1994,8390
mdg,1995,8450
mdg,1996,8500
mdg,1997,8270
mdg,1998,8530
mdg,1999,8270
mdg,2000,7920
mdg,2001,7640
mdg,2002,6950
mdg,2003,7960
mdg,2004,7200
mdg,2005,8820
mdg,2006,8200
