geo,time,ny_adj_nnat_gn_zs
bol,1995,6.05727
bol,1996,7.33502
bol,1997,7.23118
bol,1998,6.58061
bol,1999,3.22978
bol,2000,2.83309
bol,2001,2.8879
bol,2002,4.01217
bol,2003,5.85232
bol,2004,8.18742
bol,2005,11.05834
bol,2006,17.99089
bol,2007,20.44856
bol,2008,21.61919
bol,2009,15.01646
bol,2010,17.28707
bol,2011,18.95606
bol,2012,18.60492
bol,2013,17.06578
bol,2014,13.21493
bol,2015,5.39297
bol,2016,5.71162
bol,2017,6.50825
bol,2018,5.69018
bol,2019,3.18632
bra,1975,13.71459
bra,1976,11.29473
bra,1977,12.1025
bra,1978,11.71263
bra,1979,10.09458
bra,1980,9.14327
bra,1981,10.24134
bra,1982,6.64555
bra,1983,5.05412
bra,1984,7.63618
bra,1985,10.2349
bra,1986,7.73974
bra,1987,13.17811
bra,1988,15.42276
bra,1989,25.78708
bra,1990,10.80721
bra,1991,10.71398
bra,1992,12.90699
bra,1993,12.94159
bra,1994,11.92971
bra,1995,6.95406
bra,1996,5.64225
bra,1997,5.0146
bra,1998,4.52187
bra,1999,3.59411
bra,2000,6.47073
bra,2001,6.13648
bra,2002,8.11603
bra,2003,9.01268
bra,2004,10.70931
bra,2005,10.36377
bra,2006,10.76781
bra,2007,11.45511
bra,2008,11.26926
bra,2009,8.42773
bra,2010,9.46026
bra,2011,10.34361
bra,2012,9.53646
bra,2013,9.96993
bra,2014,8.01226
bra,2015,6.45924
bra,2016,5.52229
bra,2017,5.72675
bra,2018,4.55912
bra,2019,4.4215
brb,1986,19.0931
brb,1987,17.17493
brb,1988,22.06534
brb,1989,22.1358
brb,1990,6.05162
brb,1991,4.60998
brb,1992,5.83452
brb,1993,4.50118
brb,1994,6.4596
brb,1995,-0.71324
brb,1996,0.88066
brb,1997,-0.20289
brb,1998,2.73063
brb,1999,1.53302
brb,2000,1.11394
brb,2001,-1.0257
brb,2002,0.00995
brb,2003,2.23492
brb,2004,-2.27051
brb,2005,-6.13668
brb,2006,0.10392
brb,2007,0.67643
brb,2008,-6.36623
brb,2009,-1.58277
brb,2010,-6.7536
brb,2011,-12.5061
brb,2012,-7.00366
brb,2013,-8.0822
brb,2014,-7.28971
brb,2015,-4.97282
brb,2016,-5.16466
brn,2001,33.14196
brn,2002,36.30559
brn,2003,37.87086
brn,2004,38.19429
brn,2005,47.39031
brn,2006,51.09782
brn,2007,46.51262
brn,2008,54.45084
brn,2009,40.16101
brn,2010,52.18507
brn,2011,56.83905
brn,2012,55.59648
brn,2013,52.13136
brn,2014,51.17021
brn,2015,46.17843
brn,2016,44.97587
brn,2017,44.39979
brn,2018,44.54294
brn,2019,43.97915
btn,2006,44.28827
btn,2007,19.14794
btn,2008,27.20449
btn,2009,23.68733
btn,2010,28.15651
btn,2011,35.03103
btn,2012,44.57885
btn,2013,18.44474
btn,2014,21.43971
btn,2015,11.74331
btn,2016,22.97046
btn,2017,21.74733
btn,2018,15.11167
btn,2019,12.73389
bwa,1975,4.80766
bwa,1976,7.04451
bwa,1977,8.55938
bwa,1978,10.22442
bwa,1979,17.85057
bwa,1980,16.34967
bwa,1981,16.62717
bwa,1982,14.90439
bwa,1983,17.83266
bwa,1984,16.08429
bwa,1985,24.0836
bwa,1986,27.74709
bwa,1987,31.60925
bwa,1988,41.86354
bwa,1989,40.5949
bwa,1990,31.18367
bwa,1991,31.95871
bwa,1992,27.51211
bwa,1993,28.12966
bwa,1994,16.82083
bwa,1995,15.02441
bwa,1996,24.62021
bwa,1997,25.66527
bwa,1998,27.75283
bwa,1999,30.05847
bwa,2000,30.36059
bwa,2001,34.07864
bwa,2002,23.02426
bwa,2003,17.39796
bwa,2004,16.36846
bwa,2005,24.53053
bwa,2006,28.47875
bwa,2007,29.32961
bwa,2008,20.37511
bwa,2009,11.8883
bwa,2010,14.65422
bwa,2011,22.22438
bwa,2012,19.0378
bwa,2013,15.84708
bwa,2014,20.19667
bwa,2015,15.08738
bwa,2016,13.02415
bwa,2017,13.6115
bwa,2018,11.56132
bwa,2019,9.08408
caf,1977,-9.31076
caf,1978,-9.48704
caf,1979,-8.71827
caf,1980,-15.34582
caf,1981,-5.75663
caf,1982,-12.57012
caf,1983,-6.41056
caf,1984,-5.61342
caf,1985,0.2099
caf,1986,-3.22092
caf,1987,-4.72108
caf,1988,-1.76274
caf,1989,0.56496
caf,1990,-0.53684
caf,1991,-2.0692
caf,1992,-1.95713
caf,1993,0.64146
caf,1994,5.73086
can,1970,7.10195
can,1971,7.2014
can,1972,7.62101
can,1973,9.85286
can,1974,10.59182
can,1975,7.34747
can,1976,8.23111
can,1977,6.87346
can,1978,6.44311
can,1979,8.09031
can,1980,7.7214
can,1981,8.37635
can,1982,4.61526
can,1983,5.14841
can,1984,6.37055
can,1985,6.15703
can,1986,4.56896
can,1987,4.9033
can,1988,5.8834
can,1989,5.13143
can,1990,2.68658
can,1991,0.3437
can,1992,-1.1849
can,1993,-0.05253
can,1994,2.13671
can,1995,4.05388
can,1996,4.42346
can,1997,5.1401
can,1998,4.2361
can,1999,5.98117
can,2000,9.14046
can,2001,7.56949
can,2002,6.57328
can,2003,7.34107
can,2004,9.47991
can,2005,10.33019
can,2006,10.11548
can,2007,9.70687
can,2008,8.92022
can,2009,1.52985
can,2010,3.29848
can,2011,5.19373
can,2012,4.89726
can,2013,5.41256
can,2014,6.0765
can,2015,2.36442
can,2016,1.71563
can,2017,3.39834
can,2018,3.11683
can,2019,3.36659
che,1977,13.30452
che,1978,13.87879
che,1979,13.98124
che,1980,14.12783
che,1981,15.00765
che,1982,13.61276
che,1983,12.58809
che,1984,14.88199
che,1985,14.76462
che,1986,14.04837
che,1987,13.1167
che,1988,14.2335
che,1989,13.40598
che,1990,12.98204
che,1991,10.87692
che,1992,8.59207
che,1993,9.63806
che,1994,9.94241
che,1995,10.74921
che,1996,10.44231
che,1997,12.12983
che,1998,12.86327
che,1999,12.42205
che,2000,14.44052
che,2001,10.91859
che,2002,8.62548
che,2003,11.76209
che,2004,12.4212
che,2005,14.22512
che,2006,16.80795
che,2007,13.50365
che,2008,6.33562
che,2009,10.64956
che,2010,15.43657
che,2011,12.37772
che,2012,13.45494
che,2013,12.5145
che,2014,10.4645
che,2015,12.86464
che,2016,11.41326
che,2017,8.78695
che,2018,11.96612
che,2019,13.03228
chl,1975,-6.53307
chl,1976,2.05896
chl,1977,-0.19831
chl,1978,1.47085
chl,1979,3.32136
chl,1980,5.42828
chl,1981,-0.64985
chl,1982,-8.71609
chl,1983,-5.54802
chl,1984,-4.49337
chl,1985,-7.98162
chl,1986,-4.04696
chl,1987,3.40662
chl,1988,9.51793
chl,1989,10.11242
chl,1990,9.78927
chl,1991,9.13191
chl,1992,8.75077
chl,1993,8.1918
chl,1994,8.68342
chl,1995,11.9664
chl,1996,10.96734
chl,1997,10.90519
chl,1998,9.48235
chl,1999,7.7938
chl,2000,8.40514
chl,2001,8.48656
chl,2002,8.83055
chl,2003,8.25799
chl,2004,10.39024
chl,2005,11.3062
chl,2006,14.0843
chl,2007,13.72865
chl,2008,10.57447
chl,2009,10.64138
chl,2010,12.42342
chl,2011,10.74086
chl,2012,9.94705
chl,2013,8.26196
chl,2014,8.91298
chl,2015,8.92306
chl,2016,5.16089
chl,2017,3.87071
chl,2018,2.71872
chl,2019,2.61434
chn,1982,22.90568
chn,1983,22.3251
chn,1984,24.56036
chn,1985,25.8875
chn,1986,25.2522
chn,1987,27.33498
chn,1988,28.99725
chn,1989,26.45491
chn,1990,26.8375
chn,1991,28.48934
chn,1992,31.18903
chn,1993,31.28075
chn,1994,30.74775
chn,1995,29.2026
chn,1996,28.06186
chn,1997,28.42779
chn,1998,26.52018
chn,1999,24.91364
chn,2000,24.27682
chn,2001,26.23201
chn,2002,27.96379
chn,2003,31.19963
chn,2004,34.44724
chn,2005,34.74871
chn,2006,36.32561
chn,2007,37.79993
chn,2008,38.50114
chn,2009,36.60265
chn,2010,36.96722
chn,2011,33.16877
chn,2012,31.75348
chn,2013,30.07812
chn,2014,29.68237
chn,2015,27.6
chn,2016,27.34893
chn,2017,28.63167
chn,2018,27.89297
chn,2019,26.9932
civ,2005,7.23126
civ,2006,7.53546
civ,2007,6.71208
civ,2008,11.45477
civ,2009,12.93876
civ,2010,13.00585
civ,2011,10.92778
civ,2012,12.85431
civ,2013,15.91919
civ,2014,19.54328
civ,2015,20.33097
civ,2016,16.95046
civ,2017,14.21521
civ,2018,13.32788
cmr,1977,-5.57845
cmr,1978,12.24639
cmr,1979,8.65457
cmr,1980,-2.36689
cmr,1981,3.05272
cmr,1982,18.29192
cmr,1983,17.08105
cmr,1984,20.27711
cmr,1985,19.61126
cmr,1986,19.01823
cmr,1987,12.51938
cmr,1988,13.04932
cmr,1989,10.56399
cmr,1990,8.37788
cmr,1991,6.76567
cmr,1992,2.05563
cmr,1993,4.41828
cmr,1994,7.32726
cmr,1995,9.33802
cmr,1996,6.85743
cmr,1997,6.56667
cmr,1998,8.9846
cmr,1999,7.4966
cmr,2000,6.6673
cmr,2001,4.54624
cmr,2002,3.86365
cmr,2003,4.67723
cmr,2004,8.96205
cmr,2005,8.12793
cmr,2006,9.69503
cmr,2007,8.86948
cmr,2008,9.4716
cmr,2009,6.30066
cmr,2010,4.19691
cmr,2011,4.96242
cmr,2012,4.11231
cmr,2013,4.53421
cmr,2014,6.34158
cmr,2015,4.16415
cmr,2016,5.26722
cmr,2017,6.64609
cmr,2018,6.01725
cmr,2019,5.97098
cod,2005,-1.04132
cod,2006,4.35427
cod,2007,6.14717
cod,2008,-4.10806
cod,2009,1.46569
cod,2010,14.36543
cod,2011,14.40189
cod,2012,3.05517
cod,2013,11.87458
cod,2014,10.95591
cod,2015,7.62373
cod,2016,5.24729
cod,2017,15.52375
cod,2018,13.89381
cod,2019,17.08443
cog,1978,-10.94279
cog,1979,4.94678
cog,1980,16.25702
cog,1981,14.71065
cog,1982,28.44517
cog,1983,22.92766
cog,1984,23.36927
cog,1985,8.14159
cog,1986,-5.93771
cog,1987,1.1593
cog,1988,-19.28148
cog,1989,-7.69365
cog,1990,12.79327
cog,1991,-4.72361
cog,1992,12.5649
cog,1993,-0.33026
cog,1994,9.43186
cog,1995,-41.13074
cog,1996,-37.12824
cog,1997,-15.36127
cog,1998,-19.73958
cog,1999,-3.24069
cog,2000,24.16519
cog,2001,2.77725
cog,2002,4.32269
cog,2003,13.66772
cog,2004,-4.63135
cog,2005,18.11572
cog,2006,21.21
cog,2007,17.03224
cog,2008,27.70454
cog,2009,21.27261
cog,2010,36.83265
cog,2011,33.69103
cog,2012,39.97097
cog,2013,38.24348
cog,2014,35.59367
cog,2015,17.09951
cog,2016,1.90825
col,1970,2.64966
col,1971,-0.4385
col,1972,3.18758
col,1973,6.3386
col,1974,7.70333
col,1975,5.65405
col,1976,8.18076
col,1977,10.87634
col,1978,10.47926
col,1979,9.94463
col,1980,10.37318
col,1981,7.01685
col,1982,4.30054
col,1983,3.99716
col,1984,4.53302
col,1985,6.15872
col,1986,12.14602
col,1987,11.14369
col,1988,12.21802
col,1989,10.22558
col,1990,10.50599
col,1991,12.36907
col,1992,8.6661
col,1993,7.56947
col,1994,8.41385
col,1995,7.49158
col,1996,3.44173
col,1997,1.43825
col,1998,0.01116
col,1999,-0.36229
col,2000,0.3045
col,2001,-0.30687
col,2002,0.8781
col,2003,2.66807
col,2004,4.39051
col,2005,6.36294
col,2006,7.36489
col,2007,7.29564
col,2008,8.33689
col,2009,6.67402
col,2010,6.75665
col,2011,8.44204
col,2012,6.94427
col,2013,6.69246
col,2014,6.66887
col,2015,5.35029
col,2016,5.34479
col,2017,5.06328
col,2018,4.98484
col,2019,4.33382
com,1980,-3.57685
com,1981,3.28668
com,1982,0.13683
com,1983,-0.21591
com,1984,6.17723
com,1985,5.51576
com,1986,0.31351
com,1987,1.96154
com,1988,2.29844
com,1989,3.96529
com,1990,1.11524
com,1991,0.59968
com,1992,1.36472
com,1993,2.94506
com,1994,4.6321
com,1995,-0.34692
com,2003,-4.51397
com,2004,-2.07271
com,2005,0.01571
com,2006,1.92155
com,2007,3.40049
com,2008,2.56699
com,2009,4.89653
com,2010,4.36206
com,2011,1.03694
com,2012,2.06091
com,2014,-0.61635
com,2015,3.28181
com,2016,-1.66166
com,2017,1.71166
com,2018,3.43553
com,2019,4.44206
cpv,2007,23.42989
cpv,2008,23.18349
cpv,2009,19.56208
cpv,2010,21.00194
cpv,2011,20.51731
cpv,2012,15.09683
cpv,2013,15.24958
cpv,2014,12.80063
cpv,2015,14.92918
cpv,2016,19.79033
cpv,2017,16.94765
cpv,2018,20.47044
cpv,2019,20.94346
cri,1977,8.50695
cri,1978,4.42868
cri,1979,3.01126
cri,1980,3.50257
cri,1981,6.50567
cri,1982,6.53005
cri,1983,9.17976
cri,1984,13.36718
cri,1985,17.61596
cri,1986,18.60845
cri,1987,16.65519
cri,1988,16.16372
cri,1989,13.88715
cri,1990,14.16228
cri,1991,7.88565
cri,1992,9.31884
cri,1993,7.7701
cri,1994,9.89764
cri,1995,10.57931
cri,1996,8.71698
cri,1997,10.35255
cri,1998,12.08632
cri,1999,10.32895
cri,2000,10.42658
